Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371)
7.712069362389851e-12,0.4109092502010881,2.5148902594772326e-15,2.7205161925488424e-21,2.6314731610511983e-21,1.8005774827935173e-32,1.5271520666043887e-25,0.0,0.0,1.9103756659663144e-13,4.3964345132508645e-22,154.0,0.0,0.99999957445843546,1.0,18.999999996058325,4.1430104072586715e-08,1.0739443615444662e-09,1.8394657451086441e-07,1.8596187318431908e-07,4.6992096274898846e-09,2.9783310451148759e-09,2.0426702705412296e-13,9.6297118428609271e-10,4.4868474161921375e-09,8.4227525327933094e-17,1.2826993835907873e-12,1.3067576667898742e-13,4.9892261449284098e-16,4.9837657187585656e-16,3.6422721089662916e-19,8.4468206315559787e-17,1.8181540564965363e-19,9.0867922158598444e-14,1.6695310140305904e-35,1.6089480006991314e-35,1.6089481766573423e-35,1.0628666298102836e-17,2.5013815808621104e-21,1.7123206823047667e-17,4.4809257475535476e-21,1.6274168920473475e-23,7.2730310976254841e-23,3.5247365581814826e-26,5.1514046123128502e-29,4.2880762942806314e-31,1.8272133515559493e-34,8.7622443696385986e-38,1.0409545654209499e-37,5.7436069738510469e-32,1.7629803531403328e-39,8.8464949629957856e-17,5.3174951741312818e-23,5.7389146247345202e-25,2.7851933725952951e-27,2.0289473998704034e-28,1.7909796179665456e-26,2.3959005759941035e-32,1.3479586802861505e-32,1.1127405124183468e-30,9.3141909617138094e-36,5.9070399858945335e-32,3.6622257852865912e-36,5.6944527700961034e-39,2.600361492618171e-35,2.1966036680566705e-36,2.1956955628975232e-36,1.9876875133899112e-40,4.3812577807751599e-28,2.1354270044517495e-32,5.6411893388236641e-35,7.207901541952067e-37,1.3352388947000229e-37,2.2955185035680908e-41,1.1482723267319628e-41,2.0455663501904535e-46,5.3281193362764617e-34,2.5221792590746362e-34,7.0933640780752452e-40,3.8179280987462932e-48,3.0609882778243108e-51,1.6207729181613705e-51,2.3785264360346373e-39
7.999421834199117e-12,0.4109092502004472,2.6089081934732993e-15,2.9307667079267249e-21,2.8314512467390882e-21,2.0790894860815785e-32,1.7043992327227101e-25,0.0,0.0,2.0512052337042288e-13,4.9059967737945318e-22,154.0,0.0,0.99999955860360967,1.0,18.999999995785384,4.2973790476913144e-08,1.0739633340189375e-09,1.906876067575982e-07,1.9287758228533949e-07,4.8942864717424277e-09,3.2021278262828104e-09,2.118637404801166e-13,1.0120938195762e-09,4.6731085381423036e-09,9.0556715640272666e-17,1.3799651830451664e-12,1.4051942891566043e-13,5.5657073609696972e-16,5.559573091964198e-16,4.0774717906543972e-19,9.1533420226740361e-17,2.0567972096836536e-19,9.7758478272706956e-14,2.1552254440658823e-35,2.0770182901048351e-35,2.0770185257337741e-35,1.1875861039777255e-17,2.7909193501119634e-21,1.7996697953080886e-17,4.7105907042026606e-21,1.758557576706333e-23,8.1691386915251587e-23,4.1137462514012091e-26,6.2458541864951171e-29,5.1992384780720274e-31,2.3012362006185452e-34,1.1057039646538493e-37,1.2625169249840993e-37,6.9642187669281323e-32,2.2212737120646836e-39,9.586441608880876e-17,5.718693099167138e-23,6.4009228054417623e-25,3.0203355560366065e-27,2.1838037216671567e-28,1.9988276948552568e-26,2.6722841174687252e-32,1.5034554306210016e-32,1.2883906420121154e-30,1.079138455390091e-35,6.8394698642358068e-32,4.2414857232563642e-36,6.5934918492115683e-39,3.0192330458100131e-35,2.6385493550914558e-36,2.6374177367956189e-36,2.476919698530671e-40,5.1627251900695215e-28,2.5114116507939409e-32,6.8906354485691981e-35,9.1470486806804671e-37,1.6912036257153466e-37,2.935364684341393e-41,1.5135415129382098e-41,2.7998305444213535e-46,6.128820272547627e-34,3.0183315171813187e-34,8.8392632598357858e-40,5.2257054878710924e-48,4.3499145710252114e-51,2.3033457206411026e-51,2.8625960881355605e-39
8.286774306008383e-12,0.41090925019978725,2.7029485778197373e-15,3.1491140869213805e-21,3.0387693704130157e-21,2.3887075669094072e-32,1.8948642920932672e-25,0.0,0.0,2.1970121838036718e-13,5.4543898934775513e-22,154.0,0.0,0.99999954274878133,1.0,18.999999995504293,4.4517476637274774e-08,1.0739765250737818e-09,1.9742069988783751e-07,1.9979307703571791e-07,5.0893662010415091e-09,3.433862900463727e-09,2.1946021842189329e-13,1.0614303333683722e-09,4.8593724151541203e-09,9.7110415323773735e-17,1.4807820961346412e-12,1.507149325739893e-13,6.1847953715102936e-16,6.1779336090616996e-16,4.5459341448315509e-19,9.8885767706166296e-17,2.3158282977165731e-19,1.0490061808502424e-13,2.7571858325936441e-35,2.657135805518445e-35,2.6571361178111882e-35,1.3218053296992591e-17,3.1019400602630646e-21,1.8873992357055931e-17,4.9413392982172741e-21,1.8947153587012236e-23,9.1359804471428408e-23,4.773803321218184e-26,7.519336141422046e-29,6.259482967188939e-31,2.8738586900206756e-34,1.3835420204670384e-37,1.520390010252276e-37,8.3845854523092316e-32,2.7755396231303983e-39,1.0356459435923493e-16,6.1343195412074289e-23,7.1117139740908768e-25,3.2650775011122336e-27,2.3443814546553287e-28,2.2221176576944486e-26,2.9690346418035872e-32,1.6704109283770354e-32,1.4840322744878467e-30,1.2437469584610174e-35,7.8780208859721979e-32,4.8868015075756087e-36,7.5948700626148737e-39,3.4867367539632814e-35,3.1488802624683368e-36,3.1474810730759781e-36,3.0625872534732196e-40,6.0466275378487646e-28,2.9356708060628004e-32,8.3544224508895825e-35,1.1506434319660471e-36,2.1233438011125009e-37,3.7189116884370696e-41,1.9749445277982643e-41,3.7886765978743349e-46,7.0116559266425167e-34,3.5874417227577873e-34,1.0929306670104448e-39,7.0713075557982118e-48,6.1033161277467617e-51,3.2319317423469319e-51,3.4228468778313874e-39
8.57412677781765e-12,0.4109092501991082,2.7970114112275971e-15,3.3755864322114278e-21,3.2534293384596588e-21,2.7316637706986e-32,2.0990237156166089e-25,0.0,0.0,2.3477939664051115e-13,6.0431659516981439e-22,154.0,0.0,0.99999952689395066,1.0,18.999999995215084,4.6061162553671652e-08,1.0739857037499238e-09,2.0414587103164956e-07,2.067083817629419e-07,5.2844479314980534e-09,3.6735191382541169e-09,2.2705648760543881e-13,1.1109563981571954e-09,5.0456382032824129e-09,1.0388813992773584e-16,1.5851500190516154e-12,1.6126170841236373e-13,6.8479851123557625e-16,6.8403401462707967e-16,5.0488666223479766e-19,1.065252364521642e-16,2.5960994555758467e-19,1.1229433518854596e-13,3.4976967248064148e-35,3.3707765334361017e-35,3.3707769433713907e-35,1.4658876001260258e-17,3.4352073833695356e-21,1.9754657433442157e-17,5.173058668707511e-21,2.0358801705099419e-23,1.0176206102800086e-22,5.5103979781150514e-26,8.9930001486635044e-29,7.4864277402010513e-31,3.5608859600556442e-34,1.7176394762383088e-37,1.8188716978239763e-37,1.0028321421622466e-31,3.4413544305967132e-39,1.1156547108852908e-16,6.5643590098609356e-23,7.8729864996743015e-25,3.5194091468705106e-27,2.5106838058396479e-28,2.4613965104214403e-26,3.2868612362357536e-32,1.8492241170633926e-32,1.701123140233031e-30,1.4264815639229718e-35,9.0304308083221466e-32,5.6029987191280258e-36,8.7060506910397949e-39,4.006488984506807e-35,3.7352321773091054e-36,3.7335146742443628e-36,3.759321664172615e-40,7.041862234976915e-28,3.4122366266029652e-32,1.005929786598157e-34,1.4356638060270967e-36,2.6442156488974592e-37,4.6711826112985692e-41,2.5528779760087385e-41,5.0725135707425496e-46,7.981326674301223e-34,4.236835328372565e-34,1.3415708983253685e-39,9.4674804537420725e-48,8.4624918685747278e-51,4.4813876403279939e-51,4.0680222149181099e-39
8.861479249626916e-12,0.4109092501984102,2.8910966924907208e-15,3.6102117895181244e-21,3.4754329609705139e-21,3.1102672995432121e-32,2.3173540917440793e-25,0.0,0.0,2.5035480453280661e-13,6.6738898605597335e-22,154.0,0.0,0.99999951103911733,1.0,18.999999994917808,4.7604848226103805e-08,1.0739920905956905e-09,2.1086313728213926e-07,2.1362351802714376e-07,5.4795310532735238e-09,3.9210794472112512e-09,2.346525717165432e-13,1.1606504537949114e-09,5.2319053202479162e-09,1.1088940604677686e-16,1.6930688597571952e-12,1.721591883363778e-13,7.5567691011473819e-16,7.5482831646853931e-16,5.5874747199068532e-19,1.1445181305268313e-16,2.8984617339214155e-19,1.1993962401658401e-13,4.4023262545438814e-35,4.2425809182423295e-35,4.2425814515337132e-35,1.6201976634121259e-17,3.7914845172348101e-21,2.0638309790980891e-17,5.4056487931870615e-21,2.1820419703075496e-23,1.1292459864051504e-22,6.3292212737300993e-26,1.0689596369136402e-28,8.8990249840685066e-31,4.3799543115039488e-34,2.1168412079867197e-37,2.1625858477329732e-37,1.1920830622953875e-31,4.2361343053954333e-39,1.1986703176109985e-16,7.0087960995439443e-23,8.6864352703079981e-25,3.7833203831584191e-27,2.6827140046085558e-28,2.7172106564009144e-26,3.6264715346975363e-32,2.0402931225372326e-32,1.9411716805772744e-30,1.6286224473099403e-35,1.0304706536415488e-31,6.395071102094276e-36,9.9347566594456561e-39,4.5822343769040286e-35,4.4057875171993164e-36,4.4036935408988364e-36,4.5833574529680193e-40,8.1577298480138565e-28,3.9453054042675449e-32,1.2034164853088367e-34,1.7776865226720122e-36,3.267862941676096e-37,5.8203738514795582e-41,3.2710944259456415e-41,6.7242994619227744e-46,9.0425913028591275e-34,4.9742479196555473e-34,1.6356405551835228e-39,1.2550390938322212e-47,1.1604359472970895e-50,6.1454455164073262e-51,4.8075253342599088e-39
9.148831721436182e-12,0.41090925019769337,2.985204420476319e-15,3.8530181477341469e-21,3.704782051763158e-21,3.5269044985703757e-32,2.5503321267188111e-25,0.0,0.0,2.6642718971116954e-13,7.3481393438471573e-22,154.0,0.0,0.99999949518428144,1.0,18.999999994612494,4.9148533654571252e-08,1.0739965290257052e-09,2.1757251569552914e-07,2.205385049357775e-07,5.6746151449616355e-09,4.1765267717734357e-09,2.4224849174650271e-13,1.2104933928137783e-09,5.4181733636881549e-09,1.1811373131857721e-16,1.8045385366429676e-12,1.8340680539638949e-13,8.3126374422352267e-16,8.3032507152004782e-16,6.1629619840633942e-19,1.2266548333247087e-16,3.2237650412802517e-19,1.2783647974841741e-13,5.5002742960546465e-35,5.3006893843946331e-35,5.30069007234794e-35,1.7851017155214846e-17,4.1715341881390683e-21,2.1524609652960491e-17,5.6390210277174022e-21,2.3331907421492021e-23,1.2487380417713595e-22,7.2361646204961145e-26,1.2633532634589667e-28,1.0517608870657379e-30,5.3506672390079103e-34,2.5910104670703484e-37,2.5564939946518836e-37,1.4089370780648283e-31,5.1792756659925868e-39,1.2846926106208148e-16,7.4676154837546312e-23,9.5537517064406339e-25,4.0568010785623215e-27,2.8604753005920034e-28,2.9901059015694984e-26,3.9885717233316306e-32,2.2440152561066503e-32,2.2057369922263575e-30,1.8514929537727236e-35,1.1709123826485073e-31,7.2681803784668204e-36,1.1288970250683822e-38,5.2178457008689787e-35,5.1692940085832745e-36,5.1667571986539777e-36,5.5526448393546706e-40,9.4039367119541461e-28,4.5392372843881591e-32,1.4310164250357129e-34,2.1855627521738713e-36,4.0099271976294843e-37,7.1981153584549212e-41,4.1571044207032862e-41,8.8315638230530457e-46,1.0200264158838385e-33,5.8078301543936978e-34,1.9815454453608298e-39,1.6483401150428396e-47,1.5748703291189228e-50,8.3405553637977358e-51,5.6514453410925643e-39
9.436184193245448e-12,0.4109092501969577,3.0793345941166149e-15,4.1040334390514082e-21,3.9414784284017619e-21,3.9840388424564642e-32,2.7984346448180663e-25,0.0,0.0,2.8299630101616855e-13,8.0675049158863524e-22,154.0,0.0,0.999999479329443,1.0,18.999999994299177,5.0692218839074039e-08,1.0739996094098653e-09,2.2427402329123869e-07,2.2745335942301839e-07,5.8696999115881627e-09,4.4398440931804247e-09,2.4984426629906618e-13,1.2604682810264576e-09,5.6044420519591115e-09,1.2556063442162934e-16,1.9195589773427974e-12,1.9500399378508486e-13,9.1170778315409426e-16,9.1067284434168862e-16,6.7765300152040382e-19,1.3116623260448037e-16,3.5728580980589774e-19,1.3598489822551694e-13,6.8247439668839367e-35,6.5771003628675382e-35,6.577101243357938e-35,1.9609673930644075e-17,4.5761186532946801e-21,2.2413255888819559e-17,5.873096810713667e-21,2.4893164960642389e-23,1.376360094594751e-22,8.2373193125072133e-26,1.4850931475213468e-28,1.2363943212545286e-30,6.4947362204846878e-34,3.1511063066009657e-37,3.0059070095572613e-37,1.6563117462828879e-31,6.2923006487046109e-39,1.3737214314064024e-16,7.9408019099820732e-23,1.0476623773406678e-24,4.3398411005446888e-27,3.0439709617591174e-28,3.2806274573759379e-26,4.3738665457323179e-32,2.4607870174794663e-32,2.4964287719753527e-30,2.096459550940324e-35,1.3252226990541833e-31,8.2276560634948415e-36,1.2776932820595688e-38,5.9173237153164362e-35,6.0350833447003847e-36,6.032028302888551e-36,6.6869661609496311e-40,1.0790597513446947e-27,5.1985559744235482e-32,1.6920756172054443e-34,2.6691448852992148e-36,4.8877611650140743e-37,8.8397409271004813e-41,5.2426094925725689e-41,1.1498667267945739e-45,1.1459212521499018e-33,6.7461524667060746e-34,2.3863451957388586e-39,2.1461285487758698e-47,2.116656554053175e-50,1.1210333989372325e-50,6.6105834582829647e-39
9.723536665054714e-12,0.41090925019620345,3.1734872124014412e-15,4.3632855390880125e-21,4.1855239122169029e-21,4.4842109220909419e-32,3.0621385885968854e-25,0.0,0.0,3.0006188839935113e-13,8.8335898603055228e-22,154.0,0.0,0.999999463474602,1.0,18.999999993977891,5.2235903779612193e-08,1.0740017471511891e-09,2.3096767705196388e-07,2.343680964971738e-07,6.0647851455998617e-09,4.7110144293940248e-09,2.5743991186223846e-13,1.3105601101151207e-09,5.7907111868871079e-09,1.3322963507299215e-16,2.0381301176806685e-12,2.0695018883504803e-13,9.9715755614101439e-16,9.9601995945255397e-16,7.4293784715069826e-19,1.3995404582805694e-16,3.9465884007659309e-19,1.4438487587735767e-13,8.4133372772363547e-35,8.1080515883816659e-35,8.1080527069623598e-35,2.1481637661638931e-17,5.0059997030550048e-21,2.3303981614586438e-17,6.1078065151523804e-21,2.6504092680096011e-23,1.5123749140447498e-22,9.3389760476096095e-26,1.7369686992964684e-28,1.4461268997795695e-30,7.8361262755338846e-34,3.8092641013500314e-37,3.5164967317775843e-37,1.9373227996230522e-31,7.59900763112073e-39,1.465756617756497e-16,8.4283401951907097e-23,1.1456735993383106e-24,4.6324303285992521e-27,3.2332042727333594e-28,3.5893199435356484e-26,4.7830593079376437e-32,2.6910040975719154e-32,2.8149072616867573e-30,2.3649317820089507e-35,1.4942828602458628e-31,9.2789952820122903e-36,1.4407144514470119e-38,6.684797028008221e-35,7.0130898230475961e-36,7.0094312212944742e-36,8.0080560697162933e-40,1.2328237847240647e-27,5.9279484446816141e-32,1.9901801159872224e-34,3.2393596324295666e-36,5.9205455369115773e-37,1.0784568537007008e-40,6.5639673956311151e-41,1.4849316167830159e-45,1.2824354190573802e-33,7.7982095519703032e-34,2.8577961461479471e-39,2.7714923701441232e-47,2.8189913156286586e-50,1.4930690699707631e-50,7.6964794760415134e-39
1e-11,0.41090925019543034,3.264093129151063e-15,4.6205138098378032e-21,4.4272597110542399e-21,5.0084903003198981e-32,3.3310199575442819e-25,0.0,0.0,3.1694916015972212e-13,9.6162474880379981e-22,154.0,0.0,0.99999944822057285,1.0,18.999999993661287,5.3721091005981152e-08,1.0740031841601369e-09,2.3740027953203098e-07,2.4102070324303279e-07,6.252477988655881e-09,4.9793053251393382e-09,2.6474761456837577e-13,1.3588516920586381e-09,5.969922000856657e-09,1.4081720710408437e-16,2.1555594066385398e-12,2.1877258015936003e-13,1.0842322281289125e-15,1.0829896402281462e-15,8.0956795134776127e-19,1.4867978597652258e-16,4.3301994802223656e-19,1.5270397667215073e-13,1.0230520576521806e-34,9.8592988620932228e-35,9.8593002610497529e-35,2.3393064320543175e-17,5.4441768993586094e-21,2.4162695657252799e-17,6.3341627361771245e-21,2.8100764637300568e-23,1.6514016057905852e-22,1.0499793562516407e-25,2.0105121679024302e-28,1.6739088599402598e-30,9.3374836617512214e-34,4.547511643299212e-37,4.0711107676846312e-37,2.2425260969621682e-31,9.0634318662881455e-39,1.5571416404604486e-16,8.9109356464832028e-23,1.2455301482626384e-24,4.9229358272337045e-27,3.4206853481768975e-28,3.9039727397002437e-26,5.1999566478541752e-32,2.9255559038185842e-32,3.1491381876233539e-30,2.6467700896132347e-35,1.6717045882476089e-31,1.0382479712508611e-35,1.6118005720333115e-38,7.4913318553785606e-35,8.069785732628475e-36,8.065455774177808e-36,9.4775415306398705e-40,1.3960306707772698e-27,6.7003602285184085e-32,2.315525224708617e-34,3.8809808806800831e-36,7.080119565287625e-37,1.2982469009019873e-40,8.0965074442724659e-41,1.885387722519026e-45,1.4242625292001803e-33,8.9265289675526193e-34,3.3822042976027017e-39,3.5189002324167808e-47,3.6838265640696918e-50,1.9512039877343804e-50,8.8723302710567341e-39
1.001088913686398e-11,0.41090925019543034,3.2676622743716829e-15,4.6308022670143806e-21,4.4369203283247452e-21,5.0300384313797626e-32,3.3419210191330172e-25,0.0,0.0,3.1762370285615629e-13,9.6480102087169355e-22,154.0,0.0,0.99999944761975823,1.0,18.999999993648665,5.3779588476185734e-08,1.0740032311447174e-09,2.3765349392375664e-07,2.4128272945959807e-07,6.259870702652341e-09,4.9900208350188413e-09,2.6503544304877878e-13,1.3607555787161784e-09,5.9769806306508343e-09,1.4112025402604954e-16,2.1602519007397051e-12,2.1924482701633581e-13,1.0877613525454491e-15,1.0865145018173166e-15,8.1227050728857726e-19,1.4902890770711664e-16,4.3458021944100523e-19,1.5303640965577225e-13,1.0308475670297843e-34,9.9344253849252922e-35,9.9344267960806198e-35,2.3470613313517011e-17,5.4619386629034424e-21,2.4196550300039467e-17,6.3430884329760488e-21,2.8164591197826533e-23,1.6570447216634962e-22,1.0547624450730071e-25,2.0219521580708832e-28,1.6834351803777475e-30,9.40120628973079e-34,4.5788791902110837e-37,4.0943075714428181e-37,2.2552905228443503e-31,9.1256267949010432e-39,1.560798004785162e-16,8.9302152218173013e-23,1.2495769456813175e-24,4.9345586625117847e-27,3.4281785333013865e-28,3.9167273906196407e-26,5.216851883199084e-32,2.9350613811921441e-32,3.1628831935182925e-30,2.6583622190453527e-35,1.6790009205381442e-31,1.0427862585597847e-35,1.6188363984781734e-38,7.5245219558540135e-35,8.1138689624226181e-36,8.109510594280612e-36,9.5397255060594698e-40,1.4027796749302984e-27,6.732264622866299e-32,2.3291640885815988e-34,3.9082836297970487e-36,7.1294088294351652e-37,1.3076190699893085e-40,8.1626907223505504e-41,1.9029351333607855e-45,1.4300655267793303e-33,8.973424649452365e-34,3.4043955914006365e-39,3.5516505299891632e-47,3.7222722216807481e-50,1.9715705120600212e-50,8.9214384039070077e-39
1.0585594080482512e-11,0.4109092501938288,3.4560797257547608e-15,5.1907406017295207e-21,4.9617732769211631e-21,6.2695159517267708e-32,3.9516301788829478e-25,0.0,0.0,3.5423502185798178e-13,1.1428384855457799e-21,154.0,0.0,0.99999941591006314,1.0,18.999999992966504,5.6866957137439128e-08,1.0740049498634587e-09,2.5100168460200419e-07,2.5511172880553885e-07,6.6500424301462685e-09,5.5714742556608251e-09,2.8022621255944022e-13,1.4614116781387364e-09,6.349520105028104e-09,1.575644350190116e-16,2.4151471990326109e-12,2.4487718432597718e-13,1.285022976579874e-15,1.2835370132993043e-15,9.6355739227279229e-19,1.6803971535299023e-16,5.2240588650112865e-19,1.7109413568585799e-13,1.5214941258263099e-34,1.466286305005539e-34,1.4662865252803707e-34,2.7814491138224943e-17,6.4550333006250473e-21,2.5986402892692135e-17,6.8151566348916142e-21,3.1633904390145879e-23,1.9733954578889107e-22,1.3312846548047989e-25,2.7040797832549843e-28,2.2514757060117747e-30,1.3320878592109924e-33,6.5128945230562968e-37,5.4777024292713787e-37,3.0164379898133412e-31,1.2956662837606644e-38,1.7598987119701416e-16,9.976915336511361e-23,1.4757307381396151e-24,5.567392375582051e-27,3.8353631707828442e-28,4.6298603583276351e-26,6.1610368287921033e-32,3.4662720828023993e-32,3.954422437207924e-30,3.3261228653421284e-35,2.0991767659319373e-31,1.3041675698275785e-35,2.0240151718222273e-38,9.4383896379222664e-35,1.0729184913455135e-35,1.072308978034134e-35,1.3341208213141732e-39,1.7958508625821622e-27,8.585880730265615e-32,3.1463956789770459e-34,5.596793051217527e-36,1.0170373957010245e-36,1.8897398748277566e-40,1.2387386302963242e-40,3.0591254224927774e-45,1.7606829866742348e-33,1.1733188536795879e-33,4.7610122924834949e-39,5.7095455362597617e-47,6.3374987103742534e-50,3.3570531677235388e-50,1.1841752971889024e-38
1.1160299024101044e-11,0.4109092501921532,3.6445869414094965e-15,5.7840698723538717e-21,5.5160519515278342e-21,7.7249545218704242e-32,4.6313809925287156e-25,0.0,0.0,3.92828284760296e-13,1.3421811255399908e-21,154.0,0.0,0.99999938420035739,1.0,18.999999992252913,5.9954324822834466e-08,1.0740057386451118e-09,2.6431873016451034e-07,2.6894043656916682e-07,7.0402146078778525e-09,6.1840695217994219e-09,2.9541666173879508e-13,1.5623574709154634e-09,6.7220600108704261e-09,1.7488936406924829e-16,2.6842445329955812e-12,2.7189658013210557e-13,1.5046741910122832e-15,1.5029202858060399e-15,1.132467970771681e-18,1.8819853048001979e-16,6.2143723320305056e-19,1.9015806032728354e-13,2.1997557262755986e-34,2.1199379610377727e-34,2.1199382968559249e-34,3.2671229728620598e-17,7.5614839370771116e-21,2.7781406929624832e-17,7.2889344150374727e-21,3.5300314633401916e-23,2.3274991766052347e-22,1.6588863111843637e-25,3.5591250647940844e-28,2.9635569367681375e-30,1.8518798997339447e-33,9.0888959920953259e-37,7.2123372781661947e-37,3.9706487865524492e-31,1.8050119161724396e-38,1.9710222056753408e-16,1.1080782497537477e-22,1.7274618042227047e-24,6.2382620169450362e-27,4.2655515291686792e-28,5.4243669119129116e-26,7.2120078823880712e-32,4.0575621740314156e-32,4.8857400993557911e-30,4.1122208817315886e-35,2.5935495041654668e-31,1.6117753449403027e-35,2.5007524732825738e-38,1.1695526209049563e-34,1.3978605918470738e-35,1.397023231988379e-35,1.8328381054351257e-39,2.2678609330594466e-27,1.080145102097546e-31,4.1797097647152332e-34,7.8573174248907245e-36,1.4223391795932433e-36,2.6749266298977004e-40,1.8373113769246202e-40,4.791958041840334e-45,2.1418357510245548e-33,1.5109552394643661e-33,6.5407604815203184e-39,8.9436599986292827e-47,1.0482538381181788e-49,5.5531964828980587e-50,1.5486297349480038e-38
1.1735003967719577e-11,0.4109092501904046,3.8331839149852465e-15,6.4110106128405564e-21,6.099771091196907e-21,9.4200700843852737e-32,5.3849942407666266e-25,0.0,0.0,4.3340153179856017e-13,1.5641674404162864e-21,154.0,0.0,0.99999935249064131,1.0,18.99999999150808,6.3041691532372007e-08,1.0740061000651617e-09,2.7760476486853908e-07,2.8276891494702864e-07,7.4303869847388538e-09,6.8276723813696971e-09,3.1060685891543461e-13,1.6635307604597784e-09,7.0946001084174568e-09,1.9309124428407448e-16,2.9675436353232061e-12,3.0029854689804162e-13,1.7478927244423167e-15,1.745840424375768e-15,1.3199534808802294e-18,2.0950522708692696e-16,7.3234658283867739e-19,2.1022817283025137e-13,3.1218134538478191e-34,3.0085403408886322e-34,3.0085408420958196e-34,3.8070975136529351e-17,8.7873646043981958e-21,2.9580456406004833e-17,7.7641332299585885e-21,3.9163036128879895e-23,2.7214340791093871e-22,2.0434704180442012e-25,4.6180227806149911e-28,3.8454607164007136e-30,2.5308878628275127e-33,1.2468664118896197e-36,9.36115664250384e-37,5.1524959584998489e-31,2.4720394644624663e-38,2.1941671287866322e-16,1.2241697804652954e-22,2.0061027689649643e-24,6.9470878930701599e-27,4.718770435137803e-28,6.304578321082671e-26,8.3753288960985258e-32,4.7120619646146042e-32,5.9723341519068007e-30,5.0298211646174173e-35,3.1703453017562944e-31,1.9707421134041947e-35,3.0569829977137054e-38,1.4334565617244911e-34,1.7970834388930537e-35,1.7959513275938295e-35,2.4779988055209332e-39,2.8290749320846229e-27,1.3423609441409469e-31,5.4695246055578603e-34,1.0836147428625086e-35,1.9540530822769632e-36,3.7166301341651393e-40,2.6696603640378312e-40,7.3334705683938618e-45,2.5776516663316533e-33,1.9193727401428853e-33,8.8431141867228742e-39,1.3687049724320143e-46,1.6893099026106305e-49,8.9499827480455526e-50,1.99838241585773e-38
1.2309708911338109e-11,0.41090925018858276,4.021870640529847e-15,7.0717824658623878e-21,6.7129454972305925e-21,1.1379811004912901e-31,6.2162926245712201e-25,0.0,0.0,4.7595281558947376e-13,1.810156120633621e-21,154.0,0.0,0.9999993207809148,1.0,18.999999990732189,6.6129057266052008e-08,1.0740062813216647e-09,2.9085992239259488e-07,2.9659721280713531e-07,7.8205594372185958e-09,7.5021491610432966e-09,3.2579685777532255e-13,1.7648826787311229e-09,7.4671402797401597e-09,2.1216629513852862e-16,3.2650442953921803e-12,3.3007863505564803e-13,2.0158525136274331e-15,2.0134697473858708e-15,1.526962096891675e-18,2.3195967866908401e-16,8.558041411795887e-19,2.3130446660865551e-13,4.356514739024019e-34,4.1984431367681897e-34,4.1984438705789781e-34,4.4044094920746213e-17,1.0138742033491745e-20,3.1382682330590119e-17,8.2405263707075821e-21,4.3221287163387991e-23,3.1572697393898376e-22,2.4912537287569193e-25,5.9151722462884163e-28,4.9258592999593297e-30,3.405953888508705e-33,1.6843258206762984e-36,1.1994169971245049e-36,6.6004323243383783e-31,3.3337430885979585e-38,2.4293321189265451e-16,1.345954314732285e-22,2.3129808629992414e-24,7.6937908394280804e-27,5.1950468626157247e-28,7.2748166366489325e-26,9.6565411998223326e-32,5.4328890929395197e-32,7.2305052266029332e-30,6.0927726522263399e-35,3.8382163061350462e-31,2.3864665566395208e-35,3.7010523793177791e-38,1.7396171936728465e-34,2.2826292614447542e-35,2.2811206387000675e-35,3.3021182310920041e-39,3.4904431554347876e-27,1.6499566937371808e-31,7.0609876721170574e-34,1.4706073945233018e-35,2.6417545596929464e-36,5.078264406770882e-40,3.8077403026378931e-40,1.098916776872386e-44,3.0723198207427029e-33,2.4084137314097694e-33,1.1784109215776014e-38,2.0509879803410285e-46,2.6590795661122963e-49,1.4089011448585743e-49,2.5477956706620545e-38
