Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016)
3.1220998390205604e-08,0.3865307104486269,5.7195501270120953e-12,2.0020575144865442e-14,1.4716664765772889e-12,4.4087622483828971e-19,2.1145725051750857e-13,0.0,0.0,5.5455328131204036e-07,4.2897335122179467e-10,154.0,0.0,0.99931002308146577,1.0,18.999785060860063,6.9452657711514739e-05,1.954605943721877e-10,9.2536618691029679e-05,0.00030031004359282973,3.6566345582250508e-06,0.00021101686358862841,4.6511786754694762e-10,3.1484447106561248e-06,3.060976238508523e-06,7.7144230624955526e-12,5.8878578564216272e-06,6.086045976370975e-09,9.0387870351751429e-08,9.0222603355614609e-08,9.5550301743831278e-11,4.4349923270824253e-11,6.9697795272833327e-11,5.9142276181836538e-07,3.1863818512696688e-15,3.1312933553391994e-15,3.1318848830658592e-15,2.182089067637493e-07,1.6128400641881317e-12,7.0621852934589188e-14,1.7235566915092105e-16,1.7828563942998916e-16,6.5420718087718791e-13,4.0637745201167404e-13,6.0633474716449707e-13,3.010214204404416e-15,5.4457208271739187e-15
3.335349140673871e-08,0.38653067801074914,6.221557997347744e-12,2.3233882737141011e-14,1.8966938159062819e-12,5.8647056675956697e-19,2.9146745459757547e-13,0.0,0.0,6.3252558469139756e-07,5.5789834581784689e-10,154.0,0.0,0.99926254871418774,1.0,18.999770283651515,7.416898178285907e-05,1.9545180370878751e-10,9.8758870925493974e-05,0.00032074594334952642,3.9063046752023091e-06,0.00022545405619169511,4.9676848636615734e-10,3.3627139157952062e-06,3.2699829343907437e-06,8.2422226479171325e-12,6.7184865932944609e-06,6.5090794694748511e-09,1.034123320231468e-07,1.0322324543807827e-07,1.0931871328056943e-10,4.8433535889947245e-11,7.9741417964839414e-11,6.8947328652364932e-07,4.4576729380631911e-15,4.3841763978116147e-15,4.3850622380734296e-15,2.6579771040826868e-07,1.8853748653431325e-12,7.5428063539637785e-14,2.0010087862211944e-16,2.1716108311871292e-16,8.1497268019623283e-13,5.3793743480269879e-13,8.1408547379621455e-13,4.0816171814863827e-15,7.8472096048324973e-15
3.548598442327182e-08,0.3865306455799391,6.7258891788666348e-12,2.6701954264890358e-14,2.405369926376932e-12,7.6574748189565447e-19,3.9373155834642501e-13,0.0,0.0,7.1559365924326548e-07,7.1386767703895825e-10,154.0,0.0,0.99921503108481402,1.0,18.999755503645229,7.8881800188972218e-05,1.954430045591902e-10,0.00010497741059847599,0.00034116985650428422,4.1559623672054784e-06,0.00023988260304349856,5.2840049644616047e-10,3.5768571493876911e-06,3.4789802976548793e-06,8.7697061591531711e-12,7.6037220362365124e-06,6.931863921408714e-09,1.1731144240686857e-07,1.1709693489541453e-07,1.2401172524740972e-10,5.2541405360625231e-11,9.0459536136989337e-11,7.9685807242969409e-07,6.1050909596017189e-15,6.0093253271631823e-15,6.0106185509359425e-15,3.1983141423999855e-07,2.1842915841037679e-12,8.0231448513343125e-14,2.3043131376125437e-16,2.6130548349537032e-16,1.0005433145927898e-12,6.9940117467420242e-13,1.0718237831120007e-12,5.4256534372010366e-15,1.1037995016590621e-14
3.761847743980493e-08,0.38653061315610154,7.2319814358994742e-12,3.0425540036640933e-14,3.0073038002375148e-12,9.8355887025461431e-19,5.2247988816544807e-13,0.0,0.0,8.0375042055064074e-07,9.0040796094181534e-10,154.0,0.0,0.99916747039130149,1.0,18.999740720802187,8.3591115161498508e-05,1.9543419696209254e-10,0.00011119208327494938,0.00036158138183345806,4.405607623477691e-06,0.00025430214586364552,5.6001327639809335e-10,3.7908702047298954e-06,3.6879683280616979e-06,9.2968604980724348e-12,8.543526484300288e-06,7.3543887940812083e-09,1.3208467557152899e-07,1.3184314629736039e-07,1.3962877924746156e-10,5.6668366408847301e-11,1.0185174244976136e-10,9.1392826210705477e-07,8.2062262350652269e-15,8.0840817026385306e-15,8.0859277420172858e-15,3.8071507221958138e-07,2.5105945786532912e-12,8.503191349635091e-14,2.634441181254461e-16,3.1105057774839967e-16,1.2127281001550299e-12,8.9502705931253513e-13,1.3870930704103396e-12,7.0876256969099959e-15,1.5199939634490793e-14
3.9750970456338034e-08,0.3865305807391412,7.7393891641743215e-12,3.4405193266257957e-14,3.7124758137967534e-12,1.245075487661255e-18,6.8241349307092522e-13,0.0,0.0,8.96988452455446e-07,1.1212579046673541e-09,154.0,0.0,0.99911986683232179,1.0,18.999725935083564,8.8296928931476021e-05,1.9542538095633268e-10,0.00011740273487004735,0.00038198011892098463,4.6552404333116585e-06,0.00026871232718182964,5.9160620608538932e-10,4.0047488835954145e-06,3.8969470243166169e-06,9.8236725961590952e-12,9.5378611620453181e-06,7.7766436081298748e-09,1.477314838479624e-07,1.4746133245586729e-07,1.5616929384131324e-10,6.0810342954076166e-11,1.1391761275407705e-10,1.0410343051526217e-06,1.0848570058536948e-14,1.0695798333224406e-14,1.0698381474782003e-14,4.488528367219128e-07,2.8652862527531144e-12,8.9829364319458269e-14,2.9923624305768255e-16,3.6672736643658086e-16,1.4533327802969302e-12,1.1293562625755865e-12,1.7679694403190304e-12,9.1168698171643198e-15,2.0540932259858718e-14
4.188346347287114e-08,0.38653054832896333,8.2477590566006374e-12,3.8641309978781785e-14,4.531218137413925e-12,1.5557849551183409e-18,8.7872186026210736e-13,0.0,0.0,9.9530000824905696e-07,1.3803674337068608e-09,154.0,0.0,0.99907222060724254,1.0,18.999711146450725,9.2999243729340538e-05,1.954165565808817e-10,0.00012360921166085483,0.00040236566819305168,4.9048607860498395e-06,0.00028311279037291948,6.2317866667746124e-10,4.2184889965985531e-06,4.105916384296371e-06,1.0350129415795599e-11,1.0586686221991464e-05,8.198617926367919e-09,1.642512978961382e-07,1.6395092448835343e-07,1.7363266461406279e-10,6.4964121231322643e-11,1.2665670614021717e-10,1.1785259273917463e-06,1.4130083517797035e-14,1.3942440523180791e-14,1.394599121505511e-14,5.2464792207229342e-07,3.2493669675153057e-12,9.4623707011765412e-14,3.3790443916704277e-16,4.2866608340012317e-16,1.7241595660394852e-12,1.407211542740495e-12,2.223059505245129e-12,1.156684628505349e-14,2.7296544423473132e-14
4.401595648940425e-08,0.38653051592547333,8.7568106726104551e-12,4.3134160877303456e-14,5.4741959559083131e-12,1.9214898380258266e-18,1.117099736543077e-12,0.0,0.0,1.0986770119078913e-06,1.6818967821119314e-09,154.0,0.0,0.99902453191611151,1.0,18.999696354865254,9.7698061784929466e-05,1.954077238748452e-10,0.00012981136030105504,0.0004227376309526229,5.154468671084616e-06,0.00029750317968896527,6.5473004070318701e-10,4.4320863635564042e-06,4.3148764052300336e-06,1.0876217951432606e-11,1.1689960747164795e-05,8.6203013165008144e-09,1.8164352679466485e-07,1.813113319035228e-07,1.9201826426632205e-10,6.9127168557739987e-11,1.4006856500424564e-10,1.3267521002072076e-06,1.8159761680768139e-14,1.7933185528235894e-14,1.7937988548281654e-14,6.0850256826085732e-07,3.6638349535914936e-12,9.9414847808797914e-14,3.7954524784406597e-16,4.9719616581040053e-16,2.027006873922069e-12,1.733696024114723e-12,2.7614981534167491e-12,1.4495230070525486e-14,3.5731662262028897e-14
4.614844950593736e-08,0.3865304835285764,9.2663208596713567e-12,4.7883916894693508e-14,6.5523894617438368e-12,2.3483058625810303e-18,1.4037630955804506e-12,0.0,0.0,1.2071110593743638e-06,2.0302155460458594e-09,154.0,0.0,0.99897680095963914,1.0,18.999681560288941,0.00010239338532748504,1.9539888287746136e-10,0.00013600902783682771,0.00044309560941380893,5.4040640778584599e-06,0.00031188314028971712,6.8625971210414132e-10,4.6455368138492389e-06,4.5238270838441614e-06,1.1401925230704719e-11,1.2847642753735318e-05,9.0416833602705987e-09,1.9990755808600942e-07,1.9954194264299703e-07,2.1132544265836892e-10,7.3297487972533577e-11,1.5415271508020982e-10,1.4860610099988322e-06,2.3058193100468866e-14,2.2789020143505982e-14,2.2795423675556354e-14,7.0081800484078842e-07,4.1096862238191664e-12,1.0420269316059035e-13,4.2425499281233028e-16,5.7264622440803487e-16,2.3636690810104244e-12,2.1141919573940966e-12,3.3929462720000864e-12,1.7963998779488717e-14,4.6142094102669964e-14
4.8280942522470464e-08,0.38653045113817786,9.7761114862781982e-12,5.2890669316753675e-14,7.7770765919938952e-12,2.8426602120036679e-18,1.7454642810100328e-12,0.0,0.0,1.320593419883513e-06,2.4299017008212813e-09,154.0,0.0,0.99892902793918115,1.0,18.999666762683788,0.00010708521658565818,1.9539003362809e-10,0.00014220206171875477,0.00046343920673608106,5.6536469958640954e-06,0.00032625231827689081,7.1776706628756489e-10,4.8588361867790854e-06,4.7327684164771104e-06,1.1927238315683365e-11,1.405968919374638e-05,9.4627536783660582e-09,2.1904275780801425e-07,2.1864212310928687e-07,2.3155352683978382e-10,7.7473503712541488e-11,1.6890866546173598e-10,1.6568000277815272e-06,2.8958114574363096e-14,2.8643336347748981e-14,2.8651762013040446e-14,8.0199441501852892e-07,4.5879144861981402e-12,1.0898714973972894e-13,4.7212977171842805e-16,6.553440139964424e-16,2.7359363230170316e-12,2.5543594524455422e-12,4.1275884056047748e-12,2.2039519019094487e-14,5.8856153970086861e-14
5.041343553900357e-08,0.38653041875418387,1.0286039912115024e-11,5.8154445418432863e-14,9.1598164789909886e-12,3.4112898814290529e-18,2.1495063567431446e-12,0.0,0.0,1.439115037335364e-06,2.8857405816669647e-09,154.0,0.0,0.9988812130567214,1.0,18.999651962012006,0.00011177355778751178,1.9538117616621513e-10,0.0001483903098151649,0.00048376802705831759,5.903217414644661e-06,0.00034061036072674061,7.4925149017911096e-10,5.0719803319268199e-06,4.941700399167842e-06,1.2452144304067405e-11,1.5326055957935444e-05,9.8835019279556154e-09,2.3904847055461189e-07,2.386112182229258e-07,2.5270182111006626e-10,8.1653972181289791e-11,1.843359086462501e-10,1.8393156789281366e-06,3.6004961109967987e-14,3.5642524937643108e-14,3.5653478828356088e-14,9.1243089994319957e-07,5.0995110572265545e-12,1.1376812444936194e-13,5.2326544776205905e-16,7.4561640417344804e-16,3.1455943255373009e-12,3.0601351860300847e-12,4.9761303579057738e-12,2.6792631015024804e-14,7.4236221043221159e-14
5.254592855553668e-08,0.38653038637649967,1.0795991555756118e-11,6.3675220661808421e-14,1.0712433584062684e-11,4.0612400387213802e-18,2.6237566965297631e-12,0.0,0.0,1.5626665317131045e-06,3.4027238285319731e-09,154.0,0.0,0.99883335651485461,1.0,18.999637158236045,0.0001164584111605241,1.9537231053144469e-10,0.00015457362042827427,0.00050408167553267925,6.1527753237938631e-06,0.00035495691571957419,7.8071237227531588e-10,5.2849651095073827e-06,5.1506230277251899e-06,1.2976630330262094e-11,1.6646697878645694e-05,1.0303917788722044e-08,2.5992401954990065e-07,2.5944855149295787e-07,2.7476960709336797e-10,8.5837912468953486e-11,2.0043392058951049e-10,2.0339536130598934e-06,4.4357411045808672e-14,4.3946567079626759e-14,4.3960651841337958e-14,1.0325254432001902e-06,5.6454647757090065e-12,1.1854552443116773e-13,5.777576413670124e-16,8.4378935024316003e-16,3.5944242418124714e-12,3.6377310910572057e-12,5.9497967567481783e-12,3.2298731581575377e-14,9.2680275003395772e-14
5.467842157206979e-08,0.3865303540050321,1.1305874005461942e-11,6.945292836482863e-14,1.2447002483433848e-11,4.7998623814176098e-18,3.1766598451263627e-12,0.0,0.0,1.6912382005471442e-06,3.9860482952755056e-09,154.0,0.0,0.99878545851676881,1.0,18.999622351318536,0.00012113977893159213,1.9536343676349699e-10,0.00016075184230661879,0.0005243797583583085,6.40232071295612e-06,0.00036929163237270438,8.1214910269575696e-10,5.4977863907229063e-06,5.3595362977827151e-06,1.3500683566584043e-11,1.8021568732827948e-05,1.0723990964891054e-08,2.8166870670825769e-07,2.8115342507350661e-07,2.9775614379840493e-10,9.0024551270688742e-11,2.1720216074931202e-10,2.2410585740913283e-06,5.4187926276520734e-14,5.3729623702794761e-14,5.374755171241681e-14,1.162674875516228e-06,6.2267619170229302e-12,1.2331925707327432e-13,6.3570172189498938e-16,9.5018786428347621e-16,4.0842024838826569e-12,4.2936330307024853e-12,7.0603285929394529e-12,3.8637855501475742e-14,1.1462340733612161e-13
5.6810914588602895e-08,0.386530321639687,1.1815612317478712e-11,7.5487467423820365e-14,1.4375833277324194e-11,5.6348134887055755e-18,3.8172496811062464e-12,0.0,0.0,1.8248200204248621e-06,4.641114923571827e-09,154.0,0.0,0.99873751926622889,1.0,18.999607541222378,0.00012581766332703462,1.9535455490220373e-10,0.00016692482465712117,0.00054466188281484173,6.6518535718267177e-06,0.0003836141608734882,8.4356107323498182e-10,5.7104400581142188e-06,5.5684402048424806e-06,1.4024291224468852e-11,1.945062124513222e-05,1.1143711195340231e-08,3.0428181268831986e-07,3.037251198142423e-07,3.216606676720156e-10,9.4213278892724216e-11,2.346400721245455e-10,2.460974370437372e-06,6.5683287534620854e-14,6.5180622661551145e-14,6.5203230347138495e-14,1.3032748396837334e-06,6.8443861077990605e-12,1.2808923001814513e-13,6.9719279940435498e-16,1.0651359863875832e-15,4.6167005523066394e-12,5.0345994562422378e-12,8.3199807290220925e-12,4.5894755307077407e-14,1.4053930875560074e-13
6.10759006216691e-08,0.38653025692699006,1.2834424476916687e-11,8.8326495338627323e-14,1.8866616595607132e-11,7.6258429584080812e-18,5.4006382989659682e-12,0.0,0.0,2.1069724244360435e-06,6.1890917820108925e-09,154.0,0.0,0.99864151782562338,1.0,18.999577911346748,0.00013516299089344583,1.9533676705946903e-10,0.00017925446998675443,0.00058517669134090843,7.1508816577292338e-06,0.0004122212596930186,9.0630831053144086e-10,6.1352281403705178e-06,5.9862199115018622e-06,1.5070118852674668e-11,2.2471076900599206e-05,1.1982051940109838e-08,3.5211029787923313e-07,3.5146599004145493e-07,3.7222051031509996e-10,1.0259519616987077e-10,2.7152259852304338e-10,2.9406088480521236e-06,9.4490429422971013e-14,9.3919494607943528e-14,9.3954546023606538e-14,1.6174027867595699e-06,8.1925363931034674e-12,1.3761752870457882e-13,8.3119504007249433e-16,1.3219721845618271e-15,5.8169166534501367e-12,6.8001142856499462e-12,1.1338219421955018e-11,6.3524944763554572e-14,2.0638587719040068e-13
6.491438805142869e-08,0.3865301987055656,1.3750352716949938e-11,1.0075845466682521e-13,2.3700532109017012e-11,9.8302083463940753e-18,7.2286628009707716e-12,0.0,0.0,2.3779372346326611e-06,7.8859481354333803e-09,154.0,0.0,0.99855497750104327,1.0,18.999551233219943,0.00014356189488127759,1.9532073072357355e-10,0.00019033172874138643,0.00062158152491773196,7.5999639791134431e-06,0.00043792247880154874,9.6269007989930199e-10,6.5169231132326771e-06,6.3621895793016397e-06,1.6009712384759049e-11,2.5374292564225831e-05,1.2735249288899183e-08,3.9811827768070047e-07,3.9738965316824732e-07,4.2085576530676178e-10,1.1014221661670004e-10,3.0700122476986972e-10,3.419521823132161e-06,1.2829622171124973e-13,1.2770713721406918e-13,1.2775782928932231e-13,1.9398022972033534e-06,9.5399206808177184e-12,1.4617921831044427e-13,9.6487633265244449e-16,1.5855942864997906e-15,7.0608784273072442e-12,8.7533315337080279e-12,1.4697997518883243e-11,8.3480466899674373e-14,2.8482824595152242e-13
6.875287548118828e-08,0.3865301405025297,1.466512720016428e-11,1.1401992759134954e-13,2.9364647473168361e-11,1.2479510999316544e-17,9.5093705375291567e-12,0.0,0.0,2.6649645504997692e-06,9.9084460118378264e-09,154.0,0.0,0.9984683067119785,1.0,18.999524544227484,0.00015194954732968756,1.953046687895312e-10,0.00020138968873962231,0.00065792859867820446,8.0490055444330144e-06,0.00046357882012671516,1.0189822504195669e-09,6.8980115375373955e-06,6.7381288379964896e-06,1.694766526024336e-11,2.8452273823743073e-05,1.3487145049089991e-08,4.4692778298227493e-07,4.4610966574612e-07,4.724524000037891e-10,1.1769100707928573e-10,3.4464017630713341e-10,3.9452429415823671e-06,1.7111090380089462e-13,1.7057363055717384e-13,1.7064538764119522e-13,2.302156612612777e-06,1.1020171990102004e-11,1.5472730260096131e-13,1.1115163341066356e-15,1.8819091666320451e-15,8.4705615395027762e-12,1.1099578231553639e-11,1.8754728929289589e-11,1.0795137369476759e-13,3.8542565190972428e-13
7.259136291094786e-08,0.38653008231734315,1.5578600769603665e-11,1.2810964215135608e-13,3.5937553910921105e-11,1.5629202442090574e-17,1.2318127040913249e-11,0.0,0.0,2.9679845261639782e-06,1.2295302155862879e-08,154.0,0.0,0.99838150666535119,1.0,18.999497844161322,0.00016032596120205199,1.9528858149330245e-10,0.00021242748894759401,0.00069421566569089778,8.498006295447669e-06,0.00048918828627126558,1.0751813423308376e-09,7.2784698558046062e-06,7.1140376597716634e-06,1.7883904457628306e-11,3.1704707359621892e-05,1.423768061041685e-08,4.9853385916025554e-07,4.9762107204435806e-07,5.2700515477334564e-10,1.2524072590579399e-10,3.8443561629588852e-10,4.519739604227836e-06,2.2461023026623279e-13,2.2423126440260799e-13,2.2433091940618709e-13,2.7067256300899514e-06,1.2638919992125022e-11,1.6326125316510558e-13,1.2716592815653171e-15,2.2127677638526545e-15,1.0056099081872661e-11,1.388794270815782e-11,2.359812393456721e-11,1.3761245783394385e-13,5.1252377481683814e-13
7.642985034070745e-08,0.3865300241494698,1.6490659133540605e-11,1.4302621313757186e-13,4.349933966747853e-11,1.9337792366957028e-17,1.57372408120573e-11,0.0,0.0,3.286924082634352e-06,1.508727401054013e-08,154.0,0.0,0.99829457857275949,1.0,18.999471132815962,0.00016869114945590352,1.952724690717343e-10,0.00022344427420654934,0.00073044049297005882,8.9469661744612158e-06,0.00051474889349994199,1.131283897486066e-09,7.6582746568742739e-06,7.4899160168250801e-06,1.8818357454875098e-11,3.5131269082951206e-05,1.4986797779403662e-08,5.5293133416436514e-07,5.5191869811829908e-07,5.8450853889444012e-10,1.3279083763254297e-10,4.2638353931818002e-10,5.144967076174672e-06,2.906612019066421e-13,2.9059333649850938e-13,2.9072938825496095e-13,3.1557540608740717e-06,1.4401759921572445e-11,1.7178054487391183e-13,1.4458460496913348e-15,2.5800085891276979e-15,1.1827560238756531e-11,1.7170261777369608e-11,2.9323076971523236e-11,1.7319384877468986e-13,6.7098399638137373e-13
8.026833777046704e-08,0.3865299659983761,1.7401208747277927e-11,1.5876816232584994e-13,5.2131399201251335e-11,2.366681174843269e-17,1.9856096140328956e-11,0.0,0.0,3.6217069437877511e-06,1.8327132766246937e-08,154.0,0.0,0.9982075236501522,1.0,18.999444409988538,0.00017704512504297708,1.9525633176252886e-10,0.00023443919547732822,0.00076660086207265543,9.3958851243235911e-06,0.00054025867229309918,1.1872864802772852e-09,8.0374026821667093e-06,7.8657638814768752e-06,1.9750952249643865e-11,3.8731624208560673e-05,1.5734438775599527e-08,6.101148200445144e-07,6.0899715327224831e-07,6.4495683210869251e-10,1.4034099902449157e-10,4.7047977250832421e-10,5.8228679555313146e-06,3.7133130353934472e-13,3.7178481052545683e-13,3.719677104215036e-13,3.6514708098619699e-06,1.6314251054576092e-11,1.8028465602090096e-13,1.6346140037316308e-15,2.9854572171945305e-15,1.3794947459953454e-11,2.1001092571598003e-11,3.6029614196290206e-11,2.1548225431696814e-13,8.6620756710375348e-13
8.410682520022662e-08,0.3865299078635311,1.8310168850689747e-11,1.7533393191500752e-13,6.1916255936302907e-11,2.8680772850420286e-17,2.4771270013394334e-11,0.0,0.0,3.972253673795497e-06,2.2059635324035511e-08,154.0,0.0,0.99812034311750597,1.0,18.999417675478799,0.00018538790090925314,1.952401698042118e-10,0.00024541141008124859,0.00080269456968703426,9.8447630884327416e-06,0.0005657156678914836,1.2431856785473121e-09,8.4158308318548321e-06,8.2415812262399461e-06,2.0681617379208883e-11,4.2505427331022626e-05,1.6480546233725035e-08,6.7007871453286877e-07,6.6885083157836935e-07,7.083440862303453e-10,1.4789098405964889e-10,5.1671997672740773e-10,6.5553716494963443e-06,4.6889755552669665e-13,4.7015287294388973e-13,4.7039534234869458e-13,4.1960883648146662e-06,1.838191520751688e-11,1.8877306846053153e-13,1.8384968546094803e-15,3.4309257862351758e-15,1.59681936947481e-11,2.5437683835028119e-11,4.3822840019753928e-11,2.6532214961857377e-13,1.1041589922459064e-12
8.794531262998621e-08,0.3865298497444069,1.9217466865008406e-11,1.927218924739965e-13,7.2937397306865356e-11,3.4447128514190349e-17,3.0586634476980779e-11,0.0,0.0,4.338481715924915e-06,2.633149522626699e-08,154.0,0.0,0.99803303819850309,1.0,18.99939092908922,0.00019371948999499807,1.9522398343599825e-10,0.00025636008192503709,0.00083871942821300111,1.029360001073636e-05,0.00059111794084431646,1.2989781044878643e-09,8.7935361709442218e-06,8.6173680238590028e-06,2.1610281940497743e-11,4.6452322503425734e-05,1.7225063237508145e-08,7.3281720265334397e-07,7.3147391342373239e-07,7.7466412678545691e-10,1.5544064039482483e-10,5.6509964775905143e-10,7.3443938579850176e-06,5.8585538033999929e-13,5.8827738662315866e-13,5.8859476659494484e-13,4.7918021954164768e-06,2.061023525723454e-11,1.972452677445715e-13,2.0580245161042394e-15,3.9182125056283898e-15,1.8357159674100371e-11,3.0539946701333858e-11,5.2812882665147717e-11,3.2361691539410541e-13,1.3913886614460065e-12
9.17838000597458e-08,0.3865297916404784,2.0123036065726261e-11,2.1093034717380909e-13,8.5279121548437656e-11,4.1036229384477527e-17,3.7413444975294165e-11,0.0,0.0,4.7203054327188029e-06,3.1191352554142213e-08,154.0,0.0,0.99794561012021055,1.0,18.999364170625025,0.00020203990523480196,1.9520777289775956e-10,0.000267284381731549,0.00087467326633287597,1.0742395835733479e-05,0.00061646356753831694,1.35466039552401e-09,9.1704959352607251e-06,8.993124247328226e-06,2.2536875609430592e-11,5.0571943318942491e-05,1.796793334054125e-08,7.983242584031996e-07,7.968603671301399e-07,8.4391055472882344e-10,1.6298986719582563e-10,6.1561411756187559e-10,8.1918360651971138e-06,7.2492727828569676e-13,7.2898123580347255e-13,7.2939187057267799e-13,5.4407901626755733e-06,2.3004653683837e-11,2.0570074325640872e-13,2.2937229642300662e-15,4.449101172148993e-15,2.0971631229386588e-11,3.6370424956791529e-11,6.311483875319554e-11,3.9132992468187491e-13,1.7350547114420078e-12
9.562228748950539e-08,0.38652973355122433,2.1026814016705724e-11,2.2995753478691186e-13,9.9026395049896645e-11,4.8521279744051677e-17,4.5370415934992446e-11,0.0,0.0,5.1176361474964637e-06,3.6689742837638144e-08,154.0,0.0,0.9978580601127599,1.0,18.999337399894205,0.000210349159557613,1.9519153843001868e-10,0.00027818348727171261,0.00091055392957330704,1.1191150508475917e-05,0.00064175064071193377,1.4102292151843636e-09,9.5466875373417918e-06,9.3688498699016779e-06,2.3461328659717968e-11,5.4863912995100786e-05,1.8709100567450487e-08,8.6659364651150999e-07,8.6500395065151001e-07,9.1607674824317199e-10,1.7053860017526541e-10,6.6825855558200562e-10,9.0995850393137136e-06,8.8907131257961363e-13,8.9534055966248052e-13,8.9586621535204962e-13,6.145211938873811e-06,2.5570571136616583e-11,2.1413898834320295e-13,2.54611409886638e-15,5.0253606947861997e-15,2.3821316649318123e-11,4.2994264807345847e-11,7.4848716949204772e-11,4.6948557949615741e-13,2.1429441408514137e-12
9.946077491926497e-08,0.3865296754761262,2.1928741214708279e-11,2.4980163235674766e-13,1.1426471939948533e-10,5.697829160686289e-17,5.4583784502970823e-11,0.0,0.0,5.5303821871409534e-06,4.2879065006844179e-08,154.0,0.0,0.99777038940903029,1.0,18.999310616707586,0.00021864726588676975,1.951752802737948e-10,0.00028905658357718727,0.00094635928085753821,1.1639863974569584e-05,0.00066697726997489706,1.4656812539560308e-09,9.922088572224251e-06,9.7445448651017067e-06,2.438357198185741e-11,5.9327844460709845e-05,1.9448509429064635e-08,9.3761892424007642e-07,9.3589821331446901e-07,9.9115586458318204e-10,1.7808679866286677e-10,7.2302797009827938e-10,1.0069512340611967e-05,1.0814894017065581e-12,1.0906948707262438e-12,1.0913611907524897e-12,6.9072084383882079e-06,2.8313345023864134e-11,2.2255950044570033e-13,2.8157156077189617e-15,5.6487446284646151e-15,2.6915844085032827e-11,5.0479184158940128e-11,8.8139380686592617e-11,5.5917029791033569e-13,2.6234931848998341e-12
9.999999999999998e-08,0.3865296174146688,2.2055291058579588e-11,2.5265463487459971e-13,1.1652972579752771e-10,5.8248649267149347e-17,5.5986265112711644e-11,0.0,0.0,5.589593638406579e-06,4.380695722091852e-08,154.0,0.0,0.99775806395927225,1.0,18.999306853236369,0.00021981207939854078,1.9517299446806681e-10,0.00029058189043724498,0.00095138300974536845,1.1702895279751356e-05,0.00067051612061823948,1.4734615321717503e-09,9.9747597570278608e-06,9.7973194917051878e-06,2.4512946435331475e-11,5.996868365577753e-05,1.9552236495750015e-08,9.4781683786803972e-07,9.4607730423793058e-07,1.0019358114058936e-09,1.7914711405666068e-10,7.3089182874970123e-10,1.0210853454077721e-05,1.1109791948378777e-12,1.1206637020356767e-12,1.1213520800420494e-12,7.0189861929011151e-06,2.8713117414669819e-11,2.2374095256724559e-13,2.8549968873351212e-15,5.7401911733580283e-15,2.7370718773602088e-11,5.1603617283778929e-11,9.0138494369660535e-11,5.727575393614e-13,2.6973325471358969e-12
1.0329926234902456e-07,0.3865296174146688,2.2828760045289329e-11,2.7046075737160665e-13,1.3108000735468387e-10,6.6486037560104035e-17,6.5187363255609905e-11,0.0,0.0,5.958448926131857e-06,4.9813548417191738e-08,154.0,0.0,0.99768259924433156,1.0,18.999283820878858,0.00022693423714003025,1.9515899867056289e-10,0.00029990286315546892,0.00098208720104783179,1.2088536180175646e-05,0.00069214158231098194,1.5210132301246832e-09,1.0296676823131448e-05,1.0120209206724335e-05,2.530353710151308e-11,6.3963340445383809e-05,2.0186104947246494e-08,1.0113934432296048e-06,1.0095364976049818e-06,1.0691408419690089e-09,1.8563443562142964e-10,7.7991720960354072e-10,1.1103473838256277e-05,1.3056354174665364e-12,1.3186570546650075e-12,1.3194940532416269e-12,7.7289012596700685e-06,3.1238288127371372e-11,2.3096178122580227e-13,3.1030408326830523e-15,6.3209907169099877e-15,3.0264759007844368e-11,5.8895441423129221e-11,1.0311648998811447e-10,6.6153345224070857e-13,3.1858069594763733e-12
1.0713774977878415e-07,0.38652955936634126,2.3726814215288897e-11,2.9193296917181748e-13,1.4955846714650932e-10,7.7126002304093272e-17,7.7322582503077085e-11,0.0,0.0,6.4017388317912194e-06,5.754921897484892e-08,154.0,0.0,0.99759469085609076,1.0,18.999257012224621,0.00023521008622959854,1.9514269386228526e-10,0.00031072152621148164,0.0010177355894777811,1.253716707201154e-05,0.00071724172255955133,1.5762218905991467e-09,1.0670430267055911e-05,1.0495842868840212e-05,2.6221156197117391e-11,6.8769993571622578e-05,2.0921832666528088e-08,1.0879103514129677e-06,1.0859119410228236e-06,1.1500244015520482e-09,1.9318149213748404e-10,8.3892096423864062e-10,1.2203309236004398e-05,1.565223086318279e-12,1.5831232477384168e-12,1.5841658428940887e-12,8.6123921386723264e-06,3.4350667242348236e-11,2.3934533669179862e-13,3.4085986386757968e-15,7.043820444889595e-15,3.3877521717509912e-11,6.8315803858669547e-11,1.1991444240564919e-10,7.7778825871052867e-13,3.8396783791400292e-12
