Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676)
1.7745235351268207e-10,0.6724237209605991,7.2929709700705795e-10,7.6306504085221682e-14,5.6647593142487065e-13,5.7668530013458906e-17,6.5281300914156226e-16,0.0,0.0,1.0678185976801332e-08,1.8989959097094964e-14,154.0,0.0,0.99937906125657339,0.99999999999402789,18.999990429468536,3.1676542655448239e-05,9.0586350602582969e-07,0.00011910358674223711,0.00012840734204163355,0.00012565525079471588,9.3728819722000674e-06,2.9136995465015956e-11,1.8690055178212232e-07,0.00020543157189301892,1.0036067703489897e-13,7.183606201735942e-08,7.580174682791156e-08,4.1103011042448766e-08,4.1088604792120494e-08,8.9899161022145898e-12,2.940458953789975e-09,5.4163153070962021e-12,5.2713794337612343e-09,1.7191755787509069e-18,1.6186388045151567e-18,1.619001802113554e-18,2.2155912016541454e-11,8.4834299022022541e-14,1.3918150441316339e-15,1.0944440075755822e-17,1.7068297363631262e-17,1.1800243151877782e-14,3.5246204248198813e-16,6.7867760330679546e-18,2.049307408010338e-18,1.3580896524455125e-20,8.1492089267395774e-24,1.1906708496166902e-24,9.9179840430426782e-21,1.4850163989285049e-22,1.7942666972516945e-09,8.2328659334619801e-16,5.6241853964306245e-17,4.8084836762181742e-19,3.8995079409350447e-20,5.5049799701657281e-17,8.4831116844373645e-25,4.8723040528398571e-25,4.671772420680776e-20,1.0161026700407869e-24,3.3468751375567914e-20,5.2891306124601116e-25,6.6901467696152201e-26,4.0656834804747844e-24,5.2508758444191993e-22,5.194572006979657e-22,9.228905799397507e-25,8.9853336129023837e-18,1.6638590677818845e-20,2.749121585423991e-21,4.4637224175457121e-22,1.2513368576846058e-23,9.6802866398175956e-26,4.568392436910481e-24,1.3049355687603457e-27,5.5402234123945414e-22,1.5253143123424118e-20,4.7133494100111802e-24,5.2834577076772704e-28,5.9443365287648228e-30,3.5695573723641276e-30,7.4520841856684416e-26,4.3504201523557022e-12,2.0630018474660435e-17,1.0185723804572923e-17,5.0170132166977492e-13,7.8328322918798447e-30,1.2263843605029739e-28,6.1663222712648664e-27,3.8747769316031474e-33,5.836802578549424e-32,4.3292688093596999e-34,5.9607355478435225e-12,9.7452514276279371e-15
1.8520862485334468e-10,0.6724237190865188,7.6392750190626936e-10,8.3452522154136707e-14,6.3862589429527523e-13,6.5746100012384286e-17,7.6807220810373741e-16,0.0,0.0,1.1628996509205556e-08,2.2413165731740845e-14,154.0,0.0,0.99935193109965481,0.99999999999374778,18.999989935762091,3.3060296306040405e-05,9.0584117338592911e-07,0.0001242255091972077,0.00013401598552940933,0.00013116015615635685,9.8574305389339236e-06,3.0409656312151833e-11,1.9510103680133032e-07,0.00021443215720903558,1.0554900957314498e-13,7.825010951350319e-08,8.1142081984350635e-08,4.6089748078344959e-08,4.6073591330112719e-08,1.0081425577477818e-11,3.1902862437966192e-09,6.075298643542622e-12,5.7432857119368157e-09,2.2615714397008864e-18,2.1300721858884958e-18,2.1305718614331814e-18,2.5271190702927094e-11,9.5427402990643072e-14,1.4528825944931083e-15,1.163748424998189e-17,1.809115427617648e-17,1.3052151879510439e-14,4.0746471705214291e-16,8.1001378978600669e-18,2.4740215588378581e-18,1.71153510992831e-20,1.055729291554766e-23,1.4374507202728172e-24,1.2005596925776617e-20,1.9604843443843536e-22,1.9465111967858926e-09,8.941303723347667e-16,6.1897834116283662e-17,5.222817854541948e-19,4.3282159032475041e-20,6.2403253261622568e-17,9.3362186364127491e-25,5.3622889294303088e-25,5.5290878093229651e-20,1.2025897105660662e-24,3.9584561501770731e-20,6.25565347684465e-25,7.9126562182481184e-26,4.8089130170440269e-24,6.4842142075062073e-22,6.4116591436516084e-22,1.1893032345332643e-24,1.0943214301813406e-17,1.9454271310073855e-20,3.3454009586549275e-21,5.6045924361123984e-22,1.5280244219604178e-23,1.2158347289255199e-25,6.004919979567369e-24,1.7817382885785591e-27,6.3316433554983142e-22,1.819897785534332e-20,6.0739439524289385e-24,7.2613000652322321e-28,8.4693298260897401e-30,5.1312411931724179e-30,9.4760360490260795e-26,4.709624792197525e-12,2.2333425594447824e-17,1.1026744274706535e-17,5.6788135741568588e-13,9.3324157766722855e-30,1.524356571292131e-28,8.134785688117129e-27,4.8162820720381439e-33,7.2572072523704539e-32,5.3811517681195351e-34,6.2400669491315815e-12,1.0636225110469239e-14
1.9296489619400728e-10,0.6724237172133238,7.9878991046027183e-10,9.0935658877689055e-14,7.1639102179829669e-13,7.4560932757553511e-17,8.9768309798722284e-16,0.0,0.0,1.2620364202005935e-08,2.6279118070305553e-14,154.0,0.0,0.99932480176114347,0.99999999999346589,18.999989441902883,3.4443983181537515e-05,9.0581884143982919e-07,0.00012934655867508546,0.00013962430393907869,0.00013666488362167574,1.0342091367432433e-05,3.1682243336249155e-11,2.0330104613966918e-07,0.00022343251142612795,1.1073854416230034e-13,8.4938136616198277e-08,8.6574528888138875e-08,5.1418845677614842e-08,5.1400818059576969e-08,1.1247930706530419e-11,3.4491793711469506e-09,6.7796571248353698e-12,6.2355100060149808e-09,2.9396237128723305e-18,2.7696860412751457e-18,2.7703644423089683e-18,2.8664001425120962e-11,1.0678814556238363e-13,1.5139466025432547e-15,1.2348484568305755e-17,1.9133846156261273e-17,1.437491366247889e-14,4.6810687039645467e-16,9.5900306167792186e-18,2.9624294477000126e-18,2.1354093151987908e-20,1.3524635371282278e-23,1.7212421266343325e-24,1.4413922333453315e-20,2.5579481319114674e-22,2.104256207848386e-09,9.6772700080199583e-16,6.7820817191585805e-17,5.653274179823042e-19,4.7852941472397456e-20,7.0371434650147139e-17,1.0229598374063013e-24,5.8754046171515426e-25,6.49827841259283e-20,1.4134151518619855e-24,4.6492747787643705e-20,7.3474046078765087e-25,9.2935570865896051e-26,5.6484742077023603e-24,7.9376387746223524e-22,7.8451174779172536e-22,1.5166273673091841e-24,1.3219568248178126e-17,2.2593744355331676e-20,4.0367565811581787e-21,6.9658813215947637e-22,1.8496719674196233e-23,1.511591630379732e-25,7.7989586871449709e-24,2.3994056140312226e-27,7.1964269282801125e-22,2.1556047100670308e-20,7.7456136420182202e-24,9.8425739235065513e-28,1.1880311217834519e-29,7.2618181872750127e-30,1.1935284378716918e-25,5.0805868219009336e-12,2.4092589315425144e-17,1.1895293061968024e-17,6.3939644615181377e-13,1.1041618211695039e-29,1.8780783061046933e-28,1.0607178632933871e-26,5.9339496381454404e-33,8.9437609529163935e-32,6.6298398064677384e-34,6.5210401100290075e-12,1.1568074583974063e-14
2.007211675346699e-10,0.6724237153412064,8.3388438922129334e-10,9.8757774565134661e-14,7.9994352000073196e-13,8.4147879921530412e-17,1.0427383809412027e-15,0.0,0.0,1.3652285540354e-08,3.0624392943506084e-14,154.0,0.0,0.99929767324104035,0.99999999999318234,18.999988947934206,3.5827603284482057e-05,9.0579651011097446e-07,0.00013446677854673215,0.00014523229726598306,0.00014216943327110507,1.0826821166913839e-05,3.2954756536266735e-11,2.115005797905702e-07,0.00023243263467210561,1.1592881726336125e-13,9.1900112608332688e-08,9.2093335320740368e-08,5.7095973241488973e-08,5.7075952383139074e-08,1.2490674958842684e-11,3.7170175538179717e-09,7.5301457017404031e-12,6.7480632058304129e-09,3.7790356474378621e-18,3.561845345443652e-18,3.5627547887125502e-18,3.2345930899922087e-11,1.1893268866810771e-13,1.5750070682338342e-15,1.3077450651437457e-17,2.0197115499650913e-17,1.5769691113930713e-14,5.3469450782354922e-16,1.1270380717451269e-17,3.5207297951734154e-18,2.6397864996862234e-20,1.714848120280805e-23,2.0456472750083191e-24,1.7175552315940535e-20,3.3015428434549341e-22,2.267426576711239e-09,1.0440592125461036e-15,7.4009207962251697e-17,6.0997515153158052e-19,5.2715161132217226e-20,7.8977215186728664e-17,1.1163010284771459e-24,6.4115129193302453e-25,7.588486125793065e-20,1.650568031871014e-24,5.4257105638624724e-20,8.5744666116454761e-25,1.0845601765914548e-25,6.5921258057078993e-24,9.6390236942795279e-22,9.5221761522888782e-22,1.9154407762103518e-24,1.5849919265507657e-17,2.6078137936100411e-20,4.8333281765207157e-21,8.5773604035139462e-22,2.2211637232414362e-23,1.8617859259110061e-25,1.0017812034362599e-23,3.1904397277750825e-27,8.1380299225512248e-22,2.5361653180248555e-20,9.7823779082676309e-24,1.317294474163487e-27,1.6427881335044117e-29,1.0130348105005839e-29,1.4900970286286652e-25,5.4630553557442032e-12,2.5906319866738851e-17,1.2790782749095429e-17,7.1641655202682829e-13,1.2980186857306916e-29,2.2951798833614589e-28,1.3683040601805374e-26,7.2518918901869966e-33,1.0932941041322195e-31,8.1022694147810868e-34,6.8036553442527162e-12,1.2541036052148792e-14
2.084774388753325e-10,0.6724237134703026,8.692109943548523e-10,1.0692072534020673e-13,8.8945199623588651e-13,9.454211375949953e-17,1.2043635141505677e-15,0.0,0.0,1.472475692332803e-08,3.5487014517445836e-14,154.0,0.0,0.99927054553934569,0.99999999999289713,18.999988453888832,3.721115661741639e-05,9.0577417946912381e-07,0.00013958620168382933,0.00015083996550546786,0.00014767380518399863,1.1311587142012769e-05,3.422719591117671e-11,2.1969963774741604e-07,0.00024143252707306434,1.2111947771775996e-13,9.9136006774523476e-08,9.769310698164979e-08,6.3126446124963044e-08,6.3104307781966426e-08,1.3810824150772205e-11,3.9936816148701807e-09,8.3274721797330652e-12,7.2809561949565368e-09,4.8089133181024752e-18,4.5341591066034935e-18,4.5353640809314817e-18,3.6328554212607465e-11,1.3187640857362702e-13,1.6360639915155683e-15,1.3824392116678706e-17,2.1281721578534145e-17,1.7237697189614686e-14,6.0753837528126136e-16,1.3155477075412358e-17,4.1554270621370268e-18,3.2356565141915677e-20,2.1537714016022061e-23,2.4144460530147333e-24,2.0324861149572245e-20,4.2188534908180796e-22,2.4359481732375774e-09,1.123109940601539e-15,8.0461404372948368e-17,6.5621498923871719e-19,5.7876492312516592e-20,8.8243284153190598e-17,1.2136212726127968e-24,6.9704750478279234e-25,8.8091848350800705e-20,1.9161096293356612e-24,6.2943633211292754e-20,9.9472702402444007e-25,1.2581982968856226e-25,7.647894568656688e-24,1.1618438289604791e-21,1.1472180160532587e-21,2.3976225000996671e-24,1.8872049006698004e-17,2.9929044726513628e-20,5.7458484914725358e-21,1.0471185599495328e-21,2.6476743238837791e-23,2.2734245375680777e-25,1.2737643365193831e-23,4.1928730756409442e-27,9.1599319034580381e-22,2.9654821056087411e-20,1.2244901157098252e-23,1.7424635742266769e-27,2.2417676516725959e-29,1.394566633487044e-29,1.8452489599662593e-25,5.8567848374796755e-12,2.7773452751430099e-17,1.371263839713063e-17,7.9910801225987769e-13,1.5168982929164768e-29,2.7839974601446292e-28,1.7476127338327327e-26,8.796451682402729e-33,1.3264603202021589e-31,9.8278688454149125e-34,7.0879128530046708e-12,1.3555345733862088e-14
2.162337102159951e-10,0.6724237116007352,9.0476977228486494e-10,1.1542636416411267e-13,9.8508153662804092e-13,1.0577912704881501e-16,1.3837160340302173e-15,0.0,0.0,1.5837774681909307e-08,4.0906453809574809e-14,154.0,0.0,0.99924341865606103,0.99999999999261002,18.999987959791543,3.85946431828829e-05,9.057518495124074e-07,0.00014470485294636705,0.00015644730865288281,0.00015317799943872704,1.1796364506072297e-05,3.5499561459947206e-11,2.2789822000355362e-07,0.00025043218875354104,1.2631026012071e-13,1.0664578840111673e-07,1.0336878474035573e-07,6.9515247583961117e-08,6.9490865755192973e-08,1.5209471259367525e-11,4.2790539611278098e-09,9.17230014179217e-12,7.8341998513157872e-09,6.0620280467119686e-18,5.7177339324600338e-18,5.7193132492258325e-18,4.0623436352008303e-11,1.4563393540252377e-13,1.6971173723389124e-15,1.4589318576624307e-17,2.2388436427188288e-17,1.8780196006657525e-14,6.8695419440547013e-16,1.5259964757105173e-17,4.8733345142954371e-18,3.9349637017340711e-20,2.681366241312978e-23,2.8315978103667982e-24,2.3898035245684765e-20,5.3412281359874009e-22,2.6097478769472826e-09,1.204862309796454e-15,8.7175803079422117e-17,7.0403704666450564e-19,6.3344549730882731e-20,9.8192150746234418e-17,1.3148963861309336e-24,7.5521521028443244e-25,1.0170177732981661e-19,2.2121728796545448e-24,7.2620504768990675e-20,1.1476590180562759e-24,1.4516328403299841e-25,8.8240720167027717e-24,1.3908221080514565e-21,1.3726658339184451e-21,2.9764517891002724e-24,2.2326035060591266e-17,3.4168532813919569e-20,6.7856543853977753e-21,1.2681962517805124e-21,3.1346741806666948e-23,2.7540489775689581e-25,1.6044168095100936e-23,5.4508910155023787e-27,1.026563624195625e-21,3.4476310150715365e-20,1.5200998132428826e-23,2.279980942036761e-27,3.0219211275309918e-29,1.8963483097681199e-29,2.2678090055461666e-25,6.2615349272109361e-12,2.9692848209974143e-17,1.4660297280556229e-17,8.8763361412519512e-13,1.7630018450015591e-29,3.3536124177077307e-28,2.2115701002154885e-26,1.0596326932766965e-32,1.5982170094152209e-31,1.1838697152570109e-33,7.3738127529052231e-12,1.4611239848944977e-14
2.239899815566577e-10,0.6724237097325907,9.4056076029961927e-10,1.2427654162546134e-13,1.0869937820269265e-12,1.1789473301522876e-16,1.581984894540797e-15,0.0,0.0,1.6991335093182982e-08,4.6923628204334217e-14,154.0,0.0,0.99921629259118661,0.99999999999232136,18.999987465661057,3.9978062983423878e-05,9.0572952021352812e-07,0.00014982275113375597,0.00016205432670358171,0.00015868201611267415,1.2281134530650061e-05,3.6771853181542237e-11,2.3609632655231214e-07,0.00025943161983650782,1.3150096393616245e-13,1.1442942677618735e-07,1.0911562339347569e-07,7.6267049383696551e-08,7.6240296421013877e-08,1.6687640942497116e-11,4.5730185621344575e-09,1.0065251692841273e-11,8.4078050476988909e-09,7.5750835019403715e-18,7.1474325804317215e-18,7.1494817900055474e-18,4.5242133487642843e-11,1.6021919073638939e-13,1.7581672106541902e-15,1.5372239639250029e-17,2.3518041697901247e-17,2.039850342768203e-14,7.7326289835169854e-16,1.759884047839079e-17,5.6815775333446837e-18,4.7506458084882947e-20,3.3110925026072934e-23,3.3012432829907819e-24,2.7933104250568739e-20,6.7041025973731333e-22,2.7887535632671455e-09,1.2892996305931945e-15,9.4150803758466785e-17,7.5343154816410479e-19,6.9126889051988725e-20,1.0884614597464175e-16,1.4201022309164066e-24,8.1564054462958327e-25,1.168159466131577e-19,2.5409617967012017e-24,8.3358044321813144e-20,1.3173540888023575e-24,1.6662695503119553e-25,1.012921122537922e-23,1.6543052934526872e-21,1.6319390304722522e-21,3.6667100800610203e-24,2.6254287581816354e-17,3.8819158523448344e-20,7.9646984477068599e-21,1.5246810787782523e-21,3.6879351051722225e-23,3.3117494028235319e-25,2.0033363808651685e-23,7.0154877590818134e-27,1.1458670133685666e-21,3.9868626177599453e-20,1.8726154617883281e-23,2.9534194841149207e-27,4.0275612817805139e-29,2.5494348038227925e-29,2.7675486613467239e-25,6.6770703906025394e-12,3.1663390694879203e-17,1.5633208627892919e-17,9.8215267034930538e-13,2.0386494415689896e-29,4.0138920233877086e-28,2.7747868127734487e-26,1.268269912652029e-32,1.9132826116055154e-31,1.4169587738149379e-33,7.6613550978792183e-12,1.5708954607455669e-14
2.3174625289732032e-10,0.6724237078659416,9.7658398712090972e-10,1.3347310654043679e-13,1.1953470023798865e-12,1.3092506524683393e-16,1.8003898193719067e-15,0.0,0.0,1.8185434391450579e-08,5.3580900970749965e-14,154.0,0.0,0.99918916734472341,0.99999999999203104,18.99998697151155,4.1361416021581556e-05,9.0570719158333222e-07,0.00015493991049784237,0.00016766101965292265,0.00016418585528222692,1.2765883032988782e-05,3.8044071074923347e-11,2.4429395738700298e-07,0.00026843082044335583,1.3669143730129535e-13,1.2248689118953909e-07,1.1492917181715555e-07,8.3386231147962925e-08,8.3356977859154325e-08,1.8246293782800696e-11,4.8754609293811438e-09,1.1006910036470034e-11,9.0017826521928801e-09,9.3889870481980039e-18,8.8621371018831382e-18,8.8647711947308733e-18,5.0196194004830985e-11,1.7564542337841926e-13,1.8192135064115936e-15,1.617316490838782e-17,2.4671326226008562e-17,2.2093987453621664e-14,8.6679086782834893e-16,2.018744955692535e-17,6.587597172865192e-18,5.6966729702867437e-20,4.0578214541220838e-23,3.8277066593724753e-24,3.2469973351717837e-20,8.3473364503552742e-22,2.9728940899634422e-09,1.3764053939784238e-15,1.0138481241499502e-16,8.0438882387712695e-19,7.5231007425357553e-20,1.2022742450851094e-16,1.5292147643027315e-24,8.7830969883115083e-25,1.3353889480954521e-19,2.9047509004846916e-24,9.5228699546197718e-20,1.5049572464514305e-24,1.9035566214807185e-25,1.1572123652442265e-23,1.9560029353580634e-21,1.9286472346229935e-21,4.4847859366145244e-24,3.0701584564912399e-17,4.3903981021520472e-20,9.2955611755563503e-21,1.820542796083146e-21,4.3135362016427093e-23,3.955178573263287e-25,2.4812198159249276e-23,8.9451553950865662e-27,1.2742584616969674e-21,4.587603298089444e-20,2.2904063271356507e-23,3.7900966538852289e-27,5.3114286275240195e-29,3.3912540656556633e-29,3.3552494748013771e-25,7.1031609903800195e-12,3.3683988356148857e-17,1.6630833367660433e-17,1.0828210929496255e-12,2.3462840264153101e-29,4.7755314134913974e-28,3.4536964171519674e-26,1.5089365994351275e-32,2.2767718496667639e-31,1.6858296560953975e-33,7.9505398961033401e-12,1.6848726201526526e-14
2.395025242379829e-10,0.672423706000845,1.0128394734371719e-09,1.430179063837864e-13,1.3102961695243543e-12,1.4490657759621174e-16,2.0401806681410487e-15,0.0,0.0,1.9420068776579648e-08,6.0922080782038973e-14,154.0,0.0,0.99916204291667199,0.99999999999173905,18.999986477353769,4.274470229989813e-05,9.0568486362625636e-07,0.00016005634186441972,0.00017326738749626769,0.00016968951702280558,1.3250599254871315e-05,3.9316215139049874e-11,2.524911125009208e-07,0.00027742979069394309,1.4188156502177919e-13,1.3081815093270423e-07,1.2080525447089544e-07,9.0876898478902702e-08,9.0845014224249222e-08,1.9886330261944606e-11,5.1862680958114158e-09,1.1997821887876607e-11,9.6161435285248777e-09,1.154912510411158e-17,1.0905016381175586e-17,1.0908372793109486e-17,5.5497159318668394e-11,1.9192524330280298e-13,1.8802562595611884e-15,1.699210398401233e-17,2.5849084227934805e-17,2.386806844570108e-14,9.6787016702288101e-16,2.3041484299152797e-17,7.599153963049436e-18,6.7880868089376933e-20,4.9379221549799655e-23,4.4154977915178515e-24,3.7550456831017263e-20,1.0315560359571341e-21,3.1620992837599712e-09,1.4661632672929147e-15,1.0887624379306779e-16,8.5689930727248879e-19,8.1664344029327471e-20,1.3235796648365334e-16,1.6422100754383367e-24,9.4320893961038627e-25,1.5197837468766826e-19,3.3058846507244613e-24,1.0830701598815617e-19,1.711646658114713e-24,2.1649841840799497e-25,1.316187599922768e-23,2.2998731880324034e-21,2.2666382254380981e-21,5.4487829969869711e-24,3.5715105812968178e-17,4.9446578600423488e-20,1.0791463749549576e-20,2.1600153250676707e-21,5.017870047599048e-23,4.693565772723101e-25,3.049937507172869e-23,1.1306606691155817e-26,1.4120954587967079e-21,5.2544564383468274e-20,2.7827174812421924e-23,4.8214886796067077e-27,6.9358568692178003e-29,4.4665966352063283e-29,4.042768206442905e-25,7.5395813801443982e-12,3.5753572537719155e-17,1.7652643879756947e-17,1.1897914654979612e-12,2.6884754672295136e-29,5.6500969712007239e-28,4.2666984802799567e-26,1.7852878599231636e-32,2.6942165068718587e-31,1.9945655270615454e-33,8.2413671225402238e-12,1.8030790799516488e-14
2.472587955786455e-10,0.6724237041373466,1.0493272324024663e-09,1.5291278758953518e-13,1.4319930284136494e-12,1.5987604407153132e-16,2.3026368164852212e-15,0.0,0.0,2.0695234420207148e-08,6.8992421236333782e-14,154.0,0.0,0.99913491930703302,0.9999999999914454,18.99998598319586,4.4127921820915756e-05,9.0566253633658571e-07,0.00016517205345146246,0.00017887343022898332,0.00017519300140887771,1.3735275044660929e-05,4.0588285372879647e-11,2.606877918873511e-07,0.00028642853070661795,1.4707125981341857e-13,1.3942317529894402e-07,1.2673995416139427e-07,9.8742899911585994e-08,9.8708252694443827e-08,2.1608594479297954e-11,5.5053285956031479e-09,1.3038499731610902e-11,1.0250898536340181e-08,1.4105642157357136e-17,1.3323797755302901e-17,1.3328039696868436e-17,6.1156564515454606e-11,2.0907065385602307e-13,1.9412954700529722e-15,1.7829066462488763e-17,2.7052113989615226e-17,2.5722219215575504e-14,1.0768387788729477e-15,2.6176983723182586e-17,8.7243319646142995e-18,8.0410396768213185e-20,5.9693498852957349e-23,5.0693145507317987e-24,4.3218312890287385e-20,1.2658534556090509e-21,3.3562999271412663e-09,1.5585570907919749e-15,1.166235230936846e-16,9.1095353312462261e-19,8.8434280618602723e-20,1.4525957926764961e-16,1.7590644111964784e-24,1.0103246242783332e-24,1.7224532741463324e-19,3.7467768862793093e-24,1.2266961154822353e-19,1.9386332445546148e-24,2.4520837939119852e-25,1.4907787106285565e-23,2.6901298622979261e-21,2.6500043086632621e-21,6.5786309167821622e-24,4.1344465677471817e-17,5.5471066488524584e-20,1.2466281441089951e-20,2.5476031433682755e-21,5.8076491802669589e-23,5.5367307625507211e-25,3.7226099464016143e-23,1.4175531819446195e-26,1.5597378808738143e-21,5.9922036041064346e-20,3.3597264497087548e-23,6.0836719954052337e-27,8.9740420575196911e-29,5.8287133110353102e-29,4.8431038273570317e-25,7.9861110004805955e-12,3.7871097284774567e-17,1.8698123752209608e-17,1.3032131138229177e-12,3.0679247682176693e-29,6.6500711588455493e-28,5.2343063167992397e-26,2.1012683019474468e-32,3.1715869008303632e-31,2.3475729475778824e-33,8.5338367280544606e-12,1.9255384541945671e-14
2.550150669193081e-10,0.672423702275484,1.0860472701041493e-09,1.6315959576724976e-13,1.5605861668256462e-12,1.7587055871768149e-16,2.5890665495977128e-15,0.0,0.0,2.2010927470524576e-08,7.7838620378863988e-14,154.0,0.0,0.99910779651580717,0.99999999999115008,18.999985489043965,4.5511074587176501e-05,9.0564020971537684e-07,0.0001702870514881643,0.00018447914784643993,0.00018069630851396575,1.4219904238476228e-05,4.1860281775369449e-11,2.6888399553957279e-07,0.00029542704059823047,1.5226045567604127e-13,1.4830193358324809e-07,1.3272959593606864e-07,1.0698784280176145e-07,1.0695029935354262e-07,2.3413877636609843e-11,5.8325324442204931e-09,1.4129423937232174e-11,1.0906058531429267e-08,1.7113722967142755e-17,1.6171042279567485e-17,1.6176362409699422e-17,6.7185938865945886e-11,2.2709308232382453e-13,2.0023311378368962e-15,1.8684061936773973e-17,2.8281216875984687e-17,2.765796502963975e-14,1.1940408390938365e-15,2.9610334476687687e-17,9.9715430667191208e-18,9.4728340908677234e-20,7.1717366518205468e-23,5.7940453252055634e-24,4.9519279749791399e-20,1.5431518004595795e-21,3.5554277453365316e-09,1.653570874689345e-15,1.2462508723848873e-16,9.6654213577512223e-19,9.5548142072413353e-20,1.5895389919558292e-16,1.8797541952360722e-24,1.0796432116834785e-24,1.9445385705450276e-19,4.2299102702360117e-24,1.3839515123983478e-19,2.1871602812350676e-24,2.7664279277676924e-25,1.6819424882283993e-23,3.1312493917133484e-21,3.0830885891884566e-21,7.8961992259864809e-24,4.7641744683396514e-17,6.200211597719401e-20,1.4334557675000291e-20,2.9880877268883767e-21,6.6899129016808632e-23,6.4950978466706452e-25,4.5136860372986396e-23,1.7637388447691016e-26,1.7175479912777453e-21,6.8058057300013413e-20,4.0326013467428527e-23,7.6177922901667096e-27,1.1511418881629609e-28,7.5405273403653604e-29,5.7704663163084371e-25,8.4425339772855391e-12,4.0035538861590398e-17,1.9766767543122257e-17,1.4232321752017172e-12,3.4874684129965405e-29,7.7888988415515338e-28,6.3792991252413465e-26,2.4611266744977614e-32,3.7153140718446423e-31,2.7495982277183066e-33,8.8279486462843227e-12,2.0522743538595378e-14
2.627713382599707e-10,0.6724237004152883,1.1229995860017743e-09,1.7376017586228102e-13,1.6962210836033856e-12,1.9292753548843919e-16,2.9008064687695538e-15,0.0,0.0,2.3367144056098853e-08,8.7508820225984335e-14,154.0,0.0,0.9990806745429951,0.99999999999085287,18.999984994902746,4.6894160601222407e-05,9.0561788376425043e-07,0.00017540134069957451,0.00019008454034401203,0.00018619943841066144,1.4704482175725557e-05,4.3132204345475385e-11,2.7707972345085985e-07,0.00030442532048415564,1.574491027060505e-13,1.5745439508233478e-07,1.3877073199854138e-07,1.1561510823452455e-07,1.1557453409442085e-07,2.5302921307936926e-11,6.1677711187294875e-09,1.5271044744574593e-11,1.1581634365912559e-08,2.0633877520882464e-17,1.9504423235819868e-17,1.9511047699989651e-17,7.3596806237510438e-11,2.4600340897045896e-13,2.0633632628628712e-15,1.9557099996579686e-17,2.9537196556033813e-17,2.9676883556040277e-14,1.3198268686499554e-15,3.3358272820109153e-17,1.1349531522713979e-17,1.1101962394765859e-19,8.5664838015490147e-23,6.5947716558242387e-24,5.650111301352636e-20,1.8695647806618559e-21,3.7594153934798828e-09,1.7511887965308654e-15,1.3287938582796823e-16,1.0236558475890455e-18,1.030131969414746e-19,1.7346239328055001e-16,2.0042560424545072e-24,1.1511512705127782e-24,2.1872120531945009e-19,4.7578357404949051e-24,1.5556432221389366e-19,2.4585030035791074e-24,3.109629484177423e-25,1.8906603265300532e-23,3.6279777142873166e-21,3.5704911417930103e-21,9.4254140195938898e-24,5.466152014685187e-17,6.9064974679328253e-20,1.6411518763359785e-20,3.4865340761614978e-21,7.6720344113435982e-23,7.5797101190215859e-25,5.4390232475710654e-23,2.1788224645007655e-26,1.8858904409296933e-21,7.7004043056952679e-20,4.813560456438458e-23,9.4705615555387765e-27,1.464714721700777e-28,9.6759675241358411e-29,6.8403472196638239e-25,8.908639022242991e-12,4.2245895279555587e-17,2.0858080547649408e-17,1.5499916660911068e-12,3.9500828350555786e-29,9.0810351364797596e-28,7.7268783466923227e-26,2.8694309894794991e-32,4.3323127020870599e-31,3.2057443186433241e-33,9.1237027989999499e-12,2.1833103866389451e-14
