Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676)
1.0745591371861036e-07,0.6724899583182127,4.9112617509568239e-06,1.3299887534846944e-06,2.0614562692656287e-05,1.1001228953516179e-07,1.7635967120013772e-05,0.0,0.0,0.0016641865288803733,0.0007014873837687017,154.0,0.0,0.69696779174726953,0.99999725696582142,18.993429627607043,0.013806550545948976,6.571262242296846e-07,0.026117785474759458,0.048756750836967164,0.061956565970089132,0.0024717048194789152,1.1058521756663673e-08,7.1255718045228671e-05,0.10627891121166141,2.6465926079822632e-11,0.015562538091397156,3.4847446122253133e-05,0.022172951189788018,0.020568261098695945,4.5063449733936644e-06,1.0955768349021412e-05,2.7284636083869377e-06,0.004161994878078547,4.3451812468817418e-05,0.00033575231929386401,0.00040474566144447349,0.0015839498576600724,2.2218394880969875e-07,5.3062863229127867e-13,3.6803396976860473e-12,1.1756652238123724e-10,1.8954304782680022e-06,2.7373943881098427e-05,1.6145359974219541e-06,4.2358771869258371e-06,5.4033572354083607e-07,4.0462731065334994e-07,2.4617149357457026e-12,8.6918960708194395e-07,2.267019704204846e-06,6.2329285744048959e-06,1.6948982834535667e-08,1.6025221605406133e-09,9.9242471727227797e-12,2.9899657217359145e-11,8.2874188648333509e-08,2.4171282406933682e-17,1.388285809471163e-17,2.0350495048493433e-08,4.4281458660336699e-13,2.3618801073132574e-09,3.7312873631787202e-14,4.7213001167023946e-15,2.8720769827848082e-13,1.8432716953534641e-08,3.3777139746504876e-09,2.6434089667108059e-09,2.5654953469411438e-05,1.7408299223385176e-08,3.0027517547079797e-07,1.5015915480938595e-07,1.4805351623160146e-09,3.2794927424857887e-11,1.0714991913037275e-06,1.7414846574771599e-09,5.1319693578800412e-12,5.7519730729960416e-08,1.2485919843443464e-08,1.4150233036445263e-08,7.4898645102413006e-10,7.6316881213049022e-08,3.2888958118935225e-09,1.2796360844143058e-08,6.0656313121235809e-14,2.9947547407907126e-14,1.1726235730769816e-06,2.2951879275798469e-14,1.2116199006340665e-10,2.2652625791284364e-10,3.8275436510720115e-15,5.8071897543528993e-14,4.2773203628667304e-16,2.0152664777280276e-06,7.2776769945600165e-07
1.0947491399747174e-07,0.6724917491465737,4.9764066180628494e-06,1.4437720398298953e-06,2.1575002706162774e-05,1.1547042705108812e-07,1.8900456898302177e-05,0.0,0.0,0.0016945436467230954,0.00073803912265749355,154.0,0.0,0.69250294178893723,0.99999706555937529,18.99330390547745,0.013980775448820934,6.5346033332184157e-07,0.026102674018066103,0.049209435385031537,0.06288505868971471,0.0024702595654101638,1.116109156776381e-08,7.1916637772442667e-05,0.10797322206726777,2.6450450936101401e-11,0.01599620648168933,3.4827985552253947e-05,0.022749306563617341,0.02103459576861292,4.6084726710761411e-06,1.1131516300618716e-05,2.7902992747826367e-06,0.0043255451780298678,4.5540173100119404e-05,0.00035845456056877593,0.00043384104089882499,0.0016388930758484946,2.3093036685796859e-07,5.3555038370108216e-13,3.8248467118649744e-12,1.216628438558816e-10,1.9662874715946088e-06,2.8995981690710892e-05,1.7102845069705433e-06,4.4905375418621238e-06,5.7306087368476919e-07,4.4163704729271919e-07,2.6097129185164577e-12,9.4516155914813025e-07,2.4874410656061866e-06,6.326942915994777e-06,1.8408963976693837e-08,1.7405991043947236e-09,1.0779121736743953e-11,3.2630963824730247e-11,9.0450516757108579e-08,2.6253934919742809e-17,1.5079036634550303e-17,2.2540309038314296e-08,4.9046363932694985e-13,2.5836570434245829e-09,4.0816116858547491e-14,5.1646229939646155e-15,3.1417316917756173e-13,2.0611633426986845e-08,3.7277959009656728e-09,2.966993224525677e-09,2.7368875747965932e-05,1.8586359490351715e-08,3.2233146896375529e-07,1.6119811839784417e-07,1.5892758961948332e-09,3.5205857383389645e-11,1.1761672950859437e-06,1.9118309376737953e-09,5.6598270094998979e-12,6.4492819917781241e-08,1.3997303427030324e-08,1.5584853799183258e-08,8.2499333951558747e-10,8.6026498670314556e-08,3.7445298582554987e-09,1.3155989143987852e-08,6.2360416361742669e-14,3.0788906037692382e-14,1.2219789703730493e-06,2.6131547298511483e-14,1.4056748578950148e-10,2.5776243484967268e-10,4.4405279422870482e-15,6.7372187114194809e-14,4.9623827600880003e-16,2.1461246008468135e-06,7.8831602249639331e-07
1.1149391427633312e-07,0.6724935319232938,5.0399671626465006e-06,1.5648757514552045e-06,2.2552214471925391e-05,1.2105256797321156e-07,2.0222242794834599e-05,0.0,0.0,0.0017242891076241929,0.00077545649277368589,154.0,0.0,0.68807609593118946,0.99999686544127198,18.993178338155033,0.014152447421547225,6.4982586581756226e-07,0.026079029189510879,0.049649355297913748,0.063806173946336003,0.0024680065411514305,1.1260764605537208e-08,7.2558891901148361e-05,0.10965808481037216,2.6426326545275842e-11,0.016431029063314978,3.4797110692202744e-05,0.02332524482752454,0.021496090927767858,4.7095382889855486e-06,1.1306283370599201e-05,2.8514918845636004e-06,0.0044915443495578133,4.7656963432759663e-05,0.00038201583735109963,0.00046421621738366368,0.0016940842385750488,2.3980813605110477e-07,5.4033313572855533e-13,3.9715141281057169e-12,1.2577867905032954e-10,2.0377504374209363e-06,3.0672099160559403e-05,1.8092281927080342e-06,4.753847914069633e-06,6.0690783776469882e-07,4.8104777230948149e-07,2.7627379315542395e-12,1.0258875157942566e-06,2.7230693139378486e-06,6.4202101502555546e-06,1.9955724801313389e-08,1.8868852051491298e-09,1.1684809282057292e-11,3.553754080256995e-11,9.8513482002353592e-08,2.8460408403478332e-17,1.6346332169322954e-17,2.4907103477318947e-08,5.4196368265384904e-13,2.8201535636734998e-09,4.4551830972697166e-14,5.6373697084605462e-15,3.4292803703084118e-13,2.2992703762352219e-08,4.1049272639624656e-09,3.3218052507235033e-09,2.9147264202822483e-05,1.980971022945168e-08,3.4535200808002416e-07,1.7272015838615906e-07,1.7027693552007001e-09,3.7722292580153525e-11,1.2881532324148005e-06,2.0941046988948804e-09,6.2302928862618816e-12,7.2175796701693011e-08,1.565276692376314e-08,1.7124277826359186e-08,9.0655833471268259e-10,9.6707610704897228e-08,4.2508734846862619e-09,1.3521675381575043e-08,6.4093204082565804e-14,3.1644426916311371e-14,1.272713833668367e-06,2.9665094426790462e-14,1.6256615022766063e-10,2.9269608382177646e-10,5.1354184341407573e-15,7.7915173703873022e-14,5.738990481899971e-16,2.2821476518664794e-06,8.524110748216348e-07
1.1351291455519449e-07,0.6724953059184207,5.1019731167385534e-06,1.6935667782021933e-06,2.3545632170277263e-05,1.267568472192711e-07,2.1602138563975168e-05,0.0,0.0,0.0017534216325239668,0.00081372287585805949,154.0,0.0,0.683686864836755,0.99999665645707703,18.993052942901937,0.014321594042052769,6.4622249429149984e-07,0.026047217748117673,0.05007674490763564,0.064719973925506324,0.0024649804951674039,1.1357594126800097e-08,7.3182823593576996e-05,0.11133358023156495,2.6393924978387328e-11,0.016866868675433053,3.4755311782335018e-05,0.023900581223371437,0.021952550792018938,4.8094989784737842e-06,1.1480077951044589e-05,2.9120154938802697e-06,0.0046599315614641616,4.9799779083572329e-05,0.00040643240012340227,0.0004958824850363428,0.0017494877575111299,2.4881400005396163e-07,5.449794438430201e-13,4.1202881654738449e-12,1.2991139233016878e-10,2.1097783796606291e-06,3.2402370011714497e-05,1.9113714531354598e-06,5.0258239655283519e-06,6.4187887858544734e-07,5.2294571789728512e-07,2.920799076969688e-12,1.1115386990319854e-06,2.9744724424569508e-06,6.5127365774456625e-06,2.1591711983809422e-08,2.0416119477200633e-09,1.2642742443535974e-11,3.8625104207885284e-11,1.0707898037183228e-07,3.0794194408789483e-17,1.76867500829956e-17,2.7459879284336546e-08,5.9751057136335251e-13,3.0718774452771126e-09,4.8528031456708955e-14,6.1405552857733549e-15,3.7353399946119388e-13,2.5589171114145581e-08,4.5104141550077299e-09,3.7099892794198797e-09,3.098999641604675e-05,2.1078313661344173e-08,3.6934183011114996e-07,1.8472781135385732e-07,1.8210402673643905e-09,4.0344787029187395e-11,1.4077432213842106e-06,2.2887733855887907e-09,6.8456691727036248e-12,8.0625242798364486e-08,1.7462072048823628e-08,1.8772883771051813e-08,9.9391394849917606e-10,1.0843013486197291e-07,4.8120902542833275e-09,1.3893317971296146e-08,6.5854194207408174e-14,3.2513872030538133e-14,1.3248510150322538e-06,3.3581576377401805e-14,1.8743255295246342e-10,3.3168963270069478e-10,5.9208864019386546e-15,8.9832420067995481e-14,6.6168365194289457e-16,2.423381150485338e-06,9.2016177121473378e-07
1.1553191483405587e-07,0.6724970704449114,5.1624544494703324e-06,1.8301094509709897e-06,2.4554691804544127e-05,1.3258135631625861e-07,2.3040912367598829e-05,0.0,0.0,0.0017819410922983001,0.00085282118908376777,154.0,0.0,0.67933486226266315,0.9999964384567972,18.992927736513302,0.01448824259777408,6.4264989368429275e-07,0.026007595123584214,0.050491836243104105,0.065626520189586757,0.0024612151013544488,1.1451632863952673e-08,7.3788772632922572e-05,0.11299978827576428,2.6353606800565662e-11,0.017303592689450736,3.4703063926585796e-05,0.024475138977812748,0.022403793684684193,4.9083149834533091e-06,1.1652908346265007e-05,2.9718460313333429e-06,0.0048306459086957148,5.1966211048580539e-05,0.00043169905740674739,0.00052884956606570957,0.0018050690365122243,2.5794469822877612e-07,5.4949183833789232e-13,4.2711149810079323e-12,1.3405842067648378e-10,2.1823312045734328e-06,3.4186828826271159e-05,2.016716372307524e-06,5.3064749685016372e-06,6.7797542153541535e-07,5.6741685076620821e-07,3.0839017434354939e-12,1.2022867056461367e-06,3.2422137291550957e-06,6.6045284347197439e-06,2.331931361289778e-08,2.2050052693751778e-09,1.365431955136416e-11,4.189927252988302e-11,1.1616263763753777e-07,3.3258700809616806e-17,1.9102247699533113e-17,3.0207742202027706e-08,6.5730244114405385e-13,3.339328979577974e-09,5.2752615295491422e-14,6.6751797875348907e-15,4.0605184198329829e-13,2.841472866580315e-08,4.9455782684325351e-09,4.1337674951228376e-09,3.289686455457457e-05,2.2392071349050914e-08,3.9430460867522313e-07,1.9722292991764953e-07,1.9441066367796731e-09,4.3073745364722779e-11,1.5352222641417967e-06,2.4963024873176533e-09,7.5082989481766294e-12,8.9900743762117814e-08,1.9435330945843884e-08,2.0535044504101722e-08,1.0872923947939422e-09,1.2126684804271828e-07,5.4325454864505777e-09,1.427080672075664e-08,6.7642863892627755e-14,3.339698324023885e-14,1.3784129635612492e-06,3.791145685661843e-14,2.1546202631878064e-10,3.7513266881618117e-10,6.8062586958865358e-15,1.0326543555109184e-13,7.6063468417732589e-16,2.5698671742007408e-06,9.9167602725134934e-07
1.1755091511291725e-07,0.6724988248573752,5.2214412612088531e-06,1.9747650047647029e-06,2.557883251300887e-05,1.3852414857308667e-07,2.4539287107083486e-05,0.0,0.0,0.0018098484257009254,0.00089273394413573763,154.0,0.0,0.67501970514928289,0.9999962112948565,18.992802735303226,0.014652420088378706,6.3910774196832952e-07,0.025960505649841852,0.050894858934489078,0.066525873682918929,0.0024567429812408529,1.1542933000844983e-08,7.4377075271891702e-05,0.11465678804886859,2.630572130912448e-11,0.017741072894903492,3.4640827404231921e-05,0.025048749054451067,0.022849651671706696,5.0059495601677752e-06,1.1824782773481288e-05,3.0309612494354954e-06,0.0050036264971114741,5.4153853593268363e-05,0.00045780921401946691,0.00056312562235172911,0.0018607944836044714,2.6719697019381679e-07,5.5387282323520891e-13,4.4239407445748021e-12,1.3821727460866672e-10,2.255369745063582e-06,3.6025472337486481e-05,2.1252627961224729e-06,5.5958040109482566e-06,7.1519808121620577e-07,6.1454676772844847e-07,3.2520477255622081e-12,1.2983033443999262e-06,3.5268508069996676e-06,6.6955918966476991e-06,2.5140855904748012e-08,2.3772852485228514e-09,1.472090270701516e-11,4.536555756587663e-11,1.2577978394116061e-07,3.5857247109111084e-17,2.0594731586838196e-17,3.3159887916192077e-08,7.2153938479855365e-13,3.6230001104908298e-09,5.7233347379667189e-14,7.242226589215152e-15,4.4054133334465948e-13,3.1483513124576007e-08,5.4117553153056377e-09,4.5954389854186323e-09,3.4867578385532526e-05,2.3750826185764979e-08,4.2024267956523683e-07,2.1020669565985669e-07,2.0719798713515033e-09,4.5909425664755089e-11,1.6708736570754524e-06,2.7171547374495303e-09,8.2205621043392181e-12,1.0006493903290714e-07,2.1583001817667217e-08,2.2415119336756517e-08,1.186925176078162e-09,1.3529338011557587e-07,6.1168061476108837e-09,1.4654023580267199e-08,6.9458653084159933e-14,3.4293484031848942e-14,1.4334216940581603e-06,4.2686606799784651e-14,2.4697147818699055e-10,4.2344318061900483e-10,7.801543387674115e-15,1.183660652074764e-13,8.7187090872333644e-16,2.7216444857140304e-06,1.06706065654012e-06
1.195699153917786e-07,0.672500568550728,5.2789636888615225e-06,2.1277910594458947e-06,2.6617497765389477e-05,1.4458324396151279e-07,2.6097940859259345e-05,0.0,0.0,0.0018371455604821673,0.00093344330358379173,154.0,0.0,0.67074101370039951,0.99999597483006075,18.992677955093214,0.01481415322850009,6.3559571968103602e-07,0.02590628280050802,0.051286040125799105,0.06741809473711298,0.0024515957263693501,1.1631546155939117e-08,7.4948064116297545e-05,0.11630465782461402,2.6250606772176641e-11,0.018179185387009425,3.4569047984094116e-05,0.025621249911126336,0.023289970186587079,5.1023688949123287e-06,1.1995709363529133e-05,3.0893406747582844e-06,0.005178812523255011,5.6360311720802216e-05,0.00048475491292270428,0.00059871727146588972,0.0019166315194606466,2.7656756011412126e-07,5.5812487539725585e-13,4.5787117092909619e-12,1.423855388513541e-10,2.3288557807327601e-06,3.7918260727502954e-05,2.2370084090646666e-06,5.89380820358544e-06,7.5354668831377279e-07,6.6442059514377199e-07,3.4252353442360865e-12,1.3997604775410031e-06,3.828934782237237e-06,6.7859330757457197e-06,2.7058600222128924e-08,2.5586658226707716e-09,1.5843816037657597e-11,4.9029355945241517e-11,1.3594543017988708e-07,3.8593060185532849e-17,2.2166055113391973e-17,3.632558721920784e-08,7.9042312940848418e-13,3.9233736280853384e-09,6.1977847776724647e-14,7.8426607681286612e-15,4.7706112754839699e-13,3.4810097505942533e-08,5.9102934605852853e-09,5.0973785469883586e-09,3.690176842712984e-05,2.5154364488581285e-08,4.4715707017627507e-07,2.236796338549648e-07,2.2046649282367545e-09,4.8851942667308173e-11,1.8149785159725148e-06,2.9517893362355078e-09,8.9848711409813598e-12,1.1118356716156516e-07,2.3915883953449729e-08,2.4417446436484412e-08,1.2930426801556281e-09,1.5058820254679922e-07,6.8696402050882848e-09,1.5042843374758773e-08,7.130096798635427e-14,3.5203081233125782e-14,1.489898758507478e-06,4.7940299863933401e-14,2.8230018487729158e-10,4.770687978901642e-10,8.9174547913512356e-15,1.3529686942955694e-13,9.9659005565797397e-16,2.8787486626447346e-06,1.1464212752288992e-06
1.2158891567063998e-07,0.6725023009589054,5.335051821791335e-06,2.2894411196972142e-06,2.7670136445337126e-05,1.5075663370792033e-07,2.771750741036609e-05,0.0,0.0,0.0018638353377672433,0.00097493113449118268,154.0,0.0,0.66649841145452282,0.99999572892555599,18.992553411203279,0.014973468450485316,6.3211350979202052e-07,0.025845249425830271,0.05166560439558858,0.068303243076441422,0.0024458039208146041,1.171752336433871e-08,7.5502068011916692e-05,0.1179434750516232,2.6188590670283934e-11,0.018617810455979399,3.4488157240756791e-05,0.026192487262484278,0.023724607646021186,5.1975420196478598e-06,1.2165696161583683e-05,3.1469655568253986e-06,0.0053561433491428837,5.8583208207566122e-05,0.0005125268804266628,0.00063562960695914275,0.0019725485825106493,2.8605322072480417e-07,5.6225044366459664e-13,4.7353742775322946e-12,1.4656087275052816e-10,2.4027520538608948e-06,3.9865118929233037e-05,2.3519488111905964e-06,6.2004788880290293e-06,7.9302031663455237e-07,7.1712289238029896e-07,3.6034595675815105e-12,1.5068298668404945e-06,4.1490094027716e-06,6.8755580230183821e-06,2.9074740395121276e-08,2.7493545347939004e-09,1.7024344127455016e-11,5.2895941313935705e-11,1.4667424622795674e-07,4.1469270466648901e-17,2.3818016251007438e-17,3.9714171271842081e-08,8.6415671563994443e-13,4.2409224191794032e-09,6.6993579900714938e-14,8.4774276054021414e-15,5.156686727916905e-13,3.8409483234981625e-08,6.4425517900713912e-09,5.6420353493362941e-09,3.8998989219087871e-05,2.660241818691707e-08,4.7504753226634639e-07,2.3764162987252608e-07,2.3421604757103685e-09,5.1901271352836016e-11,1.9678153174450722e-06,3.2006612004071536e-09,9.8036681588128765e-12,1.233255060269945e-07,2.6445112168875264e-08,2.6546335458174642e-08,1.4058737883388689e-09,1.6723261206208605e-07,7.6960154409390758e-09,1.5437134517508892e-08,7.3169184444272541e-14,3.612546668435288e-14,1.5478652203435986e-06,5.3707204151090401e-14,3.2181056136840211e-10,5.364880275178996e-10,1.0165437764381218e-14,1.5423149265431228e-13,1.1360715402990874e-15,3.041212228845184e-06,1.2298622138357508e-06
1.2360791594950134e-07,0.6725040215535549,5.3897356272077391e-06,2.4599640952726362e-06,2.8736203825568091e-05,1.5704228461098716e-07,2.9398576876252187e-05,0.0,0.0,0.0018899214396825221,0.0010171790592835728,154.0,0.0,0.66229152534808367,0.99999547344877604,18.992429118445276,0.015130391907152102,6.286607986091736e-07,0.025777717990492569,0.052033773685325309,0.069181377823323648,0.002439397163776932,1.1800915057818994e-08,7.6039411922838377e-05,0.11957331636061987,2.6119989939125e-11,0.019056832478109419,3.4398572871971437e-05,0.026762313847784169,0.024153435057925551,5.2914407258042426e-06,1.2334751127901913e-05,3.2038188159785715e-06,0.0055355585722950979,6.0820190197966579e-05,0.00054111457431083336,0.0006738662225236736,0.0020285151310404127,2.9565071709904371e-07,5.6625194799487466e-13,4.8938750627554325e-12,1.5074101046074399e-10,2.4770222817109283e-06,4.1865937927872887e-05,2.470077595087748e-06,6.5158018452416155e-06,8.3361731020321385e-07,7.7273755934161295e-07,3.7867121321006389e-12,1.6196830242959482e-06,4.4876102772631858e-06,6.9644727285102757e-06,3.1191400338558235e-08,2.9495523076132615e-09,1.8263730622499686e-11,5.6970457166987852e-11,1.5798054095890516e-07,4.4488908525109341e-17,2.5552355619373839e-17,4.333501702852079e-08,9.4294418060571497e-13,4.5761087748476659e-09,7.2287839588897507e-14,9.1474512017108726e-15,5.5642012738415186e-13,4.2297091628448052e-08,7.0098988126577713e-09,6.2319314676653879e-09,4.1158722685182328e-05,2.8094667086272014e-08,5.0391257760467527e-07,2.5209194703242786e-07,2.4844590691858861e-09,5.5057250843850173e-11,2.129659457563965e-06,3.4642202408586537e-09,1.0679420585384509e-11,1.3656280800767176e-07,2.9182150707167864e-08,2.8806060409629914e-08,1.5256454960762773e-09,1.8531070956410403e-07,8.6010977439743045e-09,1.5836759704327395e-08,7.5062651238797934e-14,3.7060318861446069e-14,1.6073416313957259e-06,6.0023370291189e-14,3.6588890593190312e-10,6.0221148126549194e-10,1.1557691200799931e-14,1.7535501981166617e-13,1.2916790919505693e-15,3.2090647863533943e-06,1.3174864361709522e-06
1.256269162283627e-07,0.6725057298427495,5.4430448841793711e-06,2.6396038426003048e-06,2.9815162440635563e-05,1.6343814309586896e-07,3.114169639951369e-05,0.0,0.0,0.0019154083202305616,0.001060168503891661,154.0,0.0,0.65811998577097908,0.99999520827138633,18.992305091118279,0.015284949474551935,6.2523727524212126e-07,0.025703990811763899,0.052390767235030909,0.070052557503889543,0.0024324040922132223,1.1881771053809088e-08,7.6560416850292212e-05,0.121194257571792,2.6045111210423731e-11,0.019496139808697344,3.4300699016547831e-05,0.027330589203963265,0.024576335623232227,5.3840394769677412e-06,1.2502882138580815e-05,3.2598849904741965e-06,0.0057169980911598332,6.3068935352915252e-05,0.00057050623449823943,0.00071342923972187713,0.0020845016425391359,3.0535683016893322e-07,5.7013177883799569e-13,5.0541609472283965e-12,1.5492376093379659e-10,2.551631165439728e-06,4.3920576058258339e-05,2.5913864225919189e-06,6.8397575036521872e-06,8.7533531033773288e-07,8.313477481230224e-07,3.974981663625581e-12,1.7384910676353377e-06,4.845264145689383e-06,7.0526831218659111e-06,3.3410631960060764e-08,3.1594532457666336e-09,1.9563177005630376e-11,6.1257910321480875e-11,1.6987824404786267e-07,4.7654902094543719e-17,2.7370754772238081e-17,4.7197532882304339e-08,1.0269902455082083e-12,4.9293837545382592e-09,7.7867745069233118e-14,9.853633206175578e-15,5.9937028252530739e-13,4.6488754808896117e-08,7.6137110022609544e-09,6.8696602943612666e-09,4.3380381566105157e-05,2.9630741191550392e-08,5.3374951614779562e-07,2.6702924573040598e-07,2.6315473397533503e-09,5.8319588581941109e-11,2.3007828286197808e-06,3.7429106698995382e-09,1.1614616477257928e-11,1.5097073003623621e-07,3.2138786639085021e-08,3.120085276913158e-08,1.6525825469515448e-09,2.0490937446827399e-07,9.5902488933169515e-09,1.6241576583664624e-08,7.6980693262004258e-14,3.8007304445866872e-14,1.6683480114261117e-06,6.6926215975973504e-14,4.1494611642807952e-10,6.7478309218030896e-10,1.3107190628245417e-14,1.9886431917785278e-13,1.464863282605624e-15,3.3823331471953773e-06,1.4093954651900017e-06
1.2764591650722407e-07,0.6725074253697013,5.4950091255066264e-06,2.8285987285192913e-06,3.0906482862745995e-05,1.6994213901611459e-07,3.2947370914672106e-05,0.0,0.0,0.0019403011393910635,0.0011038807431998858,154.0,0.0,0.65398342661494413,0.99999493326921884,18.992181343005893,0.01543716675473651,6.2184263119510375e-07,0.025624360297522134,0.052736801525876002,0.07091684005361043,0.0024248524034502666,1.1960140543349137e-08,7.7065399756478227e-05,0.12280637370228412,2.5964251054546227e-11,0.01993562467681188,3.4194926572096764e-05,0.027897179443946991,0.024993204332828096,5.4753153204598148e-06,1.2670096986329523e-05,3.3151501829165548e-06,0.0059004021660997259,6.5327157546904227e-05,0.00060068893592451437,0.0007543193389638477,0.00214047961054953,3.1516836000806763e-07,5.7389229653434619e-13,5.2161791358273519e-12,1.5910700772187932e-10,2.6265443958960778e-06,4.6028860294823647e-05,2.7158651010657395e-06,7.1723211463964226e-06,9.1817128262858332e-07,8.9303577883000265e-07,4.1682537977582956e-12,1.8634245807226337e-06,5.2224882015929428e-06,7.1401950728967095e-06,3.5734413345813744e-08,3.3792444641933446e-09,2.0923841534285184e-11,6.5763165020479337e-11,1.8238088952797641e-07,5.0970073481041367e-17,2.9274834710681489e-17,5.1311144578452724e-08,1.1165000091266805e-12,5.3011866059333795e-09,8.3740227803709787e-14,1.0596851656688838e-14,6.4457249182306113e-13,5.1000706102349043e-08,8.2553713820348856e-09,7.5578848388033538e-09,4.5663312901802138e-05,3.1210223075000765e-08,5.6455449639767367e-07,2.8245160366142504e-07,2.783406193479442e-09,6.1687864744591724e-11,2.4814534146792964e-06,4.0371703391873504e-09,1.2611761632889733e-11,1.6662775849576671e-07,3.5327122801826503e-08,3.3734894868855616e-08,1.7869070807979414e-09,2.261182346418329e-07,1.0669023850513378e-08,1.665143840142043e-08,7.8922614570822631e-14,3.896607983477881e-14,1.7309038301629094e-06,7.4454507062363346e-14,4.6941837579448053e-10,7.5478131648411962e-10,1.4827709830923645e-14,2.2496837044951211e-13,1.6571639468926341e-15,3.5610414643629286e-06,1.5056893155691358e-06
1.2966491678608544e-07,0.6725091077114987,5.5456575868512471e-06,3.0271812168123838e-06,3.2009644385328569e-05,1.7655218921264003e-07,3.4816063973917608e-05,0.0,0.0,0.0019646057004213549,0.001148296943835549,154.0,0.0,0.64988148531512602,0.99999464832220442,18.992057887375232,0.015587069078525228,6.1847656157578418e-07,0.025539109183753701,0.053072090229470265,0.071774282822987881,0.0024167688777404859,1.2036072074214923e-08,7.7554673466912307e-05,0.12440973897380352,2.5877696223268342e-11,0.020375183081943714,3.4081633512097708e-05,0.028461957040211112,0.025403947560840898,5.5652477978809398e-06,1.2836403381253761e-05,3.3696020061713075e-06,0.0060857114760761912,6.7592612112794966e-05,0.00063164864328966877,0.00079653579345672037,0.0021964215392251429,3.2508212888316328e-07,5.7753583064662364e-13,5.3798772060580853e-12,1.6328870860241361e-10,2.701728656538373e-06,4.8190587531480028e-05,2.8435016590739377e-06,7.5134631172207538e-06,9.6212154376060359e-07,9.5788305958458342e-07,4.3665112995309604e-12,1.9946534789524078e-06,5.6197894660729207e-06,7.2270143921541728e-06,3.8164647214007163e-08,3.6091059415347586e-09,2.2346838335018064e-11,7.049093765739843e-11,1.955016010721233e-07,5.4437137351938722e-17,3.1266154613104558e-17,5.5685281438139027e-08,1.2116786480530688e-12,5.6919442398986823e-09,8.9912024211980841e-14,1.1377959930358213e-14,6.9207860758631969e-13,5.584956996423761e-08,8.936268153148716e-09,8.2993359240573023e-09,4.8006801545902501e-05,3.2832650276514846e-08,5.9632254764404622e-07,2.9835653699204966e-07,2.9400110198819974e-09,6.5161536869290289e-11,2.6719349065005181e-06,4.3474301092881933e-09,1.3673375345654103e-11,1.8361562892204547e-07,3.8759570311450765e-08,3.6412313555798733e-08,1.9288382965617969e-09,2.4902963210766725e-07,1.1843167576158662e-08,1.7066194620854915e-08,8.0887701330658319e-14,3.9936292589292693e-14,1.7950279917383986e-06,8.2648335359041468e-14,5.2976780442727986e-10,8.4282031800213318e-10,1.6733841426817296e-14,2.5388857695026603e-13,1.8702124851443572e-15,3.7452113614203521e-06,1.6064664328174139e-06
