Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144)
5.543095477367856e-11,0.3978591758799256,2.0049087117324046e-10,9.3656847874904058e-15,9.3598355576667706e-15,1.9779863969751942e-22,5.8516181556456041e-18,0.0,0.0,2.7935262900479006e-09,1.4574611981415421e-15,154.0,0.0,0.99976238265455064,1.0,18.999994529248795,9.5808281261716101e-06,8.5158775923480112e-07,6.0189650477093131e-05,6.5354194175667608e-05,3.6602265563760618e-05,5.3071585102793356e-06,2.530483620896129e-11,1.6077236822911536e-07,5.9532275036302088e-05,5.7307039952319039e-14,1.8978984154588941e-08,1.5524635734232714e-08,2.4281765858230916e-09,2.426740151168189e-09,8.999637208814057e-13,2.7425543032022354e-10,5.3647093402157059e-13,1.382018857147149e-09
5.7634979257665156e-11,0.39785917513624447,2.0882637063879791e-10,1.0137206255226187e-14,1.0130625530841675e-14,2.3123039540731453e-22,6.5835184330967758e-18,0.0,0.0,3.0175164760947974e-09,1.6885618935074914e-15,154.0,0.0,0.99975293632269535,1.0,18.999994201619373,9.9617009170390581e-06,8.5158029186001955e-07,6.2471579674123852e-05,6.7951989248465425e-05,3.8070092269244057e-05,5.6280777161657385e-06,2.6310691165697323e-11,1.6725741482437409e-07,6.1919687483266646e-05,6.0772347773192023e-14,2.0517935295114099e-08,1.6663354128173306e-08,2.7141360913718733e-09,2.7125296927542058e-09,1.0061977633125491e-12,2.9633115296105017e-10,6.0020085435504665e-13,1.4941618340798467e-09
5.983900374165175e-11,0.3978591743846769,2.1718979053260296e-10,1.0940203841843418e-14,1.0932832581723917e-14,2.687571225240564e-22,7.374509843404536e-18,0.0,0.0,3.2501305338553258e-09,1.94598626931471e-15,154.0,0.0,0.99974349007594865,1.0,18.999993870491856,1.0342567861970014e-05,8.5157282453196699e-07,6.4749912811839719e-05,7.0549730835496537e-05,3.9537903445980954e-05,5.9524865209311776e-06,2.7316525377552131e-11,1.7374232767401163e-07,6.4307078160116393e-05,6.427533655663723e-14,2.2116851188419135e-08,1.7834493886628827e-08,3.0206209374223992e-09,3.0188323174222571e-09,1.1200747794379056e-12,3.1923277455349819e-10,6.6854522070530843e-13,1.6106836691474269e-09
6.204302822563834e-11,0.397859173625853,2.2558114004368648e-10,1.1774782819945662e-14,1.1766559621805604e-14,3.1070530093767518e-22,8.2269575140873881e-18,0.0,0.0,3.4913676597824821e-09,2.2316484407785929e-15,154.0,0.0,0.9997340439143112,1.0,18.999993536142821,1.0723428961031394e-05,8.5156535724575786e-07,6.7024926566686347e-05,7.3147418936066227e-05,4.1005699094115616e-05,6.2801083306534247e-06,2.8322338844130084e-11,1.802271067739739e-07,6.6694447070162122e-05,6.7813019619783637e-14,2.3775729471609483e-08,1.9037403277969376e-08,3.3482014696266506e-09,3.3462180283750398e-09,1.2418077104812886e-12,3.4295721664835183e-10,7.4163354112914161e-13,1.7315848837379094e-09
6.424705270962494e-11,0.39785917286035305,2.3400042804435237e-10,1.2641048496186299e-14,1.2631909589000877e-14,3.5741467503620145e-22,9.1432343669750112e-18,0.0,0.0,3.7412270939542881e-09,2.5475289907620444e-15,154.0,0.0,0.99972459783778411,1.0,18.999993198827045,1.1104284214290104e-05,8.515578900501694e-07,6.9296875778865818e-05,7.5745053549474426e-05,4.2473479213772341e-05,6.610688381412894e-06,2.9328131565055242e-11,1.8671175212194795e-07,6.908179421666971e-05,7.1382646001841174e-14,2.5494567781824151e-08,2.0271448188302581e-08,3.6974366094883685e-09,3.6952454115318906e-09,1.371605230721189e-12,3.6750141224138246e-10,8.1959272575720701e-13,1.8568659992357552e-09
6.645107719361153e-11,0.397859172088712,2.424476630980947e-10,1.3539106210090408e-14,1.3528985446466738e-14,4.0923833429053782e-22,1.0125721120469254e-17,0.0,0.0,3.9997081166002889e-09,2.8956749696528328e-15,154.0,0.0,0.99971515184636861,1.0,18.99999285877918,1.1485133621813061e-05,8.5155042293095345e-07,7.1565995174633886e-05,7.8342634675016741e-05,4.3941243805098992e-05,6.9439920174865367e-06,3.0333903539968063e-11,1.9319626371650809e-07,7.1469119602931173e-05,7.4981681871904236e-14,2.7273363756235802e-08,2.1536011328242431e-08,4.0688741602157653e-09,4.0664619411973042e-09,1.5096718618446515e-12,3.9286230573079288e-10,9.0254715661732252e-13,1.9865275370219438e-09
6.865510167759812e-11,0.3978591713114225,2.5092285346719384e-10,1.4469061332905722e-14,1.4457890181453082e-14,4.6654279390237642e-22,1.117680629172236e-17,0.0,0.0,4.2668100449015301e-09,3.2781998966550226e-15,154.0,0.0,0.99970570594006591,1.0,18.999992516215372,1.1865977183667177e-05,8.5154295585576764e-07,7.383250095322898e-05,8.0940162311986843e-05,4.5408992868250177e-05,7.2798031048714482e-06,3.1339654768527244e-11,1.9968064155522318e-07,7.3856423232237321e-05,7.8607793398053791e-14,2.9112115032050648e-08,2.2830491491546141e-08,4.4630510989933185e-09,4.4604042721567587e-09,1.6562080822173802e-12,4.1903685287482787e-10,9.9061875434336057e-13,2.1205700184740453e-09
7.085912616158472e-11,0.3978591705289379,2.5942600712001386e-10,1.5431019266481492e-14,1.5418726804180636e-14,5.2970807550847097e-22,1.2298886198733552e-17,0.0,0.0,4.5425322300412778e-09,3.6972837620981847e-15,154.0,0.0,0.9996962601188768,1.0,18.999992171334682,1.2246814899919363e-05,8.5153548884754276e-07,7.6096592249695112e-05,8.3537636459675717e-05,4.6876726403359877e-05,7.6179225688791669e-06,3.2345385250405248e-11,2.0616488563536217e-07,7.6243705107833281e-05,8.2258830956185981e-14,3.1010819246508476e-08,2.4154302861492921e-08,4.8804938566134628e-09,4.8775985191400554e-09,1.8114104314224584e-12,4.4602202074954411e-10,1.083927041985952e-12,2.2589939649662738e-09
7.306315064557131e-11,0.3978591697416766,2.6795713173801696e-10,1.6425085442174164e-14,1.6411598346745896e-14,5.991277879358659e-22,1.349436496236487e-17,0.0,0.0,4.8268740544888945e-09,4.1551730305191236e-15,154.0,0.0,0.99968681438280282,1.0,18.999991824320482,1.2627646770636532e-05,8.5152802192268106e-07,7.8358452482283058e-05,8.613505711737092e-05,4.8344444410564423e-05,7.9581670471186226e-06,3.3351094985283842e-11,2.1264899595503091e-07,7.8630965232956115e-05,8.5932814584818023e-14,3.2969474036882595e-08,2.5506874361830999e-08,5.3217185851860696e-09,5.3185605243696442e-09,1.9754716103365467e-12,4.7381478770672972e-10,1.1825892060899897e-12,2.401799897869548e-09
7.526717512955791e-11,0.39785916895002366,2.7651623472251153e-10,1.7451365319779057e-14,1.7436607862052074e-14,6.7520920800291437e-22,1.4765654508277326e-17,0.0,0.0,5.1198349294994535e-09,4.6541806442778863e-15,154.0,0.0,0.99967736873184487,1.0,18.999991475341648,1.3008472795885596e-05,8.5152055505744931e-07,8.0618250593062502e-05,8.8732424284357299e-05,4.9812146890015278e-05,8.300367649238029e-06,3.4356783972857512e-11,2.1913297251259179e-07,8.1018203610855202e-05,8.9627920592681978e-14,3.4988077040479906e-08,2.688764904913066e-08,5.7872314146466085e-09,5.7837961139143908e-09,2.1485805770135657e-12,5.0241214333198126e-10,1.2867201552045892e-12,2.5489883385515285e-09
7.74711996135445e-11,0.3978591681543338,2.851033232011494e-10,1.8509964386487035e-14,1.8493858422765136e-14,7.5837336136106063e-22,1.6115174568788732e-17,0.0,0.0,5.4214142928118856e-09,5.1966860275066651e-15,154.0,0.0,0.9996679231660045,1.0,18.999991124553759,1.3389292975733472e-05,8.5151308824802296e-07,8.2876142190251256e-05,9.1329737959917843e-05,5.127983384185639e-05,8.6443688149213732e-06,3.5362452212830226e-11,2.2561681530596195e-07,8.3405420244756059e-05,9.3342469227281126e-14,3.7066625894640758e-08,2.8296083543423497e-08,6.2775286987770758e-09,6.2738013435624421e-09,2.3309226386433343e-12,5.31811088402943e-10,1.3964325759895924e-12,2.7005598083766591e-09
7.96752240975311e-11,0.3978591673549341,2.9371840403418751e-10,1.9600988155865096e-14,1.9583453120293832e-14,8.4905510337260289e-22,1.7545352684654445e-17,0.0,0.0,5.7316116065291664e-09,5.7851350902036658e-15,154.0,0.0,0.99965847768528271,1.0,18.999990772100091,1.3770107310247067e-05,8.5150562151410069e-07,8.5132270600423251e-05,9.3926998143333416e-05,5.2747505266222919e-05,8.9900272619804762e-06,3.6368099704910077e-11,2.3210052433303593e-07,8.5792615137857868e-05,9.7074913316307893e-14,3.9205118236739003e-08,2.973164749412977e-08,6.7930972514297656e-09,6.7890627349028452e-09,2.522679539843576e-12,5.6200863484769726e-10,1.5118369870771671e-12,2.8565148287061972e-09
8.187924858151769e-11,0.39785916655212533,3.0236148382052976e-10,2.072454216686017e-14,2.0705495063793043e-14,9.477032000200934e-22,1.9058624206772484e-17,0.0,0.0,6.0504263551658553e-09,6.422040232322956e-15,154.0,0.0,0.99964903228968116,1.0,18.99999041811261,1.4150915799493296e-05,8.5149815485132539e-07,8.7386767837864803e-05,9.6524204833882643e-05,5.421516116325901e-05,9.3372110172754972e-06,3.7373726448814379e-11,2.3858409959208636e-07,8.8179788293362766e-05,1.0082382780344524e-13,4.140355170418195e-08,3.1193823078600754e-08,7.3344145735711372e-09,7.3300575022327915e-09,2.7240295475164833e-12,5.930018057033068e-10,1.6330417908303124e-12,3.0168539208982417e-09
8.408327306550428e-11,0.39785916574618513,3.11032568903559e-10,2.188073198282518e-14,2.1860087379189409e-14,1.0547804088434756e-21,2.0657432297814256e-17,0.0,0.0,6.3778580438499522e-09,7.1099803477430843e-15,154.0,0.0,0.99963958697920086,1.0,18.999990062712889,1.453171844353907e-05,8.514906882461444e-07,8.9639755497526722e-05,9.9121358030842226e-05,5.5682801533112309e-05,9.6857985240174013e-06,3.8379332444267259e-11,2.4506754108144093e-07,9.0566939714466682e-05,1.0458790010894796e-13,4.3661923934410341e-08,3.2682104530902372e-08,7.9019490716959496e-09,7.8972537708403508e-09,2.9351475324758971e-12,6.2478763507451582e-10,1.760153323124676e-12,3.1815776063077532e-09
8.628729754949088e-11,0.39785916493736906,3.1973166537677318e-10,2.3069663190566754e-14,2.3047333208228716e-14,1.1707635599013921e-21,2.2344227933782246e-17,0.0,0.0,6.7139061966671847e-09,7.8516008280249556e-15,154.0,0.0,0.99963014175384324,1.0,18.999989706012862,1.4912515242451307e-05,8.5148322170694146e-07,9.189134557745663e-05,0.00010171845773348736,5.7150426375922199e-05,1.0035677819570274e-05,3.9384917690992561e-11,2.5155084879924087e-07,9.2954069404340447e-05,1.0836592125149091e-13,4.5980232564898323e-08,3.4195997698671387e-08,8.496160268116345e-09,8.4911107871670442e-09,3.1562050480340981e-12,6.5736316809260345e-10,1.8932759012696045e-12,3.3506864062865762e-09
8.849132203347747e-11,0.39785916412591266,3.2845877908923368e-10,2.4291441399413752e-14,2.4267335707544174e-14,1.2961436367533026e-21,2.4121469905495956e-17,0.0,0.0,7.0585703551365369e-09,8.6496135658860934e-15,154.0,0.0,0.99962069661360964,1.0,18.999989348115687,1.5293306196296915e-05,8.5147575524104742e-07,9.4141641236241398e-05,0.00010431550394109172,5.8618035691828467e-05,1.038674577822511e-05,4.0390482188721007e-11,2.5803402274366228e-07,9.534117736614405e-05,1.1215677767157867e-13,4.8358475233153433e-08,3.5735019626003046e-08,9.1174990036030235e-09,9.1120791213271195e-09,3.3873704057268716e-12,6.9072546087438915e-10,2.0325118701780464e-12,3.5241808421834505e-09
9.069534651746406e-11,0.39785916331203275,3.3721391565083913e-10,2.5546172240306012e-14,2.5520198047744996e-14,1.4314258574592959e-21,2.5991624820007568e-17,0.0,0.0,7.4118500768065751e-09,9.5067969583319326e-15,154.0,0.0,0.99961125155850172,1.0,18.999988989116332,1.5674091305142808e-05,8.5146828883928987e-07,9.6390737490640582e-05,0.00010691249665292732,6.0085629480977107e-05,1.0738907413765467e-05,4.1396025937189366e-11,2.6451706291304262e-07,9.772826360303584e-05,1.1595944370059287e-13,5.0796649576716562e-08,3.7298698160455144e-08,9.7664076328284762e-09,9.7606008624332441e-09,3.6288087483454132e-12,7.2487158048139059e-10,2.1779616468886464e-12,3.7020614353440222e-09
9.289937100145066e-11,0.3978591624959294,3.4599708043743117e-10,2.6833961364902661e-14,2.6806023412524528e-14,1.5771297555946622e-21,2.7957167101948547e-17,0.0,0.0,7.7737449339628998e-09,1.0425995909397338e-14,154.0,0.0,0.9996018065885206,1.0,18.99998862910229,1.6054870569055906e-05,8.5146082249942671e-07,9.8638721858182061e-05,0.00010950943586826493,6.1553207743511465e-05,1.1092075237054981e-05,4.2401548936130108e-11,2.7099996930571857e-07,0.00010011532811815839,1.1977297462397644e-13,5.3294753233161945e-08,3.8886571582401618e-08,1.0443320213029495e-08,1.043710980714553e-08,3.8806821204312739e-12,7.5979860487913319e-10,2.3297237635358608e-12,3.8843287071108573e-09
9.510339548543725e-11,0.3978591616777865,3.548082785957442e-10,2.8154914444709301e-14,2.8124914997787456e-14,1.7337892612765591e-21,3.0020578994808665e-17,0.0,0.0,8.1442545124379543e-09,1.1410121832464896e-14,154.0,0.0,0.99959236170366783,1.0,18.999988268154155,1.6435643988103113e-05,8.5145335622935653e-07,0.00010088567494906824,0.00011210632158637408,6.3020770479571192e-05,1.1446168664300501e-05,4.3407051185280708e-11,2.7748274191995185e-07,0.00010250237091463678,1.2359650029161032e-13,5.5852783840097102e-08,4.0498188255123296e-08,1.1148662686272027e-08,1.11420316418268e-08,4.1431495363777824e-12,7.9550362289661361e-10,2.4878949088560596e-12,4.0709831788234444e-09
9.730741996942385e-11,0.39785916085777406,3.636475150482033e-10,2.9509137170223564e-14,2.9476976010795334e-14,1.9019527822002644e-21,3.2184350562148616e-17,0.0,0.0,8.5233784105151442e-09,1.2462152652137815e-14,154.0,0.0,0.99958291690394485,1.0,18.999987906346131,1.6816411562351354e-05,8.5144589002787992e-07,0.00010313167101136805,0.0001147031538065232,6.4488317689299221e-05,1.1801113472015278e-05,4.4412532684385509e-11,2.8396538075403486e-07,0.00010488939199559003,1.2742921923245963e-13,5.847073903516286e-08,4.2133106294158063e-08,1.1882853055671395e-08,1.1875784118656813e-08,4.416367046270178e-12,8.319837341859106e-10,2.6525699683106852e-12,4.2620253718181991e-09
9.951144445341044e-11,0.3978591600360482,3.7251479449758176e-10,3.089673525009855e-14,3.0862309669330096e-14,2.0821832846827145e-21,3.4450979688747633e-17,0.0,0.0,8.9111162379198818e-09,1.358513280565452e-14,154.0,0.0,0.99957347218935311,1.0,18.999987543746599,1.7197173291867531e-05,8.5143842388936115e-07,0.00010537677843316698,0.00011729993252797963,6.5955849372840265e-05,1.2156841295012567e-05,4.5417993433180988e-11,2.9044788580632366e-07,0.00010727639136412865,1.312703932338754e-13,6.1148616456033311e-08,4.3790893254543738e-08,1.2646301555896371e-08,1.2638777226033884e-08,4.7004877995874673e-12,8.6923604918194657e-10,2.8238420629018961e-12,4.4574558074284702e-09
9.999999999999999e-11,0.39785915921275306,3.7448415933012454e-10,3.1208847102844477e-14,3.1173905421457306e-14,2.1238256206496618e-21,3.4967590552761598e-17,0.0,0.0,8.9982305148980452e-09,1.3843975640746532e-14,154.0,0.0,0.99957137863625167,1.0,18.999987463270138,1.7281574128624331e-05,8.5143676891470398e-07,0.00010587432673115958,0.00011787554078065838,6.6281147987087995e-05,1.2235793384083802e-05,4.5640866289988332e-11,2.9188481352551076e-07,0.00010780550313707911,1.3212292343418711e-13,6.1750321965301915e-08,4.4161420786547214e-08,1.2819533606253683e-08,1.2811905937773144e-08,4.7649589148804442e-12,8.7759785911848916e-10,2.862709565660318e-12,4.5013701574696409e-09
1.0171546893739703e-10,0.39785915921275306,3.8141012143152285e-10,3.2317814410323378e-14,3.2281019200874836e-14,2.2750583747111473e-21,3.6822972081687474e-17,0.0,0.0,9.3074676148906063e-09,1.4782173243838516e-14,154.0,0.0,0.99956402755989415,1.0,18.999987180418522,1.7577929176718563e-05,8.5143095781681693e-07,0.00010762106020507386,0.00011989665775000974,6.7423365530335731e-05,1.2513289164030826e-05,4.6423433431406689e-11,2.9693025707516251e-07,0.00010966336902334646,1.3511934234883352e-13,6.3886413740415768e-08,4.5471125834685431e-08,1.3439410818263934e-08,1.3431413353570305e-08,4.9956621068808128e-12,9.0725768906240026e-10,3.0018025867511211e-12,4.657275006984536e-09
1.0391949342138363e-10,0.3978591583880216,3.9033350012693212e-10,3.3772480393420773e-14,3.373320784181146e-14,2.4811703789948353e-21,3.9302841271373803e-17,0.0,0.0,9.712432171323549e-09,1.6056451431582556e-14,154.0,0.0,0.99955458301556932,1.0,18.999986816419899,1.7958679216971366e-05,8.5142349181347138e-07,0.00010986457434622377,0.000122493329471879,6.8890866161926931e-05,1.2870399079852419e-05,4.7428852678811263e-11,3.0341249455886443e-07,0.00011205032497632599,1.389754402972292e-13,6.6684128526050783e-08,4.7173389595673978e-08,1.4262576030710328e-08,1.4254087451967292e-08,5.3020374995354869e-12,9.4604578570776861e-10,3.1865412435061025e-12,4.861483491813606e-09
1.0612351790537022e-10,0.3978591575619759,3.9928493465424905e-10,3.5260838957660737e-14,3.5218978836634733e-14,2.7011264260180075e-21,4.1893108612496524e-17,0.0,0.0,1.0126009545985308e-08,1.7411211347870769e-14,154.0,0.0,0.99954513855638039,1.0,18.999986451804162,1.8339423412692855e-05,8.5141602587580868e-07,0.00011210737429666291,0.00012508994769285206,7.0358351267757794e-05,1.3228117621030794e-05,4.8434251175132333e-11,3.0989459825575957e-07,0.00011443725922614263,1.4283811023009212e-13,6.9541758450712078e-08,4.8897278694973824e-08,1.5116185092903865e-08,1.5107187188034519e-08,5.6197587877157657e-12,9.8559748166157458e-10,3.3781460816373714e-12,5.0700817832398241e-09
1.0832754238935681e-10,0.39785915673472866,4.0826442888160066e-10,3.6782995876290277e-14,3.6738435437182297e-14,2.9355485270922035e-21,4.4596303284930005e-17,0.0,0.0,1.0548199385787949e-08,1.8849763485346834e-14,154.0,0.0,0.99953569418232846,1.0,18.999986086620492,1.8720161763949936e-05,8.514085600026521e-07,0.00011434950927876648,0.00012768651241219296,7.1825820847971284e-05,1.3586395582575902e-05,4.943962892010809e-11,3.1637656816419958e-07,0.00011682417177585915,1.4670682082808247e-13,7.245930115220656e-08,5.0642395633484428e-08,1.6000618766745533e-08,1.5991093095100271e-08,5.9489681165848573e-12,1.0259099300907249e-09,3.5767035286805982e-12,5.2830704025842547e-09
1.1273559135733002e-10,0.39785915507703745,4.263076109212357e-10,3.9929127940113964e-14,3.9878818495040764e-14,3.4503538370695228e-21,5.035163047399533e-17,0.0,0.0,1.1418415085372031e-08,2.1991818955513534e-14,154.0,0.0,0.99951680568964263,1.0,18.999985354727063,1.9481620933338562e-05,8.5139362845459071e-07,0.00011883196204490387,0.00013287948134303016,7.4760713432114623e-05,1.4304452123841435e-05,5.1450322155011946e-11,3.2934010660904763e-07,0.00012159793178718184,1.5446044581719744e-13,7.8474115437088534e-08,5.4194763346496248e-08,1.7863448170260706e-08,1.785281074973556e-08,6.6424064740673132e-12,1.1088057499231526e-09,3.9950140510844167e-12,5.7222207102966565e-09
1.1670283542850588e-10,0.3978591535819662,4.4264247373445011e-10,4.2877298567066165e-14,4.2821403965121342e-14,3.9697001211901224e-21,5.5943169394164031e-17,0.0,0.0,1.2231060447920169e-08,2.5140810923021492e-14,154.0,0.0,0.99949980633740987,1.0,18.99998469449919,2.0166914198391366e-05,8.5138019029469572e-07,0.00012286431399185843,0.0001375529703978036,7.7402063661657653e-05,1.4952197732237312e-05,5.3259875094244827e-11,3.4100683363617956e-07,0.00012589424161351444,1.6145484842520044e-13,8.4092326293409302e-08,5.7460668362499649e-08,1.9649093542286093e-08,1.9637390272407855e-08,7.3071634266672101e-12,1.1859854179225973e-09,4.3961064515731452e-12,6.1324761385480446e-09
1.2067007949968175e-10,0.3978591520843927,4.5906830130239859e-10,4.5936621454078795e-14,4.5874736827753657e-14,4.5462787383440436e-21,6.1940284410796683e-17,0.0,0.0,1.30716050134178e-08,2.8615814376616577e-14,154.0,0.0,0.99948280726104555,1.0,18.999984033036309,2.0852188528420173e-05,8.5136675234863315e-07,0.00012689511670545584,0.00014222628609581261,8.004336359041577e-05,1.5601150822726573e-05,5.5069360795094266e-11,3.5267312716275453e-07,0.00013019048117863676,1.6846228951996529e-13,8.9904617811356975e-08,6.0789526775009979e-08,2.1540221044878255e-08,2.1527388810046528e-08,8.0112360759902437e-12,1.2655861313817832e-09,4.8209987557457208e-12,6.5569643366988834e-09
1.2463732357085761e-10,0.3978591505847089,4.7558510937780926e-10,4.9107713916186488e-14,4.903941941713964e-14,5.1842660791255741e-21,6.8358008744834715e-17,0.0,0.0,1.3940046940569286e-08,3.24385409255501e-14,154.0,0.0,0.99946580846055855,1.0,18.999983370511167,2.153744392381524e-05,8.5135331461334033e-07,0.00013092454299906198,0.00014689942843274428,8.2684613219221586e-05,1.6251138650347284e-05,5.6878779256071505e-11,3.6433898717895495e-07,0.00013448665050001192,1.7548090378782617e-13,9.5910976215818512e-08,6.4179292873893377e-08,2.3538811525189676e-08,2.3524786020722491e-08,8.7553638985728386e-12,1.3475916665232967e-09,5.270140568612485e-12,6.9956883449819967e-09
1.2860456764203348e-10,0.39785914908326264,4.9219291188577479e-10,5.2391193369260695e-14,5.2316054088223807e-14,5.8880012327019522e-21,7.521145781516046e-17,0.0,0.0,1.4836384432627102e-08,3.6631400237610292e-14,154.0,0.0,0.99944880993595808,1.0,18.999982707072707,2.222268038496681e-05,8.5133987709684416e-07,0.00013495274188062278,0.00015157239740428148,8.5325812548903596e-05,1.6902012268658384e-05,5.8688130475619766e-11,3.760044136749411e-07,0.00013878274959498328,1.8250908289343831e-13,1.0211138773202777e-07,6.762799209664982e-08,2.5646781533482094e-08,2.5631497304218768e-08,9.5402623661285919e-12,1.4319859079778775e-09,5.7439668972017183e-12,7.4486512035975647e-09
1.3257181171320935e-10,0.3978591475803474,5.0889172098632561e-10,5.5787677317813451e-14,5.5705243204512538e-14,6.6619875170442255e-21,8.251582924643333e-17,0.0,0.0,1.5760615730830245e-08,4.1217499966322634e-14,154.0,0.0,0.99943181168725326,1.0,18.999982042849361,2.2907897912265153e-05,8.5132643979680473e-07,0.00013897984184392377,0.00015624519300610394,8.7966961580294235e-05,1.7553643239421298e-05,6.0497414452179191e-11,3.8766940664080758e-07,0.0001430787784807879,1.8954543995063659e-13,1.0850583858556518e-07,7.11337178665135e-08,2.7865985550551432e-08,2.7849376028117173e-08,1.0366623777396907e-11,1.5187528480599335e-09,6.24289865686105e-12,7.9158559527129844e-09
1.3653905578438521e-10,0.39785914607622086,5.2568154713439776e-10,5.9297783343222789e-14,5.9207589126316289e-14,7.510894008682348e-21,9.0286402875257709e-17,0.0,0.0,1.6712739108761914e-08,4.622064567041673e-14,154.0,0.0,0.99941481371445351,1.0,18.999981377951901,2.3593096506100528e-05,8.5131300270740502e-07,0.00014300595370366292,0.00016091781523388832,9.0608060314227134e-05,1.8205920798339113e-05,6.2306631184252016e-11,3.9933396606656599e-07,0.00014737473717455369,1.9658877891783055e-13,1.1509431500235756e-07,7.4694628658288485e-08,3.0198218116543164e-08,3.0180215655334961e-08,1.1235118053133266e-11,1.607876586047975e-09,6.7673431550708505e-12,8.3973056324627797e-09
1.4050629985556108e-10,0.3978591445711031,5.425623991374028e-10,6.2922129092353726e-14,6.2823694199389398e-14,8.4395570719392467e-21,9.8538540754766767e-17,0.0,0.0,1.7692752867493014e-08,5.1665340724168822e-14,154.0,0.0,0.99939781601756794,1.0,18.999980712475864,2.4278276166863185e-05,8.5129956583460593e-07,0.0001470311730404066,0.00016559026408330884,9.324910875153172e-05,1.8858749410800422e-05,6.4115780670256451e-11,4.1099809194218368e-07,0.00015167062569329101,2.0363806820480028e-13,1.2187680320867776e-07,7.830894526475991e-08,3.2645215869627165e-08,3.2625751781575056e-08,1.2146393497410033e-11,1.6993413274698152e-09,7.3176945547074016e-12,8.893003282948436e-09
1.4447354392673695e-10,0.3978591430651857,5.595342842104805e-10,6.6661332266570353e-14,6.65541607439623e-14,9.4529818875909023e-21,1.0728768715764237e-16,0.0,0.0,1.870065533143608e-08,5.7576786220927278e-14,154.0,0.0,0.99938081859660577,1.0,18.999980046503637,2.4963436894943402e-05,8.5128612918035055e-07,0.0001510555822927729,0.00017026253955003786,9.5890106893038805e-05,1.9512046680295899e-05,6.5924862908587986e-11,4.2266178425758178e-07,0.00015596644405390262,2.1069241808759306e-13,1.2885328943114468e-07,8.1974948249871915e-08,3.5208659497780453e-08,3.5187664085936498e-08,1.3101077526442969e-11,1.7931313833926231e-09,7.8943343175017693e-12,9.4029519442383151e-09
1.484407879979128e-10,0.39785914155863394,5.7659720802961704e-10,7.0516010611115976e-14,7.0399591044143179e-14,1.0556343980909049e-20,1.1654936857765034e-16,0.0,0.0,1.9736444844782203e-08,6.398088086986945e-14,154.0,0.0,0.99936382145157632,1.0,18.999979380106293,2.5648578690731432e-05,8.5127269273802833e-07,0.00015507925255989295,0.00017493464162974615,9.8531054739582464e-05,2.0165741546473597e-05,6.773387789773761e-11,4.3432504300260877e-07,0.00016026219227318787,2.1775106125092414e-13,1.3602375989672276e-07,8.5690975562995812e-08,3.7890175611516988e-08,3.7867578202519605e-08,1.409977736787686e-11,1.8892311697177173e-09,8.4976316294885891e-12,9.927154656367508e-09
1.5240803206908868e-10,0.3978591400515907,5.937511747827709e-10,7.4486781904846012e-14,7.4360587337674018e-14,1.1754990749040645e-20,1.2633919372974915e-16,0.0,0.0,2.0800119768430115e-08,7.0904220887614392e-14,154.0,0.0,0.99934682458248913,1.0,18.999978713345108,2.6333701554617554e-05,8.5125925650983973e-07,0.00015910224515918234,0.00017960657031810306,0.00010117195229199354,2.0819772727814744e-05,6.954282563610177e-11,4.4598786816705589e-07,0.00016455787036783265,2.2481333597215244e-13,1.4338820083272232e-07,8.9455420296140907e-08,4.0691338542975666e-08,4.0667067518433418e-08,1.5143080732555919e-11,1.9876252064800723e-09,9.12794380968356e-12,1.0465614459337721e-08
1.5637527614026455e-10,0.3978591385441794,6.1099618721911457e-10,7.8574263950299582e-14,7.8437751806026669e-14,1.3054442987684901e-20,1.3667285354882473e-16,0.0,0.0,2.1891678477337084e-08,7.8374099885082724e-14,154.0,0.0,0.99932982798935321,1.0,18.99997804627294,2.7018805486992028e-05,8.5124582050055643e-07,0.00016312461297423745,0.00018427832561077707,0.00010381279955110188,2.1474087374124559e-05,7.135170612202635e-11,4.5765025974067738e-07,0.00016885347835441403,2.318786715707592e-13,1.5094659846679875e-07,9.3266728569641558e-08,4.3613672075982102e-08,4.3587654902818559e-08,1.6231556460504144e-11,2.0882981171524938e-09,9.7856167030454227e-12,1.1018334393117175e-08
1.603425202114404e-10,0.3978591370365071,6.2833224669647807e-10,8.2779074564098925e-14,8.2631686564827901e-14,1.4460396417030601e-20,1.4756612118709279e-16,0.0,0.0,2.3011119358242293e-08,8.6418508750490398e-14,154.0,0.0,0.99931283167217799,1.0,18.999977378935363,2.7703890488245136e-05,8.5123238470529093e-07,0.00016714640161728399,0.00018894990750343584,0.00010645359651774101,2.2128639904417861e-05,7.3160519353997609e-11,4.6931221771317623e-07,0.00017314901624940882,2.3894657585965321e-13,1.5869893902695296e-07,9.7123397536091718e-08,4.6658651110403696e-08,4.6630814370202846e-08,1.7365755142357353e-11,2.1912346279544277e-09,1.0470985058481445e-11,1.158531749764046e-08
