Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64)
8.025419208510589e-10,0.48384140750648796,1.1756091404626968e-12,2.3837277493284675e-16,3.0646112917128481e-13,1.05005186494749e-19,1.5247712640970768e-15,0.0,0.0,2.6107057382956709e-09,5.5199100397534685e-15,154.0,0.0,0.99993511948494096,0.99999999999471934,18.999989332601878,6.8448325088839956e-06,2.6315288655361372e-09,1.709727616097662e-05,2.7469076847382001e-05,1.3721726755286094e-06,1.051729557375724e-05,2.2104298922415622e-11,1.4743541499687648e-07,1.4049887036037991e-06,2.6016298592074256e-13,2.0897553897755427e-08,1.4681059823903858e-09,8.6000160503110927e-10,8.591114363945613e-10,5.2754153333285448e-13,4.4916589279491687e-12,3.6262633343235463e-13,1.5155747834222374e-09,4.9820752820750439e-21,4.7872682241534826e-21,4.7873772045771724e-21,3.0659229043319088e-11,4.5261137056013879e-15,2.3230990065113049e-15,1.358975900579327e-18,2.3449353494626272e-19,1.4591271051739831e-16,8.3397676531245074e-18,1.0414422236032133e-18,1.6660240167081531e-20,7.0759494173338685e-22,1.4662988345629524e-24,4.5516517345970259e-27,1.3926203155822574e-21,1.0380370269039267e-23,4.3786938675920758e-12,1.5257300535239689e-18,7.4740411044891891e-19,1.3506733081158523e-22,2.0527123525771948e-23,7.1637803524308083e-20,2.7120013111693338e-26,1.5301501048989748e-26,4.03040676500843e-22,3.8775035481896895e-27,3.2947519001258109e-23,1.5483557805640499e-27,4.749099945053744e-30,1.1814129716904564e-26,1.9144277411582607e-25,1.8425134796002209e-25,1.5772099064517125e-27,7.4064049458838453e-19,1.3492916725496257e-23,2.1517962565568434e-24,2.735382887876229e-24,5.5817881649462298e-26,1.3497772505226153e-28,8.3904782690057223e-27,1.3562092859866896e-29,2.9670364355564878e-26,1.8644152894868012e-24,5.8675879126219162e-27,4.3447016208978611e-31,3.1233781717483524e-32,1.9184150243875147e-32,2.1762483657982221e-27,2.1995269405892973e-12,1.8753765714681171e-17,8.1438432660638941e-18,3.078134059976286e-13,6.2674598226082533e-34,2.2604902081707328e-32,2.5348593047413713e-28,2.1239709952884482e-36,3.1993282456844885e-35,5.5984226755725757e-39,3.6438533548364614e-13,2.7965142729495223e-15,4.9130092394195605e-12
8.170046705192393e-10,0.48384140688180377,1.2018059439011228e-12,2.480302639362976e-16,3.2275421344737683e-13,1.1115718208370949e-19,1.6354611964795238e-15,0.0,0.0,2.7035220694058503e-09,5.9045857629946437e-15,154.0,0.0,0.99993395000086194,0.99999999999457601,18.999989106527941,6.9681492567584174e-06,2.6315260959094263e-09,1.7371518529691397e-05,2.7964034239366132e-05,1.3969227807591166e-06,1.0740611026715401e-05,2.2502589794859382e-11,1.5009886895093662e-07,1.4303308601102503e-06,2.6568707037496196e-13,2.1657479276908895e-08,1.5067642547469548e-09,8.9982272659784405e-10,8.9889130688362747e-10,5.5197640537571854e-13,4.6495909129154465e-12,3.7944247588125372e-13,1.5710889773630775e-09,5.5586255549172492e-21,5.341394076801622e-21,5.3415179812314822e-21,3.2337968916814535e-11,4.7449842765584224e-15,2.3650663156538524e-15,1.393888654374092e-18,2.4274153417874786e-19,1.5320228770316335e-16,8.8910233559910613e-18,1.1265348327622687e-18,1.8058398518075612e-20,7.8085329177329637e-22,1.6374486046096331e-24,4.9336404249836559e-27,1.5113573631487327e-21,1.1653851438597193e-23,4.5325085210955023e-12,1.5809712391713276e-18,7.8016144829021997e-19,1.3996179668995283e-22,2.1498244004334754e-23,7.5471929441843491e-20,2.8308633245332836e-26,1.5972137617881455e-26,4.3208808374372182e-22,4.1569689617953521e-27,3.5318503126957287e-23,1.6597810228356008e-27,5.0908573394010372e-30,1.2664449812680345e-26,2.0888183992370157e-25,2.00902229564224e-25,1.7507757130283491e-27,8.0044485487958737e-19,1.443444086719256e-23,2.3210339480047816e-24,2.9983584588465804e-24,6.0289149513913591e-26,1.4795900260051218e-28,9.3688587375061293e-27,1.538219910130393e-29,3.1436058210912515e-26,2.0114958560777323e-24,6.513294248701648e-27,4.9334629872661483e-31,3.6033947473134232e-32,2.2195300006713926e-32,2.3839254334449307e-27,2.2742307205991189e-12,1.939071426228046e-17,8.4204378914447247e-18,3.2420880837590325e-13,6.804719689038262e-34,2.4948771780586448e-32,2.8458630044329404e-28,2.3442091900856088e-36,3.5312771834594558e-35,6.1789165401225957e-39,3.7728835802699662e-13,2.9429750684716629e-15,5.043257877814312e-12
8.314674201874196e-10,0.4838414062570329,1.2281768460434194e-12,2.5789618278926692e-16,3.39593233100533e-13,1.175575065130524e-19,1.751980878657139e-15,0.0,0.0,2.7979433899559183e-09,6.3089118661600561e-15,154.0,0.0,0.99993278050750733,0.9999999999944309,18.999988880420041,7.0914647590370166e-06,2.6315232726315456e-09,1.7645725468623422e-05,2.8458989458088841e-05,1.4216728520571981e-06,1.0963958782883531e-05,2.2900878910074e-11,1.5276231115381914e-07,1.4556729869486502e-06,2.71211953904747e-13,2.243097435239597e-08,1.5456321298314396e-09,9.4068162564970198e-10,9.3970787890971631e-10,5.7704828713100512e-13,4.8100580328699856e-12,3.9669755275152964e-13,1.6276163085849238e-09,6.1892357226625088e-21,5.9474932786007491e-21,5.9476338170709727e-21,3.407603557339696e-11,4.9699253524256731e-15,2.4070334396350124e-15,1.4291744895818226e-18,2.511785958892683e-19,1.6073722554740674e-16,9.4685578651857231e-18,1.2168644154129676e-18,1.9546153229448384e-20,8.6018190942002848e-22,1.8250453635714634e-24,5.3401079402551864e-27,1.6378881778545678e-21,1.3055837045167188e-23,4.688784716600897e-12,1.6373151563851703e-18,8.1372340566907264e-19,1.4495402835205514e-22,2.2499683306223503e-23,7.94420977164821e-20,2.9526449497497243e-26,1.6659247056872918e-26,4.6267654922361849e-22,4.4512614797538022e-27,3.7814963885285097e-23,1.7771031729956128e-27,5.4507011607673454e-30,1.3559777744478134e-26,2.2756451991921804e-25,2.1872651536438237e-25,1.9398803999790278e-27,8.6389998225978009e-19,1.542479948436045e-23,2.5003313940489849e-24,3.2811839981838174e-24,6.5030753555078449e-26,1.6192047619989361e-28,1.0440361997715331e-26,1.740576383896263e-29,3.3272531033823091e-26,2.1672477330621533e-24,7.2168090807472068e-27,5.5889144730533942e-31,4.1460850009812741e-32,2.5610391045099201e-32,2.6074288269747865e-27,2.3499981904206637e-12,2.0036732226254269e-17,8.7009708910527227e-18,3.4115568395719303e-13,7.378537585326132e-34,2.7491883088005107e-32,3.1882515739850058e-28,2.5831693649595701e-36,3.8914610123443324e-35,6.8087556451981402e-39,3.904246241121647e-13,3.0945778046268028e-15,5.1750516402799218e-12
8.459301698555999e-10,0.48384140563218586,1.2547216690605987e-12,2.6797128162229922e-16,3.5698576812016013e-13,1.2421195139540354e-19,1.8745238170537375e-15,0.0,0.0,2.8939696415192224e-09,6.7335425334886771e-15,154.0,0.0,0.99993161100487837,0.99999999999428402,18.999988654281939,7.214779015729772e-06,2.6315203892271014e-09,1.7919900728592894e-05,2.8953942502589827e-05,1.4464228894351432e-06,1.1187335090241778e-05,2.3299166267038681e-11,1.5542574160083379e-07,1.4810150841316223e-06,2.7673754369731953e-13,2.3218039033448519e-08,1.5847039016565585e-09,9.8258383690769351e-10,9.8156668144767552e-10,6.0276057773567599e-13,4.9730508786196707e-12,4.1439391089235646e-13,1.6851575394581882e-09,6.8778157446777678e-21,6.6093266910390904e-21,6.6094857323688061e-21,3.5874422873952876e-11,5.2009742664965849e-15,2.4490003783860688e-15,1.4648336682762967e-18,2.5980783577685117e-19,1.685227882236665e-16,1.0073200855178947e-17,1.3126543686045838e-18,2.1127589207460269e-20,9.4596435576886835e-22,2.0303461562029018e-24,5.7721703407999201e-27,1.7725824438205459e-21,1.4596570487087608e-23,4.8475130646409704e-12,1.6947707066157059e-18,8.4809622435481456e-19,1.5004481484366211e-22,2.35319657635604e-23,8.3550928239499727e-20,3.0773688354650255e-26,1.7362957152883658e-26,4.9486031382249451e-22,4.760902992353297e-27,4.0441296681339845e-23,1.9005288005803853e-27,5.8292649716026746e-30,1.4501690359291108e-26,2.4755606094426566e-25,2.3778458028679129e-25,2.1456090829261779e-27,9.3115906909242888e-19,1.6465761880583693e-23,2.6901140676322046e-24,3.5849734025276698e-24,7.0054287986110321e-26,1.7691716780126511e-28,1.1611949407015843e-26,1.9651129592204296e-29,3.5181301886027292e-26,2.3320153638450357e-24,7.9821693232080348e-27,6.3171837700953674e-31,4.7582293114746654e-32,2.9474728295848666e-32,2.8476781271279896e-27,2.4268210997445779e-12,2.06917492609814e-17,8.9854117174581796e-18,3.5866179918466804e-13,7.9908057199185806e-34,3.024768720975372e-32,3.5645269233467796e-28,2.8421155129523282e-36,4.2817870302817769e-35,7.4912713958653867e-39,4.0379409413651956e-13,3.2514145695646845e-15,5.3083907550843365e-12
8.603929195237803e-10,0.483841405007272,1.2814402349610418e-12,2.7825630828652162e-16,3.7493933574851991e-13,1.3112635561800919e-19,2.0032861753326147e-15,0.0,0.0,2.991600771044051e-09,7.1791426130077898e-15,154.0,0.0,0.99993044149297527,0.99999999999413536,18.999988428116961,7.3380920268466634e-06,2.6315175950753902e-09,1.8194047648034131e-05,2.9448893371909029e-05,1.4711728928299412e-06,1.1410736609134656e-05,2.3697451865278792e-11,1.5808916028709608e-07,1.5063571515946828e-06,2.8226375714064072e-13,2.401867322927197e-08,1.6239740307439122e-09,1.0255347450231743e-09,1.024473093558507e-09,6.2911658415788377e-13,5.1385600758693534e-12,4.3253383350910953e-13,1.7437134321834199e-09,7.6284763611537521e-21,7.330848469238801e-21,7.3310280524604056e-21,3.7734124349411351e-11,5.4381672586782504e-15,2.4909671318232126e-15,1.5008664899525441e-18,2.6863237410128824e-19,1.7656432056272129e-16,1.0705798673985113e-17,1.4141339284590263e-18,2.2806911586433917e-20,1.038601435008594e-21,2.2546810975289481e-24,6.2309765354870393e-27,1.915821525726709e-21,1.6286900980064343e-23,5.0086842115367304e-12,1.7533468909977781e-18,8.8328621315097411e-19,1.5523495405752118e-22,2.459561971340948e-23,8.7801060080456005e-20,3.2050578735630466e-26,1.8083397065216746e-26,5.2869465726872437e-22,5.0864253856267068e-27,4.3201980103263849e-23,2.030268384490713e-27,6.2271943245389929e-30,1.5491794349277899e-26,2.689239814720232e-25,2.581388236182068e-25,2.3691023962790919e-27,1.0023788818931092e-18,1.7559140200574835e-23,2.8908196606908922e-24,3.9108838449344577e-24,7.5371682921788243e-26,1.9300623757614794e-28,1.2890970829130742e-26,2.2137917490892454e-29,3.7163896278543392e-26,2.5061505244092224e-24,8.8136184361926976e-27,7.1248384846887835e-31,5.4471983026924655e-32,3.383776614735468e-32,3.1056310694904523e-27,2.5046912621461652e-12,2.1355695565573883e-17,9.2737300597750409e-18,3.7673486030749966e-13,8.6434868028539009e-34,3.3230328972651163e-32,3.9773389378628769e-28,3.1223768074041738e-36,4.704260938288469e-35,8.2299669838291844e-39,4.1739672528678559e-13,3.413577434244576e-15,5.4432754263095287e-12
8.812295590470552e-10,0.4838414041068503,1.3202390730571863e-12,2.934446512221532e-16,4.0180664914578654e-13,1.4155694706887596e-19,2.2001318027985075e-15,0.0,0.0,3.135080559698787e-09,7.8593559532209332e-15,154.0,0.0,0.99992875654825153,0.99999999999391809,18.999988102237314,7.5157482227830266e-06,2.6315135539480979e-09,1.8588970156356501e-05,3.0161970604359063e-05,1.5068304301663253e-06,1.1732632001431373e-05,2.4271263130896249e-11,1.6192635564251222e-07,1.5428676895215621e-06,2.9022638270100495e-13,2.519601301064819e-08,1.6808888656274539e-09,1.0892689109530297e-09,1.0881412310386492e-09,6.6822620304415228e-13,5.3814163342019919e-12,4.5945254742619812e-13,1.8298610326942283e-09,8.8278628068216637e-21,8.4837153020455631e-21,8.483928435367484e-21,4.0523220386054197e-11,5.7907668680318794e-15,2.5514287604065682e-15,1.5534368492555313e-18,2.8169565230754886e-19,1.8861084122347896e-16,1.1668083319416106e-17,1.5708155030840612e-18,2.5407185053787596e-20,1.1849643275525652e-21,2.6142011362551336e-24,6.9413956194433613e-27,2.1380066467104559e-21,1.9008484810060452e-23,5.2451613187299853e-12,1.8397268788019753e-18,9.3543441470621186e-19,1.6288875203210678e-22,2.6184268564998834e-23,9.4178068969234066e-20,3.3942808300715365e-26,1.9151020193121383e-26,5.8045598743226355e-22,5.5844255222740353e-27,4.7424757475326243e-23,2.2287199089498637e-27,6.8358723036515335e-30,1.7006284066667403e-26,3.0227023138883627e-25,2.8987275452511258e-25,2.7247537211254179e-27,1.1122738530537085e-18,1.9230290271942834e-23,3.2000933404778128e-24,4.4217521353138415e-24,8.3573995193376154e-26,2.1822670583211723e-28,1.493828496060144e-26,2.6187702085884852e-29,4.0153127187030444e-26,2.774224556749064e-24,1.0136727602438246e-26,8.4422920747122729e-31,6.5911516246319212e-32,4.1110163666729971e-32,3.5104118893413261e-27,2.6187045382677294e-12,2.232780988672424e-17,9.6958701792152541e-18,4.0378511267872599e-13,9.6589843747865052e-34,3.7956410466286207e-32,4.642007705712114e-28,3.5664599843522274e-36,5.3737187500290789e-35,9.4004515955836672e-39,4.3740402920828494e-13,3.6567570776046976e-15,5.6403229562646443e-12
9.020661985703302e-10,0.48384140320632735,1.3593976371125627e-12,3.090725007296248e-16,4.2987599906666365e-13,1.5255712256830393e-19,2.4109038995719004e-15,0.0,0.0,3.2818912813171776e-09,8.5865574820691136e-15,154.0,0.0,0.99992707158428185,0.99999999999369715,18.999987776315688,7.6934018333934122e-06,2.6315093370474682e-09,1.898384763040163e-05,3.0875043317037584e-05,1.542487897185948e-06,1.205456592696793e-05,2.4845070741542197e-11,1.6576352655967665e-07,1.579378165986067e-06,2.9818996144736253e-13,2.6401517862383006e-08,1.7381887623542429e-09,1.1552058004783316e-09,1.1540098083028884e-09,7.0868791598423861e-13,5.6294484697042782e-12,4.8730296870393663e-13,1.9181185736257171e-09,1.0178797653295778e-20,9.7823024365625865e-21,9.7825543240376621e-21,4.3444613746045059e-11,6.1562937546205325e-15,2.6118900039308591e-15,1.6067841424653599e-18,2.9518014318024091e-19,2.0121645703091655e-16,1.2692831649727119e-17,1.740521174230518e-18,2.8233038304529576e-20,1.3477455345691588e-21,3.0206578819730541e-24,7.7134460071491254e-27,2.3799668775358713e-21,2.2101239068186069e-23,5.486661746002004e-12,1.928479382747393e-18,9.8931134122537798e-19,1.7075289100447968e-22,2.7840746284658847e-23,1.0086191288986214e-19,3.5897765722317305e-26,2.0254035280097294e-26,6.3593273494664194e-22,6.1181732729428496e-27,5.1949836295747942e-23,2.4413784388981481e-27,7.4881245645585983e-30,1.8629210104376815e-26,3.3883619160220369e-25,3.2463168423641122e-25,3.1235751436968754e-27,1.2312161050192122e-18,2.1019807455232475e-23,3.5343684673194317e-24,4.9847977589105933e-24,9.2449775628376425e-26,2.4602388411476361e-28,1.7249485321432181e-26,3.0850224347230092e-29,4.3303376123946308e-26,3.0635900743908052e-24,1.1620440428059312e-26,9.9620164434512051e-31,7.937681410154524e-32,4.9709132536605748e-32,3.9571441647382607e-27,2.7348506320900713e-12,2.3318109404122764e-17,1.0125907180362389e-17,4.3205065543543903e-13,1.0768958694721763e-33,4.3231499090779664e-32,5.3973297029848003e-28,4.0621316548055884e-36,6.1209893498228606e-35,1.0706906327375022e-38,4.5789505286823471e-13,3.911458096607156e-15,5.8405793674501248e-12
9.229028380936051e-10,0.4838414023057221,1.3989153933129035e-12,3.2514207187986507e-16,4.5916918994912325e-13,1.6414485871449059e-19,2.636217637605642e-15,0.0,0.0,3.4320328230721206e-09,9.3628521102041508e-15,154.0,0.0,0.99992538660106789,0.99999999999347233,18.99998745035855,7.8710528587076636e-06,2.6315053016204827e-09,1.9378686533821722e-05,3.1588111507074458e-05,1.5781452937431899e-06,1.2376531918256398e-05,2.5418874695513949e-11,1.6960067302397679e-07,1.6158885808391618e-06,3.0615433339539489e-13,2.7635187512673867e-08,1.7958588373159239e-09,1.2233599753692193e-09,1.2220933720033287e-09,7.5051066601408971e-13,5.8826288283343066e-12,5.1609127174909114e-13,2.0084883327094658e-09,1.169591882452261e-20,1.1240692409528221e-20,1.12409889038413e-20,4.6501272542133694e-11,6.5348452000823754e-15,2.6723508621511495e-15,1.6609092438972949e-18,3.0909521655355661e-19,2.1439802885649765e-16,1.3782763183003288e-17,1.9240025885336678e-18,3.1298416037571144e-20,1.5283446561351279e-21,3.4789037352764049e-24,8.5509376130482875e-27,2.6429763381817146e-21,2.5604811948012248e-23,5.7331579105405628e-12,2.0196323876570396e-18,1.0449366112011709e-18,1.7882985175206515e-22,2.956667754171812e-23,1.0786069911059133e-19,3.7916162869580992e-26,2.1392843972958753e-26,6.9530176936637729e-22,6.689370429681694e-27,5.6791534436546511e-23,2.6689168675758141e-27,8.1860149140383517e-30,2.0365709030855254e-26,3.788496848766752e-25,3.6262521887144672e-25,3.5696310020641454e-27,1.3597139446708398e-18,2.2933595383858357e-23,3.895093634710315e-24,5.6039818185191871e-24,1.0203854347908798e-25,2.7659344284808052e-28,1.985117688331975e-26,3.6199754770045412e-29,4.6619276171422627e-26,3.3753800694623525e-24,1.3279877335667389e-26,1.1709046685978458e-30,9.516277846928863e-32,5.9835516948313267e-32,4.4491347311455791e-27,2.853105750338168e-12,2.4326391246329679e-17,1.0563752966730904e-17,4.615538856470903e-13,1.1980094010602362e-33,4.9106125951173075e-32,6.2529889520321894e-28,4.6141401886734125e-36,6.9532385493250167e-35,1.2161846016718293e-38,4.7886964194162703e-13,4.1779556075289103e-15,6.0440450637148895e-12
9.4373947761688e-10,0.4838414014050492,1.4387918073367968e-12,3.4165557273399618e-16,4.8970776584952356e-13,1.7633833439835703e-19,2.876699190008054e-15,0.0,0.0,3.585505085251201e-09,1.0190390687199034e-14,154.0,0.0,0.9999237015986121,0.99999999999324396,18.999987124371355,8.0487012987556228e-06,2.6315014826493166e-09,1.9773492320833273e-05,3.2301175171600547e-05,1.6138026198479126e-06,1.2698524517191451e-05,2.5992674990707907e-11,1.7343779502000797e-07,1.6523989340909938e-06,3.1411936352956477e-13,2.8897021689604202e-08,1.8538848099184999e-09,1.2937454352604594e-09,1.2924059072403026e-09,7.9370305092653446e-13,6.1409299037385733e-12,5.45823392587711e-13,2.1009725871835387e-09,1.339485507736626e-20,1.2873921926876733e-20,1.2874269591261607e-20,4.9696163983369284e-11,6.9265145012028999e-15,2.7328113348204826e-15,1.7158130049712571e-18,3.2345025349633657e-19,2.2817276025003761e-16,1.4940674377342619e-17,2.1220384532168171e-18,3.4617826907838906e-20,1.7282461798078013e-21,3.9941711329196167e-24,9.4578344346140772e-27,2.9283644785402201e-21,2.9561955533375885e-23,5.9846223809149845e-12,2.1132142894671891e-18,1.1023301461728191e-18,1.8712215153052255e-22,3.1363705008438638e-23,1.1518262208185912e-19,3.9998722607883657e-26,2.2567854122750964e-26,7.5874459694720699e-22,7.2997633987057354e-27,6.1964540511255841e-23,2.9120255120054377e-27,8.9316605983442641e-30,2.222105043233521e-26,4.2254921616052521e-25,4.0407240761124163e-25,4.0672642013676641e-27,1.4982913954284615e-18,2.4977755379179761e-23,4.2837751562117017e-24,6.2834751027218505e-24,1.1238140696042406e-25,3.1014141289239857e-28,2.2771962844538586e-26,4.2317472331154429e-29,5.010548836664364e-26,3.7107597724253373e-24,1.5131195098281381e-26,1.3710822208733456e-30,1.1359850085609311e-31,7.171475636791945e-32,4.9898764555439036e-27,2.9734463648824841e-12,2.535245480263347e-17,1.1009320423555877e-17,4.9231695055480092e-13,1.3299415485187737e-33,5.5634366345201099e-32,7.2194276268873984e-28,5.2275670085003679e-36,7.8781350070519673e-35,1.3778663278909244e-38,5.0032763509011914e-13,4.4565246334741671e-15,6.2507203896923643e-12
9.64576117140155e-10,0.4838414005043213,1.4790263444065107e-12,3.586152049193211e-16,5.2151301321850874e-13,1.8915593041008419e-19,3.1329856063611125e-15,0.0,0.0,3.7423079791976197e-09,1.1071369999287886e-14,154.0,0.0,0.99992201657691615,0.99999999999301192,18.999986798358705,8.2263471535671324e-06,2.6314973282072198e-09,2.0168269593551131e-05,3.3014234307748028e-05,1.6494598757932642e-06,1.3020539117724412e-05,2.6566471623739147e-11,1.7727489253133091e-07,1.6889092260417586e-06,3.2208493791109331e-13,3.0187020121143437e-08,1.912252974568385e-09,1.3663756395094583e-09,1.3649608593976846e-09,8.3827333669689035e-13,6.4043243365013684e-12,5.7650503813829242e-13,2.195573613852515e-09,1.5292262526176235e-20,1.4698017119080319e-20,1.4698423293114204e-20,5.3032254493618556e-11,7.331391158272236e-15,2.7932714217058161e-15,1.7714961948877633e-18,3.3825464462425702e-19,2.4255819589923943e-16,1.6169440049708894e-17,2.3354350958568018e-18,3.8206357053578595e-20,1.9490226338814725e-21,4.5720926705311134e-24,1.0438258248270019e-26,3.2375175562990656e-21,3.4018673558288951e-23,6.2410278762855191e-12,2.2092538913592879e-18,1.1615121735104469e-18,1.9563234372910893e-22,3.323348957304673e-23,1.2283596469753282e-19,4.2146178899871275e-26,2.3779479841751867e-26,8.264474078025979e-22,7.9511436541316653e-27,6.7483917497998555e-23,3.1714122832648347e-27,9.7272328254425609e-30,2.4200638212700314e-26,4.7018423215149707e-25,4.4920195068209348e-25,4.6211079059404464e-27,1.6474882799754686e-18,2.7158590078857968e-23,4.7019785255715539e-24,7.0276649800778936e-24,1.2352110408642436e-25,3.468845262367511e-28,2.6042542916105631e-26,4.9291895609777291e-29,5.3766701747959759e-26,4.0709268357519785e-24,1.7191630337752333e-26,1.599734465144506e-30,1.3505004631793444e-31,8.5599050246302891e-32,5.583054687518155e-27,3.0958492099249483e-12,2.6396101699017388e-17,1.1462523407365534e-17,5.2436175022270717e-13,1.4734300274549145e-33,6.2874008074085752e-32,8.3078821457417096e-28,5.9078424061633778e-36,8.9038741179709894e-35,1.5571670192036406e-38,5.2226886535425264e-13,4.7474401007499177e-15,6.4606056400252093e-12
9.8541275666343e-10,0.4838413996035494,1.5196184693432687e-12,3.760231641542439e-16,5.5460596405266768e-13,2.0261622898606378e-19,3.4057246711737994e-15,0.0,0.0,3.9024414254330734e-09,1.2008032768138373e-14,154.0,0.0,0.99992033153598259,0.999999999992776,18.999986472324494,8.4039904231720349e-06,2.631492964072103e-09,2.0563022245432489e-05,3.3727288912648008e-05,1.6851170615449585e-06,1.3342571822426653e-05,2.7140264592372345e-11,1.8111196554279583e-07,1.7254194566563729e-06,3.3005096013032903e-13,3.1505182535147e-08,1.9709501714567348e-09,1.4412635307873333e-09,1.4397711577094667e-09,8.842294719727867e-13,6.6727849132907929e-12,6.0814169621929219e-13,2.2922936891343305e-09,1.7405866927133266e-20,1.673003436681343e-20,1.6730507236908088e-20,5.6512509810916925e-11,7.7495610779845379e-15,2.8537311225657911e-15,1.8279596518925653e-18,3.535177885429355e-19,2.5757221974862751e-16,1.7472014982221575e-17,2.5650271229553055e-18,4.2079686041423979e-20,2.1923383406155216e-21,5.2187248820098623e-24,1.1496492965893429e-26,3.5718803838324977e-21,3.9024393586062837e-23,6.5023472655036294e-12,2.3077804000253225e-18,1.2225032288174977e-18,2.0436301753665857e-22,3.5177710584223143e-23,1.3082909972343207e-19,4.435927689262284e-26,2.5028141552662537e-26,8.9860113134221546e-22,8.6453482714017594e-27,7.3365107000717925e-23,3.4478028867508514e-27,1.0574957379234683e-29,2.6310012122308233e-26,5.2201542456180213e-25,4.9825244125777519e-25,5.2360994297112337e-27,1.8078603164626868e-18,2.9482607538048395e-23,5.1513301096948445e-24,7.8411635782896898e-24,1.3550205005181864e-25,3.8705062019628341e-28,2.9695831834323992e-26,5.7219408648034657e-29,5.760763324332968e-26,4.4571115460751154e-24,1.9479551201871393e-26,1.8601371546436221e-30,1.5992392513291322e-31,1.0177008511740511e-31,6.2325548107724172e-27,3.2202912788037853e-12,2.7457135771021563e-17,1.1923276734171141e-17,5.5770994054819945e-13,1.6292490492960606e-33,7.0886754080290272e-32,9.5304252281754525e-28,6.6607645853915676e-36,1.0039206776069354e-34,1.7556148483649788e-38,5.4469316141758811e-13,5.050976835809849e-15,6.6737010677756375e-12
9.999999999999999e-10,0.4838413987027423,1.5482485761707423e-12,3.8847803779652804e-16,5.7855100574463714e-13,2.1243198808729286e-19,3.6068059518684587e-15,0.0,0.0,4.016529046820403e-09,1.2698129164068021e-14,154.0,0.0,0.99991915186684122,0.9999999999926088,18.999986244064534,8.5283527774011316e-06,2.6314901438634391e-09,2.0839366465328872e-05,3.4226479043768507e-05,1.7100797802678094e-06,1.3568028363416958e-05,2.7541961430387983e-11,1.8379819590660854e-07,1.7509793773766814e-06,3.3562800801683044e-13,3.2444757181844225e-08,2.0122317192306662e-09,1.4950410064798777e-09,1.4934929124071921e-09,9.1723109972331369e-13,6.863728193639026e-12,6.3086093459203781e-13,2.3612673963949608e-09,1.9024250913786184e-20,1.8285998117627598e-20,1.8286523042291978e-20,5.9036334504198418e-11,8.0502670710292508e-15,2.8960573133126676e-15,1.8679532238772965e-18,3.6448119550182985e-19,2.6846699982640519e-16,1.8429463344201728e-17,2.7358581733622522e-18,4.4969493256606889e-20,2.3770294104962775e-21,5.7157706913770017e-24,1.2286019605858428e-26,3.8217656896374865e-21,4.2883732833351626e-23,6.6882006106167792e-12,2.3782522809468135e-18,1.2662893284729456e-18,2.106077689976665e-22,3.6584019412215658e-23,1.3663164362800819e-19,4.5948082481084543e-26,2.5924568512282942e-26,9.5186759870416776e-22,9.1578358523763681e-27,7.7706161641520463e-23,3.6518139064502832e-27,1.1200684341286911e-29,2.786700510913432e-26,5.6094366614437354e-25,5.3505765973761876e-25,5.7058302885840711e-27,1.9270888199850752e-18,3.1198393811958052e-23,5.485348638088004e-24,8.4545050942837251e-24,1.4441488989411118e-25,4.1733465610444533e-28,3.2499939188361758e-26,6.3392203133498014e-29,6.0406068365144099e-26,4.7436285050557536e-24,2.1227066814592038e-26,2.0632330248398767e-30,1.7961347005185427e-31,1.1461858141183059e-31,6.7229547526316583e-27,3.308611587106584e-12,2.8210183860801934e-17,1.2250287341425118e-17,5.8184334394883161e-13,1.7461054180003786e-33,7.6991434499685185e-32,1.0472992963780006e-27,7.2343954117473608e-36,1.0904219597050678e-34,1.9068065588053829e-38,5.6067926098975214e-13,5.2711337554130234e-15,6.8247946545485191e-12
