Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153)
3.879769617933333e-08,0.45930322191471296,1.0017466642127403e-06,2.3489008834046419e-08,2.1000088950458414e-06,1.2562311666982503e-10,6.3712080830333086e-07,0.0,0.0,0.00058866703421607688,6.6754670845985145e-05,154.0,0.0,0.88690703521920355,1.0,18.995495560826136,0.0051124613700009019,5.5884078488561623e-07,0.021012253469702584,0.028181141932476325,0.017509626972441138,0.0032671329544682794,9.9166149187775757e-09,6.411304314860249e-05,0.028121460163905366,3.6807858042201428e-11,0.0044676848723579589,2.4496956919618879e-05,0.003937990367277217,0.0039054138457754128,1.3091917887757365e-06,2.6632170771820983e-06,7.9936887364464997e-07,0.00087515202017922756,2.2375727499137458e-06,6.1314346102287517e-06,6.4397648231649052e-06,0.00051184063118129761,4.0767740799229413e-08,4.9944466943301189e-13,1.0486782921777316e-12,3.0817685575223962e-11,4.1409663633740976e-07,1.8015724937247217e-06,1.7557773040443852e-07,2.3939060005516983e-07,5.0609765110668126e-08,1.2451335987381282e-08,1.3230538112804814e-13,2.2066529526630807e-08,2.0001407620371128e-08,1.6184261541125675e-06,5.9057322623188354e-10,9.1532409493980921e-11,3.0644206519079186e-13,6.488578864010421e-13,1.8645084767206897e-09,1.4562694911336165e-18,8.3549137756789822e-19,3.2370896599471364e-10,6.6753965819174434e-15,4.4929984118313366e-11,1.0893189985702082e-15,7.585783201918882e-17,8.3798579186908254e-15,1.0774514156250378e-10,7.3371779498828761e-11,3.4373362063675021e-11,8.1964052291499431e-07,4.5081494489520756e-10,1.0323727287063748e-08
3.935797748378414e-08,0.4593033541930825,1.0182896690967341e-06,2.4276920325415818e-08,2.2040285969198049e-06,1.3301128774007887e-10,6.8074788102847295e-07,0.0,0.0,0.00060246030624771271,7.0222070579049515e-05,154.0,0.0,0.88538959619323288,1.0,18.995426946462963,0.0051782325816118677,5.5797069038709488e-07,0.021211356558111627,0.028511894003443016,0.017745353428286037,0.0032981090886853152,1.0032963582278729e-08,6.4865283196500914e-05,0.028505467824700367,3.7156838376913306e-11,0.0045850522123308856,2.4730329521719819e-05,0.0040405651792477315,0.0040059051790474337,1.3428738711548739e-06,2.7002438414506881e-06,8.1993471883711782e-07,0.00090576513857286965,2.3651656676504365e-06,6.5478546624484799e-06,6.8822098949720072e-06,0.00053119483024369597,4.2199922870262014e-08,5.053046670825046e-13,1.0852883230845621e-12,3.1986231837508537e-11,4.3070549303944715e-07,1.9025833182456229e-06,1.8544887934087729e-07,2.5334641692256383e-07,5.3623560043502186e-08,1.3510106039286151e-08,1.4001842520435912e-13,2.3754998153757344e-08,2.188410941106877e-08,1.6406055085747647e-06,6.3189605909045917e-10,9.7941110506256915e-11,3.2788414399293259e-13,6.9736833162091471e-13,2.0040809473868838e-09,1.5582311440299932e-18,8.9398884823146317e-19,3.5141505710144238e-10,7.2467407244891887e-15,4.8434558819365464e-11,1.1742821812714967e-15,8.1774803694589713e-17,9.0334592329968045e-15,1.1743337627068665e-10,7.969681545548333e-11,3.7736560815203349e-11,8.7322673195015089e-07,4.8124849553233786e-10,1.11390703035099e-08
3.9918258788234954e-08,0.45930348893213213,1.0347495276965539e-06,2.5077473470017529e-08,2.3113050918656399e-06,1.4069616941061896e-10,7.2660760488218345e-07,0.0,0.0,0.00061630633162143393,7.3807758704321882e-05,154.0,0.0,0.88387555868573764,1.0,18.995358175828148,0.005243788303380262,5.571025673554034e-07,0.02140782143421615,0.028840451511748341,0.017980616106350728,0.0033286742107192183,1.0148538965122484e-08,6.5612523720717098e-05,0.028888877716748456,3.7501188205821808e-11,0.0047035821078010732,2.4960614418999296e-05,0.0041441060960518668,0.0041072618999278485,1.3768457720906744e-06,2.7372129202829036e-06,8.4067752509253883e-07,0.00093697950488480237,2.497661668324764e-06,6.9853215178546036e-06,7.3474511532569107e-06,0.00055094105240533994,4.3660371963496819e-08,5.1112571812564486e-13,1.1226161572251261e-12,3.317855472040193e-11,4.4768162427942014e-07,2.0075018137980477e-06,1.9570294841194583e-07,2.6786624856567213e-07,5.6762004630593328e-08,1.4639920096701698e-08,1.4804318677635885e-13,2.5544115151240658e-08,2.390985510690026e-08,1.6627412146423288e-06,6.7561030847818614e-10,1.0472096035540762e-10,3.5056711634154964e-13,7.4892018702418446e-13,2.1524164890526476e-09,1.6660977297392286e-18,9.5587409875314589e-19,3.8115870595952364e-10,7.8601026012964688e-15,5.2169744735311388e-11,1.2648357671500712e-15,8.8081129333825294e-17,9.7300662347060466e-15,1.2787296042426693e-10,8.6488334180922208e-11,4.1384626243344734e-11,9.2937671409812704e-07,5.1320908145149153e-10,1.2004369673679262e-08
4.0478540092685767e-08,0.4593036260883176,1.0511243798733882e-06,2.5890595544354048e-08,2.4218716339106815e-06,1.4868353386226381e-10,7.7477394571474367e-07,0.0,0.0,0.00063020145015701295,7.7513400164154337e-05,154.0,0.0,0.88236492276512957,1.0,18.995289248588481,0.0053091291127306192,5.5623641616538967e-07,0.021601664741045287,0.029166817211698195,0.018215416032608196,0.0033588309202591117,1.0263342041655266e-08,6.6354771020105057e-05,0.029271691195618867,3.7840936817297794e-11,0.0048232613102418657,2.5187831049450693e-05,0.0042486002905720577,0.0042094680236558803,1.4111021284414562e-06,2.77412444411186e-06,8.615940177163664e-07,0.0009687965048668706,2.6351478453397701e-06,7.4445182567095271e-06,7.8362590320283293e-06,0.00057107882579995276,4.5149154873352252e-08,5.1690787163090866e-13,1.1606634380803569e-12,3.4394628112588089e-11,4.65025299234657e-07,2.1164077110285525e-06,2.0634777396344882e-07,2.8296229859784682e-07,6.0027877037655793e-08,1.584425221751057e-08,1.5638641049254183e-13,2.7438170737363047e-08,2.60868648633215e-08,1.6848333686475265e-06,7.2182146962303232e-10,1.1188834642042395e-10,3.7454572356319052e-13,8.0366353499052017e-13,2.3099483075719738e-09,1.7801299694662996e-18,1.0212967101823444e-18,4.13064919424498e-10,8.5180600569762001e-15,5.6147672004278878e-11,1.3612737765393572e-15,9.4797288935978139e-17,1.0471940758739572e-14,1.391130249240869e-10,9.3774890692599382e-11,4.5338134231487558e-11,9.8816511993247455e-07,5.4674544539447589e-10,1.2921771620800034e-08
4.103882139713658e-08,0.4593037656185102,1.0674124759728381e-06,2.671621230532595e-08,2.5357602675696473e-06,1.5697908611706437e-10,8.2532177006369121e-07,0.0,0.0,0.00064414204846721201,8.1340625300374295e-05,154.0,0.0,0.88085768829561517,1.0,18.995220164492746,0.0053742555862866231,5.5537223706439334e-07,0.021792903207091315,0.029490994035132827,0.018449754232788242,0.0033885818301941399,1.0377373848813863e-08,6.7092031798193718e-05,0.029653909617044089,3.8176113648418684e-11,0.0049440766445632131,2.5411998951846811e-05,0.0043540350169069863,0.0043125076117808596,1.4456375926661287e-06,2.8109785433963014e-06,8.826809315404247e-07,0.0010012174064245617,2.7777099772945411e-06,7.9261357493946218e-06,8.3494145411633056e-06,0.00059160757026626668,4.6666332833001525e-08,5.2265117981921935e-13,1.1994316683252844e-12,3.5634419323361615e-11,4.8273668249058722e-07,2.2293805321186701e-06,2.1739117200733491e-07,2.986467498608677e-07,6.3423951934912583e-08,1.712667914448492e-08,1.6505482952148623e-13,2.9441561599825447e-08,2.8423668922426831e-08,1.7068820669058103e-06,7.7063786686338784e-10,1.194600960996719e-10,3.9987617502302991e-13,8.6175337310231779e-13,2.4771238353501799e-09,1.9005955850708833e-18,1.0904102799862152e-18,4.4726466369044861e-10,9.2233138274917809e-15,6.0380911012034552e-11,1.4639008982859652e-15,1.0194450579517459e-16,1.1261426710803143e-14,1.5120526472071933e-10,1.0158637942277975e-10,4.9618885297939601e-11,1.049667019669639e-06,5.819068212880869e-10,1.389347079857204e-08
4.159910270158739e-08,0.45930390747999394,1.083612172496903e-06,2.7554248074347059e-08,2.653001823169198e-06,1.6558846108756387e-10,8.7832681681052963e-07,0.0,0.0,0.00065812456074619888,8.5291029236906672e-05,154.0,0.0,0.87935385494011575,1.0,18.995150923369845,0.0054391682998555348,5.5451003017414543e-07,0.021981553642206199,0.029812985088889334,0.018683631732322722,0.0034179295659752247,1.0490635485229938e-08,6.7824313157402604e-05,0.030035534336833938,3.8506748277783446e-11,0.0050660150095241567,2.5633137760934692e-05,0.0044603976107815326,0.0044163647737577643,1.4804468333598675e-06,2.8477753486121829e-06,9.0393501124998281e-07,0.0010342433608897142,2.9254324758128786e-06,8.4308723804676073e-06,8.8877090203399488e-06,0.00061252659980737224,4.8211961573996938e-08,5.2835569801886187e-13,1.2389222113529701e-12,3.6897889231148158e-11,5.0081583616182405e-07,2.3464995651971756e-06,2.288409356991271e-07,3.1493176027119603e-07,6.6952999523347777e-08,1.8490880885533842e-08,1.7405516325617798e-13,3.1558791213333382e-08,3.0929111889936401e-08,1.7288874057105872e-06,8.2217065396791133e-10,1.2745347687118186e-10,4.2661614829091642e-13,9.2334965487236694e-13,2.6544048506685544e-09,2.0277693000265535e-18,1.1633724225999746e-18,4.8389504468711729e-10,9.9786912602209136e-15,6.488247789644404e-11,1.5730326229586368e-15,1.0954475579407814e-16,1.2100951092147053e-14,1.6420403079529629e-10,1.0995407145182282e-10,5.4249959343473497e-11,1.1139578612001026e-06,6.1874291160239682e-10,1.4921709914229655e-08
4.2159384006038204e-08,0.4593040516304634,1.0997219279433908e-06,2.8404625818358875e-08,2.773625913365116e-06,1.7451722076434069e-10,9.3386566844328193e-07,0.0,0.0,0.00067214546950827717,8.9366171304375603e-05,154.0,0.0,0.87785342216319462,1.0,18.995081525126892,0.0055038678284129129,5.5364979549259157e-07,0.022167632933535391,0.030132793652250238,0.018917049556291577,0.0034468767649824487,1.060312811033189e-08,6.8551622593228249e-05,0.030416566710790766,3.8832870418394525e-11,0.0051890633781280209,2.5851267202673352e-05,0.0045676754899368188,0.0045210236685400227,1.5155245357892542e-06,2.8845149902443822e-06,9.2535301171048359e-07,0.0010678754043114049,3.0783983349942449e-06,8.9594337682594401e-06,9.4519438873407323e-06,0.0006338351250322927,4.9786091386759902e-08,5.3402148462023222e-13,1.2791362928204946e-12,3.8184992430966266e-11,5.1926272200206139e-07,2.4678438393756437e-06,2.4070483287690598e-07,3.3182945876253603e-07,7.0617784583030924e-08,1.9940641238018e-08,1.833941150715626e-13,3.3794470112732067e-08,3.361235682885135e-08,1.7508494813280638e-06,8.7653381215339927e-10,1.3588619599451547e-10,4.5482478811415042e-13,9.8861732662640364e-13,2.8422675858852237e-09,2.1619328346775242e-18,1.2403447667055991e-18,5.2309948900773945e-10,1.0787150044987699e-14,6.9665839719836854e-11,1.6889953679727512e-15,1.1762077613668537e-16,1.2993024962133911e-14,1.781664232488136e-10,1.189106515247115e-10,5.9255771724102126e-11,1.1811134280964165e-06,6.5730386447755443e-10,1.6008779314591534e-08
4.2719665310489016e-08,0.45930419802802297,1.1157402988055622e-06,2.9267267227864958e-08,2.8976609308163972e-06,1.8377085154068235e-10,9.9201572195909662e-07,0.0,0.0,0.00068620130627766371,9.3567574506044294e-05,154.0,0.0,0.87635638923398607,1.0,18.995011969747321,0.0055683547460875626,5.5279153289556922e-07,0.022351158041489294,0.030450423174379512,0.019150008729369603,0.0034754260758982666,1.0714852943442541e-08,6.9273967988410984e-05,0.030797008094626079,3.9154509910580827e-11,0.0053132087980004598,2.6066407089515551e-05,0.0046758561545004601,0.0046264685061687049,1.5508654024262207e-06,2.9211975987785233e-06,9.4693169829351628e-07,0.0011021144587642358,3.2366890824902473e-06,9.5125324802653806e-06,1.0042930380963648e-05,0.0006555322555791863,5.1388767181900219e-08,5.396486010303903e-13,1.3200750022153705e-12,3.9495677380793511e-11,5.3807720350217955e-07,2.5934921004033803e-06,2.5299060366144317e-07,3.4935194132419407e-07,7.4421065543407091e-08,2.1479848257271189e-08,1.930783701350334e-13,3.6153316121993299e-08,3.648288916549399e-08,1.7727683899921701e-06,9.3384414581631323e-10,1.4477639986005999e-10,4.8456270420287183e-13,1.0577263605060669e-12,3.0412028244102366e-09,2.3033748958859947e-18,1.3214929492923064e-18,5.6502792519110149e-10,1.1651781952399798e-14,7.4744919302663119e-11,1.8121265945519526e-15,1.2619607350926482e-16,1.3940244338008186e-14,1.9315238543026304e-10,1.2849025480331458e-10,6.4662130626948454e-11,1.2512097976433436e-06,6.9764025064586775e-10,1.7157016535880388e-08
4.327994661493983e-08,0.45930434663118347,1.1316659357251535e-06,3.0142092792100348e-08,3.0251340469806686e-06,1.9335476167307763e-10,1.0528551594406181e-06,0.0,0.0,0.00070028865223007721,9.7896725024423893e-05,154.0,0.0,0.87486275522912915,1.0,18.994942257289075,0.005632629626146776,5.5193524213873384e-07,0.022532145995753497,0.030765877271747052,0.019382510275774124,0.0035035801580869581,1.0825811262869563e-08,6.9991357607062046e-05,0.031176859843878246,3.9471696715010692e-11,0.0054384383917505039,2.6278577315734746e-05,0.0047849271873372902,0.0047326835493572686,1.5864641534799147e-06,2.9578233046929231e-06,9.6866784720157635e-07,0.0011369613336732521,3.4003847322091635e-06,1.0090887744583279e-05,1.0661489298778379e-05,0.00067761700251961379,5.3020028552327887e-08,5.4523711162726988e-13,1.3617392944417506e-12,4.0829886546803286e-11,5.572590479759784e-07,2.7235227869375847e-06,2.6570595811707522e-07,3.6751126713468992e-07,7.8365593575439093e-08,2.3112494669521762e-08,2.0311459326957089e-13,3.8640154539384357e-08,3.9550520403957663e-08,1.7946442278995551e-06,9.9422127600533246e-10,1.5414267298364019e-10,5.1589196784270208e-13,1.1308517835646295e-12,3.2517159863722618e-09,2.4523911610365517e-18,1.4069866064795424e-18,6.0983696518111208e-10,1.2575816575846211e-14,8.0134099712503078e-11,1.9427749163125365e-15,1.352949316594087e-16,1.4945291030224276e-14,2.092247990326426e-10,1.3872850330763273e-10,7.0496295725009902e-11,1.3243232989341643e-06,7.398030401755248e-10,1.8368805818125494e-08
4.384022791939064e-08,0.4593044973988601,1.1474975797922452e-06,3.1029021871445915e-08,3.156071211995456e-06,2.032742788760587e-10,1.116462918339333e-06,0.0,0.0,0.00071440413878691878,0.00010235507176786316,154.0,0.0,0.87337251903570157,1.0,18.994872387882719,0.0056966930409818135,5.5108092285942032e-07,0.022710613891338573,0.031079159725542798,0.019614555219213365,0.0035313416809801489,1.0936004404994825e-08,7.0703800088767893e-05,0.031556123313831515,3.9784460905784167e-11,0.0055647393573148071,2.6487797852798202e-05,0.0048948762543806704,0.0048396531150710345,1.6223155274272705e-06,2.9943922384506551e-06,9.9055824579200411e-07,0.0011724167271547029,3.5695637386501275e-06,1.0695225157650486e-05,1.1308450729963607e-05,0.00070008828074331192,5.4679909836120957e-08,5.5078708371379719e-13,1.4041299914260334e-12,4.2187556547438446e-11,5.7680792863296844e-07,2.8580140074244148e-06,2.7885857397288908e-07,3.863194547900458e-07,8.245411170547971e-08,2.4842678229458621e-08,2.1350942686921103e-13,4.125991827917535e-08,4.2825391645296828e-08,1.8164770912046572e-06,1.0577876316583314e-09,1.6400403665147166e-10,5.4887610734907984e-13,1.2081737029344933e-12,3.4743272029137887e-09,2.6092842564775422e-18,1.4969993611483618e-18,6.5769008578724267e-10,1.356262507351299e-14,8.5848228403158335e-11,2.0813001993126182e-15,1.4494241838429262e-16,1.6010933412115422e-14,2.2644958008473061e-10,1.4966254200012329e-10,7.678703808460739e-11,1.4005304710759838e-06,7.8384357906189062e-10,1.9646577584987514e-08
4.4400509223841454e-08,0.4593046502903713,1.1632340589857588e-06,3.1927972767192751e-08,3.2904971556100044e-06,2.135346480497855e-10,1.1829186614985581e-06,0.0,0.0,0.00072854444816285602,0.00010694402595640654,154.0,0.0,0.87188567935415306,1.0,18.994802361729651,0.0057605455620936587,5.5022857457827166e-07,0.022886578884670692,0.031390274479081597,0.019846144582835751,0.0035587133234685096,1.1045433763361643e-08,7.1411304442687217e-05,0.031934799859436272,4.0092832663559913e-11,0.005692098968285199,2.6694088744787288e-05,0.005005691104944642,0.00494736157610057,1.6584142815416798e-06,3.0309045304917354e-06,1.0125996928997326e-06,0.0012084812273718624,3.7443029528678132e-06,1.1326276388528934e-05,1.1984653783461226e-05,0.00072294491132294961,5.636844018011259e-08,5.5629858747190944e-13,1.4472477837400467e-12,4.356861829628851e-11,5.9672342663767298e-07,2.9970435175864539e-06,2.9245609440376396e-07,4.0578847862614419e-07,8.6689353950745937e-08,2.6674602022735444e-08,2.2426948886649242e-13,4.4017647970266997e-08,4.6317976908093657e-08,1.8382670760148542e-06,1.1246684386261745e-09,1.7437994722461676e-10,5.8358010237211275e-13,1.2898773270518579e-12,3.7095713790706915e-09,2.7743637305451698e-18,1.5917088074648187e-18,7.0875780996957827e-10,1.4615723906782498e-14,9.1902620999210425e-11,2.2280736535709233e-15,1.5516439192036381e-16,1.7140027123935698e-14,2.4489577576548333e-10,1.6133107446812466e-10,8.3564701297358751e-11,1.4799080215456586e-06,8.2981356569184819e-10,2.0992807889870751e-08
4.4960790528292266e-08,0.45930480526543604,1.1788742847486549e-06,3.2838862788756958e-08,3.4284353891325251e-06,2.2414102913862966e-10,1.2523027469481694e-06,0.0,0.0,0.000742706313867648,0.00011166496074618947,154.0,0.0,0.87040223470123923,1.0,18.994732179100321,0.0058241877600790299,5.4937819670117449e-07,0.023060058189723245,0.031699225635200112,0.020077279389179883,0.0035856977733001272,1.115410078775473e-08,7.2113880041614267e-05,0.032312890835230569,4.039684226877843e-11,0.0058205045742197453,2.6897470103865968e-05,0.0051173595720170736,0.0050557933626281812,1.6947551924185409e-06,3.0673603112254283e-06,1.0347889991581917e-06,0.0012451553139051403,3.9246775800675723e-06,1.1984778879986074e-05,1.2690946311682021e-05,0.00074618562385835063,5.808564360416062e-08,5.617716959162476e-13,1.4910932322410875e-12,4.4972997143740467e-11,6.1700503315490615e-07,3.1406886985118664e-06,3.0650612587079697e-07,4.2593026513451763e-07,9.1074044476257615e-08,2.86125747137549e-08,2.3540137075154658e-13,4.6918492012145071e-08,5.0039086247342048e-08,1.8600142783856864e-06,1.1949917065188131e-09,1.8529029410241102e-10,6.200703770702888e-13,1.3761529829304298e-12,3.9579982452101909e-09,2.9479460211618611e-18,1.6912964922904724e-18,7.6321788777287502e-10,1.5738778571394692e-14,9.8313064722086985e-11,2.3834779158821262e-15,1.65987506727765e-16,1.8335515709951676e-14,2.6463566196702674e-10,1.7377439816040085e-10,9.086126380662592e-11,1.5625327847367003e-06,8.7776502720619246e-10,2.2410017829211022e-08
4.552107183274308e-08,0.45930496228417117,1.1944172486921812e-06,3.3761608318440603e-08,3.5699082083579896e-06,2.3509849511889642e-10,1.3246961975026053e-06,0.0,0.0,0.00075688652116305977,0.00011651921089162332,154.0,0.0,0.86892218341295413,1.0,18.994661840332437,0.0058876202046166436,5.4852978852117808e-07,0.023231069074190695,0.032006017453646507,0.020307960660125423,0.0036122977264853901,1.1262006983280424e-08,7.2811536616022835e-05,0.032690397595262773,4.069652009498049e-11,0.0059499436009374795,2.7097962105798511e-05,0.0052298695725340469,0.0051649329637867116,1.7313330564987437e-06,3.1037597110226657e-06,1.0571229873189332e-06,0.00128243935913569,4.1107611388301913e-06,1.2671475546617389e-05,1.3428184629996629e-05,0.00076980905879970218,5.983153906606285e-08,5.6720648484781455e-13,1.5356667697287506e-12,4.6400613017373366e-11,6.3765215138051294e-07,3.2890265353403772e-06,3.2101623602063574e-07,4.4675668947090216e-07,9.5610896773098619e-08,3.0661010739119814e-08,2.4691163564246601e-13,4.9967706588591833e-08,5.3999868668891262e-08,1.8817187943161545e-06,1.2688882134074759e-09,1.9675539734883786e-10,6.5841479217406802e-13,1.467196129482244e-12,4.2201723970193583e-09,3.1303544180721799e-18,1.7959478935163671e-18,8.2125547673495842e-10,1.6935607317768294e-14,1.050958214543144e-10,2.5479071237821113e-15,1.774392186638835e-16,1.9600431187454093e-14,2.8574484153145624e-10,1.8703443913489562e-10,9.8710402396560661e-11,1.6484816807362559e-06,9.2775029578458639e-10,2.3900772923849078e-08
4.608135313719389e-08,0.4593051213070908,1.209862019423792e-06,3.4696124873830901e-08,3.7149366974417974e-06,2.4641203011370831e-10,1.4001806701930425e-06,0.0,0.0,0.0007710819074757424,0.00012150807244460238,154.0,0.0,0.86744552364745564,1.0,18.994591345829225,0.0059508434644537592,5.476833492200506e-07,0.023399628855705561,0.032310654348464529,0.020538189416844696,0.0036385158867083545,1.1369153909447389e-08,7.3504284248117658e-05,0.033067321493015681,4.0991896602151363e-11,0.0060804035507969643,2.729558498551702e-05,0.0053432091076356398,0.0052747649292098908,1.7681426905896964e-06,3.140102860208595e-06,1.0795984925696956e-06,0.0013203336296417395,4.3026254219646027e-06,1.338711447025395e-05,1.4197233232244353e-05,0.00079381376974927223,6.1606140527081294e-08,5.7260303280765343e-13,1.5809687026165007e-12,4.7851380561066538e-11,6.5866409855707476e-07,3.4421335965410507e-06,3.3599395164321053e-07,4.6827957205586086e-07,1.0030261285784973e-07,3.2824430447182642e-08,2.5880681640653994e-13,5.3170655639606946e-08,5.8211814836992099e-08,1.9033807197440953e-06,1.3464914884113539e-09,2.0879600499375221e-10,6.9868263595076202e-13,1.5632073668895685e-12,4.4966733240540381e-09,3.3219190199056084e-18,1.9058523954290992e-18,8.8306332159600214e-10,1.8210184856905435e-14,1.1226763043926632e-10,2.7217669807582178e-15,1.8954778954149205e-16,2.0937894548412189e-14,3.083023430860356e-10,2.011547862759199e-10,1.0714755681011572e-10,1.7378316743700012e-06,9.7982198487707898e-10,2.5467682469418947e-08
4.720191574609552e-08,0.45930544520950867,1.2404536227373787e-06,3.6600129161595597e-08,4.0157389954074911e-06,2.7012678925109001e-10,1.5607522965906235e-06,0.0,0.0,0.00079950582975308129,0.0001318946190062428,154.0,0.0,0.86450237044580325,1.0,18.994449891546935,0.0060766647002798452,5.4599637343670204e-07,0.023729464607814613,0.032913481779128562,0.020997293468474825,0.0036898176779063341,1.158117645818706e-08,7.4875094736935409e-05,0.033819426112342059,4.1569867892533108e-11,0.0063443366135925742,2.7682304587771597e-05,0.0055723292085338777,0.0054964444631037338,1.8424366409566927e-06,3.2126209277745885e-06,1.1249614591603417e-06,0.0013979533922685017,4.7039744838320846e-06,1.4908235401411172e-05,1.5834258414018151e-05,0.00084296081344329419,6.5241492707330235e-08,5.8328173339646321e-13,1.6737583584769647e-12,5.0822003637760878e-11,7.017793309119363e-07,3.7629594638112249e-06,3.6738209047782982e-07,5.134617004482363e-07,1.1016138248086682e-07,3.7514832194179029e-08,2.8377789497571039e-13,6.0059751146840368e-08,6.7436883614333815e-08,1.946577182510883e-06,1.5133660907902475e-09,2.3468884623194332e-10,7.852728360881936e-13,1.7709622402171688e-12,5.0950479943680025e-09,3.7338709718803305e-18,2.1421975952226242e-18,1.0187997632640084e-09,2.1009289510661041e-14,1.2784776164939385e-10,3.099459592112591e-15,2.1585260659863466e-16,2.3843396119613903e-14,3.5809615327640052e-10,2.3215926843462395e-10,1.2593688484177657e-10,1.9270427947544141e-06,1.0904363419184989e-09,2.8840616790455021e-08
4.821042209410699e-08,0.4593057431879147,1.2676423721851484e-06,3.8353126774035231e-08,4.2988083517785814e-06,2.9273595054179019e-10,1.7166691368538739e-06,0.0,0.0,0.00082510862527904421,0.0001417150829461198,154.0,0.0,0.86186510955708651,1.0,18.994322055403796,0.0061891940869876422,5.4448481837759556e-07,0.024018108634328617,0.03344870397596398,0.021408949744544038,0.0037347108181155723,1.1769416776940185e-08,7.6092143728779694e-05,0.034494340444682137,4.2075638657460529e-11,0.0065852441269441475,2.8020743886338585e-05,0.0057812556670739567,0.0056981702243053449,1.9100422871367815e-06,3.2776961177210111e-06,1.1662406338848204e-06,0.0014698987071788897,5.0856423167164728e-06,1.6383826404757386e-05,1.7425202029922624e-05,0.00088848090840020811,6.8611524293806533e-08,5.9276262217857124e-13,1.7597607071804556e-12,5.357378348726556e-11,7.4182221614035458e-07,4.0687723965688802e-06,3.9730522950586682e-07,5.5662485006523661e-07,1.1959075389683942e-07,4.2176956431738543e-08,3.0763313280961195e-13,6.684172292749063e-08,7.6720778693526706e-08,1.9853093005192284e-06,1.6776255363898007e-09,2.6017742110867903e-10,8.7050608942020473e-13,1.9770502863829888e-12,5.6887015016790299e-09,4.1393910952740174e-18,2.3748527243564041e-18,1.1559520925345448e-09,2.3837592181767566e-14,1.4337821438959738e-10,3.4759443743222496e-15,2.4207354873152282e-16,2.673960655130444e-14,4.0873032208207737e-10,2.6347805395187983e-10,1.4525226813019767e-10,2.1097361546004057e-06,1.1976575569075734e-09,3.2163753942742383e-08
4.921892844211846e-08,0.4593060470636927,1.294501698786014e-06,4.0142915244322948e-08,4.5936711986202624e-06,3.165720544602122e-10,1.8838965506680164e-06,0.0,0.0,0.00085071383530769488,0.00015199005092082513,154.0,0.0,0.85923880073832426,1.0,18.994193723762709,0.0063010545164811256,5.4297962487238191e-07,0.024299082302974433,0.033977019642182464,0.021819155718523071,0.0037784092868034186,1.1955223705020712e-08,7.7293459989377988e-05,0.035167387318974716,4.2567950129370098e-11,0.0068292685923081482,2.8350204169264284e-05,0.0059926870831551547,0.0059019018886841768,1.9783192443120394e-06,3.3425910796479238e-06,1.2079297063831283e-06,0.0015438206120758377,5.4870735460399002e-06,1.796502796883935e-05,1.9132998534269229e-05,0.0009352101124187951,7.2074559117295233e-08,6.0212095198719924e-13,1.8481222253876857e-12,5.6399020218218198e-11,7.8303281011070548e-07,4.391207298233192e-06,4.2885839585267995e-07,6.0222551383244168e-07,1.2956330111111059e-07,4.7286772450375973e-08,3.3283552665489348e-13,7.4210127757654386e-08,8.7013004093937106e-08,2.0239049140560872e-06,1.856095018079543e-09,2.8787251079768798e-10,9.6311288832117161e-13,2.2025898186510513e-12,6.3384673053969559e-09,4.5800166007325763e-18,2.6276485240173706e-18,1.3086831774158458e-09,2.6987154101588313e-14,1.6045155008342895e-10,3.8898275754483475e-15,2.708994275053843e-16,2.99235147948805e-14,4.6545323224042194e-10,2.9834161464047911e-10,1.6711161759994288e-10,2.3046438134165e-06,1.3124673589472645e-09,3.5776137115019586e-08
