Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31)
1.5738267898043882e-19,0.4380470697616677,6.2816162930735928e-19,1.2336313858719563e-31,1.0533562010568664e-31,2.3536709063931176e-49,2.9546806877919562e-43,0.0,0.0,1.6087102462843737e-19,8.0204409804444264e-35,154.0,0.0,0.99999999999929945,1.0,19.0,2.8707929681170605e-14,3.1318727171911679e-13,1.7931082558696034e-13,1.7931161456704844e-13,2.5795158671438943e-20,8.9714680046382657e-23,8.9604035908716365e-23,5.2861026133978708e-23,4.2308209834449518e-20,4.4427272789152713e-33,1.8422626093960811e-25,2.1130676175430916e-25,1.57444908282852e-34,1.5744490823968428e-34,3.7143849423878244e-44,6.9449866604765201e-34,6.023884925929666e-45,1.3400699567743937e-26,6.3872420027391695e-80,5.9662104250313871e-80,5.9662104250359616e-80,6.3981533896862869e-38,4.3995091680773678e-40,5.1931592797157698e-33,6.5109271887132079e-38,1.3410104245305473e-40,1.0946628758473117e-46,5.268675089863874e-57,4.3152823749408673e-67,6.4831559505759745e-68,1.6830425347818428e-78,2.7145849461358541e-82,2.9533108786613118e-79,4.4177468377473882e-70,3.6254645920732042e-76,4.2343326172002207e-34,1.5972791160461986e-33,6.8514941652620633e-43,3.6893800839373799e-43,1.6423777688023809e-43,2.6693540699988565e-47,5.1703092854183017e-53,3.1643564880541112e-53,6.4807285807231017e-59,5.8214473797205263e-69,3.1113992463965025e-59,1.2051932984436557e-68,6.4891532100870257e-69,7.1012247232916659e-69,1.1221116317200299e-69,1.1221116316698388e-69,8.2012851570972929e-81,3.8809936495386858e-60,3.7718668580723961e-62,1.5557964000674415e-71,1.3682715726581161e-80,2.9432684157391173e-81,1.0142112819699478e-90,4.0728546298442789e-91,7.0252726896793049e-103,1.3408259515394192e-62,6.9212269698522062e-70,4.1989842104042836e-80
3.149020935638146e-19,0.4380470697616678,1.2568690117501093e-18,4.5768769328092228e-31,4.2161699302737509e-31,1.8848458975630671e-48,2.3655411234466132e-42,0.0,0.0,3.2188186880186713e-19,3.2102670802552346e-34,154.0,0.0,0.99999999999859834,1.0,19.0,5.744080109095216e-14,6.2664650479171235e-13,3.5877743798363469e-13,3.5877901652455826e-13,1.0324783920791776e-19,3.5909252214399105e-22,3.58206141891915e-22,2.1158184019336633e-22,1.6934306556520832e-19,3.5415032345612344e-32,7.373851507476484e-25,8.4577772733535675e-25,1.2605165973235029e-33,1.2605165966322571e-33,5.9478513332892677e-43,5.5602111915514439e-33,9.6460626520022028e-44,5.3637721488840011e-26,8.1922724511764542e-78,7.6522576228113976e-78,7.6522576228231401e-78,5.122413097087672e-37,3.5222824215912243e-39,4.1068023007328772e-32,5.2125864293571829e-37,1.0736228514374669e-39,1.7528854520982383e-45,1.6873933671134953e-55,2.7641399243010837e-65,4.1527642123396164e-66,2.1561493326530177e-76,3.4776605235874339e-80,3.7834634003114158e-77,2.8297732016029867e-68,2.3243171368305072e-74,3.3900401480690834e-33,6.3932790846601435e-33,5.4853613107870695e-42,2.9537462905914452e-42,1.3148955540846547e-42,2.1895743511950917e-46,8.239098652122307e-52,5.040931078383359e-52,1.0624366195986692e-57,1.9080677711880416e-67,5.1007605917262792e-58,3.9501576109875359e-67,2.1267126634398352e-67,2.3275408132725147e-67,3.6779061052426135e-68,3.6779061049136471e-68,5.3753401960144699e-79,1.2429627705135422e-58,1.2080127968828311e-60,9.9656085636064699e-70,1.7528966249874635e-78,3.7706294950582478e-79,2.5986258822996294e-88,1.0435526789627364e-88,3.6000570694138224e-100,3.9304001817469992e-61,4.0527394057360678e-68,2.7521258164156114e-78
6.299409227305662e-19,0.4380470697616677,2.5142837772341174e-18,1.7591742235737639e-30,1.687017154124312e-30,1.5086410741330337e-47,1.8931518356998858e-41,0.0,0.0,6.439037169183181e-19,1.2845253895520276e-33,154.0,0.0,0.99999999999719613,1.0,19.0,1.1490654391038492e-13,1.2535645543692568e-12,7.177106622356381e-13,7.1771381958656804e-13,4.1312568650769841e-19,1.4368378182824288e-21,1.4297541278460914e-21,8.4660276560903246e-22,6.7759258453895988e-19,2.8099682105337376e-31,2.9505010876138431e-24,3.3842125778800097e-24,1.0087963723687816e-32,1.0087963712623395e-32,9.5204226457376052e-42,4.4498572366700152e-32,1.5439976526611452e-42,2.1462075221819695e-25,1.0496747567972264e-75,9.8048273021566995e-76,9.8048273021867897e-76,4.0994873345588041e-36,2.818896426339212e-38,3.2080758722985206e-31,4.171470506553352e-36,8.5922316862592751e-39,2.8057538336013494e-44,5.4019214010461874e-54,1.7698028549002338e-63,2.6589008414053236e-64,2.7610557435689258e-74,4.4533161976579607e-78,4.8448365589522242e-75,1.8118260428730515e-66,1.4888510110600985e-72,2.7130614585818879e-32,2.5581443898062076e-32,4.3899561248183592e-41,2.3638930114720744e-41,1.0523075886283893e-41,1.8363046704395515e-45,1.3061268491003525e-50,7.9862837366200695e-51,1.779583874102424e-56,6.3877733699428549e-66,8.5437861546828508e-57,1.3223911248101897e-65,7.1183692531588951e-66,7.7921170011428994e-66,1.2312885672347293e-66,1.2312885670145379e-66,3.5979512442878715e-77,3.979152420489472e-57,3.8672654087172356e-59,6.3807129635704798e-68,2.2446733777382566e-76,4.8284828208221088e-77,6.6553523271942656e-86,2.6726492079697184e-86,1.8440272374088899e-97,1.1999873020130008e-59,2.4729422930127938e-66,1.8421186649668047e-76
1.2600185810640693e-18,0.4380470697616678,5.0291133105961615e-18,6.89349699275365e-30,6.7491671396928353e-30,1.2072191786739435e-46,1.5148091053698009e-40,0.0,0.0,1.2879480522295848e-18,5.1389411978194078e-33,154.0,0.0,0.9999999999943916,1.0,19.0,2.2983802954872907e-13,2.5073989872559694e-12,1.4355771085742622e-12,1.435583422316931e-12,1.6527705022198511e-18,5.7482868060314517e-21,5.6918414295620552e-21,3.3869607907341522e-21,2.7108095013801324e-18,2.2104505617486601e-30,1.1803925569399032e-23,1.3539053914650839e-23,8.0719036578717884e-32,8.0719036401651595e-32,1.5235734185026817e-40,3.5605593525363381e-31,2.470897107155134e-41,8.5862276067490932e-25,1.3442649857221784e-73,1.2556542823755566e-73,1.2556542823832633e-73,3.2802128032107369e-35,2.2555454228466145e-37,2.4495056678761231e-30,3.3375176216846997e-35,6.8750682704522594e-38,4.4901053628314346e-43,1.7289729153159162e-52,1.1329123148390284e-61,1.702054841003011e-62,3.5349015217617086e-72,5.7014548980537679e-76,6.2025144638882996e-73,1.1598128225941582e-64,9.5327758670800618e-71,2.1708598358188132e-31,1.0234243265141851e-31,3.512631828399645e-40,1.8914708070000845e-40,8.4199238578148492e-41,1.6037126832319975e-44,2.050818841044364e-49,1.2524450594338035e-49,3.1007379934005472e-55,2.2233550848905059e-64,1.4886649986910176e-55,4.6025537437358408e-64,2.4766920841431414e-64,2.7121874510000947e-64,4.2857435576605787e-65,4.2857435561286203e-65,2.5032359251521935e-75,1.2735956398973595e-55,1.2377842392640625e-57,4.0845258308547627e-66,2.8737985763207795e-74,6.1817838923702825e-75,1.7041350271928143e-83,6.8434562333955639e-84,9.4434578069482449e-95,3.7474905210743672e-58,1.543987462055077e-64,1.2816342711350934e-74
2.5201738977310756e-18,0.43804706976166774,1.0058772386896365e-17,2.7287541565271435e-29,2.6998865783211759e-29,9.6589868929048199e-46,1.2119623522292914e-39,0.0,0.0,2.5760392791655733e-18,2.0557463434231114e-32,154.0,0.0,0.99999999998878264,1.0,19.0,4.59701000823332e-13,5.0150611879736103e-12,2.8713099925899814e-12,2.8713226143476034e-12,6.6116100277544386e-18,2.2995017945357825e-20,2.2547419576264811e-20,1.3548933420467055e-20,1.0844104041423761e-17,1.7106863554865405e-29,4.7219544799382619e-23,5.4160622796128999e-23,6.4581360207825178e-31,6.4581359924491658e-31,2.4379521428861398e-39,2.8487139047980666e-30,3.9538317436142326e-40,3.4347705611734136e-24,3.0130035021189997e-71,2.8143935840264116e-71,2.8143935840609006e-71,2.6244195390050934e-34,1.8046076607067965e-36,1.7948684103740091e-29,2.6697995722710944e-34,5.5005407892697927e-37,7.1848538574300885e-42,5.533260392232941e-51,7.2513683400581882e-60,1.0894247069633748e-60,4.5251331689855719e-70,7.2986034910710075e-74,7.9395310770592215e-71,7.4235489716920696e-63,8.0035164982397359e-69,1.736850305577358e-30,4.0940304365465634e-31,2.8103721917547966e-39,1.5133159073188912e-39,6.7363615843743635e-40,1.4981262372789424e-43,3.1622952562320438e-48,1.9267944496110086e-48,5.7707686682484705e-54,8.2600591150518739e-63,2.7705473012363873e-54,1.7097494791849105e-62,9.1941444515820463e-63,1.0076363694663948e-62,1.5922618933839596e-63,1.5922618922466799e-63,1.8583284082856294e-73,4.0759288978162372e-54,3.9613201985372203e-56,2.6143719781292476e-64,3.6788528787928752e-72,7.9135223007769763e-73,4.3630391962491501e-81,1.7521116207511944e-81,4.835567010943256e-92,1.3697998310816287e-56,1.1260921330636957e-62,9.514474249775786e-73
5.040484531065088e-18,0.43804706976166774,2.0118090577801234e-17,1.0857722844518843e-28,1.0799985791084338e-28,7.7276957884118424e-45,9.6961591288346013e-39,0.0,0.0,5.1522319582913385e-18,8.2233405098774314e-32,154.0,0.0,0.99999999997756461,1.0,19.0,9.1942694336419608e-13,1.0030358929327474e-11,5.7427757259753072e-12,5.7428009458065011e-12,2.6447435932824341e-17,9.1983809539732013e-20,8.8466483445271708e-20,5.4197840075293165e-20,4.3378049473708682e-17,1.2843465289548869e-28,1.8888586302619203e-22,2.1665130271251468e-22,5.1667539993879661e-30,5.1667539540527398e-30,3.9008792001311848e-38,2.2790728485027991e-29,6.326433929148673e-39,1.3739641261230207e-23,3.8699323092718848e-69,3.614835714196235e-69,3.6148357142849794e-69,2.0996355081612645e-33,1.4437546474622794e-35,1.2278183044706716e-28,2.1351925236878476e-33,4.4005838305901149e-36,1.1496205000973122e-40,1.7707142724542837e-49,4.6410660136027714e-58,6.9726040789541525e-59,5.7924107338251549e-68,9.3426013986042988e-72,1.0161758922693125e-68,4.7512662123485522e-61,5.1417301778224042e-67,1.3895422655291483e-29,1.6376787758088664e-30,2.2484043379680093e-38,1.2107031334219408e-38,5.38899778206169e-39,1.5425968542562338e-42,4.7163145903593513e-47,2.8618184802794608e-47,1.1822658854220954e-52,3.3757868630841838e-61,5.6760610355807583e-53,6.9862328728797177e-61,3.7517597279436299e-61,4.1182743564777549e-61,6.5078016259611913e-62,6.5078016166762367e-62,1.517171807687515e-71,1.3043622252575523e-52,1.2676854068447189e-54,1.67328257588235e-62,4.7091714800714503e-70,1.0129820492282051e-70,1.1169891655810588e-78,4.485635137605063e-79,2.4759371671133032e-89,4.3781967446820779e-55,7.2124116691876798e-61,7.7677831499236795e-71
1.0081105797733113e-17,0.43804706976166774,4.0236727112828823e-17,4.3316300593054136e-28,4.3200822273701181e-28,6.1823797204592312e-44,7.7571114558771122e-38,0.0,0.0,1.0304658217557744e-17,3.2894195489333794e-31,154.0,0.0,0.99999999995512856,1.0,19.0,1.8388788284125571e-12,2.0060847772843242e-11,1.1485707054161537e-11,1.1485757406676363e-11,1.0579125338392785e-16,3.6794268333665035e-19,3.4077491267184721e-19,2.1679497980660714e-19,1.735146739684438e-16,9.1429508097817126e-28,7.5555880856924522e-22,8.6662280973247276e-22,4.1335011662241783e-29,4.133501093687396e-29,6.2414290118914543e-37,1.8232912095435623e-28,1.0122492075668715e-37,5.4959682774962068e-23,4.9538791268287124e-67,4.6273313783182877e-67,4.6273313785454925e-67,1.6797486035508209e-32,1.1550311042762704e-34,7.5961618283806545e-28,1.7069981011193244e-32,3.5204583001887962e-35,1.8393928925188279e-39,5.6662930253063896e-48,2.9702878604592077e-56,4.4624751557143071e-57,7.4143021975437895e-66,1.195855988118929e-69,1.3003849660790497e-66,3.0408162187984585e-59,3.2910591471568e-65,1.1116538900407231e-28,6.5508480935789203e-30,1.7987659267582402e-37,9.6857419075372437e-38,4.310744930101216e-38,1.784479169927886e-41,6.6416128852823685e-46,4.0028527183270562e-46,2.7200089915036212e-51,1.5488712214680583e-59,1.3058768648629058e-51,3.2042109000033253e-59,1.716106468481456e-59,1.889707821896515e-59,2.9862790870561923e-60,2.9862790785464158e-60,1.3905066833322187e-69,4.1740459204936515e-51,4.0566763355920562e-53,1.0709232346759288e-60,6.0278666749571326e-68,1.2966433892328894e-68,2.8595222629372187e-76,1.1483469585988097e-76,1.2677067715054479e-86,1.3974074878657709e-53,4.6042717988476114e-59,7.1192691099182423e-69
2.0162348331069164e-17,0.4380470697616677,8.0474000795755326e-17,1.7303602780912311e-27,1.7280504843412094e-27,4.9460259320511231e-43,6.2057628643969921e-37,0.0,0.0,2.0609674340147867e-17,1.3157943419475929e-30,154.0,0.0,0.99999999991025645,1.0,19.0,3.6777825983758115e-12,4.0121398912176625e-11,2.2971569156196512e-11,2.2971669578965721e-11,4.2316417672142017e-16,1.4717853807769422e-18,1.2685357451795457e-18,8.6718241402690826e-19,6.9405732336724407e-16,5.9839358399690995e-27,3.0222658619858567e-21,3.4665262411089239e-21,3.3068399457714123e-28,3.3068398297156412e-28,9.9859768214470977e-36,1.4586337239528273e-27,1.6196002420858303e-36,2.1984096399065757e-22,6.3411171584230156e-65,5.9231260390733971e-65,5.9231260396550574e-65,1.3438153547430712e-31,9.2403580289334743e-34,4.1631832148193055e-27,1.3637041975915032e-31,2.8162523520536331e-34,2.9429166641782846e-38,1.8131470050443312e-46,1.9009152762816278e-54,2.8558806507601318e-55,9.4899658270204067e-64,1.5306415745269857e-67,1.6636065537015562e-64,1.9460519136211515e-57,2.1063465746154407e-63,8.8932357294327292e-28,2.6203656696197636e-29,1.43902944291134e-36,7.7485046091865811e-37,3.4477481972755591e-37,2.3078770386232033e-40,8.5638089984101644e-45,5.1119648690486258e-45,7.0018007571623932e-50,7.9532255989101365e-58,3.3615657921830115e-50,1.6440885326349795e-57,8.7584203118368005e-58,9.7051162352684206e-58,1.5338039136362334e-58,1.5338039049049816e-58,1.4266960917697687e-67,1.3356975950364841e-49,1.2981383986228284e-51,6.8539207173843649e-59,7.7156834295607993e-66,1.6597040302743793e-66,7.320233888530199e-74,2.9397738031579912e-74,6.4906709678567628e-84,4.4655900502429931e-52,2.9426514411285856e-57,7.3045556253879581e-67
3.0243590864405215e-17,0.43804706976166774,1.2071127509155311e-16,3.6755833697297772e-27,3.6721182875655071e-27,1.4683654588549643e-42,1.7744657998339685e-36,0.0,0.0,3.0914854066793105e-17,2.7960909006718282e-30,154.0,0.0,0.99999999986538435,1.0,19.0,5.5166863682055981e-12,6.0181523512881357e-11,3.4457430703894221e-11,3.4457581053386524e-11,8.9921901443737082e-16,3.1275528159052146e-18,2.5678628885489914e-18,1.8427588538420312e-18,1.4748638391817134e-15,1.5368927792132807e-26,6.4223340087702066e-21,7.3663899184097425e-21,9.4555239088981012e-28,9.4555234817426481e-28,3.6754357607277105e-35,4.1707663249219254e-27,5.961187542217544e-36,4.6716344113611864e-22,3.2717846605876383e-64,3.0561165242172653e-64,3.0561165245743736e-64,3.8424851643407472e-31,2.6421728503303403e-33,9.8648777339990647e-27,3.8962203302287043e-31,8.0525034996071582e-34,1.0831653945729451e-37,8.2780353366265715e-46,1.044405156846605e-53,1.5690844139224845e-54,6.1222592538865283e-63,9.8746262446141016e-67,1.0730810425579379e-63,1.0692042538852711e-56,1.0478810769934991e-62,2.5429007629329323e-27,5.5682933863268377e-29,4.114736741845001e-36,2.2155650820319459e-36,9.8569757597858409e-37,8.0446145399478033e-40,2.8634984912983247e-44,1.7026295035662646e-44,3.0460002699912156e-49,4.1874709624826726e-57,1.4623852431594864e-49,8.6540005153699311e-57,4.6013136010491475e-57,5.1101943294749617e-57,8.0764136392217879e-58,8.0764135849632604e-58,8.8659030136162966e-67,6.0983104229327232e-49,5.9268239719723051e-51,3.7657464602423214e-58,4.9776736919990175e-65,1.0707361630158651e-65,5.4360995157427351e-73,2.1831261366818802e-73,5.459735732158445e-83,1.9738147516692445e-51,1.5745817345792527e-56,4.5392625736341149e-66
4.032483339774126e-17,0.4380470697616677,1.6094855000022214e-16,6.2688323831340164e-27,6.2642116420781451e-27,3.1995160428725931e-42,3.7428687383755903e-36,0.0,0.0,4.122019739749125e-17,4.7698405153040303e-30,154.0,0.0,0.99999999982051224,1.0,19.0,7.3555901379019163e-12,8.0241221584026722e-11,4.5943291697254861e-11,4.594349187523371e-11,1.533952392546694e-15,5.3352447768438473e-18,4.193465557797817e-18,3.1435201515252845e-18,2.5159286875358562e-15,2.9605929288357056e-26,1.0955763184428963e-20,1.2566213670222791e-20,1.9944471321011516e-27,1.9944470237669505e-27,9.3215391447320552e-35,8.7973169190754877e-27,1.5118809902990847e-35,7.9692711194884574e-22,1.7848809169108045e-63,1.6672258813638602e-63,1.6672258815626557e-63,8.1049310763411337e-31,5.573117014287872e-33,1.7931875970636706e-26,8.2122834381727116e-31,1.6984626503980579e-33,2.7470858894390226e-37,2.46740571759388e-45,3.5908285557601648e-53,5.3947581309914057e-54,2.3908747052679722e-62,3.8562579316774501e-66,4.190032171714572e-63,3.6760918123319399e-56,4.4116596455007234e-62,5.3636915040784974e-27,9.498867823092732e-29,8.6791849620601556e-36,4.6732194709099594e-36,2.0788460274698175e-36,1.973352498120129e-39,6.6978660487902247e-44,3.9704950446788329e-44,8.800322127763087e-49,1.3986901940926841e-56,4.2250360602948738e-49,2.8898863505583785e-56,1.5338729409487259e-56,1.7069966899264765e-56,2.6978930707373178e-57,2.6978930501032637e-57,3.3716270619208173e-66,1.8177322915952583e-48,1.766613195801265e-50,1.294738336508197e-57,1.9439097907909988e-64,4.1814987278389307e-65,2.3806618105875714e-72,9.5607386337604775e-73,2.6527480832652105e-82,6.7433375205388395e-51,5.948653260470424e-56,1.726242720109231e-65
6.048731846441336e-17,0.43804706976166774,2.4142310125593151e-16,1.2976207890571044e-26,1.2969274674934683e-26,9.2873345028158882e-42,1.0222953706054428e-35,0.0,0.0,6.1831268027576274e-17,9.8754722722547677e-30,154.0,0.0,0.99999999973076814,1.0,19.0,1.1033397676981315e-11,1.2035961671568811e-10,6.891501238298166e-11,6.8915312106802201e-11,3.1758175020975579e-15,1.1045961112918414e-17,8.0910079890102542e-18,6.5082188372590165e-18,5.2088515906829713e-15,7.046143984805682e-26,2.2682550295908273e-20,2.6016787347609484e-20,5.4474627472669385e-27,5.4474623684272258e-27,3.2596886518420789e-34,2.4028005721201754e-26,5.2870848017364698e-35,1.6499388806999931e-21,2.4789011173230709e-62,2.315497949093431e-62,2.3154979494074728e-62,2.2137139820464336e-30,1.5221936620153892e-32,3.9687110717158762e-26,2.2403138802416902e-30,4.6388251299407174e-33,9.6063518020015523e-37,1.0799993378106592e-44,1.9311647940758821e-52,2.9013268417888037e-53,1.5550767251159031e-61,2.508201366301977e-65,2.7246142881557561e-62,1.9770198534404016e-55,3.9402275641673989e-61,1.4649785986503121e-26,1.9666227976481837e-28,2.3705581547992122e-35,1.2763775235792696e-35,5.6767136092714688e-36,6.6472966257167404e-39,2.068129209038896e-43,1.2208915584236157e-43,3.7118271713820399e-48,7.254182210688969e-56,1.7820487632499095e-48,1.498180627407474e-55,7.9280238664909805e-56,8.8540892792349808e-56,1.3994419236632372e-56,1.3994419107028555e-56,2.1177405821639337e-65,7.9565829622847489e-48,7.7327676819119517e-50,6.963312666014223e-57,1.2643848230503414e-63,2.7197864474806753e-64,1.8470576130684637e-71,7.4178553593416093e-72,2.4254567236036203e-81,4.1449324392700974e-50,4.296366650172979e-55,1.0842641240299237e-64
8.064980353108545e-17,0.43804706976166774,3.2189765476538674e-16,2.2066606685002501e-26,2.2057358863009091e-26,2.0310571682442785e-41,2.138986149489159e-35,0.0,0.0,8.2442940288095937e-17,1.6795782422725983e-29,154.0,0.0,0.99999999964102404,1.0,19.0,1.4711205215569902e-11,1.6047644342137161e-10,9.1886731030215162e-11,9.1887130240044999e-11,5.4011721715065924e-15,1.8786299020237751e-17,1.2886996097905856e-17,1.1068703785706467e-17,8.8587912367972179e-15,1.3140849524864545e-25,3.8577109648940078e-20,4.4247776434834767e-20,1.139792513226082e-26,1.1397924185665058e-26,8.1448671350662467e-34,5.027423685116868e-26,1.3210904757540941e-34,2.8061163030285013e-21,1.1395175737351171e-61,1.0644033310098604e-61,1.0644033311727057e-61,4.6318387440194695e-30,3.1849414053482161e-32,7.027994150637841e-26,4.6824513857371235e-30,9.7055918163171659e-33,2.4002944369506648e-36,3.1465249557214301e-44,6.4360557736264269e-52,9.6693466133287329e-53,5.8381257852256725e-61,9.4163922886306566e-65,1.0227087123557384e-61,6.5888785966661069e-55,1.5511795844159026e-60,3.0652015773342081e-26,3.3447129500486663e-28,4.9600046460663832e-35,2.6705634455631694e-35,1.1875240378658084e-35,1.6241511212767669e-38,4.688770963641442e-43,2.7596219809392419e-43,1.058304721435081e-47,2.3683898483936538e-55,5.0809223804932775e-48,4.8898352150986017e-55,2.5818825308180298e-55,2.8909537101409394e-55,4.5694719670786878e-56,4.5694719193498202e-56,7.7989491837659425e-65,2.318163849124171e-47,2.2529462300945944e-49,2.3207218807014767e-56,4.7468617408444799e-63,1.02108496988178e-63,7.7146464557338321e-71,3.0982520055337614e-71,1.1155876968183073e-80,1.3912902038999869e-49,1.646238910231655e-54,3.9929918122066883e-64
1.0081228859775755e-16,0.4380470697616677,4.0237221068956966e-16,3.3710245399206828e-26,3.3698680067726711e-26,3.8105796734249232e-41,3.8939454527044364e-35,0.0,0.0,1.0305525715263789e-16,2.5660450418024775e-29,154.0,0.0,0.99999999955127994,1.0,19.0,1.8389012753632623e-11,2.0059158973126634e-10,1.1485844749335008e-10,1.1485894632162582e-10,8.2516716758316842e-15,2.8701230054634038e-17,1.8449088145346415e-17,1.6910360600553231e-17,1.3534068977989857e-14,2.1478979551297536e-25,5.8937138905188508e-20,6.7600638029713374e-20,2.0749500645180142e-26,2.0749498636920975e-26,1.7279772419714066e-33,9.1521578316653749e-26,2.8028192815530046e-34,4.287114053293916e-21,4.2071239508172057e-61,3.9298005160141962e-61,3.9298005166675009e-61,8.4320984252727009e-30,5.7980679808568814e-32,1.1036497599457515e-25,8.5149140321934858e-30,1.7667945989335697e-32,5.0923313446193238e-36,7.6394033889499118e-44,1.7620141484601566e-51,2.647199853463549e-52,1.780711599048859e-60,2.8721378821152326e-64,3.1188606001293587e-61,1.8038528611453223e-54,4.8839044363563982e-60,5.5800366894490523e-26,5.1099681646876674e-28,9.0295034989725017e-35,4.8615733009234685e-35,2.1614076703171436e-35,3.3885835479557622e-38,9.0783774784021015e-43,5.3295260848170449e-43,2.5267283342737635e-47,6.3777610085806684e-55,1.2130825813072128e-47,1.3163550094752754e-54,6.9350156420328241e-55,7.7855461547229266e-55,1.2306314942524097e-55,1.2306314799237036e-55,2.3413262751479626e-64,5.6283637576094382e-47,5.4700006649700547e-49,6.3535951316683126e-56,1.4478798142861739e-62,3.1144945835154895e-63,2.5956897042110997e-70,1.0424526578795081e-70,4.1062763379266151e-80,3.7595942871586639e-49,5.0050171851561782e-54,1.1987379871110982e-63
1.4113725873110176e-16,0.43804706976166774,5.6332132993379653e-16,6.4817626913768718e-26,6.4801413476032204e-26,1.0426705624071409e-40,1.0281175245825993e-34,0.0,0.0,1.4428186518396595e-16,4.9345395777602405e-29,154.0,0.0,0.99999999937179207,1.0,19.0,2.574462782814744e-11,2.8081673602176105e-10,1.6080187373014144e-10,1.6080257309747828e-10,1.5867220338968922e-14,5.5191457231712769e-17,3.1023343666777133e-17,3.2517477968237062e-17,2.6024793883663774e-14,4.5213110689133337e-25,1.1333409989496671e-19,1.2999369724232939e-19,5.4784847459849435e-26,5.4784840102781839e-26,6.3302246435463501e-33,2.4163833540867969e-25,1.0268429460281776e-33,8.2439737597018878e-21,5.1576145659735356e-60,4.8176371075511384e-60,4.8176371088938705e-60,2.2263291430265233e-29,1.5308623016621651e-31,2.1961843504603031e-25,2.2415053001260431e-29,4.6643404683955491e-32,1.865484413634155e-35,3.9516992516792041e-43,1.3160313336570293e-50,1.9771681768296854e-51,1.9705679275704854e-59,3.1783743572050962e-63,3.4480005377991306e-60,1.3472804336195412e-53,4.0213733632404421e-59,1.4732599691412134e-25,9.8262926932748529e-28,2.3840563201458075e-34,1.2835359733655916e-34,5.7036186970638751e-35,1.2057969890587224e-37,2.6458560231587772e-42,1.545916708228087e-42,1.2621563031053786e-46,4.5705723630524469e-54,6.0596133919211949e-47,9.4199986907159086e-54,4.9128833989869115e-54,5.5813913649225431e-54,8.8236041349016071e-55,8.8236039835907102e-55,2.4724366519908788e-63,2.9116667120647153e-46,2.8297256564471568e-48,4.745790592216458e-55,1.6023699873993075e-61,3.4468037227116216e-62,4.377757206917753e-69,1.7582238726663425e-69,1.0871063163957199e-78,2.1077119428633786e-48,4.2987987107521475e-53,1.2658653203164066e-62
1.8146222886444596e-16,0.43804706976166774,7.2427045898550984e-16,1.0629507935494164e-25,1.0627419667408649e-25,2.1981252695595294e-40,2.1315463242900524e-34,0.0,0.0,1.8551109129366158e-16,8.0928305584419582e-29,154.0,0.0,0.9999999991923042,1.0,19.0,3.3100242900526438e-11,3.6103505824927243e-10,2.0674529109617224e-10,2.0674619321359662e-10,2.6021473130259501e-14,9.0513838367308872e-17,4.5036418631188542e-17,5.3327695460187122e-17,4.2679401956066211e-14,7.8328254832988274e-25,1.8586769654232917e-19,2.1318937815310276e-19,1.135827542809796e-25,1.1358273517839692e-25,1.6436270122027192e-32,5.0096606601916383e-25,2.6663125604638508e-33,1.3520100751951677e-20,2.5711548852194527e-59,2.4016705881600079e-59,2.4016705889633325e-59,4.6157479564310114e-29,3.1738623226185842e-31,3.674345998397408e-25,4.6347280162960984e-29,9.6693712906725504e-32,4.8436274041739e-35,1.2723421336548922e-42,5.1975426305602868e-50,7.808641248578236e-51,9.4334124808337215e-59,1.521539456785736e-62,1.6496841686512791e-59,5.3209584648266861e-53,1.6530985045424482e-58,3.0543715233487864e-25,1.6115098550805963e-27,4.9427460816769664e-34,2.660972974117604e-34,1.1819155811009507e-34,3.0824339764699e-37,5.813442176189946e-42,3.3866311227062537e-42,3.9955621932940999e-46,1.7730538427046915e-53,1.9182695886523099e-46,3.6508166879098677e-53,1.8914387318978153e-53,2.1656763724686076e-53,3.4240473777399544e-54,3.4240473065719092e-54,1.1628936542782819e-62,9.3753389980929242e-46,9.1114673080455077e-48,1.8743962584756708e-54,7.6711202718964544e-61,1.6501057998218919e-61,2.5080519611270702e-68,1.0073223475258863e-68,7.3549972742952889e-78,7.0442260838243282e-48,1.774954609287448e-52,5.9539108796242852e-62
