Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233)
8.086774020918107e-12,0.35585002064465177,3.1192184322720853e-12,1.5726035406123221e-17,1.5724578753614121e-17,2.0667646320356975e-27,1.4566445888556207e-21,0.0,0.0,1.152352645705422e-11,1.5051887382042197e-19,154.0,0.0,0.99998818358882546,1.0,18.999999895182683,6.1460594443332848e-07,1.7728233356758781e-07,4.2119712285505654e-06,4.2897610374114632e-06,9.9461325748275213e-07,9.129049484331586e-08,2.3737674271943018e-12,1.3512956200515808e-08,1.4233715466453238e-06,1.2246089666653418e-15
8.28726485015235e-12,0.35585002063486015,3.1965141532006042e-12,1.6515346670204083e-17,1.6513778981019722e-17,2.2672684859435736e-27,1.5676829613690163e-21,0.0,0.0,1.2052727091113811e-11,1.6184501006711297e-19,154.0,0.0,0.99998789071890593,1.0,18.999999890366759,6.29843318180578e-07,1.7728230406191795e-07,4.3142266852613252e-06,4.3960644029542838e-06,1.0210452568673208e-06,9.5721844877762619e-08,2.4325918104566006e-12,1.3896945135132527e-08,1.4611979022440726e-06,1.2840532242566055e-15
8.487755679386594e-12,0.3558500206248697,3.2738080683520713e-12,1.7323977836354888e-17,1.7322293607061245e-17,2.481955811327054e-27,1.6842249482872363e-21,0.0,0.0,1.2593630677138746e-11,1.7375366684076918e-19,154.0,0.0,0.99998759784915225,1.0,18.999999885453015,6.4508068201210938e-07,1.7728226885228607e-07,4.4163842881639444e-06,4.502367681469243e-06,1.0474772499631704e-06,1.0025097452486083e-07,2.4914161455215465e-12,1.4280958604644122e-08,1.499024250879172e-06,1.3448091507659477e-15
8.688246508620838e-12,0.3558500206146813,3.3511001776714261e-12,1.8151928453209136e-17,1.8150122047314092e-17,2.7114761575394729e-27,1.8064036160293676e-21,0.0,0.0,1.3146231905127821e-11,1.8626208839943539e-19,154.0,0.0,0.99998730497956401,1.0,18.999999880441933,6.6031803592792834e-07,1.7728222969234207e-07,4.51844451544375e-06,4.6086708773189407e-06,1.0739092360627919e-06,1.0487740560461547e-07,2.55024043480272e-12,1.4664992246468967e-08,1.5368505915381184e-06,1.4068703316267764e-15
9.089228167089323e-12,0.3558500205937147,3.5056789785959769e-12,1.9865786233492485e-17,1.9863718032705739e-17,3.2176857989342882e-27,2.0682032405828452e-21,0.0,0.0,1.4286506176490035e-11,2.131481081727593e-19,154.0,0.0,0.99998671924088411,1.0,18.999999870129692,6.9079271401245356e-07,1.7728214384378534e-07,4.7222747441969542e-06,4.8212770346921227e-06,1.1267731855295377e-06,1.1442027102124147e-07,2.6678888835757312e-12,1.5433106377520944e-08,1.6125032464320189e-06,1.5348829548066992e-15
9.490209825557809e-12,0.3558500205719682,3.6602505555434294e-12,2.1656916399845754e-17,2.1654562261601362e-17,3.7913804362287828e-27,2.3541462900580583e-21,0.0,0.0,1.5473507941400805e-11,2.4264463882454868e-19,154.0,0.0,0.99998613350286569,1.0,18.999999859433839,7.2126735243420225e-07,1.7728205242354841e-07,4.9257211504466811e-06,5.0338828968821103e-06,1.1796371028842804e-06,1.2434666224402256e-07,2.7855371688387713e-12,1.6201265720107107e-08,1.6881558635151107e-06,1.6680404017957441e-15
9.891191484026295e-12,0.35585002054944936,3.8148149080906148e-12,2.3525315340843535e-17,2.3522650058254578e-17,4.4382721031845514e-27,2.6652971584039234e-21,0.0,0.0,1.670719564479835e-11,2.7489612858899813e-19,154.0,0.0,0.9999855477655093,1.0,18.999999848358122,7.5174195119322332e-07,1.772819585502057e-07,5.1287874762547035e-06,5.2464884787725334e-06,1.2325009868688604e-06,1.3465283725290088e-07,2.9031852988228428e-12,1.696945539069537e-08,1.7638084409868616e-06,1.8062924751011319e-15
1e-11,0.35585002052616566,3.8567555249616165e-12,2.4045643348253956e-17,2.4042889147941878e-17,4.6272061208733917e-27,2.7542168223972389e-21,0.0,0.0,1.7050011081692023e-11,2.8414212917798718e-19,154.0,0.0,0.99998538882266153,1.0,18.999999845287629,7.6001138958891654e-07,1.7728193287066853e-07,5.1838255320066239e-06,5.3041800926882187e-06,1.2468458784625872e-06,1.3751449874865907e-07,2.9351097216256668e-12,1.7177911593246413e-08,1.7843371652326787e-06,1.8446802058826145e-15
1.029217314249478e-11,0.35585002052616566,3.9693720358219422e-12,2.5470979444847178e-17,2.5467976746769866e-17,5.1643015615068268e-27,3.0027201784705748e-21,0.0,0.0,1.7987528136372109e-11,3.1004989187737001e-19,154.0,0.0,0.99998496202881448,1.0,18.999999836906262,7.8221651028956474e-07,1.7728186370751528e-07,5.3314774271783674e-06,5.4590937904724857e-06,1.2853648368846882e-06,1.4533509053183143e-07,3.020833279116718e-12,1.7737665280289104e-08,1.8394609779906399e-06,1.9495894669147712e-15
1.0693154800963266e-11,0.3558500205021248,4.1239219383293265e-12,2.749390510000868e-17,2.7490537651106377e-17,5.9756380243943289e-27,3.3674796219906231e-21,0.0,0.0,1.9314464666615761e-11,3.482560968816897e-19,154.0,0.0,0.99998437629278125,1.0,18.999999825081936,8.1269102972327554e-07,1.7728176836161591e-07,5.5337946726265829e-06,5.671698838779054e-06,1.3382286527437366e-06,1.5638975271280675e-07,3.1384811134763292e-12,1.8505888591901433e-08,1.9151134742573575e-06,2.0978821543380117e-15
1.1094136459431751e-11,0.35585002047733394,4.2784646152121166e-12,2.9594088694274417e-17,2.9590328095081735e-17,6.8786788831673092e-27,3.7606396995607305e-21,0.0,0.0,2.0687964882917612e-11,3.8966775338783344e-19,154.0,0.0,0.9999837905574096,1.0,18.999999812888774,8.4316550949440388e-07,1.7728167262615014e-07,5.7357428462124187e-06,5.8843036282604997e-06,1.3910924344001938e-06,1.6781319022325419e-07,3.2561288044242118e-12,1.9274120757366711e-08,1.9907659297214481e-06,2.2511217946516381e-15
1.1495118117900237e-11,0.3558500204518006,4.4330000660770212e-12,3.177152661538892e-17,3.1767343402375784e-17,7.8800494369467515e-27,4.1832645606235048e-21,0.0,0.0,2.2107988825688153e-11,4.3444070079532433e-19,154.0,0.0,0.99998320482269953,1.0,18.999999800330375,8.7363994960299869e-07,1.7728157665550396e-07,5.937325546102375e-06,6.0969081620280425e-06,1.4439561817918086e-06,1.7960180493678477e-07,3.3737763536766257e-12,2.0042358665560655e-08,2.0664183442938216e-06,2.4092601206308264e-15
1.1896099776368723e-11,0.3558500204255318,4.587528290538037e-12,3.4026215250898566e-17,3.4021578896534323e-17,8.9866026254417537e-27,4.6364182934497175e-21,0.0,0.0,2.3574496924525508e-11,4.8273359634697436e-19,154.0,0.0,0.99998261908865071,1.0,18.999999787410324,9.0411435004910834e-07,1.7728148062388469e-07,6.1385463353621987e-06,6.309512442220267e-06,1.4968198948483344e-06,1.9175203382736224e-07,3.4914237624116418e-12,2.0810600177991978e-08,2.1420707178739429e-06,2.5722493359059796e-15
1.2297081434837208e-11,0.35585002039853497,4.7420492882163776e-12,3.6358150988155299e-17,3.6353029900972828e-17,1.020541876484501e-26,5.1211649251208483e-21,0.0,0.0,2.5087449994418947e-11,5.3470790356753124e-19,154.0,0.0,0.99998203335526348,1.0,18.999999774132139,9.3458871083278134e-07,1.7728138459481534e-07,6.3394087422992978e-06,6.5221164702935151e-06,1.5496835735441799e-06,2.0426034862690012e-07,3.6090710314298287e-12,2.1578843838409686e-08,2.2177230504251834e-06,2.7400421103695473e-15
1.2698063093305694e-11,0.35585002037081703,4.8965630587404028e-12,3.8767330214320171e-17,3.8761691738980071e-17,1.1543805286767487e-26,5.6385684215119312e-21,0.0,0.0,2.6646809231989594e-11,5.9052788090575346e-19,154.0,0.0,0.99998144762253771,1.0,18.999999760499307,9.6506303195406628e-07,1.7728128853930344e-07,6.5399162608017997e-06,6.734720247224448e-06,1.6025472178910793e-06,2.1712325548621574e-07,3.7267181612663642e-12,2.2347088670241147e-08,2.2933753419643307e-06,2.9125915756278792e-15
1.309904475177418e-11,0.3558500203423852,5.0510696017455498e-12,4.125374931636707e-17,4.1247559733721715e-17,1.300929648014346e-26,6.1896926872747274e-21,0.0,0.0,2.8252536211767568e-11,6.5036057057438119e-19,154.0,0.0,0.99998086189047308,1.0,18.9999997465153,9.9553731341301176e-07,1.7728119244009809e-07,6.7400723506742941e-06,6.9473237736700845e-06,1.6554108278960294e-06,2.3033729463927375e-07,3.8443651522796089e-12,2.3115334016556592e-08,2.3690275925013946e-06,3.0898513204972065e-15
1.390100806871115e-11,0.3558500202834072,5.3600610037759133e-12,4.6458292695087471e-17,4.645089548547689e-17,1.6352862803264769e-26,7.3973588393079892e-21,0.0,0.0,3.1602941563620724e-11,7.8274610948432414e-19,154.0,0.0,0.99997969042832802,1.0,18.999999717507421,1.0564857573440784e-06,1.7728100010374252e-07,7.1393439153133096e-06,7.3725300766805126e-06,1.7611379448830007e-06,2.5780509919493168e-07,4.0796587186872359e-12,2.4651824677926642e-08,2.5203319705734214e-06,3.4583182637783626e-15
1.4702971385648123e-11,0.35585002022165596,5.6690234915298798e-12,5.1971752216497426e-17,5.1962999739237295e-17,2.0300919573057034e-26,8.7526733933487022e-21,0.0,0.0,3.5138366065252842e-11,9.3325612167319707e-19,154.0,0.0,0.99997851896882772,1.0,18.999999687135507,1.1174340426263691e-06,1.7728080786167881e-07,7.5372504455321624e-06,7.7977353815356698e-06,1.8668649243940667e-06,2.8663675327905607e-07,4.3149517318356377e-12,2.618831361230143e-08,2.6716361844823314e-06,3.8450806265948847e-15
1.5504934702585095e-11,0.3558500201571851,5.9779570623387099e-12,5.7794098970007008e-17,5.7783835076258197e-17,2.4921882308905019e-26,1.0264145380924329e-20,0.0,0.0,3.8858515546159594e-11,1.1033260662868567e-18,154.0,0.0,0.9999773475119722,1.0,18.999999655426045,1.1783821692602727e-06,1.7728061577355296e-07,7.9338184262633534e-06,8.2229396893701517e-06,1.9725917664054602e-06,3.1680577225428438e-07,4.5502441923132046e-12,2.7724799685697808e-08,2.8229402341940698e-06,4.2497831296130957e-15
1.6306898019522066e-11,0.3558500200900478,6.2868617136404114e-12,6.3925304042364516e-17,6.3913364076160665e-17,3.0287772460180268e-26,1.1940282852475007e-20,0.0,0.0,4.2763101537215928e-11,1.2944349365351513e-18,154.0,0.0,0.99997617605776079,1.0,18.999999622405003,1.2393301372461773e-06,1.7728042364625507e-07,8.3290738282332601e-06,8.6481430006518448e-06,2.0783184709953886e-06,3.4828618568363752e-07,4.7855361003404014e-12,2.9261282430806576e-08,2.9742441198205182e-06,4.6720773912629991e-15
1.7108861336459037e-11,0.3558500200202956,6.5957374429776583e-12,7.036533851776349e-17,7.0351549317039077e-17,3.6474209834830842e-26,1.3789592876885042e-20,0.0,0.0,4.685184116006504e-11,1.5081049475742575e-18,154.0,0.0,0.99997500460619371,1.0,18.999999588097861,1.3002779465844713e-06,1.7728023140064481e-07,8.7230421179380987e-06,9.0733453154840566e-06,2.1840450381960787e-06,3.8105252735466206e-07,5.0208274559369744e-12,3.0797761744867111e-08,3.12554784140775e-06,5.1116217939166886e-15
1.7910824653396008e-11,0.3558500199479793,6.904584247995756e-12,7.7114173477947707e-17,7.7098353375566332e-17,4.3560405194379319e-26,1.5820581541031144e-20,0.0,0.0,5.1124457018589367e-11,1.7459012350421193e-18,154.0,0.0,0.99997383315727051,1.0,18.99999955252958,1.361225597275543e-06,1.7728003914543613e-07,9.1157482674321178e-06,9.4985466338990847e-06,2.289771467963968e-06,4.1507982549135157e-07,5.2561182590843566e-12,3.2334237596094304e-08,3.2768513988933817e-06,5.5680813525857457e-15
1.951475128726995e-11,0.35585001979585296,7.522191076157002e-12,9.1538129168008392e-17,9.1517668245764578e-17,6.076682482457097e-26,2.0461614223447945e-20,0.0,0.0,6.0220234637902824e-11,2.3003460751029269e-18,154.0,0.0,0.99997149026735421,1.0,18.999999477707078,1.4831204227175712e-06,1.7727965462603562e-07,9.8974716187483492e-06,1.0348946281495102e-05,2.5012239151945337e-06,4.8681981928701472e-07,5.7266982079003798e-12,3.5407178894364332e-08,3.579458021549936e-06,6.5304383972162163e-15
2.0908361485021248e-11,0.35585001965580865,8.0587196538044718e-12,1.0507332649507659e-16,1.0504816286722614e-16,7.9457015372508352e-26,2.5164552599908782e-20,0.0,0.0,6.8717959779021473e-11,2.8760605568266462e-18,154.0,0.0,0.99996945459973463,1.0,18.999999408827083,1.5890311556773962e-06,1.7727932069524467e-07,1.0572818809158883e-05,1.1087833214770018e-05,2.6849490087053847e-06,5.5302092292369739e-07,6.135571110183377e-12,3.8077165950230538e-08,3.84238452414478e-06,7.418494052348336e-15
2.2301971682772546e-11,0.3558500195087082,8.595160857099093e-12,1.1954061591987293e-16,1.1951007935530681e-16,1.0214606873707545e-25,3.0537773278540292e-20,0.0,0.0,7.7767197745394471e-11,3.5487798075113182e-18,154.0,0.0,0.99996741894009544,1.0,18.999999336476364,1.6949414095649189e-06,1.772789867935932e-07,1.1244692251325837e-05,1.1826717139825271e-05,2.8686736871818136e-06,6.2269220392899754e-07,6.5444423441195872e-12,4.0747141825589471e-08,4.1053105311627282e-06,8.3531005545481767e-15
2.3695581880523844e-11,0.3558500193547877,9.1315146767505464e-12,1.3493984562401585e-16,1.3490322129343756e-16,1.2936392138588665e-25,3.6625881255891548e-20,0.0,0.0,8.7366656695008989e-11,4.3280608916871412e-18,154.0,0.0,0.99996538328843454,1.0,18.999999260771201,1.800851184382177e-06,1.7727865275758472e-07,1.1913208213541487e-05,1.2565598056368779e-05,3.0523979506913455e-06,6.9571739530561908e-07,6.9533119093855603e-12,4.3417106814117126e-08,4.3682360427001854e-06,9.3326982350627372e-15
2.508919207827514e-11,0.35585001919427584,9.6677811042766119e-12,1.512708637733636e-16,1.5122739225868823e-16,1.6167279749993398e-25,4.3473472547426253e-20,0.0,0.0,9.7515087971205957e-11,5.2238346237724486e-18,154.0,0.0,0.99996334764475114,1.0,18.999999181823959,1.9067604801312057e-06,1.7727831869290659e-07,1.2578479069218991e-05,1.330447596420039e-05,3.2361217991928955e-06,7.7198412489185802e-07,7.3621798057163422e-12,4.6087061117268698e-08,4.6311610586981396e-06,1.0355779672582562e-14
2.648280227602644e-11,0.35585001902739344,1.0203960131975973e-11,1.6853351851941419e-16,1.6848239582317186e-16,1.9966711279260191e-25,5.1125134182451424e-20,0.0,0.0,1.0821128465342618e-10,6.2464020918386434e-18,154.0,0.0,0.9999613120090437,1.0,18.999999099743249,2.0126692968140429e-06,1.7727798471233205e-07,1.3240613427599895e-05,1.4043350863445097e-05,3.4198452326425275e-06,8.5138378465555803e-07,7.7710460330341256e-12,4.8757004611076322e-08,4.8940855790934876e-06,1.1420887939879744e-14
2.7876412473777737e-11,0.3558500188543539,1.0740051752901978e-11,1.8672765800065529e-16,1.8666803555539803e-16,2.4397338231245457e-25,5.9625444199429449e-20,0.0,0.0,1.1945408015971184e-10,7.4064314165347678e-18,154.0,0.0,0.99995927638131132,1.0,18.999999014634042,2.1185776344327249e-06,1.7727765074461974e-07,1.3899716259793796e-05,1.4782222754271165e-05,3.6035682510705382e-06,9.3381140465584091e-07,8.1799105912919785e-12,5.1426937128007951e-08,5.1570096039293664e-06,1.2526614913061828e-14
2.9270022671529034e-11,0.3558500186753634,1.1276055960837239e-11,2.0585313034387012e-16,2.0578411502158241e-16,2.9525013161949524e-25,6.9018971641609936e-20,0.0,0.0,1.3124234689403159e-10,8.7149547034440043e-18,154.0,0.0,0.99995724076155279,1.0,18.99999892659779,2.2244854929892866e-06,1.7727731672328619e-07,1.4555889020775393e-05,1.5521091636666533e-05,3.7872908545053096e-06,1.019165531047423e-06,8.588773480349881e-12,5.4096858680611162e-08,5.4199331332461717e-06,1.3671599635055539e-14
3.0663632869280335e-11,0.3558500184906217,1.1811972750269153e-11,2.2590978366539738e-16,2.2583043778691012e-16,3.5418781153874099e-25,7.9350276553000072e-20,0.0,0.0,1.4357499494092881e-10,1.0183365200300647e-17,154.0,0.0,0.99995520514976688,1.0,18.999998835732562,2.3303928724857659e-06,1.7727698270072759e-07,1.5209229767113442e-05,1.625995751053603e-05,3.9710130429272591e-06,1.107348108352976e-06,8.9976347000281332e-12,5.6766769364263518e-08,5.6828561670156567e-06,1.4854526736344267e-14
3.2057243067031636e-11,0.35585001830032115,1.2347802116366176e-11,2.468974660723498e-16,2.4680680741675668e-16,4.2150871612242529e-25,9.0663909974633727e-20,0.0,0.0,1.56450970803261e-10,1.1823414633098897e-17,154.0,0.0,0.99995316954595259,1.0,18.999998742133116,2.4362997729241988e-06,1.7727664871629145e-07,1.5859833270813317e-05,1.6998820375863114e-05,4.1547348163220719e-06,1.1982643656218345e-06,9.4064942501965494e-12,5.9436669195468313e-08,5.9457787052171115e-06,1.6074124907838677e-14
3.345085326478294e-11,0.35585001810464817,1.2883544054954969e-11,2.6881602566379063e-16,2.6871302747786755e-16,4.9796690378107716e-25,1.030044139411342e-19,0.0,0.0,1.6986925618261722e-10,1.3647210717101172e-17,154.0,0.0,0.99995113395010882,1.0,18.999998645891061,2.5422061943066206e-06,1.7727631473202187e-07,1.6507791129310435e-05,1.7737680232701174e-05,4.3384561747066157e-06,1.2918227064377935e-06,9.8153521307695922e-12,6.2106558120540517e-08,6.2087007478744546e-06,1.7329165425381703e-14
3.484446346253424e-11,0.3558500179037828,1.3419198562498239e-11,2.9166531053187095e-16,2.9154890153949812e-16,5.8434812137375823e-25,1.1641632147754695e-19,0.0,0.0,1.838288668000829e-10,1.5667214827541617e-17,154.0,0.0,0.99994909836223489,1.0,18.999998547094915,2.6481121366350664e-06,1.7727598072490325e-07,1.7153191871824815e-05,1.8476537081076503e-05,4.5221771180917335e-06,1.3879346025657619e-06,1.0224208341652264e-11,6.4776436112665484e-08,6.4716222950029817e-06,1.8618460723067164e-14
3.623807366028554e-11,0.35585001769789887,1.3954765636073344e-11,3.1544516876292895e-16,3.1531423317451465e-16,6.8146973118964531e-25,1.3094415659643517e-19,0.0,0.0,1.983288512566524e-10,1.7896239824612488e-17,154.0,0.0,0.99994706278232948,1.0,18.999998445830254,2.7540175999115733e-06,1.7727564672183019e-07,1.779612106213965e-05,1.9215390920965444e-05,4.7058976464681359e-06,1.4865144911742758e-06,1.0633062882727062e-11,6.7446303194726913e-08,6.7345433465891698e-06,1.9940863014526095e-14
3.763168385803684e-11,0.35585001748716466,1.4490245273351633e-11,3.4015544843855167e-16,3.4000882596045841e-16,7.9018064068339003e-25,1.4663243429522232e-19,0.0,0.0,2.1336828993176969e-10,2.0347448022686396e-17,154.0,0.0,0.99994502721039202,1.0,18.999998342179765,2.8599225841381766e-06,1.7727531273586289e-07,1.8436661397941329e-05,1.9954241752345274e-05,4.8896177598321035e-06,1.5874796754966653e-06,1.1041915753882294e-11,7.0116159388435001e-08,6.9974639026274854e-06,2.1295262960341708e-14
3.902529405578814e-11,0.3558500172717426,1.5025637472578459e-11,3.6579599763660115e-16,3.6563248348057337e-16,9.1136123486734179e-25,1.6352566055377124e-19,0.0,0.0,2.289462939189071e-10,2.3034349296730618e-17,154.0,0.0,0.99994299164642131,1.0,18.999998236223377,2.9658270893169122e-06,1.7727497874821038e-07,1.9074892806818815e-05,2.0693089575222748e-05,5.0733374581927774e-06,1.6907502288326987e-06,1.1450766955027463e-11,7.2786004685823481e-08,7.2603839631307814e-06,2.2680588380275914e-14
4.1812514451290736e-11,0.3558500168274583,1.6096159552615564e-11,4.1986729689863353e-16,4.1966620709064727e-16,1.1948100233893359e-24,2.0110493756936731e-19,0.0,0.0,2.6171458972012488e-10,2.9170998218450713e-17,154.0,0.0,0.9999389205423771,1.0,18.999998017699312,3.1776346625389197e-06,1.7727431077892752e-07,2.0344735249599259e-05,2.2170776195475308e-05,5.4407756099060038e-06,1.9039010401537374e-06,1.2268464346935387e-11,7.8125662580936236e-08,7.7862225975339397e-06,2.553990539412592e-14
4.4321012807243076e-11,0.3558500164130919,1.7059330379994228e-11,4.7171146387631543e-16,4.7147198942880888e-16,1.5020345144112444e-24,2.3949351024559558e-19,0.0,0.0,2.9303962503281279e-10,3.5642639990606803e-17,154.0,0.0,0.99993525657597571,1.0,18.999997813889827,3.3682598401154354e-06,1.7727370958696094e-07,2.1480445247741502e-05,2.3500683864691416e-05,5.7714685271578399e-06,2.1028728109660555e-06,1.3004386287400466e-11,8.2931317337522898e-08,8.2594756737951221e-06,2.820901743767282e-14
4.6829511163195416e-11,0.3558500159858268,1.8022217905059337e-11,5.2656734134460531e-16,5.262848871943906e-16,1.864784606846135e-24,2.824778608909319e-19,0.0,0.0,3.2609708632991109e-10,4.3103744301390056e-17,154.0,0.0,0.99993159263537446,1.0,18.999997603735146,3.5588834656085123e-06,1.7727310839772839e-07,2.260980023143294e-05,2.4830581786384118e-05,6.1021600998198991e-06,2.3081880811104913e-06,1.3740302815779521e-11,8.7736936737014809e-08,8.7327271445492886e-06,3.0963224632263346e-14
4.933800951914776e-11,0.35585001554643,1.8984822135933292e-11,5.8443404328202412e-16,5.8410375521437185e-16,2.2893248492268016e-24,3.3031722207638936e-19,0.0,0.0,3.608827722384414e-10,5.1645461825108568e-17,154.0,0.0,0.99992792872056901,1.0,18.999997387612769,3.749505539030016e-06,1.7727250724077445e-07,2.3733177705902149e-05,2.6160469960488284e-05,6.432850327889331e-06,2.5194693495501351e-06,1.4476213931634951e-11,9.2542520829966732e-08,9.2059770097910622e-06,3.3797462973620581e-14
5.18465078751001e-11,0.3558500150956239,1.994714308538636e-11,6.4531068369865255e-16,6.4492744844634483e-16,2.7822456393663031e-24,3.8327073158642921e-19,0.0,0.0,3.9739273040665788e-10,6.1362480066357448e-17,154.0,0.0,0.99992426483155539,1.0,18.999997165877748,3.9401260603918144e-06,1.7727190608479761e-07,2.4850932717107458e-05,2.7490348387011761e-05,6.7635392113878375e-06,2.736361574267055e-06,1.5212119634607144e-11,9.734806959200806e-08,9.6792252695502077e-06,3.6706969734967353e-14
5.435500623105244e-11,0.3558500146340873,2.0909180770558268e-11,7.0919637665039141e-16,7.0875482199278526e-16,3.3504623103245523e-24,4.4159743240397899e-19,0.0,0.0,4.3562324266997648e-10,7.2353004834846764e-17,154.0,0.0,0.99992060096833002,1.0,18.999996938864008,4.130745029705774e-06,1.7727130491374456e-07,2.5963399189609853e-05,2.8820217065973975e-05,7.0942267503309642e-06,2.9585308344043396e-06,1.5948019924376032e-11,1.0215358298535076e-07,1.0152471923847667e-05,3.9687265520271323e-14
5.686350458700478e-11,0.35585001416245887,2.18709352126965e-11,7.7609023625235496e-16,7.7558473111444846e-16,4.0012142751365108e-24,5.0555627270016127e-19,0.0,0.0,4.7557081111072379e-10,8.4718744258946029e-17,154.0,0.0,0.99991693713088969,1.0,18.9999967068856,4.321362446983762e-06,1.7727070375588943e-07,2.7070891183832473e-05,3.0150075997344069e-05,7.4249129447163724e-06,3.1856630730206096e-06,1.6683914800622491e-11,1.0695906102070537e-07,1.0625716972678804e-05,4.2734137398867314e-14
5.937200294295712e-11,0.3558500136813394,2.283240643691013e-11,8.4599137669146502e-16,8.4541603124296451e-16,4.7420642244106602e-24,5.7540610582813444e-19,0.0,0.0,5.1723214494127475e-10,9.8564894973557752e-17,154.0,0.0,0.99991327331923052,1.0,18.999996470237914,4.5119783122376413e-06,1.7727010261327575e-07,2.8173704079059323e-05,3.1479925181080816e-05,7.7555977945523063e-06,3.4174629141045364e-06,1.7419804263051558e-11,1.1176450371747719e-07,1.1098960416054117e-05,4.5843623036249826e-14
6.188050129890945e-11,0.3558500131912936,2.3793594471938596e-11,9.1889891223827272e-16,9.1824757799265598e-16,5.5808973747073818e-24,6.5140569032084842e-19,0.0,0.0,5.606041481857098e-10,1.1400013035771448e-16,154.0,0.0,0.99990960953334984,1.0,18.999996229198764,4.702592625479277e-06,1.7726950146390249e-07,2.9272115684415684e-05,3.2809764617171211e-05,8.0862812998567061e-06,3.6536525516068743e-06,1.8155688311410234e-11,1.1656991106524446e-07,1.1572202253997989e-05,4.9011995790944411e-14
6.438899965486179e-11,0.35585001269285277,2.4754499349934236e-11,9.9481195725806398e-16,9.9407822717163911e-16,6.5259207627537172e-24,7.3381368989222104e-19,0.0,0.0,6.0568390809557191e-10,1.3113659053213642e-16,154.0,0.0,0.99990594577324465,1.0,18.999995984029415,4.8932053867205327e-06,1.7726890031467177e-07,3.0366387283640491e-05,3.4139594305605081e-05,8.4169634606358508e-06,3.8939707046797185e-06,1.8891566945468127e-11,1.2137528304919047e-07,1.2045442486518106e-05,5.2235750699514584e-14
6.689749801081412e-11,0.3558500121865168,2.571512110625778e-11,1.0737296262213052e-15,1.0729068347922601e-15,7.5856625818506844e-24,8.2288867344140349e-19,0.0,0.0,6.5246868425297397e-10,1.5008987391670173e-16,154.0,0.0,0.99990228203891229,1.0,18.999995734975631,5.0838165959732727e-06,1.7726829918002494e-07,3.1456764617866992e-05,3.5469414246351734e-05,8.7476442768929811e-06,4.1381716349068359e-06,1.9627440165007271e-11,1.261806196735992e-07,1.2518681113617812e-05,5.5511591293158868e-14
6.940599636676645e-11,0.3558500116727554,2.6675459779285903e-11,1.1556510337134585e-15,1.1547322570809e-15,8.768971557047531e-24,9.1888911505980707e-19,0.0,0.0,7.0095589831748161e-10,1.7097903015661085e-16,154.0,0.0,0.99989861833034988,1.0,18.999995482268513,5.2744262532493581e-06,1.7726769804923536e-07,3.2543478810341531e-05,3.6799224439376485e-05,9.078323748641487e-06,4.3860242215952072e-06,2.0363307969828818e-11,1.3098592094533684e-07,1.299191813531497e-05,5.8836417193169518e-14
7.191449472271879e-11,0.35585001115201076,2.7635515410230189e-11,1.2405752944442104e-15,1.2395533504871916e-15,1.0085016356392772e-23,1.0220733940406513e-18,0.0,0.0,7.5114312438273458e-10,1.9392655427598544e-16,154.0,0.0,0.99989495464755551,1.0,18.999995226125449,5.4650343585606516e-06,1.772670969151381e-07,3.3626747236150715e-05,3.8129024884655135e-05,9.4090018758933252e-06,4.6373110920576419e-06,2.1099170359754234e-11,1.3579118685941799e-07,1.346515355162539e-05,6.2207312444064406e-14
7.442299307867112e-11,0.3558500106246985,2.8595288042966964e-11,1.3285015232561412e-15,1.3273689716926737e-15,1.1543285035631305e-23,1.1326997948907905e-18,0.0,0.0,8.0302807990827063e-10,2.1905838192204453e-16,154.0,0.0,0.99989129099052654,1.0,18.999994966750879,5.6556409119190142e-06,1.772664957886631e-07,3.470677434007103e-05,3.9458815582163485e-05,9.7396786586531424e-06,4.8918278037722226e-06,2.1835027334623862e-11,1.4059641740966788e-07,1.3938387362554436e-05,6.562153454263354e-14
7.693149143462345e-11,0.3558500100912097,2.9554777723877214e-11,1.4194288351328731e-15,1.4181779776189218e-15,1.3153584513793019e-23,1.2510265073446011e-18,0.0,0.0,8.5660861719216473e-10,2.465038855723429e-16,154.0,0.0,0.99988762735926118,1.0,18.999994704337094,5.8462459133363068e-06,1.772658946712666e-07,3.578375240564293e-05,4.0788596531868427e-05,1.0070354096929414e-05,5.1493820753168264e-06,2.2570878894291067e-11,1.4540161259755516e-07,1.4411619568112936e-05,6.9076504121278989e-14
7.943998979057579e-11,0.35585000955191204,3.0513984501696014e-11,1.5133563452067223e-15,1.5119792254351857e-15,1.4926040077210532e-23,1.3773116263797072e-18,0.0,0.0,9.1188271535080353e-10,2.7639587158396522e-16,154.0,0.0,0.9998839637537571,1.0,18.999994439064938,6.0368493628243923e-06,1.7726529355398133e-07,3.6857862278506772e-05,4.2118367733734955e-05,1.0401028190734822e-05,5.4097930630413439e-06,2.330672503861708e-11,1.502067724252988e-07,1.4884850168317734e-05,7.2569795244894414e-14
