Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137)
3.8342706056400094e-09,0.46412933299164816,7.817768343600824e-11,8.0215698182690987e-14,3.4809634568095041e-13,2.5652633989864989e-19,6.4298697632302163e-15,0.0,0.0,2.1164337410537115e-07,2.1786819368562506e-11,154.0,0.0,0.99925721121608768,1.0,18.999892253120596,6.7285722001107735e-05,1.0638035710243352e-08,0.00020069494239503973,0.00030577116185683613,2.7731056578553199e-05,0.00010616600088896594,2.0399990404914556e-10,1.3542176486396824e-06,3.1694153928630399e-05,2.1356545247343929e-12,1.649521896729151e-06,5.0309847646223299e-08,2.3447486714957171e-07,2.3426374514953762e-07,1.2655033417030355e-10,6.7814054715621971e-10,8.4559505240637137e-11,1.3053300862533605e-07,2.0717957846859527e-15,2.0039499251361978e-15,2.0045583423461767e-15,1.4578053925910495e-08,1.2572379130219615e-12,1.7712284507054433e-14,7.9104582335004695e-17,1.0174073298221552e-16,2.5362192706394981e-13,5.80033220953102e-14,1.481552192191163e-14,6.777473077002629e-16,1.1790519851643261e-16,8.9780307674824399e-19,2.205408781178945e-22,4.1719435653330577e-17,1.505663077341976e-20,5.8702513816754591e-10,1.0550765703721008e-15
3.986856570816801e-09,0.46412932145102437,8.3098378622229384e-11,8.7906633174206951e-14,4.0311794090620443e-13,3.060100492135687e-19,7.7172468191279406e-15,0.0,0.0,2.2875474580099135e-07,2.5434865547404746e-11,154.0,0.0,0.99922761369600732,1.0,18.999887863981566,6.9957674615666885e-05,1.0637747969642357e-08,0.00020856372565799402,0.00031792385897396423,2.8834331093583179e-05,0.00011048234370874928,2.1210771830422735e-10,1.4080630335795609e-06,3.2955192158444964e-05,2.2224828618592162e-12,1.7833287933051645e-06,5.2496243644217953e-08,2.5510353264536722e-07,2.5487383227580651e-07,1.3768460437126387e-10,7.2172744150167198e-10,9.2000763805426034e-11,1.4159902118680199e-07,2.5547620396168244e-15,2.4725689003033676e-15,2.4733512260980814e-15,1.638702209025684e-08,1.3725547560273904e-12,1.8416547065133514e-14,8.5235962370484181e-17,1.1402287944178659e-16,2.9221207437980403e-13,6.9144857428044572e-14,1.7901431033215278e-14,8.3060045544623055e-16,1.4942274148563324e-16,1.1704480333164807e-18,2.7027987216025874e-22,5.1615488914932375e-17,1.9704621947733538e-20,6.2455972885169939e-10,1.1825760646956546e-15
4.1394425359935925e-09,0.46412930991433976,8.8142573520305263e-11,9.6024462913563982e-14,4.6445566230132493e-13,3.6271335798428272e-19,9.2044022231940053e-15,0.0,0.0,2.4653002069761993e-07,2.9522685534922281e-11,154.0,0.0,0.99919801330942182,1.0,18.999883474785918,7.2629191141121064e-05,1.0637460197706379e-08,0.00021643115533595639,0.00033007531703400293,2.993756899351032e-05,0.00011479793996527806,2.2021470255845116e-10,1.4619029066095059e-06,3.4216195639470674e-05,2.3092961809818875e-12,1.9223458194603583e-06,5.4682286239624031e-08,2.7660955450908973e-07,2.7636048512736981e-07,1.4929244813943445e-10,7.6598981992125828e-10,9.9758582270946883e-11,1.5315176216858852e-07,3.1240216600792781e-15,3.0253121788214712e-15,3.0263081413997792e-15,1.8339552285425943e-08,1.493356228441511e-12,1.9120737531021395e-14,9.1614610404861111e-17,1.2726869384051374e-16,3.3491634965569578e-13,8.1909296391485959e-14,2.1478105326498779e-14,1.010417294964734e-15,1.8774023975446029e-16,1.5111353968531489e-18,3.2879298005735487e-22,6.3381661716441143e-17,2.5534814874585841e-20,6.6265995657426767e-10,1.3212979587586376e-15
4.292028501170384e-09,0.46412929838158684,9.330874067138017e-11,1.0457752456974878e-13,5.3257589294917304e-13,4.2737575034893698e-19,1.0913877551344465e-14,0.0,0.0,2.64969065761698e-07,3.4084234859441298e-11,154.0,0.0,0.99916841006121149,1.0,18.999879085531131,7.5300271627999187e-05,1.0637172394382742e-08,0.00022429722627121285,0.00034222553053685223,3.1040770310079742e-05,0.00011911278683095915,2.2832085314254782e-10,1.5157372433612177e-06,3.5477164408828944e-05,2.3960944252220179e-12,2.0665721375562608e-06,5.6867967477702094e-08,2.9899278913288212e-07,2.9872356016055114e-07,1.6137378763211525e-10,8.1088721016307355e-10,1.0783290860856875e-10,1.6519534937118981e-07,3.790649755919132e-15,3.6730613410899734e-15,3.6743176416458484e-15,2.0441101387624882e-08,1.619689620787477e-12,1.98248555859966e-14,9.8242615185512393e-17,1.4151509083819824e-16,3.8199085822729433e-13,9.6461207211632288e-14,2.5600463737806233e-14,1.2206924962237002e-15,2.3399304242091278e-16,1.9333921838377005e-18,3.9721738752886719e-22,7.7286385941288632e-17,3.2788294884461818e-20,7.0129102531754655e-10,1.4719135480839105e-15
4.444614466347176e-09,0.4641292868527583,9.8595371090942832e-11,1.135740519164287e-13,6.0796119505986953e-13,5.0078243264064029e-19,1.2869854310462646e-14,0.0,0.0,2.8407174621025794e-07,3.9154725506802487e-11,154.0,0.0,0.99913880395625609,1.0,18.999874696214714,7.7970916126836488e-05,1.06368845596486e-08,0.00023216193330877327,0.0003543744939841224,3.2143935072907681e-05,0.00012342688147969788,2.3642616638838927e-10,1.5695660194739732e-06,3.673809850122821e-05,2.4828775377293732e-12,2.2160069075965355e-06,5.9053281568581903e-08,3.2225309017562778e-07,3.2196291109546483e-07,1.7392854352773974e-10,8.5638155887975614e-10,1.1622368979969388e-10,1.7773389949711019e-07,4.5666253638087513e-15,4.4276001774366103e-15,4.4291713732542902e-15,2.2697123797198638e-08,1.7516022083760272e-12,2.0528900911436733e-14,1.0512206490038079e-16,1.5679898068729288e-16,4.3369596558644018e-13,1.1297475228820903e-13,3.0327033193985875e-14,1.465214586669501e-15,2.8945275096405522e-16,2.4527862889636104e-18,4.7678590351719706e-22,9.3624996602287352e-17,4.1744034304061323e-20,7.4042027318021082e-10,1.6351159319310337e-15
4.597200431523967e-09,0.4641292753278469,1.0400097404759819e-10,1.2302217658262424e-13,6.9111024658391311e-13,5.8376537437106907e-19,1.5098210438633968e-14,0.0,0.0,3.0383792551208408e-07,4.4770625193490324e-11,154.0,0.0,0.99910919499943651,1.0,18.999870306834154,8.0641124688174502e-05,1.0636596693754545e-08,0.00024002527129638482,0.000366522201879145,3.3247063309612681e-05,0.00012774022108690591,2.4453063862899724e-10,1.6233892105946843e-06,3.7998997949108866e-05,2.5696454616840347e-12,2.3706492872280903e-06,6.1238224098074227e-08,3.4639030935017293e-07,3.4607838970231633e-07,1.8695663545090959e-10,9.0243708674549304e-10,1.249308721203893e-10,1.9077152814188815e-07,5.464865668518546e-15,5.3016505334419528e-15,5.3035999926965345e-15,2.5113071425965035e-08,1.8891412524492879e-12,2.1232873188819268e-14,1.1225504717342179e-16,1.7315726850725437e-16,4.9029606984368645e-13,1.3163382121685602e-13,3.5720012144583205e-14,1.7480770393439162e-15,3.5553718308725761e-16,3.0871402349494772e-18,5.6883056835096778e-22,1.1272129182634727e-16,5.2723182905631699e-20,7.8001704119641295e-10,1.811619994465587e-15
4.749786396700759e-09,0.46412926380684527,1.0952407684369041e-10,1.3292992928445438e-13,7.8253777812918088e-13,6.7720432223270889e-19,1.762657646287834e-14,0.0,0.0,3.2426746538886297e-07,5.0969656634135652e-11,154.0,0.0,0.99907958319563384,1.0,18.999865917386948,8.3310897362561158e-05,1.0636308796658383e-08,0.00024788723508454522,0.00037866864872698454,3.4350155045938214e-05,0.00013205280282950854,2.5263426619854594e-10,1.6772067923779191e-06,3.9259862782778921e-05,2.6563981402965042e-12,2.5304984317422097e-06,6.3422791592401325e-08,3.7140429685764799e-07,3.7106984623512266e-07,2.0045798220684032e-10,9.4902015293922433e-10,1.3395440129838784e-10,2.0431234978515092e-07,6.4992599701287238e-15,6.3089080252831117e-15,6.3113089561930438e-15,2.7694393684598044e-08,2.0323540006113978e-12,2.1936772099721832e-14,1.1964364906006507e-16,1.9062685359506503e-16,5.5205938690368257e-13,1.5263215514512191e-13,4.1845330038724154e-14,2.0736891187321595e-15,4.3382053696192085e-16,3.8567571470886443e-18,6.7478618307241414e-22,1.349291118752366e-16,6.6093658398878286e-20,8.2005255085043851e-10,2.0021623860267314e-15
4.90237236187755e-09,0.4641292522897462,1.1516322459835462e-10,1.4330524103879188e-13,8.8277451014568561e-13,7.8202778763006137e-19,2.0484391347203846e-14,0.0,0.0,3.4536022581633233e-07,5.7790796802870539e-11,154.0,0.0,0.99904996854972983,1.0,18.9998615278706,8.5980234200550744e-05,1.0636020868269234e-08,0.00025574781952651519,0.00039081382903445014,3.5453210305867143e-05,0.00013636462388595197,2.6073704543237334e-10,1.7310187404859714e-06,4.0520693030540804e-05,2.7431355168078874e-12,2.6955534940756681e-06,6.5606981270237481e-08,3.9729490163502094e-07,3.9693712967883054e-07,2.144325019149454e-10,9.9609912829868961e-10,1.4329422260254449e-10,2.1836047778169435e-07,7.6847034198005024e-15,7.4640776471462421e-15,7.4670142041447445e-15,3.0446537470052744e-08,2.1812876869591719e-12,2.2640597325823048e-14,1.2728995704269085e-16,2.0924462876949093e-16,6.1925774750564609e-13,1.7617346304349543e-13,4.8772703018385529e-14,2.4467864884380932e-15,5.2604374283447839e-16,4.7846594429210002e-18,7.9619376126153324e-22,1.6063393664555898e-16,8.2275053245698176e-20,8.6049978962842434e-10,2.2075015044868229e-15
5.207544292231134e-09,0.4641292292672264,1.2678392325719935e-10,1.6548977446723851e-13,1.1118780285122254e-12,1.0297918924057974e-18,2.7315501250770696e-14,0.0,0.0,3.8953483950354023e-07,7.3461577989869768e-11,154.0,0.0,0.99899073075114653,1.0,18.999852748620484,9.1317600569587463e-05,1.0635444918444268e-08,0.00027146482979881849,0.00041510036806428831,3.7659211484290996e-05,0.00014498597266179161,2.7694004424008755e-10,1.8386256383646937e-06,4.3042249872219519e-05,2.9165641366456866e-12,3.041277972182e-06,6.9974218328044861e-08,4.5170535361031926e-07,4.512985680748619e-07,2.4380072987495813e-10,1.0916276498891164e-09,1.6292252079803782e-10,2.4799510057583715e-07,1.0573549884180486e-14,1.0282234847285365e-14,1.0286544925934533e-14,3.6485064564860881e-08,2.4965067440898971e-12,2.4048025450846113e-14,1.4336403433286419e-16,2.500722845673926e-16,7.7106386450231139e-13,2.3175031384963511e-13,6.5331718635101051e-14,3.3560738398008657e-15,7.6017123170127938e-16,7.222567112169714e-18,1.092080129967498e-21,2.2424454218420867e-16,1.2504002994746962e-19,9.425296060152652e-10,2.6657121392295851e-15
5.512716222584718e-09,0.46412920626022897,1.3885177918271188e-10,1.896372764455807e-13,1.3829839707481976e-12,1.3354973706907881e-18,3.5865342363408083e-14,0.0,0.0,4.3636061150487819e-07,9.2119841052440737e-11,154.0,0.0,0.99893148164274981,1.0,18.999843969063818,9.6653224199845793e-05,1.0634868844577442e-08,0.0002871762609951241,0.00043938177505846356,3.9865067005483524e-05,0.0001536042448726765,2.9313960575840704e-10,1.9462097096856876e-06,4.5563668664841769e-05,3.0899308677435048e-12,3.4078158979943703e-06,7.4339919813845018e-08,5.0962043853612705e-07,5.0916147842182193e-07,2.7506065437199166e-10,1.1888054615922981e-09,1.8381532222608195e-10,2.797082805256423e-07,1.4271962185450952e-14,1.3895307796858393e-14,1.3901490629821553e-14,4.327217713222124e-08,2.8351760317128419e-12,2.5455155019364447e-14,1.6049395926930514e-16,2.9593522562374759e-16,9.4795424163980293e-13,3.0019741189101361e-13,8.6032447634393504e-14,4.5207442358056418e-15,1.0755881135392818e-15,1.0649366135123384e-17,1.4710695454411018e-21,3.0733196686906066e-16,1.8561689350614968e-19,1.0259217596883451e-09,3.1927533239429176e-15
5.817888152938302e-09,0.46412918326869584,1.5135577304137706e-10,2.1580772706734717e-13,1.7009073216793383e-12,1.7084240373964107e-18,4.6440216202911598e-14,0.0,0.0,4.8583635889119358e-07,1.1412247768615768e-10,154.0,0.0,0.99887222126361008,1.0,18.999835189180672,0.00010198710549598853,1.0634292647122268e-08,0.00030288207204227702,0.00046365800613543302,4.2070777008174587e-05,0.00016221941800163619,3.0933570071270777e-10,2.0537707600306778e-06,4.8084949574026231e-05,3.2632352571458762e-12,3.7951604103610193e-06,7.8704072257405872e-08,5.7103891853149703e-07,5.7052462300997862e-07,3.0821160437376046e-10,1.2874405483523543e-09,2.0597217834488103e-10,3.1353288306191091e-07,1.8938736966647885e-14,1.8460918653207349e-14,1.8469609387472176e-14,5.0851358567534632e-08,3.1976729467530468e-12,2.6861983488513663e-14,1.7869640261780615e-16,3.471283003375658e-16,1.1522150757960792e-12,3.8351366981561916e-13,1.1157393846080562e-13,5.9914733738144096e-15,1.4933241592991399e-15,1.537456616174277e-17,1.9496521987890881e-21,4.1428716740852787e-16,2.6980257616680367e-19,1.1105134746623298e-09,3.7954732545385333e-15
6.123060083291886e-09,0.46412916029256795,1.6428515045383881e-10,2.4405962344410453e-13,2.0707128825137147e-12,2.158719760043884e-18,5.9380689006768178e-14,0.0,0.0,5.3796087091100661e-07,1.3984637389644728e-10,154.0,0.0,0.99881294965280365,1.0,18.999826408951105,0.00010731924486278,1.0633716326501024e-08,0.00031858222191253352,0.00048792901744267698,4.4276341611827992e-05,0.00017083146955669607,3.25528299847718e-10,2.1613085951099079e-06,5.0606092743225009e-05,3.4364768524001487e-12,4.203304610568125e-06,8.3066663214421037e-08,6.3595954554331216e-07,6.3538675384973678e-07,3.4325290329426496e-10,1.387363158522374e-09,2.2939263689959797e-10,3.4950175475873104e-07,2.4751969153273548e-14,2.4156266675628286e-14,2.4168262442999956e-14,5.9266050837553886e-08,3.5843746726412936e-12,2.826850831711032e-14,1.9798802553941742e-16,4.0394619932173363e-16,1.3861740481364918e-12,4.8386649743810909e-13,1.4272016822633496e-13,7.8251119409801639e-15,2.0381306523795497e-15,2.1778693074171588e-17,2.5463276668367954e-21,5.5016774311491356e-16,3.8481195059943469e-19,1.1961613265419634e-09,4.4810663088885312e-15
6.42823201364547e-09,0.46412913733178746,1.7762941560381123e-10,2.7445001528462206e-13,2.4977132802746094e-12,2.6974270250321838e-18,7.5063344817800351e-14,0.0,0.0,5.9273290902895699e-07,1.6968838442944015e-10,154.0,0.0,0.99875366684941469,1.0,18.999817628355217,0.00011264964270508628,1.0633139883132001e-08,0.00033427666962395459,0.00051219476515706748,4.6481760918925753e-05,0.00017944037707109329,3.4171737392776468e-10,2.2688230207637665e-06,5.3127098296286937e-05,3.6096552015608343e-12,4.6322415623770873e-06,8.742768099690313e-08,7.0438106162531339e-07,7.0374661294376668e-07,3.8018386914087801e-10,1.4884232403525579e-09,2.5407624202085157e-10,3.8764772304770686e-07,3.1910100498789033e-14,3.1179266517466594e-14,3.1195555649942204e-14,6.8559654079217819e-08,3.9956581758097178e-12,2.9674726965673187e-14,2.1838547944548752e-16,4.666834403687975e-16,1.6521959362920696e-12,6.0359408278786224e-13,1.8030115164864597e-13,1.0084976635098865e-14,2.7388473233396809e-15,3.0324186298718839e-17,3.2816996127049155e-21,7.2075341523468721e-16,5.3952290402354442e-19,1.2827389583933148e-09,5.2570724633810425e-15
6.733403943999054e-09,0.46412911438629595,1.9137832499718968e-10,3.0703453964111456e-13,2.987466984481243e-12,3.3365082872661506e-18,9.3902527871113553e-14,0.0,0.0,6.5015120696473068e-07,2.0406530673160901e-10,154.0,0.0,0.99869437289253249,1.0,18.999808847373124,0.00011797829942787498,1.0632563317433807e-08,0.00034996537424080018,0.00053645520548523725,4.8687035016994909e-05,0.00018804611810349227,3.5790289373702026e-10,2.3763138429644364e-06,5.564796633973921e-05,3.7827698531939446e-12,5.081964292062109e-06,9.1787114248187327e-08,7.7630219937215601e-07,7.7560293271403922e-07,4.1900381474517599e-10,1.5904881603996765e-09,2.8002253437929365e-10,4.2800359593242804e-07,4.063295906705496e-14,3.974968493963781e-14,3.9771479502267368e-14,7.8775526199268846e-08,4.4319002028321148e-12,3.10806368964448e-14,2.3990540585282695e-16,5.3563435459928114e-16,1.9526786440384125e-12,7.4520739091696267e-13,2.252139178797605e-13,1.2841129042196828e-14,3.6287740396734511e-15,4.1567157482395555e-17,4.1785665348691124e-21,9.3260230840133944e-16,7.4474704304393226e-19,1.3701350539376896e-09,6.1313767147251881e-15
7.038575874352638e-09,0.464129091456035,2.0552188136524641e-10,3.4186745485172421e-13,3.5457763305494523e-12,4.0888701551838397e-18,1.163520747736681e-13,0.0,0.0,7.1021447073247171e-07,2.4341385443296242e-10,154.0,0.0,0.99863506782125278,1.0,18.999800065984982,0.00012330521543621538,1.0631986629824346e-08,0.00036564829487392079,0.00056071029466394772,5.0892163980405799e-05,0.00019664867023820023,3.7408483007974877e-10,2.4837808678175138e-06,5.8168696964817534e-05,3.9558203563813295e-12,5.5524657884481073e-06,9.6144951564628191e-08,8.5172168230699515e-07,8.5095443638246087e-07,4.5971204796868103e-10,1.6934406732281234e-09,3.0723105132338564e-10,4.7060216170311035e-07,5.1162789986333479e-14,5.0110276235052518e-14,5.0139048049356404e-14,8.995698247455503e-08,4.8934772777598408e-12,3.2486235573412685e-14,2.6256443623895862e-16,6.1109307367929487e-16,2.2900496085512366e-12,9.1139190808404047e-13,2.7842336812905682e-13,1.6170642932594874e-14,4.7460460806993337e-15,5.6170020072247054e-17,5.2620087474971965e-21,1.1931079718196995e-15,1.013527239483681e-18,1.4582515394825961e-09,7.112208507318044e-15
7.343747804706222e-09,0.4641290685409462,2.2005032771335479e-10,3.7900167366395105e-13,4.1786855505180761e-12,4.9683864077966826e-18,1.4290703583363784e-13,0.0,0.0,7.7292137868067365e-07,2.8819063034590225e-10,154.0,0.0,0.9985757516746766,1.0,18.999791284170954,0.00012863039113527843,1.0631409820721418e-08,0.00038132539068114923,0.0005849599889604563,5.3097147871953672e-05,0.00020524801108538158,3.902631537805495e-10,2.5912239015636471e-06,6.0689290249258013e-05,4.1288062607249818e-12,6.0437390029489243e-06,1.005011814632986e-07,9.3063822492415645e-07,9.2979983800692092e-07,5.0230787172234174e-10,1.7971771293922845e-09,3.3570132689244169e-10,5.1547618865147442e-07,6.3765277034714387e-14,6.2527916075646999e-14,6.2565436411016682e-14,1.0214729515312392e-07,5.3807656988876976e-12,3.3891520462330726e-14,2.8637919189748912e-16,6.9335351806343628e-16,2.6667625693828226e-12,1.1050091427278151e-12,3.4096301939135358e-13,2.0157860012283047e-14,6.1340120888732093e-15,7.4915017562204889e-17,6.5594716040496639e-21,1.5105570955071346e-15,1.3614637526486334e-18,1.5470020023446151e-09,8.2081411668560555e-15
7.648919735059806e-09,0.46412904564097174,2.349541415159787e-10,4.1848879553898172e-13,4.8924788116266817e-12,5.9899198632516503e-18,1.7410538504120388e-13,0.0,0.0,8.382705815325548e-07,3.3887209898010035e-10,154.0,0.0,0.99851642449191003,1.0,18.999782501911234,0.00013395382693033678,1.063083289054263e-08,0.00039699662086769026,0.00060920424467288538,5.5301986744244268e-05,0.00021384411828127156,4.0643783568460437e-10,2.6986427505801601e-06,6.3209746258872728e-05,4.3017271163513437e-12,6.55577684960586e-06,1.0485579253034221e-07,1.0130505325517556e-06,1.0121378423374851e-06,5.4679058388878878e-10,1.9016058998746647e-09,3.6543289176456298e-10,5.6265842478593168e-07,7.8730554760085251e-14,7.7294733502806086e-14,7.7343116614745075e-14,1.1538969305621273e-07,5.8941415351596381e-12,3.5296489030740464e-14,3.1136628379363554e-16,7.8270938618499339e-16,3.0852946712570679e-12,1.3290979029242495e-12,4.1393564346112783e-13,2.4894634381778856e-14,7.8416135578147884e-15,9.8718663581149351e-17,8.1008450462023681e-21,1.8941878519199811e-15,1.8070703602718211e-18,1.6363103053453573e-09,9.4280913408466121e-15
7.954091665413389e-09,0.46412902275605267,2.5022402905394992e-10,4.603791381661597e-13,5.6936782626580144e-12,7.1693431554709565e-18,2.1052971884498782e-13,0.0,0.0,9.0626070242692861e-07,3.9595455857898225e-10,154.0,0.0,0.9984570863120642,1.0,18.999773719186042,0.00013927552322676461,1.0630255839705403e-08,0.00041266194468650988,0.00063344301813058701,5.750668064091238e-05,0.00022243696948838953,4.2260884665792144e-10,2.8060372213826803e-06,6.5730065048939917e-05,4.474582473915592e-12,7.0885722051265104e-06,1.0920877345972415e-07,1.0989573013236938e-06,1.097967144781885e-06,5.9315947730367359e-10,2.0066459857200848e-09,3.9642527324413827e-10,6.1218159754707919e-07,9.6374211300099491e-14,9.4729241081500888e-14,9.4790991773634979e-14,1.297273611811315e-07,6.4339806227942998e-12,3.6701138747992345e-14,3.3754231241991143e-16,8.7945414447591155e-16,3.5481438590109135e-12,1.5868753792346037e-12,4.9851381473185834e-13,3.04805663420352e-14,9.9237645980394417e-15,1.2864708987066104e-16,9.9185396862108993e-21,2.3542487809009831e-15,2.3721615033071498e-18,1.7261093683231254e-09,1.0781318446467836e-14
8.259263595766972e-09,0.4641289998861312,2.6585091988811005e-10,5.047217682209971e-13,6.5890420877412346e-12,8.5235584779538361e-18,2.5280894406583512e-13,0.0,0.0,9.7689033695956425e-07,4.5995411268152635e-10,154.0,0.0,0.99839773717425473,1.0,18.99976493597563,0.00014459548043003787,1.0629678668627018e-08,0.00042832132143872395,0.00065767626569451104,5.9711229597698578e-05,0.00023102654239575221,4.3877615758758034e-10,2.9134071206267687e-06,6.8250246665436373e-05,4.6473718846059302e-12,7.6421179089239243e-06,1.1356011296654295e-07,1.1883572182768177e-06,1.1872864314960874e-06,6.4141383980461674e-10,2.1122257856676212e-09,4.286779952946201e-10,6.6407841352347585e-07,1.1703828217826761e-13,1.1517746334894951e-13,1.1525552873385678e-13,1.4520344030499411e-07,7.0006585621862119e-12,3.8105467085267051e-14,3.6492386765195302e-16,9.8388101811107507e-16,4.0578265273938186e-12,1.8817380586577866e-12,5.9594037879370504e-13,3.7023226249205012e-14,1.2441730916421275e-14,1.6593229689386324e-16,1.2047559651090284e-20,2.9020581515567661e-15,3.0822714036588399e-18,1.8163400915120971e-09,1.2277424126143534e-14
8.564435526120555e-09,0.4641289770311491,2.8182596146509619e-10,5.5156453138642423e-13,7.5855625675294004e-12,1.0070516334561337e-17,3.0161995504766466e-13,0.0,0.0,1.0501580532250371e-06,5.314066412096391e-10,154.0,0.0,0.99833837711760132,1.0,18.999756152260257,0.00014991369894573403,1.0629101377724643e-08,0.00044397471047398593,0.00068190394375756958,6.1915633643400126e-05,0.00023961281471908568,4.549397393819746e-10,3.0207522551095223e-06,7.0770291146129288e-05,4.8200949001478504e-12,8.2164067631560411e-06,1.1790979973266955e-07,1.2812489614159338e-06,1.2800943794427681e-06,6.9155295426280928e-10,2.2182820042004593e-09,4.6219057855968451e-10,7.1838155816769007e-07,1.4109223516124051e-13,1.3901406358117179e-13,1.3911188921493449e-13,1.6186102658928822e-07,7.5945507147551829e-12,3.9509471515596491e-14,3.9352752860448485e-16,1.0962829824069073e-15,4.6168754009249505e-12,2.2172624868059018e-12,7.0752884982477701e-13,4.4638368942445973e-14,1.5463507209797641e-14,2.1198930879921008e-16,1.4525572359183431e-20,3.5500637549978062e-15,3.9671062941521334e-18,1.9069504046363697e-09,1.3926351711263829e-14
8.869607456474138e-09,0.46412895419104805,2.9814051385302127e-10,6.0095408164850912e-13,8.6904641478656988e-12,1.1829233326091732e-17,3.5768929994287144e-13,0.0,0.0,1.1260623918590682e-06,6.1086777108083821e-10,154.0,0.0,0.99827900618122745,1.0,18.99974736802022,0.00015523017917953228,1.0628523967415299e-08,0.00045962207119087359,0.00070612600874500446,6.4119892800708187e-05,0.00024819576420103773,4.7109956297105891e-10,3.1280724317712233e-06,7.3290198521540798e-05,4.9927510728084079e-12,8.811431532765482e-06,1.2225782243879983e-07,1.3776311996927378e-06,1.3763896563638064e-06,7.4357609856813964e-10,2.3247586869553569e-09,4.9696254035326801e-10,7.7512369551263904e-07,1.6893394613311355e-13,1.6664346880759373e-13,1.6676505937354151e-13,1.7974317118531168e-07,8.2160321996200985e-12,4.09131495138853e-14,4.233698634874338e-16,1.2169527548216412e-15,5.2278376250736319e-12,2.5972058912915544e-12,8.3466374283825041e-13,5.3450139145486148e-14,1.9064192292035284e-14,2.6843423725334591e-16,1.7392975359516347e-20,4.3119030886366527e-15,5.0610309842113755e-18,1.9978944297660254e-09,1.5738385694542857e-14
9.174779386827721e-09,0.4641289313657698,3.1478614460486285e-10,6.5293590988074754e-13,9.9112015160281253e-12,1.3819809004957391e-17,4.2179483606600302e-13,0.0,0.0,1.2046018660813561e-06,6.9891284634747089e-10,154.0,0.0,0.99821962440426004,1.0,18.999738583235846,0.00016054492153721347,1.0627946438115947e-08,0.00047526336303727425,0.00073034241711475022,6.6324007086943903e-05,0.00025677536861138918,4.8725559930658987e-10,3.235367457696937e-06,7.5809968815798953e-05,5.1653399554004706e-12,9.4271849455196107e-06,1.2660416980474569e-07,1.4775025929766206e-06,1.4761709207446865e-06,7.9748254560994032e-10,2.4316063696366425e-09,5.3299339464667121e-10,8.3433746788823746e-07,2.0099066598788661e-13,1.9850099302270264e-13,1.9865097773981967e-13,1.9889287984049768e-07,8.8654778902590818e-12,4.2316498556931813e-14,4.5446742946220033e-16,1.3461827875013992e-15,5.8932730489009041e-12,3.0255066800727786e-12,9.7880084720240117e-13,6.359126826014556e-14,2.3326361285537692e-14,3.3710325562567068e-16,2.0692960370024114e-20,5.2024638906207553e-15,6.4035909141544285e-18,2.0891317452420724e-09,1.77241512114918e-14
9.479951317181305e-09,0.46412890855525635,3.3175462374638327e-10,7.0755437173601119e-13,1.125545768453045e-11,1.6063441835825342e-17,4.9476737436616924e-13,0.0,0.0,1.2857749617388971e-06,7.9613689786459907e-10,154.0,0.0,0.99816023182582936,1.0,18.999729797887479,0.00016585792642465985,1.0627368790243444e-08,0.00049089854551077005,0.0007545531253577997,6.8527976514706732e-05,0.00026535160574726462,5.0340781936237044e-10,3.3426371401181285e-06,7.8329602047389903e-05,5.3378611012869596e-12,1.0063659692050913e-05,1.3094883058172323e-07,1.5808617920734234e-06,1.5794368218268288e-06,8.5327156328364586e-10,2.5387813259592551e-09,5.7028265207301464e-10,8.9605549563835559e-07,2.3771997861952189e-13,2.3505395859359968e-13,2.3523766152447767e-13,2.1935311250563518e-07,9.5432624112753858e-12,4.3719516123449185e-14,4.8683677249808526e-16,1.4842652603130709e-15,6.6157526782221273e-12,3.5062848291786832e-12,1.1414674481703459e-12,7.5203263018456831e-14,2.8340434243162004e-14,4.2007248163360401e-16,2.4471574666497237e-20,6.2379449836170074e-15,8.0400707630406744e-18,2.1806267374251883e-09,1.9894613531442497e-14
