Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20)
4.84854667162951e-09,0.3402563909856552,8.2802242199022853e-10,1.7825444197518713e-12,7.8997006143555993e-10,4.172778059033765e-17,3.7015778609968513e-11,0.0,0.0,1.8234251509483397e-06,1.1511037782345608e-09,154.0,0.0,0.99734090900652572,1.0,18.999631189504296,0.00016340186859401293,3.7465415830815173e-08,0.00073030201940208199,0.001089049788033903,0.00012865996313972581,0.00036135110112265527,8.0773694538854129e-10,5.3260855944884083e-06,0.00016256306352159676,6.0487730759670222e-12,1.4029987375288732e-05,2.9849100034172104e-07,2.499925079963251e-06,2.4973150637309567e-06,1.5798998499326407e-09,6.1380347510511948e-09,1.0268406185425766e-09,1.2541732414107005e-06,4.0798231338972122e-13,4.0190294995325503e-13,4.0226585742354507e-13,3.0405829180185616e-07,1.9834139369057748e-11,5.9066467026413126e-14,1.2339880385605788e-15,4.0184108275766142e-15,1.5190803166971996e-11,4.8594366744372242e-12,1.33104298015961e-12,1.0305540212224234e-13,2.6873093377569029e-14,4.8933412495276267e-16,3.9381026303563942e-20,6.0122602980225982e-15,7.8703129204019473e-16,4.7815880684674363e-09,2.1920382464806997e-14,1.0411667088610148e-14,4.5912918526461366e-18,2.5135634851671273e-18,9.2441555625823645e-15,2.5091066015902467e-22,1.4274135638315601e-22,3.5175550863793614e-16,4.878332098139278e-21,4.2627015542611321e-17,2.0015124347451267e-21,2.0277383407484415e-23,1.533688014255589e-20,4.0024970643519778e-18,2.8734638217161624e-18,2.1948844383042135e-19,8.5044209232213779e-13,6.2057041935900056e-17,3.889815932192399e-17,1.2331519825744972e-16,8.1120930405766899e-19,1.1835928386710311e-20,7.3406460659372777e-18,3.6945684404528024e-20,2.8304442184741252e-20,1.3923907015087934e-17,9.3364630143577514e-19,4.2310407804164852e-21,8.716447467058907e-22,1.557606813920296e-21,1.3224580235802887e-19,4.2421542435104672e-10,4.5616542704820322e-15,2.0992562636272365e-15,8.0457272410077866e-10,1.2378161567549956e-25,2.5559069632607646e-23,2.4149552233051611e-20
4.985111286650416e-09,0.3402563710368931,8.6558871839435464e-10,1.9071866982158294e-12,8.4299860024824275e-10,4.7390101957226582e-17,4.0715316856991258e-11,0.0,0.0,1.9271446466822885e-06,1.2856012832304107e-09,154.0,0.0,0.99726584505865812,1.0,18.999620675861024,0.00016798416903326336,3.7462795321025633e-08,0.00075060204722691027,0.0011195925315131922,0.00013227879289527545,0.00037158485244104922,8.3038977160933548e-10,5.4754959777126483e-06,0.00016713651510631052,6.2200791548943778e-12,1.4829602988621299e-05,3.0728867077434597e-07,2.6496333064431667e-06,2.6468666854966503e-06,1.6745148525490455e-09,6.3797688414071037e-09,1.0883422566385586e-09,1.3325862213202353e-06,4.7127135517183757e-13,4.647632631115387e-13,4.6519525926021008e-13,3.3043517874128508e-07,2.1136838202172184e-11,6.0723433170718133e-14,1.307377099766583e-15,4.3654864105632724e-15,1.6814106988643696e-11,5.5234275730800413e-12,1.5224184973278266e-12,1.1936312386967319e-13,3.1841886380318332e-14,5.9190862456908497e-16,4.5612784992627466e-20,7.0331225971682967e-15,9.1706593827596961e-16,4.9687049800832403e-09,2.3998721908472633e-14,1.1414264025582399e-14,5.0266415223293793e-18,2.8040097667728393e-18,1.0330494604902358e-14,2.7507223384813608e-22,1.5648671020542019e-22,4.0268969233896538e-16,5.5847178366264294e-21,4.8698191067235935e-17,2.2865782422697138e-21,2.3165401166861853e-23,1.7521276007909834e-20,4.687508591768681e-18,3.3401423237654656e-18,2.6180760203196582e-19,9.6019105861475324e-13,7.0468368362275025e-17,4.5101525563744037e-17,1.4407439188288956e-16,9.4078867239686149e-19,1.3828533378648439e-20,8.8246902213944717e-18,4.4775509988959575e-20,3.1136889400102038e-20,1.5736964070239014e-17,1.1136409486696797e-18,5.1925685258447514e-21,1.0778840618110398e-21,1.9675237169609732e-21,1.595426791236529e-19,4.3890216667165321e-10,4.7195809052707172e-15,2.1719334737890701e-15,8.587261271385912e-10,1.4916861595313377e-25,3.1577145323759787e-23,2.8140696335420923e-20
5.121675901671322e-09,0.3402563511019163,9.0376692267150666e-10,2.0369701079056507e-12,8.9784079313034486e-10,5.3637349402039814e-17,4.4660707716480141e-11,0.0,0.0,2.033714675996639e-06,1.4315354997226586e-09,154.0,0.0,0.99719077240957088,1.0,18.999610162095575,0.00017256537040092335,3.7460174468048405e-08,0.00077089381587717748,0.0011501275612324855,0.00013589732435375184,0.00038181441722949532,8.530368541651405e-10,5.6248684796917005e-06,0.00017170964609334487,6.3913151541407126e-12,1.5651270024000948e-05,3.1608278942288222e-07,2.8036890432831852e-06,2.800761227364347e-06,1.7718774674937693e-09,6.6225067033205444e-09,1.1516301118896225e-09,1.4137385220352653e-06,5.4215068922426976e-13,5.3525584865028753e-13,5.3576756984973022e-13,3.5829005730697438e-07,2.2487200177169328e-11,6.2379979210748109e-14,1.3832215902559386e-15,4.7320310943239923e-15,1.8557410799548411e-11,6.2560114409247092e-12,1.7346538178144905e-12,1.3768133199036051e-13,3.7547625298770402e-14,7.121997723660641e-16,5.2612823695374101e-20,8.1924729970254933e-15,1.0638743385790038e-15,5.1565521928543397e-09,2.6219645279672602e-14,1.2486740400654916e-14,5.4918606558792708e-18,3.1201207613016119e-18,1.1514466481939396e-14,3.0091783144153677e-22,1.7119009369552396e-22,4.5952802890808551e-16,6.3729862865906438e-21,5.5456974554076887e-17,2.6039298395377199e-21,2.6380509516276389e-23,1.9953074851746518e-20,5.4687993859953165e-18,3.8680276945010504e-18,3.1090160322652703e-19,1.0806162497689251e-12,7.974209017341694e-17,5.2086216590510931e-17,1.6759794036571666e-16,1.0867145047579165e-18,1.6086494358825573e-20,1.0554549097900339e-17,5.396654154252351e-20,3.4167042471177621e-20,1.7728896172782321e-17,1.322446380466889e-18,6.3357622699433114e-21,1.3247327927180912e-21,2.4690776991556969e-21,1.9159391124195451e-19,4.5359626155700796e-10,4.8775864473156392e-15,2.2446469966367152e-15,9.1472295151112749e-10,1.7895549838325867e-25,3.8812107464827705e-23,3.264698493859012e-20
5.258240516692228e-09,0.3402563311806819,9.4254575105141078e-10,2.1719650804626802e-12,9.5450082028885322e-10,6.0511811674768678e-17,4.8860361999302844e-11,0.0,0.0,2.1431335640555057e-06,1.5895343817247695e-09,154.0,0.0,0.99711569109845555,1.0,18.999599648188784,0.00017714547283727129,3.7457553273357176e-08,0.00079117728691466434,0.0011806548367584732,0.00013951555754675312,0.00039203977613138958,8.7567816307155839e-10,5.7742029026574469e-06,0.00017628245652668751,6.5624807496895627e-12,1.6494979584445361e-05,3.2487333958204437e-07,2.9620905308326077e-06,2.9589969267911038e-06,1.8719865755440665e-09,6.8661668603854705e-09,1.2167034566505286e-09,1.4976602200979305e-06,6.2127727651394943e-13,6.1405502691793868e-13,6.146583812981656e-13,3.8766267310476503e-07,2.3885760690334433e-11,6.4036102953248012e-14,1.4615484287274026e-15,5.1185737284230426e-15,2.0425686558826098e-11,7.0620594102585049e-12,1.9693187343638461e-12,1.5818977738732736e-13,4.4073421957451731e-14,8.5264270401500973e-16,6.0449831945259949e-20,9.5045658562763956e-15,1.2290439104814487e-15,5.3450686648446507e-09,2.8589269363846013e-14,1.3632145354429211e-14,5.9882307489728548e-18,3.4634895072996541e-18,1.2802240590948317e-14,3.285209341498515e-22,1.8689330981104283e-22,5.2279371718185583e-16,7.2503935507512171e-21,6.29621710023576e-17,2.9563283224007398e-21,2.9950681612855752e-23,2.2653435049140348e-20,6.3571344656219733e-18,4.46333255419014e-18,3.6764653474661444e-19,1.2124409971214654e-12,8.9939955653630618e-17,5.9925949160637695e-17,1.941620175263762e-16,1.2505314120892036e-18,1.8636323253460085e-20,1.2562441968086815e-17,6.4706284283000912e-20,3.7403002588834297e-20,1.9912017283713118e-17,1.5637874328939947e-18,7.6883211318717664e-21,1.6186516654294577e-21,3.0793064854015292e-21,2.2908353890058717e-19,4.6829622095822871e-10,5.0356548951959605e-15,2.3173894683959228e-15,9.7256402424329129e-10,2.137729780248819e-25,4.7471967605680798e-23,3.7717241957176548e-20
5.53136974673404e-09,0.3402562913792699,1.0218611327976759e-09,2.4578649251665826e-12,1.0732916449986708e-09,7.6320453772651838e-17,5.8056245049774729e-11,0.0,0.0,2.3705111031840964e-06,1.9443202972529657e-09,154.0,0.0,0.99696550264687256,1.0,18.999578619874708,0.0001863023814779347,3.7452309864724944e-08,0.00083171918265284909,0.0012416859636714761,0.00014675112923878849,0.0004124777989777864,9.2094334012774431e-10,6.0727567213280064e-06,0.00018542711587703634,6.9045994357829503e-12,1.824849054977208e-05,3.4244366776344165e-07,3.2919236782270797e-06,3.2884847056809605e-06,2.0804397672061556e-09,7.3559602429098879e-09,1.352203686656821e-09,1.6739319996964012e-06,8.0708056810037923e-13,7.994637574978529e-13,8.0029174978938935e-13,4.5111987306324705e-07,2.6829616908452033e-11,6.7347074782080054e-14,1.6257567213306565e-15,5.9537658701352428e-15,2.4557221924333178e-11,8.9149843275633412e-12,2.5125449128145032e-12,2.065469121197366e-13,5.9950157194800179e-14,1.2050043906960456e-15,7.8928824097986935e-20,1.264911843243426e-14,1.621312119709381e-15,5.7238898633006235e-09,3.37995893716556e-14,1.6154193167402246e-14,7.0796550953494495e-18,4.238655170580894e-18,1.5714991454863396e-14,3.892997396223789e-22,2.2146995605573037e-22,6.708638080786507e-16,9.303921527493676e-21,8.0464276775456156e-17,3.778120449681833e-21,3.8276317291501909e-23,2.8950681106668427e-20,8.5025982207324864e-18,5.8833292583350089e-18,5.0803880828426996e-19,1.5133300430000182e-12,1.1336843386166473e-16,7.8489408034897271e-17,2.5761183856659573e-16,1.6385205563265618e-18,2.4726789712567517e-20,1.7557288317253304e-17,9.1680495385573636e-20,4.4525256023161922e-20,2.4903576067479106e-17,2.1608682292440561e-18,1.1148936821557426e-20,2.377594411863233e-21,4.7070839544994003e-21,3.2351607238294491e-19,4.9770875849168091e-10,5.3519270128689009e-15,2.4629366402428027e-15,1.0937813670804305e-09,3.0139221865504811e-25,7.0049564214058327e-23,4.9760281822754662e-20
5.777186053771671e-09,0.3402562556045704,1.0951899186691794e-09,2.7336784716267737e-12,1.1864648124064471e-09,9.3154278028224777e-17,6.7287080749489382e-11,0.0,0.0,2.5848767174763452e-06,2.3115252893411131e-09,154.0,0.0,0.99683030380933146,1.0,18.999559693717021,0.00019453984231995291,3.744758964306749e-08,0.00086817812641399531,0.00129658705364104,0.00015326212391722369,0.00043085744175043721,9.6166195332456768e-10,6.3413229473959058e-06,0.00019365621331796152,7.2122622309326725e-12,1.9901946015306884e-05,3.5824459195669432e-07,3.6036181567521126e-06,3.5998526098187967e-06,2.2774293080881653e-09,7.7992368009758931e-09,1.4802528965445033e-09,1.842349196276604e-06,1.0098481990396332e-12,1.0023078415382256e-12,1.0033938523253247e-12,5.1381981501753352e-07,2.9649289342914934e-11,7.0325483206552816e-14,1.782303439247502e-15,6.7791273664528379e-15,2.875359924916277e-11,1.0886640926342585e-11,3.0952550842653105e-12,2.5957146570887756e-13,7.8013640828726276e-14,1.6209093579865916e-15,9.9191412483130554e-20,1.6166007811418129e-14,2.055137890211511e-15,6.0666018083976049e-09,3.9060840724240651e-14,1.870507999802276e-14,8.1817573796267012e-18,5.0466685477427705e-18,1.875795660132277e-14,4.5077353635566397e-22,2.5644197807062898e-22,8.3204057047707419e-16,1.1539222707719549e-20,9.9430596860147696e-17,4.6686623864897894e-21,4.7298470288779858e-23,3.5774763210476057e-20,1.0927000633303507e-17,7.4637636035757702e-18,6.7123723179480376e-19,1.8309826465577431e-12,1.3828915350325484e-16,9.896046321034802e-17,3.2828440647953183e-16,2.0664959013942933e-18,3.1510626738540764e-20,2.3394887122848203e-17,1.235533029382514e-19,5.1722465745062548e-20,3.0183657237426414e-17,2.8549142571953013e-18,1.5328322596471878e-20,3.3037740957064106e-21,6.7716423639973573e-21,4.3568637460095476e-19,5.2418886568766754e-10,5.6366662627602646e-15,2.5939725113976081e-15,1.2091893637063021e-09,4.0536263776007424e-25,9.7983584804155899e-23,6.3081407071348793e-20
6.023002360809301e-09,0.34025621987373356,1.1702980933385503e-09,3.0274144458782839e-12,1.3055988549884034e-09,1.1276044526064918e-16,7.7473853408829416e-11,0.0,0.0,2.8084455481627715e-06,2.7283370266217538e-09,154.0,0.0,0.99669507751597941,1.0,18.999540766804653,0.00020277374481335087,3.7442868337151761e-08,0.00090460959045769891,0.0013514623928102456,0.00015977215250827318,0.00044922315759975026,1.0023613947694724e-09,6.609762729615585e-06,0.00020188427258927065,7.5196918988010212e-12,2.1626679592502718e-05,3.7403369577050938e-07,3.9293651252252748e-06,3.9252580654634839e-06,2.4832998350990273e-09,8.2445022324607796e-09,1.6140756165863745e-09,2.0202059322811549e-06,1.2512474106043721e-12,1.244372641748769e-12,1.2457804725359094e-12,5.8205327235472862e-07,3.2633433001340316e-11,7.3302489364523373e-14,1.9473106534257783e-15,7.6774846603493851e-15,3.3433743144143715e-11,1.3180828561522322e-11,3.7780724612748935e-12,3.2296065632160544e-13,1.0033749039527688e-13,2.1525982239771786e-15,1.2341471006157602e-19,2.0448370183484563e-14,2.5778336477656434e-15,6.4107379821207776e-09,4.4903538079542489e-14,2.1541977585461132e-14,9.4056672070451726e-18,5.9703724878826518e-18,2.2243476565990462e-14,5.1913990357115643e-22,2.9533513623639845e-22,1.0237353671716635e-15,1.4197769095948523e-20,1.218927517190308e-16,5.7233463813135673e-21,5.7983569052446993e-23,4.3856659309432841e-20,1.3910397311462299e-17,9.3810727574739262e-18,8.7724563415208199e-19,2.1981928089960189e-12,1.6728856269693529e-16,1.2357667987133135e-16,4.1401311250526168e-16,2.5812527946002495e-18,3.973976950485102e-20,3.0792480842687067e-17,1.6433267311371045e-19,5.9716991303326585e-20,3.6297801982509681e-17,3.7309876182576279e-18,2.0782959181058477e-20,4.5236381686772401e-21,9.589176599671301e-21,5.8015195386028085e-19,5.5067246173977798e-10,5.9214425210157805e-15,2.7250254134842492e-15,1.3305788944749013e-09,5.3915279727195971e-25,1.3532842317851358e-22,7.9134229265251513e-20
6.268818667846932e-09,0.3402561841865106,1.2471266897047722e-09,3.3394384904094435e-12,1.4307237537657329e-09,1.354517019100311e-16,8.8666693152662812e-11,0.0,0.0,3.0412070076874959e-06,3.1990107619808653e-09,154.0,0.0,0.99655982399509102,1.0,18.999521839026798,0.00021100408978194223,3.743814595555376e-08,0.00094101335247540312,0.0014063117466534254,0.00016628121505562473,0.00046757483458023788,1.0430414905432177e-09,6.8780749208672761e-06,0.00021011129376312965,7.8268865654961766e-12,2.3422638364627262e-05,3.8981088268234459e-07,4.2691540243755395e-06,4.2646904869503867e-06,2.6980446270423132e-09,8.6914720665833109e-09,1.7536674771106599e-09,2.207676767783451e-06,1.5364896994634133e-12,1.5310810977299997e-12,1.532886587430407e-12,6.5605038589372222e-07,3.5785155501864056e-11,7.6278080534394934e-14,2.1209345934386734e-15,8.6519039585023374e-15,3.8627765005834663e-11,1.5832918093639653e-11,4.5725592575647081e-12,3.981467332830027e-13,1.2766506944175703e-13,2.8251803663599641e-15,1.5214603321069039e-19,2.5620019763487319e-14,3.202521784355101e-15,6.7560881165870336e-09,5.1366877965245963e-14,2.4684459271408292e-14,1.0759596507058349e-17,7.0211280555245223e-18,2.6215726460552171e-14,5.9487053904629388e-22,3.3841777618877016e-22,1.2502869674726557e-15,1.7339734002228636e-20,1.4832745071401216e-16,6.9645554483124153e-21,7.0558381151635136e-23,5.3367892186650377e-20,1.7553645891661286e-17,1.1689698822879368e-17,1.1349799512055844e-18,2.6202892736733642e-12,2.0082723002198416e-16,1.5295729706643206e-16,5.171648111347582e-16,3.1957726219758413e-18,4.9641433694871245e-20,4.0074172058176095e-17,2.1595373349383298e-19,6.8559531882313176e-20,4.3336384676086591e-17,4.8269887409195079e-18,2.782049364497073e-20,6.110829343674377e-21,1.3383423355103885e-20,7.6447181358389377e-19,5.7715593312985433e-10,6.2062169306400327e-15,2.8560774647062863e-15,1.4579503303272698e-09,7.0972280840752825e-25,1.8472187689367976e-22,9.8323147933944566e-20
6.514634974884563e-09,0.34025614854265424,1.325618590189694e-09,3.6701040511445003e-12,1.5618716330500316e-09,1.615606746914649e-16,1.0091607820921774e-10,0.0,0.0,3.2831502721509216e-06,3.7279727485969486e-09,154.0,0.0,0.99642454347484488,1.0,18.999502910272934,0.00021923087805119574,3.743342250684433e-08,0.00097738919071027738,0.0014611348810270948,0.00017278931157447229,0.00048591236102539639,1.0837020670098488e-09,7.1462583758995481e-06,0.00021833727687394595,8.1338443617963772e-12,2.5289769117641551e-05,4.0557605642367576e-07,4.6229742091806564e-06,4.6181391998356534e-06,2.921656906562836e-09,9.1399014246797404e-09,1.8990240719375962e-09,2.4049360093589773e-06,1.8712215256699725e-12,1.8683319812774639e-12,1.8706246323333247e-12,7.3604080509897212e-07,3.9107560023770516e-11,7.9252244015290942e-14,2.3033312611600559e-15,9.7054458580046615e-15,4.4366022760084997e-11,1.8880330066750655e-11,5.4909886981476977e-12,4.8668160717856428e-13,1.6082574830906287e-13,3.6677763698241452e-15,1.859784254857467e-19,3.1818321726179781e-14,3.9435797953013686e-15,7.102471928467527e-09,5.8491033564706832e-14,2.81525942088372e-14,1.2251961841476744e-17,8.2109072952131636e-18,3.072130226218143e-14,6.7844908911004836e-22,3.8596504101262795e-22,1.516456546142528e-15,2.1031148998269578e-20,1.7925437834152174e-16,8.4166903812143575e-21,8.5270117153648712e-23,6.4495447282805797e-20,2.1971070607371366e-17,1.4450197345676766e-17,1.454764224186012e-18,3.1029432829156321e-12,2.393968046911213e-16,1.8778410831089354e-16,6.4035796047860663e-16,3.9243497700873615e-18,6.1466989779488368e-20,5.1613816356881863e-17,2.8066229813223611e-19,7.8301692657616853e-20,5.1395399730552666e-17,6.1868013412656622e-18,3.6804729011764571e-20,8.1529694829775044e-21,1.8430783951399207e-20,9.9759853316197156e-19,6.0363648410661604e-10,6.4909594283461099e-15,2.9871148300881127e-15,1.5913033156987578e-09,9.2531349137502901e-25,2.4940436543169438e-22,1.2109155381151534e-19
6.760451281922193e-09,0.34025611294191604,1.4057184681188829e-09,4.019752766013831e-12,1.6990769006329449e-09,1.9144014029328925e-16,1.1427285351178116e-10,0.0,0.0,3.5342642820856016e-06,4.319819691019585e-09,154.0,0.0,0.99628923618332044,1.0,18.999483980432807,0.00022745411044823382,3.7428697999589229e-08,0.0010137368839620924,0.0015159315621745561,0.00017929644205580847,0.00050423562555016789,1.1243429508201092e-09,7.4143119513518288e-06,0.00022656222192389834,8.4405634231910724e-12,2.7228018340933235e-05,4.2132912099821812e-07,4.9908149490630494e-06,4.9855934409740829e-06,3.1541298401957166e-09,9.5895794884880233e-09,2.0501409584113209e-09,2.6121577065406953e-06,2.2615394763105503e-12,2.2625194335878376e-12,2.2654041774564078e-12,8.2225368324634996e-07,4.2603745244386625e-11,8.2224967127304667e-14,2.4946564275922534e-15,1.0841165194482345e-14,5.0679091204426565e-11,2.2362543840107806e-11,6.5463490581027779e-12,5.9024030087285133e-13,2.0073977261226476e-13,4.7139421426717218e-15,2.2555197639141356e-19,3.9194998896650308e-14,4.8167023944835208e-15,7.4497348260053561e-09,6.6317136593880036e-14,3.1966937926878152e-14,1.3891380606794699e-17,9.5522966717916589e-18,3.5809235388641646e-14,7.7037092126594007e-22,4.382587418887999e-22,1.8274500330875508e-15,2.5344213882665684e-20,2.1523802802172192e-16,1.010625584836257e-20,1.0238730294604628e-22,7.7442432474600511e-20,2.7291647945046114e-17,1.7729617174972548e-17,1.8484845501367945e-18,3.6521776835949076e-12,2.835208829533281e-16,2.2880502375552737e-16,7.8647769670700244e-16,4.7826664819288701e-18,7.549341027553223e-20,6.5840183128561194e-17,3.6104856640100006e-19,8.8995943751740852e-20,6.0576558985905396e-17,7.86094614621089e-18,4.8162798342108886e-20,1.075351829646006e-20,2.506968350246746e-20,1.2900695859013507e-18,6.3011194622314875e-10,6.7756466964326244e-15,3.1181267789389673e-15,1.7306369338903223e-09,1.1956219940941675e-24,3.333271496050297e-22,1.479238319781406e-19
7.006267588959824e-09,0.3402560773840489,1.4873727309866167e-09,4.388714841515292e-12,1.8423763491807987e-09,2.254632723244765e-16,1.2878825033165296e-10,0.0,0.0,3.7945377432369829e-06,4.9793181863162183e-09,154.0,0.0,0.99615390234849199,1.0,18.999465049396438,0.00023567378780183138,3.7423972442349155e-08,0.001050056211592067,0.0015707015567304908,0.00018580260647010232,0.00052254451705338449,1.164963968914854e-09,7.6822345057768614e-06,0.00023478612888769306,8.7470418899217709e-12,2.9237332228055662e-05,4.3706998065623096e-07,5.3726654281314085e-06,5.3670423586434403e-06,3.3954565384448865e-09,1.0040324742614663e-08,2.2070136574509362e-09,2.8295156482782264e-06,2.7140051750866481e-12,2.720552438623678e-12,2.7241515463109614e-12,9.1491767261271469e-07,4.6276805276264067e-11,8.5196237211747554e-14,2.6950656296972161e-15,1.2062110898827609e-14,5.7597735107404812e-11,2.6321104836597624e-11,7.7523469547145822e-12,7.1062424679378321e-13,2.4842305883287183e-13,6.0021162110810413e-15,2.7155508140525006e-19,4.791694604148752e-14,5.8389646240219707e-15,7.7977442313510511e-09,7.4887260709906024e-14,3.6148523689751776e-14,1.5686667557464355e-17,1.1058499981092152e-17,4.1531005080006389e-14,8.711429159510392e-22,4.9558723962718212e-22,2.1889405573805857e-15,3.035760795441984e-20,2.5688950292866545e-16,1.2061944939611008e-20,1.2220063638031191e-22,9.2428725989482551e-20,3.3660242168385839e-17,2.1601880986329174e-17,2.3297524282872021e-18,4.274375990615503e-12,3.337558708455112e-16,2.7683769269137726e-16,9.586911791136909e-16,5.787868982075754e-18,9.2024742987326708e-20,8.3242423391226904e-17,4.6008291787893321e-19,1.0069558132595626e-19,7.0987384624443548e-17,9.9072744548603118e-18,6.2392899078653635e-20,1.4033783444647252e-20,3.3711119134561447e-20,1.6542166031590575e-18,6.5658063140234425e-10,7.0602605827459325e-15,3.2491049577274209e-15,1.8759498347577942e-09,1.5319938749975207e-24,4.4127532112723389e-22,1.7934740978375021e-19
7.252083895997455e-09,0.3402560418688052,1.5705294655062674e-09,4.7773094179090431e-12,1.9918092265033538e-09,2.6402386726069347e-16,1.4451390670661327e-10,0.0,0.0,4.0639591273498924e-06,5.7114041555731348e-09,154.0,0.0,0.9960185421982255,1.0,18.999446117054131,0.00024388991094241442,3.7419245843679796e-08,0.001086346953527706,0.0016254446317255351,0.00019230780477045111,0.00054083892472019492,1.2055649485284486e-09,7.9500248996631742e-06,0.00024300899771665703,9.05327790702279e-12,3.1317656677472441e-05,4.5279853987561356e-07,5.7685147454173648e-06,5.7624750126646167e-06,3.6456300558589558e-09,1.0491980879385626e-08,2.3696376535998534e-09,3.0571833594019498e-06,3.235659945827394e-12,3.2498742334136868e-12,3.2543293765939714e-12,1.0142609196889238e-06,5.0129829604368868e-11,8.8166041631399363e-14,2.9047141672321094e-15,1.3371325861644177e-14,6.5152884766231993e-11,3.0799630122356103e-11,9.12340997777943e-12,8.497644393693423e-13,3.0499191070172711e-13,7.5760896200218638e-15,3.2472564664919352e-19,5.8167051006363533e-14,7.0288859838108179e-15,8.1463864278010173e-09,8.4244406308901426e-14,4.0718854576700268e-14,1.7646831620263805e-17,1.2743340791475948e-17,4.7940548836012552e-14,9.8128327567030021e-22,5.5824533608456379e-22,2.6070909646005111e-15,3.6156802303315274e-20,3.0486828312416832e-16,1.4314722130709126e-20,1.4502382788641794e-22,1.0969161219327021e-19,4.123888870110326e-17,2.6148165612728151e-17,2.9140772842221879e-18,4.9762914084560194e-12,3.9069184329603876e-16,3.3277318345946273e-16,1.1604631928158593e-15,6.9586448096195868e-18,1.1139360898436951e-19,1.0437584287766875e-16,5.8115379295230463e-19,1.134546898409394e-19,8.2741297901326036e-17,1.2391700602447086e-17,8.007259003055477e-20,1.8135082902617968e-20,4.4850458257274622e-20,2.1043931236160482e-18,6.8304121994830897e-10,7.3447868964483444e-15,3.380042835899921e-15,2.0272403321500332e-09,1.9476321491620121e-24,5.79006553588453e-22,2.159348513345397e-19
7.497900203035084e-09,0.3402560063959384,1.6551383844371694e-09,5.1858449231150647e-12,2.1474172800784613e-09,3.0753654972817672e-16,1.6150188849519179e-10,0.0,0.0,4.3425166729618091e-06,6.5211822655793698e-09,154.0,0.0,0.99588315596027344,1.0,18.999427183296454,0.00025210248070205865,3.7414518212131745e-08,0.001122608890267602,0.0016801605545908422,0.0001988120368952598,0.00055911873802448066,1.2461457171921462e-09,8.2176819954573708e-06,0.0002512308283422325,9.3592696243616635e-12,3.3468937293307766e-05,4.6851470337022319e-07,6.1783519150868922e-06,6.171880374497351e-06,3.9046433910915764e-09,1.0944413302590556e-08,2.5380083950650342e-09,3.2953340970931867e-06,3.8340392264933906e-12,3.8584816533614343e-12,3.8639561217323484e-12,1.1205110604169918e-06,5.4165903023185865e-11,9.1134367770755123e-14,3.1237570995903779e-15,1.4771846804980551e-14,7.3375613879125646e-11,3.5843812424419172e-11,1.0674688700257485e-11,1.0097244440184585e-12,3.7166764818150156e-13,9.4854989136135906e-15,3.8585223874470946e-19,7.0145022366158949e-14,8.4064956627380136e-15,8.4955638801509661e-09,9.4432486657647792e-14,4.5699896253949058e-14,1.9781072988191263e-17,1.4621264446871479e-17,5.5094271034651437e-14,1.1013213508081297e-21,6.2653417507002251e-22,3.0885763934498111e-15,4.2834372922435361e-20,3.5988395707112164e-16,1.6897904574729035e-20,1.7119442414291326e-22,1.2948640455752534e-19,5.0208125634928553e-17,3.1457281471050387e-17,3.6190483598855605e-18,5.765055809224293e-12,4.5495339943429493e-16,3.9757972066584706e-16,1.3955720087629284e-15,8.3153013566342641e-18,1.339627252837513e-19,1.2986799183154401e-16,7.2810773890536882e-19,1.2732810561171174e-19,9.5957703730843701e-17,1.5388974120204052e-17,1.0186767696431285e-19,2.3221066795983026e-20,5.9080596180796302e-20,2.6572219441534447e-18,7.0949267748325692e-10,7.6292145147997224e-15,3.5109352948261385e-15,2.1845064763093062e-09,2.4578243194234918e-24,7.534072076909491e-22,2.5830600263516411e-19
