Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181)
2.32718356649436e-07,0.5383205964146135,9.6980973562952206e-09,4.1124531585070425e-10,3.8790462011902343e-07,2.7440967885801777e-12,4.4502789776773791e-07,0.0,0.0,0.00028025928400369495,5.6108113328669195e-05,154.0,0.0,0.96987819551364396,1.0,18.995235530613833,0.0028403642215124904,6.2543473324115354e-09,0.0062587219763446502,0.010446427751589332,0.00098449888671160962,0.0034628705266139168,6.5232760406769294e-09,4.3432644726538758e-05,0.0010845813911867703,7.5029075413807571e-11,0.0027007676229182068,1.4535534668696914e-06,0.00042879519682122185,0.00042639885102244959,2.1112472298091352e-07,4.2278926458358334e-08,1.426987301722645e-07,0.00094861601901960848,2.3198096741674755e-07,3.9129784815609985e-07,3.970721314073636e-07,0.00092033879959170799,9.102703599412353e-09,6.0732268889100903e-13,3.7510982642998783e-13,4.7856926067767768e-12,3.9845177292573145e-08,4.7237345927528596e-07,1.896906228257152e-07,3.2333194787411368e-08,5.1361574362230632e-08,2.3816499358076316e-08,9.8746484005499693e-15,2.4863443923773379e-08,1.8204516585377054e-09,3.7371820911225664e-08
2.363665383207507e-07,0.5383204011051169,9.8254455339286145e-09,4.2401093735902377e-10,4.0684267589071171e-07,2.9017503248325129e-12,4.758700982023383e-07,0.0,0.0,0.00028684656938807006,5.9222308377114199e-05,154.0,0.0,0.96940588570772634,1.0,18.995150015313108,0.002880221901835131,6.2515835395954641e-09,0.0063250781005906708,0.010574888993103418,0.00099966629177741838,0.0034995937811135502,6.6034663823913086e-09,4.3966566063889825e-05,0.0011013445990887538,7.582474819817366e-11,0.0027801416562355701,1.4690094581723516e-06,0.00044114400735261058,0.00043858604046873349,2.171581268669762e-07,4.2940792608517873e-08,1.4677670985020849e-07,0.00098679313778714619,2.4771261086892243e-07,4.209937054982277e-07,4.2730980160672261e-07,0.00095881872135710595,9.469675259682865e-09,6.1478856034268159e-13,3.9019462458199134e-13,4.9858665677886544e-12,4.1541636846842417e-08,5.0007660007248179e-07,2.0083998964776403e-07,3.4329399851013639e-08,5.4635829507418259e-08,2.5966686299883766e-08,1.0484295062776806e-14,2.6834213807891057e-08,1.999811212082996e-09,3.7954810338722775e-08
2.4001471999206543e-07,0.5383202053551771,9.9515096872314593e-09,4.3693308263157889e-10,4.2630476072393133e-07,3.0652056510187512e-12,5.0824291569751701e-07,0.0,0.0,0.00029342878188853963,6.2445542416241523e-05,154.0,0.0,0.96893385780002772,1.0,18.995064125412284,0.0029199443016221134,6.2488214122677506e-09,0.0063903872945080802,0.010702097940458268,0.0010148255247579081,0.0035357368551419809,6.6828739445725782e-09,4.4495275542326755e-05,0.001118100454376749,7.6607850369702036e-11,0.0028604423421756506,1.4842218561938801e-06,0.00045362239961735699,0.0004508943382823839,2.2325144116361725e-07,4.3602368424949177e-08,1.5089518323983137e-07,0.0010258125909277281,2.6419273398054133e-07,4.5238469953994155e-07,4.5928334072487588e-07,0.00099815176700602951,9.8447614296713506e-09,6.2218155388891277e-13,4.0561198305712959e-13,5.1904813397215978e-12,4.3276747602284934e-08,5.2887141688820044e-07,2.1242970029981216e-07,3.6409384824554283e-08,5.8052646318691637e-08,2.8268364942781842e-08,1.111952834768276e-14,2.8924573003364645e-08,2.193162078913993e-09,3.8537485645921017e-08
2.4366290166338015e-07,0.5383200091582097,1.0076291558392435e-08,4.5000973459306724e-10,4.4629149614666331e-07,3.2345365500301243e-12,5.4219022397505253e-07,0.0,0.0,0.00030000329969082871,6.5778965236246473e-05,154.0,0.0,0.96846211932233572,1.0,18.994977862401445,0.0029595318150576026,6.2460609989014278e-09,0.0064546540415709132,0.010828055062941525,0.0010299765905471979,0.0035713022442114876,6.7614990261317973e-09,4.5018775151251978e-05,0.0011348489613290096,7.7378435998148082e-11,0.0029416593237742575,1.4991916969880895e-06,0.00046622831943868255,0.00046332139370478366,2.2940350086926729e-07,4.4263654072977719e-08,1.5505336291423905e-07,0.0010656739354951766,2.8144029354892295e-07,4.8553463576402024e-07,4.930588558359415e-07,0.0010383353589042547,1.0227958129337117e-08,6.2950169734783688e-13,4.2136172095947658e-13,5.3995235764650419e-12,4.5050418687528667e-08,5.5877787285381275e-07,2.2446782967871438e-07,3.857485556870879e-08,6.1615095320709491e-08,3.0729107171054784e-08,1.1780869230018113e-14,3.113950683163596e-08,2.4012998175782294e-09,3.9119847017223121e-08
2.4731108333469487e-07,0.5383198125081355,1.0199793310178038e-08,4.632388773143705e-10,4.6680322881416731e-07,3.4098138979996109e-12,5.7775599868702974e-07,0.0,0.0,0.0003065675714893606,6.922366629186406e-05,154.0,0.0,0.96799067751403811,1.0,18.994891227917883,0.0029989848355825958,6.2433023461399944e-09,0.0065178831572987803,0.010952761220284978,0.0010451194941550573,0.0036062926275854668,6.8393421699464107e-09,4.5537068504411692e-05,0.0011515901243301448,7.8136563134372855e-11,0.0030237822640888589,1.5139200940642223e-06,0.00047895972172413444,0.00047586486114720871,2.3561314355848437e-07,4.4924649722266064e-08,1.5925046318771593e-07,0.0011063764272156661,2.994741229233397e-07,5.2050830941689416e-07,5.2870352934104829e-07,0.0010793665767667186,1.0619258469380476e-08,6.3674904125091283e-13,4.3744353837291821e-13,5.612978147508292e-12,4.6862543424897035e-08,5.8981565320327846e-07,2.3696234053109494e-07,4.08274986035684e-08,6.532621608747402e-08,3.3356691345784422e-08,1.2468832777864255e-14,3.3484104116361949e-08,2.6250468168062487e-09,3.970189464161448e-08
2.509592650060096e-07,0.5383196153993697,1.0322017513665916e-08,4.7661849674845051e-10,4.8784003761087665e-07,3.5911056442540326e-12,6.1498429229846055e-07,0.0,0.0,0.00031311911704753442,7.278067454481221e-05,154.0,0.0,0.96751953932748458,1.0,18.994804223741209,0.003038303755882721,6.2405454988379934e-09,0.0065800797780330477,0.011076217653510301,0.0010602542407023555,0.0036407108620583055,6.9164041571245301e-09,4.6050160801779445e-05,0.0011683239478668332,7.8882293675569239e-11,0.0031068008490890502,1.5284082357767146e-06,0.00049181457110910145,0.00048852240096244762,2.4187920976429168e-07,4.5585355546641479e-08,1.6348570037406535e-07,0.0011479190275222339,3.1831291616669607e-07,5.5737148057516527e-07,5.6628559532722718e-07,0.0011212421684053417,1.101865271891183e-08,6.4392365830957515e-13,4.5385701914288801e-13,5.830828193846369e-12,4.8712999802472639e-08,6.2200415568872246e-07,2.4992107956661009e-07,4.3168980172487077e-08,6.9189015452122722e-08,3.6159101203210174e-08,1.318392786673003e-14,3.5963556082414461e-08,2.8652523773754015e-09,4.028362871248576e-08
2.546074466773243e-07,0.5383194178268091,1.0442967135947244e-08,4.9014658145000612e-10,5.0940174086132589e-07,3.7784767962780395e-12,6.5391920945834034e-07,0.0,0.0,0.00031965552763786511,7.6450958404048887e-05,154.0,0.0,0.96704871143345628,1.0,18.994716851788468,0.0030774889678763279,6.2377904999279406e-09,0.0066412493497051989,0.011198425975665833,0.0010753808354165926,0.0036745599757303233,6.9926860012482016e-09,4.6558058791204534e-05,0.0011850504365236291,7.9615693230970677e-11,0.0031907047904690278,1.5426573827126288e-06,0.00050479084257825941,0.0005012916801961782,2.4820054335134733e-07,4.6245771723927441e-08,1.6775829303892806e-07,0.0011903004106826294,3.3797521258046586e-07,5.9619084860026647e-07,6.0587431528053487e-07,0.0011639585604945064,1.1426128374032098e-08,6.5102564287975926e-13,4.706016336971719e-13,6.053055183977487e-12,5.0601650947826605e-08,6.5536248150300179e-07,2.6335177377665289e-07,4.5600945347702431e-08,7.3206465790554822e-08,3.9144524562316611e-08,1.3926656906405348e-14,3.8583155187784665e-08,3.1227927684041455e-09,4.0865049427458646e-08
2.5825562834863903e-07,0.5383192197858214,1.0562645527814037e-08,5.0382112327855471e-10,5.3148790363090208e-07,3.971989409531485e-12,6.946048828786094e-07,0.0,0.0,0.00032617446636580181,8.0235425760399613e-05,154.0,0.0,0.96657820022673802,1.0,18.994629114109312,0.0031165408627028927,6.2350373906139067e-09,0.0067013976166131074,0.011319388162470538,0.0010904992836275225,0.0037078431617870978,7.0681889425118009e-09,4.7060770729318549e-05,0.0012017695949788612,8.0336830986498089e-11,0.0032754838283815912,1.5566688650805567e-06,0.00051788652206494071,0.0005141703733179306,2.5457599187753541e-07,4.6905898435778821e-08,1.7206746224419678e-07,0.0012335189710080945,3.584793816064182e-07,6.3703402601860823e-07,6.4753995318996802e-07,0.0012075118693385958,1.1841670227203947e-08,6.5805511041491399e-13,4.8767674189468794e-13,6.2796389699172893e-12,5.2528345602696003e-08,6.8990942670499171e-07,2.7726202695657694e-07,4.8125017177607918e-08,7.7381503378902131e-08,4.2321351846656549e-08,1.4697515580535853e-14,4.1348293890931063e-08,3.3985712583496601e-09,4.1446156988215038e-08
2.6190381001995375e-07,0.538319021272232,1.0681056411447514e-08,5.1764011808464871e-10,5.5409784509815061e-07,4.1717025819567343e-12,7.370854497386744e-07,0.0,0.0,0.00033267366838115345,8.4134924112023548e-05,154.0,0.0,0.96610801183177064,1.0,18.994541012881211,0.0031554598307117262,6.2322862104583342e-09,0.0067605306102197114,0.011439106542879803,0.0011056095907628573,0.003740563772292749,7.1429144417999492e-09,4.7558306342198334e-05,0.0012184814280006347,8.1045779570126489e-11,0.0033611277340933271,1.5704440801047029e-06,0.0005310996070284614,0.00052715616293148805,2.6100440694572903e-07,4.7565735867520989e-08,1.764124317856507e-07,0.0012775728301309913,3.7984360811757644e-07,6.7996951186429939e-07,6.9135375007851922e-07,0.0012518979116265905,1.2265260437297324e-08,6.6501219691530442e-13,5.05081595902483e-13,6.5105578431477029e-12,5.4492918597916611e-08,7.2566347414258566e-07,2.9165931642932274e-07,5.0742795875490287e-08,8.1717026824732877e-08,4.5698174425653597e-08,1.549699259886125e-14,4.4264463356145972e-08,3.6935181210262418e-09,4.2026951600329497e-08
2.6555199169126847e-07,0.5383188222823136,1.0798203868123621e-08,5.316015663789457e-10,5.772306459813108e-07,4.3776724530081304e-12,7.8140502863140406e-07,0.0,0.0,0.00033915094098114709,8.8150240777113418e-05,154.0,0.0,0.96563815210838311,1.0,18.994452550404581,0.0031942462614509993,6.2295369971759622e-09,0.0068186546379902955,0.011557583789587503,0.001120711762344065,0.0037727253120040994,7.2168641747942681e-09,4.8050676786117297e-05,0.001235185940442924,8.174261491870943e-11,0.0034476263125607269,1.5839844894275089e-06,0.00054442810700945686,0.00054024674046461126,2.6748464454671606e-07,4.8225284207992528e-08,1.8079242842484649e-07,0.0013224598443394707,4.0208587810978563e-07,7.2506666452120408e-07,7.3738789799745547e-07,0.0012971122151593318,1.2696878600195801e-08,6.7189705838024222e-13,5.2281534309893093e-13,6.7457885904215737e-12,5.6495191327944279e-08,7.6264278586755528e-07,3.0655098996830661e-07,5.3455858049487099e-08,8.6215895571758978e-08,4.9283782780847384e-08,1.632556946204157e-14,4.7337252099541681e-08,4.0085906170039795e-09,4.2607433473105092e-08
2.692001733625832e-07,0.5383186228127734,1.0914092325951699e-08,5.4570347398390163e-10,6.0088515600264855e-07,4.5899522070322666e-12,8.276076970647978e-07,0.0,0.0,0.00034560416360921949,9.2282103190168536e-05,154.0,0.0,0.96516862665758296,1.0,18.994363729098101,0.0032329005436570815,6.226789786848007e-09,0.006875776272282602,0.011674822909479566,0.0011358058039822585,0.0038043314322136301,7.2900400259963442e-09,4.8537894607646737e-05,0.0012518831372417671,8.2427416143926713e-11,0.0035349694049271172,1.5972916165241343e-06,0.00055787004416331918,0.00055343980683801651,2.7401556538999199e-07,4.8884543649392011e-08,1.8520668211275198e-07,0.0013681776119576793,4.2522396480422319e-07,7.7239567410074513e-07,7.8571551351958409e-07,0.0013431500295356092,1.3136501819852287e-08,6.7870987024993671e-13,5.4087702898983027e-13,6.985306549359834e-12,5.8534972224324598e-08,8.0086519603603806e-07,3.2194426291697917e-07,5.6265755973458875e-08,9.0880928477705587e-08,5.3087164502742916e-08,1.7183720238979581e-14,5.057234457828028e-08,4.3447729507865832e-09,4.3187602819412726e-08
2.728483550338979e-07,0.5383184228607412,1.1028726547661796e-08,5.5994385266787039e-10,6.2506000137505964e-07,4.8085920808248118e-12,8.7573746953189467e-07,0.0,0.0,0.0003520312877537066,9.6531179278133613e-05,154.0,0.0,0.96469944082740322,1.0,18.99427455149393,0.0032714230652441966,6.2240446140827476e-09,0.0069319023393019097,0.011790827234052378,0.0011508917213741757,0.0038353859246302467,7.3624440826972123e-09,4.9019973703618317e-05,0.0012685730234115555,8.3100265399297356e-11,0.0036231468909403747,1.6103670441321066e-06,0.00057142345377184502,0.00056673307311355312,2.8059603522431902e-07,4.9543514387128448e-08,1.8965442620623717e-07,0.0014147234807603739,4.4927541517016087e-07,8.2202753439145168e-07,8.364106107669193e-07,0.0013900063367839179,1.358410477968606e-08,6.8545082684459989e-13,5.5926560013836725e-13,7.2290856637685846e-12,6.0612057227496846e-08,8.4034820428796386e-07,3.3784621550216206e-07,5.9174016898414955e-08,9.5714902464894518e-08,5.7117502124091613e-08,1.8071911356528664e-14,5.3975519725686804e-08,4.7030762042040266e-09,4.376745985553395e-08
2.7649653670521263e-07,0.5383182224237573,1.1142111618455657e-08,5.7432072076142931e-10,6.4975359229627721e-07,5.0336393751874501e-12,9.2583827615989052e-07,0.0,0.0,0.00035843033675064454,0.00010089807791266521,154.0,0.0,0.96423059971878855,1.0,18.99418502023304,0.0033098142132943985,6.2213015117156602e-09,0.0069870399081353781,0.011905600409808962,0.00116596952029825,0.0038658927153036727,7.4340786290293064e-09,4.9496929281533711e-05,0.0012852556040414203,8.3761247749733003e-11,0.0037121486912915064,1.6232124116990717e-06,0.00058508638473323828,0.00058012426112156253,2.8722492515013725e-07,5.0202196619675657e-08,1.9413489767934801e-07,0.0014620945554111235,4.7425753687628213e-07,8.7403401441579413e-07,8.8954807400775027e-07,0.0014376758619272961,1.4039659814217378e-08,6.9212014081217856e-13,5.7797990711012554e-13,7.4770985386038908e-12,6.2726230256345524e-08,8.8110896959795322e-07,3.5426379033832077e-07,6.2182142404080991e-08,1.0072055124299073e-07,6.138417079558415e-08,1.8990601401459044e-14,5.7552649434895048e-08,5.0845382464897074e-09,4.4347004801007263e-08
2.8014471837652735e-07,0.5383180214997608,1.1254252933935732e-08,5.888321037557818e-10,6.7496413043686783e-07,5.2651384703068307e-12,9.7795394194790705e-07,0.0,0.0,0.00036479940549492558,0.00010538334943476974,154.0,0.0,0.96376210819151475,1.0,18.994095138060594,0.003348074374047859,6.2185605110289081e-09,0.0070411962798784767,0.01201914638864705,0.0011810392066107754,0.0038958558585988332,7.5049461399570085e-09,4.9968777819400787e-05,0.0013019308842917179,8.441045104030288e-11,0.0038019647698742678,1.6358294128514534e-06,0.00059885690003063079,0.00059361110406743411,2.939011119194178e-07,5.086059054843043e-08,1.9864733732608558e-07,0.0015102877049136369,5.001873856778779e-07,9.2848762962936157e-07,9.4520362985767338e-07,0.0014861530834692771,1.4503136980838435e-08,6.9871804256671274e-13,5.9701870741705771e-13,7.7293164945333185e-12,6.487726367493996e-08,9.2316430458983606e-07,3.7120379011964708e-07,6.5291607790146734e-08,1.0590056410326428e-07,6.5896735810071039e-08,1.9940240934543082e-14,6.1309696993679384e-08,5.4902236215433938e-09,4.4926237878478007e-08
2.874410817191568e-07,0.5383176181844112,1.1474827361821098e-08,6.1825055563341221e-10,7.2692785713848027e-07,5.7476551069692864e-12,1.0884045064748417e-06,0.0,0.0,0.00037744033704565272,0.00011471092364363477,154.0,0.0,0.96282619214994858,1.0,18.993914332455205,0.0034242032743606811,6.2130849329698001e-09,0.0071465957322679151,0.012242574032520125,0.0012111542651935348,0.0039541680264979619,7.6443908733591505e-09,5.0897225798866581e-05,0.0013352595646309864,8.5673884949538118e-11,0.0039839998461328272,1.6603853463553934e-06,0.00062671300859984576,0.00062086274791194474,3.0739091295601472e-07,5.2176514313950051e-08,2.0776510456559867e-07,0.001609126570907489,5.5495715649358409e-07,1.045029883784519e-06,1.064375967395913e-06,0.0015855073592045766,1.5453726985066081e-08,7.1170061655153896e-13,6.3606437048598494e-13,8.2462468337299847e-12,6.9288946130718514e-08,1.0112241725550672e-06,4.0667756358931474e-07,7.1820324720343726e-08,1.1679421057942608e-07,7.5698750530763062e-08,2.1934129576030385e-14,6.9387845963051863e-08,6.3786550312705585e-09,4.608376933466062e-08
2.940078087275233e-07,0.538317253522087,1.1669150766517709e-08,6.4516756173294053e-10,7.7544112364149184e-07,6.2043714119969576e-12,1.1951376334246498e-06,0.0,0.0,0.00038869698094484928,0.00012351492075691355,154.0,0.0,0.96198510730648468,1.0,18.993750436804252,0.0034922751652871832,6.208164384895775e-09,0.0072381771619480775,0.012439507457450032,0.0012382301330008084,0.0040048327945993983,7.7672963956176727e-09,5.1715552809835379e-05,0.0013652304627464571,8.6771624723816829e-11,0.004150516524002057,1.6817226850534314e-06,0.00065213231630923427,0.00064569387992152998,3.1968234640741459e-07,5.335986177941235e-08,2.1607289486514721e-07,0.0017008570745147716,6.0765670204911328e-07,1.159028836543187e-06,1.1810188808791134e-06,0.0016776284553066659,1.6336007210797129e-08,7.2314335884693657e-13,6.723009687022466e-13,8.7255534108317303e-12,7.3383018946722414e-08,1.0950668800154927e-06,4.4045596182561088e-07,7.8056995211697545e-08,1.2722084853510412e-07,8.5461285579407251e-08,2.3838826414303631e-14,7.733513610526555e-08,7.2723074888848467e-09,4.7124483348743751e-08
3.0057453573588977e-07,0.5383168872667682,1.1859541248969351e-08,6.7249007523175848e-10,8.2559258613985645e-07,6.6825506356846455e-12,1.309073598774174e-06,0.0,0.0,0.00039983008283264667,0.000132708399202807,154.0,0.0,0.96114522029188454,1.0,18.9935854511752,0.0035599286247429652,6.2032510671793783e-09,0.0073267025378848001,0.012632539169138776,0.001265279810196861,0.0040538044396766296,7.8877633012979935e-09,5.251764312632723e-05,0.0013951777907901879,8.783268006194084e-11,0.0043195175785972692,1.7023486699974167e-06,0.00067787076157081641,0.00067080026035551583,3.3210984076188404e-07,5.4542278392124647e-08,2.2447264945350231e-07,0.0017951924232105314,6.6367938209841671e-07,1.2821152755233404e-06,1.3070336039557079e-06,0.0017722704376868566,1.7243392979839693e-08,7.343590619424443e-13,7.095656601087402e-13,9.2179853898267223e-12,7.7592499657881511e-08,1.1833491275598364e-06,4.7602621195979233e-07,8.464369352987652e-08,1.3825210728040857e-07,9.6177683114933468e-08,2.5850422748689244e-14,8.5962103514452662e-08,8.2622019301332712e-09,4.8164190499970575e-08
3.0714126274425625e-07,0.5383165194193096,1.2046039948877606e-08,7.0020691194702744e-10,8.77365190910236e-07,7.1823492679547423e-12,1.430461673042746e-06,0.0,0.0,0.00041083105169889756,0.00014229254455822181,154.0,0.0,0.96030655151169875,1.0,18.993419394753946,0.0036271658736772442,6.1983451122824628e-09,0.0074122214387498161,0.0128217019979791,0.0012923033332795919,0.0041011104762223487,8.0058121363374987e-09,5.330363354334472e-05,0.0014251015810044163,8.8857647110894479e-11,0.004490946310749826,1.7222748137111526e-06,0.00070391761107073685,0.00069616915296504412,3.446670854489617e-07,5.5723765415019308e-08,2.329601029989237e-07,0.0018921068144430722,7.231140586865567e-07,1.4147352032507267e-06,1.442888452401244e-06,0.0018693935351919806,1.8175636757726346e-08,7.4534963865248922e-13,7.4784822066026384e-13,9.7233360685957017e-12,8.1915702941678154e-08,1.2761558556401068e-06,5.134226894307501e-07,9.1588007175083402e-08,1.4990193117997523e-07,1.079102269206997e-07,2.7971235823627105e-14,9.5306608916914769e-08,9.3554885677188914e-09,4.9202892180670532e-08
3.1370798975262274e-07,0.5383161499838146,1.2228690342860554e-08,7.2830700428416807e-10,9.3074027727938316e-07,7.7038954948730939e-12,1.5595485779819354e-06,0.0,0.0,0.00042169199758290178,0.00015226799079981165,154.0,0.0,0.95946911931279277,1.0,18.993252287470654,0.0036939891235379572,6.1934466383908292e-09,0.0074947850548832164,0.013007031223587659,0.0013193007392907686,0.004146779309344777,8.1214649770017847e-09,5.4073671045152993e-05,0.0014550018661317076,8.9847141318061598e-11,0.0046647466280808252,1.7415130056165858e-06,0.00073026230950939811,0.00072178798215383146,3.573478496631344e-07,5.6904324131711799e-08,2.4153104408309589e-07,0.0019915725601837384,7.8604610032670645e-07,1.5573400735748276e-06,1.5890582663368271e-06,0.0019689561863179259,1.91324727758414e-08,7.5611714427356219e-13,7.8713768208297895e-13,1.0241389413244545e-11,8.6350857887165104e-08,1.3735680666461841e-06,5.5267817800898083e-07,9.8897212362386003e-08,1.6218372601841066e-07,1.2072295372420859e-07,3.0203487816186848e-14,1.0540733356923275e-07,1.0559581343670417e-08,5.0240589805057632e-08
3.202747167609892e-07,0.5383157789674411,1.2407538039868583e-08,7.5677940946656829e-10,9.8569770868167548e-07,8.2472899839847818e-12,1.6965781977658554e-06,0.0,0.0,0.00043240571421898307,0.00016263483929544926,154.0,0.0,0.95863294009310607,1.0,18.993084149923099,0.0037604005761418219,6.1885557512604966e-09,0.0075744460068182503,0.013188564401334306,0.0013462720657593215,0.0041908401342533371,8.2347453212747401e-09,5.4827912082125967e-05,0.001484878679364389,9.0801795249374929e-11,0.004840863074747531,1.760075469757352e-06,0.00075689448502466142,0.00074764434100449255,3.7014598633456935e-07,5.8083955844451172e-08,2.5018131788457561e-07,0.0020935602221663573,8.5255722091317037e-07,1.710386215066288e-06,1.7460238457745952e-06,0.0020709152156668156,2.011361833537199e-08,7.6666376646767989e-13,8.2742238531704319e-13,1.0771920976515245e-11,9.0896115943450392e-08,1.4756627881432674e-06,5.9382385479604809e-07,1.0657826871468488e-07,1.7511034751732654e-07,1.3468158623598854e-07,3.2549304215286455e-14,1.1630374365704944e-07,1.1882152441375085e-08,5.1277284806999961e-08
3.268414437693557e-07,0.5383154063801849,1.2582630582993175e-08,7.8561331714806803e-10,1.0422160001185765e-06,8.8126067395695922e-12,1.8417913112131631e-06,0.0,0.0,0.00044296565999109674,0.00017339267900904893,154.0,0.0,0.95779802840969896,1.0,18.992915003302798,0.0038264024235548765,6.1836725460812145e-09,0.0076512581700437137,0.013366341192201999,0.0013732173506477612,0.0042333228392074252,8.3456779822691923e-09,5.5566521861339389e-05,0.0015147320542970302,9.1722256482492116e-11,0.0050192408586931629,1.7779747239685822e-06,0.00078380395397330575,0.0007737259986400416,3.8305543576962573e-07,5.9262661872192096e-08,2.589068286386753e-07,0.0021980387446377471,9.2272533443281347e-07,1.8743342532713845e-06,1.9142713836078369e-06,0.0021752260046630735,2.1118775087527868e-08,7.7699181533653555e-13,8.6869003297175163e-13,1.13146987863691e-11,9.5549558627913971e-08,1.5825130486483563e-06,6.3688928030077035e-07,1.1463781508330085e-07,1.8869409193363941e-07,1.4985346323771437e-07,3.5010712545290153e-14,1.2803605392397705e-07,1.3331126231908308e-08,5.2312978637909995e-08
3.334081707777222e-07,0.5383150322346855,1.2754017258065521e-08,8.1479805643058006e-10,1.100272441730507e-06,9.3998940154829047e-12,1.9954253443198663e-06,0.0,0.0,0.0004533659374875854,0.00018454060767306198,154.0,0.0,0.95696439708474057,1.0,18.992744869323879,0.0038919968479830297,6.178797105581824e-09,0.0077252765062287227,0.013540403196400807,0.0014001366323016069,0.0042742579120474524,8.4542889847140698e-09,5.6289673657098349e-05,0.0015445620248818166,9.260918559064332e-11,0.0051998258765237147,1.7952235405483264e-06,0.00081098072510800835,0.00080002090695092986,3.9607022899430324e-07,6.0440443548782505e-08,2.6770354189858012e-07,0.0023049755842644739,9.9662442515544335e-07,2.0496485336623107e-06,2.0942918979181263e-06,0.0022818426562989827,2.214763028647251e-08,7.8710371379232155e-13,9.1092774070222895e-13,1.1869484203490051e-11,1.0030920498104173e-07,1.6941878649604081e-06,6.8190239319828913e-07,1.2308216641833211e-07,2.0294668860486578e-07,1.6630746720693302e-07,3.758964141020046e-14,1.4064519069634084e-07,1.4914672713591707e-08,5.3347672764751145e-08
3.399748977860887e-07,0.5383146565460285,1.2921748909346685e-08,8.4432310228438168e-10,1.1598432181914821e-06,1.0009175279333746e-11,2.1577141431989255e-06,0.0,0.0,0.00046360127180364969,0.00019607725379802111,154.0,0.0,0.95613205730916628,1.0,18.992573770154934,0.0039571860216726191,6.1739295017511557e-09,0.0077965569012191935,0.013710793791118777,0.0014270299494018198,0.0043136763504820754,8.5606054633897617e-09,5.6997548134605498e-05,0.0015743686253867949,9.3463254195087391e-11,0.0053825647360189986,1.8118349085015174e-06,0.00083841500315724553,0.00082651720668992215,4.091844907676145e-07,6.1617302221266048e-08,2.7656748657185733e-07,0.0024143368368928823,1.0743244333460729e-06,2.2367965465606298e-06,2.2865806648502923e-06,0.0023907181536063134,2.3199858012115076e-08,7.9700198809668618e-13,9.541220872952972e-13,1.2436032746216975e-11,1.0517301875240622e-07,1.8107522407268134e-06,7.2888950963629314e-07,1.3191731166611295e-07,2.1787929440491748e-07,1.8411394973311321e-07,4.0287919851537217e-14,1.5417275440787815e-07,1.6641200469665003e-08,5.4381368668161275e-08
3.4654162479445517e-07,0.5383142793315605,1.3085877762533573e-08,8.7417808139240274e-10,1.2209035236921606e-06,1.0640450217040529e-11,2.3288877667261412e-06,0.0,0.0,0.00047366698785060029,0.0002080007993009235,154.0,0.0,0.95530101874372397,1.0,18.992401728353698,0.0040219721068205554,6.169069798586266e-09,0.0078651560099661805,0.013877557972764886,0.0014538973409201348,0.004351609576222785,8.6646555640991715e-09,5.769033269101971e-05,0.0016041518903568597,9.4285143097405079e-11,0.0055674047763889277,1.8278219973931471e-06,0.00086609719184277574,0.00085320323296360389,4.2239244229038129e-07,6.2793239248294426e-08,2.8549475675009605e-07,0.0025260873608647554,1.1558911560219622e-06,2.436248355698531e-06,2.4916366537459559e-06,0.0025018045116828322,2.4275120359928406e-08,8.066892586361353e-13,9.9825916337737383e-13,1.3014094881982729e-11,1.1013891530925371e-07,1.9322671753370723e-06,7.7787532672049391e-07,1.4114891262095341e-07,2.3350248998305968e-07,2.0334465517185556e-07,4.3107276997660185e-14,1.6866098178269615e-07,1.851934919829358e-08,5.5414067840688459e-08
3.5310835180282166e-07,0.5383139006107047,1.3246457255260451e-08,9.0435277743308347e-10,1.2834276723189565e-06,1.129369576916561e-11,2.5091722983977528e-06,0.0,0.0,0.00048355898687538619,0.00022030900258002668,154.0,0.0,0.95447128961717131,1.0,18.992228766804786,0.0040863572554937552,6.1642180493725453e-09,0.0079311311085440567,0.014040742204002706,0.0014807388460772086,0.0043880893530466678,8.7664683486775352e-09,5.8368220822698127e-05,0.0016339118545773787,9.5075540515939761e-11,0.0057542940863524131,1.8431981228503287e-06,0.00089401789636025587,0.0008800675201409106,4.356884036503963e-07,6.3968255998645511e-08,2.9448151336317063e-07,0.0026401908966353716,1.2413861624051423e-06,2.6484760318516507e-06,2.7099619659797523e-06,0.0026150529231134178,2.5373068595196516e-08,8.1616823108918267e-13,1.0433246187282244e-12,1.3603416784337776e-11,1.1520476825959013e-07,2.0587896824433406e-06,8.2888292990428711e-07,1.5078230367536144e-07,2.4982627768901599e-07,2.2407264289805805e-07,4.6049341987478722e-14,1.8415270780851679e-07,2.0557981858294652e-08,5.6445771785136264e-08
