Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149)
4.695525374917052e-12,0.6384981734317459,1.5554750386188792e-12,2.495527942433973e-18,2.4602068108899172e-18,7.0571679364897059e-29,7.320812974955134e-23,0.0,0.0,2.3938769746521134e-12,9.3874027237938971e-21,154.0,0.0,0.99999571331559756,1.0,18.999999988691513,3.3677818376625068e-07,1.5863905551016753e-07,1.2966297804780743e-06,1.3037892265458899e-06,4.8774734350683752e-07,9.22595524871575e-09,4.0921265751926937e-13,2.079703269352151e-09,6.917694389136346e-07,1.2570851232799516e-16,1.268774495617108e-11,1.141776190903731e-11,9.3737058814005183e-14,9.3700952089250726e-14,2.4255172105248156e-17,1.0455304422930209e-13,1.1851552603347825e-17,9.2888096465164372e-13,2.311450416490049e-31,2.1771553282832302e-31,2.1771591853547738e-31,5.1777174645817764e-17,2.0739427082122017e-19,1.9187083234393969e-17,3.908934658189061e-20,3.325442121118525e-21,3.1926890575598162e-20,1.740928856417628e-23,1.0874084121892754e-26,1.1202320095973097e-27,1.9143807467043067e-31,2.984825992561881e-35,5.1038997947996626e-34,1.1426212371916594e-29,5.4493947641160113e-35,7.3714812286813127e-14,3.9845751689154447e-20,1.9019983750977429e-22,1.1539344870952201e-23,5.906591530248692e-25,3.9430813755214418e-23,3.6939700742973689e-30,2.1106765343746957e-30,9.3020971458548213e-28,1.5483914420572038e-32,3.6497904099040662e-28,7.5343652389414413e-33,3.3198527032712621e-34,5.430057569061546e-32,6.9858972380965591e-32,6.9855857813812037e-32,3.1145671535182531e-36,4.5660946325413665e-26,1.5211487289991117e-28,5.1792671667775459e-31,2.7893102541557913e-33,5.2111512847992647e-34,2.8664913662018743e-37,2.8271137955271915e-37,2.22524600765467e-42
4.7880926331597906e-12,0.638498173430238,1.5862042919537198e-12,2.5956654192486004e-18,2.5582322310034729e-18,7.5871551616431372e-29,7.7625284804296669e-23,0.0,0.0,2.4782749714651678e-12,9.920036787013096e-21,154.0,0.0,0.99999562886845417,1.0,18.999999988278152,3.4341736320518526e-07,1.5864368290675029e-07,1.3220118112565766e-06,1.3294807940087849e-06,4.9862916430411828e-07,9.5871115592480431e-09,4.1727649195988751e-13,2.1318132616170276e-09,7.0720307491947461e-07,1.3062949725804347e-16,1.3192790774001774e-11,1.1869370536763907e-11,9.9371910855693246e-14,9.9333511977496439e-14,2.5758113601499242e-17,1.0918748283099293e-13,1.2640764545311002e-17,9.6585679162418021e-13,2.6490263065334694e-31,2.4951214850378836e-31,2.4951259927289822e-31,5.4962588727126189e-17,2.1987630784064765e-19,1.966784508283874e-17,4.0078767040795631e-20,3.4601720605118161e-21,3.3900123329692278e-20,1.8861567664979704e-23,1.2019297940554584e-26,1.238310564690575e-27,2.1590102465743721e-31,3.3722262400720069e-35,5.6431613950053988e-34,1.263084089036673e-29,6.1362362480958706e-35,7.6982250632052058e-14,4.1427427299996145e-20,2.0156955163000816e-22,1.203003831062545e-23,6.1445778097079918e-25,4.1816779830986126e-23,3.9147886744207292e-30,2.2368488075791896e-30,1.0060525651329134e-27,1.6752669118662843e-32,3.9473537216140019e-28,8.1495351583213047e-33,3.5905709064556266e-34,5.880503527749224e-32,7.7051833683472257e-32,7.7048330369643913e-32,3.5033138283106441e-36,4.9807840122903407e-26,1.6563079725243451e-28,5.7556330104470579e-31,3.1632669964357664e-33,5.896697127741945e-34,3.2684199814356277e-37,3.2717563282216543e-37,2.6275257364366105e-42
4.880659891402529e-12,0.6384981734287057,1.6169360483337138e-12,2.6978023577370939e-18,2.6581752815161256e-18,8.1462664275037258e-29,8.2216701404260124e-23,0.0,0.0,2.5641110485907781e-12,1.04730814093172e-20,154.0,0.0,0.9999955444213281,1.0,18.99999998785805,3.5005654101720493e-07,1.5864758841437055e-07,1.3473871339347159e-06,1.3551723070015047e-06,5.095112767222131e-07,9.9549620402573137e-09,4.253403093019733e-13,2.1839726545396188e-09,7.2263712488386127e-07,1.3564169527006063e-16,1.3707691523371753e-11,1.2329621046148778e-11,1.0522742189897571e-13,1.0518663552302532e-13,2.7321749612429598e-17,1.1392396838914445e-13,1.3464626283529326e-17,1.0035541813148114e-12,3.0279700596995813e-31,2.8520530081849057e-31,2.8520582605131807e-31,5.8278418516738473e-17,2.3284835092321796e-19,2.0149062702500725e-17,4.1069571931888757e-20,3.5974925727367523e-21,3.5952440743652829e-20,2.0402643814318317e-23,1.3258904567414935e-26,1.3661340494798537e-27,2.4291489554537073e-31,3.8008948308445724e-35,6.2270324072513205e-34,1.3934916675338559e-29,6.8938863062245832e-35,8.0321631731931283e-14,4.3039712778917665e-20,2.1337957336302569e-22,1.2530952819189549e-23,6.387331901726994e-25,4.4296961107729857e-23,4.1441588305782548e-30,2.3679073049548953e-30,1.0864384336951821e-27,1.8097796782787838e-32,4.2627396999046333e-28,8.8016040346941941e-33,3.8775070723105734e-34,6.3583999642806775e-32,8.4825139792019023e-32,8.4821208118911313e-32,3.9316731076992932e-36,5.4237223495642793e-26,1.8003583714601006e-28,6.3825606002157583e-31,3.5783478977236317e-33,6.6556837822009859e-34,3.7166520985659563e-37,3.7753599486234183e-37,3.0923509929721519e-42
4.973227149645268e-12,0.6384981734271488,1.6476703077969703e-12,2.8019404132515227e-18,2.7600361174069586e-18,8.7355426654096397e-29,8.6985755762161956e-23,0.0,0.0,2.6513851845802125e-12,1.1046974337899962e-20,154.0,0.0,0.99999545997421713,1.0,18.999999987431217,3.5669571720231021e-07,1.5865088436219403e-07,1.3727557616821418e-06,1.3808637696757823e-06,5.2039363520627975e-07,1.0329493524461254e-08,4.3340411084875242e-13,2.2361772963856558e-09,7.3807152419664962e-07,1.4074492694997223e-16,1.4232447182542595e-11,1.2798506906745575e-11,1.1130777282219382e-13,1.1126450166750214e-13,2.894726703464689e-17,1.187624942316929e-13,1.4323887597852822e-17,1.0419731342394754e-12,3.4524166607697029e-31,3.2518448155134785e-31,3.2518509178990693e-31,6.1727457718464115e-17,2.4631975711153901e-19,2.0630697789416706e-17,4.206168398410754e-20,3.7373986515366865e-21,3.808534559451855e-20,2.203603718559647e-23,1.4598601993369113e-26,1.5042919766027865e-27,2.7268799095642667e-31,4.274308255936277e-35,6.8582177098001598e-34,1.5344458785253042e-29,7.728079876298656e-35,8.3732950713803983e-14,4.4682598697865558e-20,2.2563796748889921e-22,1.3042085224237972e-23,6.6348577242000736e-25,4.6873171169230214e-23,4.382237176167677e-30,2.5039415243465584e-30,1.1715449416327501e-27,1.9522297917937858e-32,4.5966450536115952e-28,9.4920163365932378e-33,4.181295302591049e-34,6.8648386670978482e-32,9.3213309905839058e-32,9.3208907096534672e-32,4.4028093043701681e-36,5.8962161976364062e-26,1.9536850411186078e-28,7.0633300762275991e-31,4.038116843058356e-33,7.4942331217605139e-34,4.2153997753174353e-37,4.3443388809013343e-37,3.6279209539165165e-42
5.065794407888007e-12,0.6384981734255674,1.6784070703819668e-12,2.908081238197496e-18,2.8638148937024002e-18,9.3560429808954312e-29,9.1935824367061428e-23,0.0,0.0,2.7400973581346659e-12,1.1642156370186847e-20,154.0,0.0,0.99999537552711959,1.0,18.999999986997679,3.633348917605014e-07,1.5865366559431462e-07,1.3981177076426064e-06,1.4065551858344977e-06,5.3127620129250892e-07,1.0710692870470081e-08,4.4146789779394483e-13,2.28842338427456e-09,7.5350621830486078e-07,1.4593901323650883e-16,1.4767057731300568e-11,1.3276021595868314e-11,1.1761714134499123e-13,1.1757128619532997e-13,3.0635851867420315e-17,1.2370305329241725e-13,1.5219297729630067e-17,1.0811136510311823e-12,3.9268245321135349e-31,3.6986964936164663e-31,3.6987035640102917e-31,6.5312509768323742e-17,2.6029987921509907e-19,2.1112715258152883e-17,4.3055032419253022e-20,3.879885300922543e-21,4.0300337679128819e-20,2.3765334019851293e-23,1.6044310680534165e-26,1.6533969760838596e-27,3.0544108353521402e-31,4.7961617541301082e-35,7.5395284956943598e-34,1.686572255643359e-29,8.6448940427349855e-35,8.7216202427140597e-14,4.6356075650430396e-20,2.3835278253853263e-22,1.3563432361006437e-23,6.8871591965094242e-25,4.9547223016005127e-23,4.6291800289968965e-30,2.6450407832758922e-30,1.2615530962155975e-27,2.1029230501499683e-32,4.9497797659909155e-28,1.0222244092616138e-32,4.5025817829238138e-34,7.4009325908154079e-32,1.0225209557058056e-31,1.0224717549806995e-31,4.9200725105776235e-36,6.3996051515525615e-26,2.1166812724722545e-28,7.8013612658403589e-31,4.5463659219976257e-33,8.418834541726487e-34,4.769158891793771e-37,4.9856573071820456e-37,4.243316527540686e-42
5.250928924373484e-12,0.6384981734223316,1.7398881050727395e-12,3.1263777913090998e-18,3.0771268878506032e-18,1.0695043153472892e-28,1.0239251165628416e-22,0.0,0.0,2.9218357334393287e-12,1.2898166182109454e-20,154.0,0.0,0.99999520663295838,1.0,18.999999986110524,3.7661323599614269e-07,1.5865799073142352e-07,1.4488216066484787e-06,1.4579378922396168e-06,5.5304183184130855e-07,1.1493042711500753e-08,4.5759543215938277e-13,2.3930262638024391e-09,7.8437631442905936e-07,1.5659903514424711e-16,1.5865843423616078e-11,1.4256911407672759e-11,1.309396262969048e-13,1.3088829777484941e-13,3.4206963281423701e-17,1.3389024116861178e-13,1.7121558698638614e-17,1.1615593792802602e-12,5.0450885550129426e-31,4.7520081585557289e-31,4.7520175751255708e-31,7.2901914624871777e-17,2.8982366126032606e-19,2.2077771550103017e-17,4.504518467933484e-20,4.1725803787104389e-21,4.4982567872545769e-20,2.752631256454996e-23,1.9278580405839198e-26,1.9870168669613866e-27,3.8083563041346799e-31,6.0011203691182114e-35,9.0643147005436928e-34,2.0269644150295987e-29,1.075248421043459e-34,9.439848229350354e-14,4.9794765136480493e-20,2.6518378848687676e-22,1.4636758208132508e-23,7.4061047752507108e-25,5.519610115873359e-23,5.1502829535421003e-30,2.9427907904390269e-30,1.4570152974143905e-27,2.4302909174489857e-32,5.7166435448017326e-28,1.1808171825494355e-32,5.2002946309506416e-34,8.5666437070091688e-32,1.2243133228496304e-31,1.2242522493253427e-31,6.1073524287306482e-36,7.504593131048417e-26,2.4732964100720538e-28,9.4636037851000185e-31,5.7246719709382285e-33,1.0554070458586313e-33,6.0611904591140993e-37,6.5161334682540457e-37,5.7547821170649267e-42
5.436063440858961e-12,0.6384981734189985,1.8013791527200074e-12,3.3527051776084523e-18,3.2981125051257596e-18,1.217210337316573e-28,1.1361378071434165e-22,0.0,0.0,3.1093260067744567e-12,1.4244698199843763e-20,154.0,0.0,0.99999503773883491,1.0,18.999999985196727,3.8989157372413164e-07,1.5866106638599121e-07,1.4994989355863385e-06,1.5093204507154715e-06,5.7480796455643222e-07,1.2301906948149403e-08,4.73722920088365e-13,2.4977567945054814e-09,8.1524712419092609e-07,1.6762033553289353e-16,1.7004048464501806e-11,1.5272238454795774e-11,1.4522823548035442e-13,1.4517101353409729e-13,3.8044553942374441e-17,1.4448546971717667e-13,1.9177392226986296e-17,1.244891373134596e-12,6.4256203837299048e-31,6.0523583286444467e-31,6.0523707457674245e-31,8.1069253998610639e-17,3.2149443499902643e-19,2.3044005553732596e-17,4.70395727520191e-20,4.4755380427594531e-21,5.0011070326400988e-20,3.1715585568353499e-23,2.3013681123831467e-26,2.3723733696069194e-27,4.7113271430080062e-31,7.4500674861362531e-35,1.0826081814247101e-33,2.4201616449454186e-29,1.3272630146565894e-34,1.0186842605852023e-13,5.3355706402838712e-20,2.9393665573825313e-22,1.575090519069413e-23,7.9442000205343766e-25,6.1258087922901907e-23,5.7087118594753022e-30,3.2618682742104002e-30,1.6743407722912763e-27,2.7944445366564782e-32,6.5692762192479739e-28,1.3571714307198565e-32,5.9760566226789884e-34,9.8648599992730547e-32,1.4567646437581355e-31,1.4566894007248483e-31,7.5243033286404649e-36,8.7500712617115387e-26,2.8735132934516966e-28,1.1399549775948559e-30,7.1485355533236619e-33,1.3121174757607892e-33,7.6348749908682972e-37,8.4348638898463756e-37,7.7199960712972912e-42
5.621197957344439e-12,0.6384981734155687,1.862880213641733e-12,3.5870765108599421e-18,3.5267729874615902e-18,1.3796351023052476e-28,1.2562665341040888e-22,0.0,0.0,3.3025680122795549e-12,1.5685388532599593e-20,154.0,0.0,0.99999486884474253,1.0,18.999999984256409,4.0316990494447064e-07,1.586632520985069e-07,1.5501497986790826e-06,1.5607028818233233e-06,5.9657445362706993e-07,1.3137181376248042e-08,4.898503680350323e-13,2.6025944151120786e-09,8.4611844078790869e-07,1.7900149454268405e-16,1.8181672735349833e-11,1.6321950833820265e-11,1.6051627732136428e-13,1.6045272646905651e-13,4.2158079648975464e-17,1.5548867342002436e-13,2.1392772556960621e-17,1.3311096410196819e-12,8.1177093990665026e-31,7.6461753301269777e-31,7.6461915526124042e-31,8.9837302467703494e-17,3.5538687084842719e-19,2.401122757043843e-17,4.9037813959156478e-20,4.7887186926986019e-21,5.5397736749654489e-20,3.6364207557097415e-23,2.7305398939199876e-26,2.8152433421019189e-27,5.785978756083816e-31,9.1814186609872488e-35,1.285134766124765e-33,2.8720635222012477e-29,1.6267659090380895e-34,1.0962598618155358e-13,5.7038824936696926e-20,3.2467519095937604e-22,1.6905848253160562e-23,8.5014763352567679e-25,6.7747666443027918e-23,6.3057059938576993e-30,3.6029813207497502e-30,1.9150993608880849e-27,3.1980370020466698e-32,7.5138350745744719e-28,1.5525638973803479e-32,6.8354718438142134e-34,1.1305246352227209e-31,1.7232403200869151e-31,1.7231482685125277e-31,9.2051574386646637e-36,1.0147965592102169e-25,3.3207716820629682e-28,1.3641879558007154e-30,8.8575093475971552e-33,1.6186692082872615e-33,9.5377134356430197e-37,1.0821102877205622e-36,1.025158918327066e-41
5.8063324738299164e-12,0.6384981734120425,1.9243912881591325e-12,3.8295048582401494e-18,3.7631095775659037e-18,1.5577204525443633e-28,1.3845815604311929e-22,0.0,0.0,3.5015615857608867e-12,1.7223922019513179e-20,154.0,0.0,0.99999469995067569,1.0,18.999999983289683,4.1644822965716218e-07,1.5866480436809331e-07,1.6007742997401186e-06,1.6120852028164649e-06,6.1834119503061485e-07,1.3998762201045793e-08,5.0597778141515144e-13,2.7075218723190236e-09,8.7699011668539721e-07,1.9074109789246909e-16,1.9398716132010062e-11,1.7405996764272432e-11,1.768370100655369e-13,1.7676667941838379e-13,4.655698194460826e-17,1.6689978444464125e-13,2.377366509097591e-17,1.4202141925147023e-12,1.0177771366743473e-30,9.5866004483303237e-31,9.5866214591483728e-31,9.9228987260693507e-17,3.9157557179700198e-19,2.4979278420983883e-17,5.1039587190624972e-20,5.1120828904751927e-21,6.1154411751406788e-20,4.1504277150812196e-23,3.2213467249810389e-26,3.3218144332924504e-27,7.05744777244962e-31,1.1238038486822558e-34,1.5168519699210836e-33,3.3889896346677539e-29,1.9806715628558063e-34,1.1767111349059602e-13,6.0844046536903784e-20,3.5746294400021e-22,1.8101562450467307e-23,9.0779651412766408e-25,7.4679310639030946e-23,6.9424996158797893e-30,3.9668351662264321e-30,2.1809149737488425e-27,3.6438131870342281e-32,8.5566893550160862e-28,1.7683153325946339e-32,7.7843373289892645e-34,1.2897805619804653e-31,2.0273430436211906e-31,2.0272311652618549e-31,1.1187835933573077e-35,1.1710749418802437e-25,3.8186413035750681e-28,1.6225783506395005e-30,1.0895763171784937e-32,1.9824383985673916e-33,1.182302047153974e-36,1.3766615697600518e-36,1.3484694188363842e-41
5.991466990315394e-12,0.6384981734084205,1.9859123765960645e-12,4.0800032405213919e-18,4.0071235189258649e-18,1.752437342601382e-28,1.521353193432819e-22,0.0,0.0,3.7063065645212169e-12,1.886403220521576e-20,154.0,0.0,0.99999453105663128,1.0,18.999999982296682,4.2972654786220886e-07,1.5866590518775176e-07,1.6513725421749694e-06,1.6634674281667503e-06,6.4010811496025459e-07,1.4886546035600512e-08,5.2210516477139335e-13,2.8125246942617244e-09,9.0786204720365541e-07,2.0283773685779819e-16,2.065517856248896e-11,1.8524324588217274e-11,1.9422364189684657e-13,1.9414606518219651e-13,5.1250688151122648e-17,1.7871873328869632e-13,2.632602636402236e-17,1.5122050381857499e-12,1.2670092172391224e-30,1.1934188557076459e-30,1.19342155490344e-30,1.0926738724724793e-16,4.3013507349360559e-19,2.5948024587727085e-17,5.3044623104566426e-20,5.4455913597057696e-21,6.7292893033787496e-20,4.7168932770171557e-23,3.7801694612878967e-26,3.898698603867365e-27,8.5535253569030079e-31,1.3667585556150888e-34,1.7807957347820121e-33,3.9776934577838101e-29,2.396624144084084e-34,1.2600375763677159e-13,6.4771297305629556e-20,3.9236320893184672e-22,1.9338022944568814e-23,9.6736978782757936e-25,8.2067485252990783e-23,7.6203220170189159e-30,4.3541322083371177e-30,2.473465557521692e-27,4.1346096857627673e-32,9.7044201210158076e-28,2.0057904632352488e-32,8.8286429317865084e-34,1.4652878397263365e-31,2.3729208236375011e-31,2.3727856815897393e-31,1.35142047762264e-35,1.3451449441131199e-25,4.3708215713489791e-28,1.9189053060955469e-30,1.3312430320337776e-32,2.4115694093204647e-33,1.4550382751790306e-36,1.7377114237477531e-36,1.7580434715535068e-41
6.176601506800872e-12,0.6384981734047029,2.0474434792785053e-12,4.3385846322544914e-18,4.2588160558131801e-18,1.9647858477979369e-28,1.666851784766156e-22,0.0,0.0,3.9168027872146914e-12,2.0609501315502973e-20,154.0,0.0,0.99999436216260662,1.0,18.999999981277501,4.4300485955961268e-07,1.5866668366216442e-07,1.701944628982881e-06,1.7148495700122724e-06,6.6187516105791976e-07,1.5800429899176567e-08,5.3823252191385907e-13,2.9175907428346281e-09,9.3873415808356238e-07,2.1529000824908865e-16,2.1951059944992887e-11,1.9676882769855681e-11,2.127093310560527e-13,2.1262402664046847e-13,5.6248611402514244e-17,1.9094544926838506e-13,2.905580402747038e-17,1.6070821894439309e-12,1.5667619573785979e-30,1.4757653987851639e-30,1.4757688399613954e-30,1.1997573193487891e-16,4.711398443327523e-19,2.6917354084322429e-17,5.5052695795199271e-20,5.7892049850295999e-21,7.3824931584093824e-20,5.3392348360199343e-23,4.4138091943118506e-26,4.5529455912457868e-27,1.030483594656059e-30,1.6522871629448245e-34,2.0802034058549331e-33,4.6453761768730074e-29,2.8830470575222191e-34,1.3462386743865831e-13,6.8820503641127154e-20,4.2943902507684441e-22,2.0615205001415756e-23,1.0288706002781602e-24,8.9926645885032235e-23,8.3403975410504485e-30,4.7655720177398678e-30,2.7944830606918655e-27,4.6733547549164734e-32,1.096382010696219e-27,2.2663979634440105e-32,9.974571195232399e-34,1.6581142794035965e-31,2.7640750090162159e-31,2.7639127056279747e-31,1.6230338824141955e-35,1.5383651899577502e-25,4.9811413018696628e-28,2.2572171407107627e-30,1.6161965647444224e-32,2.9150222022376812e-33,1.7786133558496828e-36,2.1773795764923617e-36,2.272979820409779e-41
6.361736023286349e-12,0.6384981734008904,2.1089845965341088e-12,4.6052619619507777e-18,4.5181884332891715e-18,2.1957951726318783e-28,1.8213477304650139e-22,0.0,0.0,4.1330500937235233e-12,2.2464160233113188e-20,154.0,0.0,0.99999419326860028,1.0,18.999999980232264,4.5628316474937629e-07,1.5866723196439348e-07,1.7524906627584119e-06,1.7662316385367238e-06,6.836422959430794e-07,1.6740311215648751e-08,5.5435985603916294e-13,3.0227098343336084e-09,9.6960639630854585e-07,2.2809651438987756e-16,2.3286360206270142e-11,2.0863619895122858e-11,2.3232718595873338e-13,2.3223365687103705e-13,6.156015067849031e-17,2.0357986087888864e-13,3.1968936842144971e-17,1.7048456584250464e-12,1.9252804491739859e-30,1.8134663072630368e-30,1.8134706629504306e-30,1.3137740047163026e-16,5.1466428553654161e-19,2.7887172955761429e-17,5.7063615732213806e-20,6.1428848114647038e-21,8.0762231866179131e-20,6.0209729131216904e-23,5.129499904380097e-26,5.2920563183398478e-27,1.2345021405541322e-30,1.9862235205771123e-34,2.4185199125715969e-33,5.3997004553308546e-29,3.4491940258356325e-34,1.4353139113644151e-13,7.2991592231443844e-20,4.68753178032518e-22,2.1933083988252272e-23,1.09230209873298e-24,9.8271239028435085e-23,9.1039456039220287e-30,5.2018513494099619e-30,3.1457533994434307e-27,5.2630682557509123e-32,1.2341893579437326e-27,2.5515904251985744e-32,1.122849722275692e-33,1.8693614207401744e-31,3.2051683051087243e-31,3.2049744371665454e-31,1.9386794217880364e-35,1.7521508698392516e-25,5.653558432282448e-28,2.6418403828535077e-30,1.9504515373635867e-32,3.5026205689159359e-33,2.1603843832284518e-36,2.7094988339852945e-36,2.9157919665316355e-41
6.546870539771827e-12,0.6384981733969833,2.1705357286918376e-12,4.88004811226335e-18,4.7852418972097902e-18,2.4465236592036339e-28,1.9851114709675308e-22,0.0,0.0,4.3550483250546791e-12,2.4431888473623036e-20,154.0,0.0,0.9999940243746106,1.0,18.999999979161089,4.6956146343150187e-07,1.5866761618716695e-07,1.8030107456930312e-06,1.8176136422859741e-06,7.0540949281202526e-07,1.7706087811912494e-08,5.7048716982980443e-13,3.1278734228766283e-09,1.0004787238630738e-06,2.4125586309515966e-16,2.4661079280227234e-11,2.2084484671288358e-11,2.5311026531292958e-13,2.530079992672125e-13,6.7194690837922095e-17,2.1662189603950192e-13,3.5071354679717701e-17,1.805495457889086e-12,2.3518494491928883e-30,2.2152675859707563e-30,2.2152730619650129e-30,1.4349592065487609e-16,5.6078273123350017e-19,2.8857402357607027e-17,5.9077223868601176e-20,6.5065920437664651e-21,8.8116452011073172e-20,6.7657307317469878e-23,5.9349210453966487e-26,6.1239962447702346e-27,1.4710930733777344e-30,2.3749930047655391e-34,2.7994039232258346e-33,6.2488041473094383e-29,4.1052017656146041e-34,1.5272627656474917e-13,7.7284490049006469e-20,5.1036820068733893e-22,2.3291635371199559e-23,1.1576674319756184e-24,1.0711570210402011e-22,9.9121807134940023e-30,5.6636641539192675e-30,3.5291164236516424e-27,5.9068615963460813e-32,1.3845856195982501e-27,2.862864328986541e-32,1.2596988549624334e-33,2.1001645096992023e-31,3.7008327852239438e-31,3.7006023963310962e-31,2.3038889284784339e-35,1.9879743512194103e-25,6.3921597381203921e-28,3.077388772333312e-30,2.3406298904475014e-32,4.1851011939205127e-33,2.6084829981376253e-36,3.3497908821662463e-36,3.7128812035988916e-41
6.732005056257304e-12,0.638498173392982,2.232096876081659e-12,5.1629559201675507e-18,5.0599776942305382e-18,2.7180587956469442e-28,2.1584134911440542e-22,0.0,0.0,4.5827973232537566e-12,2.6516614161467182e-20,154.0,0.0,0.99999385548063713,1.0,18.999999978064071,4.8283975560599189e-07,1.5866788353650988e-07,1.8535049795766953e-06,1.8689955884308288e-06,7.2717673252050988e-07,1.8697657916300386e-08,5.8661446553665012e-13,3.2330743376453495e-09,1.0313511135949816e-06,2.5476666764981159e-16,2.6075217106780545e-11,2.3339425926557553e-11,2.750915782363973e-13,2.7498004765498945e-13,7.3161602652182692e-17,2.3007148225613526e-13,3.8368978530213196e-17,1.9090316011367167e-12,2.8568881431143891e-30,2.6909838862468182e-30,2.6909907267802126e-30,1.5635496794626461e-16,6.0956944853476286e-19,2.9827976131780642e-17,6.1093386750195636e-20,6.8802880457888812e-21,9.5899204006827985e-20,7.5772337953562282e-23,6.8382100607060865e-26,7.0572086601235738e-27,1.7442815368112886e-30,2.8256528980881062e-34,3.2267339728342038e-33,7.2013139545016211e-29,4.8621442724530069e-34,1.6220847126722889e-13,8.169912434595674e-20,5.5434637423083106e-22,2.4690834713151027e-23,1.2249697502598869e-24,1.1647446349389526e-22,1.0766312489153522e-29,6.1517015886434332e-30,3.9464658830049212e-27,6.6079376740799902e-32,1.5483134864377885e-27,3.2017600145863557e-32,1.408680501483191e-33,2.351692476012192e-31,4.2559778966930055e-31,4.2557054267525347e-31,2.7246994046992742e-35,2.2473657876944651e-25,7.2011605513837115e-28,3.5687722280997782e-30,2.7940002737263022e-32,4.9741635218771615e-33,3.1318678576351553e-36,4.1160538140122938e-36,4.695057660783272e-41
6.917139572742782e-12,0.6384981733888867,2.2936680390342847e-12,5.4539981771406906e-18,5.3423970718113318e-18,3.011517224563891e-28,2.3415243203252001e-22,0.0,0.0,4.8162969313324535e-12,2.8722314006088046e-20,154.0,0.0,0.99999368658667853,1.0,18.999999976941332,4.9611804127284859e-07,1.5866806751387213e-07,1.9039734657994313e-06,1.920377482987101e-06,7.4894400148214692e-07,1.9714920157005007e-08,6.0274174504801401e-13,3.3383065628132402e-09,1.0622235462347808e-06,2.6862754678710146e-16,2.7528773630894437e-11,2.4628392609674659e-11,2.983040843734726e-13,2.9818274640986713e-13,7.9470242838374015e-17,2.4392854673837648e-13,4.1867720513095902e-17,2.0154541019392504e-12,3.4520504341061417e-30,3.251592985280559e-30,3.2516014788158556e-30,1.6997836449271351e-16,6.6109863760813273e-19,3.0798838776175609e-17,6.3111992419692156e-20,7.2639343398483784e-21,1.0412205388760024e-19,8.4593094668451063e-23,7.8479748310851005e-26,8.1006279200645601e-27,2.0584529995510557e-30,3.3459342999362062e-34,3.7046145646543003e-33,8.2663590278070101e-29,5.732088695534772e-34,1.719779225790859e-13,8.6235422650081311e-20,6.00749729157533e-22,2.6130657671969976e-23,1.2942122052588286e-24,1.2636194257467119e-22,1.1667545681313427e-29,6.6666520289032348e-30,4.3997493932525746e-27,7.3695908183160797e-32,1.7261367602420838e-27,3.5698616519517896e-32,1.5704898633462566e-33,2.6251479107922843e-31,4.8757984615849001e-31,4.875477693302444e-31,3.2076828245618202e-35,2.5319137266027349e-25,8.0849044791393487e-28,4.1212057824788965e-30,3.3185186274815393e-32,5.8825203784701979e-33,3.7403787678022232e-36,5.0283616657998256e-36,5.8981122431246335e-41
