Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149)
1.3134173467152813e-09,0.6384979855652181,6.8806410622080969e-10,3.4625784086588954e-13,3.9992633974511126e-13,4.4402444775817361e-19,2.738002459423907e-15,0.0,0.0,1.4374701408720452e-07,4.9574643775826548e-12,154.0,0.0,0.99880213950313368,1.0,18.999947767763604,9.4039469431550623e-05,1.5850046312408343e-07,0.00031264383113752136,0.00036401604239824588,0.00015425067518504674,5.1339654850424704e-05,1.1425373988777447e-10,7.460762929506702e-07,0.00021880839889859189,6.9954064813570225e-13,9.9029274091619805e-07,1.9270962801458753e-07,5.8590951054468068e-07,5.8563890370530574e-07,1.6609142299711114e-10,7.0212059222319802e-09,1.0449346129967604e-10,7.4524856471310448e-08,3.0739428145642517e-15,2.9621011470717964e-15,2.9638556697763926e-15,2.3672176616575148e-09,1.6048704823926435e-12,6.8832299984725977e-15,6.1849199577706468e-17,8.6049962290939702e-17,1.8506756635201393e-13,2.6630829133802754e-14,1.9673547059611669e-15,4.3549670659046317e-16,2.008229508201647e-17,4.4426342118045026e-20,2.0069674570239425e-22,5.488244043310435e-18,1.4739580764770328e-20,4.9062663391289913e-09,2.3873033160520089e-15,3.7756345631487433e-16,7.958754066363911e-19,2.271671077530919e-19,6.5717608571874525e-16,7.3329966592584269e-24,4.1899582814023237e-24,4.4825673084068275e-18,7.6075862128988125e-23,1.6692902589797913e-18,3.4655832793409055e-23,1.5195667857830135e-24,2.6602478689218054e-22,9.2628000147302944e-20,9.145403603506209e-20,1.1739641122408276e-21,3.9539465971128402e-15,6.5370715602355056e-19,3.7792864235274553e-19,2.73332879555952e-19,2.934654907083033e-21,3.7892002407982333e-23,9.3563800111331351e-21,1.271198928528807e-23
1.3445128363194083e-09,0.638497981032675,7.1041450793105974e-10,3.648279831867786e-13,4.276515319216258e-13,4.9119641427045283e-19,2.9837343791834356e-15,0.0,0.0,1.5062241461950203e-07,5.4395994928381088e-12,154.0,0.0,0.99877378841829667,1.0,18.999946486823383,9.6261915362249058e-05,1.5849646271029602e-07,0.00031997389053942202,0.00037262171195323845,0.00015790144246483303,5.2595877290916203e-05,1.1695479512693131e-10,7.6372839206097236e-07,0.0002239879656779076,7.1665760555155253e-13,1.0376960101110051e-06,1.979879789204894e-07,6.1766904613673259e-07,6.1738376523338361e-07,1.7509560389470696e-10,7.2981598610751468e-09,1.1016039818074401e-10,7.8144216864596338e-08,3.5021318268415378e-15,3.3766605495425374e-15,3.378711596343592e-15,2.5395915686329497e-09,1.6941756437498654e-12,7.0460866129794471e-15,6.4508582438548816e-17,9.1363611171561808e-17,1.9943580509188273e-13,2.9221200770133296e-14,2.173811012201747e-15,4.8594507806579208e-16,2.282112634368604e-17,5.1290240167812683e-20,2.2394582363127318e-22,6.1459064186597198e-18,1.6961103100827157e-20,5.0989486928154732e-09,2.4962622879266996e-15,3.9552752542526766e-16,8.3220928768432687e-19,2.4208022503364157e-19,7.0271581200976503e-16,7.6818928772627829e-24,4.3893120606980673e-24,4.9081146521483115e-18,8.3298168009684455e-23,1.8255158161860382e-18,3.7899218524752875e-23,1.6617801255385487e-24,2.9092315429085182e-22,1.0374197248261822e-19,1.0239596813977603e-19,1.3460043428421759e-21,4.3847790971600775e-15,7.2169286370216715e-19,4.2407670656738153e-19,3.0921506197044989e-19,3.2942190805295728e-21,4.2867203680976508e-23,1.0816091908930857e-20,1.4856322452358422e-23
1.3756083259235354e-09,0.6384979765040073,7.3303897030810177e-10,3.8396406488505719e-13,4.5678886060471895e-13,5.4218625767082765e-19,3.2463791579455193e-15,0.0,0.0,1.5765811399104563e-07,5.956052200571007e-12,154.0,0.0,0.99874543773103031,1.0,18.999945205926657,9.8484178168524707e-05,1.5849246234376263e-07,0.00032730271994788182,0.00038122680021718741,0.00016155208722066968,5.3851888550384132e-05,1.1965566759043712e-10,7.8137929670210054e-07,0.00022916739856934109,7.3377168546899268e-13,1.0862054389540385e-06,2.0326615947969248e-07,6.5028671637471163e-07,6.4998636457920632e-07,1.8434310550383187e-10,7.5782304267354757e-09,1.1598053170854902e-10,8.1851685053810606e-08,3.977012545071944e-15,3.8367448309947497e-15,3.8391333352756405e-15,2.720116023419108e-09,1.7860283389269032e-12,7.2089322075553388e-15,6.7224715905238954e-17,9.6906080966796688e-17,2.1463665757828129e-13,3.2008814776995478e-14,2.3972251721488821e-15,5.4106673138136706e-16,2.5864281106298906e-17,5.9037748613769115e-20,2.4934859289224849e-22,6.8672526254006703e-18,1.9460472437358314e-20,5.2937539062069899e-09,2.6075388674253126e-15,4.1388922871401542e-16,8.6931618684039611e-19,2.5760675060544883e-19,7.502373072492176e-16,8.0385119036843954e-24,4.5930785305380328e-24,5.3627665623846024e-18,9.1014439740502491e-23,1.9921678561458401e-18,4.135906848801858e-23,1.8134847805777871e-24,3.1748334453283687e-22,1.1588301776761616e-19,1.1434465705309885e-19,1.5383607145173039e-21,4.8508565590797022e-15,7.9523026990015512e-19,4.7479328505878582e-19,3.4892314579243555e-19,3.6894954143853309e-21,4.8372969361968048e-23,1.2465259251478481e-20,1.7302258654781651e-23
1.4377993051317896e-09,0.6384979674582963,7.7910829165612668e-10,4.2395692759473597e-13,5.1949942190406949e-13,6.565003883775753e-19,3.825865616965174e-15,0.0,0.0,1.7221032454641067e-07,7.0983002748621552e-12,154.0,0.0,0.99868873755047038,1.0,18.999942644263108,0.00010292815445087227,1.584844617495311e-07,0.00034195668828914202,0.00039843523189112315,0.00016885300942738694,5.6363277441925657e-05,1.2505686388055295e-10,8.166775205622478e-07,0.00023952586306511542,7.679912116644945e-13,1.1865422266158352e-06,2.1382159661172053e-07,7.1809629666432091e-07,7.1776461257792845e-07,2.0356802420486229e-10,8.1473511570970876e-09,1.2808035949950942e-10,8.9531568782510178e-08,5.0819617102576388e-15,4.9084011671242585e-15,4.9116054801478737e-15,3.1063641605613135e-09,1.9773964021649526e-12,7.5345903177958051e-15,7.2827636162418208e-17,1.086986528609895e-16,2.4766527150210218e-13,3.8220900346507174e-14,2.8991351286271214e-15,6.6668311606143872e-16,3.297235078176934e-17,7.7562197106359097e-20,3.0723884936100821e-22,8.5206150239521278e-18,2.5407539925348198e-20,5.6894740865350476e-09,2.8370428141441679e-15,4.5180457503991402e-16,9.4584835367018843e-19,2.9054328717721592e-19,8.5137367510574917e-16,8.774899682619022e-24,5.0138388574724541e-24,6.3644041494657401e-18,1.0801408339137558e-22,2.35845665479925e-18,4.8963564330479206e-23,2.1469203597727059e-24,3.7586100523471566e-22,1.4351983119979612e-19,1.4152830981461923e-19,1.9915213851768535e-21,5.8967118990845435e-15,9.6030555845462449e-19,5.9136340814124037e-19,4.4111592110086101e-19,4.5984111151765872e-21,6.1156352055574291e-23,1.6413552328700939e-20,2.3240341846666537e-23
1.4999902843400437e-09,0.6384979584280782,8.2626850419162941e-10,4.6628209764863643e-13,5.8846675639518409e-13,7.8880568739802895e-19,4.4836823503125576e-15,0.0,0.0,1.8740347589986232e-07,8.3973454729275375e-12,154.0,0.0,0.99863203896397179,1.0,18.999940082771783,0.00010737139836472395,1.5847646134170672e-07,0.00035660573517149678,0.00041564133545904939,0.00017615344231941408,5.8873821356628961e-05,1.3045732814278612e-10,8.5197096050876649e-07,0.00024988379311171232,8.0219922442712756e-13,1.2913020057239866e-06,2.2437525839768552e-07,7.8933777845890502e-07,7.8897317475734749e-07,2.2376604473068328e-10,8.7278548698937695e-09,1.4079286034769525e-10,9.7565755271305526e-08,6.4209684896550321e-15,6.2088710190817478e-15,6.2131128015494569e-15,3.5274564777469782e-09,2.179014218572591e-12,7.860204292114168e-15,7.8658763148037912e-17,1.2147001326814236e-16,2.844168315888893e-13,4.5361564871754439e-14,3.4819368020127144e-15,8.1522808999310564e-16,4.1642371992549342e-17,1.0083650205215809e-19,3.7569580541219287e-22,1.0490368566019962e-17,3.2833421657800536e-20,6.0929288047862498e-09,3.0758159005132794e-15,4.9130842239387511e-16,1.0254721416919994e-18,3.2606281403261239e-19,9.6087963656829967e-16,9.5421391583268747e-24,5.4522273558517836e-24,7.4977491166552567e-18,1.2724908362669492e-22,2.7716304819229169e-18,5.754144063837134e-23,2.5230357798019974e-24,4.4171148047953158e-22,1.76112922104778e-19,1.7356325844551403e-19,2.5496636592639316e-21,7.1080789128836853e-15,1.1517504107165205e-18,7.307034204461136e-19,5.5270960259099994e-19,5.6854414887095895e-21,7.6630293509501245e-23,2.1381561895543499e-20,3.0841496813505239e-23
1.5621812635482978e-09,0.638497949413346,8.7451605001562821e-10,5.1098509400904417e-13,6.641151649234697e-13,9.4106709476381489e-19,5.2275492788609374e-15,0.0,0.0,2.0323739749162101e-07,9.8668957127915164e-12,154.0,0.0,0.99857534197405184,1.0,18.999937521451528,0.00011181390999621236,1.5846846112030268e-07,0.00037124985960674547,0.0004328451089610224,0.0001834533863809777,6.1383520126318024e-05,1.3585705976190376e-10,8.8725961252062138e-07,0.00026024118939303574,8.3639572146551672e-13,1.4004836777176689e-06,2.349266516239912e-07,8.6401050118531999e-07,8.6361139062106129e-07,2.4493697946649402e-10,9.3190702377792359e-09,1.5411791632730058e-10,1.0595549163581805e-07,8.029438337420518e-15,7.7732265414069249e-15,7.7787735467897756e-15,3.9848861577406386e-09,2.3909205493555552e-12,8.1857740933953691e-15,8.4718899340255768e-17,1.3526249055986555e-16,3.2516304033233835e-13,5.353217710238163e-14,4.1551977366173177e-15,9.8987723766572501e-16,5.2141362587163882e-17,1.2983598167997577e-19,4.5618294648221731e-22,1.2823265611849821e-17,4.2030716833464681e-20,6.5036499886559383e-09,3.3238663812019992e-15,5.3240102782885377e-16,1.1081902909698017e-18,3.6425081198686292e-19,1.0790471558257234e-15,1.0340235323250079e-23,5.9082468782794219e-24,8.7734344494987326e-18,1.4889990800925075e-22,3.2352626581358831e-18,6.7166883308437869e-23,2.9450838671373559e-24,5.1560434149428243e-22,2.1428161988806292e-19,2.1105055961877468e-19,3.2310602692882258e-21,8.5025553265966922e-15,1.3725884957606578e-18,8.9621540901295406e-19,6.868405352163876e-19,6.9772841362765226e-21,9.5229818915698197e-23,2.7579321806590895e-20,4.047783435206138e-23
1.624372242756552e-09,0.6384979404140917,9.2384738008265011e-10,5.5811128631250515e-13,7.4688448476522297e-13,1.115379254734498e-18,6.065704607232933e-15,0.0,0.0,2.1971191805763368e-07,1.152122948592464e-11,154.0,0.0,0.99851864658322664,1.0,18.999934960301161,0.00011625568943147193,1.5846046108613177e-07,0.00038588906060845694,0.00045004655043815757,0.00019075284206812032,6.3892373583006291e-05,1.4125605812308178e-10,9.2254347258031423e-07,0.00027059805255355747,8.7058070049072107e-13,1.514086143653266e-06,2.4547541983003655e-07,9.4211366758664101e-07,9.4167846303062028e-07,2.6708060200545556e-10,9.9203653890785006e-09,1.6805538503245862e-10,1.1470202449264511e-07,9.9461495602046307e-15,9.6399709314354517e-15,9.6471438932863568e-15,4.4801451612391993e-09,2.6131535688461317e-12,8.5112996845743466e-15,9.100884689535193e-17,1.5011840535698468e-16,3.7018362472850454e-13,6.2841191660130689e-14,4.9292253357448976e-15,1.1941169293485292e-15,6.4770271375472743e-17,1.6569121485361132e-19,5.5030698627032241e-22,1.5571115506792151e-17,5.3336590164833632e-20,6.9211977637607274e-09,3.5812097532293762e-15,5.7508393068008956e-16,1.1940079576517968e-18,4.0519223421711966e-19,1.2061660288030978e-15,1.1169218074180838e-23,6.3819145073095272e-24,1.0202454030335988e-17,1.7315314949060253e-22,3.7530236066057954e-18,7.7916094173040127e-23,3.4164058416557162e-24,5.9812463805833164e-22,2.586913517701872e-19,2.5463515916873099e-19,4.0561926014561964e-21,1.0098791801102847e-14,1.6260549530346013e-18,1.0916611111332407e-18,8.4700767933545459e-19,8.5034683838455439e-21,1.1744025834515811e-22,3.5250112219227916e-20,5.2585765217681936e-23
1.6865632219648061e-09,0.6384979314303071,9.7425895468156018e-10,6.077058952598729e-13,8.3723005800810978e-13,1.3139701051281029e-18,7.0069236802978684e-15,0.0,0.0,2.3682686563123645e-07,1.3375195384010635e-11,154.0,0.0,0.99846195279401095,1.0,18.99993239931954,0.00012069673675663916,1.584524612395613e-07,0.00040052333719195064,0.00046724565793263213,0.00019805180981039515,6.6400381558994105e-05,1.4665432261182875e-10,9.5782253667186269e-07,0.00028095438320063207,9.0475415921770859e-13,1.6321083042047874e-06,2.5602130648793207e-07,1.0236463804620697e-06,1.0231734949274822e-06,2.9019665757390444e-10,1.0531145594720151e-08,1.8260510615619893e-10,1.2380659995866413e-07,1.2213397602540575e-14,1.1851197973483869e-14,1.1860378151271031e-14,5.0147242266994003e-09,2.8457510105241929e-12,8.8367810286000202e-15,9.7529407647469374e-17,1.6608006971426715e-16,4.1976608934416909e-13,7.3404338200469432e-14,5.8150905395095994e-15,1.4317618768646338e-15,7.9866880122411391e-17,2.097061016530176e-19,6.5982595753460085e-22,1.8791136622060026e-17,6.7137727949131306e-20,7.3451587593366398e-09,3.8478684990179859e-15,6.1935990686452825e-16,1.2829326282494608e-18,4.4897159058467957e-19,1.3425241844748151e-15,1.2029141324669168e-23,6.8732610482917164e-24,1.1796159991508248e-17,2.0020148148565513e-22,4.3286786463535547e-18,8.9867245184880633e-23,3.9404293078611135e-24,6.8987254670519472e-22,3.1005486303201664e-19,3.0500695502814929e-19,5.047908003867429e-21,1.1916513437527028e-14,1.9156015054549178e-18,1.3211843069247766e-18,1.0370978225374683e-18,1.0296532217479583e-20,1.4380074499051218e-22,4.4674229298050076e-20,6.7674064601175927e-23
1.7487542011730603e-09,0.6384979224619842,1.0257472437936184e-09,6.5981399302106524e-13,9.3562269996410079e-13,1.5392044453425319e-18,8.0605378203351636e-15,0.0,0.0,2.5458206754456609e-07,1.5444211624641722e-11,154.0,0.0,0.99840526060891877,1.0,18.999929838505491,0.00012513705205785238,1.5844446158102928e-07,0.00041515268837428814,0.00048444242948768518,0.00020535029001246251,6.8907543886938263e-05,1.5205185261398573e-10,9.9309680078147546e-07,0.00029131018190668029,9.3891609536630584e-13,1.7545490596643032e-06,2.6656412698789491e-07,1.1086076706204922e-06,1.1080955172726863e-06,3.1428487096333444e-10,1.1150851086160041e-08,1.977669064960152e-10,1.3327046365037002e-07,1.48771380912751e-14,1.4452751369290665e-14,1.4464388781814312e-14,5.590112870163637e-09,3.0887502795535973e-12,9.1622180884415252e-15,1.0428138310818909e-16,1.8318978633544864e-16,4.7420547639412939e-13,8.5344804152126978e-14,6.8246507067536339e-15,1.7069727744483025e-15,9.7808817090488705e-17,2.633772107224307e-19,7.8665734210186477e-22,2.2546317681386829e-17,8.387564406152453e-20,7.7751445122552415e-09,4.1238718395196825e-15,6.6523292497183257e-16,1.3749740372768476e-18,4.9567302851086078e-19,1.4884079738841831e-15,1.2920082152227231e-23,7.3823305420971031e-24,1.3566260427157764e-17,2.3024361903359227e-22,4.9660859518472825e-18,1.0310043605413412e-22,4.5206663974813984e-24,7.9146304543307436e-22,3.6913341135131873e-19,3.6290183070735116e-19,6.2315806439676509e-21,1.3976541274230701e-14,2.2449015171410361e-18,1.5893336054672885e-18,1.2614112928972551e-18,1.2392202337135835e-20,1.7490778299695593e-22,5.6173004468319791e-20,8.6332545606440993e-23
1.8109451803813144e-09,0.6384979135091141,1.0783087273511316e-09,7.1448050365153801e-13,1.0425486676118826e-12,1.7935874831257038e-18,9.2364531448064631e-15,0.0,0.0,2.7297735042976792e-07,1.774426557594042e-11,154.0,0.0,0.99834857003046351,1.0,18.999927277857864,0.00012957663542125184,1.584364621110045e-07,0.00042977711317435205,0.00050163686314761867,0.00021264828305559257,7.1413860399817354e-05,1.5744864751572706e-10,1.0283662608976637e-06,0.00030166544921124693,9.7306650666072225e-13,1.8814073099423606e-06,2.7710374775402921e-07,1.1969965177192867e-06,1.1964435098750732e-06,3.3934495244344403e-10,1.1778954997449406e-08,2.1354060368536395e-10,1.4309486068324041e-07,1.798712865732615e-14,1.7494383865470983e-14,1.7509006240937623e-14,6.2077993850838894e-09,3.3421885381338246e-12,9.4876108270892455e-15,1.1126557446612969e-16,2.0148984780791783e-16,5.3380413264834738e-13,9.8793411218774983e-14,7.9705717234409775e-15,2.0242740008628625e-15,1.1901667862532891e-16,3.2841444754032073e-19,9.3288622911226154e-22,2.6905788118987807e-17,1.0405234804948668e-19,8.2107899640897528e-09,4.4092554970516925e-15,7.12708104082697e-16,1.4701440881293604e-18,5.4538041053113724e-19,1.6441024473139481e-15,1.3842139979081117e-23,7.9091797970128361e-24,1.5524817450130077e-17,2.6348428581620581e-22,5.6691946717770878e-18,1.1769765519041942e-22,5.1607120569688616e-24,9.0352561379107796e-22,4.3673793709205301e-19,4.2910266126427253e-19,7.6352758277805914e-21,1.6300813775402941e-14,2.6178550048592404e-18,1.9010856201105678e-18,1.5246881639946295e-18,1.4829577293726512e-20,2.1141888353951895e-22,7.0113078232683858e-20,1.092413563821934e-22
1.8731361595895686e-09,0.6384979045716888,1.1319398954072239e-09,7.7175020351909152e-13,1.1585096280678694e-12,2.0797683595761397e-18,1.0545169364168662e-14,0.0,0.0,2.9201254022002282e-07,2.029191328007975e-11,154.0,0.0,0.99829188106115641,1.0,18.999924717375492,0.0001340154869329798,1.5842846282992863e-07,0.00044439661061291744,0.00051882895695779755,0.00021994578929907771,7.3919330930891734e-05,1.6284470670355973e-10,1.0636309130110534e-06,0.00031202018562293801,1.0072053908290068e-12,2.0126819545684165e-06,2.8764007173765319e-07,1.2888118647395863e-06,1.2882164158589081e-06,3.6537660186944218e-10,1.2414961429137104e-08,2.2992600878562711e-10,1.5328103567112438e-07,2.1597069506806517e-14,2.102991617110729e-14,2.1048138643716431e-14,6.8692708421441032e-09,3.606102766584719e-12,9.8129592075530735e-15,1.1848278258654736e-16,2.2102253586011314e-16,5.9887148319718336e-13,1.1388878563370708e-13,9.266349336170592e-15,2.3885713653291039e-15,1.439572583452705e-16,4.0676310715994998e-19,1.100773493456441e-21,3.1945197491818787e-17,1.2823639564860385e-19,8.6517520493972648e-09,4.7040614677969757e-15,7.6179167330619277e-16,1.5684567771866589e-18,5.9817738854411764e-19,1.8098916196667658e-15,1.4795435786309494e-23,8.4538779397133501e-24,1.7684245591803468e-17,3.0013418699669797e-22,6.4420432052785025e-18,1.337427439136339e-22,5.8642424783279676e-24,1.0267039580648759e-21,5.137302104561527e-19,5.0444029265316178e-19,9.289917802990958e-21,1.8912408308829197e-14,3.0385936077040317e-18,2.2618685400021923e-18,1.8321349580123536e-18,1.76513137650499e-20,2.5405627002238371e-22,8.6910939631314232e-20,1.3718092984389804e-22
1.9353271387978227e-09,0.6384978956496987,1.1866372482406022e-09,8.3166772173791564e-13,1.2840226270829395e-12,2.4005436522125945e-18,1.1997798559479243e-14,0.0,0.0,3.11687462150441e-07,2.3104278975691745e-11,154.0,0.0,0.99823519370350877,1.0,18.99992215705722,0.00013845360667918025,1.5842046373824654e-07,0.00045901117971265231,0.00053601870896465183,0.00022724280908155705,7.6423955313724391e-05,1.682400295643247e-10,1.0988907531144589e-06,0.00032237439162124016,1.041332745603333e-12,2.1483718926912587e-06,2.9817302857591448e-07,1.3840526278065081e-06,1.383413151478629e-06,3.9237951146841892e-10,1.3058403628589549e-08,2.4692292804448448e-10,1.6383023272565066e-07,2.5764742732242481e-14,2.5117395659309655e-14,2.5139931242505978e-14,7.5760130890821427e-09,3.880529806212469e-12,1.0138263192863081e-14,1.2593380801095824e-16,2.4183012064100382e-16,6.6972381196116087e-13,1.3077752229154863e-13,1.0726329725255306e-14,2.8051698752236312e-15,1.7314688113426936e-16,5.0062735612514331e-19,1.2927639842474985e-21,3.7747103778146435e-17,1.5706933757245424e-19,9.0977083710350875e-09,5.0083378037053452e-15,8.1249093298921933e-16,1.6699281210518053e-18,6.5414747484647552e-19,1.9860587243804685e-15,1.5780111360457719e-23,9.0165059847875847e-24,2.0057310534845528e-17,3.4040998770922519e-22,7.2887576301301367e-18,1.5132136382000033e-22,6.6350136682868051e-24,1.1616557606891521e-21,6.0102395709136095e-19,5.8979449609367878e-19,1.1229460997682189e-20,2.183556260863375e-14,3.5114855224172856e-18,2.677586097393635e-18,2.1894518428581682e-18,2.0903815966776173e-20,3.0361065183688446e-22,1.0703773904236622e-19,1.7104260703260483e-22
1.997518118006077e-09,0.6384978867431352,1.2423972964227529e-09,8.9427754060638046e-13,1.4196200575612249e-12,2.7588608564114257e-18,1.3606083939949314e-14,0.0,0.0,3.3200194075888043e-07,2.6199054619175902e-11,154.0,0.0,0.99817850796003027,1.0,18.99991959690189,0.0001428909947459992,1.584124648364008e-07,0.00047362081949809797,0.00055320611721567628,0.00023453934272226111,7.892773338221574e-05,1.7363461548519652e-10,1.1341457772028813e-06,0.00033272806765823331,1.0754485687204713e-12,2.2884760230794319e-06,3.0870256745036662e-07,1.4827177033153507e-06,1.4820326132408125e-06,4.2035336786124204e-10,1.3708842278020458e-08,2.6453116417185519e-10,1.7474369545564671e-07,3.0552150389249786e-14,2.9819254858233095e-14,2.9846925724459139e-14,8.3295107505117795e-09,4.1655063909724756e-12,1.0463522746069528e-14,1.3361945095676365e-16,2.6395486002060356e-16,7.4668404866663273e-13,1.4961434303368591e-13,1.2365729350750201e-14,3.2797915001086511e-15,2.0715483632020509e-16,6.1249516317040201e-19,1.5114947116038513e-21,4.4401370174293022e-17,1.9127257614251447e-19,9.5483559558529272e-09,5.3221384032874292e-15,8.6481421750774679e-16,1.774576086757179e-18,7.133741101286028e-19,2.17288645650142e-15,1.6796328570873296e-23,9.5971564218199159e-24,2.2657128160147994e-17,3.8453429688096209e-22,8.2135502733298471e-18,1.7052096710409922e-22,7.4768601470770995e-24,1.3090524523571424e-21,6.9958596444786586e-19,6.8609489988198571e-19,1.3491064565880078e-20,2.5095696220588973e-14,4.0411404132415632e-18,3.1546419216088431e-18,2.6028603080494194e-18,2.4637428125933604e-20,3.6094506455947423e-22,1.3102437724962227e-19,2.1183994368308686e-22
2.059709097214331e-09,0.6384978778519901,1.2992165608623463e-09,9.5962399604668614e-13,1.5658496280989124e-12,3.1578218455221929e-18,1.5382418580607098e-14,0.0,0.0,3.5295579988671857e-07,2.959449940492054e-11,154.0,0.0,0.99812182383322945,1.0,18.999917036908343,0.0001473276512195846,1.5840446612483017e-07,0.00048822552899568228,0.00057039117975943125,0.00024183539052218182,8.1430664970602235e-05,1.7902846385368312e-10,1.1693959812734977e-06,0.0003430812141602025,1.1095528579217711e-12,2.4329932441216677e-06,3.1922865158590768e-07,1.5848059734210249e-06,1.5840736833901374e-06,4.492978536200013e-10,1.4365863882179423e-08,2.8275051732274105e-10,1.8602266696656571e-07,3.6025651362911685e-14,3.5202469735714546e-14,3.5236219332163903e-14,9.1312472277445512e-09,4.4610691719730473e-12,1.0788737830242747e-14,1.4154051131688124e-16,2.8743899891068113e-16,8.3008156201736488e-13,1.7056224935329495e-13,1.4200654104167552e-14,3.8185929095880748e-15,2.4660690429395321e-16,7.4516469560486007e-19,1.7598030213711194e-21,5.2005570015411497e-17,2.3165463882110011e-19,1.0003410084618729e-08,5.6455228108185092e-15,9.187708595539731e-16,1.8824205247760538e-18,7.759407285971488e-19,2.3706572055085454e-15,1.7844268676094898e-23,1.0195932819071786e-23,2.5497163890134752e-17,4.327356560844817e-22,9.2207184149803172e-18,1.9143076964860022e-22,8.3936937685671818e-24,1.4695790053815236e-21,8.1043717101638352e-19,7.9432190089596553e-19,1.6115270120417953e-20,2.8719431928747449e-14,4.6324143025027135e-18,3.6999642711993007e-18,3.0791313061186748e-18,2.8906629949531768e-20,4.2699877475150624e-22,1.5946687326166971e-19,2.607207081225864e-22
2.121900076422585e-09,0.6384978689762535,1.3570915728299167e-09,1.0277512780459899e-12,1.7232743315426913e-12,3.600686309742282e-18,1.7339864140030542e-14,0.0,0.0,3.7454886267958568e-07,3.3309439284439636e-11,154.0,0.0,0.99806514132561408,1.0,18.999914477075443,0.00015176357618608619,1.5839646760397135e-07,0.00050282530723374662,0.00058757389464554437,0.00024913095276517331,8.3932749913437983e-05,1.8442157405762749e-10,1.2046413613256743e-06,0.0003534338315291563,1.1436456109529101e-12,2.5819224538273049e-06,3.2975125417049121e-07,1.6903163101098325e-06,1.6895352339783445e-06,4.7921264842317244e-10,1.5029079250046208e-08,3.0158078582620644e-10,1.9766838985991873e-07,4.2256097028012707e-14,4.1338717773384995e-14,4.137962380322542e-14,9.9827046986117057e-09,4.7672547359460029e-12,1.1113908408473262e-14,1.4969778865938044e-16,3.1232476860509482e-16,9.2025195888633625e-13,1.9379266969596512e-13,1.6248117787914334e-14,4.4281831673294253e-15,2.9218897211444838e-16,9.0177220840763729e-19,2.0407347496438313e-21,6.0665399574336372e-17,2.7911888061948658e-19,1.0462603191863532e-08,5.9785560236218251e-15,9.7437115586059073e-16,1.9934831047295944e-18,8.4193082033835865e-19,2.5796532782942333e-15,1.8924131658152695e-23,1.0812949443111479e-23,2.8591232316145969e-17,4.8524853321173391e-22,1.0314643119094334e-17,2.1414172674903131e-22,9.3895026559312343e-24,1.6439337472880526e-21,9.3465374005287649e-19,9.1550755746673494e-19,1.9146182586141612e-20,3.2734617161884587e-14,5.290414444792869e-18,4.3210311408813254e-18,3.625613853998003e-18,3.3770235061256987e-20,5.0279124859142565e-22,1.9303201549907738e-19,3.1897958337351645e-22
2.1840910556308393e-09,0.6384978601159169,1.4160188739647467e-09,1.0987034310987587e-12,1.8924724135677214e-12,4.0908751737282335e-18,1.9492169558015619e-14,0.0,0.0,3.9678095158806119e-07,3.7363266484422188e-11,154.0,0.0,0.99800846043969105,1.0,18.999911917402013,0.00015619876973165566,1.5838846927425869e-07,0.00051742015324255275,0.00060475425992471043,0.00025642602971898522,8.6433988045594279e-05,1.8981394548520635e-10,1.2398819133609588e-06,0.00036378592014425624,1.1777268255638876e-12,2.7352625498267163e-06,3.4027035555715692e-07,1.7992475779917368e-06,1.7984161296543031e-06,5.1009742984770215e-10,1.5698122065953322e-08,3.2102176668523326e-10,2.0968210623271351e-07,4.9318965702293002e-14,4.8304535826153639e-14,4.8353824124798473e-14,1.0885364117286751e-08,5.084099618387485e-12,1.1439034443871723e-14,1.5809208222712016e-16,3.3865438613934046e-16,1.01753688939386e-12,2.1948560149232048e-13,1.852605993947383e-14,5.1156413657754063e-15,3.4465073419860065e-16,1.0858214574383011e-18,2.3575523499544706e-21,7.049509854925994e-17,3.346716288113889e-19,1.0925683832150702e-08,6.3213083071688481e-15,1.031626334315434e-15,2.1077872537017076e-18,9.1142799101285112e-19,2.8001571126253364e-15,2.0036135583872545e-23,1.1448330893873413e-23,3.1953497100051347e-17,5.4231332080249157e-22,1.1499788186122074e-17,2.3874651136567072e-22,1.0468350248123328e-23,1.83282819381335e-21,1.0733681191602678e-18,1.0507364650294178e-18,2.2631654130850011e-20,3.7170345378444643e-14,6.0205041865869349e-18,5.0258957419601019e-18,4.2502640918965056e-18,3.9291592395913357e-20,5.8942618399428208e-22,2.3246330203726122e-19,3.8807158878837506e-22
