Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668)
4.125253423817517e-12,0.6757868483363475,1.4367749744700444e-15,5.0137293121253217e-22,4.9585469350430315e-22,4.2345024920293064e-34,9.3842503141975611e-27,0.0,0.0,2.3408268499434047e-14,1.7593746361082253e-23,154.0,0.0,0.99999984639048956,1.0,18.999999999525944,2.2732362580014987e-08,1.1223340431945697e-09,6.2211510808652969e-08,6.2393810024770296e-08,2.38719925714191e-09,3.2815470830829776e-10,4.1333086408255277e-14,1.4584328774011163e-10,2.2880782872702856e-09,9.211398713083615e-18,1.4163047049643514e-13,2.4307532018475178e-14,5.0145097352177371e-17,5.0116493134321018e-17,2.0374752392516579e-20,2.2167256640913115e-17,8.2294654577708694e-21,1.0040732510364182e-14,5.4817870018772122e-38,5.2816619570311471e-38,5.2816622757589965e-38,3.7261790514129795e-19,1.5188942470104262e-22,2.5760223091344917e-18,4.1858649316996428e-22,1.6602461476850059e-24,3.8506039555744881e-24,9.703216951299389e-28,4.4833842749388367e-31,6.2613661222344999e-33,8.4603406538119584e-37,2.3611236366581901e-40,1.5181225690136035e-39,4.9926994872582667e-34,8.6500590706899716e-42,2.3127402781036235e-17,1.0096142175919714e-23,3.5524914790893726e-26,4.4497781083427419e-28,3.8528996369102118e-29,1.8266145948453088e-27,1.4715780314483928e-33,8.2804900219341264e-34,3.674712595115981e-32,3.0492457100782201e-37,3.2575184745887757e-33,1.2117547793332159e-37,3.2085021375491328e-40,8.1126291403760304e-37,6.5906841387823106e-38,6.5897975251284225e-38,1.9372551792117896e-42,6.0720069422480732e-30,5.2389404531233185e-34,7.3099884704767002e-37,2.9644078563069229e-39,5.6262163508289024e-40,8.0433453648897725e-44,2.5311710418052554e-44,1.4434464390569206e-49,1.8793200357648318e-35,4.5440922848473782e-36,6.9288813596627334e-42,4.5105002981551298e-51,1.1600711713842793e-54,6.1355738953153021e-55
4.248539429505704e-12,0.6757868483362444,1.4797622054797477e-15,5.3197348831535871e-22,5.2594671157300564e-22,4.7384153070588689e-34,1.0251173833323724e-26,0.0,0.0,2.4724311646751653e-14,1.91215348586133e-23,154.0,0.0,0.99999984180052204,1.0,18.999999999499252,2.3411733927880054e-08,1.1232032254636852e-09,6.4060726978642709e-08,6.4255984602548121e-08,2.4748369878600591e-09,3.4797764795716844e-10,4.2566770369133365e-14,1.5270820288449016e-10,2.3720771368577402e-09,9.7678653140837449e-18,1.5021724990138544e-13,2.5777848847070514e-14,5.4769820223872416e-17,5.4738315196252469e-17,2.2367654623418822e-20,2.3749691085047503e-17,9.1373729895621713e-21,1.0649486825415734e-14,6.735122921362563e-38,6.4892426564207305e-38,6.4892430597328704e-38,4.0715618412408483e-19,1.6590275006305717e-22,2.6972794543600535e-18,4.3836157388929987e-22,1.7733339940249799e-24,4.2454244427699049e-24,1.103760741186631e-27,5.2600384406719224e-31,7.3461199606162997e-33,1.0235410972051404e-36,2.8580610878511899e-40,1.7819495278779652e-39,5.8577060268588117e-34,1.0431178770867737e-41,2.4778373008778919e-17,1.0707161913028051e-23,3.8797947216822135e-26,4.7727873378223658e-28,4.0886800875296787e-29,1.9962937333943716e-27,1.6071651380177458e-33,9.0434356168108047e-34,4.1369647196388731e-32,3.4361244400384954e-37,3.6672846845803039e-33,1.3647507432530178e-37,3.6122403649414349e-40,9.1702061401282862e-37,7.6430283936915839e-38,7.6419692804206117e-38,2.3141676845185005e-42,6.958710959506511e-30,6.0006214187587714e-34,8.6327812505994763e-37,3.6091439355761326e-39,6.844214153841247e-40,9.8921776861806208e-44,3.1764294798675898e-44,1.8667993859029109e-49,2.1194579377590235e-35,5.2912972671589042e-36,8.2769650252095857e-42,5.8334398354618337e-51,1.5460173572804072e-54,8.1769730266423966e-55
4.371825435193891e-12,0.6757868483361388,1.5227522334127958e-15,5.6349137110935965e-22,5.569258042572669e-22,5.2859098508516438e-34,1.1169919231576768e-26,0.0,0.0,2.6076068886167215e-14,2.0735670525002828e-23,154.0,0.0,0.99999983721055707,1.0,18.99999999947191,2.4091105230675984e-08,1.1239464892771518e-09,6.5909366791932331e-08,6.6118087497948708e-08,2.5625375169685508e-09,3.6837686612142945e-10,4.3800406835513593e-14,1.59644765394784e-10,2.4561361774071326e-09,1.0340509998686754e-17,1.5905653295822025e-13,2.7291082960378265e-14,5.9670074276226766e-17,5.9635474793066089e-17,2.4486757952163003e-20,2.5389174218905811e-17,1.011272520055816e-20,1.1276142568809316e-14,8.2263672634562464e-38,7.926046678554898e-38,7.9260471854709863e-38,4.4377276207109807e-19,1.8075165288027612e-22,2.8198021750095907e-18,4.5834637645853592e-22,1.8901990788574266e-24,4.6666870506314663e-24,1.2506526092479401e-27,6.1416981132212027e-31,8.5775554397230797e-33,1.2312831838121904e-36,3.4400067597524665e-40,2.0815605950504358e-39,6.8396885032817566e-34,1.2511746925491452e-41,2.6488862169235918e-17,1.133605381620577e-23,4.2265607097610555e-26,5.1077535216405286e-28,4.3314908444626345e-29,2.1761565031709259e-27,1.7508151123455281e-33,9.8517510343726401e-34,4.6414947090733353e-32,3.8586858209818113e-37,4.1145276744090645e-33,1.5317903691933473e-37,4.0529163035970833e-40,1.0328049601108936e-36,8.8256688993057687e-38,8.8244101847415845e-38,2.7502974836783994e-42,7.9422355971112464e-30,6.8448926369661569e-34,1.0144420227325438e-36,4.3685813415459526e-39,8.2775250320708133e-40,1.208935637676031e-43,3.9596447189875092e-44,2.3962081371721839e-49,2.3811773080731437e-35,6.1323252970226459e-36,9.8368481581592681e-42,7.4878070803871211e-51,2.043176155827862e-54,1.0806664301504272e-54
4.495111440882078e-12,0.6757868483360309,1.5657450581487112e-15,5.9592750282637906e-22,5.8879202875737811e-22,5.8794226911411941e-34,1.2141992014558679e-26,0.0,0.0,2.7463535314922003e-14,2.2438599164800485e-23,154.0,0.0,0.99999983262059466,1.0,18.999999999443933,2.477047648840279e-08,1.1245820760488647e-09,6.7757430669414917e-08,6.7980122346803184e-08,2.6502917469872454e-09,3.8935194192566195e-10,4.5033998216384166e-14,1.6664933943819934e-10,2.5402466891828491e-09,1.0929320951498691e-17,1.6814831019328494e-13,2.8847212945364808e-14,6.4853784351762529e-17,6.4815890261388789e-17,2.6735931398916315e-20,2.7085742517359041e-17,1.11581589657914e-20,1.1920699085472667e-14,9.9919973221411341e-38,9.6272197100884149e-38,9.6272203431808672e-38,4.8252919671488563e-19,1.964602372700086e-22,2.9435262479177578e-18,4.7853046066035588e-22,2.0108390594190424e-24,5.1152597409422402e-24,1.4118831882241028e-27,7.1387733991960249e-31,9.9702177183308265e-33,1.4732817035383841e-36,4.1183386346836499e-40,2.4205148895508904e-39,7.9502478562522385e-34,1.4931405540626899e-41,2.825890827693733e-17,1.198281181594585e-23,4.5933462668339959e-26,5.4546871822305755e-28,4.5813345056396936e-29,2.3664983607795968e-27,1.9027586397685777e-33,1.0706734349827347e-33,5.1908021181778771e-32,4.3190569246286294e-37,4.6014630871097022e-33,1.7137068653818949e-37,4.5327144307059113e-40,1.1592306442161236e-36,1.0150341531577358e-37,1.0148852810460671e-37,3.2528629217914545e-42,9.0297387194425778e-30,7.7777811499215444e-34,1.1864999990556388e-36,5.2588243966617127e-39,9.9560992577443306e-40,1.4686818337053319e-43,4.9049543503678023e-44,3.0539659930801366e-49,2.6656227310746886e-35,7.0754622880838206e-36,1.1634348245028953e-41,9.5432728673885947e-51,2.6789349636011922e-54,1.416953750642649e-54
4.618397446570265e-12,0.6757868483359202,1.608740679572753e-15,6.2928280606371008e-22,6.2154544229987168e-22,6.5214564543991765e-34,1.3168897785128462e-26,0.0,0.0,2.8886706067398058e-14,2.423277321770397e-23,154.0,0.0,0.99999982803063403,1.0,18.999999999415312,2.5449847701060471e-08,1.125125584892838e-09,6.9604919031676178e-08,6.9842092600438694e-08,2.7380918982214953e-09,4.1090245480181396e-10,4.6267546798485704e-14,1.7371847368610107e-10,2.6244012155178352e-09,1.1534286365754317e-17,1.7749257261332052e-13,3.0446217402793551e-14,7.0328871339289792e-17,7.0287475978966772e-17,2.9119042047885555e-20,2.8839426971680243e-17,1.2276318264916328e-20,1.2583155754272123e-14,1.2072829077102277e-37,1.1632087745481418e-37,1.1632088531411753e-37,5.2348711481130258e-19,2.1305260025811821e-22,3.0683907089912547e-18,4.989039160763364e-22,2.1352515360637634e-24,5.5920099003744136e-24,1.5883669329589396e-27,8.2623484314140853e-31,1.153959414464301e-32,1.7539503917119132e-36,4.905556277542226e-40,2.8026027722340627e-39,9.2017366833528603e-34,1.7733697009941991e-41,3.0088543625239475e-17,1.2647429881597524e-23,4.9807077944821959e-26,5.8135970020537603e-28,4.83821368150493e-29,2.5676146598412373e-27,2.0632262308238416e-33,1.1609682654776492e-33,5.7874579714668083e-32,4.8194261363570146e-37,5.1303699135054842e-33,1.9113573450147249e-37,5.0538816998269365e-40,1.2969305914658253e-36,1.1629465803535778e-37,1.1627713073937986e-37,3.8297227386107528e-42,1.0228661943069881e-29,8.8055448571900826e-34,1.3816051075884987e-36,6.2976629332125103e-39,1.1912974903575173e-39,1.7742293989915096e-43,6.0398301184828208e-44,3.8662026476723515e-49,2.9739569143662907e-35,8.1294256877197556e-36,1.36975732393027e-41,1.2081498342481778e-50,3.4863430620516536e-54,1.8440440311613494e-54
4.741683452258452e-12,0.675786848335807,1.651739097575622e-15,6.6355820278467221e-22,6.5518610213766876e-22,7.2145798232256894e-34,1.4252142243446759e-26,0.0,0.0,3.0345576313388007e-14,2.6120651757470633e-23,154.0,0.0,0.99999982344067528,1.0,18.999999999386056,2.6129218868649038e-08,1.12559035525354e-09,7.1451832298994672e-08,7.1704001535040982e-08,2.8259313179341934e-09,4.3302798448897601e-10,4.7501054752515798e-14,1.8084889195119837e-10,2.70859337990917e-09,1.2155394443310997e-17,1.8708931168108594e-13,3.208807494721515e-14,7.6103252176454222e-17,7.6058142367999694e-17,3.1639955049094633e-20,3.0650253883626856e-17,1.3469853393891673e-20,1.3263511986293214e-14,1.4514392405294549e-37,1.3984518602879113e-37,1.3984519572997101e-37,5.6670821202669741e-19,2.3055283182578414e-22,3.1943376878245412e-18,5.194573352017168e-22,2.2634340643406346e-24,6.0978043289244702e-24,1.7810468428769631e-27,9.5242027064992532e-31,1.3302144124086365e-32,2.0781203522901727e-36,5.8153537724550278e-40,3.2318531986892388e-39,1.0607283085590312e-33,2.0966320631391324e-41,3.1977795614811011e-17,1.3329902019585554e-23,5.3892012737346115e-26,6.184490058693351e-28,5.1021309948832653e-29,2.7798006516230921e-27,2.2324482218179348e-33,1.2561892060420466e-33,6.4341047383664657e-32,5.3620431338541385e-37,5.7035904699963058e-33,2.1256228178686241e-37,5.6187275189805488e-40,1.4465559538076435e-36,1.3276164132378794e-37,1.3274109485792639e-37,4.4894128272225746e-42,1.1546732008353037e-29,9.9346730580092537e-34,1.6020593352233455e-36,7.5046907286802726e-39,1.4184488604093583e-39,2.1319743635839043e-43,7.3954213014908606e-44,4.8634055279329384e-49,3.3073600953254321e-35,9.3033711441130144e-36,1.6057053034342766e-41,1.5197764531494482e-50,4.5050702379096826e-54,2.3829251488884584e-54
4.8649694579466394e-12,0.6757868483356917,1.6947403120531876e-15,6.9875461431918206e-22,6.8971406555022008e-22,7.9614275338088642e-34,1.5393231187020753e-26,0.0,0.0,3.1840141256452596e-14,2.8104700490740253e-23,154.0,0.0,0.99999981885071765,1.0,18.999999999356159,2.6808589991168487e-08,1.1259877940257483e-09,7.3298170891342028e-08,7.3565852260542177e-08,2.9138043172023563e-09,4.5572811103315618e-10,4.8734524139018569e-14,1.8803748429997767e-10,2.7928177296486818e-09,1.2792633394642367e-17,1.9693851929221721e-13,3.3772764206957828e-14,8.2184839852282692e-17,8.2135795898399401e-17,3.4302533620038236e-20,3.2518245544320722e-17,1.4741420250265389e-20,1.3961767223208477e-14,1.7367327211721354e-37,1.6733303595727325e-37,1.6733304786738392e-37,6.1225425282533856e-19,2.4898501495397383e-22,3.3213122507103877e-18,5.4018178792508955e-22,2.3953841645885004e-24,6.6335092308314845e-24,1.9908944402932446e-27,1.0936832403603554e-30,1.5275328963292319e-32,2.4510658496566727e-36,6.8626950679976049e-40,3.7125410662860814e-39,1.2180814495075737e-33,2.4681397811689148e-41,3.3926687461925513e-17,1.403022227172154e-23,5.8193822663873097e-26,6.567372030136959e-28,5.3730890813705115e-29,3.0033514856350716e-27,2.4106547753737475e-33,1.3564657700634334e-33,7.1334563085219781e-32,5.9492188658885701e-37,6.3235303764802115e-33,2.357408181964226e-37,6.2296237288724496e-40,1.6087761035977146e-36,1.5104281099826606e-37,1.5101882393966412e-37,5.2411840137521695e-42,1.2991962075956234e-29,1.1171886927436946e-33,1.8503189479770064e-36,8.9014282630924019e-39,1.681049338934331e-39,2.5489811088530901e-43,9.0069218312704484e-44,6.0809939554093874e-49,3.6670294728342678e-35,1.060689895606976e-35,1.8745874588152852e-41,1.9002767045265946e-50,5.7824936048458901e-54,3.0586632796250399e-54
4.9882554636348266e-12,0.675786848335574,1.7377443229062242e-15,7.3487296136431822e-22,7.2512938984364374e-22,8.7647003734495664e-34,1.6593670510749236e-26,0.0,0.0,3.3370396132361348e-14,3.0187391755773374e-23,154.0,0.0,0.99999981426076157,1.0,18.999999999325638,2.7487961068618826e-08,1.1263276554647557e-09,7.5143935228383141e-08,7.5427647729057373e-08,3.0017060313184389e-09,4.7900241478705652e-10,4.9967956913972487e-14,1.9528129861604773e-10,2.8770696020206527e-09,1.3445991438831847e-17,2.0704018775326103e-13,3.5500263824117684e-14,8.8581543409727062e-17,8.8528339090980119e-17,3.7110639047255882e-20,3.4443420815152782e-17,1.6093679685105422e-20,1.4677920935728122e-14,2.0687801033251248e-37,1.993255989374666e-37,1.9932561348453081e-37,6.6018707035707351e-19,2.6837322566574243e-22,3.4492622516151667e-18,5.6106879730301691e-22,2.5310993296083591e-24,7.1999902074176129e-24,2.2189097484664897e-27,1.2513471684010221e-30,1.7477641689922323e-32,2.8785308798441578e-36,8.063891736983904e-40,4.2491945552804244e-39,1.3937081484545175e-33,2.8935745964007142e-41,3.5935238804533996e-17,1.4748384713602324e-23,6.2718059162702422e-26,6.9622473741001169e-28,5.6510905879513045e-29,3.2385622102163817e-27,2.5980758809552911e-33,1.4619273734921097e-33,7.8882979672463877e-32,6.583325531219072e-37,6.9926585344011537e-33,2.60764221527666e-37,6.8890045812421428e-40,1.7842786272378375e-36,1.7128402705779524e-37,1.7125613219623953e-37,6.0950408575787834e-42,1.4572652955268871e-29,1.2524139932627524e-33,2.1289998422959628e-36,1.0511449802701796e-38,1.9834583554798447e-39,3.0330294622797855e-43,1.0913962003801527e-43,7.559949720851196e-49,4.0541786626681351e-35,1.2050060314784792e-35,2.1799820698146063e-41,2.3624587150253373e-50,7.3749254102631089e-54,3.9010527236075519e-54
5.111541469323014e-12,0.6757868483354539,1.7807511300401615e-15,7.7191416398488024e-22,7.6143213235085356e-22,9.6271651781473666e-34,1.7854966206967944e-26,0.0,0.0,3.4936336207612411e-14,3.237120452110935e-23,154.0,0.0,0.99999980967080637,1.0,18.999999999294491,2.8167332101000056e-08,1.1266182806941e-09,7.6989125729476479e-08,7.7289390742893234e-08,3.0896323003414305e-09,5.0285047640984904e-10,5.1201354934097457e-14,2.0257753259149218e-10,2.9613450098126686e-09,1.4115456803566584e-17,2.1739430976082206e-13,3.7270552454548927e-14,9.5301267948206148e-17,9.5243670520586593e-17,4.0068130687900897e-20,3.6425795624839535e-17,1.752929691536238e-20,1.5411972622129245e-14,2.4537948669259626e-37,2.3642154106849847e-37,2.3642155874971762e-37,7.105685663452119e-19,2.8874153306647221e-22,3.5781381907144649e-18,5.8211031656325209e-22,2.6705770307880736e-24,7.7981122514760241e-24,2.4661212694490829e-27,1.4268113971459762e-30,1.9928636848113716e-32,3.3667565205244167e-36,9.4366831570307302e-40,4.8466024639237599e-39,1.589168155854131e-33,3.379116110329562e-41,3.8003466220856378e-17,1.5484383453090839e-23,6.7470269504642027e-26,7.3691194846646476e-28,5.9361381719001793e-29,3.4857277730935366e-27,2.7949413553718854e-33,1.5727033351248815e-33,8.7014863711067627e-32,7.2667965576259967e-37,7.7135071049182862e-33,2.8772775674923591e-37,7.5993667173313033e-40,1.9737693188497123e-36,1.9363875615317091e-37,1.9360643685927481e-37,7.0617814716585563e-42,1.6297394270985752e-29,1.3998618194830555e-33,2.4408829005228996e-36,1.2360514813486901e-38,2.3304326529948187e-39,3.5926635261799809e-43,1.3161025631744843e-43,9.3475077887380573e-49,4.4700371751700825e-35,1.3643363346137348e-35,2.5257512424482155e-41,2.9210850828590461e-50,9.3489954661111874e-54,4.9453475926347044e-54
5.234827475011201e-12,0.675786848335331,1.8237607333648481e-15,8.098791416139429e-22,7.9862235043168621e-22,1.0551654830244184e-33,1.9178624365495085e-26,0.0,0.0,3.6537956778027191e-14,3.4658624384147957e-23,154.0,0.0,0.99999980508085196,1.0,18.999999999262723,2.8846703088312183e-08,1.1268668025090345e-09,7.8833742813674176e-08,7.9151083962150206e-08,3.1775795669559001e-09,5.2727187686695167e-10,5.2434719961893493e-14,2.0992352612460591e-10,3.0456405434157395e-09,1.480101772513118e-17,2.2800087838176929e-13,3.9083608767854236e-14,1.0235191462614596e-16,1.022896848191654e-16,4.3178865971318871e-20,3.8465383394456709e-17,1.9050940991079633e-20,1.6163921806859747e-14,2.8986334392476535e-37,2.7928147625196334e-37,2.7928149764278859e-37,7.6346071097462271e-19,3.1011399938215394e-22,3.707893080107223e-18,6.032987072750345e-22,2.8138147229586694e-24,8.4287397429270619e-24,2.7335859617741396e-27,1.6215533213084025e-30,2.2648960269383499e-32,3.9225090591570433e-36,1.1000319118235962e-39,5.5098215375353868e-39,1.806108292612584e-33,3.9314709142567637e-41,4.0131383672829832e-17,1.6238212628875145e-23,7.2455996804705118e-26,7.7879908290488093e-28,6.2282345009887169e-29,3.7451430219009637e-27,3.0014808432627686e-33,1.6889228768777636e-33,9.575949523641749e-32,8.0021265810468248e-37,8.4886714871918079e-33,3.1672907518103702e-37,8.3632691464672278e-40,2.1779721739844805e-36,2.1826826399074192e-37,2.1823095039721846e-37,8.1530383626313262e-42,1.8175065573468912e-29,1.5602740802139907e-33,2.7889193493108433e-36,1.4476703707169144e-38,2.7271501706675241e-39,4.2372422426186773e-43,1.5797893491937796e-43,1.1497910974906193e-48,4.9158499139019864e-35,1.5397778961577913e-35,2.9160555160815303e-41,3.5931087847107685e-50,1.1783202726805221e-53,6.2330830512187749e-54
5.481399486387576e-12,0.6757868483350785,1.909788328246657e-15,8.8858409647452015e-22,8.7566544288888758e-22,1.2598370424092412e-33,2.20190529164352e-26,0.0,0.0,3.9848220726481875e-14,3.9554260928046708e-23,154.0,0.0,0.99999979590094501,1.0,18.999999999197321,3.0205444927729148e-08,1.1272609876642018e-09,8.2521258406061465e-08,8.2874330988317193e-08,3.3535253969361614e-09,5.7783301967564704e-10,5.4901357647226957e-14,2.2475482046981534e-10,3.214280777672877e-09,1.6220379226836821e-17,2.4997132947321595e-13,4.2837939190181625e-14,1.1747755934437221e-16,1.1740532085449241e-16,4.9875487554032319e-20,4.2716240956519658e-17,2.2363002303384181e-20,1.7721510892237689e-14,3.9987219101695989e-37,3.8527437282743826e-37,3.8527440372798386e-37,8.7702516853508585e-19,3.5596762347775498e-22,3.9698635755767074e-18,6.4608747038464078e-22,3.1115598370590235e-24,9.7909655061496833e-24,3.3336448420152093e-27,2.0751828344053985e-30,2.8985810054088772e-32,5.2664621978480064e-36,1.478519470754753e-39,7.0553038127783361e-39,2.3114658359887832e-33,5.2662647697992169e-41,4.4566333533521095e-17,1.7799338990252199e-23,8.3150154026281896e-26,8.6617371174814999e-28,6.8335841147665622e-29,4.3019014703370308e-27,3.4444995799084788e-33,1.9382091055426508e-33,1.1520768679217896e-31,9.6386480793016524e-37,1.0212645344402015e-32,3.8124759383112084e-37,1.0062242634136339e-39,2.6335013267475777e-36,2.7503682779223146e-37,2.7498758278647812e-37,1.0760057715005373e-41,2.2426172163029133e-29,1.9230761706236159e-33,3.6061412108361537e-36,1.963523526105207e-38,3.6927824716959847e-39,5.8230635402826227e-43,2.2469572447525338e-43,1.7144454953518261e-48,5.902391834336555e-35,1.9436178905058298e-35,3.84849480383333e-41,5.3577349292581443e-50,1.8416505199799203e-53,9.7423155838652512e-54
5.727971497763951e-12,0.6757868483348164,1.9958271069105979e-15,9.7099516879688065e-22,9.5625912663686077e-22,1.4928831054426211e-33,2.5127006833508749e-26,0.0,0.0,4.3301150881793463e-14,4.4894318685448323e-23,154.0,0.0,0.99999978672103995,1.0,18.999999999129464,3.1564186586869713e-08,1.1275491525282544e-09,8.6206485351845717e-08,8.6597407509114684e-08,3.5295241000445967e-09,6.3068249705291151e-10,5.7367882361036698e-14,2.3975648008692944e-10,3.3829716899828879e-09,1.7703982005933547e-17,2.7295149227817646e-13,4.6763084722521579e-14,1.3402160810837166e-16,1.339383255081654e-16,5.7231324731994391e-20,4.7196063264137445e-17,2.605127544687948e-20,1.9350684862216766e-14,5.4386635646819273e-37,5.2401196129674658e-37,5.2401200521747712e-37,1.0013775695094875e-18,4.0612645951170567e-22,4.2348433945360095e-18,6.8938138543709274e-22,3.4243141071658491e-24,1.1293570170701341e-23,4.0281103322525568e-27,2.6256965777353452e-30,3.6676313141998856e-32,6.9761437531812094e-36,1.9606021260368901e-39,8.9317323969274667e-39,2.9247869709885111e-33,6.9633117145048739e-41,4.924016084705697e-17,1.943171747358368e-23,9.4844793048211228e-26,9.5834916094945796e-28,7.4671609595397455e-29,4.9111943533907792e-27,3.9289658218635835e-33,2.2108179069106006e-33,1.3747605486774382e-31,1.1514070490663028e-36,1.2186607241107597e-32,4.5514868416886636e-37,1.200764367356935e-39,3.1570218416012681e-36,3.4304313233433186e-37,3.429789335550474e-37,1.4027464464413413e-41,2.7402846741993754e-29,2.347222387067723e-33,4.6078858217811621e-36,2.626354443148068e-38,4.9311546542491231e-39,7.883695232802829e-43,3.1451824006160693e-43,2.5106927398034227e-48,7.0240537045034979e-35,2.4262493958415562e-35,5.017131482010616e-41,7.8461613473671259e-50,2.8211833495654576e-53,1.4924566441431124e-53
5.974543509140326e-12,0.675786848334545,2.0818770687730716e-15,1.0571196913589087e-21,1.0404038615352619e-21,1.7568077219755541e-33,2.8514538349322736e-26,0.0,0.0,4.6896710538379923e-14,5.0698920913948593e-23,154.0,0.0,0.999999777541136,1.0,18.99999999905917,3.2922928065733932e-08,1.1277598422084483e-09,8.9889426992441798e-08,9.0320330377121644e-08,3.7055614400740922e-09,6.8581696772415344e-10,5.9834305269312352e-14,2.549116523894906e-10,3.5516996352528226e-09,1.9251732261562481e-17,2.9694132286143545e-13,5.0858875215650885e-14,1.5204712856850374e-16,1.5195171419390184e-16,6.5277167692709959e-20,5.1904898504540594e-17,3.0137206876032493e-20,2.1051440727591147e-14,7.3017157005878476e-37,7.0351605334321461e-37,7.0351611485086415e-37,1.1370161286253865e-18,4.6078276113287025e-22,4.5025348537559298e-18,7.3313206053529751e-22,3.7520568821712804e-24,1.2943446458435512e-23,4.8264602353804357e-27,3.2879400044433936e-30,4.5927953457837849e-32,9.1276394210750653e-36,2.5680159346577329e-39,1.118995350846981e-38,3.6626228531435018e-33,9.0984075930768316e-41,5.4152915563588178e-17,2.1135302167230815e-23,1.0758411027715805e-25,1.0553251109777737e-27,8.1289866978035333e-29,5.5753768976355482e-27,4.4567105734930877e-33,2.5077795941332808e-33,1.6282450016199636e-31,1.3650552292283869e-36,1.443359474809829e-32,5.3929938269286772e-37,1.422218742996651e-39,3.7549803002191187e-36,4.2387767936604453e-37,4.2379492093636747e-37,1.8082757037870705e-41,3.3186665589606293e-29,2.8394889367154108e-33,5.8244421470703596e-36,3.4684672114108981e-38,6.5014475334738482e-39,1.0528900888733151e-42,4.3385270893968106e-43,3.6165183307102701e-48,8.2913020555790285e-35,2.9981707864375152e-35,6.4675672639156573e-41,1.1302134606798197e-49,4.2429372602733549e-53,2.2446698832119508e-53
6.221115520516701e-12,0.6757868483342643,2.1679382133022599e-15,1.1469649868824586e-21,1.1281001078850488e-21,2.0542205950693813e-33,3.219370126064326e-26,0.0,0.0,5.0634863347280372e-14,5.6988296773849285e-23,154.0,0.0,0.99999976836123294,1.0,18.999999998986457,3.428166936432182e-08,1.1279139421962254e-09,9.3570086664385768e-08,9.4043114778310326e-08,3.8816270008724471e-09,7.4323309529328646e-10,6.2300636433802282e-14,2.7020515139846985e-10,3.7204546298287596e-09,2.0863536329820909e-17,3.2194078162714456e-13,5.5125140739392137e-14,1.716171255624926e-16,1.7150843951875623e-16,7.4043775920129597e-20,5.6842778969299617e-17,3.4642267776324803e-20,2.2823775806102037e-14,9.6866858992191701e-37,9.3330672809002764e-37,9.3330681305990774e-37,1.2844401453204117e-18,5.2012867501149652e-22,4.7726697088760275e-18,7.772958894073127e-22,4.0947674668093773e-24,1.4747477113579777e-23,5.7386254872261325e-27,4.0782108382658486e-30,5.6968525017185363e-32,1.1808404601329674e-35,3.3257904055550499e-39,1.3885802014779028e-38,4.543145341979556e-33,1.1758874687699717e-40,5.9304631048955053e-17,2.2910047537597455e-23,1.2141223660921633e-25,1.1571005911772837e-27,8.8190831130618286e-29,6.2968027715260877e-27,5.0295621251318422e-33,2.8301229531668089e-33,1.9152431597441238e-31,1.6071229323623665e-36,1.6977655194772624e-32,6.3460483014637033e-37,1.672958493658988e-39,4.4341139139949043e-36,5.1927420389665104e-37,5.1916861578332676e-37,2.307105392199507e-41,3.9863935406152236e-29,3.4070264706485471e-33,7.2893391588164564e-36,4.5273311112842949e-38,8.4721083070910443e-39,1.388693178488929e-42,5.9047674087079656e-43,5.1309489395004259e-48,9.7148077574564931e-35,3.6706711681845194e-35,8.2517059402159698e-41,1.6035172719011826e-49,6.2741997130811166e-53,3.3194006964001459e-53
