Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668)
4.4218918953145943e-07,0.6757758905050186,1.6885957358503465e-09,1.2238061917673417e-10,9.1090954774948151e-08,3.6094075676323221e-13,1.4090080535930336e-07,0.0,0.0,0.00015069244468392658,2.436649987987864e-05,154.0,0.0,0.98295004460118307,1.0,18.996843608251663,0.0021665468846544661,1.1109738751432163e-09,0.0031893828147809325,0.005921032837399233,0.00031293788185811778,0.0024312244206263073,3.922074575132543e-09,2.6333078631005048e-05,0.00030046863163541999,6.8252587050129404e-11,0.0015024741118919484,4.0146235080399075e-07,0.00014366779054609364,0.00014312601560157411,6.9848917331217129e-08,8.3695106338753169e-09,4.9045220283890091e-08,0.00053196223916706894,4.5971094140400038e-08,6.7068194468142171e-08,6.7663873073192215e-08,0.00052326598982061422,2.7907926609685411e-09,4.651322683401156e-13,1.1849589635525434e-13,1.0801910079892392e-12,7.2646809296118335e-09,1.174251917212969e-07,6.8395348105427693e-08,5.9876439766903658e-09,1.7246046121011904e-08,7.0623335157732228e-09,1.473937912076293e-15,8.643535460813864e-09,2.2096932184843655e-10,8.4809329509744462e-09,7.7007516929175654e-11,5.860334962857872e-11,5.188838734972899e-15,2.0658758887986835e-14,1.2202637388609256e-10,2.4278644070149564e-18,1.3661683928691287e-18,2.0954900961268506e-10,1.7975380413556803e-15,6.2064565603497462e-12,2.3416232553677727e-16,6.1210563654669983e-19,1.7853302688505655e-15,1.2984395015946804e-11,7.5505927221165211e-13,2.6538557469373272e-12,6.1148540714055074e-08,7.1103169468344214e-13,4.3320224150843385e-12,4.6177360257007792e-11,1.0675857608020192e-13,1.8552384143263708e-15,5.2004271026239453e-11,4.230610063403566e-13,2.5709657641679663e-18,6.7125460857806563e-14,9.5754799967978246e-12,5.7565217099282787e-14,2.2933499019960829e-14,1.1366461976061951e-12
4.4878714461391683e-07,0.6757757224353175,1.7099363197902307e-09,1.2939621252191436e-10,9.528191939099875e-08,3.8093620022040528e-13,1.5004182157128468e-07,0.0,0.0,0.00015424376869400242,2.5682110597648904e-05,154.0,0.0,0.98269269950406157,1.0,18.996791228376132,0.0021950737149578395,1.1107112542175642e-09,0.0032234462078433905,0.0059920878136350978,0.00031756220470586556,0.0024572014114032925,3.9691312235653056e-09,2.6649022546751404e-05,0.00030491681436115909,6.8981847915855761e-11,0.0015449708342784071,4.0575973271079149e-07,0.00014765740065778222,0.00014708228520797425,7.1779492727030661e-08,8.4948753112631668e-09,5.0400798565119641e-08,0.00055259866791379324,4.9052364322985592e-08,7.1961891111197209e-08,7.2611090569109588e-08,0.00054445960792507276,2.8991865022964266e-09,4.7071291890857916e-13,1.2308996125109623e-13,1.1239496135763674e-12,7.5622917385523577e-09,1.2397476501405489e-07,7.2218646778150778e-08,6.3428107509444303e-09,1.8308895172663198e-08,7.6701234549594414e-09,1.5613669228984433e-15,9.2872749992878213e-09,2.4160557456211503e-10,8.6076964345356153e-09,8.1519040886185766e-11,6.2038620510821075e-11,5.492830018890967e-15,2.1902408938854374e-14,1.2937517793792895e-10,2.5701834375679787e-18,1.4462518442730033e-18,2.2519857653512081e-10,1.9317820259151209e-15,6.6065197220124646e-12,2.4925561454988172e-16,6.5156147009431513e-19,1.9004064840113355e-15,1.4027115320456562e-11,8.0450618766327688e-13,2.8691042376486174e-12,6.5328931501402401e-08,7.5976984425290129e-13,4.6609313504188502e-12,4.9698791978778631e-11,1.1486435888528459e-13,1.9967168440288132e-15,5.6877610683567006e-11,4.6277517459129302e-13,2.7585928763451368e-18,7.2457691901481737e-14,1.0353504895144665e-11,6.3018534216640356e-14,2.5109757872031441e-14,1.2645648922766066e-12
4.6198305477883163e-07,0.6757753853315068,1.7520651795706771e-09,1.446459402144506e-10,1.039948321547789e-07,4.2311499824385104e-13,1.6960859454327937e-07,0.0,0.0,0.00016136393766363774,2.8452024332814051e-05,154.0,0.0,0.9821781636329866,1.0,18.996685937125509,0.0022518173488629959,1.1101861625697182e-09,0.0032902276582266951,0.0061323855295928233,0.00032680686330028072,0.0025081284829474525,4.0620432930842109e-09,2.7272845223080774e-05,0.00031381006864065488,7.0411540854610881e-11,0.0016314407311385697,4.1418491771698979e-07,0.00015576265806000226,0.00015511590384074213,7.5699701754321509e-08,8.7455169882462243e-09,5.3153423689140307e-08,0.00059521572107056574,5.5665583100471547e-08,8.2572156978176084e-08,8.3340224646617708e-08,0.00058825404904179186,3.1230452564306316e-09,4.817317618100605e-13,1.3257715925713277e-13,1.2143731059370097e-12,8.1776025769700373e-09,1.3781905552719642e-07,8.0301221475473587e-08,7.0968452491894839e-09,2.0571313857621464e-08,9.0107158256536625e-09,1.7469825131503624e-15,1.0686263098986095e-08,2.8755748084819884e-10,8.8611141133626519e-09,9.1147186596898772e-11,6.9370162162264614e-11,6.1415847965483689e-15,2.4561460431409028e-14,1.4508808849597824e-10,2.8739201547243569e-18,1.6171656323554417e-18,2.5931982882600552e-10,2.224478489429049e-15,7.4660132341675081e-12,2.8168179559381494e-16,7.363281674748365e-19,2.147634391886643e-15,1.6315938697705766e-11,9.1087559844621123e-13,3.3419719876689117e-12,7.432392171233065e-08,8.6466469727398596e-13,5.3756289189140941e-12,5.7353586447983891e-11,1.324776883209049e-13,2.3042589064744129e-15,6.7742673850272835e-11,5.5133424344255393e-13,3.1736433663345598e-18,8.4314354030289906e-14,1.206309111159064e-11,7.5191319289904049e-14,2.9968466964119503e-14,1.5573430933443469e-12
4.7385937392725495e-07,0.675775080821286,1.7893510417740496e-09,1.5987678140822621e-10,1.1221486742941969e-07,4.6362636724052568e-13,1.8874601343523624e-07,0.0,0.0,0.00016778545039644957,3.1106217873779338e-05,154.0,0.0,0.98171527789678392,1.0,18.996590571169076,0.0023025350632121864,1.1097137745943447e-09,0.0033488024688191655,0.0062565850154306744,0.00033512251233456467,0.0025527961537272058,4.1442931050064731e-09,2.7825080265197828e-05,0.00032181045173539075,7.1665511514355144e-11,0.0017109217975595072,4.2157491121860275e-07,0.00016319801998280044,0.00016248083416473631,7.9293576906290491e-08,8.9709945709730259e-09,5.5676909359825403e-08,0.00063510501445126805,6.2154203203681814e-08,9.3115436536087103e-08,9.4005159945350544e-08,0.00062927053229614306,3.3325876729845493e-09,4.9148612215104118e-13,1.4145691695639702e-13,1.2990618111365084e-12,8.7542586355928124e-09,1.5115238645616515e-07,8.8086639494375823e-08,7.8269072169936661e-09,2.2768741948413633e-08,1.0370811878967542e-08,1.9266969475956747e-15,1.2080442858038759e-08,3.3471702746207605e-10,9.0890654772975538e-09,1.0053549732258042e-10,7.6519374311750542e-11,6.774179326684734e-15,2.716018763282299e-14,1.6044502215651618e-10,3.1701031857747597e-18,1.7838289329819607e-18,2.934771020113195e-10,2.517483946933099e-15,8.3109241429410316e-12,3.1355762070449528e-16,8.1965667004326652e-19,2.390666210679932e-15,1.8625883100831555e-11,1.0156069545683756e-12,3.8196662525925786e-12,8.3177281397099215e-08,9.6793716913801596e-13,6.0874896936754782e-12,6.4981522360151574e-11,1.5002109433304644e-13,2.6107219137046028e-15,7.8911242037193822e-11,6.423876128123464e-13,3.5972517444435582e-18,9.6497802888979178e-14,1.3790609893670606e-11,8.7722174061843316e-14,3.4971211284396799e-14,1.8680991730233073e-12
4.857356930756783e-07,0.6757747752362109,1.826039976446375e-09,1.7667131984060383e-10,1.2079413672263306e-07,5.0661326777032267e-13,2.0939998329696983e-07,0.0,0.0,0.00017421253592699726,3.3916490480095393e-05,154.0,0.0,0.98125260001945891,1.0,18.996494636032782,0.0023529217859824259,1.109241595332892e-09,0.003405936340646024,0.0063788238725256763,0.00034343385874512772,0.0025963639874471579,4.2252433521913491e-09,2.8368589902394012e-05,0.00032980747689052343,7.2888606075765055e-11,0.0017919461380903222,4.2878326091870996e-07,0.00017076325035396585,0.00016996964536272879,8.2947872779629343e-08,9.1963775186668787e-09,5.8242820278847729e-08,0.00067644785090697069,6.9176714183087911e-08,1.0466400677668104e-07,1.0569068519298858e-07,0.0006717995433442196,3.549776976491649e-09,5.0108636198672156e-13,1.5066005921780655e-13,1.3868743891928706e-12,9.3525350333504219e-09,1.6533921094044902e-07,9.6371514078590743e-08,8.6074480448755122e-09,2.5124816414044927e-08,1.1889136340110943e-08,2.1188374232510307e-15,1.361169065483422e-08,3.8791961161184782e-10,9.3168989001973546e-09,1.1064614012346378e-10,8.4218935093574232e-11,7.4554454628568709e-15,2.996473584622637e-14,1.7701872399172159e-10,3.489086481065094e-18,1.9633220276722532e-18,3.3116887201073848e-10,2.8408087722612827e-15,9.2276369817542968e-12,3.4814210217027728e-16,9.1006656695369367e-19,2.6543497263013088e-15,2.1193841541835126e-11,1.1294063614960851e-12,4.3511777913328351e-12,9.2787441104411125e-08,1.0800665583504063e-12,6.8686367784851408e-12,7.33553838719625e-11,1.6927200353851017e-13,2.9471535510674833e-15,9.1531188666437674e-11,7.4529441401104872e-13,4.0739170876581334e-18,1.1030149645950777e-13,1.5713257389006204e-11,1.0189986990304387e-13,4.0632565228959259e-14,2.2298351385212233e-12
4.976120122241017e-07,0.6757744685624874,1.8621325782401691e-09,1.9516991176303047e-10,1.2973286007061243e-07,5.5212975701811591e-13,2.3163785451457265e-07,0.0,0.0,0.00018063861242489847,3.688580156057634e-05,154.0,0.0,0.98079014968441058,1.0,18.996398135076575,0.0024029794944175503,1.1087696470135572e-09,0.0034616375501144744,0.0064991029185965492,0.00035174090457451178,0.0026388383249923652,4.3048945881531811e-09,2.890337784942409e-05,0.00033780114538032745,7.4081002548248487e-11,0.0018744871623647293,4.3581100309976203e-07,0.00017845512626544851,0.00017757877477760751,8.6660849619636145e-08,9.4216658658414965e-09,6.0849934852751893e-08,0.00071924308990559832,7.6757629452498694e-08,1.1728096789050432e-07,1.1846133637013613e-07,0.00071583486394646227,3.7746074619647536e-09,5.1053254693250178e-13,1.6018632583359737e-13,1.4777980328944965e-12,9.9723569103294042e-09,1.8040398301679933e-07,1.0517019709841096e-07,9.4401283731700975e-09,2.7645118380413271e-08,1.3578557930159032e-08,2.3238127287907619e-15,1.5289065492431838e-08,4.4772191045733033e-10,9.5446144360778066e-09,1.2151594180746431e-10,9.2496920028895483e-11,8.1878646455805161e-15,3.2986023568675529e-14,1.9487377604895131e-10,3.8320331747684259e-18,2.1562994163809067e-18,3.7266728912110244e-10,3.1967875057971247e-15,1.0220313872111808e-11,3.8559222838876458e-16,1.0079683433247423e-18,2.9398818709153007e-15,2.4041462018307687e-11,1.2528139787793855e-12,4.9410558665108829e-12,1.0319205956796265e-07,1.2014958564175355e-12,7.7232580888442776e-12,8.2520523941304875e-11,1.9033361525312223e-13,3.315375940543338e-15,1.0574031279914851e-10,8.6118219121872769e-13,4.609564539425779e-18,1.2592713183541616e-13,1.7847592173017428e-11,1.1788272414735554e-13,4.7015961020677079e-14,2.649143349879962e-12
5.094883313725251e-07,0.6757741607886413,1.8976299784688309e-09,2.1552117048009329e-10,1.3903080079380125e-07,6.0022677669565332e-13,2.555270996183237e-07,0.0,0.0,0.00018705734709388247,4.0016894971480346e-05,154.0,0.0,0.98032794543951873,1.0,18.996301072206876,0.002452710155281982,1.1082979505751455e-09,0.003515915686377095,0.0066174246730091287,0.00036004365202731966,0.0026802265082961525,4.3832484939255918e-09,2.9429455391440031e-05,0.00034579145858749943,7.5242907044536653e-11,0.001958518338735441,4.426593398418678e-07,0.00018627044473060373,0.00018530467260653838,9.0430773971977343e-08,9.6468596501490309e-09,6.3497035912090104e-08,0.00076348822364929699,8.4921414954192504e-08,1.3103111862379125e-07,1.3238343649413683e-07,0.00076136868734503257,4.0070662203394526e-09,5.1982487632269874e-13,1.7003515233118089e-13,1.571816653536103e-12,1.061362643536058e-08,1.9637052658069647e-07,1.1449667159708056e-07,1.0326575524591733e-08,3.0335131092042708e-08,1.5452500895053226e-08,2.5420234513151621e-15,1.7121908369056867e-08,5.1471052110893768e-10,9.772212143508052e-09,1.3318241553953766e-10,1.0138192866879153e-10,8.9739645633681958e-15,3.6235201414968344e-14,2.1407613555446725e-10,4.2001281109703107e-18,2.3634278153115766e-18,4.1825827660904572e-10,3.5878728342482392e-15,1.129322963165285e-11,4.2606923618940506e-16,1.1137835988200268e-18,3.248491968181058e-15,2.7191628809276306e-11,1.3863857576286791e-12,5.5941112949867219e-12,1.1442893632199906e-07,1.3326698430089549e-12,8.6556053581386384e-12,9.2523000490864402e-11,2.1331069998076742e-13,3.7172395272137138e-15,1.2168438062677094e-10,9.9124383536683198e-13,5.2106319684514814e-18,1.4359867570759014e-13,2.02111317566609e-11,1.3583835948688059e-13,5.4188567860612386e-14,3.133238886556251e-12
5.213646505209484e-07,0.6757738519053962,1.9325338224123922e-09,2.3788206360580492e-10,1.4868728574565945e-07,6.5095210657313345e-13,2.8113522321048231e-07,0.0,0.0,0.00019346266093948783,4.3312297202364039e-05,154.0,0.0,0.9798660047287101,1.0,18.996203451847649,0.0025021157248497779,1.1078265257077914e-09,0.0035687815823260338,0.0067337932906158882,0.00036834210346070346,0.0027205368276621675,4.4603078342125983e-09,2.9946841089570734e-05,0.00035377841799654451,7.6374552301582071e-11,0.002044013215632111,4.4932963032624426e-07,0.000194206025559639,0.00019314380516894335,9.4255920278311701e-08,9.871958912190365e-09,6.6182911831829671e-08,0.00080917943041374147,9.3692439177948924e-08,1.4598090023173177e-07,1.4752504187649454e-07,0.0008083916973674858,4.2471334188434013e-09,5.2896367801026161e-13,1.8020568185308815e-13,1.6689110442405625e-12,1.1276223915497817e-08,2.132620057284565e-07,1.2436453433542607e-07,1.1268381081403451e-08,3.3200231154386965e-08,1.7524938709181386e-08,2.7738613799384667e-15,1.9119836018910092e-08,5.8950209234196502e-10,9.9996920853469401e-09,1.4568370875455044e-10,1.1090304486947906e-10,9.8163156430423495e-15,3.9723637540782555e-14,2.3469304875964436e-10,4.5945761979202071e-18,2.5853852308480877e-18,4.6824176982445113e-10,4.0166376417932135e-15,1.2450766988253203e-11,4.6973843014679834e-16,1.2279445756436429e-18,3.5814403556370833e-15,3.0668494825629758e-11,1.5306928930528853e-12,6.3154233340253411e-12,1.2653593584244146e-07,1.4740341924412649e-12,9.669985438483436e-12,1.0340948206706715e-10,2.3830938493193597e-13,4.1546192889697427e-15,1.3951721388595279e-10,1.136738316803526e-12,5.8840939837722291e-18,1.6356424958628718e-13,2.2822378598551547e-11,1.5594381567411117e-13,6.2221337206871178e-14,3.6899953084259141e-12
5.332409696693718e-07,0.6757735419056089,1.9668462463159759e-09,2.6241799129125716e-10,1.5870122580981118e-07,7.0435033212841786e-13,3.0852967531888769e-07,0.0,0.0,0.0001998487323798659,4.677431649158598e-05,154.0,0.0,0.97940434392482134,1.0,18.996105278911539,0.0025511981488958841,1.1073553909097495e-09,0.0036202472453747739,0.0068482144943947309,0.00037663626137513081,0.0027597784689268262,4.5360764127493675e-09,3.0455560481031038e-05,0.00036176202518744112,7.7476196195908385e-11,0.0021309454419892746,4.5582338211054669e-07,0.00020225871407754937,0.00020109265802307555,9.8134572397872228e-08,1.009696369533326e-08,6.8906357599838008e-08,0.00085631162891695281,1.0309492444465536e-07,1.6219833797108991e-07,1.6395588583852884e-07,0.00085689314786477637,4.4947825868421886e-09,5.3794940306996149e-13,1.9069677726578918e-13,1.7690590439771392e-12,1.1960008912514095e-08,2.3110089800122698e-07,1.3478698004041849e-07,1.226709865006436e-08,3.6245680391885705e-08,1.9810386427745941e-08,3.0197089555270172e-15,2.1292734212388187e-08,6.7274338591848065e-10,1.0227054328486775e-08,1.5905854965132455e-10,1.2108979598345339e-10,1.071752744443026e-14,4.3462902520475424e-14,2.5679296155186471e-10,5.0166007173707076e-18,2.8228600082132547e-18,5.2293193330914771e-10,4.4857768724688221e-15,1.3697411430856871e-11,5.1676898820260547e-16,1.3508936507085051e-18,3.9400169026978643e-15,3.4497512478689668e-11,1.6863212257898649e-12,7.110346242380184e-12,1.3955091326982918e-07,1.6260345981433347e-12,1.0770751543048047e-11,1.1522715279658085e-10,2.6543693810424087e-13,4.6294109179983193e-15,1.5940075981236583e-10,1.2989912663586857e-12,6.6374837943125105e-18,1.8609810666332593e-13,2.5700845010519623e-11,1.7838563961282688e-13,7.1189039364525582e-14,4.327980806518728e-12
5.451172888177952e-07,0.6757732307841632,2.000569854200973e-09,2.8930284587981291e-10,1.690711365293119e-07,7.6046282530079454e-13,3.3777776820852877e-07,0.0,0.0,0.00020620999978212428,5.0405042799041813e-05,154.0,0.0,0.97894297836349375,1.0,18.996006558771189,0.0025999593626895991,1.1068845634999383e-09,0.0036703257883292195,0.0069606955072415546,0.00038492612840543321,0.0027979614607000227,4.6105590270924861e-09,3.0955645775773375e-05,0.00036974228182957828,7.8548120264086267e-11,0.0022192887867578089,4.6214224241676129e-07,0.0002104253836882363,0.0002091477389331241,1.0206502505618839e-07,1.0321874045538209e-08,7.1666175833987092e-08,0.00090487853342419015,1.1315289957920642e-07,1.797529804422609e-07,1.8174732019419704e-07,0.00090686094212781923,4.7499809055897715e-09,5.4678262043970655e-13,2.0150703343046268e-13,1.8722357015398117e-12,1.2664821361037054e-08,2.4990897040445417e-07,1.4577678728391162e-07,1.3324241807529281e-08,3.947661830623309e-08,2.2323891789608445e-08,3.279938765153753e-15,2.3650750659102155e-08,7.6511127068710081e-10,1.0454298943604743e-08,1.7334619264951294e-10,1.3197211123705466e-10,1.1680244985160724e-14,4.7464753786044915e-14,2.8044542745954652e-10,5.4674416002116783e-18,3.0765498611617934e-18,5.826573558914653e-10,4.9981092037171777e-15,1.5037745744568244e-11,5.673337553405553e-16,1.4830827966652831e-18,4.3255394375640194e-15,3.870546300607968e-11,1.8538705999428058e-12,7.9845155018465161e-12,1.5351164198400932e-07,1.7891159183755176e-12,1.1962294475501563e-11,1.2802361714032737e-10,2.9480155206182982e-13,5.1435269941324746e-15,1.8150514308205339e-10,1.4793954084699336e-12,7.478922298994744e-18,2.1150269742198207e-13,2.8867076904290365e-11,2.033599543216427e-13,8.117029158031404e-14,5.0564946538850499e-12
5.569936079662186e-07,0.6757729185378853,2.0337076945630606e-09,3.1871905266538507e-10,1.7979515879405116e-07,8.1932773805227969e-13,3.6894659679513933e-07,0.0,0.0,0.00021254116294759702,5.4206348612259742e-05,154.0,0.0,0.97848192237796383,1.0,18.995907297230794,0.0026484012909903363,1.1064140596574995e-09,0.0037190313605579093,0.0070712449831245522,0.00039321170731214806,0.0028350966218308638,4.6837614229902113e-09,3.1447135550160972e-05,0.00037771918967596617,7.9590628228006191e-11,0.0023090171574746258,4.6828798945344504e-07,0.00021870293828189698,0.00021730558068288176,1.060455852188292e-07,1.0546690011192035e-08,7.4461177746742236e-08,0.00095487270941825477,1.2389015409727587e-07,1.9871583692438712e-07,2.0097225463941734e-07,0.00095828171205126307,5.0126895010084947e-09,5.5546401150990291e-13,2.1263478960051756e-13,1.9784134390085935e-12,1.3390482684969987e-08,2.6970725820824591e-07,1.5734630599368234e-07,1.4441282231343712e-08,4.2898055144820127e-08,2.5081025104027911e-08,3.5549130817961537e-15,2.620428753415636e-08,8.6731264958655124e-10,1.0681426004922261e-08,1.8858636305660536e-10,1.4358027951195542e-10,1.2707145012264698e-14,5.1741119702696812e-14,3.0572101349768861e-10,5.9483536774093043e-18,3.3471608877771849e-18,6.4776122293071901e-10,5.5565785239219107e-15,1.647644425775101e-11,6.2160902643016817e-16,1.6249730145281956e-18,4.7393520915502288e-15,4.3320484145934067e-11,2.0339541797229822e-12,8.943853674544336e-12,1.684557432725602e-07,1.963721346078701e-12,1.3249033883608301e-11,1.4184680484712848e-10,3.2651212830414802e-13,5.6988931662219605e-15,2.0600869943701291e-10,1.6794108438507501e-12,8.417142055091498e-18,2.4011082498692783e-13,3.2342676291666762e-11,2.3107250638011623e-13,9.2247577483342712e-14,5.8856038911789586e-12
5.688699271146419e-07,0.675772605165451,2.0662632370649252e-09,3.5085759215330182e-10,1.9087107948162369e-07,8.8098000777982607e-13,4.0210296269780224e-07,0.0,0.0,0.00021883718362327505,5.8179890517563458e-05,154.0,0.0,0.97802118933451998,1.0,18.995807500497918,0.0026965258480457013,1.1059438944924342e-09,0.0037663790797313125,0.0071798729379192825,0.00040149300097315862,0.0028711955093073372,4.7556902485505134e-09,3.1930074438979639e-05,0.00038569275055771643,8.0604044530224782e-11,0.0024001046178992484,4.7426252380749213e-07,0.00022708831448868682,0.00022556274373739305,1.1007457339074082e-07,1.0771411642949059e-08,7.7290184057648644e-08,0.0010062856295713514,1.3533019401454676e-07,2.191593129860196e-07,2.2170509432864165e-07,0.0010111408967293971,5.2828637381160736e-09,5.6399436468381811e-13,2.2407814188636466e-13,2.0875622140434747e-12,1.4136796907783774e-08,2.9051604641387098e-07,1.6950744652976986e-07,1.5619648008370926e-08,4.651486556597071e-08,2.809786801832466e-08,3.8449834480067952e-15,2.896399366987925e-08,9.800843225908186e-10,1.0908435589972454e-08,2.0481920130485932e-10,1.5594490680413304e-10,1.3800932244780796e-14,5.6304083394894733e-14,3.3269120452806741e-10,6.4606049175837669e-18,3.6354065787499718e-18,7.1860146562842885e-10,6.1642552132197916e-15,1.8018266848253042e-11,6.7977432001173363e-16,1.7770337425448099e-18,5.1828235743457679e-15,4.837209609229559e-11,2.2271977311035787e-12,9.9945758801726076e-12,1.8442061832837821e-07,2.1502916056187744e-12,1.4635409582590162e-11,1.5674487660832115e-10,3.6067806335631175e-13,6.2974443616659102e-15,2.3309799139193191e-10,1.9005651849065641e-12,9.4615063496518421e-18,2.7228788760169433e-13,3.6150322481019399e-11,2.6173869228334956e-13,1.0450725803971346e-13,6.8261801541408185e-12
5.807462462630653e-07,0.6757722906672937,2.09824034931044e-09,3.8591800405772388e-10,2.0229635196766722e-07,9.4545137384186935e-13,4.3731330198432815e-07,0.0,0.0,0.000225093285098628,6.2327111483149252e-05,154.0,0.0,0.97756079166843735,1.0,18.995707175155868,0.0027443349375919183,1.1054740820554823e-09,0.0038123849643479212,0.0072865906801839681,0.00040977001237563833,0.0029062703667687515,4.8263530083572528e-09,3.2404512827589818e-05,0.00039366296637878664,8.1588712890424392e-11,0.0024925254047168822,4.8006785993726805e-07,0.00023557848378004368,0.00023391581875265323,1.1415032484155322e-07,1.0996038993579837e-08,8.0152025853536241e-08,0.0010591077298033767,1.474961993786301e-07,2.4115714459877737e-07,2.4402167586373313e-07,0.0010654228202241314,5.5604535159304345e-09,5.7237456993927885e-13,2.3583495573689947e-13,2.1996496804724412e-12,1.4903551752857476e-08,3.1235485380714684e-07,1.8227167028058175e-07,1.6860722118925608e-08,5.033178289334724e-08,3.1391001242991018e-08,4.1504903027628789e-15,3.1940756447305073e-08,1.1041927878206648e-09,1.1135327779375843e-08,2.2208520707550196e-10,1.6909687357039799e-10,1.496433560874319e-14,6.1165866419247227e-14,3.6142830670421934e-10,7.0054746599287876e-18,3.9420068230350172e-18,7.955508871982142e-10,6.8243372258031839e-15,1.9668052749840329e-11,7.4201214449482236e-16,1.939742245361794e-18,5.657345391434297e-15,5.3891225661219014e-11,2.4342388734845822e-12,1.114319487685027e-11,2.0144338278756689e-07,2.3492641789942973e-12,1.6125872987889997e-11,1.7276613084913561e-10,3.9740903757811795e-13,6.9411210416161599e-15,2.6296780625958537e-10,2.1444535458254487e-12,1.0622038056755106e-17,3.0843420668742853e-13,4.0313791910884161e-11,2.9558356394660043e-13,1.1803957411749505e-13,7.8899365594482624e-12
5.926225654114887e-07,0.6757719750455161,2.1296432737820505e-09,4.2410837341932645e-10,2.1406811643027967e-07,1.0127704044058999e-12,4.7464361663018342e-07,0.0,0.0,0.00023130495095162606,6.6649243797589164e-05,154.0,0.0,0.9771007409202177,1.0,18.995606328136407,0.0027918304528565968,1.1050046353716598e-09,0.0038570658672643478,0.0073914107421245226,0.00041804274460830034,0.0029403340737810322,4.8957580177131938e-09,3.2870506544819594e-05,0.00040162983911098455,8.2544994882013337e-11,0.002586253943314611,4.8570611778982712e-07,0.00024417045442010874,0.00024236142893453927,1.1827119075724289e-07,1.1220572117827196e-08,8.3045545397136273e-08,0.0011133284652204425,1.6041098360776407e-07,2.6478433098077876e-07,2.67999201920218e-07,0.0011211107682635349,5.8454035617857703e-09,5.8060561340415887e-13,2.4790287839534274e-13,2.3146413466753053e-12,1.5690519730239949e-08,3.3524241950575619e-07,1.956499817230937e-07,1.8165841091892822e-08,5.4353393947577776e-08,3.4977491316049027e-08,4.47176265040581e-15,3.5145693421523346e-08,1.2404339834431554e-09,1.1362102656624464e-08,2.4042518357208828e-10,1.830672921942078e-10,1.6200104482256319e-14,6.6338812371481527e-14,3.9200535051799729e-10,7.5842518520727315e-18,4.2676869162893774e-18,8.7899726591777434e-10,7.540150973913938e-15,2.143071419947113e-11,8.0850775838743362e-16,2.1135829874936009e-18,6.1643300160003676e-15,5.9910228618021202e-11,2.6557263065125298e-12,1.239652573377156e-11,2.1956080398382386e-07,2.5610725636483209e-12,1.7724878693149177e-11,1.8995891204699821e-10,4.3681480754586813e-13,7.6318655175268042e-15,2.9582113687449049e-10,2.4127383904425463e-12,1.1909443395094177e-17,3.4898743848296829e-13,4.4857976577737134e-11,3.3284181377222525e-13,1.3293864082655836e-13,9.0894645681632809e-12
6.04498884559912e-07,0.6757716583037979,2.1604766050103754e-09,4.6564529919882645e-10,2.2618321988694165e-07,1.0829625329202571e-12,5.1415940970731647e-07,0.0,0.0,0.00023746792299984002,7.1147312614184188e-05,154.0,0.0,0.97664104777198069,1.0,18.995504966693165,0.0028390142765638638,1.1045355665260109e-09,0.0039004394104046199,0.007494346810960833,0.00042631120085395669,0.0029734000960078052,4.9639143571634443e-09,3.3328116557251166e-05,0.00040959337078922667,8.34732685303443e-11,0.0026812648626354909,4.9117951456362257e-07,0.0002528612732692667,0.00025089623224791845,1.2243553931838591e-07,1.1445011072269597e-08,8.5969596884399632e-08,0.0011689363657585038,1.7409695470803706e-07,2.9011706636677697e-07,2.9371617470610499e-07,0.0011781870636684091,6.1376537241567218e-09,5.8868857195718741e-13,2.6027935129022607e-13,2.4325007313454006e-12,1.6497459206898345e-08,3.5919669191923727e-07,2.0965292189941657e-07,1.9536293826957262e-08,5.8584134444558493e-08,3.8874876479542306e-08,4.8091177707170761e-15,3.8590143710835687e-08,1.3896329727185443e-09,1.1588760307874369e-08,2.5988018218121113e-10,1.9788746476162255e-10,1.7511004966656489e-14,7.183537050275711e-14,4.2449599389316687e-10,8.1982333007884039e-18,4.6131765765400622e-18,9.693434351080763e-10,8.3151520139157618e-15,2.3311229961491525e-11,8.7944892593042448e-16,2.2990469946525608e-18,6.7052090258033311e-15,6.6462910123512058e-11,2.8923190166780248e-12,1.3761690085634439e-11,2.3880924106608329e-07,2.7861455635810468e-12,1.9436876224279143e-11,2.0837152091653677e-10,4.7900500277203494e-13,8.3716183427010018e-15,3.3186914536668108e-10,2.7071492407259287e-12,1.3335127091777067e-17,3.9442506758120662e-13,4.9808901021199592e-11,3.7375773966465737e-13,1.4930243378534434e-13,1.0438270752365661e-11
