Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200)
5.269701666819427e-09,0.9205733152611637,8.6323674273514156e-09,9.5580917306789212e-12,9.3631764241899604e-12,1.7228722477294492e-16,1.9729430835007006e-13,0.0,0.0,1.6515872813170062e-06,5.7066536815391972e-10,154.0,0.0,0.99449525993547017,1.0,18.999876479240733,0.00047253035215721092,2.4577399852655608e-07,0.0011700166673808729,0.001303712600222616,0.0009748009868021161,0.00012008463180665235,2.64643677949115e-10,1.7236225030705272e-06,0.0014341948360467034,1.5377385226368611e-12,1.109778070392809e-05,9.5371614918963172e-07,1.4354410146801199e-05,1.4350030438560679e-05,2.6785148358876444e-09,9.5818848634942035e-08,1.6695639811057024e-09,8.7287838774578582e-07,5.050156554076445e-12,5.3730315451200676e-12,5.3915236645399362e-12,5.5723193005762452e-08
5.487957458081199e-09,0.9205732955148442,9.2099679941176879e-09,1.0584874622062647e-11,1.0360814777152362e-11,2.0719120562569417e-16,2.269253335349181e-13,0.0,0.0,1.7905495012940002e-06,6.7055839014888607e-10,154.0,0.0,0.99426790818218713,1.0,18.999871341035583,0.0004919406309330332,2.4572511078930735e-07,0.0012175219748525614,0.0013573542186700964,0.0010150398194983192,0.00012500530104667617,2.7553244745856748e-10,1.7945543171219818e-06,0.0014934516606605365,1.6007499386673415e-12,1.2032191273716734e-05,9.9375653008256325e-07,1.559922532667849e-05,1.5594461277096425e-05,2.9108006862955662e-09,1.0056910594987266e-07,1.8143635707995055e-09,9.490372359475854e-07,6.1871024271151125e-12,6.615908699068584e-12,6.6396513607508695e-12,6.2876116832291977e-08
5.684387670216793e-09,0.920573278004399,9.7438556425138655e-09,1.156658617949454e-11,1.1313702447325272e-11,2.4316733882998404e-16,2.5625137338523351e-13,0.0,0.0,1.9203643028901496e-06,7.7114867906832247e-10,154.0,0.0,0.99406333532575875,1.0,18.99986671780578,0.00050939901024785921,2.4568112092682843e-07,0.0012602150832256912,0.0014056073373641851,0.0010512453577115413,0.00012942751048348523,2.8532739491049561e-10,1.8583607365060829e-06,0.0015467727170929294,1.657378349357955e-12,1.2905173429257574e-05,1.0297409248004441e-06,1.6763292855257197e-05,1.6758168571931931e-05,3.1280187982293349e-09,1.0484564070411954e-07,1.9497708184471966e-09,1.0204652112971795e-06,7.374583688074008e-12,7.9213970252485432e-12,7.9508735828060728e-12,6.9811210743114362e-08
5.877045222546963e-09,0.9205732610702675,1.0280329574097186e-08,1.2583831893268985e-11,1.2300151168613497e-11,2.8307204260263915e-16,2.8760607864736323e-13,0.0,0.0,2.0520508712179077e-06,8.8036780897339172e-10,154.0,0.0,0.99386273178158524,1.0,18.999862184417772,0.00052651208214420249,2.4563798432117273e-07,0.0013020315063912763,0.0014529112814853911,0.0010867468696593413,0.00013375890692796707,2.9492966413678062e-10,1.9209120082145836e-06,0.0015990604044648538,1.7128438582233636e-12,1.3790821580215384e-05,1.0649864223375149e-06,1.7945192609070727e-05,1.7939701730146534e-05,3.3485644150528136e-09,1.0904084150522417e-07,2.0872526913512541e-09,1.0931922392772763e-06,8.7069099805144954e-12,9.3939113033906491e-12,9.4300876140297818e-12,7.7087012995006332e-08
6.069702774877133e-09,0.9205732443734346,1.0829437432998772e-08,1.3656236050663975e-11,1.3339120478966353e-11,3.2797501272020452e-16,3.216692758179834e-13,0.0,0.0,2.1880552714240017e-06,1.000757902372784e-09,154.0,0.0,0.99366216813858244,1.0,18.999857652052782,0.00054361525552627538,2.4559485602416744e-07,0.0013437917945929502,0.001500193001240585,0.0011222398085406083,0.00013808448413299448,3.0452741769985279e-10,1.9834338641267135e-06,0.0016513389047847573,1.7682348490709344e-12,1.4705591264477648e-05,1.1001846329176473e-06,1.9166838386538476e-05,1.9160967661043846e-05,3.5765266834908672e-09,1.1323653548008875e-07,2.2293582368318725e-09,1.1685794037491774e-06,1.0221929996961929e-11,1.1077129636524145e-11,1.1121227520424352e-11,8.4847359108052523e-08
6.262360327207303e-09,0.9205732279135226,1.1391098447193284e-08,1.4785078795773182e-11,1.4431752809764253e-11,3.7832099995726619e-16,3.5858505395234895e-13,0.0,0.0,2.3283726622982201e-06,1.133049403273811e-09,154.0,0.0,0.99346164442413587,1.0,18.999853120696581,0.00056070853479463451,2.4555173604289425e-07,0.0013854959795455862,0.0015474524750490749,0.0011577241761210088,0.00014240424539525693,3.1412065121600632e-10,2.0459262756857751e-06,0.001703608220067009,1.8235513641162829e-12,1.5649456978717463e-05,1.1353355832194499e-06,2.0428176841843176e-05,2.0421912912707936e-05,3.8118956208632043e-09,1.1743248282812131e-07,2.3760812315207437e-09,1.246641712113884e-06,1.1937181130408844e-11,1.2992773698420166e-11,1.3046186600396247e-11,9.3107335475655599e-08
6.455017879537473e-09,0.9205732116901538,1.1965232296541316e-08,1.5971632119333408e-11,1.5579179546732927e-11,4.3457915869633962e-16,3.9850075180948187e-13,0.0,0.0,2.4729981783019158e-06,1.2779950602153261e-09,154.0,0.0,0.99326116066556625,1.0,18.999848590334988,0.00057779192434866458,2.4550862438441851e-07,0.0014271440930133756,0.001594689681382421,0.001193199974167119,0.00014671819401653252,3.237093603121395e-10,2.1083892144041491e-06,0.0017558683522806392,1.8787934456401833e-12,1.6622393218018901e-05,1.1704392999634621e-06,2.1729154659296215e-05,2.1722484055636214e-05,4.0546612486727781e-09,1.2162849057865811e-07,2.5274154546574944e-09,1.3273941493475762e-06,1.387119131830321e-11,1.5163988327688725e-11,1.5228298693243998e-11,1.0188197957520478e-07
6.647675431867643e-09,0.9205731957029512,1.2551759110223267e-08,1.7217159905209336e-11,1.6782521107963908e-11,4.9724358603083059e-16,4.415669346267157e-13,0.0,0.0,2.6219269296635483e-06,1.4363698492017695e-09,154.0,0.0,0.99306071689012843,1.0,18.999844060953858,0.00059486542858657842,2.4546552105578966e-07,0.0014687361668096796,0.0016419045987644354,0.00122866720444642,0.00015102633330367322,3.3329354062575437e-10,2.170822651863286e-06,0.0018081193033586838,1.9339611359883854e-12,1.7624374475919999e-05,1.2054958099115968e-06,2.3069718553384934e-05,2.3062627682581835e-05,4.3048135925763489e-09,1.2582440323654396e-07,2.6833546880713435e-09,1.4108516779852177e-06,1.6043495443281723e-11,1.7615384008194142e-11,1.7692381776532603e-11,1.1118628003900729e-07
6.840332984197813e-09,0.9205731799515384,1.315059946418871e-08,1.8522917976597037e-11,1.8042887021433965e-11,5.6683385292688279e-16,4.8793737100944287e-13,0.0,0.0,2.7751540024743388e-06,1.6089708965070623e-09,154.0,0.0,0.99286031312501233,1.0,18.999839532539102,0.00061192905190541713,2.4542242606404125e-07,0.0015102722327968864,0.0016890972057711836,0.0012641258687272963,0.00015532866656858935,3.4287318780495705e-10,2.2332265597137201e-06,0.0018603610752054114,1.989054477571413e-12,1.8655375244455741e-05,1.2405051398668928e-06,2.4449815268819491e-05,2.4442290408398112e-05,4.5623426823554342e-09,1.3002009555945284e-07,2.8438927161629886e-09,1.4970292381041666e-06,1.8474650995549101e-11,2.037307909571987e-11,2.0464781343727446e-11,1.2103517672524068e-07
7.032990536527983e-09,0.9205731644355386,1.3761674378620739e-08,1.9890154141955758e-11,1.9361376002040491e-11,6.4389552773283327e-16,5.3776900993244206e-13,0.0,0.0,2.9326744587840482e-06,1.7966174013539054e-09,154.0,0.0,0.99265994939734314,1.0,18.999835005076683,0.00062898279870104708,2.4537933941619083e-07,0.0015517523228862646,0.0017362674810309823,0.0012995759687790358,0.00015962519712823517,3.524482975084582e-10,2.2956009096750623e-06,0.0019125936697020637,2.0440735128643793e-12,1.9715370014200991e-05,1.2754673166736277e-06,2.586939158057923e-05,2.5861418869884641e-05,4.827238551887598e-09,1.3421546680877206e-07,3.009023325886704e-09,1.5859417473077981e-06,2.1186253044005316e-11,2.3464741798523405e-11,2.3573413568567643e-11,1.3144356078892518e-07
7.2256480888581526e-09,0.920573149154576,1.4384905315414847e-08,2.1320108240676928e-11,2.0739076028168279e-11,7.2900069230062397e-16,5.9122195784953567e-13,0.0,0.0,3.0944833366968547e-06,2.0001505584736454e-09,154.0,0.0,0.99245962573418078,1.0,18.999830478552592,0.00064602667336816164,2.4533626111924052e-07,0.0015931764690378196,0.0017834154032244005,0.0013350175063718218,0.00016391592830459378,3.6201886540557241e-10,2.3579456735360002e-06,0.001964817088711619,2.0990182844067948e-12,2.0804333274313304e-05,1.3103823672173286e-06,2.7328394293958997e-05,2.7319959725635671e-05,5.0994912391181166e-09,1.3841043598586482e-07,3.1787403067326784e-09,1.6776041007091304e-06,2.4200948559207798e-11,2.6919631918671838e-11,2.7047808262012694e-11,1.4242627475291551e-07
7.4183056411883225e-09,0.9205731341082752,1.5020214175672238e-08,2.2814012188490641e-11,2.2177064417788412e-11,8.227484507510075e-16,6.4845945591164893e-13,0.0,0.0,3.2605756504673366e-06,2.2204334805479713e-09,154.0,0.0,0.99225934216251976,1.0,18.999825952952875,0.00066306068030027915,2.4529319118017564e-07,0.0016345447032601473,0.0018305409510842581,0.0013704504832767381,0.00016820086342466187,3.7158488717621833e-10,2.4202608231542974e-06,0.0020170313340827075,2.1538888348023713e-12,2.1922239512575803e-05,1.3452503184245421e-06,2.8826770244615564e-05,2.8817859655890671e-05,5.3790907860320906e-09,1.4260493790898442e-07,3.3530374507096273e-09,1.772031170914463e-06,2.7542450104614277e-11,3.0768642353875549e-11,3.0919151621411192e-11,1.5399811257891209e-07
7.610963193518492e-09,0.9205731192962604,1.5667523297207812e-08,2.4373090022607456e-11,2.3676407904084957e-11,9.2576543082876651e-16,7.096478572945422e-13,0.0,0.0,3.4309463905965674e-06,2.4583511205322282e-09,154.0,0.0,0.99205909870928988,1.0,18.999821428263623,0.00068008482388974242,2.4525012960596646e-07,0.0016758570576102913,0.0018776441033956253,0.0014058749012657596,0.00017248000582043498,3.8114635851091896e-10,2.4825463304567982e-06,0.0020692364076527357,2.2086852067188315e-12,2.306906321543987e-05,1.3800711972626035e-06,3.0364466298613965e-05,3.0355065362386961e-05,5.6660272386269363e-09,1.4679892009235353e-07,3.5319085523276457e-09,1.8692378080070276e-06,3.12355489027943e-11,3.5044340356907193e-11,3.5220328769272087e-11,1.6617381973849049e-07
7.80362074584866e-09,0.9205731047181572,1.6326755452072693e-08,2.5998557946595664e-11,2.5238162710609839e-11,1.0387062778744657e-15,7.7495660463631898e-13,0.0,0.0,3.6055905239283086e-06,2.7148101938614787e-09,154.0,0.0,0.99185889540135574,1.0,18.999816904470972,0.00069709910852771857,2.4520707640356677e-07,0.0017171135641935965,0.001924724838995823,0.0014412907621117552,0.00017675335882889274,3.9070327511080138e-10,2.5448021674394226e-06,0.0021214323112503275,2.2634074428877239e-12,2.4244778868067942e-05,1.4148450307395596e-06,3.1941429352473426e-05,3.193152356821413e-05,5.960290646885187e-09,1.5099234029579957e-07,3.7153474085812507e-09,1.9692388395306429e-06,3.5306127292056128e-11,3.9781008552188125e-11,3.9985966081169644e-11,1.7896809328415053e-07
7.99627829817883e-09,0.9205730903735908,1.6997833844091179e-08,2.7691624374997287e-11,2.6863374625971501e-11,1.1622541415154522e-15,8.4455820758372318e-13,0.0,0.0,3.7845029937453027e-06,2.9907391005417678e-09,154.0,0.0,0.99165873226551693,1.0,18.9998123815611,0.00071410353860419716,2.4516403157991472e-07,0.0017583142551635649,0.0019717831367744216,0.0014766980675884824,0.00018102092579198368,4.0025563268759692e-10,2.6070283061671693e-06,0.0021736190466972913,2.3180555861042246e-12,2.5449360954376089e-05,1.4495718459041195e-06,3.3557606333213297e-05,3.3547181017670392e-05,6.2618710647476968e-09,1.5518516455720097e-07,3.9033478189326731e-09,2.0720490704733844e-06,3.9781170596903625e-11,4.501468571148788e-11,4.5252473304351398e-11,1.9239558192038374e-07
8.188935850508999e-09,0.9205730762621871,1.7680682106411994e-08,2.9453489977685514e-11,2.8553079078061976e-11,1.2971211551699891e-15,9.186282204463599e-13,0.0,0.0,3.967678719865675e-06,3.2870878471288844e-09,154.0,0.0,0.99145860932850816,1.0,18.999807859520235,0.00073109811850799141,2.4512099514193241e-07,0.0017994591627217133,0.0020188189756732387,0.0015120968194705857,0.00018528271005661029,4.0980342696364067e-10,2.6692247187741139e-06,0.0022257966158102287,2.372629679226949e-12,2.6682783957076684e-05,1.4842516698455265e-06,3.5212944198398721e-05,3.5201984476120963e-05,6.5707585500871829e-09,1.5937736557746547e-07,4.0959035852953656e-09,2.1776832832512655e-06,4.4688778434018942e-11,5.0783207290418746e-11,5.1058085468391722e-11,2.064708860747586e-07
8.574250955169339e-09,0.9205730487373739,1.9081384906621262e-08,3.3188382925744553e-11,3.2130055941367606e-11,1.6038088936020854e-15,1.0808907834283455e-12,0.0,0.0,4.3467995035452631e-06,3.9449524498036352e-09,154.0,0.0,0.99105848415759457,1.0,18.999798817990651,0.00076505774534688423,2.4503494745058676e-07,0.00188158175664781,0.0021128231928600389,0.0015828686695539219,0.00019378894390276183,4.2888530855583297e-10,2.7935282545072675e-06,0.002330124262281393,2.4815558869415786e-12,2.9236050636741225e-05,1.5534704526175433e-06,3.864089056536979e-05,3.8628816585968254e-05,7.2104149741918487e-09,1.677598150204211e-07,4.4946564058675854e-09,2.3974826710183885e-06,5.5919720260814357e-11,6.4085349870605752e-11,6.444894061418153e-11,2.3662310169027749e-07
8.959566059829679e-09,0.9205730221407307,2.0528261412238108e-08,3.7212688925423129e-11,3.5977172300429437e-11,1.9650639991472639e-15,1.2632087791059134e-12,0.0,0.0,4.7429117678889102e-06,4.6964332134254502e-09,154.0,0.0,0.9906585201011936,1.0,18.999789779772925,0.00079897802413132139,2.4494893338458983e-07,0.0019634816045387962,0.0022067373231356977,0.0016536063265765759,0.00020227208724108407,4.4794888587813715e-10,2.9177125530929959e-06,0.0024344152651362247,2.5901864101620813e-12,3.1904374746301961e-05,1.622501596574819e-06,4.2224844726556405e-05,4.2211594436751077e-05,7.8791804598350693e-09,1.7613955969541405e-07,4.9115563340170438e-09,2.6287548100995127e-06,6.9246430518613513e-11,8.0027578609866053e-11,8.0502496613577956e-11,2.6954058071518878e-07
9.344881164490019e-09,0.920572996469278,2.2020715897608286e-08,4.1535738993165926e-11,4.0102346058534886e-11,2.3876742343413422e-15,1.4670939952659854e-12,0.0,0.0,5.1559740365696404e-06,5.5499000428989064e-09,154.0,0.0,0.99025871737084514,1.0,18.999780744758478,0.0008328589899293437,2.4486295299874761e-07,0.0020451589657205708,0.0023005611999155893,0.0017243098047674029,0.00021073216702362658,4.6699412509096694e-10,3.0417773940905747e-06,0.0025386696388252383,2.6985215940217543e-12,3.4687552108458319e-05,1.6913453198767532e-06,4.5964383446769348e-05,4.5949892895768719e-05,8.5769756089257322e-09,1.8451651568417014e-07,5.3465538716619808e-09,2.871617145566765e-06,8.4934851427836411e-11,9.8981337607665186e-11,9.9594570986043276e-11,3.0533839585558751e-07
9.730196269150358e-09,0.9205729717200413,2.3558159276011085e-08,4.6166744401602813e-11,4.4513336317148152e-11,2.8789347197062483e-15,1.6941048258590923e-12,0.0,0.0,5.5859444671128212e-06,6.5140610208197498e-09,154.0,0.0,0.98985907617705171,1.0,18.999771712839447,0.00086670067779008597,2.4477700634761268e-07,0.0021266141002734234,0.0023942946574509387,0.0017949791183692269,0.00021916921028027669,4.8602099252438639e-10,3.1657225581644154e-06,0.0026428873977920346,2.8065617846506442e-12,3.7585378530723253e-05,1.7600018413192439e-06,4.9859083983900704e-05,4.9843287154405401e-05,9.3037210838580623e-09,1.9289062899582331e-07,5.7995995584286764e-09,3.1261867597769873e-06,1.0326966061372225e-10,1.2135062777982585e-10,1.2213413812379086e-10,3.4413085421697408e-07
9.999999999999999e-09,0.9205729478900521,2.4661169128091478e-08,4.9597637290248877e-11,4.7776195800453654e-11,3.2679541321373486e-15,1.8676848581792325e-12,0.0,0.0,5.8970587008358652e-06,7.2599054903801482e-09,154.0,0.0,0.98957933736035142,1.0,18.999765390332023,0.00089037380113072986,2.4471684525305186e-07,0.0021835181311858722,0.0024598743957490073,0.0018444425603952618,0.00022506326323898289,4.9933295212850579e-10,3.2524395667682023e-06,0.002715840533539612,2.8820378235738365e-12,3.9682618903786792e-05,1.8079649075270052e-06,5.2678350121429183e-05,5.2661598124152714e-05,9.8297902249709534e-09,1.9875260475149504e-07,6.1275461562256198e-09,3.3114718431779565e-06,1.1784519193048573e-10,1.3928025165711259e-10,1.4020500405431437e-10,3.731374000949586e-07
1.0115511373810698e-08,0.9205729478900521,2.51400090246796e-08,5.1114798037726127e-11,4.9217745641709784e-11,3.4466615914232139e-15,1.9458455817868143e-12,0.0,0.0,6.032780854002959e-06,7.5979598852145519e-09,154.0,0.0,0.98945959672927974,1.0,18.999762683908681,0.00090050312274375492,2.4469109348548376e-07,0.0022078472690274407,0.0024879375308287694,0.0018656142816387642,0.0002275832441182856,5.0502945467810082e-10,3.2895478270840125e-06,0.0027470685564830997,2.914307329169479e-12,4.0597649806774345e-05,1.8284713803307832e-06,5.3908524090355633e-05,5.3891352724019368e-05,1.0059337606744182e-08,2.0126186565968271e-07,6.2706439711729949e-09,3.39258037185283e-06,1.245545123178876e-10,1.4757324652951415e-10,1.4856462033372794e-10,3.8603149958310125e-07
1.0500826478471038e-08,0.9205729249763484,2.6765689110664126e-08,5.6388875745793803e-11,5.4223022300106808e-11,4.099205243185933e-15,2.2239658082146619e-12,0.0,0.0,6.4964406317955933e-06,8.810973501232706e-09,154.0,0.0,0.98906027923595907,1.0,18.999753657859738,0.00093426635980160821,2.4460521446640664e-07,0.0022888587335579249,0.0025814896559718426,0.0019362153088465501,0.00023597429572179475,5.2401947822144906e-10,3.4132529837238805e-06,0.0028512131293549846,3.0217585756836004e-12,4.3724161717801765e-05,1.8967541569684961e-06,5.811228201447542e-05,5.8093665431930804e-05,1.0843745958665103e-08,2.0963020443964941e-07,6.7596377235134528e-09,3.6709143371648458e-06,1.4911225226823311e-10,1.7812201282630396e-10,1.793651661294073e-10,4.3115311469579221e-07
1.0886141583131378e-08,0.9205729029759723,2.8434629917531708e-08,6.1997837655084256e-11,5.9536462474026314e-11,4.8454631576865746e-15,2.5301596083901058e-12,0.0,0.0,6.9768808782340762e-06,1.0162809326975515e-08,154.0,0.0,0.98866112390448457,1.0,18.999744634586875,0.00096799042395593151,2.4451936934417358e-07,0.002369648756180814,0.0026749508696385857,0.0020067822142768618,0.00024434239235136319,5.4299102999339097e-10,3.5368378120634844e-06,0.0029553211308791963,3.1289158732769105e-12,4.6964710033852954e-05,1.9648503919143074e-06,6.2469936501952255e-05,6.2449801417505761e-05,1.1656866978939745e-08,2.179956318356561e-07,7.2665314653754796e-09,3.9613046468146735e-06,1.7728510758849714e-10,2.1350597772291198e-10,2.1505191578612846e-10,4.7960772353569634e-07
1.1271456687791718e-08,0.9205728818859729,3.0146268172917922e-08,6.7950429492213104e-11,6.5165212442661745e-11,5.6948923216507507e-15,2.8661649741192272e-12,0.0,0.0,7.4740583173711991e-06,1.166350287347104e-08,154.0,0.0,0.9882621309412174,1.0,18.999735613985077,0.0010016753501800168,2.444335581723241e-07,0.0024502175999481096,0.002768321009423019,0.002077315012227644,0.0002526875613434951,5.6194407700249723e-10,3.6603020971871695e-06,0.0030593925755449222,3.2357795720058266e-12,5.0319090515174149e-05,2.0327603064711613e-06,6.6981066797235049e-05,6.6959337128336078e-05,1.2498621564411802e-08,2.2635813925537066e-07,7.7912758825468368e-09,4.2638669271193926e-06,2.0943485221918102e-10,2.5427161995107425e-10,2.5617925383432992e-10,5.3150659360398087e-07
1.1656771792452058e-08,0.9205728617034038,3.1900046876930877e-08,7.4255283878013661e-11,7.1116270738763123e-11,6.6575212262985581e-15,3.2337631229310572e-12,0.0,0.0,7.9879293226954679e-06,1.3323415158931768e-08,154.0,0.0,0.98786330055148441,1.0,18.999726595950012,0.0010353211734281417,2.4434778100414478e-07,0.002530565528643319,0.0028615999137546707,0.0021478137170104343,0.00026100983011016944,5.808785864269345e-10,3.7836456252840587e-06,0.0031634274778604148,3.3423500228932504e-12,5.378709891354833e-05,2.1004841225591674e-06,7.1645252644926487e-05,7.1621849316513722e-05,1.3368930668754298e-08,2.3471772151751865e-07,8.3338216962440539e-09,4.5787164390971309e-06,2.4594294898932171e-10,3.0100402650127479e-10,3.0334104839418702e-10,5.8696023820493605e-07
1.2042086897112398e-08,0.9205728424253261,3.3695415231388339e-08,8.0920921609327204e-11,7.7396490277637022e-11,7.7439614645466916e-15,3.6347778418127726e-12,0.0,0.0,8.5184499202617377e-06,1.5153230157579744e-08,154.0,0.0,0.98746463293958031,1.0,18.999717580378057,0.0010689279286355466,2.4426203789266978e-07,0.0026106928067768926,0.0029547874218984909,0.0022182783429502886,0.00026930922613836771,5.9979452561445008e-10,3.9068681836479625e-06,0.0032674258523539492,3.4486275779225307e-12,5.7368530973630051e-05,2.1680220627117284e-06,7.6462074291171631e-05,7.6436915034994944e-05,1.4267715301790902e-08,2.4307437579257721e-07,8.8941196626893139e-09,4.9059680779539601e-06,2.8721067015421585e-10,3.5432805840965335e-10,3.5717187753118037e-10,6.4607841872944466e-07
1.2427402001772738e-08,0.9205728240488058,3.5531828569869184e-08,8.7955752926044441e-11,8.4012580459695937e-11,8.965418936160221e-15,4.071074837400256e-12,0.0,0.0,9.0655757918259537e-06,1.7163952243320629e-08,154.0,0.0,0.98706612830876816,1.0,18.999708567166277,0.0011024956507184132,2.441763288906809e-07,0.0026905996995816839,0.0030478833739547499,0.0022887089043857048,0.0002775857769896058,6.1869186208235592e-10,4.0299695606772673e-06,0.0033713877135746152,3.5546125900314605e-12,6.1063182434276935e-05,2.2353743500717117e-06,8.1431112485037561e-05,8.140411163405032e-05,1.5194896528833306e-08,2.5142810070118484e-07,9.4721205726973512e-09,5.2457363725721892e-06,3.3365919806272229e-10,4.1490950197743482e-10,4.1834824281480073e-10,7.0897014693927148e-07
1.3198032211093416e-08,0.9205727899887273,3.932564178004784e-08,1.0316609195297497e-10,9.8278505145050701e-11,1.1861244240714103e-14,5.0571842459994368e-12,0.0,0.0,1.0209464381322118e-05,2.1773721784923248e-08,154.0,0.0,0.98626960879831682,1.0,18.999690547415018,0.0011695141350798351,2.4400501342502752e-07,0.0028497533937210913,0.003233799974381623,0.0024294678911639788,0.0002940704537771213,6.5643059777629621e-10,4.2758079298477877e-06,0.0035792019544999189,3.7657064019756224e-12,6.8791326491668796e-05,2.3695228620099438e-06,9.1824164034706696e-05,9.1793208341029629e-05,1.7134133299794715e-08,2.6812676137641732e-07,1.0681034557237203e-08,5.9632792099469011e-06,4.4388338232075435e-10,5.6071916345439504e-10,5.6566036423717348e-10,8.4650655902958849e-07
1.3891599399482025e-08,0.9205727623886618,4.2875106538315119e-08,1.1820019103845651e-10,1.1233095811883361e-10,1.5054205564663932e-14,6.0849005425208623e-12,0.0,0.0,1.1295302610063494e-05,2.6658081806792935e-08,154.0,0.0,0.98555330065228208,1.0,18.999674336692323,0.0012296976276073512,2.4385094668472766e-07,0.0029922406760683386,0.0034008102059311222,0.0025560346227756475,0.00030882881038727159,6.9033151620451111e-10,4.4966459217607477e-06,0.0037661100423344233,3.9546938959390709e-12,7.6131817273673128e-05,2.4896238411167828e-06,0.00010169429544223115,0.00010165944893335628,1.8975771985910372e-08,2.8314553736301773e-07,1.1829108237970665e-08,6.6530161617671833e-06,5.6543896490348984e-10,7.2432516045363977e-10,7.3105020014910337e-10,9.8427320159960968e-07
1.4585166587870635e-08,0.9205727376642662,4.6549359423354367e-08,1.3455635119515297e-10,1.2756963389478047e-10,1.8887163192370773e-14,7.2577955058284744e-12,0.0,0.0,1.2434237285072863e-05,3.2314093552580069e-08,154.0,0.0,0.98483752367906074,1.0,18.999658132047522,0.0012897551949544554,2.4369699126850937e-07,0.0031340180673898785,0.0035675213471633859,0.0026824912089917635,0.00032351358061785554,7.2417166439840329e-10,4.7170880457932284e-06,0.0039529000544135376,4.1427390827182107e-12,8.3835962119344358e-05,2.6091268029467518e-06,0.00011205111140394789,0.00011201203376113561,2.0908190513637155e-08,2.9815482592138549e-07,1.3033775694021253e-08,7.3850714345969475e-06,7.1124742707550773e-10,9.237886209646199e-10,9.3280225428547388e-10,1.1359274690351402e-06
1.5278733776259247e-08,0.9205727157986324,5.0345436726822672e-08,1.5227978511007793e-10,1.4402874008906971e-10,2.3448297536406118e-14,8.5881823696152105e-12,0.0,0.0,1.3625997907512553e-05,3.8817181025452464e-08,154.0,0.0,0.98412227902688698,1.0,18.999641932905242,0.0013496870400603513,2.4354314747509734e-07,0.0032750871400475919,0.0037339324957316108,0.0028088377339106703,0.00033812492784099997,7.579508590473803e-10,4.9371331078065834e-06,0.0041395720763647741,4.3298440543677099e-12,9.1902569742369875e-05,2.7280330704043925e-06,0.00012289218521198818,0.00012284850824306322,2.2930930460390236e-08,3.1315463286931949e-07,1.4294751137209875e-08,8.1600996483100433e-06,8.8449195021082147e-10,1.16461864920476e-09,1.1765330642681403e-09,1.3020783138891142e-06
1.5972300964647858e-08,0.9205726967749103,5.4260433802913231e-08,1.7141464100589957e-10,1.6174113657774687e-10,2.883279180631926e-14,1.008876478803239e-11,0.0,0.0,1.4870310615489703e-05,4.6245926138419159e-08,154.0,0.0,0.98340756783323469,1.0,18.999625738697269,0.0014094933656624592,2.4338941560058072e-07,0.0034154494736264134,0.0039000427580475547,0.0029350742817658782,0.0003526630161740311,7.9166891861902141e-10,5.1567799252455017e-06,0.0043261261940398142,4.5160109124848458e-12,0.0001003304489006533,2.8463439724888795e-06,0.00013421509554504711,0.00013416642066303787,2.5043533938319676e-08,3.281449651196337e-07,1.561174911272343e-08,8.9787515369870677e-06,1.0885670174432144e-09,1.4528407983951432e-09,1.4683916632847877e-09,1.4833270019003101e-06
1.666586815303647e-08,0.9205726805763074,5.8291503877342473e-08,1.9200402421583653e-10,1.8073837097216686e-10,3.5142982402506522e-14,1.1772625617389424e-11,0.0,0.0,1.6166898243784851e-05,5.4682019710494402e-08,154.0,0.0,0.98269339122483335,1.0,18.99960954886247,0.0014691743742960156,2.4323579593842075e-07,0.0035551066548496022,0.0040658512492784448,0.0030612009369246598,0.00036712801047072031,8.253256633585063e-10,5.3760273271343373e-06,0.0045125624935136175,4.7012417680974299e-12,0.00010911840842090882,2.9640608442226854e-06,0.00014601742649300296,0.00014596332211573454,2.7245543584154116e-08,3.4312582957577868e-07,1.6984484492783192e-08,9.8416739395356981e-06,1.32707781537885e-09,1.7950164055216305e-09,1.8150803748559362e-09,1.6802671552665126e-06
1.735943534142508e-08,0.9205726671860898,6.2435856881346435e-08,2.1409001830585464e-10,2.0105071327908486e-10,4.2488497890152441e-14,1.3653215905345596e-11,0.0,0.0,1.7515480383640968e-05,6.4210212356789275e-08,154.0,0.0,0.98197975031768581,1.0,18.999593362846763,0.001528730268293671,2.4308228877945488e-07,0.0036940602774942393,0.0042313570933436287,0.0031872177838866479,0.00038152007631255441,8.5892091528798604e-10,5.5948741540730376e-06,0.0046988810610826782,4.8855387415519869e-12,0.00011826525722314012,3.0811850265804305e-06,0.000158296767581243,0.00015823676645441322,2.9536502549462291e-08,3.580972328664781e-07,1.8412672470573573e-08,1.0749509790381936e-05,1.6038392781406531e-09,2.1982614459261184e-09,2.223875180818934e-09,1.8934847959339251e-06
