Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200)
3.5540356838939728e-12,0.9205738807636856,2.1805834776005536e-12,2.0428670693756159e-18,2.0428342374345442e-18,2.7845985680668358e-29,3.2820696075094349e-23,0.0,0.0,1.1866166645533684e-12,2.7947499224127343e-21,154.0,0.0,0.99999627288070436,1.0,18.999999995798031,3.212072630245526e-07,2.4666033205003207e-07,8.8255817546985789e-07,8.8505874710257661e-07,5.6169722450067477e-07,3.3454837623058777e-09,1.7965860224143337e-13,8.5511241314239653e-10,8.2572343837880816e-07,4.2839703709653217e-17,5.0900388505797802e-12,7.7056575876126286e-12,5.3596119742507897e-14,5.3583090384609983e-14,8.9196289536846924e-18,1.161689026468656e-13,4.1097289442265621e-18,3.7328907527695519e-13,3.9655911188223064e-32,3.727546479220546e-32,3.7275531585011463e-32,1.0785470928993834e-17
3.5808396127906164e-12,0.9205738807633776,2.1970480069875843e-12,2.0738090974085773e-18,2.0737755170468263e-18,2.8596483305159244e-29,3.356903858687598e-23,0.0,0.0,1.2012073698733167e-12,2.8500719974568988e-21,154.0,0.0,0.9999962448063453,1.0,18.999999995739472,3.2362974025729685e-07,2.4667498667147881e-07,8.8918946683477808e-07,8.9173154049149037e-07,5.6666651148469774e-07,3.3954394787851998e-09,1.8100899400561242e-13,8.6370184000601066e-10,8.3302854525064711e-07,4.3479403440262926e-17,5.1670907107605405e-12,7.8217687610760181e-12,5.4814995369399964e-14,5.4801650405330854e-14,9.1301404529835957e-18,1.1817453315931603e-13,4.2148236161153111e-18,3.7893991615585422e-13,4.1793456695147214e-32,3.9284718810576782e-32,3.9284789735328273e-32,1.1033898234615908e-17
3.60764354168726e-12,0.9205738807630677,2.213512819996754e-12,2.1049838770215022e-18,2.1049495369473882e-18,2.9361793597839403e-29,3.4328672965437805e-23,0.0,0.0,1.2158825737430855e-12,2.906117248876085e-21,154.0,0.0,0.9999962167320009,1.0,18.999999995680547,3.2605221729583312e-07,2.4668891625195284e-07,8.9582039704689454e-07,8.9840432715963296e-07,5.716360862861975e-07,3.4457550523249987e-09,1.8236760281171278e-13,8.7229756182643347e-10,8.4033407527749717e-07,4.4123712601577083e-17,5.2447213099860493e-12,7.9387398797604673e-12,5.6052167717102198e-14,5.603850205588945e-14,9.3439356746851143e-18,1.2019780005190934e-13,4.3217255380519705e-18,3.8463320240782787e-13,4.4028948790998071e-32,4.1386042075524089e-32,4.138611735408121e-32,1.1286148659735014e-17
3.6344474705839035e-12,0.920573880762756,2.2299779166297373e-12,2.1363914122238095e-18,2.1363563010610303e-18,3.0142105953741945e-29,3.5099683832030858e-23,0.0,0.0,1.230642277167064e-12,2.9628906899797811e-21,154.0,0.0,0.99999618865767015,1.0,18.999999995621248,3.2847469414016146e-07,2.4670215664826506e-07,9.0245096633077213e-07,9.0507710729269011e-07,5.7660593466293875e-07,3.4964302584081612e-09,1.8371812288079139e-13,8.8089940922419432e-10,8.4764000752256047e-07,4.4772625737144177e-17,5.3229306476491715e-12,8.0565707605683926e-12,5.7307771780858437e-14,5.7293780290559486e-14,9.5610398381317303e-18,1.2223870379202802e-13,4.4304504608051107e-18,3.903689340149375e-13,4.6366095658261405e-32,4.358292032315065e-32,4.3583000187500677e-32,1.1542252487896362e-17
3.661251399480547e-12,0.9205738807624424,2.2464432968882154e-12,2.1680317070249385e-18,2.1679958133125708e-18,3.0937610937264773e-29,3.5882155809353525e-23,0.0,0.0,1.2454864811500379e-12,3.0203973435458728e-21,154.0,0.0,0.9999961605833525,1.0,18.999999995561588,3.3089717079028193e-07,2.4671474194393247e-07,9.0908117491083465e-07,9.1174988103943837e-07,5.8157604307703393e-07,3.5474648726576007e-09,1.8507660015565661e-13,8.8950721737694946e-10,8.5494632208446651e-07,4.5426142544319799e-17,5.401718723157266e-12,8.1752612204607526e-12,5.8581942527171123e-14,5.8567620034880977e-14,9.7814781572933115e-18,1.2429724479758642e-13,4.5410141328628981e-18,3.9614711096032686e-13,4.8808716757037549e-32,4.5878943894803618e-32,4.5879028587442864e-32,1.1802240026223897e-17
3.68805532837719e-12,0.9205738807621269,2.2629089607738767e-12,2.1999047654343557e-18,2.1998680776268547e-18,3.1748500282229459e-29,3.6676173521551526e-23,0.0,0.0,1.2604151866971659e-12,3.0786422418198086e-21,154.0,0.0,0.99999613250904729,1.0,18.999999995501568,3.3331964724619448e-07,2.4672670453687589e-07,9.157110230113668e-07,9.1842264857605595e-07,5.8654639866011054e-07,3.5988586708361801e-09,1.8642724452080467e-13,8.9812082589686505e-10,8.6225300004606415e-07,4.6084257591785666e-17,5.4810855359317878e-12,8.2948110764570064e-12,5.9874814893810612e-14,5.986015618566949e-14,1.0005275840768847e-17,1.2637342343947806e-13,4.6534323003822667e-18,4.0196773322819386e-13,5.1360745302345146e-32,4.8277810065945118e-32,4.8277899840272339e-32,1.206614160539351e-17
3.7148592572738335e-12,0.9205738807618095,2.2793749082884174e-12,2.2320105914615487e-18,2.2319730979287454e-18,3.257496689194013e-29,3.7481821594217923e-23,0.0,0.0,1.2754283948139478e-12,3.1376304265148219e-21,154.0,0.0,0.99999610443475417,1.0,18.999999995441179,3.3574212350789926e-07,2.4673807522278105e-07,9.2234051085651245e-07,9.2509541004307683e-07,5.9151698918019946e-07,3.6506114288466183e-09,1.8778559447136925e-13,9.0674007871131626e-10,8.6956002342574781e-07,4.6746970559022532e-17,5.561031085407927e-12,8.4152201456350942e-12,6.1186523789824266e-14,6.1171523611025331e-14,1.023245809178819e-17,1.2846724004390191e-13,4.7677207071405468e-18,4.0783080080376187e-13,5.4026230777606938e-32,5.0783325409040719e-32,5.078342052976217e-32,1.233398757960939e-17
3.741663186170477e-12,0.92057388076149,2.2958411394335378e-12,2.2643491891160306e-18,2.2643108781431333e-18,3.3417204839242349e-29,3.8299184654393198e-23,0.0,0.0,1.2905261065062026e-12,3.1973669488110965e-21,154.0,0.0,0.99999607636047261,1.0,18.999999995380424,3.3816459957539627e-07,2.4674888327433696e-07,9.2896963867027665e-07,9.3176816560766583e-07,5.9648780301026195e-07,3.7027229227314095e-09,1.8913635924766115e-13,9.1536482394677855e-10,8.7686737513118999e-07,4.741427603966104e-17,5.64155537103421e-12,8.536488245131403e-12,6.251720409554559e-14,6.2501857150342902e-14,1.0463050108213763e-17,1.305786948945733e-13,4.8838950944894857e-18,4.1373631367325357e-13,5.6809341484570743e-32,5.3399408190703384e-32,5.3399508934249731e-32,1.2605808326577291e-17
3.76846711506712e-12,0.9205738807611685,2.3123076542109448e-12,2.2969205624073379e-18,2.296881422194928e-18,3.4275409366581951e-29,3.9128347330565158e-23,0.0,0.0,1.305708322780039e-12,3.2578568693559843e-21,154.0,0.0,0.99999604828620159,1.0,18.99999999531931,3.4058707544868557e-07,2.4675915651655518e-07,9.3559840667652387e-07,9.3844091540256338e-07,6.0145882909827353e-07,3.7551929286727252e-09,1.9049458594502119e-13,9.2399491381585994e-10,8.8417503891536216e-07,4.8086173695481719e-17,5.7226583922721746e-12,8.658615192140748e-12,6.3866990662603562e-14,6.3851291614319701e-14,1.069707708254231e-17,1.3270778823482596e-13,5.0019712013115032e-18,4.1968427182386402e-13,5.9714367129918515e-32,5.6130090803330781e-32,5.6130197458286327e-32,1.2881634247480922e-17
3.795271043963763e-12,0.9205738807608453,2.3287744526223533e-12,2.3297247153450325e-18,2.3296847340090631e-18,3.5149776886063919e-29,3.9969394252669007e-23,0.0,0.0,1.3209750446418336e-12,3.3191052582631722e-21,154.0,0.0,0.99999602021194101,1.0,18.999999995257831,3.430095511277671e-07,2.4676892139836503e-07,9.4222681509897964e-07,9.4511365958638774e-07,6.0643005693878578e-07,3.8080212229923431e-09,1.9184546736767027e-13,9.3263020450735676e-10,8.9148299933473028e-07,4.8762658144881327e-17,5.8043401485959901e-12,8.7816008039163409e-12,6.5236018313931633e-14,6.5219961784965711e-14,1.0934564201906612e-17,1.3485452026960976e-13,5.1219647639780984e-18,4.2567467524373511e-13,6.2745721448816628e-32,5.8979522231473765e-32,5.8979635099017991e-32,1.3161495766955273e-17
3.822074972860406e-12,0.9205738807605202,2.3452415346694827e-12,2.3627616519386996e-18,2.3627208175104948e-18,3.6040504979511243e-29,4.0822410052087337e-23,0.0,0.0,1.336326273098204e-12,3.3811171951128955e-21,154.0,0.0,0.99999599213769019,1.0,18.999999995195989,3.4543202661264091e-07,2.4677820306066724e-07,9.4885486416122954e-07,9.5178639828451015e-07,6.1140147654589605e-07,3.8612075821515383e-09,1.9320357475152754e-13,9.412705560792824e-10,8.9879124170951902e-07,4.9443729032113296e-17,5.8866006394921396e-12,8.9054448977697584e-12,6.6624421843776962e-14,6.6608002415612567e-14,1.1175536648077198e-17,1.3701889116738988e-13,5.2438915163102868e-18,4.3170752392193074e-13,6.5907944865659372e-32,6.1951970553173548e-32,6.1952089947535527e-32,1.3445423333063053e-17
3.848878901757049e-12,0.9205738807601933,2.3617089003540569e-12,2.3960313761979478e-18,2.3959896766242032e-18,3.6947792398523693e-29,4.1687479361650121e-23,0.0,0.0,1.3517620091559859e-12,3.4438977689511076e-21,154.0,0.0,0.99999596406344904,1.0,18.999999995133784,3.4785450190330717e-07,2.4678702540102225e-07,9.5548255408671926e-07,9.5845913164744604e-07,6.1637307842755333e-07,3.9147517827510212e-09,1.9455456917223092e-13,9.4991583235475883e-10,9.0609975208593916e-07,5.0129381000159161e-17,5.9694398644590739e-12,9.0301472910709192e-12,6.8032336017709672e-14,6.801554823092265e-14,1.1420019597464096e-17,1.3920090106195192e-13,5.3677671895409987e-18,4.377828178484123e-13,6.9205707192258997e-32,6.5051825476505081e-32,6.5051951725430722e-32,1.373344741726805e-17
3.9024867595503366e-12,0.9205738807595333,2.3946444826424806e-12,2.4632692037517986e-18,2.4632257373885256e-18,3.8812848408631136e-29,4.3454117052660919e-23,0.0,0.0,1.3828870081043942e-12,3.5717852500365508e-21,154.0,0.0,0.99999590791499327,1.0,18.999999995008281,3.5269945190201692e-07,2.4680337969016201e-07,9.6873685742023074e-07,9.7180458285710973e-07,6.2631679423022861e-07,4.0229128156486196e-09,1.9726537031891219e-13,9.6722063951623733e-10,9.207175257090432e-07,5.1514422038469319e-17,6.1368545146792693e-12,9.2821262459042172e-12,7.090723515948311e-14,7.0889694113603979e-14,1.1919617674023153e-17,1.4361783815298895e-13,5.6214282051132295e-18,4.5006074141209434e-13,7.6227459192778349e-32,7.1652189493436678e-32,7.1652330492220658e-32,1.4321907189428499e-17
3.956094617343624e-12,0.920573880758866,2.4275811995015283e-12,2.5314382300839393e-18,2.5313929477023147e-18,4.0746557689081514e-29,4.5269984416500037e-23,0.0,0.0,1.4143500495450042e-12,3.7028085980315474e-21,154.0,0.0,0.99999585176657035,1.0,18.999999994881335,3.575444011238964e-07,2.4681815382963474e-07,9.8198972688437279e-07,9.8515001423935801e-07,6.3626113699647592e-07,4.1325025371993527e-09,1.9997439909053753e-13,9.845436054847808e-10,9.3533622119568606e-07,5.2917757789380177e-17,6.3065840954633291e-12,9.53753620850936e-12,7.3861793306315964e-14,7.3843476672968589e-14,1.2433559738653501e-17,1.4810533201010112e-13,5.8830736087120229e-18,4.6250844587092262e-13,8.3850966948910965e-32,7.8818205216869259e-32,7.8818362451812292e-32,1.4927119309422453e-17
4.009702475136911e-12,0.9205738807581909,2.4605190509451831e-12,2.6005384872721089e-18,2.6004913389662143e-18,4.275055132662164e-29,4.7135758566622524e-23,0.0,0.0,1.4461511415378342e-12,3.8370088575987386e-21,154.0,0.0,0.99999579561817742,1.0,18.999999994752947,3.6238934956894602e-07,2.4683150135622996e-07,9.9524116426182979e-07,9.9849542675989632e-07,6.4620604574186805e-07,4.24351916509447e-09,2.0268342710179107e-13,1.0018837627838369e-09,9.4995574889571426e-07,5.4339365740906546e-17,6.4786286031866509e-12,9.7963757198909774e-12,7.6897087576953763e-14,7.6877972700783281e-14,1.2962047014622858e-17,1.5266338265368161e-13,6.1528291558454844e-18,4.7512593117371035e-13,9.2118419732301348e-32,8.6589531475959771e-32,8.6589706559348401e-32,1.5549328367976267e-17
4.063310332930198e-12,0.9205738807575082,2.4934580369875081e-12,2.6705700073944531e-18,2.6705209425812548e-18,4.4826479625692087e-29,4.9052116640255772e-23,0.0,0.0,1.4782902921444811e-12,3.9744272288378819e-21,154.0,0.0,0.99999573946981191,1.0,18.99999999462311,3.6723429723716595e-07,2.4684356043576632e-07,1.0084911713330015e-06,1.0118408213331916e-06,6.56151465587289e-07,4.3559609193069301e-09,2.0539245705100818e-13,1.0192401969458785e-09,9.6457602813408671e-07,5.5779223099146485e-17,6.6529880343932009e-12,1.0058643322009296e-11,8.0014194620013528e-14,7.9994258518819629e-14,1.3505280637320311e-17,1.5729198967545733e-13,6.4308205565784628e-18,4.8791319728195329e-13,1.0107440112884997e-31,9.5008077876692594e-32,9.5008272555790418e-32,1.6188779337777042e-17
4.116918190723485e-12,0.9205738807568181,2.5263981576426367e-12,2.741532822529525e-18,2.7414817899488488e-18,4.697601200392638e-29,5.1019735798268156e-23,0.0,0.0,1.5107675094274518e-12,4.1151050664143767e-21,154.0,0.0,0.99999568332147137,1.0,18.999999994491837,3.7207924412855641e-07,2.4685445548264009e-07,1.0217397498760226e-06,1.0251861988239008e-06,6.6609734711565279e-07,4.4698260220758479e-09,2.0810148253450124e-13,1.0366120433202434e-09,9.79196986265221e-07,5.7237307098651667e-17,6.8296623857853701e-12,1.0324337557773904e-11,8.3214190616895409e-14,8.3193409981765665e-14,1.4063461654800867e-17,1.6199115228368134e-13,6.7171734748921018e-18,5.0087024416908119e-13,1.1076597473542734e-31,1.0411808536624286e-31,1.0411830153273866e-31,1.6845717570533313e-17
4.1705260485167724e-12,0.9205738807561205,2.5593394129247665e-12,2.8134269647562303e-18,2.813373912470743e-18,4.9200834506535282e-29,5.3039293222092569e-23,0.0,0.0,1.5435828014495207e-12,4.2590838594349974e-21,154.0,0.0,0.9999956271731536,1.0,18.999999994359129,3.7692419024311748e-07,2.4686430012687676e-07,1.0349869016670571e-06,1.0385315600556602e-06,6.760436451933988e-07,4.5851126976091252e-09,2.1081050462909602e-13,1.0539984782698867e-09,9.938185569405296e-07,5.8713594999632504e-17,7.008651654195976e-12,1.0593456970919441e-11,8.6498151342843641e-14,8.6476502538270403e-14,1.4636791039199465e-17,1.6676086938589468e-13,7.0120135339968617e-18,5.1399707181836464e-13,1.2124245208804759e-31,1.1396590807684495e-31,1.1396614777551299e-31,1.7520388746897771e-17
4.2241339063100596e-12,0.9205738807554149,2.5922818028481664e-12,2.8862524661539397e-18,2.8861973415491187e-18,5.1502654668999517e-29,5.5111466119738462e-23,0.0,0.0,1.5767361762732305e-12,4.4064052707400099e-21,154.0,0.0,0.99999557102485703,1.0,18.999999994224989,3.817691355808495e-07,2.4687319528462751e-07,1.0482326284797281e-06,1.0518769058016508e-06,6.8599031973688522e-07,4.7018191726561403e-09,2.1351952424379199e-13,1.0713987286146927e-09,1.0084406812350591e-06,6.0208064094832955e-17,7.1899558366182915e-12,1.0866000106245858e-11,8.986715204851412e-14,8.9844611112545809e-14,1.522546966459333e-17,1.7160113953515016e-13,7.3154663037039055e-18,5.272936802251966e-13,1.325561488012205e-31,1.2460072414387922e-31,1.2460098958431037e-31,1.8213038971860211e-17
4.277741764103347e-12,0.9205738807547023,2.6252253274271695e-12,2.9600093588024337e-18,2.959952108586548e-18,5.3883199155701699e-29,5.7236931722869401e-23,0.0,0.0,1.6102276419603064e-12,4.557111117784723e-21,154.0,0.0,0.99999551487657967,1.0,18.999999994089411,3.8661408014175252e-07,2.4688123180719637e-07,1.0614769320853986e-06,1.0652222367928535e-06,6.9593733466020203e-07,4.8199436762250778e-09,2.1622853991051259e-13,1.0888120633751795e-09,1.023063306100722e-06,6.1720691705780455e-17,7.3735749301797946e-12,1.1141965509500275e-11,9.3322267518002739e-14,9.3298810162379309e-14,1.5829698317849096e-17,1.7651196100390148e-13,7.6276573055729423e-18,5.4076006939512712e-13,1.4476216959674853e-31,1.3607433362714704e-31,1.3607462719480806e-31,1.8923914727199017e-17
4.331349621896634e-12,0.9205738807539817,2.6581699866761598e-12,3.0346976747818986e-18,3.0346382449859837e-18,5.6344213304368339e-29,5.9416367286237166e-23,0.0,0.0,1.6440572065710624e-12,4.7112433689283412e-21,154.0,0.0,0.99999545872831985,1.0,18.999999993952407,3.914590239258268e-07,2.468884919128538e-07,1.0747198142532308e-06,1.0785675537217655e-06,7.0588465730645919e-07,4.9394844395255088e-09,2.1893755260457347e-13,1.1062377900536096e-09,1.0376863835302599e-06,6.3251455182340824e-17,7.5595089321303382e-12,1.1421351727353214e-11,9.6864572080362776e-14,9.6840173690648601e-14,1.644967770077592e-17,1.8149333182395202e-13,7.9487120133779426e-18,5.5439623934298859e-13,1.5791846182628546e-31,1.4844120883286367e-31,1.4844153310057103e-31,1.965326286158373e-17
4.384957479689921e-12,0.9205738807532541,2.6911157806095761e-12,3.1103174461729153e-18,3.1102557821507522e-18,5.888746058945848e-29,6.1650450087016185e-23,0.0,0.0,1.678224878163951e-12,4.8688441390698553e-21,154.0,0.0,0.99999540258007635,1.0,18.999999993813979,3.9630396693307245e-07,2.4689505032806863e-07,1.0879612767502496e-06,1.091912857245694e-06,7.1583225799449059e-07,5.0604396959019858e-09,2.2164656353511403e-13,1.1236752513420601e-09,1.0523098698908796e-06,6.4800331901732181e-17,7.747757839831676e-12,1.1704157307371079e-11,1.0049513962303957e-13,1.0046977525875294e-13,1.7085608432636829e-17,1.8654524981829374e-13,8.2787558539716245e-18,5.6820219009211786e-13,1.7208585139895125e-31,1.6175852809339989e-31,1.6175888583308633e-31,2.0401330579122845e-17
4.492173195276495e-12,0.920573880751776,2.7570107725876693e-12,3.2643514835139595e-18,3.2642851843915073e-18,6.4227801422051385e-29,6.6285266624411952e-23,0.0,0.0,1.7475745745174181e-12,5.1946204468088877e-21,154.0,0.0,0.99999529028363321,1.0,18.99999999353285,4.0599385061707863e-07,2.4690632751071338e-07,1.1144399497890299e-06,1.1186034265407991e-06,7.3572818807031186e-07,5.3065866321821e-09,2.2706457663336039e-13,1.1585829155565308e-09,1.0815579144245301e-06,6.7952334717229935e-17,8.1312003624649754e-12,1.2280020748751648e-11,1.0802535693820416e-13,1.0799798449980888e-13,1.840612599759919e-17,1.9686071768876248e-13,8.966312397684581e-18,5.963234341280056e-13,2.0371280867536542e-31,1.9148786065599161e-31,1.914882945167687e-31,2.1954615395693816e-17
4.599388910863068e-12,0.9205738807502681,2.8229103034778731e-12,3.4221117274783479e-18,3.4220405665430985e-18,6.9918701272635866e-29,7.1146800012066859e-23,0.0,0.0,1.8182767954359718e-12,5.5347799635210296e-21,154.0,0.0,0.99999517798724125,1.0,18.999999993246039,4.1568373119377229e-07,2.4691553072946861e-07,1.1409129652942714e-06,1.145293949278644e-06,7.5562493924775296e-07,5.5583703954872937e-09,2.3248258042511232e-13,1.1935304555444602e-09,1.1108071668017516e-06,7.1176519728680798e-17,8.5239024790662194e-12,1.2869544232505369e-11,1.1592150152137077e-13,1.1589201733771742e-13,1.979285427675829e-17,2.0745834356446157e-13,9.6913293765827072e-18,6.251238018490275e-13,2.4019272381440262e-31,2.2577905279257752e-31,2.257795765800722e-31,2.3585754067137167e-17
4.706604626449642e-12,0.9205738807487303,2.8888143733972788e-12,3.5835984347254678e-18,3.5835221798460502e-18,7.5974939920585235e-29,7.6240469297958729e-23,0.0,0.0,1.8903316052809551e-12,5.8896650354258815e-21,154.0,0.0,0.99999506569089369,1.0,18.999999992953576,4.2537360866315429e-07,2.469230402711982e-07,1.1673803373233408e-06,1.1719844295806772e-06,7.7552236047782646e-07,5.8157769313983117e-09,2.3790057560284069e-13,1.2285137498594853e-09,1.140057404973014e-06,7.4472706962689962e-17,8.9258641721452847e-12,1.3472716172265072e-11,1.2419214814164977e-13,1.2416044593804469e-13,2.1247395171716716e-17,2.1833810396846813e-13,1.0454808433345594e-17,6.5460329371803514e-13,2.8212984670145999e-31,2.652001232708786e-31,2.6520075288066259e-31,2.5296737316944341e-17
4.813820342036215e-12,0.9205738807471628,2.9547229824635596e-12,3.748811861921357e-18,3.7487302755471659e-18,8.2411597754529059e-29,8.1571693901519744e-23,0.0,0.0,1.9637390683481117e-12,6.259620435227559e-21,154.0,0.0,0.99999495339458389,1.0,18.999999992655468,4.3506348302522587e-07,2.4692916622437087e-07,1.193842079898483e-06,1.1986748711406721e-06,7.954203285941721e-07,6.0787922206092382e-09,2.4331856291528086e-13,1.2635291047287647e-09,1.169308447877642e-06,7.7840716895514358e-17,9.3370854255720814e-12,1.408952499642315e-11,1.3284586427959909e-13,1.3281183517997448e-13,2.2771349221701063e-17,2.2949997346908076e-13,1.1257750402913193e-17,6.8476191030250766e-13,3.3018715323563464e-31,3.1037429767904103e-31,3.1037505135393397e-31,2.7089561683466931e-17
4.921036057622789e-12,0.9205738807455659,3.0206361307948939e-12,3.917752265738724e-18,3.9176651048995605e-18,8.9244055336979744e-29,8.7145893613030687e-23,0.0,0.0,2.0384992488574206e-12,6.6449933577621462e-21,154.0,0.0,0.99999484109830783,1.0,18.999999992351736,4.4475335427998801e-07,2.469341622411694e-07,1.2202982070069698e-06,1.2253652772716302e-06,8.1531874284677954e-07,6.3474022787790004e-09,2.48736543035281e-13,1.2985732071524163e-09,1.1985601474081176e-06,8.1280370451152085e-17,9.7575662244274184e-12,1.4719959148078391e-11,1.4189121014884527e-13,1.418547426779313e-13,2.4366315607606951e-17,2.4094392506384722e-13,1.2101155306333766e-17,7.1559965226358934e-13,3.8509051504320521e-31,3.6198392851715691e-31,3.6198482712943738e-31,2.8966229484597598e-17
5.028251773209362e-12,0.9205738807439394,3.0865538185099048e-12,4.0904199028569684e-18,4.0903269191626655e-18,9.6487993123107809e-29,9.2968488593207933e-23,0.0,0.0,2.1146122109444857e-12,7.0461334169157745e-21,154.0,0.0,0.99999472880206119,1.0,18.99999999204239,4.5444322242744165e-07,2.469382358915627e-07,1.2467487326012289e-06,1.2520556509455214e-06,8.3521752078937921e-07,6.6215931564043217e-09,2.5415451656596037e-13,1.3336430851615423e-09,1.2278123823643349e-06,8.479148899971542e-17,1.0187306554876606e-11,1.536400708499144e-11,1.5133673871358647e-13,1.5129771879908499e-13,2.6033892155273707e-17,2.5266993046849162e-13,1.298602234622136e-17,7.4711652034679842e-13,4.4763297667220651e-31,4.207745163586528e-31,4.2077558371843058e-31,3.0928748786363894e-17
5.135467488795936e-12,0.9205738807422836,3.1524760457276049e-12,4.2668150299622013e-18,4.2667159696022624e-18,1.0415939150588517e-28,9.9044899373200298e-23,0.0,0.0,2.1920780186536059e-12,7.4633926452579376e-21,154.0,0.0,0.99999461650584098,1.0,18.99999999172746,4.6413308746758759e-07,2.4694155611157345e-07,1.273193670598922e-06,1.2787459948248158e-06,8.5511659532100699e-07,6.901350938740436e-09,2.5957248404785324e-13,1.3687360762856287e-09,1.2570650541045555e-06,8.8373894356415542e-17,1.0626306404069188e-11,1.6021657279559485e-11,1.611909956970951e-13,1.6114930667185497e-13,2.7775675337076019e-17,2.6467796032476003e-13,1.3913349902974467e-17,7.7931251537465869e-13,5.1867885080283522e-31,4.8755855993571513e-31,4.8755982312474004e-31,3.2979133380481667e-17
5.242683204382509e-12,0.9205738807405983,3.2184028125673386e-12,4.4469379037472712e-18,4.4468325074904997e-18,1.1227453099008719e-28,1.053805468547282e-22,0.0,0.0,2.2708967359296264e-12,7.8971254945060594e-21,154.0,0.0,0.99999450420964431,1.0,18.999999991406948,4.7382294940042683e-07,2.469442613765321e-07,1.2996330348830325e-06,1.3054363112994703e-06,8.7501591143960999e-07,7.1866617457129121e-09,2.6499044596621065e-13,1.4038497905683727e-09,1.2863180817730456e-06,9.2027408780433464e-17,1.1074565760021317e-11,1.6692898218789377e-11,1.7146251958982086e-13,1.7141804219401697e-13,2.9593260273441551e-17,2.7696798442849732e-13,1.4884135530459799e-17,8.121876382380576e-13,5.9916919136324418e-31,5.6322070167748853e-31,5.6322219141758821e-31,3.5119402757811997e-17
5.349898919969083e-12,0.9205738807388838,3.2843341191487372e-12,4.6307887809117809e-18,4.630676784105918e-18,1.2084999232081236e-28,1.1198085231017908e-22,0.0,0.0,2.3510684266119604e-12,8.3476888357747314e-21,154.0,0.0,0.99999439191346895,1.0,18.999999991080884,4.8351280822596032e-07,2.4694646513841134e-07,1.3260668393019416e-06,1.3321266025142456e-06,8.9491542408234965e-07,7.4775117318417906e-09,2.7040840275629156e-13,1.4389820832491316e-09,1.3155713991252133e-06,9.575185497394845e-17,1.153208461152891e-11,1.7377718404274343e-11,1.8215984165660278e-13,1.8211245403991522e-13,3.1488240734201125e-17,2.8953997188137807e-13,1.5899375953329654e-17,8.4574188988985926e-13,6.9012661441706779e-31,6.4872226008867666e-31,6.4872401114153037e-31,3.735158208584679e-17
5.4571146355556564e-12,0.9205738807371403,3.3502699655916792e-12,4.8183679181621075e-18,4.8182490507334601e-18,1.2990265655115612e-28,1.1885123738262914e-22,0.0,0.0,2.432593154429566e-12,8.8154419593536455e-21,154.0,0.0,0.99999427961731369,1.0,18.99999999074927,4.9320266394418881e-07,2.4694825993906531e-07,1.3524950976695104e-06,1.3588168703920645e-06,9.1481509649183427e-07,7.773887086161008e-09,2.7582635480856883e-13,1.474131031405507e-09,1.3448249521258889e-06,9.9547056081106407e-17,1.1998862948093326e-11,1.8076106352168422e-11,1.9329148594508867e-13,1.9324106366888312e-13,3.3462209140164449e-17,3.0239389120568691e-13,1.6960067065316424e-17,8.7997527133944342e-13,7.9266021747033779e-31,7.4510585469147445e-31,7.4510790629125621e-31,3.9677702185732304e-17
5.56433035114223e-12,0.9205738807353677,3.4162103520162615e-12,5.0096755722114067e-18,5.0095495586644816e-18,1.3944970507003982e-28,1.2599712408581544e-22,0.0,0.0,2.5154709829963462e-12,9.3007465741571162e-21,154.0,0.0,0.99999416732117685,1.0,18.999999990412132,5.0289251655511315e-07,2.4694972094416726e-07,1.3789178237651634e-06,1.3855071166555822e-06,9.3471489881244728e-07,8.075774032132494e-09,2.8124430247286026e-13,1.5092949123817239e-09,1.3740786968858577e-06,1.0341283568691954e-16,1.2474900759852804e-11,1.8788050593158715e-11,2.048659692952093e-13,2.0481238533471634e-13,3.5516756564892967e-17,3.1552971044293314e-13,1.8067203928018288e-17,9.1488778364765781e-13,9.0797073715632348e-31,8.5350025510272961e-31,8.5350265142379023e-31,4.2099799508364167e-17
5.778761782315378e-12,0.9205738807317355,3.5481047452915895e-12,5.4034774575935217e-18,5.4033363036345366e-18,1.6009718251522934e-28,1.4113709229262589e-22,0.0,0.0,2.6852861962315461e-12,1.0325469203697901e-20,154.0,0.0,0.99999394272895381,1.0,18.999999989721331,5.2227221245505242e-07,2.4695187430169079e-07,1.4317467340867888e-06,1.438887550353217e-06,9.7451480074570986e-07,8.6960277644814166e-09,2.9208018585779785e-13,1.5796614592917251e-09,1.4325866257904053e-06,1.1135542693199716e-16,1.3454754772299178e-11,2.0252562149669404e-11,2.2937748455944324e-13,2.2931718582241811e-13,3.9873946039493163e-17,3.4264691894725895e-13,2.0424790985561059e-17,9.8675020531163905e-13,1.1822186168828832e-30,1.1113001596896118e-30,1.1113034003187534e-30,4.7240099622943678e-17
