Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953)
1.0607613311127627e-09,0.5585238676230538,7.5786313525315952e-11,2.8135197601770368e-14,2.7912586466310735e-14,1.1099885971869772e-20,1.6443332078046879e-16,0.0,0.0,3.6886549537295236e-08,4.7938624057849602e-13,154.0,0.0,0.99959015911373117,1.0,18.999966623761864,3.7112751905276343e-05,4.0083909841119927e-08,0.00011899813419790058,0.00015154769798859697,3.0139218582089193e-05,3.2892491958473785e-05,6.7757951018053353e-11,4.4618075795907861e-07,3.8273796535535709e-05,5.4541736520410088e-13,2.6478390502566398e-07,3.9759546438298523e-08,6.5001242964031708e-08,6.4960310474837373e-08,2.4832304749396059e-11,5.7704114107140426e-10,1.6099987135041352e-11,1.9771041213705429e-08,3.3890337098312454e-17,3.237928958627123e-17,3.2385333743876045e-17,5.6910503152372966e-10,2.251543834542407e-13,4.9064146631303696e-15,1.6632292405806198e-17,1.1701330881694303e-17,1.6225082165380078e-14,1.6460645821698228e-15,1.6460001268855257e-16,1.3585467690936313e-17
1.0863926127465642e-09,0.5585238648945462,7.820623978354641e-11,2.9653534487113165e-14,2.9854543534004026e-14,1.228898440592064e-20,1.7928536705489216e-16,0.0,0.0,3.8683423512145232e-08,5.2664503586094691e-13,154.0,0.0,0.99958025422794339,1.0,18.99996576324239,3.8008727514948959e-05,4.008355436843371e-08,0.00012181587540300154,0.00015520750087382471,3.086771960854305e-05,3.3740379451713634e-05,6.9394269837539506e-11,4.5696923174470947e-07,3.9198955829137857e-05,5.5947688344889383e-13,2.7773020775259253e-07,4.0987541225635064e-08,6.8809389021422018e-08,6.8766057463884506e-08,2.6287387678606187e-11,6.0241103859674669e-10,1.7043942947754647e-11,2.074918561006457e-08,3.8969374764892805e-17,3.7239543680228357e-17,3.7246675492717488e-17,6.1163812178084879e-10,2.3863039727412105e-13,5.0250498262007006e-15,1.7311340932808666e-17,1.237820438941103e-17,1.7430733377921423e-14,1.8015709171694515e-15,1.821966018116736e-16,1.516526630309979e-17
1.1120238943803656e-09,0.5585238621665611,8.0653393288679521e-11,3.1216959027690801e-14,3.189571429856197e-14,1.3574692146701981e-20,1.9516236841947538e-16,0.0,0.0,4.0522980167355418e-08,5.7731288125846067e-13,154.0,0.0,0.99957034925431032,1.0,18.999964902727964,3.890466616953912e-05,4.0083198891757232e-08,0.00012463345224959007,0.00015886720642569209,3.1596212420774371e-05,3.4588217362231473e-05,7.1030545006372054e-11,4.6775741774439696e-07,4.0124106496903057e-05,5.7353557952188911e-13,2.9098529322691082e-07,4.2217401809391225e-08,7.2733452906062745e-08,7.2687649219399009e-08,2.778677097335159e-11,6.2820362934193719e-10,1.8016655661052803e-11,2.1751481450286078e-08,4.4650919672834758e-17,4.2677696467090515e-17,4.2686076908578894e-17,6.562328398206309e-10,2.5253256094556087e-13,5.1436818246405994e-15,1.8003757327189731e-17,1.3082861700336926e-17,1.8702632290228327e-14,1.9683480450954369e-15,2.0123828732370889e-16,1.6889873581263672e-17
1.137655176014167e-09,0.5585238594390985,8.3127732419839408e-11,3.2825840501690407e-14,3.4039631960317825e-14,1.4962515194574692e-20,2.121163612279396e-16,0.0,0.0,4.2405217456014959e-08,6.3154977146242038e-13,154.0,0.0,0.99956044419289158,1.0,18.999964042218576,3.9800567870125562e-05,4.0082843411090621e-08,0.00012745086469586429,0.00016252681458894713,3.2324697018730362e-05,3.5436005662917012e-05,7.2666776499848939e-11,4.7854531579527988e-07,4.104924854544267e-05,5.8759345297354779e-13,3.0454914717355836e-07,4.3448953264149245e-08,7.6773602225737598e-08,7.672525324306632e-08,2.93305187258339e-11,6.5441222323368205e-10,1.9018166969374414e-11,2.2777965948059827e-08,5.0988217729343409e-17,4.874501417031441e-17,4.8754823089679188e-17,7.0293768891959966e-10,2.6686213011706705e-13,5.2623106566591007e-15,1.8709562158242537e-17,1.3815959635132771e-17,2.004329184193635e-14,2.1469993477574496e-15,2.2181243337978204e-16,1.8769396757052286e-17
1.1632864576479684e-09,0.5585238567121595,8.56292154984066e-11,3.4480547620388203e-14,3.6289902070429219e-14,1.6458149596790484e-20,2.3020122518334109e-16,0.0,0.0,4.4330133325913522e-08,6.8951936132463604e-13,154.0,0.0,0.99955053904374613,1.0,18.999963181714193,4.0696432617787078e-05,4.0082487926433512e-08,0.00013026811269619605,0.00016618632530834273,3.3053173402358306e-05,3.6283744330459631e-05,7.430296429327201e-11,4.8933292573451036e-07,4.1974381981261741e-05,6.0165050341734226e-13,3.184217553129679e-07,4.4682036445900114e-08,8.0929988844715445e-08,8.0879021302975614e-08,3.0918689007653871e-11,6.8103023596850565e-10,2.0048514650855407e-11,2.382867631449539e-08,5.8037644184102941e-17,5.5495798638477403e-17,5.5507236410530211e-17,7.5180116542624911e-10,2.8162030601168226e-13,5.38093632046563e-15,1.9428775993829594e-17,1.4578155068668487e-17,2.1455273387991366e-14,2.3381503583558576e-15,2.4401008001194669e-16,2.0814457112786951e-17
1.1889177392817698e-09,0.5585238539857438,8.8157800799032567e-11,3.6181448527490589e-14,3.8650202481999263e-14,1.8067484153008933e-20,2.4947272088144201e-16,0.0,0.0,4.6297725719577779e-08,7.5138896531527589e-13,154.0,0.0,0.99954063380693348,1.0,18.999962321214781,4.1592260413602457e-05,4.0082132437793323e-08,0.00013308519620247488,0.00016984573852863672,3.3781641571605481e-05,3.7131433344008247e-05,7.593910836194314e-11,5.0012024739925422e-07,4.2899506810760619e-05,6.1570673050751941e-13,3.3260310336106546e-07,4.5916506568037488e-08,8.5202750304026825e-08,8.5149090852999208e-08,3.2551334412949352e-11,7.0805118734053552e-10,2.1107732920631725e-11,2.4903649758115577e-08,6.5858795088441015e-17,6.2987478060691418e-17,6.3000767333739082e-17,8.0287175876006704e-10,2.9680824053836769e-13,5.4995588142694927e-15,2.0161419400378494e-17,1.5370104928191197e-17,2.294118618816222e-14,2.5424491554600269e-15,2.6792603168472297e-16,2.303620730697409e-17
1.2145490209155712e-09,0.5585238512598525,9.0713446559652141e-11,3.7928910798605303e-14,4.1124283301354349e-14,1.9796603113289786e-20,2.699885273374557e-16,0.0,0.0,4.8307992574306677e-08,8.1732955697978874e-13,154.0,0.0,0.99953072848251279,1.0,18.999961460720332,4.2488051258650526e-05,4.0081776945171074e-08,0.00013590211516510326,0.00017350505419459175,3.451010152641925e-05,3.7979072684179391e-05,7.7575208681166256e-11,5.1090728062669341e-07,4.3824623040236799e-05,6.2976213392266383e-13,3.4709317702927172e-07,4.7152231905763818e-08,8.959201111368986e-08,8.9535586324202319e-08,3.4228502552565059e-11,7.3546869959571945e-10,2.2195852752288793e-11,2.6002923484850675e-08,7.451457857994066e-17,7.1280697632386249e-17,7.1296085175016912e-17,8.5619795141072248e-10,3.1242704092333954e-13,5.6181781362801355e-15,2.0907512942879126e-17,1.6192466191735129e-17,2.4503686901816193e-14,2.7605667521196353e-15,2.9365894521334104e-16,2.5446348925314833e-17
1.265811584183174e-09,0.558523845809642,9.5905752280740885e-11,4.1564986892674899e-14,4.6429147563844712e-14,2.363952461475944e-20,3.1499360568441918e-16,0.0,0.0,5.2456541390222335e-08,9.6212588962179129e-13,154.0,0.0,0.9995109175710839,1.0,18.999959739746178,4.427952210076004e-05,4.0081065947983304e-08,0.0001415354592555224,0.00018082339264256089,3.5966996792536201e-05,3.9674202272271042e-05,8.0847277972503705e-11,5.3248048111845513e-07,4.5674829723806158e-05,6.578704685320189e-13,3.7699944404916788e-07,4.9626979936271622e-08,9.8720470353578152e-08,9.8658294320647317e-08,3.7716575117941493e-11,7.9146839836980916e-10,2.4458906450646938e-11,2.827452059839113e-08,9.4598782260520894e-17,9.0530966470014687e-17,9.0551397194967598e-17,9.6981102996314168e-10,3.4496146856286444e-13,5.855407257761417e-15,2.2440132688490201e-17,1.7931051087743802e-17,2.7869312723049676e-14,3.2410593582844598e-15,3.5099006787451881e-16,3.0881464773982627e-17
1.3119478911240164e-09,0.5585238409062468,1.0067095479811462e-10,4.5000371116876748e-14,5.1631753087942955e-14,2.757295052086274e-20,3.6037295934722927e-16,0.0,0.0,5.633616118253706e-08,1.1081554715716692e-12,154.0,0.0,0.99949308745177268,1.0,18.999958190886097,4.5891719497857443e-05,4.0080426036915571e-08,0.00014660490568296181,0.00018740956305585507,3.7278174438151882e-05,4.1199648840938981e-05,8.3791990463902068e-11,5.5189537347235767e-07,4.7339986388067974e-05,6.8316514976584976e-13,4.0497078255258924e-07,5.1857452572408644e-08,1.0733553302762529e-07,1.0726792909894828e-07,4.1008498808307913e-11,8.4316242479609415e-10,2.659475225454096e-11,3.0402438165443042e-08,1.1623113382503062e-16,1.1127493735238547e-16,1.1130103434936618e-16,1.0802631847153225e-09,3.7572634745423435e-13,6.0689026016038063e-15,2.3865696202930033e-17,1.960637628394803e-17,3.1187911146582178e-14,3.7279776564376319e-15,4.0987375657252031e-16,3.6546630008670278e-17
1.3580841980648588e-09,0.5585238360045525,1.0552318292267306e-10,4.8592304698119573e-14,5.7264626040813291e-14,3.1998317004817472e-20,4.1077255083269258e-16,0.0,0.0,6.0354013914138133e-08,1.2702012167983298e-12,154.0,0.0,0.99947525704953255,1.0,18.99995664204161,4.7503797191247309e-05,4.0079786112982532e-08,0.00015167381818513185,0.00019399541653426723,3.8589325468186459e-05,4.2724934198309706e-05,8.6736560823131816e-11,5.7130932875789818e-07,4.9005115281663104e-05,7.0845715782287683e-13,4.3394216964331111e-07,5.4090426612544945e-08,1.1632950800424925e-07,1.1625623734469342e-07,4.4445232286791247e-11,8.9604663574103939e-10,2.8824600926292101e-11,3.2609667157323547e-08,1.4170703719783285e-16,1.3571566281428646e-16,1.3574869623831936e-16,1.1987771639946058e-09,4.0790281309753345e-13,6.2823876409987393e-15,2.5335157918538087e-17,2.1390453907513274e-17,3.4798084886707784e-14,4.2711928333671109e-15,4.7636393438004693e-16,4.3031156816990523e-17
1.4042205050057011e-09,0.5585238311045589,1.1046219279439916e-10,5.2342910764549942e-14,6.3352243228951198e-14,3.6958527454387592e-20,4.6660307125160451e-16,0.0,0.0,6.4510087370464244e-08,1.4493924774533233e-12,154.0,0.0,0.99945742636470902,1.0,18.999955093212552,4.9115755187222029e-05,4.0079146176190759e-08,0.00015674219645417321,0.00020058095275583238,3.9900449882334403e-05,4.4250058249574833e-05,8.9680988906258093e-11,5.9072234602604359e-07,5.0670216437809645e-05,7.3374649113102892e-13,4.6391352182750883e-07,5.632547327044308e-08,1.2570278276862234e-07,1.2562360629557722e-07,4.8026923711154808e-11,9.5008733303190157e-10,3.1148548860585829e-11,3.4896424464539867e-08,1.7152509897086542e-16,1.6433507803221728e-16,1.6437653959927486e-16,1.3256354668132514e-09,4.4149617717205012e-13,6.4958623655111174e-15,2.6848637717946488e-17,2.3287117086800013e-17,3.8716976764291283e-14,4.8754970938239813e-15,5.5118659310211673e-16,5.0425527119914686e-17
1.4503568119465435e-09,0.5585238262062673,1.1548774070539267e-10,5.625430647311861e-14,6.9919836098912907e-14,4.2498749670536375e-20,5.2829833874371074e-16,0.0,0.0,6.8804369284293387e-08,1.6468969735881447e-12,154.0,0.0,0.9994395953976476,1.0,18.999953544398732,5.072759349207412e-05,4.0078506226559263e-08,0.00016181004018078846,0.00020716617139863763,4.1211547680290709e-05,4.5775020901334606e-05,9.2625274569356216e-11,6.1013442432791274e-07,5.2335289888770506e-05,7.5903314814154756e-13,4.9488475556411302e-07,5.8562230996396083e-08,1.3545567771536531e-07,1.3537035614084048e-07,5.1753695582483885e-11,1.0052517714342301e-09,3.3566675762866092e-11,3.7262926949960543e-08,2.0622591591285416e-16,1.9765610414881462e-16,1.9770773542458582e-16,1.4611205192327352e-09,4.7651152808618403e-13,6.7093267647058901e-15,2.8406255468458237e-17,2.5300199361936923e-17,4.2962188648220831e-14,5.5459528463763828e-15,6.351149282455041e-16,5.8827456535589712e-17
1.496493118887386e-09,0.5585238213096776,1.2059958318068463e-10,6.0328603014297087e-14,7.6993389834157435e-14,4.8666465589347861e-20,5.9631600480076561e-16,0.0,0.0,7.3236847336090679e-08,1.8639207827527221e-12,154.0,0.0,0.99942176414869333,1.0,18.999951995599982,5.2339312112096342e-05,4.0077866264106309e-08,0.00016687734905559943,0.00021375107214082229,4.2522618861750742e-05,4.7299822060267063e-05,9.556941766852589e-11,6.2954556271477846e-07,5.4000335665880912e-05,7.8431712730697138e-13,5.2685578726482243e-07,6.0800394885318362e-08,1.4558845671367005e-07,1.4549675057971458e-07,5.5625648785472978e-11,1.0615081316885138e-09,3.6079047277476049e-11,3.9709391448733224e-08,2.4639376974696444e-16,2.3624435235236268e-16,2.3630817539509992e-16,1.6055146743097728e-09,5.129537674993532e-13,6.9227808281498189e-15,3.0008131022004799e-17,2.7433534657945626e-17,4.7551772756381343e-14,6.2878993018012901e-15,7.2897087297648543e-16,6.8342258651252406e-17
1.5426294258282283e-09,0.5585238164147897,1.2579747704604163e-10,6.4567905618578654e-14,8.4599642454114812e-14,5.5511520751113075e-20,6.7113826003169763e-16,0.0,0.0,7.7807509154310672e-08,2.1017083295651244e-12,154.0,0.0,0.99940393261819216,1.0,18.999950446816122,5.3950911053581646e-05,4.0077226288835179e-08,0.00017194412276940577,0.00022033565466057767,4.3833663426410378e-05,4.8824461632891559e-05,9.8513418059905854e-11,6.4895576023806748e-07,5.5665353799574927e-05,8.0959842707725863e-13,5.5982653329411655e-07,6.3039707752207632e-08,1.5610133600936702e-07,1.5600300571785959e-07,5.9642865992730556e-11,1.1188254943201289e-09,3.8685717202102396e-11,4.2236034768206016e-08,2.9265831643397101e-16,2.8070982666546815e-16,2.8078817712026031e-16,1.7591002120386612e-09,5.5082764086799464e-13,7.1362245454133479e-15,3.1654384215105943e-17,2.9690957258480307e-17,5.2504223120027377e-14,7.1069589302545709e-15,8.3362660415712472e-16,7.9083214844819876e-17
1.5887657327690707e-09,0.558523811521604,1.3108117948482846e-10,6.8974313564488967e-14,9.2766083915170837e-14,6.3086173523135216e-20,7.5327253938352596e-16,0.0,0.0,8.251634231565799e-08,2.3615423752522976e-12,154.0,0.0,0.99938610080648904,1.0,18.999948898046984,5.556239032282319e-05,4.0076586300763859e-08,0.00017701036101290828,0.00022691991863614736,4.5144681373965923e-05,5.0348939525864429e-05,1.014572755996419e-10,6.6836501594935936e-07,5.7330344319411214e-05,8.3487704590458172e-13,5.9379690996926864e-07,6.5279952610096177e-08,1.6699449172808906e-07,1.6688929756578262e-07,6.380541453410835e-11,1.177173814184288e-09,4.1386729354229755e-11,4.4843073687853599e-08,3.4569626965177664e-16,3.3170862504862156e-16,3.3180418778816421e-16,1.9221593392930731e-09,5.9013776299113624e-13,7.349657906066566e-15,3.3345134868821777e-17,3.2076301779004012e-17,5.7838467204995592e-14,8.0090437836900063e-15,9.5000602102103091e-16,9.1171949205945005e-17
1.6349020397099131e-09,0.55852380663012,1.3645044808514711e-10,7.354992018795414e-14,1.0152095521339154e-13,7.1445144071846176e-20,8.4325222680692874e-16,0.0,0.0,8.736333434530707e-08,2.6447440071615587e-12,154.0,0.0,0.9993682687139297,1.0,18.999947349292373,5.7173749926114354e-05,4.0075946299914591e-08,0.00018207606347655575,0.00023350386374582731,4.6455672704114135e-05,5.1873255646147294e-05,1.0440099014389978e-10,6.8777332890038694e-07,5.8995307254097944e-05,8.6015298224616934e-13,6.2876683356035876e-07,6.7520946394158857e-08,1.7826806613540038e-07,1.7815576829500496e-07,6.8113348790682423e-11,1.2365238957439496e-09,4.4182119128385622e-11,4.7530724959207501e-08,4.0623307878438347e-16,3.8994463918966638e-16,3.9006048659866013e-16,2.094974189767449e-09,6.3088863913861023e-13,7.563080899680821e-15,3.5080502788717024e-17,3.4593403141432369e-17,6.3573857690684282e-14,9.0003616834149985e-15,1.0790861958562019e-15,1.0473880838512615e-16
1.6810383466507555e-09,0.5585238017403377,1.419050408792505e-10,7.8296812892747738e-14,1.1089324748869297e-13,8.064566308887738e-20,9.4163735937561061e-16,0.0,0.0,9.2348472717087273e-08,2.9526726282428789e-12,154.0,0.0,0.99935043634085918,1.0,18.999945800552126,5.8784989869748681e-05,4.0075306286288459e-08,0.00018714122985071934,0.00024008748966796589,4.7766637416552262e-05,5.3397409900846478e-05,1.0734456154889169e-10,7.0718069814303978e-07,6.0660242631517158e-05,8.8542623456172445e-13,6.647362202902863e-07,6.9762534676163616e-08,1.8992217290903749e-07,1.8980253150696541e-07,7.2566712210951803e-11,1.2968473690473135e-09,4.7071914807643361e-11,5.0299205305790384e-08,4.7504460140450194e-16,4.5617125289420321e-16,4.5631088589303448e-16,2.2778268239192112e-09,6.7308468270899289e-13,7.7764935158320609e-15,3.6860607764830656e-17,3.7246096549565937e-17,6.9730164401338569e-14,1.0087422278331977e-14,1.221898797042026e-15,1.1992324594547478e-16
1.727174653591598e-09,0.5585237968522567,1.4744471637662316e-10,8.3217073161805748e-14,1.2091270113025626e-13,9.0747520272338314e-20,1.0490153308605909e-15,0.0,0.0,9.7471744853641312e-08,3.2867259465019685e-12,154.0,0.0,0.99933260368762256,1.0,18.999944251826062,6.0396110160019936e-05,4.0074666259901312e-08,0.00019220585982590192,0.00024667079608096379,4.9077575510977935e-05,5.4921402197014264e-05,1.1028798967083457e-10,7.2658712272935915e-07,6.2325150478748206e-05,9.1069680130998804e-13,7.0170498633478286e-07,7.2004587190825855e-08,2.0195690160128486e-07,2.0182967669256944e-07,7.7165539017314836e-11,1.3581166663837975e-09,5.0056138673660485e-11,5.3148731423053211e-08,5.5295877050106516e-16,5.3119303930083239e-16,5.3136043120408232e-16,2.4709992289110605e-09,7.1673023007232811e-13,7.9898957440955851e-15,3.8685569571631823e-17,4.0038217463408305e-17,7.6327566386612006e-14,1.1277042977088066e-14,1.3795314845601516e-15,1.3687421089565433e-16
1.7733109605324403e-09,0.5585237919658763,1.5306923359174762e-10,8.8312776569254294e-14,1.3160980488304311e-13,1.018131125649854e-19,1.166001594761478e-15,0.0,0.0,1.0273313812656318e-07,3.6483399644241685e-12,154.0,0.0,0.99931477075456576,1.0,18.999942703114002,6.2007110803222098e-05,4.0074026220780204e-08,0.00019726995309276449,0.00025325378266327446,5.0388486987089319e-05,5.6445232441632103e-05,1.1323127436595891e-10,7.4599260171154154e-07,6.3990030822090583e-05,9.3596468094849878e-13,7.3967304782242499e-07,7.4246994043592333e-08,2.143723214216556e-07,2.1423727301247171e-07,8.190985565262965e-11,1.4203049995971118e-09,5.3134807947641857e-11,5.6079519978314748e-08,6.408572564776851e-16,6.1586745692292749e-16,6.1606710022792459e-16,2.6747733185530954e-09,7.6182955306702692e-13,8.2032875740471614e-15,4.0555507967988331e-17,4.2973601575023442e-17,8.338664414817583e-14,1.2576354757330465e-14,1.5531292783128742e-15,1.5575054009539034e-16
1.8194472674732827e-09,0.5585237870811967,1.5877835206723851e-10,9.3585992793055535e-14,1.430157949553135e-13,1.1390749214952968e-19,1.2932403667934128e-15,0.0,0.0,1.0813263985651767e-07,4.0389889683691943e-12,154.0,0.0,0.99929693754203364,1.0,18.999941154415776,6.3617991805649338e-05,4.0073386168924239e-08,0.00020233350934203493,0.00025983644909340363,5.169937184458497e-05,5.7968900541710245e-05,1.1617441549055137e-10,7.6539713414193995e-07,6.5654883687086185e-05,9.6122987193538172e-13,7.7864032083464825e-07,7.6489662512518285e-08,2.271684844269861e-07,2.2702537248514769e-07,8.6799682000167282e-11,1.4833863380398072e-09,5.6307935583896675e-11,5.9091787610702846e-08,7.3967712403583877e-16,7.1110654462529202e-16,7.1134350082616052e-16,2.8894309332444772e-09,8.0838686945946435e-13,8.4166689952683197e-15,4.2470542697143727e-17,4.6056084785682509e-17,9.0928372010247379e-14,1.3992807854202595e-14,1.7438958994975961e-15,1.7672135427896841e-16
1.8655835744141253e-09,0.5585237821982167,1.6457183189300324e-10,9.9038785628182256e-14,1.5516265412705001e-13,1.2709841420185114e-19,1.4314053268295364e-15,0.0,0.0,1.1367023731334329e-07,4.4601855179367464e-12,154.0,0.0,0.99927910405037135,1.0,18.999939605731207,6.5228753173596034e-05,4.007274610434535e-08,0.00020739652826446049,0.00026641879504990995,5.3010230083163929e-05,5.9492406404341582e-05,1.1911741290090198e-10,7.8480071907305961e-07,6.7319709098540747e-05,9.8649237273005881e-13,8.1860672140575823e-07,7.8732514359823611e-08,2.4034542820312908e-07,2.4019401266688373e-07,9.1835032409121713e-11,1.5473353871521914e-09,5.9575530936920306e-11,6.2185750931097412e-08,8.5041248400151281e-16,8.1787861558307534e-16,8.1815856810576444e-16,3.1152538399148526e-09,8.5640635166554199e-13,8.6300399973398294e-15,4.4430793486674089e-17,4.9289503181308693e-17,9.8974110631569877e-14,1.5534177330502765e-14,1.9530950853535113e-15,1.9996645743445381e-16
1.9117198813549677e-09,0.5585237773169368,1.7044943372207718e-10,1.046732130002299e-13,1.6808311085919295e-13,1.4145638440312453e-19,1.5812003202993032e-15,0.0,0.0,1.1934591771614037e-07,4.9134804353029199e-12,154.0,0.0,0.9992612702799244,1.0,18.999938057060103,6.6839394913356765e-05,4.0072106027076563e-08,0.00021245900955084581,0.00027300082021140468,5.4321061702525688e-05,6.1015749936669321e-05,1.2206026645330395e-10,8.0420335555756077e-07,6.8984507080544819e-05,1.011752181792725e-12,8.5957216552294515e-07,8.0975483570010756e-08,2.5390317812114885e-07,2.5374321890653809e-07,9.701591655741344e-11,1.6121275676479355e-09,6.2937600322633295e-11,6.5361626522074891e-08,9.7411614019393223e-16,9.3720995030496545e-16,9.3753926065868602e-16,3.3525237319657759e-09,9.0589213403050503e-13,8.8434005698415951e-15,4.6436380048456978e-17,5.267769300935737e-17,1.0754559965621638e-13,1.7208568531053654e-14,2.1820518776211679e-15,2.2567673927324305e-16
1.95785618829581e-09,0.5585237724373552,1.7641091878371412e-10,1.1049132697938016e-13,1.8181063840360354e-13,1.5705470621209817e-19,1.7433600590434422e-15,0.0,0.0,1.2515966823334813e-07,5.4004627945272658e-12,154.0,0.0,0.99924343623103795,1.0,18.999936508402307,6.8449917031226313e-05,4.0071465937115994e-08,0.00021752095289210422,0.00027958252425655191,5.5631866702370195e-05,6.2538931045840796e-05,1.2500297600411886e-10,8.2360504264826334e-07,7.0649277656494036e-05,1.0370092975837956e-12,9.0153656912629564e-07,8.3218514440328565e-08,2.6784174924205479e-07,2.6767300624906253e-07,1.0234234018010333e-10,1.677738995288203e-09,6.6394147492198468e-11,6.8619630937853881e-08,1.1119012313970282e-15,1.0701864887626397e-15,1.0705722560029904e-15,3.6015222292122722e-09,9.5684831893013064e-13,9.0567507023607887e-15,4.8487422078656302e-17,5.6224490657681149e-17,1.1666495050045054e-13,1.9024422423917312e-14,2.4321538851101325e-15,2.5405458052518146e-16
2.0039924952366525e-09,0.5585237675594719,1.8245604889417891e-10,1.1649517379464942e-13,1.9637945391369077e-13,1.7396952789860297e-19,1.9186508216259504e-15,0.0,0.0,1.3111147598281224e-07,5.9227599108305747e-12,154.0,0.0,0.99922560190405685,1.0,18.999934959757628,7.0060319533499639e-05,4.0070825834469433e-08,0.00022258235797926432,0.00028616390686406846,5.6942645082397836e-05,6.4061949639004757e-05,1.279455414097127e-10,8.4300577939813854e-07,7.2314020849108815e-05,1.062263718563632e-12,9.4449984810880572e-07,8.5461559966178431e-08,2.8216114792734058e-07,2.8198338104501458e-07,1.078143056852724e-10,1.7441464612272854e-09,6.994517403264606e-11,7.1959980704242049e-08,1.2649428684859953e-15,1.21795552166326e-15,1.2184056452622361e-15,3.8625308778244018e-09,1.0092789818935147e-12,9.2700903844839744e-15,5.0584039257678554e-17,5.9933732631043343e-17,1.2635463927304982e-13,2.0990520830888627e-14,2.7048525207887182e-15,2.8531426080910442e-16
2.050128802177495e-09,0.5585237626832867,1.8858458646558451e-10,1.2268679384837398e-13,2.1182451755565299e-13,1.9227988933922348e-19,2.1078711531031274e-15,0.0,0.0,1.3720132803184437e-07,6.4820373298434105e-12,154.0,0.0,0.99920776729932692,1.0,18.999933411125902,7.1670602426471971e-05,4.0070185719176848e-08,0.00022764322450344768,0.00029274496771272441,5.8253396842309454e-05,6.5584805623337044e-05,1.3088796252643899e-10,8.6240556486031152e-07,7.3978736680453607e-05,1.0875154431929383e-12,9.8846191831639504e-07,8.7704580477716499e-08,2.9686137319896145e-07,2.9667434230966656e-07,1.1343181267409249e-10,1.8113274129137408e-09,7.3590679705171368e-11,7.5382892318583729e-08,1.4344797667485927e-15,1.3817273808919133e-15,1.3822506271099613e-15,4.1358311502686928e-09,1.063188175897307e-12,9.483419605794894e-15,5.2726351250139696e-17,6.3809255528794758e-17,1.3663749982664556e-13,2.3115991549524422e-14,3.0016642138180639e-15,3.1968236884266761e-16
2.1424014160591797e-09,0.5585237529360066,2.010909366570322e-10,1.3564148623577723e-13,2.4548693963671076e-13,2.3341812754237501e-19,2.5314602288729906e-15,0.0,0.0,1.497951130454878e-07,7.718386345782501e-12,154.0,0.0,0.9991720972579996,1.0,18.999930313900574,7.4890809409695324e-05,4.0068905450652404e-08,0.00023776334062781027,0.00030590612284879846,6.0874820500590316e-05,6.8630029394388018e-05,1.3677237131903409e-10,9.0120227813485268e-07,7.7308086344420382e-05,1.138010797246424e-12,1.0793820955551777e-06,9.2190418186519131e-08,3.274042691413607e-07,3.2719798987575269e-07,1.2510343786300805e-10,1.9479227352824751e-09,8.1165119916809828e-11,8.2477266937878571e-08,1.8283219780678782e-15,1.7624462462627754e-15,1.7631458574322532e-15,4.7204320876493554e-09,1.1754582756707735e-12,9.9100466243498816e-15,5.7148538254809472e-17,7.2074490849478245e-17,1.5907581992993316e-13,2.7883320719734995e-14,3.6740246089516603e-15,3.9871424900591466e-16
2.2346740299408645e-09,0.5585237431955095,2.1392808081096183e-10,1.4937161138825767e-13,2.830924124947406e-13,2.8116133496669874e-19,3.0211875328669045e-15,0.0,0.0,1.6294091880396259e-07,9.1235984051474104e-12,154.0,0.0,0.99913642610981679,1.0,18.999927216724917,7.8110538031261941e-05,4.0067625131653214e-08,0.00024788129879594841,0.00031906598709599462,6.3496137674828653e-05,7.1674601617122309e-05,1.4265620123345932e-10,9.3999517490003473e-07,8.0637326812482235e-05,1.188495347442653e-12,1.1742964266689395e-06,9.6675817530461301e-08,3.5947032172799367e-07,3.5924383361249462e-07,1.3735717143711334e-10,2.0873569762522526e-09,8.9117439469582188e-11,8.9904486203270674e-08,2.304671397848147e-15,2.2233507489970659e-15,2.224274012049281e-15,5.357575344783183e-09,1.2936907135713515e-12,1.0336631674761619e-14,6.1754940092927904e-17,8.1050890525279371e-17,1.8416948064627873e-13,3.3406539712169089e-14,4.4627113163488386e-15,4.9322482703570563e-16
