Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403)
5.938644609196017e-11,1.0660370413547675,2.7241218930590784e-07,2.1249117619159489e-11,2.1241144743428023e-11,1.3403731521398441e-18,7.9841168396389556e-15,0.0,0.0,2.2400390427658694e-08,1.9969778639080568e-14,154.0,0.0,0.97172914369943997,1.0,18.999994232440464,0.00015209487831360983,0.00013919854215672082,0.00048043396522295663,0.00048977064661841533,0.007693572732843202,5.5446993318304547e-06,3.3644535426785207e-11,2.0028613380362447e-07,0.01930609888403504,3.1740184688939388e-14,2.4416429453325155e-07,2.1659410376099378e-06,1.5315268958283791e-06,1.5314081541224136e-06,1.1874170596563611e-10
6.201226912746672e-11,1.0660370409014825,2.8429788236906625e-07,2.316084007618445e-11,2.3151773255806084e-11,1.5710060903342263e-18,9.0800537103994309e-15,0.0,0.0,2.4211226358816193e-08,2.324269182071536e-14,154.0,0.0,0.97049845892660436,1.0,18.999993960752789,0.00015871754305830653,0.00013902575655744346,0.00050085232625968104,0.00051078479994098533,0.0080301885553838055,5.8059105248997695e-06,3.5088091842426044e-11,2.0893416248251763e-07,0.020151664424619912,3.3235467217618155e-14,2.6578771800006388e-07,2.3118968101109201e-06,1.7151032384827679e-06,1.7149702448911262e-06,1.3299359164166485e-10
6.437550985942263e-11,1.0660370405606292,2.9498413278064438e-07,2.4951148873613849e-11,2.494101659964823e-11,1.8026170919130723e-18,1.0147513685447174e-14,0.0,0.0,2.5898969643785376e-08,2.6513346344898418e-14,154.0,0.0,0.96939222055541951,1.0,18.99999371691435,0.00016467061014947015,0.00013887044292291056,0.0005191723325173634,0.00052965206674287547,0.0083327600997829213,6.0402799955799897e-06,3.6384168960483163e-11,2.1669867504647822e-07,0.020911775596100798,3.4577096458876023e-14,2.8600013675816925e-07,2.4446713373146966e-06,1.8906098004892447e-06,1.8904631803775618e-06,1.4662011168317498e-10
6.673875059137853e-11,1.0660370402839348,3.0566012442123899e-07,2.6807478857616229e-11,2.6796201631672602e-11,2.0586322644825341e-18,1.129468907489403e-14,0.0,0.0,2.7641487800388777e-08,3.0112776423649017e-14,154.0,0.0,0.96828728589158386,1.0,18.999993473719492,0.00017061674039956615,0.00013871531227584852,0.00053743893091699432,0.00054847635905754184,0.0086349695336209748,6.2739679649269402e-06,3.7677293934205125e-11,2.2444550185750435e-07,0.021671037245228123,3.5914824500394368e-14,3.0692090937803828e-07,2.5786545284370036e-06,2.0759602991777526e-06,2.0757992872109541e-06,1.6101196679856596e-10
6.910199132333444e-11,1.0660370400719055,3.1632589559533209e-07,2.8729766737821255e-11,2.8717262322964022e-11,2.3406716979294858e-18,1.2524333235012103e-14,0.0,0.0,2.9438622988246474e-08,3.4061668390423549e-14,154.0,0.0,0.96718365330326239,1.0,18.999993231167,0.00017655594198145744,0.00013856036438694672,0.00055565225222497649,0.00056725777642669447,0.008936817283949813,6.5069757523177812e-06,3.8967473600994896e-11,2.3217468388088498e-07,0.022429450372860243,3.7248658894874894e-14,3.2854673186047622e-07,2.713729177226208e-06,2.2712395572572289e-06,2.271063381484199e-06,1.7617577303015662e-10
7.146523205529034e-11,1.0660370399250012,3.2698148237065046e-07,3.071794945373385e-11,3.0704132886716189e-11,2.6504039223770154e-18,1.3839187747215438e-14,0.0,0.0,3.1290217600578908e-08,3.8381267831558994e-14,154.0,0.0,0.96608132116087819,1.0,18.999992989255563,0.00018248822305779022,0.00013840559902720962,0.00057381242676102684,0.00058599641815590821,0.0092383037772882214,6.7393047992520357e-06,4.0254714782984434e-11,2.3988626198472276e-07,0.023187015978599072,3.8578607894038035e-14,3.508743126577648e-07,2.8497865048633879e-06,2.4765240603365778e-06,2.4763319428399246e-06,1.9211749665358762e-10
7.382847278724625e-11,1.0660370398436299,3.3762691873783931e-07,3.2771964161382243e-11,3.2756747764836198e-11,2.989545619934931e-18,1.5241982458947356e-14,0.0,0.0,3.3196114276721824e-08,4.3093373617083377e-14,154.0,0.0,0.96498028783710776,1.0,18.999992747983754,0.00018841359178100808,0.00013825101596795839,0.00059191958444668039,0.00060469238331520292,0.0095394294396226615,6.9709566223347172e-06,4.1539024286107536e-11,2.4758027694017427e-07,0.023943735060791994,3.990468017954672e-14,3.739003726287119e-07,2.9867255582802416e-06,2.6918825575285098e-06,2.6916737150275235e-06,2.0884250098604085e-10
7.619171351920215e-11,1.0660370398281573,3.4826223675861788e-07,3.4891748220929249e-11,3.4875041615512991e-11,3.3598613375501254e-18,1.673543552387275e-14,0.0,0.0,3.5156155912906051e-08,4.822033197059873e-14,154.0,0.0,0.9638805517068777,1.0,18.999992507350139,0.00019433205629336642,0.00013809661498083434,0.00060997385483747054,0.00062334577073962238,0.0098401946964079921,7.2019327825107941e-06,4.2820408898939193e-11,2.5525676942168996e-07,0.024699608616533718,4.1226884686957176e-14,3.9762164499386496e-07,3.1244526518930313e-06,2.9173766187202926e-06,2.9171502631304756e-06,2.2635558981728287e-10
7.855495425115806e-11,1.066037039878908,3.5888746670344543e-07,3.7077239185160708e-11,3.7058949301663612e-11,3.763163200917324e-18,1.832225344143335e-14,0.0,0.0,3.7170185671569785e-08,5.3785030577218172e-14,154.0,0.0,0.96278211114736145,1.0,18.999992267353242,0.000200243624726946,0.00013794239583779381,0.0006279753671421354,0.00064195667902981009,0.010140599972568215,7.4322348672117016e-06,4.4098875395120693e-11,2.6291578000725104e-07,0.0254546376416682,4.2545230503368016e-14,4.2203487529088681e-07,3.2628808488748733e-06,3.1530611523790541e-06,3.1528164913312889e-06,2.4466104776495544e-10
8.091819498311396e-11,1.0660370399961696,3.6950263717911597e-07,3.9328374788816111e-11,3.9308405880222349e-11,4.2013106294765812e-18,2.0005131095787572e-14,0.0,0.0,3.9238046989483036e-08,5.9810892730446213e-14,154.0,0.0,0.96168496453797581,1.0,18.999992027991567,0.00020614830520366724,0.00013778835831110666,0.00064592425023306797,0.00066052520655258528,0.010440645692497202,7.6618644812021585e-06,4.53744305325679e-11,2.705573491786082e-07,0.026208823130790457,4.3859726815088127e-14,4.4713682133009417e-07,3.4019294803767571e-06,3.3989848854731049e-06,3.3987211227954278e-06,2.6376267767736966e-10
8.328143571506987e-11,1.0660370401801937,3.801077752472422e-07,4.1645092938681228e-11,4.1623346592192249e-11,4.6762100524734146e-18,2.1786751794188237e-14,0.0,0.0,4.1359583585092995e-08,6.6321871517351389e-14,154.0,0.0,0.96058911026037674,1.0,18.999991789263603,0.00021204610583530436,0.00013763450217336054,0.0006638206326538029,0.00067905145144151705,0.010740332280059404,7.8908232403476693e-06,4.6647081051425486e-11,2.7818151732151853e-07,0.026962166077248481,4.5170382872078371e-14,4.729242531501575e-07,3.5415236990828508e-06,3.6551908091105778e-06,3.654907145275214e-06,2.8366383536447243e-10
8.564467644702577e-11,1.0660370404311998,3.9070290653432599e-07,4.4027331704384112e-11,4.4003706853400936e-11,5.1898146260818718e-18,2.3669787304836578e-14,0.0,0.0,4.3534639465258912e-08,7.3342444042008946e-14,154.0,0.0,0.95949454669845591,1.0,18.999991551167849,0.00021793703472349911,0.00013748082719745836,0.0006816646426255885,0.0006975355115974957,0.011039660158590618,8.1191127662597493e-06,4.7916833677171669e-11,2.8578832472598122e-07,0.027714667473145035,4.6477207957102683e-14,4.993939529739618e-07,3.6815940644565881e-06,3.9217165925323756e-06,3.9214122250705138e-06,3.0436746186249761e-10
8.800791717898168e-11,1.0660370407493773,4.0128805533405201e-07,4.6475029309841744e-11,4.6449422245906974e-11,5.7441239515859522e-18,2.5656897894247454e-14,0.0,0.0,4.5763058931395817e-08,8.0897605687047421e-14,154.0,0.0,0.9584012722383376,1.0,18.999991313702786,0.00022382109995977505,0.00013732733315661479,0.00069945640805266066,0.00071597748468930369,0.011338629750898685,8.3467346822022624e-06,4.9183695120185206e-11,2.9337781158647359e-07,0.028466328309339504,4.778021136234161e-14,5.2654271516462509e-07,3.8220761572906162e-06,4.1985949678436075e-06,4.1982690917301889e-06,3.2587611341811596e-10
9.037115791093758e-11,1.066037041134887,4.1186324470229439e-07,4.8988124125315724e-11,4.8960428510016372e-11,6.3411837946239328e-18,2.7750732364152418e-14,0.0,0.0,4.8044686585024769e-08,8.901286441336596e-14,154.0,0.0,0.95730928526837511,1.0,18.999991076866923,0.0002296983096255511,0.00013717401982435922,0.00071719605652563294,0.00073437746815418516,0.011637241479264218,8.5736906108491685e-06,5.0447672072493635e-11,3.0095001800218563e-07,0.029217149575449717,4.9079402376750077e-14,5.5436734618167709e-07,3.9629102217099385e-06,4.485854087332494e-06,4.4855058953431589e-06,3.481919893361846e-10
9.273439864289349e-11,1.0660370415878657,4.2242849654532971e-07,5.1566554660036346e-11,5.1536661536867452e-11,6.9830858054961735e-18,2.9953928087967572e-14,0.0,0.0,5.0379367332792911e-08,9.7714235097967533e-14,154.0,0.0,0.95621858417914696,1.0,18.999990840658739,0.00023556867179215572,0.00013702088697453623,0.0007348837153235199,0.00075273555919841341,0.011935495765441338,8.7999821733759463e-06,5.1708771211629917e-11,3.0850498397725353e-07,0.029967132259853726,5.0374790280607934e-14,5.8286466453739634e-07,4.1040408327712251e-06,4.7835178552305015e-06,4.7831465382726667e-06,3.7131695783556537e-10
9.509763937484939e-11,1.066037042108424,4.3298383170174427e-07,5.4210259555353703e-11,5.4178057361543459e-11,7.6719672405364316e-18,3.2269111046852803e-14,0.0,0.0,5.2766946391053143e-08,1.0702823390980394e-13,154.0,0.0,0.95512916736345288,1.0,18.999990605076732,0.0002414321945208409,0.00013686793438130103,0.00075251951141534984,0.00077105185479785709,0.012233393030658398,9.0256109889332152e-06,5.2966999200944116e-11,3.1604274942099399e-07,0.030716277349691647,5.1666384342514314e-14,6.1203150075330435e-07,4.2454165878189218e-06,5.091606235749168e-06,5.0912109831691112e-06,3.9525258005606451e-10
9.74608801068053e-11,1.0660370426966521,4.4352927001850677e-07,5.6919177578376891e-11,5.6884552156673532e-11,8.4100106845450411e-18,3.4698895865388134e-14,0.0,0.0,5.5207269290062703e-08,1.1698187272346652e-13,154.0,0.0,0.95404103321631151,1.0,18.999990370119399,0.00024728888586279585,0.00013671516181912075,0.00077010357146184384,0.00078932645169854502,0.012530933695618694,9.2505786740306325e-06,5.4222362684700569e-11,3.2356335414813691e-07,0.031464585830867434,5.2954193816157563e-14,6.4186469731681891e-07,4.3869898198202346e-06,5.4101355391684888e-06,5.4097155390361351e-06,4.2000013235481871e-10
9.98241208387612e-11,1.0660370433526185,4.5406483042163217e-07,5.9693247616065466e-11,5.9656082226486153e-11,9.1994437742834625e-18,3.7245885846890386e-14,0.0,0.0,5.7700181877821604e-08,1.276026535705729e-13,154.0,0.0,0.95295418013495548,1.0,18.999990135785232,0.00025313875385916089,0.00013656256906277646,0.0007876360218170347,0.00080755944641722958,0.012828118180501193,9.4748868419533175e-06,5.5474868292646577e-11,3.3106683787905664e-07,0.032212058688050653,5.4238227936673025e-14,6.7236110863806173e-07,4.5287163310804287e-06,5.7391186875733663e-06,5.73867312694635e-06,4.4556062701654226e-10
9.999999999999999e-11,1.0660370440763725,4.548485226570684e-07,5.9902305017674524e-11,5.9864945857880095e-11,9.260312788824849e-18,3.7440197843362458e-14,0.0,0.0,5.7887809914843769e-08,1.2842052609527634e-13,154.0,0.0,0.95287334458157369,1.0,18.999990118370281,0.00025357384525230439,0.00013655121985424898,0.00078893877720530932,0.00080891473761378785,0.012850221274455729,9.491554176393881e-06,5.556796927931005e-11,3.3162458526898326e-07,0.03226765438269074,5.4333638756162067e-14,6.7465716829683055e-07,4.5392690008009511e-06,5.7640208009309479e-06,5.7635733054937162e-06,4.4749543723294577e-10
1.0218736157071711e-10,1.0660370440763725,4.6459053098181518e-07,6.2532408669741372e-11,6.2492584001283811e-11,1.0042538923030616e-17,3.9912673008390819e-14,0.0,0.0,6.0245530323562944e-08,1.3891856312871735e-13,154.0,0.0,0.95186860651882899,1.0,18.999989902072745,0.00025898180654104129,0.00013641015588735948,0.00080511698852960901,0.00082575093524194757,0.013124946904961261,9.6985371024363445e-06,5.6724522641642358e-11,3.3855324024000448e-07,0.032958696904678272,5.5518495918713506e-14,7.0351760100682361e-07,4.6705551459055088e-06,6.0785654616694471e-06,6.0780935268379577e-06,4.7193483148919833e-10
1.0455060230267301e-10,1.0660370448679461,4.7510638897538544e-07,6.5436599849992228e-11,6.5393994032308988e-11,1.0941613046201511e-17,4.2701838115292805e-14,0.0,0.0,6.2843161120919053e-08,1.5095806724785416e-13,154.0,0.0,0.9507843107695837,1.0,18.99998966898044,0.00026481805192952139,0.00013625792206827059,0.00082254659734397643,0.00084390101423258222,0.013421420288131362,9.9215310615861965e-06,5.7971332328587237e-11,3.4602260076333961e-07,0.033704501462956421,5.6795006956433709e-14,7.3533105254968474e-07,4.8124682808931583e-06,6.4284827299955982e-06,6.4279836067093513e-06,4.9912328624774889e-10
1.0691384303462892e-10,1.0660370457273554,4.8561242094091438e-07,6.8405760371938125e-11,6.8360248986974056e-11,1.1899027288028382e-17,4.5615950715727569e-14,0.0,0.0,6.5492921090795693e-08,1.6375010551396038e-13,154.0,0.0,0.9497012912910755,1.0,18.99998943650683,0.00027064749803567791,0.00013610586738122262,0.00083992497370125052,0.00086200977922142009,0.013717538748621801,1.0143870321874428e-05,5.921530393551024e-11,3.5347495888775775e-07,0.034449473343862155,5.8067770223108074e-14,7.6779835318728972e-07,4.9544205316038062e-06,6.7888746617792684e-06,6.7883475354578849e-06,5.2712632138310426e-10
1.0927708376658482e-10,1.0660370466545999,4.9610864273178693e-07,7.1439829550835712e-11,7.1391285644428934e-11,1.2917186749303831e-17,4.8657569174624787e-14,0.0,0.0,6.8194657383982583e-08,1.7732408584980422e-13,154.0,0.0,0.94861954648936075,1.0,18.999989204650429,0.00027647015286059383,0.00013595399160223833,0.00085725224274025365,0.00088007732581371016,0.014013302704521419,1.0365556482087447e-05,6.0456444033343307e-11,3.6091035395852242e-07,0.035193613527145187,5.933679487065206e-14,8.0091640459177653e-07,5.0963792744341772e-06,7.159742924610519e-06,7.1591869805385103e-06,5.559440720079165e-10
1.1164032449854073e-10,1.066037047649666,5.0659506956502852e-07,7.4538746797995569e-11,7.4487040891442106e-11,1.399854021618543e-17,5.1829240707514127e-14,0.0,0.0,7.0948217483518038e-08,1.9170987915263552e-13,154.0,0.0,0.94753907477269328,1.0,18.999988973409756,0.00028228602439537247,0.00013580229450764819,0.00087452852929853378,0.00089810374938821861,0.014308712573398325,1.0586591137247798e-05,6.1694759172098128e-11,3.6832882522769372e-07,0.035936922991329674,6.0602090029783391e-14,8.3468212014436053e-07,5.2383142825997936e-06,7.5410868680268483e-06,7.5405012915342844e-06,5.8557649256433262e-10
1.1400356523049663e-10,1.066037048712527,5.1707171606665269e-07,7.7702451616990374e-11,7.7647451718572619e-11,1.5145579890061378e-17,5.5133501414071898e-14,0.0,0.0,7.3753449206822483e-08,2.0693781396861846e-13,154.0,0.0,0.94645987455152036,1.0,18.999988742783334,0.00028809512062115091,0.00013565077587409229,0.00089175395791333168,0.00091608914509778408,0.014603768772300603,1.0806975878567545e-05,6.2930255886037868e-11,3.7573041185435581e-07,0.03667940271371592,6.1863664809387064e-14,8.6909242489307037e-07,5.3801975552205474e-06,7.9329036940133551e-06,7.9322876706432434e-06,6.1602337011198002e-10
1.1636680596245254e-10,1.0660370498431437,5.2753859631377908e-07,8.0930883600133e-11,8.0872455216612678e-11,1.6360841118476745e-17,5.8572876311426353e-14,0.0,0.0,7.6610200707615606e-08,2.2303867120382696e-13,154.0,0.0,0.94538194423847888,1.0,18.999988512769686,0.00029389744950911395,0.00013549943547852,0.0009089286528224861,0.00093403360786986991,0.014898471717757026,1.1026712293449799e-05,6.4162940700735502e-11,3.8311515290484432e-07,0.037421053670382128,6.3121528296137364e-14,9.0414425551063696e-07,5.5220031585809465e-06,8.3351886153454075e-06,8.3345413310087394e-06,6.4728433666846314e-10
1.1873004669440843e-10,1.0660370510414663,5.3799572387374765e-07,8.4223982425205866e-11,8.416198857328133e-11,1.7646902127119761e-17,6.2149879367234046e-14,0.0,0.0,7.9518320477635163e-08,2.4004367887161821e-13,154.0,0.0,0.94430528224839316,1.0,18.999988283367344,0.0002996930190205073,0.00013534827309818711,0.0009260527379653065,0.0009519372324071168,0.015192821825777761,1.1245801965508272e-05,6.5392820119916857e-11,3.9048308735297548e-07,0.038161876836186118,6.437568955544114e-14,9.3983456025253344e-07,5.6637070787011571e-06,8.7479350026364651e-06,8.7472556437557976e-06,6.7935888066960022e-10
1.2109328742636434e-10,1.066037052307434,5.484431118404458e-07,8.7581687852423329e-11,8.7515989070151524e-11,1.9006383752867399e-17,6.5867013532538593e-14,0.0,0.0,8.2477657348172263e-08,2.5798450687619183e-13,154.0,0.0,0.94322988699827071,1.0,18.999988054574839,0.00030548183710665182,0.00013519728851065692,0.00094312633698344361,0.00096980011318789226,0.015486819511855102,1.146424647457622e-05,6.6619900629890817e-11,3.9783425408027165e-07,0.038901873184767059,6.5626157631144157e-14,9.7616029891516896e-07,5.8052870844125807e-06,9.1711345208961677e-06,9.170422274538555e-06,7.1224635761212532e-10
1.2345652815832024e-10,1.0660370536409765,5.5888077286804453e-07,9.1003939721610409e-11,9.0934394079793687e-11,2.0441949177889118e-17,6.9726770774423234e-14,0.0,0.0,8.5488060491437462e-08,2.7689326183213876e-13,154.0,0.0,0.94215575690729814,1.0,18.999987826390708,0.00031126391170895696,0.00013504648149380055,0.00096014957322175759,0.0009876223444668388,0.015780465190964158,1.1682047396703789e-05,6.7844188711417897e-11,4.0516869187618516e-07,0.039641043688547178,6.6872941544837643e-14,1.0131184427942317e-06,5.946722600187622e-06,9.6047772563480014e-06,9.6040313103480672e-06,7.4594599993727733e-10
1.2818300962223205e-10,1.0660370565104624,5.7972696270425931e-07,9.8041842528176685e-11,9.7964167567385075e-11,2.3552194295554944e-17,7.7884067630539739e-14,0.0,0.0,9.1661463996325682e-08,3.1774513186627576e-13,154.0,0.0,0.94001128589042982,1.0,18.99998737184174,0.00032280786217821092,0.00013474539928512216,0.00099404544925948014,0.0010231452344224793,0.016366702185596237,1.2115724765438689e-05,7.0284413402887801e-11,4.1978753537268897e-07,0.041116911045319407,6.9355492866511309e-14,1.088919888632269e-06,6.2290854586919461e-06,1.0503345507125908e-05,1.0502529728977897e-05,8.1577814801135294e-10
1.3243684293975267e-10,1.066037059323229,5.9845538642842907e-07,1.0459610190012026e-10,1.0451060063480873e-10,2.6639196192013004e-17,8.5738181390236554e-14,0.0,0.0,9.7390667718714892e-08,3.5815297889918117e-13,154.0,0.0,0.93808557300533335,1.0,18.999986964813697,0.00033317443435157775,0.00013447503036687858,0.0010243807283353082,0.0010549777550875889,0.016893115769400058,1.2503849063591925e-05,7.2471130151416822e-11,4.3288766883292643e-07,0.042442377007679673,7.157727928850529e-14,1.1592738657415577e-06,6.4825413661092203e-06,1.1347644938382408e-05,1.1346763543604783e-05,8.8139477762493005e-10
1.3669067625727328e-10,1.0660370623534818,6.1715247465486739e-07,1.1135855951368773e-10,1.1126473423929065e-10,3.0016034935090883e-17,9.4092650373819457e-14,0.0,0.0,1.0328299618557762e-07,4.0221565129168977e-13,154.0,0.0,0.93616393475034265,1.0,18.999986559734207,0.00034351928069053259,0.00013420523333703411,0.0010545547367874347,0.0010866800270472625,0.017418395280756557,1.2889912478496238e-05,7.4648899426857314e-11,4.4593419962479576e-07,0.043765182300555212,7.3787268349163361e-14,1.2316302545514418e-06,6.7352731789096274e-06,1.2225565648908273e-05,1.2224616022743009e-05,9.4962616526200774e-10
1.409445095747939e-10,1.0660370656005433,6.3581828893100226e-07,1.1832886708827443e-10,1.1822620611837555e-10,3.3699738681330523e-17,1.0296161480699341e-13,0.0,0.0,1.0933758222385761e-07,4.5013551576300262e-13,154.0,0.0,0.93424636198451894,1.0,18.999986156594854,0.00035384244715278311,0.00013393600691115931,0.0010845681833408778,0.001118252591976888,0.017942543121193501,1.3273924065893457e-05,7.6817758422757132e-11,4.5892735066891411e-07,0.045085332551334276,7.5985511888496101e-14,1.3059718020181056e-06,6.9872070145748813e-06,1.3137006444361322e-05,1.3135985979907866e-05,1.0204644534618906e-09
1.451983428923145e-10,1.06603706906369,6.5445288816330375e-07,1.2550667701381493e-10,1.2539465479694823e-10,3.7707759264465621e-17,1.1235910215337186e-13,0.0,0.0,1.155535623012595e-07,5.0211912243958306e-13,154.0,0.0,0.93233284558953267,1.0,18.999985755387279,0.00036414397959307158,0.00013366734980801065,0.0011144217736699109,0.0011496959892465784,0.01846556168686583,1.3655892842528782e-05,7.8977744199113461e-11,4.7186734393722115e-07,0.046402833374765431,7.8172061521531581e-14,1.3822813725410036e-06,7.2382789248183973e-06,1.4081856978679121e-05,1.408076307760773e-05,1.0939010713939918e-09
1.4945217620983512e-10,1.066037072742143,6.7305632894759528e-07,1.3289164232314775e-10,1.3276971955896412e-10,4.2057967349133287e-17,1.222990277035733e-13,0.0,0.0,1.2193007653194282e-07,5.5837711289256297e-13,154.0,0.0,0.93042337646959694,1.0,18.999985356103139,0.00037442392376342868,0.00013339926074951749,0.001144116210412697,0.0011810107559313068,0.01898745336856884,1.4035827786318748e-05,8.112889366577305e-11,4.8475440045715032e-07,0.047717690372989237,8.0346968640591175e-14,1.4605419472008104e-06,7.4884336498971558e-06,1.5059998994762711e-05,1.5058829067931165e-05,1.1699268315513264e-09
1.5370600952735573e-10,1.0660370766350862,6.9162866585782138e-07,1.4048341666785076e-10,1.4035104042265653e-10,4.6768647620602266e-17,1.3279519515977411e-13,0.0,0.0,1.2846626867951905e-07,6.1912412934554675e-13,154.0,0.0,0.92851794555140599,1.0,18.999984958734149,0.00038468232531342758,0.00013313173846077062,0.0011736521931856815,0.0012121974268209919,0.019508220551751436,1.4413737836537452e-05,8.3271243535889348e-11,4.9758874031578376e-07,0.049029909135569739,8.2510284419498173e-14,1.5407366230023911e-06,7.7376235294469034e-06,1.6071307408866031e-05,1.6070058876851769e-05,1.2485320142631725e-09
1.5795984284487635e-10,1.066037080741666,7.101699516988648e-07,1.4828165429707986e-10,1.4813825811875081e-10,5.1858494009461029e-17,1.4386129721607417e-13,0.0,0.0,1.3516128615772379e-07,6.8457872501421592e-13,154.0,0.0,0.92661654378406921,1.0,18.999984563272061,0.00039491922979043595,0.00013286478167001914,0.0012030304185977579,0.0012432565344305372,0.020027865616529264,1.4789631894011478e-05,8.540483039419979e-11,5.1037058266397878e-07,0.050339495239525849,8.4662059809989671e-14,1.6228486121226308e-06,7.985807548765155e-06,1.7115651259737153e-05,1.7114321553295491e-05,1.329706441667092e-09
1.6221367616239696e-10,1.0660370850610001,7.2868023772646469e-07,1.5628601003915555e-10,1.5613101407143073e-10,5.7346604951974449e-17,1.5551091613479e-13,0.0,0.0,1.4201428002896879e-07,7.5496327559225831e-13,154.0,0.0,0.92471916213904914,1.0,18.999984169708643,0.00040513468263986833,0.00013259838910865935,0.001232251580264255,0.0012741886090098227,0.020546390937697816,1.5163518821306067e-05,8.7529690690689177e-11,5.2310014572047862e-07,0.051646454249362692,8.6802345543452545e-14,1.7068612411632205e-06,8.2329505090385516e-06,1.8192894533999399e-05,1.8191481094457358e-05,1.4134395420357099e-09
1.6646750947991757e-10,1.0660370895921776,7.4715957383954646e-07,1.6449613928545297e-10,1.6432895038161325e-10,6.3252478685384442e-17,1.6775752431899697e-13,0.0,0.0,1.4902440500112717e-07,8.3050389185418784e-13,154.0,0.0,0.92282579161009648,1.0,18.999983778035713,0.00041532872920543759,0.00013233255951122197,0.0012613163688207603,0.0013049941785536528,0.021063798884745515,1.5535407442899379e-05,8.9645860666271905e-11,5.3577764677601022e-07,0.052950791717102673,8.8931192136966214e-14,1.7927579504082755e-06,8.4790223015194548e-06,1.9302896887739697e-05,1.9301397167333689e-05,1.4997204060144331e-09
1.707213427974382e-10,1.0660370943342667,7.656080087488008e-07,1.7291169797627497e-10,1.7273170981220937e-10,6.9596008578002022e-17,1.8061448488152997e-13,0.0,0.0,1.561908194228059e-07,9.1143033336216599e-13,154.0,0.0,0.92093642321318825,1.0,18.999983388245113,0.00042550141472940507,0.00013206729161536777,0.0012902254719367827,0.0013356737688116575,0.021580091821866796,1.5905306545353891e-05,9.1753376435836531e-11,5.4840330219735775e-07,0.054252513182316588,9.1048649888502101e-14,1.8805222930867687e-06,8.7239972711864868e-06,2.0445514278749694e-05,2.0443925740913801e-05,1.588537835895782e-09
1.749751761149588e-10,1.0660370992863175,7.8402559012458373e-07,1.8153234258845085e-10,1.8133893577511453e-10,7.6397478493807096e-17,1.9409505221061767e-13,0.0,0.0,1.6351268527730952e-07,9.9797592326180194e-13,154.0,0.0,0.91905104798646375,1.0,18.99998300032874,0.00043565278435283065,0.00013180258416187941,0.0013189795743292808,0.0013662279032981455,0.022095272107975041,1.6273224877490935e-05,9.3852273999391491e-11,5.6097732743141265e-07,0.055551624172154535,9.3154768877455979e-14,1.9701379346397197e-06,8.9678536583133365e-06,2.1620599520979244e-05,2.1618919640590417e-05,1.6798803888313612e-09
1.7922900943247942e-10,1.0660371044473624,8.024123647263587e-07,1.9035773012447587e-10,1.901502723197434e-10,8.3677558191502164e-17,2.0821237253226685e-13,0.0,0.0,1.7098916817544323e-07,1.0903774641590224e-12,154.0,0.0,0.91716965699016262,1.0,18.999982614278512,0.00044578288311582172,0.00013153843589464734,0.0013475793577760427,0.0013966571033019177,0.022609342096715637,1.6639171150566116e-05,9.5942589131444475e-11,5.7349993700921527e-07,0.05684813020137669,9.5249598973199985e-14,2.0615886519921313e-06,9.2105731095972007e-06,2.2828002769539652e-05,2.282622903312502e-05,1.7737364146312859e-09
1.8348284275000003e-10,1.0660371098164212,8.2076837851580982e-07,1.9938751810301162e-10,1.9916536412292908e-10,9.1457298757867376e-17,2.2297948446951327e-13,0.0,0.0,1.7861943734729716e-07,1.1888751550676292e-12,154.0,0.0,0.91529224130656106,1.0,18.999982230086374,0.00045589175595778209,0.00013127484556066407,0.0013760255011289518,0.0014269618878960297,0.023122304136478831,1.7003154038441206e-05,9.8024357478394068e-11,5.8597134454997426e-07,0.058142036772384102,9.7333189829209084e-14,2.1548583328296467e-06,9.4521402507950003e-06,2.4067571944297121e-05,2.4065701850208347e-05,1.8700940887775134e-09
1.8773667606752064e-10,1.066037115392503,8.3909367675571419e-07,2.0862136455057518e-10,2.0838385648001411e-10,9.9758128075236482e-17,2.3840931959865505e-13,0.0,0.0,1.8640266563314999e-07,1.2937125094161224e-12,154.0,0.0,0.91341879203991028,1.0,18.99998184774433,0.00046597944771765911,0.00013101181191001841,0.0014043186803271352,0.0014571427739475146,0.023634160570412687,1.7365182177751987e-05,1.0009761460029087e-10,5.9839176276506021e-07,0.059433349375249279,9.9405590881528422e-14,2.2499309748798972e-06,9.6925423130315956e-06,2.5339153099881818e-05,2.533718415844056e-05,1.9689414412610706e-09
1.9199050938504126e-10,1.0660371211746074,8.573883040964803e-07,2.1805892799425551e-10,2.1780539529697206e-10,1.0860184632286606e-16,2.545147030025773e-13,0.0,0.0,1.9433802947361961e-07,1.4051362741012401e-12,154.0,0.0,0.91154930031637471,1.0,18.999981467244389,0.00047604600313419114,0.00013074933369588138,0.0014324595684100086,0.0014872002761270578,0.024144913736435906,1.7725264168074677e-05,1.0216239581266016e-10,6.1076140346199136e-07,0.060722073487746726,1.0146685136057459e-13,2.3467906851984968e-06,9.9317688055801911e-06,2.6642590749302043e-05,2.6640520482920241e-05,2.0702663818036162e-09
