Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890)
1.5507529359212887e-09,0.8039523963781506,1.3454548039005494e-10,4.7942876333770219e-14,4.8755515343675551e-14,2.381280488578091e-20,2.9916111401333746e-16,0.0,0.0,4.3832685480855848e-08,6.4928220178111544e-13,154.0,0.0,0.99949419523111727,1.0,18.999973106292423,5.7989737953075088e-05,4.5582450857824917e-08,0.00013956796269416115,0.00016594471237021006,5.0321045347485283e-05,2.6516892137055347e-05,5.048795018374217e-11,3.3234357015010197e-07,6.4564683159190798e-05,4.31616731238131e-13,3.0453135260144667e-07,5.3910486213666516e-08,1.3871341637964523e-07,1.3865370026313684e-07,3.6261537685990629e-11,1.376692253625202e-09,2.3453637145065233e-11,2.2698174542592374e-08,1.612790522661646e-16,1.5475610825972542e-16,1.5480334087010817e-16,5.2781798800473323e-10,3.1266249605295062e-13,3.5943693378645963e-15,1.2046418447127982e-17,1.125104510121498e-17,2.228937822017515e-14,3.4313744215637258e-15,2.820073037118684e-16,4.0887455551822914e-17,1.8977376348891667e-18,2.8046620794599486e-21,1.6019708038923653e-23,6.7806574384944589e-19,3.3754324781687411e-22
1.5902417391690315e-09,0.8039523931336573,1.3911341572278836e-10,5.0677338324273687e-14,5.2228243067899653e-14,2.6517542848021093e-20,3.2716208805459455e-16,0.0,0.0,4.60897114513381e-08,7.1711834082093208e-13,154.0,0.0,0.99948131496798143,1.0,18.999972389570235,5.9464539477413579e-05,4.5581943045431336e-08,0.00014308349590686517,0.00017016755913747659,5.1602540460315178e-05,2.7222846774277668e-05,5.1772731134589251e-11,3.408078755153257e-07,6.6209021017600084e-05,4.4310758933968269e-13,3.2023189961132989e-07,5.5537881941511805e-08,1.469303373367014e-07,1.4686708277281454e-07,3.8409811724645482e-11,1.4373463237405824e-09,2.4843666418994392e-11,2.388024938814124e-08,1.8590939453747447e-16,1.7845302019176165e-16,1.7850897951478857e-16,5.6913370585297194e-10,3.3144189912204642e-13,3.6859126766895897e-15,1.2591682164025888e-17,1.1944658983776186e-17,2.4023471000688166e-14,3.7713243365284022e-15,3.1275674269399191e-16,4.5795669775908834e-17,2.1712602589549879e-18,3.2616527201200562e-21,1.7942759108895455e-23,7.6212095248102591e-19,3.9206244649149671e-22
1.6297305424167743e-09,0.8039523898905746,1.437370481794692e-10,5.3498728688814985e-14,5.5879395434510581e-14,2.9455220159815995e-20,3.5714031845818518e-16,0.0,0.0,4.840334026215537e-08,7.9013381584359961e-13,154.0,0.0,0.99946843468931723,1.0,18.999971672854027,6.0939248428823351e-05,4.5581435231120609e-08,0.00014659870847286065,0.00017439026549869463,5.2884016091198121e-05,2.7928736898651285e-05,5.3057469280875634e-11,3.4927189888323107e-07,6.7853339687181082e-05,4.5459739736244618e-13,3.3632675162311483e-07,5.7165662337676396e-08,1.5539164433924141e-07,1.5532474604536198e-07,4.0621987246100929e-11,1.4988675459088913e-09,2.6275059534161987e-11,2.5092904050839544e-08,2.1348799104530946e-16,2.0499768545941918e-16,2.0506368802370306e-16,6.1254559037830446e-10,3.5079654449595107e-13,3.7774529656510762e-15,1.3149016186264734e-17,1.2668600491870725e-17,2.5857358132428241e-14,4.1371686654430404e-15,3.4607704049890649e-16,5.1166613857478392e-17,2.476490386495091e-18,3.7799490123005505e-21,2.0047109993651212e-23,8.5444991036742223e-19,4.5383569212192171e-22
1.669219345664517e-09,0.8039523866489023,1.4841629889270473e-10,5.6407884663479516e-14,5.9715277621020595e-14,3.2639918781394316e-20,3.8919675101152191e-16,0.0,0.0,5.0773567988058983e-08,8.6858555089544623e-13,154.0,0.0,0.99945555439520095,1.0,18.999970956143773,6.2413864811896967e-05,4.5580927414896229e-08,0.00015011360034145174,0.00017861283138633015,5.4165472240159372e-05,2.8634562500063666e-05,5.4342164602053048e-11,3.5773564011844309e-07,6.9497639189821259e-05,4.660861551418195e-13,3.5281588544538195e-07,5.8793752863960984e-08,1.6409738940479342e-07,1.6402674207433837e-07,4.2898077857466806e-11,1.5612339737501955e-09,2.7747825324617773e-11,2.6336180553728138e-08,2.4427418747299232e-16,2.3464225640722416e-16,2.3471977465410184e-16,6.5810523451062753e-10,3.707273812476961e-13,3.8689902032849436e-15,1.3718437084931745e-17,1.3423620829501148e-17,2.7794951998005402e-14,4.5303648317233799e-15,3.821264780533563e-16,5.7033353216965305e-17,2.8162909193918353e-18,4.3661655428881554e-21,2.2345715953212347e-23,9.5568000826054713e-19,5.236378987897514e-22
1.7087081489122598e-09,0.8039523834086407,1.5315108901797224e-10,5.9405642295346517e-14,6.3742325415373807e-14,3.6086237762672896e-20,4.2343588221632304e-16,0.0,0.0,5.3200390695748309e-08,9.5273667015534324e-13,154.0,0.0,0.99944267408570853,1.0,18.999970239439424,6.3888388631226886e-05,4.5580419596761664e-08,0.00015362817146198572,0.00018283525673285742,5.5446908907224228e-05,2.9340323568355114e-05,5.5626817077575735e-11,3.6619909908560311e-07,7.1141919546853133e-05,4.7757386251243261e-13,3.6969927788087833e-07,6.042208939404542e-08,1.7304761416122688e-07,1.7297311246803799e-07,4.5238094447407856e-11,1.6244242156391274e-09,2.9261970861099823e-11,2.7610120916021351e-08,2.7854218338339241e-16,2.6765351785045089e-16,2.6774419374068136e-16,7.0586422001580645e-10,3.9123533683146892e-13,3.9605243881272567e-15,1.4299961429601941e-17,1.4210471257632524e-17,2.9840236215196469e-14,4.9524257151182304e-15,4.2107005286442026e-16,6.3430656335609387e-17,3.1937179647077789e-18,5.027474261468113e-21,2.4852199521902474e-23,1.0664738513121041e-18,6.0230822659405626e-22
1.7481969521600025e-09,0.8039523801697896,1.5794133974540024e-10,6.24928364429234e-14,6.7967105114042336e-14,3.9809301179984943e-20,4.5996583247964898e-16,0.0,0.0,5.5683804443905517e-08,1.0428564965999359e-12,154.0,0.0,0.99942979376091579,1.0,18.999969522740944,6.5362819891405435e-05,4.5579911776720375e-08,0.00015714242178383402,0.00018705754147075896,5.6728326092418167e-05,3.0046020093341419e-05,5.6911426686900471e-11,3.7466227564936906e-07,7.2786180779068314e-05,4.8906051930851659e-13,3.8697690572651862e-07,6.2050616756322615e-08,1.8224235130031715e-07,1.8216388990242492e-07,4.7642045566464012e-11,1.6884174206814361e-09,3.0817501697728393e-11,2.8914767153101033e-08,3.165814375412909e-16,3.0431330272516171e-16,3.0441896212388928e-16,7.5587411749359368e-10,4.1232132019109656e-13,4.0520555187142646e-15,1.4893605788335821e-17,1.5029903090585058e-17,3.199726446119082e-14,5.4049205868763626e-15,4.6307962437069794e-16,7.0395050186558072e-17,3.6120299770279519e-18,5.7716395714119446e-21,2.7580872226889582e-23,1.1875305975539436e-18,6.9075401915366781e-22
1.7876857554077453e-09,0.8039523769323491,1.6278697230984666e-10,6.5670300776746913e-14,7.2396313420322358e-14,4.3824766052553425e-20,4.9889841926749578e-16,0.0,0.0,5.8223805283225616e-08,1.1392205506672457e-12,154.0,0.0,0.99941691342089878,1.0,18.999968806048305,6.6837158597024806e-05,4.5579403954775816e-08,0.00016065635125634523,0.0001912796855325254,5.8009723795766716e-05,3.0751652064863799e-05,5.8195993409486447e-11,3.8312516967441548e-07,7.4430422906731218e-05,5.0054612536471668e-13,4.0464874577338662e-07,6.367928748481362e-08,1.9168162582374759e-07,1.9159909936659515e-07,5.01099377530625e-11,1.7531932650458529e-09,3.2414422083472832e-11,3.0250161276511131e-08,3.5869707210410421e-16,3.4491890751881284e-16,3.4504157538061616e-16,8.0818648637546574e-10,4.3398622441012252e-13,4.1435835935823904e-15,1.5499386727677195e-17,1.588266769248712e-17,3.4270159315832894e-14,5.8894760276547468e-15,5.0833405685859838e-16,7.7964876082150699e-17,4.0746971503764925e-18,6.6070549109190592e-21,3.0546756469797465e-23,1.3195873192495675e-18,7.8995490467832033e-22
1.827174558655488e-09,0.8039523736963187,1.6768790799954929e-10,6.8938867780127461e-14,7.703677734280179e-14,4.814883023878489e-20,5.403492302210925e-16,0.0,0.0,6.0820389256442526e-08,1.2421105489186758e-12,154.0,0.0,0.99940403306573367,1.0,18.999968089361456,6.8311404752677138e-05,4.5578896130931482e-08,0.00016416995982884621,0.00019550168885065588,5.9291102017295475e-05,3.145721947279069e-05,5.9480517224795488e-11,3.9158778102543341e-07,7.6074645949592484e-05,5.1203068051612053e-13,4.2271477480673568e-07,6.5308060744452609e-08,2.0136545611516667e-07,2.0127875923436924e-07,5.2641775814017651e-11,1.8187319386415361e-09,3.4052735144097231e-11,3.1616345293952551e-08,4.0521027570427823e-16,3.8978350749988266e-16,3.8992542387569053e-16,8.6285287492235489e-10,4.5623092898065614e-13,4.235108611268238e-15,1.6117320812651171e-17,1.6769516473776993e-17,3.6663111123523469e-14,6.4077768285381397e-15,5.5701935995086288e-16,8.6180345902855055e-17,4.5854110584148984e-18,7.5427808499511414e-21,3.3765607557856458e-23,1.4634203866751991e-18,9.0096706404559374e-22
1.9061521651509734e-09,0.8039523672284887,1.7765537421550535e-10,7.5752633798219539e-14,8.6979430989347216e-14,5.779029936596872e-20,6.31287164406852e-16,0.0,0.0,6.6183290735822403e-08,1.468626216792719e-12,154.0,0.0,0.99937827231026277,1.0,18.999966656005011,7.1259619432448399e-05,4.5577880477557349e-08,0.00017119621407120787,0.00020394527298604628,6.1853800014996719e-05,3.28681605572866e-05,6.2049436051442303e-11,4.0851215516423051e-07,7.9363034857420328e-05,5.3499663744415765e-13,4.6002930694475074e-07,6.8565779563705071e-08,2.2146682954150956e-07,2.213714756925383e-07,5.7897301461310027e-11,1.9520210251303467e-09,3.7453547041740092e-11,3.4441251022489573e-08,5.1279688468967626e-16,4.936242773472672e-16,4.9381235646426015e-16,9.7945384818864419e-10,5.0246319989333115e-13,4.4181494692404046e-15,1.7389714671992677e-17,1.8648472427341362e-17,4.182627914498807e-14,7.5526499753044579e-15,6.6546316294083548e-16,1.0471875828843242e-16,5.7669124812399152e-18,9.7549859196578904e-21,4.1029029479930073e-23,1.789726042708232e-18,1.1630599465961744e-21
1.985129771646459e-09,0.8039523607662982,1.8784311002416672e-10,8.2940770654459692e-14,9.7852284378965876e-14,6.8874406975630001e-20,7.3378251569468344e-16,0.0,0.0,7.177247706548622e-08,1.7247811042310218e-12,154.0,0.0,0.99935251149511062,1.0,18.999965222671296,7.4207463967453652e-05,4.5576864816625697e-08,0.00017822118410575484,0.0002123882933370879,6.4416420085728913e-05,3.4278843265738656e-05,6.4618183002585324e-11,4.2543539698361987e-07,8.265134765076624e-05,5.5795838877271426e-13,4.9892031630604169e-07,7.1823547026707723e-08,2.4254651833343455e-07,2.4244208599366196e-07,6.340863471520917e-11,2.0881359892848502e-09,4.1019945371321207e-11,3.7389820323282249e-08,6.4224734940655416e-16,6.1867435614575584e-16,6.1892057731022156e-16,1.1060891998838078e-09,5.5102496436480745e-13,4.6011780809271757e-15,1.8710919856117531e-17,2.0672783031534182e-17,4.7521604493239298e-14,8.8542157496511844e-15,7.9004720114121579e-16,1.2637155163564532e-16,7.1908766039409745e-18,1.24956300610653e-20,4.9512684048136432e-23,2.173498474117654e-18,1.4871864864197039e-21
2.0641073781419444e-09,0.803952354309746,1.9825048829167421e-10,9.0509895575042868e-14,1.0971463424553347e-13,8.1551006946976515e-20,8.4890316083741073e-16,0.0,0.0,7.7587916302688077e-08,2.0130518673117424e-12,154.0,0.0,0.99932675062088494,1.0,18.999963789360024,7.715493839442552e-05,4.5575849148164246e-08,0.00018524486952759518,0.00022083074936407111,6.6978962229700576e-05,3.5689267516985326e-05,6.7186757914009191e-11,4.4235750540172602e-07,8.5939584470423467e-05,5.8091593318072001e-13,5.3938761696288656e-07,7.5081195330694092e-08,2.6460451094844617e-07,2.6449057858134517e-07,6.9175772529032798e-11,2.2269355615418347e-09,4.4751928219345999e-11,4.046238911913031e-08,7.9675043612884349e-16,7.6805309256990546e-16,7.6837182094150487e-16,1.2431709137271024e-09,6.0192293596493535e-13,4.784194434627829e-15,2.0081068830372498e-17,2.2848460892698279e-17,5.378493751065285e-14,1.0328136223302866e-14,9.3253056417463642e-16,1.5153357013411315e-16,8.8958454111250786e-18,1.5865461196799039e-20,5.9371274236457478e-23,2.6225094923597451e-18,1.8850274300480984e-21
2.14308498463743e-09,0.8039523478588296,2.0887688323654682e-10,9.8466606894507734e-14,1.2262785250351609e-13,9.5979357757307438e-20,9.7778430583208881e-16,0.0,0.0,8.3629576378889814e-08,2.3360141710746478e-12,154.0,0.0,0.99930098968819359,1.0,18.999962356070888,8.010204275009467e-05,4.5574833472200757e-08,0.00019226726993201924,0.00022927264052741896,6.9541426447121868e-05,3.709943322992053e-05,6.9755160621538948e-11,4.5927847933693976e-07,8.9227745450134554e-05,6.0386926934800697e-13,5.8143102289440172e-07,7.8338600176132483e-08,2.876407523920694e-07,2.8751689846419088e-07,7.5198700486574606e-11,2.3682855236191511e-09,4.864948629752552e-11,4.3659293270941645e-08,9.797902996015456e-16,9.4517369493562072e-16,9.4558202398839979e-16,1.3911107944928519e-09,6.5516374093955375e-13,4.9671985186445202e-15,2.1500294035646057e-17,2.5181519040864455e-17,6.0653109627550072e-14,1.1991085836366164e-14,1.0947993416952815e-15,1.8063508757051998e-16,1.0924912064258206e-17,1.9980102423477074e-20,7.0773384672280161e-23,3.1452998432151571e-18,2.3699586788451174e-21
2.2220625911329155e-09,0.8039523414135478,2.1972167051494024e-10,1.0681748409819785e-13,1.3665538302500896e-13,1.1232837031925832e-19,1.1216308166588213e-15,0.0,0.0,8.9897425100067447e-08,2.6963426463056742e-12,154.0,0.0,0.99927522869764374,1.0,18.999960922803595,8.3048777071190009e-05,4.5573817788762956e-08,0.00019928838491447732,0.00023771396628768728,7.2103812738204411e-05,3.8509340323542927e-05,7.2323390961039872e-11,4.7619831770791665e-07,9.2515830716943033e-05,6.2681839595611274e-13,6.2505034798658135e-07,8.1595669780607831e-08,3.116551551768298e-07,3.1152095816997421e-07,8.1477395669465783e-11,2.5120583573052969e-09,5.2712604802683829e-11,4.6980868577619203e-08,1.1951591229919201e-15,1.1537564766832082e-15,1.1542746022311533e-15,1.5503204679373003e-09,7.1075394053914419e-13,5.1501903212822714e-15,2.2968727888323728e-17,2.767797083063989e-17,6.8163901159763059e-14,1.3860776449966651e-14,1.2788705545931999e-15,2.1414366902710317e-16,1.3326087824396268e-17,2.4971664626087704e-20,8.3902211072249623e-23,3.7512285300943938e-18,2.9572320109671461e-21
2.301040197628401e-09,0.8039523349738982,2.3078422728555453e-10,1.1556908786662901e-13,1.5186273842056984e-13,1.3077685458521155e-19,1.281719547719506e-15,0.0,0.0,9.6391430146961742e-08,3.0968108462190128e-12,154.0,0.0,0.9992494676498429,1.0,18.999959489557828,8.5995141394438481e-05,4.5572802097878538e-08,0.00020630821407066228,0.000246154726105565,7.4666121103161482e-05,3.9918988716893927e-05,7.4891448768417619e-11,4.9311701943357859e-07,9.5803840391527788e-05,6.4976331168727025e-13,6.7024540603233614e-07,8.4852336380024547e-08,3.3664760780005342e-07,3.3650264621970774e-07,8.8011828875346497e-11,2.6581329101467077e-09,5.6941264855569443e-11,5.042745077595293e-08,1.4469696929116187e-15,1.3978420918573421e-15,1.3984937189948822e-15,1.7212113807248485e-09,7.6870004818619858e-13,5.3331698308489807e-15,2.4486502780245498e-17,3.0343829845107541e-17,7.6356010102721922e-14,1.5955981514263201e-14,1.48689595036375e-15,2.525660405161337e-16,1.6152683307835625e-17,3.0990467521666721e-20,9.8956292787690197e-23,4.4505233210516172e-18,3.6641682516025681e-21
2.3800178041238865e-09,0.8039523285398787,2.4206393225795711e-10,1.2472796012138e-13,1.6831749682347037e-13,1.515137649206039e-19,1.4594016679710086e-15,0.0,0.0,1.0311155907528321e-07,3.5402912030361664e-12,154.0,0.0,0.99922370654539838,1.0,18.999958056333302,8.8941135756565211e-05,4.5571786399575257e-08,0.00021332675699656345,0.00025459491944187406,7.7228351542207819e-05,4.1328378329020247e-05,7.7459333879618363e-11,5.1003458343311407e-07,9.9091774588521515e-05,6.7270401522379917e-13,7.1701601073153241e-07,8.8108549757114659e-08,3.6261798119938074e-07,3.6246183358029249e-07,9.4801966306909904e-11,2.8063940773048196e-09,6.1335444596449979e-11,5.399937554051592e-08,1.7396679106138948e-15,1.6818047615100596e-15,1.6826175458205948e-15,1.9041948003538874e-09,8.2900854244360594e-13,5.516137035655434e-15,2.605375107866488e-17,3.3185109802676048e-17,8.5269021895255464e-14,1.8296559377752702e-14,1.7211656662537855e-15,2.9644996415008996e-16,1.9463703781514631e-17,3.8206871993338247e-20,1.1615024751911791e-22,5.2543324051079511e-18,4.5103633480736216e-21
2.458995410619372e-09,0.8039523221114871,2.5356016572600475e-10,1.3430062407233232e-13,1.8608929867724762e-13,1.7473844421477749e-19,1.6561049846865198e-15,0.0,0.0,1.1005777931587616e-07,4.029754984458998e-12,154.0,0.0,0.99919794538491735,1.0,18.999956623129716,9.1886760194293481e-05,4.5570770693880812e-08,0.00022034401328844256,0.00026303454575756993,7.9790504055559804e-05,4.2737509079008929e-05,8.0027046130628732e-11,5.2695100862597868e-07,0.00010237963341681314,6.9564050524867499e-13,7.6536197569103111e-07,9.1364272591641321e-08,3.8956613339110123e-07,3.8939837830077338e-07,1.018477707854876e-10,2.9567324994069896e-09,6.5895119972301405e-11,5.7696978483564436e-08,2.0780452377466228e-15,2.010365490745864e-15,2.0113715151695234e-15,2.0996818150824685e-09,8.9168587620490807e-13,5.6990919240153017e-15,2.7670605126209468e-17,3.6207824466899255e-17,9.4943380155954552e-14,2.090347573699704e-14,1.9841117598769613e-15,3.4638611707056168e-16,2.332425858156812e-17,4.6813229052889372e-20,1.357155075036043e-22,6.1747771991091582e-18,5.5179080942801369e-21
2.5379730171148576e-09,0.8039523156887214,2.6527230959002536e-10,1.4429358426589403e-13,2.0524984352620813e-13,2.0066086671984082e-19,1.8733362648194093e-15,0.0,0.0,1.1723005817485233e-07,4.5682722500357913e-12,154.0,0.0,0.99917218416900722,1.0,18.99995518994676,9.4832014744344637e-05,4.5569754980822898e-08,0.00022735998254280667,0.00027147360451374109,8.2352578643435319e-05,4.4146380886022504e-05,8.2594585357475756e-11,5.4386629393189338e-07,0.00010566741697983439,7.1857278044610245e-13,8.1528311442472625e-07,9.4619477185155068e-08,4.1749191273733696e-07,4.173121287780372e-07,1.0914920260587801e-10,3.1090442758101622e-09,7.0620265291290388e-11,6.1520595154940721e-08,2.4672510759264428e-15,2.3886052760290411e-15,2.3898415647953572e-15,2.308083333853848e-09,9.56738483066118e-13,5.8820344842451309e-15,2.9337197240842533e-17,3.941798755919852e-17,1.0542035837329318e-13,2.3798825245622048e-14,2.2783116097486518e-15,4.0300997187821941e-16,2.7805984437439023e-17,5.7025949077265279e-20,1.579010562904026e-22,7.2250062801781437e-18,6.7116220803430079e-21
2.616950623610343e-09,0.8039523092715793,2.7719974737206829e-10,1.5471332663378016e-13,2.2587288680843397e-13,2.295018796349927e-19,2.1126835539930802e-15,0.0,0.0,1.2462836283370503e-07,5.1590118074214682e-12,154.0,0.0,0.99914642289827504,1.0,18.999953756784148,9.7776899443438248e-05,4.5568739260429262e-08,0.00023437466435642448,0.00027991209517160996,8.4914575306053848e-05,4.5554993669289149e-05,8.5161951396227154e-11,5.6078043827084807e-07,0.00010895512537583239,7.4150083950135461e-13,8.6677924035358573e-07,9.7874143033875252e-08,4.4639516036719375e-07,4.4620292617684056e-07,1.1670622016981239e-10,3.2632306922712933e-09,7.5510853633670666e-11,6.5470561041977643e-08,2.9128050814015599e-15,2.8219783031402226e-15,2.8234873741569259e-15,2.5298100862217741e-09,1.0241727820057275e-12,6.0649647046643679e-15,3.1053659715825556e-17,4.2821612674349277e-17,1.1674203250666921e-13,2.7005852322922041e-14,2.6064911914664803e-15,4.670036759708045e-16,3.2987482129419288e-17,6.9087692807724488e-20,1.8297416508883681e-22,8.4192503900673886e-18,8.1193022172660777e-21
2.6959282301058286e-09,0.8039523028600585,2.8934186422672281e-10,1.6556631854210023e-13,2.4803423665102025e-13,2.6149344345402195e-19,2.3758184931403368e-15,0.0,0.0,1.3225266034941133e-07,5.8052411685330485e-12,154.0,0.0,0.99912066157332724,1.0,18.999952323641576,0.00010072141432829192,4.5567723532727564e-08,0.00024138805832635269,0.00028835001719253238,8.7476494043636365e-05,4.6963347348080627e-05,8.7729144082991161e-11,5.7769344056309863e-07,0.00011224275869812853,7.6442468110041417e-13,9.1985016680568719e-07,1.0112825494464633e-07,4.7627571205618008e-07,4.7607060630834167e-07,1.2451878047767886e-10,3.4191979620894818e-09,8.0566857170738545e-11,6.954721156940402e-08,3.4206094159856295e-15,3.3163251360845832e-15,3.3181555931588395e-15,2.7652726222755937e-09,1.0939951810069949e-12,6.247882573595342e-15,3.2820124819680768e-17,4.6424713198612937e-17,1.2895125445746749e-13,3.0548971200217608e-14,2.9715282352086268e-15,5.3909792750913245e-16,3.8954765888399468e-17,8.3269685410756241e-20,2.1122112779510819e-22,9.7728784603586305e-18,9.7719861731716469e-21
2.774905836601314e-09,0.8039522964541564,3.016980469481937e-10,1.7685900884068179e-13,2.7181175066747718e-13,2.9687887108003566e-19,2.6644986327905782e-15,0.0,0.0,1.4010291765452421e-07,6.5103265056003462e-12,154.0,0.0,0.9990949001947711,1.0,18.999950890518747,0.00010366555943562149,4.5566707797745506e-08,0.00024840016404993772,0.00029678737003799809,9.0038334856405456e-05,4.8371441841714402e-05,9.0296163253916675e-11,5.9460529972916963e-07,0.00011553031703536457,7.873443039300073e-13,9.7449570701626064e-07,1.0438180160939069e-07,5.0713339964826672e-07,5.0691500105146854e-07,1.3258683950057923e-10,3.576856980073903e-09,8.5788247406166862e-11,7.3750882099251422e-08,3.9969609342187816e-15,3.8778858966659199e-15,3.8800930629340858e-15,3.0148813125653936e-09,1.1662120797777093e-12,6.4307880793632915e-15,3.463672479615447e-17,5.0233302230440807e-17,1.4209162638341273e-13,3.4453785230058953e-14,3.3764552684384306e-15,6.2007384622759954e-16,4.5801725101893863e-17,9.9874155794363815e-20,2.4294799399920977e-22,1.130245462471732e-17,1.1704231165027883e-20
2.8538834430967997e-09,0.8039522900538713,3.1426768397406331e-10,1.8859782791258733e-13,2.9728533275726294e-13,3.3591306570554785e-19,2.9805697449921752e-15,0.0,0.0,1.4817910155725526e-07,7.2777326071115248e-12,154.0,0.0,0.99906913876321357,1.0,18.999949457415362,0.00010660933480214081,4.5565692055510807e-08,0.00025541098112480333,0.00030522415316963094,9.2600097744585254e-05,4.9779277069568398e-05,9.2863008745193334e-11,6.1151601468985365e-07,0.00011881780047173627,8.1025970667784438e-13,1.0307156741277246e-06,1.0763477458597965e-07,5.3896805207253523e-07,5.3873593936905305e-07,1.4091035244631213e-10,3.7361230888163757e-09,9.1174995348534104e-11,7.8081907930761192e-08,4.6485633064439461e-15,4.5133134344358952e-15,4.5159600283839239e-15,3.2790463480272154e-09,1.2408298716620734e-12,6.6136812102963439e-15,3.6503591864180306e-17,5.4253392503685872e-17,1.5620747583553552e-13,3.8747105477872041e-14,3.8244625468561725e-15,7.1076483752432162e-16,5.3630597952965318e-17,1.1923690374338191e-19,2.7848129935880694e-22,1.3025796191769406e-17,1.3954408601622128e-20
2.9328610495922852e-09,0.8039522836592005,3.2705016538664395e-10,2.0078918772373595e-13,3.2453692990736141e-13,3.7886275746040732e-19,3.325968132865173e-15,0.0,0.0,1.5648117874155124e-07,8.1110228336535095e-12,154.0,0.0,0.99904337727926096,1.0,18.999948024331115,0.00010955274046456199,4.5564676306051136e-08,0.00026242050914884919,0.00031366036604918874,9.5161782708401394e-05,5.1186852951084194e-05,9.5429680393051331e-11,6.2842558436621029e-07,0.00012210520908721565,8.3317088803267279e-13,1.0885098811897282e-06,1.1088716757496279e-07,5.717794960647e-07,5.7153324802896372e-07,1.4948927394813632e-10,3.8969158566896418e-09,9.6727071633765462e-11,8.2540624300292579e-08,5.382539078142094e-15,5.229686487168397e-15,5.2328433426266167e-15,3.5581777399082045e-09,1.3178549449738478e-12,6.7965619547255204e-15,3.8420858217843058e-17,5.8490996313243517e-17,1.7134383169345473e-13,4.345696861891604e-14,4.3189008770622132e-15,8.1205844826004215e-16,6.2552456556269258e-17,1.4172999704401435e-19,3.1816879272459351e-22,1.4962032547864565e-17,1.6565015040999518e-20
3.090816262583256e-09,0.8039522708866927,3.5325122992053653e-10,2.2655508563937963e-13,3.8471215360208077e-13,4.7763609568044213e-19,4.1129584380311609e-15,0.0,0.0,1.7376287906972675e-07,9.9900016987050037e-12,154.0,0.0,0.9989918541565973,1.0,18.999945158218861,0.00011543844282394875,4.5562644785567612e-08,0.00027643569643751937,0.00033053107889978136,0.00010028491886385339,5.4001226353136443e-05,1.0056250150363636e-10,6.6224128355152732e-07,0.00012867980215549356,8.7898058132266597e-13,1.2088202669003206e-06,1.1739019629706662e-07,6.4033205753065382e-07,6.400562752726722e-07,1.6741315901338757e-10,4.2227795445394028e-09,1.0832709038870921e-10,9.1842469283896542e-08,7.1282671265463984e-15,6.9357924023344431e-15,6.9402186207704213e-15,4.1629787390223616e-09,1.4791524691205525e-12,7.1622862374109031e-15,4.240711743395716e-17,6.7642791102159741e-17,2.0486154770283501e-13,5.4244699380705141e-14,5.4612926215717915e-15,1.050285457439122e-15,8.4166603616036161e-17,1.9779428239716928e-19,4.1150772835197917e-22,1.9556629449585767e-17,2.3060154503915966e-20
3.2487714755742265e-09,0.8039522581366144,3.802963940761596e-10,2.5420763185674277e-13,4.5303373798181506e-13,5.9557817941177928e-19,5.0428582052429751e-15,0.0,0.0,1.9194774962802277e-07,1.2177739742603938e-11,154.0,0.0,0.99894033083163181,1.0,18.999942292179608,0.00012132266680744088,4.5560613236516334e-08,0.00029044572270486775,0.00034739950428652619,0.00010540774332459785,5.6814561404525815e-05,1.0569462527633033e-10,6.9605238865898144e-07,0.00013525409680324309,9.2477337332822359e-13,1.3354253666912853e-06,1.2389086239887809e-07,7.1278967185663787e-07,7.1248267080784548e-07,1.8635812492610476e-10,4.5538813599853852e-09,1.2058806432446303e-10,1.0165909767981237e-07,9.2999571395410016e-15,9.0618508028985315e-15,9.0679471406523468e-15,4.8325608032627543e-09,1.6501556907517983e-12,7.527960834125834e-15,4.6596559498824167e-17,7.7736773499251917e-17,2.4301816607621936e-13,6.7066421159848481e-14,6.8337486731935982e-15,1.3430079059813535e-15,1.1172854327301083e-16,2.7187995825425889e-19,5.2619841507150576e-22,2.5267816529873318e-17,3.1625037272733738e-20
