Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335)
3.004953394914384e-10,0.6211828323914547,1.4405756504257282e-09,2.8125063923085579e-13,2.412865435916512e-13,6.4955256460535046e-20,5.1305271383102936e-16,0.0,0.0,3.7602724337819418e-08,2.1827688220531835e-13,154.0,0.0,0.9988549121602458,1.0,18.999979310422685,5.538851583598646e-05,9.6326241634672361e-07,0.00022354105086699519,0.00024381755450812761,0.00022700738074585711,2.0270682011029924e-05,5.9319910846834509e-11,3.8100403157747561e-07,0.00037304618443513858,2.1523938933756143e-13,2.542785495027274e-07,1.9401764485304954e-07,1.909554118623907e-07,1.9088340884121635e-07,4.4918098747482929e-11,8.725818809404137e-09,2.7084514854098869e-11,1.8722213128386775e-08,7.0398822707737063e-17,6.6679998597094406e-17,6.6707247224299973e-17,1.5649952979830651e-10,4.4584219056871764e-13,2.8163119240663589e-15,3.2351746228725369e-17,4.6759428670812305e-17,5.2944765313580679e-14,2.6845995400446783e-15,7.8853147739926722e-17,2.6898680871409807e-17,3.233308499609687e-19,3.1397741952881385e-22,1.5761195962421172e-23,1.4313611376311436e-19,5.995818278562972e-22,5.2887226773863333e-09,2.6994834437694799e-15,2.2458610555717599e-16,1.6102752859443776e-18,1.7647684796951536e-19,3.11838779756271e-16,3.3578542451379772e-24,1.9289465409008634e-24,4.8715893791295329e-19,1.0692514785223739e-23,3.3436352540067826e-19
3.109777607764912e-10,0.6211828296536519,1.4982620706677474e-09,3.0238879512574933e-13,2.5990501050265573e-13,7.4794249220965833e-20,5.7100316308556438e-16,0.0,0.0,4.026624599364676e-08,2.4977180238253945e-13,154.0,0.0,0.99881499389550232,1.0,18.999978519047353,5.7318702292722446e-05,9.632273042596464e-07,0.00023124628798809361,0.00025231203274353822,0.00023493320852598911,2.1046058888900177e-05,6.1386584252057533e-11,3.9431308584710294e-07,0.00038607268017421421,2.2347254386639324e-13,2.7231333485012859e-07,2.0374776206317869e-07,2.0831396449152784e-07,2.0823541009739049e-07,4.9003158477557262e-11,9.2937048062551172e-09,2.955073232364659e-11,2.0056681040658018e-08,8.69097016335463e-17,8.2361534386384906e-17,8.2396447420126395e-17,1.7370189850371251e-10,4.8782723593070648e-13,2.9146900144913413e-15,3.4142133381505996e-17,4.9367639217565761e-17,5.750231361659258e-14,3.0122895989661579e-15,9.0211709860631343e-17,3.1175526279039005e-17,3.8715406079162155e-19,3.8430968934624077e-22,1.8267291534911458e-23,1.664301096013675e-19,7.2953065323446096e-22,5.6321801097657215e-09,2.8818185450925048e-15,2.4131814110283172e-16,1.7191275555256113e-18,1.9255977519542293e-19,3.445141918490865e-16,3.6080199441497731e-24,2.0726562503340476e-24,5.5718971017305287e-19,1.222970804327133e-23,3.8244194790733722e-19
3.2146018206154395e-10,0.6211828269193963,1.5564502579505495e-09,3.2435342689258928e-13,2.793390859956286e-13,8.5732524518015964e-20,6.3335943658425388e-16,0.0,0.0,4.30207988387326e-08,2.8455580406588574e-13,154.0,0.0,0.99877507739446725,1.0,18.99997772772797,5.9248755622549583e-05,9.6319219371530503e-07,0.00023895002637778359,0.00026080578465193074,0.0002428586640126442,2.1821288390279498e-05,6.3453080790454755e-11,4.0762100113142433e-07,0.00039909868621931322,2.3170413351305905e-13,2.9096491580003378e-07,2.1354304070338398e-07,2.2652467609077976e-07,2.2643924838101081e-07,5.3288856159959802e-11,9.8761719614652722e-09,3.2138236712229095e-11,2.1437467030157892e-08,1.0648099193211531e-16,1.0096128936088634e-16,1.0100563170899809e-16,1.9211489879890005e-10,5.3201680751589912e-13,3.0130596857461797e-15,3.5977421701545317e-17,5.2063900752413216e-17,6.2300625541950362e-14,3.3674152716626564e-15,1.0271516385854892e-16,3.5952591648840338e-17,4.6069867885304606e-19,4.6711426434161421e-22,2.1066510180957524e-23,1.9254484943356383e-19,8.8180217258045316e-22,5.9843877227995672e-09,3.0696095079491177e-15,2.5861139440407216e-16,1.8312396162744735e-18,2.0954178477764221e-19,3.7933297026628375e-16,3.8665765792727881e-24,2.2211862008724963e-24,6.3442148982709163e-19,1.3924976006895776e-23,4.3546628839161513e-19
3.319426033465967e-10,0.6211828241887124,1.6151400513850332e-09,3.4715046787563824e-13,2.9960364787388455e-13,9.7852683610275412e-20,7.0031265633975506e-16,0.0,0.0,4.5866369804134147e-08,3.2284997296046247e-13,154.0,0.0,0.99873516265714934,1.0,18.999976936465512,6.1178675832736172e-05,9.6315708471243699e-07,0.00024665226722697431,0.00026929881021532252,0.00025078374738666094,2.2596369501241475e-05,6.5519400457649241e-11,4.2092777740226943e-07,0.00041212420285915486,2.3993414751152355e-13,3.1023319040306616e-07,2.2339785371889719e-07,2.4559298493701219e-07,2.4550035990745345e-07,5.7776473607097946e-11,1.0472952777758505e-08,3.4847805218173992e-11,2.2864608477542807e-08,1.2953716993122747e-16,1.228865809117227e-16,1.2294243920605317e-16,2.1177920784623098e-10,5.7843343523692851e-13,3.1114209376215909e-15,3.7857647422065447e-17,5.4851177691964917e-17,6.7347259056268179e-14,3.7513857196809069e-15,1.1643414470220106e-16,4.1269361589384522e-17,5.4503979114920959e-19,5.6406444824889333e-22,2.4181990118925811e-23,2.2171603849312599e-19,1.0593000885801693e-21,6.3451808721376069e-09,3.2628149998905366e-15,2.7646152768135595e-16,1.9465867687566344e-18,2.2744360063776218e-19,4.163556928160025e-16,4.133459295055544e-24,2.3744991357777181e-24,7.1931774491151012e-19,1.5788493294602995e-23,4.9375516955816755e-19
3.424250246316495e-10,0.6211828214616195,1.6743312760292515e-09,3.7078584927731688e-13,3.2071386936906625e-13,1.1124078982206517e-19,7.7205746669299897e-16,0.0,0.0,4.8802945797623771e-08,3.648825500184223e-13,154.0,0.0,0.99869524968355794,1.0,18.99997614526065,6.3108462930550277e-05,9.6312197725165977e-07,0.0002543530114071714,0.00027779110941575049,0.00025870845882579123,2.3371301526335022e-05,6.7585543249273283e-11,4.3423341463153309e-07,0.00042514923037753963,2.4816257847726095e-13,3.3011805671807921e-07,2.3330704528123372e-07,2.6552385906991922e-07,2.6542371083271922e-07,6.2467181796905207e-11,1.1083784648534893e-08,3.7680147843722041e-11,2.4338142754183844e-08,1.5654250264058881e-16,1.4858336584605522e-16,1.4865319243418746e-16,2.3273548260702743e-10,6.2709825039008747e-13,3.2097737699102464e-15,3.978284676722196e-17,5.7732434462373959e-17,7.2650025106012089e-14,4.165653760018899e-15,1.3144146685107141e-16,4.7167164571940416e-17,6.4133043391948975e-19,6.7699211750072691e-22,2.7637950102061917e-23,2.54191582632605e-19,1.2651940655589054e-21,6.7143979983159075e-09,3.4613943010899171e-15,2.9486426620624504e-16,2.0651446796118481e-18,2.4628574229903923e-19,4.5564232612689897e-16,4.4086041787415325e-24,2.5325583398498877e-24,8.1235475205849637e-19,1.7830715735118155e-23,5.5763604872449144e-19
3.5290744591670225e-10,0.6211828187381353,1.7340237440799175e-09,3.9526550004205724e-13,3.4268521876405252e-13,1.2598641463189837e-19,8.4879210368659713e-16,0.0,0.0,5.1830513705455e-08,4.1088892806132422e-13,154.0,0.0,0.99865533847370158,1.0,18.999975354113825,6.5038116923259848e-05,9.6308687133404826e-07,0.0002620522595647855,0.00028628268223527111,0.00026663279850475889,2.4146083994374755e-05,6.9651509160970328e-11,4.4753791279111542e-07,0.00043817376905344152,2.5638942140700672e-13,3.5061941281215725e-07,2.4326589132360682e-07,2.8632183565444346e-07,2.8621383660093945e-07,6.7362050150529004e-11,1.1708409768458865e-08,4.0635913019857673e-11,2.5858107222142768e-08,1.8800299872923551e-16,1.7853819793589635e-16,1.7862485895964017e-16,2.5502435998617967e-10,6.7803108108329514e-13,3.3081181824052844e-15,4.1753055952113727e-17,6.0710635339187658e-17,7.8216985944878269e-14,4.6117173099349383e-15,1.4781219316568975e-16,5.3689223223799708e-17,7.5080470287848446e-19,8.0789733423603483e-22,3.1459718890988265e-23,2.9023197022911073e-19,1.5029348621144182e-21,7.0918805689597199e-09,3.6653072965838608e-15,3.1381539773650753e-16,2.1868893769166823e-18,2.6608852774500172e-19,4.9725223414169137e-16,4.6919482518239129e-24,2.6953276345764281e-24,9.140214647243174e-19,2.0062377474344759e-23,6.2744512886119473e-19
3.63389867201755e-10,0.6211828160182754,1.7942172559637933e-09,4.205953467400974e-13,3.6553345903050259e-13,1.421826836976662e-19,9.3071846437740587e-16,0.0,0.0,5.4949060393846025e-08,4.6111164840252792e-13,154.0,0.0,0.99861542902758949,1.0,18.999974563025333,6.696763781813259e-05,9.6305176695826223e-07,0.00026975001218588064,0.00029477352865596044,0.00027455676659531687,2.4920716593777205e-05,7.1717298188374994e-11,4.608412718529204e-07,0.00045119781916110003,2.6461467299242225e-13,3.7173715676061671e-07,2.5327006339934052e-07,3.0799105703546994e-07,3.0787487798540819e-07,7.2462055030388604e-11,1.2346575045682823e-08,4.3715692758466422e-11,2.7424539234138202e-08,2.2446835926319058e-16,2.1328019171099599e-16,2.1338701947378599e-16,2.7868645694269775e-10,7.3125054113389e-13,3.4064541748976666e-15,4.3768311182868704e-17,6.3788744337295877e-17,8.4056453458925119e-14,5.09112081701081e-15,1.6562370625259707e-16,6.0880706378590711e-17,8.7478093140332559e-19,9.5895831610910786e-22,3.5673765755879054e-23,3.301106664818696e-19,1.7762698991861698e-21,7.4774730220697213e-09,3.8745144686790452e-15,3.3331077189172128e-16,2.3117972456460784e-18,2.8687207624305706e-19,5.4124418650208063e-16,4.9834294607122696e-24,2.8627713727706033e-24,1.0248193832429909e-18,2.2494488122398666e-23,7.0352727086956479e-19
3.738722884868078e-10,0.6211828133020538,1.8549116013380894e-09,4.4678131345740601e-13,3.8927464747934205e-13,1.5992632281830254e-19,1.0180421760917483e-15,0.0,0.0,5.8158572710289478e-08,5.1580039747120417e-13,154.0,0.0,0.9985755213452302,1.0,18.999973771995322,6.8897025622436005e-05,9.6301666412447067e-07,0.00027744626964743235,0.00030326364865991361,0.00028248036326630256,2.5695199121377265e-05,7.3782910327130974e-11,4.7414349178891992e-07,0.00046422138097010546,2.7283833107622065e-13,3.9347118664700697e-07,2.6331559555562912e-07,3.3053530378691971e-07,3.3041061412515119e-07,7.7768087529813687e-11,1.2998032015674103e-08,4.6920027374996082e-11,2.9037476133503374e-08,2.6653392686064924e-16,2.5338299123862077e-16,2.5351384106457494e-16,3.0376237057232172e-10,7.867741129168193e-13,3.5047817471805163e-15,4.5828648656445855e-17,6.6969725120515138e-17,9.0176987496503229e-14,5.6054566748942208e-15,1.8495578182179552e-16,6.8788782836500713e-17,1.0146649397929719e-18,1.1325417760167278e-21,4.0307731980722719e-23,3.7411452002180058e-19,2.0892592729230159e-21,7.8710227103699287e-09,4.0889768894833042e-15,3.5334629950710752e-16,2.4398450232100295e-18,3.0865631113315595e-19,5.8767636682767513e-16,5.2829866670685078e-24,3.0348544330196964e-24,1.1452624266799653e-18,2.513832994016203e-23,7.8623590707927919e-19
3.8435470977186055e-10,0.6211828105894833,1.916106560007897e-09,4.738293216911557e-13,4.1392513542306278e-13,1.7931770383172785e-19,1.1109726656262925e-15,0.0,0.0,6.1459037484703589e-08,5.7521200343614832e-13,154.0,0.0,0.99853561542663294,1.0,18.999972981023923,7.0826280343437459e-05,9.6298156283423869e-07,0.00028514103225620198,0.00031175304222924577,0.00029040358868369148,2.646953144361995e-05,7.5848345572897986e-11,4.874445725711109e-07,0.00047724445474548615,2.8106039424013358e-13,4.1582140056311091e-07,2.7339885395711131e-07,3.5395802501993853e-07,3.5382449282162907e-07,8.3280960616654171e-11,1.3662536756611203e-08,5.0249409819445197e-11,3.0696955254141227e-08,3.1484263192540069e-16,2.9946674261319903e-16,2.996260544004889e-16,3.302926781734055e-10,8.4461822460078749e-13,3.6031008990482073e-15,4.7934104560602082e-17,7.0256540932279541e-17,9.6587394203363745e-14,6.1563666251977399e-15,2.058906637155948e-16,7.7462676786101161e-17,1.1719533582625177e-18,1.331213644411913e-21,4.5390463341360288e-23,4.225441817223462e-19,2.4462922204725875e-21,8.2723798466941221e-09,4.3086562135577138e-15,3.7391795196785908e-16,2.571009795062388e-18,3.3146096258192611e-19,6.3660638089061732e-16,5.5905596378544491e-24,3.2115422139677721e-24,1.275876806457908e-18,2.8005455064743135e-23,8.7593295594736715e-19
3.948371310569133e-10,0.6211828078805751,1.9778019027667906e-09,5.0174529024894661e-13,4.3950156784893717e-13,2.0046089044876852e-19,1.209723228396701e-15,0.0,0.0,6.4850441530417445e-08,6.396104328299201e-13,154.0,0.0,0.99849571127180614,1.0,18.999972190111176,7.2755401988404048e-05,9.6294646308632326e-07,0.00029283430027313595,0.00032024170934609106,0.00029832644301065265,2.7243713472218327e-05,7.7913603921323406e-11,5.0074451417148249e-07,0.00049026704074779453,2.8928086154688018e-13,4.3878769660894637e-07,2.8351650905659639e-07,3.7826236615311905e-07,3.7811965829843287e-07,8.900141567869236e-11,1.4339849806326687e-08,5.3704289644677169e-11,3.240301392047479e-08,3.7008693504577121e-16,3.5220006931027955e-16,3.5239293398236904e-16,3.5831793729272097e-10,9.04798322112233e-13,3.701411630291974e-15,5.0084715074026461e-17,7.3652154551806919e-17,1.0329672436186709e-13,6.7455431458834088e-15,2.2851314035762242e-16,8.6953724853490357e-17,1.3482370263890783e-18,1.5577501880842401e-21,5.0952043537206901e-23,4.7571453567456624e-19,2.8521040493916597e-21,8.6813974503955117e-09,4.5335146706940056e-15,3.950217605188166e-16,2.7052689903843459e-18,3.5530557030265184e-19,6.8809126468665506e-16,5.9060890350140938e-24,3.3928006283888184e-24,1.417200901738949e-18,3.1107682773498443e-23,9.7298873794782628e-19
4.053195523419661e-10,0.6211828051753391,2.0399973921667009e-09,5.3053513515253857e-13,4.6602088310224103e-13,2.2346368402286013e-19,1.314511097536254e-15,0.0,0.0,6.8332771645017982e-08,7.0926678717329388e-13,154.0,0.0,0.99845580888075891,1.0,18.999971399257124,7.4684390564602759e-05,9.6291136488026995e-07,0.00030052607392672598,0.00032872964999260313,0.00030624892640760001,2.8017745150843267e-05,7.9978685368061718e-11,5.14043316562085e-07,0.00050328913923318951,2.9749973239834943e-13,4.623699728927672e-07,2.9366551011018239e-07,4.0345119434607391e-07,4.032989766252171e-07,9.4930128518308204e-11,1.5029736080770612e-08,5.728507664083132e-11,3.4155689447394857e-08,4.3301076468737301e-16,4.1230204958037751e-16,4.1253428063907164e-16,3.8787868575595637e-10,9.6732893616899841e-13,3.7997139407052303e-15,5.2280516366096858e-17,7.7159528266090858e-17,1.1031427173578051e-13,7.3747308264387502e-15,2.5291062238238428e-16,9.7315434740833658e-17,1.5452044715058588e-18,1.8151495388161459e-21,5.7023828554435991e-23,5.3395514226100726e-19,3.3117935405255463e-21,9.0979312947617806e-09,4.76351505880793e-15,4.1665381555750129e-16,2.842600377838056e-18,3.8020948624151156e-19,7.4218749240407382e-16,6.2295164048997994e-24,3.5785960971122743e-24,1.5697851365432563e-18,3.4457096786176972e-23,1.0777818926382748e-18
4.1580197362701885e-10,0.6211828024737851,2.102692783223043e-09,5.6020476954809661e-13,4.9350031257851152e-13,2.4843766925546434e-19,1.4255575129466559e-15,0.0,0.0,7.1906014611102448e-08,7.8445929960034006e-13,154.0,0.0,0.99841590825349968,1.0,18.999970608461762,7.6613246079300322e-05,9.6287626821803456e-07,0.00030821635342143073,0.00033721686415095537,0.00031417103903224366,2.8791626446745588e-05,8.2043589908790283e-11,5.2734097971501292e-07,0.0005163107504535157,3.0571700644658254e-13,4.8656812753106322e-07,3.0384306183637159e-07,4.2952712179450726e-07,4.2936505900394009e-07,1.0106771484310057e-10,1.5731964793966618e-08,6.0992144164144542e-11,3.5955019140206931e-08,5.0441144943383875e-16,4.80544195169141e-16,4.8082240555357885e-16,4.1901544168785746e-10,1.0322237447228084e-12,3.8980078300837912e-15,5.4521544596795136e-17,8.0781623850074198e-17,1.1764957142331131e-13,8.045727730133881e-15,2.7917322121368195e-16,1.086035454148276e-16,1.7646454684366717e-18,2.1066436451028e-21,6.3638481937489979e-23,5.9761069325095362e-19,3.8308408341503733e-21,9.5218398554166866e-09,4.9986207369325142e-15,4.3881026592482831e-16,2.9829820613798108e-18,4.0619187723017543e-19,7.9895098429221518e-16,6.5607841676668929e-24,3.7688955429306352e-24,1.734191858581907e-18,3.8066042604701294e-23,1.1906992968887133e-18
4.262843949120716e-10,0.621182799775921,2.1658878240608307e-09,5.9076010362388599e-13,5.2195738042397285e-13,2.7549825983719254e-19,1.5430877903031295e-15,0.0,0.0,7.5570157196964762e-08,8.6547333148366838e-13,154.0,0.0,0.99837600939003746,1.0,18.99996981772507,7.8541968539763289e-05,9.6284117309872114e-07,0.00031590513894486219,0.00034570335180334025,0.00032209278103964204,2.9565357343610295e-05,8.4108317539170113e-11,5.40637503602349e-07,0.00052933187465638667,3.1393268351854923e-13,5.1138205864856298e-07,3.1404660302872198e-07,4.5649252707574739e-07,4.5632028310630218e-07,1.0741473529700598e-10,1.6446309379431386e-08,6.4825832187186341e-11,3.7801040294580055e-08,5.8514164408535136e-16,5.5775243069327739e-16,5.580841151489212e-16,4.5176870352834074e-10,1.0994956311395579e-12,3.9962932982192265e-15,5.6807835916926434e-17,8.4521402551266786e-17,1.2531239821995134e-13,8.7603867436610689e-15,3.0739382837915787e-16,1.2087608880422992e-16,2.0084546827952607e-18,2.4357106598800995e-21,7.0830010944972901e-23,6.6704147882525793e-19,4.4151258088299695e-21,9.9529842596883899e-09,5.2387956183011169e-15,4.6148731820209145e-16,3.1263924761262248e-18,4.3327172760507871e-19,8.584371144312256e-16,6.899835606767904e-24,3.9636663845646741e-24,1.9109952197802595e-18,4.1947124890062159e-23,1.3121359842562889e-18
4.367668161971244e-10,0.6211827970817545,2.229582256506819e-09,6.2220704453478149e-13,5.514099032434174e-13,3.0476474402464637e-19,1.6673313900156046e-15,0.0,0.0,7.9325186157221865e-08,9.5260136905939986e-13,154.0,0.0,0.99833611229038088,1.0,18.999969027047047,8.0470557953258025e-05,9.6280607952114977e-07,0.0003235924306738567,0.00035418911293197023,0.00033001415258225066,3.0338937835523169e-05,8.617286825486541e-11,5.5393288819622215e-07,0.00054235251208526283,3.2214676355151523e-13,5.3681166437823309e-07,3.2427378695477649e-07,4.8434957471165232e-07,4.8416681262923532e-07,1.1397170007125203e-10,1.7172547413029827e-08,6.8786450094360688e-11,3.9693790196498624e-08,6.76111249048264e-16,6.4480907311867017e-16,6.4520269628031447e-16,4.8617895004703147e-10,1.1691567384144932e-12,4.0945703449050012e-15,5.9139426467848231e-17,8.8381825073471544e-17,1.3331276499110053e-13,9.520616914439016e-15,3.3766819538329736e-16,1.3419345296804876e-16,2.2786353999504854e-18,2.8060877772700662e-21,7.8633803567419799e-23,7.4262386644620556e-19,5.0709469627723047e-21,1.0391228236925824e-08,5.4840041635190501e-15,4.8468123601433421e-16,3.2728103842741771e-18,4.6146784179399499e-19,9.2070071840432729e-16,7.246614858532658e-24,4.1628765306773666e-24,2.1007810584697679e-18,4.6113204875845544e-23,1.4424950654911196e-18
4.4724923748217715e-10,0.6211827943912922,2.2937758166321345e-09,6.5455149633254746e-13,5.8187598981495789e-13,3.3636033015298712e-19,1.798521986147574e-15,0.0,0.0,8.3171088233378222e-08,1.0461430200517601e-12,154.0,0.0,0.9982962169545383,1.0,18.999968236427641,8.2399014327050703e-05,9.6277098748748738e-07,0.00033127822877846986,0.00036267414751907677,0.00033793515380997006,3.1112367923008543e-05,8.8237242051572276e-11,5.6722713346882247e-07,0.00055537266297952376,3.3035924655073115e-13,5.6285684286128034e-07,3.3452246339435238e-07,5.1310023309583226e-07,5.1290661521532473e-07,1.2073907312978109e-10,1.791046053724021e-08,7.2874279243671418e-11,4.163330612221725e-08,7.7828932255198632e-16,7.4265481088432113e-16,7.4311990127714811e-16,5.2228664035605337e-10,1.241218519689705e-12,4.1928389699385934e-15,6.1516352381318246e-17,9.2365851563607036e-17,1.4166092105397091e-13,1.0328384775832307e-14,3.7009501399214643e-16,1.4861844669828251e-16,2.5773033416305584e-18,3.2217845313833055e-21,8.7086666385778601e-23,8.2475079149438204e-19,5.8050408077041428e-21,1.0836438069745564e-08,5.7342113738251182e-15,5.083883393376972e-16,3.4222148710745388e-18,4.9079884687019434e-19,9.8579610087372388e-16,7.6010669018101591e-24,4.3664943739234298e-24,2.3041467832276497e-18,5.0577397817937592e-23,1.5821876501592522e-18
4.577316587672299e-10,0.6211827917045409,2.358468235249422e-09,6.8779935990137706e-13,6.1337404081108913e-13,3.7041219208427394e-19,1.936897535294031e-15,0.0,0.0,8.7107850154333241e-08,1.1464050102976016e-12,154.0,0.0,0.99825632338251891,1.0,18.999967445866837,8.4327337668407281e-05,9.6273589699744619e-07,0.00033896253342398272,0.00037115845554691102,0.00034585578487019515,3.1885647611053004e-05,9.0301438924966522e-11,5.8052023939233172e-07,0.00056839232757454955,3.3857013256937839e-13,5.8951749224715231e-07,3.4479066218345762e-07,5.4274629091864503e-07,5.4254147887157446e-07,1.2771727608060307e-10,1.8659834386804064e-08,7.7089575313820585e-11,4.361962533821729e-08,8.9270598532266304e-16,8.5229068230283266e-16,8.5283793246553836e-16,5.6013221391996532e-10,1.3156917853208153e-12,4.2910991731120129e-15,6.3938649779833611e-17,9.6476441605523862e-17,1.5036735056874534e-13,1.1185715660505187e-14,4.0477599680270521e-16,1.6421636552243203e-16,2.9066905720259964e-18,3.6870965701630226e-21,9.6226863250222436e-23,9.1383225959714268e-19,6.6246017854306025e-21,1.1288482546192325e-08,5.9893827844417719e-15,5.3260500381083558e-16,3.5745853408578992e-18,5.21283195074484e-19,1.0537770430613119e-15,7.9631375476807968e-24,4.5744887850399037e-24,2.5217012583444563e-18,5.5353070479968134e-23,1.7316327693692283e-18
4.682140800522827e-10,0.6211827890215056,2.4236592383683004e-09,7.2195653289865578e-13,6.4592274852552947e-13,4.0705151459163746e-19,2.082700345419859e-15,0.0,0.0,9.113545863684132e-08,1.2537011803710635e-12,154.0,0.0,0.99821643157433093,1.0,18.999966655364599,8.6255527984593539e-05,9.6270080804910407e-07,0.00034664534477196187,0.00037964203699774365,0.00035377604590786235,3.2658776908073469e-05,9.236545887072008e-11,5.9381220593895852e-07,0.00058141150610179241,3.4677942169698889e-13,6.1679351069353875e-07,3.5507657813824684e-07,5.7328937221499884e-07,5.7307302701150276e-07,1.3490669172254362e-10,1.9420458515735748e-08,8.1432570454509646e-11,4.5652785101165393e-08,1.0204543174046877e-15,9.7478005292311839e-16,9.7542142585705233e-16,5.9975609056310213e-10,1.3925867467270119e-12,4.3893509542184314e-15,6.6406354776347684e-17,1.0071655421232723e-16,1.5944277093940106e-13,1.2094695002112383e-14,4.4181595798177623e-16,1.8105505907122969e-16,3.2691494951345004e-18,4.2066199171120574e-21,1.0609415475904478e-22,1.0102958605703125e-18,7.5373027172052673e-21,1.1747232912795972e-08,6.2494844580102766e-15,5.5732766005276962e-16,3.7299015131119388e-18,5.5293916630576139e-19,1.1246968101354483e-15,8.3327734292525298e-24,4.7868291069842154e-24,2.7540646908992568e-18,6.0453838654051861e-23,1.8912572995885424e-18
4.786965013373355e-10,0.6211827863421917,2.4893485476126594e-09,7.5702890970086446e-13,6.7954109660532749e-13,4.464135386793745e-19,2.2361771446599123e-15,0.0,0.0,9.525390038593408e-08,1.3683524822083016e-12,154.0,0.0,0.99817654152998314,1.0,18.99996586492087,8.8183585282875095e-05,9.6266572064456758e-07,0.00035432666298121222,0.0003881248918538649,0.00036169593706549333,3.3431755824988811e-05,9.4429301884548594e-11,6.0710303308098436e-07,0.00059443019878884645,3.5498711404906082e-13,6.446847963663723e-07,3.6537855724191315e-07,6.04730950151593e-07,6.0450273223714821e-07,1.4230766729487673e-10,2.0192126325666735e-08,8.5903475256608375e-11,4.7732822657874123e-08,1.1626922468724463e-15,1.1112505915869526e-15,1.1119994337350789e-15,6.4119867047572293e-10,1.4719130572459714e-12,4.4875943130572273e-15,6.8919503474004338e-17,1.0508914781725189e-16,1.6889813122450083e-13,1.3057469625521286e-14,4.8132289407050292e-16,1.9920499977729784e-16,3.6671569449773534e-18,4.7852657336062133e-21,1.1672983851754098e-22,1.1145872938921513e-18,8.5513157959974282e-21,1.2212562828508217e-08,6.5144829781078078e-15,5.8255279298903899e-16,3.8881434186081541e-18,5.8578487058029976e-19,1.1986081585050168e-15,8.7099219915816879e-24,5.0034851491437579e-24,3.0018685194220052e-18,6.5893564716375452e-23,2.0614958875361427e-18
4.891789226223883e-10,0.6211827836666037,2.555535880603022e-09,7.9302238135422471e-13,7.142483597877835e-13,4.8863760683906251e-19,2.3975791500819433e-15,0.0,0.0,9.9463162095307513e-08,1.4906869757320505e-12,154.0,0.0,0.99813665324948375,1.0,18.999965074535616,9.0111509570517338e-05,9.6263063478439789e-07,0.00036200648820872882,0.00039660702009758423,0.0003696154584832421,3.4204584374290833e-05,9.6492967962144585e-11,6.2039272079069274e-07,0.000607448405859522,3.6319320975847508e-13,6.7319124743982988e-07,3.7569508398751634e-07,6.3707235966035822e-07,6.3683192896771997e-07,1.4992051745501289e-10,2.097463499549981e-08,9.0502480557447556e-11,4.9859775245265426e-08,1.3206444302216998e-15,1.2628962449539295e-15,1.2637674059132423e-15,6.8450033422024063e-10,1.5536798502001183e-12,4.5858292494210399e-15,7.1478131966623848e-17,1.0959718026964269e-16,1.7874461055792087e-13,1.4076249025751195e-14,5.2340806476425307e-16,2.1873935287115274e-16,4.1033183702052214e-18,5.4282755943903855e-21,1.2817679015719262e-22,1.2271709056283045e-18,9.6753341317490147e-21,1.2684348319502318e-08,6.7843454428452611e-15,6.0827694118629263e-16,4.0492913955754683e-18,6.1983825045997917e-19,1.2755633430219713e-15,9.0945314817343155e-24,5.2244271816272256e-24,3.2657553041228853e-18,7.1686355217184878e-23,2.2427908761373126e-18
4.99661343907441e-10,0.6211827809947454,2.6222209513069023e-09,8.2994283552957128e-13,7.5006410364179712e-13,5.3386720824179417e-19,2.567162136413399e-15,0.0,0.0,1.0376323044767659e-07,1.6210398254759261e-12,154.0,0.0,0.99809676673284164,1.0,18.999964284208811,9.2039300854785425e-05,9.6259555046603018e-07,0.00036968482061038981,0.00040508842171123083,0.00037753461029894068,3.4977262569373173e-05,9.8556457099185117e-11,6.3368126904037689e-07,0.00062046612753391666,3.713977089677532e-13,7.0231276209633354e-07,3.8602476977999876e-07,6.7031480901475616e-07,6.70061825011498e-07,1.5774552700701675e-10,2.1767785412349315e-08,9.5229759095047783e-11,5.2033680090336876e-08,1.4956041242775917e-15,1.430979210313757e-15,1.4319891694846046e-15,7.2970144273772833e-10,1.637895774364809e-12,4.6840557631022845e-15,7.4082276338436075e-17,1.1424360882852277e-16,1.8899361657934393e-13,1.5153306635801965e-14,5.6818607359083596e-16,2.3973404764194996e-16,4.5803721145051145e-18,6.1412372887633324e-21,1.404795050960515e-22,1.3485302367278904e-18,1.0918593859764794e-20,1.3162467734819573e-08,7.0590394585454641e-15,6.3449669619458297e-16,4.2133260859226591e-18,6.5511708345022408e-19,1.3556141240934858e-15,9.4865509389480305e-24,5.4496259296127649e-24,3.5463786186689187e-18,7.7846558504745832e-23,2.4355922315275538e-18
