Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335)
5.790585568363662e-13,0.6211829050127404,2.3835022560275017e-12,7.8348399796043308e-19,7.8198264143347389e-19,4.3625127364606606e-30,3.3225398944851354e-24,0.0,0.0,5.6344944846320937e-13,5.2031640293970272e-22,154.0,0.0,0.99999777993832728,1.0,18.99999999932912,1.0683973545062443e-07,6.8058743090785884e-07,4.706887223844419e-07,4.7093387122732983e-07,1.8551651933272816e-07,4.5555325896569154e-10,1.1456230302415049e-13,2.1464966491902818e-10,3.048224893118549e-07,4.8368653998562859e-18,9.4688901087297678e-13,1.5485676471309263e-12,2.4902550043243778e-15,2.4898205406029806e-15,3.4335318560841547e-19,1.1862520264536775e-14,9.1110535788572769e-20,6.9101734809972748e-14,2.0647724371265446e-35,1.9285197783266914e-35,1.9285211528201749e-35,5.0505675285221677e-19,4.9174194566332809e-21,1.5866184619602735e-18,7.9637362952587475e-21,5.6253677817072445e-22,9.3547919681589766e-22,7.2016813769362482e-26,5.4549965308645791e-30,1.1741456658949201e-30,2.3916168571576287e-35,2.7714770931960075e-39,6.2632622120659938e-37,5.5968617130374395e-33,4.6594897955470605e-38,7.2195420177754708e-15,1.1827657320976826e-20,7.6439176316748786e-24,3.5025161534778397e-24,2.6468418778162501e-25,2.3417108117145371e-24,1.1427677311579141e-31,6.5647565515863674e-32,6.6914864697480534e-30,1.282307731184239e-34,4.5884516602161639e-30
5.989905196699274e-13,0.6211829050125804,2.4655719899072974e-12,8.3841025698379099e-19,8.3674877538532151e-19,4.8581891855009392e-30,3.6776037672207307e-24,0.0,0.0,5.8771159233997849e-13,5.6068830628369127e-22,154.0,0.0,0.99999770372948849,1.0,18.999999999283968,1.10517293455254e-07,6.9228655348008901e-07,4.8687425540618443e-07,4.8713805456939158e-07,1.9626038872556931e-07,4.8733569027649817e-10,1.1850472605616432e-13,2.2798306861765818e-10,3.2247576053788502e-07,5.1743287342617401e-18,1.0131878402350917e-12,1.6568812946468739e-12,2.7562011906754565e-15,2.7557118888322662e-15,3.8577639659791345e-19,1.3015459183791131e-14,1.0352544659255824e-19,7.3940105262189444e-14,2.6164116494283918e-35,2.4437588348013828e-35,2.4437606364713997e-35,5.5929180519975391e-19,5.4426696849395466e-21,1.6851757893910191e-18,8.4626350253183266e-21,6.0834994883098448e-22,1.0494375855434515e-21,8.3749435899223639e-26,6.5729731780256798e-30,1.4148276453013982e-30,2.9851865082183514e-35,3.4618536771184473e-39,7.5712103081841659e-37,6.7441863149779442e-33,5.7082434262120512e-38,7.921219865877789e-15,1.2655368664166009e-20,8.4590459025790812e-24,3.8189013421762696e-24,2.8391603638867827e-25,2.6008124391508251e-24,1.2646332211725198e-31,7.2648251488598362e-32,7.6953466363266482e-30,1.4813079595352606e-34,5.2768142606839506e-30
6.189224825034886e-13,0.6211829050124158,2.5476434823503659e-12,8.952013158107663e-19,8.9336873191569466e-19,5.3920350368948157e-30,4.0571045701360722e-24,0.0,0.0,6.1229768700344738e-13,6.0283352873563436e-22,154.0,0.0,0.99999762752923504,1.0,18.999999999237463,1.1419485097702624e-07,7.035031925637656e-07,5.0305871865087215e-07,5.0334193537566608e-07,2.071835554248157e-07,5.2018159441844253e-10,1.2244707547554169e-13,2.4161637281493218e-10,3.4042363571646248e-07,5.5230843093402265e-18,1.0817293107532432e-12,1.7688471318295735e-12,3.0404267680094927e-15,3.0398779942096375e-15,4.3165693440607324e-19,1.4233823208431846e-14,1.1711686544990188e-19,7.8942143345917541e-14,3.2898200120751531e-35,3.0727326590293331e-35,3.0727349998035897e-35,6.1729544036182818e-19,6.0040356836163183e-21,1.7859499450296223e-18,8.9729129883366624e-21,6.5601614656538823e-22,1.1724959127510859e-21,9.6883676977542677e-26,7.8694982432688481e-30,1.6939590946837908e-30,3.6980419687249944e-35,4.2916695887765449e-39,9.0920042032177663e-37,8.0748111063695055e-33,6.9467194925772061e-38,8.6627151272090588e-15,1.3511037106110961e-20,9.3300376775364197e-24,4.1507672409862602e-24,3.038246823751477e-25,2.8783720166231575e-24,1.3948508049824955e-31,8.012873105787302e-32,8.808251395593727e-30,1.7026706770624729e-34,6.0399505510314395e-30
6.388544453370498e-13,0.6211829050122463,2.6297167333392928e-12,9.5385757451828164e-19,9.5184254998816639e-19,5.9657255490563498e-30,4.4618557362528402e-24,0.0,0.0,6.3720773427317396e-13,6.467797496601256e-22,154.0,0.0,0.99999755133721324,1.0,18.999999999189598,1.1787240801597206e-07,7.1425724614561513e-07,5.1924211289929405e-07,5.1954552111903886e-07,2.1827862501635905e-07,5.5409019111410239e-10,1.2638935310057602e-13,2.5554210489933651e-10,3.5865396508139265e-07,5.8831238398961277e-18,1.1525133807356633e-12,1.884464309027822e-12,3.3435378026971086e-15,3.342924716434724e-15,4.8113684936065567e-19,1.5518670954155963e-14,1.3194941302415977e-19,8.4107846242023426e-14,4.1066141286858762e-35,3.8356317326438216e-35,3.8356347486999208e-35,6.7919666321350638e-19,6.6027163042515202e-21,1.8888856922357215e-18,9.494290603678568e-21,7.0553498783134022e-22,1.305014859968917e-21,1.1152931593579038e-25,9.3654867761818487e-30,2.0160460671822837e-30,4.5488760210292027e-35,5.2829367166946117e-39,1.0851054526806294e-36,9.6102202222152421e-33,8.4014303236357706e-38,9.4446720448308534e-15,1.439465965165058e-20,1.025872920125128e-23,4.4982150509681576e-24,3.2441028145500346e-25,3.1750246813769437e-24,1.5336950252506414e-31,8.8104775548351439e-32,1.0037832261882382e-29,1.9480151272446966e-34,6.8830935993045166e-30
6.58786408170611e-13,0.621182905012072,2.7117917428574722e-12,1.0143794329184805e-18,1.012170268567724e-18,6.5809620931828873e-30,4.8926707160947148e-24,0.0,0.0,6.6244173603884638e-13,6.9255474561477989e-22,154.0,0.0,0.99999747515308379,1.0,18.999999999140389,1.2154996457212113e-07,7.2456779160423674e-07,5.3542443893165558e-07,5.3574881908619182e-07,2.2953850803736065e-07,5.8906070065827472e-10,1.3033156070425398e-13,2.6975297845163992e-10,3.7715509993209208e-07,6.2544390468098034e-18,1.2255400095119355e-12,2.0037319769062635e-12,3.6661402201224872e-15,3.6654577731689322e-15,5.3435829132306709e-19,1.6871017246472794e-14,1.4808866223169189e-19,8.9437211204626883e-14,5.0913761331453633e-35,4.7554164523729299e-35,4.7554203083666958e-35,7.451247077283535e-19,7.2399102167711248e-21,1.993929170679782e-18,1.0026495258382715e-20,7.5690591861819558e-22,1.447355012350436e-21,1.2780039679795752e-25,1.1083459586426347e-29,2.3859408884610671e-30,5.5585312063649727e-35,6.4602285654405468e-39,1.2875761693128871e-36,1.1373549135780862e-32,1.0101573954917241e-37,1.0267708210304156e-14,1.5306233328433293e-20,1.1246955295006566e-23,4.8613374270926638e-24,3.4567298905509452e-25,3.4914055007042567e-24,1.6814402118194085e-31,9.6592144059061447e-32,1.1391978891930478e-29,2.2190172332417345e-34,7.8116534874394949e-30
6.787183710041722e-13,0.621182905011893,2.793868510889084e-12,1.07676729055894e-18,1.0743519266207909e-18,7.2394721546325451e-30,5.3503629776880032e-24,0.0,0.0,6.8799969425844852e-13,7.4018639034981943e-22,154.0,0.0,0.99999739897652173,1.0,18.999999999089837,1.2522752064550194e-07,7.3445311955267883e-07,5.5160569752757951e-07,5.5195183638224305e-07,2.409564073998022e-07,6.2509234391755369e-10,1.3427370001538426e-13,2.8424188860560296e-10,3.9591587196921757e-07,6.6370216570331105e-18,1.3008091574075451e-12,2.1266492864453044e-12,4.0088398047358017e-15,4.0080827401511463e-15,5.9146348917209733e-19,1.8291834926653068e-14,1.6560109548370423e-19,9.4930235559279657e-14,6.2719486294397751e-35,5.8580926199301249e-35,5.8580975137940454e-35,8.1520903670824404e-19,7.9168159099956344e-21,2.1010278620500238e-18,1.0569261129728679e-20,8.1012824478690861e-22,1.5998768285313127e-21,1.4581522728137199e-25,1.3047604246170686e-29,2.8088553473758603e-30,6.7501619561278993e-35,7.8508778796445322e-39,1.5195593214489977e-36,1.3389647604762232e-32,1.2079209535639451e-37,1.1132415662822842e-14,1.6245755185885597e-20,1.2296549359105793e-23,5.2402191885500271e-24,3.6761296113632424e-25,3.8281494716369975e-24,1.8383604820760355e-31,1.0560658348437046e-31,1.28788390564945e-29,2.5174095915223537e-34,8.8312172918521159e-30
6.986503338377334e-13,0.6211829050117091,2.8759470374190781e-12,1.1410215467228812e-18,1.1383875631152484e-18,7.9430093343097871e-30,5.8357460065622466e-24,0.0,0.0,7.138816109564728e-13,7.897026548075901e-22,154.0,0.0,0.99999732280721498,1.0,18.999999999037954,1.2890507623614176e-07,7.4393076628519535e-07,5.6778588946610608e-07,5.6815457993527102e-07,2.5252580633274523e-07,6.6218434232991165e-10,1.382157727196985e-13,2.9900190752429297e-10,4.1492557348258591e-07,7.0308634035849489e-18,1.3783207857190617e-12,2.2532153889410235e-12,4.3722422001056062e-15,4.3714050513083352e-15,6.5259473346287837e-19,1.9782056583192657e-14,1.8455406380915719e-19,1.0058691670118944e-13,7.6797485280937044e-35,7.1730045830247871e-35,7.1730107513923859e-35,8.8957934151361544e-19,8.6346316921832048e-21,2.210130556613889e-18,1.1122329018127635e-20,8.6520115702154703e-22,1.7629406158764964e-21,1.6569637707259589e-25,1.5283836056071765e-29,3.290373881497443e-30,8.1494027799771407e-35,9.4851821343063905e-39,1.7842160988106212e-36,1.5685142596047069e-32,1.4369438267182503e-37,1.2039361943013972e-14,1.7213222294247626e-20,1.3409343375246632e-23,5.6349379700515223e-24,3.9023035466482718e-25,4.185891520964166e-24,2.0047297413074298e-31,1.1516382853437187e-31,1.4506818612031429e-29,2.8449814659368595e-34,9.9475490640731584e-30
7.385142595048557e-13,0.6211829050113277,3.0401093659177456e-12,1.2751308504335812e-18,1.2720209273072638e-18,9.4923100380806753e-30,6.8928383957916497e-24,0.0,0.0,7.6661732820799715e-13,8.9450141261770381e-22,154.0,0.0,0.99999717048918446,1.0,18.999999998930228,1.3626018596930182e-07,7.6172957172589396e-07,6.0014307648422773e-07,6.0055927266544463e-07,2.7609436976262172e-07,7.3954629322012821e-10,1.4609972484176371e-13,3.2930841938497732e-10,4.5365112588874158e-07,7.8522912680583491e-18,1.5400713334885126e-12,2.517290579564604e-12,5.1635772932950048e-15,5.162562733418417e-15,7.8750475200247183e-19,2.297425062972279e-14,2.2705512458580578e-19,1.1239123926565548e-13,1.1322641275084068e-34,1.0575540985570861e-34,1.0575550599113673e-34,1.0516977852210839e-18,1.0197785856803899e-20,2.4341494665844311e-18,1.2258366193650443e-20,9.808950370243093e-22,2.1221344678747399e-21,2.1156921046606118e-25,2.0685226360705225e-29,4.4535032208205367e-30,1.1686720436674992e-34,1.3622077995519876e-38,2.4253138189902043e-36,2.1230093344209256e-32,2.0044429073144456e-37,1.398212456836519e-14,1.923198064351918e-20,1.5831852111055897e-23,6.4721646157270809e-24,4.374980357687154e-25,4.9669092166062405e-24,2.3669097893801002e-31,1.3596961354462178e-31,1.8221049579816279e-29,3.5951041180223158e-34,1.2494457477021065e-29
7.743917926052659e-13,0.6211829050109682,3.1878614754951166e-12,1.402216306927718e-18,1.3986319523059542e-18,1.1058800289642393e-29,7.9470852154215848e-24,0.0,0.0,8.1518743334133485e-13,9.9554828852114313e-22,154.0,0.0,0.99999703342489765,1.0,18.999999998828795,1.4287978307842307e-07,7.7651577833794069e-07,6.2926090463569241e-07,6.2972262595269257e-07,2.9776417023666707e-07,8.1279066479438276e-10,1.5319507002295036e-13,3.5744544302970352e-10,4.8925681808248468e-07,8.6299997820352647e-18,1.6933157402708511e-12,2.7674286152997629e-12,5.9526554236175071e-15,5.9514603777047467e-15,9.2412109741670119e-19,2.6093175630877987e-14,2.7092481534328192e-19,1.2357481102071018e-13,1.5778964533538618e-34,1.4737845745390759e-34,1.4737859793896361e-34,1.2135681556952513e-18,1.1756554859220489e-20,2.6421320980606542e-18,1.3313562137146069e-20,1.0913387087948482e-21,2.4850733367337177e-21,2.6055437813392451e-25,2.6774525463812012e-29,5.7648642626413945e-30,1.5894574884187081e-34,1.8550955242814524e-38,3.1504221992524128e-36,2.7481817548652565e-32,2.6642127875432868e-37,1.5880294499006018e-14,2.1144406920098871e-20,1.8246603284902281e-23,7.2804829855886484e-24,4.8235731424973006e-25,5.7480067451206566e-24,2.7279308621638375e-31,1.5670881712636969e-31,2.2136096468132112e-29,4.3891183553248591e-34,1.5179069237879566e-29
8.10269325705676e-13,0.621182905010594,3.3356192824063816e-12,1.5353550922302969e-18,1.5312504735519313e-18,1.2799644180276019e-29,9.1037022480594247e-24,0.0,0.0,8.6480719828977059e-13,1.1031407785789789e-21,154.0,0.0,0.99999689637982625,1.0,18.999999998723151,1.4949937862383897e-07,7.9022250070326134e-07,6.5837528890632531e-07,6.5888519242110658e-07,3.1983512009472053e-07,8.894585049387966e-10,1.6029022375634593e-13,3.8636075383652265e-10,5.255216404995556e-07,9.4440596064537618e-18,1.8538252235743652e-12,3.0293755555889565e-12,6.8182231960269399e-15,6.8168266547742436e-15,1.0759962216329569e-18,2.9449801717502789e-14,3.2054503106433113e-19,1.3528859326187662e-13,2.1660922470921966e-34,2.0231734480016031e-34,2.0231754659564147e-34,1.3913524658580993e-18,1.3466500441915681e-20,2.8558677340920285e-18,1.4398391269941556e-20,1.2077622591223598e-21,2.8877629689905094e-21,3.1768718911194262e-25,3.4233825549718111e-29,7.3713765733467558e-30,2.1306185293237224e-34,2.4899388596023754e-38,4.0411734018681703e-36,3.5140764770159771e-32,3.4957875491966497e-37,1.792312737022606e-14,2.3147331107703885e-20,2.0894548682498535e-23,8.1410504272032158e-24,5.2941389876414817e-25,6.6070092917622479e-24,3.1238167756604512e-31,1.794508622981762e-31,2.6650891039562462e-29,5.3080902138963067e-34,1.8274938456455937e-29
8.461468588060861e-13,0.6211829050102048,3.4833827865891865e-12,1.6745495254300444e-18,1.6698767183611448e-18,1.472601319201766e-29,1.0367434374286157e-23,0.0,0.0,9.1547663704511724e-13,1.217445523548235e-21,154.0,0.0,0.99999675935256815,1.0,18.999999998613347,1.5611897260567231e-07,8.0292854948136552e-07,6.8748623381856006e-07,6.8804700663021799e-07,3.4227793201940238e-07,9.6954529368450247e-10,1.6738519445093311e-13,4.1601979336060055e-10,5.6239747113144452e-07,1.0294422747068264e-17,2.0215995897412531e-12,3.303126462192058e-12,7.7638076366613536e-15,7.7621873407516035e-15,1.2439607073781182e-18,3.3048315794574614e-14,3.763352023749944e-19,1.4753257309820661e-13,2.9329761365143503e-34,2.739462503438931e-34,2.7394653568969722e-34,1.5858153046388177e-18,1.5334604676809318e-20,3.0751009228347997e-18,1.5511560618287067e-20,1.3301588118679999e-21,3.3322972252886146e-21,3.8383627164536475e-25,4.3284755670086128e-29,9.3208183273965681e-30,2.8185108077456243e-34,3.2981261751195521e-38,5.1247744927083049e-36,4.443476723145918e-32,4.5332247767764203e-37,2.0113171118878302e-14,2.5240736765903367e-20,2.3786321417874612e-23,9.0541280773722776e-24,5.7866871835650318e-25,7.5476172889050146e-24,3.5561573198466911e-31,2.0428707582733541e-31,3.1823784516124729e-29,6.3645028634593166e-34,2.1822077689020196e-29
8.820243919064963e-13,0.6211829050098012,3.6311519879878648e-12,1.8198019228572585e-18,1.8145109140663555e-18,1.6849353070385395e-29,1.1743026658476521e-23,0.0,0.0,9.6719576416943156e-13,1.3386301844065037e-21,154.0,0.0,0.99999662234182496,1.0,18.999999998499419,1.627385650240367e-07,8.14706980078958e-07,7.1659374388878417e-07,7.1720810160487273e-07,3.6506545743848006e-07,1.0530465170273364e-09,1.7447999014227715e-13,4.4638953776294661e-10,5.9983970214305919e-07,1.1181041272967939e-17,2.1966386535316059e-12,3.5886764001744268e-12,8.7929342969145551e-15,8.7910667306545069e-15,1.4288450748257461e-18,3.6892597649372034e-14,4.3872118522532746e-19,1.6030673824285356e-13,3.9216522116245738e-34,3.6629127083145962e-34,3.6629166855126906e-34,1.7977236389093421e-18,1.7367847779410187e-20,3.2995875560659859e-18,1.6651834626128414e-20,1.458521211324473e-21,3.8207674646385874e-21,4.5991479323614426e-25,5.4171929557126166e-29,1.1665929012265226e-29,3.6836457748099855e-34,4.3160749398401159e-38,6.4312987950799068e-36,5.5615322674564842e-32,5.8154114136815506e-37,2.2452786764439465e-14,2.7424607614118201e-20,2.6932539882969105e-23,1.0019937886056759e-23,6.3012270680908567e-25,8.5735304694905819e-24,4.0265400835524458e-31,2.3130865803448944e-31,3.7715835186421058e-29,7.5714338559763852e-34,2.5862355792019157e-29
9.179019250069063e-13,0.621182905009383,3.7789268865531377e-12,1.9711145980877127e-18,1.9651532880174602e-18,1.9181383851653991e-29,1.3235224348811953e-23,0.0,0.0,1.0199645947680675e-12,1.4668634423311421e-21,154.0,0.0,0.99999648534639274,1.0,18.999999998381405,1.6935815587903772e-07,8.256255136587192e-07,7.4569782362735459e-07,7.4636850890345156e-07,3.8817253007118669e-07,1.1399576669199597e-09,1.81574618509124e-13,4.7743842959729476e-10,6.3780698280358627e-07,1.210386731649314e-17,2.3789422377492092e-12,3.8860204379046936e-12,9.9091272544232644e-15,9.906987639974198e-15,1.6314797052482383e-18,4.0986242417863192e-14,5.081347438209001e-19,1.7361107698629104e-13,5.1831669263523907e-34,4.8412036362085232e-34,4.8412091067219917e-34,2.0278468084571338e-18,1.9573208117092182e-20,3.5290943649602314e-18,1.7818032598870131e-20,1.5928421111995124e-21,4.3552624591857662e-21,5.4688040523302708e-25,6.7164089103439999e-29,1.4464657201569007e-29,4.7611107707423754e-34,5.5857559094373065e-38,7.9938311453187467e-36,6.8958777332634919e-32,7.3864991924963876e-37,2.4944162082462326e-14,2.9698927521195176e-20,3.0343807783961307e-23,1.1038668321147602e-23,6.8377680194239394e-25,9.6884478740626886e-24,4.5365504598929638e-31,2.6060668310568615e-31,4.4390807895277226e-29,8.942555013188237e-34,3.043949757312959e-29
9.537794581073164e-13,0.6211829050089503,3.9267074822418375e-12,2.1284898619465372e-18,2.1218040675818086e-18,2.1734099890316144e-29,1.4848772877293776e-23,0.0,0.0,1.0737831444639416e-12,1.6023149986763296e-21,154.0,0.0,0.99999634836515428,1.0,18.999999998259323,1.7597774517077303e-07,8.3574692703832864e-07,7.7479847753860873e-07,7.7552825868301681e-07,4.1157582103543056e-07,1.2302742412639868e-09,1.8866908688925235e-13,5.0913631266681196e-10,6.7626098141306261e-07,1.3062853073151916e-17,2.5685101728841908e-12,4.1951536470524498e-12,1.1115909114053584e-14,1.1113471406194883e-14,1.8526947844521585e-18,4.533258139097681e-14,5.8501307425004683e-19,1.8744557817073603e-13,6.7775578112484634e-34,6.3304130479976314e-34,6.3304204810315509e-34,2.2769565209712358e-18,2.1957662217017172e-20,3.763398438558474e-18,1.9009026268181074e-20,1.7331140377020857e-21,4.937868334871771e-21,6.4573518593170366e-25,8.2555245881409683e-29,1.7780407998805845e-29,6.0910098714738778e-34,7.1552455526177569e-38,9.8486129568883415e-36,8.4767507438579177e-32,9.2963590993422567e-37,2.7589324267650364e-14,3.2063680496023321e-20,3.4030714176353706e-23,1.2110479243205088e-23,7.396319443120175e-25,1.0896067857990802e-23,5.0877716515142601e-31,2.9227209939370434e-31,5.1915173537842458e-29,1.0492132314355761e-33,3.5599083445370072e-29
9.896569912077266e-13,0.6211829050085035,4.0744937750166419e-12,2.2919300225121001e-18,2.2844634801445025e-18,2.4519769886714238e-29,1.6588417859756614e-23,0.0,0.0,1.1286514293729378e-12,1.7451555749480955e-21,154.0,0.0,0.99999621139707573,1.0,18.999999998133227,1.8259733289933328e-07,8.4512941427966311e-07,8.0389571012087864e-07,8.0468737976158909e-07,4.3525370447539277e-07,1.3239917439021284e-09,1.9576340229462766e-13,5.4145436975393585e-10,7.1516616451500061e-07,1.4057950801536331e-17,2.7653422967714241e-12,4.5160711025858655e-12,1.2416801008886754e-14,1.2414037890259855e-14,2.0933202619299234e-18,4.9934701310169772e-14,6.6979836497329923e-19,2.0181023116570087e-13,8.774989991576414e-34,8.1960784945548533e-34,8.1960884803837773e-34,2.5458268470410028e-18,2.4528184773727179e-20,4.0022867634744597e-18,2.0223737464715022e-20,1.8793294320723575e-21,5.5706685326485234e-21,7.575255825076358e-25,1.0066582072678945e-28,2.1682290154820598e-29,7.7189250165569419e-34,9.0793062972468627e-38,1.2035187094478424e-35,1.0337109928274688e-31,1.1601054441577108e-36,3.0390151677490868e-14,3.4518850679055611e-20,3.8003833498938819e-23,1.3235506073422804e-23,7.9768907707116603e-25,1.2200088097174373e-23,5.6817846756716041e-31,3.2639572970979301e-31,6.0358108558516547e-29,1.2235025785459123e-33,4.1388549084522762e-29
1e-12,0.6211829050080425,4.1170996274661902e-12,2.3401741805822814e-18,2.3324718166559173e-18,2.5367869733567977e-29,1.7114022081139088e-23,0.0,0.0,1.1446641515882846e-12,1.7877310112769108e-21,154.0,0.0,0.99999617191333234,1.0,18.999999998096133,1.8450567045063806e-07,8.4770478438707451e-07,8.1228341504557611e-07,8.1309344818521249e-07,4.4212783280347489e-07,1.3516401444095271e-09,1.9780857027080791e-13,5.5088246279827897e-10,7.2646106029326551e-07,1.4351523211586173e-17,2.8234352645538216e-12,4.6107748872666779e-12,1.2809805193682185e-14,1.2806943010046671e-14,2.1664113358396446e-18,5.1309338883156816e-14,6.9577229967900426e-19,2.0604981342376872e-13,9.4369070731880131e-34,8.8143308637024894e-34,8.8143417150792463e-34,2.6271179540913862e-18,2.5304771960467085e-20,4.0719772669831764e-18,2.0578179504346973e-20,1.9225839688891373e-21,5.7627120591108599e-21,7.9230874395826427e-25,1.0644041929616252e-28,2.2926471024616091e-29,8.2507142617157018e-34,9.7084261831648452e-38,1.2733159881991165e-35,1.0930323328790562e-31,1.2347498266397343e-36,3.1226748937658558e-14,3.5243431167478094e-20,3.9203875414714611e-23,1.356973489770956e-23,8.1483520396872121e-25,1.2594444529030002e-23,5.8612006531750701e-31,3.3670244680280924e-31,6.2972782513712154e-29,1.277555083348381e-33,4.3181476158614292e-29
1.0255345243081367e-12,0.6211829050080425,4.2222857648458084e-12,2.4614373851198477e-18,2.4531317531086913e-18,2.7550936914838359e-29,1.8458905095882078e-23,0.0,0.0,1.1845694660804298e-12,1.895556912777327e-21,154.0,0.0,0.99999607444119731,1.0,18.99999999800314,1.8921691906480262e-07,8.5382692111789695e-07,8.329895258665034e-07,8.3384589967759451e-07,4.5918613328225734e-07,1.4211056846103446e-09,2.0285757142586531e-13,5.7436506317739602e-10,7.5448959269304763e-07,1.5089112823239314e-17,2.9694384542644487e-12,4.8487678827692399e-12,1.3815322601204232e-14,1.3812205477989155e-14,2.3541858225516651e-18,5.4795462213643974e-14,7.6293739252859269e-19,2.1670502584465432e-13,1.1256985431201314e-33,1.0514345537761397e-33,1.0514358812710227e-33,2.8352342151675871e-18,2.729174865641115e-20,4.2455557844994231e-18,2.1461135890429062e-20,2.0314806774942346e-21,6.2557437853055671e-21,8.8334235208351144e-25,1.2184378132008689e-28,2.6245362846650802e-29,9.6963978613687818e-34,1.1419995383760372e-37,1.4596542550557551e-35,1.2512752776312191e-31,1.4363332939984702e-36,3.3348384693786801e-14,3.7064422334661685e-20,4.2273725606713549e-23,1.4413863325835644e-23,8.5794914643250535e-25,1.3604205592810357e-23,6.3201683691507511e-31,3.6306827160637462e-31,6.9791494454334345e-29,1.4186689390009608e-33,4.7857185089611669e-29
1.0614120574085468e-12,0.6211829050075673,4.370083451702941e-12,2.6370142523661581e-18,2.6278091138958521e-18,3.0840418450276914e-29,2.0464980569212638e-23,0.0,0.0,1.241537271618852e-12,2.0536917738908818e-21,154.0,0.0,0.99999593749663007,1.0,18.999999997869097,1.9583650366725887e-07,8.6188945491176948e-07,8.6207992926184055e-07,8.6300384474666802e-07,4.8335452391167288e-07,1.5216115790900088e-09,2.0995160068605198e-13,6.078420779922544e-10,7.9420073131448825e-07,1.6156291522771562e-17,3.1807984969238913e-12,5.1932390691604709e-12,1.531499208347196e-14,1.5311491081457367e-14,2.636120865823699e-18,5.9917513976293674e-14,8.6488114877409821e-19,2.3212995256272071e-13,1.4317747470803367e-33,1.3373204989768973e-33,1.3373222465155567e-33,3.145957406787712e-18,3.0255324915867565e-20,4.4930109847436365e-18,2.2720236993424435e-20,2.1895601179826765e-21,6.9951721023181071e-21,1.0243205023913314e-24,1.4646577776646181e-28,3.155088211633165e-29,1.2081432006221957e-33,1.424730209395502e-37,1.7579258923073657e-35,1.5042433341945664e-31,1.7653137544223405e-36,3.6465635789169405e-14,3.9700379844177487e-20,4.685093580287104e-23,1.5645647625130208e-23,9.2041310156078837e-25,1.5112116676425118e-23,7.0044993930512269e-31,4.0238029765182397e-31,8.028991728195764e-29,1.6363170920583973e-33,5.5056136645854214e-29
1.097289590508957e-12,0.6211829050070784,4.5178868355667445e-12,2.8186629241121589e-18,2.808495789946063e-18,3.4401306398309897e-29,2.2611390447165748e-23,0.0,0.0,1.2995548634462615e-12,2.2197339400808599e-21,154.0,0.0,0.99999580056255,1.0,18.99999999773112,2.0245608670677439e-07,8.6936337206482809e-07,8.9116692478727881e-07,8.9216124011594284e-07,5.077416495733634e-07,1.6255049489600803e-09,2.1704549619395689e-13,6.4186026770597841e-10,8.3427127503003037e-07,1.7259439347478139e-17,3.3994222827196822e-12,5.5494797466084793e-12,1.6919326179323924e-14,1.6915410140336981e-14,2.9399544899596423e-18,6.530331164743131e-14,9.7608449698716938e-19,2.4808500213536624e-13,1.8065584174598448e-33,1.6873822453844506e-33,1.6873845249337333e-33,3.478777551309479e-18,3.3425882791177324e-20,4.7444664843762306e-18,2.4000099940506059e-20,2.3535600729582342e-21,7.7910287590031068e-21,1.1816392322545612e-24,1.7493827616212638e-28,3.7686546966836903e-29,1.4939015556164641e-33,1.7639813514416059e-37,2.1033650692416178e-35,1.7967979793763838e-31,2.1548135946649479e-36,3.9743398861916812e-14,4.2426707699557679e-20,5.1745994869960252e-23,1.6930940295358643e-23,9.85081894035456e-25,1.6727517015063076e-23,7.7363522374450909e-31,4.444222556980945e-31,9.1930667168087573e-29,1.8781111890736565e-33,6.3038403189958162e-29
