Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438)
3.598627515806563e-10,0.35758545886889775,2.9998172211225819e-13,1.8626921964539256e-17,1.8569078381808076e-17,4.3257117041714724e-25,5.7850396280627997e-20,0.0,0.0,7.2619759961769717e-10,5.047033667971824e-16,154.0,0.0,0.9999688339663807,1.0,18.999994545462258,2.5862114906583905e-06,1.8883452193880127e-09,8.5009983869014687e-06,1.3744662561967985e-05,4.3638071833534744e-07,5.3485700176316434e-06,1.5806382799541878e-11,1.0522545531227822e-07,4.3537867620647851e-07,1.390187462818896e-13,5.8404022169574289e-09,3.6029209425333289e-10,8.3349751840038664e-11,8.3228195149780312e-11,7.1942737741623006e-14,5.4666094440580514e-13,4.9613952356576272e-14,4.1743017215745264e-10,2.7394734613910482e-23,2.6343617837501371e-23,2.6343827688984397e-23
3.695835712951577e-10,0.3575854584582959,3.0932594497269859e-13,1.9702754816806285e-17,1.9639961901219396e-17,4.818748984788148e-25,6.2800513564595552e-20,0.0,0.0,7.6440128339067452e-10,5.5645164599951911e-16,154.0,0.0,0.99996799197058028,1.0,18.999994344472146,2.6560632631078757e-06,1.8883437310058835e-09,8.6769903046528223e-06,1.4115900647766878e-05,4.4819323528782712e-07,5.5466620384248958e-06,1.6233214287468339e-11,1.0808490180370572e-07,4.4716407773186384e-07,1.4416644115771267e-13,6.1601673997085055e-09,3.7574087973053147e-10,8.9444079959225728e-11,8.9313618605541905e-11,7.7206928822608454e-14,5.7623192183646497e-13,5.3254424671501771e-14,4.4030058048999379e-10,3.2449909083429191e-23,3.1205202864854908e-23,3.1205458492442036e-23
3.783323090382089e-10,0.3575854580875982,3.1779076040507784e-13,2.0699308439136896e-17,2.0631820494955917e-17,5.2979378419000357e-25,6.7496305398573979e-20,0.0,0.0,7.9959071770508751e-10,6.0627672716051377e-16,154.0,0.0,0.9999672341688387,1.0,18.99999416301419,2.7189294778118133e-06,1.8883423869177776e-09,8.8348157683541488e-06,1.4450013869254861e-05,4.5882449149568793e-07,5.7255109174752272e-06,1.6617525585739887e-11,1.1065839546666822e-07,4.5777093050984675e-07,1.4881596003215926e-13,6.4552418340744032e-09,3.8980118314565198e-10,9.514893338575608e-11,9.5010135825590071e-11,8.2134841776728646e-14,6.0349240862516215e-13,5.6662718169200313e-14,4.6140612826798217e-10,3.7642150216208018e-23,3.6198672299244658e-23,3.6198976202737089e-23
3.870810467812601e-10,0.3575854577158906,3.2630764051093768e-13,2.1722848124483256e-17,2.1650430738109903e-17,5.8124895497201537e-25,7.242656800776607e-20,0.0,0.0,8.355431649623601e-10,6.5931635959561806e-16,154.0,0.0,0.99996647636186609,1.0,18.99999398106101,2.7817953320430193e-06,1.8883410443496409e-09,8.9921456353727101e-06,1.4784126090759606e-05,4.6945573912755387e-07,5.9048542564065098e-06,1.7001688807159182e-11,1.1323188137992233e-07,4.6837777514382682e-07,1.534766478069419e-13,6.7572185446872248e-09,4.0400616903286785e-10,1.0106443184460409e-10,1.0091698969464597e-10,8.7244846885331514e-14,6.3136418813422674e-13,6.0197302818427543e-14,4.8300642071946303e-10,4.3508621849491039e-23,4.1840632768817759e-23,4.1840992569466243e-23
3.958297845243113e-10,0.357585457343249,3.3487653257034035e-13,2.2773539263536745e-17,2.2695951764273862e-17,6.3641640850339033e-25,7.7597561408617099e-20,0.0,0.0,8.7225802132612646e-10,7.1570244849677262e-16,154.0,0.0,0.99996571854966154,1.0,18.999993798649804,2.8446608258029565e-06,1.8883397021815913e-09,9.1490170921930004e-06,1.5118237311932239e-05,4.800869781839178e-07,6.0846548703964313e-06,1.7385937535265596e-11,1.1580535954261386e-07,4.7898461163564006e-07,1.5815021378801875e-13,7.0660975006199957e-09,4.1835262041556277e-10,1.0719270764154911e-10,1.0703630938951065e-10,9.2538789122357943e-14,6.5984602630137229e-13,6.3859462623077937e-14,5.051015037141822e-10,5.0117307794676835e-23,4.8196483776232913e-23,4.8196908072050174e-23
4.0457852226736253e-10,0.35758545696974375,3.4349738385811714e-13,2.3851547079426836e-17,2.3768542502388652e-17,6.9547702312863832e-25,8.3015582792429098e-20,0.0,0.0,9.0973472833203662e-10,7.7556946326383547e-16,154.0,0.0,0.99996496073222529,1.0,18.999993615814951,2.9075259590930901e-06,1.8883383586785449e-09,9.3054645181199292e-06,1.5452347532710276e-05,4.9071820866557276e-07,6.2648783816786108e-06,1.7770218908437085e-11,1.1837882995386539e-07,4.8959143998741766e-07,1.6283515875412885e-13,7.381878670943322e-09,4.3283744880641218e-10,1.135358459969257e-10,1.1337017707073774e-10,9.8018472687091089e-14,6.8893669155467477e-13,6.7650453164454964e-14,5.2769142312307715e-10,5.7541136296936804e-23,5.5336382693788678e-23,5.5336881156837018e-23
4.1332726001041374e-10,0.3575854565954399,3.5217014164505464e-13,2.4957036627702719e-17,2.4868361676772878e-17,7.5861660162487429e-25,8.8686966478498895e-20,0.0,0.0,9.4797276911984542e-10,8.3905443954472657e-16,154.0,0.0,0.99996420290955668,1.0,18.999993432588248,2.9703907319148857e-06,1.8883370156844479e-09,9.4615197183803395e-06,1.5786456752968429e-05,5.0134943057156187e-07,6.4454929864476155e-06,1.8154542759006107e-11,1.2095229261281307e-07,5.001982601995394e-07,1.6753076890764822e-13,7.7045620247253958e-09,4.4745768544297471e-10,1.200958870569818e-10,1.1992062989102955e-10,1.0368566274781405e-13,7.1863495480756662e-13,7.1571502819347639e-14,5.5077622481827687e-10,6.5858199238031533e-23,6.3335455823574809e-23,6.3336039303988139e-23
4.2207599775346495e-10,0.35758545622039745,3.6089475319902071e-13,2.6090172796321697e-17,2.5995567807159544e-17,8.2602591545179082e-25,9.4618083866767152e-20,0.0,0.0,9.8697166519834677e-10,9.0629698116554564e-16,154.0,0.0,0.99996344508165513,1.0,18.999993248999125,3.0332551442698073e-06,1.8883356726276787e-09,9.617212124260258e-06,1.6120564972947804e-05,5.1198064390210979e-07,6.6264692547356511e-06,1.8538552462161504e-11,1.2352574751860219e-07,5.1080507227355927e-07,1.722321934977502e-13,8.0341475310319967e-09,4.6221047371026484e-10,1.2687482767306146e-10,1.2668966177178943e-10,1.0954208699530599e-13,7.489395894537685e-13,7.5623813837293669e-14,5.7435595467309961e-10,7.515198078352491e-23,7.2274018567539819e-23,7.2274699204879026e-23
4.3082473549651616e-10,0.35758545584467194,3.6967116578600431e-13,2.7251120305645749e-17,2.7150319208740781e-17,8.9790074908511029e-25,1.0081534339054863e-19,0.0,0.0,1.0267309739303661e-09,9.774392618862604e-16,154.0,0.0,0.99996268724852078,1.0,18.999993065074801,3.0961191961593193e-06,1.8883343302739245e-09,9.7725689486958975e-06,1.6454672191946079e-05,5.2261184865678614e-07,6.8077799748136123e-06,1.8922834735339895e-11,1.2609919467037638e-07,5.2141187621037417e-07,1.7694544727713871e-13,8.3706351589264994e-09,4.7709306317172039e-10,1.3387462286269237e-10,1.3367922486203753e-10,1.1558943692996151e-13,7.7984937136227514e-13,7.9808563224937089e-14,5.9843065856205509e-10,8.5511593729801057e-23,8.2237803029515752e-23,8.2238594372036884e-23
4.3957347323956737e-10,0.35758545546831505,3.7849932667116274e-13,2.8440043708436673e-17,2.8332773992210653e-17,9.7444194381349255e-25,1.0728519046978226e-19,0.0,0.0,1.0672502858404806e-09,1.0526260271710198e-15,154.0,0.0,0.99996192941015272,1.0,18.999992880840427,3.1589828875848877e-06,1.8883329878754682e-09,9.9276153528317036e-06,1.6788778410101475e-05,5.3324304483590209e-07,6.9893999866609806e-06,1.9307135702803984e-11,1.2867263406727189e-07,5.3201867201161454e-07,1.8166696738701329e-13,8.7140248774698575e-09,4.9210280321018213e-10,1.4109718734301579e-10,1.4089123106961912e-10,1.2182936915509352e-13,8.1136307887237712e-13,8.4126903674278656e-14,6.2300038236084653e-10,9.7032012280518502e-23,9.3318182179354344e-23,9.3319099311080845e-23
4.474473372083135e-10,0.35758545512909323,3.8648887267754761e-13,2.9534130027659311e-17,2.9420800202579927e-17,1.0474888626471584e-24,1.1334647210883978e-19,0.0,0.0,1.104367155456271e-09,1.1238738560758197e-15,154.0,0.0,0.999961247351147,1.0,18.999992714783676,3.2155599016724356e-06,1.8883317792398242e-09,1.0066910980139631e-05,1.7089473150775641e-05,5.4281111406517092e-07,7.1531031697037566e-06,1.9652871932685869e-11,1.3098872289334496e-07,5.4156478127807178e-07,1.8592117673432448e-13,9.0289768860905827e-09,5.0571816770304486e-10,1.4778951435949603e-10,1.4757377448646658e-10,1.2761130812457814e-13,8.4024076430499281e-13,8.8128564270651606e-14,6.4553641371989662e-10,1.0847628324580433e-22,1.0432545633701687e-22,1.0432650095394757e-22
4.553212011770596e-10,0.3575854547894308,3.9452025364763362e-13,3.0651129695426212e-17,3.0531509031043394e-17,1.1246359738226412e-24,1.1963855109805545e-19,0.0,0.0,1.1420990635919716e-09,1.198626191424892e-15,154.0,0.0,0.99996056528790178,1.0,18.999992548510431,3.2721366237864434e-06,1.8883305706814133e-09,1.0205989798444491e-05,1.7390167080557026e-05,5.5237917634809534e-07,7.3170222491797448e-06,1.9998655179373232e-11,1.3330480543664429e-07,5.5111088395659633e-07,1.9018154696431235e-13,9.3495195405163371e-09,5.1943264871760747e-10,1.5466514610273105e-10,1.544393542312087e-10,1.3355171455932124e-13,8.6960575480574643e-13,9.2240156255456679e-14,6.6847348181126163e-10,1.2102065606775479e-22,1.1639096479799825e-22,1.1639215178713142e-22
4.6319506514580573e-10,0.3575854544493575,4.0259343114002225e-13,3.1791162322486736e-17,3.1665015315612626e-17,1.2060403716593078e-24,1.2616620280688106e-19,0.0,0.0,1.1804457708247629e-09,1.2769939021491172e-15,154.0,0.0,0.99995988322041707,1.0,18.999992382035359,3.3287130539279773e-06,1.8883293621703196e-09,1.034486649444341e-05,1.7690860199420654e-05,5.619472316846492e-07,7.4811425390443359e-06,2.0344425985309049e-11,1.3562088169654321e-07,5.6065698004811687e-07,1.9444701540024486e-13,9.6756528181875446e-09,5.3324449806119576e-10,1.6172540036364416e-10,1.6148928616141325e-10,1.3965172857391255e-13,8.9945716489658262e-13,9.646247286922292e-14,6.9181162008080148e-10,1.3474750023720746e-22,1.2959395827566123e-22,1.2959530394103634e-22
4.710689291145519e-10,0.3575854541089014,4.1070836671521616e-13,3.2954347409636505e-17,3.2821433760256274e-17,1.2918625777964878e-24,1.3293422675450876e-19,0.0,0.0,1.2194070539048563e-09,1.3590895482190046e-15,154.0,0.0,0.99995920114869274,1.0,18.999992215372153,3.3852891920981052e-06,1.8883281537833492e-09,1.0483554754131964e-05,1.7991552507126894e-05,5.7151528007475511e-07,7.6454503539067366e-06,2.0690339498420218e-11,1.3793695167241343e-07,5.7020306955350689e-07,1.9871900346043892e-13,1.0007376696543034e-08,5.4715201970914615e-10,1.6897157180575376e-10,1.6872486304119699e-10,1.4591247027616092e-13,9.2979411070781099e-13,1.0079629340506267e-13,7.1555086197516066e-10,1.4974363911196389e-22,1.4401797422473731e-22,1.4401949639259048e-22
4.78942793083298e-10,0.3575854537680886,4.1886502193617013e-13,3.4140804347722714e-17,3.400087893493342e-17,1.3822665669820703e-24,1.3994744658224703e-19,0.0,0.0,1.2589827045996298e-09,1.4450273814518535e-15,154.0,0.0,0.99995851907272837,1.0,18.999992048533567,3.4418650382978948e-06,1.8883269451780479e-09,1.0622067334311777e-05,1.8292244004000897e-05,5.8108332151854022e-07,7.80993293753452e-06,2.1035986023724731e-11,1.4025301536362662e-07,5.7974915247384128e-07,2.0299248622428065e-13,1.0344691153020061e-08,5.6115356702567384e-10,1.7640493267238721e-10,1.7614735524742837e-10,1.5233504035109429e-13,9.6061570997519107e-13,1.0524238363659131e-13,7.3969124094176208e-10,1.6610049727119713e-22,1.5975097877478977e-22,1.5975269690423287e-22
4.868166570520441e-10,0.3575854534269434,4.2706335836882861e-13,3.5350652417651393e-17,3.5203465275629112e-17,1.4774197928758734e-24,1.4721071002582999e-19,0.0,0.0,1.2991725286152929e-09,1.5349233462753689e-15,154.0,0.0,0.99995783699252416,1.0,18.9999918815315,3.4984405925284136e-06,1.8883257366774164e-09,1.0760416129302136e-05,1.8592934689291698e-05,5.9065135601580601e-07,7.974578396126245e-06,2.1382031995423092e-11,1.4256907276955565e-07,5.8929522880986796e-07,2.0727478918523178e-13,1.0687596165054281e-08,5.7524754015941513e-10,1.8402673345814595e-10,1.8375801144015773e-10,1.5892052068869519e-13,9.9192108203702145e-13,1.0980149622418606e-13,7.6423279042881154e-10,1.8391425054923655e-22,1.7688551125195372e-22,1.7688744655141906e-22
4.939031346239156e-10,0.3575854531196473,4.3447746683131669e-13,3.645961359539496e-17,3.6305673152613177e-17,1.5672595189411343e-24,1.5396546046332012e-19,0.0,0.0,1.3358683383160211e-09,1.619311109684377e-15,154.0,0.0,0.99995722311671542,1.0,18.999991731099044,3.5493583417030363e-06,1.8883246489845868e-09,1.0884799190572716e-05,1.8863555612806996e-05,5.9926258112410263e-07,8.1228893852500133e-06,2.1693087750375432e-11,1.4465351906045353e-07,5.9788669188351945e-07,2.1112783418914757e-13,1.1000990582235774e-08,5.8800985363715965e-10,1.910484867969393e-10,1.9076949723161258e-10,1.6498762067764698e-13,1.0205088160539908e-12,1.1400194347224667e-13,7.86663213407707e-10,2.0127571949377284e-22,1.9358518878649509e-22,1.9358733921689134e-22
5.002809644386e-10,0.35758545284287896,4.4117898100270986e-13,3.7474032458075164e-17,3.7313834612049894e-17,1.6516276930590747e-24,1.6022422605173561e-19,0.0,0.0,1.3693196847255852e-09,1.6981545776305797e-15,154.0,0.0,0.99995667062555094,1.0,18.999991595610556,3.5951841137582611e-06,1.8883236700297454e-09,1.09966444618389e-05,1.9107113881944617e-05,6.0701267891075641e-07,8.256468129578252e-06,2.1973169191520911e-11,1.4652951636857317e-07,6.0561900409106163e-07,2.1459965548163506e-13,1.1286917267724966e-08,5.9955795437585742e-10,1.9750014965822051e-10,1.972117258841094e-10,1.7056220178394453e-13,1.0465716759472935e-12,1.178615710522476e-13,8.0712846805180084e-10,2.1804369001474056e-22,2.0971415141958002e-22,2.0971651265030239e-22
5.066587942532843e-10,0.35758545256593055,4.4790777389256908e-13,3.8504009967013229e-17,3.8337382022077687e-17,1.7394211202701599e-24,1.666557435553994e-19,0.0,0.0,1.403173685978352e-09,1.7798066825084418e-15,154.0,0.0,0.99995611813160457,1.0,18.999991460033414,3.6410096942543455e-06,1.8883226910946906e-09,1.1108400873517987e-05,1.9350671618724241e-05,6.1476277213975131e-07,8.3901351371167044e-06,2.225324052024808e-11,1.4840550955179835e-07,6.1335131198026426e-07,2.1807366188716531e-13,1.1576511876589932e-08,6.1116399343788192e-10,2.0407760303187261e-10,2.0377956084806589e-10,1.762455327710925e-13,1.0729503785677772e-12,1.2179664965600808e-13,8.2785699014886067e-10,2.3595490217880826e-22,2.2694295064404137e-22,2.2694554011352552e-22
5.130366240679686e-10,0.3575854522888123,4.5466382508343658e-13,3.9549609301806724e-17,3.9376375941458126e-17,1.8307355897763008e-24,1.7326263542676759e-19,0.0,0.0,1.4374302617627262e-09,1.8643322964486133e-15,154.0,0.0,0.99995556563487631,1.0,18.999991324372502,3.6868350831918571e-06,1.8883217121617479e-09,1.1220073327002828e-05,1.959422882304102e-05,6.2251286081107463e-07,8.5238855066868323e-06,2.2533361577428503e-11,1.5028149860979411e-07,6.2108361555161256e-07,2.2155041192445176e-13,1.1869774396836005e-08,6.2282720105900454e-10,2.1078147224281325e-10,2.1047362653106733e-10,1.8203815463064034e-13,1.0996444589616098e-12,1.2580755562386883e-13,8.4884879747613697e-10,2.5507027740698374e-22,2.4533020822710849e-22,2.453330445544936e-22
5.19414453882653e-10,0.35758545201153313,4.6144711416011349e-13,4.0610893594750456e-17,4.0430876871359685e-17,1.9256684386481571e-24,1.8004753443609131e-19,0.0,0.0,1.4720893361413871e-09,1.9517970213633678e-15,154.0,0.0,0.99995501313536583,1.0,18.999991188632464,3.7326602805713633e-06,1.8883207332192051e-09,1.1331666453004871e-05,1.9837785494945895e-05,6.3026294492471081e-07,8.657714607781024e-06,2.2813436428368123e-11,1.5215748354222516e-07,6.2881591480558682e-07,2.2502868591247683e-13,1.2166704816467824e-08,6.3454682360814492e-10,2.1761237434498351e-10,2.1729453908186461e-10,1.8794060119701885e-13,1.1266534528591387e-12,1.2989466031124022e-13,8.7010390781121214e-10,2.7545308646892223e-22,2.6493680750165481e-22,2.6493991054929789e-22
5.257922836973373e-10,0.3575854517341025,4.6825762070982029e-13,4.1687925930841875e-17,4.1500945255372917e-17,2.0243185606027794e-24,1.8701308366196444e-19,0.0,0.0,1.5071508373179931e-09,2.042267189102304e-15,154.0,0.0,0.99995446063307347,1.0,18.99999105281767,3.7784852863934304e-06,1.88831975426922e-09,1.1443184625987074e-05,2.0081341634323139e-05,6.3801302448063708e-07,8.7916180661266474e-06,2.3093535778046326e-11,1.5403346434875568e-07,6.3654820974265999e-07,2.2850918041497812e-13,1.2467303123489359e-08,6.4632212300240241e-10,2.245709182880441e-10,2.2424290655682485e-10,1.9395339929225128e-13,1.1539768966739028e-12,1.3405833018938291e-13,8.9162233893200473e-10,2.971690042780856e-22,2.8582594616120962e-22,2.8582933709954943e-22
5.321701135120216e-10,0.3575854514565287,4.7509532432235762e-13,4.2780769347786917e-17,4.2586641479526038e-17,2.1267864149613984e-24,1.9416193648166499e-19,0.0,0.0,1.5426146974097093e-09,2.1358098616143955e-15,154.0,0.0,0.99995390812799911,1.0,18.999990916932251,3.8243101006586272e-06,1.8883187753150664e-09,1.1554631978236595e-05,2.032489724117187e-05,6.4576309947883058e-07,8.9255917496172178e-06,2.3373615482052248e-11,1.5590944102904956e-07,6.4428050036330303e-07,2.3199128208180199e-13,1.2771569305903886e-08,6.5815237613412054e-10,2.3165770508246835e-10,2.3131932908478273e-10,2.0007706886763584e-13,1.1816143275016255e-12,1.382989269452117e-13,9.1340410861676829e-10,3.2028616633568884e-22,3.080631906452069e-22,3.0806689202008035e-22
5.38547943326706e-10,0.35758545117881957,4.8196020459026686e-13,4.3889486836006171e-17,4.3688025872301021e-17,2.2331740356450322e-24,2.0149675656144425e-19,0.0,0.0,1.5784808522288069e-09,2.2324928311118399e-15,154.0,0.0,0.99995335562014276,1.0,18.999990780980113,3.8701347233675203e-06,1.8883177963561975e-09,1.1666012413376215e-05,2.05684523154118e-05,6.5351316991927013e-07,9.0596317547993639e-06,2.3653710793528291e-11,1.5778541358277047e-07,6.5201278666798826e-07,2.354752935128538e-13,1.3079503351713988e-08,6.7003687431834985e-10,2.3887332796049471e-10,2.3852439902775618e-10,2.0631212314336529e-13,1.2095652831192062e-12,1.4261680757858906e-13,9.3544923464409284e-10,3.448752259442909e-22,3.3171653126764193e-22,3.3172056707012e-22
5.449257731413903e-10,0.35758545090098265,4.8885224110898564e-13,4.5014141338641493e-17,4.4805158704650048e-17,2.3435850401212295e-24,2.0902021784686041e-19,0.0,0.0,1.6147492410769616e-09,2.3323846202176524e-15,154.0,0.0,0.99995280310950418,1.0,18.999990644964946,3.9159591545206772e-06,1.8883168173917687e-09,1.1777329619090277e-05,2.0812006857026326e-05,6.6126323580193497e-07,9.1937343941490903e-06,2.393379327077254e-11,1.5966138200958187e-07,6.5974506865718631e-07,2.3896079287171516e-13,1.3391105248921568e-08,6.8197492276948855e-10,2.4621837253065727e-10,2.4585870113524983e-10,2.1265906874236564e-13,1.2378293019837152e-12,1.4701232449572838e-13,9.5775773479290453e-10,3.7100941164221634e-22,3.5685643756053568e-22,3.5686083329932821e-22
5.513036029560746e-10,0.3575854506230252,4.9577141347700251e-13,4.615479575156278e-17,4.5938100190012166e-17,2.4581246383100479e-24,2.1673500455314893e-19,0.0,0.0,1.6514198065522505e-09,2.435554482101575e-15,154.0,0.0,0.99995225059608361,1.0,18.999990508890221,3.9617833941186655e-06,1.88831583842188e-09,1.1888587079064896e-05,2.1055560865949246e-05,6.690132971268034e-07,9.3278961841308325e-06,2.4213884053143371e-11,1.6153734630914665e-07,6.6747734633136696e-07,2.424479319244153e-13,1.3706374985527847e-08,6.9396584010704763e-10,2.5369341692595103e-10,2.5332281269220196e-10,2.1911840581869576e-13,1.2664059232313933e-12,1.5148582559873993e-13,9.8032962684246535e-10,3.9876458490587132e-22,3.835559138775892e-22,3.8356069665406747e-22
5.57681432770759e-10,0.35758545034495387,5.0271770129600632e-13,4.7311512923375365e-17,4.7086910484330354e-17,2.5768996414790078e-24,2.2464381115559635e-19,0.0,0.0,1.6884924943671982e-09,2.5420724006053836e-15,154.0,0.0,0.99995169807988094,1.0,18.99999037275925,4.0076074421620527e-06,1.8883148594467607e-09,1.1999788084244496e-05,2.1299114342151287e-05,6.7676335389385404e-07,9.4621138339424064e-06,2.449396736502051e-11,1.6341330648112756e-07,6.7520961969099896e-07,2.4593644429941623e-13,1.4025312549533347e-08,7.0600895788662906e-10,2.6129903194659115e-10,2.6091730366153435e-10,2.2569062818107486e-13,1.2952946866766539e-12,1.5603765437190191e-13,1.0031649285723726e-09,4.2821929830479684e-22,4.1189055543611294e-22,4.1189575402201005e-22
5.640592625854433e-10,0.35758545006677506,5.096910841710358e-13,4.8484355655427505e-17,4.8251649686068969e-17,2.7000184711375299e-24,2.327493423799051e-19,0.0,0.0,1.7259672531766221e-09,2.6520090903626808e-15,154.0,0.0,0.99995114556089637,1.0,18.999990236575119,4.0534312986514038e-06,1.8883138804663958e-09,1.2110935743482672e-05,2.1542667285575233e-05,6.8451340610306549e-07,9.5963842348638791e-06,2.4774055336272155e-11,1.6528926252518689e-07,6.8294188873654911e-07,2.4942638824855091e-13,1.4347917928937909e-08,7.1810362015321383e-10,2.6903578119800501e-10,2.6864273682194104e-10,2.3237622341238712e-13,1.3244951328110874e-12,1.6066814996504213e-13,1.0262636577625586e-09,4.5945485417203472e-22,4.4193860485753932e-22,4.4194424977538913e-22
5.704370924001276e-10,0.35758544978849466,5.1669154171062586e-13,4.9673386701818354e-17,4.9432377836231518e-17,2.8275911679258165e-24,2.4105431319255504e-19,0.0,0.0,1.7638440344147233e-09,2.7654359969108134e-15,154.0,0.0,0.99995059303912959,1.0,18.999990100340781,4.0992549635872887e-06,1.8883129014807258e-09,1.2222032993620247e-05,2.178621969618527e-05,6.9226345375441636e-07,9.7307044501805397e-06,2.5054138702515293e-11,1.6716521444098664e-07,6.9067415346848403e-07,2.5291758123378149e-13,1.4674191111740687e-08,7.3024918301562041e-10,2.7690422122424962e-10,2.7649966790111026e-10,2.3917567298519278e-13,1.3540068028024612e-12,1.65377647274148e-13,1.0496258321932932e-09,4.9255536375296482e-22,4.7378100917106494e-22,4.7378713277743961e-22
5.76814922214812e-10,0.35758544951011856,5.2371905352695058e-13,5.0878668769406255e-17,5.062915491837867e-17,2.9597294004920952e-24,2.4956144879116865e-19,0.0,0.0,1.8021227921411614e-09,2.8824252967959928e-15,154.0,0.0,0.9999500405145807,1.0,18.999989964059008,4.1450784369702742e-06,1.8883119224897515e-09,1.2333082609008222e-05,2.2029771573929306e-05,7.0001349684788528e-07,9.8650717056599606e-06,2.5334224474014955e-11,1.6904116222818855e-07,6.9840641388726958e-07,2.5641003151943079e-13,1.500413208594014e-08,7.4244501424153895e-10,2.8490490163693147e-10,2.8448864570445377e-10,2.4608945237336197e-13,1.3838292384937278e-12,1.7016647701925128e-13,1.0732514696451791e-09,5.2760780678918405e-22,5.07501477238622e-22,5.0750811381022887e-22
5.895705818441806e-10,0.35758544895309985,5.3785515845785423e-13,5.3338236559474507e-17,5.3071095525808086e-17,3.2381573601452127e-24,2.6719316621362632e-19,0.0,0.0,1.8798860652670494e-09,3.1273834386438429e-15,154.0,0.0,0.99994893545713681,1.0,18.999989691363492,4.2367248090798152e-06,1.8883099644919285e-09,1.2555049292126571e-05,2.2516873730651221e-05,7.1551356936109127e-07,1.0133936980956993e-05,2.5894390987173759e-11,1.7279304541544431e-07,7.1387092178724781e-07,2.6339829442307833e-13,1.5675017360519495e-08,7.6698500806854191e-10,3.013051484096101e-10,3.0086490309628768e-10,2.6026187336691516e-13,1.4444045777155283e-12,1.7998343642416114e-13,1.1212932047364996e-09,6.0393124712644549e-22,5.8092572388375192e-22,5.8093349735112905e-22
6.023262414735493e-10,0.3575854483957581,5.5209923593930123e-13,5.5863559736023953e-17,5.5577950228704798e-17,3.5362285989772001e-24,2.8566650048193275e-19,0.0,0.0,1.9592567522320149e-09,3.3874755520537516e-15,154.0,0.0,0.99994783038856472,1.0,18.999989418507855,4.3283704149845669e-06,1.8883080064729574e-09,1.2776855066277495e-05,2.3003973755379413e-05,7.3101362364251265e-07,1.0402960788131895e-05,2.6454555601384351e-11,1.7654491208424176e-07,7.2933541244018648e-07,2.7039068435113416e-13,1.6360573656649891e-08,7.917187627901382e-10,3.182407844020023e-10,3.1777576563051839e-10,2.7489717422925352e-13,1.5062174986857195e-12,1.9012159322487848e-13,1.1703890052880631e-09,6.891806969055952e-22,6.6293848252722471e-22,6.6294755532940753e-22
6.15081901102918e-10,0.3575854478381287,5.6645112301372197e-13,5.8455138254164762e-17,5.8150196829516518e-17,3.854895966878438e-24,3.0500362052741523e-19,0.0,0.0,2.040234566424803e-09,3.6633053746740379e-15,154.0,0.0,0.99994672530886453,1.0,18.999989145509282,4.4200152546890661e-06,1.888306048432815e-09,1.2998517118322462e-05,2.3491071647753495e-05,7.4651365969197781e-07,1.0672125941045282e-05,2.7014717748059105e-11,1.8029676223186312e-07,7.4479988584977263e-07,2.7738674809608447e-13,1.7060800878294212e-08,8.166416038415349e-10,3.3571596896402876e-10,3.3522538655612314e-10,2.8999895320972253e-13,1.5692643603545146e-12,2.0058345011053323e-13,1.2205390135567767e-09,7.8416136836831427e-22,7.5431473767395836e-22,7.5432529101334078e-22
6.278375607322866e-10,0.3575854472802431,5.809106567948744e-13,6.1113471314057601e-17,6.0788312213451336e-17,4.1951392098208476e-24,3.252268580561699e-19,0.0,0.0,2.1228192510879043e-09,3.9554883480855847e-15,154.0,0.0,0.99994562021803635,1.0,18.99998887238311,4.5116593281978519e-06,1.8883040903715034e-09,1.3220050787179719e-05,2.3978167407412419e-05,7.6201367750931586e-07,1.0941417101417152e-05,2.7574877427671256e-11,1.8404859585558623e-07,7.6026434201967751e-07,2.8438608699708971e-13,1.77756989294043e-08,8.4174901036772981e-10,3.5373476156022997e-10,3.532178193832772e-10,3.0557072213134914e-13,1.6335415323800596e-12,2.1137144961868891e-13,1.2717433718049134e-09,8.8973023189237458e-22,8.5587931367179036e-22,8.558915491867034e-22
6.405932203616553e-10,0.35758544672212916,5.954776744720574e-13,6.3839057361261051e-17,6.3492772349145615e-17,4.5579652577888556e-24,3.4635870723427709e-19,0.0,0.0,2.2070105760032059e-09,4.2646516197690658e-15,154.0,0.0,0.99994451511608051,1.0,18.999988599143034,4.6033026355154627e-06,1.8883021322890283e-09,1.3441469768870775e-05,2.4465261033995069e-05,7.7751367709435548e-07,1.1210820573789662e-05,2.8135034639753298e-11,1.8780041295268454e-07,7.7572878095355565e-07,2.9138834508457982e-13,1.850526771392093e-08,8.6703660594752258e-10,3.723011251001026e-10,3.717570212087953e-10,3.2161590927392721e-13,1.6990453950961889e-12,2.2248797614588803e-13,1.3240022223001072e-09,1.0067980678947685e-21,9.685088528004199e-22,9.6852299434622495e-22
