Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422)
3.2971356139258916e-09,0.6215736823204397,2.1171873117067085e-08,3.2248313458585203e-11,9.0495668755195754e-11,7.9371374442611942e-16,1.4874220858065104e-12,0.0,0.0,3.2039303370078251e-06,1.6597234880460099e-09,154.0,0.0,0.99091689096152558,1.0,18.999781984907433,0.00049245499318864593,6.4992772718733066e-07,0.0018827128819487848,0.0021184007791752251,0.0016664834012976098,0.00021111942964256914,5.4674690139328104e-10,3.5324699884785355e-06,0.0026557282835738992,2.3624797649029392e-12,2.1742834734316309e-05,2.1511627685348622e-06,2.5909095533675011e-05,2.5898732355383882e-05,6.3791134895581825e-09,2.0802569361727792e-07,3.8898798479231076e-09,1.7402916420125766e-06,1.4955494276063409e-11,1.6035865434675584e-11,1.6100969902359777e-11,1.4668770473037881e-07,7.5401856303764235e-11,2.7353791761981042e-14,1.6679389459132485e-15,9.0706689234494416e-15,4.7912179963473492e-11,1.7507545780406309e-11,1.0991305879660162e-12,9.0059703172124619e-13,6.6061753316501842e-14,3.4352189509608426e-16,5.0104254395554238e-19,8.6890145213802758e-15,2.9443729512124186e-16,1.2808154991422407e-07,1.2153789485288674e-13,1.3502825440051022e-14,6.4073299360870376e-17,4.467349732924196e-17,1.2253626743978056e-13,2.1331104785145218e-22,1.2239876900372593e-22,2.207923733836107e-15,4.5854029067808405e-20,1.346465708629192e-15,2.3978026186877341e-20,2.3246597522975388e-21,1.8445922876974025e-19
3.334865210513575e-09,0.6215736758874655,2.1558304389233677e-08,3.3159527020780764e-11,9.418821010720306e-11,8.357720462862664e-16,1.5636051884807594e-12,0.0,0.0,3.2771989359659261e-06,1.7364105577612661e-09,154.0,0.0,0.99081345249220787,1.0,18.999779484999575,0.00049804073281265902,6.4986628568658141e-07,0.0019037243867082471,0.002142394276515911,0.001685454383884072,0.00021350067228883339,5.5293941641325652e-10,3.5724894478439489e-06,0.0026859951887764615,2.3891264720139773e-12,2.2240053620349497e-05,2.1761993925682451e-06,2.6524110023249831e-05,2.6513497420463467e-05,6.5305414026978149e-09,2.1095448620278777e-07,3.9822283218098118e-09,1.7818817181144888e-06,1.5835496690173645e-11,1.7005507066661147e-11,1.7075368647292426e-11,1.5173425101025255e-07,7.7287618419404165e-11,2.7663683695687684e-14,1.7063674266779224e-15,9.377808782627352e-15,4.9904942580606092e-11,1.8431550458109249e-11,1.1587603569536906e-12,9.5505869758865141e-13,7.0512336130108119e-14,3.7033902583890994e-16,5.3134210965803711e-19,9.2524119591786755e-15,3.1705731132732647e-16,1.2987412717423057e-07,1.2417864254403345e-13,1.3798776997225759e-14,6.5465558261809108e-17,4.6041931514381909e-17,1.2635783224140498e-13,2.1798634617059285e-22,1.2508147467990226e-22,2.3029184943887908e-15,4.78268871818679e-20,1.4045380911927534e-15,2.5012184979711763e-20,2.4249211729390915e-21,1.9241500973266902e-19
3.3725948071012584e-09,0.621573669484007,2.1947778463420035e-08,3.4086663875925062e-11,9.7993364826555554e-11,8.7956766097394221e-16,1.6428986565385237e-12,0.0,0.0,3.3512846247687672e-06,1.8157141056422155e-09,154.0,0.0,0.9907100253979092,1.0,18.999776985464351,0.0005036253575919612,6.4980484419406743e-07,0.0019247244401987163,0.0021663821359502564,0.0017044230806478491,0.00021588061579244132,5.5913047480246416e-10,3.6124994937678687e-06,0.0027162592300219095,2.4157586413796599e-12,2.2742819482384976e-05,2.2012223844899845e-06,2.7146239094761544e-05,2.7135373981289472e-05,6.6837210494425953e-09,2.1388398846691775e-07,4.0756452110853582e-09,1.8239967670586478e-06,1.6755775919926364e-11,1.8021377374454649e-11,1.8096281905407018e-11,1.5689407228495988e-07,7.9198274814140893e-11,2.7973502738311185e-14,1.7452643393913533e-15,9.6918232070074585e-15,5.1956371850707484e-11,1.9393265791653048e-11,1.2208955848043214e-12,1.0121407009137563e-12,7.5205721680688041e-14,3.9891623793331254e-16,5.630994961518265e-19,9.8456622731966572e-15,3.4115103943144289e-16,1.3166703270657063e-07,1.2685104080467955e-13,1.4098290877970589e-14,6.6874504545277702e-17,4.7436681539879851e-17,1.3025409115076468e-13,2.2271792033952397e-22,1.2779647167327502e-22,2.400846514373957e-15,4.9860663816870109e-20,1.4644112716689447e-15,2.6078412448233683e-20,2.5282916549513413e-21,2.006174996695603e-19
3.410324403688942e-09,0.6215736631100455,2.2340288287544875e-08,3.5029840342534398e-11,1.0191340426074917e-10,9.251525610294191e-16,1.7253977266737493e-12,0.0,0.0,3.4261870122291845e-06,1.8976923666947284e-09,154.0,0.0,0.99060660968008973,1.0,18.999774486300598,0.00050920886769637973,6.4974340624225715e-07,0.0019457130450310409,0.0021903643563741617,0.0017233894918738729,0.00021825926045081006,5.653200762792649e-10,3.6525001244084314e-06,0.0027465204076765207,2.4423762763409937e-12,2.3251129846361072e-05,2.2262317474010947e-06,2.7775478873799766e-05,2.7764358155825395e-05,6.8386514728843485e-09,2.1681414428494675e-07,4.1701299321150155e-09,1.8666379273088446e-06,1.771765327116071e-11,1.9085100580156248e-11,1.9165347439852973e-11,1.6216837415515344e-07,8.1133880149179541e-11,2.8283248873326978e-14,1.7846306990979098e-15,1.0012786667653271e-14,5.4067455781884446e-11,2.0393773443409748e-11,1.2856104399739042e-12,1.0719361259234833e-12,8.0151973610976604e-14,4.2934726548823599e-16,5.9636649088724007e-19,1.0469993635661689e-14,3.6679763435865307e-16,1.3346023479789464e-07,1.2955531972846899e-13,1.4401392876829681e-14,6.8300259522275707e-17,4.8857991541343291e-17,1.3422574111011385e-13,2.2750617784808714e-22,1.3054399380335682e-22,2.5017643250956591e-15,5.195653303272289e-20,1.5261202697038975e-15,2.7177332217545136e-20,2.63483165945096e-21,2.090714963004292e-19
3.4480540002766253e-09,0.6215736567655611,2.2735826823253738e-08,3.5989172468439771e-11,1.0595062134582202e-10,9.7257969383708805e-16,1.8111995807660638e-12,0.0,0.0,3.5019057065040245e-06,1.9824041892893199e-09,154.0,0.0,0.99050320534020631,1.0,18.999771987507149,0.00051479126329573527,6.4968198242169712e-07,0.0019666902038177406,0.0022143409366852927,0.0017423536178425827,0.00022063660656154504,5.7150822056199308e-10,3.6924913379250434e-06,0.0027767787220991796,2.4689793802340656e-12,2.3764982238559384e-05,2.2512274844045843e-06,2.8411825486835852e-05,2.8400446062714891e-05,6.9953317162827383e-09,2.1974490071623655e-07,4.2656819013662926e-09,1.9098063364557584e-06,1.8722476151562855e-11,2.0198337943389228e-11,2.0284240524252291e-11,1.6755836054205583e-07,8.3094489043938626e-11,2.85929220846812e-14,1.8244675201889711e-15,1.0340773546492292e-14,5.6239185139006305e-11,2.1434172474895361e-11,1.3529803290374913e-12,1.1345401366579669e-12,8.5361433750332436e-14,4.617296738320985e-16,6.3119603842422484e-19,1.112667006792546e-14,3.9407961387571954e-16,1.3525370357830101e-07,1.3229171195193318e-13,1.4708109083555441e-14,6.974294584481815e-17,5.0306107101245039e-17,1.3827348311797352e-13,2.3235153084963302e-22,1.3332427756556497e-22,2.6057289707257363e-15,5.4115679540753392e-20,1.5897004311701954e-15,2.8309573721947689e-20,2.7446022107818194e-21,2.1778184203732949e-19
3.4857835968643087e-09,0.6215736504505353,2.313438704589219e-08,3.6964776031306846e-11,1.1010733055523722e-10,1.0219029888914555e-15,1.9004033649438391e-12,0.0,0.0,3.578440315095263e-06,2.06990903426173e-09,154.0,0.0,0.99039981237971464,1.0,18.999769489082826,0.00052037254455984043,6.4962056310251867e-07,0.0019876559191730025,0.0022383118757830708,0.0017613154588403616,0.00022301265442243958,5.7769490736181533e-10,3.7324731324831889e-06,0.0028070341736580037,2.495567956376256e-12,2.4284374185605196e-05,2.2762095986054589e-06,2.9055275061223458e-05,2.9043633821280501e-05,7.1537608230632461e-09,2.2267620782781518e-07,4.3623005354089504e-09,1.9535031312169557e-06,1.9771618222122338e-11,2.1362788144789072e-11,2.1454674336726155e-11,1.7306523368852054e-07,8.5080156076050189e-11,2.8902522361325213e-14,1.8647758170145289e-15,1.0675858135911545e-14,5.8472553356041425e-11,2.2515579379975616e-11,1.4230818993541688e-12,1.200049992194448e-12,9.0844725384877671e-14,4.9616496601364086e-16,6.6764224890226056e-19,1.1816992034560502e-14,4.2308296221421317e-16,1.3704741091672716e-07,1.3506045259004027e-13,1.5018465875524799e-14,7.1202687471887253e-17,5.1781275270233183e-17,1.4239802229534207e-13,2.3725439604079336e-22,1.3613756206197173e-22,2.7127980111770098e-15,5.6339298763378963e-20,1.6551874300479462e-15,2.9475772238436232e-20,2.8576648997626479e-21,2.26753424242028e-19
3.523513193451992e-09,0.621573644164949,2.353596194448257e-08,3.7956766539086774e-11,1.1438586785551544e-10,1.0731773640760602e-15,1.9931102061239467e-12,0.0,0.0,3.6557904448509715e-06,2.1602669741314793e-09,154.0,0.0,0.99029643080006802,1.0,18.99976699102648,0.0005259527116584997,6.4955914690439246e-07,0.0020086101937126831,0.002262277172568679,0.0017802750151488381,0.00022538740433147468,5.8388013639654147e-10,3.7724455062505492e-06,0.002837286762713324,2.5221420081091047e-12,2.4809303214467893e-05,2.3011780931107175e-06,2.970582372519902e-05,2.9693917551522502e-05,7.3139378368194967e-09,2.2560801854829774e-07,4.4599852509145972e-09,1.9977294474368947e-06,2.0866479526869377e-11,2.2580187618355851e-11,2.2678400301478763e-11,1.7869019415995374e-07,8.7090935781359909e-11,2.9212049688066998e-14,1.9055566024735175e-15,1.1018114638794679e-14,6.0768556461270968e-11,2.3639128112680659e-11,1.4959930413028953e-12,1.2685650596644169e-12,9.661275606796866e-14,5.3275867661227268e-16,7.057604052825312e-19,1.2542296960903846e-14,4.5389722175780628e-16,1.3884133033443137e-07,1.3786177918210039e-13,1.5332489911372477e-14,7.267960964097508e-17,5.3283744585040223e-17,1.4660006794116732e-13,2.4221519456177142e-22,1.3898408894464729e-22,2.82302952463348e-15,5.8628596886655006e-20,1.7226172700801515e-15,3.067656891617648e-20,2.9740818865449952e-21,2.3599117545277929e-19
3.5612427900396755e-09,0.6215736379087827,2.3940544521687171e-08,3.8965259230730424e-11,1.1878859063588746e-10,1.1264587355895572e-15,2.089423238225023e-12,0.0,0.0,3.7339557019668537e-06,2.2535386918615731e-09,154.0,0.0,0.99019306060271617,1.0,18.999764493336933,0.00053153176476150989,6.4949774035444628e-07,0.0020295530300543001,0.002286236825945062,0.0017992322870451476,0.000227760856586819,5.9006390738445612e-10,3.8124084573960419e-06,0.0028675364896181103,2.5487015387713838e-12,2.5339766852461583e-05,2.3261329710293445e-06,3.036346760788253e-05,3.0351293374117139e-05,7.4758618013120036e-09,2.2854028844675754e-07,4.5587354646564325e-09,2.0424864200869189e-06,2.2008486696194144e-11,2.3852311077937894e-11,2.3957208630052782e-11,1.8443444084577664e-07,8.9126882653927158e-11,2.9521504049838803e-14,1.9468108887517416e-15,1.1367617168115921e-14,6.3128192960703534e-11,2.4805970129765835e-11,1.5717928917099684e-12,1.3401868345890429e-12,1.0267672203280697e-13,5.716205220569705e-16,7.456069746616807e-19,1.3303960056289986e-14,4.8661564053024745e-16,1.406354368741756e-07,1.4069593160874016e-13,1.5650208121221676e-14,7.4173838824281908e-17,5.481376509582319e-17,1.5088033361728759e-13,2.4723435184159938e-22,1.4186410232659594e-22,2.9364821116175293e-15,6.0984790944743788e-20,1.7920262874319962e-15,3.1912610823858862e-20,3.0939159052044836e-21,2.4550007374862936e-19
3.615456021975441e-09,0.6215736289708378,2.452713641108149e-08,4.0443473061213103e-11,1.2533700928214415e-10,1.2066463145211587e-15,2.234339322270058e-12,0.0,0.0,3.8476967869745745e-06,2.3927841931739395e-09,154.0,0.0,0.99004454906231298,1.0,18.999760905074854,0.00053954629325295915,6.4940951792971446e-07,0.0020596255350746988,0.0023206542992343462,0.0018264677783713949,0.00023116897207850864,5.9894674492306534e-10,3.8698142708177664e-06,0.0029109969708910788,2.5868392125735503e-12,2.6111668936048295e-05,2.3619665204873587e-06,3.1320843014718767e-05,3.1308278117506393e-05,7.711585109742338e-09,2.3275435435403058e-07,4.7024928050483532e-09,2.1077285407693574e-06,2.3734886348881555e-11,2.5779665613845887e-11,2.5894828253523403e-11,1.9289952766993918e-07,9.2096482862786119e-11,2.9966027761235324e-14,2.0069197269561502e-15,1.188264798020858e-14,6.6632143479776772e-11,2.656073732478097e-11,1.68592780879431e-12,1.4487468225670417e-12,1.1193118659862761e-13,6.3166126806871838e-16,8.0600402294112106e-19,1.4464883643151241e-14,5.3715763563072463e-16,1.4321364907823884e-07,1.4482624994855393e-13,1.6113256083827904e-14,7.635143682425111e-17,5.7060975037433342e-17,1.5716898513437139e-13,2.5454935765631956e-22,1.4606148317377606e-22,3.1052589161832958e-15,6.4489964269787215e-20,1.8952980287907802e-15,3.3751682855694095e-20,3.2722136012342691e-21,2.596481050270464e-19
3.669669253911207e-09,0.6215736200935391,2.5119903015999484e-08,4.1956335547916502e-11,1.3215387668002781e-10,1.2912678712082893e-15,2.3872377792454073e-12,0.0,0.0,3.9631188369392083e-06,2.5383563177063602e-09,154.0,0.0,0.98989606102963335,1.0,18.999757317564256,0.00054755852258840828,6.4932130253641925e-07,0.0020896744374127672,0.0023550601153591259,0.0018536985545873409,0.00023457440987236674,6.0782657068210811e-10,3.9272006206516559e-06,0.0029544515446095227,2.6249469222567042e-12,2.6894985608168374e-05,2.3977719721303856e-06,3.2292848091411696e-05,3.2279886031586913e-05,7.9509104489444596e-09,2.3696916634482442e-07,4.8484470920244371e-09,2.1740719835255079e-06,2.5566039997253373e-11,2.782927780321819e-11,2.7955528044758791e-11,2.0161691589438178e-07,9.5118318251724892e-11,3.0410400756870535e-14,2.068011264912001e-15,1.241301138417941e-14,7.0272519324677612e-11,2.8410838190242659e-11,1.806436091078153e-12,1.5642506939807169e-12,1.2185557262808647e-13,6.9697524559506342e-16,8.7026429351627811e-19,1.5708134232696112e-14,5.9213430589122668e-16,1.4579213447259536e-07,1.4902556903596878e-13,1.6584069031644048e-14,7.8565414605387752e-17,5.9366340199406593e-17,1.6362276205659239e-13,2.6198703091938013e-22,1.5032925111438202e-22,3.2809855951317336e-15,6.8139474084315503e-20,2.0028418555197876e-15,3.5666832235727994e-20,3.4578870143739544e-21,2.7438141168549607e-19
3.7238824858469725e-09,0.6215736112768304,2.5718823724937509e-08,4.3504185661812458e-11,1.3924641755574306e-10,1.3805002816327336e-15,2.5484467784632767e-12,0.0,0.0,4.0802206765244662e-06,2.6904416906684467e-09,154.0,0.0,0.98974759650895416,1.0,18.999753730801721,0.00055556845327150441,6.4923310733186252e-07,0.00211969974485182,0.0023894542710838685,0.0018809246165031519,0.00023797717085498842,6.1670338383066123e-10,3.9845675014986819e-06,0.0029979002117994208,2.6630246777515468e-12,2.7689709536924561e-05,2.4335493352032489e-06,3.3279471363927475e-05,3.3266105614981641e-05,8.1938349838701476e-09,2.411846180294198e-07,4.9965965964405025e-09,2.2415201059740176e-06,2.7506471581171242e-11,3.0006836578678132e-11,3.0145048671952524e-11,2.1059014407978537e-07,9.8192550033563342e-11,3.085462299227159e-14,2.1300884969512827e-15,1.2958926268518753e-14,7.405230774336443e-11,3.0359879159951166e-11,1.9335660798543793e-12,1.6870229596449238e-12,1.3248629809027494e-13,7.6793592756610315e-16,9.3856832823295862e-19,1.7038215355889361e-14,6.5186508643593883e-16,1.4837083362407649e-07,1.5329462464875438e-13,1.7062729653381479e-14,8.0816160094460954e-17,6.1730619222141418e-17,1.7024382879444817e-13,2.6954867790695627e-22,1.546681556952901e-22,3.4638417324665282e-15,7.1937050045845906e-20,2.1147692163903571e-15,3.7660043623841559e-20,3.6511285599658998e-21,2.8971526226595002e-19
3.778095717782738e-09,0.6215736025206547,2.6323877984002299e-08,4.5087361237539154e-11,1.4662194693169473e-10,1.4745248196139077e-15,2.7183034255599776e-12,0.0,0.0,4.1990011276356122e-06,2.8492295213237471e-09,154.0,0.0,0.98959915550454225,1.0,18.9997501447838,0.00056357608580586132,6.4914493583723871e-07,0.0021497014651822252,0.0024238367631805331,0.0019081459649278206,0.0002413772559137633,6.2557718353551022e-10,4.0419149079735587e-06,0.0030413429734841651,2.7010724889857652e-12,2.8495833391898119e-05,2.469298618959195e-06,3.4280701362009747e-05,3.426692536916961e-05,8.4403558801745097e-09,2.4540061162003199e-07,5.1469395895819417e-09,2.3100762620116854e-06,2.9560821180665262e-11,3.2318201675876567e-11,3.2469303992794001e-11,2.1982274366383369e-07,1.013193392429976e-10,3.1298694425829286e-14,2.1931544144971116e-15,1.3520611133965283e-14,7.7974504964565598e-11,3.2411541808548026e-11,2.0675714728246772e-12,1.8173974810786822e-12,1.4386107307381502e-13,8.4493691816030384e-16,1.0111018712280938e-18,1.8459803757135162e-14,7.1668750832417483e-16,1.5094969202298136e-07,1.5763416149188429e-13,1.7549321671043305e-14,8.3104065925926096e-17,6.415457754144804e-17,1.7703436899893305e-13,2.7723562121840137e-22,1.5907895582951669e-22,3.6540092010735763e-15,7.588646934819897e-20,2.2311930178470465e-15,3.9733327637015807e-20,3.8521331700128747e-21,3.0566512500657091e-19
3.832308949718503e-09,0.6215735938249566,2.6935045296750251e-08,4.6706198976521521e-11,1.5428786981696539e-10,1.5735271992119994e-15,2.897153877535829e-12,0.0,0.0,4.3194590094262809e-06,3.0149115974943715e-09,154.0,0.0,0.98945073802065531,1.0,18.999746559507091,0.00057158142069505967,6.4905676508440263e-07,0.0021796796062013872,0.0024582075884285654,0.0019353626006759627,0.00024477466593687385,6.3444796895857131e-10,4.0992428347077975e-06,0.0030847798306954228,2.7390903658839135e-12,2.9313349844151609e-05,2.5050198326598693e-06,3.5296526619183057e-05,3.5282333798478379e-05,8.690470304213279e-09,2.4961705722929928e-07,5.2994743431627284e-09,2.379743801813478e-06,3.1733845832124031e-11,3.4769405927087382e-11,3.4934383417131388e-11,2.2931823896767834e-07,1.0449884673660062e-10,3.174261502031813e-14,2.2572120062170608e-15,1.4098284092202346e-14,8.2042115742253806e-11,3.4569582994854027e-11,2.2087113358146079e-12,1.9557175508789237e-12,1.5601891783572486e-13,9.2839267811245997e-16,1.0880559136462222e-18,1.997775310111805e-14,7.8695793268705189e-16,1.5352865967150771e-07,1.620449329084399e-13,1.8043929805885452e-14,8.5429529289421584e-17,6.6638987482561558e-17,1.8399658585369465e-13,2.8504919923837909e-22,1.635624194875073e-22,3.851672182102783e-15,7.9991557124025379e-20,2.3522276366414219e-15,4.1888721074297781e-20,4.0610983149901921e-21,3.2224666957243343e-19
3.886522181654268e-09,0.6215735851896784,2.7552305224010508e-08,4.8361034450403738e-11,1.6225168086614441e-10,1.677697621274071e-15,3.0853534693582998e-12,0.0,0.0,4.4415931383059808e-06,3.187682279488269e-09,154.0,0.0,0.98930234406154038,1.0,18.999742974968168,0.00057958445844264589,6.4896859745310817e-07,0.0022096341757137381,0.0024925667436149048,0.0019625745245485759,0.00024816940181329397,6.4331573927298636e-10,4.1565512763417854e-06,0.0031282107844425549,2.7770783184025738e-12,3.0142251566231893e-05,2.5407129855752993e-06,3.6326935672756544e-05,3.6312319410075721e-05,8.9441754230444563e-09,2.5383387218801951e-07,5.4541991293237415e-09,2.4505260718325439e-06,3.4030420403457015e-11,3.7366657787144998e-11,3.7546554510748579e-11,2.3908014720308171e-07,1.0773123319282263e-10,3.2186384732592499e-14,2.3222642565859461e-15,1.4692162864923379e-14,8.6258152875295448e-11,3.683783500331025e-11,2.3572501144239901e-12,2.1023359777240227e-12,1.6900018213491401e-13,1.0187393386008984e-15,1.1696267409317993e-18,2.1597098085689491e-14,8.6305237863292945e-16,1.561076906847936e-07,1.6652770058727229e-13,1.8546639743995672e-14,8.7792951775702273e-17,6.9184628354433442e-17,1.9113270236804539e-13,2.9299076559406083e-22,1.6811932338628143e-22,4.0570171868695943e-15,8.4256186899664482e-20,2.4779889340980926e-15,4.4128287170830848e-20,4.2782240284758538e-21,3.3947576900984399e-19
3.9407354135900336e-09,0.6215735766147639,2.8175637383729229e-08,5.0052202104072578e-11,1.7052096407824489e-10,1.7872308140530327e-15,3.2832668256683205e-12,0.0,0.0,4.5654023279467482e-06,3.3677384947317927e-09,154.0,0.0,0.98915397363143331,1.0,18.999739391163626,0.00058758519955213345,6.4888046566121903e-07,0.0022395651815307225,0.0025269142255339811,0.0019897817373314758,0.00025156146443278745,6.5218049366075917e-10,4.2138402275233246e-06,0.0031716358357101746,2.8150363565169522e-12,3.0982531232172783e-05,2.5763780869838897e-06,3.7371917063827165e-05,3.7356870713962376e-05,9.2014684044263506e-09,2.5805098048637888e-07,5.6111122206316273e-09,2.5224264148002239e-06,3.645553834662776e-11,4.0116343553521008e-11,4.0312265284977754e-11,2.4911197847872414e-07,1.1101665911199168e-10,3.2630003515294818e-14,2.3883141462110648e-15,1.5302464782727928e-14,9.0625636794712587e-11,3.9220205660434511e-11,2.5134576436648724e-12,2.2576151595091712e-12,1.8284656199123809e-13,1.1164354401070162e-15,1.2560159735185761e-18,2.3323058091820563e-14,9.4536728302049231e-16,1.5868674296481347e-07,1.7108323431909371e-13,1.9057538107554414e-14,9.0194739248000742e-17,7.17922865283704e-17,1.9844496162147072e-13,3.0106168870095186e-22,1.7275045272871109e-22,4.2702330764338007e-15,8.8684281001762871e-20,2.6085942688636112e-15,4.6454115824855894e-20,4.5037129291614116e-21,3.5736850149272743e-19
3.994948645525799e-09,0.6215735681001573,2.8805021450801581e-08,5.1780035258917899e-11,1.7910339247144727e-10,1.902326076952851e-15,3.491267981286279e-12,0.0,0.0,4.6908853892903245e-06,3.5552797319587442e-09,154.0,0.0,0.98900562673456083,1.0,18.999735808090055,0.00059558364452700155,6.4879235535155853e-07,0.0022694726314707869,0.0025612500309877,0.0020169842398249419,0.00025495085468590673,6.6104223128962145e-10,4.2711096829195405e-06,0.0032150549855053607,2.8529644901733077e-12,3.1834181517497959e-05,2.6120151461723905e-06,3.8431459337283242e-05,3.8415976222964192e-05,9.4623464168102227e-09,2.622683122312267e-07,5.7702118900782525e-09,2.5954481697260706e-06,3.9014312491759744e-11,4.3025029763327586e-11,4.3238146670218852e-11,2.5941723580703187e-07,1.1435528481631434e-10,3.3073471331586156e-14,2.4553646538554954e-15,1.5929406783508895e-14,9.5147595134358369e-11,4.1720678448149178e-11,2.6776091574207547e-12,2.4219271595174714e-12,1.9760111732909591e-13,1.2219627416086376e-15,1.3474306092079025e-18,2.5161041146991143e-14,1.0343203359920973e-15,1.6126577788451807e-07,1.7571231175174596e-13,1.9576712425998541e-14,9.2635301712782411e-17,7.446275551626148e-17,2.0593562700716774e-13,3.0926335130597684e-22,1.7745660094047795e-22,4.4915110831328152e-15,9.3279811004483116e-20,2.7441625109230816e-15,4.8868323847296211e-20,4.737770245051597e-21,3.7594115224276118e-19
4.049161877461564e-09,0.6215735596458017,2.9440437156917454e-08,5.3544866115829062e-11,1.8800672778365466e-10,2.0231873203554624e-15,3.7097404921380487e-12,0.0,0.0,4.8180411305547966e-06,3.7505080358528287e-09,154.0,0.0,0.98885730337514055,1.0,18.999732225744069,0.00060357979387069642,6.4870422448032899e-07,0.0022993565333593625,0.002595574156785446,0.0020441820328366386,0.00025833757346399133,6.699009513247212e-10,4.3283596372149117e-06,0.0032584682348464422,2.8908627293255851e-12,3.2697195099223603e-05,2.6476241724358974e-06,3.9505551041807746e-05,3.9489624452725112e-05,9.7268066293406981e-09,2.6648580317772977e-07,5.9314964110795009e-09,2.6695946718978626e-06,4.1711975759899454e-11,4.609946539118249e-11,4.6331014785033014e-11,2.6999941511046649e-07,1.1774727044987618e-10,3.3516788147406741e-14,2.5234187552410638e-15,1.6573205411663396e-14,9.9827062345254618e-11,4.4343312601031163e-11,2.8499852966102726e-12,2.5956537748534952e-12,2.1330828793507075e-13,1.3358269856635052e-15,1.4440830612422277e-18,2.7116647592592542e-14,1.1303512792491072e-15,1.6384476001567696e-07,1.8041571817620129e-13,2.0104251110795138e-14,9.5115053206936402e-17,7.7196836039191016e-17,2.1360698244534446e-13,3.1759715008969912e-22,1.8223856944230053e-22,4.7210448305997408e-15,9.8046798145246605e-20,2.8848140546288738e-15,5.1373055193763193e-20,4.9806038359582428e-21,3.9521021531425817e-19
4.103375109397329e-09,0.6215735512516407,3.0081864290422128e-08,5.5347025757898979e-11,1.9723882020195178e-10,2.1500231015163914e-15,3.9390775353884858e-12,0.0,0.0,4.9468683572405772e-06,3.9536280022006891e-09,154.0,0.0,0.98870900355737745,1.0,18.999728644122268,0.00061157364808662996,6.4861612519300013e-07,0.0023292168950288616,0.0026298865997440952,0.0020713751171356795,0.00026172162165916677,6.787566529635189e-10,4.385590085092487e-06,0.0033018755846898951,2.9287310840019303e-12,3.3571564655860779e-05,2.6832051750778316e-06,4.0594180729881173e-05,4.0577803921700682e-05,9.9948462118625973e-09,2.7070339433335261e-07,6.0949640574733041e-09,2.7448692528816216e-06,4.4553881796987876e-11,4.9346583833840129e-11,4.9597872985856751e-11,2.8086200522721527e-07,1.2119277597864261e-10,3.3959953909381058e-14,2.5924794200686317e-15,1.7234076817995407e-14,1.0466707935534538e-10,4.7092243188051949e-11,3.0308721160936438e-12,2.7791865968258568e-12,2.3001390763324423e-13,1.458558596134284e-15,1.5461911918993959e-18,2.9195673407891323e-14,1.2339226364881509e-15,1.6642365689913969e-07,1.8519424634214601e-13,2.0640243433688196e-14,9.7634411700776966e-17,7.9995336086387778e-17,2.2146133256629629e-13,3.2606449532473052e-22,1.8709716745521471e-22,4.9590303520272593e-15,1.0298931370404552e-19,3.0306708305862485e-15,5.3970481176184106e-20,5.232424214020631e-21,4.151923952222773e-19
4.1575883413330946e-09,0.6215735429176188,3.0729282696119788e-08,5.718684415424007e-11,2.0680760798022433e-10,2.2830466750059016e-15,4.179682050856906e-12,0.0,0.0,5.0773658721389038e-06,4.164846771029734e-09,154.0,0.0,0.98856072728546851,1.0,18.99972506322128,0.00061956520767817965,6.4852805585462992e-07,0.0023590537243186548,0.0026641873566879953,0.0020985634935089771,0.00026510300016434248,6.8760933538186607e-10,4.4428010212545523e-06,0.0033452770360200873,2.966569564177631e-12,3.4457282867418866e-05,2.7187581634099196e-06,4.1697336957785646e-05,4.1680503151149076e-05,1.0266462334906866e-08,2.749210314402511e-07,6.2606131035194621e-09,2.8212752405216367e-06,4.754550585054145e-11,5.2773505710235391e-11,5.3045914760262037e-11,2.920084879192424e-07,1.246919611904595e-10,3.4402968579521978e-14,2.6625496169569713e-15,1.7912236757452529e-14,1.0967069310226174e-10,4.9971681217976371e-11,3.2205610936648991e-12,2.9729270938335025e-12,2.4776522390038301e-13,1.5907136805126337e-15,1.6539783586069929e-18,3.1404114928184408e-14,1.3455207690502514e-15,1.690024387451425e-07,1.9004869621183954e-13,2.1184779497705092e-14,1.0019379896787567e-16,8.2859070993365945e-17,2.2950100295403797e-13,3.346668104144566e-22,1.9203321173382911e-22,5.2056661162619928e-15,1.0811147954537662e-19,3.181856322633711e-15,5.6662800765163436e-20,5.4934445730220564e-21,4.3590460926879947e-19
