Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422)
6.37730679294518e-12,0.6215743530245055,1.5335377745303938e-11,5.0775588911896495e-17,4.9780137236723742e-17,6.5354612348260053e-27,2.2659107407808212e-21,0.0,0.0,1.5124753909887044e-11,1.4007349772571465e-19,154.0,0.0,0.99998233647458212,1.0,18.999999952943671,9.6079649956323062e-07,6.5531133451745998e-07,4.1041726110405986e-06,4.139360064210849e-06,2.992724407886596e-06,4.1046186746982324e-08,1.0683428473285967e-12,5.9939449140911297e-09,4.7639095579313196e-06,4.5931414603455282e-16,8.2410381530586729e-11,1.159892196810586e-10,1.8680861890021162e-12,1.8674247260746571e-12,4.3427673873723078e-16,2.1213088389577949e-12,2.2718618872148095e-16,6.0196369842698887e-12,1.2829942939240928e-28,1.2007128111759649e-28,1.2007201488892129e-28,5.3074424063551684e-16,3.8178304873407958e-18,4.6414236206422221e-17,1.9841023702083088e-19,4.9990178834841687e-20,9.4321579822513359e-19,8.449590788823992e-22,7.5839671573593315e-25,1.3962747345284263e-25,3.3781940317630586e-29,4.8868432240079053e-33,7.7056217211770259e-32,7.8931713295374606e-28,2.453207037518072e-32,1.3325199856215209e-12,7.5671886299204146e-19,5.1180881260294968e-21,3.6914648973510701e-22,1.6772590908848961e-23,1.6073998425787036e-21,8.0852358484322122e-29,4.6393441305987869e-29,5.2331591988876287e-26,1.073053069573332e-30,3.1638616891219677e-26,5.6154193223633738e-31,5.4595817123650801e-32,4.1524411429320428e-30
6.531375569755816e-12,0.6215743530170335,1.5707114839551669e-11,5.3285242271279308e-17,5.2217200082849685e-17,7.1431926521096256e-27,2.4342337021379702e-21,0.0,0.0,1.5786137633886091e-11,1.503312032232059e-19,154.0,0.0,0.99998191003357351,1.0,18.999999950838799,9.8400789574632938e-07,6.5531146176820241e-07,4.2023742203343144e-06,4.2393386527561627e-06,3.0710221921841885e-06,4.2983686866757164e-08,1.0941470073447156e-12,6.1606286018312294e-09,4.8885466019953008e-06,4.8099519580998394e-16,8.6439656382010136e-11,1.2159541494291533e-10,2.0059573093556156e-12,2.0052452317552761e-12,4.6695793213365603e-16,2.2328162058381988e-12,2.4511966820486096e-16,6.3139707693817473e-12,1.5152416594818278e-28,1.4180730330356664e-28,1.4180819091170627e-28,5.7163648632278524e-16,4.1002539884238959e-18,4.7704956549670489e-17,2.0404500943046828e-19,5.239439945499661e-20,1.0132373172250535e-18,9.3016964653658576e-22,8.5528347862110873e-25,1.5750135299958444e-25,3.9044469863388177e-29,5.6714731359156822e-33,8.6937198365675314e-32,8.9040721436099973e-28,2.8301206053246168e-32,1.4025615575145531e-12,7.9356000006702423e-19,5.4911283495767197e-21,3.8783020490312591e-22,1.7605976798148925e-23,1.7268516800456183e-21,8.674543291478532e-29,4.9774912973191513e-29,5.7584877804872849e-26,1.181127264418645e-30,3.4814655683275256e-26,6.1796144940860623e-31,6.0077141262086681e-32,4.5738861364203936e-30
6.685444346566452e-12,0.6215743530094143,1.6078911001433384e-11,5.5856649228165581e-17,5.4712633958973937e-17,7.7921388078360024e-27,2.6106975731956718e-21,0.0,0.0,1.6461498197577149e-11,1.6110887065462338e-19,154.0,0.0,0.99998148359275407,1.0,18.999999948692462,1.0072192730891348e-06,6.553114862334292e-07,4.3005341642298394e-06,4.3393171361285063e-06,3.1493199751376964e-06,4.496262417558716e-08,1.1199511402084377e-12,6.3273250229877648e-09,5.0131836569718624e-06,5.0313993853769055e-16,9.0565087850197486e-11,1.2733080764352676e-10,2.1504106064798779e-12,2.1496454038194625e-12,5.0123008236776231e-16,2.3471896952031817e-12,2.6397257804713564e-16,6.615329901553325e-12,1.7825725142071762e-28,1.6682693805717119e-28,1.6682800698452463e-28,6.1464296838297115e-16,4.3962243190918846e-18,4.8995775495430179e-17,2.0968646847202985e-19,5.4851130267525439e-20,1.0865812646060782e-18,1.0216225324362857e-21,9.6178239869078474e-25,1.7715393765331801e-25,4.4971694597462134e-29,6.5593336216929967e-33,9.780313266179215e-32,1.0015645023583875e-27,3.2540590480015863e-32,1.4744032205828879e-12,8.3126946690459491e-19,5.8815365655699763e-21,4.0697216845157245e-22,1.8460078967319468e-23,1.8520663333509217e-21,9.2912877713732568e-29,5.3313819523066144e-29,6.3223720019152753e-26,1.2971590901903697e-30,3.8223796010707358e-26,6.7852534181623191e-31,6.5960812884715896e-32,5.0265998007179893e-30
6.993581900187724e-12,0.6215743529937371,1.6822680540783991e-11,6.1185045862837144e-17,5.9878651828098516e-17,9.2209686506557927e-27,2.9888189058844943e-21,0.0,0.0,1.7854153275285732e-11,1.8428717686076068e-19,154.0,0.0,0.99998063071168075,1.0,18.999999944276244,1.0536419712539128e-06,6.5531132793701517e-07,4.4967298877646219e-06,4.5392737955931431e-06,3.3059154987017965e-06,4.9043978649389196e-08,1.1715593266047568e-12,6.6607478267085005e-09,5.2624577386787443e-06,5.4881119578667312e-16,9.9104419911980762e-11,1.3918835544625815e-10,2.4596628520991284e-12,2.458783630019247e-12,5.7469496883843729e-16,2.5845323033233756e-12,3.0452711104212412e-16,7.239124394146551e-12,2.4400910319841726e-28,2.2836500727702235e-28,2.283665381880647e-28,7.0723550018393895e-16,5.0300565911582459e-18,5.1577645396178473e-17,2.2098917981607108e-19,5.992108607897501e-20,1.2435218260650892e-18,1.2244301413848037e-21,1.2064134326653173e-24,2.2231549518844149e-25,5.9086001827652035e-29,8.6885732382988099e-33,1.227784435741533e-31,1.2570290578785682e-27,4.2616294269700998e-32,1.6234850564887133e-12,9.0929148447036997e-19,6.7159163306499316e-21,4.4662982917921431e-22,2.0230575698154666e-23,2.1203222796664055e-21,1.0609393262206202e-28,6.087716586936995e-29,7.5732002083373477e-26,1.5546263490095813e-30,4.5786077862729703e-26,8.1288159278227472e-31,7.9012357500380907e-32,6.0318938423214847e-30
7.301719453808994e-12,0.6215743529774802,1.7566686388680428e-11,6.6761419106395724e-17,6.5278264950535021e-17,1.0836927600787953e-26,3.4018167737530144e-21,0.0,0.0,1.9302725962714621e-11,2.0973655843199814e-19,154.0,0.0,0.99997977783135905,1.0,18.999999939696668,1.1000645940576562e-06,6.5531100395803841e-07,4.6927614350959944e-06,4.7392300558937237e-06,3.4625109239039038e-06,5.3288597169049342e-08,1.2231674099466054e-12,6.9942000362995148e-09,5.5117317160187274e-06,5.963094202878038e-16,1.0802837628289394e-10,1.5156020853167089e-10,2.7970387649624529e-12,2.7960347684577591e-12,6.5496623620592058e-16,2.8333311862557147e-12,3.4903026848635581e-16,7.8910208401218117e-12,3.2950248238696272e-28,3.0838040606375688e-28,3.0838256481516197e-28,8.0899929640467971e-16,5.7218265377806696e-18,5.4159743004306492e-17,2.3231794104839208e-19,6.5197986871006695e-20,1.4146046470941362e-18,1.4557932699484963e-21,1.4982027921346986e-24,2.7621279238859025e-25,7.6704229735580637e-29,1.1370875153293926e-32,1.5259270724179851e-31,1.5619489899379195e-27,5.5164915163031679e-32,1.7797619652903403e-12,9.9078112467305252e-19,7.6241272775234842e-21,4.8811745944408542e-22,2.2084368368491912e-23,2.4132432914104375e-21,1.2044133375294603e-28,6.9109766625045417e-29,9.0008533660486732e-26,1.8486043107121637e-30,5.4417418362956888e-26,9.6624700515987163e-31,9.3909193358136171e-32,7.1807958727305857e-30
7.609857007430266e-12,0.621574352960649,1.8310928570370722e-11,7.2586403583297254e-17,7.0911547517654801e-17,1.2655617166472792e-26,3.8512337112348778e-21,0.0,0.0,2.0807223011176654e-11,2.3758830981283885e-19,154.0,0.0,0.99997892495178753,1.0,18.999999934955394,1.1464871415004599e-06,6.5531059448909948e-07,4.8886304431110779e-06,4.9391859262807999e-06,3.6191062203671027e-06,5.7694843294655632e-08,1.2747753926206566e-12,7.3276724012126188e-09,5.7610055406369008e-06,6.4561629985169376e-16,1.1733695555107474e-10,1.6444472073146694e-10,3.1637303529999531e-12,3.1625903532714149e-12,7.423377772231716e-16,3.0935808667077841e-12,3.9766195131331371e-16,8.5710196233982832e-12,4.3943356246519347e-28,4.1126889776634697e-28,4.112718987441388e-28,9.2041773771673785e-16,6.4740285845786359e-18,5.6741996687256845e-17,2.4367245294670135e-19,7.0679794506979101e-20,1.6003911759789241e-18,1.7182211250636284e-21,1.8435887505777025e-24,3.4004538222811461e-25,9.8487123488888566e-29,1.4717450237364528e-32,1.8791143556482653e-31,1.9231245809508415e-27,7.0648978018797568e-32,1.9432304188789534e-12,1.0757346278705017e-18,8.6090393065248286e-21,5.3143306349250924e-22,2.4021744500156527e-23,2.731903746160649e-21,1.3600041842071689e-28,7.8037636529299409e-29,1.0621218652165957e-25,2.1823831835523179e-30,6.4213870508808639e-26,1.1403308629578675e-30,1.108171364446271e-31,8.4863399712149392e-30
7.917994561051538e-12,0.6215743529432499,1.9055407111022551e-11,7.8660628308775024e-17,7.6778573806684387e-17,1.4693264014592163e-26,4.3386127528508215e-21,0.0,0.0,2.2367651103838668e-11,2.679768760388057e-19,154.0,0.0,0.99997807207296618,1.0,18.999999930054038,1.1929096135824151e-06,6.5531014204113599e-07,5.0843385322989774e-06,5.1391414131695479e-06,3.775701371989994e-06,6.2261096979863471e-08,1.3263832762817256e-12,7.6611585062639501e-09,6.0102791869025072e-06,6.9671370573724865e-16,1.2703015631953236e-10,1.7784025420161763e-10,3.5609258123660277e-12,3.5596381083383539e-12,8.3710254413061106e-16,3.3652758683312699e-12,4.5060148353936802e-16,9.2791211332304972e-12,5.7934817802841919e-28,5.4222164255690567e-28,5.4222575993859452e-28,1.0419800277013232e-15,7.2891523583829867e-18,5.9324356768403186e-17,2.5505250811226674e-19,7.6364491896589628e-20,1.8014372037836103e-18,2.0143197403754579e-21,2.2495547567213977e-24,4.1511561783745521e-25,1.2518393673700787e-28,1.8855958694647308e-32,2.2945726200373613e-31,2.347940534486895e-27,8.9592829110046124e-32,2.113886889822958e-12,1.1641482654258218e-18,9.6734926634904511e-21,5.7657466208215536e-22,2.6042991865010278e-23,3.0773767989398057e-21,1.5281605547212789e-28,8.7686521512696593e-29,1.245086009675731e-25,2.5593937580535788e-30,7.5275579702113201e-26,1.3369153308608059e-30,1.2990906827009359e-31,9.9621210493494805e-30
8.22613211467281e-12,0.6215743529252881,1.9800122035720924e-11,8.4984716745064776e-17,8.2879418181609986e-17,1.6966720457466537e-26,4.8654974337741433e-21,0.0,0.0,2.3984016856097414e-11,3.0103985100298927e-19,154.0,0.0,0.99997721919489391,1.0,18.999999924994221,1.2393320103036158e-06,6.553096663704179e-07,5.2798873069149781e-06,5.3390965209740264e-06,3.9322963712916742e-06,6.698575440772808e-08,1.3779910620681145e-12,7.9946539373754697e-09,6.2595526429071157e-06,7.4958369081459076e-16,1.3710797720177217e-10,1.9174517935796727e-10,3.9898095466831783e-12,3.9883619665145867e-12,9.3955255340947812e-16,3.6484107163837388e-12,5.0802761517812571e-16,1.0015325763836314e-11,7.5575142684360071e-28,7.0732781893563831e-28,7.0733339995008908e-28,1.1741810969379059e-15,8.1696826970085746e-18,6.1906789066884874e-17,2.6645796395327238e-19,8.2250082782895246e-20,2.01829292272724e-18,2.3467909709931944e-21,2.7236490209653958e-24,5.0283250316640284e-25,1.5763983951163185e-28,2.3932153773526953e-32,2.7801208468524156e-31,2.8443880768653269e-27,1.1258787583865669e-31,2.2917278517836615e-12,1.2560183393595695e-18,1.0820298238047474e-20,6.23540292288306e-22,2.8148398480727071e-23,3.4507343918547967e-21,1.709326499985698e-28,9.8081901401048776e-29,1.4507017812798848e-25,2.9832072469993946e-30,8.7706779109395108e-26,1.5578553715914414e-30,1.5136492785777765e-31,1.1622294214207023e-29
8.534269668294081e-12,0.6215743529067693,2.0545073369466436e-11,9.1559286857082068e-17,8.9214155094066871e-17,1.9493464938615892e-26,5.4334317904020665e-21,0.0,0.0,2.5656326816028907e-11,3.369179757527758e-19,154.0,0.0,0.99997636631757081,1.0,18.999999919777522,1.285754331664154e-06,6.5530917660131053e-07,5.4752783551431776e-06,5.5390512527301337e-06,4.0888912148190839e-06,7.1867227828134088e-08,1.4295987507624062e-12,8.328155658625364e-09,6.5088259031539295e-06,8.0420848774585302e-16,1.4757041681852915e-10,2.0615787481242109e-10,4.4515621861412837e-12,4.4499420887256449e-12,1.0499788904994613e-15,3.9429799382658584e-12,5.7011852513437255e-16,1.0779633914105094e-11,9.7622585580525765e-28,9.1368528563453315e-28,9.13692766066707e-28,1.317521508486108e-15,9.1180996589832215e-18,6.4489270073733655e-17,2.7788872251161914e-19,8.8334591531432783e-20,2.2515029839860065e-18,2.7184314984028996e-21,3.2740038286023237e-24,6.0471550321499189e-25,1.9680358707564784e-28,3.0111615351167355e-32,3.344191870055477e-31,3.421086843981805e-27,1.4029802589018136e-31,2.4767497798527094e-12,1.3513411820152571e-18,1.2052237858962693e-20,6.7232800731943945e-22,3.0338252606826421e-23,3.8530472636339713e-21,1.9039414800185412e-28,1.0924899259266091e-28,1.680760723200065e-25,3.457535126643558e-30,1.0161578505763002e-25,1.8050786639049674e-30,1.7537170379456564e-31,1.3481574136422059e-29
8.842407221915353e-12,0.6215743528876994,2.1290261137174202e-11,9.8384951167555658e-17,9.5782859084213202e-17,2.2291602517494159e-26,6.0439603609329087e-21,0.0,0.0,2.7384587464896518e-11,3.7575513681645704e-19,154.0,0.0,0.99997551344099689,1.0,18.999999914405521,1.3321765776641231e-06,6.5530867862543889e-07,5.6705132492575e-06,5.739005610546323e-06,4.2454859003438729e-06,7.6903945396811971e-08,1.4812063429078064e-12,8.6616615615274638e-09,6.7580989640956721e-06,8.6057050718373236e-16,1.5841747379540392e-10,2.2107672730971235e-10,4.9473606064532176e-12,4.9455548829146499e-12,1.1686717144808201e-15,4.2489780638488045e-12,6.3705182407964745e-16,1.1572045987371382e-11,1.2495585384073666e-27,1.169519572410917e-27,1.1695294946174683e-27,1.4725073647448558e-15,1.0136878533236735e-17,6.7071783461673247e-17,2.8934471586670911e-19,9.4616062921424172e-20,2.5016065549252792e-18,3.1321318454689927e-21,3.9093545819789395e-24,7.2239831411799905e-25,2.437354476432828e-28,3.758157511692118e-32,3.9958533589023832e-31,4.0873065548612638e-27,1.7346532557987756e-31,2.6689491507577033e-12,1.4501131557362149e-18,1.3372064586577298e-20,7.2293587634066196e-22,3.261284274092268e-23,4.2853849590651063e-21,2.112440410139567e-28,1.2121275070915902e-28,1.9371218346460406e-25,3.9862289791318382e-30,1.1711499246521486e-25,2.0805855212104898e-30,2.0212342634243237e-31,1.5555234423091047e-29
9.150544775536624e-12,0.6215743528680835,2.2035685363673219e-11,1.054623168116057e-16,1.0258560478158909e-16,2.5379865353179823e-26,6.6986281859491708e-21,0.0,0.0,2.9168805217711904e-11,4.1769836456018009e-19,154.0,0.0,0.99997466056517181,1.0,18.999999908879765,1.3785987483036155e-06,6.5530817676329983e-07,5.8655935457811134e-06,5.9389595958970243e-06,4.4020804262328982e-06,8.2094351015973781e-08,1.5328138388838794e-12,8.9951701716107016e-09,7.0073718231325395e-06,9.1865233598815993e-16,1.6964914676132405e-10,2.3650013166476237e-10,5.4783779476637673e-12,5.4763730228437293e-12,1.2959202627202483e-15,4.5663996255468223e-12,7.0900455730992145e-16,1.2392562391248519e-11,1.5858775484297258e-27,1.484311672826758e-27,1.4843247065529988e-27,1.6396502157110679e-15,1.1228489848750859e-17,6.9654317812987511e-17,3.0082589663340061e-19,1.0109256193910951e-19,2.7691373757497085e-18,3.5908754017304683e-21,4.639058566305576e-24,8.5763259227156156e-25,2.9961539400012417e-28,4.6552837272530985e-32,4.7448285725914745e-31,4.8529884676038828e-27,2.1291580244142299e-31,2.868322442907729e-12,1.552330652553156e-18,1.4782503002270032e-20,7.753619843044867e-22,3.4972457615174965e-23,4.748815838332743e-21,2.335253706698185e-28,1.339978732193823e-28,2.2217114956263626e-25,4.5732803361594657e-30,1.3432087030887132e-25,2.3864488108325306e-30,2.3182115961192412e-31,1.7859106995607598e-29
9.458682329157896e-12,0.6215743528479275,2.278134607370619e-11,1.1279198559076592e-16,1.0962246690596001e-16,2.8777613187025401e-26,7.3989808090064719e-21,0.0,0.0,3.1008986423830629e-11,4.6289783157514026e-19,154.0,0.0,0.99997380769009547,1.0,18.999999903201811,1.4250208435827246e-06,6.5530767319935713e-07,6.0605207856442068e-06,6.1389132098067029e-06,4.5586747916622483e-06,8.7436904176570344e-08,1.5844212389540595e-12,9.3286804643591393e-09,7.2566444789528772e-06,9.7843673546112053e-16,1.8126543434757894e-10,2.5242649070063268e-10,6.0457836328115449e-12,6.0435654667484728e-12,1.4320128554804047e-15,4.8952391582908785e-12,7.8615320758246996e-16,1.3241183537504103e-11,1.9967982161675129e-27,1.8689350013135569e-27,1.8689519676256413e-27,1.8194669686339983e-15,1.2395399384174598e-17,7.2236865194233395e-17,3.1233223200141085e-19,1.0776217357321055e-19,3.0546238155705852e-18,4.0977374590067341e-21,5.473113439007686e-24,1.012291642453164e-24,3.6575155909379472e-28,5.7261797231969354e-32,5.6015168866907818e-31,5.7287666174389705e-27,2.5956551355923044e-31,3.0748661363767428e-12,1.6579900938801048e-18,1.6286249494950931e-20,8.2960443178723672e-22,3.7417386192886815e-23,5.2444070862567829e-21,2.5728073323323686e-28,1.4762880203635827e-28,2.5365233923036713e-25,5.2228205238658114e-30,1.5335395712652124e-25,2.7248138739132438e-30,2.6467299379774977e-31,2.0409581472437771e-29
9.766819882779168e-12,0.6215743528272365,2.3527243291929496e-11,1.2037455402646172e-16,1.1689352026814609e-16,3.2504833824291247e-26,8.1465642772281924e-21,0.0,0.0,3.290513736756178e-11,5.1150685109427752e-19,154.0,0.0,0.99997295481576842,1.0,18.999999897373179,1.4714428635015426e-06,6.5530716844985375e-07,6.255296494340195e-06,6.3388664529795786e-06,4.7152689964400008e-06,9.2930079802137522e-08,1.6360285432991329e-12,9.6621917354965111e-09,7.5059169312510522e-06,1.03990663959925e-15,1.9326633518713941e-10,2.6885421518705849e-10,6.6507433864467696e-12,6.6482974758483331e-12,1.5772369004938131e-15,5.2354911995482013e-12,8.6867369792979055e-16,1.4117909841956598e-11,2.4955793942373145e-27,2.3358017276785103e-27,2.3358236263453068e-27,2.0124797990300927e-15,1.3640068177410492e-17,7.481942015177634e-17,3.2386369953455717e-19,1.1462300261248036e-19,3.3585889279024535e-18,4.6558842571004838e-21,6.4221754486603895e-24,1.1883740657926781e-24,4.4358894979153806e-28,6.9972558991428428e-32,6.5770140961170876e-31,6.725988841413718e-27,3.1442679681480323e-31,3.2885767129157829e-12,1.7670879302159527e-18,1.7885972544653837e-20,8.8566133482902127e-22,3.9947917665196216e-23,5.7732247214365691e-21,2.8255228407692451e-28,1.6212972608797917e-28,2.883618442932775e-25,5.9391205089402045e-30,1.743388565553768e-25,3.0978984459418572e-30,3.0089403747517118e-31,2.322360455673105e-29
1e-11,0.6215743527842715,2.4091851028324764e-11,1.2628105273248043e-16,1.225515318922788e-16,3.555694110447688e-26,8.7446297153429388e-21,0.0,0.0,3.4377238060247148e-11,5.5065302482105908e-19,154.0,0.0,0.99997230941185766,1.0,18.999999892863183,1.5065722285656951e-06,6.5530678575913437e-07,6.4025913309574361e-06,6.4901788921502994e-06,4.8337700414640024e-06,9.7186183119825671e-08,1.6750818088038715e-12,9.9145735248203379e-09,7.6945513163438107e-06,1.0875334218130664e-15,2.0260355185415393e-10,2.8161802751400123e-10,7.1342128688359521e-12,7.1315846922869625e-12,1.6933784807453722e-15,5.5005561832448726e-12,9.3479806822771854e-16,1.4800045706717253e-11,2.9405635527886132e-27,2.752318007437787e-27,2.752344430222543e-27,2.1676337217758764e-15,1.4635146185622391e-17,7.6773746429886582e-17,3.3260672221674165e-19,1.199408242235423e-19,3.6012107913624874e-18,5.1143309269786057e-21,7.2237103406723177e-24,1.3371573942081123e-24,5.1123553010898549e-28,8.1100351534373706e-32,7.4013719442695311e-31,7.568702804238307e-27,3.6207791416188047e-31,3.4550617932477306e-12,1.851930007285369e-18,1.9161956998956135e-20,9.2928677802030103e-22,4.1919949764837317e-23,6.1961383366873248e-21,3.0270959158836605e-28,1.7369607535988708e-28,3.1690351591898123e-25,6.5282374458874166e-30,1.9159478017392397e-25,3.4047006645203038e-30,3.3067887998807395e-31,2.5538939904320039e-29
1.0383094990021711e-11,0.6215743527842715,2.5019747351141418e-11,1.3630074986838125e-16,1.3213850040935623e-16,4.1030787929953352e-26,9.7896104591180367e-21,0.0,0.0,3.6865373283557245e-11,6.1958249456116944e-19,154.0,0.0,0.99997124906936097,1.0,18.999999885269897,1.5642866772586774e-06,6.5530615685013583e-07,6.6443993439428816e-06,6.738771828851643e-06,5.0284569235037457e-06,1.0436227438322959e-07,1.7392428652583501e-12,1.0329215475954704e-08,8.0044612244256477e-06,1.1678355510131361e-15,2.184219711637347e-10,3.0320744296053913e-10,7.9779696146917249e-12,7.9750228591400054e-12,1.8962244426687313e-15,5.9502109704888099e-12,1.050531109027876e-15,1.5955679608463708e-11,3.819012837072613e-27,3.5745785350566536e-27,3.5746141736722301e-27,2.4402082144554089e-15,1.637250404246437e-17,7.9984539345246635e-17,3.4700197634738231e-19,1.2891082986656417e-19,4.0240211338007382e-18,5.9391461437753859e-21,8.7113456109588742e-24,1.6134514296946983e-24,6.4088650397594471e-28,1.0260810749075806e-31,8.9324202006209128e-31,9.1338500167052963e-27,4.5335426584955082e-31,3.7374844508042054e-12,1.9955847335840296e-18,2.1383884365257948e-20,1.0032110481331178e-21,4.5266947178052474e-23,6.9347974508469146e-21,3.3781039409155434e-28,1.9383706585875416e-28,3.6832374006203035e-25,7.5897810286934618e-30,2.2268280685080756e-25,3.9574585595941437e-30,3.8433923385716341e-31,2.9712865154738614e-29
1.0999370097264254e-11,0.6215743527392308,2.6513197736837427e-11,1.5324557290459802e-16,1.4832114554347443e-16,5.1130209628994352e-26,1.164014520291094e-20,0.0,0.0,4.1049561962656617e-11,7.4321455532977123e-19,154.0,0.0,0.99996954332594934,1.0,18.999999872581824,1.6571301895757627e-06,6.5530514272862263e-07,7.0329139956366343e-06,7.1386757258980369e-06,5.3416442071637321e-06,1.1637903696509556e-07,1.8424568053694656e-12,1.0996239007558473e-08,8.5030047022407971e-06,1.3023059308103578e-15,2.4511604377195442e-10,3.395472577773117e-10,9.46930915365063e-12,9.4657980164926146e-12,2.2551640720722218e-15,6.7105152901167649e-12,1.2559730859061348e-15,1.7905875095118102e-11,5.7017281419133909e-27,5.3369038543690705e-27,5.336960240246217e-27,2.9271149348437695e-15,1.9445391294803187e-17,8.5149656921604202e-17,3.7024065285918588e-19,1.4394127044983795e-19,4.7695141826830526e-18,7.4677743101285234e-21,1.1605666250667001e-23,2.1514955249126023e-24,9.0615287554579674e-28,1.4721340336428605e-31,1.1914499131453205e-30,1.2182416279528684e-26,6.39972955812223e-31,4.2150175449279883e-12,2.2377932372781542e-18,2.5297038721488965e-20,1.1279963558962985e-21,5.0931864117695753e-23,8.2420391925616482e-21,3.9962829324308336e-28,2.2930844028937981e-28,4.638397578789254e-25,9.5622166679580062e-30,2.8043068493601861e-25,4.984315942125363e-30,4.8401769604940421e-31,3.7473581141174385e-29
1.1615645204506798e-11,0.6215743526921559,2.8007594643176185e-11,1.7121361055576522e-16,1.6544205751638687e-16,6.2985660565203925e-26,1.3710555075941954e-20,0.0,0.0,4.5457751400647726e-11,8.8374244738601637e-19,154.0,0.0,0.99996783758553343,1.0,18.999999859320614,1.7499734004535417e-06,6.5530412898723653e-07,7.4208521132217556e-06,7.5385781453665831e-06,5.654830846349772e-06,1.2896870693628413e-07,1.9456703639471334e-12,1.1663261081763824e-08,9.0015473629919262e-06,1.4431872937077569e-15,2.7334854209863756e-10,3.7786122573577266e-10,1.1133956510709775e-11,1.112981380090685e-11,2.6563226580477093e-15,7.5163605519611027e-12,1.486387144825627e-15,1.9968499766202234e-11,8.3273237476809559e-27,7.7946653508146534e-27,7.7947523459115541e-27,3.4775582465717966e-15,2.2878248542610517e-17,9.0314763212622059e-17,3.9357969172707877e-19,1.5969985528952691e-19,5.5990666743655465e-18,9.2702777187215726e-21,1.5215894721437047e-23,2.8233689607191967e-24,1.2568218867338269e-27,2.0713795315715199e-31,1.5639109373328599e-30,1.5990264072441529e-26,8.8653123239670582e-31,4.7211479112259172e-12,2.4936860628648297e-18,2.9645807013250755e-20,1.2600027273884403e-21,5.6944989891428733e-23,9.7034370232795979e-21,4.6832779917506568e-28,2.6872850967991139e-28,5.7679992546547159e-25,1.1895606793372892e-29,3.4872521623446101e-25,6.1988107080534619e-30,6.0190218216683352e-31,4.6661319806314014e-29
1.2231920311749341e-11,0.6215743526430871,2.9502938262957244e-11,1.9020937071460844e-16,1.8350183970571737e-16,7.6789797308432014e-26,1.6013234761565356e-20,0.0,0.0,5.0089988611905344e-11,1.0425556925910257e-18,154.0,0.0,0.99996613184811367,1.0,18.999999845497712,1.8428163098927566e-06,6.5530311677769756e-07,7.8082251279792101e-06,7.9384790878521104e-06,5.9680168406547035e-06,1.4211985614152471e-07,2.0488835411376674e-12,1.2330281102901588e-08,9.5000892060298858e-06,1.5903517556674613e-15,3.0311945523407902e-10,4.1813703437262666e-10,1.2981048747368612e-11,1.2976203642362486e-11,3.1019528967420298e-15,8.3677031911192934e-12,1.7431521093182407e-15,2.21435571441236e-11,1.1924377256741355e-26,1.116186815231592e-26,1.1161999378538117e-26,4.0959726298984323e-15,2.6690519453645359e-17,9.5479853605675619e-17,4.1701907680295163e-19,1.7617241336813752e-19,6.5165972980272199e-18,1.1376532226635175e-20,1.9664985707703282e-23,3.6522760254671367e-24,1.7134389398063422e-27,2.8641280085144656e-31,2.023512736497224e-30,2.0689338502039952e-26,1.2074863599543658e-30,5.2558474930851379e-12,2.7632362699913239e-18,3.4450140364907757e-20,1.399215864752043e-21,6.3308649253443917e-23,1.1327460207164437e-20,5.4422409021898929e-28,3.1227812466557047e-28,7.0920115017485648e-25,1.46313506471894e-29,4.2877375106443588e-25,7.6224338597708445e-30,7.4007702498009684e-31,5.7440504605707122e-29
