Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961)
8.471553185480199e-09,0.4902201776143707,1.0216595522748217e-07,4.5001855654251693e-10,5.9455201622517484e-09,1.1678919106010731e-13,2.9884763106338746e-10,0.0,0.0,3.0627035691462281e-05,1.5546834707700087e-07,154.0,0.0,0.97545889730548385,1.0,18.999146539416454,0.0011977645112000402,5.9270521558259998e-07,0.0054808558541474149,0.0064734236880935794,0.0039177634720310404,0.00080320437765867469,2.1440490810377364e-09,1.3864051968317778e-05,0.006213275433941871,9.0839991895034117e-12,0.0002110696218893458,6.2460801144758731e-06,0.00019629931415580476,0.00019618258717254907,6.183331185627831e-08,5.4869369735005091e-07,3.7775968359605525e-08,2.0684586841173485e-05,2.3856942805391905e-09,3.0709284800861125e-09,3.1022287592480872e-09,5.5013627344004298e-06,9.2401109514426321e-10,1.0837246876163044e-13,2.3588535788252191e-14,3.2175472072881663e-13,2.839997710835433e-09,2.7775981280357576e-09,2.456344536048566e-10
8.751717888026048e-09,0.49022014166549693,1.0778241682227133e-07,4.8957498179322267e-10,6.7292245531203187e-09,1.3572238646386118e-13,3.4985136283262593e-10,0.0,0.0,3.2640943152857414e-05,1.7667230394183213e-07,154.0,0.0,0.97465756485366717,1.0,18.999118541492379,0.0012364432560246523,5.9225995593891742e-07,0.0056504591185600741,0.0066809253767653211,0.0040454528442517637,0.00082816610510556647,2.2127721821764083e-09,1.4308481934855095e-05,0.0064163621034197477,9.3663087969359962e-12,0.00022499491589306726,6.4427109774010562e-06,0.00020942405023039685,0.00020929769381079701,6.5966935606564582e-08,5.6816666985925703e-07,4.0301442847879285e-08,2.2235462324424695e-05,2.7802793887928054e-09,3.6128346337819343e-09,3.6509065501115638e-09,6.050414331658304e-06,9.9453638530932676e-10,1.1184648723914613e-13,2.5333283779559601e-14,3.539644323506751e-13,3.1696296413812055e-09,3.2088182921530102e-09,2.8427524081561944e-10
9.031882590571898e-09,0.49022010706213137,1.1350652047025498e-07,5.3121315221153689e-10,7.5864429761013242e-09,1.569683684200855e-13,4.0756682854780008e-10,0.0,0.0,3.4715579660185156e-05,1.999454746291444e-07,154.0,0.0,0.97385690698396599,1.0,18.999090555207356,0.0012750630056716848,5.9181506732803533e-07,0.0058193288518712727,0.0068879940931687025,0.0041730227039096755,0.0008530197112456893,2.2813516825383288e-09,1.4751983252294087e-05,0.0066192961672388549,9.647395585005391e-12,0.00023934733085401817,6.6384925618919533e-06,0.0002229546760795759,0.00022281809229660575,7.022829217187737e-08,5.8762502274297963e-07,4.2904960302655519e-08,2.3851871792632593e-05,3.2232879783800537e-09,4.2279805522774916e-09,4.2739967171411292e-09,6.6337882172823371e-06,1.0680910996178619e-09,1.1531324665591159e-13,2.7150954966635259e-14,3.8820049021494524e-13,3.524076606846683e-09,3.68902007479836e-09,3.2736400172361338e-10
9.312047293117748e-09,0.49022007379645754,1.1933548293169948e-07,5.7497041992554138e-10,8.5213840605341449e-09,1.8072128698910631e-13,4.7262901336256217e-10,0.0,0.0,3.685059979155937e-05,2.2541351994581781e-07,154.0,0.0,0.97305692514868669,1.0,18.999062579763088,0.0013136238279881525,5.9137055066300886e-07,0.0059874657563281815,0.007094628864430394,0.0043004731530942005,0.00087776530083030172,2.3497872600049054e-09,1.5194553837439289e-05,0.0068220777531297818,9.9272607384167284e-12,0.00025412524289848725,6.833425674470212e-06,0.00023688943564030321,0.00023674199106213145,7.4616816300566326e-08,6.0706876280908646e-07,4.5586175365060409e-08,2.5534696381158149e-05,3.7186765068827874e-09,4.9234140762346007e-09,4.9787026699426494e-09,7.2523955196839755e-06,1.1447164618173339e-09,1.1877273072801242e-13,2.9042529203807895e-14,4.2451742896362924e-13,3.9042074176770735e-09,4.2218051016634515e-09,3.7523235589764136e-10
9.592211995663597e-09,0.4902200418606861,1.2526657636246329e-07,6.2088316065279909e-10,9.5383430612582872e-09,2.0718428320099254e-13,5.4571051292998557e-10,0.0,0.0,3.9045654666485447e-05,2.5320519924843072e-07,154.0,0.0,0.97225762078533073,1.0,18.999034614370515,0.0013521257908330401,5.9092640684797294e-07,0.0061548705488904676,0.0073008287297688605,0.0044278042940732315,0.00090240298076914196,2.418078596459992e-09,1.5636191632978797e-05,0.0070247069891281834,1.0205905466286895e-11,0.00026932702927472834,7.0275111387240188e-06,0.0002512265745356407,0.00025106759820673339,7.9131942637193768e-08,6.2649789860345364e-07,4.834474261280841e-08,2.7284810794950058e-05,4.2705630083200121e-09,5.7065996776190784e-09,5.7726591427295038e-09,7.9071361679371357e-06,1.2244533963126293e-09,1.2222492337386068e-13,3.1008979183727938e-14,4.6296912122557345e-13,4.3108825679455356e-09,4.8108969429369449e-09,4.2822333496748334e-10
9.872376698209447e-09,0.49022001124705605,1.3129712719750603e-07,6.6898679306825738e-10,1.0641699422246149e-08,2.3656953381357065e-13,6.2752244764053438e-10,0.0,0.0,4.1300392013221967e-05,2.8345231590628972e-07,154.0,0.0,0.97145899531660951,1.0,18.99900665824978,0.0013905689620766963,5.9048263677815054e-07,0.0063215439611375105,0.0075065927404879707,0.0045550162292911549,0.00092693286011680026,2.4862253777879231e-09,1.6076894607471561e-05,0.0072271840035721523,1.0483331001990404e-11,0.00028495106838377475,7.2207497952008159e-06,0.00026596434010994503,0.00026579312149505388,8.3773105721918705e-08,6.4591243997892291e-07,5.1180316559825787e-08,2.9103083299574994e-05,4.8832260984511381e-09,6.5854278102134602e-09,6.6639423960427522e-09,8.5988989377622439e-06,1.3073425277407421e-09,1.2566980871409569e-13,3.3051270427418691e-14,5.0360877972091364e-13,4.7449540948995571e-09,5.4601398295607042e-09,4.8669126354069453e-10
9.999999999999999e-09,0.49021998194783223,1.3407648030212226e-07,6.9163513059214398e-10,1.1174160761510975e-08,2.5098386494023614e-13,6.6788668297091032e-10,0.0,0.0,4.2347180974703091e-05,2.9808126115780912e-07,154.0,0.0,0.97109542326224862,1.0,18.998993926274895,0.0014080614906230953,5.9028061054072779e-07,0.006397226362076301,0.0076001795799599927,0.0046129255342511055,0.00093807123731404164,2.5172202436650085e-09,1.6277337381047917e-05,0.007319367838162073,1.0609302688072505e-11,0.00029220782472831857,7.3084952137666435e-06,0.0002728101678049685,0.00027263312568204419,8.5928922702335324e-08,6.5475150192025355e-07,5.2497439665074383e-08,2.9954189913517992e-05,5.1836592127192552e-09,7.019710100185111e-09,7.1045109655733867e-09,8.9265294018039116e-06,1.3461569411007454e-09,1.2723662902667495e-13,3.4006997528932672e-14,5.2286098128213273e-13,4.9519981004035538e-09,5.776901476819281e-09,5.1523961061996721e-10
1.0152541400755296e-08,0.49021998194783223,1.3742451505799432e-07,7.1931579777672934e-10,1.1835914362065616e-08,2.6909828744088426e-13,7.1881536087339728e-10,0.0,0.0,4.3614456236164671e-05,3.1628966269538623e-07,154.0,0.0,0.97066105015046367,1.0,18.998978710630162,0.0014289534096002226,5.9003924133986467e-07,0.0064874867391753067,0.0077119199599700742,0.0046821090613669066,0.00095135505005904846,2.5542272938713871e-09,1.6516660755333622e-05,0.0074295089250995807,1.0759538603004794e-11,0.00030099573981007505,7.4131425012996982e-06,0.00028110098146383902,0.00028091676835595317,8.853973999015227e-08,6.6531239771084369e-07,5.4092551656039762e-08,3.09903757125278e-05,5.5611038526387518e-09,7.5682240451758874e-09,7.6610802220251635e-09,9.3285614978475407e-06,1.3934241805584312e-09,1.2910737107147632e-13,3.5170361274639452e-14,5.4648895947427847e-13,5.2072654640262313e-09,6.1734973520976645e-09,5.5100163836601733e-10
1.0432706103301146e-08,0.49021995395530743,1.4364617168144052e-07,7.7190373589930754e-10,1.3125528481303349e-08,3.0500089236314055e-13,8.2038010118048739e-10,0.0,0.0,4.5987488483237487e-05,3.5185496713663799e-07,154.0,0.0,0.96986378668008111,1.0,18.998950770750074,0.0014672792012948739,5.8959622141054807e-07,0.0066526996435430944,0.007916809463668505,0.0048090828930919902,0.00097566966389912608,2.622084038589092e-09,1.6955488096823019e-05,0.0076316818826455048,1.1034529550755526e-11,0.00031745942435195041,7.6046901311635766e-06,0.00029663474948896107,0.00029643674588227187,9.3431279772474253e-08,6.8469778312338262e-07,5.7081102287327485e-08,3.2947543394824073e-05,6.3087925668936375e-09,8.6637579933468387e-09,8.7730617544676679e-09,1.0096990456501535e-05,1.4827383786429616e-09,1.3253759497076322e-13,3.7367202874562711e-14,5.9166156012231236e-13,5.6986514756277263e-09,6.9550511458925402e-09,6.2153100610753679e-10
1.0712870805846996e-08,0.49021992726180175,1.4995957987438365e-07,8.2678326728181689e-10,1.451515939210766e-08,3.4451681629686514e-13,9.3304868830231556e-10,0.0,0.0,4.8419126713276772e-05,3.9028883679115963e-07,154.0,0.0,0.96906720628391552,1.0,18.998922837856973,0.0015055464050614496,5.8915357785875341e-07,0.0068171834491196747,0.0081212603390995695,0.0049359378274285368,0.00099987681704398024,2.6897953098132565e-09,1.7393374678023603e-05,0.0078337030054393009,1.1308305150460349e-11,0.00033434050405187384,7.7953935755709858e-06,0.00031256389690249029,0.00031235126083139754,9.8447159294804327e-08,7.0406860785537792e-07,6.0145622775620294e-08,3.4975435242877786e-05,7.1310454111778023e-09,9.8812520155632959e-09,1.0009347084456737e-08,1.0905041408631217e-05,1.5753248449060493e-09,1.359604651385919e-13,3.9642739176768855e-14,6.3917782830493386e-13,6.2199381899813238e-09,7.8089995652298886e-09,6.9866683999698432e-10
1.0993035508392845e-08,0.49021990185966147,1.5636227248715497e-07,8.8398616833287286e-10,1.6009499370016716e-08,3.8789465838782657e-13,1.0576951629109337e-09,0.0,0.0,5.0909005763394499e-05,4.3173470452501143e-07,154.0,0.0,0.96827131032570701,1.0,18.998894911207337,0.0015437550888096935,5.8871131154416554e-07,0.0069809389450294435,0.0083252716858339317,0.0050626739675073444,0.0010239766269904669,2.7573608094069224e-09,1.7830318570827619e-05,0.0080355724230017425,1.1580866730973261e-11,0.00035163736222656831,7.9852537418274871e-06,0.00032888667828144872,0.00032865851962661573,1.03586812678822e-07,7.2342488377841987e-07,6.3285767379160194e-08,3.7074893680666868e-05,8.0327709831729507e-09,1.1230389722069666e-08,1.1379876682301067e-08,1.1753558983040921e-05,1.6712230009211525e-09,1.393759665033371e-13,4.1997906922561585e-14,6.8908836013150807e-13,6.7719428686583236e-09,8.7396563487423245e-09,7.8280741558687593e-10
1.1273200210938695e-08,0.4902198777412606,1.6285183141026004e-07,9.4354334949931012e-10,1.7613313028218351e-08,4.3539215369132348e-13,1.1952364199906054e-09,0.0,0.0,5.3456757416306755e-05,4.7633877375591892e-07,154.0,0.0,0.96747610015450147,1.0,18.99886699006662,0.0015819053204576905,5.8826942331761352e-07,0.0071439669345481583,0.008528842615487503,0.0051892914166259277,0.0010479692133115086,2.8247802432210745e-09,1.8266317872917083e-05,0.0082372902651420398,1.1852215644627944e-11,0.00036934838349692565,8.174271553656743e-06,0.00034560135009677678,0.00034535672835922271,1.0884967394262675e-07,7.4276662296350861e-07,6.6501190292902996e-08,3.9246754652189314e-05,9.0190317704461914e-09,1.2721324262265047e-08,1.2895080626551644e-08,1.2643376890046547e-05,1.7704719665642339e-09,1.4278408419496668e-13,4.443363563660665e-14,7.4144310371354142e-13,7.3554739296979074e-09,9.7514492782070864e-09,8.7436168581584837e-10
1.1553364913484544e-08,0.49021985489899933,1.6942588659189562e-07,1.0054848723869177e-09,1.9331435014368269e-08,4.872761704061691e-13,1.3466330257823456e-09,0.0,0.0,5.6062010467613477e-05,5.2424996369447837e-07,154.0,0.0,0.96668157710467228,1.0,18.998839073709227,0.0016199971679312659,5.87827914021081e-07,0.0073062682350084002,0.0087319722517117497,0.0053157902782465715,0.0010718546976422117,2.8920533210915836e-09,1.8701370707744062e-05,0.0084388566619548293,1.212235326708075e-11,0.00038747195381774404,8.3624479510912819e-06,0.00036270617074718459,0.00036244409279138212,1.1423517700163466e-07,7.6209383762655436e-07,6.9791545649065953e-08,4.1491847614212121e-05,1.0095042528618212e-08,1.4364686406175134e-08,1.4565887641064669e-08,1.3575317969399481e-05,1.8731105596680991e-09,1.46184803544888e-13,4.6950847618896724e-14,7.9629136175618885e-13,7.9713309145344636e-09,1.0848918832680974e-08,9.7374915557896308e-10
1.1833529616030394e-08,0.4902198333253059,1.7608211507613693e-07,1.0698399665342123e-09,2.1168767730086752e-08,5.4382270012137305e-13,1.5128900182240662e-09,0.0,0.0,5.8724390793015612e-05,5.7561985459220972e-07,154.0,0.0,0.96588774249594223,1.0,18.998811161418416,0.001658030699163386,5.8738678448772168e-07,0.0074678436777048047,0.0089346597301834564,0.0054421706559943852,0.0010956332036659397,2.9591797568359501e-09,1.9135475224509574e-05,0.0086402717438172662,1.2391280997153214e-11,0.00040600646050728388,8.5497838903630151e-06,0.00038019940059277625,0.00037991881835970338,1.1974275566970207e-07,7.8140654006889242e-07,7.3156487517814167e-08,4.3810995529315833e-05,1.1266168582535017e-08,1.6171592419023887e-08,1.6403733941048509e-08,1.4550194238514656e-05,1.9791772956904301e-09,1.4957811008578243e-13,4.955045793704536e-14,8.5368179420218575e-13,8.6203044649503506e-09,1.2036716839583356e-08,1.081399755962069e-09
1.2113694318576243e-08,0.4902198130126343,1.8281824006134825e-07,1.1366370458466043e-09,2.3130279073253589e-08,6.0531684132366084e-13,1.6950576908194099e-09,0.0,0.0,6.1443521415456548e-05,6.3060263300858687e-07,154.0,0.0,0.96509459763340455,1.0,18.998783252486302,0.0016960059820935632,5.8694603554186854e-07,0.0076286941077989955,0.0091369041985939377,0.0055684326536553572,0.0011193048571003581,3.0261592682498898e-09,1.9568629598141518e-05,0.0088415356413860235,1.2659000256674202e-11,0.00042495029227664148,8.7362803437933498e-06,0.00039807930198844735,0.00039777911017952692,1.2537184366047471e-07,8.0070474264749397e-07,7.6595669908084657e-08,4.6205014859236551e-05,1.2537924056795035e-08,1.8153651730200369e-08,1.8420571888967913e-08,1.5568806940997377e-05,2.088710387395632e-09,1.5296398955143346e-13,5.2233374418912404e-14,9.136624209230535e-13,9.3031763086747959e-09,1.3319605124020601e-08,1.1977537182680037e-09
1.2393859021122093e-08,0.4902197939534661,1.8963202997838596e-07,1.205903724698117e-09,2.5221000203215735e-08,6.7205277640636167e-13,1.8942323598728228e-09,0.0,0.0,6.4219022572173815e-05,6.8935503710901724e-07,154.0,0.0,0.96430214380754764,1.0,18.998755346213787,0.0017339230846672531,5.8650566799905094e-07,0.0077888203842242749,0.0093387048166377207,0.0056945763751744252,0.0011428697856834273,3.0929915771037103e-09,2.0000832029271278e-05,0.009042648485594296,1.2925512490321517e-11,0.00044430183925894042,8.9219382996830391e-06,0.00041634413931705547,0.00041602317304989685,1.3112187458895291e-07,8.1998845777200842e-07,8.0108746768542531e-08,4.8674715558508315e-05,1.3915970041498704e-08,2.0322974397889304e-08,2.062887846115744e-08,1.6631946595463391e-05,2.2017477445505931e-09,1.5634242787654315e-13,5.5000497645563594e-14,9.76280624453137e-13,1.0020719252454791e-08,1.4702454157458616e-08,1.3232614479439258e-09
1.2674023723667943e-08,0.4902197761403087,1.9652129758816643e-07,1.2776668337077152e-09,2.7446023329013058e-08,7.4433374241586295e-13,2.1115571150362514e-09,0.0,0.0,6.7050511781648802e-05,7.5203630200562306e-07,154.0,0.0,0.96351038229427699,1.0,18.998727441910525,0.0017717820748352666,5.8606568266600518e-07,0.0079482233795900685,0.0095400607560006609,0.0058206019246535255,0.0011663281191593713,3.1596764091385302e-09,2.0432080744209215e-05,0.0092436104076488099,1.3190819165463183e-11,0.00046405949303833987,9.1067587622017208e-06,0.00043499217902236137,0.00043464921145920849,1.3699228197327132e-07,8.3925769790372923e-07,8.3695371988668243e-08,5.1220901068407721e-05,1.5406112698732502e-08,2.2692178370663546e-08,2.3041663526025136e-08,1.7740393044646983e-05,2.3183269736344758e-09,1.5971341119654115e-13,5.7852720944567057e-14,1.0415831527624832e-12,1.0773697181545222e-08,1.6190241706738379e-08,1.4583833985080374e-09
1.2954188426213792e-08,0.49021975956569735,2.0348389909817806e-07,1.3519524351972161e-09,2.9810499520718418e-08,8.2247199576740715e-13,2.3482225531204114e-09,0.0,0.0,6.9937603910440554e-05,8.1880810515257008e-07,154.0,0.0,0.96271931435494074,1.0,18.998699538894886,0.0018095830205531699,5.856260803406901e-07,0.0081069039800861029,0.0097409712003475191,0.0059465094063496839,0.0011896799892645988,3.2262134940622879e-09,2.0862373994918931e-05,0.0094444215390268194,1.3454921771998245e-11,0.00048422164667885799,9.2907427512771979e-06,0.00045402168964174251,0.00045365542959151158,1.4298249923668566e-07,8.585124755458643e-07,8.7355199399971179e-08,5.3844368311203247e-05,1.7014301314948604e-08,2.5274396547363132e-08,2.5672477934753909e-08,1.8894915504791357e-05,2.4384853775626437e-09,1.6307692584738317e-13,6.0790930383628771e-14,1.1096161220649886e-12,1.1562865064696101e-08,1.7788051484309295e-08,1.6035899455620559e-09
1.3234353128759642e-08,0.49021974422219317,2.1051773329752521e-07,1.4287858383375895e-09,3.2319636543981669e-08,9.0678877115604375e-13,2.6054674951293088e-09,0.0,0.0,7.2879911239891437e-05,8.898345118075308e-07,154.0,0.0,0.96192894123635397,1.0,18.99867163649386,0.001847325989780695,5.8518686181230196e-07,0.0082648630853863654,0.0099414353453089882,0.006072298924673058,0.0012129255297135965,3.2926025655455845e-09,2.1291710058990348e-05,0.0096450820114731568,1.3717821822197206e-11,0.00050478669475301241,9.4738913024844046e-06,0.00047343094183867633,0.00047304003133345708,1.4909195970976348e-07,8.7775280323314602e-07,9.1087882777328207e-08,5.6545907684711283e-05,1.8746626304018825e-08,2.8083283636582587e-08,2.853542142540846e-08,2.0096272615316117e-05,2.562259955424814e-09,1.6643295836534056e-13,6.3816004764569921e-14,1.1804250196588187e-12,1.2388968963865379e-08,1.9501071800417432e-08,1.7593612609621881e-09
1.3514517831305491e-08,0.4902197301023842,2.1762074071010491e-07,1.508191613990278e-09,3.497869671786135e-08,9.9761423488213719e-13,2.8845796864816208e-09,0.0,0.0,7.5877043532691346e-05,9.6528192057070957e-07,154.0,0.0,0.9611392641708244,1.0,18.998643734043085,0.0018850110504811481,5.8474802786128833e-07,0.0084221016085528188,0.010141452398468193,0.0061979705841850412,0.0012360648761847821,3.3588433612173547e-09,2.1720087239611706e-05,0.009845591956997234,1.3979520850542037e-11,0.00052575303337027519,9.6562054669341216e-06,0.00049321820843499444,0.00049280122028187365,1.5532009663277429e-07,8.9697869352845745e-07,9.4893075840443662e-08,5.9326303057161141e-05,2.0609317165373675e-08,3.1133022817074767e-08,3.1645150341346633e-08,2.1345212488756242e-05,2.689687402237555e-09,1.697814954867817e-13,6.6928815617648255e-14,1.2540547067965212e-12,1.3252746048016496e-08,2.1334594217866567e-08,1.926187187209555e-09
1.3794682533851341e-08,0.490219717198885,2.2479090276552356e-07,1.5901936092499976e-09,3.7792994796021921e-08,1.0952874328051264e-12,3.1868964803880539e-09,0.0,0.0,7.8928608099288711e-05,1.0453190090126998e-06,154.0,0.0,0.96035028437617809,1.0,18.998615830886727,0.0019226382706208206,5.8430957925936369e-07,0.0085786204759388841,0.010341021579346622,0.0063235244895963171,0.0012590981663063289,3.4249356226603223e-09,2.2147503865540206e-05,0.010045951507870059,1.4240020413565867e-11,0.00054711906020534276,9.8376863111613825e-06,0.00051338176444290593,0.0005129371997519591,1.6166634315827392e-07,9.1619015902402714e-07,9.8770432255428406e-08,6.218633176237074e-05,2.2608740401320135e-08,3.44383322003761e-08,3.501688516483393e-08,2.2642472760967172e-05,2.8208041087111996e-09,1.7312252414794206e-13,7.0130227196225203e-14,1.3305494215826064e-12,1.4154924610451266e-08,2.3294012209885927e-08,2.1045671121127174e-09
1.407484723639719e-08,0.49021970550433647,2.3202624098737144e-07,1.6748149616953775e-09,4.0767895871366835e-08,1.2001562331342111e-12,3.5138055043598023e-09,0.0,0.0,8.2034209864135328e-05,1.1301166794023032e-06,154.0,0.0,0.95956200305578732,1.0,18.998587926377507,0.0019602077181683978,5.8387151676952503e-07,0.0087344206270927073,0.010540142119389534,0.0064489607457649603,0.0012820255396419544,3.4908790954063199e-09,2.2573958291071728e-05,0.01024616079662128,1.4499322089692232e-11,0.00056888317452621949,1.0018334917013671e-05,0.00053391988709678871,0.00053344617278607595,1.6813013235388088e-07,9.3538721234144497e-07,1.0271960563649579e-07,6.5126764595235432e-05,2.4751397397354262e-08,3.8014471096965056e-08,3.8666417866768869e-08,2.3988780641590664e-05,2.9556461610312979e-09,1.7645603148468803e-13,7.34210964717823e-14,1.4099527818965972e-12,1.5096224089198155e-08,2.5384819821574837e-08,2.2950098437686184e-09
1.435501193894304e-08,0.4902196950114067,2.3932481619847856e-07,1.7620781133536473e-09,4.3908813304171189e-08,1.3125772642596637e-12,3.8667453098290934e-09,0.0,0.0,8.5193451431752923e-05,1.2198480045452881e-06,154.0,0.0,0.95877442139859637,1.0,18.998560019876592,0.0019977194610943773,5.834338411460678e-07,0.0088895030146602123,0.010738813261950819,0.0065742794576945079,0.0013048471376766752,3.556673528931377e-09,2.2999448896009077e-05,0.010446219956036196,1.4757427479073985e-11,0.00059104377722211628,1.0198152381538827e-05,0.00055483085588475085,0.00055432634216313827,1.7471089720523892e-07,9.5456986612936321e-07,1.067402495477717e-07,6.8148365807531373e-05,2.7043922269021488e-08,4.1877246087271132e-08,4.2610119073435001e-08,2.5384852964775891e-05,3.0942493406546705e-09,1.7978200483226826e-13,7.6802273129287246e-14,1.4923077883397883e-12,1.6077355090041858e-08,2.7612610335333483e-08,2.4980334859022969e-09
1.463517664148889e-08,0.4902196857127892,2.4668472774278461e-07,1.8520048243854595e-09,4.7221206673770991e-08,1.4329158478233146e-12,4.2472060048682807e-09,0.0,0.0,8.840593315260997e-05,1.314688173744909e-06,154.0,0.0,0.95798754057915125,1.0,18.998532110753565,0.0020351735673704808,5.8299655313460302e-07,0.0090438686042879184,0.010937034262277321,0.0066994807305320592,0.0013275631038025307,3.6223186766506744e-09,2.342397408562937e-05,0.010646129119152827,1.5014338203431838e-11,0.0006135992708311605,1.0377139816872714e-05,0.00057611295257995875,0.00057557591040857702,1.8140807061916345e-07,9.7373813306143915e-07,1.1083201750521683e-07,7.1251893104035564e-05,2.9493079678623051e-08,4.6043016898852308e-08,4.6864945051198538e-08,2.683139624015041e-05,3.2366491241201719e-09,1.83100431725059e-13,8.0274599562913263e-14,1.5776568272041756e-12,1.7099019411843585e-08,2.9983074940630652e-08,2.7141653135998709e-09
1.491534134403474e-08,0.49021967760120455,2.5410411272346319e-07,1.9446161864957813e-09,5.0710579753860347e-08,1.5615459272216272e-12,4.6567298699991848e-09,0.0,0.0,9.1671253188796138e-05,1.4148144388948525e-06,154.0,0.0,0.95720136175762716,1.0,18.998504198386399,0.0020725701049690696,5.8255965347207265e-07,0.0091975183745256102,0.011134804387492619,0.0068245646695663633,0.0013501735833042847,3.6878142959132853e-09,2.3847532290649977e-05,0.010845888419258929,1.5270055905892637e-11,0.00063654805956792006,1.0555298350126652e-05,0.00059776446127173324,0.00059719307980487537,1.8822108542696839e-07,9.9289202583595548e-07,1.1499456297865903e-07,7.4438097638964426e-05,3.2105762624828749e-08,5.0528702091057557e-08,5.1448444510072667e-08,2.8329106704035669e-05,3.3828806828742305e-09,1.8641129989629766e-13,8.383891087211271e-14,1.6660416734622121e-12,1.8161910073855756e-08,3.2502001408409481e-08,2.9439416494644342e-09
1.5195506046580592e-08,0.4902196706693994,2.6158114525695074e-07,2.0399326360766722e-09,5.4382478511440952e-08,1.6988499917298662e-12,5.0969119570897428e-09,0.0,0.0,9.4989007579483463e-05,1.5204060607151188e-06,154.0,0.0,0.95641588607985817,1.0,18.998476282161402,0.0021099091418625639,5.8212314288676799e-07,0.0093504533167287369,0.011332122916580268,0.0069495313802259212,0.0013726787233450857,3.7531601479967559e-09,2.4270121967193574e-05,0.011045497989889063,1.5524582250827196e-11,0.00065988854935074021,1.0732629123274601e-05,0.00061978366839641162,0.00061917605240266222,1.9514937438796904e-07,1.0120315571761266e-06,1.1922753939393367e-07,7.770772401273222e-05,3.4888990208040502e-08,5.5351784548492137e-08,5.6378765227073479e-08,2.9878670370901583e-05,3.5329788831112686e-09,1.8971459727780988e-13,8.7496034858047604e-14,1.7575034937761848e-12,1.9266711344776374e-08,3.5175272770393244e-08,3.1879077402206139e-09
1.5475670749126444e-08,0.4902196649101467,2.6911403574253389e-07,2.1379739670876384e-09,5.8242489129463024e-08,1.8452189964311768e-12,5.5694006713402544e-09,0.0,0.0,9.8358790306162197e-05,1.6316442551411808e-06,154.0,0.0,0.9556311146773665,1.0,18.998448361473137,0.0021471907460228631,5.8168702209834626e-07,0.0095026744349606708,0.01152898914036652,0.0070743809680770845,0.001395078672952105,3.8183559981014923e-09,2.4691741596751745e-05,0.011244957964821639,1.5777918923687865e-11,0.00068361914782889106,1.0909133293040142e-05,0.00064216886276797754,0.00064152303003235059,2.0219237019315812e-07,1.0311567398298427e-06,1.2353060013512926e-07,8.106151026903139e-05,3.7849905374153701e-08,6.0530316784605833e-08,6.1674660490297556e-08,3.1480763085054756e-05,3.6869782856290578e-09,1.9301031199972484e-13,9.1246792020377842e-14,1.8520828495261418e-12,2.0414098773323162e-08,3.8008866003521616e-08,3.4466176337904102e-09
1.5755835451672295e-08,0.490219660316246,2.7670103014716156e-07,2.2387593436791163e-09,6.229623605318954e-08,2.0010522781297707e-12,6.0758983363668533e-09,0.0,0.0,0.00010178019335764074,1.7487121398766164e-06,154.0,0.0,0.95484704866739478,1.0,18.998420435724441,0.0021844149854207671,5.8125129181784934e-07,0.0096541827458947599,0.011725402361502499,0.0071991135388221657,0.001417373583002147,3.8834016153449884e-09,2.5112389686147703e-05,0.011444268478075987,1.603006763084579e-11,0.00070773826440952679,1.1084812030783221e-05,0.00066491833560845533,0.00066423221431631779,2.0934950546905295e-07,1.0502675865689182e-06,1.2790339854693798e-07,8.450018789223616e-05,4.0995772639178883e-08,6.6082926056726901e-08,6.7355495364656464e-08,3.3136050572555125e-05,3.8449131456990962e-09,1.9629843239018387e-13,9.5091995554410336e-14,1.9498196998553937e-12,2.1604739220138076e-08,4.1008850719718375e-08,3.7206340568600725e-09
1.6036000154218146e-08,0.4902196568805227,2.8434040930515073e-07,2.34230731256455e-09,6.6549380060310478e-08,2.1667574674228577e-12,6.6181617423948175e-09,0.0,0.0,0.00010525280679479775,1.8717946811192363e-06,154.0,0.0,0.95406368915293405,1.0,18.99839250432629,0.0022215819280253972,5.8081595274772063e-07,0.0098049792787162082,0.01192136189444583,0.00732372919829754,0.001439563606207232,3.9482967727558432e-09,2.5532064767497648e-05,0.011643429663909424,1.6281030099427844e-11,0.00073224431028445672,1.1259666522386664e-05,0.00068803038057807118,0.00068730180668160994,2.1662021278170862e-07,1.0693641101885073e-06,1.3234558793710735e-07,8.8024481805130971e-05,4.4333975797013276e-08,7.2028819293866164e-08,7.3441252780208377e-08,3.4845188493355441e-05,4.0068174129520855e-09,1.9957894697503841e-13,9.9032451348609223e-14,2.050753404732721e-12,2.2839290890861016e-08,4.4181387861166173e-08,4.0105282929551878e-09
