Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961)
1.0285731693758444e-13,0.49022193198822794,2.2115404397899906e-13,1.4395140363553151e-20,1.4388940936093697e-20,1.0716827210058147e-32,1.3330439546070756e-26,0.0,0.0,6.4626079814265335e-14,1.2192309695855588e-23,154.0,0.0,0.9999996964031409,1.0,18.999999999972335,1.4878049986520778e-08,1.1446850293299823e-07,8.1023961445105202e-08,8.1031694738334939e-08,4.7127184288257638e-09,1.7511784095296866e-11,2.6818902765318019e-14,1.0068412206412968e-11,7.4542543844930603e-09,1.9796605283770765e-19,3.2295715113176309e-14,3.5660887862424722e-14,9.0288311643798614e-18,9.02824152833183e-18,4.9963781211905419e-22,3.7602189183976676e-17,8.9998235907100408e-23,2.3549686510596271e-15,6.1253398566745017e-41,5.7333541808038696e-41,5.7333547202089403e-41,3.7549009914541377e-21,2.3354976465849129e-23,7.8691014414303784e-20,3.7267795812060432e-22,5.011083003201369e-24,1.1709421711305882e-24,1.3889460737498398e-29,2.2104525468163629e-34
1.147263605148969e-13,0.4902219319882094,2.466756359626487e-13,1.7910003379471509e-20,1.7901402635907816e-20,1.4958102979282342e-32,1.8498230005460824e-26,0.0,0.0,7.2685743402375147e-14,1.5265131193155882e-23,154.0,0.0,0.99999966139691376,1.0,18.999999999965649,1.6594876500955304e-08,1.2620153173013361e-07,9.037132327979722e-08,9.0380965661581541e-08,5.817808690572461e-09,2.1783622351265522e-11,2.9915583763792402e-14,1.2469203226852379e-11,9.2022102918770627e-09,2.4626923892206043e-19,4.0178792077631393e-14,4.4363749915216625e-14,1.2528543938951049e-17,1.252764497037136e-17,7.6034764058054414e-22,5.1875149551772774e-17,1.3862093910925034e-22,2.9297951897735221e-15,1.3145611509540565e-40,1.2304374464730274e-40,1.2304375753641176e-40,5.2123280436367931e-21,3.2408019386790876e-23,9.745624591918726e-20,4.652943548655318e-22,6.7983626652189357e-24,1.7793740478641843e-24,2.3608186405505933e-29,4.1979598317683738e-34
1.2659540409220934e-13,0.49022193198818875,2.7219762116570861e-13,2.1808652123032608e-20,2.1797098563611609e-20,2.0214004261144591e-32,2.4853982465952063e-26,0.0,0.0,8.0870012476593394e-14,1.87048680466229e-23,154.0,0.0,0.999999626395771,1.0,18.999999999958259,1.8311702905359831e-08,1.3765468110086239e-07,9.9718218317096237e-08,9.9729992035276888e-08,7.0293374086405157e-09,2.6520591404328786e-11,3.3012183754686865e-14,1.5113826488361215e-11,1.1118523248170137e-08,2.9983291790731793e-19,4.8921782332223945e-14,5.401541819933892e-14,1.6832544704176025e-17,1.6831231611418375e-17,1.1085716528766192e-21,6.9293867174584542e-17,2.0452110478060548e-22,3.5673261453329863e-15,2.6168499894204064e-40,2.4493888613228678e-40,2.4493891440269318e-40,7.0055947344961987e-21,4.3541728918697888e-23,1.1812748186680285e-19,5.6770606866452291e-22,8.9331219864422283e-24,2.590652343763328e-24,3.8033317890801079e-29,7.4761671679497617e-34
1.3846444766952179e-13,0.49022193198816616,2.9771999957914124e-13,2.6091149314436501e-20,2.6076034502894985e-20,2.6601775928281245e-32,3.2520607917854902e-26,0.0,0.0,8.9178885431248317e-14,2.2517817516100578e-23,154.0,0.0,0.99999959139959149,1.0,18.999999999950159,2.0028529199742997e-08,1.4883462727462112e-07,1.0906464673824007e-07,1.0907877724000983e-07,8.3447656003208065e-09,3.1722510158133865e-11,3.6108703857832374e-14,1.7998901496603708e-11,1.3199177265931092e-08,3.5865504164684268e-19,5.852466347980681e-14,6.46157620096433e-14,2.202398023529764e-17,2.202212844740711e-17,1.5605034831833686e-21,9.0143861907507446e-17,2.9128440735103503e-22,4.2675599522378346e-15,4.8978505378950594e-40,4.5844221709478939e-40,4.5844227490249291e-40,9.1696982871262144e-21,5.6971246436423096e-23,1.4067829737915251e-19,6.7977944180818352e-22,1.1435159045349131e-23,3.6417952421852524e-24,5.8637418630701216e-29,1.2630194615222723e-33
1.6220253482414668e-13,0.4902219319881151,3.4876593600170107e-13,3.5807939810310236e-20,3.5783649551304773e-20,4.3253439183815093e-32,5.2278131239401659e-26,0.0,0.0,1.0617043667067042e-13,3.1288624339239631e-23,154.0,0.0,0.99999952142165216,1.0,18.999999999931863,2.3462181458478715e-08,1.7040082227503147e-07,1.2775610445665021e-07,1.2777563743123135e-07,1.1277465929084518e-08,4.3520472734935915e-11,4.2301508802765021e-14,2.4477118477055363e-11,1.7837921357421932e-08,4.9206643478743194e-19,8.0310010405143978e-14,8.866195353550359e-14,3.5401685435576739e-17,3.5398297448482481e-17,2.84472191227789e-21,1.4324582987808095e-16,5.432651819905093e-22,5.856129968528884e-15,1.4838981257301135e-39,1.3889400515951823e-39,1.3889402572167733e-39,1.475064168770727e-20,9.1578165053488106e-23,1.9131479439678099e-19,9.3238067393577379e-22,1.7610561220248871e-23,6.6213342082163424e-24,1.2554704136985758e-28,3.1799949825923708e-33
1.8594062197877158e-13,0.4902219319880563,3.9981344516090795e-13,4.706087618371622e-20,4.7024294052061061e-20,6.5897172505688184e-32,7.8754125744877389e-26,0.0,0.0,1.2366038471691331e-13,4.1628253743982849e-23,154.0,0.0,0.99999945146218183,1.0,18.999999999910784,2.6895833277227456e-08,1.9095040892627761e-07,1.4644569788347731e-07,1.4647157235413764e-07,1.4596783459812071e-08,5.7176062720187047e-11,4.8494007250529016e-14,3.1877735988502315e-11,2.3088190037571019e-08,6.4648704910992588e-19,1.0553465977611376e-13,1.1650127944092211e-13,5.3326604664994245e-17,5.3320916225088134e-17,4.7592090533856039e-21,2.1333175447244556e-16,9.2923085271327659e-22,7.6954931521553212e-15,3.8614471119762319e-39,3.6143469831699244e-39,3.6143475970991776e-39,2.2236082915288989e-20,1.3794948364522628e-22,2.49161574608914e-19,1.2220565080948603e-21,2.5446934654977731e-23,1.1049712088217778e-23,2.4139121556266002e-28,7.0349821049214493e-33
2.0967870913339648e-13,0.49022193198798963,4.5086252698958006e-13,5.9850459395724352e-20,5.9798014277299639e-20,9.555395049176009e-32,1.1293194755503808e-25,0.0,0.0,1.4164871750931231e-13,5.358766698767007e-23,154.0,0.0,0.99999938152030998,1.0,18.999999999886953,3.0329484656051167e-08,2.1053130905972168e-07,1.6513342846601092e-07,1.6516660740845439e-07,1.8284493429203246e-08,7.2687833878764002e-11,5.4686207614839552e-14,4.0175354983552933e-11,2.8921156634865916e-08,8.2190052811923902e-19,1.3419844325332874e-13,1.4813269514536825e-13,7.6463499933603044e-17,7.6454550481612657e-17,7.4610641714080452e-21,3.0245086779702763e-16,1.4883878190116264e-21,9.7856377564889834e-15,8.9506362219920417e-39,8.3778772443668106e-39,8.3778788483986936e-39,3.1907703073008511e-20,1.9780557523082899e-22,3.1402009701476127e-19,1.5477914141756177e-21,3.5043508011029415e-23,1.7281432035940894e-23,4.2780263001451168e-28,1.410864773764334e-32
2.334167962880214e-13,0.4902219319879154,5.0191318142271298e-13,7.4177190052207597e-20,7.4104856500445068e-20,1.3328164286086671e-31,1.5579498314831597e-25,0.0,0.0,1.6013542332081709e-13,6.7218084489751398e-23,154.0,0.0,0.99999931159520739,1.0,18.999999999860389,3.3763135595008858e-08,2.2918918576660607e-07,1.8381929765038306e-07,1.8386076729454343e-07,2.2323230077106588e-08,9.0054341100983211e-11,6.0878118077745423e-14,4.9345275746709415e-11,3.5309353189629851e-08,1.0182905280486785e-18,1.66301197105078e-13,1.835551565396141e-13,1.0547695023106364e-16,1.0546356956493213e-16,1.1116407197988664e-20,4.1255571135896499e-16,2.2642589335281633e-21,1.2126552365414263e-14,1.8950781540585681e-38,1.7738118130623407e-38,1.7738121907416904e-38,4.4047938703903643e-20,2.7286647981844582e-22,3.8569728719863506e-19,1.9086013101093997e-21,4.6480654488964437e-23,2.5689497901037235e-23,7.1126284406790053e-28,2.6200125629845981e-32
2.571548834426463e-13,0.49022193198783365,5.5296540839742064e-13,9.0041568404149827e-20,8.9944866996280425e-20,1.8017501695098192e-31,2.0832664933063342e-25,0.0,0.0,1.791204907488283e-13,8.2570985831083845e-23,154.0,0.0,0.9999992416860839,1.0,18.999999999831125,3.7196786094156762e-08,2.469675495122986e-07,2.025033068815705e-07,2.0255407603260427e-07,2.6696446291071013e-08,1.0927414040180822e-10,6.70697465959901e-14,5.9363478694663532e-11,4.2226606622561591e-08,1.2356407178509802e-18,2.0184276208081328e-13,2.2276761998574602e-13,1.4103135158078626e-16,1.410121482735556e-16,1.5898834769708942e-20,5.4550667853563392e-16,3.3044724609508564e-21,1.4718225884270275e-14,3.7308055057727306e-38,3.492073349950296e-38,3.4920741682236172e-38,5.8939980833746675e-20,3.6485190662051369e-22,4.6400538724839605e-19,2.3035291403984539e-21,5.9823360104828949e-23,3.6661945990069717e-23,1.1233207030095852e-27,4.5734402128514773e-32
2.808929705972712e-13,0.49022193198774433,6.0401920785287805e-13,1.0744409434796322e-19,1.0731809204101675e-19,2.3736573989228984e-31,2.7151039321858635e-25,0.0,0.0,1.9860390870627059e-13,9.9698109751087836e-23,154.0,0.0,0.99999917179218623,1.0,18.999999999799183,4.0630436153548472e-08,2.639078595126398e-07,2.211854576033971e-07,2.2124655698137984e-07,3.1388375052728661e-08,1.3034578892002718e-10,7.326110090720819e-14,7.0206605671352614e-11,4.9647977753287223e-08,1.4739347791890076e-18,2.4082298328789765e-13,2.6576904231714556e-13,1.8379091710519615e-16,1.8376426842453692e-16,2.1988119881708705e-20,7.030763542273735e-16,4.6605607775227484e-21,1.7560647531024924e-14,6.9184709790503791e-38,6.4757668247793458e-38,6.4757684807872379e-38,7.6867774012620611e-20,4.7548123623776144e-22,5.4876180954137523e-19,2.7316422316415719e-21,7.5124103661451864e-23,5.0598965180322617e-23,1.7007728535804214e-27,7.5873573202922263e-32
3.046310577518961e-13,0.49022193198764774,6.5507457973026451e-13,1.263852674258315e-19,1.2622457791236377e-19,3.0602237957483226e-31,3.4632969224902426e-25,0.0,0.0,2.1858566641289095e-13,1.1865145413720052e-22,154.0,0.0,0.99999910191279684,1.0,18.999999999764594,4.406408577323505e-08,2.800496205876215e-07,2.3986575125853593e-07,2.3993823285639241e-07,3.6383992604157441e-08,1.5326784491735325e-10,7.945218853596601e-14,8.1851941713997486e-11,5.7549703039457148e-08,1.7331564064255763e-18,2.8324171007146148e-13,3.1255838083841853e-13,2.3441967711583956e-16,2.3438372022527091e-16,2.9569122205973303e-20,8.8695366090670763e-16,6.3877683627129748e-21,2.0653806827667057e-14,1.2203202223293329e-37,1.1422343546489088e-37,1.1422346712123244e-37,9.8116015341024976e-20,6.0647352284478513e-22,6.3978899421189906e-19,3.1920341140015805e-21,9.242523302011711e-23,6.7910520790385281e-23,2.4858116558290374e-27,1.2063136913211063e-31
3.28369144906521e-13,0.49022193198754366,7.0613152397270995e-13,1.4686558682605765e-19,1.4666437088959954e-19,3.8735040532302861e-31,4.3376805419279022e-25,0.0,0.0,2.3906575338679603e-13,1.3948327601200358e-22,154.0,0.0,0.99999903204723251,1.0,18.999999999727372,4.749773495326516e-08,2.9543047541855262e-07,2.5854418928851132e-07,2.5862912574767729e-07,4.1668983362305914e-08,1.7803886777751075e-10,8.5643016799635838e-14,9.4277397320431325e-11,6.590913908080734e-08,2.013289306613118e-18,3.2909879589756246e-13,3.6313459332530361e-13,2.9358147920808878e-16,2.9353410344549319e-16,3.8830893386412036e-20,1.0987478079030901e-15,8.5448692091948805e-21,2.3997693591837367e-14,2.0627881320644395e-37,1.9307958889662949e-37,1.9307964654795297e-37,1.2297015349340291e-19,7.5954749632705655e-22,7.3691427053734057e-19,3.6838241733340689e-21,1.1176087769032105e-22,8.9014442167442989e-23,3.5261432209540256e-27,1.8499063598574454e-31
3.521072320611459e-13,0.4902219319874323,7.5719004052524118e-13,1.6888555138339749e-19,1.686375172536374e-19,4.8259218909807372e-31,5.3480901715684535e-25,0.0,0.0,2.6004415943623429e-13,1.6224609152306051e-22,154.0,0.0,0.99999896219484141,1.0,18.999999999687546,5.093138369368517e-08,3.1008629230701237e-07,2.7722077313370186e-07,2.7731925713700583e-07,4.7229706544097079e-08,2.0465741800535392e-10,9.1833592814101307e-14,1.0746149122737035e-10,7.4704709829054126e-08,2.314317199483717e-18,3.7839409823971231e-13,4.1749663802458742e-13,3.6193998834514359e-16,3.6187882840429038e-16,4.9965947428310544e-20,1.3399920481310644e-15,1.1193993424958107e-20,2.7592297928702179e-14,3.3614693053218186e-37,3.1463803633947596e-37,3.1463813704089003e-37,1.5171638775152301e-19,9.3642156433375382e-22,8.3996972231813378e-19,4.2061555653881242e-21,1.3315847565792688e-22,1.1433489605023585e-22,4.875080724956011e-27,2.7502325122840503e-31
3.7584531921577077e-13,0.49022193198731356,8.0825012933472982e-13,1.9244565957938371e-19,1.9214406328709007e-19,5.9302700710992583e-31,6.50436149579398e-25,0.0,0.0,2.8152087465160721e-13,1.8699267593485456e-22,154.0,0.0,0.99999889235500261,1.0,18.999999999645127,5.4365031994539266e-08,3.2405124874635384e-07,2.95895504233341e-07,2.9600864791462398e-07,5.3053164384027233e-08,2.331220572260086e-10,9.8023923499301712e-14,1.2138333367321992e-10,8.3915856316687886e-08,2.6362238174393997e-18,4.3112747846859364e-13,4.756434736540201e-13,4.4015868693514224e-16,4.4008111681469843e-16,6.3169658066976909e-20,1.6121472555647979e-15,1.440046237692931e-20,3.1437610223054136e-14,5.3060399907542354e-37,4.9665284074846149e-37,4.9665301037499347e-37,1.8464166704632933e-19,1.1388138142585964e-21,9.487920570453381e-19,4.758194712496996e-21,1.5664001245707846e-22,1.4430114769943264e-22,6.5916192808816525e-27,3.9801183777539189e-31
3.9958340637039567e-13,0.49022193198718783,8.5931179034984322e-13,2.1754640954265065e-19,2.1718405527433284e-19,7.1997104137329704e-31,7.8163305022794418e-25,0.0,0.0,3.0349588939769931e-13,2.1377606362003022e-22,154.0,0.0,0.99999882252712502,1.0,18.999999999600149,5.7798679855869526e-08,3.3735791110658151e-07,3.1456838402552026e-07,3.1469731839553616e-07,5.9126971829855838e-08,2.6343134818400795e-10,1.0421401558462655e-13,1.3602261011481751e-10,9.3522988723708887e-08,2.9789929055423599e-18,4.8729880174476965e-13,5.3757405940221782e-13,5.2890087491070826e-16,5.288040025238448e-16,7.8639755111417514e-20,1.9166053363364848e-15,1.8232631752136101e-20,3.5533621131626717e-14,8.1446351158803431e-37,7.6234993862609027e-37,7.6235021538864942e-37,2.2203368900131783e-19,1.368442015173476e-21,1.0632224786165684e-18,5.3391313190835234e-21,1.822230419577447e-22,1.7934654032845285e-22,8.7404967595752248e-27,5.6257281977544418e-31
4.2332149352502057e-13,0.49022193198705494,9.1037502352099436e-13,2.441882990492626e-19,2.4375753950156546e-19,8.6477738106916736e-31,9.2938334820207651e-25,0.0,0.0,3.2596919430611711e-13,2.4264954804906002e-22,154.0,0.0,0.99999875271064464,1.0,18.999999999552632,6.1232327277716107e-08,3.5003731060986982e-07,3.3323941394719075e-07,3.3338528833534982e-07,6.5439327648971977e-08,2.9558385474241449e-10,1.1040387561416365e-13,1.5135956538451132e-10,1.0350744067567374e-07,3.3426082215050341e-18,5.4690793691429621e-13,6.0328735492854771e-13,6.2882966981295276e-16,6.2871033216559768e-16,9.6575905190840901e-20,2.2546924810468818e-15,2.2761742164468177e-20,3.9880321575617434e-14,1.2196427689424553e-36,1.1416046126376254e-36,1.1416050516414278e-36,2.6418089897512713e-19,1.6270236197208682e-21,1.1831065634939706e-18,5.9481774835051537e-21,2.0992152258467065e-22,2.199076591190335e-22,1.1392242704884179e-26,7.7878058658252083e-31
4.4705958067964546e-13,0.49022193198691505,9.6143982880029461e-13,2.7237182552304081e-19,2.7186456225687339e-19,1.0288360238858977e-30,1.0946707029368715e-24,0.0,0.0,3.4894078026793661e-13,2.7366668177937144e-22,154.0,0.0,0.99999868290502469,1.0,18.999999999502595,6.4665974260117217e-08,3.6211901571699824e-07,3.5190859543416481e-07,3.5207257694568256e-07,7.1978986899695872e-08,3.2957814188194131e-10,1.1659350995180307e-13,1.673749882836661e-10,1.1385142570070218e-07,3.7270535356801552e-18,6.0995475640720901e-13,6.727823203630018e-13,7.4060800687610153e-16,7.404627657325316e-16,1.1717936652050868e-19,2.6276722634367305e-15,2.8061777049602006e-20,4.4477702733417111e-14,1.7865894698878975e-36,1.6722768283422028e-36,1.6722775074040343e-36,3.1137248910577594e-19,1.9162757659566745e-21,1.308294140273687e-18,6.5845668103285742e-21,2.3974649246081124e-22,2.664236563231969e-22,1.4623216884251901e-26,1.0582925991492853e-30
4.707976678342704e-13,0.49022193198676806,1.0125062061415078e-12,3.0209748603588752e-19,3.0150516983028596e-19,1.2135738774813526e-30,1.278478804204165e-24,0.0,0.0,3.7241063842655532e-13,3.0688127644480882e-22,154.0,0.0,0.99999861310975335,1.0,18.999999999450051,6.8099620803109292e-08,3.7363120107439089e-07,3.7057592992111808e-07,3.7075920290914152e-07,7.8735234710588987e-08,3.6541277570007918e-10,1.2278292478619891e-13,1.8405019660454979e-10,1.2453799575540112e-07,4.1323126310508845e-18,6.7643913613883411e-13,7.4605791630606738e-13,8.6489863911012275e-16,8.6472377707733453e-16,1.4065270525685331e-19,3.0367485918267598e-15,3.4209327531278584e-20,4.932575603354076e-14,2.5658876453101554e-36,2.4017144465722445e-36,2.401715473541056e-36,3.6389839735866116e-19,2.2379152791385381e-21,1.4386391726039253e-18,7.2475540138584847e-21,2.7170661300330157e-22,3.1933570791896424e-22,1.8515639397833917e-26,1.4144752409121668e-30
4.945357549888953e-13,0.4902219319866141,1.0635741555000051e-12,3.3336577730810596e-19,3.3267940851383499e-19,1.4204547610369038e-30,1.4817913721126902e-24,0.0,0.0,3.9637876017074246e-13,3.4234740274527793e-22,154.0,0.0,0.99999854332434313,1.0,18.99999999939503,7.153326690672706e-08,3.8460071320363147e-07,3.8924141884159173e-07,3.8944518439388841e-07,8.5697861298606804e-08,4.0308632341022914e-10,1.2897212613559412e-13,2.0136702256629878e-10,1.3555100171030473e-07,4.5583693032210028e-18,7.4636095541382684e-13,8.231131038285898e-13,1.0023641373821764e-15,1.0021556543575644e-15,1.6719956073333768e-19,3.4830685211117167e-15,4.1283463878880542e-20,5.442447314775395e-14,3.6200534312445518e-36,3.3884341351679827e-36,3.3884356570231163e-36,4.2204930657791434e-19,2.5936586734632456e-21,1.5739996453398182e-18,7.9364144248768432e-21,3.0580861121688559e-22,3.7908657157369845e-22,2.3157614286509852e-26,1.8625302145271221e-30
5.182738421435202e-13,0.49022193198645336,1.1146436768327201e-12,3.6617719570872041e-19,3.6538732460161006e-19,1.6509794068189972e-30,1.7055921571088342e-24,0.0,0.0,4.2084513712787822e-13,3.8011939043607217e-22,154.0,0.0,0.99999847354832883,1.0,18.99999999933755,7.4966912571003555e-08,3.9505313310519452e-07,4.0790506362799329e-07,4.0813053906780407e-07,9.2857138160781537e-08,4.4259735334083364e-10,1.3516111985251247e-13,2.1930779865049915e-10,1.4687505569152279e-07,5.0052073604050835e-18,8.1972009683284461e-13,9.0394684447162592e-13,1.1536668904985479e-15,1.1534205004352313e-15,1.9702445011817105e-19,3.9677249326601238e-15,4.9365613198824687e-20,5.9773845984388085e-14,5.025531132630038e-36,4.7039897642759877e-36,4.7039919783087918e-36,4.8611664353982019e-19,2.9852221537586784e-21,1.7142374538220342e-18,8.6504433006555341e-21,3.4205764222519443e-22,4.4612022437498046e-22,2.8643148010167301e-26,2.4196213417292006e-30
5.420119292981451e-13,0.49022193198628566,1.1657147700981075e-12,4.0053223725579512e-19,3.9962896438981439e-19,1.9066854617265267e-30,1.9508649399782644e-24,0.0,0.0,4.4580976115738041e-13,4.202518283167464e-22,154.0,0.0,0.99999840378126836,1.0,18.99999999927762,7.840055779597037e-08,4.0501283591938201e-07,4.2656686571159899e-07,4.2681528411226606e-07,1.0020379538505467e-07,4.839444349345059e-10,1.4134991162832243e-13,2.3785534382536748e-10,1.5849549519258325e-07,5.4728106234186423e-18,8.9651644620177835e-13,9.885581002462909e-13,1.3194691052873508e-15,1.3191802332379102e-15,2.3033260637900001e-19,4.4917590882408406e-15,5.8539443061586417e-20,6.5373866681838798e-14,6.8749001018480808e-36,6.4350381369248335e-36,6.4350413043425707e-36,5.5639257800789842e-19,3.4143216171322135e-21,1.8592182961930153e-18,9.3889552628564447e-21,3.8045758500202207e-22,5.2088156736635626e-22,3.5072163626560435e-26,3.1050016779587487e-30
5.6575001645277e-13,0.49022193198611125,1.2167874352561004e-12,4.3643139761675178e-19,4.3540437417681796e-19,2.1891474888562344e-30,2.2185935318476476e-24,0.0,0.0,4.7127262434431111e-13,4.6279956421973523e-22,154.0,0.0,0.99999833402273974,1.0,18.999999999215266,8.1834202581657493e-08,4.1450304777289417e-07,4.4522682652255548e-07,4.4549943623554518e-07,1.0772900003141822e-07,5.2712613874716112e-10,1.4753850699767473e-13,2.5699295014937726e-10,1.7039834887921512e-07,5.9611629256683123e-18,9.767498924434874e-13,1.0769458336335954e-12,1.5004328066812733e-15,1.5000965860858482e-15,2.6732984462850359e-19,5.0561630634740866e-15,6.8890750796151154e-20,7.1224527602243499e-14,9.2793029964965982e-36,8.6856119444727433e-36,8.6856164067985619e-36,6.331700217900657e-19,3.8826726545750043e-21,2.0088115686792945e-18,1.0151283830087395e-20,4.2101128162774842e-22,6.0381618656143888e-22,4.2550511340502646e-26,3.9401408710015974e-30
5.894881036073949e-13,0.49022193198593,1.2678616722680714e-12,4.7387517210868483e-19,4.7271360026321047e-19,2.4999769691096933e-30,2.5097617741860067e-24,0.0,0.0,4.9723371899315982e-13,5.0781770499886859e-22,154.0,0.0,0.99999826427234095,1.0,18.999999999150511,8.526784692809358e-08,4.2354589994066487e-07,4.6388494748988108e-07,4.6418301168583367e-07,1.1542433553406628e-07,5.721410364471467e-10,1.5372691134281825e-13,2.7670436974453392e-10,1.8257030400909456e-07,6.4702481131420126e-18,1.0604203275119676e-12,1.1691090075842792e-12,1.6972198377999384e-15,1.6968311079898335e-15,3.0822245192276218e-19,5.6618820663560283e-15,8.050735818188909e-20,7.7325821325333279e-14,1.2371105950526007e-35,1.1579609808200435e-35,1.1579616006879774e-35,7.1674262779820567e-19,4.3919905525222743e-21,2.1628902637633067e-18,1.0936780887479868e-20,4.6372073079837762e-22,6.9537015970774942e-22,5.1189976117471522e-26,4.9488526918110312e-30
6.132261907620198e-13,0.49022193198574215,1.3189374810967912e-12,5.1286405569867701e-19,5.1155668895185217e-19,2.8408223028346701e-30,2.82535353880591e-24,0.0,0.0,5.236930376217982e-13,5.5536161651774803e-22,154.0,0.0,0.99999819452968897,1.0,18.999999999083361,8.8701490835305867e-08,4.3216248045348865e-07,4.8254123004146776e-07,4.8286602626391267e-07,1.2328178207491647e-07,6.1898770081437735e-10,1.5991512989779558e-13,2.9697380212861254e-10,1.9499867538803707e-07,7.0000500443991579e-18,1.1475276463088858e-12,1.2650465855186355e-12,1.9104918600320361e-15,1.9100451639247499e-15,3.5321709601886802e-19,6.3098166464445205e-15,9.3479011266960474e-20,8.3677740642454423e-14,1.630680114872187e-35,1.5263513227065114e-35,1.5263521726727098e-35,8.074047891100105e-19,4.9439902943712915e-21,2.3213308711611589e-18,1.1744816150027463e-20,5.0858724536163173e-22,7.9598989902538768e-22,6.1108282989194523e-26,6.1574226728354532e-30
6.369642779166447e-13,0.4902219319855476,1.3700148617063928e-12,5.5339854300411037e-19,5.5193368654792409e-19,3.2133688114851305e-30,3.1663527278648116e-24,0.0,0.0,5.5065057295560081e-13,6.0548692363790002e-22,154.0,0.0,0.99999812479441896,1.0,18.999999999013838,9.2135134303320388e-08,4.4037288327504726e-07,5.0119567560408224e-07,5.0154849533547326e-07,1.3129369788149355e-07,6.6766470573946816e-10,1.6610316775252512e-13,3.1778588189592856e-10,2.0767137578828218e-07,7.550552590560865e-18,1.2380717466024114e-12,1.3647575313263312e-12,2.14091035311753e-15,2.1403999350828156e-15,4.0252074965614626e-19,7.0008247999972295e-15,1.0789728505729477e-19,9.0280278550754192e-14,2.1270162280105085e-35,1.9909340238200366e-35,1.9909351754062828e-35,9.054516380328323e-19,5.5403865619588975e-21,2.4840132815248471e-18,1.257477668473101e-20,5.5561158101042169e-22,9.0612202279005111e-22,7.2429100507308268e-26,7.5947358064200486e-30
6.607023650712696e-13,0.49022193198534647,1.4210938140623321e-12,5.9547912829297939e-19,5.938446393589774e-19,3.6193387392960752e-30,3.5337432738665744e-24,0.0,0.0,5.781063179217282e-13,6.5824951020668233e-22,154.0,0.0,0.99999805506618278,1.0,18.999999998941959,9.5568777332161904e-08,4.4819625516222118e-07,5.1984828560336805e-07,5.2023043384309634e-07,1.3945280140586448e-07,7.1817062622286836e-10,1.7229102985676896e-13,3.3912566673707672e-10,2.2057688776036339e-07,8.1217396353001412e-18,1.3320525289482809e-12,1.4682408093662207e-12,2.389136615229965e-15,2.3885564191092721e-15,4.5634062785243536e-19,7.7357239759373603e-15,1.2385549284055321e-19,9.7133428247526553e-14,2.7475663350858662e-35,2.5717845601522397e-35,2.5717861031470691e-35,1.0111790451694369e-18,6.1828937369998114e-21,2.6508206927941326e-18,1.3426066445204007e-20,6.0479404104200484e-22,1.0262132508518226e-21,8.5282042660292861e-26,9.2924042701569738e-30
6.844404522258945e-13,0.4902219319851387,1.4721743381313531e-12,6.3910630548420047e-19,6.372895936949807e-19,4.0604912549786516e-30,3.9285091396630162e-24,0.0,0.0,6.0606026564356693e-13,7.1370551904498612e-22,154.0,0.0,0.99999798534464934,1.0,18.999999998867743,9.9002419921854028e-08,4.5565084031597628e-07,5.3849906146384625e-07,5.3891185631790455e-07,1.4775215434382093e-07,7.7050403837399689e-10,1.7847872102399261e-13,3.6097862578859156e-10,2.3370423677402521e-07,8.7135950748321225e-18,1.429469896613036e-12,1.575495384466156e-12,2.6558317630587641e-15,2.655175430322715e-15,5.1488413612540299e-19,8.5152929872397708e-15,1.4144859992337436e-19,1.0423718312471374e-13,3.5172171335690384e-35,3.2921977318272325e-35,3.2921997780185517e-35,1.1248836184857195e-18,6.8732259024864127e-21,2.8216395191273775e-18,1.4298105796821471e-20,6.5613456124926358e-22,1.1567103200228992e-21,9.9802669516291176e-26,1.1284895151706638e-29
7.081785393805194e-13,0.49022193198492453,1.5232564338814518e-12,6.8428056814792153e-19,6.8226859586836741e-19,4.5386224534389919e-30,4.3516343184554209e-24,0.0,0.0,6.3451240943532256e-13,7.719113519347599e-22,154.0,0.0,0.99999791562950291,1.0,18.999999998791193,1.024360620724192e-07,4.6275402292652621e-07,5.5714800460891843e-07,5.5759277689089148e-07,1.5618514545487389e-07,8.2466351941037727e-10,1.8466624593511791e-13,3.8333062830354921e-10,2.4704296562580756e-07,9.3261028179042822e-18,1.5303237554993775e-12,1.6865202219227858e-12,2.9416567318914036e-15,2.940917599922108e-15,5.783588277267599e-19,9.3402738321765894e-15,1.6077314156799222e-19,1.1159153676355941e-13,4.4646923132255535e-35,4.1790599280013639e-35,4.1790626154956627e-35,1.2468627023803845e-18,7.6130968440509361e-21,2.9963593023411344e-18,1.5190331061024525e-20,7.0963277875306512e-22,1.2980599155249797e-21,1.1613248683749792e-25,1.3609658147655222e-29
