Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450)
1.2067098491856492e-09,1.1180449167540816,7.5686256883186443e-09,2.6633284903620276e-12,2.6509165496846323e-12,3.994605538850009e-18,1.2460836479500806e-14,0.0,0.0,2.0221732530237271e-07,5.9590364426163887e-12,154.0,0.0,0.99603120809469725,1.0,18.99997082607776,0.00023032368811598476,1.0321710064683884e-06,0.00053392741487801932,0.00056577817029538594,0.00098105589056588253,2.8484492794912546e-05,7.5640985383060404e-11,4.8646862519910709e-07,0.0016223168719690254,2.9954614733462396e-13,1.3414346984292817e-06,6.7488879785941329e-07,3.1681353600252765e-06,3.167476330340753e-06,4.1098598464200951e-10,1.0219319713896583e-07,2.4795050865970101e-10,1.0000905685102505e-07,4.6595610017837691e-14
1.2376462541693631e-09,1.1180449131008368,7.8171144575033263e-09,2.8161348697160224e-12,2.8026913611999637e-12,4.4459666226262101e-18,1.3497958969194615e-14,0.0,0.0,2.1268630310407972e-07,6.5877376448085832e-12,154.0,0.0,0.99592970540972348,1.0,18.999970063946979,0.0002362061646718812,1.0320770647992335e-06,0.0005474448240855394,0.00058022118858616276,0.0010061565254268026,2.9223688018862465e-05,7.7571923409006668e-11,4.9889512310790013e-07,0.0016638473323147532,3.0731960802405116e-13,1.4109012901302255e-06,6.9384050537749559e-07,3.3477301871299493e-06,3.3470337820981743e-06,4.342863908730378e-10,1.0612449880699636e-07,2.6201190195847102e-10,1.0522062288392358e-07,5.3369471204177616e-14
1.2685826591530771e-09,1.1180449094820513,8.068291641055171e-09,2.973903951102536e-12,2.9593706755657723e-12,4.9357950675934377e-18,1.4593757647846553e-14,0.0,0.0,2.2341802953091707e-07,7.2648289339142654e-12,154.0,0.0,0.99582821493961193,1.0,18.999969301972307,0.00024208752727370992,1.0319831344365325e-06,0.00056095460245329299,0.00059466112184775315,0.0010312541399488959,2.9962465950873428e-05,7.9502448841859502e-11,5.1131896579082581e-07,0.0017053739833859569,3.1508868042418998e-13,1.4821114276587801e-06,7.1278165557968884e-07,3.5322970372277911e-06,3.5315622207521707e-06,4.5823192909015095e-10,1.1008202063011122e-07,2.7646273525163902e-10,1.1056546773384986e-07,6.0905638850943128e-14
1.299519064136791e-09,1.1180449058977056,8.3221545818137391e-09,3.1366891131326679e-12,3.1210060234409725e-12,5.4663711374384276e-18,1.5750109074734478e-14,0.0,0.0,2.3441239751207264e-07,7.9927204681823133e-12,154.0,0.0,0.99572673668298273,1.0,18.99996854015367,0.00024796777609089796,1.0318892153790197e-06,0.00057445675324993529,0.00060909797048749295,0.00105634873449566,3.0700826769657193e-05,8.1432561735992967e-11,5.237401535978038e-07,0.0017468968270815211,3.2285336641439365e-13,1.5550643820100887e-06,7.3171222157639426e-07,3.7218331360536092e-06,3.7210588724913784e-06,4.8282223923995641e-10,1.1406431890778166e-07,2.9130279119660334e-10,1.160436582377431e-07,6.9265896333843699e-14
1.361391874104219e-09,1.1180448988322589,8.8379271161251724e-09,3.4775209302984542e-12,3.4593505860941408e-12,6.6592913071584912e-18,1.8252074576384644e-14,0.0,0.0,2.5718862975034381e-07,9.6108322551061926e-12,154.0,0.0,0.99552381680465163,1.0,18.999967016984225,0.00025972493304894569,1.0317014111744955e-06,0.00060143818519824198,0.00063796241553096722,0.0011065288651169842,3.2176297782046449e-05,8.5291550125625677e-11,5.4857456598377433e-07,0.0018299310995531655,3.3836958667879304e-13,1.7061958262971732e-06,7.6954152925644048e-07,4.1158019530316505e-06,4.1149456901580721e-06,5.3393573124897575e-10,1.2209785787314885e-07,3.2214969932461585e-10,1.2740034342205991e-07,8.8721502189396915e-14
1.4170774030749042e-09,1.1180448925909523,9.3112810708386707e-09,3.8019589781532746e-12,3.7813258246947259e-12,7.8968189113655325e-18,2.0730161261008634e-14,0.0,0.0,2.7858439832238436e-07,1.1266224246857043e-11,154.0,0.0,0.99534123067042046,1.0,18.999965646664624,0.00027030256686694042,1.0315324260414687e-06,0.00062569542042405365,0.00066392987075059192,0.0011516806580063098,3.3502796957391917e-05,8.8763229339469219e-11,5.7091646096653628e-07,0.0019046489410599961,3.523192022336775e-13,1.8481672509623753e-06,8.0355156452500169e-07,4.4873407862289798e-06,4.4864071865210493e-06,5.8213936883288973e-10,1.293998367402642e-07,3.5124086974581e-10,1.3807807218748555e-07,1.0973467555119524e-13
1.4727629320455893e-09,1.1180448864609365,9.793295646902142e-09,4.1434768669659084e-12,4.1201567642650312e-12,9.3055829645606363e-18,2.3434519096125432e-14,0.0,0.0,3.0082945942143121e-07,1.312631462100543e-11,154.0,0.0,0.99515868408641195,1.0,18.999964276849436,0.00028087659465658125,1.0313634775175623e-06,0.000649927993096487,0.000689887338132169,0.0011968226718267899,3.482794746207788e-05,9.2233572773742233e-11,5.9324975959482261e-07,0.0019793544728647088,3.6625463501516997e-13,1.9957740750281182e-06,8.3752713533069902e-07,4.8749366486496155e-06,4.8739223634294499e-06,6.3242644303733092e-10,1.3676297305198694e-07,3.8158972636832112e-10,1.4918887910262576e-07,1.3452537969083249e-13
1.5284484610162745e-09,1.1180448804421008,1.028395542210082e-08,4.5023840006120534e-12,4.4761413626260864e-12,1.0901904064813128e-17,2.6376799734796805e-14,0.0,0.0,3.2392318786784558e-07,1.5207230683294941e-11,154.0,0.0,0.99497617704457852,1.0,18.999962907538233,0.00029144701740513757,1.0311945655953939e-06,0.0006741359222332665,0.00071583482005275275,0.0012419549086968447,3.6151750335884774e-05,9.5702580745755867e-11,6.155744639106648e-07,0.0020540477035846292,3.8017589595771906e-13,2.1490120551460661e-06,8.714682308354468e-07,5.2785732584078166e-06,5.2774749414277308e-06,6.847948406969914e-10,1.4418130226395246e-07,4.1319499356976721e-10,1.6073315299728286e-07,1.6357290944018669e-13
1.5841339899869597e-09,1.1180448745343348,1.07832449965744e-08,4.8789892330944663e-12,4.8495768352840258e-12,1.2703026762635951e-17,2.9568859151104045e-14,0.0,0.0,3.4786495826950728e-07,1.7525697904650346e-11,154.0,0.0,0.99479370953687185,1.0,18.999961538730584,0.00030201383609963837,1.0310256902675762e-06,0.00069831922683909653,0.00074177231888982169,0.0012870773707344596,3.7474206617881151e-05,9.9170253572879717e-11,6.3789057595646979e-07,0.0021287286412666599,3.9408299598828771e-13,2.3078769503486976e-06,9.0537485534580268e-07,5.698234331065773e-06,5.6970486384347442e-06,7.3924244830351086e-10,1.5164942971999101e-07,4.4605539551744507e-10,1.7271128242138108e-07,1.9739360354125263e-13
1.6398195189576449e-09,1.1180448687375275,1.1291148992978844e-08,5.2736008693711306e-12,5.2407596570400399e-12,1.4727140594085464e-17,3.3022757141072819e-14,0.0,0.0,3.7265414502313495e-07,2.009903848163136e-11,154.0,0.0,0.99461128155524414,1.0,18.999960170426061,0.00031257705172687178,1.0308568515267177e-06,0.00072247792590567886,0.00076769983702127764,0.0013321900600571832,3.8795317346424899e-05,1.0263659157254182e-10,6.6019809777501908e-07,0.0022033972934418517,4.0797594602636447e-13,2.4723645220483309e-06,9.3924702200131242e-07,6.1339035859251392e-06,6.1326271760317873e-06,7.9576715282236585e-10,1.5916247607584276e-07,4.8016965666279508e-10,1.8512365564486183e-07,2.3654193301921107e-13
1.69550504792833e-09,1.118044863051568,1.1807652056575675e-08,5.6865266661875652e-12,5.6499855636025046e-12,1.6993401019807097e-17,3.6750756824371325e-14,0.0,0.0,3.9829012231556802e-07,2.2945169898559509e-11,154.0,0.0,0.99442889309164673,1.0,18.999958802624231,0.00032313666527338566,1.0306880493654372e-06,0.00074661203841172715,0.00079361737682544546,0.0013772929787821311,4.0115083559164455e-05,1.0610159506222785e-10,6.824970314094686e-07,0.0022780536671747191,4.2185475698397813e-13,2.6424705340361448e-06,9.7308474879803568e-07,6.5855647499876642e-06,6.5841942834202826e-06,8.5436684220701321e-10,1.6671602798934196e-07,5.1553650205261889e-10,1.979706606575786e-07,2.8161156086607382e-13
1.7511905768990152e-09,1.1180448574763464,1.2332738855260092e-08,6.1180738329124068e-12,6.0775495532004634e-12,1.9521950272325176e-17,4.0765324146765327e-14,0.0,0.0,4.2477226412501133e-07,2.6082603491284941e-11,154.0,0.0,0.99424654413803115,1.0,18.999957435324667,0.00033369267772548713,1.0305192837763433e-06,0.00077072158332297893,0.00081952494068107001,0.0014223861290259818,4.1433506293039551e-05,1.0956526435948128e-10,7.0478737890334356e-07,0.002352697769107855,4.3571943976570496e-13,2.8181907524812006e-06,1.0068880565861147e-06,7.0532015599453869e-06,7.0517336994094957e-06,9.1503940565711281e-10,1.7430609350145806e-07,5.5215465748538942e-10,2.112526851691922e-07,3.3323637417002965e-13
1.8068761058697004e-09,1.1180448520117516,1.2866394079551393e-08,6.5685490323744765e-12,6.5237458881966436e-12,2.2333938109662236e-17,4.5079127383349887e-14,0.0,0.0,4.5209994422226106e-07,2.9530443012629469e-11,154.0,0.0,0.99406423468634919,1.0,18.999956068526949,0.00034424509006924278,1.0303505547520413e-06,0.00079480657959220594,0.0008454225309673162,0.0014674695129049803,4.2750586584281638e-05,1.1302759978190373e-10,7.2706914230054272e-07,0.0024273296055021413,4.4957000526867104e-13,2.9995209459294623e-06,1.040656968280283e-06,7.5367977629601124e-06,7.5352291731938428e-06,9.7778273371951985e-10,1.8192906182807465e-07,5.9002284957237965e-10,2.2497011660906588e-07,3.9209148859095783e-13
1.8625616348403855e-09,1.1180448466576736,1.3408602442576503e-08,7.0382583816990403e-12,6.9888680966977342e-12,2.545154247696714e-17,4.9705036642548489e-14,0.0,0.0,4.8027253617192322e-07,3.3308383199481736e-11,154.0,0.0,0.99388196472855139,1.0,18.999954702230639,0.00035479390329047877,1.0301818622851472e-06,0.00081886704615922231,0.00087131015006376787,0.0015125431325349365,4.4066325468414333e-05,1.1648860164715389e-10,7.4934232364533563e-07,0.002501949182273101,4.6340646438256071e-13,3.1864568853028195e-06,1.0743915082959458e-06,8.0363371172177327e-06,8.034664464905137e-06,1.042594718360029e-09,1.8958166700606607e-07,6.2913980578109137e-10,2.3912334212616073e-07,4.5889422621838624e-13
1.9182471638110707e-09,1.1180448414140012,1.3959348680055047e-08,7.5275074531426153e-12,7.4732089741612724e-12,2.8897990076463594e-17,5.4656123370879466e-14,0.0,0.0,5.092894133336329e-07,3.7436708341542986e-11,154.0,0.0,0.99369973425658897,1.0,18.999953336435315,0.0003653391183747809,1.0300132063682706e-06,0.00084290300195089495,0.00089718780035042463,0.001557606990031223,4.5380723980254066e-05,1.1994827027294758e-10,7.7160692498235702e-07,0.0025765565050238077,4.7722882798962138e-13,3.3789943438981108e-06,1.1080917019368281e-06,8.5518033925309038e-06,8.550023346213244e-06,1.1094732530414011e-09,1.9726095498715197e-07,6.6950425448249363e-10,2.5371274858893113e-07,5.3440506742046764e-13
1.9739326927817557e-09,1.1180448362806246,1.4518617550280547e-08,8.0366012749267273e-12,7.9770605849995876e-12,3.2697576846204382e-17,5.9945659858486316e-14,0.0,0.0,5.3914994886326853e-07,4.1936290851719749e-11,154.0,0.0,0.99351754326241282,1.0,18.99995197114055,0.00037588073630749467,1.0298445869940101e-06,0.00086691446588115103,0.00092305548420770279,0.0016026610875087802,4.6693783153910512e-05,1.2340660597705834e-10,7.9386294835661113e-07,0.0026511515790746867,4.9103710696466592e-13,3.5771290973861399e-06,1.1417575749091576e-06,9.0831803708154169e-06,9.0812896008004853e-06,1.1784162327850068e-09,2.049642538349721e-07,7.111149249883334e-10,2.6873872258522034e-07,6.194285772920259e-13
2.0296182217524406e-09,1.1180448312574334,1.5086393834093023e-08,8.5658443320710083e-12,8.5007142641811409e-12,3.6875688347538161e-17,6.5587118745433661e-14,0.0,0.0,5.6985351571416141e-07,4.6828589838169211e-11,154.0,0.0,0.99333539173797381,1.0,18.999950606345909,0.0003864187580737247,1.0296760041549817e-06,0.00089090145685098829,0.00094891320401643321,0.0016477054270821107,4.8005504022787162e-05,1.2686360907731631e-10,8.1611039581347162e-07,0.0027257344094904689,5.0483131217508324e-13,3.7808569238107039e-06,1.1753891531137467e-06,9.6304518462891859e-06,9.6284470245588083e-06,1.2494215541964445e-09,2.126891467672829e-07,7.5397054756664061e-10,2.8420165042215616e-07,7.1481430711727749e-13
2.0853037507231256e-09,1.118044826344318,1.5662662334845962e-08,9.1155405672253667e-12,9.044460618829046e-12,4.1458820061421742e-17,7.1594172528769345e-14,0.0,0.0,6.0139948663829874e-07,5.2135649677999076e-11,154.0,0.0,0.99315327967522216,1.0,18.999949242050974,0.00039695318465833584,1.0295074578437951e-06,0.00091486399374848327,0.00097476096215785997,0.001692740010865284,4.9315887619581674e-05,1.3031927989160808e-10,8.3834926939867266e-07,0.0028003050011045656,5.1861145448083988e-13,3.9901736035876126e-06,1.2089864626226694e-06,1.0193601625486987e-05,1.0191479425602734e-05,1.3224871154672149e-09,2.20433447788426e-07,7.9806985344275473e-10,3.0010191812604651e-07,8.2145767132825218e-13
2.1409892796938106e-09,1.1180448215411674,1.6247407878372919e-08,9.6859933815008616e-12,9.6085895298163662e-12,4.6474597593808311e-17,7.7980693070352743e-14,0.0,0.0,6.337872341875271e-07,5.7880098592621946e-11,154.0,0.0,0.99297120706610864,1.0,18.999947878255323,0.0004074840170459526,1.0293389480530438e-06,0.00093880209544879847,0.0010005987610136392,0.0017377648409719326,5.062493497628637e-05,1.3377361873787768e-10,8.6057957115831477e-07,0.0028748633585410919,5.3237754473448235e-13,4.2050749195037101e-06,1.242549529667687e-06,1.0772613527263483e-05,1.0770370624270703e-05,1.3976108163749108e-09,2.2819517966087557e-07,8.4341157479943514e-10,3.1643991144227559e-07,9.403008004718918e-13
2.1966748086644955e-09,1.1180448168478725,1.6840615312955911e-08,1.0277505635299138e-11,1.0193390153358041e-11,5.1951796790445859e-17,8.4760751105448028e-14,0.0,0.0,6.6701613071475413e-07,6.4085147224762736e-11,154.0,0.0,0.99278917390258314,1.0,18.99994651495852,0.00041801125622095871,1.0291704747753418e-06,0.00096271578081419092,0.0010264266029658368,0.0017827799195152553,5.1932647124188738e-05,1.3722662593412518e-10,8.8280130313886534e-07,0.0029494094862347951,5.4612959378114699e-13,4.4255566567158935e-06,1.2760783805743666e-06,1.1367471382850418e-05,1.1365104453180604e-05,1.4747905582904382e-09,2.3597255397835398e-07,8.8999444478122799e-10,3.3321601583519959e-07,1.0723333707180748e-12
2.2523603376351805e-09,1.1180448122643227,1.7442269509294102e-08,1.0890379649140501e-11,1.0799150922599584e-11,5.7920363761353221e-17,9.1948615752081476e-14,0.0,0.0,7.0108554837514754e-07,7.0774587217118984e-11,154.0,0.0,0.9926071801765961,1.0,18.999945152160141,0.00042853490316749836,1.0290020380033022e-06,0.00098660506869402203,0.0010522444903969296,0.001827785248608015,5.3239025093871808e-05,1.4067830179840625e-10,9.050144673871474e-07,0.0030239433884490857,5.5986761245856357e-13,4.6516146027501407e-06,1.3095730416879782e-06,1.1978159035922108e-05,1.1975664757293599e-05,1.5540242441862916e-09,2.437639531346542e-07,9.3781719749949268e-10,3.5043061648804297e-07,1.218593410406495e-12
2.3080458666058655e-09,1.1180448077904086,1.8052355360471182e-08,1.1524917204490752e-11,1.1426159549202631e-11,6.4411434815187105e-17,9.9558754021161898e-14,0.0,0.0,7.3599485912733532e-07,7.797278979267417e-11,154.0,0.0,0.99242522588009707,1.0,18.999943789859771,0.00043905495886947506,1.0288336377295111e-06,0.0010104699779247646,0.0010780524256898017,0.0018727808303625395,5.4544069915214668e-05,1.4412864664883383e-10,9.27219065950348e-07,0.0030984650692923491,5.7359161159705421e-13,4.883244547500527e-06,1.3430335393422467e-06,1.2604660342618056e-05,1.2602035393935211e-05,1.6353097786393188e-09,2.5156791401073109e-07,9.8687856803406677e-10,3.6808409830279457e-07,1.3801680841025229e-12
2.3637313955765504e-09,1.1180448034260206,1.8670857781921657e-08,1.2181419544586824e-11,1.2074703024927362e-11,7.1457356303693733e-17,1.0760583032736453e-13,0.0,0.0,7.717434347346003e-07,8.5704704336665275e-11,154.0,0.0,0.99224331100503627,1.0,18.999942428056972,0.00044957142431055236,1.0286652739465817e-06,0.0010343105273300109,0.001103850411227745,0.0019177666668907215,5.5847782617392884e-05,1.4757766080357656e-10,9.4941510087601905e-07,0.0031729745327327042,5.8730160201954697e-13,5.1204422832282494e-06,1.3764598998660467e-06,1.32469591715278e-05,1.3244200232778626e-05,1.7186450678285521e-09,2.5938311322113299e-07,1.0371772924319522e-09,3.8617684590010403e-07,1.5581944546191666e-12
2.4194169245472354e-09,1.1180447991710487,1.9297761711397107e-08,1.2860187375261086e-11,1.2745067623211708e-11,7.9091704376463752e-17,1.1610470600077713e-13,0.0,0.0,8.0833064676607433e-07,9.3995856980204138e-11,154.0,0.0,0.99206143554336312,1.0,18.999941066751322,0.00046008430047415384,1.0284969466471301e-06,0.0010581267357204819,0.0011296384493944558,0.0019627427603040185,5.7150164228878943e-05,1.5102534458085759e-10,9.716025742120627e-07,0.0032474717826113369,6.009975945415771e-13,5.3632036045606474e-06,1.4098521495929415e-06,1.3905039403672843e-05,1.3902143155825158e-05,1.8040280195326559e-09,2.6720835377196209e-07,1.0887121077057847e-09,4.04709243619178e-07,1.7538602234612269e-12
2.4751024535179204e-09,1.1180447950253833,1.9933052108932967e-08,1.3561520865764279e-11,1.343753890074734e-11,8.7349304646227925e-17,1.2507043879930881e-13,0.0,0.0,8.4575586659793221e-07,1.0287234918555337e-10,154.0,0.0,0.99187959948702731,1.0,18.999939705942406,0.00047059358834346281,1.0283286558237375e-06,0.0010819186218940357,0.0011554165425740363,0.0020077091127134526,5.8451215777442761e-05,1.5447169829895716e-10,9.9378148800674163e-07,0.0033219568226545764,6.14679599971286e-13,5.6115243084902288e-06,1.4432103148552976e-06,1.4578884932504057e-05,1.457584805740019e-05,1.8914565431294223e-09,2.750425529936327e-07,1.141481751833525e-09,4.2368167551767666e-07,1.9684044501435559e-12
2.5307879824886053e-09,1.1180447909889153,2.0576713956815542e-08,1.428571964958717e-11,1.415240169905239e-11,9.6266251764933276e-17,1.345182824218598e-13,0.0,0.0,8.8401846541458228e-07,1.1236085633305635e-10,154.0,0.0,0.99169780282797815,1.0,18.99993834562979,0.00048109928890142245,1.0281604014690123e-06,0.0011056862046356728,0.0011811846931509904,0.0020526657262296111,5.9750938290152059e-05,1.5791672227621098e-10,1.015951844308682e-06,0.0033964296564848008,6.2834762910943509e-13,5.8654001943736799e-06,1.4765344219713236e-06,1.5268479663906075e-05,1.5265298844156219e-05,1.9809285495961767e-09,2.8288473162493134e-07,1.1954849637586947e-09,4.430945253716107e-07,2.2031182508258419e-12
2.5864735114592903e-09,1.118044787061535,2.1228732259548946e-08,1.5033082825280848e-11,1.4889940146041022e-11,1.0587992891082878e-16,1.4446368602225227e-13,0.0,0.0,9.2311781420985742e-07,1.2248862630972152e-10,154.0,0.0,0.99151604555816497,1.0,18.999936985813061,0.0004916014031307363,1.0279921835755778e-06,0.0011294295027175494,0.0012069429035102249,0.0020976126029626464,6.104933279337286e-05,1.6136041683100816e-10,1.0381136451668569e-06,0.0034708902876303253,6.4200169274940838e-13,6.1248270639309034e-06,1.5098244972386807e-06,1.5973807516195236e-05,1.5970479435069388e-05,2.0724419515092991e-09,2.9073400393841396e-07,1.250720483390109e-09,4.6294817667523757e-07,2.4593454766950282e-12
2.6421590404299753e-09,1.118044783243133,2.1889092043821774e-08,1.5803908957275744e-11,1.5650437657589823e-11,1.1622902718678309e-16,1.5492229372392121e-13,0.0,0.0,9.6305328378820268e-07,1.3328347809946155e-10,154.0,0.0,0.99133432766953655,1.0,18.99993562649178,0.00050209993201386744,1.027824002136008e-06,0.001153148534898982,0.0012326911760370475,0.002142549745022274,6.2346400312769914e-05,1.6480278228179475e-10,1.060266892630594e-06,0.00354533871953432,6.5564180167720931e-13,6.3898007212440308e-06,1.5430805669365617e-06,1.6694852420108955e-05,1.6691373761427566e-05,2.1659946630427073e-09,2.9858956880860057e-07,1.3071870516009524e-09,4.8324301264095909e-07,2.7384833725167753e-12
2.6978445694006602e-09,1.1180447795336008,2.2557778358473807e-08,1.6598496076699405e-11,1.6434176939100979e-11,1.2735356493005702e-16,1.6590994413536543e-13,0.0,0.0,1.0038242447658621e-06,1.4477380037498695e-10,154.0,0.0,0.99115264915404255,1.0,18.999934267665537,0.00051259487653303962,1.0276558571429057e-06,0.0011768433199264563,0.0012584295131171637,0.0021874771545177772,6.3642141873307114e-05,1.6824381894707181e-10,1.0824115887495832e-06,0.0036197749555628984,6.6926796667147382e-13,6.6603169727564383e-06,1.5763026573292456e-06,1.7431598318793737e-05,1.7427965766817112e-05,2.2615845999661441e-09,3.0645070163349551e-07,1.3648834102277307e-09,5.0397941619921785e-07,3.041983215769049e-12
2.753530098371345e-09,1.1180447759328285,2.3234776274462882e-08,1.7417141682192867e-11,1.7241439987062331e-11,1.3929490693375667e-16,1.77442669866357e-13,0.0,0.0,1.0454300675720637e-06,1.5698855009135499e-10,154.0,0.0,0.99097101000363141,1.0,18.999932909333907,0.000523086237670236,1.0274877485889042e-06,0.0012005138765336354,0.0012841579171366795,0.0022323948335580008,6.4936558499248086e-05,1.7168352714539312e-10,1.1045477355738593e-06,0.0036941989990124193,6.8288019850347884e-13,6.9363716272717856e-06,1.6094907946661229e-06,1.8184029167796651e-05,1.818023940711307e-05,2.359209679643883e-09,3.1431674702782326e-07,1.4238083020695084e-09,5.2515776999839358e-07,3.371350936762982e-12
2.8649011563127156e-09,1.1180447690571276,2.4613647304675906e-08,1.9127795688406844e-11,1.8927661833044825e-11,1.6580030966455985e-16,2.0220844483691403e-13,0.0,0.0,1.1311437794590217e-06,1.8370999265562803e-10,154.0,0.0,0.99060784976585259,1.0,18.999930194152782,0.00054405821372543713,1.0271516407685119e-06,0.0012477823793577022,0.0013355849355403101,0.0023222010087058228,6.7521421040896382e-05,1.7855895941566369e-10,1.148794389540165e-06,0.0038430105210484106,7.1006290572898594e-13,7.5050793923214178e-06,1.6757653150797905e-06,1.9735881600912979e-05,1.9731767477325803e-05,2.5605569446866417e-09,3.3006126260743862e-07,1.5453386614038547e-09,5.6884185750209282e-07,4.1139905424212774e-12
2.965135108459949e-09,1.1180447632398633,2.5882907591976233e-08,2.075263794917612e-11,2.0528527304836081e-11,1.9289185674602144e-16,2.2652659404125729e-13,0.0,0.0,1.2111350279696961e-06,2.1053891458807538e-10,154.0,0.0,0.99028114009966373,1.0,18.999927752177115,0.00056292074685510972,1.0268492682775708e-06,0.0012902413583758298,0.0013818353049818331,0.0024029933093288485,6.9843276313148999e-05,1.8474230829878039e-10,1.1885871600950578e-06,0.0039768992241215597,7.3447979872377068e-13,8.0358157213450143e-06,1.7352965269696207e-06,2.1186030616509257e-05,2.118161322855902e-05,2.7487088110543393e-09,3.4424274973375974e-07,1.6589049758462656e-09,6.0967283902922963e-07,4.8870816686914602e-12
3.065369060607182e-09,1.1180447577732886,2.7178866298575264e-08,2.2460032152107543e-11,2.2209963152218737e-11,2.2333670907379708e-16,2.5286894238061195e-13,0.0,0.0,1.2938214292975177e-06,2.4019114532048168e-10,154.0,0.0,0.98995455785112685,1.0,18.999925311797423,0.00058177168508802865,1.0265470137342143e-06,0.0013326221280729584,0.0014280535284337762,0.0024837541160536622,7.2160854694693357e-05,1.9092135790561357e-10,1.2283522628332337e-06,0.0041107484719509237,7.5885171545151868e-13,8.5844314023868913e-06,1.7947181383689278e-06,2.2686749913824109e-05,2.2682018519441613e-05,2.9434222235611578e-09,3.5843248910256181e-07,1.7764322298421502e-09,6.5194167738188157e-07,5.7699645503825092e-12
3.1656030127544154e-09,1.1180447526567687,2.8501437153707504e-08,2.4251694162545226e-11,2.3973588549954622e-11,2.5742729314484613e-16,2.8133594332293703e-13,0.0,0.0,1.3791993051791974e-06,2.7285592522589012e-10,154.0,0.0,0.98962810297328363,1.0,18.999922873011261,0.0006006110341424518,1.0262448770951187e-06,0.0013749247972412643,0.0014742396198261355,0.0025644834411633235,7.4474162133769442e-05,1.9709611009593841e-10,1.2680897097230898e-06,0.0042445582819771663,7.8317871846457146e-13,9.1509020776047787e-06,1.8540303017146532e-06,2.4237946368988361e-05,2.423289022382237e-05,3.1446850937823045e-09,3.7262842278889797e-07,1.8979131261101371e-09,6.9565059395297241e-07,6.7734730485795568e-12
3.2658369649016486e-09,1.118044747889673,2.9850534116169468e-08,2.6129334320685485e-11,2.5821015354264582e-11,2.9547167304592655e-16,3.1203004854989949e-13,0.0,0.0,1.4672649754822459e-06,3.0872834864509245e-10,154.0,0.0,0.98930177541917397,1.0,18.999920435816176,0.00061943879973412304,1.0259428583172206e-06,0.0014171494745389766,0.0015203935930929865,0.0026451812969363235,7.6783204571300614e-05,2.0326656673008378e-10,1.3077995127366541e-06,0.0043783286712940532,8.074608702383679e-13,9.7352034138555829e-06,1.9132331692585764e-06,2.5839526987663351e-05,2.5834135343819926e-05,3.3524853499371422e-09,3.8682883413684975e-07,2.0233403774161862e-09,7.4080180716628216e-07,7.9090580372160455e-12
3.366070917048882e-09,1.1180447434713674,3.122607137370245e-08,2.809465745678415e-11,2.7753848131771422e-11,3.3779389888781898e-16,3.4505569894342221e-13,0.0,0.0,1.5580147582271064e-06,3.4800933759121539e-10,154.0,0.0,0.9889755751418372,1.0,18.999918000209728,0.00063825498757626989,1.0256409573574687e-06,0.0014592962684905298,0.0015665154621724625,0.002725847695646585,7.9087987940902233e-05,2.0943272966893539e-10,1.3474816838495448e-06,0.0045120596567052463,8.3169823317149681e-13,1.0337311102676909e-05,1.9723268930664296e-06,2.7491398904882564e-05,2.7485661009646696e-05,3.5668109368663223e-09,4.0103229094891744e-07,2.1527067065598515e-09,7.8739753247452397e-07,9.1887962227274505e-12
3.466304869196115e-09,1.118044739401223,3.2627963342377253e-08,3.0149362906319432e-11,2.9773684188334936e-11,3.8473435227023326e-16,3.8051931559821951e-13,0.0,0.0,1.6514449696092343e-06,3.9090561551147183e-10,154.0,0.0,0.98864950209431135,1.0,18.999915566189465,0.00065705960337960744,1.0253391741724533e-06,0.0015013652874867204,0.0016126052410067307,0.0028064826495634645,8.1388518168889917e-05,2.1559460077394469e-10,1.387136235040926e-06,0.0046457512547716951,8.5589086958572939e-13,1.0957200860268581e-05,2.0313116250157943e-06,2.919346938489462e-05,2.918737447943538e-05,3.787649816009255e-09,4.1523759810863004e-07,2.2860048463607292e-09,8.3543998235742361e-07,1.0625398437013836e-11
3.5665388213433484e-09,1.118044735678608,3.4056124665980479e-08,3.2295144525111684e-11,3.1882113597781782e-11,4.3665008885880156e-16,4.1852929085971147e-13,0.0,0.0,1.7475519240211215e-06,4.3762968110480568e-10,154.0,0.0,0.98832355622963375,1.0,18.999913133752948,0.00067585265285233622,1.025037508719073e-06,0.0015433566397848606,0.0016586629435419685,0.0028870861709517524,8.3684801174288133e-05,2.2175218190710621e-10,1.42676317829354e-06,0.0047794034818511274,8.8003884172620862e-13,1.1594848427474168e-05,2.0901875167960868e-06,3.0945645821004377e-05,3.0939183139064491e-05,4.0149899653816592e-09,4.2944375808046076e-07,2.4232275396447808e-09,8.8493136631980412e-07,1.2232217434517626e-11
