Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450)
1.5224915560349056e-12,1.1180450815516725,6.9286380982068061e-12,3.386106712179361e-18,3.3860855081338656e-18,3.15510567537174e-29,2.112122064598285e-23,0.0,0.0,9.8063151719883551e-13,1.3333513809121364e-21,154.0,0.0,0.9999949632652062,1.0,18.999999998649542,2.9166891151505219e-07,9.9511005156246688e-07,7.1640173045583233e-07,7.1707454332220674e-07,8.7270560119691972e-07,1.004099727534896e-09,9.5864003488831026e-14,3.4527087202062655e-10,1.4424155266778133e-06,1.0558970339602407e-17,2.1480058582653905e-12,6.459176826388859e-12,2.784303071811084e-14,2.7839057196984876e-14,2.8937765052842447e-18,1.6903120210499932e-13,1.0797446206753974e-18,1.5821427845775431e-13,3.7726836437909333e-33
1.5591541901489696e-12,1.118045081551282,7.0955632921613841e-12,3.5511760744627365e-18,3.5511533054401708e-18,3.4079346493916985e-29,2.2684222796899054e-23,0.0,0.0,1.0118982386175282e-12,1.4077488625011284e-21,154.0,0.0,0.99999484234813252,1.0,18.999999998588244,2.9869246414821205e-07,9.9816329240515244e-07,7.336286188416454e-07,7.3433762547173754e-07,9.0146326584280266e-07,1.052579970124897e-09,9.817197243719768e-14,3.5805384522589603e-10,1.4899464673411673e-06,1.1068788065768741e-17,2.2526895192094545e-12,6.773150463581127e-12,2.9900461403620142e-14,2.9896163740319928e-14,3.1230731166792209e-18,1.793175078611878e-13,1.1745901835255918e-18,1.6592495658634421e-13,4.4556988517907587e-33
1.5958168242630337e-12,1.118045081550884,7.262492195601178e-12,3.7201750070085588e-18,3.7201505977364626e-18,3.674803234335558e-29,2.4322498974297957e-23,0.0,0.0,1.043525106121295e-12,1.4846067808224321e-21,154.0,0.0,0.99999472143513291,1.0,18.99999999852573,3.0571601520697495e-07,1.000987633444338e-06,7.5085437438321238e-07,7.5160060848652314e-07,9.3030568292507166e-07,1.1021811899008785e-09,1.0047992813067599e-13,3.7093159194400413e-10,1.5376174888257832e-06,1.1590394122911037e-17,2.3598633728738659e-12,7.0945340947092559e-12,3.2056690018689586e-14,3.205205072374335e-14,3.3642259561154196e-18,1.8993746055301346e-13,1.2750689901103511e-18,1.7381905907193607e-13,5.2420349876664786e-33
1.6324794583770978e-12,1.1180450815504779,7.4294248085724697e-12,3.8931035971411218e-18,3.8930774705762192e-18,3.9561732344367139e-29,2.6037820045224559e-23,0.0,0.0,1.0755121381483488e-12,1.5639589627914177e-21,154.0,0.0,0.99999460052590294,1.0,18.999999998462009,3.1273956469136834e-07,1.0036002345382767e-06,7.6807899856591452e-07,7.6886349671013336e-07,9.5922649851543844e-07,1.1529019020957814e-09,1.0278787115002754e-13,3.8389976874116852e-10,1.5854180893114135e-06,1.2123772897040241e-17,2.4695274046737623e-12,7.4233249180395219e-12,3.4314020631099834e-14,3.4309021739470123e-14,3.6175343473872092e-18,2.0089198462018898e-13,1.3813572823089681e-18,1.8189658504381262e-13,6.1443936529166701e-33
1.6691420924911619e-12,1.1180450815500647,7.5963611311224132e-12,4.0699619321858172e-18,4.0699340095139805e-18,4.2525125146020919e-29,2.783195691535699e-23,0.0,0.0,1.1078593531551521e-12,1.645839354145837e-21,154.0,0.0,0.99999447962016141,1.0,18.999999998397083,3.1976311260141776e-07,1.0060169691307747e-06,7.8530249287315657e-07,7.8612629428707817e-07,9.882198350173561e-07,1.2047406239081275e-09,1.0509580204939826e-13,3.9695423123356668e-10,1.6333385542624796e-06,1.2668908794837591e-17,2.5816816006363807e-12,7.7595201333557255e-12,3.6674756437530126e-14,3.6669379508390695e-14,3.8832975011179658e-18,2.1218193348389506e-13,1.4936316383047453e-18,1.9015753367633963e-13,7.1766948039096673e-33
1.705804726605226e-12,1.1180450815496434,7.7633011632989964e-12,4.2507500994691551e-18,4.2507203001053645e-18,4.5642950010981604e-29,2.9706680529006934e-23,0.0,0.0,1.1405667696144306e-12,1.7302820194484511e-21,154.0,0.0,0.99999435871764775,1.0,18.999999998330953,3.2678665893714707e-07,1.00825252069155e-06,8.0252485878637047e-07,8.0338900517192983e-07,1.0172802554562171e-06,1.2576958744994164e-09,1.0740372135753831e-13,4.1009102496518003e-10,1.6813698974066445e-06,1.3225786243627226e-17,2.6963259473729953e-12,8.1031169419580444e-12,3.9141199764030053e-14,3.9135425880575125e-14,4.1618145147949556e-18,2.238080948710349e-13,1.6120689401310263e-18,1.986019041869001e-13,8.3541622002308625e-33
1.74246736071929e-12,1.1180450815492144,7.930244905150997e-12,4.4354681863187879e-18,4.4354364279070952e-18,4.892000682236934e-29,3.1663761869120029e-23,0.0,0.0,1.1736344060132763e-12,1.8173211420895117e-21,154.0,0.0,0.99999423781812191,1.0,18.999999998263633,3.3381020369857824e-07,1.0103204719193883e-06,8.197460977850188e-07,8.2065163313802849e-07,1.0464027304493315e-06,1.3117661749915255e-09,1.0971162957896613e-13,4.2330637670399366e-10,1.7295038061425493e-06,1.3794389691348866e-17,2.8134604320521617e-12,8.4541125466618477e-12,4.1715652066490926e-14,4.1709461835774282e-14,4.453384372812264e-18,2.3577119573894013e-13,1.7368463438267775e-18,2.0722969583392276e-13,9.6934127379092641e-33
1.779129994833354e-12,1.1180450815487781,8.0971923567279683e-12,4.62411628006352e-18,4.6240824784770126e-18,5.236115609061924e-29,3.370497195727629e-23,0.0,0.0,1.2070622808513414e-12,1.9069910242891119e-21,154.0,0.0,0.99999411692136086,1.0,18.999999998195122,3.4083374688573166e-07,1.0122333872600564e-06,8.369662113465967e-07,8.37914181785787e-07,1.0755826076513148e-06,1.366950048464117e-09,1.1201952719507845e-13,4.36596686137036e-10,1.7777325910389115e-06,1.4374703606530524e-17,2.9330850423741706e-12,8.8125041517964919e-12,4.4400413931116849e-14,4.4393787483918355e-14,4.7583059465179513e-18,2.4807190683099832e-13,1.8681412519885939e-18,2.1604090791500113e-13,1.1212549752150075e-32
1.8157926289474181e-12,1.118045081548334,8.2641435180801745e-12,4.8166944680333335e-18,4.8166585373740921e-18,5.5971318960340335e-29,3.5832081853690507e-23,0.0,0.0,1.2408504126391157e-12,1.9993260870994067e-21,154.0,0.0,0.99999399602715844,1.0,18.999999998125425,3.4785728849862601e-07,1.0140028892427342e-06,8.5418520094663757e-07,8.5517665455061599e-07,1.1048155834883353e-06,1.4232460199520414e-09,1.1432741466521046e-13,4.4995851794584847e-10,1.8260491391166896e-06,1.4966712478261209e-17,3.0551997665466778e-12,9.1782889632041584e-12,4.7197785074895387e-14,4.7190702065612596e-14,5.076877994265255e-18,2.6071084689101611e-13,2.0061312885259003e-18,2.2503553976509857e-13,1.2931260374154649e-32
1.852455263061482e-12,1.1180450815478826,8.4310983892585744e-12,5.0132028375593976e-18,5.0131646901584634e-18,5.97554772171734e-29,3.8046862657212748e-23,0.0,0.0,1.2749988198962825e-12,2.0943608704067073e-21,154.0,0.0,0.99999387513532445,1.0,18.999999998054555,3.5488082853727903e-07,1.0156397290946482e-06,8.714030680587133e-07,8.724390547104869e-07,1.134097677011029e-06,1.4806526164427521e-09,1.1663529242764666e-13,4.6338859424506424e-10,1.8744468706329754e-06,1.5570400816163734e-17,3.179804593261458e-12,9.5514641882386151e-12,5.0110064346067816e-14,5.0102503952630915e-14,5.4093991614679e-18,2.7368858656169406e-13,2.1509942754441235e-18,2.3421359075483577e-13,1.4870917026419871e-32
1.889117897175546e-12,1.1180450815474237,8.5980569703147877e-12,5.2136414759740959e-18,5.2136010223914293e-18,6.3718673294647425e-29,4.0351085505328717e-23,0.0,0.0,1.3095075211501547e-12,2.1921300329334606e-21,154.0,0.0,0.9999937542456826,1.0,18.999999997982506,3.6190436700170671e-07,1.0171538520599457e-06,8.8861981415443998e-07,8.8970138539314545e-07,1.1634252057083184e-06,1.5391683668737194e-09,1.189431609005853e-13,4.7688378736757591e-10,1.9229196991058993e-06,1.6185753150367531e-17,3.306899511672212e-12,9.9320270357640136e-12,5.3139549724599116e-14,5.313149064840696e-14,5.7561679806582666e-18,2.8700565199073401e-13,2.3029082114942637e-18,2.435750602888569e-13,1.7054683140728757e-32
1.92578053128961e-12,1.1180450815469574,8.7650192613010624e-12,5.418010470611025e-18,5.4179676196354675e-18,6.7866010281034151e-29,4.274652157416029e-23,0.0,0.0,1.3443765349341819e-12,2.292668352240113e-21,154.0,0.0,0.99999363335806957,1.0,18.999999997909285,3.6892790389192392e-07,1.0185544578205413e-06,9.0583544070347875e-07,9.069636495829984e-07,1.1927947631348648e-06,1.5987918021298474e-09,1.212510204830596e-13,4.9044111298039616e-10,1.9714619943371095e-06,1.6812754031481477e-17,3.4364845113734011e-12,1.0319974716153682e-11,5.6288538322647427e-14,5.6279958788523338e-14,6.1174828715468897e-18,3.0066252816653861e-13,2.4620512525388102e-18,2.5311994780426957e-13,1.9507623182940316e-32
1.9624431654036742e-12,1.1180450815464835,8.931985262270246e-12,5.6263099088050227e-18,5.6262645674542644e-18,7.2202651926200527e-29,4.5234942078465911e-23,0.0,0.0,1.3796058797865279e-12,2.3960107247268706e-21,154.0,0.0,0.99999351247233459,1.0,18.999999997834905,3.759514392079448e-07,1.0198500563879081e-06,9.2304994917354109e-07,9.2422585012768105e-07,1.2222031982155363e-06,1.6595214550408961e-09,1.2355887155581553e-13,5.0405772351599302e-10,2.0200685482060465e-06,1.7451388030566788e-17,3.5685595823800433e-12,1.0715304441288885e-11,5.9559326385033285e-14,5.9550204141198716e-14,6.4936421410826239e-18,3.1465966200387101e-13,2.6286016934955881e-18,2.6284825276915819e-13,2.2256817068610094e-32
1.9991057995177383e-12,1.118045081546002,9.0989549732757579e-12,5.8385398778921811e-18,5.8384919514127112e-18,7.673382264845888e-29,4.7818118271641081e-23,0.0,0.0,1.4151955742487148e-12,2.5021921656353534e-21,154.0,0.0,0.99999339158833844,1.0,18.99999999775936,3.8297497294978204e-07,1.0210485198057142e-06,9.4026334103038913e-07,9.4148798974432634e-07,1.2516475961010253e-06,1.7213558603789069e-09,1.2586671448215006e-13,5.1773090190462204e-10,2.0687345430279642e-06,1.8101639739109941e-17,3.703124715108445e-12,1.1118013424557606e-11,6.2954209289708352e-14,6.2944521607773083e-14,6.8849439835135007e-18,3.2899746519824065e-13,2.8027379517327995e-18,2.7275997468116355e-13,2.5331479053370231e-32
2.0357684336318024e-12,1.1180450815455134,9.2659283943715684e-12,6.0547004652098462e-18,6.0546498570769287e-18,8.1464807541414468e-29,5.0497821445718865e-23,0.0,0.0,1.4511456368643325e-12,2.6112478090501507e-21,154.0,0.0,0.99999327070595201,1.0,18.999999997682657,3.8999850511744763e-07,1.0221571299765836e-06,9.574756177378414e-07,9.5875007102554469e-07,1.2811252604586248e-06,1.784293554855631e-09,1.2817454960871053e-13,5.3145805559388328e-10,2.1174555222839884e-06,1.8763493768995643e-17,3.8401799003578043e-12,1.1528098880853285e-11,6.6475481548223793e-14,6.646520522319155e-14,7.2916864804483081e-18,3.4367631686631148e-13,2.9846385517991562e-18,2.8285511306612887e-13,2.8763081181869749e-32
2.0724310677458664e-12,1.1180450815450171,9.4329055256121551e-12,6.2747917580966485e-18,6.2747383700142748e-18,8.6400952380810062e-29,5.3275822931370289e-23,0.0,0.0,1.4874560861778047e-12,2.7232129079002842e-21,154.0,0.0,0.99999314982505561,1.0,18.9999999976048,3.9702203571095241e-07,1.0231826229030448e-06,9.7468678075777354e-07,9.7601209644513159e-07,1.31063369709075e-06,1.8483330771199596e-09,1.3048237726625839e-13,5.4523671084236103e-10,2.1662273635456895e-06,1.9436934752479793e-17,3.9797251292926692e-12,1.1945558026573621e-11,7.0125436806198391e-14,7.0114548156486091e-14,7.7141676009185548e-18,3.5869656598834485e-13,3.1744821113821738e-18,2.9313366747680665e-13,3.2585481378951417e-32
2.1090937018599305e-12,1.1180450815445135,9.5998863670525045e-12,6.498813843892504e-18,6.4987575757933571e-18,9.1547663631367586e-29,5.6153894097904877e-23,0.0,0.0,1.5241269407332173e-12,2.8381228339605846e-21,154.0,0.0,0.99999302894553921,1.0,18.999999997525791,4.0404556473030696e-07,1.0241312296116556e-06,9.9189683155012252e-07,9.9327406836351228e-07,1.3401705987816123e-06,1.9134729677553621e-09,1.327901977703965e-13,5.5906450727478395e-10,2.2150462534295524e-06,2.0121947342162548e-17,4.1217603934261891e-12,1.2370388079619289e-11,7.3906367843785997e-14,7.389484271125619e-14,8.1526852014405142e-18,3.7405853366752817e-13,3.3724473283960322e-18,3.0359563749162641e-13,3.6835056266630519e-32
2.1457563359739946e-12,1.1180450815440028,9.7668709187480636e-12,6.7267668099386253e-18,6.7267075599840449e-18,9.6910408453626212e-29,5.9133806353271187e-23,0.0,0.0,1.5611582190731996e-12,2.9560130778529765e-21,154.0,0.0,0.99999290806730012,1.0,18.999999997445641,4.110690921755205e-07,1.0250087140092996e-06,1.0091057715728883e-06,1.010535989032937e-06,1.3697338312798417e-06,1.9797117692773231e-09,1.3509801142226425e-13,5.7293919268670786e-10,2.2639086644289461e-06,2.0818516210961367e-17,4.266285684604142e-12,1.2802586259392717e-11,7.7820566576142974e-14,7.7808380326147801e-14,8.6075370260772443e-18,3.8976251521993584e-13,3.5787129691082207e-18,3.1424102271351705e-13,4.1550838790334691e-32
2.1824189700880587e-12,1.1180450815434848,9.9338591807547397e-12,6.9586507435775371e-18,6.9585884081574788e-18,1.0249471471077708e-28,6.2217331144057258e-23,0.0,0.0,1.598549939737859e-12,3.0769192490476878e-21,154.0,0.0,0.99999278719024454,1.0,18.999999997364345,4.1809261804660193e-07,1.0258204079016797e-06,1.0263136022821376e-06,1.0277978606024401e-06,1.3993214203318871e-06,2.0470480261307829e-09,1.3740581850920022e-13,5.8685861808728146e-10,2.3128113334828397e-06,2.1526626052084098e-17,4.4133009949896894e-12,1.3242149786796811e-11,8.1870324053894839e-14,8.1857451575331142e-14,9.079020706500616e-18,4.0580878210782135e-13,3.7934578572216323e-18,3.250698227687849e-13,4.6774660737752362e-32
2.2190816042021227e-12,1.1180450815429597,1.0100851153128862e-11,7.1944657321530889e-18,7.1944002058860873e-18,1.0830617097549415e-28,6.5406239955491052e-23,0.0,0.0,1.6363021212637672e-12,3.200877075864374e-21,154.0,0.0,0.99999266631428474,1.0,18.999999997281908,4.2511614234355939e-07,1.026571243386599e-06,1.0435203251320077e-06,1.0450596851225684e-06,1.4289315396874817e-06,2.1154802846875873e-09,1.397136193053748e-13,6.008207329691907e-10,2.3617512421511301e-06,2.2246261579002168e-17,4.5628063170488317e-12,1.3689075884233735e-11,8.6057930463602821e-14,8.6044346168976964e-14,9.5674337620533714e-18,4.2219758372797727e-13,4.0168608638354991e-18,3.3608203730604158e-13,5.255130023352252e-32
2.255744238316187e-12,1.118045081542427,1.026784683592717e-11,7.4342118630104523e-18,7.4341430387435831e-18,1.143504265367614e-28,6.8702304311441097e-23,0.0,0.0,1.6744147821829903e-12,3.3279224054731821e-21,154.0,0.0,0.9999925454393398,1.0,18.999999997198341,4.3213966506640045e-07,1.027265782818743e-06,1.0607259415747064e-06,1.0623214645498962e-06,1.4585625000043197e-06,2.1850070932439312e-09,1.4202141407239362e-13,6.1482358079537508e-10,2.4107255982762259e-06,2.2977407525423672e-17,4.7148016435365272e-12,1.4143361775603613e-11,9.0385675128230018e-14,9.0371352953731995e-14,1.0073073599811092e-17,4.3892914906602326e-13,4.2491008982147013e-18,3.4727766599518274e-13,5.8928634292883184e-32
2.329069506544315e-12,1.11804508154134,1.0601849333025219e-11,7.9254979009580243e-18,7.9254221521466193e-18,1.2716023632735433e-28,7.5622985945569461e-23,0.0,0.0,1.7517216163017563e-12,3.5914195560058264e-21,154.0,0.0,0.99999230369220105,1.0,18.999999997027807,4.4618670578976109e-07,1.0285025331075187e-06,1.0951338610378008e-06,1.0968448955077094e-06,1.5178808118625913e-06,2.3273385631465117e-09,1.4663698650592219e-13,6.4294409385374646e-10,2.5087675184447704e-06,2.4474169712632475e-17,5.0262622821849418e-12,1.5074001843225133e-11,9.9470732198895511e-14,9.9454854168376546e-14,1.1137222689278688e-17,4.7342139355378938e-13,4.7408078296772347e-18,3.7021916460942545e-13,7.3693353571795701e-32
2.3950622479496303e-12,1.1180450815403375,1.0902464270641071e-11,8.381100717989006e-18,8.3810183528524639e-18,1.3954315577135447e-28,8.2235844097138516e-23,0.0,0.0,1.822530792323648e-12,3.8394883032708438e-21,154.0,0.0,0.99999208612255364,1.0,18.999999996870475,4.5882903705737297e-07,1.0294622101879526e-06,1.1260972191712399e-06,1.1279158470045931e-06,1.571324078020899e-06,2.4591657228746427e-09,1.5079098346333404e-13,6.6837401036207165e-10,2.5970991067241022e-06,2.5860468577770129e-17,5.3150926048933396e-12,1.5936720580127092e-11,1.0814950521708497e-13,1.0813213300131189e-13,1.2156853756304784e-17,5.0563859640703908e-13,5.2153620167939774e-18,3.9149378685234358e-13,8.9585421870516472e-32
2.4610549893549456e-12,1.1180450815393117,1.1203091230930367e-11,8.8494417944669854e-18,8.8493524382783681e-18,1.5277097847479214e-28,8.9223438718284812e-23,0.0,0.0,1.894508209491868e-12,4.0981234870022286e-21,154.0,0.0,0.9999918685551884,1.0,18.999999996709512,4.7147136322494293e-07,1.0302962615057149e-06,1.157057015042366e-06,1.1589866789691272e-06,1.6248138469006922e-06,2.5945167353883674e-09,1.5494496443862384e-13,6.9390933374518725e-10,2.6855075594564249e-06,2.7283824702829812e-17,5.6119904411455276e-12,1.6823241943799585e-11,1.1731789030985481e-13,1.1729893205861979e-13,1.3236919747804987e-17,5.3896913209774257e-13,5.721331487153289e-18,4.1336266668788437e-13,1.0832720602988817e-31
2.527047730760261e-12,1.1180450815382625,1.1503730214236404e-11,9.3305216398382735e-18,9.3304249075381165e-18,1.6687884739389455e-28,9.6596102733456501e-23,0.0,0.0,1.9676539756108477e-12,4.367538465454451e-21,154.0,0.0,0.99999165098981402,1.0,18.999999996544936,4.8411368429249862e-07,1.0310211322630441e-06,1.1880132570511098e-06,1.1900573999379518e-06,1.6783440291955137e-06,2.7333832035975831e-09,1.5909893057318947e-13,7.1954152749831039e-10,2.7739828121905417e-06,2.8744149783001712e-17,5.9169557575260457e-12,1.7733549798026509e-11,1.2698920764368088e-13,1.2696856873254322e-13,1.4379151090569702e-17,5.7341377507870548e-13,6.2597600470452892e-18,4.3582580284182006e-13,1.3033200525423053e-31
2.5930404721655763e-12,1.1180450815371905,1.1804381220905405e-11,9.8243407635637799e-18,9.824236259759704e-18,1.8190254340355886e-28,1.0436416947277629e-22,0.0,0.0,2.0419681983750003e-12,4.6479478445888021e-21,154.0,0.0,0.99999143342617702,1.0,18.999999996376765,4.9675600026006485e-07,1.0316511125089092e-06,1.2189659535773804e-06,1.2211280177562034e-06,1.7319093336060442e-06,2.87575675041091e-09,1.6325288291597279e-13,7.4526274660195323e-10,2.8625161194274359e-06,3.024135572378485e-17,6.2299885227457565e-12,1.8667628022216155e-11,1.3717676835637742e-13,1.3715435138795524e-13,1.558527703775782e-17,6.0897318083744306e-13,6.8316913844335005e-18,4.5888319419653928e-13,1.5605967544086779e-31
2.6590332135708916e-12,1.1180450815360958,1.2105044251286293e-11,1.0330899675119139e-17,1.0330786994085448e-17,1.978784854255676e-28,1.1253797267205155e-22,0.0,0.0,2.1174509853569045e-12,4.9395674780833969e-21,154.0,0.0,0.99999121586405748,1.0,18.999999996205005,5.0939831112766296e-07,1.0321986205746982e-06,1.2499151129811156e-06,1.2521985396336403e-06,1.785505161889927e-06,3.021629018688057e-09,1.6740682243096084e-13,7.7106578140041484e-10,2.9510998811578258e-06,3.1775354640486226e-17,6.5510887074692561e-12,1.9625460511377192e-11,1.4789387456583704e-13,1.4786957937118073e-13,1.6857025670048168e-17,6.4564790154402408e-13,7.438168986253346e-18,4.8253483977833554e-13,1.8602043964787182e-31
2.725025954976207e-12,1.1180450815349783,1.240571930573044e-11,1.0850198883994818e-17,1.0850077609672096e-17,2.1484373055662308e-28,1.2112784647278491e-22,0.0,0.0,2.1941024439965028e-12,5.2426144673416156e-21,154.0,0.0,0.99999099830326388,1.0,18.999999996029683,5.2204061689531191e-07,1.0326744491204543e-06,1.2808607436023297e-06,1.283268972196169e-06,1.8391275177561163e-06,3.1709916711923033e-09,1.7156075000407467e-13,7.9694400607780465e-10,3.0397274922820701e-06,3.3346058857721419e-17,6.8802562841564506e-12,2.0607031176094761e-11,1.591538193787571e-13,1.5912754301879283e-13,1.8196123896787318e-17,6.8343839963472771e-13,8.0802360674468159e-18,5.0678073874573734e-13,2.2077890250242647e-31
2.7910186963815223e-12,1.1180450815338379,1.2706406384591455e-11,1.1382238899696212e-17,1.138210860569094e-17,2.3283597419619977e-28,1.3014412542218451e-22,0.0,0.0,2.2719226815912294e-12,5.5573071614991756e-21,154.0,0.0,0.99999078074363013,1.0,18.999999995850807,5.34682917563028e-07,1.0330879789608247e-06,1.311802853761163e-06,1.3143393215332162e-06,1.8927729276897021e-06,3.3238363905430923e-09,1.75714666449507e-13,8.2289133128555548e-10,3.1283932117488373e-06,3.4953380908915712e-17,7.2174912269168688e-12,2.1612323942506463e-11,1.7096988689935286e-13,1.7094152366638565e-13,1.9604297457134017e-17,7.2234505961689229e-13,8.7589355100315706e-18,5.3162089037877929e-13,2.6095826957220611e-31
2.8570114377868376e-12,1.1180450815326752,1.3007105488224984e-11,1.1927020231743746e-17,1.1926880481327886e-17,2.5189355017420824e-28,1.395971444731746e-22,0.0,0.0,2.3509118052870004e-12,5.8838651574298598e-21,154.0,0.0,0.99999056318501189,1.0,18.999999995668393,5.4732521313082659e-07,1.0334473635451967e-06,1.3427414517579329e-06,1.3454095932411505e-06,1.9464383726428645e-06,3.4801548791687423e-09,1.7986857251552489e-13,8.4890216072467188e-10,3.2170920496534075e-06,3.6597233535806679e-17,7.562793511376166e-12,2.2641322752278406e-11,1.8335535223805711e-13,1.8332479365732466e-13,2.1083270921200416e-17,7.6236819825364511e-13,9.4753098112353449e-18,5.5705529406916768e-13,3.0724478053135298e-31
2.923004179192153e-12,1.1180450815314893,1.3307816616988519e-11,1.2484543389672941e-17,1.2484393735783552e-17,2.7205543087846652e-28,1.4949723898440653e-22,0.0,0.0,2.4310699220699922e-12,6.2225092997500874e-21,154.0,0.0,0.99999034562728328,1.0,18.999999995482455,5.5996750359871994e-07,1.0337596891429736e-06,1.3736765458731783e-06,1.3764797924631738e-06,2.0001212287216941e-06,3.6399388592592677e-09,1.8402246888980273e-13,8.7497135125425494e-10,3.3058196692044054e-06,3.8277529687948656e-17,7.9161631145534499e-12,2.3694011562581196e-11,1.9632348152020617e-13,1.9629061635147598e-13,2.2634767691190223e-17,8.0350807340737003e-13,1.0230401039024941e-17,5.8308394931124616e-13,3.6039235850784469e-31
2.9889969205974682e-12,1.1180450815302816,1.360853977124124e-11,1.3054808883034504e-17,1.3054648868273326e-17,2.9336122738197826e-28,1.5985474472026889e-22,0.0,0.0,2.5123971387591273e-12,6.5734616808224165e-21,154.0,0.0,0.99999012807033527,1.0,18.999999995293006,5.7260978896672004e-07,1.0340311143370716e-06,1.4046081443677109e-06,1.4075499239259995e-06,2.0538192155347358e-06,3.8031800727193126e-09,1.8817635620432988e-13,9.0109417621361006e-10,3.3945723013538839e-06,3.9994182522217259e-17,8.2776000147484997e-12,2.4770374346066068e-11,2.0988753189471256e-13,2.0985224613391614e-13,2.4260510002533984e-17,8.4576489174082698e-13,1.1025250793849103e-17,6.0970685569368775e-13,4.2122748052394489e-31
3.0549896620027836e-12,1.1180450815290512,1.3909274951343855e-11,1.3637817221394382e-17,1.3637646378027464e-17,3.1585118957001394e-28,1.7067999785089876e-22,0.0,0.0,2.594893561999217e-12,6.9369456407580923e-21,154.0,0.0,0.99998991051407327,1.0,18.999999995100058,5.8525206923483673e-07,1.034266991626985e-06,1.4355362554826622e-06,1.4386199919735935e-06,2.107530351165973e-06,3.9698702811211958e-09,1.9233023503991999e-13,9.2726629168410153e-10,3.4833466703763383e-06,4.174710540231538e-17,8.6471041914380128e-12,2.5870395090840874e-11,2.2406075154272432e-13,2.2402292842362362e-13,2.5962218925021699e-17,8.8913881543058258e-13,1.1860900175699652e-17,6.3692401289185386e-13,4.9065427354478848e-31
3.120982403408099e-12,1.1180450815277991,1.4210022157658452e-11,1.4233568914333843e-17,1.4233386764291121e-17,3.3956620626699119e-28,1.8198333495219232e-22,0.0,0.0,2.6785592982546956e-12,7.3131857674187116e-21,154.0,0.0,0.99998969295841467,1.0,18.999999994903625,5.9789434440307942e-07,1.034471973113692e-06,1.4664608874395315e-06,1.4696900005981808e-06,2.1612529130419744e-06,4.1400012656580763e-09,1.9648410593035435e-13,9.5348370548222703e-10,3.5721399291896265e-06,4.3536211898281608e-17,9.0246756251802819e-12,2.699405780044624e-11,2.3885637968627118e-13,2.3881589968215135e-13,2.7741614363932902e-17,9.336299680016335e-13,1.2738389755872832e-17,6.647354206607713e-13,5.696598416495185e-31
3.1869751448134142e-12,1.1180450815265246,1.451078139054836e-11,1.4842064471449508e-17,1.4841870526324419e-17,3.6454780536315356e-28,1.9377509300581572e-22,0.0,0.0,2.7633944538039259e-12,7.7024078964170641e-21,154.0,0.0,0.9999894754032872,1.0,18.999999994703707,6.1053661447145585e-07,1.0346501021851892e-06,1.497382048440232e-06,1.5007599534687307e-06,2.2149854039826951e-06,4.313564827097211e-09,2.0063796936619539e-13,9.7974274867542495e-10,3.6609496032434932e-06,4.536141578599791e-17,9.4103142975275751e-12,2.8141346493831664e-11,2.5428764659689664e-13,2.5424438742228273e-13,2.960041506116424e-17,9.792384393891562e-13,1.3658759552829562e-17,6.9314107882868102e-13,6.5931982941175017e-31
3.2529678862187296e-12,1.1180450815252276,1.4811552650378062e-11,1.5463304402353415e-17,1.5463098163402497e-17,3.9083815394104483e-28,2.0606560939921617e-22,0.0,0.0,2.8493991347340073e-12,8.1048391111172641e-21,154.0,0.0,0.99998925784862958,1.0,18.999999994500335,6.2317887943997364e-07,1.0348048930887063e-06,1.5282997466671394e-06,1.5318298539571253e-06,2.2687265227375961e-06,4.4905527857333447e-09,2.0479182579828376e-13,1.0060400494138724e-09,3.7497735418214298e-06,4.7222631046699175e-17,9.8040201909456925e-12,2.9312245205331674e-11,2.7036777360427788e-13,2.7032161021666993e-13,3.1540338596354773e-17,1.0259642903315078e-12,1.4623049011561884e-17,7.221409872911106e-13,7.6080422640916617e-31
3.318960627624045e-12,1.1180450815239087,1.5112335937513049e-11,1.6097289216673068e-17,1.6097070174815561e-17,4.1848005840177883e-28,2.1886522192563273e-22,0.0,0.0,2.9365734469360607e-12,8.5207077426341891e-21,154.0,0.0,0.99998904029438707,1.0,18.999999994293507,6.3582113930863926e-07,1.0349394001153278e-06,1.5592139902831394e-06,1.5628997051622108e-06,2.3224751383680557e-06,4.6709569813422022e-09,2.0894567564095048e-13,1.0323725088799824e-09,3.8386098756997402e-06,4.9119771866485296e-17,1.0205793288740003e-11,3.0506737984642032e-11,2.8710997310483078e-13,2.8706077770645679e-13,3.3563101388008916e-17,1.073807556189753e-12,1.563229698592751e-17,7.5173514600542811e-13,8.7538341759348834e-31
