Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310)
4.200931306306165e-09,0.3478081499799141,7.429086392933593e-09,1.5824632173120587e-11,1.5185375983010296e-11,1.0409202808800725e-15,6.5581255350966672e-13,0.0,0.0,5.6187041791601444e-06,7.0334625384810188e-09,154.0,0.0,0.99329211968420406,1.0,18.99944573527571,0.00033501696748254882,1.9586025012276058e-07,0.0018556795666285172,0.0024029105537007999,0.00061542076624820528,0.0005389963640273041,1.3377887953931975e-09,8.7271059495183487e-06,0.00088878844788983519,7.1236020161150152e-12,4.0623539380395858e-05,1.3815125891253254e-06,1.550216869401355e-05,1.5489306793956823e-05,7.8599764445264935e-09,5.2954622248068407e-08,4.9237780767828546e-09,3.6816861749969411e-06,1.2788009627755498e-11,1.3126973875116448e-11,1.3157784203675682e-11,9.0137211275618423e-07,1.0505027939832068e-10,7.8355299043963737e-14,4.8825381716643429e-15
4.3326796213696936e-09,0.34780811794029015,7.8108903567659406e-09,1.7142637961699637e-11,1.643006894246963e-11,1.1998277012203892e-15,7.3169824472099987e-13,0.0,0.0,5.9743436810410558e-06,7.9519018038132521e-09,154.0,0.0,0.9930818834752394,1.0,18.999428235379526,0.00034544542653993976,1.9582182362958597e-07,0.0019127555443527791,0.002477583314450596,0.00063464964145569351,0.00055578053290335043,1.3793607287582483e-09,8.9983682628165859e-06,0.00091657581986717869,7.345428633539232e-12,4.3197737418099043e-05,1.4259406416378905e-06,1.6524411287865168e-05,1.6510692900530375e-05,8.3782857596902388e-09,5.50676066926684e-08,5.2485007935412862e-09,3.9390056240054828e-06,1.4961887746571522e-11,1.5400589867043448e-11,1.5437913167372456e-11,9.883930200599365e-07,1.1271434263207221e-10,8.079079597269246e-14,5.2112432466334636e-15
4.464427936433222e-09,0.3478080859897682,8.2000379648149623e-09,1.8527337923053903e-11,1.7735566028209752e-11,1.3771723601618863e-15,8.1377947117711623e-13,0.0,0.0,6.3407453406110799e-06,8.9571622036175379e-09,154.0,0.0,0.99287165783381293,1.0,18.999410737122307,0.00035586914137776998,1.9578339851342176e-07,0.0019697714133953539,0.0025522123222413672,0.00065387400459581964,0.00057254695976252461,1.4209082341135489e-09,9.2694711857683494e-06,0.00094435773792729181,7.5670207650252465e-12,4.5850126864336083e-05,1.4703220882955317e-06,1.7578990884506886e-05,1.7564387557659301e-05,8.9129901801034197e-09,5.7183373124910526e-08,5.5834961852381667e-09,4.2063591591219997e-06,1.7418557113399102e-11,1.7978369735638525e-11,1.8023314270084338e-11,1.0808006801355825e-06,1.2068944565836298e-10,8.3224861833852646e-14,5.5523653002105296e-15
4.596176251496751e-09,0.3478080541280618,8.5963985987097399e-09,1.9979992662953815e-11,1.9102847820808665e-11,1.5744514353570957e-15,9.0236191998179209e-13,0.0,0.0,6.7178941670063894e-06,1.0054499610580498e-08,154.0,0.0,0.99266144297070735,1.0,18.999393240403933,0.00036628811325524539,1.9574497481585869e-07,0.0020267270159517225,0.0026267974031310036,0.00067309385597836495,0.00058929559835234791,1.4624312146522334e-09,9.5404140866881751e-06,0.00097213420271619066,7.7883777992809671e-12,4.8580628439048398e-05,1.5146568058932451e-06,1.8665873499137352e-05,1.865035663855884e-05,9.4640723460721547e-09,5.9301509631435159e-08,5.9287533749555168e-09,4.483869443011926e-06,2.0184124783602257e-11,2.0889742094703738e-11,2.0943561866116387e-11,1.1787518591600683e-06,1.2897947229505745e-10,8.5657490955930268e-14,5.9060559350805959e-15
4.72792456656028e-09,0.34780802235488495,8.999843733512886e-09,2.1501840465548479e-11,2.0532868453172327e-11,1.7932332309396398e-15,9.9775670494749376e-13,0.0,0.0,7.1057749765927431e-06,1.1249318049664985e-08,154.0,0.0,0.99245123909640576,1.0,18.999375745124592,0.00037670234343349597,1.957065525784296e-07,0.0020836221948440222,0.0027013383835668534,0.00069230919591718493,0.00060602640260477381,1.5039295737839172e-09,9.8111963353030499e-06,0.00099990521483266331,8.0094991274517206e-12,5.1389162710915392e-05,1.5589446717154393e-06,1.9785025057408837e-05,1.9768565916743837e-05,1.0031514847337503e-08,6.1421657326091557e-08,6.2842614540928583e-09,4.7716589110684819e-06,2.3286163135341808e-11,2.4165955016198284e-11,2.4230063634554638e-11,1.2824028776435006e-06,1.3758829924415323e-10,8.8088677680092585e-14,6.2724664722767959e-15
4.859672881623809e-09,0.347807990669952,9.4102469035723223e-09,2.3094097653659835e-11,2.2026556104850005e-11,2.0351580967835345e-15,1.1002802553535933e-12,0.0,0.0,7.5043723937438218e-06,1.2547169110867485e-08,154.0,0.0,0.99224104642108768,1.0,18.999358251184763,0.00038711183317557312,1.9566813184260813e-07,0.0021404567935224702,0.0027758350903874132,0.0007115200247302029,0.00062273932663660684,1.545403215135614e-09,1.0081817302758388e-05,0.0010276707748350952,8.2303841431259004e-12,5.4275650097982077e-05,1.60318556353429e-06,2.0936411395784298e-05,2.0918981066117141e-05,1.0615300223119745e-08,6.3543503515531886e-08,6.6500094823949476e-09,5.0698497701350451e-06,2.6753739386230065e-11,2.7840128020082925e-11,2.7916113412225272e-11,1.3919096091179663e-06,1.465197960512811e-10,9.0518416360242682e-14,6.6517479496016351e-15
4.991421196687338e-09,0.34780795907297757,9.8274836689344608e-09,2.4757958943163365e-11,2.358481348811294e-11,2.3019393067740297e-15,1.2102542064660202e-12,0.0,0.0,7.9136708516251107e-06,1.3953751356850281e-08,154.0,0.0,0.99203086515462946,1.0,18.99934075848525,0.00039751658374644549,1.9562971264980805e-07,0.0021972306560667813,0.002850287350824026,0.00073072634273940403,0.00063943432474991612,1.5868520425526595e-09,1.0352276361624274e-05,0.0010554308832474142,8.4510322423405776e-12,5.7240010868287506e-05,1.6473793596088804e-06,2.2119998261894547e-05,2.2101567661060381e-05,1.1215410962164013e-08,6.5666775744492058e-08,7.0259864879803628e-09,5.3785639972317815e-06,3.0617444363550207e-11,3.1947303830593124e-11,3.2036943816740856e-11,1.5074274788373796e-06,1.5577782506530406e-10,9.2946701363074423e-14,7.0440511200535924e-15
5.123169511750867e-09,0.34780792756367696,1.0251431582310311e-08,2.6494597791544478e-11,2.5208518325919795e-11,2.5953638970167057e-15,1.3280052917953268e-12,0.0,0.0,8.3336545929833332e-06,1.5474909725486914e-08,154.0,0.0,0.9918206955066009,1.0,18.99932326692716,0.00040791659641299481,1.9559129504138418e-07,0.0022539436271875614,0.0029246949925025509,0.00074992815027083014,0.00065611135143244404,1.628275960099701e-09,1.0622572885901721e-05,0.0010831855405642635,8.6714428235866206e-12,6.0282165140494544e-05,1.6915259386868898e-06,2.3335751314893752e-05,2.3316291176525401e-05,1.1831829502786419e-08,6.7791236616333013e-08,7.4121814673703979e-09,5.6979233382865867e-06,3.4909420539640722e-11,3.6524499898191786e-11,3.6629778658802889e-11,1.6291114624883893e-06,1.653662413980272e-10,9.5373527068128745e-14,7.4495264502591069e-15
5.2549178268143955e-09,0.3478078961417653,1.0681970156585379e-08,2.8305166740727034e-11,2.689852382190254e-11,2.9172934649509142e-15,1.4538652370677854e-12,0.0,0.0,8.7643076709413155e-06,1.7116634927365829e-08,154.0,0.0,0.99161053768626306,1.0,18.999305776411902,0.00041831187244401323,1.9555287905863095e-07,0.0023105955522276936,0.0029990578434450463,0.00076912544765457265,0.00067277036135801258,1.6696748720616125e-09,1.0892706251028574e-05,0.001110934747255498,8.8916152878141608e-12,6.3402032884520587e-05,1.7356251800070194e-06,2.4583636125814803e-05,2.4563116988128012e-05,1.2464538232921053e-08,6.9916679286246172e-08,7.8085833855185161e-09,6.0280493068703827e-06,3.9663389344994028e-11,4.1610759686691583e-11,4.1733885143140511e-11,1.7571160849123697e-06,1.752888928840507e-10,9.7798887867847997e-14,7.8683241189098756e-15
5.386666141877924e-09,0.34780786480695836,1.1118980832863661e-08,3.0190797754277168e-11,2.8655659122515452e-11,3.2696649303767922e-15,1.588170655882181e-12,0.0,0.0,9.2056139497983126e-06,1.8885062838303465e-08,154.0,0.0,0.99140039190256757,1.0,18.999288286841182,0.00042870241311019849,1.9551446474278183e-07,0.0023671862771637085,0.0030733757320714266,0.00078831823522476641,0.00068941130938692387,1.7110486829443791e-09,1.1162675833885597e-05,0.0011386785037701024,9.1115490384381417e-12,6.6599533922169542e-05,1.7796769633003156e-06,2.5863618177926728e-05,2.5842010372246008e-05,1.311351949016924e-08,7.2042923533068013e-08,8.2151811758412068e-09,6.3690631829367661e-06,4.4914677772426738e-11,4.7247203725291432e-11,4.739062585769302e-11,1.891595418838492e-06,1.8554962004077451e-10,1.0022277816762905e-13,8.3005940152055151e-15
5.518414456941453e-09,0.3478078335589725,1.1562346949036588e-08,3.2152602549078358e-11,3.0480729771480456e-11,3.6544912593447537e-15,1.7312629470269189e-12,0.0,0.0,9.6575571058356702e-06,2.0786473886914554e-08,154.0,0.0,0.99119025836415409,1.0,18.999270798117042,0.00043908821968415105,1.9547605213501028e-07,0.0024237156486071397,0.0031476484872011222,0.00080750651331958523,0.00070603415056635834,1.7523972974760908e-09,1.1432481012802716e-05,0.0011664168105396126,9.3312434813432149e-12,6.987458792776454e-05,1.823681168790552e-06,2.7175662867093741e-05,2.7152936506121116e-05,1.3778755561851104e-08,7.4169812332756789e-08,8.6319637402502785e-09,6.7210860115660993e-06,5.0700244284776147e-11,5.3477080425116874e-11,5.3643510550505188e-11,2.0327030836278957e-06,1.9615225602854362e-10,1.0264519238587923e-13,8.7464857373018092e-15
5.650162772004982e-09,0.34780780239752374,1.201195370886842e-08,3.4191672921567746e-11,3.2374518156653065e-11,4.0738621518013204e-15,1.8834881934338123e-12,0.0,0.0,1.0120120628127834e-05,2.2827292437283929e-08,154.0,0.0,0.99098013727934842,1.0,18.999253310141807,0.00044946929344036985,1.9543764127642809e-07,0.0024801835138058711,0.0032218759380547323,0.00082669028228123337,0.00072263884013076709,1.7937206206078605e-09,1.1702121167564864e-05,0.0011941496679810897,9.5506980248889802e-12,7.32271144287822e-05,1.8676376771948192e-06,2.8519735502134805e-05,2.8495860467963782e-05,1.4460228685058167e-08,7.6297208871172643e-08,9.058919949185833e-09,7.0842386017140264e-06,5.705870403776083e-11,6.0345816659725451e-11,6.0538247693691428e-11,2.1805922440289708e-06,2.0710062661092463e-10,1.0506612495407081e-13,9.206148590764419e-15
5.781911087068511e-09,0.347807771322329,1.246768815158982e-08,3.6309081068620604e-11,3.4337783949429106e-11,4.5299446938522622e-15,2.0451970627456885e-12,0.0,0.0,1.0593287819358617e-05,2.5014086166783344e-08,154.0,0.0,0.99077002885616083,1.0,18.999235822818118,0.00045984563565524856,1.9539923220808511e-07,0.0025365897206454588,0.0032960579142556614,0.00084586954245594135,0.00073922533350226176,1.8350185575146576e-09,1.1971595679417877e-05,0.0012218770764997153,9.769912079915515e-12,7.6657032806487502e-05,1.9115463697247436e-06,2.9895801305183459e-05,2.9870747237060355e-05,1.5157921046707197e-08,7.842499394234671e-08,9.4960386416499982e-09,7.4586415249644879e-06,6.403035342924788e-11,6.7901068108996157e-11,6.8122795833787625e-11,2.3354156089437865e-06,2.1839855011511644e-10,1.0748557031679216e-13,9.679731587027986e-15
5.91365940213204e-09,0.3478077403331053,1.2929439121991375e-08,3.8505879903170171e-11,3.6371264536813456e-11,5.0249839754991643e-15,2.2167447094746653e-12,0.0,0.0,1.1077041796642713e-05,2.7353565439078274e-08,154.0,0.0,0.9905599333022842,1.0,18.999218336048941,0.00047021724760707172,1.9536082497097009e-07,0.0025929341176504517,0.0033701942458317542,0.00086504429419395883,0.00075579358629099909,1.8762910135963122e-09,1.2240903931074745e-05,0.0012495990364910471,9.9888850597480297e-12,8.0164262296569989e-05,1.9554071280878614e-06,3.1303825412048059e-05,3.1277561693883062e-05,1.5871814783595955e-08,8.0553063683047948e-08,9.9433086252418242e-09,7.8444151142872435e-06,7.1657193986239977e-11,7.6192769365887808e-11,7.6447414727868027e-11,2.4973254302056608e-06,2.3004983739250358e-10,1.099035229318031e-13,1.0167383441861026e-14
6.0454077171955685e-09,0.34780770942957034,1.3397097241008679e-08,4.0783103364651046e-11,3.8475675446271951e-11,5.5613036746989699e-15,2.3984906787277639e-12,0.0,0.0,1.1571365492352361e-05,2.985258267237138e-08,154.0,0.0,0.99034985082509186,1.0,18.999200849737537,0.00048058413057601137,1.9532241960600926e-07,0.0026492165539856909,0.0034442847632169269,0.00088421453784954802,0.00077234355429556245,1.917537894478431e-09,1.2510045306721364e-05,0.0012773155483429824,1.0207616380201863e-11,8.3748721989780744e-05,1.9992198344887008e-06,3.2743772872573186e-05,3.2716268620203192e-05,1.6601891982460069e-08,8.2681327599215081e-08,1.0400718676192956e-08,8.241679462799968e-06,7.9982955600917115e-11,8.5273183805604436e-11,8.5564716264851905e-11,2.6664735013679063e-06,2.4205829177935594e-10,1.1231997727008952e-13,1.0669252573836468e-14
6.177156032259097e-09,0.34780767861144163,1.387055487679089e-08,4.3141766724352341e-11,4.0651710763486421e-11,6.1413066085784389e-15,2.590798811476845e-12,0.0,0.0,1.2076241654949187e-05,3.2518131702929355e-08,154.0,0.0,0.99013978163163596,1.0,18.999183363787488,0.00049094628584412259,1.9528401615406512e-07,0.0027054368794575973,0.0035183292972527794,0.00090338027378097777,0.00078887519350333724,1.9587591060131924e-09,1.2779019192022284e-05,0.0013050266124374709,1.0426105459588032e-11,8.7410330832570694e-05,2.0429843716296241e-06,3.4215608651001991e-05,3.4186832699207521e-05,1.7348134680031469e-08,8.4809706845779241e-08,1.0868257539404237e-08,8.6505544225349206e-06,8.9053119126887505e-11,9.5196953216714467e-11,9.5529715171433068e-11,2.8430111565037508e-06,2.5442770905767264e-10,1.1473492781591299e-13,1.118548710280759e-14
6.440652662386156e-09,0.347807617230277,1.4834446738220179e-08,4.8107382667635292e-11,4.5221326195524193e-11,7.4423721485565848e-15,3.0085778566693606e-12,0.0,0.0,1.3117581460136848e-05,3.8377503728016492e-08,154.0,0.0,0.98971968392252585,1.0,18.999148392587337,0.00051165641841547347,1.9520721515236656e-07,0.0028176906002525745,0.0036662797406909779,0.00094169822392443177,0.00082188331042430402,2.0411241455880996e-09,1.331646204167513e-05,0.0013604323988604357,1.0862354580906435e-11,9.4964671035028698e-05,2.1303684714359527e-06,3.7254804592716155e-05,3.722339055581814e-05,1.8889044468572997e-08,8.9066545867193433e-08,1.1833676525786818e-08,9.503614371017712e-06,1.0961745976811239e-10,1.1780531168946685e-10,1.1823518036746313e-10,3.218858250494883e-06,2.8026457741176707e-10,1.195602955339208e-13,1.2261643328463672e-14
6.677799629500508e-09,0.34780756227649534,1.5720738775519317e-08,5.2864774961120465e-11,4.9585473990138351e-11,8.7884708431108655e-15,3.4244363420653946e-12,0.0,0.0,1.409069991837305e-05,4.4293512137664496e-08,154.0,0.0,0.98934164348521381,1.0,18.999116918782139,0.00053027938189285635,1.9513810120200161e-07,0.0029185050362541122,0.0037992761881374681,0.00097616896631288119,0.00085152749351233238,2.1151639522190758e-09,1.3799581656853487e-05,0.0014102789790692073,1.1254144541398325e-11,0.00010202661124775791,2.2088482558893695e-06,4.0098785768987916e-05,4.0064887776495121e-05,2.0330968054701763e-08,9.2897493973290768e-08,1.2737080600181855e-08,1.0312273991199645e-05,1.3116409762697793e-10,1.4163571244897357e-10,1.4217210887892344e-10,3.583901746334688e-06,3.0479017525887061e-10,1.2389792844972743e-13,1.3280793357993033e-14
6.910478932718915e-09,0.34780750862270726,1.6607047881239654e-08,5.7803511934811112e-11,5.4102510799621682e-11,1.0286552251925395e-14,3.8713880004784709e-12,0.0,0.0,1.5078447280739731e-05,5.0734131030644866e-08,154.0,0.0,0.98897076997348476,1.0,18.999086037616642,0.0005485366350720766,1.9507029594207618e-07,0.0030172223824139551,0.0039296197512618597,0.0010099761174824366,0.0008805548303211136,2.1877266638405664e-09,1.4273063047460955e-05,0.0014591693391386306,1.1637782002675214e-11,0.00010919722537151796,2.2856961099278633e-06,4.2989073316579253e-05,4.2952635187499039e-05,2.1796359259763274e-08,9.6655824130744881e-08,1.3655189937124632e-08,1.1144057645001565e-05,1.5541438804420105e-10,1.6860707199083783e-10,1.6926848162813115e-10,3.9675996607560743e-06,3.3004730921097762e-10,1.281490256943789e-13,1.4328200503367852e-14
7.1431582359373214e-09,0.3478074552295571,1.7509371849756374e-08,6.3015668164609807e-11,5.8855581586058297e-11,1.197637705058371e-14,4.359049969112593e-12,0.0,0.0,1.6098741071567882e-05,5.7848297632107623e-08,154.0,0.0,0.98859994210966629,1.0,18.999055155627982,0.00056677916861574387,1.9500249748090303e-07,0.0031157429746959927,0.0040598164568084035,0.0010437692163853454,0.00090952411172870874,2.2602074006544152e-09,1.4746009558709358e-05,0.001508042714900951,1.2020652179414358e-11,0.00011660680213057342,2.362391357383301e-06,4.5978098683510906e-05,4.593901638791088e-05,2.3311800038430374e-08,1.0041352488649878e-07,1.4604658825082819e-08,1.2014491123921402e-05,1.8305935428551495e-10,1.9952462438310835e-10,2.0033438958032137e-10,4.3774094389691441e-06,3.5650745215252316e-10,1.3239532058731419e-13,1.5423424214396252e-14
7.375837539155728e-09,0.34780740209550676,1.842718888752232e-08,6.8506075936454862e-11,6.3847648826487943e-11,1.3874735127052945e-14,4.8895968811027054e-12,0.0,0.0,1.7151478374104752e-05,6.5680601682024536e-08,154.0,0.0,0.98822916101989888,1.0,18.999024272298787,0.00058500698966783174,1.9493470604076559e-07,0.0032140660140883718,0.0041898653911238469,0.0010775482651693338,0.00093843510362802494,2.3326056541417472e-09,1.5218417872396344e-05,0.0015568991084192996,1.2402751977558213e-11,0.00012425488884456961,2.4389333741057129e-06,4.9065665196852759e-05,4.90238325409401e-05,2.4877189261930618e-08,1.0417045054134751e-07,1.5585423900603751e-08,1.2924223842970683e-05,2.1443025735949098e-10,2.3480315187082925e-10,2.3578796582572441e-10,4.8141443644524932e-06,3.8419117495393577e-10,1.36636783336442e-13,1.6567267040751525e-14
7.608516842374135e-09,0.3478073492190212,1.9359991786916441e-08,7.4279411384246401e-11,6.9081501174487213e-11,1.5999222187701159e-14,5.4652372527343613e-12,0.0,0.0,1.8236554560257917e-05,7.4276948790969802e-08,154.0,0.0,0.98785842782703492,1.0,18.99899338711478,0.00060322010539027823,1.9486692184330547e-07,0.0033121907079311352,0.0043197656446642236,0.001111313266020518,0.00096728757378102459,2.4049209180685936e-09,1.5690284685228374e-05,0.0016057385217798717,1.2784078327751446e-11,0.00013214103148770438,2.5153215408747399e-06,5.2251575384108487e-05,5.2206883862590418e-05,2.649242532102554e-08,1.0792648693273825e-07,1.6597421499188943e-08,1.3873902761996486e-05,2.4987716058904621e-10,2.748849679346729e-10,2.7607522040241453e-10,5.278613146939184e-06,4.1311897150769009e-10,1.408733842835279e-13,1.7760528490392552e-14
7.841196145592543e-09,0.3478072965985694,2.0307287509534267e-08,8.0340198890116729e-11,7.4559759457025194e-11,1.8368244022244223e-14,6.0882121155940456e-12,0.0,0.0,1.9353863305772805e-05,8.368454869104238e-08,154.0,0.0,0.98748774365061076,1.0,18.998962499564762,0.00062141852296291602,1.9479914510951635e-07,0.0034101162699357703,0.00444951631202115,0.001145064221163292,0.0009960812918244407,2.4771526885005797e-09,1.6161606708916569e-05,0.0016545609570987755,1.3164628185416467e-11,0.00014026477469986505,2.5915552434153124e-06,5.5535630979565021e-05,5.5487969624163518e-05,2.8157406127275319e-08,1.116815444147697e-07,1.7640587656086462e-08,1.4864172365369792e-05,2.8976921173309059e-10,3.2024072591297268e-10,3.2167087141777985e-10,5.7716199038604083e-06,4.4331125808294841e-10,1.4510509390505509e-13,1.9004005004468019e-14
8.07387544881095e-09,0.34780724423262405,2.1268596782037019e-08,8.6692815352522938e-11,8.0284882486675029e-11,2.1001019996177797e-14,6.7607936897965192e-12,0.0,0.0,2.0503296605553053e-05,9.3951903355659101e-08,154.0,0.0,0.98711710960681531,1.0,18.998931609140655,0.0006396022495834035,1.9473137605973857e-07,0.0035078419202042958,0.0045791164919478707,0.0011788011328602104,0.0010248160292753627,2.5493004638174938e-09,1.6632380670271803e-05,0.0017033664165270776,1.354439853082727e-11,0.00014862566179779305,2.6676338724128952e-06,5.8917632930662429e-05,5.8866888154845542e-05,2.9872029114345832e-08,1.1543555264786119e-07,1.8714858107109811e-08,1.5895674641830864e-05,3.344949085631193e-10,3.7137021996647683e-10,3.7307916918515838e-10,6.293964142145416e-06,4.7478837268511362e-10,1.4933188281307811e-13,2.0298489932415023e-14
8.306554752029358e-09,0.3478071921196616,2.2243453703795631e-08,9.3341494330209991e-11,8.6259172700355996e-11,2.3917585830211018e-14,7.4852840959345347e-12,0.0,0.0,2.1684744789116707e-05,1.0512879499467045e-07,154.0,0.0,0.98674652680846231,1.0,18.998900715337488,0.00065777129246715285,1.9466361491365307e-07,0.0036053668852479227,0.004708565287385026,0.0012125240034118723,0.0010534915595366971,2.6213637447276915e-09,1.7102603311298658e-05,0.0017521549022546585,1.3923386369181602e-11,0.00015722323478627436,2.743556823528065e-06,6.2397381404383641e-05,6.2343436844372805e-05,3.1636191239355971e-08,1.1918845657309714e-07,1.9820168289482095e-08,1.6969049064489643e-05,3.8446234891515977e-10,4.2880317855916843e-10,4.3083471352401858e-10,6.8464407403690541e-06,5.0757057442023646e-10,1.5355372175606647e-13,2.1644773507249249e-14
8.539234055247765e-09,0.347807140258162,2.3231405365631365e-08,1.0029033006940042e-10,9.2484781634815057e-11,2.7138795721663831e-14,8.2640141036106171e-12,0.0,0.0,2.2898096536181735e-05,1.172662739308304e-07,154.0,0.0,0.98637599636495954,1.0,18.998869817653397,0.00067592565884726111,1.9459586189027539e-07,0.0037026903980052848,0.0048378618054861948,0.0012462328351568047,0.0010821076579024976,2.6933420342823817e-09,1.7572271389288674e-05,0.0018009264165133267,1.4301588730671395e-11,0.00016605703436935483,2.8193234974107469e-06,6.5974675793662447e-05,6.5917412145773225e-05,3.3449788984263505e-08,1.2294021312434385e-07,2.0956453342704291e-08,1.8084932570979551e-05,4.4009946614818501e-10,4.931000506081498e-10,4.9550326435386323e-10,7.4298399312391264e-06,5.4167804286421988e-10,1.5777058161974176e-13,2.3043642821045029e-14
8.771913358466172e-09,0.34780708864660914,2.4232011479385885e-08,1.0754328141703184e-10,9.8963715242730133e-11,3.0686323834127176e-14,9.0993419157998131e-12,0.0,0.0,2.4143238892378511e-05,1.3041664635971182e-07,154.0,0.0,0.98600551938228154,1.0,18.99883891558969,0.00069406535597443667,1.9452811720795038e-07,0.0037998116978602502,0.004967005157643139,0.0012799276304713417,0.0011106641015631764,2.7652348378897436e-09,1.8041381676912459e-05,0.0018496809615793112,1.4679002670551663e-11,0.00017512659996157955,2.8949332997143217e-06,6.9649314723809334e-05,6.9588609578182241e-05,3.5312718357289068e-08,1.2669078856707901e-07,2.2123648109447463e-08,1.9243959543766823e-05,5.0185425036689895e-10,5.6485278425601439e-10,5.6768254553166187e-10,8.0449472844251663e-06,5.7713087743688734e-10,1.6198243342790485e-13,2.4495881800607691e-14
9.00459266168458e-09,0.34780703728349094,2.5244844018210757e-08,1.1510417562120705e-10,1.0569783905101102e-10,3.4582665170615073e-14,9.9936519887896047e-12,0.0,0.0,2.5420057285088613e-05,1.4463346199373114e-07,154.0,0.0,0.98563509696294005,1.0,18.998808008650762,0.00071219039111692945,1.944603810843465e-07,0.0038967300306592834,0.0050959944595108213,0.0013136083917695072,0.001139160669610579,2.8370416633289068e-09,1.8509930962310912e-05,0.0018984185397751335,1.5055625269207558e-11,0.00018443146969925574,2.9703856411094365e-06,7.342109605895536e-05,7.3356823729733451e-05,3.7224874894377963e-08,1.3044015644966055e-07,2.3321687136468583e-08,2.0446761790619098e-05,5.7019495555803953e-10,6.4468559814629592e-10,6.4800304181673992e-10,8.6925436897335837e-06,6.1394909678102898e-10,1.6618924834325472e-13,2.6002271183342843e-14
9.237271964902987e-09,0.3478069861672988,2.6269486867324308e-08,1.2297671202151826e-10,1.1268888316496036e-10,3.8851135853873789e-14,1.0949353886972536e-11,0.0,0.0,2.6728435539407571e-05,1.5997150159233063e-07,154.0,0.0,0.98526473020595629,1.0,18.998777096344192,0.00073030077156045639,1.9439265373644996e-07,0.003993444648728391,0.005224828831032138,0.0013472751215028941,0.0011675971430429406,2.9087620207637951e-09,1.8977916049185567e-05,0.0019471391534709801,1.5431453632219865e-11,0.00019397118045173974,3.0456799372973622e-06,7.7289816908513421e-05,7.7221848260523073e-05,3.9186153660699857e-08,1.3418829605683382e-07,2.4550504675550207e-08,2.1693968525235429e-05,6.4561029297803679e-10,7.3325574515271923e-10,7.3712878891040513e-10,9.3734053406308822e-06,6.5215263814650429e-10,1.7039099766819968e-13,2.7563588493325519e-14
9.469951268121395e-09,0.3478069352965285,2.7305535484854358e-08,1.3116446563326342e-10,1.1993844712385077e-10,4.3515872845378553e-14,1.1968881171343558e-11,0.0,0.0,2.8068255894228079e-05,1.7648676438167511e-07,154.0,0.0,0.98489442020683227,1.0,18.998746178180699,0.00074839650460812983,1.9432493538055935e-07,0.0040899548108896209,0.0053535073964623859,0.0013809278221605405,0.0011959733047697068,2.9803954227568052e-09,1.9445333756887834e-05,0.001995842805085734,1.5806484890428746e-11,0.00020374526783274564,3.120815609022972e-06,8.1255273633656905e-05,8.1183475905647313e-05,4.1196449252185433e-08,1.3793519120074525e-07,2.5810034684463212e-08,2.2986206348038648e-05,7.2860961130047521e-10,8.3125426857944613e-10,8.3575815657772942e-10,1.008830371811347e-05,6.9176135677942601e-10,1.7458765284565875e-13,2.9180608017569939e-14
9.935309874558208e-09,0.34780683428525494,2.9410287779740658e-08,1.4849932346333329e-10,1.3521890767412906e-10,5.4134791041725517e-14,1.4209259766311221e-11,0.0,0.0,3.0841744027547084e-05,2.1327897226226609e-07,154.0,0.0,0.98415397484641531,1.0,18.998684322341621,0.0007845440578148977,1.9418952650651977e-07,0.0042823588353516759,0.0056103936277771193,0.001448191146391268,0.0012525438343280169,3.1233994227397997e-09,2.0378454390956689e-05,0.0020931992319951145,1.6554144742460097e-11,0.00022399470872503237,3.2706087873598004e-06,8.9475576453223026e-05,8.9395706873182215e-05,4.536366695773856e-08,1.454252007797639e-07,2.8420966478800229e-08,2.5708268479846142e-05,9.1950173207989533e-10,1.0584740348967193e-09,1.0644975351430692e-09,1.1623272921012459e-05,7.7527333319783361e-10,1.8296556723707436e-13,3.2584834531165012e-14
9.999999999999999e-09,0.34780674419943886,2.9706188067249584e-08,1.5101147339105697e-10,1.3742599510243229e-10,5.5756060087329486e-14,1.4542808848975374e-11,0.0,0.0,3.1237154595084556e-05,2.1881091584999335e-07,154.0,0.0,0.98405106335196335,1.0,18.998675721451885,0.00078956434500587638,1.9417070614966788e-07,0.0043090398714427476,0.0056460537218402263,0.0014575370708720754,0.0012603885164920931,3.1432506934904684e-09,2.0507986649596946e-05,0.0021067275102970608,1.6657823353069402e-11,0.00022688347259338325,3.2913810683984056e-06,9.064876781717272e-05,9.0567731088950909e-05,4.5958398102273506e-08,1.4646599486314408e-07,2.8793590239853414e-08,2.6101403904628344e-05,9.488586072208216e-10,1.0936231770892429e-09,1.0998881555146343e-09,1.1848015884489229e-05,7.8734256761136292e-10,1.841285574595531e-13,3.307629040072564e-14
