Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309)
1.7019523111668099e-09,0.3179500048387495,2.0692366093435609e-11,1.6119948940062372e-14,3.9362933446398878e-14,1.5220885173522032e-20,4.8403640278337287e-16,0.0,0.0,7.181674473076473e-08,2.6844952216824651e-12,154.0,0.0,0.99959224437030203,1.0,18.999920400815029,2.7188368730105851e-05,8.8576926925448547e-09,0.00010073777475672596,0.00017793513125898051,1.0186351897814145e-05,7.833742539831799e-05,1.7855796122723784e-10,1.1857681742308985e-06,1.1474122944984164e-05,1.6189369434262971e-12,5.9353745644845994e-07,2.0410479492287038e-08,3.7656252453523394e-08,3.7605605193123971e-08,3.0317985131722217e-11,1.2719679240262013e-10,2.0328333156896785e-11,4.5863463349974853e-08,3.2967333934375272e-17,3.1635716944431163e-17,3.1639316901384218e-17,3.8784369315942218e-09,3.3406897359931269e-13,1.5889981939030899e-14,4.8066884356431192e-17,2.6191299500880233e-17,3.3320695830976654e-14,3.4136511671789178e-15,9.0585554307304385e-16,1.9087583263341203e-17,2.3495025621128023e-18,2.0063095531866415e-20,6.0689577842545045e-24,1.6411175707526243e-18,2.0842833160836867e-22,1.1233118223567207e-10,1.1394671507623493e-16,7.7490452803565012e-17,1.4958614014238888e-20,3.6200510442464353e-21,1.3542348352356629e-17,2.3290031013231654e-24,1.3190631519147616e-24,2.1954417159737652e-19,2.4936008046388796e-24,1.6934175151608417e-20,1.0294205945160784e-24,4.208625544226228e-27,7.8712717026089493e-24,3.2699692581232056e-22,2.8699367881172902e-22,8.0857565054257435e-24,7.4959554595097469e-16,1.6856103340600133e-20,3.3805569933261353e-21,9.8693131061739077e-21,1.0436031872513044e-22,6.5841372893429235e-25,1.0552890383889264e-22,4.1829636169700187e-25,2.2236321604008728e-23,3.3884101622538285e-21,3.1917490495165775e-23,1.49136739775048e-26,2.6152763511077208e-27,2.0854154066019845e-27,5.2971041389346827e-24,6.2662443827847231e-11
1.7521018949311331e-09,0.3179500003838175,2.1594994808707476e-11,1.7213979089562259e-14,4.3749335982694786e-14,1.7297518040911643e-20,5.516356301121367e-16,0.0,0.0,7.6068254419863338e-08,3.0090554427255668e-12,154.0,0.0,0.99958021778394013,1.0,18.999917941947761,2.7988744298020725e-05,8.8575927476234926e-09,0.00010359006187439382,0.00018317440129688586,1.0486551855965877e-05,8.075672510043679e-05,1.8381554971397676e-10,1.2207175415949598e-06,1.1812284193831542e-05,1.6689346794979498e-12,6.2901746159836435e-07,2.1145877819532186e-08,4.0272926569631122e-08,4.0218758717867371e-08,3.2425012176961063e-11,1.3403965504089775e-10,2.174176136942847e-11,4.8699115853565489e-08,3.8898209974765538e-17,3.7333339127390913e-17,3.7337720598195958e-17,4.2322802094854938e-09,3.5833308546640722e-13,1.6358323761176597e-14,5.0545213818713318e-17,2.8415980150502505e-17,3.6954747795344061e-14,3.8707353647142086e-15,1.0427807694816375e-15,2.2113609799530464e-17,2.7916967253616425e-18,2.4392355354744409e-20,7.0310985412407865e-24,1.9099544139042671e-18,2.5363519279856291e-22,1.18358019046322e-10,1.2330954855773077e-16,8.4227164834268849e-17,1.6188062577324385e-20,3.9866016399845928e-21,1.498276089252301e-17,2.5314773834458817e-24,1.4337372652039849e-24,2.4905902748564778e-19,2.8288381375488075e-24,1.9201328801261463e-20,1.1672404461464571e-24,4.7720782358581021e-27,8.9251457470062069e-24,3.8063399526681328e-22,3.3294039755792834e-22,9.6402073661464513e-24,8.510435299070554e-16,1.9251749156692503e-20,3.9112191099836804e-21,1.1632913615764206e-20,1.2084437381058348e-22,7.7608777392196566e-25,1.2784107819981059e-22,5.157457528221991e-25,2.4448695371982356e-23,3.8337323171648914e-21,3.805339034273844e-23,1.8471208764871111e-26,3.296736097105939e-27,2.6559089772727503e-27,6.3426877202716763e-24,6.6344638256454297e-11
1.8022514786954564e-09,0.3179499959292676,2.2512943702086981e-11,1.8349583325793951e-14,4.8497745704970241e-14,1.9589883666779779e-20,6.2667202036418791e-16,0.0,0.0,8.0441798413901308e-08,3.3621730056214598e-12,154.0,0.0,0.99956819053300083,1.0,18.999915483075966,2.8789076682929732e-05,8.8574927967250392e-09,0.00010644218867502003,0.00018841345169497831,1.078674781780861e-05,8.3175887670375277e-05,1.8907291657836055e-10,1.2556654358742074e-06,1.2150441493682876e-05,1.7189295815682967e-12,6.6552655792460021e-07,2.188213356613596e-08,4.2982267691168135e-08,4.2924454518389458e-08,3.4606667569303721e-11,1.4102170592578469e-10,2.3205275794582791e-11,5.1625211272711613e-08,4.5666080265841738e-17,4.3836357236984718e-17,4.3841658573120706e-17,4.6069700114871778e-09,3.8353380071924405e-13,1.6826645843130229e-14,5.308821947593112e-17,3.0766924069920523e-17,4.0878804417888077e-14,4.3753368027260441e-15,1.1960096549906283e-15,2.5523358469077374e-17,3.3023417816713719e-18,2.9504107638618729e-20,8.1152464740027944e-24,2.2144249810879724e-18,3.0705734274168486e-22,1.2450620006661717e-10,1.3322675855492206e-16,9.1383235900963083e-17,1.7490323576419709e-20,4.381129385943653e-21,1.6538210391196448e-17,2.7465556513211491e-24,1.5555498203648023e-24,2.8167412557385127e-19,3.1992893124289433e-24,2.1705212411015781e-20,1.3194511208498952e-24,5.3943651432552575e-27,1.0089068557963856e-23,4.4135584753650975e-22,3.847585445634799e-22,1.1439918067098832e-23,9.6268593752374867e-16,2.1909595076122142e-20,4.5079419118597685e-21,1.3651042781250643e-20,1.3939324534209148e-22,9.1074758804993443e-25,1.5407801295815986e-22,6.3223621286527711e-25,2.6811194924521077e-23,4.3227073554576063e-21,4.5157384905930945e-23,2.2745299851309968e-26,4.1290285288557232e-27,3.3603557646332047e-27,7.5597249699969055e-24,7.0127976039334134e-11
1.8524010624597796e-09,0.31794999147509934,2.3446098402262818e-11,1.9527234868128902e-14,5.3627835606269878e-14,2.2113809219682997e-20,7.0975182669695943e-16,0.0,0.0,8.4937368815999605e-08,3.7454742759416068e-12,154.0,0.0,0.99955616261792268,1.0,18.999913024199447,2.958936588610971e-05,8.8573928398534352e-09,0.00010929415470276392,0.0001936522818812948,1.1086939785505737e-05,8.5594912723046157e-05,1.9433006124647624e-10,1.2906118532535933e-06,1.2488594846984495e-05,1.7689216416790445e-12,7.0306467779025926e-07,2.2619140003327563e-08,4.5784376935228521e-08,4.5722793574364646e-08,3.6863032760447721e-11,1.4814030989532686e-10,2.4718931201854025e-11,5.4642206306544122e-08,5.3358081850806449e-17,5.1228845161744263e-17,5.1235223944382179e-17,5.0031006213093157e-09,4.0967662643183793e-13,1.7294948133767923e-14,5.5696227157388057e-17,3.3247749577362984e-17,4.5107604027072077e-14,4.9310281820476955e-15,1.3669817784247486e-15,2.9353906054735064e-17,3.8898826589767752e-18,3.5513908224313872e-20,9.3331904808237974e-24,2.5582017228387478e-18,3.6991219964291113e-22,1.3077336586866145e-10,1.4372038285590222e-16,9.8976194238176935e-17,1.8868292124097499e-20,4.8051664421856302e-21,1.8215261520775359e-17,2.9747647223202043e-24,1.6847991877114656e-24,3.1763433541608045e-19,3.607735693913673e-24,2.4464357423249159e-20,1.4871791481526669e-24,6.0800918660236783e-27,1.1371655269959842e-23,5.0989327756619665e-22,4.430259603204716e-22,1.351580671309731e-23,1.0852105856100804e-15,2.4849909331877112e-20,5.1768793965056139e-21,1.5951989816158864e-20,1.6020049572407024e-22,1.0642813302543385e-24,1.8479730734059663e-22,7.7080791106428866e-25,2.9329624897098759e-23,4.8582561272945246e-21,5.33515105326277e-23,2.7855099959288672e-26,5.1399430129460492e-27,4.2253261716711531e-27,8.9710779712850143e-24,7.4012137043660568e-11
1.902550646224103e-09,0.3179499870213126,2.4394345332310163e-11,2.0747403388346187e-14,5.915979918516676e-14,2.4885828180516994e-20,8.0151387197087044e-16,0.0,0.0,8.9554957662370791e-08,4.1606305431161413e-12,154.0,0.0,0.99954413403914411,1.0,18.999910565317993,3.0389611908837805e-05,8.857292877012608e-09,0.00011214595950181388,0.00019889089128394011,1.1387127761174961e-05,8.8013799873442477e-05,1.9958698314447842e-10,1.325556789918521e-06,1.2826744256132244e-05,1.8189108518735633e-12,7.4163175344551806e-07,2.3356803055181955e-08,4.8679342788444583e-08,4.8613864251965545e-08,3.9194179024868627e-11,1.5539288162001956e-10,2.6282775518018981e-11,5.7750557605652393e-08,6.206731620412788e-17,5.9600662318262842e-17,5.9608297332402613e-17,5.4212662302383895e-09,4.3676698804930416e-13,1.7763230581971875e-14,5.8369562657534011e-17,3.5862075281525895e-17,4.9656188086556985e-14,5.5415490229168058e-15,1.5572197926696303e-15,3.3644817188575931e-17,4.5635521445159425e-18,4.2550725913875514e-20,1.0697510499271958e-23,2.9452314278496568e-18,4.4355844997853063e-22,1.371572028415597e-10,1.5481291649180807e-16,1.070239630121461e-16,2.0324923420564711e-20,5.2602999867053673e-21,2.0020725309663551e-17,3.2166432836288271e-24,1.8217904601921033e-24,3.5719836348989109e-19,4.0571158158060305e-24,2.7498327595478786e-20,1.671613812191992e-24,6.8341205640595628e-27,1.2782000952694227e-23,5.8703367665819546e-22,5.0836221512748236e-22,1.5901796659224624e-23,1.2193301750362701e-15,2.8093868329514902e-20,5.9245703788519882e-21,1.8566262260503556e-20,1.8347186886558666e-22,1.2387252460472868e-24,2.2061754457324506e-22,9.3488151937686921e-25,3.2009861684138987e-23,5.4434109662978535e-21,6.2769664871488748e-23,3.393556357200315e-26,6.3614023889956532e-27,5.2817429190983515e-27,1.0602021180522975e-23,7.799680212285062e-11
1.952700229988426e-09,0.3179499825679073,2.535757170986548e-11,2.2010555035357342e-14,6.511434952902713e-14,2.7923192408437509e-20,9.0263040375497353e-16,0.0,0.0,9.4294556922402669e-08,4.6093580116842155e-12,154.0,0.0,0.9995321047971033,1.0,18.99990810643142,3.1189814752391451e-05,8.8571929082064884e-09,0.00011499760261751746,0.00020412927933108723,1.1687311746889188e-05,9.0432548735512681e-05,2.0484368169859049e-10,1.3605002420548485e-06,1.3164889723472543e-05,1.8688972041736325e-12,7.8122771702765911e-07,2.4095039793549428e-08,5.1667242607565682e-08,5.1597743802418343e-08,4.1600168668933766e-11,1.6277688466037526e-10,2.789685064009368e-11,6.095072177183742e-08,7.1893049456558481e-17,6.9047651001355529e-17,6.9056744343545048e-17,5.8620609368035387e-09,4.6481024065762542e-13,1.8231493136630375e-14,6.110855173578927e-17,3.8613520064993388e-17,5.4539895993685396e-14,6.210808530357656e-15,1.7683315184677533e-15,3.8438235889217398e-17,5.3334209667919005e-18,5.0758086178173589e-20,1.2221606611698587e-23,3.3797480130426209e-18,5.2950806550121201e-22,1.4365544230164208e-10,1.6652730896099782e-16,1.1554485789452178e-16,2.1863232388865447e-20,5.748173118888203e-21,2.196166351484175e-17,3.4727418193242872e-24,1.9668354120877417e-24,4.0063926701724236e-19,4.5505312174696235e-24,3.0827756346195087e-20,1.8740094219673343e-24,7.6615792390777063e-27,1.4329697974271179e-23,6.7362415545379526e-22,5.8143067048367027e-22,1.8635031126328718e-23,1.3657824700507488e-15,3.1663566265217479e-20,6.757950955668925e-21,2.152668609064188e-20,2.0942568723854019e-22,1.4362703516898847e-24,2.622229921824723e-22,1.1282928460457345e-24,3.4857852751108021e-23,6.0813170527163654e-21,7.3558453843796439e-23,4.113902311296454e-26,7.8299347020268911e-27,6.5654495883114471e-27,1.2480435752987922e-23,8.2081653113500043e-11
2.0028498137527494e-09,0.31794997811488296,2.6335665546570367e-11,2.3317152459909994e-14,7.1512718398295044e-14,3.1243884045195731e-20,1.0138079481094396e-15,0.0,0.0,9.915615849876636e-08,5.0934177924890763e-12,154.0,0.0,0.99952007489223882,1.0,18.99990564753951,3.1989974418048394e-05,8.8570929334390122e-09,0.00011784908359559428,0.0002093674454509772,1.1987491744677397e-05,9.2851158922951861e-05,2.1010015633510404e-10,1.3954422058488898e-06,1.3503031251303358e-05,1.9188806905957973e-12,8.2185250056108996e-07,2.4833777114170311e-08,5.4748143939485334e-08,5.4674499680249825e-08,4.4081056094533076e-11,1.702898305423615e-10,2.9561193150473643e-11,6.4243155357869827e-08,8.2940912259093004e-17,7.9671833595901567e-17,7.968261292002203e-17,6.3260787464459699e-09,4.9381167866091848e-13,1.8699735746637803e-14,6.3913520116371806e-17,4.1505703067991234e-17,5.977435996572656e-14,6.942888405337682e-15,2.0020120023637898e-15,4.3778977289016802e-17,6.2104495015885727e-18,6.0295277082428996e-20,1.3919728211143054e-23,3.8662855394820593e-18,6.294389833164319e-22,1.5026585962001375e-10,1.7888696148172142e-16,1.2455758466051668e-16,2.3486293313829665e-20,6.2704857501438504e-21,2.4045392932721331e-17,3.7436225381867606e-24,2.1202524581272993e-24,4.4824497675213434e-19,5.0912523820734031e-24,3.4474384697002621e-20,2.095687617840435e-24,8.5678711643397097e-27,1.6024853641637474e-23,7.7057477888474289e-22,6.6294060051401088e-22,2.1756098318393664e-23,1.5253304773480328e-15,3.5582024458904894e-20,7.6843670188720561e-21,2.4868506777458844e-20,2.3829325048135184e-22,1.6592691817013931e-24,3.1036851044998474e-22,1.3553294074481342e-24,3.7879615952723288e-23,6.7752337635157101e-21,8.5878080052338548e-23,4.9636870441134174e-26,9.5871823766455539e-27,8.1178350202170399e-27,1.4637015212520515e-23,8.6266372832328884e-11
2.0529993975170727e-09,0.31794997366223937,2.7328515646875731e-11,2.4667654839265621e-14,7.8376655311689981e-14,3.4866627259580201e-20,1.1357881621437865e-15,0.0,0.0,1.0413975422751734e-07,5.6146158938182671e-12,154.0,0.0,0.99950804432498952,1.0,18.999903188642097,3.2790090907086671e-05,8.8569929527141034e-09,0.00012070040198125558,0.00021460538907191998,1.2287667756525504e-05,9.5269630050085846e-05,2.1535640648038028e-10,1.4303826774874192e-06,1.3841168841875211e-05,1.9688613031696375e-12,8.6350603595736645e-07,2.5572950572508408e-08,5.7922105682025064e-08,5.7844190702505574e-08,4.6636888734397379e-11,1.7792927785037121e-10,3.1275834945802164e-11,6.7628314867246041e-08,9.5323099295119067e-17,9.1581609658924137e-17,9.1594330564525501e-17,6.8139135711848321e-09,5.2377654408617313e-13,1.9167958360894729e-14,6.678479348812358e-17,4.454224367236359e-17,6.5375500012391778e-14,7.7420456029053097e-15,2.2600455390688007e-15,4.9714619505381961e-17,7.2065410923268576e-18,7.133861878778441e-20,1.5807003213064393e-23,4.4096914503617819e-18,7.4520846653412996e-22,1.5698627336709291e-10,1.9191572427211178e-16,1.3408123681132798e-16,2.5197239484612741e-20,6.8289954818526366e-21,2.6279489648963055e-17,4.0298593022403946e-24,2.2823666130158279e-24,5.003188286111112e-19,5.6827247752826734e-24,3.8461099799622857e-20,2.3380397135883183e-24,9.5586844597375351e-27,1.787810811295572e-23,8.7886191488939814e-22,7.5364937371309804e-22,2.5309267346645242e-23,1.698762625000465e-15,3.9873200433189128e-20,8.7115868192297509e-21,2.8629491255046925e-20,2.7031923559821251e-22,1.9102425971765618e-24,3.6588467100513492e-22,1.6207689716038513e-24,4.1081238857208325e-23,7.5285360094893748e-21,9.9903273829655247e-23,5.9621347074670983e-26,1.1680450428913531e-26,9.9865172480424802e-27,1.7105482897503375e-23,9.0550645073136496e-11
2.103148981281396e-09,0.31794996920997637,2.833601160629933e-11,2.6062517901840813e-14,8.5728426632217727e-14,3.8810899834064103e-20,1.269348685352342e-15,0.0,0.0,1.092453358781693e-07,6.1748032124863076e-12,154.0,0.0,0.99949601309579394,1.0,18.999900729738957,3.3590164220784617e-05,8.8568929660356912e-09,0.00012355155731938661,0.00021984310962229429,1.2587839784377193e-05,9.7687961731692536e-05,2.2061243156084902e-10,1.4653216531576693e-06,1.4179302497392109e-05,2.018839033934075e-12,9.0618825501520971e-07,2.6312503357438715e-08,6.1189179107214738e-08,6.1106868070650108e-08,4.9267707876620716e-11,1.8569283133733989e-10,3.3040803791344132e-11,7.1106656753940756e-08,1.0915856844938457e-16,1.0489195287941994e-16,1.049069014470795e-16,7.3261592292783399e-09,5.5471003374207474e-13,1.963616092830785e-14,6.9722697504333481e-17,4.7726761485719279e-17,7.1359518992907159e-14,8.612715038670682e-15,2.5443076585919004e-15,5.6295595609569513e-17,8.3345969706736708e-18,8.4082797875042261e-20,1.7899467298073413e-23,5.0151400267024279e-18,8.7886716210230715e-22,1.6381454447375613e-10,2.0563789385684104e-16,1.4413529322044953e-16,2.6999262840738245e-20,7.4255184707950563e-21,2.8671793228092395e-17,4.3320375560123728e-24,2.4535094513694078e-24,5.5718010399967653e-19,6.3285749827270894e-24,4.281197403469564e-20,2.6025290732150685e-24,1.0640001808985813e-26,1.9900652575837972e-23,9.9953169848470518e-22,8.5436469514878133e-22,2.9342735253672235e-23,1.886892941360492e-15,4.4561996768910535e-20,9.8478135818797909e-21,3.2850030760429918e-20,3.0576209879951937e-22,2.1918866522755337e-24,4.296830871241951e-22,1.9299201027632533e-24,4.4468878076519163e-23,8.3447155595208377e-21,1.1582426808225176e-22,7.1307446423355341e-26,1.4163295279710818e-26,1.2226090730916194e-26,1.9922821609951693e-23,9.493415460376626e-11
2.1532985650457192e-09,0.31794996475809356,2.9358043809211992e-11,2.7502193951789292e-14,9.3590814653987135e-14,4.3096944595646675e-20,1.4153039897289561e-15,0.0,0.0,1.1447289515375439e-07,6.7758755248562073e-12,154.0,0.0,0.99948398120509085,1.0,18.999898270829899,3.4390194360420866e-05,8.8567929734077113e-09,0.00012640254915513129,0.00022508060653054826,1.2888007830134735e-05,0.00010010615358242012,2.2586823100301002e-10,1.5002591290473349e-06,1.4517432220012497e-05,2.068813874925352e-12,9.4989908942053109e-07,2.7052385385230631e-08,6.4549408764610873e-08,6.4462576272666626e-08,5.1973549392521922e-11,1.9357814105166521e-10,3.4856123810369298e-11,7.4678637422160648e-08,1.2457323963772059e-16,1.197246079191437e-16,1.1974210339731379e-16,7.8634094448857454e-09,5.8661730540566452e-13,2.0104343397790071e-14,7.2727557782562072e-17,5.1062876325800779e-17,7.7742897756109781e-14,9.559512244820158e-15,2.8567670785463165e-15,6.3575285650786668e-17,9.608572763570186e-18,9.8742267735476946e-20,2.0214093172252106e-23,5.6881460567524027e-18,1.0326738726494147e-21,1.7074857540874762e-10,2.2007821040067125e-16,1.5473961580345907e-16,2.8895613621674772e-20,8.0619302822297622e-21,3.1230410843687192e-17,4.6507542564975319e-24,2.6340190680496338e-24,6.1916457869895421e-19,7.0326169447046311e-24,4.755230467018786e-20,2.8906935217812665e-24,1.1818110315892971e-26,2.2104247685771096e-23,1.133703612801546e-21,9.6594690926054295e-22,3.3908885435458272e-23,2.0905612339960372e-15,4.9674269763763016e-20,1.1101698175026721e-20,3.7573244511284266e-20,3.4489447902808293e-22,2.5070795166784382e-24,5.0276195733487046e-22,2.2886647356028919e-24,4.8048758602514249e-23,9.2273823521266215e-21,1.3384781810554458e-22,8.4934931297849052e-26,1.709615573164888e-26,1.4898940773570952e-26,2.3129515905721166e-23,9.9416587163079697e-11
2.2535977325743657e-09,0.3179499558554673,3.1445282410196794e-11,3.0517777255785373e-14,1.109411441621275e-13,5.2779214316458531e-20,1.7478460814156903e-15,0.0,0.0,1.2529391305982246e-07,8.108482579432863e-12,154.0,0.0,0.9994599154409165,1.0,18.999893352993244,3.5990125122624277e-05,8.8565929703187467e-09,0.00013210404050076585,0.00023555492713483507,1.3488331982774227e-05,0.00010494211624976391,2.3637915067875696e-10,1.5701295662380208e-06,1.5193679874974964e-05,2.1687548557320107e-12,1.0404063304533154e-06,2.8532966015050807e-08,7.1549485805188157e-08,7.1453234000151923e-08,5.7610419527011132e-11,2.09704850752269e-10,3.8637898059183374e-11,8.2105340469733022e-08,1.606798675394269e-16,1.5447886675715528e-16,1.5450256085932771e-16,9.0152979727976534e-09,6.5337366009640344e-13,2.1040647838644571e-14,7.8939449415654891e-17,5.8204377316566349e-17,9.1775019594922729e-14,1.1700870643939961e-14,3.5746300130277234e-15,8.0459614799456866e-17,1.2655732703528458e-17,1.3477277953454962e-19,2.5582581809360008e-23,7.2606761908748704e-18,1.4109030286119734e-21,1.8492572954479595e-10,2.5121444748436397e-16,1.7768040860563511e-16,3.2984587846943017e-20,9.4622246776089332e-21,3.6880379142605128e-17,5.3402479744162315e-24,3.0245233828675744e-24,7.5993207506827961e-19,8.6315069918714763e-24,5.8308891834296952e-20,3.5445860743372552e-24,1.4491431756545535e-26,2.7104592871754159e-23,1.4474211412796476e-21,1.2254309919000089e-21,4.4871362426449834e-23,2.5480009478728537e-15,6.1277489850355038e-20,1.3999359081875627e-20,4.8714441307209084e-20,4.3539169793432805e-22,3.250576979838898e-24,6.8122211808097184e-22,3.1816044581788326e-24,5.5810481500385233e-23,1.1207216015479435e-20,1.7711878695318861e-22,1.1911021554573562e-25,2.4592303832337146e-26,2.1838555382120524e-26,3.0891998997677217e-23,1.0867696916023053e-10
2.3438669833501475e-09,0.31794994784440095,3.3372427490548588e-11,3.3389530915969248e-14,1.2854183295009259e-13,6.2881253109455025e-20,2.0984790111878249e-15,0.0,0.0,1.3544990805839286e-07,9.4675925963128411e-12,154.0,0.0,0.99943825399520558,1.0,18.99988892691804,3.74299151661497e-05,8.8564129472305531e-09,0.00013723481897466317,0.00024498104509026016,1.4028610119651773e-05,0.00010929400056155063,2.458382009519958e-10,1.6330077922245389e-06,1.5802289334686986e-05,2.2586917755131227e-12,1.1253800242352361e-06,2.986622365377778e-08,7.8168484899281021e-08,7.8063326381258655e-08,6.294044920135905e-11,2.2461261853847924e-10,4.2213877506354183e-11,8.9114195464904296e-08,1.9998948655650201e-16,1.9233093356136668e-16,1.9236169162250687e-16,1.0143467536982662e-08,7.1683583057683646e-13,2.1883252588112007e-14,8.4762408159331726e-17,6.5186507815839019e-17,1.0594060010281519e-13,1.3938542289892506e-14,4.3388666091769428e-15,9.8644212718700733e-17,1.6060902718222297e-17,1.7636010859302062e-19,3.1364504701568212e-23,8.9697912736043806e-18,1.8477029723879733e-21,1.9802664673887668e-10,2.8195030732032403e-16,2.0041604868398532e-16,3.7021052313866631e-20,1.0878970890883197e-20,4.2621097572447416e-17,6.0235757556883131e-24,3.4115355341544152e-24,9.078702731891407e-19,1.0311847238304694e-23,6.9602055994948052e-20,4.2310973426291908e-24,1.7298108197170545e-26,3.2354405778962526e-23,1.7888101926075496e-21,1.5059251336164829e-21,5.7180417210782937e-23,3.0217956623831108e-15,7.3447891926223693e-20,1.7106045580831175e-20,6.0952802515470506e-20,5.3249721035789931e-22,4.0673120033905979e-24,8.8557069667333199e-22,4.2272329005235093e-24,6.3517323385128073e-23,1.3255132684921428e-20,2.2570464178028378e-22,1.5949829290347316e-25,3.3650033351900448e-26,3.0384462950635939e-26,3.9697009234481781e-23,1.1734649682259326e-10
2.4315688359849608e-09,0.317949940062357,3.5288275850251734e-11,3.6325232536905158e-14,1.4758688525952605e-13,7.409133525527102e-20,2.4913758135793043e-15,0.0,0.0,1.4569543158386204e-07,1.0945003846183511e-11,154.0,0.0,0.99941720658856037,1.0,18.999884626706017,3.8828621383723632e-05,8.8562380258757545e-09,0.00014221915600858381,0.00025413836710391465,1.4553509574244891e-05,0.00011352167087559024,2.5502751241379168e-10,1.6940929529859449e-06,1.6393576819120406e-05,2.3460616637395172e-12,1.2111277952809914e-06,3.1162060737287028e-08,8.4888741170133582e-08,8.4774539519240923e-08,6.8352039585294438e-11,2.3944121314673207e-10,4.5844632757726869e-11,9.6221048449274958e-08,2.4527286707198213e-16,2.3595125238093923e-16,2.3599048929454247e-16,1.1325949297233902e-08,7.8159008811124119e-13,2.2701829222105879e-14,9.063235501835741e-17,7.2494206441178631e-17,1.2119875614189773e-13,1.6425412994042073e-14,5.2023249463660992e-15,1.1940936774796715e-16,2.0080964967014203e-17,2.2690413183228138e-19,3.7966939001959736e-23,1.0937996227902401e-17,2.3788038502256132e-21,2.1105373021894817e-10,3.1442667517002666e-16,2.2452378377940495e-16,4.1286158873116769e-20,1.2409703486196463e-20,4.8846988444414706e-17,6.7481423442678871e-24,3.8219038550794966e-24,1.073255836844172e-18,1.2190364132922667e-23,8.2215328831131562e-20,4.9978581965877587e-24,2.0432869822585232e-26,3.8217924546651604e-23,2.1825744952026557e-21,1.8274628229626001e-21,7.1780088324996799e-23,3.5439334532048008e-15,8.7012282542702798e-20,2.0638610362362784e-20,7.5172032827559235e-20,6.4299357008172205e-22,5.0162610881037786e-24,1.1320832930231665e-21,5.5139220129228901e-24,7.1696809232737363e-23,1.5509962960029773e-20,2.8333158391505743e-22,2.0962371946619698e-25,4.5115051811486803e-26,4.1393001326358388e-26,5.0239865073464341e-23,1.2607179381732274e-10
2.519270688619774e-09,0.3179499322814694,3.7246444640736296e-11,3.9406790188300584e-14,1.6868893073396887e-13,8.6812758055119446e-20,2.9414818628311002e-15,0.0,0.0,1.5631383044967894e-07,1.2588837938356984e-11,154.0,0.0,0.99939615716760344,1.0,18.999880326471942,4.0227195586849552e-05,8.856063086403932e-09,0.00014720298389878238,0.0002632949937065841,1.5078396885441021e-05,0.0001177489058256732,2.6421612232062504e-10,1.7551734506204692e-06,1.6984852315452264e-05,2.4334225546465395e-12,1.3000200240162722e-06,3.2458264822730966e-08,9.1894427997240479e-08,9.1770798956162254e-08,7.3993498128030496e-11,2.5459837648739345e-10,4.9629664354378405e-11,1.0362341593286269e-07,2.9848131031028673e-16,2.872241586289098e-16,2.8727375517800794e-16,1.2596787059037735e-08,8.4942378138720858e-13,2.3520343367491176e-14,9.6713594348369379e-17,8.0338048859953216e-17,1.3802850288110187e-13,1.925185366306221e-14,6.1989535150891433e-15,1.4362502606973383e-16,2.4920287292917828e-17,2.8944917544228782e-19,4.5666491490326535e-23,1.3252292865288094e-17,3.0362475463744244e-21,2.2436524065723433e-10,3.4962806912023661e-16,2.507408679164198e-16,4.5909208479386435e-20,1.4104696213164316e-20,5.5765139637783661e-17,7.5361061733002702e-24,4.2681780811000397e-24,1.2624151735834717e-18,1.4338916023168787e-23,9.6628568359870957e-20,5.8740392239955562e-24,2.4014975199736648e-26,4.4918225231536561e-23,2.6464867512406659e-21,2.2040105525171527e-21,8.9439777440711026e-23,4.1324129001729293e-15,1.0246407322058943e-19,2.4741156085664186e-20,9.2023022440137991e-20,7.7140320301883303e-22,6.1408671605929081e-24,1.4348927644650835e-21,7.1241814817791403e-24,8.0593969230467646e-23,1.8049709673784507e-20,3.5303642128280181e-22,2.7288148891047995e-25,5.9853313320576243e-26,5.5788204118953959e-26,6.3111266552813598e-23,1.3509340817671145e-10
