Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533)
1.0183181041270732e-11,0.6373761488971617,3.1714480396969718e-12,1.0753821210683488e-17,1.0753128291960471e-17,1.1890899679091377e-27,6.9291665052459001e-22,0.0,0.0,9.527456076660532e-12,8.7516947887702505e-20,154.0,0.0,0.99999100394171336,1.0,18.99999995406894,7.1303558118309241e-07,1.5153733130648648e-07,2.7215466857234449e-06,2.7572971340706525e-06,1.0802202253767902e-06,4.0808311422637452e-08,8.7329637870612089e-13,5.1123371063256458e-09,1.526386419602897e-06,5.5965740703980841e-16,5.7577764106111645e-11,5.0191449496781831e-11,8.8636257944261142e-13,8.8598499969736598e-13,2.425835562562988e-16,5.1491510143375532e-13,1.34996188988901e-16,4.2155198637028088e-12,4.5015490470412715e-29,4.2412374822480148e-29,4.2412533269176763e-29,5.4209142310932074e-16,1.9795953922890762e-18
1.0589472578015696e-11,0.6373761488846762,3.2985714488506113e-12,1.1630442215437473e-17,1.1629662937844295e-17,1.3821616234521901e-27,7.7927729898950556e-22,0.0,0.0,1.0255954728026729e-11,9.8724395312045572e-20,154.0,0.0,0.99999064513181668,1.0,18.999999950639921,7.4148409212696178e-07,1.5153728419839191e-07,2.828556097458378e-06,2.8672836304402888e-06,1.1257761671723379e-06,4.4008844646074993e-08,9.0813185844949874e-13,5.3400564713281796e-09,1.5907585065446389e-06,6.0355064795250264e-16,6.2263076677605502e-11,5.4217788397839428e-11,9.9593175664005118e-13,9.9550610751311897e-13,2.7301696551968175e-16,5.590461062377798e-13,1.5263216141222166e-16,4.5585713388387131e-12,5.9111533594148218e-29,5.5693610091091851e-29,5.5693826490228014e-29,6.1222025240761598e-16,2.2250022384588295e-18
1.099576411476066e-11,0.6373761488717844,3.425740008810486e-12,1.254151720306593e-17,1.2540644668129046e-17,1.5978153589402215e-27,8.7253671014143257e-22,0.0,0.0,1.1011169288864458e-11,1.1091425914481328e-19,154.0,0.0,0.99999028632197806,1.0,18.999999947099305,7.6993257304454094e-07,1.5153723639508113e-07,2.9354536858845964e-06,2.9772700303576183e-06,1.171332090265233e-06,4.7320949337421085e-08,9.4296730762774447e-13,5.5677797770003646e-09,1.6551305715275242e-06,6.489740254294073e-16,6.7131626376157308e-11,5.8394908317265105e-11,1.1141119708738952e-12,1.1136343587202023e-12,3.0587705357485216e-16,6.0499089425373001e-13,1.7173510011739019e-16,4.9150415611818369e-12,7.6825338088603016e-29,7.2383597276195059e-29,7.2383889361037729e-29,6.8834368157800076e-16,2.4898065988238619e-18
1.1402055651505624e-11,0.6373761488584898,3.5529537227084523e-12,1.3487058408948399e-17,1.3486085452262878e-17,1.8377464467804539e-27,9.7296083714716157e-22,0.0,0.0,1.1793098125562355e-11,1.2413722589472979e-19,154.0,0.0,0.99998992751219717,1.0,18.999999943448039,7.983810239358517e-07,1.5153718821738792e-07,3.0422403986607976e-06,3.0872563351214977e-06,1.2168879945250872e-06,5.0743678005923709e-08,9.7780272665176951e-13,5.7955057243100605e-09,1.7195026143680282e-06,6.9591454519635662e-16,7.218341291177655e-11,6.2722326560393516e-11,1.2412192566909937e-12,1.2406856403441615e-12,3.4125418713740009e-16,6.5274875797314839e-13,1.9236215969436456e-16,5.2849307111076718e-12,9.8897187336443458e-29,9.3179883419108686e-29,9.3180273375165012e-29,7.7073490403421732e-16,2.7747329865435903e-18
1.1808347188250588e-11,0.6373761488447955,3.6802125936647227e-12,1.446707806931111e-17,1.4465997260447873e-17,2.1037117841969307e-27,1.0808157267179088e-21,0.0,0.0,1.2601739618206565e-11,1.3844503294198003e-19,154.0,0.0,0.99998956870247413,1.0,18.999999939687051,8.2682944480091734e-07,1.5153713999453713e-07,3.1489171754004291e-06,3.197242545632104e-06,1.2624438798181021e-06,5.4276091204650401e-08,1.0126381158062132e-12,6.0232334129023784e-09,1.7838746348778079e-06,7.4435932329539746e-16,7.7418435996209333e-11,6.7199562852045394e-11,1.3775686378375533e-12,1.376974829082405e-12,3.7923844370467014e-16,7.0231899016352137e-13,2.1457031144291379e-16,5.6682389711906825e-12,1.2618321287230082e-28,1.1888918345927207e-28,1.1888969881633829e-28,8.5966988978538008e-16,3.0805044965611466e-18
1.2214638724995551e-11,0.6373761488307054,3.8075166247877963e-12,1.5481588421223798e-17,1.5480392063636874e-17,2.3975299319719972e-27,1.1963675191144867e-21,0.0,0.0,1.3437092160428205e-11,1.5389046755498564e-19,154.0,0.0,0.99998920989280893,1.0,18.999999935817289,8.5527783563976023e-07,1.5153709181168047e-07,3.2554849477399935e-06,3.3072286625080998e-06,1.3079997461096738e-06,5.7917257462201065e-08,1.0474734752865524e-12,6.2509622239289657e-09,1.848246633008684e-06,7.9429558514827362e-16,8.2836695342427848e-11,7.1826139319515068e-11,1.5234741323204944e-12,1.522815796363195e-12,4.1991961300501894e-16,7.5370088386259192e-13,2.3841634429361367e-16,6.0649665261430172e-12,1.5966834228091907e-28,1.5043958295591687e-28,1.504402576169579e-28,9.554273451233324e-16,3.407842808522318e-18
1.2620930261740515e-11,0.6373761488162223,3.9348658191744155e-12,1.6530601702596535e-17,1.6529281833530319e-17,2.7210811532366542e-27,1.3198824481524711e-21,0.0,0.0,1.4299154159263468e-11,1.7052736592149009e-19,154.0,0.0,0.99998885108320157,1.0,18.999999931839664,8.8372619645240268e-07,1.5153704358568407e-07,3.3619446394067636e-06,3.4172146861670097e-06,1.3535555934335934e-06,6.1666253215000635e-08,1.0823088052245478e-12,6.4786917396800341e-09,1.9126186088091226e-06,8.4571066462787416e-16,8.8438190664280208e-11,7.660158047569502e-11,1.6792487574332324e-12,1.678521413369073e-12,4.6338719843687974e-16,8.0689373237992775e-13,2.6395686572177733e-16,6.4751135627652143e-12,2.0048015084739448e-28,1.8889359276102562e-28,1.8889446818286293e-28,1.058288672844445e-15,3.7574681896856249e-18
1.3027221798485479e-11,0.63737614880135,4.0622601799095482e-12,1.7614130152176547e-17,1.7612678542573006e-17,3.0763074523092754e-27,1.4516268412073565e-21,0.0,0.0,1.5187924035019947e-11,1.8841061219377989e-19,154.0,0.0,0.99998849227365205,1.0,18.999999927755102,9.1217452723886737e-07,1.5153699526786961e-07,3.4682971662859287e-06,3.5272006168890534e-06,1.3991114218096484e-06,6.5522162740166031e-08,1.1171441057084806e-12,6.706421679746971e-09,1.9769905623078001e-06,8.9859200313752377e-16,9.4222921676212291e-11,8.1525413202336194e-11,1.8452045347462035e-12,1.84440355602505e-12,5.0973041849773049e-16,8.6189682930129362e-13,2.9124830265465146e-16,6.8986802699024486e-12,2.4990364385033096e-28,2.3546208101671623e-28,2.3546320755855406e-28,1.168537932998345e-15,4.1300994978245569e-18
1.3839804871975406e-11,0.6373761487704507,4.3171844127064184e-12,1.9884781515113943e-17,1.9883040671588187e-17,3.8898622405765544e-27,1.7408697967002656e-21,0.0,0.0,1.704558116413553e-11,2.2814091929086736e-19,154.0,0.0,0.99998777465472655,1.0,18.999999919268774,9.6907109873335408e-07,1.5153689834214473e-07,3.6806843504092638e-06,3.747172200200617e-06,1.4902230217241288e-06,7.3551099022113419e-08,1.1868146185270568e-12,7.1618821539690735e-09,2.1057344024111694e-06,1.0087037550622643e-15,1.0634208963002594e-10,9.1816372639134269e-11,2.2089026832517918e-12,2.2079399752979312e-12,6.1139922047051212e-16,9.7733094407968981e-13,3.513087333881327e-16,7.7860734611100419e-12,3.8061070024560343e-28,3.5861997213129707e-28,3.5862179551679993e-28,1.4123495464885717e-15,4.9472482960381344e-18
1.4652387945465334e-11,0.637376148738033,4.5722893476230991e-12,2.2293640436635909e-17,2.2291574245007615e-17,4.8549666340128723e-27,2.0662288759909749e-21,0.0,0.0,1.9010051170958184e-11,2.7354138596375724e-19,154.0,0.0,0.99998705703603241,1.0,18.999999910365485,1.0259675501234004e-06,1.5153680160094132e-07,3.892653672864905e-06,3.9671434133842026e-06,1.5813345456229373e-06,8.1996894824210097e-08,1.2564850140367368e-12,7.6173427035913499e-09,2.2344781529992722e-06,1.1245324882716329e-15,1.1919419692509191e-10,1.0269527943359418e-10,2.6170450233421439e-12,2.6159003437445666e-12,7.256341225434944e-16,1.0999975824096634e-12,4.1904547502996271e-16,8.7271476500853384e-12,5.658425797260018e-28,5.3315587273634528e-28,5.3315874364582557e-28,1.6891863527180916e-15,5.8650119854367498e-18
1.5464971018955262e-11,0.6373761487041231,4.8275750089173328e-12,2.4840804856533541e-17,2.4838375068863188e-17,5.9893833223942585e-27,2.4298380667645899e-21,0.0,0.0,2.1081321883359905e-11,3.2508871792963216e-19,154.0,0.0,0.99998633941756965,1.0,18.999999901052281,1.0828638814091874e-06,1.515367051770413e-07,4.1042121851383239e-06,4.1871142569338438e-06,1.6724459934521383e-06,9.0852499910541117e-08,1.3261552923903604e-12,8.0728028329306993e-09,2.3632218140016227e-06,1.2459815129581048e-15,1.3277924128457479e-10,1.1415843224186882e-10,3.0720923826116007e-12,3.0707443403174725e-12,8.531387597322489e-16,1.2298911028936225e-12,4.9490353438957072e-16,9.721904417847314e-12,8.2328093869333147e-28,7.7573203877977668e-28,7.7573644897612055e-28,2.0014126075649239e-15,6.8890909810056241e-18
1.627755409244519e-11,0.637376148668746,5.0830414206613736e-12,2.7526372727688276e-17,2.7523538960792495e-17,7.3118665991936269e-27,2.8338328541570512e-21,0.0,0.0,2.3259381330387072e-11,3.832763013473159e-19,154.0,0.0,0.99998562179933825,1.0,18.999999891336088,1.1397600925908954e-06,1.515366086740446e-07,4.3153668194952655e-06,4.4070847310648915e-06,1.7635573653728654e-06,1.0011098324376514e-07,1.3958254536525742e-12,8.5282623249335857e-09,2.4919653856516264e-06,1.372955774051955e-15,1.4709722043284569e-10,1.2620216606029757e-10,3.5764901243601822e-12,3.5749161869032555e-12,9.9461234243300163e-16,1.3670058685189582e-12,5.7932511448635707e-16,1.0770345375355223e-11,1.1748891481615152e-27,1.107045979498352e-27,1.107052606041221e-27,2.3514314889461806e-15,8.0251634219891811e-18
1.7090137165935117e-11,0.6373761486319266,5.3386886067435045e-12,3.0350442015971894e-17,3.0347161749938703e-17,8.8421636157042798e-27,3.2803502209180322e-21,0.0,0.0,2.5544217738823119e-11,4.486141755006483e-19,154.0,0.0,0.99998490418133823,1.0,18.999999881223722,1.1966561836687049e-06,1.5153651192631988e-07,4.5261243909961509e-06,4.627054835828061e-06,1.8546686614524638e-06,1.0976553097107456e-07,1.4654954978359592e-12,8.983721127130548e-09,2.6207088680501597e-06,1.5053618235998943e-15,1.6214813209498511e-10,1.3882285172147677e-10,4.1326682990357572e-12,4.1308447996938747e-12,1.1507496997851149e-15,1.5113362466714153e-12,6.7274964208824429e-16,1.1872472162782313e-11,1.6476378016085515e-27,1.5525143182337706e-27,1.552524078110885e-27,2.7416839614700854e-15,9.2788852629879468e-18
1.7902720239425044e-11,0.6373761485936892,5.5945165908695173e-12,3.3313110700147469e-17,3.3309339276851369e-17,1.0601015637934553e-26,3.7715286475732557e-21,0.0,0.0,2.7935819529803892e-11,5.2162900626129154e-19,154.0,0.0,0.99998418656356958,1.0,18.99999987072189,1.253552154642796e-06,1.5153641515800458e-07,4.736491599477392e-06,4.8470245712335175e-06,1.9457798815998698e-06,1.1980944444322927e-07,1.5351654249403345e-12,9.4391792275458872e-09,2.7494522610742577e-06,1.6431077935972903e-15,1.779319739962426e-10,1.5201689539815641e-10,4.7430417936372978e-12,4.7409439385199529e-12,1.3222413224495412e-15,1.6628766091351795e-12,7.7561379487973441e-16,1.3028286448800695e-11,2.2743029910864629e-27,2.1430252692937683e-27,2.1430393861540589e-27,3.1746476701614223e-15,1.0655890364631475e-17
1.8715303312914972e-11,0.6373761485540578,5.8505253965642325e-12,3.6414476771770991e-17,3.6410167393387862e-17,1.2610159306225725e-26,4.3095081125862149e-21,0.0,0.0,3.0434175315509018e-11,6.0286406031245684e-19,154.0,0.0,0.99998346894603229,1.0,18.999999859837175,1.3104480055133498e-06,1.5153631852186555e-07,4.9464750315000973e-06,5.0669939373089488e-06,2.0368910257530278e-06,1.3023613826619718e-07,1.6048352349711462e-12,9.8946365966333354e-09,2.8781955646419369e-06,1.7861033692675724e-15,1.9444874386178327e-10,1.6578073811485438e-10,5.4100104791062386e-12,5.4076123541731451e-12,1.5097734048109941e-15,1.821621332079267e-12,8.8835152826489339e-16,1.4237789929901411e-11,3.0943403329100464e-27,2.9157625456506044e-27,2.9157826304850211e-27,3.6528358625737498e-15,1.2161790583825979e-17
1.95278863864049e-11,0.6373761485130562,6.1067150471731046e-12,3.9654638235093869e-17,3.9649741962615839e-17,1.4892327897625612e-26,4.8964300925192779e-21,0.0,0.0,3.3039273895933141e-11,6.9287918013782179e-19,154.0,0.0,0.99998275132872616,1.0,18.999999848576042,1.3673437362805467e-06,1.5153622191507817e-07,5.1560811622657004e-06,5.2869629340821638e-06,2.1280020939537558e-06,1.4103913838586506e-07,1.6745049279339559e-12,1.0350093204672528e-08,3.006938778817988e-06,1.9342597627951768e-15,2.1169843941676372e-10,1.8011085526729964e-10,6.1359593556758343e-12,6.1332339336874159e-12,1.7140278865951986e-15,1.9875647960500345e-12,1.0113941017981206e-15,1.5500984329752847e-11,4.1548393206607055e-27,3.9151050176417005e-27,3.9151331654566983e-27,4.1787963394574355e-15,1.3802175863567119e-17
2.0340469459894827e-11,0.6373761484707073,6.3630855658637986e-12,4.303369310696632e-17,4.3028158858716353e-17,1.747125259099927e-26,5.5344375621941608e-21,0.0,0.0,3.5751104255714773e-11,7.9225075976553494e-19,154.0,0.0,0.99998203371165151,1.0,18.999999836944859,1.4242393469445667e-06,1.5153612523052009e-07,5.3653163574986712e-06,5.5069315615573191e-06,2.2191130862456204e-06,1.5221208020566289e-07,1.7441745038269105e-12,1.0805549045550659e-08,3.1356819036696693e-06,2.0874896875098769e-15,2.2968105838643555e-10,1.9500375614966913e-10,6.9232586961862888e-12,6.9201778435871099e-12,1.9356824939034769e-15,2.1607013859733149e-12,1.1451701052435283e-15,1.6817871398575326e-11,5.5115616604430543e-27,5.1936055734781758e-27,5.1936444782048921e-27,4.7551104336120434e-15,1.5582614322319406e-17
2.1965635606874682e-11,0.6373761483820591,6.8763692992814217e-12,5.0208875206182664e-17,5.0201903183253782e-17,2.3619292124272584e-26,6.9722883623096263e-21,0.0,0.0,4.1494917156532885e-11,1.0214514936662118e-18,154.0,0.0,0.99998059847819587,1.0,18.999999812597277,1.5380302079637991e-06,1.5153593165165869e-07,5.7826988678711132e-06,5.9468677086186567e-06,2.4013348430932999e-06,1.7564286685771406e-07,1.8835133043925922e-12,1.1716458412537379e-08,3.3931678854093056e-06,2.4088283388336597e-15,2.6784505747086966e-10,2.2646411300877031e-10,8.6913170644446759e-12,8.6874365587175478e-12,2.4338821621774916e-15,2.5285315052681328e-12,1.4466235648959133e-15,1.9612730673073572e-11,9.3871489989954357e-27,8.8458230066364322e-27,8.8458946108157642e-27,6.0692865977088516e-15,1.9585814660277353e-17
2.3590801753854537e-11,0.6373761482882908,7.3903767786601401e-12,5.7940807452578084e-17,5.7932167579093121e-17,3.1264133615951013e-26,8.6402342827496038e-21,0.0,0.0,4.7665529470475568e-11,1.2954075692935984e-18,154.0,0.0,0.9999791632456656,1.0,18.999999786843226,1.6518205885724909e-06,1.5153573828623971e-07,6.1986713683869585e-06,6.3868023784021513e-06,2.583556296092709e-06,2.0047970109996795e-07,2.0228516366155159e-12,1.2627364771788936e-08,3.6506535096189535e-06,2.7494500996231739e-15,3.089407229174769e-10,2.6013454353033755e-10,1.0732858539056795e-11,1.0728052739390522e-11,3.0097114692757285e-15,2.925066856862216e-12,1.7960881969092046e-15,2.2622382262902126e-11,1.5385754036106822e-26,1.4498850599200734e-26,1.4498976730224892e-26,7.6166485695694278e-15,2.4215503424101285e-17
2.5215967900834393e-11,0.6373761481895742,7.9051081830941669e-12,6.6230274424842173e-17,6.6219719430084599e-17,4.0631680599498725e-26,1.055547307564334e-20,0.0,0.0,5.4262859409493569e-11,1.6193236822477928e-18,154.0,0.0,0.99997772801406015,1.0,18.999999759729853,1.7656104887720864e-06,1.5153554517859759e-07,6.6132810285117426e-06,6.8267355709125512e-06,2.7657774452260685e-06,2.2667542182380479e-07,2.1621895004743867e-12,1.3538268101213627e-08,3.9081387763188723e-06,3.108708183221909e-15,3.529680365281008e-10,2.9598829589463914e-10,1.3066329289131175e-11,1.3060463945355737e-11,3.6684445914189123e-15,3.3502626774989476e-12,2.1968991838786437e-15,2.5846841063939894e-11,2.4392006379567898e-26,2.2986485639532641e-26,2.2986699518814122e-26,9.4189560573866153e-15,2.9515448898613614e-17
2.6841134047814248e-11,0.6373761480860756,8.4205636889752826e-12,7.5078060894247036e-17,7.5065326288882334e-17,5.1963925362533862e-26,1.2735226480450831e-20,0.0,0.0,6.1286827852430856e-11,1.9986672605938255e-18,154.0,0.0,0.99997629278337996,1.0,18.999999731302768,1.8793999085640298e-06,1.5153535191030818e-07,7.0265734362320087e-06,7.2666672861958039e-06,2.9479982906636706e-06,2.5418444911908919e-07,2.3015268959620237e-12,1.4449168336827393e-08,4.1656236857949919e-06,3.4859774881735337e-15,3.9992698010427229e-10,3.3399911778030673e-10,1.5709952947650568e-11,1.5702885304238121e-11,4.4152920382286874e-15,3.8040742736576252e-12,2.6523513740003937e-15,2.928612234050278e-11,3.7560058486330242e-26,3.5396602758404727e-26,3.5396953542245371e-26,1.1498416085656878e-14,3.5529078613584349e-17
2.8466300194794103e-11,0.6373761479779554,8.9367434700381071e-12,8.4484951821748378e-17,8.4469755874041085e-17,6.5518990030608079e-26,1.5196740228936615e-20,0.0,0.0,6.873735825565825e-11,2.4391678491262411e-18,154.0,0.0,0.99997485755362459,1.0,18.999999701605994,1.9931888479497646e-06,1.5153515845666048e-07,7.4385926510080281e-06,7.7065975242306851e-06,3.1302188324157986e-06,2.8296273133086123e-07,2.4408638230509811e-12,1.536006548114801e-08,4.4231082381070663e-06,3.8806538721357846e-15,4.4981753544768026e-10,3.7414124296471189e-10,1.8681734744880949e-11,1.8673313643011917e-11,5.255401836171706e-15,4.2864570214637211e-12,3.1657000325394862e-15,3.294024170820976e-11,5.6369746321335473e-26,5.3124111368529776e-26,5.3124670024025789e-26,1.3877656322255516e-14,4.2299482103883042e-17
3.009146634177396e-11,0.6373761478653686,9.4536476974041514e-12,9.4451732355133468e-17,9.4433776067159839e-17,8.1571167790825227e-26,1.7957284050099744e-20,0.0,0.0,7.6614376566564708e-11,2.9468165295868191e-18,154.0,0.0,0.99997342232479436,1.0,18.999999670682111,2.1069773069307346e-06,1.5153496508154785e-07,7.8493812550088007e-06,8.1465262849560866e-06,3.31243907037544e-06,3.1296769383342777e-07,2.5802002817021586e-12,1.6270959575934124e-08,4.6805924331490258e-06,4.2921534493474877e-15,5.0263968436005107e-10,4.1638937833204791e-10,2.1999465534597576e-11,2.1989531512342017e-11,6.1938606813030041e-15,4.7973663665780546e-12,3.7401615737792789e-15,3.6809215117520108e-11,8.2689419145952611e-26,7.7930205948620267e-26,7.7931072728266116e-26,1.6579699757397807e-14,4.9869413644870447e-17
3.1716632488753813e-11,0.6373761477484654,9.9712765396247066e-12,1.0497918782621475e-16,1.0495815491007149e-16,1.0041096425042819e-25,2.1034151675059038e-20,0.0,0.0,8.4917811139851322e-11,3.5278653750878279e-18,154.0,0.0,0.99997198709688884,1.0,18.999999638572277,2.2207652855083847e-06,1.5153477180272016e-07,8.2589804026785436e-06,8.5864535683454548e-06,3.4946590045356201e-06,3.4415818947267443e-07,2.7195362718883273e-12,1.7181850627775828e-08,4.9380762709560832e-06,4.7199119109742387e-15,5.5839340864282374e-10,4.6071869127765345e-10,2.5680725715988071e-11,2.5669111106651286e-11,7.2356950621280167e-15,5.3367578240766365e-12,4.3789142739735303e-15,4.0893058837943384e-11,1.188457217007225e-25,1.1200817717258592e-25,1.1200949098086594e-25,1.9627940670839986e-14,5.8281294963294089e-17
3.334179863573367e-11,0.6373761476273905,1.0489630162722764e-11,1.1606810374806971e-16,1.1604366060207816e-16,1.2234513892985747e-25,2.4444660841891761e-20,0.0,0.0,9.3647592656672296e-11,4.1888269381969469e-18,154.0,0.0,0.99997055186990835,1.0,18.999999605316255,2.3345527836841574e-06,1.5153457847115611e-07,8.6674298686321269e-06,9.0263793744023995e-06,3.6768786349571423e-06,3.7649445067913964e-07,2.8588717935927096e-12,1.8092738612509404e-08,5.195559751659145e-06,5.1633838683675865e-15,6.1707869009716669e-10,5.071047975093593e-10,2.9742889050892642e-11,2.9729418079573958e-11,8.3858723524859164e-15,5.9045869783442624e-12,5.0850989652374857e-15,4.5191789442958081e-11,1.6770074897592759e-25,1.5805618110410427e-25,1.5805813108482987e-25,2.3046121869175684e-14,6.7577217923261496e-17
3.4966964782713524e-11,0.6373761475022839,1.1008708730233953e-11,1.2771926581232593e-16,1.2769106149723245e-16,1.4769674688695904e-25,2.8206153300424455e-20,0.0,0.0,1.0280365404655296e-10,4.9364737713691364e-18,154.0,0.0,0.9999691166438528,1.0,18.999999570952472,2.4483398014594982e-06,1.5153438508551878e-07,9.0747680939140029e-06,9.4663037031138648e-06,3.8590979616407895e-06,4.0993804321728309e-07,2.9982068467940957e-12,1.9003623522068646e-08,5.4530428753042245e-06,5.622042218763663e-15,6.7869551052418125e-10,5.5552374923786827e-10,3.420312637832815e-11,3.4187615256741062e-11,9.6493018750119975e-15,6.5008094829734514e-12,5.8618197107329373e-15,4.9705423795608922e-11,2.3273690186994354e-25,2.1935727712298886e-25,2.193601168319508e-25,2.6858313147214965e-14,7.7798947187345168e-17
3.659213092969338e-11,0.6373761473732811,1.1528512403246387e-11,1.3993345988649039e-16,1.3990112610166236e-16,1.7680518046567234e-25,3.2335994816975834e-20,0.0,0.0,1.1238593041192981e-10,5.7778379775441377e-18,154.0,0.0,0.99996768141872183,1.0,18.999999535518086,2.5621263388358496e-06,1.5153419173408893e-07,9.4810322306967403e-06,9.9062265544449274e-06,4.0413169845509233e-06,4.4445182149490386e-07,3.1375414314651689e-12,1.9914505369706017e-08,5.710525641885794e-06,6.0953775323783317e-15,7.4324385172492273e-10,6.0595202373833759e-10,3.9078409230813048e-11,3.9060666250412764e-11,1.103083593647315e-14,7.125381060655352e-12,6.7121444619714346e-15,5.4433979034720107e-11,3.1814964547704186e-25,2.9986692596590604e-25,2.9987099052765451e-25,3.1088890894873929e-14,8.8987922853434716e-17
3.8217297076673234e-11,0.6373761472405126,1.2049041340439542e-11,1.5271147201132061e-16,1.5267462307093868e-16,2.1002621116275972e-25,3.6851575179051541e-20,0.0,0.0,1.2239435895519239e-10,6.720210788838185e-18,154.0,0.0,0.9999662461945158,1.0,18.999999499048986,2.6759123958146558e-06,1.5153399841342194e-07,9.8862581854917593e-06,1.0346147928366593e-05,4.2235357036891781e-06,4.7999988536005673e-07,3.2768755475812697e-12,2.0825384162224127e-08,5.9680080514509247e-06,6.5828974599025041e-15,8.1072369550027789e-10,6.5836651226613774e-10,4.438551335681711e-11,4.4365338980279415e-11,1.2535270836214967e-14,7.7782575030680583e-12,7.6391056990233156e-15,5.937747256169315e-11,4.2894835060927192e-25,4.0430811936281735e-25,4.043138460449033e-25,3.5762518774807164e-14,1.0118526306793638e-16
3.984246322365309e-11,0.6373761471041055,1.257029569812222e-11,1.6605408839823751e-16,1.6601232120748374e-16,2.4773203160814346e-25,4.177030819999021e-20,0.0,0.0,1.3282887890816269e-10,7.7711421718324462e-18,154.0,0.0,0.99996481097123457,1.0,18.999999461579868,2.7896979723973618e-06,1.515338050713906e-07,1.0290480660920355e-05,1.0786067824863472e-05,4.4057541190769838e-06,5.1654753833745604e-07,3.4162091951227868e-12,2.1736259892323184e-08,6.2254901040745707e-06,7.0841261597391664e-15,8.8113502365093096e-10,7.1274450931556159e-10,5.0141022152149142e-11,5.0118209103243176e-11,1.416734784852632e-14,8.4593946707700789e-12,8.6457010541444755e-15,6.4535922027881831e-11,5.7106544127483553e-25,5.3827435250429733e-25,5.3828230517881957e-25,4.0904129417500244e-14,1.1443176661561718e-16
4.1467629370632944e-11,0.6373761469641815,1.3092275630269579e-11,1.7996209542677862e-16,1.7991498945802055e-16,2.9031129765533867e-25,4.7109631723560272e-20,0.0,0.0,1.4368943146395073e-10,8.9384404582385553e-18,154.0,0.0,0.99996337574887784,1.0,18.999999423144281,2.9034830685854101e-06,1.515336117123297e-07,1.0693733196082321e-05,1.1225986243917969e-05,4.5879722307128115e-06,5.5406124726700834e-07,3.5555423740701377e-12,2.264713255441678e-08,6.4829717997991801e-06,7.5986037444697673e-15,9.5447781797743091e-10,7.6906370221279662e-10,5.6361330002441855e-11,5.6335663354338758e-11,1.5931754179540288e-14,9.1687484930953219e-12,9.7348939192144815e-15,6.9909345322526701e-11,7.5147408710065754e-25,7.0834066596755824e-25,7.0835156396817018e-25,4.6538907090936664e-14,1.2876791548626395e-16
4.4717961664592655e-11,0.6373761466742516,1.4138412822404801e-11,2.0947742775256299e-16,2.0941831279453943e-16,3.9172735964424401e-25,5.9119921832921224e-20,0.0,0.0,1.6668840857570254e-10,1.1654660906434219e-17,154.0,0.0,0.99996050530693892,1.0,18.999999343502203,3.1310518197833109e-06,1.5153322496129428e-07,1.1497457013737774e-05,1.2105818649603643e-05,4.9524075427221166e-06,6.3185828761912267e-07,3.8342073260991737e-12,2.4468868675791906e-08,6.9979341207202275e-06,8.665542645130526e-15,1.10995773235955e-09,8.8743832964383143e-10,7.0260994595472721e-11,7.0228945798636837e-11,1.9876038788255107e-14,1.0671930162179599e-11,1.217275804033917e-14,8.130118607622868e-11,1.2610532188755478e-24,1.1887275955457492e-24,1.1887473401390866e-24,5.9389863673727684e-14,1.6086950836145246e-16
4.764326072915639e-11,0.6373761464024308,1.5082419258154621e-11,2.3798275515394366e-16,2.3791121852733433e-16,5.0390656390029232e-25,7.1543031067314097e-20,0.0,0.0,1.8884396740392239e-10,1.4580845470630074e-17,154.0,0.0,0.99995792191235611,1.0,18.999999268832916,3.3358620529261794e-06,1.5153287698511092e-07,1.2217805246038899e-05,1.2897662761595925e-05,5.2803982846369243e-06,7.0486559877196122e-07,4.0850041801200344e-12,2.6108420722654268e-08,7.461398989313004e-06,9.6667933887271773e-15,1.259915087045377e-09,1.0003982368031117e-09,8.4521017382622986e-11,8.4482414606423335e-11,2.3924408674183021e-14,1.2120853910571524e-11,1.4678367514250492e-14,9.2289237186667669e-11,1.9465706120438144e-24,1.8350073856953448e-24,1.8350398914338326e-24,7.2899596276529328e-14,1.9388724752606099e-16
5.056855979372013e-11,0.637376146120937,1.6028778846865027e-11,2.6833218543163187e-16,2.6824659242285901e-16,6.386770416808103e-25,8.5601145677100812e-20,0.0,0.0,2.1237904021167951e-10,1.8017268560486444e-17,154.0,0.0,0.99995533852076912,1.0,18.999999191504553,3.5406707296128138e-06,1.5153252902315499e-07,1.2935483279529916e-05,1.3689502086269452e-05,5.6083880423708412e-06,7.8053060720828608e-07,4.3357995155787972e-12,2.7747962854177418e-08,7.9248627022084605e-06,1.070449287560435e-14,1.419370109096937e-09,1.1193175331845891e-09,1.0053365126481317e-10,1.0048768304340875e-10,2.8472045809500531e-14,1.3660517364995462e-11,1.7496175578035372e-14,1.0397409142062268e-10,2.9265174557116402e-24,2.7589099656130159e-24,2.7589618894863817e-24,8.8408714576772057e-14,2.3105080068683139e-16
