Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533)
1.27945452497234e-09,0.6373759684566941,6.2205091390976239e-10,2.3351280182817551e-13,2.3176003714262418e-13,3.5835176129363636e-19,1.7576859449298382e-15,0.0,0.0,1.315635203741856e-07,4.2081591125890899e-12,154.0,0.0,0.99887035181470563,1.0,18.99994975857874,8.9440983596476197e-05,1.5138635886970797e-07,0.00029653091604243709,0.00034590665123450208,0.00014330624776859099,4.9391770214435459e-05,1.0955703843386097e-10,7.156182393717353e-07,0.00020252110096447855,6.7737830727191149e-13,9.0712568333539747e-07,1.786770961985611e-07,5.2101128289600143e-07,5.2076881641354268e-07,1.4876587973346286e-10,6.2670156959918616e-09,9.3686750040003747e-11,6.8205976548299701e-08,2.3673342298497892e-15,2.2788681177381116e-15,2.2801403754510686e-15,2.1121549145986826e-09,1.431024114835598e-12
1.3125926792437392e-09,0.6373759636781942,6.4406409586057564e-10,2.4750399198898426e-13,2.456009140202781e-13,4.0009317140783572e-19,1.9085786960315573e-15,0.0,0.0,1.3845505537392899e-07,4.6572266919772092e-12,154.0,0.0,0.9988411015331915,1.0,18.999948408609114,9.175357505091757e-05,1.5138241806009371e-07,0.0003041353731849772,0.00035485338845757484,0.00014701700604532618,5.0716137287810135e-05,1.1239068050931085e-10,7.3414280933545211e-07,0.00020776588072380815,6.9554120262370237e-13,9.5468313965348092e-07,1.8406332647106561e-07,5.5206693473321098e-07,5.5181001035906918e-07,1.5763442074295478e-10,6.5394589347408021e-09,9.9273964861097678e-11,7.1832537593426737e-08,2.7312477398821197e-15,2.6307557722209962e-15,2.6322654543917947e-15,2.2808285123500901e-09,1.5185609470845156e-12
1.3457308335151384e-09,0.6373759589038641,6.6636880520064217e-10,2.6198493836733541e-13,2.5992267792529182e-13,4.4552894458920954e-19,2.0683926798967046e-15,0.0,0.0,1.4552218758259258e-07,5.1412886998883131e-12,154.0,0.0,0.99881185164944952,1.0,18.999947058686196,9.4065967238216876e-05,1.5137847729403976e-07,0.00031173851101380635,0.00036379950044016017,0.00015072763810458352,5.2040274165662147e-05,1.1522412419527053e-10,7.5266608237539071e-07,0.0002130105204572488,7.1370094098278986e-13,1.0034534857305146e-06,1.8944960600466889e-07,5.8404486651556964e-07,5.8377305456923812e-07,1.6676637032000895e-10,6.815354926859576e-09,1.0502719394865892e-10,7.555548164363236e-08,3.1388684183083856e-15,3.0251899497095128e-15,3.0269731670789827e-15,2.4582294553342917e-09,1.6088394735511699e-12
1.3788689877865375e-09,0.6373759541337037,6.8896453606952789e-10,2.7696207887728709e-13,2.7473146201235827e-13,4.9488943649276831e-19,2.237435970022413e-15,0.0,0.0,1.5276489305542998e-07,5.6621148986006535e-12,154.0,0.0,0.99878260216384562,1.0,18.999945708809815,9.6378160170619529e-05,1.5137453657160187e-07,0.00031934032937632454,0.00037274498689613826,0.00015443814394843825,5.3364180821593056e-05,1.1805736940112098e-10,7.7118805789913649e-07,0.00021825502027473753,7.3185752198713523e-13,1.0534365660980377e-06,1.9483577957521669e-07,6.1694507302733407e-07,6.1665794380790317e-07,1.7616172695179611e-10,7.0945953050188531e-09,1.1094643641339149e-10,7.9374990480983978e-08,3.5940357447633373e-15,3.4659499819879648e-15,3.4680471469974385e-15,2.6445763467516204e-09,1.7018655848388325e-12
1.4120071420579367e-09,0.637375949367711,7.118507830916401e-10,2.9244184026796672e-13,2.9003338442407241e-13,5.4841378445595091e-19,2.4160206177312081e-15,0.0,0.0,1.6018314779360426e-07,6.2215184514212545e-12,154.0,0.0,0.99875335307674473,1.0,18.999944358979793,9.8690153860371023e-05,1.5137059589283567e-07,0.00032694082812002108,0.00038168984753946878,0.00015814852357896693,5.4687857229233168e-05,1.2089041603626845e-10,7.8970873531444135e-07,0.00022349938028282083,7.5001094527509415e-13,1.1046322252575299e-06,2.0022171643424855e-07,6.5076752461253507e-07,6.504646484087792e-07,1.8582048213949676e-10,7.3770750933031148e-09,1.1703168695293374e-10,8.3291245850181875e-08,4.100806904140074e-15,3.9570343398091591e-15,3.9594905431497235e-15,2.8400876987598631e-09,1.7976450747734407e-12
1.4451452963293359e-09,0.6373759446058864,7.350270414277144e-10,3.0843063813505574e-13,3.0583454831241526e-13,6.0635004889025545e-19,2.604462644424401e-15,0.0,0.0,1.6777692774432359e-07,6.8213559042239206e-12,154.0,0.0,0.99872410438851211,1.0,18.999943009195963,0.00010100194831971711,1.5136665525779683e-07,0.00033454000709250972,0.00039063408208419047,0.00016185877699824758,5.6011303362214455e-05,1.2372326401014396e-10,8.0822811402921773e-07,0.00022874360058476099,7.681612104850451e-13,1.1570403076804276e-06,2.0560730644824027e-07,6.8551217102723353e-07,6.8519311812586385e-07,1.9574262149936061e-10,7.6626926010765046e-09,1.2328293654740135e-10,8.7304429458522486e-08,4.6634625101115826e-15,4.5026668092602907e-15,4.5055322179398267e-15,3.0449819324657994e-09,1.8961836546355628e-12
1.478283450600735e-09,0.6373759398482282,7.5849280681819605e-10,3.2493487693328855e-13,3.2214104186123771e-13,6.6895535421719472e-19,2.8030820338434796e-15,0.0,0.0,1.7554620880095932e-07,7.4635271669637584e-12,154.0,0.0,0.99869485609951281,1.0,18.999941659458166,0.00010331354356090357,1.5136271466654089e-07,0.0003421378661415322,0.00039957769024442192,0.0001655689042083595,5.7334519194174338e-05,1.2655591323220409e-10,8.2674619345154524e-07,0.00023398768128063893,7.8630831725544119e-13,1.2106606578081429e-06,2.1099245683044767e-07,7.2117894470048834e-07,7.2084328539284948e-07,2.0592812569476376e-10,7.951349320158825e-09,1.2970017304817098e-10,9.1414722975863349e-08,5.2865123022169693e-15,5.1073026634456501e-15,5.1106329409699568e-15,3.2594773779167075e-09,1.9974869653245278e-12
1.5114216048721342e-09,0.6373759350947354,7.822475756194186e-10,3.4196094998984874e-13,3.3895893830962766e-13,7.3649602934823629e-19,3.0122027243399485e-15,0.0,0.0,1.8349096680314967e-07,8.1499754951682775e-12,154.0,0.0,0.99866560821011219,1.0,18.99994030976622,0.00010562493959617645,1.5135877411912359e-07,0.00034973440511494597,0.00040852067173436068,0.00016927890521138328,5.8657504698774043e-05,1.2938836361193009e-10,8.4526297298966643e-07,0.00023923162246745392,8.0445226522506147e-13,1.2654931200520788e-06,2.163770893991996e-07,7.577677634700364e-07,7.5741506805749222e-07,2.1637697121812316e-10,8.2429498252243205e-09,1.3628338167181841e-10,9.5622308034590284e-08,5.9747008165757107e-15,5.775634829514409e-15,5.7794915787800259e-15,3.4837922740918106e-09,2.1015605876818458e-12
1.5776979134149325e-09,0.6373759256002428,8.3062211212156138e-10,3.7760411663602815e-13,3.7415315828441939e-13,8.8749566562095183e-19,3.4632634887283266e-15,0.0,0.0,1.9990681673458693e-07,9.6636929866646123e-12,154.0,0.0,0.99860711363156573,1.0,18.999937610519233,0.00011024713409796617,1.5135089315602709e-07,0.00036492352222698449,0.00042640475356054872,0.00017669852860449588,6.1302784620653731e-05,1.3505266748243121e-10,8.8229263004708059e-07,0.00024971908668705318,8.4073068331868479e-13,1.3787937583842796e-06,2.2714454892015896e-07,8.3371114713981014e-07,8.3332309048252051e-07,2.3806457492131539e-10,8.834615338300723e-09,1.4994764522747688e-10,1.0433007911820249e-07,7.5666799112049702e-15,7.3233850333671583e-15,7.3285056488470794e-15,3.9627529191386369e-09,2.3180408383039987e-12
1.6439742219577308e-09,0.6373759161223993,8.8014663513008533e-10,4.1541106269192226e-13,4.1146549618400368e-13,1.0616689877509134e-18,3.9603152434540256e-15,0.0,0.0,2.170242831842764e-07,1.1378920629530749e-11,154.0,0.0,0.9985486206557912,1.0,18.999934911453643,0.00011486853192305729,1.5134301236895191e-07,0.00038010735721393961,0.00044428632527792646,0.00018411764719425758,6.3947142917645332e-05,1.4071617489800147e-10,9.1931708047068652e-07,0.00026020599396151331,8.7699646188303623e-13,1.4969409773687188e-06,2.3790927286560139e-07,9.1334145153254668e-07,9.1291631504674814e-07,2.6080518360040752e-10,9.4369838067965231e-09,1.6427557044617333e-10,1.1342919501784539e-07,9.4822658252593231e-15,9.1884479776704985e-15,9.1951622594970662e-15,4.4836079577465503e-09,2.5456681538806021e-12
1.7102505305005291e-09,0.6373759066611959,9.3081714018617331e-10,4.5543253569366621e-13,4.5094400243356893e-13,1.2614922132510472e-18,4.506091074978291e-15,0.0,0.0,2.3484317094301598e-07,1.3312763015288375e-11,154.0,0.0,0.99849012928570635,1.0,18.999932212568105,0.00011948913316942318,1.5133513175834261e-07,0.00039528590886328687,0.00046216538460293859,0.00019153626099736195,6.6590579379858107e-05,1.4637888513539746e-10,9.5633631953234198e-07,0.00027069234496536514,9.1324959803959098e-13,1.6199335312180258e-06,2.4867096757866155e-07,9.9665768762268871e-07,9.9619375290467998e-07,2.8459851436346744e-10,1.0049393346240659e-08,1.7926697915557581e-10,1.2292110744055958e-07,1.1768439987668712e-14,1.1417550655304934e-14,1.1426254316708032e-14,5.0481000224031856e-09,2.7844857656665952e-12
1.7765268390433274e-09,0.6373758972166235,9.8262963459277596e-10,4.9771910661408095e-13,4.9263649077142592e-13,1.4896021623859948e-18,5.1033866047326386e-15,0.0,0.0,2.5336328394851738e-07,1.5483016479729765e-11,154.0,0.0,0.99843163952422731,1.0,18.999929513861268,0.00012410893793503969,1.5132725132464346e-07,0.00041045917596472739,0.00048004192925330371,0.00019895437003052431,6.9233093797727011e-05,1.5204079747177821e-10,9.9335034250653582e-07,0.00028117814033239006,9.4949008891429111e-13,1.7477701736663082e-06,2.5942942435235138e-07,1.0836587813285007e-06,1.0831543301681462e-06,3.0944426000007225e-10,1.0671222848323385e-08,1.949216778214119e-10,1.3280726749108008e-07,1.4476476130635406e-14,1.4061813064639856e-14,1.4072977202820204e-14,5.6579702876567246e-09,3.0345365230119176e-12
1.8428031475861257e-09,0.6373758877886718,1.0355801376983355e-09,5.4232117039672871e-13,5.3659053909824779e-13,1.7488006442481712e-18,5.7550597441944114e-15,0.0,0.0,2.7258442528688522e-07,1.7908168504958145e-11,154.0,0.0,0.9983731513742693,1.0,18.99992681533179,0.00012872794631788506,1.5131937106829855e-07,0.00042562715731016428,0.00049791595694801555,0.00020637197431048126,7.1874685962087788e-05,1.5770191118470618e-10,1.0303591446703939e-06,0.00029166338065812606,9.8571793163857474e-13,1.8804496579696938e-06,2.7018449560642308e-07,1.1743435972832383e-06,1.1737969116652516e-06,3.3534209577536625e-10,1.1301889475673919e-08,2.1123946183929884e-10,1.4308912567101381e-07,1.7662115567463686e-14,1.7176944517002001e-14,1.7191125954995012e-14,6.3149584698272428e-09,3.2958629906023786e-12
1.909079456128924e-09,0.6373758783773313,1.0896646811003362e-09,5.8928894649846117e-13,5.8285349033374567e-13,2.0420588150640054e-18,6.4640304506529853e-15,0.0,0.0,2.9250639719393033e-07,2.0607397119976367e-11,154.0,0.0,0.99831466483874576,1.0,18.99992411697832,0.0001333461584159398,1.5131149098975175e-07,0.0004407898516937223,0.00051578746540734371,0.00021378907385399118,7.4515355664196703e-05,1.6336222555214699e-10,1.0673627213036777e-06,0.00030214806650222589,1.0219331233496479e-12,2.0179707369068713e-06,2.8093607693325892e-07,1.2687109567502293e-06,1.268120318845964e-06,3.6229168455031738e-10,1.1940846305034736e-08,2.2822011876922686e-10,1.5376813187804055e-07,2.138574091204385e-14,2.0823439677547068e-14,2.0841292214005358e-14,7.0208028267172609e-09,3.5685075226331627e-12
1.9753557646717224e-09,0.6373758689825917,1.1448793087837801e-09,6.3867247943851481e-13,6.3147245327882998e-13,2.3725215087825115e-18,7.2332804836739293e-15,0.0,0.0,3.1312900105634657e-07,2.3600570299821314e-11,154.0,0.0,0.99825617992056936,1.0,18.999921418799516,0.00013796357432718697,1.5130361108944677e-07,0.00045594725791180986,0.00053365645235283442,0.0002212056686778336,7.7155102695696079e-05,1.6902173985246996e-10,1.104361067688788e-06,0.00031263219839067343,1.05813566119001e-12,2.1603321627796251e-06,2.9168409390921041e-07,1.3667596507830016e-06,1.3661233429349805e-06,3.9029268054287977e-10,1.2587580110902171e-08,2.4586343071149929e-10,1.6484573540513277e-07,2.5712548256365696e-14,2.5066774347682831e-14,2.5089060951556101e-14,7.7772401573212403e-09,3.8525123182385944e-12
2.0416320732145207e-09,0.6373758596044432,1.2012200772014053e-09,6.905216393532293e-13,6.8249430348230074e-13,2.743511539256404e-18,8.0658531622837012e-15,0.0,0.0,3.3445203741276748e-07,2.6908245363205012e-11,154.0,0.0,0.99819769662265145,1.0,18.999918720794042,0.000142580194149612,1.5129573136782714e-07,0.00047109937476315117,0.0005515229155073129,0.0002286217587988099,7.9793926848602817e-05,1.7468045336444857e-10,1.1413541791107675e-06,0.00032311577681786303,1.094325542307299e-12,2.3075326874133826e-06,3.0242849317382146e-07,1.4684884491269481e-06,1.467804753828111e-06,4.1934473187198826e-10,1.3241609286857485e-08,2.6416917591378236e-10,1.7632338493979216e-07,3.071271776966015e-14,2.9977600979809173e-14,3.0005206967919155e-14,8.5860058015344714e-09,4.1479194601762126e-12
2.107908381757319e-09,0.6373758502428758,1.2586830553123913e-09,7.4488612255421621e-13,7.3596568410987698e-13,3.1585339738200567e-18,8.9648531228891407e-15,0.0,0.0,3.5647530595473693e-07,3.0551668368649313e-11,154.0,0.0,0.99813921494790214,1.0,18.999916022960544,0.00014719601798120256,1.5128785182533629e-07,0.00048624620104877379,0.00056938685259488278,0.00023603734423374267,8.2431827915332168e-05,1.8033836536726046e-10,1.178342050857301e-06,0.00033359880224854705,1.1305027638546151e-12,2.4595710621577472e-06,3.1316923655273715e-07,1.5738961060840216e-06,1.573163305953123e-06,4.4944748223351378e-10,1.3902481898047456e-08,2.8313712982981286e-10,1.8820252856329916e-07,3.6461582709094814e-14,3.563194391743699e-14,3.5665891153314842e-14,9.4488336398623042e-09,4.4547709412355434e-12
2.1741846903001173e-09,0.6373758408978794,1.3172643245984346e-09,8.0181545208757204e-13,7.9193300681316637e-13,3.6212803786749974e-18,9.9334460779312782e-15,0.0,0.0,3.7919860552763448e-07,3.45527735091315e-11,154.0,0.0,0.99808073489922988,1.0,18.999913325297683,0.00015181104591994874,1.5127997246241714e-07,0.00050138773557200354,0.00058724826134092748,0.000243452424999476,8.5068805688713221e-05,1.8599547514048792e-10,1.2153246782187177e-06,0.00034408127511966315,1.1666673229907343e-12,2.6164460378870443e-06,3.2390629684465602e-07,1.682981364717058e-06,1.682197742470983e-06,4.8060057210164066e-10,1.4569773854483498e-08,3.0276706587831158e-10,2.0048461374996984e-07,4.3039796872837753e-14,4.2111394365501596e-14,4.2152856517431752e-14,1.0367456093130001e-08,4.7731086834734456e-12
2.2404609988429156e-09,0.6373758315694439,1.3769599790667042e-09,8.6135897829293472e-13,8.5044245259738212e-13,4.1356330364988175e-18,1.0974858575268429e-14,0.0,0.0,4.0262173413157284e-07,3.8934182505258855e-11,154.0,0.0,0.99802225647954257,1.0,18.99991062780413,0.000156425278063843,1.5127209327951275e-07,0.00051652397713847957,0.00060510713947211205,0.00025086700111287563,8.770485996198003e-05,1.9165178196411837e-10,1.2523020564879976e-06,0.00035456319584204903,1.2028192168799864e-12,2.7781563650008546e-06,3.3463965457725978e-07,1.7957429600872531e-06,1.7949067985107133e-06,5.1280363965390082e-10,1.5243087195724529e-08,3.2305875602733155e-10,2.1317108736641702e-07,5.0533500525010795e-14,4.9503305094597381e-14,4.9553623990379303e-14,1.134360412219318e-08,5.1029745530380173e-12
2.306737307385714e-09,0.6373758222575584,1.437766125241005e-09,9.2356587936221987e-13,9.1153997268764745e-13,4.705669136386628e-18,1.209237775828758e-14,0.0,0.0,4.2674448892227372e-07,4.3719203996975083e-11,154.0,0.0,0.99796377969174666,1.0,18.999907930478535,0.00016103871451088022,1.5126421427706591e-07,0.00053165492455616958,0.00062296348471638371,0.00025828107259082849,9.0339990528762233e-05,1.9730728511854467e-10,1.289274180960769e-06,0.00036504456480205362,1.2389584426921266e-12,2.9447007934245615e-06,3.4536929563444855e-07,1.9121796216222581e-06,1.9112892035352741e-06,5.4605632144771478e-10,1.5922048480365699e-08,3.4401197122163158e-10,2.2626339567081602e-07,5.9034484799289459e-14,5.7900984875175211e-14,5.7961687991080784e-14,1.2379007227649065e-08,5.444410371183148e-12
2.3730136159285122e-09,0.6373758129622136,1.4996788821421034e-09,9.8848516189790601e-13,9.7527128939375658e-13,5.3356649361011467e-18,1.3289351126746429e-14,0.0,0.0,4.515666662119208e-07,4.8931832933794497e-11,154.0,0.0,0.99790530453874693,1.0,18.999905233319563,0.00016565135535905756,1.5125633545551908e-07,0.00054678057663536746,0.00064081729480297263,0.0002656946394502431,9.2974197183090271e-05,2.0296198388456493e-10,1.32624104693531e-06,0.00037552538236304832,1.2750849976024062e-12,3.1160780726098876e-06,3.5609520968593136e-07,2.0322900746836905e-06,2.0313436829072398e-06,5.8035825286810889e-10,1.6606307274993665e-08,3.6562648166550055e-10,2.3976298431217383e-07,6.864035458165717e-14,6.7403892637764799e-14,6.7476711759309796e-14,1.3475393449549003e-08,5.7974579218646485e-12
2.4392899244713105e-09,0.6373758036833991,1.5626943812608205e-09,1.0561656614704128e-12,1.0416818969729283e-12,6.0300998967045955e-18,1.4569186298347143e-14,0.0,0.0,4.7708806146999958e-07,5.4596749963563885e-11,154.0,0.0,0.9978468310234474,1.0,18.999902536325887,0.00017026320070637454,1.5124845681531471e-07,0.00056190093218868838,0.0006586685674623931,0.00027310770170804949,9.5607479719402787e-05,2.0861587754338347e-10,1.3632026497125551e-06,0.00038600564886684369,1.3111988787916754e-12,3.2922869515354349e-06,3.668173891551073e-07,2.156073041597541e-06,2.1550689589176232e-06,6.1570906842191696e-10,1.7295534736791561e-08,3.879020570086059e-10,2.5367129832960071e-07,7.9454689883302702e-14,7.8117831360863984e-14,7.8204722453028624e-14,1.4634489367112144e-08,6.1621589569418736e-12
2.505566233014109e-09,0.6373757944211043,1.6268087665275841e-09,1.1266560431741004e-12,1.1108170624900953e-12,6.7936607897512439e-18,1.5935350771040184e-14,0.0,0.0,5.0330846932413127e-07,6.0739320819757814e-11,154.0,0.0,0.99778835914875075,1.0,18.999899839496162,0.00017487425065083293,1.5124057835689495e-07,0.0005770159900310714,0.00067651730042644475,0.00028052025938119895,9.8239837932545825e-05,2.1426896537661103e-10,1.4001589845960942e-06,0.00039648536463502012,1.3473000834463717e-12,3.4733261787072273e-06,3.7753582845560127e-07,2.2835272424165193e-06,2.2824637515467742e-06,6.5210840195536278e-10,1.7989422283578966e-08,4.1083846648344212e-10,2.6798978215158402e-07,9.1587205720639857e-14,9.0155141689137087e-14,9.0258306013547406e-14,1.5858020098440242e-08,6.5385552000364602e-12
2.571842541556907e-09,0.6373757851753195,1.6920181942798738e-09,1.2000048021817211e-12,1.1827218266755526e-12,7.6312457772132579e-18,1.7391371686055679e-14,0.0,0.0,5.3022768356090232e-07,6.7385595707313026e-11,154.0,0.0,0.99772988891755798,1.0,18.999897142829056,0.00017948450529043706,1.5123270008070168e-07,0.0005921257489797853,0.00069436349142821326,0.00028793231248666412,0.00010087127161776832,2.199212466662645e-10,1.4371100468921739e-06,0.00040696452997017555,1.3833886087584575e-12,3.6591945021592488e-06,3.882505233918854e-07,2.4146513955186776e-06,2.4135267790616247e-06,6.8955588682484741e-10,1.868768034555465e-08,4.3443547901321642e-10,2.8271987959526264e-07,1.0515391051483701e-13,1.0363489528055686e-13,1.0375680179702067e-13,1.7147709300233606e-08,6.9266883495246435e-12
2.6381188500997055e-09,0.6373757759460342,1.7583188332274908e-09,1.2762602642973296e-12,1.2574410047799885e-12,8.5479684642565262e-18,1.8940835591660289e-14,0.0,0.0,5.5784549712669247e-07,7.4562308687005811e-11,154.0,0.0,0.99767142033276957,1.0,18.999894446323246,0.00018409396472319329,1.512248219871769e-07,0.00060723020785442882,0.00071220713820207193,0.00029534386104143931,0.00010350178057072223,2.2557272069476835e-10,1.4740558319097034e-06,0.00041744314515709775,1.4194644519254229e-12,3.8498906694539861e-06,3.9896147072848805e-07,2.5494442180378126e-06,2.5482567584448082e-06,7.2805115601966012e-10,1.9390037193792372e-08,4.5869286328936779e-10,2.9786303386570228e-07,1.2027726301864932e-13,1.1868308787935351e-13,1.1882649696909738e-13,1.8505279167508573e-08,7.3266000807280447e-12
2.7706714671853025e-09,0.6373757575369214,1.8941784811848217e-09,1.4376837575274104e-12,1.4155007414549856e-12,1.0640382630335795e-17,2.2334734192386291e-14,0.0,0.0,6.1517608983475302e-07,9.0617400737372804e-11,154.0,0.0,0.9975544881139996,1.0,18.999889053790159,0.00019331049836019987,1.5120906634989858e-07,0.0006374232206715415,0.00074788679000999309,0.00031016544456700294,0.00010876002346446404,2.3687324410005961e-10,1.5479315513580542e-06,0.00043839872614269139,1.4915780806418176e-12,4.2457615234673186e-06,4.2037211316224661e-07,2.8300307349402531e-06,2.8287124356174311e-06,8.0818357787637644e-10,2.0806043185070358e-08,5.0918782092113012e-10,3.2939428264242662e-07,1.5571692535629092e-13,1.540245493022357e-13,1.5422053727318404e-13,2.1430942368467236e-08,8.1619258814709614e-12
2.88996882256234e-09,0.6373757410250467,2.020145923129536e-09,1.5933871822651335e-12,1.5678248001783116e-12,1.2850058808483475e-17,2.5746006224923366e-14,0.0,0.0,6.6916073864172907e-07,1.0716325764061979e-10,154.0,0.0,0.99744925477687718,1.0,18.999884201048651,0.00020160266000933484,1.5119488690550213e-07,0.00066457879415951591,0.00077998975267529061,0.00032350314434757322,0.00011348927744276482,2.4704094714131116e-10,1.6144016035624309e-06,0.00045725687005248054,1.5564369455494642e-12,4.6185439439337773e-06,4.3962885362913541e-07,3.0950925625023728e-06,3.093650631027921e-06,8.8388249288581062e-10,2.2092068335441996e-08,5.5688943039102469e-10,3.5919952656483303e-07,1.9430239392678775e-13,1.9260849296460166e-13,1.9286470059242781e-13,2.4313438248669416e-08,8.9544195104374222e-12
3.009266177939377e-09,0.6373757245664716,2.1495898666406721e-09,1.7592522049936414e-12,1.7299543109253124e-12,1.5405937641919748e-17,2.9518501955007755e-14,0.0,0.0,7.254055908617633e-07,1.2587469271253317e-10,154.0,0.0,0.99734402681914991,1.0,18.999879348809056,0.0002098922467125856,1.5118070805981335e-07,0.00069171717715634765,0.00081208443686606928,0.00033683920964917776,0.00011821553212904259,2.5720602351533106e-10,1.6808544845502535e-06,0.00047611323520621335,1.6212546769766556e-12,5.0069490790495626e-06,4.588734234146923e-07,3.3720208930024017e-06,3.3704497602129949e-06,9.6297051084402287e-10,2.338785380150933e-08,6.0672704037251829e-10,3.9036549127955012e-07,2.4014697816133391e-13,2.3857049061911825e-13,2.3890162573613748e-13,2.7442584225207151e-08,9.7857229444768558e-12
3.1285635333164144e-09,0.6373757081611375,2.2824884099986904e-09,1.9355546099709942e-12,1.9021425949522738e-12,1.8346156092829369e-17,3.3675255322024991e-14,0.0,0.0,7.8390940868619405e-07,1.4693226445666118e-10,154.0,0.0,0.99723880425768552,1.0,18.999874497063644,0.00021817925904160936,1.511665298154018e-07,0.00071883836286216367,0.00084417082941587028,0.00035017364057169883,0.00012293878634620547,2.6736846905197227e-10,1.7472901670595346e-06,0.00049496782275087429,1.6860312587802905e-12,5.4109696076218195e-06,4.7810581591064909e-07,3.6608082222524947e-06,3.659102316502746e-06,1.04544548445445e-09,2.4692329848584579e-08,6.5869929752654343e-10,4.2290057133173724e-07,2.9421824559051708e-13,2.9292106091650826e-13,2.9334457654903904e-13,3.0828371250534153e-08,1.0656078522751914e-11
3.2478608886934517e-09,0.637375691808985,2.4188197782927621e-09,2.1225684470150491e-12,2.0846406737750302e-12,2.1711426775206065e-17,3.8239905299606962e-14,0.0,0.0,8.4467094555200152e-07,1.7052366060186221e-10,154.0,0.0,0.9971335871093393,1.0,18.999869645804701,0.00022646369756808716,1.511523521748351e-07,0.00074594234450155335,0.00087624891717182811,0.00036350643721524284,0.00012765903892141591,2.7752827958538685e-10,1.8137086238563871e-06,0.00051382063371797351,1.7507666748756074e-12,5.830598203551283e-06,4.973260255378629e-07,3.9614470420774333e-06,3.9596007887298079e-06,1.1313052651359111e-09,2.600454253293664e-08,7.1280484770399276e-10,4.5681315478368603e-07,3.5756349642893361e-13,3.5675871729264171e-13,3.57295179098096e-13,3.4480774910880124e-08,1.1565728391847154e-11
3.367158244070489e-09,0.6373756755099541,2.5585623226841377e-09,2.3205660416586055e-12,2.2776972848520453e-12,2.5545110037567879e-17,4.3236691553093671e-14,0.0,0.0,9.0768894615748252e-07,1.9684368622537728e-10,154.0,0.0,0.9970283753909529,1.0,18.999864795024536,0.00023474556286372396,1.5113817514067919e-07,0.00077302911532356553,0.00090831868699468973,0.00037683759968013941,0.00013237628868609418,2.8768545095403136e-10,1.8801098277350706e-06,0.00053267166903611521,1.8154609092362389e-12,6.2658275358425172e-06,5.1653404711706355e-07,4.2739298409531735e-06,4.2719376618476884e-06,1.2205477031994275e-09,2.7323641133470338e-08,7.690423360574094e-10,4.9211162320121642e-07,4.3131248885943486e-13,4.3127356987790537e-13,4.3194705484016951e-13,3.8409755421154439e-08,1.2514914508901332e-11
3.4864555994475263e-09,0.6373756592639863,2.7016945196693245e-09,2.5298180052439554e-12,2.4815588971706828e-12,2.9893285150737419e-17,4.8690450121385618e-14,0.0,0.0,9.7296214647796751e-07,2.2609425182667838e-10,154.0,0.0,0.99692316911935486,1.0,18.999859944715446,0.00024302485550024833,1.5112399871549756e-07,0.0008000986686017103,0.00094038012575883476,0.00039016712806694216,0.00013709053447591869,2.9783997900066924e-10,1.9464937515179947e-06,0.00055152092954219181,1.8801139458942188e-12,6.7166502686141624e-06,5.3572987558201494e-07,4.5982491043037262e-06,4.5961054172077437e-06,1.3131706479274011e-09,2.8648866956310323e-08,8.2741040709100793e-10,5.2880435164008631e-07,5.166801174168861e-13,5.1775091798006329e-13,5.1858944563389243e-13,4.2625257619900188e-08,1.3503878643019796e-11
3.6057529548245636e-09,0.6373756430710215,2.8481949703441062e-09,2.7505932449583553e-12,2.696469726739184e-12,3.4804820628371216e-17,5.4626609122545315e-14,0.0,0.0,1.0404892737815823e-06,2.5848436135339932e-10,154.0,0.0,0.99681796831136049,1.0,18.999855094869769,0.00025130157604941243,1.5110982290185173e-07,0.0008271509976339606,0.00097243322035229238,0.00040349502247642781,0.00014180177513082386,3.0799185957238144e-10,2.0128603680557941e-06,0.00057036841599137332,1.9447257689399483e-12,7.1830590611091727e-06,5.5491350594909506e-07,4.934397314542206e-06,4.9320965325805406e-06,1.4091719475797318e-09,2.9979543347306383e-08,8.8790770466455117e-10,5.668997086324088e-07,6.149690460987526e-13,6.1757483331996872e-13,6.1861083074383847e-13,4.7137210964297659e-08,1.4532862375332836e-11
3.725050310201601e-09,0.6373756269310011,2.9980423996709857e-09,2.9831589738090705e-12,2.9226717519823685e-12,4.0331443666092341e-17,6.1071184483586578e-14,0.0,0.0,1.1102690466450572e-06,2.9423010017840038e-10,154.0,0.0,0.99671277298377148,1.0,18.999850245479841,0.00025957572508299192,1.5109564770230168e-07,0.00085418609574275199,0.0010044779576767616,0.00041682128300959612,0.00014651000949500039,3.1814108852057217e-10,2.079209650227369e-06,0.00058921412906596919,2.0092963625221976e-12,7.6650465677050706e-06,5.7408493336133188e-07,5.2823669510375664e-06,5.279903482103071e-06,1.5085494493787209e-09,3.1315066827472079e-08,9.5053287198381319e-10,6.0640605617308385e-07,7.2757229573477556e-13,7.32231733826834e-13,7.3350253566937075e-13,5.19555295252184e-08,1.5602107098520236e-11
