Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314)
4.067162662226998e-13,0.6538675984079045,2.3633824106234717e-14,2.2542996811367879e-21,2.254294360884961e-21,7.537937064300965e-34,5.2661385930950586e-27,0.0,0.0,1.7745822986866108e-14,4.5206549022259473e-24,154.0,0.0,0.99999984702874645,1.0,18.999999999949313,1.5214693404399753e-08,2.2341647355067919e-08,5.3570920512538476e-08,5.3584123533784872e-08,3.5960646669834245e-09,3.1911858427540329e-11,2.0043815759024577e-14,1.8744778412175666e-11,4.6130739015185291e-09,5.1940631134862728e-19,3.1703426578844096e-14,1.9231247533180562e-14,9.9117772595284327e-18,9.9102439515929495e-18,1.26868035526937e-21,2.4647414603421877e-17,2.6462758021210076e-22,2.3180490223875195e-15,2.1835552089672041e-40,2.0684449259507288e-40,2.0684450657707539e-40,9.7896947637524526e-21,2.350420597479246e-23,2.0275375595518894e-19
4.4024730508707345e-13,0.6538675984078728,2.5582604719266853e-14,2.6413485032299125e-21,2.6413417656719688e-21,9.7194821654072889e-34,6.6789854668852976e-27,0.0,0.0,1.962182514714043e-14,5.3834858086590626e-24,154.0,0.0,0.99999983442920448,1.0,18.999999999940801,1.646904277340438e-08,2.3596268420535597e-08,5.7984640707884251e-08,5.8000282047731736e-08,4.1445858464224277e-09,3.7384415303762215e-11,2.1696253792678397e-14,2.1783695899754582e-11,5.3167233035889092e-09,6.0849236076611039e-19,3.7145708876933863e-14,2.2531239105454321e-14,1.2570207720493422e-17,1.2568155773850686e-17,1.6918317323929375e-21,3.0870514633488767e-17,3.6011491034255477e-22,2.7159710970299383e-15,3.801524822491864e-40,3.6011210326273144e-40,3.6011212961201276e-40,1.2419901880220953e-20,2.9808537377508e-23,2.3562603801174997e-19
4.73778343951447e-13,0.6538675984078384,2.7531435545407576e-14,3.0590490038791802e-21,3.0590406165287607e-21,1.2312241422187279e-33,8.3243192381666705e-27,0.0,0.0,2.156072291041683e-14,6.3353267774349028e-24,154.0,0.0,0.99999982183103997,1.0,18.999999999931649,1.7723392073522974e-08,2.4782999802988992e-08,6.2397928649492216e-08,6.2416239708283062e-08,4.7222430961175341e-09,4.3288821780417732e-11,2.334861715247521e-14,2.5023324005595887e-11,6.0577487992957547e-09,7.0460931906400525e-19,4.3018757837805792e-14,2.60921201066161e-14,1.5665829359533932e-17,1.5663144873160533e-17,2.2056758354603237e-21,3.7999750321524245e-17,4.7881053794036064e-22,3.1453895573857655e-15,6.3541509984157019e-40,6.0191826402769837e-40,6.0191831142660937e-40,1.5484140471552536e-20,3.7149744003049461e-23,2.7066954301901303e-19
5.073093828158206e-13,0.653867598407802,2.9480316582441689e-14,3.5074019728418145e-21,3.5073916855022856e-21,1.5359454426344554e-33,1.0219850235632168e-26,0.0,0.0,2.3562513766345254e-14,7.3792550361924667e-24,154.0,0.0,0.99999980923417819,1.0,18.999999999921876,1.897774130475721e-08,2.5905515227116163e-08,6.6810784551847351e-08,6.6832001661476314e-08,5.3274597706358944e-09,4.9624863411138532e-11,2.5000906728870029e-14,2.8458516704677016e-11,6.8341278494974038e-09,8.0775369485549578e-19,4.9322554110406908e-14,2.9913831622202276e-14,1.9231887367670567e-17,1.9228443171122861e-17,2.8201944212207983e-21,4.6080705265502167e-17,6.2400212648763302e-22,3.6063030064512868e-15,1.0253251833232455e-39,9.7127389650155654e-40,9.7127397838415548e-40,1.9015752909579165e-20,4.560669699205795e-23,3.0782860293245708e-19
5.408404216801942e-13,0.6538675984077631,3.1429247828214886e-14,3.9864081998406608e-21,3.9863957446046701e-21,1.8906049522322388e-33,1.2383289237847767e-26,0.0,0.0,2.5627195241296342e-14,8.5183559147011115e-24,154.0,0.0,0.99999979663854865,1.0,18.999999999911481,2.0232090467108678e-08,2.6967289467715462e-08,7.1223208629327469e-08,7.124757292138227e-08,5.958744607490201e-09,5.6392325856028501e-11,2.6653123953965212e-14,3.2084259937416327e-11,7.6439474452901207e-09,9.1792199848769624e-19,5.6057078839297016e-14,3.3996314757909955e-14,2.3301619429155205e-17,2.3297274786380807e-17,3.5454978597679403e-21,5.5156492433478998e-17,7.9914491463470134e-22,4.0987100834863588e-15,1.6045587113366614e-39,1.5199727701988542e-39,1.519972906788929e-39,2.3048121722871185e-20,5.5258253614625933e-23,3.4704897726727986e-19
5.743714605445678e-13,0.653867598407722,3.3378229280632189e-14,4.4960684745651686e-21,4.4960535658141989e-21,2.2998643695624185e-33,1.4832347473022281e-26,0.0,0.0,2.7754764897418016e-14,9.7557228445672501e-24,154.0,0.0,0.99999978404408507,1.0,18.999999999900467,2.1486439560578894e-08,2.7971609421538028e-08,7.5635201096203332e-08,7.5662958373543092e-08,6.6146869754571115e-09,6.3590994881606204e-11,2.8305273394583262e-14,3.5895668169043535e-11,8.4853980124955846e-09,1.0351107420497792e-18,6.3222313651727144e-14,3.8339510639590951e-14,2.7908255724209046e-17,2.7902856070381356e-17,4.391800110177339e-21,6.5267891657687873e-17,1.0078537175070492e-21,4.6226094630697044e-15,2.4441862753514557e-39,2.3153390598618957e-39,2.3153392807721564e-39,2.7614669556854935e-20,6.6183257363347017e-23,3.8827781587877025e-19
6.107566301227315e-13,0.6538675984076748,3.5493163010611903e-14,5.0837904363933745e-21,5.0837725215602439e-21,2.8113525724616532e-33,1.7833594418414543e-26,0.0,0.0,3.0134573977496679e-14,1.121319032067485e-23,154.0,0.0,0.9999997703788378,1.0,18.999999999887827,2.2847557599535801e-08,2.9000030839521268e-08,8.0422250209087725e-08,8.0453972642445034e-08,7.3528071450226453e-09,7.1889983312843979e-11,3.0097975415215913e-14,4.0236007891082729e-11,9.4322672293715297e-09,1.1702126585390253e-18,7.1484688589648135e-14,4.3347271477802585e-14,3.3553056085085123e-17,3.3546320389624103e-17,5.4590083197707499e-21,7.7456373643328421e-17,1.2766871412388328e-21,5.2267284479762885e-15,3.7563324588349794e-39,3.5583153256683262e-39,3.5583156865706076e-39,3.3213166577511027e-20,7.9570549756200309e-23,4.3522831633168813e-19
6.471417997008953e-13,0.653867598407625,3.7608155853155373e-14,5.7076089688999216e-21,5.7075876681875331e-21,3.3992191357975978e-33,2.1214639462129711e-26,0.0,0.0,3.2588426992275773e-14,1.2793990239333857e-23,154.0,0.0,0.99999975671481289,1.0,18.999999999874465,2.4208675557389569e-08,2.9968207237041208e-08,8.5208791633325041e-08,8.524477964866098e-08,8.1167825367615121e-09,8.0696184749525592e-11,3.1890596246455334e-14,4.4783442246354978e-11,1.0412303830256141e-08,1.31357246948023e-18,8.0254174160254346e-14,4.8661872772592658e-14,3.991161023316213e-17,3.9903321675120093e-17,6.6940695094840563e-21,9.095615417801361e-17,1.5944885325529334e-21,5.8679259715476211e-15,5.6312167143334082e-39,5.3343653883307167e-39,5.3343659614919584e-39,3.952286201873817e-20,9.4650829022285801e-23,4.8441909995715788e-19
6.83526969279059e-13,0.6538675984075724,3.9723207805810658e-14,6.3675250809525957e-21,6.367499991932333e-21,4.0700952200732455e-33,2.4998114209127693e-26,0.0,0.0,3.5116320962561248e-14,1.4502107488650677e-23,154.0,0.0,0.99999974305193873,1.0,18.9999999998604,2.5569793434141811e-08,3.0879667717163691e-08,8.9994825642264142e-08,9.0035385147498604e-08,8.9050985722272333e-09,9.000932588829596e-11,3.3683146193653137e-14,4.9532215929890997e-11,1.1423564896261452e-08,1.4651857252607896e-18,8.9530748717458103e-14,5.4283239380388388e-14,4.702634672386309e-17,4.7016269958404552e-17,8.1103102105087493e-21,1.0581101034188081e-16,1.9664552480230504e-21,6.5462004741116263e-15,8.2570483339530945e-39,7.8217774840725814e-39,7.8217783716421695e-39,4.6586620342511656e-20,1.11524779918349e-22,5.3578790771603064e-19
7.199121388572228e-13,0.6538675984075172,4.1838318866199624e-14,7.0635397813779565e-21,7.063510478989068e-21,4.8308461246054348e-33,2.9206650886947521e-26,0.0,0.0,3.7718252953758868e-14,1.6341538191237838e-23,154.0,0.0,0.99999972939014747,1.0,18.999999999845635,2.6930911229794059e-08,3.173773463943131e-08,9.4780352509105856e-08,9.4825794734325313e-08,9.7163294006977549e-09,9.9829133573051021e-11,3.5475628800524411e-14,5.4476733583093433e-11,1.2464221329458783e-08,1.6250479786572864e-18,9.9314391215870367e-14,6.0211296185529782e-14,5.4939683721475825e-17,5.4927564637338289e-17,9.7211180523908467e-21,1.2206215180135026e-16,2.3979660851274614e-21,7.261550439953778e-15,1.1869416988688132e-38,1.1243722763225679e-38,1.1243724106926059e-38,5.4447361422177301e-20,1.3029306858985377e-22,5.8927421081760785e-19
7.562973084353865e-13,0.6538675984074594,4.3953489032015946e-14,7.7956540789625992e-21,7.7956201155115786e-21,5.6885712896720841e-33,3.3862882346793347e-26,0.0,0.0,4.0394220074645486e-14,1.8316289704661902e-23,154.0,0.0,0.9999997157293764,1.0,18.999999999830166,2.829202894434774e-08,3.2545535938112428e-08,9.9565372506903272e-08,9.9616013849063091e-08,1.0549132612575943e-08,1.1015533479484412e-10,3.7268026170215778e-14,5.9611555313430186e-11,1.3532551071167232e-08,1.7931547847851413e-18,1.0960508119397371e-13,6.6445968100255882e-14,6.3694029005084085e-17,6.3679594504760451e-17,1.1539928344876199e-20,1.3974837378153375e-16,2.894571978730208e-21,8.0139743960868282e-15,1.6759410756791781e-38,1.587594543375221e-38,1.5875947426798879e-38,6.3148060490273491e-20,1.5105634269749547e-22,6.4481916225314383e-19
7.926824780135503e-13,0.653867598407399,4.6068718301023077e-14,8.5638689824543526e-21,8.5638298876143095e-21,6.6506042961344748e-33,3.8989442062551991e-26,0.0,0.0,4.3144219476199568e-14,2.0430380621352344e-23,154.0,0.0,0.99999970206956534,1.0,18.999999999814012,2.9653146577804208e-08,3.3306016169776067e-08,1.0434988590856172e-07,1.0440604778040336e-07,1.1402244498122906e-08,1.2098765669181781e-10,3.906034930358619e-14,6.4931392429527393e-11,1.4626933019801557e-08,1.9695017012109014e-18,1.2040279875810534e-13,7.2987180064698348e-14,7.3331779970725471e-17,7.3314737767410115e-17,1.3580215803645385e-20,1.5890619425896709e-16,3.4619875116944961e-21,8.8034709110797763e-15,2.3283364780069539e-38,2.2055997596308824e-38,2.2056000498260187e-38,7.2731748082108367e-20,1.7391523152893798e-22,7.0236555065936775e-19
8.29067647591714e-13,0.6538675984073362,4.8184006671052337e-14,9.3681855005634519e-21,9.3681407813735067e-21,7.7245128704533488e-33,4.4608964132073801e-26,0.0,0.0,4.5968248350437395e-14,2.2687840769129996e-23,154.0,0.0,0.99999968841065789,1.0,18.999999999797165,3.1014264130164745e-08,3.4021947501631544e-08,1.0913389298683909e-07,1.091959016700503e-07,1.2274475331613168e-08,1.3232582654910953e-10,4.0852638072932919e-14,7.0431103197734959e-11,1.5745840981331407e-08,2.1540842879850658e-18,1.3170752456651956e-13,7.983485704686667e-14,8.3895323637561642e-17,8.3875362069941548e-17,1.5855485144989714e-20,1.7956999041872754e-16,4.1060824750957376e-21,9.6300385938926105e-15,3.1872826862131247e-38,3.0192679588610723e-38,3.0192683743252439e-38,8.3241509984832663e-20,1.9897034611969292e-22,7.6185775441438674e-19
8.705251663925377e-13,0.6538675984072613,5.0594253187887243e-14,1.0328632349144437e-20,1.032858059182645e-20,9.0944503461848369e-33,5.1641593230380696e-26,0.0,0.0,4.927619241055009e-14,2.5439903912658953e-23,154.0,0.0,0.99999967284863678,1.0,18.999999999777145,3.2565130968907088e-08,3.4786708938107034e-08,1.1458420761473714e-07,1.1465328189923051e-07,1.3290178446398315e-08,1.458608111220364e-10,4.289467281417434e-14,7.6910377806886719e-11,1.7048796873409279e-08,2.3744311923645693e-18,1.4520614062319596e-13,8.8010580890555797e-14,9.7113931095780401e-17,9.7090238384600415e-17,1.8751602236917402e-20,2.0499117806313446e-16,4.9411089430717987e-21,1.061701728584406e-14,4.484278164587704e-38,4.24789473084196e-38,4.247895344566443e-38,9.640015915556676e-20,2.303234432030161e-22,8.3194630012363531e-19
9.119826851933615e-13,0.6538675984071831,5.3004576426794492e-14,1.1335950863733599e-20,1.1335891365433636e-20,1.0631677721502752e-32,5.9377078462197298e-26,0.0,0.0,5.268023749170285e-14,2.838933805540456e-23,154.0,0.0,0.99999965728764695,1.0,18.999999999756248,3.4115997702369959e-08,3.5500637185671596e-08,1.2003386566603298e-07,1.2011044204990903e-07,1.4327697519972177e-08,1.600517551997936e-10,4.4936589026612006e-14,8.3609512858831372e-11,1.8379738536406513e-08,2.6054577209974506e-18,1.5936292794718102e-13,9.6583964184715514e-14,1.1165213109014615e-16,1.1162424807737679e-16,2.1990390300814164e-20,2.324543190419531e-16,5.8926224685188127e-21,1.1652119870261879e-14,6.2096155310017322e-38,5.8822846887437237e-38,5.8822855790413407e-38,1.1088099517020677e-19,2.6480715273952826e-22,9.044132254298005e-19
9.534402039941851e-13,0.6538675984071021,5.5414976384869756e-14,1.2390142536281597e-20,1.2390074560661821e-20,1.2348500942050528e-32,6.7848903898520921e-26,0.0,0.0,5.6180379624055633e-14,3.1542157587857456e-23,154.0,0.0,0.99999964172761979,1.0,18.999999999734481,3.5666864330554919e-08,3.6167111006684832e-08,1.2548286754349957e-07,1.2556738907022378e-07,1.5385582495323045e-08,1.7489825607049203e-10,4.6978529372370183e-14,9.0521560085959895e-11,1.9736805820283866e-08,2.8471573176918213e-18,1.7417786039705119e-13,1.0555489607176789e-13,1.2757257468681187e-16,1.2754001280590169e-16,2.5591913908669112e-20,2.6200130018116351e-16,6.9699670015044998e-21,1.2735344470211831e-14,8.4752134484089139e-38,8.0284572524713829e-38,8.0284585228083198e-38,1.2674801369662945e-19,3.0257021636083213e-22,9.7918336620715065e-19
9.948977227950087e-13,0.6538675984070175,5.7825453059310018e-14,1.3491208858683599e-20,1.3491131635921212e-20,1.4257620610228308e-32,7.7090554660966737e-26,0.0,0.0,5.9776614899223533e-14,3.4904395837428147e-23,154.0,0.0,0.99999962616849147,1.0,18.999999999711861,3.7217730853463432e-08,3.6789284693191525e-08,1.3093121364966196e-07,1.3102412968901589e-07,1.646247965093705e-08,1.9039991126943451e-10,4.9020364473029688e-14,9.7639790788425411e-11,2.1118262155301818e-08,3.0995234296751658e-18,1.8965091265599536e-13,1.1492326574104929e-13,1.4493789548842723e-16,1.4490013653836357e-16,2.957625415009833e-20,2.9367122075618286e-16,8.1826959135738832e-21,1.3866689269114769e-14,1.141523195752945e-37,1.0813500933770589e-37,1.0813502719159408e-37,1.4406530313805086e-19,3.4376134569685669e-22,1.0561839335438954e-18
1e-12,0.6538675984069297,5.8122121560958863e-14,1.3629959318840991e-20,1.3629880903170483e-20,1.450650635890009e-32,7.8282787068785568e-26,0.0,0.0,6.0225853052611615e-14,3.533296328928763e-23,154.0,0.0,0.99999962425365085,1.0,18.999999999709015,3.7408599743717343e-08,3.6862941716335858e-08,1.3160170949463862e-07,1.3169569002401371e-07,1.6596267185424208e-08,1.9235299529617705e-10,4.9271642780665198e-14,9.8529777012917435e-11,2.1289886378014159e-08,3.1313195765310181e-18,1.9160069985979721e-13,1.1610371503319501e-13,1.4717800510854289e-16,1.4713956927244176e-16,3.0094055484758973e-20,2.9771744172943579e-16,8.3417806163393105e-21,1.4009252094538707e-14,1.18311866773379e-37,1.1207529838521644e-37,1.1207531698455858e-37,1.4629994953597169e-19,3.4907502211217608e-22,1.0658112520753001e-18
1.0363552415958324e-12,0.6538675984069297,6.0236006447410493e-14,1.4639151322781228e-20,1.4639064049567441e-20,1.6372131989639714e-32,8.7135516921193369e-26,0.0,0.0,6.3468939468376294e-14,3.8482105068254149e-23,154.0,0.0,0.99999961061020193,1.0,18.999999999688377,3.8768597271096827e-08,3.7370102914792032e-08,1.3637890438679749e-07,1.3648067042248347e-07,1.7557125228565852e-08,2.065563185789703e-10,5.1061969449746425e-14,1.0495768890451081e-10,2.2522486377646649e-08,3.3625495081409595e-18,2.0578206020579e-13,1.2468896242879116e-13,1.6381070964057701e-16,1.6376720557638949e-16,3.3963504228552058e-20,3.275005768780236e-16,9.5405599589857668e-21,1.5046152508843877e-14,1.5189239698954428e-37,1.4388573636165344e-37,1.4388576110797931e-37,1.6289704452945851e-19,3.8852922256242457e-22,1.1353444387791385e-18
1.077812760396656e-12,0.653867598406839,6.2646636546561486e-14,1.5833971420364432e-20,1.5833873259903405e-20,1.8705525011732783e-32,9.8017277901147788e-26,0.0,0.0,6.7257349540399381e-14,4.2281356481158523e-23,154.0,0.0,0.99999959505269564,1.0,18.999999999664048,4.0319463583456369e-08,3.7912314585053111e-08,1.4182594015693584e-07,1.4193701758043255e-07,1.8668339482205518e-08,2.2336707602833992e-10,5.3103678003111055e-14,1.1246894430508732e-10,2.3947965095391172e-08,3.6362290093910213e-18,2.2257127930161559e-13,1.3485187541809769e-13,1.8425361583966919e-16,1.8420378857809466e-16,3.8773765653485082e-20,3.6352343369132971e-16,1.1053495921068016e-20,1.6273732487883399e-14,1.9985678769198987e-37,1.8932184905386398e-37,1.8932188291688182e-37,1.8330751143627889e-19,4.3702249914135844e-22,1.2165966209637659e-18
1.1192702791974796e-12,0.6538675984067447,6.5057343354245393e-14,1.7075670643173298e-20,1.7075560725181113e-20,2.1271684281438033e-32,1.0976932587262848e-25,0.0,0.0,7.114184138011003e-14,4.6308240213371663e-23,154.0,0.0,0.99999957949592078,1.0,18.999999999638877,4.1870329790543247e-08,3.8418485848283392e-08,1.4727232136185938e-07,1.4739317727364417e-07,1.9795021104586771e-08,2.4083178189352856e-10,5.5145420341751844e-14,1.2016744628884131e-10,2.5393285538731459e-08,3.9205553928956484e-18,2.4001854694762699e-13,1.4541189403892594e-13,2.0632919533959598e-16,2.0627243657843115e-16,4.402714529305065e-20,4.0177158664879283e-16,1.2731615871767023e-20,1.7549427559542502e-14,2.6025614654792037e-37,2.4653748236243189e-37,2.4653752815528127e-37,2.0536106985172399e-19,4.8938979816228549e-22,1.2998743764953942e-18
1.1607277979983033e-12,0.653867598406648,6.7468126868033736e-14,1.8364250482899816e-20,1.8364127903603421e-20,2.4084889084242579e-32,1.2242515015750699e-25,0.0,0.0,7.512241130652762e-14,5.0568865338352464e-23,154.0,0.0,0.99999956393982836,1.0,18.999999999612879,4.3421195892358542e-08,3.8891012259956626e-08,1.5271804840310332e-07,1.5284915542018983e-07,2.0936141999725967e-08,2.589500346971113e-10,5.718671441612306e-14,1.2804727727579694e-10,2.6857128854154279e-08,4.215522121063003e-18,2.5812384087326835e-13,1.5636890766806297e-13,2.3010001195957558e-16,2.3003568300977161e-16,4.9743752797823945e-20,4.4227471277199429e-16,1.4585197006138433e-20,1.8873236130223613e-14,3.3566794820232884e-37,3.1797425769920415e-37,3.179743189485127e-37,2.2912217809587667e-19,5.4577971307200375e-22,1.3851136908968308e-18
1.202185316799127e-12,0.6538675984065475,6.9878987085584517e-14,1.9699712431189618e-20,1.9699576253325764e-20,2.7159813392708121e-32,1.3601824112755382e-25,0.0,0.0,7.9199055691198202e-14,5.5069359865439246e-23,154.0,0.0,0.99999954838437288,1.0,18.999999999586041,4.4972061888903298e-08,3.9332130153399413e-08,1.5816312168195589e-07,1.5830495775010587e-07,2.2090742404705324e-08,2.7772143320810338e-10,5.9228100560795871e-14,1.3610270669808054e-10,2.8338263846599911e-08,4.5211226626560755e-18,2.7688713951033021e-13,1.6772280572910444e-13,2.5562861209128572e-16,2.5555604372050462e-16,5.5943698727546254e-20,4.8506051180699077e-16,1.6624672053475506e-20,2.0245156657744864e-14,4.2908024939627866e-37,4.0646273898031615e-37,4.0646282007100728e-37,2.5465538671408091e-19,6.0634080820188468e-22,1.4722525727259173e-18
1.2436428355999505e-12,0.6538675984064443,7.2289924004639261e-14,2.1082057979643558e-20,2.1081907232457812e-20,3.0511525873915336e-32,1.5058209020458536e-25,0.0,0.0,8.3371770956573111e-14,5.9815870739519614e-23,154.0,0.0,0.99999953282951226,1.0,18.999999999558387,4.6522927780178489e-08,3.9743927232884762e-08,1.6360754159945847e-07,1.637605898125311e-07,2.3257926343455156e-08,2.9714557644180707e-10,6.1269915637936778e-14,1.4432818508847859e-10,2.9835541147520991e-08,4.8373504901976441e-18,2.9630842197074704e-13,1.7947347769243172e-13,2.8297752470656481e-16,2.8289601699321795e-16,6.264709310131931e-20,5.3015483777313013e-16,1.8860620245421166e-20,2.166518764971692e-14,5.4393886209800112e-37,5.1526711976671465e-37,5.1526722610942967e-37,2.8202533837632037e-19,6.7122161893037939e-22,1.5612309896297076e-18
1.2851003544007742e-12,0.6538675984063379,7.4700937623020534e-14,2.2511288619819392e-20,2.2511122299065029e-20,3.4155489896672514e-32,1.6615018986031011e-25,0.0,0.0,8.7640553574439639e-14,6.4814563840568227e-23,154.0,0.0,0.99999951727520708,1.0,18.999999999529916,4.8073793566184993e-08,4.0128352440004989e-08,1.6905130855640594e-07,1.6921605698274003e-07,2.4436857392421328e-08,3.1722206365966085e-10,6.3310981158482033e-14,1.5271833835859854e-10,3.1347887783031387e-08,5.1641990765426023e-18,3.1638766802510781e-13,1.9162081307518992e-13,3.1220926136456635e-16,3.121180835614003e-16,6.9874044356056104e-20,5.7758182148719241e-16,2.1303758809937569e-20,2.3133327661971728e-14,6.8419800578664247e-37,6.4813320624540195e-37,6.481333444690726e-37,3.1129676777616562e-19,7.4057065183916471e-22,1.6519908064494986e-18
1.3265578732015978e-12,0.6538675984062284,7.711202793862931e-14,2.3987405843233298e-20,2.3987222911170284e-20,3.8107563539402016e-32,1.8275603361636583e-25,0.0,0.0,9.2005400064401606e-14,7.0071623983173099e-23,154.0,0.0,0.99999950172142005,1.0,18.999999999500634,4.9624659246923633e-08,4.0487225167035638e-08,1.7449442295334659e-07,1.7467136446451998e-07,2.5626754726483469e-08,3.3795049436908876e-10,6.5351767052865657e-14,1.6126796225860657e-10,3.2874302101563953e-08,5.5016619021649457e-18,3.3712485808185065e-13,2.04164701441265e-13,3.4338631621924795e-16,3.432847066258246e-16,7.7644658476223901e-20,6.2736398497823146e-16,2.3964934947070706e-20,2.4649575297041328e-14,8.5437458029845333e-37,8.0933983001528797e-37,8.0934000818761785e-37,3.4253450153038748e-19,8.1453638486526466e-22,1.7444757252824997e-18
1.3680153920024214e-12,0.6538675984061162,7.952319494944247e-14,2.5510411141361353e-20,2.5510210526755301e-20,4.2383999597992855e-32,2.0043311604420739e-25,0.0,0.0,9.6466306992407151e-14,7.5593254915963656e-23,154.0,0.0,0.99999948616811707,1.0,18.999999999470543,5.1175524822395249e-08,4.0822243865179948e-08,1.7993688519058258e-07,1.801265172961061e-07,2.6826889424571046e-08,3.5933046832334917e-10,6.739382342448328e-14,1.6997201701012027e-10,3.4413849034671733e-08,5.8497324545048209e-18,3.5851997316710509e-13,2.1710503240126134e-13,3.7657116602658795e-16,3.7645833187003226e-16,8.5979038301129233e-20,6.7952234838782757e-16,2.6855118254576391e-20,2.6213929202684035e-14,1.0596061328091477e-36,1.0037537603790021e-36,1.0037539882577595e-36,3.7580345807842757e-19,8.9326726744790542e-22,1.8386312274236334e-18
1.409472910803245e-12,0.6538675984060005,8.1934438653510568e-14,2.7080306005641022e-20,2.7080086603762138e-20,4.7001445594149905e-32,2.1921493276513406e-25,0.0,0.0,1.0102327096932288e-13,8.1385679321026155e-23,154.0,0.0,0.99999947061526584,1.0,18.999999999439648,5.2726390292600501e-08,4.1134994089167855e-08,1.8537869566816996e-07,1.8558152036012287e-07,2.8036581017178087e-08,3.8136158552138393e-10,6.9435037725477632e-14,1.7882562210773568e-10,3.5965655668139673e-08,6.2084042164163823e-18,3.8057299490516699e-13,2.3044169561247863e-13,4.1182627015204698e-16,4.1170138747551357e-16,9.4897282955297143e-20,7.3407652987078796e-16,2.9985393578096414e-20,2.7826388070456976e-14,1.3057126670610035e-36,1.2368882564503866e-36,1.2368885457686386e-36,4.1116864758243045e-19,9.7691172067147497e-22,1.9344045171381156e-18
1.4509304296040687e-12,0.6538675984058825,8.4345759048955258e-14,2.869709192747253e-20,2.8696852600094593e-20,5.1976943783798141e-32,2.391349804502271e-25,0.0,0.0,1.0567628864955319e-13,8.745513881323907e-23,154.0,0.0,0.99999945506283627,1.0,18.999999999407962,5.4277255657540112e-08,4.1426956005277303e-08,1.9081985478591879e-07,1.9103637838357279e-07,2.9255194264160035e-08,4.0404344620766774e-10,7.1474680360168646e-14,1.8782405128462297e-10,3.7528907108504813e-08,6.5776706772962356e-18,4.0328390549959331e-13,2.4417458077888876e-13,4.49214070577864e-16,4.4907628413616858e-16,1.0441948742771729e-19,7.910448388324369e-16,3.3366954267600176e-20,2.9486950634333696e-14,1.5992624062082549e-36,1.5149653645875483e-36,1.5149657293761466e-36,4.4869517182726505e-19,1.0656181374037145e-21,2.0317444671915176e-18
1.4923879484048923e-12,0.653867598405761,8.6757156133967257e-14,3.0360770398220273e-20,3.0360509973619556e-20,5.7327931165862479e-32,2.6022675682035879e-25,0.0,0.0,1.1042535672970296e-13,9.3807893939560237e-23,154.0,0.0,0.99999943951080006,1.0,18.999999999375483,5.582812091721471e-08,4.1699511397243936e-08,1.9626036294339356e-07,1.9649109593923135e-07,3.048213614802074e-08,4.273756508720568e-10,7.3516884410202222e-14,1.9696272763804296e-10,3.9102842626009836e-08,6.957525342591631e-18,4.2665268771489605e-13,2.5830357765111287e-13,4.887969919104751e-16,4.886454150724055e-16,1.1456574225107714e-19,8.5044436293050158e-16,3.7011095818553099e-20,3.1195615669365741e-14,1.9476416523001449e-36,1.8449820966406083e-36,1.844982553591471e-36,4.8844822412085484e-19,1.1595348824299536e-21,2.1306015661140316e-18
1.533845467205716e-12,0.6538675984056368,8.9168629906803967e-14,3.2071342909214082e-20,3.2071060182168339e-20,6.3072239491159798e-32,2.8252376064613875e-25,0.0,0.0,1.1527047194728298e-13,1.0045022417826226e-22,154.0,0.0,0.99999942395913166,1.0,18.999999999342215,5.737898607162489e-08,4.1953950203218348e-08,2.0170022053991303e-07,2.0194567746172702e-07,3.1716853068459031e-08,4.5135780024963825e-10,7.5559285453970043e-14,2.0623721890926098e-10,4.0686752055734575e-08,7.3479617070225816e-18,4.5067932485881204e-13,2.7282857602639734e-13,5.3063744138781454e-16,5.3047115604467874e-16,1.2535613326016686e-19,9.1229104925338111e-16,4.09292098757172e-20,3.2952381990386406e-14,2.3591288516182302e-36,2.2347805924815308e-36,2.2347811613554635e-36,5.3049308919462789e-19,1.2588102925829536e-21,2.2309278671601981e-18
1.5753029860065396e-12,0.6538675984055095,9.1580180365787574e-14,3.3828810951750559e-20,3.3828504683537964e-20,6.9228095271597043e-32,3.0605949174790509e-25,0.0,0.0,1.2021163107945613e-13,1.0738842793813947e-22,154.0,0.0,0.99999940840780621,1.0,18.999999999308173,5.8929851120771209e-08,4.2191476619216054e-08,2.0713942797455069e-07,2.0740012724803639e-07,3.2958828222962645e-08,4.759894953205801e-10,7.7597097680556757e-14,2.1564323291270064e-10,4.2279972437391565e-08,7.7489732620706971e-18,4.753638007651374e-13,2.8774946574859136e-13,5.7479780888668947e-16,5.7461586536671916e-16,1.368107413936313e-19,9.7659978011496659e-16,4.5132778576647181e-20,3.4757248450755694e-14,2.8429729930464747e-36,2.6931223872995856e-36,2.6931230913826225e-36,5.7489514310430297e-19,1.3635926768689554e-21,2.3326769388539726e-18
