Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326)
6.128034315591598e-10,0.725783062040459,154.0,0.0,0.0,0.0,0.99782834917430863,1.0,18.999967393500075,0.00011225909295968183,0.00042279803178163228,0.00038996942326677991,3.2038944205458063e-05,8.817536532314681e-11,9.5282952510310981e-07,0.00045830486722977474,3.724044071340093e-09,0.00075262931598200097,5.6715246758396876e-07,3.4065637555242772e-13,7.704510930113115e-07,4.1972878577662374e-15,3.838904895403535e-07,9.7269938142322806e-07,9.7301412634415143e-07,1.9624296849416984e-10,1.1850195242911596e-10
6.275948443654804e-10,0.7257830588702185,154.0,0.0,0.0,0.0,0.99777599647272119,1.0,18.999966574212088,0.00011496336270297622,0.0004329804906469756,0.00039929404585089563,3.2844535573772227e-05,9.0298933995829193e-11,9.5278422886971974e-07,0.00046936141157757249,3.7238486831993299e-09,0.00077079146747419439,5.8082918911200107e-07,3.4922188391353053e-13,8.0795716772221426e-07,4.2985042696806415e-15,3.9493094729746119e-07,1.027564911048668e-06,1.0278974181327943e-06,2.0731455873023609e-10,1.2519252539598978e-10
6.423862571718009e-10,0.7257830557073026,154.0,0.0,0.0,0.0,0.99772364681289805,1.0,18.999965755134081,0.00011766738004774999,0.00044316187976300157,0.00040861624920538007,3.3649917903159232e-05,9.2422279414983827e-11,9.5273893526250218e-07,0.0004804172843237152,3.7236533064110967e-09,0.00078895275495462626,5.9450447273042447e-07,3.5778516966977357e-13,8.4635186230129304e-07,4.3997100403413518e-15,4.0597237597357338e-07,1.0839860469940541e-06,1.084336820112935e-06,2.1870013335304453e-10,1.3207298552830702e-10
6.571776699781214e-10,0.7257830525517116,154.0,0.0,0.0,0.0,0.99767130019474448,1.0,18.999964936266004,0.00012037114501255317,0.00045334219921643423,0.00041793603378274433,3.4455091232749309e-05,9.4545401586626526e-11,9.5269364427454204e-07,0.0004914724855074711,3.7234579409872998e-09,0.0008071131784732848,6.0817831855592993e-07,3.6634623321522543e-13,8.8563499000231994e-07,4.5009051703511268e-15,4.1701427037497215e-07,1.1419628896196721e-06,1.1423324326777333e-06,2.3039971269876603e-10,1.3914334536264829e-10
6.71969082784442e-10,0.725783049403445,154.0,0.0,0.0,0.0,0.9976189566181658,1.0,18.999964117607821,0.00012307465761593478,0.00046352144909400308,0.00042725340003534594,3.5260055601651888e-05,9.6668300523003116e-11,9.526483558990348e-07,0.0005025270151681068,3.723262586904705e-09,0.0008252727380801565,6.2185072670521603e-07,3.7490507495601564e-13,9.2580636410941039e-07,4.6020896604840213e-15,4.2805619189164097e-07,1.2014954729032613e-06,1.2018842898162428e-06,2.4241330368957668e-10,1.4640360929188473e-10
6.867604955907625e-10,0.7257830462625031,154.0,0.0,0.0,0.0,0.99756661608306718,1.0,18.999963299159493,0.0001257779178764427,0.0004736996294824429,0.00043656834841540847,3.6064811048950384e-05,9.8790976262833186e-11,9.5260307014947475e-07,0.00051358087334488049,3.723067244168296e-09,0.00084343143382521355,6.3552169729498148e-07,3.8346169534417261e-13,9.6686579793702059e-07,4.7032635120112088e-15,4.3909775972552277e-07,1.2625837731951808e-06,1.2629923678714228e-06,2.5474090160280561e-10,1.5385377463924309e-10
7.01551908397083e-10,0.7257830431288854,154.0,0.0,0.0,0.0,0.9975142785893536,1.0,18.999962480920981,0.00012848092581262401,0.00048387674046849468,0.0004458808793750165,3.6869357613718256e-05,1.0091342881115436e-10,9.5255778702158861e-07,0.00052463406007705504,3.722871912798156e-09,0.0008615892657584381,6.4919123044193882e-07,3.9201609477113068e-13,1.0088131048299435e-06,4.8044267255049937e-15,4.5013864327672395e-07,1.3252277168178215e-06,1.3256565931420185e-06,2.6738249160659003e-10,1.6149383259058676e-10
7.163433212034036e-10,0.725783040002591,154.0,0.0,0.0,0.0,0.99746194413693046,1.0,18.999961662892247,0.00013118368144302462,0.00049405278213890381,0.00045519099336611789,3.7673695335028579e-05,1.0303565817374866e-10,9.5251250650364508e-07,0.00053568657540389441,3.7226765927715242e-09,0.00087974623392981545,6.6285932626281038e-07,4.0056827363132501e-13,1.0516480981633073e-06,4.9055793016171156e-15,4.6117855553650644e-07,1.3894271866601346e-06,1.3898768484792302e-06,2.8033805009242971e-10,1.6932376900341888e-10
7.311347340097241e-10,0.7257830368836193,154.0,0.0,0.0,0.0,0.9974096127257025,1.0,18.99996084507325,0.00013388618478618947,0.00050422775458042277,0.00046449869084053548,3.8477824251949203e-05,1.0515766439690634e-10,9.5246722861043918e-07,0.00054673841936465255,3.7224812840841419e-09,0.00089790233838931278,6.7652598487431771e-07,4.0911823239023421e-13,1.0953705913425703e-06,5.006721241776962e-15,4.7221724735107572e-07,1.455182027902997e-06,1.455652979013938e-06,2.9360754583208683e-10,1.773435651092577e-10
7.607175596223652e-10,0.7257830306676393,154.0,0.0,0.0,0.0,0.997304959026453,1.0,18.999959210064318,0.00013929043468498666,0.00052457449212382193,0.0004831068380460777,4.0085455828826697e-05,1.0940100744375802e-10,9.5237668068065512e-07,0.00056884009334495864,3.7220907007768088e-09,0.00093421195637257727,7.0385499093618681e-07,4.2621149116754466e-13,1.1854773310122665e-06,5.2089732165376557e-15,4.9429013467634011e-07,1.5913570443490485e-06,1.5918720851822608e-06,3.2108819163363366e-10,1.9395264157901752e-10
7.903003852350063e-10,0.7257830244809373,154.0,0.0,0.0,0.0,0.99720031749084492,1.0,18.99995757589387,0.00014469367565735471,0.00054491695379281556,0.00050170532460416285,4.1692252656650796e-05,1.1364345809136975e-10,9.5228614323096492e-07,0.0005909390823320153,3.721700162875743e-09,0.00097051812010801595,7.3117824956150223e-07,4.4329587441504006e-13,1.2791318316892101e-06,5.4111826566277261e-15,5.1635589556815363e-07,1.7337509466662685e-06,1.734312091568646e-06,3.4982406179490622e-10,2.1132084058317786e-10
8.198832108476473e-10,0.7257830183235024,154.0,0.0,0.0,0.0,0.99709568811811755,1.0,18.999955942561591,0.00015009590785161687,0.00056525514028161496,0.00052029415412581501,4.3298215047558731e-05,1.1788501648507048e-10,9.5219561625150308e-07,0.00061303538663984704,3.7213096703590706e-09,0.0010068208299953952,7.5849576168434566e-07,4.6037138545179638e-13,1.3763326017086799e-06,5.6133495689555242e-15,5.3841346634490138e-07,1.8823615712211025e-06,1.8829708338391458e-06,3.7981471955803248e-10,2.2944789848561701e-10
8.494660364602884e-10,0.7257830121953235,154.0,0.0,0.0,0.0,0.9969910709075096,1.0,18.999954310067171,0.00015549713141607972,0.00058558905228451945,0.00053887333022064167,4.4903343313576095e-05,1.2212568276991459e-10,9.5210509974816073e-07,0.00063512900658244922,3.7209192232329513e-09,0.0010431200864344495,7.8580752823891025e-07,4.7743802759544932e-13,1.4770781498909593e-06,5.8154739604346725e-15,5.604620456178733e-07,2.0371864937876019e-06,2.0378458869827895e-06,4.1105967550692794e-10,2.4833351968069874e-10
8.790488620729295e-10,0.7257830060963887,154.0,0.0,0.0,0.0,0.99688646585825902,1.0,18.999952678410295,0.00016089734649903393,0.00060591869049591597,0.00055744285649692938,4.6507637766620928e-05,1.263654570909725e-10,9.5201459371942283e-07,0.00065721994247379834,3.7205288214963924e-09,0.0010794158898248937,8.1311355015950914e-07,4.9449580416248933e-13,1.5813669855412348e-06,6.017555837979679e-15,5.8250103136697201e-07,2.1982230923525596e-06,2.1989346281371165e-06,4.4355840025839414e-10,2.6797738429807131e-10
9.086316876855705e-10,0.7257830000266843,154.0,0.0,0.0,0.0,0.9967818729696033,1.0,18.999951047590653,0.00016629655324875382,0.0006262440556102796,0.00057600273656173645,4.8111098718486464e-05,1.3060433959333407e-10,9.5192409816388532e-07,0.0006793081946278491,3.720138465144195e-09,0.0011157082405664207,8.4041382838057625e-07,5.1154471846808071e-13,1.6891976184494995e-06,6.2195952085059483e-15,6.0452997173327947e-07,2.3654685962296794e-06,2.3662342857182933e-06,4.7731033438667486e-10,2.8837915422789406e-10
9.382145132982117e-10,0.725782993986198,154.0,0.0,0.0,0.0,0.99667729224077961,1.0,18.99994941760794,0.00017169475181349748,0.00064656514832217213,0.00059455297402095019,4.9713726480845645e-05,1.3484233042210674e-10,9.5183361308147239e-07,0.0007013937633585332,3.7197481541742825e-09,0.0011519971390587,8.6770836383665989e-07,5.2858477382610862e-13,1.8005685588904517e-06,6.421592078929731e-15,6.2654852699116207e-07,2.5389201240153208e-06,2.5397419773891914e-06,5.1231489609320567e-10,3.0953847777716495e-10
9.677973389108528e-10,0.7257829879749161,154.0,0.0,0.0,0.0,0.99657272367102379,1.0,18.999947788461835,0.00017709194234150687,0.00066688196932624354,0.0006130935724793082,5.1315521365271484e-05,1.3907942972241671e-10,9.5174313847148832e-07,0.00072347664897976025,3.719357888583958e-09,0.0011882825857013777,8.9499715746242786e-07,5.4561597354939546e-13,1.9154783176233961e-06,6.6235464561681594e-15,6.4855644150919331e-07,2.7185747115742959e-06,2.71945473805426e-06,5.485714868617355e-10,3.3145499310295903e-10
9.973801645234939e-10,0.7257829819928244,154.0,0.0,0.0,0.0,0.99646816725957188,1.0,18.999946160152028,0.00018248812498100747,0.00068719451931722986,0.00063162453554042387,5.2916483683245785e-05,1.4331563763940807e-10,9.5165267433328564e-07,0.00074555685180541817,3.7189676683701053e-09,0.0012245645808940768,9.2228021019266404e-07,5.626383209497942e-13,2.0339254058921445e-06,6.8254583471392296e-15,6.7055352341723017e-07,2.9044293323340569e-06,2.9053695401603177e-06,5.8607949555919284e-10,3.5412833070207725e-10
9.999999999999999e-10,0.7257829760399089,154.0,0.0,0.0,0.0,0.99645890839892215,1.0,18.999946015990286,0.00018296595877137289,0.00068899317947006852,0.0006332651610613595,5.3058223727466443e-05,1.4369075045087677e-10,9.5164466339375114e-07,0.00074751213066551333,3.7189331129130688e-09,0.0012277775240491005,9.2469610261747438e-07,5.6414538220050811e-13,2.0445854547576746e-06,6.8433374830518884e-15,6.7250104319263784e-07,2.9211872399035585e-06,2.9221328741160117e-06,5.894614788957077e-10,3.5617273355689575e-10
1.026962990136135e-09,0.7257829760399089,154.0,0.0,0.0,0.0,0.99636362300565862,1.0,18.99994453267821,0.00018788329988020876,0.00070750279898995497,0.00065014586680681467,5.4516613746153771e-05,1.4755095431824315e-10,9.5156222066630914e-07,0.00076763437214937241,3.7185774935299564e-09,0.0012608431250363981,9.4955752296226961e-07,5.7965181933813026e-13,2.1559083354249181e-06,7.0273277587617986e-15,6.9253962928693041e-07,3.0964809125749089e-06,3.097483308991721e-06,6.2483830152539297e-10,3.7755811528681616e-10
1.056545815748776e-09,0.7257829701161557,154.0,0.0,0.0,0.0,0.99625909090851883,1.0,18.999942906040069,0.00019327746718730387,0.00072780680903932892,0.00066865756987992409,5.611591186528076e-05,1.5178537990410244e-10,9.5147177746995105e-07,0.00078970921032546666,3.7181873640606732e-09,0.0012971182185279189,9.7682909670626306e-07,5.9665647202416755e-13,2.2814256184342444e-06,7.2291546979556041e-15,7.145146521648289e-07,3.2947263433739883e-06,3.2957929346182251e-06,6.6484727698656915e-10,4.0174396725022883e-10
1.086128641361417e-09,0.7257829642215503,154.0,0.0,0.0,0.0,0.99615457096738602,1.0,18.999941280237298,0.0001986706270504697,0.00074810655016034839,0.00068715964836013187,5.7714378351817199e-05,1.5601891454218435e-10,9.5138134474360958e-07,0.00081178136664752226,3.7177972799593697e-09,0.0013333898617681934,1.004094932359778e-06,6.1365228231666103e-13,2.4104757676168597e-06,7.4309391716412197e-15,7.364785123854589e-07,3.4991624897744546e-06,3.5002952810671539e-06,7.061057889082006e-10,4.2668550379098298e-10
1.1157114669740581e-09,0.7257829583560782,154.0,0.0,0.0,0.0,0.99605006318149381,1.0,18.999939655269579,0.00020406277961786693,0.0007684020230480967,0.00070565210584675896,5.9312013516863956e-05,1.602515583777055e-10,9.5129092248668851e-07,0.00083385084142933812,3.7174072412231921e-09,0.0013696580551567535,1.0313550308580646e-06,6.3063925352341308e-13,2.5430572961536094e-06,7.6326811867400968e-15,7.5843115080645015e-07,3.7097861975372762e-06,3.710987193077377e-06,7.4861320035935202e-10,4.5238233974165513e-10
1.1452942925866992e-09,0.7257829525197249,154.0,0.0,0.0,0.0,0.9959455675500748,1.0,18.999938031136608,0.00020945392503763987,0.0007886932283977427,0.000724134945938076,6.0908817671431994e-05,1.6448331155590028e-10,9.512005106985874e-07,0.00085591763498469111,3.71701724784928e-09,0.0014059227990931068,1.0586093931364896e-06,6.4761738895127024e-13,2.6791687177093461e-06,7.8343807501745355e-15,7.8037252385966257e-07,3.9265942980804072e-06,3.9278655010400928e-06,7.9236887151073667e-10,4.7883408817465766e-10
1.1748771181993403e-09,0.7257829467124765,154.0,0.0,0.0,0.0,0.99584108407236116,1.0,18.999936407838067,0.00021484406345791685,0.00080898016690454167,0.00074260817223131186,6.2504791126440301e-05,1.6871417422202104e-10,9.5111010937870665e-07,0.00087798174762733603,3.7166272998347647e-09,0.0014421840939767385,1.0858580201305327e-06,6.6458669190610083e-13,2.8188085464328329e-06,8.0360378688676832e-15,8.0230259979074277e-07,4.1495836122317866e-06,4.1509270247530429e-06,8.373721603930882e-10,5.0604036086264866e-10
1.2340427694246224e-09,0.7257829351852348,154.0,0.0,0.0,0.0,0.99563215357497492,1.0,18.999933163743048,0.00022562131989241395,0.00084954124617104816,0.00077952579780725883,6.5694247181000967e-05,1.7717322859913986e-10,9.5092933814119868e-07,0.00092210193142940966,3.7158475398724483e-09,0.0015146963381836628,1.1403380720079782e-06,6.9849881361534383e-13,3.1086674843970537e-06,8.4392247997270121e-15,8.4612877709548309e-07,4.6140931269326835e-06,4.6155869608699914e-06,9.3111901584758038e-10,5.6271492146159982e-10
1.2932084206499046e-09,0.7257829237742371,154.0,0.0,0.0,0.0,0.99542327168318046,1.0,18.999929922982027,0.00023639455010605846,0.00089008526641136897,0.00081640501133170573,6.8880384166088458e-05,1.8562872267143812e-10,9.5074860876935282e-07,0.00096621139534515182,3.7150679613132763e-09,0.0015871947909729465,1.1947951939765504e-06,7.3237564507885239e-13,3.4126222329107505e-06,8.8422420347203373e-15,8.8990956980598184e-07,5.1032891914260671e-06,5.1049414429348002e-06,1.029848607358356e-09,6.2240290137453795e-10
1.3523740718751867e-09,0.7257829124793665,154.0,0.0,0.0,0.0,0.99521443839081281,1.0,18.999926685552538,0.0002471637552832905,0.00093061223319062061,0.00085324584154524168,7.2063204565823879e-05,1.9408065760157667e-10,9.5056792125834425e-07,0.0010103101418838,3.714288564134239e-09,0.0016596794555396378,1.2492293935242349e-06,7.6621721270922302e-13,3.7306609225745442e-06,9.2450896292634948e-15,9.3364492622272092e-07,5.6171462135999515e-06,5.6189648705423321e-06,1.1335557670938301e-09,6.8510117528802626e-10
1.4115397231004688e-09,0.7257829013005067,154.0,0.0,0.0,0.0,0.99500565369169813,1.0,18.999923451452087,0.00025792893660828994,0.00097112215207527624,0.00089004831717198469,7.5242710862906891e-05,2.02529034552499e-10,9.5038727560334129e-07,0.0010543981735542341,3.7135093483122965e-09,0.001732150335078414,1.3036406781408337e-06,8.0002354290393972e-13,4.0627716917217011e-06,9.6477676387857709e-15,9.7733482990086462e-07,6.1556385853436994e-06,6.1576316272836059e-06,1.2422353239888304e-09,7.5080661591645618e-10
1.470705374325751e-09,0.725782890237541,154.0,0.0,0.0,0.0,0.99479691757965316,1.0,18.999920220678195,0.00026869009526497639,0.0010116150286331609,0.0009268124669196072,7.8418905538608081e-05,2.1097385468743071e-10,9.5020667179950262e-07,0.0010984754928649789,3.7127303138243722e-09,0.0018046074327835804,1.3580290553179683e-06,8.3379466204529067e-13,4.4089426864156529e-06,1.0050276118729919e-14,1.0209792909178249e-06,6.7187406912555524e-06,6.7209160894561261e-06,1.3558821055041253e-09,8.1951609507026285e-10
1.5298710255510331e-09,0.7257828792903528,154.0,0.0,0.0,0.0,0.99458823004848484,1.0,18.999916993228393,0.00027944723243700958,0.0010520908684334444,0.0009635383194793579,8.1591791072775359e-05,2.1941511916987768e-10,9.500261098419776e-07,0.0011425421023242,3.711951460647352e-09,0.0018770507518490697,1.4123945325490646e-06,8.6753059650043751e-13,4.7691620604464491e-06,1.0452615124552041e-14,1.0645783311240899e-06,7.3064269233517664e-06,7.3087926407778268e-06,1.4744909405987206e-09,8.9122648546042567e-10
1.5890366767763153e-09,0.725782868458826,154.0,0.0,0.0,0.0,0.99437959109199092,1.0,18.999913769100189,0.00029020034930778827,0.0010925496770466368,0.001000225903526074,8.4761369943840031e-05,2.2785282916362539e-10,9.4984558972590659e-07,0.0011865980044397061,3.7111727887580896e-09,0.0019494802954684424,1.4667371173293505e-06,9.0123137262148059e-13,5.1434179753272718e-06,1.0854784711721575e-14,1.1081319756673047e-06,7.9186716895146634e-06,7.9212356808378345e-06,1.5980566614369515e-09,9.6593466173484721e-10
1.6482023280015974e-09,0.725782857742844,154.0,0.0,0.0,0.0,0.9941710007039597,1.0,18.999910548291123,0.00030094944706045117,0.0011329914600445793,0.0010368752477181882,8.7927644628816581e-05,2.3628698583273681e-10,9.4966511144642062e-07,0.0012306432017189489,3.7103942981334022e-09,0.0020218960668348831,1.5210568171558393e-06,9.3489701674545489e-13,5.5316986002913005e-06,1.1256784935721167e-14,1.1516402519649866e-06,8.5554494145072365e-06,8.5582196261114343e-06,1.7265741035935222e-09,1.0436375006028459e-09
1.7665336304521617e-09,0.7257828366570493,154.0,0.0,0.0,0.0,0.99375396560839202,1.0,18.99990411662046,0.00032243558994268171,0.0012138239714887011,0.0011100593310903635,9.42502913414717e-05,2.5314464385468358e-10,9.4930428037768312e-07,0.0013187014917966516,3.7088378605848495e-09,0.0021666863055798333,1.6296275919443776e-06,1.0021230142749366e-12,6.3502866959760197e-06,1.2060277516207026e-14,1.2385208237054325e-06,9.9025015214926475e-06,9.9057079796861688e-06,1.998443510617356e-09,1.2080146829027203e-09
1.884864932902726e-09,0.7257828160320392,154.0,0.0,0.0,0.0,0.99333712471190061,1.0,18.999897698196637,0.00034390567054359958,0.0012945884473669789,0.0011830907985354675,0.00010055975099850303,2.699881025537354e-10,9.4894361659663292e-07,0.0014067169926097369,3.7072821478155321e-09,0.0023114214936218983,1.7381069169263057e-06,1.0692087994836943e-12,7.224831855645212e-06,1.2863093310133693e-14,1.3252203063312136e-06,1.1347378984357394e-05,1.1351053375360537e-05,2.2900579153503674e-09,1.3843330877943155e-09
2.0031962353532902e-09,0.7257827958668861,154.0,0.0,0.0,0.0,0.99292047796445571,1.0,18.999891292999884,0.00036535969831893317,0.0013752849323015394,0.0012559698787309543,0.00010685604336500845,2.8681737125227878e-10,9.4858312006399226e-07,0.0014946897242048771,3.7057271596387367e-09,0.0024561016564930266,1.8464948521413918e-06,1.1361545825255573e-12,8.1552397107644376e-06,1.3665232761833529e-14,1.4117389705284639e-06,1.2889877838133848e-05,1.2894051782071665e-05,2.6013761310684327e-09,1.5725678067484308e-09
2.1215275378038545e-09,0.7257827761606626,154.0,0.0,0.0,0.0,0.99250402531587822,1.0,18.999884901010461,0.00038679768272023807,0.0014559134709352653,0.0013286968000923135,0.00011313918818344024,3.0363245927702896e-10,9.4822279074033884e-07,0.0015826197066229784,3.7041728958671911e-09,0.0026007268197191166,1.9547914576572808e-06,1.2029605733135745e-12,9.1414160160120845e-06,1.4466696315845195e-14,1.4980770866084676e-06,1.4529794423524491e-05,1.453449947452588e-05,2.9323570328027313e-09,1.7726939685836601e-09
2.239858840254419e-09,0.7257827569124433,154.0,0.0,0.0,0.0,0.9920877667158412,1.0,18.999878522208679,0.00040821963319489634,0.0015364741079316022,0.0014012717907732238,0.00011940920517361812,3.2043337595898842e-10,9.4786262858610722e-07,0.0016705069598991651,3.7026193563130705e-09,0.0027452970088199928,2.0629967935692346e-06,1.2696269815201526e-12,1.0183266649173577e-05,1.5267484416911748e-14,1.5842349233567652e-06,1.6266925387691971e-05,1.6272193033989037e-05,3.2829595574993967e-09,1.9846867395634811e-09
2.4765214451555474e-09,0.7257827197863234,154.0,0.0,0.0,0.0,0.99125583145934204,1.0,18.999865804089229,0.00045101547013291342,0.0016973918557671654,0.0015459668914005345,0.00013190993443542171,3.5399273263965818e-10,9.4714280562692874e-07,0.0018461533591372825,3.6995144491030545e-09,0.0030342725666948692,2.2791338970983633e-06,1.402541887676399e-12,1.2433615025078326e-05,1.6867036040187994e-14,1.7560108383181999e-06,2.0032018558557476e-05,2.0038505597047062e-05,4.0428655301584943e-09,2.444172959427013e-09
2.713184050056676e-09,0.7257826844811502,154.0,0.0,0.0,0.0,0.99042467178939542,1.0,18.999853138484266,0.00049374728462848398,0.0018580385335198396,0.0016900570006116626,0.00014435838845678006,3.8749551602654632e-10,9.4642365086706759e-07,0.0020216290820841169,3.6964124364950961e-09,0.0033230285341539741,2.4949066440334248e-06,1.5349009735655317e-12,1.4905534318967839e-05,1.8463891193621859e-14,1.9270688722322368e-06,2.4183536606965265e-05,2.4191368202277207e-05,4.8807667727560208e-09,2.9508285391839602e-09
2.9498466549578045e-09,0.7257826509895691,154.0,0.0,0.0,0.0,0.98959428729809851,1.0,18.999840525236891,0.00053641515211020664,0.002018414499218506,0.001833543934225566,0.00015675472418270553,4.2094180091805664e-10,9.4570516398486045e-07,0.002196934288811269,3.6933133169668704e-09,0.0036115651151351169,2.7103155161050978e-06,1.6667059079167228e-12,1.7598275974608034e-05,2.0058053442325845e-14,2.0974111818192433e-06,2.8719863646538044e-05,2.8729164439673567e-05,5.7963369903515115e-09,3.504456145167659e-09
3.423171864760062e-09,0.7257825894178725,154.0,0.0,0.0,0.0,0.98793584220827979,1.0,18.999815455189079,0.0006215593474115206,0.0023383557281058238,0.0021187155170782276,0.00018139166672500773,4.8766517472886492e-10,9.4427019255552209e-07,0.0025470337934231624,3.6871237510171686e-09,0.0041879809329164637,3.1400435646440255e-06,1.9286599777482546e-12,2.3643241934825079e-05,2.3238313501261907e-14,2.4359572197890421e-06,3.8940505382069537e-05,3.8953116407196692e-05,7.8591840656984895e-09,4.7518410614572753e-09
3.8964970745623195e-09,0.7257825350128302,154.0,0.0,0.0,0.0,0.98628049288051334,1.0,18.999790592697742,0.00070644865812536945,0.0026572184127698103,0.0024014960831028245,0.00020582201041179337,5.5416345373293307e-10,9.4283788872075675e-07,0.0028964531516642725,3.6809457389031083e-09,0.0047635216495440962,3.5683219047637387e-06,2.1884173703367812e-12,3.0562563589645537e-05,2.6407844798604771e-14,2.7716660907291163e-06,5.0681113493845281e-05,5.0697527070671361e-05,1.0228815957380633e-08,6.1847608687000741e-09
4.3698222843645775e-09,0.7257824877163804,154.0,0.0,0.0,0.0,0.98462823596902083,1.0,18.999765936520539,0.00079108368526628202,0.0029750054282520573,0.0026819000088701677,0.00023004699783716446,6.2043723857095397e-10,9.4140824982700809e-07,0.0032451936407082395,3.6747792681379782e-09,0.0053381888929039866,3.9951544048238383e-06,2.4459912976537802e-12,3.8350322824145918e-05,2.9566675962668495e-14,3.1045548456344462e-06,6.3928934809137842e-05,6.3949639124728246e-05,1.2902657442963443e-08,7.8016581474361309e-09
4.843147494166835e-09,0.7257824474708038,154.0,0.0,0.0,0.0,0.98297906809215962,1.0,18.999741485420863,0.0008754650287729831,0.0032917196541001927,0.002959941604539224,0.00025406786585380735,6.8648713082273546e-10,9.3998127318583335e-07,0.0035932565361980633,3.6686243261012117e-09,0.0059119842892406517,4.4205449392326257e-06,2.7013949106247101e-12,4.7000632612614166e-05,3.2714835666531343e-14,3.4346404600770147e-06,7.8671292871117758e-05,7.8696772004768415e-05,1.587814879907367e-08,9.6009848515732218e-09
5.316472703969092e-09,0.725782414218721,154.0,0.0,0.0,0.0,0.98133298583294581,1.0,18.999717238167779,0.00095959328750666324,0.0036073639741788953,0.0032356351140172272,0.00027788584558681093,7.5231373296770135e-10,9.3855695607439568e-07,0.0039406431122335755,3.662480900040341e-09,0.0064849094631355972,4.844497388192707e-06,2.9546412992759378e-12,5.6507636908100858e-05,3.5852352626153117e-14,3.7619398338895302e-06,9.4895587576113177e-05,9.492632152410536e-05,1.9152745728102869e-08,1.1581202264059639e-08
5.789797913771349e-09,0.7257823879030927,154.0,0.0,0.0,0.0,0.97968998573955912,1.0,18.999693193536061,0.001043469059249348,0.0039219412764888353,0.0035089947151164588,0.00030150216244719707,8.1791764834704403e-10,9.3713529573594099e-07,0.0042873546413594857,3.6563489770728805e-09,0.0070569660374867615,5.2670156374572305e-06,3.2057434928785978e-12,6.6865510534716937e-05,3.8979255598571161e-14,4.0864697872946679e-06,0.00011258929482598429,0.00011262575952622666,2.2723919287962095e-08,1.374078095440394e-08
6.736448333375864e-09,0.7257823558547241,154.0,0.0,0.0,0.0,0.97641321807168446,1.0,18.99964570726409,0.0012104655274850092,0.0045479063994572667,0.0040487685738712581,0.00034813468070312331,9.4845983626762434e-10,9.3429993418410628e-07,0.0049787576412181952,3.6441195882489199e-09,0.0081984798706152395,6.1077651062812357e-06,3.7015671090892866e-12,9.0110718806227826e-05,4.5201334805092998e-14,4.7272883207677782e-06,0.00015233522856433808,0.00015238456647186831,3.0745956898957366e-08,1.8591950631269303e-08
7.683098752980379e-09,0.7257823508761042,154.0,0.0,0.0,0.0,0.97314873679609482,1.0,18.999599016916189,0.0013764591940940193,0.0051696382030023292,0.004579375287421519,0.00039397511014790482,1.0781185371430417e-09,9.3147516581577765e-07,0.0056674756845875975,3.6319360540394577e-09,0.0093365387373764361,6.9428245336832098e-06,4.1889687838447173e-12,0.00011669026933324266,5.1381304096915194e-14,5.3572290529875185e-06,0.00019781040811748713,0.00019787447489455116,3.9924334519288618e-08,2.4142442544754044e-08
8.629749172584893e-09,0.7257823725229505,154.0,0.0,0.0,0.0,0.9698965130946503,1.0,18.999553112893722,0.0015414548023266095,0.0057871599220169854,0.0051009259151258719,0.00043903304976841467,1.2068986049625607e-09,9.28660967403673e-07,0.006353518894660808,3.6197982668925949e-09,0.010471155558309235,7.7722251812662924e-06,4.6680505790656388e-12,0.00014655866097866923,5.7519394829724606e-14,5.9764237422268134e-06,0.00024891734113243206,0.00024899796084981132,5.0239366183253575e-08,3.0380351195990772e-08
9.576399592189407e-09,0.7257824203562809,154.0,0.0,0.0,0.0,0.96665651763893501,1.0,18.999507985687639,0.0017054570780247864,0.0064004948408490532,0.0056135304743154249,0.00048331800846376262,1.3348049040088794e-09,9.2585731522235606e-07,0.0070368973686582657,3.6077061173519713e-09,0.01160234322513066,8.5959983769335967e-06,5.1389135988081555e-12,0.00017967087604081687,6.3615838849869997e-14,6.5850029092339148e-06,0.00030555971774678156,0.00030565868326717054,6.1671604824009286e-08,3.7293915565017158e-08
9.999999999999999e-09,0.7257824939423189,154.0,0.0,0.0,0.0,0.96521065976431941,1.0,18.999488041567766,0.0017785232032648112,0.0066735958517525045,0.0058400387474970405,0.00050288648745238404,1.3917578216112272e-09,9.2460616589607237e-07,0.0073418303961541396,3.6023099586483695e-09,0.012107411909411196,8.9628003837146156e-06,5.3469768640750186e-12,0.00019552643045373373,6.6330406297049596e-14,6.8539219342275832e-06,0.00033267313449553387,0.00033278088172974105,6.7143947907526467e-08,4.0603286299654801e-08
1.0523050011793922e-08,0.7257824939423189,154.0,0.0,0.0,0.0,0.96342872060543217,1.0,18.999463625878125,0.0018684707295806642,0.0070096662879843364,0.0061172979456026386,0.00052683940550369841,1.4618423077469363e-09,9.2306418506257826e-07,0.0077176211774860138,3.5956594941133963e-09,0.012730114600142325,9.4141755077315203e-06,5.6016579941377341e-12,0.00021598237670610786,6.9670868441397871e-14,7.1830958417966569e-06,0.00036764239949646651,0.00036776147285425356,7.4201840031966104e-08,4.4871517755122694e-08
