Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75)
1.6232228750948778e-12,0.43911892287284215,154.0,0.0,0.0,0.0,0.99999932654304202,1.0,18.999999998639314,5.1838422413798186e-08,2.6675165345126934e-07,2.6624904300133499e-07,9.3164763248177549e-10,1.5608092464921343e-13,3.1174394327016728e-08,2.4890768338123651e-08,2.7141791872445919e-11,3.1163970585587524e-08,4.2888111747235778e-10,1.5847708754249024e-17,8.7915594353191668e-13
1.6712438825851487e-12,0.43911892287264875,154.0,0.0,0.0,0.0,0.99999930663537728,1.0,18.999999998562213,5.3371994923038234e-08,2.7463445385332643e-07,2.7409754041118296e-07,9.8734948542386264e-10,1.6069366912162855e-13,3.1355431726874376e-08,2.5949503476484492e-08,2.7442844069675053e-11,3.2489538027704443e-08,4.5027536640839328e-10,1.6795258592833156e-17,9.3175504286467484e-13
1.7192648900754196e-12,0.4391189228724504,154.0,0.0,0.0,0.0,0.9999992867280052,1.0,18.999999998483197,5.4905567315693348e-08,2.8251693999155215e-07,2.8194443426818369e-07,1.0446545764792259e-09,1.6530622967831665e-13,3.1522908719708246e-08,2.7014136337269504e-08,2.772928228991019e-11,3.3822489595831851e-08,4.7198356465304387e-10,1.7770082360667268e-17,9.858750583061315e-13
1.7672858975656906e-12,0.4391189228722474,154.0,0.0,0.0,0.0,0.99999926682090368,1.0,18.99999999840227,5.6439139591763992e-08,2.903991227997566e-07,2.8978972572994728e-07,1.1035617480423892e-09,1.6991861271909917e-13,3.1677841021158135e-08,2.8084225161283362e-08,2.8001815929426939e-11,3.5162272194582984e-08,4.9399477839426196e-10,1.8772160364825394e-17,1.0415156237813977e-12
1.8153069050559615e-12,0.4391189228720396,154.0,0.0,0.0,0.0,0.99999924691405317,1.0,18.999999998319453,5.797271175125057e-08,2.9828101283100376e-07,2.9763341595324738e-07,1.1640698433435728e-09,1.7453082442011808e-13,3.1821168270194442e-08,2.9159361276906587e-08,2.8261119953048826e-11,3.6508374155180306e-08,5.1629845456614264e-10,1.9801472926597845e-17,1.0986763901649201e-12
1.8633279125462324e-12,0.43911892287182713,154.0,0.0,0.0,0.0,0.99999922700743471,1.0,18.999999998234752,5.9506283794153446e-08,3.0616262027088877e-07,3.0547550609402273e-07,1.226177706448051e-09,1.7914287074145646e-13,3.1953759730501035e-08,3.0239166620426815e-08,2.8507836567526988e-11,3.7860322130837996e-08,5.3888440757109953e-10,2.085800038148087e-17,1.1573570244850655e-12
1.9113489200365033e-12,0.4391189228716099,154.0,0.0,0.0,0.0,0.99999920710103174,1.0,18.999999998148187,6.1039855720472976e-08,3.1404395495028173e-07,3.1331599730737702e-07,1.2898841822556704e-09,1.8375475743693725e-13,3.2076419555836539e-08,3.1323291446006342e-08,2.8742576805724752e-11,3.9217678229574547e-08,5.617428065369769e-10,2.1941723079168315e-17,1.2175572091701704e-12
1.959369927526774e-12,0.4391189228713878,154.0,0.0,0.0,0.0,0.99999918719482828,1.0,18.999999998059756,6.2573427530209473e-08,3.2192502635764715e-07,3.2115489074757946e-07,1.3551881165003209e-09,1.883664900593318e-13,3.2189891662776673e-08,3.2411412206409115e-08,2.8965922036154274e-11,4.0580037360821271e-08,5.8486416299711711e-10,2.3052621383542472e-17,1.2792766413291591e-12
2.007390935017045e-12,0.4391189228711614,154.0,0.0,0.0,0.0,0.99999916728880933,1.0,18.999999997969475,6.4106999223363279e-08,3.2980584365098015e-07,3.289921875680659e-07,1.4220883557493123e-09,1.9297807396792197e-13,3.2294864243811454e-08,3.3503229590146081e-08,2.9178425404261678e-11,4.1947024777871006e-08,6.0823931895370837e-10,2.4190675672663654e-17,1.3425150320637365e-12
2.055411942507316e-12,0.4391189228709302,154.0,0.0,0.0,0.0,0.99999914738296158,1.0,18.999999997877353,6.5640570799934634e-08,3.3768641566933906e-07,3.3682788892143917e-07,1.4905837474027178e-09,1.9758951433576302e-13,3.2391973943929306e-08,3.4598466704978163e-08,2.9380613204920288e-11,4.3318293803570928e-08,6.3185943534622823e-10,2.5355866338758964e-17,1.407272105812522e-12
2.103432949997587e-12,0.43911892287069443,154.0,0.0,0.0,0.0,0.99999912747727204,1.0,18.999999997783402,6.7174142259923801e-08,3.4556675094395671e-07,3.4466199595946948e-07,1.5606731396927682e-09,2.0220081615543454e-13,3.248180972235895e-08,3.5696867398351647e-08,2.9572986186316177e-11,4.4693523727458702e-08,6.5571598093948182e-10,2.6548173788211939e-17,1.4735475997271162e-12
2.1514539574878578e-12,0.4391189228704542,154.0,0.0,0.0,0.0,0.99999910757172972,1.0,18.999999997687631,6.8707713603331033e-08,3.5344685770895182e-07,3.5249450983309544e-07,1.6323553816832673e-09,2.0681198424571301e-13,3.2564916423365643e-08,3.6798194704373017e-08,2.9756020789043566e-11,4.6072417861329753e-08,6.7980072161218605e-10,2.7767578441552697e-17,1.541341263078351e-12
2.1994749649781287e-12,0.43911892287020937,154.0,0.0,0.0,0.0,0.99999908766632295,1.0,18.999999997590049,7.0241284830156555e-08,3.6132674391167052e-07,3.6032543169242465e-07,1.7056293232690069e-09,2.1142302325765054e-13,3.2641798079824382e-08,3.7902229407005255e-08,2.9930170325360619e-11,4.7454701740317057e-08,7.041057100158439e-10,2.9014060733447899e-17,1.6106528566904166e-12
2.2474959724683996e-12,0.4391189228699599,154.0,0.0,0.0,0.0,0.99999906776104253,1.0,18.999999997490665,7.1774855940400538e-08,3.692064172226751e-07,3.681547626867338e-07,1.7804938151751618e-09,2.1603393768018976e-13,3.271292097030695e-08,3.9008768710467163e-08,3.009586610209245e-11,4.8840121458192469e-08,7.2862327558572941e-10,3.0287601112690528e-17,1.6814821524012601e-12
2.2955169799586705e-12,0.43911892286970594,154.0,0.0,0.0,0.0,0.99999904785587868,1.0,18.999999997389477,7.3308426934063221e-08,3.7708588504538736e-07,3.7598250396446997e-07,1.8569477089566846e-09,2.2064473184599836e-13,3.2778716447497545e-08,4.0117625009087233e-08,3.0253518489278154e-11,5.022844212718788e-08,7.5334601489744348e-10,3.1588180042189539e-17,1.7538289325483103e-12
2.3435379874489414e-12,0.4391189228694476,154.0,0.0,0.0,0.0,0.99999902795082318,1.0,18.999999997286512,7.4841997811144775e-08,3.8496515452539387e-07,3.8380865667325068e-07,1.934989856997702e-09,2.2525540993686379e-13,3.283958355440664e-08,4.122862474944925e-08,3.0403517936611445e-11,5.1619446453368254e-08,7.7826678236227653e-10,3.2915777998959647e-17,1.8276929894786144e-12
2.3915589949392123e-12,0.4391189228691848,154.0,0.0,0.0,0.0,0.99999900804586783,1.0,18.999999997181764,7.6375568571645334e-08,3.9284423255942314e-07,3.9163322195986505e-07,2.0146191125109202e-09,2.2986597598889403e-13,3.2895891444304688e-08,4.2341607377904802e-08,3.0546235940261564e-11,5.3012933418886805e-08,8.0337868124912739e-10,3.427037547411113e-17,1.903074125082192e-12
2.439580002429483e-12,0.43911892286891757,154.0,0.0,0.0,0.0,0.99999898814100519,1.0,18.99999999707525,7.7909139215565095e-08,4.0072312580401194e-07,3.9945620097027363e-07,2.0958343295370289e-09,2.3447643389766255e-13,3.2947981619423603e-08,4.3456424366908155e-08,3.0682025962800548e-11,5.4408717062927686e-08,8.2867505501878162e-10,3.565195297283976e-17,1.9799721503473554e-12
2.487601009919754e-12,0.43911892286864573,154.0,0.0,0.0,0.0,0.99999896823622847,1.0,18.99999999696697,7.9442709742904152e-08,4.0860184068387058e-07,4.0727759484961003e-07,2.178634362944102e-09,2.3908678742306605e-13,3.2996170002144119e-08,4.457293831420691e-08,3.0811224308631759e-11,5.5806625353866577e-08,8.5414947895858607e-10,3.7060491014416597e-17,2.0583868849369004e-12
2.535622017410025e-12,0.43911892286836973,154.0,0.0,0.0,0.0,0.99999894833153169,1.0,18.999999996856936,8.0976280153662702e-08,4.1648038339995741e-07,4.1509740474218066e-07,2.2630180684270034e-09,2.4369704019404538e-13,3.3040748851107709e-08,4.5691022109478845e-08,3.0934150956975379e-11,5.7206499145875643e-08,8.7979575210797734e-10,3.8495970132177843e-17,2.1383181567842186e-12
2.583643024900296e-12,0.4391189228680892,154.0,0.0,0.0,0.0,0.99999892842690863,1.0,18.999999996745153,8.2509850447840812e-08,4.243587599372712e-07,4.2291563179146548e-07,2.348984302506782e-09,2.4830719571316983e-13,3.308198853374602e-08,4.6810558163416101e-08,3.1051110354363567e-11,5.8608191213714568e-08,9.0560788946570114e-10,3.9958370873514602e-17,2.2197658017084425e-12
2.6316640323905668e-12,0.43911892286780446,154.0,0.0,0.0,0.0,0.99999890852235385,1.0,18.99999999663163,8.4043420625438641e-08,4.3223697607237272e-07,4.3073227714011915e-07,2.4365319225300832e-09,2.5291725736101941e-13,3.3120139165982607e-08,4.7931437694579475e-08,3.1162392168613986e-11,6.0011565359851233e-08,9.3158011446888428e-10,4.1447673799862789e-17,2.3027296630477192e-12
2.6796850398808377e-12,0.4391189228675151,154.0,0.0,0.0,0.0,0.99999888861786257,1.0,18.999999996516372,8.5576990686456255e-08,4.4011503738064289e-07,4.3854734192997103e-07,2.5256597866685473e-09,2.5752722840043815e-13,3.3155432129117415e-08,4.905356006966884e-08,3.1268272006207315e-11,6.14164955884611e-08,9.5770685173401295e-10,4.2963859486693023e-17,2.3872095913097246e-12
2.7277060473711086e-12,0.4391189228672216,154.0,0.0,0.0,0.0,0.99999886871343013,1.0,18.999999996399382,8.71105606308938e-08,4.479929492432905e-07,4.4636082730202592e-07,2.616366753918218e-09,2.6213711198063925e-13,3.3188081473122219e-08,5.0176832193196019e-08,3.1369012094868591e-11,6.2822865341279864e-08,9.8398272005047608e-10,4.4506908523500442e-17,2.473205443838588e-12
2.7757270548613795e-12,0.4391189228669238,154.0,0.0,0.0,0.0,0.99999884880905188,1.0,18.999999996280675,8.8644130458751328e-08,4.5587071685411353e-07,4.5417273439646501e-07,2.7086516840989436e-09,2.6674691114115635e-13,3.3218285214836627e-08,5.1301167942868228e-08,3.1464861933024759e-11,6.4230566790687113e-08,1.0104025256180209e-09,4.6076801513794567e-17,2.5607170844974612e-12
2.8237480623516504e-12,0.4391189228666216,154.0,0.0,0.0,0.0,0.99999882890472414,1.0,18.999999996160245,9.0177700170028933e-08,4.637483452260266e-07,4.6198306435264587e-07,2.8025134378537857e-09,2.7135662881566591e-13,3.3246226538914685e-08,5.2426487647267448e-08,3.1556058907726864e-11,6.56395001857456e-08,1.0369612555198084e-09,4.7673519075089253e-17,2.6497443833659957e-12
2.8717690698419213e-12,0.43911892286631504,154.0,0.0,0.0,0.0,0.99999880900044313,1.0,18.99999999603811,9.1711269764726745e-08,4.7162583919736052e-07,4.6979181830910382e-07,2.8979508766484235e-09,2.7596626783567507e-13,3.3272074908805127e-08,5.3552717602658253e-08,3.1642828882566905e-11,6.7049573247230648e-08,1.0636540714228589e-09,4.9297041838892527e-17,2.7402872164520293e-12
2.919790077332192e-12,0.4391189228660044,154.0,0.0,0.0,0.0,0.99999878909620532,1.0,18.999999995914273,9.3244839242844767e-08,4.7950320343794261e-07,4.7759899740355175e-07,2.9949628627705555e-09,2.8057583093407721e-13,3.3295987094515068e-08,5.4679789625988754e-08,3.1725386757055616e-11,6.8460700607974207e-08,1.0904763034978947e-09,5.0947350450696453e-17,2.8323454654167959e-12
2.967811084822463e-12,0.43911892286568943,154.0,0.0,0.0,0.0,0.99999876919200748,1.0,18.99999999578873,9.4778408604383102e-08,4.8738044245496488e-07,4.8540460277288094e-07,3.0935482593293141e-09,2.8518532074858831e-13,3.3318108123396033e-08,5.5807640641370777e-08,3.1803936998851396e-11,6.9872803295126045e-08,1.1174234445508947e-09,5.2624425569967113e-17,2.9259190173130174e-12
3.063853099803005e-12,0.43911892286504667,154.0,0.0,0.0,0.0,0.99999872938372059,1.0,18.999999995532583,9.7845546977720968e-08,5.0313456206720043e-07,5.0101109687964622e-07,3.2954347402968252e-09,2.9440409062038712e-13,3.3357503149748619e-08,5.8065450687255278e-08,3.1949783246284524e-11,7.2699647982767223e-08,1.1716752047127033e-09,5.6058798038582309e-17,3.1176116036121982e-12
3.1502909132854924e-12,0.43911892286445364,154.0,0.0,0.0,0.0,0.99999869355637194,1.0,18.999999995296296,1.0060597111502314e-07,5.1731288353583034e-07,5.1505157082432709e-07,3.4825022483689667e-09,3.0270075750159817e-13,3.3388077081099503e-08,6.0099602764483129e-08,3.2069193763443288e-11,7.5246466323851553e-08,1.2208868953512114e-09,5.9241080977388054e-17,3.2953162360384837e-12
3.23672872676798e-12,0.4391189228638472,154.0,0.0,0.0,0.0,0.99999865772911367,1.0,18.999999995054587,1.0336639487460803e-07,5.3149086252078498e-07,5.2908696354307759e-07,3.6746499628102524e-09,3.1099722395293763e-13,3.3414652711440337e-08,6.213549371749266e-08,3.2178373623924981e-11,7.7795461806421166e-08,1.2704400503905141e-09,6.2509787254025348e-17,3.4779289146515631e-12
3.3231665402504675e-12,0.4391189228632272,154.0,0.0,0.0,0.0,0.99999862190193356,1.0,18.999999994807485,1.0612681825647591e-07,5.4566852012958129e-07,5.4311728163662366e-07,3.8718712828966464e-09,3.1929350232702647e-13,3.3437753015901577e-08,6.4172896091803715e-08,3.2278199387827525e-11,8.0346349650838219e-08,1.3203135623034522e-09,6.5864804578448938e-17,3.6654491453812773e-12
3.409604353732955e-12,0.43911892286259363,154.0,0.0,0.0,0.0,0.9999985860748215,1.0,18.999999994555019,1.08887241260627e-07,5.5984587616477268e-07,5.571425316971161e-07,4.074159616479951e-09,3.2758960421278738e-13,3.3457832490370614e-08,6.6211612216208342e-08,3.2369472484017904e-11,8.28988823669896e-08,1.3704876285273254e-09,6.930602080650378e-17,3.8578764737119543e-12
3.4960421672154426e-12,0.4391189228619467,154.0,0.0,0.0,0.0,0.99999855024776918,1.0,18.999999994297202,1.1164766388706154e-07,5.7402294920473999e-07,5.7116272030814011e-07,4.2815083799766618e-09,3.3588554048272821e-13,3.3475286149696059e-08,6.8251470289234916e-08,3.2452925662983694e-11,8.5452844854426004e-08,1.4209436706713018e-09,7.2833323939735455e-17,4.0552104814547661e-12
3.58247998069793e-12,0.4391189228612865,154.0,0.0,0.0,0.0,0.99999851442076837,1.0,18.99999999403407,1.1440808613577971e-07,5.8819975667942906e-07,5.8517785404472668e-07,4.4939109983568489e-09,3.4418132133726748e-13,3.3490457339796042e-08,7.029232098147415e-08,3.2529228890509389e-11,8.8008050148375091e-08,1.4716642587816382e-09,7.6446602125201088e-17,4.2574507837892305e-12
3.668917794180418e-12,0.43911892286061294,154.0,0.0,0.0,0.0,0.99999847859381275,1.0,18.999999993765645,1.1716850800678169e-07,6.0237631494143e-07,5.9918793947336489e-07,4.7113609051330288e-09,3.5247695634632705e-13,3.3503644527862389e-08,7.2334034482355758e-08,3.2598994738809861e-11,9.0564335722219771e-08,1.5226330402594829e-09,8.0145743655280098e-17,4.4645970265472043e-12
3.755355607662905e-12,0.4391189228599261,154.0,0.0,0.0,0.0,0.99999844276689609,1.0,18.999999993491944,1.1992892950006757e-07,6.1655263933255317e-07,6.13192983152012e-07,4.9338515423490801e-09,3.6077245448829532e-13,3.3515107161924983e-08,7.4376497951682697e-08,3.2662783301032762e-11,9.3121560296744848e-08,1.5738346732860832e-09,8.3930636967485176e-17,4.6766488837273634e-12
3.841793421145393e-12,0.4391189228592262,154.0,0.0,0.0,0.0,0.99999840694001341,1.0,18.999999993212992,1.2268935061563765e-07,6.3072874424628122e-07,6.2719299163010484e-07,5.1613763605691488e-09,3.6906782418657982e-13,3.3525070759401433e-08,7.6419613306498466e-08,3.2721106683343555e-11,9.5679601069230295e-08,1.6252547643716512e-09,8.7801170644274328e-17,4.8936060552146487e-12
3.92823123462788e-12,0.43911892285851306,154.0,0.0,0.0,0.0,0.99999837111316026,1.0,18.99999999292881,1.2544977135349188e-07,6.4490464318637157e-07,6.4118797144857063e-07,5.3939288188665875e-09,3.7736307334389831e-13,3.353373133868507e-08,7.8463295293682672e-08,3.2774433114255886e-11,9.8238351300284891e-08,1.6768798097515235e-09,9.1757233412862201e-17,5.1154682646860671e-12
4.014669048110368e-12,0.4391189228577868,154.0,0.0,0.0,0.0,0.99999833528633242,1.0,18.99999999263941,1.2821019171363043e-07,6.5908034882186626e-07,6.5517792913983897e-07,5.6315023848128918e-09,3.856582093744695e-13,3.3541259282678018e-08,8.0507469809607552e-08,3.2823190705654897e-11,1.0079771821000703e-07,1.728697140376777e-09,9.5798714145031573e-17,5.3422352576865093e-12
4.101106861592855e-12,0.4391189228570477,154.0,0.0,0.0,0.0,0.99999829945952678,1.0,18.999999992344812,1.3097061169605349e-07,6.7325587303870188e-07,6.6916287122785142e-07,5.8740905344666665e-09,3.9395323923422525e-13,3.3547802697011428e-08,8.2552072439566961e-08,3.286777089167713e-11,1.0335762114930739e-07,1.7806948703043836e-09,9.9925501856946474e-17,5.573906799862317e-12
4.187544675075343e-12,0.4391189228562955,154.0,0.0,0.0,0.0,0.99999826363273991,1.0,18.999999992045041,1.3373103130076105e-07,6.8743122698811863e-07,6.8314280422807412e-07,6.1216867523625912e-09,4.0224816944913451e-13,3.355349032387615e-08,8.4597047190481336e-08,3.2908531571453142e-11,1.0591799001321856e-07,1.8328618482879721e-09,1.0413748570896409e-16,5.8104826753401857e-12
4.2739824885578305e-12,0.43911892285553034,154.0,0.0,0.0,0.0,0.99999822780596981,1.0,18.999999991740111,1.3649145052775324e-07,7.0160642113206841e-07,6.9711773464750748e-07,6.3742845315004152e-09,4.1054300614177324e-13,3.3558434071241851e-08,8.6642345390879364e-08,3.2945799981406232e-11,1.0847876386364e-07,1.8851876123697398e-09,1.0843455500544679e-16,6.0519626852392802e-12
4.360420302040318e-12,0.43911892285475224,154.0,0.0,0.0,0.0,0.99999819197921369,1.0,18.99999999143003,1.3925186937703007e-07,7.1578146528581749e-07,7.1108766898469836e-07,6.6318773733339528e-09,4.1883775505626728e-13,3.3562731212151066e-08,8.8687924734372055e-08,3.2979875321625572e-11,1.1103988973173973e-07,1.9376623472782892e-09,1.1281659919457642e-16,6.2983466463048653e-12
4.4468581155228056e-12,0.4391189228539613,154.0,0.0,0.0,0.0,0.9999981561524699,1.0,18.999999991114827,1.420122878485917e-07,7.2995636865791846e-07,7.250526137297498e-07,6.8944587877601094e-09,4.2713242158167956e-13,3.3566466298686105e-08,9.0733748447222301e-08,3.3011031157887936e-11,1.1360132157572725e-07,1.9902768444552021e-09,1.1728350786816665e-16,6.5496343896531798e-12
4.533295929005293e-12,0.4391189228531575,154.0,0.0,0.0,0.0,0.99999812032573643,1.0,18.99999999079451,1.4477270594243822e-07,7.4413113988771751e-07,7.3901257536433335e-07,7.1620222931078984e-09,4.3542701077395163e-13,3.3569712826624558e-08,9.277978456434634e-08,3.3039517618225473e-11,1.161630193743861e-07,2.0430224645499231e-09,1.2183517076147553e-16,6.8058257596185178e-12
4.619733742487781e-12,0.43911892285234105,154.0,0.0,0.0,0.0,0.99999808449901184,1.0,18.999999990469096,1.475331236585696e-07,7.5830578708053847e-07,7.5296756036169862e-07,7.4345614161274974e-09,4.4372152737651057e-13,3.3572534681788224e-08,9.4826005300261556e-08,3.3065563401153161e-11,1.1872494833948226e-07,2.0958911022338792e-09,1.2647147775302104e-16,7.0669206126942957e-12
4.706171555970268e-12,0.43911892285151166,154.0,0.0,0.0,0.0,0.99999804867229458,1.0,18.999999990138598,1.5029354099698595e-07,7.7248031784069214e-07,7.6691757518668599e-07,7.7120696919793033e-09,4.5201597583957966e-13,3.3574987396390912e-08,9.6872386502670663e-08,3.3089377611581021e-11,1.2128707823163565e-07,2.1488751531913764e-09,1.311923188643939e-16,7.332918816560426e-12
4.792609369452756e-12,0.4391189228506697,154.0,0.0,0.0,0.0,0.99999801284558376,1.0,18.999999989803023,1.5305395795768734e-07,7.8665473930244556e-07,7.8086262629573506e-07,7.9945406642229965e-09,4.6031036033829059e-13,3.3577119240909973e-08,9.8918907177580465e-08,3.311115143935352e-11,1.2384938276575508e-07,2.2019674831515312e-09,1.3599758426007057e-16,7.603820249189783e-12
4.879047182935243e-12,0.43911892284981496,154.0,0.0,0.0,0.0,0.99999797701887827,1.0,18.999999989462395,1.5581437454067381e-07,8.0082905815907552e-07,7.9480272013689865e-07,8.2819678848066565e-09,4.6860468478970639e-13,3.35789721735258e-08,1.0096554907636775e-07,3.3131059694067597e-11,1.2641183909403231e-07,2.2551613988338585e-09,1.4088716424722983e-16,7.8796247980271753e-12
4.965484996417731e-12,0.43911892284894766,154.0,0.0,0.0,0.0,0.99999794119217689,1.0,18.999999989116716,1.5857479074594542e-07,8.1500328069012726e-07,8.0873786314985051e-07,8.5743449140558189e-09,4.768989528687682e-13,3.3580582665713925e-08,1.0301229633670941e-07,3.3149262208489475e-11,1.2897442735637658e-07,2.3084506206891363e-09,1.4586094927556662e-16,8.1603323592348548e-12
5.051922809900218e-12,0.4391189228480675,154.0,0.0,0.0,0.0,0.99999790536547917,1.0,18.99999998876601,1.6133520657350223e-07,8.2917741278698927e-07,8.22668061765899e-07,8.8716653206626416e-09,4.8519316802324346e-13,3.3581982419880257e-08,1.0505913517046551e-07,3.3165905121745569e-11,1.3153713028963494e-07,2.3618292573251075e-09,1.5091882993710507e-16,8.4459428369991469e-12
5.138360623382706e-12,0.439118922847175,154.0,0.0,0.0,0.0,0.99999786953878456,1.0,18.999999988410281,1.6409562202334422e-07,8.4335145997688695e-07,8.3659332240799606e-07,9.173922681674985e-09,4.9348733348779258e-13,3.3583198992995809e-08,1.0710605359244569e-07,3.3181122052534335e-11,1.3409993288799962e-07,2.4152917815132851e-09,1.56060696966016e-16,8.7364561428931937e-12
5.2247984368651934e-12,0.43911892284626985,154.0,0.0,0.0,0.0,0.99999783371209194,1.0,18.999999988049542,1.6685603709547152e-07,8.5752542744539169e-07,8.505136514907492e-07,9.4811105824855982e-09,5.0178145229714058e-13,3.3584256338587147e-08,1.0915304118468427e-07,3.3195035171791922e-11,1.3666282210787409e-07,2.4688330076790706e-09,1.6128644123843225e-16,9.0318721952911775e-12
5.3976740638301685e-12,0.4391189228444218,154.0,0.0,0.0,0.0,0.99999776205871149,1.0,18.999999987313085,1.7237686610658208e-07,8.8587314237439348e-07,8.7833954059499235e-07,1.0110252386731954e-08,5.1836956116083234e-13,3.3585973757450983e-08,1.1324718890758074e-07,3.3219387012717085e-11,1.4178881662574357e-07,2.5761324097606239e-09,1.7198912572700481e-16,9.637412244021304e-12
5.5532621280986466e-12,0.4391189228427159,154.0,0.0,0.0,0.0,0.99999769757067203,1.0,18.999999986633249,1.7734561092479766e-07,9.1138585890815116e-07,9.0336603903672041e-07,1.0693278275796917e-08,5.3329872634825374e-13,3.3587156772288581e-08,1.1693207930952303e-07,3.3237868742845597e-11,1.4640240888817669e-07,2.6729252875488518e-09,1.8190731010891223e-16,1.019916498319265e-11
5.703449117589051e-12,0.43911892284103105,154.0,0.0,0.0,0.0,0.99999763532126729,1.0,18.999999985961782,1.8214186987110233e-07,9.3601274696594979e-07,9.2750870708478868e-07,1.1271123925875322e-08,5.4770953513382081e-13,3.3588047475932925e-08,1.2048916166719887e-07,3.3253093676567505e-11,1.508559817382448e-07,2.7665365269183435e-09,1.9173737365634852e-16,1.0756483444083698e-11
5.853636107079455e-12,0.4391189228393088,154.0,0.0,0.0,0.0,0.99999757307186143,1.0,18.999999985275394,1.8693812767710293e-07,9.6063947528382603e-07,9.5163661294123112e-07,1.186372868961164e-08,5.6212025043462755e-13,3.3588745377741667e-08,1.2404632763260861e-07,3.3266124189854388e-11,1.5530965932297106e-07,2.8603044285867485e-09,2.0181851595395173e-16,1.1328601885496493e-11
6.003823096569859e-12,0.43911892283754916,154.0,0.0,0.0,0.0,0.99999751082245381,1.0,18.999999984574142,1.9173438434279961e-07,9.8526606030209921e-07,9.7574978990970144e-07,1.2471059263352035e-08,5.76530881871916e-13,3.3589292088616955e-08,1.2760355910816865e-07,3.3277276481821331e-11,1.5976341898365333e-07,2.9542125522244858e-09,2.1215017044738987e-16,1.1915520077943427e-11
6.1540100860602635e-12,0.4391189228357524,154.0,0.0,0.0,0.0,0.99999744857304307,1.0,18.999999983858071,1.9653063986819251e-07,1.0098925167356871e-06,9.9984827121870774e-07,1.3093082418587164e-08,5.9094143805717988e-13,3.3589720223508591e-08,1.3116084190885169e-07,3.3286821171147284e-11,1.6421724296022421e-07,3.0482461829039044e-09,2.2273177186067216e-16,1.2517237820994858e-11
6.304197075550668e-12,0.43911892283391835,154.0,0.0,0.0,0.0,0.99999738632362878,1.0,18.999999983127225,2.0132689425328188e-07,1.0345188577564564e-06,1.0239320900217846e-06,1.3729765001782638e-08,6.0535192669888352e-13,3.3590055411064261e-08,1.3471816488814172e-07,3.3294989950599288e-11,1.6867111729692056e-07,3.1423921487486939e-09,2.3356275619326516e-16,1.3133754939413762e-11
6.454384065041072e-12,0.43911892283204756,154.0,0.0,0.0,0.0,0.99999732407421016,1.0,18.999999982381659,2.061231474980679e-07,1.0591450951545648e-06,1.0480012793976594e-06,1.4381073934209826e-08,6.1976235469688138e-13,3.3590317767576132e-08,1.3827551929697869e-07,3.3301981156015993e-11,1.7312503103966435e-07,3.23663865959415e-09,2.4464256071721409e-16,1.3765071279873619e-11
6.604571054531476e-12,0.43911892283014,154.0,0.0,0.0,0.0,0.99999726182478643,1.0,18.999999981621411,2.1091939960255068e-07,1.0837712394825501e-06,1.0720558723504223e-06,1.5046976211777101e-08,6.3417272822674299e-13,3.3590523039420691e-08,1.4183289828688415e-07,3.3307964512830964e-11,1.77578975613961e-07,3.3309751628940386e-09,2.5597062397427245e-16,1.4411186708125308e-11
6.75475804402188e-12,0.43911892282819553,154.0,0.0,0.0,0.0,0.99999719957535793,1.0,18.999999980846514,2.1571565056673042e-07,1.1083973001851455e-06,1.0960959018096968e-06,1.5727438904861451e-08,6.4858305281572462e-13,3.3590683547443748e-08,1.4539029649922552e-07,3.3313085256507903e-11,1.820329443106464e-07,3.4253922139083573e-09,2.6754638577303703e-16,1.5072101106512109e-11
6.9049450335122846e-12,0.4391189228262145,154.0,0.0,0.0,0.0,0.99999713732592355,1.0,18.999999980057023,2.2051190039060736e-07,1.1330232857159765e-06,1.1201214006308036e-06,1.6422429158140384e-08,6.6299333341106265e-13,3.3590808953470033e-08,1.4894770973184247e-07,3.3317467692993311e-11,1.864869318684932e-07,3.5198813590061693e-09,2.793692871860887e-16,1.5747814371797887e-11
7.055132023002689e-12,0.4391189228241969,154.0,0.0,0.0,0.0,0.9999970750764835,1.0,18.999999979252969,2.2530814907418162e-07,1.1576492036417808e-06,1.1441324015949321e-06,1.7131914190424345e-08,6.7740357444096491e-13,3.3590906845324835e-08,1.5250513468460714e-07,3.3321218229312327e-11,1.9094093415564512e-07,3.6144350314425403e-09,2.9143877054714119e-16,1.6438326413291962e-11
7.205319012493093e-12,0.43911892282214293,154.0,0.0,0.0,0.0,0.99999701282703757,1.0,18.999999978434392,2.3010439661745339e-07,1.1822750607353411e-06,1.1681289374093053e-06,1.7855861294489401e-08,6.9181377986899816e-13,3.3590983175030727e-08,1.5606256876884138e-07,3.3324427942754059e-11,1.9539494793100181e-07,3.709046458430324e-09,3.0375427944819483e-16,1.7143637151234673e-11
7.355506001983496e-12,0.4391189228200525,154.0,0.0,0.0,0.0,0.99999695057758498,1.0,18.999999977601338,2.3490064302042275e-07,1.2069008630586283e-06,1.1921110407073471e-06,1.8594237836910401e-08,7.0622395324274576e-13,3.3591042602681299e-08,1.5962000995775826e-07,3.3327174778480503e-11,1.9984897065696699e-07,3.8037095779934237e-09,3.1631525873669837e-16,1.7863746515396579e-11
