Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75)
4.263857057538693e-16,0.4391189228762564,154.0,0.0,0.0,0.0,0.9999999998227812,1.0,19.0,1.3616855125365633e-11,7.0182589201701865e-11,7.0182594101704411e-11,6.8934999778845414e-17,2.8642985869004749e-17,2.321344231842201e-11,3.712371779021286e-15,1.47288280083233e-14,4.6479978945710752e-15,4.5192017372206704e-17,8.8936513532848904e-25,6.5177402506577023e-20
5.329823129184637e-16,0.4391189228762565,154.0,0.0,0.0,0.0,0.99999999977847664,1.0,19.0,1.7021074676933587e-11,8.77282509614076e-11,8.7728253222431681e-11,1.0531711409574996e-16,3.8536516558670886e-17,2.9014442409046684e-11,5.6713788000968103e-15,1.8410079969632435e-14,7.1007319016909787e-15,6.904162305471343e-17,1.4246025112613099e-24,9.9576315015834888e-20
7.461755272476525e-16,0.4391189228762564,154.0,0.0,0.0,0.0,0.9999999996898673,1.0,19.0,2.3829513778335206e-11,1.2281955802892406e-10,1.2281954701954351e-10,2.0252099465841206e-16,5.8754101375213384e-17,4.0613418653128097e-11,1.0904575573759439e-14,2.5771357332810595e-14,1.3652847108385794e-14,1.3275751563914609e-16,2.9109027306642525e-24,1.9148147661862659e-19
9.593687415768413e-16,0.4391189228762565,154.0,0.0,0.0,0.0,0.99999999960125807,1.0,19.0,3.0637952877437028e-11,1.5791084353484894e-10,1.5791080840162033e-10,3.3213368980768041e-16,7.9289824055765048e-17,5.2208385805155298e-11,1.788142254435398e-14,3.3131008411886974e-14,2.2388063288535435e-14,2.1771064209003535e-16,4.9485252970984477e-24,3.1402865446429292e-19
1.385755170235219e-15,0.4391189228762564,154.0,0.0,0.0,0.0,0.99999999942403972,1.0,19.0,4.425483106874225e-11,2.2809335081043653e-10,2.2809323393487039e-10,6.8857132524786219e-16,1.2039336319273192e-16,7.5386301668245485e-11,3.7062224435973962e-14,4.784543425606331e-14,4.6402987471428921e-14,4.5130240661144839e-16,1.067771377082825e-23,6.5103524621396827e-19
2.2385280275519738e-15,0.4391189228762565,154.0,0.0,0.0,0.0,0.99999999906960424,1.0,19.0,7.1488587423759234e-11,3.684581106724421e-10,3.6845769608423702e-10,1.7902890963566584e-15,2.0258561617100574e-16,1.2169410586312645e-10,9.6312152368240219e-14,7.7254792736253382e-14,1.2058562776040603e-13,1.1731153038988283e-15,2.8751075302801612e-23,1.6926887602828577e-18
3.091300884868729e-15,0.4391189228762565,154.0,0.0,0.0,0.0,0.9999999987151702,1.0,18.999999999999993,9.8722343741985195e-11,5.088225311206672e-10,5.0882163968501528e-10,3.4104559457993923e-15,2.8473455936993197e-16,1.6793793428239439e-10,1.8338667802961918e-13,1.0663817613851262e-13,2.2960547708537547e-13,2.234285790112166e-15,5.5644193140819805e-23,3.2245189244851374e-18
3.944073742185484e-15,0.4391189228762564,154.0,0.0,0.0,0.0,0.99999999836073739,1.0,18.999999999999989,1.2595610002342024e-10,6.4918661232910238e-10,6.4918506474488866e-10,5.5490641906693725e-15,3.6687046450826069e-16,2.1411787126559813e-10,2.9824912011905683e-13,1.3599560637954274e-13,3.7341660938840629e-13,3.6346096039147769e-15,9.1356911135550288e-23,5.2465139141501242e-18
4.7968465995022395e-15,0.4391189228762565,154.0,0.0,0.0,0.0,0.9999999980063059,1.0,18.999999999999986,1.5318985626806451e-10,7.8955035449576451e-10,7.8954797127085194e-10,8.2061068367342272e-15,4.4900564340435179e-16,2.6023400373746719e-10,4.4086167297807691e-13,1.6532710604090933e-13,5.5197169088331056e-13,5.3738764167084987e-15,1.3588911773835774e-22,7.7586624120898823e-18
6.502392314135749e-15,0.4391189228762564,154.0,0.0,0.0,0.0,0.99999999729744682,1.0,18.999999999999972,2.0765736864698065e-10,1.0702768224789048e-09,1.0702722287455695e-09,1.5075470812280543e-14,6.1327681892598615e-16,3.5227517660233297e-10,8.0919730242587161e-13,2.2391239716599072e-13,1.0131386570333848e-12,9.8684609092551063e-15,2.5141158579469078e-22,1.4253379357441955e-17
8.20793802876926e-15,0.4391189228762564,154.0,0.0,0.0,0.0,0.99999999658859307,1.0,18.999999999999961,2.6212488087873392e-10,1.3510019367538785e-09,1.3509944121622511e-09,2.4018494791866987e-14,7.7754679266762137e-16,4.440621475853754e-10,1.2880914209648486e-12,2.8239423011801357e-13,1.6127280806791329e-12,1.5716356774219282e-14,4.0221069214570151e-22,2.2708582002242318e-17
9.91348374340277e-15,0.4391189228762563,154.0,0.0,0.0,0.0,0.99999999587974464,1.0,18.999999999999943,3.1659239296332474e-10,1.6317256990870651e-09,1.631714521576417e-09,3.5035123259054281e-14,9.4181824981645604e-16,5.3559564620421856e-10,1.8772267438098074e-12,3.4077279471434327e-13,2.3503427120228216e-12,2.2915794949517346e-14,5.8828550298688375e-22,3.3124178442043046e-17
1.3324575172669791e-14,0.43911892287625615,154.0,0.0,0.0,0.0,0.99999999446206356,1.0,18.999999999999897,4.2552741669101984e-10,2.193169174803717e-09,2.1931485186114144e-09,6.3288979454364635e-14,1.2703553169032767e-15,7.1790504837146276e-10,3.38499363701362e-12,4.5722085469444115e-13,4.2381109005489213e-12,4.1362432900706586e-14,1.0662585607093522e-21,5.9836198100414641e-17
1.6735666601936812e-14,0.43911892287625603,154.0,0.0,0.0,0.0,0.99999999304440379,1.0,18.999999999999837,5.344624398300683e-10,2.7546072632838355e-09,2.7545742202785317e-09,9.9836611451497198e-14,1.5988896554777966e-15,8.9920899231758667e-10,5.3300583999787428e-12,5.7325804047706897e-13,6.6733887947773789e-12,6.5194718177830876e-14,1.6853234849583362e-21,9.4388731621455247e-17
2.0146758031203833e-14,0.43911892287625587,154.0,0.0,0.0,0.0,0.99999999162676489,1.0,18.999999999999762,6.4339746238047239e-10,3.316039978061759e-09,3.3159916270028991e-09,1.4467759414508284e-13,1.9274209426973788e-15,1.0795130202584567e-09,7.7100105895404527e-12,6.88885800829988e-13,9.653158449618183e-12,9.4399116788316227e-14,2.445473041930026e-21,1.3678107931216309e-16
2.3557849460470854e-14,0.4391189228762557,154.0,0.0,0.0,0.0,0.99999999020914687,1.0,18.999999999999673,7.5233248434223439e-10,3.8774673326268925e-09,3.8774007392093372e-09,1.9781150273687662e-13,2.2559490650408532e-15,1.258822638959438e-09,1.0522455180810542e-11,8.0410557822035777e-13,1.3174421224112843e-11,1.2896213946257093e-13,3.3467000048278896e-21,1.8701254442781724e-16
3.038003231900489e-14,0.4391189228762552,154.0,0.0,0.0,0.0,0.99999998737397255,1.0,18.999999999999453,9.702025264998412e-10,5.0003060149073415e-09,5.0001940817696548e-09,3.2895639647864537e-13,2.9129959297336152e-15,1.6144804945245991e-09,1.7435320267858682e-11,1.0333269260061934e-12,2.1829530226793718e-11,2.1411026843489817e-13,5.5723572092898513e-21,3.1099005285677851e-16
3.7202215177538934e-14,0.4391189228762543,154.0,0.0,0.0,0.0,0.99999998453888028,1.0,18.999999999999186,1.1880725663029064e-09,6.1231234175051792e-09,6.1229542513620256e-09,4.9326789032368348e-13,3.5700303372556208e-15,1.9662260720542871e-09,2.6049728791483899e-11,1.2609335377912675e-12,3.2615021314502303e-11,3.205317251947316e-13,8.3622372183289649e-21,4.6631572273946547e-16
4.4024398036072976e-14,0.4391189228762536,154.0,0.0,0.0,0.0,0.99999998170386906,1.0,18.999999999998863,1.4059426037514479e-09,7.2459196473047131e-09,7.2456812513897273e-09,6.9074258117489057e-13,4.2270523569334526e-15,2.3141024287274827e-09,3.6346954147513027e-11,1.4869367919589337e-12,4.5507448233062532e-11,4.481196255485089e-13,1.171628213922144e-20,6.5298405523092086e-16
5.084658089460702e-14,0.4391189228762527,154.0,0.0,0.0,0.0,0.99999997886893799,1.0,18.999999999998479,1.6238126388454837e-09,8.3686948106491934e-09,8.3683750852559553e-09,9.2137706602013432e-13,4.8840620481137645e-15,2.6581521401965642e-09,4.8308479159289227e-11,1.7113479857481924e-12,6.0483626937652154e-11,5.967676263643561e-13,1.5634434080681101e-20,8.7098958949278123e-16
5.766876375314105e-14,0.43911892287625154,154.0,0.0,0.0,0.0,0.99999997603408619,1.0,18.999999999998046,1.8416826715850306e-09,9.4914490133370777e-09,9.4910357563635164e-09,1.1851679422270661e-12,5.5410594725109216e-15,2.9984173045836146e-09,6.1915994339583432e-11,1.9341783352520656e-12,7.7520633416665238e-11,7.6636992930875175e-13,2.0116635157885264e-20,1.1203269027231013e-15
7.131312947020914e-14,0.439118922876249,154.0,0.0,0.0,0.0,0.99999997036461719,1.0,18.999999999997016,2.2774227300007277e-09,1.1736894957398384e-08,1.1736257623911915e-08,1.8122052601695516e-12,6.855017767406628e-15,3.6677601843936585e-09,9.3996714179517155e-11,2.3751409892006632e-12,1.1768663174665518e-10,1.1680167867069776e-12,3.0772953213799874e-20,1.7129753514535389e-15
8.495749518727722e-14,0.4391189228762458,154.0,0.0,0.0,0.0,0.99999996469545516,1.0,18.999999999995769,2.713162778998674e-09,1.3982258315213055e-08,1.3981346881249603e-08,2.5718273217201792e-12,8.168927730975449e-15,4.3224586193152268e-09,1.3244665377978018e-10,2.8099129009413135e-12,1.6582707929211737e-10,1.652224474223153e-12,4.3684773360677911e-20,2.4308867606010711e-15
9.86018609043453e-14,0.4391189228762421,154.0,0.0,0.0,0.0,0.99999995902659322,1.0,18.999999999994312,3.148902818579002e-09,1.6227539914064402e-08,1.6226303555585411e-08,3.4640069194107379e-12,9.4827898471850039e-15,4.9628329356906994e-09,1.7712649549899292e-10,3.2385809703230751e-12,2.2176754630589694e-10,2.2181657094222156e-12,5.885163275113755e-20,3.2740190743362071e-15
1.1224622662141339e-13,0.439118922876238,154.0,0.0,0.0,0.0,0.99999995335802494,1.0,18.999999999992639,3.584642848741842e-09,1.8472740572981359e-08,1.8471127674122594e-08,4.4887168513187558e-12,1.079660459539433e-14,5.5891964836536366e-09,2.2789995581701422e-10,3.6612308825941431e-12,2.8533740184905309e-10,2.8650214642320002e-12,7.6273068632139974e-20,4.2423308066703549e-15
1.2589059233848146e-13,0.4391189228762332,154.0,0.0,0.0,0.0,0.99999994768974421,1.0,18.999999999990752,4.02038286948732e-09,2.0717861102832145e-08,2.0715819264058882e-08,5.6459299210233962e-12,1.2110372450155118e-14,6.2018558003226214e-09,2.8463371435800924e-10,4.0779471271253262e-12,3.5636972492567187e-10,3.5919808712546582e-12,9.5948618344238871e-20,5.3357810328531228e-15
1.3953495805554953e-13,0.4391189228762279,154.0,0.0,0.0,0.0,0.99999994202174447,1.0,18.999999999988653,4.4561228808155589e-09,2.2962902306375556e-08,2.2960378352586411e-08,6.9356189376576891e-12,1.3424093881257286e-14,6.8011107315759272e-09,3.4719736092771131e-10,4.488813009638682e-12,4.3470123817197417e-10,4.39824117250804e-12,1.1787781932246916e-19,6.5543293838095334e-15
1.531793237726176e-13,0.43911892287622223,154.0,0.0,0.0,0.0,0.99999993635401974,1.0,18.999999999986347,4.8918628827266823e-09,2.520786497831549e-08,2.5204804966891723e-08,8.3577567159434586e-12,1.4737769353781031e-14,7.3872545477817095e-09,4.1546334517957604e-10,4.8939106644215564e-12,5.2017224483687414e-10,5.2830076648815911e-12,1.4206020909694102e-19,7.8979360405647525e-15
1.8046805520675377e-13,0.439118922876209,154.0,0.0,0.0,0.0,0.99999992501937152,1.0,18.999999999981103,5.7633428582980519e-09,2.9697557866496835e-08,2.9693260881553722e-08,1.1599269844275573e-11,1.7364984260177121e-14,8.5213500462264721e-09,5.6860598650331801e-10,5.6871240865723893e-12,7.1191130599402832e-10,7.2849201140810645e-12,1.9718270562999949e-19,1.0960167692913599e-14
2.0493817072604475e-13,0.4391189228761955,154.0,0.0,0.0,0.0,0.99999991485634065,1.0,18.999999999975685,6.544808821724521e-09,3.372325711855712e-08,3.3717659941990726e-08,1.4956238959240019e-11,1.9720685926054457e-14,9.4965032374737478e-09,7.2411191288720954e-10,6.379582058816407e-12,9.0660926931998856e-10,9.3393419611875612e-12,2.5427152423604577e-19,1.4131118484201593e-14
2.2940828624533574e-13,0.43911892287618026,154.0,0.0,0.0,0.0,0.99999990469410616,1.0,18.999999999969603,7.3262747548638589e-09,3.7748715680826952e-08,3.7741633335859092e-08,1.8738792770423371e-11,2.2076246734492125e-14,1.043372564960052e-08,8.9611484213363543e-10,7.0547023695867713e-12,1.1219619624726684e-09,1.163437187442547e-11,3.1860029478589083e-19,1.7703712613469415e-14
2.538784017646267e-13,0.4391189228761633,154.0,0.0,0.0,0.0,0.99999989453263693,1.0,18.999999999962863,8.1077406577166767e-09,4.1773937860419506e-08,4.176518121977879e-08,2.2946774664123686e-11,2.4431669206115044e-14,1.1334492667053637e-08,1.0839730940119422e-09,7.7129191139478323e-12,1.3571659831027405e-09,1.4165702744372681e-11,3.9016635300216333e-19,2.1677739048918321e-14
2.783485172839177e-13,0.4391189228761448,154.0,0.0,0.0,0.0,0.99999988437190368,1.0,18.999999999955463,8.8892065302835643e-09,4.579892788738449e-08,4.5788303750312015e-08,2.7580028084220053e-11,2.67869558164509e-14,1.2200222328243274e-08,1.2870699294640119e-09,8.3546555244232294e-12,1.6114491559357536e-09,1.6929104524889383e-11,4.6896703558704761e-19,2.6052991872596128e-14
3.0955265605003545e-13,0.4391189228761187,154.0,0.0,0.0,0.0,0.99999987141602265,1.0,18.999999999945082,9.8857268954726294e-09,5.0931239875887609e-08,5.0917947727751173e-08,3.4104999002010845e-11,2.9790209376906525e-14,1.3255520830300998e-08,1.5672274791175703e-09,9.149738861818212e-12,1.9622145952645782e-09,2.0783061236129913e-11,5.7994391303675293e-19,3.2214010969251413e-14
3.407567948161532e-13,0.4391189228760899,154.0,0.0,0.0,0.0,0.99999985846123596,1.0,18.999999999933646,1.0882247211415192e-08,5.6063189545119747e-08,5.6046900608790207e-08,4.1320933226659529e-11,3.2793250899428193e-14,1.4258757749482337e-08,1.8700278544322742e-09,9.9195246824988697e-12,2.3413295145921047e-09,2.4999204348885835e-11,7.0267530417321564e-19,3.9026740467754946e-14
3.719609335822709e-13,0.4391189228760586,154.0,0.0,0.0,0.0,0.99999984550748977,1.0,18.999999999921165,1.1878767478112323e-08,6.1194785142309649e-08,6.1175162717669823e-08,4.9227506528397297e-11,3.5796085210495511e-14,1.5212501436916441e-08,2.1943540176431801e-09,1.0664817882661148e-11,2.7473953500826804e-09,2.9569286640500711e-11,8.3715569327191606e-19,4.649078765607074e-14
4.0316507234838866e-13,0.4391189228760247,154.0,0.0,0.0,0.0,0.99999983255473357,1.0,18.999999999907647,1.287528769556504e-08,6.6326034726941091e-08,6.6302734378478206e-08,5.7824394829493646e-11,3.8798717026720524e-14,1.6119193562705099e-08,2.5391440276152568e-09,1.1386397755382009e-11,3.1790825204869929e-09,3.4485248632942616e-11,9.8337956719477391e-19,5.4605771908646611e-14
4.343692111145064e-13,0.43911892287598825,154.0,0.0,0.0,0.0,0.9999998196029185,1.0,18.999999999893106,1.38718078637743e-08,7.1456946174931817e-08,7.1429615915150812e-08,6.7111274204395464e-11,4.180115095726388e-14,1.6981155368933589e-08,2.9033883202583713e-09,1.2085018795187813e-11,3.6351270221423684e-09,3.9739214413760584e-11,1.1413414153925143e-18,6.3371324315934085e-14
4.655733498806242e-13,0.4391189228759493,154.0,0.0,0.0,0.0,0.99999980665199895,1.0,18.999999999877542,1.4868327982741024e-08,7.6587527182963685e-08,7.6555807651470922e-08,7.7087820879315762e-11,4.4803391506389111e-14,1.7800593585910257e-08,3.286127135412205e-09,1.2761411501875577e-11,4.1143272073577068e-09,4.5323487306028271e-11,1.3110357298976785e-18,7.2787087313397422e-14
4.967774886467419e-13,0.4391189228759076,154.0,0.0,0.0,0.0,0.99999979370193059,1.0,18.999999999860965,1.5864848052466079e-08,8.1717785272322289e-08,8.1681309911068967e-08,8.7753711232690117e-11,4.780544307577796e-14,1.8579606067520532e-08,3.6864480658950584e-09,1.3416283117697113e-11,4.6155407157511457e-09,5.1230546028740066e-11,1.4924570053323915e-18,8.2852714342013901e-14
5.279816274128597e-13,0.43911892287586346,154.0,0.0,0.0,0.0,0.99999978075267215,1.0,18.999999999843382,1.6861368072950298e-08,8.6847727793210978e-08,8.6806123017423758e-08,9.9108621794374519e-11,5.0807309966978925e-14,1.9320187151513634e-08,4.1034837261860524e-09,1.4050318400371248e-11,5.1376815553722424e-09,5.7453040382780739e-11,1.6855997388946934e-18,9.356786949067817e-14
5.591857661789774e-13,0.43911892287581694,154.0,0.0,0.0,0.0,0.99999976780418387,1.0,18.999999999824809,1.7857888044194468e-08,9.1977361928177079e-08,9.1930247293860994e-08,1.1115222924666192e-10,5.380899638326261e-14,2.0024232786712494e-08,4.5364095224780763e-09,1.4664180290525008e-11,5.6797173107432773e-09,6.3983787824634528e-11,1.8904584303758309e-18,1.049322271891102e-13
5.903899049450951e-13,0.4391189228757678,154.0,0.0,0.0,0.0,0.99999975485642834,1.0,18.99999999980524,1.8854407966199344e-08,9.7106694696617021e-08,9.7053683063555454e-08,1.2388421042260684e-10,5.681050643250698e-14,2.0693545382155299e-08,4.9844415436692909e-09,1.525851067680509e-11,6.2406665023191521e-09,7.0815768961636838e-11,2.1070275821318245e-18,1.1694547185261693e-13
6.215940437112129e-13,0.4391189228757162,154.0,0.0,0.0,0.0,0.99999974190936958,1.0,18.999999999784688,1.9850927838965634e-08,1.0223573295751492e-07,1.0217643064952832e-07,1.3730424230828356e-10,5.981184412909784e-14,2.1329838447077017e-08,5.4468345433234449e-09,1.5833930966604376e-11,6.8195960598428838e-09,7.7942124812831849e-11,2.3353016991218514e-18,1.29607297620572e-13
6.527981824773306e-13,0.43911892287566223,154.0,0.0,0.0,0.0,0.99999972896297362,1.0,18.999999999763165,2.0847447662494016e-08,1.0736448341450846e-07,1.0729849037465109e-07,1.5141200203929281e-10,6.2813013396148219e-14,2.193474094303817e-08,5.9228800468242461e-09,1.6391042880368033e-11,7.4156189524477368e-09,8.5356151743790103e-11,2.5752752888486611e-18,1.4291740798546691e-13
6.840023212434484e-13,0.4391189228756057,154.0,0.0,0.0,0.0,0.99999971601720783,1.0,18.99999999974067,2.1843967436785148e-08,1.1249295261738668e-07,1.1241986256164012e-07,1.6620716690570608e-10,6.5814018065872064e-14,2.2509801493627853e-08,6.4119045204741098e-09,1.6930428873032395e-11,8.027891896315469e-09,9.3051299968012e-11,2.8269428614428353e-18,1.5687551560273092e-13
7.152064600095661e-13,0.43911892287554677,154.0,0.0,0.0,0.0,0.99999970307204145,1.0,18.999999999717218,2.2840487161839635e-08,1.1762114696852622e-07,1.1754054753306496e-07,1.816894143446559e-10,6.8814861885445262e-14,2.3056492284699218e-08,6.9132676751878214e-09,1.7452653039299236e-11,8.6556132308513907e-09,1.010211671117724e-10,3.0902989295370644e-18,1.7148134186427247e-13
7.464105987756838e-13,0.43911892287548565,154.0,0.0,0.0,0.0,0.9999996901274455,1.0,18.999999999692808,2.3837006837658058e-08,1.2274907272201798e-07,1.2266054561133622e-07,1.978584219510197e-10,7.1815548517050118e-14,2.3576212922674922e-08,7.4263607884225707e-09,1.7958261278930462e-11,9.2980208176918382e-09,1.0925949908603172e-10,3.3653380084474208e-18,1.8673461683204634e-13
7.776147375418016e-13,0.439118922875422,154.0,0.0,0.0,0.0,0.99999967718339178,1.0,18.999999999667448,2.4833526464240981e-08,1.2787673599314059e-07,1.2777985711872356e-07,2.1471386746159567e-10,7.4816081537835264e-14,2.4070293895289523e-08,7.950605199017734e-09,1.8447782475545867e-11,9.9543901561997373e-09,1.1776018061503731e-10,3.6520546159034808e-18,2.026350786766504e-13
8.088188763079193e-13,0.4391189228753559,154.0,0.0,0.0,0.0,0.99999966423985387,1.0,18.999999999641147,2.5830046041588929e-08,1.3300414275273748e-07,1.328984823773296e-07,2.3225542877810164e-10,7.7816464437163637e-14,2.4540000154855639e-08,8.4854507487461101e-09,1.8921728179800169e-11,1.0624032432241302e-08,1.2651724085621132e-10,3.9504432724410261e-18,2.1918247384540581e-13
8.40023015074037e-13,0.4391189228752876,154.0,0.0,0.0,0.0,0.99999965129680679,1.0,18.999999999613912,2.6826565569702409e-08,1.3813129884316619e-07,1.3801642170912839e-07,2.5048278393331099e-10,8.0816700640123899e-14,2.4986534107699327e-08,9.0303744821364663e-09,1.9380594389688663e-11,1.1306292890326038e-08,1.3552483745529542e-10,4.260498500827256e-18,2.3637655620531173e-13
8.712271538401548e-13,0.4391189228752169,154.0,0.0,0.0,0.0,0.99999963835422656,1.0,18.999999999585739,2.782308504858188e-08,1.4325820996297867e-07,1.4313367543590907e-07,2.6939561114047796e-10,8.3816793492182076e-14,2.5411039042656845e-08,9.58487915533775e-09,1.9824860286284318e-11,1.2000548966661147e-08,1.4477727185964158e-10,4.582214826897327e-18,2.5421708767401094e-13
9.024312926062725e-13,0.43911892287514404,154.0,0.0,0.0,0.0,0.99999962541209009,1.0,18.999999999556646,2.8819604478227846e-08,1.4838488169648899e-07,1.4825024387935901e-07,2.8899358872077084e-10,8.6816746242258435e-14,2.5814601561246934e-08,1.0148492179178604e-08,2.0254991286741604e-11,1.2706208965831449e-08,1.5426895976000401e-10,4.9155867783180706e-18,2.7270383673765031e-13
9.336354313723903e-13,0.4391189228750686,154.0,0.0,0.0,0.0,0.99999961247037605,1.0,18.999999999526636,2.9816123858640657e-08,1.5351131947848147e-07,1.5336612736094179e-07,3.0927639520938791e-10,8.9816562050559525e-14,2.6198255060443159e-08,1.0720764104425798e-08,2.0671435877690671e-11,1.342271016429851e-08,1.6399446636833893e-10,5.2606088864048537e-18,2.9183658001408179e-13
9.64839570138508e-13,0.4391189228749911,154.0,0.0,0.0,0.0,0.99999959952906348,1.0,18.999999999495714,3.0812643189820733e-08,1.5863752863221909e-07,1.5848132620200973e-07,3.3024370925783378e-10,9.2816244099667738e-14,2.6562981765647105e-08,1.1301267737595231e-08,2.1074629437173453e-11,1.4149517703370482e-08,1.7394846842241852e-10,5.6172756844572213e-18,3.116151003918559e-13
9.960437089046257e-13,0.4391189228749112,154.0,0.0,0.0,0.0,0.99999958658813315,1.0,18.999999999463885,3.1809162471768489e-08,1.6376351436592373e-07,1.6359584072378503e-07,3.5189520965019794e-10,9.5815795451942132e-14,2.6909715265328266e-08,1.1889597038575998e-08,2.1464994062664971e-11,1.4886123208995284e-08,1.8412575770328807e-10,5.9855817080145007e-18,3.320391871240972e-13
1e-12,0.43911892287482907,154.0,0.0,0.0,0.0,0.9999995849474127,1.0,18.999999999459781,3.1935508540197212e-08,1.6441340898295103e-07,1.6424424777022307e-07,3.5468920272320963e-10,9.6196091528115252e-14,2.6952436855730155e-08,1.1964729007705311e-08,2.1513591853452499e-11,1.4980190633610622e-08,1.8543179993857879e-10,6.0331093922645265e-18,3.3467480679068569e-13
1.0272478476707435e-12,0.43911892287482907,154.0,0.0,0.0,0.0,0.99999957364756609,1.0,18.999999999431147,3.2805681704484373e-08,1.6888928177669915e-07,1.6870967124736261e-07,3.7423057530072538e-10,9.8815218906400125e-14,2.7239343036264783e-08,1.2485366022342362e-08,2.1842939140683036e-11,1.5632043416671972e-08,1.9452123711284439e-10,6.3655214948193448e-18,3.531086355609216e-13
1.089656125202979e-12,0.4391189228746581,154.0,0.0,0.0,0.0,0.99999954776745237,1.0,18.999999999362991,3.4798720022221826e-08,1.7914018137451678e-07,1.7893528158333811e-07,4.209516189710231e-10,1.0481369414491491e-13,2.7850615003703812e-08,1.3697773170169877e-08,2.2563137219975118e-11,1.7150012661113638e-08,2.1594702126070781e-10,7.1602805252513943e-18,3.9718283312761623e-13
1.1430128001921688e-12,0.43911892287450466,154.0,0.0,0.0,0.0,0.99999952564194894,1.0,18.999999999301913,3.6502690909102469e-08,1.8790365812554748e-07,1.8767561822291386e-07,4.6306247136343477e-10,1.0994178055031456e-13,2.8326359770926283e-08,1.4754719137437966e-08,2.3143005673257258e-11,1.8473339960946443e-08,2.3491263482807518e-10,7.8766191087319481e-18,4.3690979636863348e-13
1.1910338076824397e-12,0.43911892287436144,154.0,0.0,0.0,0.0,0.99999950572971585,1.0,18.999999999244743,3.803626458422489e-08,1.9579029680109898e-07,1.9554021501419688e-07,5.0266809054868054e-10,1.1455677126060127e-13,2.8720725831142117e-08,1.5720672755313295e-08,2.3638171071534107e-11,1.9682742178899098e-08,2.5247175542788871e-10,8.5503434082123369e-18,4.7427521731609992e-13
1.2390548151727106e-12,0.4391189228742127,154.0,0.0,0.0,0.0,0.99999948581811282,1.0,18.999999999185508,3.9569838142755602e-08,2.0367648764850841e-07,2.0340319663040809e-07,5.4388857000281749e-10,1.1917149990358284e-13,2.908555264164095e-08,1.6699473679151296e-08,2.4109299829149474e-11,2.0908229603984865e-08,2.7047838965617183e-10,9.2515393504655009e-18,5.1316635318981396e-13
1.2870758226629815e-12,0.4391189228740589,154.0,0.0,0.0,0.0,0.99999946590709343,1.0,18.999999999124235,4.1103411584695511e-08,2.1156224625080912e-07,2.1126456423754728e-07,5.8672274373466972e-10,1.237859755903037e-13,2.9423052509872404e-08,1.769015972315858e-08,2.4557558487937632e-11,2.2148597551549338e-08,2.8891695447944351e-10,9.9801870999033407e-18,5.5358261507946948e-13
1.3350968301532524e-12,0.43911892287390014,154.0,0.0,0.0,0.0,0.99999944599661417,1.0,18.999999999060929,4.2636984910045496e-08,2.1944758765014819e-07,2.1912431900077704e-07,6.3116944659046391e-10,1.2840020710662149e-13,2.973527219904399e-08,1.8691840700719806e-08,2.4984057152622184e-11,2.340273148200731e-08,3.0777240775046293e-10,1.0736266835193486e-17,5.9552344140556359e-13
1.3831178376435233e-12,0.43911892287373605,154.0,0.0,0.0,0.0,0.99999942608663506,1.0,18.999999998995612,4.4170558118806367e-08,2.2733252636657626e-07,2.2698246208442239e-07,6.7722751425366072e-10,1.3301420297413575e-13,3.0024105375590041e-08,1.9703693010693629e-08,2.5389852232641731e-11,2.4669600222727532e-08,3.2703022941856358e-10,1.1519758749243346e-17,6.3898829663220312e-13
1.4311388451337942e-12,0.4391189228735673,154.0,0.0,0.0,0.0,0.99999940617711947,1.0,18.999999998928288,4.5704131210978856e-08,2.3521707641433595e-07,2.3483899465196688e-07,7.2489578324879339e-10,1.3762797138191176e-13,3.0291303879566878e-08,2.0724954735646391e-08,2.5775948846843301e-11,2.5948249830878433e-08,3.4667640524099405e-10,1.2330643049265017e-17,6.8397667013933544e-13
1.4791598526240651e-12,0.4391189228733933,154.0,0.0,0.0,0.0,0.99999938626803286,1.0,18.999999998858982,4.7237704186563673e-08,2.4310125131859147e-07,2.4269391786605062e-07,7.7417309094279382e-10,1.4224152024291724e-13,3.0538488231490996e-08,2.1754921072175178e-08,2.6143303215641359e-11,2.7237797872059409e-08,3.6669741005248727e-10,1.3168899956805793e-17,7.3048807509792785e-13
1.527180860114336e-12,0.43911892287321447,154.0,0.0,0.0,0.0,0.99999936635934372,1.0,18.999999998787715,4.8771277045561445e-08,2.5098506413302085e-07,2.5054723288847244e-07,8.2505827554302289e-10,1.4685485720435797e-13,3.0767157514888896e-08,2.2792940032748787e-08,2.6492825092929773e-11,2.8537428038880473e-08,3.8708019017393612e-10,1.4034509707708085e-17,7.7852204732320504e-13
1.575201867604607e-12,0.4391189228730308,154.0,0.0,0.0,0.0,0.99999934645102229,1.0,18.99999999871449,5.0304849787972762e-08,2.5886852745695553e-07,2.5839894088019313e-07,8.7755017609502003e-10,1.5146798963376647e-13,3.0978698552277683e-08,2.383840845485284e-08,2.682538009937264e-11,2.984638515429559e-08,4.0781214627237532e-10,1.4927452552072862e-17,8.2807814417296079e-13
