Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87)
9.531149831436192e-13,0.49805936111416693,154.0,0.0,0.0,0.0,0.99999709358168776,0.99999999999932376,18.999999997865778,1.4195955143482211e-07,7.6281280495835689e-07,7.6195396470238942e-07,1.4928512225966514e-09,2.4651904093565403e-13,5.4970532438548485e-07,2.650918129865234e-07,1.5308488005477377e-09,4.2122503481534794e-07,6.3851090805708129e-10,1.6754583358414376e-17,3.9012753166660667e-12,4.9573768251328441e-18,3.2097239564302125e-12,8.756024276915478e-15,8.7584251886853774e-15,1.88150022804181e-18,5.1940790650025192e-19,2.0389432174217498e-13,5.2438773812786085e-34,4.9071681663384539e-34,4.9071723983222631e-34,4.3948577054291892e-18,2.6101161315068414e-12,5.0213717564913359e-21,2.5518239433093e-20,2.2699826398628922e-14,1.4285661693308765e-14,3.6353566890671428e-24,1.927010767250767e-20,1.0293200227904413e-31,1.8352992370784999e-25,5.3720871119014792e-25,3.5363049290848909e-25,3.511420351540715e-29,4.6350865436473461e-33,6.7186737525259602e-34,3.3460221895792819e-30,2.4572561998805308e-38,5.4711698216703394e-42,3.4824215122539129e-40,5.3908137644293212e-39,4.7610752864278498e-36,2.0515505666162857e-20,2.6855793521961143e-23,6.5504926651782599e-24,5.6423075080784099e-25,4.4794885833824304e-22,1.6610431861545694e-21,4.4612503056594689e-17,1.0702696546082637e-19,8.3202463668044038e-20,2.4544701440789448e-23,1.7872698619525592e-23,3.4635147420888754e-24,4.255612009631414e-31,4.9585282927808943e-31,1.3572210715772473e-22,7.0576763048933737e-32,3.5442877622392084e-26,1.742338682988785e-41,2.4417374662273911e-31,9.8683971819353873e-28,1.8732092420501876e-32,1.7703536744372147e-35,2.8710585005820822e-14,6.4658639809345604e-13,8.8627176289581614e-17,2.7219465754112125e-24,1.9903228743151778e-18,1.9903289323712545e-18,6.0580560767247006e-24,1.062518253970591e-15
9.782870267694223e-13,0.498059361113859,154.0,0.0,0.0,0.0,0.99999701702316812,0.99999999999930589,18.999999997757563,1.4570873428852106e-07,7.8294703940571079e-07,7.8203720659388133e-07,1.5723087607226812e-09,2.530263755355261e-13,5.5428963217078335e-07,2.7586030120776248e-07,1.5505009772330908e-09,4.3833592781215905e-07,6.6718192933932224e-10,1.764637312394962e-17,4.0997449963237934e-12,5.1799797296024664e-18,3.3811407840962862e-12,9.4674669563505367e-15,9.4700908132516285e-15,2.0515681515589197e-18,5.7228471306185453e-19,2.1480387753973382e-13,6.2926740225699253e-34,5.8886265580473432e-34,5.8886317706419234e-34,4.7543521394176298e-18,2.6901052051793532e-12,5.3120985852215944e-21,2.667160333828096e-20,2.4310205731657752e-14,1.5299115920528758e-14,4.0364715967943481e-24,2.0836549869653076e-20,1.1729922276000746e-31,2.0009370844720123e-25,5.9645064300494547e-25,3.9630237935970268e-25,4.0439788114714449e-29,5.4845655993545906e-33,7.9502582094902993e-34,3.8129159381270363e-30,2.9871580039423037e-38,6.655770421163027e-42,4.128090056190897e-40,6.4201554201162954e-39,5.6338599459252534e-36,2.1612257106327882e-20,2.9033721515692315e-23,6.9792618003143303e-24,5.9962128669033492e-25,4.8578030814689325e-22,1.7533643572960672e-21,4.6994405556533895e-17,1.1552544154884943e-19,8.9961333840621882e-20,2.686299540839481e-23,1.9525076136961118e-23,3.841444902407469e-24,4.6007370071466031e-31,5.4995695539819181e-31,1.4674300443999636e-22,7.6307732585679104e-32,3.8358780200544366e-26,2.1460521775531335e-41,2.6397592212982847e-31,1.0993824483029881e-27,2.0915434879264402e-32,2.026064370906412e-35,2.9468929293805593e-14,6.6366047921636374e-13,9.3369878958343304e-17,2.9435217213779761e-24,2.0968357738475635e-18,2.0968423246640627e-18,6.5508164990256676e-24,1.1487054840581132e-15
1e-12,0.4980593611135443,154.0,0.0,0.0,0.0,0.99999695098898223,0.99999999999929046,18.999999997662268,1.489427147153975e-07,8.0031416575222182e-07,7.9935902383499209e-07,1.642484027841184e-09,2.586393876556863e-13,5.5805891226088406e-07,2.8521920055018969e-07,1.566928892248222e-09,4.532070149992105e-07,6.9222941772215438e-10,1.8433983972384892e-17,4.2745769261729348e-12,5.3744494189532381e-18,3.5325687995894243e-12,1.0111224800135911e-14,1.0114052059451865e-14,2.206360770186989e-18,6.2089413733465789e-19,2.2444258477832921e-13,7.3369546126092342e-34,6.8658597244542075e-34,6.8658659370595362e-34,5.0798469679342994e-18,2.75955935605823e-12,5.5703751835331764e-21,2.7679410051138581e-20,2.5750966268903151e-14,1.6205824209907741e-14,4.4084312397619566e-24,2.2254024919539151e-20,1.309435640532496e-31,2.1517141455628691e-25,6.5138305681882874e-25,4.3615115634733552e-25,4.5540231091981301e-29,6.3187216560730794e-33,9.1596672881672143e-34,4.2562994094410526e-30,3.5206089703318089e-38,7.8492005133544303e-42,4.7630031854638374e-40,7.4377042684563172e-39,6.490936706444815e-36,2.2581191315807748e-20,3.1004100225630774e-23,7.3608716314442979e-24,6.3119650354941242e-25,5.2007643268223767e-22,1.8349993675593876e-21,4.909852894652149e-17,1.2319919368709663e-19,9.6077082497088832e-20,2.8979891970913041e-23,2.103142962830737e-23,4.1914599041630021e-24,4.912973031345554e-31,6.0006459711918138e-31,1.5671485257448918e-22,8.1493186767722553e-32,4.0998725232317705e-26,2.5577503373241453e-41,2.8189103202548364e-31,1.203969942803765e-27,2.2947640025471787e-32,2.2696630878547348e-35,3.0123068033328854e-14,6.7838818870355452e-13,9.7560133495058622e-17,3.1440513274073379e-24,2.1909419463103598e-18,2.1909489430517249e-18,6.9967413650403817e-24,1.2266808517235075e-15
1.0034590703952254e-12,0.4980593611135443,154.0,0.0,0.0,0.0,0.99999694046946841,0.99999999999928801,18.999999997646917,1.49457916620559e-07,8.030808772025391e-07,8.0211840345775044e-07,1.6538034725886199e-09,2.5953358192708677e-13,5.5864409892745218e-07,2.8671595671303986e-07,1.5695022087711135e-09,4.5558532795360426e-07,6.9624622984358729e-10,1.8561027592666714e-17,4.302739229796336e-12,5.4056361096650581e-18,3.5569976413496999e-12,1.0216397814298935e-14,1.0219258446726834e-14,2.2317265334458897e-18,6.2890142446641928e-19,2.2599764437084131e-13,7.5163094911228091e-34,7.0336993072364642e-34,7.0337056937392734e-34,5.1330418241327263e-18,2.7706631051288603e-12,5.6121667910592127e-21,2.7841047547799021e-20,2.5984935508107463e-14,1.6353067140997989e-14,4.4699863034902011e-24,2.2485608126584816e-20,1.3322988881028454e-31,2.1764235253918186e-25,6.6047343489833864e-25,4.4276960382501849e-25,4.6398616185101846e-29,6.4609484682734442e-33,9.3658798045777287e-34,4.330593635183463e-30,3.6127490715068428e-38,8.0554169266146108e-42,4.8713362516771822e-40,7.611812162542987e-39,6.6370747940794284e-36,2.2737509255715587e-20,3.132597777505582e-23,7.422672668745126e-24,6.3631721071156849e-25,5.2568490725983803e-22,1.8481756085414855e-21,4.9437970468236227e-17,1.2445147113454978e-19,9.7076225590203247e-20,2.9327370254774679e-23,2.1278478534410075e-23,4.2493441817623705e-24,4.9639793754106731e-31,6.0835121138707187e-31,1.5834394118207237e-22,8.2340328061952211e-32,4.1430144782475067e-26,2.6293426362965423e-41,2.8481761373339915e-31,1.2212970401092384e-27,2.3284589886043972e-32,2.3105468192257829e-35,3.0227278511630147e-14,6.8073443569093349e-13,9.8236169935362778e-17,3.1768155791090882e-24,2.2061246305177391e-18,2.2061317001153134e-18,7.0695975742272762e-24,1.2394188978637914e-15
1.0286311140210285e-12,0.49805936111322285,154.0,0.0,0.0,0.0,0.99999686392035825,0.99999999999927014,18.999999997533855,1.5320709843095357e-07,8.2321432992367779e-07,8.2219755700132611e-07,1.7373336513963586e-09,2.6604066385163814e-13,5.6278024796141094e-07,2.9765440922802781e-07,1.5878740564418573e-09,4.7296629097427479e-07,7.256922349230315e-10,1.9498527607911833e-17,4.5102380809534435e-12,5.6342560981228366e-18,3.737293110174998e-12,1.1003775206246375e-14,1.1006886890951632e-14,2.4222711161375682e-18,6.8940865150843427e-19,2.3747561717384709e-13,8.938415854066e-34,8.3645015354065522e-34,8.3645093208880969e-34,5.5314367811817193e-18,2.851789826884602e-12,5.9216704224667085e-21,2.9026108078874161e-20,2.7724519386941037e-14,1.7447832284829182e-14,4.9376115251784752e-24,2.4219400344264155e-20,1.5084859958785966e-31,2.362053260319274e-25,7.2952905176054458e-25,4.9325460711250375e-25,5.3046202730799445e-29,7.5791013704421593e-33,1.098710648246104e-33,4.9030993480133087e-30,4.3481207019255578e-38,9.7020075793873716e-42,5.7237243226261238e-40,8.9862787461510546e-39,7.7860069496499263e-36,2.3891258154451365e-20,3.3735452117726713e-23,7.880751942153351e-24,6.7433732152325357e-25,5.6771780400011063e-22,1.9454761327222433e-21,5.1943177963908379e-17,1.3381449676687071e-19,1.0455623410165002e-19,3.1942533295017393e-23,2.3136002012007366e-23,4.6887378761442136e-24,5.345797067027905e-31,6.7125393034619996e-31,1.7053969633383067e-22,8.8682234669849877e-32,4.4660983549333489e-26,3.2052898124624361e-41,3.0672509724535747e-31,1.3530900799083411e-27,2.5849822029243706e-32,2.6261671034143576e-35,3.0985632683882375e-14,6.9780826763746151e-13,1.0322604743503081e-16,3.4221310395185954e-24,2.3181894234000806e-18,2.3181970384688106e-18,7.6150687297287183e-24,1.3347730202047777e-15
1.0538031576468316e-12,0.4980593611128944,154.0,0.0,0.0,0.0,0.99999678737561859,0.99999999999925226,18.999999997418382,1.5695627971972154e-07,8.4334740880330525e-07,8.4227466893049902e-07,1.8228975917771574e-09,2.7254762494037224e-13,5.6670902484629913e-07,3.0867150758640211e-07,1.6056373673502927e-09,4.9047222076634091e-07,7.5550871057952186e-10,2.0458854029073989e-17,4.7222222736897024e-12,5.8657524726228613e-18,3.9220257733355955e-12,1.1830557180265588e-14,1.1833934641588719e-14,2.6234975662630607e-18,7.5395831576303004e-19,2.4923779104576361e-13,1.0585112364638773e-33,9.9054759302820398e-34,9.9054853758222243e-34,5.9500478250181754e-18,2.9334853661358203e-12,6.2407038590614438e-21,3.0226334604023399e-20,2.9529435630896434e-14,1.8583712299083147e-14,5.4411031181584351e-24,2.6040044051976188e-20,1.7028644738991975e-31,2.5581214630413232e-25,8.0387607047785899e-25,5.4798639167151986e-25,6.0441270370670304e-29,8.8551745152178375e-33,1.2837370257578799e-33,5.5346875543614728e-30,5.208992129754891e-38,1.1631165107612435e-41,6.6978291651236873e-40,1.0566029793159676e-38,9.0972649850558125e-36,2.5073499863571685e-20,3.6265031830952002e-23,8.3535235423175128e-24,7.1370041201111076e-25,6.1193412875574466e-22,2.0452651272505515e-21,5.4510008324597601e-17,1.4362389046403666e-19,1.124104516021657e-19,3.471319513359194e-23,2.5100742794406512e-23,5.161187318186179e-24,5.7466476336026288e-31,7.3888860314066647e-31,1.8334504199786544e-22,9.5341134040817387e-32,4.8055306819918183e-26,3.8887172910883408e-41,3.2972462546955459e-31,1.4952814507222004e-27,2.8621671257228473e-32,2.9754178271710424e-35,3.1743991835130544e-14,7.148819751761401e-13,1.0833950967262146e-16,3.6797710616499388e-24,2.4330301315885183e-18,2.4330383194879063e-18,8.1878993878203992e-24,1.4348822798023451e-15
1.1041472448984376e-12,0.49805936111221727,154.0,0.0,0.0,0.0,0.99999663429842667,0.99999999999921663,18.999999997180282,1.6445464073244121e-07,8.8361248833054538e-07,8.824227747620147e-07,2.0001199429226269e-09,2.8556119860370896e-13,5.7398552438076051e-07,3.3092606877365786e-07,1.6394183355384411e-09,5.2583423543098847e-07,8.1620978178434001e-10,2.2447909606839105e-17,5.1595727510837443e-12,6.337038255776513e-18,4.3047970175812755e-12,1.3606165531120079e-14,1.3610120514863022e-14,3.0591783378309289e-18,8.957988421787449e-19,2.7361472315027045e-13,1.4670369184398447e-33,1.3728454486909876e-33,1.3728468203788291e-33,6.8499653883487116e-18,3.0985828806537467e-12,6.9077393219918587e-21,3.2670550234104191e-20,3.3337058694494725e-14,2.0979945475620951e-14,6.5629350415573281e-24,2.9950354203517903e-20,2.1517740479455703e-31,2.9827563204129158e-25,9.6951174249987739e-25,6.7113918488926658e-25,7.7725337671875055e-29,1.1952548193333715e-32,1.732870572276058e-33,6.9932141677964524e-30,7.3791117576698214e-38,1.6500299607619183e-41,9.066897565278723e-40,1.4442020247782972e-38,1.2280259938516644e-35,2.752344605750606e-20,4.1696043889636665e-23,9.3432271551752574e-24,7.9653067549048621e-25,7.0713749480298689e-22,2.25230533863126e-21,5.9828459300090431e-17,1.6461892057075618e-19,1.2927786779041602e-19,4.0739871029289716e-23,2.9364260494250822e-23,6.2116781977719656e-24,6.6072755968016078e-31,8.8927345355682023e-31,2.1084355921206501e-22,1.0964061988566483e-31,5.5350438883664783e-26,5.6471633893554959e-41,3.7910471244549697e-31,1.8130051753008377e-27,3.482875702369035e-32,3.7854334307720436e-35,3.3260725172789414e-14,7.4902901751020149e-13,1.1893718122707849e-16,4.2332369678576461e-24,2.671039210357079e-18,2.6710486286739539e-18,9.4183168754203876e-24,1.6498234456555492e-15
1.1494569234248832e-12,0.4980593611115848,154.0,0.0,0.0,0.0,0.99999649654191258,0.99999999999918454,18.999999996957882,1.7120316386007906e-07,9.1984988744154587e-07,9.1854910477321647e-07,2.1665584444973166e-09,2.9727303592836602e-13,5.7992413071271302e-07,3.5118660792330422e-07,1.6679353460595894e-09,5.5802779320699719e-07,8.7200168242986158e-10,2.4315934244447112e-17,5.5683474280131951e-12,6.770209136538019e-18,4.6644521400853845e-12,1.5348581569842212e-14,1.5353111194323758e-14,3.4907874852198503e-18,1.0388292825452413e-18,2.965258836002936e-13,1.9435124099269559e-33,1.8187314671828633e-33,1.8187333590126655e-33,7.7341708960285552e-18,3.2491159594204658e-12,7.5416167685074112e-21,3.4917959951789624e-20,3.6991677716771549e-14,2.3279887499126956e-14,7.7137886617584595e-24,3.3787900922507649e-20,2.6325476326114827e-31,3.4035980483545213e-25,1.1394102240402302e-24,7.9893275602278161e-25,9.6495464469839194e-29,1.5471210146766339e-32,2.2431274591090554e-33,8.5551322554100174e-30,9.957540806592068e-38,2.2294374246277261e-41,1.176427191596379e-39,1.8903429986854651e-38,1.5896495164703408e-35,2.9825803931522984e-20,4.7023628706157867e-23,1.0284400643199543e-23,8.7585931824814562e-25,8.0084055245017488e-22,2.4471441340873954e-21,6.4825619729363293e-17,1.8513362071695407e-19,1.4582949035553239e-19,4.6742991449143243e-23,3.3599166714528948e-23,7.2865672784784591e-24,7.4515151656421363e-31,1.0431501214892762e-30,2.3782507882892901e-22,1.2367126215729866e-31,6.2515368413629041e-26,7.7884864786321002e-41,4.2754448196243878e-31,2.1400063763951933e-27,4.1233136071887445e-32,4.6571766233617589e-35,3.4625802450914754e-14,7.7976093133966724e-13,1.2889772754347183e-16,4.7765469643225817e-24,2.8947408022657237e-18,2.894751428243377e-18,1.0625977653103457e-23,1.8606790486114497e-15
1.1947666019513288e-12,0.49805936111093063,154.0,0.0,0.0,0.0,0.9999963587966072,0.99999999999915246,18.99999999672789,1.7795168529787412e-07,9.56086235478959e-07,9.5466884641817806e-07,2.3395598768776108e-09,3.0898453351721598e-13,5.8533758298621252e-07,3.7164631083547897e-07,1.6947746885690871e-09,5.905378187064175e-07,9.2883373727373502e-10,2.6257619494271816e-17,5.9913827619833278e-12,7.2114559218473487e-18,5.0384617664619541e-12,1.7233553991660096e-14,1.723871297467788e-14,3.9616003206647579e-18,1.1973736868871176e-18,3.2035778603661884e-13,2.5468683216624494e-33,2.3833532274221301e-33,2.383355804375849e-33,8.6918568299186169e-18,3.4014919466585573e-12,8.2078537101119627e-21,3.7208086874589642e-20,4.0864378790796009e-14,2.5717072070723706e-14,9.010228321980595e-24,3.793976142344757e-20,3.195795612794553e-31,3.8628723666092259e-25,1.3307775236651103e-24,9.4434834417092315e-25,1.1875716860824481e-28,1.9819337602013305e-32,2.8737095578372032e-33,1.0384837835374885e-29,1.3276992087882659e-37,2.9764419754168349e-41,1.5104105958483323e-39,2.4485000203301519e-38,2.0365557661365421e-35,3.2220418136350252e-20,5.2785142774799696e-23,1.1273449007308662e-23,9.5983122490075164e-25,9.0247449537040987e-22,2.6500332877551675e-21,7.0022136383832101e-17,2.0723713780313545e-19,1.6373481892158403e-19,5.3323286303536078e-23,3.8229597240303282e-23,8.4944725091503656e-24,8.3645188297172039e-31,1.2160678713376775e-30,2.6701109755928868e-22,1.3884826456998934e-31,7.0272271931211764e-26,1.0608978496924109e-40,4.7992971212891695e-31,2.5093906718499402e-27,4.8483447806061501e-32,5.682779439682245e-35,3.59908962421738e-14,8.104924439522176e-13,1.3925866069496668e-16,5.3645032729797078e-24,3.1274360355269242e-18,3.1274479682207655e-18,1.1932693841636858e-23,2.0887165081341747e-15
1.2400762804777744e-12,0.498059361110255,154.0,0.0,0.0,0.0,0.99999622106156982,0.99999999999912037,18.999999996490345,1.8470020504589906e-07,9.9232158689759315e-07,9.9078200959384206e-07,2.5191143458790037e-09,3.2069570897153411e-13,5.9027232281354715e-07,3.9228756428466753e-07,1.7200350613899227e-09,6.2333632491893713e-07,9.866514922860585e-10,2.8272854306584145e-17,6.4285874827479782e-12,7.6603558229022933e-18,5.4268176589358851e-12,1.9266659046958285e-14,1.9272504753588893e-14,4.4733380987108798e-18,1.37235806775466e-18,3.4511040701974721e-13,3.3040774378047406e-33,3.0919523733430672e-33,3.0919558433467521e-33,9.7260307799708678e-18,3.5557108224204006e-12,8.907012541270239e-21,3.9538748150114982e-20,4.4957186577105445e-14,2.8292773134852939e-14,1.0464137287454392e-23,4.2418271852314974e-20,3.8517347270036213e-31,4.362317592720714e-25,1.5453620896344919e-24,1.1089601120938255e-24,1.4498123070271715e-28,2.5147663160112977e-32,3.6464936878351096e-33,1.2515472005908968e-29,1.7508172866001251e-37,3.9299962599539558e-41,1.9204350468709359e-39,3.1408714538753004e-38,2.5842522907227619e-35,3.4707266369922848e-20,5.8997333768948339e-23,1.2310441827352973e-23,1.048555792022546e-24,1.0123602082177354e-21,2.8609682725397618e-21,7.541789799826826e-17,2.3098164662381258e-19,1.8304677455401836e-19,6.0508287937664799e-23,4.3273595182502562e-23,9.8457859598412455e-24,9.3489406113500431e-31,1.4095142152572109e-30,2.9848752251253252e-22,1.5521629962371726e-31,7.8644471308869157e-26,1.4285413943490739e-40,5.364126820033299e-31,2.9246702445375741e-27,5.6651106066689385e-32,6.8817890202411015e-35,3.7356006689137348e-14,8.4122355604509595e-13,1.5001997030487948e-16,5.9988752135202058e-24,3.3691247889213481e-18,3.3691381312906763e-18,1.334236932771287e-23,2.3345997084442931e-15
1.28538595900422e-12,0.4980593611095581,154.0,0.0,0.0,0.0,0.99999608333594081,0.99999999999908828,18.999999996245332,1.914487231042204e-07,1.0285559933011447e-06,1.0268886041821746e-06,2.7052119722266224e-09,3.3240657897103637e-13,5.9477068311804173e-07,4.1309431328723827e-07,1.7438093554587404e-09,6.5639780084476273e-07,1.0454033444842695e-09,3.0361527798996832e-17,6.8798756876478669e-12,8.1165081868360577e-18,5.8295115875618426e-12,2.1453469776460223e-14,2.1460062227701364e-14,5.0277211269694957e-18,1.5647180262912956e-18,3.7078372443931966e-13,4.2465145381449217e-33,3.9738900912859841e-33,3.9738947141490986e-33,1.0839708569779062e-17,3.7117725680955548e-12,9.6396591318124055e-21,4.1907875213287734e-20,4.9271945124950163e-14,3.1008150968698066e-14,1.2087879287400823e-23,4.7235764542797456e-20,4.6113990813908703e-31,4.9036768872565353e-25,1.7849825948153926e-24,1.2944119240515716e-24,1.7567958415421636e-28,3.1626787900672155e-32,4.5862427122542689e-33,1.4982822091959859e-29,2.2852152838781308e-37,5.1360718107840126e-41,2.4198665355699342e-39,3.9929814001310941e-38,3.2502928559825341e-35,3.7286326501564935e-20,6.5676923099150625e-23,1.3395435197604817e-23,1.1421423578774333e-24,1.1308183948620703e-21,3.079944603666959e-21,8.1012794333170193e-17,2.5641862191435646e-19,2.0381824853048259e-19,6.8325533423648524e-23,4.8749196714741091e-23,1.135126798029241e-23,1.0407430370960962e-30,1.6250293755691804e-30,3.32340191168026e-22,1.7282000361019993e-31,8.7655269483364746e-26,1.9031362018273496e-40,5.9714543184780346e-31,3.3894965229830867e-27,6.5810408283112288e-32,8.275344324358934e-35,3.8721133934169465e-14,8.7195426831447484e-13,1.6118164600573897e-16,6.6814328202901161e-24,3.6198069414336139e-18,3.6198218003415588e-18,1.4858907944768728e-23,2.5989915313887551e-15
1.3306956375306655e-12,0.4980593611088401,154.0,0.0,0.0,0.0,0.99999594561893401,0.9999999999990562,18.999999995992894,1.9819723947289913e-07,1.0647895035916513e-06,1.0629886400501906e-06,2.8978428915327465e-09,3.4411715932218936e-13,5.9887125241456577e-07,4.3405192294614553e-07,1.7661849964912875e-09,6.8969899196903003e-07,1.1050403924844647e-09,3.2523529256212125e-17,7.3451665254786111e-12,8.579533336376549e-18,6.246535330157738e-12,2.3799556015072751e-14,2.3806957895672483e-14,5.6264687528120244e-18,1.7753979526129798e-18,3.9737771744475722e-13,5.4104726711232502e-33,5.0631302703853026e-33,5.0631363681660484e-33,1.2035914235579669e-17,3.8696771663401691e-12,1.040636282666539e-20,4.431350779542548e-20,5.3810333885576416e-14,3.3864262260106875e-14,1.3894300074480858e-23,5.2404568034864417e-20,5.4866725627654058e-31,5.4886982352334812e-25,2.051528128336411e-24,1.5024175376327623e-24,2.1140709926559735e-28,3.9448877199910127e-32,5.7208522713200692e-33,1.7825425974841769e-29,2.9544277430266856e-37,6.6485828383699329e-41,3.023777521198793e-39,5.0340304477975115e-38,4.0544524517723214e-35,3.9957576562962624e-20,7.2840605979130627e-23,1.452847399180293e-23,1.2407002028647558e-24,1.2581695800528144e-21,3.3069578373657491e-21,8.6806716149750631e-17,2.8359884757527518e-19,2.2610210261728652e-19,7.6802560610945264e-23,5.4674430295475535e-23,1.3022044867334116e-23,1.1542633817529203e-30,1.8642059509000852e-30,3.6865487187754122e-22,1.9170397687415977e-31,9.7327950592090171e-26,2.5103055412934359e-40,6.6227976372845454e-31,3.9076601032029614e-27,7.6038533848488931e-32,9.8862386038213169e-35,4.008627811942736e-14,9.0268458145546024e-13,1.7274367743927211e-16,7.4139468421652599e-24,3.8794823722519707e-18,3.8794988584654427e-18,1.6486213473075084e-23,2.8825538579514343e-15
1.3760053160571111e-12,0.4980593611081011,154.0,0.0,0.0,0.0,0.99999580790982945,0.99999999999902411,18.999999995733091,2.0494575415199116e-07,1.1010221641110202e-06,1.0990821270499839e-06,3.0969972542743664e-09,3.5582746500395696e-13,6.0260920651501244e-07,4.5514705264988258e-07,1.7872442667586952e-09,7.2321870036683301e-07,1.1655162949796671e-09,3.475874812976986e-17,7.8243838991902444e-12,9.0490714710516011e-18,6.6778806722433263e-12,2.6310484395637695e-14,2.631876106117842e-14,6.2712993544085726e-18,2.0053502895837246e-18,4.248923663795809e-13,6.8377187142322954e-33,6.3987594326909535e-33,6.3987674016544938e-33,1.3317680005314032e-17,4.0294246010101219e-12,1.1207696445570045e-20,4.6753788251194587e-20,5.8573882293554926e-14,3.6862069284316868e-14,1.5896728982818724e-23,5.7937007092409897e-20,6.4903213559218973e-31,6.11913442961388e-25,2.346958386745749e-24,1.7347607948747954e-24,2.5276337224678634e-28,4.8829429360287617e-32,7.0816081597034415e-33,2.1084676710254713e-29,3.7858414429960246e-37,8.5303918616865043e-41,3.7490883873683633e-39,6.2972697751383474e-38,5.0189098569290755e-35,4.272099473986807e-20,8.0505051490074233e-23,1.5709593750718387e-23,1.3443385496862484e-24,1.394734111026901e-21,3.5420035700249995e-21,9.2799555185880398e-17,3.1257242576910351e-19,2.4995116933823643e-19,8.596690496965947e-23,6.1067316098737375e-23,1.4869606547949092e-23,1.2757192518780361e-30,2.1286885845641156e-30,4.0751726435647415e-22,2.119127840687621e-31,1.0768578010646068e-25,3.2805945837015909e-40,7.3196724209990857e-31,4.4830906712688194e-27,8.741554251014189e-32,1.1738981887620203e-34,4.1451439386861278e-14,9.3341449616209555e-13,1.8470605425639017e-16,8.1981887424271426e-24,4.148150960767992e-18,4.1481691889576319e-18,1.8228189639824351e-23,3.185947569761346e-15
1.4213149945835567e-12,0.49805936110734145,154.0,0.0,0.0,0.0,0.99999567020796953,0.99999999999899203,18.999999995465977,2.1169426714154784e-07,1.137254018775191e-06,1.1351690750187521e-06,3.3026652257707659e-09,3.6753751021116201e-13,6.0601661102985845e-07,4.7636754134717625e-07,1.8070646080504127e-09,7.569376024073512e-07,1.2267871365791738e-09,3.7067074037795854e-17,8.3174561859630716e-12,9.524781625546667e-18,7.1235394069834245e-12,2.8991818352599745e-14,2.9001037835897935e-14,6.963930335213727e-18,2.2555348539850715e-18,4.5332765271914498e-13,8.5760888721687139e-33,8.0255440419158587e-33,8.0255543662607424e-33,1.4688046277748763e-17,4.1910148570976595e-12,1.2044236282785058e-20,4.9226956180797547e-20,6.3563983064343994e-14,4.0002448272745964e-14,1.8108980484628587e-23,6.3845402720032957e-20,7.6360265628854668e-31,6.7967430564673e-25,2.6733038646850022e-24,1.9932958127288143e-24,3.003945189859393e-28,6.0009115606786398e-32,8.7034541405864136e-33,2.4804927427623283e-29,4.8111540047764929e-37,1.0854399140109965e-40,4.6147146840873579e-39,7.8203988595138456e-38,6.1684376162178655e-35,4.5576559364448471e-20,8.8686902643338762e-23,1.6938822253921595e-23,1.4531665636587128e-24,1.5408321590758246e-21,3.7850774374470661e-21,9.8991204132925643e-17,3.4338878589457706e-19,2.7541825223640737e-19,9.5846097083101293e-23,6.7945865611091346e-23,1.6905804277512557e-23,1.4053743911124016e-30,2.4201736351191717e-30,4.490130001644851e-22,2.334909544055527e-31,1.1875200496395752e-25,4.2501980812784981e-40,8.0635919437549422e-31,5.1198569265586841e-27,1.0002437277421506e-31,1.3859863477796527e-34,4.2816617878214502e-14,9.6414401312736506e-13,1.9706876611717487e-16,9.035930698639761e-24,4.4258125865762657e-18,4.4258326753163847e-18,2.0088740119218854e-23,3.5098325505986161e-15
