Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87)
2.0245232611661297e-10,0.49805931138704546,154.0,0.0,0.0,0.0,0.99938524876404722,0.99999999985224697,18.999982454287299,3.0137026847510427e-05,0.00016172074221956962,0.00014473495859617316,1.7186833501078931e-05,5.2267676114763801e-11,6.4078439528112823e-07,0.00010031231377925754,2.1228624738919893e-09,0.0001594047813089951,3.3643794335084683e-07,1.9290033974064077e-13,1.2728578656151192e-07,2.6121280108599827e-15,7.9249147862376368e-08,5.2367354901810014e-08,5.239326971018575e-08,1.6114184380871909e-11,9.7782948605711375e-12,9.2444619125282889e-09,4.3722837760816729e-18,4.1213860874719634e-18,4.1222050490635585e-18,7.7633228386934395e-11,1.8879805765469006e-08,6.2574375782602758e-14,2.3680524489770475e-17,2.1674738959082065e-09,1.3606284464750298e-09,2.2303785161554012e-14,1.3894880880262749e-13,1.1734627143234731e-19,4.5172033440233164e-18,1.9746708212244613e-15,1.9294105232784967e-15,4.2129949471036577e-17,9.7003036477322652e-19,1.7576307093251843e-19,2.5636159172175343e-18,1.3951736422212207e-21,1.7330695824690804e-24,9.7470007876982821e-26,7.2527624812891082e-23,1.3171970284684311e-21,8.2943385620730601e-16,8.5042073083525472e-17,4.3318503373332804e-19,1.2428012375767733e-18,3.5795338953725357e-15,5.5669238664540062e-17,1.3796464448615937e-12,3.8397801548769793e-14,5.9394871576657943e-13,3.0847783202148371e-16,2.017869581629912e-16,7.5414428597366408e-16,1.34766996613268e-24,1.0793887368560602e-22,8.1186142500851702e-16,4.2217553056507664e-25,2.2031830455717781e-19,3.2280760221290145e-23,7.7324866781954291e-25,1.8294437575995207e-18,3.7861145488528186e-23,1.1359555375040035e-23,6.9572434175416197e-12,1.3680029466701403e-10,3.9056596116209388e-12,3.7351454349630421e-17,8.9334276874807348e-14,8.9392032188618761e-14,5.7755313811472411e-17,3.4014748342220982e-09
2.0930158360732165e-10,0.49805930942904447,154.0,0.0,0.0,0.0,0.99936445756123027,0.99999999984705623,18.999981760255082,3.1156017059675773e-05,0.00016718813726855327,0.00014952352727934953,1.7867881501486958e-05,5.4034721299756933e-11,6.4077218568237194e-07,0.00010371298000570053,2.1228183098835926e-09,0.00016480910611679959,3.4785977297530472e-07,2.005442380433508e-13,1.3602159635601757e-07,2.7008079080629475e-15,8.3388450065133627e-08,5.7143660648995707e-08,5.7171944371643421e-08,1.7584936586043995e-11,1.0672895547133247e-11,9.8829559432869065e-09,5.3937458336852888e-18,5.0855579935075082e-18,5.0866047872269169e-18,8.5958565821544176e-11,2.0162390372612938e-08,7.1181162427097598e-14,2.4844738797742769e-17,2.3092533088331883e-09,1.4495127289955979e-09,2.5859242217418157e-14,1.5220722756893054e-13,1.4043406518186226e-19,5.0021704722274146e-18,2.262355762384418e-15,2.2090859377338098e-15,4.9876116645324983e-17,1.1787338057013736e-18,2.1505572665338877e-19,3.0388354013154598e-18,1.7640998181942215e-21,2.2422593241488218e-24,1.1926111607919651e-25,9.175190046361981e-23,1.6144801489119913e-21,8.8614666620287791e-16,9.1765413133748897e-17,4.6284007411895166e-19,1.3611697761023772e-18,3.921817592801559e-15,5.8861717015365184e-17,1.4587465344695869e-12,4.0644760381240792e-14,6.5085798569233972e-13,3.380686280450129e-16,2.2113852734546114e-16,8.2926115616498858e-16,1.4542153978867003e-24,1.1869016638399879e-22,8.8520583173797033e-16,4.6031530771463308e-25,2.402234907036394e-19,4.1198349122656099e-23,8.3438092927961373e-25,2.0753803647850566e-18,4.2951474482117787e-23,1.3488837913080354e-23,7.22978397890878e-12,1.4144607928279444e-10,4.1718884015365968e-12,4.1687451116978313e-17,9.5482891425143664e-14,9.5546707622497183e-14,6.3816197353566303e-17,3.6685400081850831e-09
2.1615084109803032e-10,0.49805930747148264,154.0,0.0,0.0,0.0,0.99934366676863196,0.99999999984185239,18.999981066091287,3.2174968710040657e-05,0.00017265528302477144,0.00015431146652027276,1.8549008446316906e-05,5.5801685798401707e-11,6.407599763201172e-07,0.00010711356330522263,2.1227741467239232e-09,0.00017021332389867771,3.5928108106688741e-07,2.0818902239806732e-13,1.4504704454858686e-07,2.7894837560459813e-15,8.7573228883864288e-08,6.2164450808703639e-08,6.2195225147963465e-08,1.9131026769033348e-11,1.16134368560275e-11,1.0542934809782772e-08,6.6057728265676412e-18,6.2299597022005257e-18,6.2312865820440731e-18,9.4855050127051913e-11,2.1487086930092833e-08,8.0645896426127499e-14,2.603277393602355e-17,2.4550300993889989e-09,1.5408919791860226e-09,2.9837333561949177e-14,1.6620492293302156e-13,1.6708277318215287e-19,5.5204624398017083e-18,2.5803203082237862e-15,2.5179373770958923e-15,5.8717267937518917e-17,1.4228645622281889e-18,2.6138026972091887e-19,3.582048230137637e-18,2.2133303321245133e-21,2.8765016269465878e-24,1.4495221655639492e-25,1.1518149760944568e-22,1.9656636139674913e-21,9.4479692146111658e-16,9.8758571763363079e-17,4.9350928459483809e-19,1.486135334056628e-18,4.2832521071195958e-15,6.2108526426630894e-17,1.5391922325940654e-12,4.2931106092103906e-14,7.1096660682505017e-13,3.6932495997478805e-16,2.4157902522661839e-16,9.087718880305504e-16,1.5650366716551163e-24,1.3007034135139158e-22,9.6216468490796713e-16,5.0033463080250434e-25,2.6110968954263879e-19,5.2142043526030857e-23,8.9796652812234626e-25,2.3443943703748148e-18,4.8519505700193453e-23,1.592999719239371e-23,7.5048405880072763e-12,1.4609360961983217e-10,4.4467450863609337e-12,4.6372536890851483e-17,1.0183665975057212e-13,1.0190694685241144e-13,7.0287101839355415e-17,3.9459383211349771e-09
2.23000098588739e-10,0.4980593055144567,154.0,0.0,0.0,0.0,0.99932287638627937,0.99999999983663546,18.999980371825988,3.319388179968023e-05,0.00017812217946920381,0.00015909880641554579,1.9230184261144077e-05,5.7568569604569581e-11,6.4074776718923416e-07,0.0001105140637063628,2.1227299844720743e-09,0.00017561743469874297,3.7070186758624019e-07,2.1583435525740673e-13,1.5436210592609717e-07,2.878155554508089e-15,9.1800848437746422e-08,6.7432318377662855e-08,6.7465706360116331e-08,2.0753254984438824e-11,1.2600408837749546e-11,1.1224414192857778e-08,8.0354090357907378e-18,7.58024690906406e-18,7.581915710494614e-18,1.0434122205447723e-10,2.285389237119228e-08,9.1023718073894405e-14,2.7244647285124814e-17,2.6047622387963228e-09,1.6347392922161728e-09,3.4272038316955377e-14,1.8095373435528114e-13,1.976985077847449e-19,6.0731650993326159e-18,2.930603391782834e-15,2.8578931011230206e-15,6.8764482915514734e-17,1.7069131650084799e-18,3.1570079321875191e-19,4.2002887528278872e-18,2.7568242821504014e-21,3.660849885936106e-24,1.7507803885220005e-25,1.4355429636387945e-22,2.378279649376644e-21,1.0053942033892229e-15,1.0602275423669673e-16,5.251976769513742e-19,1.6178036497102959e-18,4.6641456820106793e-15,6.5407565124202877e-17,1.6209314752822785e-12,4.5255314822096144e-14,7.7432749997040594e-13,4.0227442526835354e-16,2.6312648816546229e-16,9.9275245449128092e-16,1.6801528873812009e-24,1.4209027239311036e-22,1.0427591860418977e-15,5.422445248190729e-25,2.8298265695308239e-19,6.5478413058073844e-23,9.6401642326642121e-25,2.6377517717915356e-18,5.4591448300405339e-23,1.8716782675956779e-23,7.7824127792202825e-12,1.5074290074481548e-10,4.7302163380848211e-12,5.1423556138941209e-17,1.0839564596299368e-13,1.0847282744299831e-13,7.7181480004663717e-17,4.2336673185803409e-09
2.2984935607944768e-10,0.49805930355804,154.0,0.0,0.0,0.0,0.9993020864141996,0.99999999983140542,18.999979677483129,3.4212756329669633e-05,0.00018358882658283499,0.00016388557094591019,1.9911384985961635e-05,5.9335372712165972e-11,6.4073555829658275e-07,0.00011391448123736617,2.1226858230895211e-09,0.0001810214385606562,3.8212213249383195e-07,2.2347996770049984e-13,1.6396675527558938e-07,2.9668233031384675e-15,9.6068825103286905e-08,7.2949706047293377e-08,7.2985831950463199e-08,2.245237491064391e-11,1.3634273136730745e-11,1.1927409768806827e-08,9.7123748408678835e-18,9.16462801871344e-18,9.1667114971003619e-18,1.1443560969807289e-10,2.4262803618332781e-08,1.0237148016682185e-13,2.8480376207626173e-17,2.7584081390727506e-09,1.7310280525093398e-09,3.9198802163402604e-14,1.964650348107883e-13,2.3271806022021737e-19,6.6613637692833977e-18,3.3153088150117332e-15,3.2309391318854744e-15,8.0135929320141996e-17,2.0357543197004813e-18,3.790754914870083e-19,4.9010574792022261e-18,3.4103903892144759e-21,4.6243069757395042e-24,2.1022550807979247e-25,1.7770769850468295e-22,2.860618829460424e-21,1.0679483251368313e-15,1.1355919763955103e-16,5.5791038458403693e-19,1.7562761730446751e-18,5.064794021173489e-15,6.8756812424927671e-17,1.7039142073270535e-12,4.7615921505919217e-14,8.4099153818348112e-13,4.3694355350522194e-16,2.8579825460700281e-16,1.0812757925040223e-15,1.7995836492861625e-24,1.5476039878507572e-22,1.1270077424876774e-15,5.8605456175732331e-25,3.0584739033330456e-19,8.1624178526838686e-23,1.0325418629686222e-24,2.9567383349109298e-18,6.1193920764701938e-23,2.1885384711888031e-23,8.0624999994846257e-12,1.5539396724361424e-10,5.022288883408882e-12,5.6857689438712398e-17,1.1515991482572614e-13,1.1524442761418394e-13,8.451278845783042e-17,4.5317241363855619e-09
2.366986135701564e-10,0.4980593016022939,154.0,0.0,0.0,0.0,0.99928129685241973,0.99999999982616228,18.999978983081771,3.5231592301084063e-05,0.00018905522434665444,0.00016867177921451663,2.0592591537167857e-05,6.1102095115102649e-11,6.4072334964243156e-07,0.00011731481592619432,2.1226416625451797e-09,0.00018642533552764163,3.9354187575014099e-07,2.3112564553797867e-13,1.7386096738426815e-07,3.0554870016285623e-15,1.0037481849346374e-07,7.8718914876251955e-08,7.8757904159625045e-08,2.4229096525781325e-11,1.4715464630571792e-11,1.2651937209929615e-08,1.1669217586965375e-17,1.1014010025947672e-17,1.1016593325729853e-17,1.2515672986477499e-10,2.5713817584170138e-08,1.1474774756572641e-13,2.9739978065336115e-17,2.9159266484098475e-09,1.8297319306325795e-09,4.4654544292670469e-14,2.1274975039190838e-13,2.7261004930727766e-19,7.2861433127864465e-18,3.73660519218898e-15,3.6391189888180639e-15,9.2957062656435749e-17,2.4146642391926993e-18,4.5266231133995155e-19,5.6923357247565142e-18,4.19185953477308e-21,5.8002876503829301e-24,2.5103687967466576e-25,2.1858825334592697e-22,3.4217784910027928e-21,1.1324693176337521e-15,1.2136917088758871e-16,5.9165265516450857e-19,1.90165023273298e-18,5.485480776924853e-15,7.2154325608290641e-17,1.7880923047730083e-12,5.0011517604073063e-14,9.1100762568702885e-13,4.7335784754187398e-16,3.0961099197919623e-16,1.1744119237961165e-15,1.9233490660022675e-24,1.6809074255421596e-22,1.2149261512308594e-15,6.317729561974103e-25,3.2970817849619851e-19,1.0105092896021432e-22,1.1035543849001841e-24,3.3026587867710793e-18,6.8353934183718826e-23,2.5474527948090147e-23,8.3451016261850681e-12,1.6004682330815896e-10,5.3229495027860289e-12,6.26924527610643e-17,1.221295317343131e-13,1.2222182622203478e-13,9.2294487721663145e-17,4.8401055840023704e-09
2.4354787106086506e-10,0.4980592996472673,154.0,0.0,0.0,0.0,0.99926050770096686,0.99999999982090604,18.999978288637099,3.6250389714998676e-05,0.00019452137274165616,0.00017345744642954333,2.12737887251548e-05,6.2868736807229099e-11,6.4071114121957702e-07,0.00012071506780052851,2.1225975028955496e-09,0.00019182912564249236,4.0496109731572677e-07,2.3877121828575715e-13,1.8404471703950184e-07,3.1441466496785706e-15,1.047166230197463e-07,8.4742112449248423e-08,8.4784091689365387e-08,2.608408862516644e-11,1.5844392972129516e-11,1.3398012185004277e-08,1.3941464000782025e-17,1.3162146105113883e-17,1.3165328367010406e-17,1.365230892280835e-10,2.7206931172506139e-08,1.2821279675698042e-13,3.1023470228205991e-17,3.0772770465987138e-09,1.9308248802204899e-09,5.0677663693389963e-14,2.2981837908673494e-13,3.1787606406779744e-19,7.9485882037175378e-18,4.1967258978272757e-15,4.0845334292822323e-15,1.0736082458213097e-16,2.8493380145071373e-18,5.3772473733937998e-19,6.5826002465901967e-18,5.121266872206549e-21,7.2271170097573965e-24,2.9821294851295936e-25,2.6726186765293008e-22,4.0717125472595656e-21,1.1989674165587439e-15,1.2945397438077916e-16,6.2642984380152721e-19,2.0540191966674591e-18,5.9264780198929133e-15,7.5598236908902883e-17,1.8734195004158453e-12,5.2440748922295073e-14,9.8442277374475458e-13,5.1154182307879759e-16,3.3458072255206262e-16,1.2722280707970054e-15,2.0514697450968642e-24,1.8209092507144175e-22,1.3065277726681608e-15,6.7940665567055107e-25,3.5456864883917821e-19,1.2429007897386379e-22,1.1770658130048423e-24,3.6768360397761253e-18,7.6098876193282839e-23,2.9525565160775676e-23,8.6302169813540657e-12,1.6470148280542429e-10,5.632185029620784e-12,6.8945696756593126e-17,1.2930456270081627e-13,1.2940510274309053e-13,1.005400422742348e-16,5.1588082105171368e-09
2.5039712855157373e-10,0.49805929769300067,154.0,0.0,0.0,0.0,0.99923971895986774,0.9999999998156367,18.999977594161184,3.7269148572488661e-05,0.00019998727174883873,0.00017824258469506738,2.1954964463605114e-05,6.4635297782436618e-11,6.4069893303313932e-07,0.00012411523688776543,2.1225533441344264e-09,0.000197232808947563,4.1637979715103109e-07,2.464165502901389e-13,1.9451797902882313e-07,3.2328022469771039e-15,1.0909215998393323e-07,9.1021340558107687e-08,9.1066437387480939e-08,2.8017981191309338e-11,1.7021444041271588e-11,1.4165650359687024e-08,1.6567773993154138e-17,1.564578475884785e-17,1.564968087252901e-17,1.4855318529311454e-10,2.8742141279058749e-08,1.428286154153478e-13,3.2330870046405874e-17,3.2424190405034878e-09,2.0342811349320367e-09,5.7308044829369553e-14,2.4768100877022453e-13,3.6905179961963365e-19,8.6497825827118718e-18,4.6979690182231258e-15,4.5693401937697669e-15,1.2348784012838337e-16,3.3459070139669342e-18,6.356377089693862e-19,7.580837871296068e-18,6.2210436878433102e-21,8.9485664723435932e-24,3.5251633120025301e-25,3.2492461523782331e-22,4.8212826946871757e-21,1.267453050105279e-15,1.3781493941056763e-16,6.6224740662107648e-19,2.213472626296913e-18,6.3880466905818093e-15,7.9086750624836065e-17,1.9598513121714638e-12,5.4902313514996721e-14,1.061282173614844e-12,5.5151904670494862e-16,3.6072284830173507e-16,1.374788767970494e-15,2.1839667836774922e-24,1.9677018298632336e-22,1.4018236948766228e-15,7.2896142608045184e-25,3.8043181193422017e-19,1.5193806695192121e-22,1.2530882521084097e-24,4.0806104460944187e-18,8.4456495536114983e-23,3.4082571466155696e-23,8.9178453431004479e-12,1.6935795933299049e-10,5.9499823495863796e-12,7.563560604512153e-17,1.3668507434072168e-13,1.367943372613105e-13,1.092629205887757e-16,5.487828357809523e-09
2.572463860422824e-10,0.49805929573952673,154.0,0.0,0.0,0.0,0.99921893062914979,0.99999999981035426,18.999976899663629,3.8287868874629236e-05,0.00020545292134920536,0.00018302720364911401,2.2636109131579876e-05,6.6401778034641927e-11,6.4068672508677893e-07,0.00012751532321502517,2.1225091862125462e-09,0.00020263638548478289,4.2779797521644177e-07,2.5406153356816984e-13,2.0528072813992864e-07,3.3214537932129355e-15,1.1349947015772039e-07,9.7558522436738056e-08,9.7606865486375406e-08,3.003136762627196e-11,1.8246981312291245e-11,1.495486739685066e-08,1.9590095686423859e-17,1.8504820376192102e-17,1.8509562885881496e-17,1.6126550720732879e-10,3.031944479211739e-08,1.5865890196743879e-13,3.3662194868337205e-17,3.4113127595821615e-09,2.1400752054399848e-09,6.4587062759174748e-14,2.6634733444377322e-13,4.2670818583510016e-19,9.3908103034912507e-18,5.2426973060711716e-15,5.0957537551497259e-15,1.4148661378366804e-16,3.9109563016783684e-18,7.4789366737160376e-19,8.6965601156004858e-18,7.516219152866515e-21,1.101442862464311e-23,4.1477482023224154e-25,3.929141605344353e-22,5.6823110021644721e-21,1.3379368274561364e-15,1.4645342738322652e-16,6.9911089471907467e-19,2.3800964250345254e-18,6.8704370335717368e-15,8.2618140336940798e-17,2.0473449741942603e-12,5.7394959669165455e-14,1.1416292667063534e-12,5.9331217248351604e-16,3.8805217482116466e-16,1.4821559687462728e-15,2.3208617560844451e-24,2.1213738353191043e-22,1.500822888888715e-15,7.8044193244784412e-25,4.0730010367656648e-19,1.8466179349216321e-22,1.3316340808571367e-24,4.5153390809796908e-18,9.3454887222407922e-23,3.9192438883712039e-23,9.207985954829693e-12,1.7401626626390772e-10,6.2763284000359024e-12,8.2780698508342023e-17,1.4427113386193236e-13,1.4438961045710517e-13,1.1847659517281337e-16,5.8271622034389333e-09
2.640956435329911e-10,0.4980592937868729,154.0,0.0,0.0,0.0,0.99919814270884,0.99999999980505871,18.999976205152095,3.9306550622495583e-05,0.00021091832152376322,0.00018781131097078853,2.3317215066497757e-05,6.8168177557677876e-11,6.4067451737259662e-07,0.00013091532680915832,2.1224650291671098e-09,0.00020803985529566684,4.3921563147244794e-07,2.6170608211716358e-13,2.1633293916067966e-07,3.4101012880881263e-15,1.1793670682025493e-07,1.0435546957386782e-07,1.0440718841919161e-07,3.2124806853734703e-11,1.9521347141496675e-11,1.5765678956866575e-08,2.3053821540164201e-17,2.1782445084433203e-17,2.1788186254999651e-17,1.7467853643163814e-10,3.1938838593098558e-08,1.7576906515651369e-13,3.5017462058291703e-17,3.5839187514543607e-09,2.2481818764526886e-09,7.2557587738048577e-14,2.8582667475067614e-13,4.9145250831805168e-19,1.0172754970593499e-17,5.8333381376935369e-15,5.6660450714986968e-15,1.6151372445891711e-16,4.5515420680727592e-18,8.7610873023318187e-19,9.9398178002544798e-18,9.0346321477040903e-21,1.3481132435481554e-23,4.8588480924635392e-25,4.7272181278615564e-22,6.6676338810837875e-21,1.4104295279131732e-15,1.5537082889426967e-16,7.3702594845827894e-19,2.5539729809338807e-18,7.3738890149360539e-15,8.6190746235438863e-17,2.1358593706526943e-12,5.9917483966041567e-14,1.2255058120318928e-12,6.3694297712770736e-16,4.1658293430932055e-16,1.5943891482024446e-15,2.4621766992230458e-24,2.2820103922140442e-22,1.6035323553710646e-15,8.33851815184852e-25,4.3517542510000873e-19,2.2320430059878608e-22,1.4127159433018213e-24,4.9823950540461848e-18,1.0312247826921398e-22,4.4904971226216573e-23,9.5006380325722135e-12,1.7867641678239545e-10,6.6112101694940752e-12,9.0399824585767506e-17,1.5206280905554826e-13,1.5219100359815489e-13,1.2819454260664627e-16,6.1768057947310603e-09
2.7094490102369976e-10,0.49805929183506065,154.0,0.0,0.0,0.0,0.99917735519896511,0.99999999979975007,18.999975510632662,4.0325193817162932e-05,0.00021638347225352408,0.00019259491277938382,2.3998276165116572e-05,6.9934496345423007e-11,6.406623098927735e-07,0.00013431524769674051,2.1224208730211806e-09,0.00021344321842130639,4.5063276587949853e-07,2.6935012743589487e-13,2.27674586879102e-07,3.4987447312914151e-15,1.2240212922312434e-07,1.1141388812795685e-07,1.1146911323791951e-07,3.4298825298311858e-11,2.0844863979593696e-11,1.6598100697838962e-08,2.7007945449168531e-17,2.5525301778559872e-17,2.5532215829725737e-17,1.888107472941844e-10,3.3600319557017425e-08,1.9422622360846811e-13,3.6396688958103099e-17,3.7601979775156706e-09,2.3585762037679379e-09,8.1263989341358965e-14,3.0612798779627877e-13,5.6392952129500112e-19,1.0996699971510018e-17,6.4723834724756371e-15,6.2825413420920239e-15,1.8373401935374143e-16,5.2752090654766381e-18,1.0220289931128446e-18,1.1321215657659481e-17,1.0807153317776459e-20,1.6412400268440887e-23,5.6681478841312645e-25,5.6600522637884699e-22,7.7911574315058019e-21,1.4849420906261182e-15,1.6456856269045843e-16,7.7599829208022647e-19,2.7351813038423655e-18,7.8986327234906904e-15,8.9802972549856078e-17,2.2253549720648862e-12,6.246872941772518e-14,1.312951951055425e-12,6.824323938181629e-16,4.4632880767264518e-16,1.7115454016590993e-15,2.6079340961141179e-24,2.4496932195958203e-22,1.7099572631180467e-15,8.8919376211286269e-25,4.6405917997033729e-19,2.6839069136411716e-22,1.4963467394596905e-24,5.4831668474729275e-18,1.1348801399742073e-22,5.1272979291600568e-23,9.7958007707505417e-12,1.8333842391198047e-10,6.9546146972157624e-12,9.8512166573996478e-17,1.6006016828812335e-13,1.6019859853170457e-13,1.3843024358124145e-16,6.5367550756034127e-09
2.7779415851440844e-10,0.4980592898841087,154.0,0.0,0.0,0.0,0.99915656809955256,0.99999999979442833,18.999974816110182,4.1343798459706502e-05,0.00022184837351950352,0.00019737801394968836,2.4679287568296634e-05,7.1700734391809276e-11,6.406501026538709e-07,0.00013771508590407753,2.1223767177251691e-09,0.00021884647490237819,4.6204937839795212e-07,2.7699361498655246e-13,2.393056460833864e-07,3.5873841225083359e-15,1.268940964517426e-07,1.1873538496882009e-07,1.1879424765803046e-07,3.6553918749682377e-11,2.2217835513504301e-11,1.7452148275797978e-08,3.1505220693774586e-17,2.9783638217692689e-17,2.9791923734044485e-17,2.036806074461293e-10,3.5303884552892358e-08,2.1409920539941078e-13,3.7799892904067369e-17,3.9401118085980066e-09,2.4712335113585152e-09,9.0752140147869135e-14,3.2725988630207021e-13,6.4482255204070318e-19,1.1863728502507037e-17,7.1623898141004596e-15,6.9476257661374992e-15,2.083208067439936e-16,6.0900080418411322e-18,1.1875369553586255e-18,1.2851926933691137e-17,1.2867917510904434e-20,1.9879948108350008e-23,6.5860890894306346e-25,6.7460176246551085e-22,9.0679141582858208e-21,1.5614856048613708e-15,1.7404807455822911e-16,8.1603372860078162e-19,2.9237971572457875e-18,8.4448887565030128e-15,9.3453285078302082e-17,2.3157937740951451e-12,6.5047583675812238e-14,1.4040062700359289e-12,7.2980054471447638e-16,4.7730294577303058e-16,1.8336795393458828e-15,2.7581568582789712e-24,2.6245007659230821e-22,1.8201010797747707e-15,9.4646957643972014e-25,4.9395231026954375e-19,3.2113428952959466e-22,1.5825396152074441e-24,6.0190576800925618e-18,1.2458054486468678e-22,5.8352376332607656e-23,1.0093473346735573e-11,1.8800230053776804e-10,7.3065290727963527e-12,1.0713723792941639e-16,1.6826328049507075e-13,1.6841247767800642e-13,1.4919718293565108e-16,6.9070059077581324e-09
2.846434160051171e-10,0.4980592879340323,154.0,0.0,0.0,0.0,0.99913578141062886,0.99999999978909371,18.999974121588519,4.2362364551201528e-05,0.00022731302530272141,0.00020216061836417568,2.5360245408870479e-05,7.3466891690657349e-11,6.4063789564884882e-07,0.00014111484145721507,2.1223325632888841e-09,0.00022424962477915903,4.7346546898824365e-07,2.846365013652113e-13,2.5122609156188853e-07,3.6760194614434074e-15,1.314110616537613e-07,1.2632147336978089e-07,1.2638410575346681e-07,3.8890554118884418e-11,2.3640547742126769e-11,1.8327837344859603e-08,3.6602318626215972e-17,3.4611462080795252e-17,3.4621344605329925e-17,2.1930657823916717e-10,3.7049530444096449e-08,2.3545854762462587e-13,3.9227091257907374e-17,4.1236220206754941e-09,2.5861293884890851e-09,1.0106941901939404e-13,3.492306521230443e-13,7.3485459649653942e-19,1.2774923588983137e-17,7.9059781732428363e-15,7.6637373039009107e-15,2.3545604771069785e-16,7.004513166143317e-18,1.3746580686411761e-18,1.4543707984132885e-17,1.5254566733689975e-20,2.3964230393740487e-23,7.6239061561276575e-25,8.0054252651410177e-22,1.0514121049619362e-20,1.6400713007581466e-15,1.8381083617123039e-16,8.5713813496135651e-19,3.1198931850191449e-18,9.012868590491478e-15,9.7140208812070447e-17,2.4071392387116206e-12,6.7652977309138289e-14,1.4987058599683691e-12,7.7906677221369895e-16,5.0951798985686781e-16,1.9608441773073686e-15,2.9128683074764471e-24,2.8065083391758106e-22,1.9339656952010283e-15,1.0056802409102243e-24,5.2485532968248786e-19,3.8244303787441048e-22,1.6713079518025152e-24,6.5914848963129426e-18,1.3642941381256203e-22,6.6202273780463204e-23,1.0393654924490629e-11,1.9266805942429515e-10,7.6669404358214578e-12,1.1629488257433138e-16,1.7667221517493424e-13,1.7683272402462829e-13,1.6050884969403024e-16,7.2875540876321483e-09
2.914926734958258e-10,0.49805928598484417,154.0,0.0,0.0,0.0,0.99911499513222168,0.99999999978374587,18.999973427070728,4.3380892092723255e-05,0.0002327774275842014,0.0002069427291157406,2.604114660895536e-05,7.5232968235830242e-11,6.4062568887626899e-07,0.00014451451438193436,2.1222884097530745e-09,0.0002296526680915188,4.8488103761083542e-07,2.9227875202650493e-13,2.6343589810312979e-07,3.764650747786323e-15,1.3595156660951507e-07,1.3417357837166093e-07,1.3424011332330427e-07,4.1309171093358567e-11,2.5113269990067676e-11,1.9225183557357761e-08,4.2359987987464112e-17,4.0066696883992337e-17,4.0078431702978792e-17,2.3570711503883983e-10,3.883725408866602e-08,2.5837649596869596e-13,4.0678301356264685e-17,4.3106907906153716e-09,2.7032396868640639e-09,1.1226471401011133e-13,3.720482501555911e-13,8.3478940578396376e-19,1.3731368103628996e-17,8.705834031463306e-15,8.4333704399507316e-15,2.6533054682714071e-16,8.0278394396762531e-18,1.5855674062609181e-18,1.6408912866027839e-17,1.8008503763516049e-20,2.8755230856177584e-23,8.7936634628863973e-25,9.4606709658269492e-22,1.214723901145894e-20,1.7207105405328898e-15,1.9385834391772922e-16,8.9931745741576573e-19,3.323539033283682e-18,9.6027749377042463e-15,1.0086232565179369e-16,2.4993562376120614e-12,7.0283882147906964e-14,1.5970863742165494e-12,8.3024966900523298e-16,5.4298609119749627e-16,2.0930898246987761e-15,3.0720921571202405e-24,2.9957882317992046e-22,2.051551537856904e-15,1.0668259783276234e-24,5.5676835518928411e-19,4.5342613431226381e-22,1.7626653552210499e-24,7.2018793788912298e-18,1.4906424410749117e-22,7.4885077200413553e-23,1.0696344657500868e-11,1.9733571322992073e-10,8.0358359755475499e-12,1.2600527420648288e-16,1.8528704238434041e-13,1.8545942112144272e-13,1.7237873710230937e-16,7.6783953600233169e-09
