Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664)
1.1358319390792787e-09,0.4874104157718319,154.0,0.0,0.0,0.0,0.9994114918278113,1.0,18.999949242601165,4.6239961033584597e-05,0.00021999441569679187,0.000170534926305588,4.997792570488773e-05,1.0754678381131152e-10,5.3637602149644939e-08,4.3592346711020583e-05,6.4320913659970673e-11,5.6665498696061131e-05,7.070542702752783e-07,7.9465328204114709e-13,5.0903215898152822e-07,7.4881610572096787e-15,5.9761022772424567e-08,1.3172693662590508e-07,1.3181891761499805e-07,5.5716181858039718e-11,3.5887243731138497e-11,3.8293636896764477e-08,1.749636006942328e-16,1.6733347218935268e-16,1.673748460330765e-16,1.5121249823918544e-09,7.0705147893823419e-08,1.6112711823475622e-12,3.7302711999704034e-17,1.0285382474408923e-09,7.8655984982643949e-10,3.7654126808940248e-13,5.0551576481197913e-13,2.89189230634021e-18,2.3697569331166462e-17,3.1944540409929579e-14,2.9282173760825959e-14,2.5347853051420833e-15,2.5125251792064389e-16,1.9206861748182474e-17,1.6841701579496206e-16,8.7993755699041584e-19,3.0612735401653904e-21,7.6849853738965462e-24,3.2275227202116571e-20,4.6878993347532802e-19,4.8484465282235643e-16,1.3154242219745944e-16
1.1722735639806134e-09,0.48741041102586347,154.0,0.0,0.0,0.0,0.9993926058996182,1.0,18.999947524043492,4.7721912515844814e-05,0.00022704698671537269,0.00017590696323898874,5.1669044151724976e-05,1.1099450515466153e-10,5.3636684859296976e-08,4.4991182293529213e-05,6.4319698185531051e-11,5.8483961513533448e-05,7.2974611689980244e-07,8.2154221097029043e-13,5.4220229132999591e-07,7.7284823621976837e-15,6.2078125839002054e-08,1.4169826761985862e-07,1.4179724023790189e-07,5.9934418178740196e-11,3.8606027475577797e-11,4.0830088411989927e-08,2.0945297961044433e-16,2.0038989033543579e-16,2.0044114693896858e-16,1.6633427335936863e-09,7.5290684856967996e-08,1.8250999460681605e-12,3.9381004856260184e-17,1.0876837747358608e-09,8.316518509253109e-10,4.3094841547207901e-13,5.4543954519417958e-13,3.4055139359335519e-18,2.6070780397800277e-17,3.6274115110625913e-14,3.3161704749617224e-14,2.9597109399308618e-15,2.9878106046872537e-16,2.3089442763671351e-17,1.9747696986230525e-16,1.0908744331022734e-18,3.8781831410351032e-21,9.2384871999568376e-24,4.0152895821310633e-20,5.6573958947529514e-19,5.1902932762729917e-16,1.4139002001650187e-16
1.2087151888819482e-09,0.48741040628141696,154.0,0.0,0.0,0.0,0.99937371969692013,1.0,18.999945805508695,4.9203764889756991e-05,0.00023409920421710623,0.00018127844435326525,5.335998696301895e-05,1.1444205312049432e-10,5.3635767552104512e-08,4.6389987155870216e-05,6.4318482693424066e-11,6.0302392020821722e-05,7.5243682244615739e-07,8.4842834727917457e-13,5.7641830935068088e-07,7.968791582431231e-15,6.4396714209640349e-08,1.520489850626556e-07,1.5215521914127721e-07,6.4313175559696458e-11,4.1428342197001508e-11,4.3450407224423294e-08,2.4924229665193066e-16,2.3854233166278813e-16,2.3860538647649019e-16,1.8242954790208766e-09,8.002009689603092e-08,2.059525938754912e-12,4.1515794884218922e-17,1.1480412064617216e-09,8.7765659220763985e-10,4.9110409562913881e-13,5.8700600612288748e-13,3.9892817260798015e-18,2.8597158830937615e-17,4.1028448353649214e-14,3.7407651217173403e-14,3.4390427032354316e-15,3.532761932766618e-16,2.7594466438662848e-17,2.3041136919251165e-16,1.343124086501758e-18,4.875877887972282e-21,1.1041043925468916e-23,4.9613908755153361e-20,6.7872802285787056e-19,5.5460401541718637e-16,1.5165872963434967e-16
1.245156813783283e-09,0.48741040153849247,154.0,0.0,0.0,0.0,0.99935483322008434,1.0,18.999944086996592,5.0685518159666121e-05,0.00024115106786375831,0.00018664936932153507,5.5050754033272009e-05,1.1788942754348109e-10,5.3634850228088769e-08,4.7788761320819881e-05,6.4317267183673293e-11,6.2120790247268835e-05,7.7512638582619572e-07,8.753116892903775e-13,6.116801214061397e-07,8.209088706386145e-15,6.6716526533789194e-08,1.6277930970181115e-07,1.628930756256308e-07,6.8852547444872807e-11,4.435424837713891e-11,4.615482414378182e-08,2.9492759011239807e-16,2.8236694330198045e-16,2.8244400161455114e-16,1.9952852958742752e-09,8.4893371584712151e-08,2.3158300005267604e-12,4.3707237333659265e-17,1.2095806759519907e-09,9.2455098739191002e-10,5.5740387058895714e-13,6.3022158721308619e-13,4.6500296242011692e-18,3.1281489031711471e-17,4.6234319012371195e-14,4.2041399145451067e-14,3.977719013079091e-15,4.1547706639827852e-16,3.2797154266178714e-17,2.6759455059487271e-16,1.64306954188993e-18,6.0866150077428269e-21,1.3122753860893844e-23,6.091258523426254e-20,8.097859087278307e-19,5.9159379952191432e-16,1.623561251348643e-16
1.2815984386846177e-09,0.4874103967970901,154.0,0.0,0.0,0.0,0.99933594646947765,1.0,18.999942368507011,5.2167172329917511e-05,0.00024820257731714433,0.00019201973781636999,5.6741345257587932e-05,1.213366282583173e-10,5.3633932887270977e-08,4.9187504810572137e-05,6.4316051656302397e-11,6.3939156221482228e-05,7.9781480595193007e-07,9.0219223533604089e-13,6.4798763581078334e-07,8.4493737225399306e-15,6.9037340951974189e-08,1.7388942286945603e-07,1.7401099156212881e-07,7.3552610588715675e-11,4.7383795701264649e-11,4.8943569956255347e-08,3.4714845246728925e-16,3.3248241938852669e-16,3.3257600849929803e-16,2.1766141837344897e-09,8.9910496444842197e-08,2.5953314857691242e-12,4.5955487438765175e-17,1.2722730514534411e-09,9.7231253301386237e-10,6.3025657410727242e-13,6.7509248172689994e-13,5.3949979506273649e-18,3.4128555721857255e-17,5.1919312290590135e-14,4.7084833514334881e-14,4.5809520193779193e-15,4.8617243717948436e-16,3.8778992383130831e-17,3.0942413493080132e-16,1.9978293609314638e-18,7.5470983752878788e-21,1.551622200883315e-23,7.4334440127647566e-20,9.6112673535453621e-19,6.3002422911808098e-16,1.7348992735348947e-16
1.3180400635859524e-09,0.4874103920572093,154.0,0.0,0.0,0.0,0.999317059445467,1.0,18.999940650039747,5.3648727404856847e-05,0.00025525373223912946,0.00019738954950944873,5.8431760532031629e-05,1.2478365509972257e-10,5.3633015529672303e-08,5.0586217646753261e-05,6.4314836111334952e-11,6.5757489971351958e-05,8.2050208173553181e-07,9.290699837635876e-13,6.8534076083089165e-07,8.6896466193717805e-15,7.1358969209026599e-08,1.853794723523895e-07,1.8550911526674313e-07,7.8413427541692871e-11,5.0517024666099368e-11,5.1816875424418368e-08,4.0658955207492279e-16,3.8955153622411778e-16,3.8966453995038181e-16,2.3685840644996623e-09,9.5071458946592788e-08,2.8993882527462421e-12,4.8260700417766349e-17,1.3360899180555035e-09,1.0209192937241065e-09,7.1008430283773316e-13,7.2162466991731177e-13,6.2318419506931279e-18,3.7143143918866868e-17,5.8111818815521266e-14,5.2560330530972565e-14,5.2542333925825669e-15,5.6620207525211179e-16,4.5628025076173869e-17,3.5632172258639622e-16,2.4153146558510024e-18,9.2989200571721137e-21,1.8256677506760778e-23,9.0198895284503363e-20,1.1351569189874012e-18,6.6992131903905383e-16,1.8506800381721554e-16
1.3544816884872872e-09,0.4874103873188503,154.0,0.0,0.0,0.0,0.99929817214841932,1.0,18.999938931594627,5.5130183388830125e-05,0.00026230453229162862,0.00020275880407196487,6.0121999753232229e-05,1.2823050790244078e-10,5.3632098155313859e-08,5.1984899850436219e-05,6.4313620548794597e-11,6.757579152406873e-05,8.4318821208933248e-07,9.5594493292941159e-13,7.2373940468462354e-07,8.9299073853625854e-15,7.3681251570109469e-08,1.97249577461533e-07,1.973875665732411e-07,8.3435048796837375e-11,5.3753967968413383e-11,5.477497128714765e-08,4.7398215028840949e-16,4.5428268626575382e-16,4.5441838186597463e-16,2.5714967823255225e-09,1.0037624650865425e-07,3.22939665318566e-12,5.0623031472882862e-17,1.4010035600523239e-09,1.0703498879468199e-09,7.973224078726054e-13,7.6982394818257898e-13,7.1686401119458931e-18,4.0330038911531312e-17,6.4841033731079067e-14,5.8490749973998731e-14,6.0033400148272097e-15,6.5645814481959921e-16,5.3439150824283611e-17,4.0873358847613331e-16,2.904288321920067e-18,1.1389028650624426e-20,2.138209208481912e-23,1.0886213090826504e-19,1.334486131417779e-18,7.113115495849739e-16,1.9709836868479065e-16
1.390923313388622e-09,0.4874103825820126,154.0,0.0,0.0,0.0,0.99927928457870152,1.0,18.999937213171464,5.6611540286183662e-05,0.0002693549771366063,0.00020812750117522478,6.1812062817794434e-05,1.3167718650124012e-10,5.3631180764216746e-08,5.3383551442154662e-05,6.4312404968704973e-11,6.9394060906141059e-05,8.6587319592582301e-07,9.8281708118951866e-13,7.6318347554203241e-07,9.170156008994924e-15,7.6004052456157405e-08,2.0949983338399595e-07,2.0964644118828715e-07,8.8617514632529323e-11,5.7094651697126381e-11,5.7818088259543538e-08,5.5010561404382996e-16,5.2743141102152913e-16,5.2759350861589347e-16,2.7856541035648943e-09,1.0582484649838768e-07,3.5867915218349965e-12,5.3042635790272197e-17,1.4669869437313658e-09,1.1205834738942301e-09,8.9241948667653035e-13,8.1969595444220002e-13,8.2139022507425615e-18,4.3694026235825658e-17,7.2136955791466893e-14,6.4899427652008775e-14,6.8343395742916398e-15,7.5788656430893044e-16,6.2314420734806801e-17,4.6713137657364075e-16,3.4744264986824135e-18,1.3870225246913982e-20,2.4933299481357137e-23,1.3072008060721815e-19,1.5619378389679528e-18,7.5422186633281996e-16,2.0958918268702225e-16
1.4273649382899567e-09,0.4874103778466958,154.0,0.0,0.0,0.0,0.99926039673668021,1.0,18.99993549477006,5.8092798101264153e-05,0.0002764050664360772,0.0002134956404907636,6.3501949622190603e-05,1.3512369073091307e-10,5.3630263356402035e-08,5.4782172441916491e-05,6.4311189371089615e-11,7.1212298143412324e-05,8.8855703215765469e-07,1.0096864268978111e-12,8.0367288152507722e-07,9.4103924787530663e-15,7.8327256766229908e-08,2.2213031485024026e-07,2.2228581436116611e-07,9.3960856665272565e-11,6.0539096337801873e-11,6.0946457032854197e-08,6.3578892388812148e-16,6.0980193287104903e-16,6.0999461744230571e-16,3.0113577167057152e-09,1.1141724623195877e-07,3.9730461659901583e-12,5.5519668539978293e-17,1.5340137005884984e-09,1.1715997359366653e-09,9.9583737540504852e-13,8.7124618991732908e-13,9.3765773691527056e-18,4.7239891651124202e-17,8.0030386455085356e-14,7.1810167977084304e-14,7.7535960621971791e-15,8.7148834321888785e-16,7.2363339284120718e-17,5.3201279396043213e-16,4.1363822920075184e-18,1.6801688062055431e-20,2.8954115780653209e-23,1.5621157497119416e-19,1.8205600542899306e-18,7.9867967994676949e-16,2.2254875306697934e-16
1.4638065631912915e-09,0.48741037311289964,154.0,0.0,0.0,0.0,0.99924150862272254,1.0,18.999933776390243,5.9573956838418584e-05,0.0002834547998521056,0.00021886322169012402,6.5191660062988675e-05,1.3857002042627655e-10,5.362934593189073e-08,5.6180762869217294e-05,6.4309973755972187e-11,7.303050326107715e-05,9.1123971969763861e-07,1.0365529684097096e-12,8.4520753070763522e-07,9.6506167831229832e-15,8.0650766793743057e-08,2.351410792090977e-07,2.3530574396094696e-07,9.9465099151739654e-11,6.4087317614942886e-11,6.4160308274402708e-08,7.3191217751711217e-16,7.0224868588006384e-16,7.0247666193786446e-16,3.2489092323084979e-09,1.1715343297445511e-07,4.3896723549947754e-12,5.8054284875882505e-17,1.6020581109611425e-09,1.2233788713209252e-09,1.1080511415828506e-12,9.2448003775823175e-13,1.0666061287735728e-17,5.0972421116756605e-17,8.8552928978755201e-14,7.9247236652124624e-14,8.7677751736550465e-15,9.983208963452558e-16,8.3703167203340875e-17,6.039023043905725e-16,4.9018517547432351e-18,2.0249526452857275e-20,3.3491460608975299e-23,1.8582163673375668e-19,2.1136362985542201e-18,8.4471286598882566e-16,2.3598553352014337e-16
1.5002481880926262e-09,0.4874103683806236,154.0,0.0,0.0,0.0,0.99922262023719521,1.0,18.999932058031824,6.1055016501994315e-05,0.00029050417704680638,0.00022423024444476284,6.6881194036950758e-05,1.4201617542217193e-10,5.3628428490703808e-08,5.7579322743053107e-05,6.4308758123376266e-11,7.4848676283697485e-05,9.3392125745874827e-07,1.0634167040837229e-12,8.8778733111551644e-07,9.8908289105923636e-15,8.2974499610907977e-08,2.4853216903589799e-07,2.4870627308643139e-07,1.0513026009312342e-10,6.7739327206399279e-11,6.7459872627517075e-08,8.3940808897617452e-16,8.0567784571789715e-16,8.0594638470914794e-16,3.4986101829438152e-09,1.2303339393998733e-07,4.8382203097113247e-12,6.0646639935656571e-17,1.6710950880647621e-09,1.2759015772244698e-09,1.2295490771181797e-12,9.7940277910668924e-13,1.2092204063182912e-17,5.4896400768905624e-17,9.773698751224601e-14,8.7235353469183972e-14,9.8838496149396757e-15,1.1394993358475029e-15,9.6459226299869528e-17,6.8335182137479693e-16,5.7836420962867729e-18,2.42873647774879e-20,3.8595479105265345e-23,2.2008492916076516e-19,2.4446967687119669e-18,8.9234976472955998e-16,2.4990812413464261e-16
1.536689812993961e-09,0.48741036364986734,154.0,0.0,0.0,0.0,0.99920373158046505,1.0,18.999930339694608,6.2535977096339016e-05,0.00029755319768234368,0.00022959670842617725,6.8570551440912426e-05,1.4546215555346468e-10,5.3627511032862266e-08,5.8977852081933177e-05,6.4307542473325502e-11,7.6666817235218287e-05,9.5660164435411516e-07,1.0902776322795276e-12,9.3141219072647459e-07,1.0131028849650566e-14,8.5298384830156442e-08,2.6230361436465758e-07,2.6248743229990199e-07,1.1095635218030557e-10,7.1495133354799362e-11,7.084538071146257e-08,9.5926348361290258e-16,9.210488587355213e-16,9.213638492827751e-16,3.7607620231298559e-09,1.2905711629177507e-07,5.3202786919641101e-12,6.3296888840716902e-17,1.741100162419883e-09,1.3291490381345059e-09,1.3608326916291983e-12,1.0360196070356146e-12,1.3665317198667526e-17,5.9016616897839336e-17,1.0761576619310893e-13,9.5799685216425749e-14,1.1109104319372461e-14,1.2961977415761428e-15,1.1076520602829854e-16,7.7094140078634632e-16,6.7957420952983897e-18,2.8996956599802053e-20,4.4319664591826731e-23,2.5958935954944218e-19,2.8175297052796439e-18,9.4161918095894627e-16,2.6432527133159633e-16
1.5731314378952957e-09,0.48741035892063034,154.0,0.0,0.0,0.0,0.99918484265289886,1.0,18.99992862137842,6.4016838625800712e-05,0.00030460186142093252,0.00023496261330601911,7.0259732171671957e-05,1.4890796065504509e-10,5.3626593558386989e-08,6.0376350903892192e-05,6.430632680584347e-11,7.8484926138982673e-05,9.7928087929703379e-07,1.1171357513562078e-12,9.7608201747022076e-07,1.0371216588788678e-14,8.7622362696000254e-08,2.7645543459077677e-07,2.7664924153114856e-07,1.1694338359950986e-10,7.535474138872865e-11,7.4317063121376029e-08,1.0925207887872986e-15,1.0493759702060174e-15,1.0497439712560378e-15,4.035666129270087e-09,1.3522458714222327e-07,5.8374745939537423e-12,6.6005186696180693e-17,1.8120494666610425e-09,1.3831029135446332e-09,1.502416706054986e-12,1.0943356386129734e-12,1.5396180652308003e-17,6.333785592547463e-17,1.1822326824181752e-13,1.0496583869228849e-13,1.2451141573113941e-14,1.4696504099257335e-15,1.2676347166602104e-16,8.6727993298748466e-16,7.953394703552736e-18,3.446882986959549e-20,5.07209818871355e-23,3.0497984047916533e-19,3.2361929579373931e-18,9.9255038379739837e-16,2.7924586780550606e-16
1.6095730627966305e-09,0.48741035419291195,154.0,0.0,0.0,0.0,0.99916595345486348,1.0,18.999926903083072,6.5497601094727757e-05,0.00031165016792483806,0.00024032795875607348,7.1948736126015581e-05,1.5235359056182809e-10,5.3625676067298901e-08,6.1774819226502304e-05,6.4305111120953772e-11,8.0303003017746921e-05,1.0019589612009603e-06,1.1439910596726559e-12,1.0217967192284352e-06,1.0611392116499501e-14,8.9946382472276137e-08,2.9098764007920764e-07,2.9119171168676136e-07,1.2309135871324344e-10,7.931815416323224e-11,7.7875150428202249e-08,1.2402795203558526e-15,1.1917297517448731e-15,1.1921580487097237e-15,4.3236237995909736e-09,1.4153579355298908e-07,6.3914735276429067e-12,6.8771688590822893e-17,1.8839197207201735e-09,1.4377453259626247e-09,1.6548290465270345e-12,1.1543559252821619e-12,1.7296049648490756e-17,6.7864904383267262e-17,1.2959429505721927e-13,1.1475985382569428e-13,1.3917886051949117e-14,1.661153081440631e-15,1.4460537396148872e-16,9.7300583447489392e-16,9.2731718312293514e-18,4.0802963733202651e-20,5.785999120793157e-23,3.5696221159561092e-19,3.7050257466746694e-18,1.0451731065070638e-15,2.946789524646636e-16
1.6824563125992998e-09,0.48741034474202904,154.0,0.0,0.0,0.0,0.9991281742488517,1.0,18.99992346655414,6.8458828868372972e-05,0.00032574570787791065,0.00025105697005428201,7.5326213292900598e-05,1.5924432413078255e-10,5.3623841035367586e-08,6.4571664441720762e-05,6.430267969904584e-11,8.3939060788451052e-05,1.0473116615464641e-06,1.197693237465202e-12,1.1163603790749236e-06,1.1091706491618969e-14,9.4594382480200133e-08,3.2119321055737995e-07,3.2141864069343551e-07,1.3587014149198476e-10,8.7556395015281515e-11,8.52514618950427e-08,1.5839936469882246e-15,1.523090399860742e-15,1.5236643502051835e-15,4.9399046344200003e-09,1.5458936104869613e-07,7.6167345728221383e-12,7.4479924770783133e-17,2.0303328090836111e-09,1.5490264978567236e-09,1.9943164013178468e-12,1.2795291906973665e-12,2.1650240545418289e-17,7.7555576133220179e-17,1.547701140510493e-13,1.3633775415264894e-13,1.7258836720630301e-14,2.1038057823074581e-15,1.8647228896909777e-16,1.2153251872082604e-15,1.2472501519321481e-17,5.6509557418034633e-20,7.461205208057956e-23,4.8385571986507548e-19,4.8120360695246824e-18,1.1556143641669929e-15,3.2711947268380575e-16
1.7480512374217021e-09,0.4874103362414229,154.0,0.0,0.0,0.0,0.99909417204211548,1.0,18.999920373747507,7.1123595121254743e-05,0.00033843046870593308,0.00026071116368167439,7.83653371333617e-05,1.6544538352100101e-10,5.3622189450022476e-08,6.7088720994864376e-05,6.4300491360031311e-11,8.721140347336285e-05,1.088125137567157e-06,1.2460155682315606e-12,1.2050402203723405e-06,1.1523947550739867e-14,9.8777357596797706e-08,3.4967910445256607e-07,3.4992470564125341e-07,1.4792145744193419e-10,9.5325813984345758e-11,9.2187959552866149e-08,1.9551827561132419e-15,1.8812333825868415e-15,1.8819718850313668e-15,5.5422215962311811e-09,1.6682901657658954e-07,8.8628305425122557e-12,7.9817950661268578e-17,2.1650322128678968e-09,1.6513640753475776e-09,2.3424542150552057e-12,1.3980633045360233e-12,2.6269884438706828e-17,8.7029068922092424e-17,1.8040504373719395e-13,1.5817501470505617e-13,2.0778465184779667e-14,2.5782233285545916e-15,2.3217109399380322e-16,1.4725509604811806e-15,1.6102592403412968e-17,7.4816739414089215e-20,9.289737735812239e-23,6.2908076825368846e-19,6.0296440545397938e-18,1.2611042744687057e-15,3.5816232033839639e-16
1.8129735430379917e-09,0.4874103278328194,154.0,0.0,0.0,0.0,0.99906051764131354,1.0,18.999917312718576,7.3760720531778257e-05,0.00035098401342414443,0.00027026457212086483,8.1372731835573024e-05,1.7158229495803212e-10,5.362055474757382e-08,6.9579870256647445e-05,6.429832540536487e-11,9.0450089267699328e-05,1.1285164115088368e-06,1.293833402967518e-12,1.2961428171892555e-06,1.1951717217281944e-14,1.0291708028977055e-07,3.7908633171558129e-07,3.7935278526912879e-07,1.6036260860820262e-10,1.0334670222730751e-10,9.933251527116404e-08,2.3883622002876041e-15,2.299513906286974e-15,2.3004524747426855e-15,6.1846120977553272e-09,1.7940152949823798e-07,1.0240758834511539e-11,8.5289301298630308e-17,2.3009573867932086e-09,1.7545951186481566e-09,2.7302344794368101e-12,1.5208942209578804e-12,3.1575482982954106e-17,9.7135228125279104e-17,2.0878099952468608e-13,1.8220844829098225e-13,2.4796037966552019e-14,3.1280601440973394e-15,2.8603362088730983e-16,1.7682490311612e-15,2.0534004647119663e-17,9.7717448698020339e-20,1.1444925254607238e-22,8.0781826209131011e-19,7.4750788470493729e-18,1.371384549219486e-15,3.9066665814717873e-16
1.877895848654281e-09,0.48741031942902413,154.0,0.0,0.0,0.0,0.99902686238973104,1.0,18.9999142517519,7.639753162553684e-05,0.00036353641726641892,0.00027981619813999048,8.4379563315547637e-05,1.7771864689884321e-10,5.3618919992831745e-08,7.2070923049511452e-05,6.4296159395941348e-11,9.3688673849860054e-05,1.1689040031430702e-06,1.3416422824214211e-12,1.3905598083249682e-06,1.2379447885810988e-14,1.0705633946543149e-07,4.0970061303828041e-07,4.0998880595011324e-07,1.7331447225600285e-10,1.1169698799727353e-10,1.0675612544327472e-07,2.8954298634384067e-15,2.7895217576273913e-15,2.7907039052852117e-15,6.8747208309644978e-09,1.924299695290562e-07,1.1773349045221004e-11,9.0948623734707197e-17,2.439362878941513e-09,1.8596723869301948e-09,3.1644625765235531e-12,1.649236256982115e-12,3.7691975350533244e-17,1.0799459484632732e-16,2.4037072713301423e-13,2.0881161525576177e-13,2.9401786553975463e-14,3.7674253570824001e-15,3.4969807059755927e-16,2.1095920138653144e-15,2.5950618505444135e-17,1.2637185653748056e-19,1.3992317275594772e-22,1.028079854380426e-18,9.1956523721947146e-18,1.4876916070368343e-15,4.2499804230298708e-16
1.942818154270571e-09,0.48741031103003324,154.0,0.0,0.0,0.0,0.99899320628944077,1.0,18.99991119084644,7.9034028427133087e-05,0.00037608767832533941,0.00028936603988748686,8.738583099126887e-05,1.8385443841108403e-10,5.3617285185913089e-08,7.4561879454210797e-05,6.4293993331894191e-11,9.6927157324847596e-05,1.2092879063333911e-06,1.3894421973391547e-12,1.4882906707406463e-06,1.2807139491337858e-14,1.1119505673964274e-07,4.4152179746410863e-07,4.4183262025550993e-07,1.867769843183716e-10,1.203766300367413e-10,1.1446009271306625e-07,3.4854764597172157e-15,3.3601602853741166e-15,3.3616368301324017e-15,7.6142479277904371e-09,2.0591426123189583e-07,1.3471748427488859e-11,9.6796794162791351e-17,2.5801407491211599e-09,1.9665134205687863e-09,3.6487177934265408e-12,1.7831163541187632e-12,4.4705690938015233e-17,1.1963423482354043e-16,2.7540680540346885e-13,2.381499493292404e-13,3.465602143914421e-14,4.5066516289863671e-15,4.2448914434403975e-16,2.5016613971796864e-15,3.252274328780551e-17,1.6193200822457394e-19,1.6984919446831278e-22,1.2975167794059536e-18,1.1231109147690176e-17,1.6102144571559125e-15,4.6121416170590204e-16
2.0077404598868606e-09,0.4874103026358435,154.0,0.0,0.0,0.0,0.9989595493425153,1.0,18.999908130001145,8.1670210961172978e-05,0.00038863779469400163,0.00029891409551280389,9.0391534281086044e-05,1.8998966856265394e-10,5.3615650326934332e-08,7.7052739547832757e-05,6.4291827213356795e-11,0.00010016553979298437,1.2496681149449779e-06,1.4372331384724232e-12,1.5893348809148367e-06,1.3234791968890836e-14,1.1533317344839379e-07,4.7454971400208915e-07,4.7488406084504516e-07,2.0075007224539512e-10,1.2938558160087173e-10,1.2244571947521849e-07,4.1683059968681836e-15,4.02104397077125e-15,4.0228739235057601e-15,8.4048927267258817e-09,2.1985432866207928e-07,1.5347490244429331e-11,1.0283468860785913e-16,2.7231877435638662e-09,2.0750394320852934e-09,4.1867119538353408e-12,1.9225612828843126e-12,5.2708302195434808e-17,1.3208121296393269e-16,3.1412976854412029e-13,2.7039264776928441e-13,4.0622734662829731e-14,5.3567964895025298e-15,5.1185173868231337e-16,2.9499011029620657e-15,4.0442164343683149e-17,2.0572560299125467e-19,2.0480546859436648e-22,1.6248472058945788e-18,1.3625228029433233e-17,1.7391467667000647e-15,4.9937417256736883e-16
2.0726627655031504e-09,0.487410294246451,154.0,0.0,0.0,0.0,0.99892589155102729,1.0,18.999905069214975,8.4306079252265844e-05,0.00040118676446601549,0.00030846036316641804,9.3396672603715425e-05,1.9612433642170349e-10,5.3614015416011769e-08,7.9543503403960993e-05,6.4289661040462506e-11,0.00010340382135011651,1.2900446228446611e-06,1.4850150965787643e-12,1.6936919148436925e-06,1.3662405253515692e-14,1.1947064540853125e-07,5.0878417685122363e-07,5.0914294569499123e-07,2.1523365721635902e-10,1.3872379188853354e-10,1.307143078742394e-07,4.9544616840550047e-15,4.7825257112216837e-15,4.7847772335214011e-15,9.2483537716980813e-09,2.3425009536783025e-07,1.7412493573474938e-11,1.0906318292590966e-16,2.8684050911199176e-09,2.1851751423387142e-09,4.7822893368556245e-12,2.0675976825910042e-12,6.1796914865854094e-17,1.4536259300341958e-16,3.5678808995568406e-13,3.05712566486121e-13,4.7369674706583394e-14,6.3296606375061909e-15,6.1335663991208301e-16,3.4601298064268897e-15,4.9923878885655163e-17,2.592748217223936e-19,2.4542051902874324e-22,2.0199599260727534e-18,1.6426067455564124e-17,1.8746868573397897e-15,5.3953869735431615e-16
2.13758507111944e-09,0.4874102858618524,154.0,0.0,0.0,0.0,0.99889223291704932,1.0,18.999902008486874,8.6941633325024416e-05,0.00041373458573550715,0.00031800484099988788,9.6401245378193568e-05,2.0225844105663445e-10,5.3612380453261504e-08,8.2034171092831899e-05,6.428749481334473e-11,0.00010664200208780877,1.330417423900925e-06,1.5327880624208102e-12,1.8013612480412116e-06,1.4089979280275721e-14,1.2360743933706777e-07,5.4422498897103023e-07,5.4460908167127738e-07,2.3022765565160748e-10,1.4839120702032824e-10,1.3926715980349357e-07,5.8552517107333025e-15,5.6557240834925156e-15,5.6584755175656924e-15,1.0146328810942078e-08,2.4910148439064959e-07,1.96790631094918e-11,1.1548315280331128e-16,3.015698308708192e-09,2.2968486243495672e-09,5.4394265985020943e-12,2.2182520900381134e-12,7.2074153545229604e-17,1.5950543717600323e-16,4.0363816606763592e-13,3.4428611809555632e-13,5.4968418957087076e-14,7.4378056557845309e-15,7.3070622237021511e-16,4.0385532402671907e-15,6.1207894616620882e-17,3.2431639669196397e-19,2.9237552275719279e-22,2.4940241526797209e-18,1.9686216056613386e-17,2.017037701961117e-15,5.8176982373606725e-16
2.20250737673573e-09,0.4874102774820439,154.0,0.0,0.0,0.0,0.99885857344265327,1.0,18.999898947815808,8.9576873204064839e-05,0.00042628125659711973,0.00032754752716587082,9.940525202386822e-05,2.0839198153610135e-10,5.3610745438799301e-08,8.4524742681483674e-05,6.4285328532136826e-11,0.00010988008209353043,1.3707865119839166e-06,1.5805520267661394e-12,1.9123423555394629e-06,1.4517513984251828e-14,1.2774353024855718e-07,5.8087194467680526e-07,5.8128226712664296e-07,2.4573198031144603e-10,1.5838777074947235e-10,1.4810557690423905e-07,6.882774899274735e-15,6.6525505862028372e-15,6.6558915595961425e-15,1.1100514795874526e-08,2.6440841826566124e-07,2.2159888966979258e-11,1.2209547375615386e-16,3.1649770153417261e-09,2.409991154185664e-09,6.1622326947543817e-12,2.3745509611274472e-12,8.3648242936460355e-17,1.7453680589148346e-16,4.549443001843663e-13,3.8629317274453623e-13,6.3494443877407327e-14,8.6945711714766539e-15,8.6574014422450695e-16,4.6917764831496531e-15,7.4561087908172483e-17,4.0282292522060498e-19,3.4640658896452874e-22,3.0596054088706275e-18,2.3463048338421356e-17,2.1664069213437415e-15,6.2613110353412819e-16
