Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925)
2.657936493779316e-10,0.7083013693764095,154.0,0.0,0.0,0.0,0.99400319648294422,1.0,18.999973595659302,0.00014014057707363925,0.00059979762307538187,0.0005717153462116083,2.5679841746222725e-05,9.4650245606499136e-11,7.0921818307721188e-06,0.0015801271272415992,6.4553054876549273e-08,0.0030674003957756528,5.9475956237643845e-07,2.0976984006733803e-13,8.9542112170747791e-07,3.4899722866277981e-15,1.0634424052959231e-06,1.924483195988352e-06,1.9249825204535877e-06,3.1499213908889456e-10,1.8153205403212074e-10,6.0332505911698837e-08,5.6646892946092207e-15,5.4638654038289701e-15,5.4714773797373211e-15,3.8354033223822513e-10,1.2876296989717875e-07,1.4452166370777423e-12,1.1990389352705667e-16,1.6299793396197988e-07,8.3453145811891267e-08,2.7670085920147053e-12,3.3041828096407866e-12,6.3459235753730873e-17,8.0108673983338327e-17,8.4241574916665254e-14,8.0977201496424833e-14,3.1800175750586352e-15,4.6957599753235444e-17,4.97468291555496e-17,9.9907678521581015e-17,3.3531260063202598e-19,2.8205516025445243e-22,3.8338121415369785e-23,1.948550674319487e-20,9.9154610665626906e-20,5.5835718266760351e-14,2.3710012362533428e-15,6.3742674814239663e-17
2.7143182087689717e-10,0.7083013674176177,154.0,0.0,0.0,0.0,0.99387644609696835,1.0,18.999973007486119,0.00014310231494109925,0.00061244153411670315,0.00058367408647393051,2.6249979279040368e-05,9.6645498395422935e-11,7.0913283306788972e-06,0.0016135806775888198,6.4544823371070953e-08,0.0031323747157164248,6.0732469251702392e-07,2.1442709865812687e-13,9.3261278635169854e-07,3.5637028481896583e-15,1.0919655674182234e-06,2.0232539983345945e-06,2.0237790932250345e-06,3.311651539612367e-10,1.9086400601448543e-10,6.292616632835617e-08,6.4010076445757876e-15,6.1798788420837918e-15,6.1886862052874766e-15,4.0845016665337779e-10,1.3418094716513762e-07,1.5686327538518387e-12,1.2416438042282649e-16,1.6905871629434157e-07,8.6545787091196048e-08,3.0281205624235053e-12,3.4863169325385964e-12,7.0757663790660385e-17,8.5319977158713569e-17,9.1638446730868575e-14,8.8017287690494913e-14,3.529591154296628e-15,5.2667807684271364e-17,5.6323732945666009e-17,1.1101748800986797e-16,3.8680573970689049e-19,3.298135849937934e-22,4.3406911644935846e-23,2.2554468311876152e-20,1.1254551421456107e-19,5.823231531300259e-14,2.4786002009992162e-15,6.6480233354318727e-17
2.7706999237586275e-10,0.7083013654705098,154.0,0.0,0.0,0.0,0.99374971449838401,1.0,18.999972419473011,0.00014606359666744789,0.00062508216349152555,0.00059562717372815908,2.6819847297501094e-05,9.8640233212080624e-11,7.0904749573763128e-06,0.001647029450607687,6.4536593085698767e-08,0.0031973411340266919,6.198865607226245e-07,2.1908215567827362e-13,9.7055397129511271e-07,3.6374142691381041e-15,1.1205073007796874e-06,2.1246397935888473e-06,2.1251913534762662e-06,3.4776654111460119e-10,2.0044345375902148e-10,6.5574700622797915e-08,7.2129327869831408e-15,6.9703036013168785e-15,6.9804610594282932e-15,4.3440815145392195e-10,1.3970988713233298e-07,1.699772839502563e-12,1.2849650356318598e-16,1.7519622514290491e-07,8.9677026612838837e-08,3.3074864412402357e-12,3.6739833499169992e-12,7.8709602395128842e-17,9.075121299111317e-17,9.9510238346227711e-14,9.5501865543747126e-14,3.90901852348779e-15,5.8923210208977912e-17,6.3602591101916611e-17,1.2309226839407817e-16,4.4483992809162623e-19,3.8436319665190041e-22,4.9016716324504428e-23,2.6027155435500866e-20,1.2740667656217999e-19,6.0679612541409408e-14,2.5886105074808602e-15,6.9275737587932555e-17
2.88346335373794e-10,0.7083013616113689,154.0,0.0,0.0,0.0,0.99349630765026509,1.0,18.999971243926741,0.00015198479196904582,0.00065035358057062001,0.00061951639728918438,2.7958775174517124e-05,1.0262814945389013e-10,7.0887685910582351e-06,0.001713912670508059,6.4520136174421423e-08,0.0033272502763069685,6.4500051463693905e-07,2.2838566813659178e-13,1.0486833535649336e-06,3.784779708606164e-15,1.1776354538999369e-06,2.335262389979941e-06,2.3358689686656011e-06,3.8225542226044116e-10,2.2034541338623937e-10,7.1036461488774572e-08,9.0868596157268726e-15,8.7977449026674668e-15,8.8111314082901288e-15,4.8955290967546041e-10,1.5110048921755967e-07,1.9864872994115858e-12,1.3737575168448713e-16,1.8769552036492243e-07,9.6052252031326726e-08,3.9243617978027121e-12,4.066009377386448e-12,9.6744528233923701e-17,1.0229132904748635e-16,1.1675797404944928e-13,1.1187625771976607e-13,4.7648880591835238e-15,7.3224229539464729e-17,8.0500268878947576e-17,1.5038452865619553e-16,5.8323461258329021e-19,5.1706076206674813e-22,6.2039801888632537e-23,3.4359540245284945e-20,1.620507278246365e-19,6.5726396447009906e-14,2.8158693572683501e-15,7.5040684739219343e-17
2.9849504407193205e-10,0.70830135817815,154.0,0.0,0.0,0.0,0.99326830570692581,1.0,18.999970186481804,0.00015731230842055602,0.00067308664098964844,0.00064099738545483713,2.8982889486362222e-05,1.0621550392353715e-10,7.0872332947831315e-06,0.0017740912445033527,6.4505329124899134e-08,0.0034441415070224925,6.6759192563709054e-07,2.3675130783272107e-13,1.1215592746804445e-06,3.9173431919031302e-15,1.2290885096569288e-06,2.5337792639979425e-06,2.5344377474836415e-06,4.14762627118363e-10,2.3910488267342071e-10,7.6139892023036581e-08,1.1092576817580743e-14,1.0757896649473814e-14,1.0774890661879165e-14,5.429791752906734e-10,1.6173110733871548e-07,2.2741609166285661e-12,1.4561230435461758e-16,1.9919270983723673e-07,1.0191443269250084e-07,4.5506095271436719e-12,4.4379856111414274e-12,1.1565201636508356e-16,1.1347432856613243e-16,1.3410738749430019e-13,1.2831585861274656e-13,5.6565403341833974e-15,8.8361407306967882e-17,9.8723210266688499e-17,1.7888947034229065e-16,7.3735309355707994e-19,6.6839040034372961e-22,7.6084361487351117e-23,4.3709613176870449e-20,1.996035618333425e-19,7.0442119870658869e-14,3.0286596887996229e-15,8.0427566632949496e-17
3.086437527700701e-10,0.7083013547828508,154.0,0.0,0.0,0.0,0.99304036458372391,1.0,18.999969129554344,0.00016263834803301034,0.00069580908174644417,0.00066246008925007903,3.0006132063382562e-05,1.0980118220449515e-10,7.0856984089796062e-06,0.0018342543623039867,6.4490526025208143e-08,0.0035610071767483817,6.9017278082397694e-07,2.4510982662508962e-13,1.1968576253225161e-06,4.0498447350504945e-15,1.2805647296799431e-06,2.7407863011497252e-06,2.7414989586604563e-06,4.4866064787064905e-10,2.5866792412620374e-10,8.142138831304644e-08,1.3441327127587902e-14,1.3057969824971999e-14,1.3079358052212996e-14,6.0012865916697991e-10,1.7272059943662614e-07,2.5919290206885126e-12,1.540813200997393e-16,2.1091627099349329e-07,1.0789020288085162e-07,5.2496440404068287e-12,4.8282314332637406e-12,1.373845139607508e-16,1.2543918603088604e-16,1.5331450096272398e-13,1.4648289778011341e-13,6.6758243149599682e-15,1.0591269981874641e-16,1.2022260294953289e-16,2.1155212588044652e-16,9.2458381899313104e-19,8.5628414388411766e-22,9.2654200689716959e-23,5.5151411239472149e-20,2.4412141743224789e-19,7.5322458590146907e-14,3.2492791927457648e-15,8.6002588812115839e-17
3.187924614682082e-10,0.70830135142548,154.0,0.0,0.0,0.0,0.99281248426154223,1.0,18.999968073143897,0.00016796291120299285,0.00071852090768832527,0.00068390452042284288,3.1028503465593185e-05,1.1338518506164861e-10,7.0841639335235166e-06,0.0018944020320200519,6.4475726874107482e-08,0.0036778473000827561,7.1274308501452183e-07,2.5346122908827441e-13,1.2745761525707199e-06,4.1822843663135337e-15,1.3320538910385504e-06,2.9562864553977697e-06,2.9570555626624865e-06,4.8394997080223506e-10,2.7903482320931735e-10,8.6881053057552596e-08,1.6175625289340459e-14,1.5741070647499692e-14,1.5767773389409595e-14,6.6112356434087152e-10,1.840687236104571e-07,2.9418085263126322e-12,1.6278293427506475e-16,2.2285837853519392e-07,1.1397553018725102e-07,6.026939527430595e-12,5.2368567061575358e-12,1.6224042721318048e-16,1.3821179971348582e-16,1.745063502975579e-13,1.6649104082546384e-13,7.8357628036884584e-15,1.2615577084128568e-16,1.4544471484722187e-16,2.4880991289147302e-16,1.150506267488524e-18,1.0878328197591176e-21,1.1209328682003601e-22,6.9058609315383997e-20,2.965957458900533e-19,8.0367543380043633e-14,3.4777340649368527e-15,9.1765900734739669e-17
3.2894117016634627e-10,0.7083013481060412,154.0,0.0,0.0,0.0,0.99258466472127116,1.0,18.999967017250018,0.00017328599832696633,0.00074122212366032605,0.00070533069071219913,3.2050004252866146e-05,1.1696751325953566e-10,7.0826298682906061e-06,0.0019545342616199717,6.4460931670356868e-08,0.0037946618913557166,7.3530284302338268e-07,2.6180551979567298e-13,1.3547126052526577e-06,4.3146621139439237e-15,1.3835473351735628e-06,3.1802811231879131e-06,3.1811089622530651e-06,5.2063082665473123e-10,3.0020571705171121e-10,9.2518988844457271e-08,1.9341331404933189e-14,1.8853857570800695e-14,1.8886945314056804e-14,7.260858179251559e-10,1.95775237990577e-07,3.3258802125314471e-12,1.71717282089965e-16,2.3501147309652468e-07,1.2016652250681306e-07,6.8881666411580021e-12,5.6639620415845141e-12,1.9053699878130837e-16,1.5181802350150988e-16,1.9781405454812326e-13,1.8845717595874857e-13,9.1502033578538933e-15,1.4938847171870193e-16,1.7487824115033811e-16,2.9112967286171104e-16,1.4213953512345968e-18,1.3711853818836915e-21,1.3477828980429666e-22,8.585591709552429e-20,3.5811910343486783e-19,8.5577505431828481e-14,3.7140305211686904e-15,9.7717652335366287e-17
3.3908987886448435e-10,0.7083013448245313,154.0,0.0,0.0,0.0,0.99235690594380754,1.0,18.999965961872274,0.00017860760980127209,0.00076391273450519858,0.0007267386118488486,3.3070634984743999e-05,1.2054816756233676e-10,7.0810962131564999e-06,0.0020146510589353944,6.4446140412714407e-08,0.0039114509646383955,7.5785205966295398e-07,2.7014270331799515e-13,1.4372647339426431e-06,4.446978006180008e-15,1.4350377281781392e-06,3.4127703827944869e-06,3.4136592418998026e-06,5.5870322989587291e-10,3.2218061724107642e-10,9.8335298149970448e-08,2.2987764311056473e-14,2.2446681265088774e-14,2.2487392616255564e-14,7.9513707153978821e-10,2.0783990074414734e-07,3.7462885788496741e-12,1.8088449860685515e-16,2.4736825220185323e-07,1.2645942315436422e-07,7.8391918923999996e-12,6.1096396687969015e-12,2.2261067628220811e-16,1.6628366684907716e-16,2.2337280580997232e-13,2.1250138005655987e-13,1.0633839884179234e-14,1.759294763462945e-16,2.0905666114647569e-16,3.3900860367778409e-16,1.7442786275433668e-18,1.7156618799402782e-21,1.6112039886190055e-22,1.0602402354396448e-19,4.2989160597723212e-19,9.0952476352227192e-14,3.9581747971255353e-15,1.0385799402316373e-16
3.492385875626224e-10,0.7083013415809442,154.0,0.0,0.0,0.0,0.99212920791005477,1.0,18.999964907010213,0.00018392774602213021,0.00078659274506341333,0.00074812829555543161,3.4090396220391153e-05,1.241271487338538e-10,7.0795629679965774e-06,0.0020747524316659036,6.4431353099940107e-08,0.0040282145337516752,7.803907397433658e-07,2.7847278422287335e-13,1.5222302909603757e-06,4.5792320712473024e-15,1.4865188578137003e-06,3.6537531969875397e-06,3.6547053704945518e-06,5.9816701197120038e-10,3.4495942912527068e-10,1.0433008333784718e-07,2.7167813118593766e-14,2.657372406707663e-14,2.6623485075984075e-14,8.6839870174119711e-10,2.2026247007986761e-07,4.2052417016173131e-12,1.9028471874018334e-16,2.5992166153477621e-07,1.3285060615220979e-07,8.886077054785432e-12,6.5739742204025824e-12,2.5881746434849969e-16,1.8163449472708152e-16,2.5132185908139743e-13,2.3874688500419676e-13,1.2302233934240737e-14,2.0611890747741167e-16,2.4856063216074472e-16,3.9297518997399649e-16,2.1269958206359964e-18,2.1318740433361996e-21,1.9156716780769792e-22,1.3010483964959322e-19,5.1322756277156105e-19,9.6492588161554386e-14,4.2101731483015617e-15,1.1018707668002877e-16
3.593872962607605e-10,0.7083013383752687,154.0,0.0,0.0,0.0,0.99190157060092377,1.0,18.999963852663385,0.00018924640738563926,0.00080926216017316091,0.00076949975354674007,3.5109288518604155e-05,1.2770445753754502e-10,7.0780301326861071e-06,0.0021348383873835758,6.4416569730795515e-08,0.0041449526122746437,8.0291888807248567e-07,2.8679576707491875e-13,1.6096070303696239e-06,4.7114243373576705e-15,1.5379854615355087e-06,3.9032275847383885e-06,3.904245373103681e-06,6.3902184947583136e-10,3.6854196816503225e-10,1.1050344665869976e-07,3.1938046940548734e-14,3.1293138876538536e-14,3.1353583800969275e-14,9.4599181045087791e-10,2.3304270425200746e-07,4.7050110906032272e-12,1.9991807725554604e-16,2.7266488650160756e-07,1.3933657168060408e-07,1.0035078578975252e-11,7.0570434449324415e-12,2.9953326122969266e-16,1.9789622758179633e-16,2.8180452213629926e-13,2.673200443110363e-13,1.4171835712210701e-14,2.4031895465265199e-16,2.9402041807197466e-16,4.5359013134275773e-16,2.5782605737540026e-18,2.6318535295887041e-21,2.2660438700739926e-22,1.5870704017135062e-19,6.095622831110752e-19,1.0219797329206081e-13,4.470031849921888e-15,1.1670505165869762e-16
3.6953600495889857e-10,0.7083013352074905,154.0,0.0,0.0,0.0,0.99167399399733147,1.0,18.999962798831348,0.00019456359428777668,0.00083192098467035392,0.00079085299752988626,3.6127312437829028e-05,1.3128009473651813e-10,7.076497707100299e-06,0.0021949089335373704,6.4401790304040229e-08,0.0042616652135527306,8.2543650945592274e-07,2.9511165643588137e-13,1.6993927079769016e-06,4.8435548327095363e-15,1.5894330821813118e-06,4.1611907653049068e-06,4.1622764750909106e-06,6.8126728779459213e-10,3.9292797365623453e-10,1.168554902493804e-07,3.7358822823983386e-14,3.6667187522344512e-14,3.6740181085969073e-14,1.0280372253830891e-09,2.4618036156380428e-07,5.247931545773857e-12,2.0978470876887539e-16,2.8559134408702142e-07,1.4591394168954405e-07,1.129264701657037e-11,7.5589188504447522e-12,3.4515418012356908e-16,2.1509454128894286e-16,3.1496814541372553e-13,2.9835030000336674e-13,1.6260004791648393e-14,2.7891448364939032e-16,3.4611835167579743e-16,5.2144726836200786e-16,3.1077244544215089e-18,3.2291881679696473e-21,2.6675798142455862e-22,1.9251191641671134e-19,7.2045905817688026e-19,1.0806876458628554e-13,4.7377571968637127e-15,1.2341207078086197e-16
3.7968471365703664e-10,0.7083013320775933,154.0,0.0,0.0,0.0,0.99144647808020236,1.0,18.999961745513659,0.00019987930712439861,0.00085456922338862618,0.00081218803920446426,3.7144468536157303e-05,1.3485406109349451e-10,7.0749656911141336e-06,0.0022549640774573694,6.4387014818434909e-08,0.004378352350705569,8.4794360869702486e-07,3.0342045686463285e-13,1.7915850813301524e-06,4.9756235854886973e-15,1.6408579458116378e-06,4.4276392801993991e-06,4.4287952241170272e-06,7.2490276111333221e-10,4.1811712034574779e-10,1.2338631613242717e-07,4.3494391926269031e-14,4.2762378597987685e-14,4.2850039792519713e-14,1.1146555004719576e-09,2.5967520037035389e-07,5.8364010142739912e-12,2.1988474774569472e-16,2.9869467498666558e-07,1.5257945566335569e-07,1.2665426452659739e-11,8.0796662875908278e-12,3.9609685610689027e-16,2.3325506710499996e-16,3.5096411192381933e-13,3.319701497883355e-13,1.8585030549643643e-14,3.2231363767711563e-16,4.0559132854425833e-16,5.9717450647251397e-16,3.7260431470175878e-18,3.9391663017452268e-21,3.1259593294734183e-22,2.3227954291803509e-19,8.4761631340463611e-19,1.1410509529541232e-13,5.0133555035778691e-15,1.303082863352915e-16
3.898334223551747e-10,0.7083013289855582,154.0,0.0,0.0,0.0,0.99121902283046759,1.0,18.99996069270988,0.00020519354629124003,0.00087720688115933544,0.00083350489026269559,3.8160757371317185e-05,1.3842635737085393e-10,7.073434084602461e-06,0.0023150038263588671,6.4372243272742753e-08,0.0044950140366346123,8.704401905968794e-07,3.1172217291705724e-13,1.8861819097174297e-06,5.1076306238672766e-15,1.6922568578349239e-06,4.7025690968999329e-06,4.7037975938783035e-06,7.6992760943485206e-10,4.4410902830858631e-10,1.3009602621556628e-07,5.0413003978830575e-14,4.9649604786902192e-14,4.9754332269224254e-14,1.2059669162977605e-09,2.7352697908108116e-07,6.4728804476082541e-12,2.3021832850048796e-16,3.11968736006709e-07,1.5932996653240404e-07,1.4160253947037301e-11,8.6193464783430634e-12,4.5279873925668646e-16,2.524033916295587e-16,3.8994782717014567e-13,3.6831511448666498e-13,2.1166152322255528e-14,3.7094843042332093e-16,4.7323333067310956e-16,6.8143473770765782e-16,4.4449447974937816e-18,4.7789294184199675e-21,3.6473022567781446e-22,2.7885526435008336e-19,9.9287492930803612e-19,1.2030709907763047e-13,5.2968331040106437e-15,1.3739385107595968e-16
3.999821310533128e-10,0.7083013259313635,154.0,0.0,0.0,0.0,0.99099162822906461,1.0,18.999959640419561,0.00021050631218391479,0.00089983396281156426,0.00085480356238954065,3.9176179500676136e-05,1.4199698433063455e-10,7.0719028874401268e-06,0.002375028187346325,6.4357475665725056e-08,0.0046116502840304642,8.9292625995431986e-07,3.2001680914609009e-13,1.9831809541655819e-06,5.2395759760037914e-15,1.7436271145526687e-06,4.9859756971654921e-06,4.9872790724447575e-06,8.1634109306881452e-10,4.709032713587799e-10,1.3698472229126568e-07,5.8187010064497291e-14,5.7404279680262646e-14,5.7528778814936483e-14,1.3020914805123157e-09,2.8773545616185671e-07,7.1598936590224388e-12,2.4078558519611449e-16,3.2540759272035848e-07,1.6616243672631203e-07,1.5784158983538769e-11,9.1780154957237597e-12,5.1571837454111401e-16,2.7256505676332088e-16,4.3207870908832939e-13,4.0752370573126833e-13,2.4023579285655285e-14,4.2527533107372142e-16,5.498979782429345e-16,7.7492676028319184e-16,5.2773004682763448e-18,5.7676332363031845e-21,4.2381881289344648e-22,3.3317650822261499e-19,1.1582257283984451e-18,1.266749099965004e-13,5.5881963515256564e-15,1.4466891822017524e-16
4.1013083975145087e-10,0.708301322914987,154.0,0.0,0.0,0.0,0.99076429425693835,1.0,18.999958588642272,0.00021581760519791558,0.00092245047317212107,0.00087608406726278655,4.0190735481252391e-05,1.4556594273447878e-10,7.0703720995017762e-06,0.0024350371674171775,6.4342711996143257e-08,0.00472826110537998,9.1540182156592176e-07,3.2830437010184008e-13,2.082579977438934e-06,5.3714596700443821e-15,1.7949664281856384e-06,5.2778541518909458e-06,5.2792347371347455e-06,8.641424049132289e-10,4.984993841783452e-10,1.440525060363364e-07,6.6892963733219323e-14,6.6106474096517207e-14,6.6253785694069614e-14,1.4031489282634113e-09,3.0230039013680491e-07,7.9000271810845808e-12,2.5158665184325971e-16,3.3900551237385736e-07,1.7307393436445859e-07,1.7544362927246673e-11,9.7557251985854094e-12,5.8533566892402928e-16,2.937655596598204e-16,4.7752017800102183e-13,4.4973739393058187e-13,2.7178510065480836e-14,4.8577584137801589e-16,6.3650110813980513e-16,8.78386196041888e-16,6.23719667371119e-18,6.9266174467404157e-21,4.9056760463686787e-22,3.9627993016561651e-19,1.3458171269527284e-18,1.3320866251932366e-13,5.8874516188258685e-15,1.5213364144672027e-16
4.2027954844958894e-10,0.7083013199364047,154.0,0.0,0.0,0.0,0.99053702089504025,1.0,18.999957537377561,0.00022112742572861406,0.00094505641706554139,0.00089734641655312341,4.1204425869723818e-05,1.4913323334368678e-10,7.0688417206618907e-06,0.0024950307734655157,6.4327952262761853e-08,0.004844846512973117,9.3786688022600234e-07,3.3658486033161216e-13,2.1843767440379739e-06,5.5032817341215508e-15,1.8462728635106886e-06,5.5781991843693545e-06,5.5796593177938815e-06,9.133306808338901e-10,5.2689686834218894e-10,1.5129947901157653e-07,7.6611720479101236e-14,7.5841051907628321e-14,7.6014582708864759e-14,1.5092587226183206e-09,3.1722153958984463e-07,8.6959301234654509e-12,2.6262166229999473e-16,3.5275695703394158e-07,1.8006162957923408e-07,1.9448278488980587e-11,1.0352523625416193e-11,6.6215214615079663e-16,3.1603035269122123e-16,5.2643964658917772e-13,4.9510057649477515e-13,3.0653152077557397e-14,5.5295706485098955e-16,7.3402337781832029e-16,9.9258640575281911e-16,7.3400099599102036e-18,8.2795842934675619e-21,5.6573247484146727e-22,4.6930889792810381e-19,1.5579629499867841e-18,1.3990849151551826e-13,6.1946052978758208e-15,1.5978817489399269e-16
4.30428257147727e-10,0.708301316995591,154.0,0.0,0.0,0.0,0.99030980812432812,1.0,18.999956486624985,0.00022643577417126083,0.00096765179931408804,0.00091859062192421097,4.2217251222430085e-05,1.5269885691923091e-10,7.0673117507949943e-06,0.0025550090122856408,6.4313196464344135e-08,0.0049614065189095462,9.6032144072662721e-07,3.4485828437993999e-13,2.28856902019804e-06,5.6350421963538981e-15,1.8975447842715034e-06,5.8870052237954687e-06,5.8885472503126141e-06,9.6390500844272779e-10,5.560951974136188e-10,1.5872574266145481e-07,8.7428535606329099e-14,8.6697805380255616e-14,8.6901360336670469e-14,1.6205400549864495e-09,3.3249866316600661e-07,9.550314030917881e-12,2.7389075027136797e-16,3.6665657696853066e-07,1.8712279096742185e-07,2.1503509196552078e-11,1.0968455351059536e-11,7.466911896903284e-16,3.393848434109158e-16,5.7900850987960473e-13,5.4376054632278385e-13,3.4470740603409826e-14,6.2735226820631767e-16,8.4351289306239121e-16,1.1183394022668792e-15,8.6024834894785336e-18,9.8527861628518001e-21,6.5012128687922213e-22,5.5352131991589097e-19,1.7971504076238182e-18,1.4677453225499746e-13,6.5096637998241482e-15,1.6763267315815275e-16
4.405769658458651e-10,0.7083013140925197,154.0,0.0,0.0,0.0,0.99008265592576761,1.0,18.999955436384113,0.00023174265092098549,0.00099023662473775417,0.00093981669503274252,4.3229212095372605e-05,1.5626281422167667e-10,7.0657821897754509e-06,0.0026149718905754899,6.429844459965227e-08,0.005077941135105059,9.8276550785761012e-07,3.5312464678863139e-13,2.3951545738880059e-06,5.766741084847959e-15,1.9487808077168637e-06,6.2042664506542797e-06,6.2058927220267745e-06,1.0158644345447368e-09,5.8609382126702434e-10,1.663313983138297e-07,9.9433160509613142e-14,9.8771590037196593e-14,9.9009406437312545e-14,1.7371118455411524e-09,3.4813151957256371e-07,1.0465952741454254e-11,2.8539404930899911e-16,3.8069920425230071e-07,1.9425478216501217e-07,2.3717848872194581e-11,1.1603561810023964e-11,8.3949827430921398e-16,3.638543945050085e-16,6.3540213524874367e-13,5.9586746054780944e-13,3.865555760427208e-14,7.0952143512935167e-16,9.6608785818810629e-16,1.2564967615324075e-15,1.0042805587947434e-17,1.167522234932956e-20,7.4459593640865281e-22,6.5029782373024121e-19,2.0660482308704027e-18,1.5380692040655425e-13,6.832633554926345e-15,1.7566729129127702e-16
4.5072567454400316e-10,0.7083013112271642,154.0,0.0,0.0,0.0,0.98985556428033028,1.0,18.999954386654501,0.00023704805637279693,0.001012810898154262,0.0009610246475284936,4.424030904421685e-05,1.5982510601124297e-10,7.0642530374774293e-06,0.0026749194149399413,6.4283696667451935e-08,0.0051944503732977354,1.0051990864065076e-06,3.6138395209672386e-13,2.5041311748089687e-06,5.898378427696746e-15,1.9999797659797728e-06,6.5299768352792872e-06,6.5316897102860445e-06,1.0692079714642074e-09,6.1689216976004325e-10,1.7411654717970031e-07,1.127199373928267e-13,1.1216245904372443e-13,1.1243924253499221e-13,1.859092743640705e-09,3.6411986758000428e-07,1.1445682244721672e-11,2.9713169281078221e-16,3.9487984658933426e-07,2.0145505854106207e-07,2.6099281115671005e-11,1.2257881589590042e-11,9.4114118672043989e-16,3.8946432376109201e-16,6.9579985244264369e-13,6.51574309539109e-13,4.3232950277036371e-14,8.0005181248885174e-16,1.1029392473078213e-15,1.4079505314734238e-15,1.168069020918133e-17,1.3778845160766586e-20,8.5007441045846905e-22,7.6115029020712452e-19,2.3675149649579164e-18,1.6100579203625e-13,7.1635210124677083e-15,1.8389218479951767e-16
4.6087438324214124e-10,0.7083013083994959,154.0,0.0,0.0,0.0,0.9896285331689948,1.0,18.999953337435716,0.0002423519909215828,0.0010353746243790662,0.00098221449105436397,4.5250542624296599e-05,1.6338573304784061e-10,7.0627242937751648e-06,0.0027348515918940177,6.4268952666508418e-08,0.0053109342450539101,1.0276221811586273e-06,3.6963620484052564e-13,2.6154965943929377e-06,6.0299542529789314e-15,2.051140673305821e-06,6.8641301705705877e-06,6.8659320151807496e-06,1.1239346024128042e-09,6.4848965584952929e-10,1.8208129035298681e-07,1.273878924473017e-13,1.2697579712237194e-13,1.2729675967809048e-13,1.9866011282484492e-09,3.8046346602287188e-07,1.24924005405745e-11,3.0910381402061502e-16,4.0919368134554395e-07,2.0872116400650129e-07,2.8655978792600905e-11,1.2931450695496463e-11,1.0522102357177405e-15,4.16239904036531e-16,7.603849436131047e-13,7.1103688615810715e-13,4.8229349355351032e-14,8.99558449081706e-16,1.2553334953461326e-15,1.5736341387318587e-15,1.3537459277420712e-17,1.6198775527881529e-20,9.6753286173759649e-22,8.8773074845642003e-19,2.7046074185342592e-18,1.6837128360580773e-13,7.5023326406864818e-15,1.9230750964126384e-16
4.811718006384174e-10,0.7083013028571076,154.0,0.0,0.0,0.0,0.98917465247257819,1.0,18.999951240528862,0.00025295544888902515,0.0010804704545040451,0.0010245398977338756,4.7268421897855426e-05,1.7050199589974811e-10,7.059668031654195e-06,0.0028546699291999334,6.4239476453448874e-08,0.0055438259346972983,1.0724369384025224e-06,3.8611957076724504e-13,2.8453849839246391e-06,6.2929214630978326e-15,2.1533451508934972e-06,7.5577401291326164e-06,7.5597270405287295e-06,1.2375329585453962e-09,7.1407962257435351e-10,1.9854996341101513e-07,1.6128740639737359e-13,1.6131887615925838e-13,1.617460600405223e-13,2.2586725233806769e-09,4.1421544987734092e-07,1.4798704713803498e-11,3.337520217683978e-16,4.3820245198602543e-07,2.2344146245310059e-07,3.432880520942966e-11,1.433646936753524e-11,1.3051017549810239e-15,4.7338888415106999e-16,9.0287007889011815e-13,8.4186622411759364e-13,5.9590414769475554e-14,1.1281028674134892e-15,1.6122099290585024e-15,1.9516368854959238e-15,1.8001489637811207e-17,2.2145271690706042e-20,1.2425977129209192e-21,1.1954413650512565e-18,3.4989401915761015e-18,1.8360267438011716e-13,8.2037543764150579e-15,2.0971007940905751e-16
4.99439476295066e-10,0.7083012979975595,154.0,0.0,0.0,0.0,0.988766366681749,1.0,18.999949355055307,0.00026249353453041676,0.0011210206784831281,0.0010625709477303964,4.9081566087289261e-05,1.7690094662696128e-10,7.0569187918788842e-06,0.0029624540082572306,6.4212961294206199e-08,0.0057533418148801672,1.1127344132972037e-06,4.0093052578520366e-13,3.0604319727296696e-06,6.5293818435529184e-15,2.2451919923622136e-06,8.2107989728788216e-06,8.2129606119315223e-06,1.3444910105489083e-09,7.7583749292988238e-10,2.1398699346536217e-07,1.9761313823448579e-13,1.9826357960116896e-13,1.9881011606183704e-13,2.5236228392544901e-09,4.458047737987312e-07,1.7133817507211499e-11,3.5673865604375365e-16,4.6472075719054079e-07,2.3689193335430628e-07,4.0119604223943755e-11,1.5667135252992234e-11,1.5713314704130893e-15,5.2906210868425197e-16,1.0473467779344971e-12,9.7407643755153823e-13,7.1536346084158703e-14,1.371249673689719e-15,2.000901368640386e-15,2.3507486804989443e-15,2.3017541860749996e-17,2.9004287556709525e-20,1.542185412096519e-21,1.5459491757463892e-18,4.3707125147059591e-18,1.9788214329973764e-13,8.8621998769997012e-15,2.2602524112992143e-16
