Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218)
3.1644150326304826e-12,0.40571604992276084,154.0,0.0,0.0,0.0,0.99992281444999231,0.99999999997468492,18.999999886224678,1.6110788447900732e-06,1.2018272594987479e-05,1.1938318613305615e-05,9.6410390597771254e-08,3.3467606899829674e-12,6.6271423904461368e-06,1.5304261207063033e-05,5.8201534302934515e-08,2.9513113641037617e-05,1.7224368329307283e-08,7.9486663506258768e-16,7.5786268179938951e-10,1.0189270202872458e-16,6.9643450245218678e-10,1.1773545533642759e-11,1.1778056889101897e-11,3.1063797791398685e-15,1.4049252790890658e-15,2.4379590893943949e-11,3.8757768650835493e-27,3.5890517373863344e-27,3.5890998094195394e-27,2.7840443605841252e-15,1.3667521593962834e-10,2.6748555449538054e-18,2.0647427120659415e-18,2.1125762137330812e-11,1.0954108938109048e-11,5.0400877645772141e-20,2.5992387153537566e-17,1.5955329123070619e-26,5.2417444058297391e-22,6.7604081689834687e-21,6.233355459856773e-21,2.873033999015479e-24,1.6523083592841674e-27,5.397519243732913e-28,2.0154491126672567e-25,8.3807390870729608e-32,2.0132550119484677e-35,4.0407813833937626e-34,1.0552057150330706e-32,1.6634006804962042e-30,1.2595616256056989e-17,6.8892998963945143e-20,1.2754529560397767e-20,1.9955781284136767e-21,3.4084983177227092e-18,1.6012774667899552e-18,2.4556771705557171e-14,2.1350380318491374e-16,2.6219872500274936e-16,1.0035662622072266e-19,6.3780234045886096e-20,4.2706073000124026e-20,7.8973077080172155e-28,2.781352546740955e-27,3.1954162862335852e-19,1.5968011671049776e-28,1.0438414644142477e-22,1.448437037802855e-33,4.5622584537439967e-28,3.3281680681147016e-23,9.4744790870965577e-28,4.9540994355717358e-30,1.2746128882786351e-12,2.402736278352904e-11,1.3412922024413575e-14,3.296788267973954e-21,8.2901960508548312e-16,8.290304301844278e-16,1.0825098944609754e-20,5.1055913093313793e-13,4.6392956094330864e-16,1.6154867083941434e-15
3.2370843424991842e-12,0.4057160499116398,154.0,0.0,0.0,0.0,0.99992104576184215,0.99999999997410349,18.99999988142271,1.6480747834308285e-06,1.2294157494058618e-05,1.2210336317151218e-05,1.0072566645320795e-07,3.423588341464151e-12,6.6275497471559233e-06,1.5706689695152177e-05,5.8237476267816241e-08,3.0289170462675978e-05,1.7706659700521078e-08,8.304445399293375e-16,7.8556667775793274e-10,1.0474575499034643e-16,7.2841987967045573e-10,1.2598615104233178e-11,1.2603459621167666e-11,3.3306397014712568e-15,1.5138219209168089e-15,2.551200041602672e-11,4.5403212066868698e-27,4.2044745917031475e-27,4.2045322042415226e-27,2.9873913755609436e-15,1.4096348574558306e-10,2.8349915916748892e-18,2.1236377351544606e-18,2.2226849471773209e-11,1.1525020826159166e-11,5.5312062516679652e-20,2.7819484806521788e-17,1.790565181628586e-26,5.6321428203740382e-22,7.4178869825986661e-21,6.8514443060086909e-21,3.2307476626038527e-24,1.9005846757806681e-27,6.2098536820268937e-28,2.2616170565559626e-25,9.8651148802823587e-32,2.3792846045224004e-35,4.6509176136727697e-34,1.2330108653906518e-32,1.9138629957846634e-30,1.3178562050389531e-17,7.3656205731874369e-20,1.3374001008192167e-20,2.1249352687225773e-21,3.6490195658988024e-18,1.6754501609406393e-18,2.5687613529610458e-14,2.2681758417389041e-16,2.8059190592494128e-16,1.0771235721034948e-19,6.8391960210884208e-20,4.6636175680022007e-20,8.4433228032678667e-28,3.0373064093449169e-27,3.4190232517390282e-19,1.708541182113713e-28,1.1171444129881547e-22,1.7358430201147198e-33,4.8776901500219618e-28,3.645487704650031e-23,1.0382803817019349e-27,5.5546407553530018e-30,1.3039069579605101e-12,2.4578805677765963e-11,1.4035584763319917e-14,3.5305671429004915e-21,8.675246111869922e-16,8.6753619923652522e-16,1.1588049533037652e-20,5.4583590536991515e-13,4.965747469959335e-16,1.769966897556021e-15
3.309753652367886e-12,0.40571604990031607,154.0,0.0,0.0,0.0,0.99991927708265227,0.99999999997352207,18.999999876533202,1.6850706443123504e-06,1.2570041157928265e-05,1.2482265023659092e-05,1.0512819535440265e-07,3.5004156489154112e-12,6.6278879067158704e-06,1.6109140634163468e-05,5.8269353613579087e-08,3.1065270779283126e-05,1.818918284919973e-08,8.667418173380955e-16,8.1364240359953686e-10,1.0760017906782609e-16,7.6110681460962891e-10,1.3461135803513399e-11,1.3466329503033808e-11,3.5653905739508379e-15,1.628248367261617e-15,2.6670115923397937e-11,5.3000765963985793e-27,4.9080785184419639e-27,4.9081472870651744e-27,3.2007050114361592e-15,1.4530344958534115e-10,3.0014581263068891e-18,2.1826178653003217e-18,2.3356381816464962e-11,1.2110679650270156e-11,6.0579152504360715e-20,2.9730031270526529e-17,2.0043701642099924e-26,6.0420451063737859e-22,8.1228392415322719e-21,7.5150225061844124e-21,3.6235011614938802e-24,2.1793233735406635e-27,7.1220797174830749e-28,2.5314466131573722e-25,1.1570060254359579e-31,2.8015608977870136e-35,5.3363217148298629e-34,1.435923826717228e-32,2.1951444288087706e-30,1.3774601593767593e-17,7.8629834631582404e-20,1.4008100098844346e-20,2.2596987867860544e-21,3.9005509647930484e-18,1.7512764819534667e-18,2.6843520188445718e-14,2.4060693310289088e-16,2.9982217696483717e-16,1.154182930171374e-19,7.3220098797436572e-20,5.0825660386155521e-20,9.0134590408160445e-28,3.3101525619844634e-27,3.6527574387549226e-19,1.825341933410012e-28,1.1937788116094422e-22,2.071906113896342e-33,5.2070565715686993e-28,3.984934740601057e-23,1.1354812428209833e-27,6.2121355519678034e-30,1.3332022118993621e-12,2.5130234191986269e-11,1.4672353640889537e-14,3.7752092825712991e-21,9.0690327608908441e-16,9.0691566211690247e-16,1.2386027817865458e-20,5.8266883425697693e-13,5.3068695227163809e-16,1.9351845196140971e-15
3.3824229622365875e-12,0.4057160498887907,154.0,0.0,0.0,0.0,0.99991750841177929,0.99999999997294065,18.999999871556621,1.7220664274349824e-06,1.2845923613991999e-05,1.2754105172939334e-05,1.0961753740316318e-07,3.5772426199652514e-12,6.628168309916629e-06,1.6511610180577165e-05,5.8297624678384396e-08,3.1841407178968272e-05,1.8671910385891463e-08,9.0375484047361164e-16,8.4208909175660118e-10,1.1045581223457371e-16,7.9449425268656013e-10,1.4361919525446773e-11,1.436747879986331e-11,3.810867008576921e-15,1.7483411883674945e-15,2.7853937580138739e-11,6.1661209329483761e-27,5.7101247469966902e-27,5.7102065159675269e-27,3.4242487689727254e-15,1.4969511254933817e-10,3.1743971460965125e-18,2.2416798849683763e-18,2.4514353768222316e-11,1.2711082519079635e-11,6.6219542132654007e-20,3.1725870104337989e-17,2.2382918239597903e-26,6.4719763912892088e-22,8.8775662697438533e-21,8.2263364496064484e-21,4.0538426949715353e-24,2.4914626355276401e-27,8.1438638870490016e-28,2.8266270474727509e-25,1.3522360918982267e-31,3.2872266977719508e-35,6.1043001505870435e-34,1.6668391062567586e-32,2.5102302304048758e-30,1.4383729161741422e-17,8.3818072939164066e-20,1.4656820377993806e-20,2.3999765121560303e-21,4.1633350806496845e-18,1.8287549433929891e-18,2.8024469188911317e-14,2.548756045372547e-16,3.1990787508036125e-16,1.2348247258493055e-19,7.8269540948394873e-20,5.5285082735908225e-20,9.6081964185899304e-28,3.6005784248378447e-27,3.8968375089444835e-19,1.9473126897615391e-28,1.2738168410995603e-22,2.4635114102385182e-33,5.5506350119247349e-28,4.3475104018563244e-23,1.2393401947178252e-27,6.9305527654440318e-30,1.362498658995703e-12,2.5681648365120217e-11,1.53232273118062e-14,4.0309671375395159e-21,9.4715557625313474e-16,9.4716879607275024e-16,1.3219819615405968e-20,6.2108872171065874e-13,5.6629580845353238e-16,2.1116161859395153e-15
3.455092272105289e-12,0.4057160498770649,154.0,0.0,0.0,0.0,0.99991573974866288,0.99999999997235922,18.99999986649344,1.7590621327990486e-06,1.3121804886433088e-05,1.3025857202886277e-05,1.1419325491571549e-07,3.6540692613478137e-12,6.6284005068693513e-06,1.6914095126045998e-05,5.8322696121061093e-08,3.261757347471493e-05,1.9154818133113299e-08,9.4148000077772166e-16,8.7090606091422676e-10,1.1331251146491029e-16,8.2858114173393348e-10,1.5301776944033153e-11,1.530771855630205e-11,4.0673032644461248e-15,1.8742367533046954e-15,2.9063465553804856e-11,7.1505356622542676e-27,6.6218042465994483e-27,6.6219011151599187e-27,3.6582876807479933e-15,1.5413847970347738e-10,3.3539521019470551e-18,2.3008209531332123e-18,2.5700759674469088e-11,1.3326226411938914e-11,7.2251093001739526e-20,3.3808843597742505e-17,2.4937389996509716e-26,6.9224648955009548e-22,9.6844296122621413e-21,8.9876923198687307e-21,4.524444823789274e-24,2.8401506483525781e-27,9.2855673338153094e-28,3.148928632568487e-25,1.575136276570856e-31,3.8441515696196398e-35,6.9626860008451811e-34,1.9289136309743558e-32,2.8623204974015278e-30,1.5005939056763586e-17,8.9225086250258861e-20,1.5320155421843756e-20,2.5458761767669469e-21,4.4376142585814182e-18,1.9078840704066148e-18,2.9230438211861845e-14,2.6962719815445914e-16,3.4086732066200063e-16,1.31912927485115e-19,8.354517334392112e-20,6.0025160354529309e-20,1.022801244923269e-27,3.9092819683020595e-27,4.1514817978870475e-19,2.0745625569865941e-28,1.3573305745463147e-22,2.9183353464662967e-33,5.9087013288879759e-28,4.7342377214791947e-23,1.3501532835108612e-27,7.7140428085324346e-30,1.3917963081050728e-12,2.6233048235907401e-11,1.5988204431842731e-14,4.298093532799895e-21,9.8828148820206913e-16,9.8829557841278909e-16,1.4090210720024516e-20,6.6112620445824719e-13,6.034307865287642e-16,2.2997480049376132e-15
3.527761581973991e-12,0.4057160498651396,154.0,0.0,0.0,0.0,0.99991397109281355,0.9999999999717778,18.999999861344101,1.7960577604048518e-06,1.3397684996598994e-05,1.3297521549189687e-05,1.1885491241155663e-07,3.7308955790080346e-12,6.6285924687464399e-06,1.7316592792666044e-05,5.8344928745100567e-08,3.3393764502419978e-05,1.9637884748906771e-08,9.799137078574955e-16,9.0009270628982851e-10,1.1617015050716335e-16,8.6336643199133683e-10,1.628151751610241e-11,1.6287858599272767e-11,4.3349332485630613e-15,2.0060712295919069e-15,3.0298700015145665e-11,8.2664718863419966e-27,7.6552989926636177e-27,7.6554133436861279e-27,3.9030882985309244e-15,1.5863355608898381e-10,3.5402678982301722e-18,2.3600385641218486e-18,2.6915593674632534e-11,1.3956108200379989e-11,7.8692137180122015e-20,3.5980792772654815e-17,2.7721871227943371e-26,7.3940419068762798e-22,1.0545851382652293e-20,9.8014564418647286e-21,5.0381077404254333e-24,3.2287556266093685e-27,1.0558279302308496e-27,3.5002047483438075e-25,1.8289153567390819e-31,4.4809884875448583e-35,7.9198644307467709e-34,2.2255844100990045e-32,3.2548405636137516e-30,1.5641225607998027e-17,9.4855018591215144e-20,1.5998098836915609e-20,2.6975054156774171e-21,4.7236306242345591e-18,1.9886623993130707e-18,3.0461405105984734e-14,2.8486516450215793e-16,3.627188176603361e-16,1.4071768197678667e-19,8.9051878237196429e-20,6.5056770414669845e-20,1.0873382172845423e-27,4.236971552763306e-27,4.4169083173931646e-19,2.207200479111033e-28,1.4443919780711668e-22,3.4449165303259986e-33,6.2815299518751918e-28,5.1461615198658396e-23,1.4682228930050218e-27,8.5669417335613157e-30,1.4210951680382651e-12,2.6784433842897694e-11,1.6667283657856072e-14,4.5768416676455812e-21,1.0302809885200647e-15,1.0302959865069686e-15,1.4997986904194215e-20,7.0281175268471688e-13,6.4212119760130044e-16,2.5000755301840418e-15
3.6004308918426925e-12,0.40571604985301557,154.0,0.0,0.0,0.0,0.99991220244380385,0.99999999997119637,18.999999856109064,1.8330533102526791e-06,1.3673563963333747e-05,1.3569098645345888e-05,1.2360207660236336e-07,3.8077215781927758e-12,6.6287508482858071e-06,1.7719100945460477e-05,5.836464266674997e-08,3.4169975952126417e-05,2.0121091394479692e-08,1.0190523893938845e-15,9.2964849100748157e-10,1.1902861791750376e-16,8.9884907609639747e-10,1.7301949484097565e-11,1.730870754075874e-11,4.6139905166469686e-15,2.1439805829629273e-15,3.1559641137855399e-11,9.5282192515558219e-27,8.8238458105340381e-27,8.8239803416811148e-27,4.1589186807525342e-15,1.6318034672229119e-10,3.7334908925993595e-18,2.4193305054018441e-18,2.8158849734735545e-11,1.460072466605429e-11,8.5561480589136857e-20,3.8243557384225948e-17,3.0751799476131217e-26,7.8872417555229906e-22,1.1464314607615997e-20,1.0670055625811823e-20,5.5977625579169643e-24,3.6608760905636071e-27,1.1973851503222474e-27,3.8823939923334365e-25,2.1170753326335733e-31,5.2072336388841562e-35,8.9847988226641831e-34,2.5605869961929431e-32,3.6914516626224555e-30,1.6289583171138576e-17,1.007119925296652e-19,1.6690644259818287e-20,2.8549717677857841e-21,5.0216260853953785e-18,2.0710884772077057e-18,3.1717347881878897e-14,3.0059281054243467e-16,3.854806537091112e-16,1.4990475306478681e-19,9.4794533488870236e-20,7.0390947211122225e-20,1.154477816966356e-27,4.5843657706597536e-27,4.693334757755454e-19,2.3453352394929292e-28,1.5350729115752199e-22,4.0527311726653854e-33,6.6693938892453062e-28,5.5843483850503178e-23,1.5938577389540725e-27,9.4937754066134622e-30,1.45039524756155e-12,2.7335805224452262e-11,1.736046364778234e-14,4.8674651155258044e-21,1.073154053852248e-15,1.0731699977861664e-15,1.5943933918550938e-20,7.4617567087520641e-13,6.8239619370061218e-16,2.7131037088233078e-15
3.6731002017113946e-12,0.40571604984069426,154.0,0.0,0.0,0.0,0.99991043380126032,0.99999999997061495,18.999999850788768,1.8700487823428025e-06,1.3949441803271582e-05,1.3840588922668849e-05,1.2843431638095694e-07,3.8845472635336273e-12,6.628881197908467e-06,1.8121617719103168e-05,5.8382121903227398e-08,3.4946204226716065e-05,2.0604421440613743e-08,1.0588924910505814e-15,9.5957293844011179e-10,1.2188781532318627e-16,9.3502802907597302e-10,1.8363879878847488e-11,1.8371072780577175e-11,4.9047082739353292e-15,2.28810057725138e-15,3.2846289098352387e-11,1.0951277667575827e-26,1.0141802844527677e-26,1.0141960602080008e-26,4.4260483800688641e-15,1.67778856594957e-10,3.9337688958051835e-18,2.4786948223542699e-18,2.9430521676360279e-11,1.5260072515752547e-11,9.2878406380014944e-20,4.0598975921933163e-17,3.4043312930835098e-26,8.4026017887297709e-22,1.2442363568746728e-20,1.1595977508394714e-20,6.2064746170972199e-24,4.1403513982128336e-27,1.3544933352105493e-27,4.2975223024407118e-25,2.4434313490676102e-31,6.0332894927210112e-35,1.01670575745645e-33,2.93797476411879e-32,4.1760618638419545e-30,1.6951006128235798e-17,1.0680010928451743e-19,1.7397785357030126e-20,3.018382676520648e-21,5.3318423335401821e-18,2.1551608615837986e-18,3.2998244706373159e-14,3.1681330499040007e-16,4.091711002440252e-16,1.5948215055569357e-19,1.0077801260030226e-19,7.6038879770198295e-20,1.224267057266476e-27,4.9521932908002862e-27,4.9809784899376414e-19,2.4890754619165565e-28,1.6294451294646814e-22,4.7522733193593925e-33,7.0725647355828981e-28,6.0498866531515027e-23,1.7273728633645061e-27,1.0499263689032412e-29,1.479696555396897e-12,2.7887162418744549e-11,1.8067743060631926e-14,5.1702178239044927e-21,1.1169006609043996e-15,1.1169175897418915e-15,1.692883749194798e-20,7.912480986532506e-13,7.2428476858629296e-16,2.9393468302283079e-15
3.745769511580096e-12,0.4057160498281765,154.0,0.0,0.0,0.0,0.99990866516485633,0.99999999997003353,18.99999984538367,1.9070441766754809e-06,1.4225318531096229e-05,1.4111992810301185e-05,1.3335120281032321e-07,3.9613726391198826e-12,6.6289881520216093e-06,1.8524141556674034e-05,5.8397618444921653e-08,3.5722446323804739e-05,2.1087860208406149e-08,1.0994304763835418e-15,9.898656254129369e-10,1.2474765588889107e-16,9.7190224833739759e-10,1.9468114522329407e-11,1.9475760509142539e-11,5.2073193759844744e-15,2.4385667743742754e-15,3.4158644075583364e-11,1.255243190937387e-26,1.1624718700723509e-26,1.1624903116242579e-26,4.7047484310158439e-15,1.724290906736022e-10,4.1412511715122534e-18,2.5381297918950959e-18,3.0730603200855905e-11,1.5934148393958438e-11,1.0066267830353683e-19,4.304888561065379e-17,3.7613267970123653e-26,8.9406623460915783e-22,1.3482604141460743e-20,1.2581770891048618e-20,6.8674468120833305e-24,4.6712725328364315e-27,1.5285008086859684e-27,4.7477050915048771e-25,2.812132526155561e-31,6.970531246103329e-35,1.1476841568461679e-33,3.3621390276147589e-32,4.7128372834849089e-30,1.7625488887531321e-17,1.131234488353722e-19,1.8119515824691697e-20,3.1878454905073369e-21,5.6545208453313156e-18,2.2408781199691396e-18,3.4304073897073135e-14,3.3352968345470434e-16,4.3380841261741976e-16,1.69457877111854e-19,1.070071847456461e-19,8.2011909493217075e-20,1.2967527080111155e-27,5.341192704904498e-27,5.2800565677040397e-19,2.6385296116565945e-28,1.727580281356559e-22,5.5551400773229068e-33,7.491312678943658e-28,6.5438863889569092e-23,1.8690896288395904e-27,1.1588324626267738e-29,1.5089991002221945e-12,2.8438505463761221e-11,1.8789120556484639e-14,5.4853541141197651e-21,1.1615207864426541e-15,1.1615387399259855e-15,1.795348333151053e-20,8.3805901161479689e-13,7.6781575854862372e-16,3.179328474919581e-15
3.818438821448798e-12,0.40571604981546344,154.0,0.0,0.0,0.0,0.99990689653430609,0.9999999999694521,18.999999839894194,1.944039493250961e-06,1.4501194159769717e-05,1.4383310735225116e-05,1.3835230911268826e-07,4.0381977085602512e-12,6.6290755789592927e-06,1.8926671158614712e-05,5.8411355867670796e-08,3.6498699737307731e-05,2.1571394740472488e-08,1.1406628267510607e-15,1.020526176174538e-09,1.276080629631747e-16,1.0094706936597771e-09,2.0615458030421151e-11,2.0623575710219676e-11,5.5220563294672328e-15,2.5955145343986346e-15,3.5496706250849815e-11,1.4349829154288384e-26,1.328940431200885e-26,1.3289619242007133e-26,4.9952913377554254e-15,1.7713105389987334e-10,4.3560884361179412e-18,2.5976338930187219e-18,3.2059087909514591e-11,1.6622948893311323e-11,1.0893454407230609e-19,4.559512241172458e-17,4.147925682126122e-26,9.5019667348189149e-22,1.4587704131123588e-20,1.3630046075402299e-20,7.5840229338629997e-24,5.2579931471849006e-27,1.7208429769023757e-27,5.2351493936096512e-25,3.2276837215931003e-31,8.0313767630415285e-35,1.2925012312752899e-33,3.8378300133777925e-32,5.3062135720699089e-30,1.8313025883298713e-17,1.1968607003136548e-19,1.8855829388408284e-20,3.3634674642112559e-21,5.9899028840612423e-18,2.3282388295771585e-18,3.5634813917126344e-14,3.5074485338718213e-16,4.594108302090194e-16,1.7983992830353328e-19,1.1348691480281985e-19,8.8321527833593922e-20,1.3719812968027736e-27,5.7521123763305483e-27,5.5907857296915598e-19,2.7938059965133777e-28,1.8295499127652961e-22,6.4741220333598259e-33,7.9259065080633361e-28,7.0674793666387908e-23,2.0193357129621999e-27,1.276607864406991e-29,1.5383028906714735e-12,2.8989834397303152e-11,1.9524594796484824e-14,5.8131286812443572e-21,1.2070144072932071e-15,1.2070334259503299e-15,1.9018657122689802e-20,8.8663822215801828e-13,8.1301784320510847e-16,3.4335814637430781e-15
3.8911081313174995e-12,0.40571604980255604,154.0,0.0,0.0,0.0,0.99990512790935882,0.99999999996887068,18.999999834320796,1.9810347320694821e-06,1.4777068700734291e-05,1.4654543122273352e-05,1.4343721065864862e-07,4.1150224750401435e-12,6.6291467075412328e-06,1.93292054402112e-05,5.8423532536576781e-08,3.7274962375448784e-05,2.2055013599066814e-08,1.182586041223957e-15,1.0515542570496708e-09,1.3046896888425024e-16,1.0477323271853404e-09,2.1806713815643371e-11,2.1815322163666886e-11,5.8491512929676203e-15,2.7590790156766198e-15,3.6860475807654005e-11,1.6363059505668548e-26,1.5154007573217387e-26,1.5154257342015764e-26,5.2979510619123501e-15,1.8188475119042391e-10,4.5784328585728701e-18,2.657205780748669e-18,3.3415969320376886e-11,1.7326470563321204e-11,1.1771473871567226e-19,4.8239521023988259e-17,4.5659625341418702e-26,1.0087061205229612e-21,1.5760393606392436e-20,1.4743475195901627e-20,8.359691031826539e-24,5.9051408653903837e-27,1.9330461173588921e-27,5.7621560220375668e-25,3.6949682469935227e-31,9.2293601230466923e-35,1.4523120762068067e-33,4.3701787125422081e-32,5.9609076800491819e-30,1.9013611575690364e-17,1.2649201069944585e-19,1.9606719803061197e-20,3.5453557585589942e-21,6.3382295010467592e-18,2.4172415769719526e-18,3.6990443370195482e-14,3.6846159884868436e-16,4.8599657653288052e-16,1.9063629265925712e-19,1.2022206338340821e-19,9.4979374007018055e-20,1.4499991102613476e-27,6.1857102909581789e-27,5.9133824014263294e-19,2.9550127678207075e-28,1.9354254657710102e-22,7.5232990677578313e-33,8.3766136195276112e-28,7.621819050597951e-23,2.178445102715103e-27,1.4037852752042901e-29,1.5676079353351226e-12,2.9541149256986392e-11,2.0274164442836545e-14,6.1537965939469078e-21,1.2533815003420209e-15,1.25340162548655e-15,2.0125144529316949e-20,9.370153803089485e-13,8.5991954629299633e-16,3.7026478073051635e-15
3.963777441186201e-12,0.40571604978945514,154.0,0.0,0.0,0.0,0.99990335928979557,0.99999999996828925,18.999999828663888,2.0180298931312731e-06,1.5052942164090605e-05,1.4925690394139958e-05,1.4860548495635685e-07,4.1918469413727183e-12,6.6292042326688334e-06,1.9731743496118934e-05,5.8434324448242758e-08,3.8051232492349929e-05,2.2538706687900255e-08,1.2251966364964292e-15,1.0829495716955602e-09,1.3333031392597377e-16,1.08668611341083e-09,2.3042684089891601e-11,2.3051802448169044e-11,6.1888360777726076e-15,2.9293951750363151e-15,3.8249952931562142e-11,1.8613239553901767e-26,1.7238090793608278e-26,1.723838023956717e-26,5.6130030105009138e-15,1.866901874369125e-10,4.8084380602031531e-18,2.7168442699631394e-18,3.4801240882253558e-11,1.8044709917640074e-11,1.2702448792733665e-19,5.0983914884828553e-17,5.0173490917893024e-26,1.0696494926421918e-21,1.7003465229795259e-20,1.5924792549634757e-20,9.1980867930866937e-24,6.617628843621184e-27,2.1667312571907027e-27,6.33112173877241e-25,4.2192715608050882e-31,1.0579208897612378e-34,1.628343681811555e-33,4.9647196294528471e-32,6.6819299030752943e-30,1.9727240450589448e-17,1.3354528775209017e-19,2.0372180852627002e-20,3.7336174415380805e-21,6.6997415369753193e-18,2.5078849577465954e-18,3.8370940995630675e-14,3.8668258509797606e-16,5.1358385934070048e-16,2.0185495171441963e-19,1.2721748686153897e-19,1.0199723273420788e-19,1.5308521952588337e-27,6.6427539101931961e-27,6.2480626972868851e-19,3.1222579214270281e-28,2.0452782796700129e-22,8.7181417677451027e-33,8.8437000249046515e-28,8.2080805764308154e-23,2.3467580889373817e-27,1.5409184754560793e-29,1.5969142427601105e-12,3.0092450080243061e-11,2.103782815879879e-14,6.5076132943541608e-21,1.3006220425345324e-15,1.3006433162657261e-15,2.1273731193656696e-20,9.8921997454295877e-13,9.0854923645781405e-16,3.9870786556635389e-15
4.036446751054903e-12,0.4057160497761619,154.0,0.0,0.0,0.0,0.99990159067542383,0.99999999996770783,18.999999822923915,2.055024976436555e-06,1.5328814558755065e-05,1.5196752971391096e-05,1.5385671164076077e-07,4.2686711100400255e-12,6.629250403577485e-06,2.0134284570714538e-05,5.8443887752922224e-08,3.882750863085728e-05,2.302246509482626e-08,1.268491146797562e-15,1.1147118568924369e-09,1.3619204536713939e-16,1.1263310191789457e-09,2.4324169867158386e-11,2.4333817943960742e-11,6.5413421486609823e-15,3.1065977680177511e-15,3.9665137810082687e-11,2.1123099025317598e-26,1.9562711013642155e-26,1.9563045538959905e-26,5.9407240239410585e-15,1.9154736750601664e-10,5.046259114534388e-18,2.7765483155228255e-18,3.6214895986444215e-11,1.8777663440138985e-11,1.3688551140567214e-19,5.3830136171195043e-17,5.5040760487520026e-26,1.1330819962127501e-21,1.8319774585567562e-20,1.7176794923380163e-20,1.0102996939429486e-23,7.4006675904825438e-27,2.4236181412187295e-27,6.9445414354525408e-25,4.8063059604288422e-31,1.209692527491217e-34,1.8218979514959559e-33,5.6274144477234537e-32,7.4745962084069392e-30,2.0453907019466748e-17,1.4084989729446103e-19,2.1152206350003756e-20,3.9283594887762293e-21,7.0746796232054115e-18,2.6001675762140984e-18,3.9776285663831244e-14,4.0541036301033226e-16,5.4219087072163199e-16,2.1350388005822648e-19,1.344780374017743e-19,1.0938703201574006e-19,1.6145863601478822e-27,7.1240200260602735e-27,6.5950424224158976e-19,3.295649298650516e-28,2.1591795916082459e-22,1.0075618649294546e-32,9.3274303578427357e-28,8.8274607320155564e-23,2.524621260815767e-27,1.6885827469053883e-29,1.6262218214502008e-12,3.0643736904322328e-11,2.1815584608680681e-14,6.8748345979140194e-21,1.3487360108753625e-15,1.3487584760780989e-15,2.2465202736460715e-20,1.0432813326020991e-12,9.5893512803792528e-16,4.2874342482727586e-15
4.1091160609236045e-12,0.40571604976267733,154.0,0.0,0.0,0.0,0.99989982206607497,0.99999999996712641,18.999999817101294,2.0920199819855415e-06,1.5604685892598711e-05,1.5467731272475787e-05,1.5919047246289787e-07,4.3454949832325687e-12,6.6292870975845776e-06,2.0536828033320168e-05,5.8452360992664905e-08,3.9603789574763454e-05,2.3506280952946416e-08,1.3124661238028183e-15,1.1468408788080751e-09,1.3905411666985592e-16,1.1666660136698278e-09,2.56519709662455e-11,2.5662168835539544e-11,6.9069006246893168e-15,3.2908213491461881e-15,4.1106030632558317e-11,2.3917070569354006e-26,2.2150503232914558e-26,2.2150888857193587e-26,6.2813923641631484e-15,1.964562962394587e-10,5.2920525471174045e-18,2.8363169918930023e-18,3.7656927976530075e-11,1.9525327589986268e-11,1.4732002618678923e-19,5.6780015800618672e-17,6.0282148674979187e-26,1.199059124674312e-21,1.9712240504767176e-20,1.8502341917898052e-20,1.1078362641742689e-23,8.2597770481731994e-27,2.7055292902108897e-27,7.6050103256799743e-25,5.4622362963051627e-31,1.3799871155018871e-34,2.0343547892187804e-33,6.3646766337161796e-32,8.3445408439640587e-30,2.1193605819241406e-17,1.484098147310126e-19,2.1946790136843367e-20,4.1296887841008395e-21,7.4632841830227522e-18,2.6940880451104753e-18,4.1206456371789201e-14,4.2464737333216773e-16,5.718357871987361e-16,2.2559104537903973e-19,1.4200856298605674e-19,1.1716084093846258e-19,1.7012471759837549e-27,7.630294618352956e-27,6.9545370745821957e-19,3.4752945872096251e-28,2.277200537198236e-22,1.1614309399301224e-32,9.8280678811294941e-28,9.4811779387131796e-23,2.712387500409681e-27,1.847375295166965e-29,1.6555306798661706e-12,3.119500976629137e-11,2.2607432457836731e-14,7.2557166932595027e-21,1.3977233824280259e-15,1.3977470827727828e-15,2.370034475702073e-20,1.0992286223083225e-12,1.0111052818451447e-15,4.604283864183051e-15
