Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218)
1.1220035772265907e-10,0.40571598195171144,154.0,0.0,0.0,0.0,0.99727331685285059,0.9999999990923556,18.99997016357905,5.7033889343748168e-05,0.00042483906714670838,0.00039571140784281007,2.9021353049366941e-05,1.1830777120858304e-10,6.6129771536415407e-06,0.00061844178854022689,5.8366125219364392e-08,0.0011928491767950757,7.4186858621978368e-07,2.39271286857809e-13,4.5148198300984513e-07,4.3886133576589838e-15,4.9879558053578344e-07,3.3876224549130446e-07,3.3891601203498411e-07,9.7477585023848073e-11,5.6035489337371456e-11,3.0810395620991604e-08,1.2310965248981024e-16,1.1578652687121797e-16,1.1584588518401019e-16,2.3126966423660833e-10,6.5505647025824123e-08,3.8989601734656789e-13,1.5604012841220219e-16,3.0119879536469448e-08,1.5572790915670246e-08,2.5275734898655861e-13,9.1439553523793857e-13,2.4819528593300909e-18,4.6318799485814336e-17,1.9859032603150721e-14,1.9509885299408694e-14,3.1605338025990034e-16,4.791517975366534e-18,2.0604183682434363e-18,2.0850188076551836e-17,1.0849839879761637e-20,1.5102350684265365e-23,1.5713612327547791e-24,9.8699597820145346e-22,6.8662325185964136e-21,1.4753018270957779e-14,9.5361202433893945e-16,1.6420244404846644e-17,5.2941794275266936e-17,1.1757985723381593e-13,1.439885591634891e-15,2.1834990568158089e-11,4.8993869127990842e-13,8.9355330560232935e-12,3.8961613557777651e-15,2.374764807681271e-15,9.6222000172234282e-15,1.0931484331269356e-23,6.2662419753536834e-22,9.3711942573063602e-15,4.6829372508505612e-24,3.091972306138968e-18,1.7025431295472041e-21,6.3150903184973812e-24,4.2957746514201694e-17,1.2486098816715273e-21,4.0120387155100616e-22,4.807814917023593e-11,8.4237547882003602e-10,1.6158012015329907e-11,2.2900853769188348e-16,1.0331598386186631e-12,1.0336388231298231e-12,4.7898451116005351e-16,6.2502505268653069e-09,5.9990538356675782e-12,9.1749899424487401e-10
1.1479337553750062e-10,0.4057159801839444,154.0,0.0,0.0,0.0,0.99721041173240488,0.99999999907108095,18.999969377094985,5.8349790051151169e-05,0.00043462912201297526,0.00040471348260308495,2.9787252986129476e-05,1.2103407025591906e-10,6.612580747439537e-06,0.00063276353530275801,5.8362443641383859e-08,0.0012204785513941277,7.5905391693030865e-07,2.4558587406366462e-13,4.7213043257433975e-07,4.4902752603099988e-15,5.1658513349784713e-07,3.5974231950402151e-07,3.5990563966646337e-07,1.0352027758767143e-10,5.9519068756089774e-11,3.2255759619273875e-08,1.422204861930319e-16,1.3381246071004396e-16,1.3388274160265176e-16,2.4803675435354261e-10,6.8498246547274474e-08,4.2592063137299437e-13,1.6130290614937561e-16,3.1447610885127526e-08,1.6258214197242045e-08,2.7999345315813602e-13,9.7422838391138198e-13,2.8096272164646534e-18,4.9680963788747153e-17,2.1804928926946995e-14,2.1414966172054816e-14,3.5501229938209532e-16,5.4734995173779383e-18,2.3674184102538405e-18,2.3436111203120482e-17,1.2744761565224047e-20,1.8026258037517473e-23,1.8055146758506444e-24,1.1604692304739698e-21,7.9020425852206907e-21,1.5446048709668505e-14,1.004185388923383e-15,1.7192620144569893e-17,5.6367870838939552e-17,1.252113200848711e-13,1.4964055408460145e-15,2.269189049737883e-11,5.0955959231837853e-13,9.5165777972307061e-12,4.1498733713464632e-15,2.5293343350475108e-15,1.0277949488341958e-14,1.1511219034565416e-23,6.6932838176680802e-22,9.9518020752339629e-15,4.9730763644354376e-24,3.2835616157408885e-18,2.013409017005716e-21,6.6500015634762963e-24,4.6851223833316156e-17,1.3617961464232138e-21,4.5233058500696868e-22,4.9269637936399562e-11,8.616711921900557e-10,1.6897283422464419e-11,2.4726177681698552e-16,1.0812952586580437e-12,1.0818081556171561e-12,5.1289695911251991e-16,6.5567527093499734e-09,6.2939733230295576e-12,9.8709440378610938e-10
1.199794111671837e-10,0.40571597665435644,154.0,0.0,0.0,0.0,0.99708461588460251,0.99999999902848991,18.999967804271197,6.0981295432124651e-05,0.00045420542404453078,0.00042271153910618421,3.1318682395055265e-05,1.2648560654582439e-10,6.6117880261227202e-06,0.00066140401690512204,5.8355081327792782e-08,0.0012757322546457601,7.9341789056022027e-07,2.5821199552623436e-13,5.1480594351244433e-07,4.6935595105560363e-15,5.5255926186556363e-07,4.0392168475477184e-07,4.041051287939335e-07,1.1624549648805337e-10,6.6856222287556873e-11,3.5246564096543066e-08,1.8786637349623562e-16,1.7689733294116177e-16,1.769947028340653e-16,2.839471369317004e-10,7.4683486850289919e-08,5.0539102908198427e-13,1.7205118411297866e-16,3.4177627213830238e-08,1.7667343470882135e-08,3.4123329322355036e-13,1.1009648073802124e-12,3.5705843694448421e-18,5.6882525551120058e-17,2.6121059830252505e-14,2.5637904409092496e-14,4.4440426340791895e-16,7.076031305268637e-18,3.0960921843307886e-18,2.9376832877498656e-17,1.7393389598312194e-20,2.5373961704346348e-23,2.3612933374570202e-24,1.5868645700059107e-21,1.0367372263914423e-20,1.6882437894324035e-14,1.1095009142161336e-15,1.8793526717897392e-17,6.3616562260753675e-17,1.4136006663574443e-13,1.6114703567408987e-15,2.4436376201718032e-11,5.495251586956537e-13,1.0746421945895122e-11,4.6869265958515663e-15,2.8565156266876162e-15,1.1669846928205947e-14,1.2718476375216249e-23,7.599725149607757e-22,1.1173772665018926e-14,5.5837148200360822e-24,3.686790610283499e-18,2.7827521341405074e-21,7.3474310083447718e-24,5.5396064274441402e-17,1.6102046345390685e-21,5.7049611048355087e-22,5.1663702564546183e-11,9.0024255999621556e-10,1.842323283569574e-11,2.8687931063168936e-16,1.1808330941836205e-12,1.1814185345304254e-12,5.8544034680461659e-16,7.188953106893728e-09,6.9024266523628529e-12,1.1363994701127412e-09
1.251654467968668e-10,0.4057159731328848,154.0,0.0,0.0,0.0,0.99695883922486705,0.99999999898584324,18.999966231686315,6.3612406151360956e-05,0.0004737766500651879,0.00044070152041319501,3.2849571360628071e-05,1.3193572863258022e-10,6.6109954262387786e-06,0.00069004048386481481,5.8347720137203063e-08,0.0013309792322479853,8.277729487593183e-07,2.7083366095387752e-13,5.593188190861467e-07,4.8967910191170582e-15,5.8902382886324508e-07,4.5109489310969041e-07,4.5129983333085261e-07,1.2983390408361833e-10,7.4692562010495379e-11,3.8370902527580793e-08,2.450326234830671e-16,2.309059478732261e-16,2.3103889146265664e-16,3.2314313183010807e-10,8.1135371336724635e-08,5.9548335272380622e-13,1.8309940223998826e-16,3.7005616795400397e-08,1.9126762499615416e-08,4.1233661487613977e-13,1.2373221006883082e-12,4.4909549980950664e-18,6.474421724696575e-17,3.1046673429003314e-14,3.0453138123747243e-14,5.5089074144643882e-16,9.042550473778008e-18,4.00197923950993e-18,3.6464947674390696e-17,2.3417198360871713e-20,3.5186610382956086e-23,3.0522500098273776e-24,2.1408502344553631e-21,1.3443253172811398e-20,1.8386477953228589e-14,1.2204161119164896e-15,2.0469916080924566e-17,7.1403842575309799e-17,1.5871201667434135e-13,1.7291196298303224e-15,2.6220026119405011e-11,5.9041447323205761e-13,1.2068341562265777e-11,5.2642461501730353e-15,3.2082161498511638e-15,1.3171135108988066e-14,1.3989924117491336e-23,8.5774046477898466e-22,1.2477498098819951e-14,6.2352074934944068e-24,4.117000457341256e-18,3.7902757221179482e-21,8.0819430841197623e-24,6.5015175523922008e-17,1.8898484750165346e-21,7.1260490910341888e-22,5.407254017951621e-11,9.3878747969540414e-10,2.0012090667264142e-11,3.3088127310027348e-16,1.2847241864319246e-12,1.2853886940390783e-12,6.64507607153444e-16,7.8462831013797741e-09,7.5352638293658958e-12,1.2996369236587278e-09
1.303514824265499e-10,0.4057159696197201,154.0,0.0,0.0,0.0,0.99683308174993657,0.99999999894314096,18.999964659381249,6.6243122268898899e-05,0.00049334280118326613,0.00045868347026805284,3.4379878931541376e-05,1.3738443666871279e-10,6.6102029477688802e-06,0.00071867293767298457,5.8340360069423476e-08,0.0013862194869098949,8.6211909347584224e-07,2.8345053297830556e-13,6.0566811830535659e-07,5.0999697988921158e-15,6.2593836377824238e-07,5.0130078362244783e-07,5.0152861114626714e-07,1.442967190003103e-10,8.3034611814759102e-11,4.1628893211245607e-08,3.1589502584790786e-16,2.9791616912940257e-16,2.9809526583256051e-16,3.6576537415638299e-10,8.7853806696187455e-08,6.9710209757053573e-13,1.9444750457953479e-16,3.9929887432853577e-08,2.0635580517334742e-08,4.9436358619122334e-13,1.3835228472691839e-12,5.5950875824383523e-18,7.3294391742318737e-17,3.6636198982601722e-14,3.5912806971307811e-14,6.7679283718887738e-16,1.1433663647985333e-17,5.1177025231373332e-18,4.4858794139275146e-17,3.1136288660924395e-20,4.8128381741451128e-23,3.9032716967538114e-24,2.8526747950403537e-21,1.7245030646273268e-20,1.9958842040507207e-14,1.3369822769219078e-15,2.2222538896904247e-17,7.9740999436240611e-17,1.7729244739876847e-13,1.8492209513114441e-15,2.8040832956184363e-11,6.3218020385359552e-13,1.3484326068037401e-11,5.8827038699606114e-15,3.5849664233259561e-15,1.4784323699912006e-14,1.532615026950286e-23,9.6279566747226528e-22,1.3863776371102454e-14,6.9279531547758442e-24,4.5744545934575791e-18,5.0938154868378403e-21,8.8538774795380674e-24,7.5786510566808943e-17,2.2029945967592708e-21,8.8222606524230462e-22,5.6496138738845212e-11,9.7730630440319704e-10,2.1663498575544337e-11,3.7955815492075062e-16,1.3929652860410937e-12,1.3937156636403551e-12,7.5037759926059852e-16,8.5281950229588161e-09,8.1919722646633281e-12,1.4773314797984788e-09
1.35537518056233e-10,0.4057159661149951,154.0,0.0,0.0,0.0,0.99670734345654888,0.99999999890038327,18.999963087384479,6.8873443844767027e-05,0.00051290387850689157,0.00047665741997732881,3.590957658328761e-05,1.428317309631691e-10,6.6094105906933662e-06,0.0007473013798050725,5.8333001124262831e-08,0.0014414530213113605,8.9645632665739041e-07,2.9606237642438089e-13,6.5385290057044358e-07,5.303095861402476e-15,6.6326561818173682e-07,5.5457498587428639e-07,5.5482710923238809e-07,1.5964423284678292e-10,9.1888356601403021e-11,4.5020654362649638e-08,4.0291003789412636e-16,3.8027739786481244e-16,3.8051571003686574e-16,4.1195430686281948e-10,9.4838699324037457e-08,8.1118835464772254e-13,2.0609575597979134e-16,4.2948775859712462e-08,2.2192922353481659e-08,5.8843432426190571e-13,1.5397794662383449e-12,6.9097495976528858e-18,8.2561414071756429e-17,4.2946338086528284e-14,4.2071128690643535e-14,8.2462838192302984e-16,1.4316631226308544e-17,6.480114346456543e-18,5.4730557569211848e-17,4.0926672992229452e-20,6.5002020140811985e-23,4.942472134962392e-24,3.7580370797257013e-21,2.1903626037647268e-20,2.1600221713276878e-14,1.4592526156491656e-15,2.4052166421903763e-17,8.8638712326994909e-17,1.9712526910157154e-13,1.9716486064769317e-15,2.9896890871497237e-11,6.7477741076520808e-13,1.4996262697003258e-11,6.5431268088598712e-15,3.9872697155181624e-15,1.6511789865277246e-14,1.6727764749293618e-23,1.0752929301978574e-21,1.533329953955084e-14,7.6622976362921562e-24,5.05938148790833e-18,6.7616523873656586e-21,9.6635865426760946e-24,8.7789593363840339e-17,2.5519556253146102e-21,1.0832845279494364e-21,5.8934485979643643e-11,1.0157993836965309e-09,2.3377100619013875e-11,4.3320823254564785e-16,1.5055531835991824e-12,1.5063965125537685e-12,8.433289545860642e-16,9.2341532258071693e-09,8.8720505925002994e-12,1.6699951343231015e-09
1.407235536859161e-10,0.4057159626188442,154.0,0.0,0.0,0.0,0.99658162434144304,0.99999999885756996,18.999961515715679,7.1503370938984034e-05,0.00053245988314399532,0.00049462339202387508,3.7438644606477906e-05,1.4827761182483018e-10,6.6086183549924414e-06,0.00077592581172108478,5.8325643301530499e-08,0.0014966798381035352,9.3078465025101478e-07,3.086690287947021e-13,7.0387222567208453e-07,5.5061692181661613e-15,7.0097130902048501e-07,6.1095017448478559e-07,6.1122801833200723e-07,1.7588588372557291e-10,1.0125928502593409e-10,4.8546304116196556e-08,5.0883461454850077e-16,4.8063040500273686e-16,4.8094391572175405e-16,4.6185018811443123e-10,1.0208995537547165e-07,9.3871976727461749e-13,2.1804442222563083e-16,4.6060647245752602e-08,2.3797928160201409e-08,6.9572917070777973e-13,1.7062947029706635e-12,8.4642416267326959e-18,9.2573597899923352e-17,5.0036061069048197e-14,4.8984388030623917e-14,9.9711930917883114e-16,1.7765735941506215e-17,8.1306311691206809e-18,6.6266838816124803e-17,5.3227036983248272e-20,8.6769989733148261e-23,6.2014472356873158e-24,4.8987851660982861e-21,2.7566868536074448e-20,2.3311325385038879e-14,1.5872821270855826e-15,2.595958877541476e-17,9.8107083517882178e-17,2.1823309480290193e-13,2.0962832350571151e-15,3.1786390361773126e-11,7.1816342579902477e-13,1.6605941645774199e-11,7.2462994957289709e-15,4.4156034179398026e-15,1.8355785126604162e-14,1.8195398023580179e-23,1.1953788779295729e-21,1.6886662270538604e-14,8.4385381024427466e-24,5.5719774622901479e-18,8.8737844913343265e-21,1.051143449252577e-23,1.0110543340118422e-16,2.9390873972352103e-21,1.3200801360205658e-21,6.1387569491893594e-11,1.0542670639408907e-09,2.5152543238422633e-11,4.9213750184507555e-16,1.6224847092658051e-12,1.6234283493453208e-12,9.436400795154113e-16,9.9636340569832431e-09,9.5750086481299741e-12,1.8781274477672691e-09
1.4590958931559921e-10,0.40571595913136305,154.0,0.0,0.0,0.0,0.99645592440135777,0.99999999881470114,18.999959944388397,7.413290361155849e-05,0.00055201081620231257,0.00051258140276441515,3.8967069410776661e-05,1.5372207956248936e-10,6.6078262406466808e-06,0.00080454623486586206,5.8318286601035705e-08,0.0015518999399093481,9.6510406620325319e-07,3.2127037804144175e-13,7.5572515379110738e-07,5.7091898806981569e-15,7.3902388173472152e-07,6.7045630412432948e-07,6.7076130805866618e-07,1.9303032411491349e-10,1.1115242896658506e-10,5.220596052793966e-08,6.3674617336088345e-16,6.0192738681760285e-16,6.0233549067125197e-16,5.1559309709164282e-10,1.0960748080771655e-07,1.0807104876502626e-12,2.3029376890768541e-16,4.9263894710956889e-08,2.5449753144138244e-08,8.1748892368752626e-13,1.883262096754049e-12,1.0290510113988278e-17,1.0335923392583094e-16,5.7966603481630068e-14,5.6710925720030087e-14,1.1971989768589553e-15,2.1862650945744835e-17,1.0115578479308498e-17,7.9669222464261064e-17,6.8545959091073646e-20,1.1457767848737714e-22,7.7155382299699203e-24,6.323669750567078e-21,3.4400877825688115e-20,2.5092876868343393e-14,1.7211274829543564e-15,2.7945613310791335e-17,1.0815566750951673e-16,2.4063730647849833e-13,2.2230115104244686e-15,3.3707613393390599e-11,7.6229773765004796e-13,1.8315060973327752e-11,7.9929660817786874e-15,4.8704203517921759e-15,2.0318441881353816e-14,1.9729699734059098e-23,1.3231923779735735e-21,1.8524369815006708e-14,9.2569270352900225e-24,6.1124093232200744e-18,1.1523276474289362e-20,1.139779662541514e-23,1.1581644445208226e-16,3.366786597052651e-21,1.5973067783408975e-21,6.3855376773144308e-11,1.0927096885387206e-09,2.6989475239475049e-11,5.5665961232873073e-16,1.7437567324203551e-12,1.7448083215782605e-12,1.0515891579049191e-15,1.0716125762704567e-08,1.0300367385271509e-11,2.1022158271251533e-09
1.5109562494528231e-10,0.405715955652639,154.0,0.0,0.0,0.0,0.99633024363303335,0.99999999877177681,18.999958373412031,7.6762041922488967e-05,0.00057155667878938242,0.00053053146439073593,4.0494841564879011e-05,1.5916513448487795e-10,6.6070342476365476e-06,0.00083316265066934211,5.8310931022587523e-08,0.0016071133293239946,9.9941457646017442e-07,3.3386634640660467e-13,8.0941074549833748e-07,5.9121578605106634e-15,7.7739429190428772e-07,7.3312082642698864e-07,7.3345444390893302e-07,2.1108548352187027e-10,1.215723999526257e-10,5.5999741577293537e-08,7.9006266218107752e-16,7.4745221458642255e-16,7.479782649329127e-16,5.7332293834885507e-10,1.1739118141256016e-07,1.2382111335100811e-12,2.4284406251684871e-16,5.255693884756035e-08,2.7147567302802149e-08,9.5501503115948457e-13,2.0708664265063953e-12,1.2423258684879225e-17,1.1494658886955406e-16,6.680146266473092e-14,6.5311127583661807e-14,1.4280194375463773e-15,2.6696807211742044e-17,1.2486545599443939e-17,9.5154844395337333e-17,8.7469596714288869e-20,1.4977875049028501e-22,9.5241023879590319e-24,8.089153790615843e-21,4.2591497444945735e-20,2.6945614001228296e-14,1.8608469083829113e-15,3.0011063079421588e-17,1.1879349903130628e-16,2.6435811803626538e-13,2.3517258342403479e-15,3.5658928774050535e-11,8.0714188273282465e-13,2.0125231260707754e-11,8.7838323826040229e-15,5.3521500105706541e-15,2.2401779594167443e-14,2.133133732947916e-23,1.4588649431578021e-21,2.0246845447367606e-14,1.0117675951899964e-23,6.6808168177592304e-18,1.4817686427048105e-20,1.2323058524760099e-23,1.3200636736001287e-16,3.837488511217624e-21,1.9200716766321114e-21,6.6337895268255364e-11,1.1311275981144851e-09,2.8887547775945303e-11,6.2709580192949968e-16,1.8693661613319385e-12,1.8705336154855446e-12,1.1674541536055788e-15,1.1491128345547435e-08,1.1047658746190826e-11,2.3427358042564688e-09
1.5628166057496542e-10,0.4057159521827451,154.0,0.0,0.0,0.0,0.99620458203320927,0.99999999872879697,18.999956802793118,7.9390785931763989e-05,0.00059109747201254695,0.00054847358622524202,4.2021954501800173e-05,1.6460677690065427e-10,6.6062423759423771e-06,0.00086177506054682033,5.8303576565995179e-08,0.0016623200089154102,1.0337161829674135e-06,3.4645687974756923e-13,8.6492806175444474e-07,6.1150731691133255e-15,8.1605580476375012e-07,7.9896888942384587e-07,7.993325867871068e-07,2.3005862608628029e-10,1.3252342265686942e-10,5.9927765168183633e-08,9.7256270721106517e-16,9.2084086065977135e-16,9.215127769559713e-16,6.3517944490693265e-10,1.2544096284010688e-07,1.4123087448433716e-12,2.5569556897734513e-16,5.5938227250296837e-08,2.8890555165568654e-08,1.1096697478851527e-12,2.2692841347933852e-12,1.4900057943088975e-17,1.2736390152390276e-16,7.6606394379432951e-14,7.4847413769532295e-14,1.6929586561217033e-15,3.2365760079514334e-17,1.5300750533842045e-17,1.1295695873225792e-16,1.1066985776518247e-19,1.9396278928760327e-22,1.1670791400976202e-23,1.0260281574172374e-20,5.2345780063501836e-20,2.8870287355711228e-14,2.0065000636641447e-15,3.2156775386703008e-17,1.3002911961305512e-16,2.8941463508228206e-13,2.4823240466212635e-15,3.7638787759572133e-11,8.5265934158931624e-13,2.2037980033875333e-11,9.6195678164212787e-15,5.8611997395007235e-15,2.460771066506906e-14,2.3000994710241821e-23,1.6025211139844222e-21,2.2054437379761626e-14,1.1020958859507826e-23,7.2773149156489409e-18,1.8880571556434966e-20,1.3287615278053515e-23,1.4976019679259929e-16,4.3536648975391e-21,2.2939147835358515e-21,6.8835112395624539e-11,1.1695211306424463e-09,3.0846414333196099e-11,7.0377483235808749e-16,1.9993099428491588e-12,2.000601455662125e-12,1.2915128129659216e-15,1.2288153378002385e-08,1.1816425489713401e-11,2.6001513105937749e-09
1.6146769620464852e-10,0.405715948721744,154.0,0.0,0.0,0.0,0.99607893959862581,0.99999999868576184,18.999955232536141,8.2019135699362041e-05,0.00061063319697895091,0.00056640777554704499,4.3548403693398714e-05,1.7004700711841114e-10,6.6054506255445673e-06,0.00089038346589920313,5.8296223231067931e-08,0.0017175199812247402,1.068008887670187e-06,3.5904194073130403e-13,9.2227616390978959e-07,6.3179358180133045e-15,8.549838113369729e-07,8.6802352063865233e-07,8.6841877618475191e-07,2.4995640346591678e-10,1.4400936564424811e-10,6.3990149129810423e-08,1.1884058143587193e-15,1.1261019773297699e-15,1.1269529161881123e-15,7.0130218047246679e-10,1.3375673061618195e-07,1.6041267406522075e-12,2.6884855407891431e-16,5.9406234054807172e-08,3.0677915539287019e-08,1.2828762593989186e-12,2.4786837308952571e-12,1.7761453668948337e-17,1.4063938527892632e-16,8.7449409488712112e-14,8.5384228061637736e-14,1.9956276748350433e-15,3.8975554754741782e-17,1.8621414783443432e-17,1.3332550416734273e-16,1.3891307024492338e-19,2.4898535156979475e-22,1.4203837369239024e-23,1.2911609669423034e-20,6.3893525030712353e-20,3.0867659023530645e-14,2.1581479287525989e-15,3.4383600434413174e-17,1.4187060278188859e-16,3.1582491159389353e-13,2.6147091513323285e-15,3.964571988749274e-11,8.9881544064528652e-13,2.4054755958374306e-11,1.0500807242306188e-14,6.3979558541314139e-15,2.6938045986803409e-14,2.4739370904352645e-23,1.7542788205379629e-21,2.3947425177720723e-14,1.1966915461529005e-23,7.9019959269947185e-18,2.3853073018068715e-20,1.4291870711965864e-23,1.6916411182045983e-16,4.9178219658846054e-21,2.7248282864244083e-21,7.1347015563884093e-11,1.2078906215340213e-09,3.2865730712015108e-11,7.8703292502707771e-16,2.1335850621044679e-12,2.1350091047717829e-12,1.424042667314533e-15,1.3106723787208033e-08,1.260622099142417e-11,2.8749149473092202e-09
1.6665373183433162e-10,0.40571594526969174,154.0,0.0,0.0,0.0,0.99595331632602413,0.9999999986426712,18.999953662644142,8.4647091285251552e-05,0.00063016385479554163,0.00058433403817481514,4.5074186068006728e-05,1.7548582544667856e-10,6.6046589964235177e-06,0.00091898786811325892,5.8288871017614998e-08,0.0017727132487668008,1.1022926925133117e-06,3.7162150403292038e-13,9.8145411370427119e-07,6.5207458187154024e-15,8.9415565942066624e-07,9.403057954915478e-07,9.4073409866155991e-07,2.7078490347794399e-10,1.5603376965296394e-10,6.8187011217158072e-08,1.4421525936006526e-15,1.3676375998046519e-15,1.3687066934383385e-15,7.7183054110146671e-10,1.4233839015619621e-07,1.8148248757544947e-12,2.8230328344759734e-16,6.2959459483982925e-08,3.2508861258367206e-08,1.4761187772808844e-12,2.6992261742352734e-12,2.105107336936048e-17,1.5480122817411117e-16,9.940077067045456e-14,9.6988027268575868e-14,2.3398777271339939e-15,4.6641090564543246e-17,2.2518147822236544e-17,1.5652766969475629e-16,1.7306915325590338e-19,3.1700051555994036e-22,1.7176346162198417e-23,1.6128201221577611e-20,7.7488867456390578e-20,3.2938501472034929e-14,2.3158526922316743e-15,3.6692400041522425e-17,1.5432557797415226e-16,3.4360600370175931e-13,2.7487890549451012e-15,4.167832902268032e-11,9.4557725896598244e-13,2.6176932820684847e-11,1.1428152704952027e-14,6.9627847020430676e-15,2.9394500212005219e-14,2.6547178794625479e-23,1.914249725496937e-21,2.5926025717744475e-14,1.2955654134656084e-23,8.554931468741445e-18,2.98955783775325e-20,1.5336236657054326e-23,1.9030541007101305e-16,5.5324984628667275e-21,3.2192762039877768e-21,7.3873592183660157e-11,1.2462364037041296e-09,3.4945155012666799e-11,8.7721369753600907e-16,2.2721885422269634e-12,2.2737538632623874e-12,1.565321035423636e-15,1.3946373627807378e-08,1.3416609032296834e-11,3.1674682501176473e-09
1.7183976746401472e-10,0.4057159418266381,154.0,0.0,0.0,0.0,0.99582771221214528,0.99999999859952515,18.999952093119166,8.7274652749390989e-05,0.000649689446569069,0.0006022523789171037,4.659929956051396e-05,1.8092323219392542e-10,6.6038674885595722e-06,0.00094758826856186315,5.8281519925445693e-08,0.0018278998140305305,1.1365675994412209e-06,3.8419555262626555e-13,1.0424609732671764e-06,6.7235031827221435e-15,9.3355049789356793e-07,1.0158349924719828e-06,1.0162978430893468e-06,2.9254969491876344e-10,1.6859987365365429e-10,7.2518469111316311e-08,1.7387849800853919e-15,1.6502639480676529e-15,1.6515971137726734e-15,8.4690375646974694e-10,1.5118584677687176e-07,2.0455991976325691e-12,2.9606002254105934e-16,6.6596429402020992e-08,3.4382618939216676e-08,1.6909426096910612e-12,2.9310652394059118e-12,2.4815731146008374e-17,1.6987759288200402e-16,1.1253298915159348e-13,1.0972727067426244e-13,2.7298073014347047e-15,5.5486483816890476e-17,2.7067340933228746e-17,1.8284845976118613e-16,2.14121291689636e-19,4.0049600462043074e-22,2.0646597920935044e-23,2.0006684975694563e-20,9.3411918056496015e-20,3.5083596464593852e-14,2.4796776453810767e-15,3.9084046437148378e-17,1.6740125324636069e-16,3.7277402077010999e-13,2.8844763190666203e-15,4.3735289601088341e-11,9.929135396837365e-13,2.8405813310212665e-11,1.2402175092059639e-14,7.5560336713897465e-15,3.1978696749608235e-14,2.8425143904351716e-23,2.0825395495128634e-21,2.7990398724113878e-14,1.3987254695694164e-23,9.236174292265595e-18,3.7189460009347548e-20,1.6421132246247111e-23,2.1327244522285374e-16,6.2002638536989597e-21,3.7842140633618616e-21,7.6414829676643047e-11,1.2845588076260562e-09,3.7084347619108924e-11,9.7466810070779348e-16,2.415117444060592e-12,2.4168330690865465e-12,1.7156250259545747e-15,1.4806647851100929e-08,1.4247163583612778e-11,3.4782419484288022e-09
1.7702580309369782e-10,0.4057159383926267,154.0,0.0,0.0,0.0,0.99570212725373164,0.99999999855632371,18.999950523962557,8.9901820151728763e-05,0.00066920997340608418,0.00062016280189911184,4.812374278593168e-05,1.8635922766856047e-10,6.603076101933066e-06,0.00097618466860424071,5.827416995436932e-08,0.0018830796794794338,1.1708336103979662e-06,3.9676407509256345e-13,1.105295805117025e-06,6.9262079215338073e-15,9.7314913333554817e-07,1.0946287360899351e-06,1.095127643668736e-06,3.1525586885376234e-10,1.8171063885603477e-10,7.6984640419665665e-08,2.0837264318971122e-15,1.9792323089429126e-15,1.9808831332821341e-15,9.2666089084448442e-10,1.6029900570597966e-07,2.2976820033133656e-12,3.1011903665122651e-16,7.0315694876061541e-08,3.6298428738953452e-08,1.9289542099885486e-12,3.1743478636546412e-12,2.9105530853199609e-17,1.8589661700970965e-16,1.269208214598482e-13,1.2367240954664661e-13,3.1697691553165758e-15,6.5645429151188441e-17,3.2352570224607211e-17,2.1259125883688723e-16,2.6317612037628669e-19,5.0233098186353421e-22,2.4678354565750954e-23,2.4656380848006114e-20,1.119704535405662e-19,3.7303734042293451e-14,2.6496870811103726e-15,4.1559421122028411e-17,1.8110443684396958e-16,4.0334417390744528e-13,3.0216879250000351e-15,4.5815343061960872e-11,1.040794605869205e-12,3.0742632611659657e-11,1.3423415708630193e-14,8.1780321488766641e-15,3.4692172504084922e-14,3.037400323875105e-23,2.2592483798417627e-21,3.0140651911389161e-14,1.5061770971350169e-23,9.9457599808136418e-18,4.5938888441016373e-20,1.754698324555256e-23,2.3815456767686735e-16,6.9237165964554086e-21,4.4271086483593247e-21,7.897071548215097e-11,1.3228581613755925e-09,3.9282971183369064e-11,1.0797543561687653e-15,2.5623688658875335e-12,2.5642440974274185e-12,1.8752315398853624e-15,1.5687102071033221e-08,1.5097468588688739e-11,3.8076562189498324e-09
