Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505)
4.136258229851937e-10,1.2763660648964283,154.0,0.0,0.0,0.0,0.99155901668877755,1.0,18.999986895655191,0.00021711324323750577,0.00051530633482381818,0.00049881515771493627,1.2722741400018716e-05,4.5162313333174269e-11,7.0373820673550263e-06,0.0024429242451865624,6.3893513623338941e-08,0.0047414100271553411,2.8402953727336728e-07,1.0399987112739073e-13,7.0147068985920857e-07,1.6676608561970252e-15,1.0210473042556097e-06,3.0231955528204226e-06,3.0236324901485163e-06,2.7486023534893992e-10,1.5858079851518346e-10,4.4628821264663274e-08,1.2277101323628196e-14,1.2136996322347794e-14,1.2164169581492437e-14,1.4554716040491953e-10,9.69487446232231e-08,8.2107959953596939e-13,4.3198346958107408e-17,3.4097930422213544e-07,1.7415329045108306e-07,3.423021714051287e-12,3.0292989129145813e-12,1.1598114139320589e-16,3.0387328670405814e-17,5.0299803139994603e-14,4.7285865778905852e-14,2.9298814930860806e-15,2.9285342828237237e-17,6.9806684833064718e-17,5.2083835079792812e-17,3.8494650053881867e-19,1.3693109697476185e-22,5.3760936600310548e-23,1.3636447557416387e-20,8.1525302539204886e-20,8.3562741901684137e-14,2.0383317215714979e-15,9.525724845953139e-17,5.6664904715788475e-16,1.2550931618857217e-12,3.5925462385938991e-15,5.3689043279027615e-11,1.2259892360548202e-12,9.4519087870346668e-11,1.2994700699767397e-14
4.248190827225092e-10,1.2763660636524843,154.0,0.0,0.0,0.0,0.99133170177163965,1.0,18.999986531448886,0.0002229572448670599,0.00052912889035864762,0.00051207331095010848,1.3074081220384765e-05,4.6373744639477376e-11,7.0358687576939816e-06,0.00250877172891615,6.3878866014151104e-08,0.004869313453773649,2.9165907034146367e-07,1.0687183839962977e-13,7.376706640290304e-07,1.7124571611010993e-15,1.0529721054560943e-06,3.2116230125167764e-06,3.2120873928674817e-06,2.9199596616159866e-10,1.6847494240541175e-10,4.7078303490159961e-08,1.4238117147626164e-14,1.4102219615275972e-14,1.413471794883601e-14,1.5747549902796261e-10,1.0214542891078514e-07,9.1087340823123053e-13,4.5266222358825492e-17,3.5609811073885249e-07,1.8183872025283505e-07,3.8243595837911793e-12,3.2315171081218989e-12,1.3244487996332857e-16,3.2883377784342485e-17,5.5895212873936756e-14,5.2461705712141084e-14,3.3373082256646434e-15,3.3689533107514888e-17,8.1460772255492001e-17,5.9443586408225141e-17,4.5917598251260993e-19,1.6602091442246387e-22,6.2736451742343876e-23,1.6380164531273027e-20,9.5515228342433162e-20,8.8699809748800586e-14,2.1678188711381334e-15,1.0111522507969424e-16,6.0386409400902797e-16,1.3375501660949463e-12,3.717126461633583e-15,5.5550370549021665e-11,1.2687388917171342e-12,1.007734425386054e-10,1.3854906293523664e-14
4.360123424598247e-10,1.27636606245315,154.0,0.0,0.0,0.0,0.991104444828942,1.0,18.9999861674249,0.00022879959904632555,0.00054294504029288424,0.00052531958823586768,1.3425106387564464e-05,4.758461450284038e-11,7.0343558336645331e-06,0.0025746021844098429,6.3864222140700279e-08,0.0049971891771131644,2.9928506746915395e-07,1.0974123359321231e-13,7.7476689375776801e-07,1.7572327049621134e-15,1.0848743015397779e-06,3.4058492235067027e-06,3.4063419149859223e-06,3.0965918039559624e-10,1.786738981289808e-10,4.9593296921749017e-08,1.6442030944876439e-14,1.6315865318510397e-14,1.635453722353709e-14,1.7003215402511581e-10,1.0747651294568654e-07,1.0078146908826933e-12,4.7381499372092136e-17,3.71393563642599e-07,1.8961174364458107e-07,4.260025136330182e-12,3.4407505344133426e-12,1.5069139816035545e-16,3.5511468009478985e-17,6.1942663450845903e-14,5.8044476945420475e-14,3.7883462687083499e-15,3.8606313883781724e-17,9.4668570080099338e-17,6.7610014342700276e-17,5.4508894309846794e-19,2.0024555683308885e-22,7.2908603494572042e-23,1.958136220399663e-20,1.1144009087069149e-19,9.4020538461336615e-14,2.3020873975730165e-15,1.0718270467677661e-16,6.4232372732932656e-16,1.4227635413619675e-12,3.8418566859792362e-15,5.7413913121783561e-11,1.3115407792453005e-12,1.0724079809010842e-10,1.4744419790765694e-14
4.472056021971402e-10,1.2763660612983938,154.0,0.0,0.0,0.0,0.99087724584362846,1.0,18.999985803583098,0.00023464030620365912,0.00055675478763812726,0.00053855399761950371,1.3775817114772947e-05,4.8794923187144358e-11,7.032843295157393e-06,0.0026404156194416895,6.3849582001887373e-08,0.0051250372109434119,3.0690753031835053e-07,1.1260805845102902e-13,8.1275854764171232e-07,1.8019874975378775e-15,1.1167529154230854e-06,3.6058699848286943e-06,3.6063918569699497e-06,3.2784949601970208e-10,1.8917744516794127e-10,5.2173807222872595e-08,1.8910547625897348e-14,1.8800899490994735e-14,1.8846699038550832e-14,1.8323271023397884e-10,1.1294190350876385e-07,1.1122700844088779e-12,4.9544182268963279e-17,3.8685890710136366e-07,1.974689137903066e-07,4.7319129189185878e-12,3.6570117495495143e-12,1.708556329628612e-16,3.8274915041264636e-17,6.846562526735773e-14,6.4054162805646512e-14,4.2863343799764063e-15,4.4078663592708432e-17,1.0958733342502967e-16,7.66473302019441e-17,6.4412767272084643e-19,2.4033606534959008e-22,8.4398509666145504e-23,2.3301370731349585e-20,1.2950636144297959e-19,9.952704680955974e-14,2.4411951938317648e-15,1.134621053092242e-16,6.8202799878612818e-16,1.5107332071795293e-12,3.966715970883629e-15,5.9279358052310222e-11,1.3543875653377205e-12,1.1392137160088827e-10,1.5663271122527514e-14
4.5839886193445567e-10,1.2763660601881808,154.0,0.0,0.0,0.0,0.99065010479864901,1.0,18.999985439923346,0.00024047936676729401,0.00057055813540448903,0.00055177654714316446,1.4126213615102158e-05,5.0004670956140393e-11,7.0313311420631273e-06,0.0027062120416525902,6.3834945596613732e-08,0.0052528575687796029,3.145264605501466e-07,1.1547231471496353e-13,8.5164479491978492e-07,1.8467215485813921e-15,1.1486071356651706e-06,3.8116809335630216e-06,3.8122328573612284e-06,3.4656651624686554e-10,1.9998535443721949e-10,5.4819840048488718e-08,2.166658243363892e-14,2.158166120411199e-14,2.163565764695052e-14,1.9709271558393653e-10,1.1854150742548986e-07,1.2246151064133699e-12,5.1754275314216454e-17,4.0248763759888353e-07,2.054069156515885e-07,5.2419666418766258e-12,3.880312084450312e-12,1.9307838723504439e-16,4.1177028551863141e-17,7.5488141546263005e-14,7.0511151069838369e-14,4.834769161071324e-15,5.0151811785342432e-17,1.2638536631875316e-16,8.6623027629948835e-17,7.578650756174826e-19,2.8710373317385022e-22,9.7335798149822244e-23,2.7607835413149537e-20,1.4993632215609583e-19,1.052214034751608e-13,2.5851988255202322e-15,1.1995578788641052e-16,7.2297677689266906e-16,1.6014586796195745e-12,4.0916856268746806e-15,6.114642604328014e-11,1.3972727051496784e-12,1.2081534621602077e-10,1.6611485544185581e-14
4.695921216717712e-10,1.276366059122478,154.0,0.0,0.0,0.0,0.99042302167695906,1.0,18.999985076445508,0.00024631678116534075,0.00058435508660059632,0.0005649872448439076,1.4476296101507566e-05,5.1213858073449381e-11,7.0298193742721417e-06,0.0027719914585553444,6.3820312923781059e-08,0.0053806502638920608,3.2214185982481598e-07,1.1833400412578393e-13,8.9142480547305301e-07,1.8914348678408462e-15,1.1804362891358539e-06,4.0232775721226873e-06,4.0238604200719382e-06,3.6580983202057209e-10,2.1109738972803739e-10,5.7531401044935408e-08,2.4734287641511997e-14,2.4683901082977833e-14,2.4747289028571388e-14,2.1162768115610214e-10,1.2427523156631247e-07,1.3452341344577035e-12,5.4011782766252032e-17,4.1827349451484184e-07,2.1342256095015279e-07,5.79217903981494e-12,4.1106617689343556e-12,2.17506385851934e-16,4.4221112183304478e-17,8.3034826902835102e-14,7.7436229200291064e-14,5.4373079629504861e-15,5.6873286645339122e-17,1.4524246074805219e-16,9.7607961080966072e-17,8.880122420553019e-19,3.4144640397055034e-22,1.1185894509474324e-22,3.2575179123022603e-20,1.7296881855872827e-19,1.1110562734640688e-13,2.7341535339139683e-15,1.2666605650370491e-16,7.6516976886923318e-16,1.6949391200089547e-12,4.2167489744042545e-15,6.3014867837753476e-11,1.4401903577644741e-12,1.2792287479215577e-10,1.7589084137395142e-14
4.807853814090866e-10,1.2763660581012486,154.0,0.0,0.0,0.0,0.99019599646152057,1.0,18.999984713149441,0.00025215254982578642,0.00059814564423358923,0.00057818609875373995,1.4826064786800922e-05,5.2422484802562274e-11,7.0283079916747015e-06,0.0028377538775394952,6.3805683982291414e-08,0.0055084153093152843,3.297537298018138e-07,1.2119312842308342e-13,9.3209774982424345e-07,1.9361274650596215e-15,1.2122398179977579e-06,4.2406552912363489e-06,4.2412699373710632e-06,3.8557902410871716e-10,2.2251330892348117e-10,6.0308495849808034e-08,2.8139078782253324e-14,2.8134819707496566e-14,2.820892987195515e-14,2.2685308124313882e-10,1.3014298284693876e-07,1.474520385366338e-12,5.6316708877004224e-17,4.3421045105483635e-07,2.2151278332191343e-07,6.3845917344293785e-12,4.3480700447515355e-12,2.4429232886167548e-16,4.7410463540784676e-17,9.1130865913569327e-14,8.4850579622485473e-14,6.0977717482935165e-15,6.4292961803021227e-17,1.6635033879782503e-16,1.0967642407995864e-16,1.0364261979417629e-18,4.0435507194310054e-22,1.2811561546083159e-22,3.8285085212254764e-20,1.98860026610667e-19,1.1718168791029827e-13,2.8881132421757941e-15,1.3359515888843866e-16,8.0860654014341035e-16,1.7911733783365205e-12,4.3418911279575332e-15,6.4884460992413975e-11,1.4831353105816835e-12,1.3524408315578866e-10,1.8596084259076325e-14
4.91978641146402e-10,1.2763660571244577,154.0,0.0,0.0,0.0,0.98996902913530094,1.0,18.999984350035014,0.00025798667317649559,0.00061192981130912404,0.00059137311689963772,1.5175519883657062e-05,5.3630551406840055e-11,7.0267969941609338e-06,0.0029034993058759972,6.3791058771047293e-08,0.0056361527178566831,3.3736207213977679e-07,1.2404968934533615e-13,9.736627991372576e-07,1.9807993499762962e-15,1.2440172604022892e-06,4.4638093892226566e-06,4.4644567091615933e-06,4.0587366485960471e-10,2.3423286501792213e-10,6.3151130091848642e-08,3.1907660412996286e-14,3.196310587313956e-14,3.2049416431514965e-14,2.4278435340896785e-10,1.3614466822857096e-07,1.612875894563715e-12,5.8669057891860674e-17,4.5029270551780787e-07,2.296746336555888e-07,7.0212950987089948e-12,4.5925452671210921e-12,2.7359494180142469e-16,5.0748374186113748e-17,9.9802011687331843e-14,9.2775775045432664e-14,6.8201479112627886e-15,7.2463102455131755e-17,1.8991309765544632e-16,1.2290622725860486e-16,1.2051178272524788e-18,4.7692078903367312e-22,1.4626300577976262e-22,4.4827001219602853e-20,2.2788423375825389e-19,1.2345150572899822e-13,3.0471305643687438e-15,1.4074528694222104e-16,8.5328653172536693e-16,1.89016003191834e-12,4.4670988030931037e-15,6.6755006993540615e-11,1.5261029117365183e-12,1.4277907301545504e-10,1.9632499942710989e-14
5.14365160621033e-10,1.276366055304044,154.0,0.0,0.0,0.0,0.98951526808241785,1.0,18.99998362435052,0.00026964998565954748,0.00063947898580302175,0.00061771167798247491,1.5873490162104941e-05,5.604500529368494e-11,7.0237761539442746e-06,0.0030349392191232312,6.3761819534907332e-08,0.0058915446744374628,3.5256818052905567e-07,1.2975512801326706e-13,1.0594659005073299e-06,2.0700810218336398e-15,1.3074924320183461e-06,4.9274275392722005e-06,4.9281428402460265e-06,4.4803754750130298e-10,2.5858187999865299e-10,6.9033039357570964e-08,4.0649608679409058e-14,4.0874205290372897e-14,4.0990001476088099e-14,2.768260809461121e-10,1.485494693681815e-07,1.918446798854125e-12,6.3516041582293807e-17,4.8287097757067863e-07,2.4620198174783904e-07,8.4361782810206473e-12,5.1027260523969591e-12,3.4041548303149261e-16,5.7883009332722791e-17,1.1897547007134547e-13,1.1024691547382585e-13,8.4674356194679987e-15,9.127606901068353e-17,2.4528421669265682e-16,1.5317914827031307e-16,1.6121960676389549e-18,6.5593232810489393e-22,1.8890846578494428e-22,6.0806700383884816e-20,2.9652417268655346e-19,1.3657985427977811e-13,3.3805420376875418e-15,1.5571711255007087e-16,9.463734042799335e-16,2.0963836631581753e-12,4.7176646195372165e-15,7.0498268687592176e-11,1.6120899168933105e-12,1.5849069804894799e-10,2.1793619521920544e-14
5.345130281482009e-10,1.27636605381728,154.0,0.0,0.0,0.0,0.98910708094520228,1.0,18.999982971854315,0.00028014134422481486,0.00066425141726338794,0.0006413759850686199,1.650059307113363e-05,5.8216100804288704e-11,7.021058713630622e-06,0.0031531771036997945,6.3735516968818286e-08,0.0061213030413488261,3.6624163017661078e-07,1.3488127349026604e-13,1.1397313889366268e-06,2.1503637880311797e-15,1.3645276924223593e-06,5.3643905403645713e-06,5.3651700357567483e-06,4.8777766014583387e-10,2.8153188057523102e-10,7.4550958854787848e-08,5.0056702318137554e-14,5.0504412834743132e-14,5.0653535127986414e-14,3.1003183798578418e-10,1.6017091259170687e-07,2.2286905222064949e-12,6.8040555688999302e-17,5.1263445704520268e-07,2.6129422315057334e-07,9.8830112776145223e-12,5.5861264031638512e-12,4.1087830803076725e-16,6.4845150719264497e-17,1.3846839290949781e-13,1.2794227696445433e-13,1.0205241290482436e-14,1.1134921248815024e-16,3.0583067353097012e-16,1.8525191382089629e-16,2.0715292123665794e-18,8.6332642669197799e-22,2.3554002349797351e-22,7.9109256903668449e-20,3.7216587197745573e-19,1.4907630391337382e-13,3.6984108743548253e-15,1.6996853318773818e-16,1.0343957573166719e-15,2.2913794009063435e-12,4.943291760253769e-15,7.386887636650832e-11,1.6895184994630909e-12,1.7336290570033231e-10,2.3839312935745531e-14
5.543913524965173e-10,1.2763660524909424,154.0,0.0,0.0,0.0,0.98870453819204496,1.0,18.999982328662043,0.0002904871289873723,0.00068867219089065841,0.00066468624532207434,1.7118313943297226e-05,6.0356376312544586e-11,7.0183788489768297e-06,0.0032697793283350219,6.3709578112854869e-08,0.0063479000746929706,3.797209770054863e-07,1.3993072711151435e-13,1.2217431584719832e-06,2.2295068922113053e-15,1.4207129422129317e-06,5.8137750513102059e-06,5.8146206889199395e-06,5.2864780678528652e-10,3.0513507753190005e-10,8.0203249012131917e-08,6.0959524328729544e-14,6.1710912974340453e-14,6.1900424279703577e-14,3.4526795723372372e-10,1.72060744801206e-07,2.5700899756058213e-12,7.2655184622768636e-17,5.4238205019863017e-07,2.763719116524387e-07,1.14850926150557e-11,6.0855952227107917e-12,4.9107837096588206e-16,7.2235680284232481e-17,1.5994374525068856e-13,1.4736817420919634e-13,1.2184770960580227e-14,1.3444339227920503e-16,3.7706644351376242e-16,2.2193215125460618e-16,2.6274216888390926e-18,1.1204558353353489e-21,2.9040444232676418e-22,1.0157283391808387e-19,4.6180925547294298e-19,1.6204790594934684e-13,4.0288299787071237e-15,1.8476204167464631e-16,1.1251754566540391e-15,2.4924753971423552e-12,5.165961820307007e-15,7.7195225714711675e-11,1.7659317933257872e-12,1.8871567558960006e-10,2.5951139343844065e-14
5.742696768448338e-10,1.276366051303981,154.0,0.0,0.0,0.0,0.98830217766226569,1.0,18.999981686039813,0.00030082773348998596,0.00071307287162924321,0.0006879593429748765,1.7735050192816217e-05,6.2494890701102184e-11,7.0157001965460227e-06,0.003386328108743111,6.368365099893853e-08,0.0065744101938614158,3.9318923238799044e-07,1.4497213210335497e-13,1.3065513886843524e-06,2.3085848736887645e-15,1.4768110183328799e-06,6.2812757073546201e-06,6.2821902855617497e-06,5.7116588979669844e-10,3.2969055587042584e-10,8.6062359286750046e-08,7.3671189486361245e-14,7.4829023852681798e-14,7.506768759883476e-14,3.8304759662802925e-10,1.843710643132178e-07,2.9491240436193963e-12,7.7419467640033626e-17,5.724835571704498e-07,2.9162264884728339e-07,1.327404266458025e-11,6.6074736097774655e-12,5.829944990890259e-16,8.0162535776624124e-17,1.8381169336269327e-13,1.6888246595846399e-13,1.4456054408923562e-14,1.6118784051750223e-16,4.6135993884441194e-16,2.6418493156624224e-16,3.3030507315945384e-18,1.4403456131450986e-21,3.5532587278594432e-22,1.2925717485584432e-19,5.6864192998086177e-19,1.7566670081691894e-13,4.3761910704323853e-15,2.0029384600003472e-16,1.2198577270973876e-15,2.702207798482958e-12,5.3886557629543277e-15,8.0521849351372377e-11,1.8423525224331717e-12,2.0474340177265664e-10,2.8155837821093489e-14
5.941480011931502e-10,1.2763660502561793,154.0,0.0,0.0,0.0,0.9878999992607268,1.0,18.999981043986875,0.00031116316012367023,0.00073745347624790049,0.00071119532276530761,1.8350803005029857e-05,6.4631645439277431e-11,7.0130227557179283e-06,0.0035028234811858134,6.3657735620938841e-08,0.0068008334620107917,4.0664640557781479e-07,1.5000549815514084e-13,1.3941514657228151e-06,2.387597786796002e-15,1.5328213941704172e-06,6.7668642699435314e-06,6.7678505982978521e-06,6.153293403747476e-10,3.5519683133563842e-10,9.2128320794488448e-08,8.840365661750818e-14,9.0093429389716477e-14,9.0391471777249075e-14,4.234555963849478e-10,1.9710135206840251e-07,3.3684337702829547e-12,8.2333428215710891e-17,6.0291497106647935e-07,3.0703432091818617e-07,1.5263717701141976e-11,7.1517833197862139e-12,6.8779290209308262e-16,8.864388261035517e-17,2.1024155556211398e-13,1.9262247662926026e-13,1.7049389193790627e-14,1.9199081137683522e-16,5.6049749935922623e-16,3.1261852742420408e-16,4.1182464366366157e-18,1.8351791763615366e-21,4.3168017459998285e-22,1.6312576427345118e-19,6.951746604494308e-19,1.8994139755379176e-13,4.7407335620178677e-15,2.1657388592897177e-16,1.3184363024516551e-15,2.9205618402840376e-12,5.6113434659348502e-15,8.3848297259817384e-11,1.9187701408433873e-12,2.214459876133162e-10,3.0453395152357629e-14
6.140263255414666e-10,1.2763660493473221,154.0,0.0,0.0,0.0,0.98749800289234924,1.0,18.999980402502459,0.0003214934112782202,0.00076181402150069172,0.00073439422938279756,1.8965573563991477e-05,6.676664199509993e-11,7.0103465258714467e-06,0.0036192654811013658,6.3631831972729082e-08,0.0070271699407082489,4.2009250582054944e-07,1.5503083494571342e-13,1.4845387820692737e-06,2.4665456858178963e-15,1.5887437185287577e-06,7.2705123593923505e-06,7.2715732591696595e-06,6.611355768511512e-10,3.8165241219664579e-10,9.8401164556827239e-08,1.0538388942172946e-13,1.0775710900301921e-13,1.0812639481759381e-13,4.6657643688048138e-10,2.102510894690154e-07,3.8307460117627883e-12,8.7397089755023628e-17,6.3365385441752982e-07,3.2259562456983728e-07,1.7468446772917784e-11,7.7185428878620898e-12,8.0670321920739515e-16,9.7697825546054905e-17,2.3940817361382648e-13,2.1872899745764786e-13,1.9996970990664544e-14,2.2728831761782806e-16,6.7643095293573842e-16,3.6788334678727686e-16,5.0951812182025407e-18,2.3189361085403861e-21,5.2097067089233522e-22,2.0427683562751267e-19,8.441775582679619e-19,2.0488028612699597e-13,5.1226854802885468e-15,2.3361162298493338e-16,1.4209045971338116e-15,3.147522084972676e-12,5.8340003371153286e-15,8.7174202073935746e-11,1.9951760393425857e-12,2.3882325346836139e-10,3.2843786684109866e-14
6.33904649889783e-10,1.2763660485771922,154.0,0.0,0.0,0.0,0.98709618846211256,1.0,18.99997976158582,0.00033181848934221253,0.00078615452412699426,0.00075755610746804515,1.9579363052463404e-05,6.8899881835314246e-11,7.0076715063847313e-06,0.0037356541431589102,6.3605940048186342e-08,0.0072534196900343011,4.3352754235369128e-07,1.6004815214336121e-13,1.577708736529956e-06,2.5454286249918076e-15,1.6445777640382149e-06,7.7921915063619423e-06,7.7933298111286315e-06,7.0858200938440444e-10,4.0905580196940443e-10,1.0488092150019318e-07,1.2485423084074266e-13,1.2809198766162899e-13,1.2854620949074452e-13,5.1249423968560077e-10,2.2381975837939797e-07,4.3388730773569811e-12,9.2610475593003558e-17,6.6467923630359495e-07,3.3829601264858058e-07,1.9903029455865786e-11,8.3077682013187836e-12,9.4101898390312583e-16,1.0734240860215494e-16,2.7149188794133051e-13,2.4734621146133367e-13,2.3332935964555162e-14,2.6754482417729511e-16,8.1128578645591506e-16,4.3067326933809488e-16,6.2585369022619056e-18,2.9075775673690236e-21,6.2483444182925116e-22,2.539565243150192e-19,1.0186963503702132e-18,2.204912522195168e-13,5.5222638505078963e-15,2.5141605731802524e-16,1.5272557937876068e-15,3.3830726158754049e-12,6.0566062834243374e-15,9.0499263667726342e-11,2.0715631843360579e-12,2.5687495224840402e-10,3.5326978468701133e-14
6.537829742380995e-10,1.2763660479455732,154.0,0.0,0.0,0.0,0.98669455587505461,1.0,18.999979121236191,0.00034213839670300608,0.00081047500085151564,0.00078068100161311728,2.0192172651912623e-05,7.1031366425380861e-11,7.004997696635273e-06,0.0038519895013090686,6.3580059841191484e-08,0.0074795827686785854,4.469515244066505e-07,1.6505745940578385e-13,1.6736567342269237e-06,2.6242466585076134e-15,1.7003233943888603e-06,8.3318731845407017e-06,8.3330917407241208e-06,7.5766604293730405e-10,4.3740550114528735e-10,1.1156762245539074e-07,1.470727645774684e-13,1.5138958156845614e-13,1.5194446290470092e-13,5.6129276859844623e-10,2.3780684112622944e-07,4.895712371522929e-12,9.7973608994078269e-17,6.9597151658281838e-07,3.5412564360838499e-07,2.2582733624388608e-11,8.9194729583637454e-12,1.0920980310965124e-15,1.1759561497040601e-16,3.0667851291397129e-13,2.7862161965068382e-13,2.7093401958451451e-14,3.1325392250035774e-16,9.6736933688030154e-16,5.0172697574340568e-16,7.6356755674339801e-18,3.6192433943315025e-21,7.4504863375750834e-22,3.1357280062859911e-19,1.2220690422429835e-18,2.3678179221913375e-13,5.9396750905638435e-15,2.699957448055893e-16,1.6374829111845859e-15,3.6271971871090131e-12,6.2791448952322324e-15,9.382323696496048e-11,2.1479258321954233e-12,2.7560078172716963e-10,3.7902928960564488e-14
6.736612985864159e-10,1.2763660474522456,154.0,0.0,0.0,0.0,0.98629310503627066,1.0,18.999978481452818,0.00035245313574674281,0.00083477546838430677,0.00080376895636152454,2.0804003542516896e-05,7.3161097229477715e-11,7.0023250959999486e-06,0.0039682715888310852,6.355419134562906e-08,0.0077056592340292319,4.6036446120075942e-07,1.7005876638014265e-13,1.7723781865895951e-06,2.7029998405077645e-15,1.7559805413755024e-06,8.8895288335282606e-06,8.890830500991528e-06,8.0838507936179256e-10,4.6670000840142114e-10,1.1846129815711913e-07,1.7231366440941318e-13,1.7796163957726273e-13,1.7863515227571007e-13,6.1305543067376721e-10,2.5221182049865183e-07,5.5042460369046346e-12,1.0348651315172209e-16,7.2751237649045793e-07,3.7007533441742398e-07,2.5523293233749713e-11,9.5536690431213036e-12,1.2613628532094813e-15,1.2847536693566512e-16,3.4515931220896008e-13,3.1270596843602178e-13,3.1316508559058621e-14,3.6493898661658653e-16,1.1471789909667767e-15,5.818292699344752e-16,9.2568137176993081e-18,4.4744609015463669e-21,8.8353677500385192e-22,3.8471017923247535e-19,1.4579429545655409e-18,2.537590281603897e-13,6.3751154071441249e-15,2.8935881410046728e-16,1.751578857969058e-15,3.879879341938445e-12,6.5016027863381204e-15,9.714592207459023e-11,2.2242592981043844e-12,2.9500039450230928e-10,4.0571590388803125e-14
6.935396229347323e-10,1.2763660470969944,154.0,0.0,0.0,0.0,0.98589183585091533,1.0,18.999977842234959,0.00036276270885834814,0.00085905594342077537,0.00082682001620828778,2.1414856903172035e-05,7.5289075710500915e-11,6.9996537038551166e-06,0.0040845004383768847,6.3528334555387399e-08,0.0079316491422565562,4.7376636194927789e-07,1.7505208270311979e-13,1.8738685113462823e-06,2.7816882250873142e-15,1.8115491861182492e-06,9.4651298775497075e-06,9.4665175301701949e-06,8.6073651910393248e-10,4.969378215904927e-10,1.2556197924355183e-07,2.0086753194214994e-13,2.0814078047296737e-13,2.089533770155964e-13,6.6786527724973929e-10,2.6703417974834201e-07,6.1675405983332894e-12,1.0914921118815108e-16,7.5928469493366508e-07,3.8613651653402463e-07,2.8740906112029935e-11,1.021036684065134e-11,1.4503009108568674e-15,1.3999952579977782e-16,3.8713097424618643e-13,3.4975317818094755e-13,3.6042456098194935e-14,4.2315381191593117e-16,1.3534103831524398e-15,6.7181239459515247e-16,1.1155199387090858e-17,5.4963653073800267e-21,1.0423750902625176e-21,4.6914520163863639e-19,1.7302921140698893e-18,2.7142972243850485e-13,6.8287711879508191e-15,3.0951298341979696e-16,1.8695364765562607e-15,4.1411025092187103e-12,6.7239690431114383e-15,1.0046715605760989e-10,2.3005597631338771e-12,3.150734063088133e-10,4.3332909902768599e-14
7.134179472830487e-10,1.2763660468796,154.0,0.0,0.0,0.0,0.98549074822420046,1.0,18.999977203581849,0.00037306711842153206,0.00088331644264170019,0.00084983422560000953,2.2024733911492598e-05,7.7415303330066428e-11,6.9969835195766593e-06,0.004200676082012249,6.3502489464358585e-08,0.0081575525483914037,4.8715723585740281e-07,1.8003741800092407e-13,1.9781231325157357e-06,2.860311866293975e-15,1.8670293442269777e-06,1.0058647740231529e-05,1.0060124266482496e-05,9.1471776255008799e-10,5.2811743852226645e-10,1.3286969625596878e-07,2.3304172304074928e-13,2.4228112612115668e-13,2.4325598713925385e-13,7.2580500497215584e-10,2.8227340258953245e-07,6.8887466078013223e-12,1.1496172615405754e-16,7.9127247014014714e-07,4.023011947633707e-07,3.2252231761530403e-11,1.0889575500795004e-11,1.660464901071046e-15,1.5218589180949648e-16,4.3279558769581473e-13,3.8992027288730213e-13,4.1313543611245549e-14,4.8848323697721301e-16,1.5889655844565197e-15,7.7255733986035659e-16,1.336729193395151e-17,6.7109320368421302e-21,1.2237988080694978e-21,5.6886270475761365e-19,2.0434349914202568e-18,2.8980029223964777e-13,7.3008193880817761e-15,3.3046557701077586e-16,1.9913485787080945e-15,4.4108500813220021e-12,6.9462347663156504e-15,1.0378680607916755e-10,2.3768241137773966e-12,3.3581940293363559e-10,4.6186830524887984e-14
7.332962716313652e-10,1.2763660467998457,154.0,0.0,0.0,0.0,0.98508984206139716,1.0,18.999976565492741,0.0003833663668187897,0.00090755698271324336,0.00087281162893493953,2.2633635743810282e-05,7.9539781548510767e-11,6.9943145425400408e-06,0.0043167985512552387,6.3476656066438488e-08,0.0083833695063983173,5.0053709212227386e-07,1.8501478188927775e-13,2.0851374803986994e-06,2.9388708181281512e-15,1.9224210557665126e-06,1.067005385458371e-05,1.0671622158118417e-05,9.7032621093635643e-10,5.6023735749154961e-10,1.403844796384385e-07,2.6916066300477083e-13,2.8075893043524199e-13,2.8192222794398139e-13,7.8695695681596535e-10,2.9792897319897138e-07,7.6710982904209077e-12,1.2092408102837986e-16,8.2346074645472429e-07,4.1856190888109727e-07,3.6074389169662238e-11,1.1591303154389164e-11,1.8934729848222324e-15,1.6505220408842955e-16,4.8236061705945066e-13,4.3336731101177825e-13,4.717420575919787e-14,5.6154374855917481e-16,1.8569612766460852e-15,8.8499514515308652e-16,1.5932944346224845e-17,8.1472211972836268e-21,1.4302084569282087e-21,6.8607289504354997e-19,2.4020525837947091e-18,3.0887682367354877e-13,7.7914279100670793e-15,3.5222354127735039e-16,2.1170079733428119e-15,4.68910547479081e-12,7.1683926995724911e-15,1.0710476385562799e-10,2.4530498118305756e-12,3.5723794582270747e-10,4.9133291923303423e-14
