Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31)
3.130424678733307e-08,0.8159848173787461,154.0,0.0,0.0,0.0,0.99963676749420716,0.9999999998111111,18.99992469541019,6.9070994427183679e-05,0.00014232381272855831,6.8558694161179252e-05,7.4432508110030892e-05,1.047006198991956e-10,1.9237317327380052e-10,3.6059841817695099e-06,2.5238028575659905e-14,3.0148488876113824e-06,7.0878718803824216e-07,2.7278310807950391e-12,1.3196191009551282e-06,1.5934078408273651e-14,4.0425362754303862e-09,6.6660261583103883e-08,6.6719962837658369e-08,3.3508996658176755e-11,2.4450688281137309e-11,1.0611074626907209e-07,8.2608257728527397e-16,8.11794881615896e-16,8.1193562238716729e-16,1.9988830730971073e-08,1.4311167096503992e-07,2.8396452324281668e-11,1.4771780376432493e-17,4.350542449395652e-11,5.1060086535668433e-11,1.7366558704967942e-12,2.8869945361609266e-13,1.4095738041399767e-17,1.6162672148153867e-17,1.4062711925869632e-13,5.92600722268945e-14,5.3586978281671896e-14,3.8014255857920109e-14,5.6292318390941864e-16,1.1479429840177646e-14,4.7246405320678629e-16,4.6515437567330242e-18,1.1187017456264497e-22,6.6493788524861558e-18,1.8074163676120852e-16,1.6771026350249314e-16,1.7427622215516189e-16,6.3508861586946118e-21,1.2651623208321668e-20,8.9803036386217255e-17,3.8696409498668663e-20,5.2633427066126939e-15,3.1773351428320213e-16,7.611227190876412e-14,9.470349262677652e-17,8.0607408869158626e-17,2.0427047462329762e-16,9.545055925978381e-24,4.9719362928883578e-22,1.0751459504264187e-16,6.9387973676918836e-26,1.5635421708821949e-20,1.1372583278803901e-20,5.3406830642186085e-24,3.0360481599752765e-18,2.053210289490085e-23,5.4262423245879576e-22,2.104347652062916e-11,1.6784646833014288e-10
3.360160996400654e-08,0.8159847915239712,154.0,0.0,0.0,0.0,0.99961004935407516,0.99999999978265353,18.999919118397845,7.4111386591110668e-05,0.00015275449797242594,7.3535862479541826e-05,7.9931150426064052e-05,1.1237393201038006e-10,1.9236855070144981e-10,3.8705709500585221e-06,2.5237354017601202e-14,3.2360697829463815e-06,7.607381774373666e-07,2.9293474343525818e-12,1.5202997749714711e-06,1.7101976411996213e-14,4.3448965016812159e-09,7.7009975059062471e-08,7.7079249242547595e-08,3.8711670686812595e-11,2.8247171234825278e-11,1.2355935284441983e-07,1.1839574232537494e-15,1.1644921017412853e-15,1.1647095905896306e-15,2.467402883432283e-08,1.6481934379777032e-07,3.7627174797467096e-11,1.7119378095848393e-17,4.7813731366206573e-11,5.6081380111203961e-11,2.3082957153797058e-12,3.3712155740312781e-13,1.949580377338074e-17,1.9955309696093064e-17,1.8520617618678967e-13,7.4936555743666915e-14,7.2489119668206097e-14,5.2220117893287429e-14,7.8749481099289783e-16,1.6236829768309736e-14,7.0647028145430942e-16,7.3769141462709778e-18,1.5649949457203152e-22,1.0379501964795101e-17,2.6318953408775018e-16,2.1606994167348227e-16,2.2538913253954427e-16,8.1822547738377827e-21,1.6499658886726544e-20,1.1716312805689006e-16,4.1637897073518896e-20,5.6632531614532144e-15,3.4189669082291544e-16,8.8112005007582406e-14,1.0963466557675968e-16,9.3316268649971315e-17,2.3646473935772571e-16,1.2344494581212532e-23,5.7555436118430363e-22,1.2293651143315506e-16,7.9340999385984627e-26,1.7878171299694463e-20,1.702720421348502e-20,6.9070347713086549e-24,4.1582185464862937e-18,2.812109332946159e-23,8.2541532761172588e-22,2.4219038664431052e-11,1.9312855935301764e-10
3.589897314068001e-08,0.8159847656764213,154.0,0.0,0.0,0.0,0.99958332298889596,0.99999999975220222,18.999913540656941,7.9147882147839239e-05,0.00016318300991482239,7.8511703730746197e-05,8.5428320782228413e-05,1.2004564130744016e-10,1.9236392653114138e-10,4.1351499864514528e-06,2.5236679251882681e-14,3.4572853553603836e-06,8.1267831553773344e-07,3.1308098429602568e-12,1.7351610332631125e-06,1.8269630470217646e-14,4.6471766417489837e-09,8.8105696742360828e-08,8.8185323865167498e-08,4.4289355506097674e-11,3.231732097465303e-11,1.4251906150496871e-07,1.6561452972381384e-15,1.6303330309322291e-15,1.6306594272175798e-15,3.0038650377109076e-08,1.8805621702772987e-07,4.894295087257912e-11,1.9664575368491246e-17,5.2149341111935072e-11,6.1131949598797487e-11,3.0105856445237157e-12,3.8981008890010485e-13,2.6356307123580956e-17,2.4298684656543361e-17,2.3945805254295531e-13,9.320244012206441e-14,9.6040213421087407e-14,7.0126916731310448e-14,1.0757114269032831e-15,2.2441725809740058e-14,1.0263462322388327e-15,1.1329294103329351e-17,2.1377704561802032e-22,1.5719369817964216e-17,3.7354356511742707e-16,2.7406521052303209e-16,2.8685444893412403e-16,1.0378534933242289e-20,2.1248868343143867e-20,1.509601526880434e-16,4.4579260383922262e-20,6.0630924432816701e-15,3.6605556818880759e-16,1.0098997610427533e-13,1.2565864466847236e-16,1.0695529181127504e-16,2.7101428979649973e-16,1.571093139042041e-23,6.5964785074857224e-22,1.3937523868215819e-16,8.9950256419329328e-26,2.0268791839231144e-20,2.4779515577139942e-20,8.7906352690969956e-24,5.612595877547956e-18,3.7956728067604676e-23,1.2301352717485092e-21,2.7612012878062127e-11,2.2018674550005458e-10
3.8196336317353475e-08,0.8159847398360376,154.0,0.0,0.0,0.0,0.99955658842512896,0.99999999971975806,18.999907962175367,8.418048396268366e-05,0.00017360930423738582,8.3486187946066906e-05,9.0923986073582891e-05,1.2771571518766227e-10,1.9235930076797664e-10,4.3997212955562942e-06,2.523600427917224e-14,3.6784956096932504e-06,8.6460738160752997e-07,3.3322170933754777e-12,1.9641991486375541e-06,1.943703562071788e-14,4.9493748683631711e-09,9.9947208072613979e-08,1.0003798662165312e-07,5.0241940952118355e-11,3.666105710931656e-11,1.6302627960345872e-07,2.2679857140465054e-15,2.2345776015553337e-15,2.2350550682054524e-15,3.6128506927464066e-08,2.1282161205810886e-07,6.2635966001199581e-11,2.2412129019621273e-17,5.6506108716521931e-11,6.6205031723391461e-11,3.8620407418858837e-12,4.4686855083685951e-13,3.4928679244871008e-17,2.9229996022433557e-17,3.0463582564642829e-13,1.1425963482816083e-13,1.2495197819474529e-13,9.2335244972682042e-14,1.4392547799136321e-15,3.0396528055791773e-14,1.4540552143561338e-15,1.6918639443790669e-17,2.8602435395407745e-22,2.3184975406353915e-17,5.1841497634770453e-16,3.4285444187128203e-16,3.5993670948579945e-16,1.2983597235051211e-20,2.7045793010325564e-20,1.9224795224464382e-16,4.7520552850255107e-20,6.4628589342159761e-15,3.9021004855343324e-16,1.147460039475169e-13,1.4277520350692679e-16,1.2152428565294709e-16,3.0791863791924578e-16,1.9713624727034091e-23,7.4947291014166653e-22,1.5683055908321339e-16,1.0121560427315834e-25,2.2807251667212924e-20,3.5179365652773551e-20,1.1030236245047284e-23,7.4749334138567435e-18,5.0551310689985045e-23,1.7998859290371269e-21,3.1221399912740003e-11,2.4902149104215364e-10
4.049369949402694e-08,0.8159847140027602,154.0,0.0,0.0,0.0,0.99952984568927616,0.99999999968532149,18.999902382941059,8.9209194898955325e-05,0.00018403333664752575,8.8459285182401092e-05,9.6418113224402914e-05,1.3538412106730848e-10,1.9235467341706109e-10,4.6642848804435553e-06,2.5235329100139215e-14,3.8997005494208486e-06,9.1652515504341014e-07,3.5335679734264023e-12,2.2074103335257897e-06,2.0604186904164879e-14,5.2514893604004552e-09,1.1253428475149604e-07,1.126370329275055e-07,5.6569313976530634e-11,4.1278297142574632e-11,1.8511739506686555e-07,3.0482838000029799e-15,3.0059902534691544e-15,3.0066731363005494e-15,4.2989372633292463e-08,2.3911482226498197e-07,7.9017455642267463e-11,2.5366793328555364e-17,6.0879258670981705e-11,7.1295407686548412e-11,4.8823974126394155e-12,5.0840039130895039e-13,4.5485574565293775e-17,3.4786412503981584e-17,3.8205616096607529e-13,1.3830992840962278e-13,1.5998660589250593e-13,1.1949098007929257e-13,1.8909321876573262e-15,4.0441481100977289e-14,2.0150229229340348e-15,2.4650678252776727e-17,3.7578663151677004e-22,3.3408036216570126e-17,7.0539465850803611e-16,4.236532698116351e-16,4.4596393061408466e-16,1.6043481029053606e-20,3.4049532559540795e-20,2.4217141265238253e-16,5.0461833731994158e-20,6.8625510430817806e-15,4.143600357250489e-16,1.2937990382703778e-13,1.6098411139295112e-16,1.3702305381126723e-16,3.4717728643006006e-16,2.4425309650387167e-23,8.4502832894700392e-22,1.7530225103470778e-16,1.1313689992980155e-25,2.5493518556960044e-20,4.8868330900297236e-20,1.3666534674088244e-23,9.8329534491552341e-18,6.6498088960136959e-23,2.5899205033540501e-21,3.5046221944101998e-11,2.7963322849818733e-10
4.279106267070041e-08,0.8159846881765306,154.0,0.0,0.0,0.0,0.99950309480788257,0.99999999964889308,18.999896802941937,9.4234017817964463e-05,0.00019445506287929894,9.3430965523978333e-05,0.00010191066918786078,1.4305082638226209e-10,1.9235004448350631e-10,4.9288407429982621e-06,2.5234653715453711e-14,4.1209001769595643e-06,9.6843141537486422e-07,3.7348612720002097e-12,2.4647907400256439e-06,2.1771079364212795e-14,5.5535183039436704e-09,1.2586669674553501e-07,1.259822537004771e-07,6.3271358647966104e-11,4.6168956474274123e-11,2.0882877566151794e-07,4.0295239001866888e-15,3.9770656466885542e-15,3.9780229500909787e-15,5.0666983238746908e-08,2.6693511302962798e-07,9.8417680612017997e-11,2.8533319932648638e-17,6.5265080439216919e-11,7.6399051197565708e-11,6.0926121407527345e-12,5.7450900168907219e-13,5.8320909306749431e-17,4.1005071706760238e-17,4.730973777982708e-13,1.6555497412407413e-13,2.0195653732147225e-13,1.5228508443914153e-13,2.4446991422870867e-15,5.2956514962595932e-14,2.7383720808727539e-15,3.5140775335498012e-17,4.8583726827605852e-22,4.715208296475262e-17,9.4312079447648733e-16,5.1773382099480738e-16,5.4632673660977426e-16,1.9606365263122452e-20,4.2431768254434484e-20,3.0196664838188577e-16,5.3403168399128528e-20,7.2621672407607758e-15,4.385054373370437e-16,1.4489148756203039e-13,1.8028513330872036e-16,1.5345139624659309e-16,3.8878972876029257e-16,2.9922150234094807e-23,9.4631287417816216e-22,1.9479009029630588e-16,1.2571399866860498e-25,2.8327559898056249e-20,6.6587154964848092e-20,1.6742146145221941e-23,1.2787334996290253e-17,8.6477934357627054e-23,3.6702073148368065e-21,3.9085522492854085e-11,3.1202235904284501e-10
4.508842584737388e-08,0.8159846623572898,154.0,0.0,0.0,0.0,0.99947633580753437,0.99999999961047337,18.99989122216595,9.9254955579021953e-05,0.00020487443869428247,9.8401199082316843e-05,0.00010740162094745471,1.5071579858866894e-10,1.9234541397243138e-10,5.1933888841811719e-06,2.5233978125786771e-14,4.3420944938946198e-06,1.0203259422685595e-06,3.9360957790954647e-12,2.7363364599462359e-06,2.2937708047599685e-14,5.8554598837897361e-09,1.3994420829857526e-07,1.4007343537309324e-07,7.0347956158299988e-11,5.1332948404929804e-11,2.3419676826064654e-07,5.2480812230304467e-15,5.184253536822002e-15,5.1855717144822312e-15,5.9207035104742959e-08,2.9628172177193464e-07,1.2118590158288799e-10,3.1916457731593716e-17,6.966070015333054e-11,8.1512867253886383e-11,7.5148602135659328e-12,6.4529771454529098e-13,7.3749882656893414e-17,4.792307932889885e-17,5.7919757355774437e-13,1.9619628241224739e-13,2.5172423682690276e-13,1.9145340294729663e-13,3.1156810894779551e-15,6.8363035358913475e-14,3.6571509543461839e-15,4.9128714665801099e-17,6.1918216040254006e-22,6.5329568979356535e-17,1.2413461533368543e-15,6.2642401775167512e-16,6.6247757322614095e-16,2.372254208860175e-20,5.2376765714571467e-20,3.7296103485199018e-16,5.6344627935324458e-20,7.6617060059592852e-15,4.6264616148872571e-16,1.6128056358661106e-13,2.0067803002414836e-16,1.7080910933393165e-16,4.3275544926811131e-16,3.6283696494679781e-23,1.0533252907646256e-21,2.1529384891291367e-16,1.3894675337147706e-25,3.1309342539862525e-20,8.9183178930501381e-20,2.0301580762077784e-23,1.6452700285750163e-17,1.1126601358042736e-22,5.1283550716513398e-21,4.3338366337886429e-11,3.4618925291172993e-10
4.7385789024047345e-08,0.8159846365449783,154.0,0.0,0.0,0.0,0.99944956871485857,0.99999999957006291,18.999885640601075,0.00010427201103944098,0.00021529141988244923,0.00010336995599634093,0.00011289093551827947,1.5837900516358142e-10,1.9234078188896018e-10,5.4579293042404026e-06,2.5233302331810922e-14,4.5632835011656756e-06,1.0722085155327034e-06,4.1372702858687113e-12,3.0220435248537732e-06,2.4104068004245554e-14,6.1573122830664602e-09,1.547665779363167e-07,1.5491035989720605e-07,7.7798984824935309e-11,5.6770184137391628e-11,2.6125769810958156e-07,6.7444330204589854e-15,6.6681843187328017e-15,6.6699703989458062e-15,6.8655184227025775e-08,3.2715385798501237e-07,1.4769035262630436e-10,3.5520952791413603e-17,7.4063894990151943e-11,8.6634480537662891e-11,9.1725344072347688e-12,7.208698015509149e-13,9.2108989033709724e-17,5.5577508350900083e-17,7.0185278895384341e-13,2.3043521103713436e-13,3.1020196794759457e-13,2.3777646209055287e-13,3.9201947557253649e-15,8.7125670647434352e-14,4.8085575803609163e-15,6.74944247655023e-17,7.7906394866684277e-22,8.9020032713924875e-17,1.6110054816429911e-15,7.5110692816030651e-16,7.9592997546128819e-16,2.8444392243824983e-20,6.4081363596743953e-20,4.5657313680269899e-16,5.928628894512712e-20,8.0611657995967571e-15,4.867821151588764e-16,1.7854693700502629e-13,2.2216255816561749e-16,1.8909598592144657e-16,4.7907392336120931e-16,4.3592844288231759e-23,1.1660643018504552e-21,2.3681329433050582e-16,1.5283501395225879e-25,3.4438832662932819e-20,1.1761780321746691e-19,2.4391220704150992e-23,2.0958604340557077e-17,1.4173848085223098e-22,7.0729243370682886e-21,4.7803839422245865e-11,3.8213424980643406e-10
4.968315220072081e-08,0.8159846107395372,154.0,0.0,0.0,0.0,0.99942279355652341,0.99999999952766228,18.999880058235291,0.00010928518705453856,0.00022570596226304448,0.00010833720643403857,0.000118378579946758,1.6604041360560421e-10,1.9233614823822339e-10,5.7224620028819297e-06,2.5232626334199421e-14,4.7844671992168894e-06,1.1240789151214137e-06,4.3383835846246111e-12,3.3219079061186037e-06,2.527015428735053e-14,6.4590736886114994e-09,1.7033355846523502e-07,1.7049280474288548e-07,8.5624320090260653e-11,6.2480572776445187e-11,2.9004786809028479e-07,8.5633687350867972e-15,8.4738946566586693e-15,8.4762797214097337e-15,7.9057045254139976e-08,3.5955070327094246e-07,1.7831821384688099e-10,3.9351548248367306e-17,7.8472943114976839e-11,9.1762064926851667e-11,1.1090243635500562e-11,8.0132847139311247e-13,1.1375602302311376e-16,6.4005398223417923e-17,8.4261521872151837e-13,2.6847295437835872e-13,3.7835157004776433e-13,2.9207927014650386e-13,4.8757689572313918e-15,1.0975397092101621e-13,6.2341591077619682e-15,9.1274624368490253e-17,9.6896615381442977e-22,1.1948928634155064e-16,2.064282819567051e-15,8.9322015872487371e-16,9.482578845072076e-16,3.3826362051670812e-20,7.7754950104568143e-20,5.5431254671602802e-16,6.2228233772988141e-20,8.4605450959485704e-15,5.1091320613475242e-16,1.9669040958548271e-13,2.4473847020826474e-16,2.0831181532388432e-16,5.2774461749506097e-16,5.1935797899912234e-23,1.2845286087900361e-21,2.5934818998760383e-16,1.6737862773845361e-25,3.7715995865031901e-20,1.5297396026369202e-19,2.9059299294751352e-23,2.645052414874006e-17,1.7887916750839864e-22,9.6371497947447158e-21,5.2481048752341738e-11,4.1985765929847966e-10
5.198051537739428e-08,0.8159845849409078,154.0,0.0,0.0,0.0,0.99939601035923609,0.99999999948327201,18.999874475056615,0.00011429448647763758,0.00023611802168546083,0.00011330292059300591,0.00012386452131148243,1.7369999143553753e-10,1.9233151302536059e-10,5.9869869794008837e-06,2.5231950133626259e-14,5.0056455881133141e-06,1.1759369211390727e-06,4.5394344688467718e-12,3.6359255149634502e-06,2.6435961953492769e-14,6.7607422910899006e-09,1.8664489697689459e-07,1.8682054290267032e-07,9.3823834523819343e-11,6.8464021330394771e-11,3.2060355798663683e-07,1.07541986971604e-14,1.0651052775039884e-14,1.0654195811817122e-14,9.0458190507200936e-08,3.9347141137763564e-07,2.1347558314527544e-10,4.3412984212954102e-17,8.2886507279205294e-11,9.689421221021251e-11,1.3293811563893124e-11,8.8677686768463509e-13,1.3907007703016815e-16,7.3243754063022729e-17,1.0030914711877135e-12,3.1051053554345685e-13,4.571842348550499e-13,3.5523111667203595e-13,6.0011647930098339e-15,1.3680405609825573e-13,7.980105869928882e-15,1.2168036746300634e-16,1.1926171895654578e-21,1.5820960605063684e-16,2.614678617890737e-15,1.0542552874495896e-15,1.1210950112385396e-15,3.9924941947173888e-20,9.3619428456215517e-20,6.677796416042829e-16,6.5170550617371149e-20,8.8598424002106302e-15,5.3503934410005154e-16,2.1571077976825262e-13,2.6840551448604329e-16,2.2845638333113372e-16,5.7876698921238726e-16,6.1402035182425198e-23,1.4087168912441432e-21,2.8289829598690092e-16,1.825774399046818e-25,4.1140797258808693e-20,1.9646358408794541e-19,3.4355881495158269e-23,3.3090844998611451e-17,2.2378625239458807e-22,1.298309569962676e-20,5.7369122290686927e-11,4.5935976123116262e-10
5.427787855406775e-08,0.815984559149031,154.0,0.0,0.0,0.0,0.99936921914974386,0.99999999943689299,18.999868891053058,0.00011929991216006811,0.00024652755403011103,0.00011826706870024054,0.00012934872672480273,1.8135770619701833e-10,1.923268762555162e-10,6.2515042327778391e-06,2.5231273730767053e-14,5.2268186676272962e-06,1.2277823138446689e-06,4.7404217332559749e-12,3.9640922025127922e-06,2.760148606272626e-14,7.0623162816625777e-09,2.0370033485584106e-07,2.0389334289936119e-07,1.0239739782628032e-10,7.4720434713963245e-11,3.5296102375174345e-07,1.3370961063147403e-14,1.3254183090711267e-14,1.3258275235784267e-14,1.0290414900308245e-07,4.2891510823676571e-07,2.5358744713332842e-10,4.7709997674182765e-17,8.730354841521015e-11,1.020298358098199e-10,1.5810275190694314e-11,9.7731806688029476e-13,1.6845153230106543e-16,8.332954585840306e-17,1.1849408786034515e-12,3.567488017935555e-13,5.4776028298115931e-13,4.2814537123495663e-13,7.3163951829499607e-15,1.6888021117171094e-13,1.0097339915231945e-14,1.6011547537073307e-16,1.4539942454374683e-21,2.0688090928361498e-16,3.2770765628257682e-15,1.2357573340976211e-15,1.3161342424804465e-15,4.6798646413598865e-20,1.1190917262920043e-19,7.9866526788840551e-16,6.8113333379321006e-20,9.259056230564737e-15,5.5916043952402363e-16,2.3560784271217258e-13,2.9316343524961076e-16,2.495294722575032e-16,6.3214048726083173e-16,7.208427503748694e-23,1.538627807466365e-21,3.0746336885578137e-16,1.98431293318124e-25,4.471320143696881e-20,2.4943506561979853e-19,4.0332845709738956e-23,4.1059841985684278e-17,2.7767889961220755e-22,1.7306268850937533e-20,6.24672088425158e-11,5.0064080611865094e-10
5.6575241730741216e-08,0.8159845333638474,154.0,0.0,0.0,0.0,0.99934241995483186,0.99999999938852546,18.999863306212674,0.00012430146695116936,0.00025693451520929949,0.00012322962101344107,0.0001348311633329049,1.8901352545716343e-10,1.9232223793384116e-10,6.5160137617504096e-06,2.5230597126298108e-14,5.4479864373034428e-06,1.2796148736561535e-06,4.9413441738130483e-12,4.3064037598434243e-06,2.8766721678678422e-14,7.3637938520777646e-09,2.2149960778419665e-07,2.2171096879047522e-07,1.113448768317499e-10,8.124971574997911e-11,3.8715649677648249e-07,1.6472627182767846e-14,1.6342890366511248e-14,1.634815955847689e-14,1.164404054800539e-07,4.6588089200277503e-07,2.9909765118877089e-10,5.2247322404002438e-17,9.1723260665288212e-11,1.0716809919332037e-10,1.8667883393786718e-11,1.0730550761966875e-12,2.0232204531884999e-16,9.4299707680610791e-17,1.3898738548167832e-12,4.0738842086328808e-13,6.5118894114602652e-13,5.1177928260647155e-13,8.8427438235291301e-15,2.0663643199143161e-13,1.2641798299185924e-14,2.0819585615456385e-16,1.7573270538367484e-21,2.6745291975771834e-16,4.0678101648246332e-15,1.4393242602668073e-15,1.5351270815986944e-15,5.450799504790371e-20,1.3287097547101749e-19,9.487503698040872e-16,7.1056681551659076e-20,9.6581851062435613e-15,5.8327640292222591e-16,2.5638139033494224e-13,3.1901197271648179e-16,2.7153086098441256e-16,6.8786455168889457e-16,8.4078446777112712e-23,1.6742599945365957e-21,3.3304316113999794e-16,2.1494002827628749e-25,4.8433172413183659e-20,3.1338069764077246e-19,4.7043866642868293e-23,5.0556656701877184e-17,3.4190386368266542e-22,2.2840713269699744e-20,6.7774477936624009e-11,5.4370101554267243e-10
6.116996808408815e-08,0.8159844818133244,154.0,0.0,0.0,0.0,0.99928879771608081,0.99999999928582795,18.99985213397369,0.00013429297524679632,0.00027774054788518205,0.00013314981944689624,0.00014579059889076941,2.0431934786314282e-10,1.9231295665564657e-10,7.0450096405152312e-06,2.5229243315239922e-14,5.8903060444534164e-06,1.3832406170893186e-06,5.3429897735384735e-12,5.0334443482319264e-06,3.1096307703699152e-14,7.9664525134976325e-09,2.593285730239058e-07,2.5957973217679847e-07,1.3036103496457988e-10,9.5126481617939722e-11,4.6120626297399184e-07,2.4392441215169448e-14,2.4242198778833781e-14,2.4250678998591664e-14,1.4696552410611246e-07,5.4437497423159669e-07,4.0818256685638761e-10,6.2061824099214495e-17,1.0056836965183329e-10,1.1745015231657694e-10,2.552557938714337e-11,1.2805281954057732e-12,2.8532314044348557e-16,1.1904069335741541e-16,1.8760781349863471e-12,5.2267346111839443e-13,9.012841987877265e-13,7.1525327354212828e-13,1.2620393412620154e-14,3.020624506322801e-13,1.9262284717878791e-14,3.409408532521217e-16,2.5080632115622301e-21,4.3348937353397116e-16,6.1072653722773542e-15,1.9193065131872859e-15,2.0522695599837359e-15,7.2685622971883625e-20,1.838596611372514e-19,1.3140906637967076e-15,7.6945500416404479e-20,1.0456182146472214e-14,6.3149258031524032e-16,3.005570911693197e-13,3.7397983857284239e-16,3.1831763629330244e-16,8.063620966496303e-16,1.1240218434750862e-22,1.9626826243232767e-21,3.8724589569470353e-16,2.4992149211419488e-25,5.6315668132404553e-20,4.8092770391057417e-19,6.2891663380948022e-23,7.5030452288784922e-17,5.0741503234426519e-22,3.870770576253818e-20,7.9013344718896336e-11,6.3515967202403526e-10
6.576469443743509e-08,0.8159844302888688,154.0,0.0,0.0,0.0,0.99923514385801737,0.99999999917518456,18.999840958244405,0.00014426903411947673,0.00029853576768241368,0.00014306327859385797,0.00015674256585862623,2.1961719968428592e-10,1.9230366923213078e-10,7.5739746026110528e-06,2.5227888705881067e-14,6.3326044030764754e-06,1.4868123981257556e-06,5.7443616615123356e-12,5.817012409787323e-06,3.3424680612741108e-14,8.5687038556024641e-09,3.0012956425753834e-07,3.0042485636123904e-07,1.5087118634087368e-10,1.1009349973515923e-10,5.4304218870689491e-07,3.5091791075106763e-14,3.4935922249405894e-14,3.4949102664816096e-14,1.8239650179849804e-07,6.2894588930842359e-07,5.4465707434119671e-10,7.2894291506665969e-17,1.0941834024217336e-10,1.2773680670332934e-10,3.4117070692759804e-11,1.5100188193673861e-12,3.9187144265534198e-16,1.4776143528594036e-16,2.4763496141937293e-12,6.5796722626818732e-13,1.2173135442003956e-12,9.7418110448310266e-13,1.7530486227622062e-14,4.2936412749409556e-13,2.8396374567811049e-14,5.3787542730528084e-16,3.4838510201325304e-21,6.778185674298038e-16,8.8952279355641558e-15,2.5080269224600821e-15,2.6876870905175088e-15,9.4981416158943811e-20,2.4880590875834241e-19,1.7798335071784659e-15,8.283791565330903e-20,1.1253821925278313e-14,6.7968717554651191e-16,3.4823615357645986e-13,4.3330695411037581e-16,3.6881487248376167e-16,9.3425497272457513e-16,1.472038108869833e-22,2.2739734591849174e-21,4.4550444596445861e-16,2.8752050600626938e-25,6.4787985756653801e-20,7.1420347758153541e-19,8.2363991222140028e-23,1.0851949028884059e-16,7.3389444643232657e-22,6.3454292790577495e-20,9.1079488472014925e-11,7.337369396099007e-10
7.035942079078202e-08,0.815984378790009,154.0,0.0,0.0,0.0,0.99918145859625507,0.99999999905660042,18.999829778929858,0.00015422966629242093,0.00031931982313614945,0.00015296976168582347,0.00016768680269940237,2.3490682236795652e-10,1.9229437570475779e-10,8.1029086336499219e-06,2.5226533303665091e-14,6.7748815054111924e-06,1.5903284662727689e-06,6.1454502528236238e-12,6.6570721168374524e-06,3.5751801053388664e-14,9.1705334931334547e-09,3.4390026210626388e-07,3.4424429348185632e-07,1.7287416266431548e-10,1.2614991754174441e-10,6.3295316641206677e-07,4.9240672270066606e-14,4.9106585591959211e-14,4.912646350082731e-14,2.2309552343991973e-07,7.1958542672054227e-07,7.1274759751244384e-10,8.4782469260484026e-17,1.1827104036169548e-10,1.3802591518123609e-10,4.4711819777332818e-11,1.7623483015534746e-12,5.2610418048025442e-16,1.8075603250283694e-16,3.2060528342034725e-12,8.1486810988775723e-13,1.6098889068909964e-12,1.2977801656569443e-12,2.379085631736463e-14,5.9571038024257692e-13,4.0691010790805614e-14,8.2173512590346071e-16,4.7279808819465195e-21,1.0275177890641309e-15,1.262131091024511e-14,3.2201286930540986e-15,3.4574501167531619e-15,1.2194995832906359e-19,3.3012475256141642e-19,2.3634239657677894e-15,8.8734925033352838e-20,1.2051093093393165e-14,7.2785950284433547e-16,3.9941679849209907e-13,4.9699109870635855e-16,4.2302067943210021e-16,1.071538393505021e-15,1.8936349975121056e-22,2.6081208490185219e-21,5.0781670227606737e-16,3.2773570840761451e-25,7.3849818484192651e-20,1.0310846242367307e-18,1.0595332784274954e-22,1.533945465311345e-16,1.037375190713835e-21,1.0098168306889486e-19,1.0396699813286232e-10,8.3943358932313251e-10
