Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359)
1.1126409360776378e-10,0.4023200526702277,154.0,0.0,0.0,0.0,0.99950330225410955,1.0,18.99998557408022,1.9837889210927401e-05,0.00013425793255562141,0.0001204091853899832,1.4099988351699311e-05,5.0937408201996003e-11,9.0364818225691588e-07,7.8461322279439416e-05,3.4531772155389383e-09,0.00012824450008663282,3.2586828472501045e-07,1.5102859446538093e-13,7.918868528675745e-08,2.4274252679776665e-15,5.404333986857346e-08,2.0649618458199949e-08,2.0661686636845562e-08,7.5449350143352479e-12,4.5232410417761859e-12,1.3569517228282038e-11,4.4993221569870915e-19,4.2237993091166669e-19,4.2243856518841954e-19
1.1411907378583797e-10,0.40232005158494155,154.0,0.0,0.0,0.0,0.99949056076342246,1.0,18.999985100525429,2.0346710746255654e-05,0.00013770110561124658,0.00012339184091191707,1.4565123268691658e-05,5.2243746439428194e-11,9.0363749068894268e-07,8.0482671681645599e-05,3.4531331950548383e-09,0.00013154854253647036,3.3428598473457323e-07,1.5601077502854952e-13,8.3289382557628969e-08,2.4901295565458875e-15,5.6366819720190415e-08,2.2129032406874013e-08,2.2141967499676558e-08,8.0861173525034904e-12,4.8489723959054716e-12,1.4640810785923415e-11,5.3061770505181986e-19,4.9818841202494293e-19,4.9825942124147432e-19
1.1697405396391216e-10,0.40232005049830016,154.0,0.0,0.0,0.0,0.9994778194238475,1.0,18.999984626318387,2.0855521844690001e-05,0.00014114419073330407,0.00012637366295713094,1.5030910608076789e-05,5.3550051255148903e-11,9.0362679924603462e-07,8.2503992220372548e-05,3.4530891750957191e-09,0.00013485254587381569,3.4270346938605279e-07,1.609999438623905e-13,8.7493513796034625e-08,2.5528322408902135e-15,5.8720601470782714e-08,2.3671122860193169e-08,2.3684961696941512e-08,8.650255322573469e-12,5.1885778390847073e-12,1.5767040582021225e-11,6.2308964454234551e-19,5.8508397990384729e-19,5.8516955265600044e-19
1.1982903414198637e-10,0.402320049410465,154.0,0.0,0.0,0.0,0.99946507823538799,1.0,18.999984151528558,2.1364322506388383e-05,0.00014458718792004601,0.00012935472100854788,1.5497280914106149e-05,5.4856322648553578e-11,9.036161079278472e-07,8.4525283895970203e-05,3.4530451556626538e-09,0.00013815651009912644,3.5112073867555162e-07,1.6599535700782923e-13,9.1801073733290639e-08,2.6155333209816308e-15,6.1103857530740402e-08,2.5276690754316909e-08,2.5291470637288553e-08,9.2376427721024435e-12,5.5422360046139821e-12,1.6949578807252092e-11,7.2869286041023281e-19,6.8433391577118053e-19,6.8443655613486351e-19
1.2268401432006057e-10,0.4023200483215811,154.0,0.0,0.0,0.0,0.99945233719804771,1.0,18.999983676218275,2.1873112731508744e-05,0.00014803009716972371,0.00013233507742300735,1.5964171855022727e-05,5.6162560619040633e-11,9.0360541673432703e-07,8.6546546708788451e-05,3.4530011367483998e-09,0.00014146043521285983,3.5953779259918103e-07,1.7099634681278199e-13,9.621205710080818e-08,2.6782327967911746e-15,6.3515784270070627e-08,2.6946515169285511e-08,2.6962273860351817e-08,9.8485655294332165e-12,5.9101206496183642e-12,1.8189797547029816e-11,8.488838176744962e-19,7.9731102191803226e-19,7.974335849932738e-19
1.2553899449813477e-10,0.4023200472317789,154.0,0.0,0.0,0.0,0.99943959631183032,1.0,18.99998320044347,2.238189252020904e-05,0.0001514729184805872,0.00013531478816228613,1.6431527492252212e-05,5.7468765165998703e-11,9.0359472566579664e-07,8.856778065917708e-05,3.4529571183543254e-09,0.00014476432121547297,3.6795463115303183e-07,1.7600231410423496e-13,1.007264586300929e-07,2.7409306682896948e-15,6.5955601175390646e-08,2.8681353959747331e-08,2.8698129667851202e-08,1.0483301635176731e-11,6.2924007959357666e-12,1.9489068781505218e-11,9.852364395924131e-19,9.2549915847247258e-19,9.2564488884401465e-19
1.2839397467620897e-10,0.4023200461411754,154.0,0.0,0.0,0.0,0.99942685557673983,1.0,18.999982724254345,2.2890661872647204e-05,0.00015491565185088576,0.00013829390344897896,1.6899297624712597e-05,5.8774936288814958e-11,9.0358403472215119e-07,9.0588985747485937e-05,3.4529131004853304e-09,0.00014806816810742325,3.7637125433316365e-07,1.8101272116498491e-13,1.053442730527452e-07,2.8036269354478706e-15,6.8422550050667524e-08,3.0481944363666962e-08,3.0499775732659868e-08,1.1142121565607662e-11,6.6892408660701882e-12,2.084876438556601e-11,1.1394480405600197e-18,1.070498891274051e-18,1.0706714645391194e-18
1.3124895485428318e-10,0.40232004504987584,154.0,0.0,0.0,0.0,0.99941411499277932,1.0,18.999982247695961,2.3399420788981188e-05,0.00015835829727886796,0.0001412724683550611,1.7367437200422737e-05,6.0081073986882234e-11,9.0357334390317724e-07,9.2610161974065029e-05,3.4528690831390081e-09,0.00015137197588916811,3.8478766213562891e-07,1.8602708543124605e-13,1.1006549510046006e-07,2.8663215982362976e-15,7.0915894258304111e-08,3.2349003590154521e-08,3.2367929686980602e-08,1.1825288448392158e-11,7.1008008144672405e-12,2.2270256128836686e-11,1.3133453691392675e-18,1.2340332478545195e-18,1.2342368153713578e-18
1.3410393503235738e-10,0.4023200439579749,154.0,0.0,0.0,0.0,0.99940137455995315,1.0,18.999981770808734,2.390816926936894e-05,0.00016180085476278163,0.00014425052333013957,1.783590578840402e-05,6.1387178259581587e-11,9.0356265320907395e-07,9.4631309339264134e-05,3.4528250663125212e-09,0.00015467574456116479,3.9320385455647164e-07,1.9104497383600378e-13,1.148901195050271e-07,2.9290146566254702e-15,7.3434917997494876e-08,3.4283229387469279e-08,3.4303289690684743e-08,1.2533058271034612e-11,7.5272362543489614e-12,2.3754915675678363e-11,1.5088907579151802e-18,1.4179535785390055e-18,1.4181928155526225e-18
1.3695891521043158e-10,0.4023200428655572,154.0,0.0,0.0,0.0,0.99938863427826463,1.0,18.999981293628952,2.4416907313968407e-05,0.00016524332430087403,0.00014722810467558236,1.8304667104689516e-05,6.2693249106290589e-11,9.0355196263993121e-07,9.6652427843433149e-05,3.4527810500084791e-09,0.00015797947412387055,4.0161983159171201e-07,1.9606599773198575e-13,1.1981814099833032e-07,2.9917061105857767e-15,7.5978925617101461e-08,3.6285300592159456e-08,3.63065349807761e-08,1.3265680082397696e-11,7.9686985803245553e-12,2.5304114585188662e-11,1.7281883769312113e-18,1.6242455197211177e-18,1.6245256770254904e-18
1.3981389538850578e-10,0.40232004177269964,154.0,0.0,0.0,0.0,0.99937589414771755,1.0,18.999980816189183,2.4925634922937539e-05,0.00016868570589139199,0.00015020524497002193,1.8773688586943692e-05,6.3999286526396688e-11,9.035412721955453e-07,9.8673517486922016e-05,3.4527370342282111e-09,0.00016128316457774297,4.1003559323734995e-07,2.0108980833534011e-13,1.2484955431234838e-07,3.0543959600874334e-15,7.8547240960575536e-08,3.8355877660223179e-08,3.8378326402865545e-08,1.4023396187620642e-11,8.4253350869760886e-12,2.6919224311201567e-11,1.9734905874956961e-18,1.8550350564044853e-18,1.8553620157031702e-18
1.4266887556657998e-10,0.4023200406794705,154.0,0.0,0.0,0.0,0.99936315416831556,1.0,18.999980338518643,2.5434352096434288e-05,0.00017212799953258184,0.00015318197345118976,1.9242941012739203e-05,6.53052905192739e-11,9.0353058187594629e-07,0.00010069457827008063,3.4526930189694506e-09,0.00016458681592323936,4.1845113948937677e-07,2.0611609263684032e-13,1.2998435417915413e-07,3.1170842051005204e-15,8.1139206740673365e-08,4.0495603181114342e-08,4.0519306925480234e-08,1.4806442336738328e-11,8.8972890836044646e-12,2.8601616202287341e-11,2.2472043931883659e-18,2.1125946811341957e-18,2.1129750142639357e-18
1.4837883592272836e-10,0.4023200384921383,154.0,0.0,0.0,0.0,0.99933767466296219,1.0,18.999979382587384,2.6451755137642434e-05,0.00017901232295996147,0.00015913429715384454,2.0182036571635075e-05,6.7917198220827323e-11,9.0350920161128508e-07,0.00010473661325680674,3.4526049900188965e-09,0.00017119400129093348,4.3528158579647715e-07,2.1617498846410062e-13,1.4056409249989301e-07,3.2424558815410494e-15,8.6391551313130527e-08,4.4984983537370414e-08,4.5011320693602168e-08,1.6449436066767085e-11,9.8877035118002242e-12,3.2173731347638982e-11,2.8903076103776942e-18,2.7178845407304553e-18,2.7183944184627515e-18
1.535178002432619e-10,0.40232003652282594,154.0,0.0,0.0,0.0,0.99931474362509776,1.0,18.999978521696161,2.7367382186998772e-05,0.0001852079132403034,0.00016449021636392029,2.1027776258989116e-05,7.0267800824803144e-11,9.0348995980039405e-07,0.00010837434604604092,3.4525257657474949e-09,0.00017714033437580079,4.5042825078618723e-07,2.2523392537022081e-13,1.504393861531811e-07,3.3552849026848292e-15,9.119331778526037e-08,4.9268011468133254e-08,4.9296861307425837e-08,1.8016996336618585e-11,1.0832822246148109e-11,3.5632495196644881e-11,3.5938148941151239e-18,3.3802195310957595e-18,3.3808767570079572e-18
1.5865676456379544e-10,0.4023200345531031,154.0,0.0,0.0,0.0,0.99929181307700132,1.0,18.999977660391771,2.828297542788104e-05,0.00019140321853753888,0.00016984513603074278,2.1873929673828516e-05,7.2618295114764933e-11,9.0347071839398254e-07,0.00011201198533324704,3.4524465431675234e-09,0.00018308654075664368,4.6557421783756312e-07,2.3429729382257296e-13,1.6064957031501441e-07,3.4681087248161265e-15,9.6062291442840432e-08,5.3784308314978234e-08,5.3815807979595256e-08,1.9670011434812638e-11,1.1829627623386935e-11,3.9330575662295467e-11,4.4345791437006125e-18,4.1719983439877266e-18,4.1728380953118854e-18
1.6379572888432898e-10,0.4023200325831707,154.0,0.0,0.0,0.0,0.99926888301869432,1.0,18.999976798761686,2.919853486121043e-05,0.00019759823884143461,0.00017519914370086443,2.2720409333975233e-05,7.4968681086990406e-11,9.0345147739189839e-07,0.00011564953112046601,3.4523673222830514e-09,0.00018903262043613029,4.8071948692671256e-07,2.4336415677613631e-13,1.7119461426625408e-07,3.5809273477571991e-15,1.0099524812615859e-07,5.8537037728089668e-08,5.8571326226608081e-08,2.1409642018505565e-11,1.2878825181094282e-11,4.3275966643267513e-11,5.4331127569046418e-18,5.1126162237255379e-18,5.1136804155066317e-18
1.6893469320486252e-10,0.4023200306132084,154.0,0.0,0.0,0.0,0.99924595345019862,1.0,18.99997593687787,3.0114060487908136e-05,0.00020379297414175663,0.0001805523113809771,2.3567143292385014e-05,7.7318958737768169e-11,9.034322367946061e-07,0.00011928698340973855,3.4522881030904226e-09,0.00019497857341692855,4.958640580296479e-07,2.5243374358695662e-13,1.8207448728875098e-07,3.6937407713292115e-15,1.0598912023070501e-07,6.3529211616233433e-08,6.3566429734041819e-08,2.32369930735812e-11,1.3981086613829707e-11,4.7476660933211439e-11,6.6120965557857524e-18,6.2235281751705378e-18,6.2248664501963122e-18
1.7407365752539605e-10,0.40232002864335464,154.0,0.0,0.0,0.0,0.99922302437153576,1.0,18.99997507479949,3.1029552308895352e-05,0.00020998742442827176,0.00018590469831152942,2.4414072364342288e-05,7.9669128063356408e-11,9.0341299660199545e-07,0.00012292434220310575,3.4522088855874144e-09,0.00020092439970170688,5.1100793112226776e-07,2.6150542031175778e-13,1.9328915866534504e-07,3.806548995352443e-15,1.1104098852799168e-07,6.8763697509750707e-08,6.8803987723892811e-08,2.5153116616247198e-11,1.5137051415965154e-11,5.1940650220749132e-11,7.996515561066436e-18,7.5283793172394764e-18,7.5300501388677437e-18
1.792126218459296e-10,0.40232002667373007,154.0,0.0,0.0,0.0,0.99920009578272739,1.0,18.99997421257526,3.1945010325093306e-05,0.00021618158969074762,0.00019125635324776291,2.5261147847093971e-05,8.2019189059977e-11,9.0339375681375452e-07,0.00012656160750260876,3.4521296697783534e-09,0.00020687009929313407,5.2615110618036553e-07,2.7057866528226655e-13,2.0483859767986564e-07,3.91935201964693e-15,1.1614807451571954e-07,7.4243225537160456e-08,7.4286731935295751e-08,2.7159014252817181e-11,1.63473284381914e-11,5.6675925089471789e-11,9.6137970942319993e-18,9.0531376292180442e-18,9.0552094835782519e-18
1.8435158616646313e-10,0.4023200247044318,154.0,0.0,0.0,0.0,0.99917716768379516,1.0,18.999973350245263,3.2860434537423175e-05,0.00022237546991895336,0.00019660731633325872,2.6108329646853815e-05,8.4369141723879212e-11,9.0337451743026573e-07,0.00013019877931028857,3.4520504556630803e-09,0.00021281567219387843,5.4129358317966874e-07,2.7965304904328491e-13,2.1672277361713084e-07,4.0321498440317544e-15,1.2130773324174215e-07,7.9970395046303133e-08,8.0017263249574693e-08,2.9255639609038061e-11,1.7612497364626172e-11,6.1690475017937856e-11,1.1493950974201318e-17,1.0826228870430813e-17,1.0828781584436656e-17
1.8949055048699667e-10,0.4023200227355416,154.0,0.0,0.0,0.0,0.9991542400747605,1.0,18.999972487842502,3.3775824946806207e-05,0.00022856906510265973,0.00020195762061828721,2.6955584760901544e-05,8.6718986051290802e-11,9.0335527845162937e-07,0.00013383585762818644,3.4519712432381678e-09,0.00021876111840660881,5.5643536209584033e-07,2.8872821809390573e-13,2.2894165576294767e-07,4.1449424683253092e-15,1.2651744657563268e-07,8.5947680881108474e-08,8.5998057970714867e-08,3.1443900633032139e-11,1.8933110113011698e-11,6.6992288379670934e-11,1.3669711738625608e-17,1.287867361554037e-17,1.2881799797384058e-17
1.946295148075302e-10,0.40232002076712725,154.0,0.0,0.0,0.0,0.99913131295564528,1.0,18.999971625394135,3.4691181554163634e-05,0.00023476237523163953,0.00020730729330668276,2.780288603107711e-05,8.9068722038392924e-11,9.0333603987745304e-07,0.00013747284245834359,3.4518920325058811e-09,0.00022470643793399433,5.7157644290446681e-07,2.978038815357159e-13,2.4149521340411199e-07,4.2577298923461905e-15,1.3177481687486785e-07,9.2177439342754724e-08,9.2231473790039471e-08,3.3724661782418868e-11,2.0309692164444093e-11,7.2589352443157702e-11,1.6176682692736436e-17,1.5244226221589876e-17,1.5248032830404882e-17
1.9976847912806375e-10,0.40232001879924556,154.0,0.0,0.0,0.0,0.99910838632647103,1.0,18.999970762922509,3.5606504360416669e-05,0.0002409554002956679,0.00021265635678791402,2.8650211112017785e-05,9.1418349681409161e-11,9.0331680170795676e-07,0.00014110973380280156,3.4518128234681918e-09,0.00023065163077870399,5.8671682558108713e-07,3.0687980002162215e-13,2.5438341582840821e-07,4.3705121159121249e-15,1.3707756100922215e-07,9.8661913855233526e-08,9.8719755455117841e-08,3.6098746102968034e-11,2.1742743827116497e-11,7.8489653371845931e-11,1.9053481645694711e-17,1.7959515598824009e-17,1.7964125650297734e-17
2.0490744344859728e-10,0.40232001683194324,154.0,0.0,0.0,0.0,0.99908546018725941,1.0,18.999969900445993,3.652179336648658e-05,0.00024714814028452221,0.00021800482949300184,2.9497541615495487e-05,9.3767868976552707e-11,9.0329756394342619e-07,0.00014474653166360145,3.4517336161221881e-09,0.00023659669694340693,6.0185651010120764e-07,3.1595577659048231e-13,2.6760623232460975e-07,4.4832891388401596e-15,1.4242350471452338e-07,1.054032403529783e-07,1.0546504016057321e-07,3.8566937205263633e-11,2.3232741438025796e-11,8.4701176224142639e-11,2.2341888192235353e-17,2.1064187654396311e-17,2.1069742069181893e-17
2.1004640776913082e-10,0.4023200148652603,154.0,0.0,0.0,0.0,0.99906253453803184,1.0,18.999969037979753,3.7437048573294591e-05,0.00025334059518798279,0.00022335272659857255,3.0344862406575182e-05,9.6117279919973178e-11,9.0327832658350452e-07,0.00014838323604278493,3.4516544104679003e-09,0.00024254163643077273,6.1699549644028714e-07,3.2503164912782112e-13,2.8116363218247827e-07,4.5960609609480489e-15,1.478105772556068e-07,1.1240345240368332e-07,1.1246936267392457e-07,4.1129981144197905e-11,2.478013850557785e-11,9.1231904953411856e-11,2.6086992426600605e-17,2.4601049306264374e-17,2.4607708908135606e-17
2.1518537208966436e-10,0.4023200128992295,154.0,0.0,0.0,0.0,0.9990396093788102,1.0,18.999968175536218,3.8352269981761964e-05,0.00025953276499583218,0.00022870006060294145,3.1192161027705427e-05,9.846658250787689e-11,9.0325908962820625e-07,0.00015201984694239353,3.4515752065080667e-09,0.00024848644924347095,6.3213378457374867e-07,3.3410728419752273e-13,2.9505558469276481e-07,4.7088275820527652e-15,1.5323680637804541e-07,1.1966448607981273e-07,1.1973466020997054e-07,4.3788588206254342e-11,2.638536679610996e-11,9.8089822407973021e-11,3.0337344973685413e-17,2.8616213962021086e-17,2.8624161632791482e-17
2.203243364101979e-10,0.4023200109338787,154.0,0.0,0.0,0.0,0.99901668470961602,1.0,18.999967313125655,3.926745759280998e-05,0.0002657246496978565,0.00023404684179826211,3.2039427226712452e-05,1.0081577673647684e-10,9.0323985307792357e-07,0.0001556563643644688,3.451496004241337e-09,0.00025443113538417095,6.4727137447700052e-07,3.4318257198594921e-13,3.0928205914720869e-07,4.8215890019703865e-15,1.5870031352807013e-07,1.2718818459242098e-07,1.2726277706734394e-07,4.654343460957607e-11,2.8048837367375622e-11,1.0528291033109889e-10,3.5145108225354165e-17,3.3159248359978243e-17,3.3168691358274475e-17
2.2546330073073144e-10,0.40232000896923126,154.0,0.0,0.0,0.0,0.99899376053047073,1.0,18.999966450756489,4.0182611407359883e-05,0.00027191624928384425,0.0002393930786598146,3.2886652567631561e-05,1.0316486260189725e-10,9.0322061693242755e-07,0.00015929278831105243,3.4514168036662199e-09,0.00026037569485554287,6.6240826612542771e-07,3.5225742213304428e-13,3.2384302483853824e-07,4.9343452205182211e-15,1.6419930932129406e-07,1.349763027005622e-07,1.3505546904052382e-07,4.9395164121692697e-11,2.9770941551959009e-11,1.1281914936101375e-10,4.0566208671381257e-17,3.8283320670846417e-17,3.829449312188469e-17
2.3060226505126498e-10,0.40232000700530723,154.0,0.0,0.0,0.0,0.99897083684139598,1.0,18.999965588435664,4.1097731426332956e-05,0.00027810756374358739,0.00024473877816782303,3.3733830108989248e-05,1.0551384010033104e-10,9.0320138119154276e-07,0.00016292911878418634,3.4513376047849055e-09,0.00026632012766025662,6.7754445949439004e-07,3.6133176028685095e-13,3.3873845106047108e-07,5.0470962375129608e-15,1.6973208924388358e-07,1.4303051090818002e-07,1.431144076192013e-07,5.2344389599274767e-11,3.1552051893276064e-11,1.2070651903089166e-10,4.6660490222533589e-17,4.4045349765830697e-17,4.4058515329402193e-17
2.357412293717985e-10,0.4023200050421232,154.0,0.0,0.0,0.0,0.99894791364241364,1.0,18.999964726168894,4.2012817650650498e-05,0.00028429859306688065,0.00025008394607280095,3.4580954138540086e-05,1.078627092280038e-10,9.0318214585566508e-07,0.00016656535578591215,3.4512584075976926e-09,0.0002722644338009821,6.9267995455923908e-07,3.7040552526219124e-13,3.5396830710771362e-07,5.1598420527699473e-15,1.7529702957230764e-07,1.5135239945914886e-07,1.5144118398567849e-07,5.5391694453828944e-11,3.3392523036545954e-11,1.289529977688544e-10,5.3491868430872568e-17,5.050615556394639e-17,5.0521610287872285e-17
2.408801936923321e-10,0.4023200030796934,154.0,0.0,0.0,0.0,0.99892499093354492,1.0,18.999963863960883,4.2927870081233777e-05,0.00029048933724352228,0.00025542858711346021,3.5428019955427739e-05,1.1021146998101823e-10,9.0316291092474961e-07,0.00017020149931827182,3.4511792121026613e-09,0.00027820861328038969,7.0781475129532149e-07,3.7947866670670869e-13,3.695325622759613e-07,5.272582666106273e-15,1.8089258349909325e-07,1.5994348214041111e-07,1.6003731282025055e-07,5.8537634046980062e-11,3.5292692576952608e-11,1.3756656289797005e-10,6.1128485518704933e-17,5.7730610377184491e-17,5.7748685743553127e-17
2.5115812233339916e-10,0.40231999915714356,154.0,0.0,0.0,0.0,0.99887914698623548,1.0,18.999962139735807,4.4757873564882803e-05,0.00030286997011605882,0.00026611630346007776,3.7121962242625145e-05,1.1490866634784635e-10,9.031244422774751e-07,0.0001774735059830608,3.4510208261933083e-09,0.00029009659226593302,7.3808224968250067e-07,3.976229214558499e-13,4.0166414716320215e-07,5.4980482862820597e-15,1.9216970805536931e-07,1.7793892387628947e-07,1.7804332523665104e-07,6.5127506394355882e-11,3.9273396689616915e-11,1.5592685609665251e-10,7.9112075433508195e-17,7.4751134902899875e-17,7.4775604195603682e-17
2.6040825811035954e-10,0.402319995629534,154.0,0.0,0.0,0.0,0.99883788911006277,1.0,18.999960588166292,4.6404761134838301e-05,0.0003140115643975138,0.00027573347879835145,3.8646279084649124e-05,1.1913577239836047e-10,9.0308982187943154e-07,0.00018401799233662471,3.4508782846666951e-09,0.00030079534019800542,7.6532060969906382e-07,4.1395027411112317e-13,4.3172591055023372e-07,5.7009495520272035e-15,2.0240974975793372e-07,1.9506921049931322e-07,1.9518367509996799e-07,7.1400764974923402e-11,4.3063264280677001e-11,1.7378656131285209e-10,9.8826885960863707e-17,9.3420458578566093e-17,9.3452241164962937e-17
2.696583938873199e-10,0.4023199921045162,154.0,0.0,0.0,0.0,0.99879663282219444,1.0,18.999959036829942,4.8051539227423053e-05,0.00032515223464530665,0.00028534899047465704,4.0170364514239231e-05,1.2336252725545469e-10,9.0305520279367813e-07,0.00019056217588120115,3.4507357486257684e-09,0.00031149367778894165,7.9255670674669979e-07,4.3027514804789398e-13,4.6287064962120781e-07,5.9038339606908777e-15,2.1272806882384979e-07,2.1309209886375552e-07,2.1321715176773053e-07,7.8001088912206621e-11,4.7051107043589518e-11,1.9295963925740956e-10,1.2242013367724664e-16,1.1577430270885348e-16,1.1581518486050179e-16
2.789085296642803e-10,0.4023199885821175,154.0,0.0,0.0,0.0,0.99875537812275628,1.0,18.999957485735045,4.9698207848010271e-05,0.00033629198080005972,0.00029496284702005898,4.169421021190589e-05,1.2758893089696926e-10,9.0302058502021709e-07,0.00019710605662870125,3.4505932180754064e-09,0.0003221916050543193,8.1979054068149027e-07,4.465974541543125e-13,4.9509818534440784e-07,6.1067015112009099e-15,2.2311798049371518e-07,2.3201409176058401e-07,2.3215026187014053e-07,8.4930863874718125e-11,5.1238375221051509e-11,2.1349257372125474e-10,1.5046271379620024e-16,1.4235777993680139e-16,1.4240989284650814e-16
2.881586654412407e-10,0.4023199850623715,154.0,0.0,0.0,0.0,0.99871412501187373,1.0,18.999955934887421,5.1344767001973248e-05,0.00034743080280243068,0.00030457505444066543,4.3217810381506681e-05,1.3181498330049931e-10,9.0298596855877186e-07,0.00020364963459103668,3.450450693013901e-09,0.00033288912200971787,8.4702211135956269e-07,4.629171303462269e-13,5.2840833869851362e-07,6.3095522024847988e-15,2.335733580460855e-07,2.5184113589260628e-07,2.5198895562155383e-07,9.2192271518642677e-11,5.5626395048693091e-11,2.3543183689477242e-10,1.8358245504513908e-16,1.7377088566338587e-16,1.738367553948255e-16
2.974088012182011e-10,0.4023199815452964,154.0,0.0,0.0,0.0,0.99867287348967282,1.0,18.99995438429109,5.2991216694685322e-05,0.0003585687005931135,0.00031418561699163099,4.4741160976539658e-05,1.3604068444354891e-10,9.0295135340991673e-07,0.00021019290978011975,3.4503081734377285e-09,0.0003435862286707174,8.7425141863709572e-07,4.7923413327996477e-13,5.628009306726058e-07,6.5123860334722975e-15,2.4408858596830653e-07,2.7257866837959751e-07,2.7273867335305794e-07,9.9787306549276511e-11,6.0216379125861447e-11,2.5882388936777397e-10,2.2246712383899541e-16,2.1067146950159912e-16,2.107540718525434e-16
3.0665893699516146e-10,0.40231997803091213,154.0,0.0,0.0,0.0,0.99863162355627888,1.0,18.9999528339489,5.4637556931519964e-05,0.00036970567411283805,0.00032379453772491123,4.6264259152614552e-05,1.4026603430405373e-10,9.029167395737993e-07,0.00021673588220786364,3.450165659352019e-09,0.00035428292505290025,9.0147846237029875e-07,4.9554843248909308e-13,5.9827578226616759e-07,6.715203003092357e-15,2.5465851713777012e-07,2.9423165932680595e-07,2.9440438810610599e-07,1.0771779233820785e-10,6.5009435908472195e-11,2.837151801294695e-10,2.6786743404395834e-16,2.5377822056211268e-16,2.5388104110512052e-16
3.1590907277212185e-10,0.402319974519233,154.0,0.0,0.0,0.0,0.99859037521181748,1.0,18.999951283862874,5.6283787717850654e-05,0.00038084172330237029,0.00033340181885928852,4.7787102897595062e-05,1.4449103285968618e-10,9.0288212704999234e-07,0.00022327855188618257,3.4500231507579888e-09,0.00036497921117184973,9.287032424154541e-07,5.1186000642113168e-13,6.3483271448908966e-07,6.9180031102730526e-15,2.6527843360253968e-07,3.1680465085303371e-07,3.1699064468363652e-07,1.1598539524160754e-10,7.0006578412300462e-11,3.101521465684411e-10,3.2060005879243294e-16,3.0387366307532565e-16,3.0400076263469358e-16
3.2515920854908223e-10,0.40231997101027184,154.0,0.0,0.0,0.0,0.99854912845641441,1.0,18.999949734034406,5.7929909059050957e-05,0.00039197684810251296,0.00034300746201567565,4.9309690796419909e-05,1.4871568008788625e-10,9.0284751583900726e-07,0.00022982091882699096,3.4498806476509711e-09,0.00037567508704315053,9.5592575862893496e-07,5.2816883991823465e-13,6.7247154836167337e-07,7.1207863539457049e-15,2.7594401076703482e-07,3.4030179275980114e-07,3.4050159534029663e-07,1.2459163768620925e-10,7.520873216719579e-11,3.381812144726173e-10,3.815506431302579e-16,3.6180716140088037e-16,3.6196324723116141e-16
3.344093443260426e-10,0.4023199675040394,154.0,0.0,0.0,0.0,0.99850788329019502,1.0,18.99994818446449,5.9575920960494543e-05,0.00040311104845410471,0.00035261146838244683,5.0832021865870433e-05,1.5293997596667558e-10,9.0281290594122965e-07,0.00023636298304220417,3.4497381500343751e-09,0.00038637055268238844,9.8314601086716839e-07,5.4447492244957217e-13,7.111921049146353e-07,7.3235527330412638e-15,2.8665128459073321e-07,3.6472687521414904e-07,3.6494103248454035e-07,1.3353791015966913e-10,8.061674250531866e-11,3.6784879802924804e-10,4.5167681488214463e-16,4.2849793186042485e-16,4.2868843478890808e-16
3.43659480103003e-10,0.4023199640005458,154.0,0.0,0.0,0.0,0.99846663971328453,1.0,18.999946635153801,6.122182342755512e-05,0.00041424432429802097,0.00036221383884248138,5.2354095427611411e-05,1.5716392047382096e-10,9.0277829735613871e-07,0.00024290474454373865,3.449595657911636e-09,0.0003970656081051513,1.0103639989866563e-06,5.6077824674955244e-13,7.5099420518911009e-07,7.5263022464888657e-15,2.9739662151740973e-07,3.9008335871782656e-07,3.9031241866551309e-07,1.4282548220538802e-10,8.6231381244239356e-11,3.9920129982488124e-10,5.3201119211756864e-16,5.0493805987402082e-16,5.0516921767011246e-16
3.529096158799634e-10,0.4023199604997988,154.0,0.0,0.0,0.0,0.99842539772580863,1.0,18.999945086102795,6.2867616465606487e-05,0.00042537667557517359,0.00037181457406949766,5.3875911011928332e-05,1.6138751358666586e-10,9.0274369008407812e-07,0.00024944620334351126,3.4494531712779913e-09,0.00040776025332702782,1.0375797228440069e-06,5.7707880778585783e-13,7.9187767023665549e-07,7.7290348932217419e-15,3.0817669089388171e-07,4.1637440160119343e-07,4.1661891408318939e-07,1.524555125092143e-10,9.2053352818043696e-11,4.3228511084533986e-10,6.2366438558443841e-16,5.921955208386019e-16,5.9247446807272606e-16
3.6215975165692377e-10,0.4023199570018062,154.0,0.0,0.0,0.0,0.99838415732789221,1.0,18.999943537311815,6.45133000800225e-05,0.00043650810222651079,0.00038141367459338857,5.5397468292449752e-05,1.6561075528332349e-10,9.0270908412566854e-07,0.00025598735945343967,3.4493106901345801e-09,0.00041845448836360787,1.0647931822958993e-06,5.9337660206340597e-13,8.3384232111925553e-07,7.9317506721732986e-15,3.1898843969549862e-07,4.436028852242856e-07,4.4386340180432222e-07,1.6242905814496062e-10,9.8083299897126369e-11,4.6714661047569956e-10,7.278279950181862e-16,6.9141720373662024e-16,6.9175206839229573e-16
