Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507)
1.3754422514231346e-08,0.4697825903257677,154.0,0.0,0.0,0.0,0.67098263668777602,1.0,18.997539317617395,0.0064200568378515689,0.035435115461514628,0.024460688455534212,0.0016504782724953353,8.1854782104785226e-09,5.986294478515214e-06,0.081357562160013455,5.7961527300303552e-08,0.16565809518512728,5.1407847539728379e-05,1.3145972223181269e-11,0.0036733358675116899,2.9506739024791917e-13,6.3010682255767108e-05,0.0093645065075560561,0.0094887721787036486,2.2602618549606867e-06,1.2999233886330885e-06,0.0005792382380349632,3.0457102025409841e-06,1.2340858849193052e-05,1.3654137945094505e-05,0.0001319138800965529,0.00059052659206972177,3.0608094371795347e-05,1.2015805407044007e-12,2.633199940871384e-05,1.2639840852399324e-05,6.2614927574302341e-05,6.672076340147348e-08,9.1443360433572908e-09,3.2765577093248658e-11,1.9061781445894019e-06,5.4891545020420417e-07,1.2254304766129501e-06,4.733868851826027e-08,2.291787679162656e-07,2.1532301467519881e-07,1.3692878847003135e-08,1.5355121879778514e-09,1.8165285201565093e-13,3.9302887295260834e-08,5.9103797127766193e-09,7.4478887575068876e-10,5.0159697202586346e-11,9.0851253650641612e-13,3.0327828411945012e-12,6.5326655492677059e-09,4.2554493391229513e-13,6.0288776297291603e-09,1.3588647547416112e-10,4.7211980389094493e-07,1.7075257456607193e-10,1.0310489453665523e-10
1.4032511742063066e-08,0.46978334968523966,154.0,0.0,0.0,0.0,0.66578411000051796,1.0,18.997502193931876,0.0065205235148624299,0.035877340725554867,0.024602903903391982,0.0016600993432687057,8.2876022379672345e-09,5.9432263344766061e-06,0.0826568078452775,5.7512461419865858e-08,0.16841614335294997,5.2049264482094045e-05,1.322260354474765e-11,0.0037860660295179309,2.9874895317304212e-13,6.3382303753239017e-05,0.0096567691911126907,0.0097902854886741733,2.3307960733056623e-06,1.3404901428973062e-06,0.00060412891197674282,3.2522792179093547e-06,1.3401222140817078e-05,1.4859851300993823e-05,0.00013769315782079044,0.00060928478840246254,3.2670181805473044e-05,1.2530467182796956e-12,2.678102912488814e-05,1.2846686847309351e-05,6.6808534928511535e-05,6.9610090808076851e-08,9.771097333932239e-09,3.4214987641564159e-11,2.032917717259319e-06,5.7635927055584404e-07,1.3157545230799259e-06,5.084039790527596e-08,2.4688078198105328e-07,2.3471925394733035e-07,1.4771004309238947e-08,1.7070274842401745e-09,1.9568392649139867e-13,4.3668742800472872e-08,6.5249915983723281e-09,7.8062023415083381e-10,5.257389672835662e-11,9.5222077306772346e-13,3.1569265270414288e-12,6.7995648486434138e-09,4.3170653549694015e-13,6.1145249742667334e-09,1.3781725086849298e-10,4.8907623228002187e-07,1.7688468145285434e-10,1.0680760743995718e-10
1.4310600969894787e-08,0.4697841146574365,154.0,0.0,0.0,0.0,0.66063273319465543,1.0,18.997465393839946,0.0066200067609603359,0.036311466487704828,0.024736305859650712,0.0016691247521947573,8.3878546130728157e-09,5.900549160957642e-06,0.083944444510491156,5.7067468607025335e-08,0.17115434999827281,5.2678926087116945e-05,1.3294490458782686e-11,0.0038992981485814421,3.023630438968835e-13,6.3731069743176055e-05,0.0099502892687672508,0.01009351700761721,2.4016333014245926e-06,1.3812311860653614e-06,0.00062953584817246301,3.466848243969537e-06,1.4523949083710957e-05,1.6140180798765619e-05,0.00014356150297299027,0.00062814575899779884,3.4817239029893469e-05,1.3055778045667167e-12,2.7226822399172311e-05,1.3051684384871768e-05,7.1172494073060109e-05,7.2559902985779006e-08,1.0424036523849458e-08,3.5687334702377838e-11,2.1647517911643533e-06,6.043721713473925e-07,1.4102715863056244e-06,5.4505324576158674e-08,2.6545249418679372e-07,2.5535676824507348e-07,1.5903295995364756e-08,1.8928856178219036e-09,2.1040434696416418e-13,4.8397004787137925e-08,7.187381075819408e-09,8.1781338574099281e-10,5.5079828994196201e-11,9.9759016664651917e-13,3.2845602601435507e-12,7.0739337859168561e-09,4.3779637717169736e-13,6.199073761489294e-09,1.3972326047348108e-10,5.0624478708594352e-07,1.830934672297627e-10,1.1055662065581554e-10
1.4588690197726507e-08,0.4697848849089532,154.0,0.0,0.0,0.0,0.65552799465905609,1.0,18.997428910997655,0.0067185155876823529,0.036737621419933836,0.024861118935257311,0.0016775696853303249,8.4862650891207311e-09,5.8582586319532465e-06,0.085220577228775019,5.662650443872664e-08,0.17387289503650766,5.3297019187910607e-05,1.336175389523177e-11,0.004012993885055674,3.0591073372341142e-13,6.4057562162466019e-05,0.010244948706948701,0.010398359087004396,2.4727450486641645e-06,1.4221301316529606e-06,0.0006554563845700967,3.6894341834064697e-06,1.5710846499567972e-05,1.7497634893658421e-05,0.00014951580672429142,0.00064710255518879466,3.7050239531885476e-05,1.3591683216786988e-12,2.7669408633715768e-05,1.3254850222426936e-05,7.5708570276437768e-05,7.5569893481346579e-08,1.110344568090554e-08,3.7181843540696752e-11,2.3017319622090236e-06,6.3294059671515362e-07,1.5090477952025962e-06,5.8336062799235904e-08,2.8490931409444918e-07,2.772807507183044e-07,1.709075512090208e-08,2.0938673103245821e-09,2.258263274886576e-13,5.3507156263733642e-08,7.8999768006537627e-09,8.5642273208291542e-10,5.7681160172685041e-11,1.0446870782775311e-12,3.4158210356377649e-12,7.3560654771388281e-09,4.4381595023636682e-13,6.2825425400656044e-09,1.4160492243595426e-10,5.2362169385431656e-07,1.8937756602815728e-10,1.1435110943150564e-10
1.4866779425558227e-08,0.4697856601147388,154.0,0.0,0.0,0.0,0.65046938923571029,1.0,18.997392739247271,0.0068160589111291997,0.037155932123084767,0.024977563067851542,0.0016854490124998489,8.5828629288053778e-09,5.8163505673505868e-06,0.086485309950813896,5.6189525441499221e-08,0.17657195641611226,5.390372761602255e-05,1.3424512319018652e-11,0.0041271160743614589,3.0939307891367144e-13,6.4362350844280187e-05,0.0105406324334137,0.010704706825707355,2.5441035397204423e-06,1.4631710046195085e-06,0.00068188774654750095,3.9200449120063663e-06,1.6963692294907805e-05,1.8934712206941153e-05,0.00015555296145880647,0.00066614841828287284,3.9370100982569052e-05,1.4138125588721574e-12,2.8108816908665244e-05,1.3456200937997891e-05,8.0418409323442845e-05,7.8639742476785845e-08,1.1809598168915197e-08,3.8697738991026046e-11,2.4439064276429668e-06,6.6205081727642547e-07,1.6121464096561809e-06,6.2335094914574817e-08,3.0526604150604985e-07,3.0053647242734605e-07,1.8334344577878194e-08,2.3107695344577595e-09,2.4196159880812899e-13,5.9019067490550647e-08,8.6652578999237088e-09,8.9650425642969999e-10,6.0381663312375723e-11,1.0935797984596493e-12,3.5508525615352617e-12,7.6462675053347379e-09,4.4976674010930842e-13,6.3649496301714549e-09,1.434626497522446e-10,5.4120324246252563e-07,1.9573563543234074e-10,1.1819026320219035e-10
1.5144868653389948e-08,0.4697864399579297,154.0,0.0,0.0,0.0,0.6454564181324699,1.0,18.997356872609771,0.0069126455531435729,0.037566523160981295,0.025085853608910812,0.001692777293201756,8.6776769286788444e-09,5.7748208130318766e-06,0.087738745518884428,5.5756488645189148e-08,0.17925171014363106,5.4499232243876204e-05,1.3482881700724364e-11,0.0042416286950442122,3.1281111783621154e-13,6.4645993743714123e-05,0.010837228288844892,0.011012458012792097,2.6156817028171989e-06,1.5043382345582421e-06,0.00070882705158370213,4.158679460353439e-06,1.8284233072956334e-05,2.0453898747971843e-05,0.00016166986495282407,0.00068527677640036128,4.1777685786086674e-05,1.469504581905233e-12,2.8545075986255115e-05,1.3655752932527201e-05,8.530353869846254e-05,8.1769117340557481e-08,1.2542748809266664e-08,4.0234246540998281e-11,2.5913200320949358e-06,6.9168895863389262e-07,1.7196278197325499e-06,6.6504791279230177e-08,3.2653686380773598e-07,3.2516923825281576e-07,1.9634988705945769e-08,2.5444047885387028e-09,2.5882140624837589e-13,6.4952977067081524e-08,9.485752420888999e-09,9.3811548159967941e-10,6.3185215499148273e-11,1.1443384957667415e-12,3.6898052320402599e-12,7.9448618649700343e-09,4.5565022602266061e-13,6.44631312810677e-09,1.4529685037131803e-10,5.5898578628633935e-07,2.0216635596136291e-10,1.2207328523973095e-10
1.542295788122167e-08,0.46978722412968527,154.0,0.0,0.0,0.0,0.6404885888368963,1.0,18.997321305277659,0.0070082842424727216,0.03796951709397367,0.025186201409445531,0.0016995687824166092,8.7707354318204235e-09,5.7336651830019061e-06,0.088980985680674071,5.5327351190157638e-08,0.18191233030835699,5.5083711028792587e-05,1.3536975541907593e-11,0.0043564968376867928,3.1616587034583097e-13,6.4909037159674058e-05,0.011134626978994738,0.011321513071380523,2.687453158105009e-06,1.5456166490063625e-06,0.000736271313815025,4.4053282063777005e-06,1.9674181849963116e-05,2.2057665214683114e-05,0.00016786342427766159,0.00070448124128585021,4.427380169372949e-05,1.5262382423934131e-12,2.8978214314842134e-05,1.3853522432083825e-05,9.0365368902565904e-05,8.4957673165225308e-08,1.3303134064992636e-08,4.1790593344316203e-11,2.744014316903905e-06,7.2184102823667369e-07,1.8315495497863528e-06,7.0847410405364098e-08,3.4873535452467796e-07,3.5122434387322e-07,2.0993573143957745e-08,2.7956003558598639e-09,2.7641650857230583e-13,7.1329472675516301e-08,1.0364035745034398e-08,9.8131542614913054e-10,6.6095794901279127e-11,1.1970351633835151e-12,3.8328360899383901e-12,8.2521848838218753e-09,4.6146788109417838e-13,6.5266509107550245e-09,1.4710792729484325e-10,5.7696574138184591e-07,2.0866843070166025e-10,1.259993924218028e-10
1.5701047109053392e-08,0.46978801232902684,154.0,0.0,0.0,0.0,0.63556541503122066,1.0,18.997286031608105,0.0071029836159154014,0.038365034511915995,0.025278812904264255,0.0017058374363176148,8.8620663102724978e-09,5.6928796599684858e-06,0.090212131102828316,5.4902071230313417e-08,0.1845539891064899,5.5657339073938163e-05,1.3586905034698295e-11,0.0044716866746553887,3.1945834278072965e-13,6.5152015953065477e-05,0.011432722027363767,0.011631775003561811,2.7593922064072358e-06,1.5869914670024016e-06,0.00076421744847823781,4.659973077691283e-06,2.1135215876930854e-05,2.3748464374711326e-05,0.0001741305594392885,0.00072375560509788984,4.6859202477990056e-05,1.5840071874617389e-12,2.9408260032885551e-05,1.4049525490040231e-05,9.560519489373081e-05,8.8205053291798571e-08,1.4090972245603623e-08,4.3366009166354873e-11,2.9020275724212701e-06,7.5249294067056444e-07,1.9479662671399044e-06,7.5365099278350222e-08,3.7187447301056804e-07,3.7874703385289829e-07,2.2410944756946765e-08,3.0651975512511373e-09,2.9475717773375961e-13,7.8169471539583259e-08,1.1302728971356979e-08,1.0261645589837959e-09,6.9117477709014127e-11,1.2517435637443346e-12,3.9801087776219761e-12,8.5685871228169661e-09,4.6722117346806309e-13,6.6059806398854979e-09,1.488962786758166e-10,5.95139585681772e-07,2.1524058535012652e-10,1.2996781531375318e-10
1.5979136336885114e-08,0.4697888042626805,154.0,0.0,0.0,0.0,0.63068641650840307,1.0,18.997251046116425,0.0071967522194534691,0.038753194066620388,0.025363890194827144,0.0017115969178850418,8.9516969912987588e-09,5.6524602672747958e-06,0.091432281384423678,5.4480607506274525e-08,0.18717685686517896,5.622028866826569e-05,1.363277901983496e-11,0.0045871654306559742,3.2268952468728568e-13,6.5375453761330068e-05,0.011731409728403936,0.011943149336336265,2.8314738177699094e-06,1.6284482924932027e-06,0.00079266227624289354,4.922587762668051e-06,2.2668974567419414e-05,2.552872852910127e-05,0.0001804682067674351,0.0007430938371822929,4.9534588661301281e-05,1.642804868356465e-12,2.9835240972873022e-05,1.4243777989220202e-05,0.00010102419763996619,9.1510889821025091e-08,1.4906463731011992e-08,4.495972726569881e-11,3.0653948929732125e-06,7.836305414481224e-07,2.0689297950169682e-06,8.005989384242477e-08,3.9596656519688291e-07,4.077824608778309e-07,2.3887911633619194e-08,3.3540509570896512e-09,3.1385319947139054e-13,8.5494200655955187e-08,1.2304497272779771e-08,1.072724752547876e-09,7.2254434978608454e-11,1.3085391714289298e-12,4.131793479955955e-12,8.8944332544427193e-09,4.7291156586096614e-13,6.6843197663085332e-09,1.5066229791126314e-10,6.1350385820743133e-07,2.2188156768705158e-10,1.3397779780642825e-10
1.6257225564716836e-08,0.46978959964492273,154.0,0.0,0.0,0.0,0.62585111908928392,1.0,18.997216343469791,0.0072895985093682884,0.03913411250377806,0.025441631130706504,0.0017168606024263839,9.0396544771212837e-09,5.6124029473376498e-06,0.092641535070256978,5.4062918639447128e-08,0.18978110206623602,5.6772729323844947e-05,1.367470397624639e-11,0.0047029013540792501,3.2586038679397687e-13,6.5579863209370455e-05,0.012030589101236822,0.012255544068574164,2.9036736201870955e-06,1.6699731078201329e-06,0.00082160252743504155,5.1931379292693422e-06,2.427705753179646e-05,2.7400867060239296e-05,0.00018687332206649633,0.00076249008083404161,5.2300608294444821e-05,1.7026245489821e-12,3.0259184665193191e-05,1.4436295644017663e-05,0.00010662344577551664,9.4874804111889411e-08,1.5749791212948561e-08,4.6570985214683342e-11,3.2341482341873069e-06,8.1523962936725709e-07,2.1944891294255728e-06,8.4933719641871414e-08,4.2102336532968748e-07,4.3837564617192754e-07,2.5425243149639123e-08,3.6630276509310608e-09,3.337138746852903e-13,9.332517685331997e-08,1.3372048229429967e-08,1.1210592347262705e-09,7.5510929388104128e-11,1.3674991144868449e-12,4.2880668572727328e-12,9.2301019203907019e-09,4.7854051528901199e-13,6.7616855338826665e-09,1.5240637373157796e-10,6.3205515829466627e-07,2.2859014712427631e-10,1.3802859681818136e-10
1.653531479254856e-08,0.4697903981974291,154.0,0.0,0.0,0.0,0.62105905454080435,1.0,18.997181918481274,0.0073815308533421459,0.039507904694326974,0.025512229389674144,0.0017216415830028991,9.1259653170275136e-09,5.5727038346304409e-06,0.093839989663825757,5.3648964317981457e-08,0.1923668913692681,5.7314827838849765e-05,1.3712784223932859e-11,0.0048188636891125861,3.2897188786873216e-13,6.5765746116927049e-05,0.012330161843877046,0.012568869618972365,2.9759678887931879e-06,1.7115522675404934e-06,0.00085103484615441842,5.4715814506852866e-06,2.596102271803308e-05,2.9367264065395461e-05,0.00019334288354003705,0.00078193865005250925,5.5157857779861715e-05,1.7634593150611219e-12,3.0680118341955617e-05,1.4627094002487005e-05,0.00011240389735081418,9.829640726756572e-08,1.6621119952348248e-08,4.8199025661945933e-11,3.4083164724051309e-06,8.4730597750444306e-07,2.3246904596984051e-06,8.9988392606279863e-08,4.4705599862496947e-07,4.7057144112139649e-07,2.7023670092185866e-08,3.993006426842097e-09,3.5434802154161301e-13,1.0168418673170887e-07,1.4508130142374385e-08,1.1712325395881346e-09,7.889131191442728e-11,1.4287021143593366e-12,4.4491119672366411e-12,9.5759855691291658e-09,4.8410947449121662e-13,6.8380949833723837e-09,1.5412889028966074e-10,6.5079014483231555e-07,2.3536511489295393e-10,1.4211948248685369e-10
1.681340402038028e-08,0.4697911996491248,154.0,0.0,0.0,0.0,0.61630976049530339,1.0,18.99714776610411,0.0074725575315448909,0.039874683665324095,0.025575874556434463,0.0017259526757638201,9.210655633954032e-09,5.5333591345114974e-06,0.095027741640262522,5.3238704975849946e-08,0.19493438963475118,5.7846748336225399e-05,1.3747121875884012e-11,0.0049350226485981629,3.3202497128984118e-13,6.5933593702452849e-05,0.012630032287953983,0.01288303877499182,3.0483335347741593e-06,1.7531724920493206e-06,0.00088095579428717054,5.7578686369209964e-06,2.7722384658886672e-05,3.1430276076991321e-05,0.00019987389450013793,0.0008014340262944104,5.8106882735375623e-05,1.8253020820626025e-12,3.1098068940758781e-05,1.4816188448405176e-05,0.00011836640166737317,1.0177530060906857e-07,1.7520598051262063e-08,4.9843097039916948e-11,3.5879254659213511e-06,8.7981535290577609e-07,2.4595771924148026e-06,9.5225619969048602e-08,4.7407498477704461e-07,5.044144901299188e-07,2.8683884841498795e-08,4.344877012411151e-09,3.7576397825343456e-13,1.1059326653195464e-07,1.5715530331243873e-08,1.2233104570959279e-09,8.2400018441520284e-11,1.4922284245303479e-12,4.6151181799467513e-12,9.9324902741244785e-09,4.8961989138637222e-13,6.9135649561694631e-09,1.5583022724396436e-10,6.697055355151326e-07,2.4220528352682821e-10,1.4624973781114381e-10
1.7091493248212003e-08,0.46979200373603996,154.0,0.0,0.0,0.0,0.61160278037087346,1.0,18.997113881426266,0.007562686737705983,0.040234560630315316,0.025632752200021206,0.0017298064251902649,9.2937511553784239e-09,5.4943649066829286e-06,0.096204886459126615,5.2832100639960991e-08,0.19748375994685208,5.8368652292459271e-05,1.377781677351995e-11,0.0050513493876171286,3.3502056085185645e-13,6.6083886783518671e-05,0.012930107353923697,0.013197966642759403,3.1207480943701701e-06,1.7948208612093755e-06,0.00091136185541615291,6.0519424714999121e-06,2.9562612825073737e-05,3.3592229870461634e-05,0.00020646338587229683,0.00082097085522858724,6.1148178894102092e-05,1.8881456028876444e-12,3.1513063108406557e-05,1.5003594203305934e-05,0.00012451170118932516,1.0531107613683864e-07,1.8448356737933415e-08,5.1502454219902519e-11,3.7729981178070432e-06,9.1275353503638343e-07,2.5991899784428075e-06,1.0064700130885764e-07,5.0209024225789781e-07,5.3994919472287121e-07,3.0406541605337937e-08,4.7195392833128262e-09,3.9796960648853159e-13,1.2007468198249363e-07,1.6997073419024536e-08,1.2773599819044414e-09,8.6041566305848513e-11,1.5581597680626401e-12,4.7862810845994139e-12,1.030003553346106e-08,4.9507320831532768e-13,6.9881120978776345e-09,1.5751075983754732e-10,6.8879810610957291e-07,2.4910948627086268e-10,1.5041865824314555e-10
1.7369582476043725e-08,0.46979281020116687,154.0,0.0,0.0,0.0,0.60693766329275467,1.0,18.997080259665204,0.0076519265801721264,0.040587645019164453,0.025683043949877086,0.0017332151092495033,9.3752771728946482e-09,5.4557174228309071e-06,0.097371518576834251,5.2429112424401976e-08,0.20001516363556671,5.8880698603269436e-05,1.3804966743289311e-11,0.0051678159777802483,3.3795956990354805e-13,6.6217095973816357e-05,0.013230296506763151,0.013513570597917768,3.1931897185125345e-06,1.8364848084349481e-06,0.00094224943863074754,6.3537388524910705e-06,3.1483130083811293e-05,3.5855420360346109e-05,0.00021310841850613832,0.00084054394349650414,6.4282193036542106e-05,1.9519824766174868e-12,3.1925127204574317e-05,1.5189326328486693e-05,0.00013084043352371531,1.0890331698049552e-07,1.9404510663750449e-08,5.3176359117356381e-11,3.9635544400900857e-06,9.4610633304630235e-07,2.7435667428524295e-06,1.0625402970431919e-07,5.3111109334823165e-07,5.7721967891469359e-07,3.2192256702477143e-08,5.1179024772052708e-09,4.2097229535705384e-13,1.3015090816816862e-07,1.8355619607149418e-08,1.3334492613681799e-09,8.9820550787554267e-11,1.6265792741836177e-12,4.9628023851300112e-12,1.0679054051632375e-08,5.0047086383089835e-13,7.0617528617561659e-09,1.5917085897844857e-10,7.0806468973021553e-07,2.5607657743937972e-10,1.546255520113656e-10
1.7647671703875447e-08,0.46979361879431797,154.0,0.0,0.0,0.0,0.60231396401577142,1.0,18.9970468961629,0.0077402850829507014,0.040934044507412157,0.025726927570635084,0.0017361907444605621,9.4552585663390834e-09,5.4174130785182192e-06,0.098527731459066584,5.2029702453606592e-08,0.20252876029884398,5.938304362295638e-05,1.3828667555030617e-11,0.0052843953822059664,3.4084289828737949e-13,6.6333681876808682e-05,0.013530511712142073,0.013829770237407083,3.2656371621003552e-06,1.8781521145364776e-06,0.00097361488223812786,6.6631868371076626e-06,3.3485311261900649e-05,3.8222108585031789e-05,0.00021980608530176437,0.00086014825548206175,6.7509323951075621e-05,2.0168051558431673e-12,3.2334287305424872e-05,1.5373399726988238e-05,0.0001373531334620905,1.1255159783698587e-07,2.0389158210852126e-08,5.4864081249948017e-11,4.1596116190793236e-06,9.798596019087173e-07,2.8927427174629743e-06,1.120480929924955e-07,5.6114626984370414e-07,6.1626975584972123e-07,3.4041608891522614e-08,5.5408844086468698e-09,4.4477896593444709e-13,1.4084460946326521e-07,1.9794062943889416e-08,1.3916475428691959e-09,9.3741641556882094e-11,1.6975714140326637e-12,5.1448897905754682e-12,1.1069991504287113e-08,5.0581429217496713e-13,7.1345035120382767e-09,1.608108913140167e-10,7.2750217612954318e-07,2.631054319469471e-10,1.5886973979400043e-10
1.792576093170717e-08,0.46979442927199067,154.0,0.0,0.0,0.0,0.59773124284780399,1.0,18.99701378638111,0.0078277701867391775,0.041273865045167182,0.025764577035619043,0.0017387450908733333,9.5337198513257741e-09,5.3794480410941162e-06,0.099673617593097855,5.1633832096701633e-08,0.2050247078245811,5.9875841182221153e-05,1.3849012778433753e-11,0.0054010614311671874,3.436714249504037e-13,6.643409527604772e-05,0.01383066739306615,0.014146487332162699,3.3380697732255613e-06,1.9198109014581473e-06,0.0010054544573779268,6.980208889169637e-06,3.5570481812337335e-05,4.0694519780365742e-05,0.00022655351316117292,0.00087977891009410577,7.0829923419288296e-05,2.0826059534387185e-12,3.2740569207175156e-05,1.5555829145547677e-05,0.00014405023507631755,1.1625548539735139e-07,2.1402381809228465e-08,5.6564898250741928e-11,4.3611840816327116e-06,1.0139992574842349e-06,3.04675047579887e-06,1.1803047512243211e-07,5.9220391938252151e-07,6.5714289572326077e-07,3.5955139741524003e-08,5.9894106866272102e-09,4.6939607627690459e-13,1.5217861956860866e-07,2.1315329588907414e-08,1.4520251205770073e-09,9.7809579081471001e-11,1.7712219357060148e-12,5.33275689884118e-12,1.1473306286736451e-08,5.1110492184702876e-13,7.2063801271258229e-09,1.6243121930012417e-10,7.4710751099977611e-07,2.7019494450478897e-10,1.631505541457144e-10
1.820385015953889e-08,0.4697952413972312,154.0,0.0,0.0,0.0,0.59318906557425755,1.0,18.996980925896789,0.0079143897499406781,0.04160721088546606,0.025796162599082302,0.0017408896569620258,9.6106851243471544e-09,5.3418186997855185e-06,0.10080926849969313,5.1241463763648649e-08,0.20750316241179786,6.0359242656830403e-05,1.3866094102717264e-11,0.0055177887983887111,3.4644601973588446e-13,6.6518777322234333e-05,0.014130680386984548,0.014463645780712976,3.4104674832549884e-06,1.9614496266219054e-06,0.0010377643715421435,7.3047211287637003e-06,3.7739916583252899e-05,4.327484154216231e-05,0.00023334786477375433,0.00089943117756479004,7.4244297222760892e-05,2.1493770509732012e-12,3.3143998429614251e-05,1.5736629176525041e-05,0.00015093207386193835,1.2001453876233719e-07,2.2444248262217288e-08,5.8278096338740947e-11,4.568283562183072e-06,1.0485112905626419e-06,3.2056199702401682e-06,1.2420235759528852e-07,6.2429161234325434e-07,6.99882194986202e-07,3.7933354041020383e-08,6.464413936211305e-09,4.9482962688867731e-13,1.6417592169004426e-07,2.2922376076696636e-08,1.5146532817468353e-09,1.0202917100107713e-10,1.8476177987594178e-12,5.5266230693362522e-12,1.1889469247041759e-08,5.1634417783465485e-13,7.2773986026513174e-09,1.6403220127350507e-10,7.6687769528337688e-07,2.7734403017060156e-10,1.6746733996958636e-10
1.8481939387370613e-08,0.4697960549395016,154.0,0.0,0.0,0.0,0.58868700338354818,1.0,18.996948310397766,0.0080001515496658931,0.041934184612184545,0.025821850867203143,0.0017426357044335668,9.6861780796862445e-09,5.3045216525082053e-06,0.10193477474499625,5.0852561280574589e-08,0.20996427859182046,6.0833397010618593e-05,1.3880001322920933e-11,0.0056345529779778993,3.4916754158325649e-13,6.6588159717073016e-05,0.014430469903359061,0.014781171563661901,3.4828107964944785e-06,2.0030570770156019e-06,0.0010705407720020962,7.63663358347308e-06,3.9994838687831976e-05,4.5965222077449574e-05,0.00024018634024446881,0.00091910047626671341,7.7752706168155279e-05,2.2171105055571011e-12,3.3544600219573387e-05,1.5915814259803859e-05,0.00015799888892274855,1.2382830984705637e-07,2.351480907936183e-08,6.000297074913242e-11,4.780919170347935e-06,1.0833817799314219e-06,3.3693785711651945e-06,1.3056482098310827e-07,6.5741634926437122e-07,7.4453034683329502e-07,3.9976720242334086e-08,6.9668330257031943e-09,5.210851666029993e-13,1.7685962889320221e-07,2.4618187581486079e-08,1.5796042526552317e-09,1.0640528847905762e-10,1.9268471082594767e-12,5.7267132917647427e-12,1.2318963404497832e-08,5.2153348129168668e-13,7.3475746544260846e-09,1.6561419151845267e-10,7.8680978449585875e-07,2.845516239905819e-10,1.7181945427088877e-10
1.8760028615202335e-08,0.4697968696745508,154.0,0.0,0.0,0.0,0.58422463279359116,1.0,18.996915935678604,0.008085063282721551,0.042254887167521828,0.025841804867854198,0.0017439942529531743,9.7602220807066366e-09,5.2675531677443169e-06,0.10305022595243131,5.0467087315970039e-08,0.21240820924951859,6.1298450799439304e-05,1.3890822085065239e-11,0.0057513302619712362,3.5183682661130005e-13,6.6642664893930905e-05,0.014729957481690259,0.015098992699041157,3.5550807795731935e-06,2.0446223629971012e-06,0.0011037797491443024,7.9758504405866448e-06,4.2336418473700783e-05,4.876776854413321e-05,0.00024706617857293616,0.00093878236955154798,8.1355367127633086e-05,2.2857982556111773e-12,3.3942399554348532e-05,1.6093398684665956e-05,0.00016525082519067169,1.2769634377492329e-07,2.4614100815652047e-08,6.1738826125242323e-11,4.9990974589617958e-06,1.1185969045182274e-06,3.5380511078934642e-06,1.3711884651870497e-07,6.9158456873947565e-07,7.9112961297237909e-07,4.2085670938087988e-08,7.4976123006472234e-09,5.4816779884012649e-13,1.9025296466716482e-07,2.6405776186066993e-08,1.6469511442719764e-09,1.1094286253583857e-10,2.0089990484962808e-12,5.9332580506768973e-12,1.2762283654337934e-08,5.2667424718721165e-13,7.4169238212790732e-09,1.6717754032664113e-10,8.069008880602143e-07,2.9181667989085851e-10,1.7620626534584937e-10
1.9038117843034057e-08,0.4697976853842867,154.0,0.0,0.0,0.0,0.57980153557925618,1.0,18.99688379763662,0.0081691325665855345,0.042569417878958869,0.025856184119163711,0.0017449760847881911,9.8328400893521521e-09,5.2309097254498742e-06,0.10415571081408789,5.0085005416116211e-08,0.21483510564355288,6.1754548242356507e-05,1.3898642274704077e-11,0.0058680977184803187,3.5445470278503953e-13,6.6682706195373835e-05,0.015029066949994183,0.015417039198516693,3.627259051968443e-06,2.0861349128920191e-06,0.0011374773397170074,8.3222702997281611e-06,4.4765772590143664e-05,5.1684545478594872e-05,0.00025398465899130468,0.0009584725626126684,8.5052454091810511e-05,2.3554321290040758e-12,3.4337421145076224e-05,1.6269396591641048e-05,0.00017268793567530344,1.3161817926106344e-07,2.5742145416227073e-08,6.3484976874114246e-11,5.2228224923804407e-06,1.1541429546525528e-06,3.7116599112472145e-06,1.4386531774951337e-07,7.2680215574458776e-07,8.3972179666905815e-07,4.4260603367074609e-08,8.0577008258944646e-09,5.7608218820766923e-13,2.0437924372729194e-07,2.8288179156859083e-08,1.7167678977630462e-09,1.1564688036912077e-10,2.0941638165174351e-12,6.1464931784776533e-12,1.3219936459495055e-08,5.3176788702020804e-13,7.4854614677712421e-09,1.6872259406207768e-10,8.271481686479817e-07,2.9913817142825407e-10,1.8062715341159148e-10
