Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815)
2.803693456834649e-09,0.36302894507189926,154.0,0.0,0.0,0.0,0.99992127860465052,1.0,18.999976664833628,7.4388506141410588e-06,3.4804583122773328e-05,1.221120004412452e-05,2.2961146126186085e-05,5.4300285158077135e-11,2.7300103850965015e-10,4.6323248695570263e-07,4.0941472043706605e-14,3.978411661325477e-07,3.6662685764443095e-07,7.9811306991690362e-13,7.0662009069463882e-08,7.8562929268949969e-15,6.1576920729175373e-10,8.948711977986199e-10,8.9654062842600609e-10,9.6810993436331856e-13,7.0021581059284394e-13,5.1137482399108726e-09,2.7704790082683312e-20,2.6898573506695768e-20,2.6899040890317634e-20,2.9584485656770672e-10,7.0407047985385358e-09,6.737417777090876e-14,2.7851404498004058e-18,1.3226427909772154e-12,1.5351896583413265e-12,1.1047179235389844e-15,1.0781961985681117e-14,1.5016070465856796e-21,2.8523683166741724e-19,2.6227809059271197e-16,2.3463695445853244e-16,2.1505399400014905e-17,9.376844083974346e-18,4.1566406172123298e-20,3.5891300637765519e-18,6.988065450223021e-21,4.8489179896169028e-23,8.6141408778216381e-27,1.1501115334828875e-22,1.3578188329012075e-20,1.1159664954982415e-18,1.592007411388715e-18,4.7319153788308452e-23,9.1237369117697417e-23,6.2203450345193173e-19,9.1026819911219568e-21,1.1507914929434539e-15,6.650495776551016e-17,1.3077865883408349e-15,3.4428148494094614e-18,2.8949388463287013e-18,7.4734210765549399e-18,8.2493019073751506e-26,1.6055235251338397e-23,8.6910290492846543e-18,5.5448984863604982e-27,1.2968049431369755e-21,5.731957709591827e-26,4.6208860445002525e-26,5.1344125024747768e-21,3.6385547975101243e-26
2.9145154012859637e-09,0.36302894305301286,154.0,0.0,0.0,0.0,0.99991816454791715,1.0,18.999975690981831,7.7327234111217229e-06,3.6179960810327662e-05,1.2642435434809729e-05,2.3919901162042709e-05,5.6446074971104137e-11,2.7300023312256207e-10,4.815475589266694e-07,4.0941344539711146e-14,4.1357089273606303e-07,3.8113046684978397e-07,8.3143871620804531e-13,7.6357864159667137e-08,8.1670846891210852e-15,6.4483918504726056e-10,9.7669223972700177e-10,9.7851446188385709e-10,1.0566380517545805e-12,7.6428693687506496e-13,5.5360834428838e-09,3.4377778698165014e-20,3.3379019765513318e-20,3.3379623914524668e-20,3.3162825248848192e-10,7.5957279521516465e-09,7.8217948477245648e-14,2.9646294170951641e-18,1.4231492796801219e-12,1.6516538151628149e-12,1.2969641240077993e-15,1.1842024508338441e-14,1.8283163170494299e-21,3.1976824364107046e-19,3.0541978028083062e-16,2.7211106259058771e-16,2.5696974864196411e-17,1.1559131583116281e-17,5.1335402642936219e-20,4.3451713795207112e-18,8.9850763300043594e-21,6.4431023064583372e-23,1.0638658586195032e-26,1.4844376684340414e-22,1.6890707899670701e-20,1.2520678921321342e-18,1.8056901150396862e-18,5.3091974916433837e-23,1.0104495415604577e-22,6.8860224933501028e-19,9.6142424039485811e-21,1.21545143359454e-15,7.0283065302903515e-17,1.4425041871179702e-15,3.7975750080044788e-18,3.1932698106578522e-18,8.2482763295852916e-18,9.3565412713748411e-26,1.77198658767515e-23,9.4536642898603497e-18,6.0314616962462091e-27,1.4106001519183538e-21,7.3912607353805686e-26,5.2411114957877555e-26,5.9162634977338894e-21,4.1926299340961714e-26
3.0253373457372784e-09,0.3630289410341596,154.0,0.0,0.0,0.0,0.99991505030702521,1.0,18.999974717121585,8.0265837714354504e-06,3.7555312334645339e-05,1.3073664135354997e-05,2.4878641173576351e-05,5.8591823769485321e-11,2.7299942768504213e-10,4.998625674215066e-07,4.094121702817174e-14,4.2930056988867654e-07,3.9563379886189691e-07,8.6476384026440372e-13,8.2274421908626104e-08,8.4778705114897912e-15,6.7397401131855803e-10,1.0622912341706694e-09,1.0642733209426347e-09,1.1492543039568219e-12,8.3131869790561594e-13,5.9759616879675324e-09,4.229758421926242e-20,4.1070760818387004e-20,4.1071533980488695e-20,3.7017228694109203e-10,8.171737599123896e-09,9.0318821196427468e-14,3.1496427546136261e-18,1.5268809383742479e-12,1.7718342306525782e-12,1.5135190134802109e-15,1.2956494942915194e-14,2.2095774721894603e-21,3.569675061535465e-19,3.5364216039990714e-16,3.1378631549079961e-16,3.0494837052962751e-17,1.41309073377163e-17,6.2872462617276337e-20,5.2229954242327201e-18,1.1439244895911139e-20,8.4677911930377297e-23,1.3029589878612688e-26,1.8973961594252628e-22,2.0835534369488541e-20,1.4003104973686324e-18,2.0404115148789891e-18,5.9379926338611463e-23,1.1147861088067665e-22,7.5935574229337516e-19,1.0129156226698092e-20,1.2805350033626732e-15,7.4086588589557904e-17,1.5846226866060315e-15,4.1718307570248723e-18,3.5079968501093006e-18,9.0658172569226731e-18,1.0572796825752099e-25,1.9476198660718007e-23,1.0244230882417273e-17,6.5358451792514386e-27,1.5285631269808076e-21,9.4360570251618274e-26,5.922402890879157e-26,6.7800627781354794e-21,4.8047802679362079e-26
3.2469812346399077e-09,0.36302893699655536,154.0,0.0,0.0,0.0,0.99990882127295289,1.0,18.999972769375685,8.61426718379559e-06,4.0305936492295598e-05,1.3936101309223085e-05,2.6796075761562628e-05,6.2883197696288248e-11,2.7299781665872525e-10,5.3649239417724155e-07,4.094096198246757e-14,4.6075977601012743e-07,4.2463962707492048e-07,9.314125090858611e-13,9.4769623171948009e-08,9.0994242459812364e-15,7.3240726891295449e-10,1.2448535965527765e-09,1.2471766968856559e-09,1.3467842443514478e-12,9.7428809260402688e-13,6.908697403452912e-09,6.2574167950824188e-20,6.0765238267131008e-20,6.0766470628872586e-20,4.5594986203976557e-10,9.3867143939580907e-09,1.1866902253544637e-13,3.5363525219231302e-18,1.7438443596401287e-12,2.0231359353240476e-12,2.0276245501176191e-15,1.535002858282351e-14,3.1624024951326895e-21,4.3976480659679525e-19,4.668607059888351e-16,4.1088301305227105e-16,4.2150631889336667e-17,2.0645884780979415e-17,9.2193343255966869e-20,7.401261400133282e-18,1.8051415443228237e-20,1.4195635055628744e-22,1.9106032456186002e-26,3.0190902902057596e-22,3.0989597335934777e-20,1.7361022651392076e-18,2.5785648750856502e-18,7.3623575049360759e-23,1.3429651146965254e-22,9.1387658458011022e-19,1.1167689776759423e-20,1.4118019228734967e-15,8.1759617514516018e-17,1.8912434493481628e-15,4.9793063462513332e-18,4.1870406761555317e-18,1.0829945927302866e-17,1.3361345377452316e-25,2.3266097091956523e-23,1.1906916300973552e-17,7.5966426762018365e-27,1.7766578618324775e-21,1.4967548908002601e-25,7.4844217687860986e-26,8.7738983006899986e-21,6.2177581993029535e-26
3.446460734652274e-09,0.3630289333628272,154.0,0.0,0.0,0.0,0.9999032145129354,1.0,18.999971016375348,9.1431397258663891e-06,4.2781407749544723e-05,1.4712271471455728e-05,2.8521714620124981e-05,6.6745292390274733e-11,2.7299636656270209e-10,5.6945902165096686e-07,4.094073241558244e-14,4.890728928159961e-07,4.5074391385376996e-07,9.9139449413523478e-13,1.067700515686337e-07,9.658802065307716e-15,7.8514851609682311e-10,1.4221497587565083e-09,1.4248041118392685e-09,1.5386177739302776e-12,1.1131404580160111e-12,7.8090347751539877e-09,8.695795725476022e-20,8.4451662826101623e-20,8.4453486627015795e-20,5.4361325995841845e-10,1.055196231159875e-08,1.4945591998771712e-13,3.903560484752716e-18,1.9497063262588971e-12,2.2615014150756034e-12,2.5943348114083124e-15,1.7693642769698148e-14,4.2773290952798767e-21,5.2439773730423862e-19,5.9007975987493159e-16,5.1555880642515725e-16,5.5345392562680243e-17,2.838242481401133e-17,1.2714793910645614e-19,9.9301698425449416e-18,2.6483987189731455e-20,2.1922899370256483e-22,2.6350011019364711e-26,4.4642180458562439e-22,4.3283138697442292e-20,2.0872322342104679e-18,3.1492555273273547e-18,8.8518435761222924e-23,1.5716063284956306e-22,1.0684403520244432e-18,1.2110708814398465e-20,1.5309955351221116e-15,8.8728543375607679e-17,2.1929317591542082e-15,5.7738126687186169e-18,4.8551828544865564e-18,1.2565927970559229e-17,1.6318492403707361e-25,2.699552787356478e-23,1.349344721812446e-17,8.6088534088951776e-27,2.0133894523807221e-21,2.2054402210070508e-25,9.1408818960175563e-26,1.0900868807179753e-20,7.7250883640441559e-26
3.6459402346646405e-09,0.3630289297292087,154.0,0.0,0.0,0.0,0.99989760715697351,1.0,18.999969263347428,9.6719719798760879e-06,4.5256792677855634e-05,1.5488419310350701e-05,3.0247303429722792e-05,7.0607251762957468e-11,2.7299491630342771e-10,6.0242544419916182e-07,4.0940502824278606e-14,5.1738585004128823e-07,4.7684728607567238e-07,1.051374739517991e-12,1.1948546979880569e-07,1.0218160286980262e-14,8.3800159712803511e-10,1.6117832238704404e-09,1.6147919607048067e-09,1.7438015700658446e-12,1.2616612599142639e-12,8.7675727050723052e-09,1.1850979376996588e-19,1.1510441106201094e-19,1.1510704871788733e-19,6.4180570290510707e-10,1.1785198635916089e-08,1.8587002501032538e-13,4.2890949892382262e-18,2.1653513823664176e-12,2.5111181624543949e-12,3.273301258041747e-15,2.0218636019107449e-14,5.6860396623169212e-21,6.1921142487853227e-19,7.360621421237933e-16,6.384682055928148e-16,7.1529389961358499e-17,3.8277777755931945e-17,1.7201951111190183e-19,1.3104459562689533e-17,3.7982615460115182e-20,3.3006645600050542e-22,3.564918901993838e-26,6.4544456822304857e-22,5.9295463979624812e-20,2.4894507707058156e-18,3.8110835293728229e-18,1.0558105480816562e-22,1.8235305200303667e-22,1.2384611664242273e-18,1.3060159788869252e-20,1.6510016167187265e-15,9.5746216004952495e-17,2.5191919617284888e-15,6.6330479143163033e-18,5.5777632896632918e-18,1.4443433341891302e-17,1.9747885751201844e-25,3.1028994972299367e-23,1.5162464053277858e-17,9.6736903656362332e-27,2.2624291422602369e-21,3.1757366948015494e-25,1.1061873074289664e-25,1.337640132814563e-20,9.4794385172470798e-26
3.845419734677007e-09,0.36302892609569914,154.0,0.0,0.0,0.0,0.99989199920534122,1.0,18.999967510291853,1.0200763948352041e-05,4.7732090692291259e-05,1.6264544595043017e-05,3.1972841664764893e-05,7.4469074901691075e-11,2.7299346588116618e-10,6.3539166208489369e-07,4.0940273208630619e-14,5.4569864791460202e-07,5.0294973757280517e-07,1.1113532269653781e-12,1.3291584501189276e-07,1.0777498778818176e-14,8.9094274171495089e-10,1.8137772498796542e-09,1.8171635590132063e-09,1.9623608065238469e-12,1.419868765196171e-12,9.7848215403266139e-09,1.5872895620824522e-19,1.5418169748697622e-19,1.5418543471638734e-19,7.5112130427775398e-10,1.308642033057319e-08,2.2855775821562641e-13,4.6931163577598798e-18,2.3905405837023875e-12,2.7717035211145436e-12,4.0786201954546497e-15,2.2926792592657188e-14,7.4426475326163905e-21,7.2478240870840629e-19,9.0742086208846853e-16,7.814685354374724e-16,9.1151375282705043e-17,5.0750200702251256e-17,2.2877986847213474e-19,1.7039695497694275e-17,5.3381625676151513e-20,4.8580078558016462e-22,4.7412206916221901e-26,9.1468426491019477e-22,7.9843161056434797e-20,2.947555321447743e-18,4.5735429967082015e-18,1.2501505004967074e-22,2.1000108801722939e-22,1.4247473712456056e-18,1.4014888631844167e-20,1.7716743574778149e-15,1.0280388812703586e-16,2.8701785704337811e-15,7.5574194095081139e-18,6.3551246251191687e-18,1.646328934117222e-17,2.369872107272262e-25,3.5368275690387325e-23,1.6911466620247202e-17,1.0789558421321249e-26,2.5234038645299659e-21,4.4801009612409256e-25,1.3274952485760168e-25,1.6234561748044368e-20,1.150495078058703e-25
4.044899234689374e-09,0.36302892246229906,154.0,0.0,0.0,0.0,0.99988639065831231,1.0,18.999965757208592,1.0729515633821585e-05,5.0207301207963325e-05,1.704064710151845e-05,3.3698328792865358e-05,7.8330760894135521e-11,2.7299201529555074e-10,6.683576755641391e-07,4.0940043568488962e-14,5.7401128665848606e-07,5.290512621765518e-07,1.1713299379711242e-12,1.4706114418749213e-07,1.1336817408669214e-14,9.4395329765709244e-10,2.0281500006067832e-09,2.0319371194648811e-09,2.194315142581553e-12,1.5877772394081402e-12,1.0861291589763275e-08,2.0931416670324912e-19,2.0333601607546035e-19,2.033412147894287e-19,8.7215411920874486e-10,1.4455624304458393e-08,2.7820063590770416e-13,5.1157849005780441e-18,2.6250408212858649e-12,3.0429819345991288e-12,5.0252345156494879e-15,2.5819852425334926e-14,9.6073426036624622e-21,8.4168732293127959e-19,1.1069057754970215e-15,9.4648101641826084e-16,1.1469685161222481e-16,6.6266507982267184e-17,2.9964124687722517e-19,2.1864327394455889e-17,7.367424286822698e-20,7.006236797443454e-22,6.2097531687225855e-26,1.2731431597562828e-21,1.0586207428014284e-19,3.466557462586987e-18,5.4466098663792721e-18,1.4703313025089818e-22,2.4024151535638422e-22,1.6281699597944432e-18,1.4973950840629573e-20,1.8928944229111636e-15,1.0989440077342813e-16,3.2460180678180587e-15,8.5472605834314385e-18,7.1875473418757439e-18,1.8626167595528711e-17,2.822269067573028e-25,4.0014812895873798e-23,1.8738219126137561e-17,1.1955031134438077e-26,2.7959800036145544e-21,6.2050943432037519e-25,1.5809075825771993e-25,1.9511222461656456e-20,1.3827047524125544e-25
4.244378734701741e-09,0.36302891882900823,154.0,0.0,0.0,0.0,0.999880781516161,1.0,18.999964004097578,1.1258227038812001e-05,5.2682423640025371e-05,1.7816726597270222e-05,3.5423764290191298e-05,8.2192308827538087e-11,2.729905645475627e-10,7.0132348488596324e-07,4.0939813904210352e-14,6.0232376648963551e-07,5.5515185372164035e-07,1.2313048543289146e-12,1.6192133413538459e-07,1.1896116044349686e-14,9.9701846981335346e-10,2.2549157998788203e-09,2.259127008439089e-09,2.4396800807429684e-12,1.7653979318940851e-12,1.1997493126966197e-08,2.7217635145103766e-19,2.6442662603952335e-19,2.6443373889479024e-19,1.0054981461036101e-09,1.5892807411957968e-08,3.3551526410376483e-13,5.5572609167888774e-18,2.868624677348015e-12,3.3246847660150598e-12,6.1289333108502944e-15,2.8899528596730441e-14,1.2246667493582756e-20,9.7050289086581849e-19,1.3374029096783284e-15,1.1354878641169647e-15,1.4268882374371956e-16,8.5344167557208475e-17,3.8706843756226045e-19,2.7720351282015043e-17,1.0003082025974768e-19,9.9207735223326679e-22,8.021597049689774e-26,1.7435728099320027e-21,1.3841685381185886e-19,4.0516818926430444e-18,6.4407395434540031e-18,1.7185705268845845e-22,2.7322133075781649e-22,1.8496679947932701e-18,1.593656953782516e-20,2.0145636554867286e-15,1.1701186540529268e-16,3.6468144668463997e-15,9.6028456292532519e-18,8.075262091630914e-18,2.0932616314909829e-17,3.3373971327076775e-25,4.4969784317800611e-23,2.0640743918352127e-17,1.3168846757628756e-26,3.0798624623851637e-21,8.4530504550545552e-25,1.869459047157384e-25,2.3244199164742075e-20,1.647252830769394e-25
4.443858234714108e-09,0.3630289151958266,154.0,0.0,0.0,0.0,0.99987517177916196,1.0,18.999962250958738,1.1786898165850544e-05,5.5157457403681778e-05,1.8592782841938891e-05,3.7149147640827271e-05,8.6053717790250252e-11,2.7298911363534668e-10,7.3428909029269734e-07,4.0939584215096872e-14,6.3063608761907021e-07,5.8125150603752621e-07,1.2912779581019735e-12,1.7749638149555104e-07,1.2455394553785484e-14,1.0501264041022518e-09,2.4940860423985187e-09,2.4987446585664899e-09,2.6984679526104442e-12,1.9527397912033929e-12,1.3193936390029744e-08,3.4945135823198396e-19,3.395320021241241e-19,3.3954158883745347e-19,1.1517473261852074e-09,1.7397966452993135e-08,4.012533334709506e-13,6.0177046942309987e-18,3.1210702855257629e-12,3.6165501231687385e-12,7.4063516725477137e-15,3.2167516979830811e-14,1.5433784633202948e-20,1.1118059184506381e-18,1.6019337946616716e-15,1.3505295335391601e-15,1.7568850531634538e-16,1.085532941767799e-16,4.9379051293768144e-19,3.4763964461385795e-17,1.3381780246996907e-19,1.381593710325109e-21,1.0233310075152261e-25,2.3529605208292829e-21,1.7871065495608764e-19,4.7083654365534861e-18,7.5668645802098721e-18,1.9971758004595397e-22,3.0909843107523057e-22,2.090253400576269e-18,1.6902102698204083e-20,2.1366009341062126e-15,1.2415141551874657e-16,4.0726536682441784e-15,1.0724400990582267e-17,9.0184593592223333e-18,2.3383085224680709e-17,3.9209212227158229e-25,5.02341561090409e-23,2.2617305112026966e-17,1.4429897791977046e-26,3.3747922191600366e-21,1.1343816091633859e-24,2.1963228746055817e-25,2.7473399015641272e-20,1.9469674881085667e-25
4.643337734726475e-09,0.3630289115627538,154.0,0.0,0.0,0.0,0.99986956144758932,1.0,18.999960497791989,1.2315529017464447e-05,5.7632401914174108e-05,1.9368815599753267e-05,3.8874478324337747e-05,8.9914986868413898e-11,2.7298766256315936e-10,7.6725449202010129e-07,4.0939354502667088e-14,6.5894825025228925e-07,6.0735021296580668e-07,1.3512492312090526e-12,1.9378625273819305e-07,1.3014652804676298e-14,1.1032677186251173e-09,2.7456696598491713e-09,2.7507990357046731e-09,2.970688423780487e-12,2.1498098313344251e-12,1.4451131577567039e-08,4.4351255889353432e-19,4.3096218165632442e-19,4.3097492720758565e-19,1.3114955407177453e-09,1.8971098172874458e-08,4.7620161530054341e-13,6.4972765082731048e-18,3.3821611965197334e-12,3.9183226907083914e-12,8.8749702368606956e-15,3.5625496771196535e-14,1.9248731765743514e-20,1.2661732846679733e-18,1.9036548006210528e-15,1.5937021503078556e-15,2.1429597124952687e-16,1.3651850791296626e-16,6.228120314150318e-19,4.3166212474130488e-17,1.7661766268567278e-19,1.8950953293980782e-21,1.2907159222394813e-25,3.1330578988646204e-21,2.2809503982428107e-19,5.4422560646298238e-18,8.8363924024228056e-18,2.3085444046403313e-22,3.480421740058909e-22,2.351014930233776e-18,1.7870022470219475e-20,2.258939561521594e-15,1.3130904991301705e-16,4.5236062287710415e-15,1.1912112661130484e-17,1.0017295602893902e-17,2.5977940858101963e-17,4.5787523228427941e-25,5.5808715699831072e-23,2.4666379726179271e-17,1.5737212571742395e-26,3.6805420208491999e-21,1.5016589266373141e-24,2.5648101318135622e-25,3.2240983809032716e-20,2.2848366823376539e-25
4.8428172347388415e-09,0.3630289079297898,154.0,0.0,0.0,0.0,0.99986395052171773,1.0,18.999958744597308,1.2844119596180899e-05,6.0107256586818814e-05,2.0144824640545827e-05,4.0599755814754183e-05,9.3776115153269741e-11,2.729862113220918e-10,8.0021969029753773e-07,4.0939124763724212e-14,6.8726025458942682e-07,6.3344796832473336e-07,1.4112186553488321e-12,2.1079091416375371e-07,1.3573890665291183e-14,1.1564351341388786e-09,3.0096734883442024e-09,3.0152970070724695e-09,3.2563488908852861e-12,2.3566134200902076e-12,1.5769588846595646e-08,5.5698341820656557e-19,5.4127108697814775e-19,5.4128782182550257e-19,1.4853366093854945e-09,2.0612199262310252e-08,5.6118195681691736e-13,6.9961366210694945e-18,3.651686247049715e-12,4.2297535665196832e-12,1.0553114424075785e-14,3.9275131891746092e-14,2.3778669765391034e-20,1.4341819360508031e-18,2.2458564764322373e-15,1.8671550635043417e-15,2.5915077860593289e-16,1.6992070132172777e-16,7.774238913875506e-19,5.3113634533949748e-17,2.302497361017248e-19,2.5636566723170322e-21,1.6111345646771263e-25,4.1209501284612704e-21,2.8808010087059082e-19,6.2592119311459076e-18,1.026120308701264e-17,2.6551628311679145e-22,3.9023389702134751e-22,2.6331218379712737e-18,1.8839898579965605e-20,2.3815251677117586e-15,1.3848150691162539e-16,4.9997295853047533e-15,1.316613204438497e-17,1.1071898183914512e-17,2.8717478770255235e-17,5.3170463319379764e-25,6.1694098036127115e-23,2.6786632058702618e-17,1.7089938915664568e-26,3.996912559178963e-21,1.9631846760885961e-24,2.9783690752350755e-25,3.7591542853047341e-20,2.6640204059442441e-25
5.042296734751208e-09,0.3630289042969347,154.0,0.0,0.0,0.0,0.9998583390018223,1.0,18.999956991374606,1.3372669904527059e-05,6.2582020836932404e-05,2.0920809730081407e-05,4.2324979590248419e-05,9.7637101725147857e-11,2.7298475993150493e-10,8.3318468534811207e-07,4.0938895005070795e-14,7.1557210082538627e-07,6.5954476598194175e-07,1.4711862124246201e-12,2.2851033190293467e-07,1.4133108002611378e-14,1.2096229370370236e-09,3.2861028025583672e-09,3.2922438763806002e-09,3.555455061372913e-12,2.5731546991871594e-12,1.7149818314763561e-08,6.9275015505881628e-19,6.7326894336486426e-19,6.7329066576461267e-19,1.6738642913451033e-09,2.2321266357570658e-08,6.5705127510897755e-13,7.5144452824158851e-18,3.9294394300673924e-12,4.550600099758681e-12,1.2459953930474498e-14,4.3118078455553758e-14,2.9118126884931279e-20,1.6164088780930044e-18,2.6319628872577658e-15,2.1730884485094077e-15,3.1093257795579435e-16,2.0949876665168531e-16,9.6121401992811448e-19,6.4808911142271415e-17,2.9679163879259846e-19,3.4242146306793994e-21,1.9920226197699919e-25,5.3596571163378868e-21,3.603447488705611e-19,7.1653004298813131e-18,1.1853647174540196e-17,3.0396064582898866e-22,4.358674598773384e-22,2.9378277173610251e-18,1.981137884071387e-20,2.5043132471759514e-15,1.4566611662183032e-16,5.5010706502968483e-15,1.4486582803828395e-17,1.218237112795701e-17,3.160193827905338e-17,6.142202929053518e-25,6.7890817250151338e-23,2.8976900217922291e-17,1.8487335533793502e-26,4.3237304613277637e-21,2.5373331405723855e-24,3.4405845159300349e-25,4.3572269092856711e-20,3.087863167635731e-25
5.241776234763575e-09,0.363028900664188,154.0,0.0,0.0,0.0,0.99985272688817761,1.0,18.999955238123825,1.3901179945030054e-05,6.5056694079978505e-05,2.1696770629406107e-05,4.4050149133786212e-05,1.0149794568853754e-10,2.729833083500299e-10,8.6614947738887809e-07,4.0938665212329928e-14,7.4388378915002737e-07,6.8564059970575976e-07,1.5311518843731822e-12,2.4694447191671208e-07,1.4692304686633456e-14,1.2628264815410028e-09,3.5749618107662544e-09,3.5816438797903676e-09,3.8680114859501881e-12,2.7994369719198661e-12,1.8592330062305144e-08,8.53974460822656e-19,8.3003475789180157e-19,8.3006265840891556e-19,1.8776722861119073e-09,2.4098296040525706e-08,7.6470155109343063e-13,8.0523627300638838e-18,4.215219767454415e-12,4.88062573206811e-12,1.4615502724441193e-14,4.7155990904510615e-14,3.5369237584507579e-20,1.8134311791234497e-18,3.0655309555795814e-15,2.5137509892247285e-15,3.7036170313981215e-16,2.5605126555961389e-16,1.1780778132203454e-18,7.847150899923165e-17,3.7860118691437324e-19,4.5203282904056972e-21,2.4414529789583613e-25,6.8987654007888147e-21,4.4674711387118023e-19,8.1667972589285671e-18,1.3626543503853675e-17,3.4645389892392653e-22,4.8514977053447356e-22,3.266474222271012e-18,2.0784170976481107e-20,2.6272668631182527e-15,1.5286066320604721e-16,6.0276682315421536e-15,1.5873567225190644e-17,1.3348800479293734e-17,3.4631516203525178e-17,7.060864451210208e-25,7.4399296169679773e-23,3.123618341041162e-17,1.992876391767247e-26,4.6608463924456998e-21,3.2450092439805055e-24,3.9551771911054162e-25,5.0233140449109511e-20,3.5599068437397701e-25
5.441255734775942e-09,0.3630288970315499,154.0,0.0,0.0,0.0,0.99984711418105876,1.0,18.999953484844898,1.4429649720216979e-05,6.7531275731266176e-05,2.2472707103344703e-05,4.577526392463169e-05,1.0535864609519793e-10,2.7298185666680229e-10,8.9911406663089077e-07,4.0938435416013395e-14,7.721953197482101e-07,7.1173546346907636e-07,1.5911156532947556e-12,2.6609329999635689e-07,1.5251480580456779e-14,1.3160420109396517e-09,3.8762538324914014e-09,3.8835003639045452e-09,4.1940217583791859e-12,3.0354628451675589e-12,2.0097634129707189e-08,1.0441061093484812e-18,1.0149287004872739e-18,1.0149641888097638e-18,2.0973542318023447e-09,2.594328483854265e-08,8.8505982470758263e-13,8.6100491895552455e-18,4.5088311874489508e-12,5.2195998448377944e-12,1.7040618951648091e-14,5.1390520377838906e-14,4.2641971797440351e-20,2.025825945192487e-18,3.5502498090695083e-15,2.8914377100443221e-15,4.3819971693466426e-16,3.1043799157654068e-16,1.432228135499993e-18,9.4338317963337357e-17,4.7833903247597512e-19,5.9030003474929305e-21,2.9681564622974939e-25,8.7950995405526369e-21,5.4933508276787849e-19,9.2701854931955096e-18,1.5593177076098362e-17,3.9327124087053142e-22,5.3830122871541119e-22,3.6204942082965588e-18,2.1758032695092422e-20,2.7503553919634594e-15,1.6006330956393463e-16,6.5795543716118039e-15,1.732716978410249e-17,1.4571257296887965e-17,3.7806373998806555e-17,8.0799147870582814e-25,8.1219881656943513e-23,3.356361905083102e-17,2.1413673735066995e-26,5.0081316415263636e-21,4.1098601404893884e-24,4.5260031440304811e-25,5.762711221819087e-20,4.0839043131681162e-25
5.640735234788309e-09,0.36302889339902006,154.0,0.0,0.0,0.0,0.99984150088074131,1.0,18.99995173153776,1.4958079232614889e-05,7.0005765206574569e-05,2.3248618921192321e-05,4.7500323437657044e-05,1.0921920211273529e-10,2.7298040469054456e-10,9.3207845327956843e-07,4.0938205551488596e-14,8.0050669280010185e-07,7.3782935082819145e-07,1.6510775004962688e-12,2.8595678176345305e-07,1.5810635562994911e-14,1.3692666497370866e-09,4.1899813063272969e-09,4.1978157935809302e-09,4.5334885076383403e-12,3.2812342303686491e-12,2.1666240514127192e-08,1.2668954293290409e-18,1.2316043597969201e-18,1.2316490939826813e-18,2.3335037026059996e-09,2.7856229224483085e-08,1.0190881903782329e-12,9.1876648720375516e-18,4.8100824062745121e-12,5.5672976118515584e-12,1.9757004263767927e-14,5.5823311180991973e-14,5.1054355215896892e-20,2.2541703522751922e-18,4.0899401320388445e-15,3.3084879454248373e-15,5.1524991908475959e-16,3.7358143033516776e-16,1.7282049017895606e-18,1.1266428291476611e-16,5.989921212026431e-19,7.6315666739080636e-21,3.5815416780554559e-25,1.111343780338637e-20,6.7035701776962423e-19,1.0482154672107959e-17,1.7767296958710055e-17,4.4469658489735801e-22,5.95556114099851e-22,4.0014144824799077e-18,2.2732767088386987e-20,2.8735539450287461e-15,1.6727256263782116e-16,7.1567549791116954e-15,1.8847458731592802e-17,1.5849798999203394e-17,4.112664071464048e-17,9.2064782897657394e-25,8.835285094102112e-23,3.5958458383282092e-17,2.2941587279157739e-26,5.365474480545556e-21,5.1584953574078269e-24,5.1570531158832346e-25,6.5810319671324554e-20,4.6638338160582601e-25
