Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429)
4.6152151501767137e-10,0.9836420959345881,154.0,0.0,0.0,0.0,0.99823177756687942,1.0,18.999985631167302,9.4305423103437268e-05,0.00026513443169638506,0.00025056865005893323,1.4071701096574482e-05,3.9519539450736883e-11,1.1727873867975209e-06,0.00042750642162114931,4.9975669006817048e-09,0.0007141106659454005,2.5359660879565672e-07,1.454951262878466e-13,2.8659789091048583e-07,1.8309439066314277e-15,2.5172462564504076e-07,4.935055624440355e-07,4.9362073025495824e-07,7.1691540297956554e-11,4.3068408422144302e-11,2.0556421107170586e-08,4.7699609629371559e-16,4.5646020273356948e-16,4.568013664874632e-16,1.1804860218221683e-10,4.3262225198973343e-08,2.694584602264269e-13,1.9550771877728391e-17,2.5759521581958016e-08,1.5326521527550293e-08,4.0507538018412198e-13,6.7896265930961041e-13,6.3070147620907376e-18,9.5015894733207489e-18,1.1197073776350187e-14,1.0601975307355686e-14,5.8154059204772481e-16,1.0994807769614977e-17,7.0888379942255077e-18,1.4578933782522149e-17,6.2178586731459769e-20,3.709482932240134e-23,4.2660266265818708e-24,1.9720657893296046e-21,2.2140648554292281e-20,6.2882836407869083e-15,3.3135408592736506e-16,4.000132071769223e-18,2.0499192111020629e-17,5.5500412981684857e-14,2.7982854265420591e-16,6.10464918099366e-12,1.640044710805232e-13,7.5879342584012999e-12
4.769030006475388e-10,0.9836420933272366,154.0,0.0,0.0,0.0,0.99817291081394743,1.0,18.999985124612767,9.7443358866268227e-05,0.00027395388551328689,0.00025885098203916942,1.4566882343500754e-05,4.0834119921160159e-11,1.1727251206919188e-06,0.0004417530211735697,4.9972721888931431e-09,0.00073791415769776088,2.6204632444346177e-07,1.5061508019538559e-13,3.0587492067232015e-07,1.8919500677919313e-15,2.6220772034123289e-07,5.33275461676331e-07,5.3339994482996233e-07,7.7470577323497124e-11,4.6543484173689889e-11,2.1953863711954352e-08,5.7684217007905266e-16,5.5250510041540762e-16,5.5293295623726823e-16,1.3019894213150445e-10,4.6163035865303245e-08,3.0634946795385865e-13,2.0657439412970699e-17,2.7278886071823185e-08,1.6227568821953989e-08,4.6572010807809432e-13,7.3668040192076637e-13,7.4655298748230154e-18,1.0481124008376584e-17,1.2763739560688489e-14,1.2064314252281371e-14,6.8372425928576861e-16,1.3148621093755573e-17,8.596279743304492e-18,1.7178378357624224e-17,7.7712122223126552e-20,4.7320074615265838e-23,5.1732195866347842e-24,2.4757212797916719e-21,2.6941612662638482e-20,6.7362562609994491e-15,3.5627824187724812e-16,4.2852258717734761e-18,2.2237590947806423e-17,6.0212674605352687e-14,2.9276604933178269e-16,6.3868456233158085e-12,1.716485020805371e-13,8.2355241986675623e-12
4.922844862774062e-10,0.9836420907298751,154.0,0.0,0.0,0.0,0.9981140481423858,1.0,18.999984618117971,0.00010058096889412777,0.00028277225164497898,0.0002671307424722301,1.5061909802452675e-05,4.2148538203507505e-11,1.1726628588957424e-06,0.00045599861968586528,4.9969774975593137e-09,0.00076171635402685228,2.7049499759991051e-07,1.5573344400368106e-13,3.2577766718710169e-07,1.9529487022608439e-15,2.7270079179430378e-07,5.7466859911016754e-07,5.7480278230389141e-07,8.3485560951764802e-11,5.0160583263486841e-11,2.3397550656797431e-08,6.9296728066009001e-16,6.6433022867287598e-16,6.6486265412651201e-16,1.4315149259516007e-10,4.915776019029231e-08,3.4690142382763549e-13,2.179362724937958e-17,2.8828842177100639e-08,1.714651465439397e-08,5.3299640094208863e-13,7.9699679124505891e-13,8.7873437045465673e-18,1.1525519063244508e-17,1.4488792741802174e-14,1.3670981543997269e-14,7.9966272048099942e-16,1.5629178646002905e-17,1.0358849497103067e-17,2.0135308274092236e-17,9.6414793269772313e-20,5.9880005679593881e-23,6.2339546907403397e-24,3.0853528584046156e-21,3.2576739033456147e-20,7.201679698548757e-15,3.8222299688869155e-16,4.5814298614616685e-18,2.4053591500037335e-17,6.5135454620975753e-14,3.0576152189445182e-16,6.6703043974434441e-12,1.793274784614658e-13,8.912428809415546e-12
5.076659719072737e-10,0.9836420881425109,154.0,0.0,0.0,0.0,0.99805518955194927,1.0,18.999984111682856,0.00010371825321444132,0.00029158953015914199,0.0002754079319280776,1.5556783505937726e-05,4.3462794307497467e-11,1.1726006013873646e-06,0.00047024321775165895,4.996682826613909e-09,0.00078551725589543246,2.7894262832974065e-07,1.6085021804948807e-13,3.4630597947619796e-07,2.0139398105220762e-15,2.8320193658393576e-07,6.1768636716949301e-07,6.1783063590898938e-07,8.9736693888036125e-11,5.3919828363830194e-11,2.488750949933783e-08,8.2731041584516344e-16,7.9383916166743526e-16,7.9449691429293338e-16,1.5693157964795806e-10,5.2246377158923373e-08,3.9134837147994731e-13,2.2959352987318988e-17,3.0408514760497615e-08,1.8082833709933287e-08,6.0737566244785551e-13,8.5992306104374216e-13,1.0288822919948934e-17,1.2636838631291482e-17,1.6382506014736025e-14,1.5430891562909683e-14,9.306773914810361e-16,1.8472393796460679e-17,1.2409325158100425e-17,2.3485283208705143e-17,1.1879666035460749e-19,7.52040514982274e-23,7.4679589255362674e-24,3.8188064456879493e-21,3.9157332871274391e-20,7.6847547795235399e-15,4.0920051505168807e-16,4.8888719371488386e-18,2.5947444965050044e-17,7.0269424387528415e-14,3.1880925459941346e-16,6.954901050096997e-12,1.8703795630535389e-13,9.618771321367752e-12
5.230474575371411e-10,0.9836420855651495,154.0,0.0,0.0,0.0,0.9979963350423926,1.0,18.99998360530741,0.00010685521185463233,0.00030040572112346206,0.00028368255097569443,1.6051503486923844e-05,4.4776888243923012e-11,1.1725383482097753e-06,0.00048448681594921207,4.9963881761054481e-09,0.00080931686424129162,2.8738921669769209e-07,1.659654026723894e-13,3.6745970658703595e-07,2.074923393015052e-15,2.9370952486256459e-07,6.6232988528698999e-07,6.6248462583962494e-07,9.6224139109847087e-11,5.7821318138988262e-11,2.6423767794766168e-08,9.8195974212500149e-16,9.4308567938630871e-16,9.4389273742237189e-16,1.715645099293106e-10,5.5428865747246364e-08,4.3993154699830172e-13,2.4154634229338682e-17,3.2017053608060801e-08,1.9036016002261533e-08,6.893455224533058e-13,9.2546946431889765e-13,1.1987327529803993e-17,1.3817146006196163e-17,1.8455470090300273e-14,1.7353194498306722e-14,1.0781685684742736e-15,2.1716691932652124e-17,1.4783431278733619e-17,2.7266135445548849e-17,1.4542905562597725e-19,9.3782663573535285e-23,8.8967327246245935e-24,4.6962304321299238e-21,4.6805335952749792e-20,8.185680305139111e-15,4.3722286378532678e-16,5.2076787073288477e-18,2.7919370257851798e-17,7.5615167339846532e-14,3.3190409361228035e-16,7.2405231664024113e-12,1.9477682482550825e-13,1.0354662683546282e-11
5.384289431670085e-10,0.9836420829977962,154.0,0.0,0.0,0.0,0.9979374846134702,1.0,18.999983098991574,0.0001099918448421222,0.00030922082460563114,0.00029195460018333384,1.6546069778649656e-05,4.6090820022598091e-11,1.172476099350477e-06,0.00049872941484191576,4.9960935460660322e-09,0.00083311517997803654,2.9583476276851531e-07,1.7107899821651168e-13,3.8923869759309887e-07,2.1358994502140167e-15,3.0422216083300762e-07,7.0860003935601495e-07,7.0876563871345465e-07,1.0294802560833413e-10,6.1865130714770123e-11,2.8006353095720202e-08,1.1591579122297006e-15,1.11427954895684e-15,1.1152634784147586e-15,1.8707557065394718e-10,5.8705204923037863e-08,4.9289937365262688e-13,2.5379488573194712e-17,3.3653632719076398e-08,2.0005566426214066e-08,7.7940981349023223e-13,9.9364537356481969e-13,1.3901231216472174e-17,1.5068503776625808e-17,2.0718593381731632e-14,1.9447273912439059e-14,1.2436173795240228e-15,2.5403087705526362e-17,1.7519994633859582e-17,3.1518039472771027e-17,1.7694953516269165e-19,1.1617356064204125e-22,1.0543643602427678e-23,5.7402872367909889e-21,5.5653961787831351e-20,8.7046528947833703e-15,4.6630200129664696e-16,5.5379753925170813e-18,2.9969557273630647e-17,8.1173187899419607e-14,3.4504138348626504e-16,7.5270692024637075e-12,2.0254127406100901e-13,1.1120202754312288e-11
5.53810428796876e-10,0.9836420804404539,154.0,0.0,0.0,0.0,0.99787863826493717,1.0,18.999982592735329,0.00011312815220433033,0.00031803484067334699,0.00030022408011851033,1.7040482414684534e-05,4.7404589652991095e-11,1.1724138547731082e-06,0.00051297101497871432,4.9957989364152378e-09,0.00085691220399576097,3.0427926660696582e-07,1.7619100503004378e-13,4.1164280159392335e-07,2.1968679826132162e-15,3.1473864919637675e-07,7.5649751522296466e-07,7.5667436107161754e-07,1.0990845326229284e-10,6.6051326623983615e-11,2.9635292952189832e-08,1.3613073306762988e-15,1.3097922959837548e-15,1.3109846450817745e-15,2.0349002962221203e-10,6.2075373646358978e-08,5.505074566242143e-13,2.6633933613487844e-17,3.5317449616563255e-08,2.0991004323588851e-08,8.7808854797615018e-13,1.0644593704407224e-12,1.6049940971896913e-17,1.6392973817489026e-17,2.3183101691537875e-14,2.1722744327882698e-14,1.4285877112475555e-15,2.9575261320680601e-17,2.0661102222577826e-17,3.628358153079797e-17,2.1406704096730146e-19,1.4300837935595897e-22,1.2434021250250802e-23,6.9763770068688111e-21,6.5848347066163002e-20,9.2418668520435838e-15,4.9644976574467942e-16,5.8798857397492851e-18,3.2098169821480675e-17,8.6943919486665043e-14,3.5821691899023782e-16,7.814447434628301e-12,2.1032876580038619e-13,1.1915481373352511e-11
5.691919144267434e-10,0.9836420778931259,154.0,0.0,0.0,0.0,0.99781979599654769,1.0,18.999982086538623,0.00011626413396867424,0.00032684776939431281,0.0003084909913481265,1.7534741428846346e-05,4.8718197146099083e-11,1.1723516145243071e-06,0.00052721161689448643,4.9955043471812196e-09,0.00088070793716165058,3.1272272827779997e-07,1.8130142346099814e-13,4.3467186771509598e-07,2.2578289906452236e-15,3.2525796645329764e-07,8.0602282733492381e-07,8.0621130803308293e-07,1.1710549700719746e-10,7.0379951325828367e-11,3.1310614911431344e-08,1.5909753776794644e-15,1.5321629655778656e-15,1.5335996875282905e-15,2.2083313523049701e-10,6.5539350870035094e-08,6.1301857773642952e-13,2.7917986948331208e-17,3.7007724677416169e-08,2.1991863061641766e-08,9.8591789609250713e-13,1.1379193262647946e-12,1.8453916071548536e-17,1.7792617279541824e-17,2.586053789851881e-14,2.4189448837606669e-14,1.6347281113386257e-15,3.4279633895201877e-17,2.4252261552974565e-17,4.1607829112697792e-17,2.575672690966934e-19,1.7499973727126203e-22,1.4595254006411908e-23,8.4328735903650973e-21,7.7546218952756912e-20,9.7975140506546624e-15,5.2767786588581676e-16,6.2335319497856043e-18,3.430534827077809e-17,9.2927731747938259e-14,3.7142690161367944e-16,8.102575010759807e-12,2.1813700732808496e-13,1.2740579329595255e-11
5.845734000566108e-10,0.9836420753558134,154.0,0.0,0.0,0.0,0.99776095780805685,1.0,18.999981580401421,0.00011939979016256926,0.00033565961083623802,0.00031675533443869592,1.8028846855016316e-05,5.0031642511831619e-11,1.1722893786044099e-06,0.00054145122111050315,4.9952097784246316e-09,0.00090450238032071259,3.211651478457843e-07,1.8641025385997452e-13,4.5832574510825025e-07,2.3187824747793636e-15,3.3577923626633288e-07,8.5717634333330066e-07,8.5737684789404128e-07,1.2453921041425046e-10,7.4851037368761747e-11,3.3032346517889939e-08,1.8508995925060173e-15,1.7841038738356851e-15,1.7858257789749329e-15,2.3913011648169195e-10,6.9097115540069895e-08,6.8070269018714474e-13,2.9231666170622299e-17,3.8723700481602936e-08,2.3007689623865779e-08,1.1034501643527149e-12,1.2140324743576113e-12,2.1134686409730218e-17,1.9269494584911124e-17,2.8762761644961711e-14,2.6857456737505151e-14,1.863773667260042e-15,3.9565441888185153e-17,2.8342563107035433e-17,4.7538400416701157e-17,3.083182430206081e-19,2.1294871877546301e-22,1.7056886638593121e-23,1.0141373048813807e-20,9.091857803719351e-20,1.0371783838108226e-14,5.5999787303418635e-16,6.5990346155781053e-18,3.6591211940672132e-17,9.9124937080600632e-14,3.8466790025383032e-16,8.3913770927155629e-12,2.259639276947822e-13,1.359556923607703e-11
5.999548856864783e-10,0.9836420728285175,154.0,0.0,0.0,0.0,0.99770212369921918,1.0,18.999981074323685,0.00012253512081342893,0.00034447036506683748,0.00032501710995648455,1.8522798727029771e-05,5.1344925759298339e-11,1.1722271469600072e-06,0.00055568982813482791,4.9949152300610253e-09,0.00092829553429641461,3.2960652537569256e-07,1.9151749657856038e-13,4.8260428295106354e-07,2.3797284355245255e-15,3.4630170828165733e-07,9.0995830519439207e-07,9.1017122327341566e-07,1.322096287669145e-10,7.9464606249688357e-11,3.4800515313129799e-08,2.1439928166268914e-15,2.0685063497899374e-15,2.0705595880373203e-15,2.5840618299561058e-10,7.2748646596001589e-08,7.5383691328285959e-13,3.0574988868333276e-17,4.0464641179810298e-08,2.4038044212655623e-08,1.231253774830246e-12,1.2928054751035636e-12,2.4114870219647722e-17,2.0825665419185865e-17,3.1901949024014836e-14,2.9737061181132517e-14,2.1175478614731479e-15,4.5484810616190585e-17,3.2984844883850134e-17,5.4125533751000264e-17,3.672760905729378e-19,2.5775279355027934e-22,1.9850719377096294e-23,1.2136954946373653e-20,1.0615039671233569e-19,1.0964862954997251e-14,5.934212141948619e-16,6.9765126707741116e-18,3.8955861258783099e-17,1.0553579652738758e-13,3.979368156594387e-16,8.6807860807913596e-12,2.3380765625593117e-13,1.4480516321184196e-11
6.153363713163457e-10,0.9836420703112393,154.0,0.0,0.0,0.0,0.99764329366978932,1.0,18.999980568305375,0.00012567012594866459,0.00035328003215383188,0.00033327631846752218,1.9016597078692592e-05,5.2658046899732028e-11,1.1721649196372348e-06,0.00056992743846264599,4.9946207020900555e-09,0.00095208739989120327,3.3804686093229807e-07,1.9662315196423154e-13,5.0750733044725407e-07,2.4406668733057402e-15,3.5682473999355459e-07,9.6436884733258431e-07,9.6459456922030431e-07,1.4011677169542556e-10,8.4220670006030399e-11,3.6615148835770766e-08,2.4733482972368701e-15,2.3884464682377161e-15,2.3908830428702536e-15,2.7868652501928326e-10,7.6493922971207109e-08,8.327055271744961e-13,3.1947972634771495e-17,4.2229831879096861e-08,2.508249986356517e-08,1.3699132450359102e-12,1.3742444743819212e-12,2.7418191195983002e-17,2.2463188719931101e-17,3.5290592267239551e-14,3.2838776856511605e-14,2.3979644034094359e-15,5.2092826859755148e-17,3.823585894042828e-17,6.142215689066885e-17,4.3549102387449221e-19,3.1041417871042167e-22,2.3010908150442344e-23,1.4458456701541011e-20,1.2344133286236016e-19,1.1576935468637991e-14,6.2795916626252041e-16,7.3660833473252972e-18,4.1399379708811144e-17,1.1216052509391934e-13,4.1123084831242051e-16,8.97074091315229e-12,2.4166650328534942e-13,1.5395479143391883e-11
6.307178569462131e-10,0.9836420678039777,154.0,0.0,0.0,0.0,0.99758446771952214,1.0,18.999980062346459,0.0001288048055956857,0.00036208861216494785,0.00034153296053757528,1.9510241943832391e-05,5.3971005943259082e-11,1.1721026966560814e-06,0.00058416405257668419,4.9943261946005087e-09,0.00097587797788717921,3.4648615458038353e-07,2.017272203666431e-13,5.3303473682657713e-07,2.5015977885822137e-15,3.6734778125079122e-07,1.0204080120663901e-06,1.0206469286836405e-06,1.4826064542752609e-10,8.9119232575874891e-11,3.8476274621431209e-08,2.8422447515669856e-15,2.7471907736504237e-15,2.7500690873803131e-15,2.9999631343715144e-10,8.0332923593162529e-08,9.1759996759485725e-13,3.3350635058002987e-17,4.4018578046069291e-08,2.6140642070838398e-08,1.5200291684026896e-12,1.4583551560029841e-12,3.1069495038899178e-17,2.4184122673009867e-17,3.8941499432339887e-14,3.6173337684819862e-14,2.7070290384451941e-15,5.9447610569305356e-17,4.4156439844634029e-17,6.9483956386654497e-17,5.1411352099833087e-19,3.7204865488816305e-22,2.6574065971857709e-23,1.7148761261518288e-20,1.4300645870322618e-19,1.2208182719545848e-14,6.6362285118111943e-16,7.7678621412949846e-18,4.3921835586303466e-17,1.189992965420518e-13,4.2454746943538935e-16,9.2611864334165769e-12,2.4953894247476135e-13,1.634051023647153e-11
6.460993425760805e-10,0.983642065306732,154.0,0.0,0.0,0.0,0.99752564584817194,1.0,18.999979556446892,0.00013193915978189976,0.0003708961051679173,0.00034978703673216045,2.0003733356304504e-05,5.5283802898498651e-11,1.1720404779466338e-06,0.00059839967094760011,4.994031707516214e-09,0.0009996672690467162,3.5492440638474068e-07,2.0682970213847379e-13,5.59186351344823e-07,2.5625211818822953e-15,3.7787036101293675e-07,1.0780757628385277e-06,1.0783282657353725e-06,1.5664124471234838e-10,9.4160290960602325e-11,4.0383920202676456e-08,3.2541513925833207e-15,3.1482019955023918e-15,3.1515874298422701e-15,3.2236069978121986e-10,8.4265627383666874e-08,1.0088188205977186e-12,3.4782993718577308e-17,4.5830204927081954e-08,2.7212068423884338e-08,1.6822181953401964e-12,1.5451427887694924e-12,3.5094765438812833e-17,2.5990524705942926e-17,4.2867794091066839e-14,3.9751694540757113e-14,3.0468413341635268e-15,6.7610385679730795e-17,5.0811674952618568e-17,7.836944682683402e-17,6.044007078403684e-19,4.4389484617101768e-22,3.057936542391063e-23,2.0255098348548872e-20,1.6507700460313938e-19,1.2858783279376424e-14,7.0042323196263767e-16,8.1819627859779115e-18,4.6523283581456487e-17,1.2605224771057698e-13,4.3788439481597174e-16,9.5520728197129092e-12,2.5742359513445865e-13,1.7315656691981636e-11
6.61480828205948e-10,0.9836420628195026,154.0,0.0,0.0,0.0,0.99746682805549347,1.0,18.999979050606637,0.00013507318853471213,0.00037970251123047857,0.00035803854761659446,2.0497071349960354e-05,5.6596437776910625e-11,1.1719782635472582e-06,0.00061263429403426051,4.9937372407994592e-09,0.0010234552741129022,3.6336161641015959e-07,2.1193059762727518e-13,5.8596202328381265e-07,2.6234370536245761e-15,3.883920760026201e-07,1.1373719955434246e-06,1.1376384769006264e-06,1.6525855446887734e-10,9.9343836221073991e-11,4.2338113108972117e-08,3.7127329165574743e-15,3.5951447552236147e-15,3.5991102841222236e-15,3.4580481624121887e-10,8.8292013259035157e-08,1.1066678172985235e-12,3.6245066204597127e-17,4.7664056984946945e-08,2.8296388254358434e-08,1.8571130148133052e-12,1.6346122687449997e-12,3.9521139521445572e-17,2.7884451474949273e-17,4.7082915017296897e-14,4.358501299436917e-14,3.4195964442123634e-15,7.6645550044101267e-17,5.8271076421888341e-17,8.8140040049172652e-17,7.0772293829681911e-19,5.2732397334912062e-22,3.5068642187812543e-23,2.3829359514172259e-20,1.8990111769419796e-19,1.3528912919026202e-14,7.3837110946874251e-16,8.6084972314999024e-18,4.9203766206730736e-17,1.3331948241182668e-13,4.5123956116052966e-16,9.8433550689145604e-12,2.6531921592083513e-13,1.8320960685465748e-11
6.768623138358154e-10,0.9836420603422878,154.0,0.0,0.0,0.0,0.99740801434124138,1.0,18.999978544825655,0.00013820689188152627,0.00038850783042037522,0.00036628749375603082,2.0990255958625443e-05,5.7908910589006687e-11,1.1719160535034006e-06,0.00062686792228412204,4.9934427945607094e-09,0.0010472419938101494,3.7179778472143844e-07,2.1702990718198676e-13,6.1336160195139563e-07,2.6843454042511643e-15,3.9891258097149793e-07,1.1982965482438832e-06,1.198577400876656e-06,1.7411255119999308e-10,1.046698543321561e-10,4.4338880866641964e-08,4.2218544529555586e-15,4.0918912649688843e-15,4.0965181036979189e-15,3.7035377567476471e-10,9.2412060130264734e-08,1.2114598286166609e-12,3.7736870099585955e-17,4.9519497351673579e-08,2.9393222293533589e-08,2.0453623364054646e-12,1.7267681572303085e-12,4.4376922771367978e-17,2.9867958861867339e-17,5.1600615875284977e-14,4.7684671074100927e-14,3.8275868500450922e-15,8.6620744496642418e-17,6.6608754875691855e-17,9.8860114306996761e-17,8.2557057083093515e-19,6.2385008996374492e-22,4.0086499566635506e-23,2.7928427239389046e-20,2.1774463509990594e-19,1.4218744585761878e-14,7.7747711987193996e-16,9.0475756301762565e-18,5.1963315084657118e-17,1.4080107494633873e-13,4.6461110472884195e-16,1.0134992530582621e-11,2.7322467993948751e-13,1.9356459951935957e-11
6.922437994656828e-10,0.9836420578750854,154.0,0.0,0.0,0.0,0.9973492047051703,1.0,18.999978039103908,0.00014134026984974365,0.00039731206280535682,0.00037453387571546626,2.1483287216104952e-05,5.922122134275674e-11,1.171853847731598e-06,0.0006411005561336139,4.9931483687466463e-09,0.0010710274288448099,3.80232911383387e-07,2.2212763115593613e-13,6.4138493668144595e-07,2.7452462343155295e-15,4.0943158035763732e-07,1.2608492094988191e-06,1.2611448268625405e-06,1.832032042043843e-10,1.1013832691509536e-10,4.6386250998829711e-08,4.7855864770333375e-15,4.6425270183590359e-15,4.6479053086306703e-15,3.9603267161748554e-10,9.6625746903178327e-08,1.3235148600193133e-12,3.9258422975893939e-17,5.139590729678521e-08,3.0502202339663827e-08,2.2476308728286585e-12,1.821614714876928e-12,4.9691603451023308e-17,3.1943101969438727e-17,5.6434964908092373e-14,5.2062257050895809e-14,4.2732040808110746e-15,9.7606921054697943e-17,7.590359463872556e-17,1.1059708338636618e-16,9.5956093948162397e-19,7.3514081063207082e-22,4.5680413954295215e-23,3.2614518319259337e-20,2.4889187161514283e-19,1.4928448388404137e-14,8.1775173272437877e-16,9.4993063270076251e-18,5.4801952109183927e-17,1.4849707327198519e-13,4.7799734202954738e-16,1.0426948485897101e-11,2.8113897109324007e-13,2.0422188215458657e-11
7.076252850955503e-10,0.9836420554178941,154.0,0.0,0.0,0.0,0.99729039914703488,1.0,18.999977533441367,0.00014447332246676371,0.00040611520845317879,0.00038277769405973796,2.1976165156198495e-05,6.0533370049796341e-11,1.171791646253163e-06,0.00065533219600837447,4.9928539632771267e-09,0.001094811579905547,3.8866699646081383e-07,2.2722376989583975e-13,6.7003187683385984e-07,2.8061395442328769e-15,4.1994882114569444e-07,1.3250297254903471e-06,1.3253405016879482e-06,1.9253047661373441e-10,1.1574923186430437e-10,4.8480251025464529e-08,5.4082096855399962e-15,5.2513564733723504e-15,5.257586005665858e-15,4.2286657829308709e-10,1.0093305247854714e-07,1.4431600462668736e-12,4.0809742415948178e-17,5.3292685710780202e-08,3.1622970935055455e-08,2.4645993228450037e-12,1.9191559323190239e-12,5.5495866531431379e-17,3.4111935106502143e-17,6.1600344626189354e-14,5.6729567243161096e-14,4.7589404116542073e-15,1.0967841026921267e-16,8.623943046686948e-17,1.234214656755226e-16,1.111445517288453e-18,8.630285410240844e-22,5.1900841203780742e-23,3.7955541768310876e-20,2.8364642168063098e-19,1.5658191589696549e-14,8.5920524957029157e-16,9.9637958547587247e-18,5.771969049250615e-17,1.5640750186012218e-13,4.9139675238369345e-16,1.0719189767352731e-11,2.8906117155822487e-13,2.1518175577151123e-11
7.383882563552851e-10,0.9836420505335368,154.0,0.0,0.0,0.0,0.99717280026358901,1.0,18.999976522293721,0.00015073845175679951,0.00042371823980839375,0.00039925764216139196,2.2961461219396265e-05,6.3157181364349704e-11,1.1716672562831389e-06,0.0006837924954843401,4.9922652136700119e-09,0.0011423760327747374,4.0553204212137029e-07,2.3741129307051165e-13,7.291959709754526e-07,2.9279036054581379e-15,4.4097719400159359e-07,1.4582731280651608e-06,1.4586154068744113e-06,2.1189470621965375e-10,1.2739823475444018e-10,5.2808250825541596e-08,6.848332455454881e-15,6.6619431638121299e-15,6.6702169908402389e-15,4.8009962423817266e-10,1.0982843561506491e-07,1.7065650372917955e-12,4.4001751289468146e-17,5.7145028651461777e-08,3.3898495814168736e-08,2.9454385896228334e-12,2.1223371142950481e-12,6.8701942468345866e-17,3.8738884718794185e-17,7.298329563044345e-14,6.6981572810693726e-14,5.8612531918925599e-15,1.3739193766825836e-16,1.1039525507351755e-16,1.5263048040746491e-16,1.4766186696504225e-18,1.1768208662126508e-21,6.6438601148234525e-23,5.0904771160712044e-20,3.6529318418906791e-19,1.7178451020917067e-14,9.4568935745472126e-16,1.0931468480294877e-17,6.3792486110488204e-17,1.7287164482944948e-13,5.182297344351672e-16,1.1304411450200714e-11,3.0492606666909923e-13,2.3801031869150757e-11
7.6915122761502e-10,0.9836420456891983,154.0,0.0,0.0,0.0,0.99705521768894068,1.0,18.999975511382413,0.00015700227997078923,0.00044131692502817789,0.00041572734257679735,2.3946144418519472e-05,6.578034461159745e-11,1.1715428835723765e-06,0.00071224882391384119,4.9916765457253759e-09,0.0011899353575933796,4.223929222217046e-07,2.4759247950394999e-13,7.9085267977565739e-07,3.0496375917447288e-15,4.6199631519330616e-07,1.5980240886670045e-06,1.5983994545127971e-06,2.3220485240507404e-10,1.3961663015785091e-10,5.7323100360898268e-08,8.5808557007657681e-15,8.3626817418482981e-15,8.3735345783195979e-15,5.4225312144168183e-10,1.1909804064864943e-07,2.004434266064706e-12,4.7313037292726582e-17,6.1072051018532491e-08,3.6217140474384413e-08,3.4936448210517995e-12,2.3363392039591765e-12,8.4265064112794678e-17,4.3765226121518659e-17,8.5870802498051976e-14,7.8539137184614552e-14,7.156541483943865e-15,1.7042604727592003e-16,1.3985271914679371e-16,1.8711601920148679e-16,1.9380689576108222e-18,1.5836421427599643e-21,8.4167110395193299e-23,6.7447791861379307e-20,4.6553064986403014e-19,1.8780804149699402e-14,1.0370084718957719e-15,1.1951409579480126e-17,7.0181667542122322e-17,1.9019332138719522e-13,5.4510058101701488e-16,1.1890451035033058e-11,3.2081364970460252e-13,2.6205209655622128e-11
7.999141988747549e-10,0.9836420408848591,154.0,0.0,0.0,0.0,0.99693765142112611,1.0,18.999974500707129,0.00016326480732785652,0.00045891126465478132,0.0004321867998197491,2.493021502370843e-05,6.8402859872669401e-11,1.1714185280741008e-06,0.00074070118434584531,4.9910879594085431e-09,0.0012374895592858765,4.392496372805097e-07,2.577673319885026e-13,8.5500079905010444e-07,3.1713415068188223e-15,4.8300516860694779e-07,1.7442795739206982e-06,1.7446896167981185e-06,2.5346047428324181e-10,1.5240415303508473e-10,6.2025019672396555e-08,1.0648081977062019e-14,1.0396468504110248e-14,1.04105422784797e-14,6.0952696948407847e-10,1.2874169861281705e-07,2.3396409296119936e-12,5.0743740971912631e-17,6.5069528890698801e-08,3.8576401205027732e-08,4.1152374417214576e-12,2.5611868821252612e-12,1.0247510857026383e-16,4.9207364651576485e-17,1.0038920721680079e-13,9.1503901434127851e-14,8.6685387254947101e-15,2.0950368913131924e-16,1.754790511737859e-16,2.2756102889398857e-16,2.5154110352188616e-18,2.1053491723389361e-21,1.0560831152970737e-22,8.8372748874860592e-20,5.8756665654724592e-19,2.0466487144574025e-14,1.1332389147473472e-15,1.3024406503611574e-17,7.6887113172550889e-17,2.0837211425851937e-13,5.720015613571096e-16,1.2477139911045367e-11,3.3671925480135197e-13,2.8730851066862651e-11
