Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011)
4.784745953739531e-10,0.38899491727901253,154.0,0.0,0.0,0.0,0.99448175178707854,1.0,18.999883132628405,0.00015464218627373748,0.0011484506386768342,0.0010315279439472959,0.00011384651364089476,3.7890890305677027e-10,2.8052345063288117e-06,0.0010923060230299843,1.7249970493665071e-08,0.0019621808401937822,2.4098996586919902e-06,1.0480187638389133e-12,4.1113694576182152e-06,1.5704408555145495e-14,1.4979532810005829e-06,3.9727847240572463e-06,3.9749122541996055e-06,1.3180298990246106e-09,7.7656015524993585e-10,3.0246500314578497e-07,8.1720397085794861e-14,7.9402986507087338e-14,7.9514837081055105e-14,9.9947926277185191e-09,5.9844738850419108e-07,3.9640770289134544e-11,8.040515846525774e-16,1.0603064004361787e-07,5.8560966318870767e-08,3.2458024544358301e-11,1.4731595805928647e-11,7.8709845264605157e-16,1.2806625079487293e-15,1.9229270771571874e-12,1.8043376615263192e-12,1.1248437705468794e-13,4.6733206748248372e-15
4.980779216985803e-10,0.38899490723057106,154.0,0.0,0.0,0.0,0.99425643700940491,1.0,18.999878180686977,0.00016095394165559093,0.0011952186013785677,0.0010731368665502377,0.00011864900862640132,3.9433899011154438e-10,2.804636661055607e-06,0.0011369544858168671,1.7246062248373884e-08,0.0020424243584175271,2.5081744738330341e-06,1.0922283302202283e-12,4.4530656255060242e-06,1.6344828523251026e-14,1.5701784063647828e-06,4.354285766987417e-06,4.3566207472123384e-06,1.4446299346310084e-09,8.5120993247826579e-10,3.2813927292936691e-07,1.023684072544191e-13,9.9658411328173196e-14,9.9805015518290729e-14,1.1279934926816102e-08,6.4810998157157411e-07,4.6467163404967484e-11,8.6288054835750811e-16,1.1337364932732204e-07,6.2599352176366523e-08,3.8535726920549721e-11,1.6255043714196089e-11,9.6722408751929753e-16,1.4456642498215892e-15,2.2603503889676724e-12,2.1155908467113459e-12,1.3732601630318855e-13,5.8035838959971127e-15
5.157209153907447e-10,0.3889948982289412,154.0,0.0,0.0,0.0,0.99405370530241921,1.0,18.999873725774869,0.0001666329096876375,0.0012372906506916107,0.001110553956301935,0.0001229676787258922,4.0821975494415389e-10,2.8040987376888774e-06,0.0011771284459296545,1.7242545722522735e-08,0.0021146287698338368,2.5965815968486203e-06,1.1319840265873754e-12,4.7721572036314848e-06,1.6920944457144335e-14,1.6351546755745971e-06,4.71299026358493e-06,4.7155207730240395e-06,1.5636662638817079e-09,9.2140219865582191e-10,3.5216649811365775e-07,1.2435202603396214e-13,1.2127163530819098e-13,1.2145686465627767e-13,1.2526285491846991e-08,6.9448816830169275e-07,5.3330695400997314e-11,9.1761962772090075e-16,1.2010722776585501e-07,6.6301199656034654e-08,4.4705659671375582e-11,1.7696478453308065e-11,1.1558481606515551e-15,1.6057285401022585e-15,2.6002361582013952e-12,2.4281772164121893e-12,1.6323545911289418e-13,6.9988089493220309e-15
5.333639090829091e-10,0.38899488926704556,154.0,0.0,0.0,0.0,0.99385102246498991,1.0,18.999869272597763,0.00017231035113251083,0.0012793445918260159,0.0011479417470706358,0.00012728296314295915,4.220945394070423e-10,2.8035609444530474e-06,0.0012172932631177101,1.7239030044334822e-08,0.0021868192117076505,2.6849506314549743e-06,1.1717085558938136e-12,5.1021955755541245e-06,1.7496812183492884e-14,1.7001006121222039e-06,5.0862337531247591e-06,5.088968204149277e-06,1.6875285114631421e-09,9.9444237791979873e-10,3.7706831273491722e-07,1.499723577743974e-13,1.4651316239021251e-13,1.4674521663711803e-13,1.3860692066700121e-08,7.424586211128192e-07,6.0926261356655474e-11,9.7406251529635693e-16,1.2695371859805888e-07,7.0063824509887584e-08,5.1592301259590192e-11,1.9204901582785775e-11,1.372402192235177e-15,1.7771449335678142e-15,2.9769844762274777e-12,2.7736822548113175e-12,1.9288301855987272e-13,8.3834195230661487e-15
5.510069027750736e-10,0.3889948803448577,154.0,0.0,0.0,0.0,0.99364838848944803,1.0,18.999864821152237,0.00017798626636838908,0.0013213804274616935,0.0011853002515420899,0.0001315948633499278,4.35963344554549e-10,2.8030232813293236e-06,0.0012574489423019838,1.7235515213711558e-08,0.0022589956923554266,2.7732815833040992e-06,1.2114019317495852e-12,5.4431715400080328e-06,1.8072431738331319e-14,1.7650121027937532e-06,5.4740089187729065e-06,5.476955776131595e-06,1.8162142474541389e-09,1.0703290397584726e-09,4.0284726776659952e-07,1.7966194224208779e-13,1.758252130764495e-13,1.7611364014578992e-13,1.5286095028458162e-08,7.9202030826591167e-07,6.9303874695783847e-11,1.0322141858380475e-15,1.3390815943420733e-07,7.388448331416642e-08,5.9249250109249655e-11,2.0780638956134045e-11,1.6197755959826985e-15,1.9602965992482934e-15,3.3931535374612335e-12,3.154257442232365e-12,2.2665294202035686e-13,9.9789726796192776e-15
5.68649896467238e-10,0.3889948714623502,154.0,0.0,0.0,0.0,0.99344580336812038,1.0,18.999860371434856,0.00018366065577338231,0.0013633981602817621,0.0012226294824022592,0.00013590338081908771,4.4982617116706115e-10,2.8024857483010548e-06,0.0012975954882814441,1.7232001230496997e-08,0.0023311582198784174,2.8615744580546956e-06,1.251064167673372e-12,5.7950759009261611e-06,1.8647803159120167e-14,1.8298858692480575e-06,5.8763076132818684e-06,5.8794753957678235e-06,1.9497207659234166e-09,1.1490605900831177e-09,4.2950591156991159e-07,2.1388560322298574e-13,2.0968469537184201e-13,2.1004055239115678e-13,1.6805428690602255e-08,8.431721964955278e-07,7.8515165607141314e-11,1.0920796099293956e-15,1.4096580260233997e-07,7.7760554208213868e-08,6.7732007216397942e-11,2.2423999753345227e-11,1.9010316282658157e-15,2.1555661550525842e-15,3.8513854880039958e-12,3.5721121587083598e-12,2.6495395371061975e-13,1.1808565818636143e-14
5.862928901594025e-10,0.38899486261949373,154.0,0.0,0.0,0.0,0.99324326709332755,1.0,18.999855923442208,0.00018933351972553209,0.001405397792972543,0.001259929452337628,0.00014020851702261543,4.6368302000504379e-10,2.8019483453514629e-06,0.0013377329057384709,1.7228488094531885e-08,0.0024033068021719626,2.9498292613721506e-06,1.2906952771712149e-12,6.1578994674388832e-06,1.922292648331514e-14,1.8947192983993504e-06,6.2931210282724638e-06,6.2965183104818918e-06,2.0880451411954198e-09,1.2306353045733283e-09,4.5704678989187676e-07,2.5314146379233754e-13,2.4860448981947284e-13,2.4904051650852998e-13,1.842162131016889e-08,8.9591325102092105e-07,8.8613377627332247e-11,1.153663753132459e-15,1.481221058500164e-07,8.1689531503449138e-08,7.7097971310436796e-11,2.4135278706225916e-11,2.2194101212557659e-15,2.3633356657752983e-15,4.3544062536351378e-12,4.0295128264715675e-12,3.0821989248401134e-13,1.3896883260732837e-14
6.039358838515669e-10,0.38899485381625803,154.0,0.0,0.0,0.0,0.99304077965738557,1.0,18.999851477170861,0.00019500485860281174,0.0014473793282235596,0.0012972001740352778,0.00014451027343267603,4.7753389220769373e-10,2.8014110724609247e-06,0.001377861199244011,1.7224975805727871e-08,0.0024754414469343928,3.0380459989285795e-06,1.3302952738787684e-12,6.5316330538725488e-06,1.9797801746672857e-14,1.9595103068776273e-06,6.7244398295051424e-06,6.7280752436701302e-06,2.2311842728115612e-09,1.3150513553228524e-09,4.8547244586373712e-07,2.9796194587378217e-13,2.9313473050585813e-13,2.9366553538771933e-13,2.0137595094888692e-08,9.5024243555571302e-07,9.965336422442686e-11,1.2169715746167016e-15,1.5537272345382823e-07,8.566902053443355e-08,8.740643410012783e-11,2.5914758022076796e-11,2.5783300630750234e-15,2.5839866406995136e-15,4.905025368008982e-12,4.5287820630560992e-12,3.5691033992399814e-13,1.627024213011681e-14
6.215788775437313e-10,0.38899484505261156,154.0,0.0,0.0,0.0,0.99283834105260527,1.0,18.999847032617414,0.00020067467278312605,0.0014893427687275322,0.0013344416601829201,0.00014880865152153358,4.9137878858580539e-10,2.8008739296120079e-06,0.0014179803732624991,1.7221464363943341e-08,0.0025475621616755342,3.1262246764027849e-06,1.3698641713250821e-12,6.9162674797480398e-06,2.0372428986700169e-14,2.0242572332049735e-06,7.1702542644897484e-06,7.1741365023704119e-06,2.379134921297299e-09,1.4023068320367048e-09,5.1478541999964253e-07,3.4891475436373497e-13,3.4386408189100287e-13,3.4450634176977543e-13,2.195626621031119e-08,1.0061587123164093e-06,1.1169158538229735e-10,1.2820080295501553e-15,1.6271349771072979e-07,8.9696732736392981e-08,9.8718575584624523e-11,2.776270904869103e-11,2.9813920353642342e-15,2.817900030860629e-15,5.5061358010515221e-12,5.072297844652401e-12,4.1151123906514637e-13,1.895663755990749e-14
6.392218712358958e-10,0.38899483632852255,154.0,0.0,0.0,0.0,0.99263595127129234,1.0,18.99984258977846,0.00020634296264431158,0.0015312881171803802,0.0013716539234689973,0.00015310365276155938,5.0521770981476942e-10,2.8003369167882351e-06,0.0014580904321565607,1.721795376900334e-08,0.0026196689537248425,3.2143652994802237e-06,1.4094019829879543e-12,7.3117935697793236e-06,2.0946808241399492e-14,2.0889587535770395e-06,7.6305542465364782e-06,7.6346920613600524e-06,2.5318937360990437e-09,1.4923997585876254e-09,5.4498825019560068e-07,4.066038458484523e-13,4.0142101157133911e-13,4.0219368472919267e-13,2.388054478691544e-08,1.0636610420299246e-06,1.2478610418567218e-10,1.3487780684682851e-15,1.7014045080512534e-07,9.3770480945395859e-08,1.110974594282174e-10,2.9679393704774173e-11,3.4323805111287888e-15,3.0654562272704066e-15,6.1607137875610685e-12,5.662492679831175e-12,4.7253550363529133e-13,2.1985787212207996e-14
6.568648649280602e-10,0.38899482764395826,154.0,0.0,0.0,0.0,0.99243361030574739,1.0,18.999838148650603,0.00021200972856413628,0.0015732153762812108,0.00140883697658281,0.0001573952786251876,5.1905065710423312e-10,2.7998000339694837e-06,0.0014981913801915057,1.7214444020819514e-08,0.0026917618302391864,3.3024678738530629e-06,1.4489087225273021e-12,7.718202153871999e-06,2.1520939546303533e-14,2.153613814775836e-06,8.1053294217091809e-06,8.1097316301469774e-06,2.689457277837971e-09,1.5853281062045366e-09,5.7608347172864384e-07,4.7167038225918727e-13,4.6647505896771e-13,4.6739961252564046e-13,2.591333492720888e-08,1.1227483839404007e-06,1.3899658340591811e-10,1.4172866349831685e-15,1.7764977702822948e-07,9.7888174907006565e-08,1.2460802838336515e-10,3.166506571673525e-11,3.9352660223080899e-15,3.3270350587478669e-15,6.87181865600946e-12,6.3018527933536339e-12,5.4052361808130341e-13,2.5389175131593037e-14
6.745078586202246e-10,0.3889948189988855,154.0,0.0,0.0,0.0,0.99223131814826593,1.0,18.99983370923044,0.00021767497092029973,0.0016151245487323266,0.0014459908322145942,0.00016168353058490598,5.328776313038997e-10,2.7992632811375295e-06,0.0015382832215396229,1.7210935119265942e-08,0.0027638407982102926,3.390532405220152e-06,1.4883844034876532e-12,8.1354840671218518e-06,2.2094822938922343e-14,2.2182215800133168e-06,8.5945692228732937e-06,8.5992447070486919e-06,2.8518220362742046e-09,1.6810898041189862e-09,6.0807361725617533e-07,5.4479366975926167e-13,5.3973810004026325e-13,5.408387519254285e-13,2.8057534712814686e-08,1.1834196958154707e-06,1.5438428208754961e-10,1.48753866879954e-15,1.8523783533341635e-07,1.0204781698354372e-07,1.3931709975774632e-10,3.371997169119741e-11,4.4942072036963464e-15,3.6030157890841482e-15,7.6425926575434796e-12,6.9929173199377279e-12,6.1604422850005995e-13,2.9200094940635749e-14
6.921508523123891e-10,0.38899481039327105,154.0,0.0,0.0,0.0,0.99202907479113855,1.0,18.999829271514596,0.0002233386900904331,0.0016570156372392123,0.0014831155030555424,0.00016596841011328798,5.4669863296638732e-10,2.7987266582763686e-06,0.0015783659602842852,1.7207427064151821e-08,0.0028359058644718653,3.4785588992869596e-06,1.527829039305873e-12,8.5636301498134054e-06,2.2668458457984823e-14,2.2827813851112753e-06,9.0982629134278179e-06,9.1032206229498585e-06,3.0189844448425818e-09,1.7796827481795461e-09,6.4096121681547632e-07,6.2669208305077231e-13,6.2196560801684427e-13,6.2326958397662316e-13,3.0316036211548752e-08,1.2456739339521014e-06,1.7101205213547883e-10,1.5595391055385696e-15,1.9290114221183124e-07,1.0624749805043558e-07,1.5529336091853846e-10,3.5844352046107591e-11,5.1135527194905338e-15,3.8937771154407733e-15,8.4762607951855464e-12,7.7382775078298087e-12,6.9969472461246762e-13,3.3453692387382564e-14
7.097938460045535e-10,0.388994801827081,154.0,0.0,0.0,0.0,0.99182688022665033,1.0,18.999824835499687,0.00022900088645209888,0.00169888864451054,0.0015202110017978135,0.00017024991868301923,5.60513663381287e-10,2.798190165365551e-06,0.0016184396004238731,1.7203919855383266e-08,0.0029079570357064071,3.5665473617656448e-06,1.5672426436686542e-12,9.0026312474184465e-06,2.3241846138736058e-14,2.347292703536826e-06,9.6163996221991024e-06,9.6216485762169501e-06,3.1909408922506155e-09,1.8811048077251476e-09,6.7474879782334954e-07,7.1812397525167096e-13,7.139579101564575e-13,7.1549571625941086e-13,3.2691725484486773e-08,1.3095100531820596e-06,1.8894433490301638e-10,1.6332928732133145e-15,2.006363648761632e-07,1.1048539357434554e-07,1.7260736483111987e-10,3.8038441816607063e-11,5.7978430773132334e-15,4.1996971664751294e-15,9.3761306532340936e-12,8.5405759321012058e-12,7.9210181285740853e-13,3.8187007250318782e-14
7.27436839696718e-10,0.3889947933002819,154.0,0.0,0.0,0.0,0.99162473444708166,1.0,18.99982040118233,0.00023466156038279125,0.001740743573258162,0.0015572773411345693,0.00017452805776689551,5.7432272348031761e-10,2.7976538023857903e-06,0.0016585041458755264,1.7200413492855948e-08,0.002979994318451736,3.6544977983750477e-06,1.6066252301517522e-12,9.4524782105945977e-06,2.3814986018495342e-14,2.4117551187606046e-06,1.014896837102634e-05,1.0154517660300769e-05,3.3676877316470283e-09,1.9853538310189023e-09,7.0943888507588659e-07,8.1988857349788124e-13,8.1656144054912186e-13,8.1836715161202269e-13,3.5187482593022091e-08,1.3749270068770722e-06,2.0824715778063463e-10,1.7088048959088557e-15,2.0844031473991844e-07,1.1475975986541855e-07,1.9133152562766436e-10,4.0302471351216627e-11,6.551812334729938e-15,4.5211534993523104e-15,1.0345592226863536e-11,9.4025057175651044e-12,8.9392208070388902e-13,4.3439014607892676e-14
7.450798333888824e-10,0.3889947848128391,154.0,0.0,0.0,0.0,0.99142263744470771,1.0,18.999815968559165,0.00024032071225993552,0.0017825804261971099,0.001594314533760004,0.00017880282883781125,5.8812581364862933e-10,2.7971175693216167e-06,0.0016985596004787215,1.7196907976366241e-08,0.0030520177191072201,3.7424102148406005e-06,1.6459768121374626e-12,9.9131618951838449e-06,2.4387878136944465e-14,2.4761683023270243e-06,1.0695958096646213e-05,1.0701816885635061e-05,3.5492212878959739e-09,2.092427649559033e-09,7.4503400074834074e-07,9.3282686045984887e-13,9.3066998897584703e-13,9.3278155335455815e-13,3.7806181605915281e-08,1.4419237469537465e-06,2.2898813078550363e-10,1.7860800944752273e-15,2.163099411793608e-07,1.1906893049590357e-07,2.1154011420180265e-10,4.2636666913496046e-11,7.3803897033302821e-15,4.8585230982786891e-15,1.1388117751923548e-11,1.0326809771195773e-11,1.0058425522887614e-12,4.9250665480307332e-14
7.627228270810468e-10,0.3889947763647185,154.0,0.0,0.0,0.0,0.99122058921179856,1.0,18.999811537626822,0.00024597834246088858,0.0018243992060455888,0.001631322592369359,0.00018307423336875987,6.0192293525079658e-10,2.7965814661525624e-06,0.0017386059679987023,1.7193403305806446e-08,0.0031240272439397522,3.8302846168943987e-06,1.6852974033373543e-12,1.038467316221108e-05,2.4960522529039578e-14,2.540531996257288e-06,1.1257357668253365e-05,1.1263535197208624e-05,3.7355378634138456e-09,2.2023240815378552e-09,7.8153666439508609e-07,1.0578224419559315e-12,1.057225945835562e-12,1.0596855070156485e-12,4.0550690606336072e-08,1.5104992238783082e-06,2.5123644315180904e-10,1.8651233813422382e-15,2.2424232556528371e-07,1.2341131287741677e-07,2.3330925382534328e-10,4.5041251202983756e-11,8.2887010553990309e-15,5.2121823730235798e-15,1.2507261534937283e-11,1.131628002392594e-11,1.1285812354969055e-12,5.5664926851991755e-14
7.980088144653758e-10,0.388994759586307,154.0,0.0,0.0,0.0,0.9908166390234302,1.0,18.999802680821176,0.00025728903934330635,0.0019079825573598273,0.0017052513583260451,0.00019160694870328282,6.2949927617613702e-10,2.7955096494236837e-06,0.0018186714564979432,1.7186396502003208e-08,0.0032680046905745053,4.0059194007283638e-06,1.7638456675819357e-12,1.136014191358485e-05,2.6105068285393089e-14,2.6691101601271858e-06,1.2423341563888755e-05,1.2430184607248966e-05,4.1225051947397411e-09,2.430576006901936e-09,8.5727470072501822e-07,1.347738102905458e-12,1.3517000814898927e-12,1.355000560128854e-12,4.642858101667121e-08,1.6523821829112599e-06,3.0053971854007711e-10,2.02853385090563e-15,2.4028432023416806e-07,1.3218969261579879e-07,2.8184291506300794e-10,5.0062461441161353e-11,1.0366020676368961e-14,5.9698726996431923e-15,1.4990030436165221e-11,1.3502127508724854e-11,1.4095433895236374e-12,7.0483463195455304e-14
8.332948018497048e-10,0.3889947429647718,154.0,0.0,0.0,0.0,0.99041288382003645,1.0,18.9997938307386,0.00026859365404752688,0.0019914936490099265,0.0017790637405876496,0.00020012621555661223,6.5705175307353149e-10,2.7944383520496193e-06,0.0018987006401311236,1.7179393080366401e-08,0.0034119267060521113,4.181402195866352e-06,1.8422701312426247e-12,1.2378811456517717e-05,2.7248623589051159e-14,2.7974884824544546e-06,1.3646830133266445e-05,1.365437661438986e-05,4.528559853083955e-09,2.6700919796286418e-09,9.3667309808618158e-07,1.6975889564751775e-12,1.708542036674263e-12,1.7129111592893716e-12,5.2843979044711696e-08,1.8005674588699489e-06,3.5674195264310712e-10,2.1990755155381805e-15,2.5654537894956117e-07,1.4108351456801313e-07,3.3757837764178873e-10,5.536782807712586e-11,1.2828762850302209e-14,6.7972241792058842e-15,1.7823968348929332e-11,1.5983335879012669e-11,1.7431925298190878e-12,8.8280160566151222e-14
8.685807892340338e-10,0.3889947264998371,154.0,0.0,0.0,0.0,0.99000932353959625,1.0,18.999784987352378,0.00027989218958993431,0.0020749325028555548,0.0018527598407541142,0.00020863204571669878,6.8458037327601761e-10,2.7933675738802635e-06,0.0019786935466636502,1.7172393039769047e-08,0.0035557933362902511,4.3567330484036203e-06,1.9205709028675059e-12,1.3440608865644463e-05,2.8391188739989398e-14,2.9256662984263728e-06,1.4927733034146239e-05,1.4936021559077427e-05,4.9536718271380395e-09,2.9208542899589129e-09,1.0197519185735193e-06,2.1160636566069144e-12,2.1371666358981251e-12,2.1428790805027113e-12,5.9819614591227626e-08,1.955046603726064e-06,4.2045316354516106e-10,2.3767875026459028e-15,2.7300635249418563e-07,1.5008238043103477e-07,4.0119087020605311e-10,6.0959043520052625e-11,1.5725147664053542e-14,7.6972271882182586e-15,2.1040446975144349e-11,1.8783930213235141e-11,2.1364420166615344e-12,1.0947527289018139e-13
9.038667766183627e-10,0.3889947101912256,154.0,0.0,0.0,0.0,0.98960595812000851,1.0,18.999776150635888,0.00029118464898581251,0.0021582991408069063,0.0019263397604422769,0.00021712445097325824,7.1208514403805559e-10,2.7922973147619245e-06,0.002058650202953748,1.7165396379165923e-08,0.0036996046255776643,4.5319120045411377e-06,1.9987480909872956e-12,1.454546129838598e-05,2.9532764039282114e-14,3.0536432467353434e-06,1.6265959665940275e-05,1.6275029557617556e-05,5.397811019749277e-09,3.1828451772216762e-09,1.1065311823653147e-06,2.6126115060534012e-12,2.6478844815815922e-12,2.6552687839308146e-12,6.7378122461268192e-08,2.1158111466635056e-06,4.9230830975295915e-10,2.5617088581166385e-15,2.896497126845847e-07,1.5917679286288753e-07,4.7338484411550326e-10,6.683777404327533e-11,1.9106657049863241e-14,8.6728627213137151e-15,2.4672134895292191e-11,2.192865029455674e-11,2.5967506351601425e-12,1.3452494650416108e-13
9.391527640026917e-10,0.3889946940386618,154.0,0.0,0.0,0.0,0.98920278749909174,1.0,18.999767320562601,0.00030247103524934545,0.0022415935848246068,0.0019998036012857509,0.00022560344311774993,7.3956607263061853e-10,2.7912275745412912e-06,0.0021385706350302135,1.7158403097477663e-08,0.0038433606167107602,4.7069391105853417e-06,2.076801804148762e-12,1.5693295994902271e-05,3.0673349788690902e-14,3.1814191668457683e-06,1.7661419272188283e-05,1.7671310604774432e-05,5.8609472819807563e-09,3.4560468500193185e-09,1.1970308677341721e-06,3.1974670184998875e-12,3.2519408430603465e-12,3.2613869445990453e-12,7.5542042587986247e-08,2.2828525942104678e-06,5.7296718128782849e-10,2.7538785460418249e-15,3.0645941572196689e-07,1.6835807775864262e-07,5.5489383648085446e-10,7.300566535998581e-11,2.3028063646640293e-14,9.7271023348735647e-15,2.8752992176340957e-11,2.5442928506011443e-11,3.132138135093821e-12,1.6392235852608012e-13
9.744387513870206e-10,0.388994678041869,154.0,0.0,0.0,0.0,0.98879981161458419,1.0,18.999758497106082,0.00031375135139361546,0.0023248158569196191,0.0020731514649347379,0.00023406903394338521,7.6702316634122564e-10,2.7901583530641217e-06,0.0022184548681637248,1.7151413193619091e-08,0.0039870613511191434,4.8818144129479592e-06,2.1547321509147996e-12,1.6884040278045428e-05,3.1812946290663543e-14,3.308994024120285e-06,1.911402101523005e-05,1.9124774648549569e-05,6.3430504379309771e-09,3.7404415009367986e-09,1.2912709110593316e-06,3.8816737047140624e-12,3.961554302006429e-12,3.9735217658713939e-12,8.4333820256144075e-08,2.4561624303702624e-06,6.6311429083357377e-10,2.9533354487287814e-15,3.2342077661891811e-07,1.7761831297094451e-07,6.4648033366474662e-10,7.9464346965195728e-11,2.7547455783339432e-14,1.0862908092720533e-14,3.3318264991960529e-11,2.93528682476403e-11,3.7512002955990047e-12,1.9819882083261173e-13
9.999999999999999e-10,0.388994662200571,154.0,0.0,0.0,0.0,0.9885080165708211,1.0,18.999752109492089,0.00032191904820663166,0.0023850571933174691,0.0021262124428866099,0.00024019316346357244,7.8689826411251385e-10,2.7893841305305935e-06,0.0022763005911051082,1.7146351800658803e-08,0.0040911239968470132,5.0083996880133314e-06,2.2111080787122157e-12,1.7773377423704375e-05,3.2637854866756377e-14,3.4012839790420153e-06,2.0201927304271637e-05,2.0213331574291015e-05,6.7041162773217292e-09,3.9534384368745973e-09,1.361886050617997e-06,4.44607001646317e-12,4.5489923904953787e-12,4.563117544176368e-12,9.1107432458742141e-08,2.5856187361754595e-06,7.3474448733144527e-10,3.1023959403075138e-15,3.3579467783015676e-07,1.8437163006765746e-07,7.1956771577429884e-10,8.4325569723749292e-11,3.1229513317487543e-14,1.1738308007113475e-14,3.6948583622141902e-11,3.2447509624680102e-11,4.2570989220278155e-12,2.2639816205764512e-13
1.0097247387713495e-09,0.388994662200571,154.0,0.0,0.0,0.0,0.98839703040414439,1.0,18.999749680239972,0.00032502560043060324,0.0024079659791531502,0.0021463834530558263,0.00024252123524511702,7.9445643247389319e-10,2.7890896501751995e-06,0.0022983029269321924,1.714442666651152e-08,0.0041307068689809077,5.0565379581458138e-06,2.2325392398643371e-12,1.8117621553312507e-05,3.2951553848332648e-14,3.4363678586974168e-06,2.0623674027175049e-05,2.0635331641243464e-05,6.8440903016746956e-09,4.0360113165815195e-09,1.3892712068400908e-06,4.6771070991997197e-12,4.7899551550447253e-12,4.804982076353799e-12,9.3775806325300598e-08,2.6357321167510671e-06,7.6345876494149739e-10,3.1601183667301298e-15,3.40520353870068e-07,1.8695026297992753e-07,7.4893563524464797e-10,8.6215435474317133e-11,3.2726258893412978e-14,1.2083232513691957e-14,3.8404480255038788e-11,3.3685222864883385e-11,4.4631235247188936e-12,2.3792485036692032e-13
1.0450107261556783e-09,0.38899464651449206,154.0,0.0,0.0,0.0,0.98799444380535129,1.0,18.999740869938012,0.00033629378537118653,0.0024910439736365547,0.0022194996673317851,0.00025096005881960267,8.2186587834910748e-10,2.7880214657186389e-06,0.0023781148352803997,1.7137443515072002e-08,0.0042742972093280599,5.2311097928006237e-06,2.3102231795919894e-12,1.9393967308798303e-05,3.4089172765514403e-14,3.5635407571602906e-06,2.2190287438127624e-05,2.2202891567758669e-05,7.3640366866443161e-09,4.342738483143159e-09,1.4910516077102135e-06,5.5964970203844809e-12,5.7514235668878718e-12,5.7701362041377878e-12,1.0389025745267482e-07,2.821553092694619e-06,8.7473423529545049e-10,3.3742660188714499e-15,3.577458439848515e-07,1.963473192825249e-07,8.6307971842254731e-10,9.3260537064281177e-11,3.8629253506519633e-14,1.3391018521157958e-14,4.404944026282805e-11,3.8467375092576304e-11,5.2776989900694252e-12,2.8371120550529925e-13
1.0802967135400072e-09,0.3889946309833567,154.0,0.0,0.0,0.0,0.98759205175570408,1.0,18.999732066174019,0.00034755590922513961,0.002574049862531241,0.0022925002094613379,0.00025938551646517027,8.4925151130379303e-10,2.7869537995378248e-06,0.0024578906165743132,1.7130463738216015e-08,0.0044178324101427704,5.4055299636388006e-06,2.387784078707756e-12,2.0713005115148122e-05,3.5225803346707236e-14,3.6905128382140463e-06,2.3813770390432915e-05,2.3827364459914238e-05,7.9028594103647513e-09,4.6606051891997751e-09,1.5966319244530877e-06,6.6534490726137236e-12,6.8613274714664936e-12,6.8844506259941461e-12,1.1469933631569315e-07,3.0136167754042348e-06,9.9769873003902215e-10,3.595817042281014e-15,3.7508598520351285e-07,2.0580344609673197e-07,9.8976110283049216e-10,1.0060124922685506e-10,4.5324590070893588e-14,1.4789199394456578e-14,5.029221735484734e-11,4.3727317008696637e-11,6.2053362862007224e-12,3.3620988888567457e-13
1.115582700924336e-09,0.38899461560688925,154.0,0.0,0.0,0.0,0.98718985419262284,1.0,18.999723268921915,0.0003588119750011323,0.0026569836680485812,0.0023653851811589067,0.00026779761998180028,8.7661333869128594e-10,2.7858866514754699e-06,0.0025376302936506567,1.7123487334858353e-08,0.0045613125084454078,5.5797985174912943e-06,2.4652220458368451e-12,2.2074662625510379e-05,3.6361445897090824e-14,3.8172842426856987e-06,2.549403204861068e-05,2.5508660406443677e-05,8.4605282977551052e-09,4.9895936276745531e-09,1.7060319260173723e-06,7.8624654169432139e-12,8.1361602243994552e-12,8.1645283944214075e-12,1.2622511183423061e-07,3.2119145600725471e-06,1.1331345651658455e-09,3.8248099924204334e-15,3.9253046942918407e-07,2.1531313080829841e-07,1.1298567156926246e-09,1.0823916208177036e-10,5.2883800961289701e-14,1.6280698722176724e-14,5.7173148583405235e-11,4.9493630479899731e-11,7.2570766552756264e-12,3.9611511790027103e-13
1.150868688308665e-09,0.3889946003848153,154.0,0.0,0.0,0.0,0.98678785105344857,1.0,18.999714478155699,0.00037006198570672965,0.0027398454124498103,0.0024381546841543743,0.00027619638117110296,9.0395136788129749e-10,2.7848200213736619e-06,0.0026173338888622437,1.711651430391216e-08,0.0047047375403752069,5.7539155012933439e-06,2.5425371896194671e-12,2.347886757548922e-05,3.749610072252443e-14,3.9438551247764428e-06,2.7230981608041031e-05,2.7246689561742114e-05,9.0370131840154719e-09,5.3296859975466613e-09,1.8192713395329703e-06,9.2389648368557031e-12,9.5935780099877229e-12,9.6281473452810073e-12,1.3848955939255102e-07,3.416437820009084e-06,1.2818482359739716e-09,4.0612833431158765e-15,4.1006986151646875e-07,2.2487133865261447e-07,1.2842717573250138e-09,1.161758593998342e-10,6.1381809985088625e-14,1.786843035722301e-14,6.4733830396601173e-11,5.579546808125795e-11,8.4446057773310635e-12,4.6416426402908865e-13
