Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810)
1.886484949518992e-12,0.9248091893140833,154.0,0.0,0.0,0.0,0.99999993268200182,1.0,18.999999999929337,1.2438349062403141e-08,2.5482895634032573e-08,2.546280876876162e-08,4.5357231541993033e-11,1.1646398923690321e-14,1.4602678153858854e-09,1.21052992949188e-09,3.6951070837978006e-13,1.1921081878015896e-09,2.5272205477088791e-11,1.2084737497810552e-18,2.1128868299938446e-14,4.25862715101561e-19,5.6066037508768545e-15,6.4556390495782061e-18,6.4575628532675596e-18,1.5303632955998866e-21,3.9344000737541037e-22,1.4998787864740235e-15,3.0376078632721954e-40,2.9220603972970252e-40,2.922060498581198e-40,1.8627773160037949e-20,1.0871481498838369e-14,3.7305740280872904e-24,5.9809755433367698e-23,5.7713389430291199e-18,5.8605053143588224e-18,3.8637691135964449e-28,1.2426247012009312e-23,9.6065407982794586e-37
1.9437053464599e-12,0.9248091893140613,154.0,0.0,0.0,0.0,0.99999993064092663,1.0,18.999999999925187,1.2815625790031892e-08,2.6255243947358875e-08,2.6233727849995231e-08,4.8145284302240326e-11,1.1999429020926787e-14,1.4701231057167586e-09,1.2641992853191861e-09,3.7420156327759037e-13,1.2449608082285943e-09,2.6631257375831823e-11,1.282765048768824e-18,2.2428821807903363e-14,4.4876500071032323e-19,5.9514550348837629e-15,7.0606662874702733e-18,7.0627969026187133e-18,1.6901823886194183e-21,4.4043232435115518e-22,1.592219331290307e-15,3.7439227359493084e-40,3.6015079851362361e-40,3.6015081137585288e-40,2.0376860517823276e-20,1.1294912471208708e-14,3.9857568811450949e-24,6.3041674198674137e-23,6.2309778758287215e-18,6.3272449497940641e-18,4.3546864076750321e-28,1.3590999116540844e-23,1.1155327915812763e-36
2.0009257434008084e-12,0.924809189314039,154.0,0.0,0.0,0.0,0.99999992859986764,1.0,18.999999999920927,1.3192902505109135e-08,2.7027566900047197e-08,2.7004564077385369e-08,5.1016174687553905e-11,1.2352447524904372e-14,1.4792716962740232e-09,1.3182165171186138e-09,3.7868243329216736e-13,1.2981560107077202e-09,2.801566400852456e-11,1.3592638934047136e-18,2.3767527381228572e-14,4.7209457653094221e-19,6.3065721671485288e-15,7.7023377562625979e-18,7.7046900204918767e-18,1.8609172000106235e-21,4.9134654016842784e-22,1.6873167776692031e-15,4.586553262999934e-40,4.4120860122318823e-40,4.4120861744424294e-40,2.2232277796385256e-20,1.1723855536077125e-14,4.2508587247098501e-24,6.6334397756325256e-23,6.7106164421019968e-18,6.814293107463091e-18,4.8909866392863106e-28,1.4826314809891752e-23,1.2897780564452382e-36
2.1153665372826253e-12,0.9248091893139923,154.0,0.0,0.0,0.0,0.99999992451779462,1.0,18.999999999912099,1.3947455897609146e-08,2.8572139267852399e-08,2.8545988078273999e-08,5.700636069990706e-11,1.3058450916193293e-14,1.4956477914203293e-09,1.4271966434192821e-09,3.8705139515542449e-13,1.4054776874355106e-09,3.0857997132623733e-11,1.5188813512889303e-18,2.6561182415248591e-14,5.1999272030941947e-19,7.0475952308700138e-15,9.0999116439180196e-18,9.1027539543712868e-18,2.2366038306898977e-21,6.0570601150540101e-22,1.8857820245086837e-15,6.7683541902932218e-40,6.5108944585633461e-40,6.5108947116342669e-40,2.6274714199772613e-20,1.2598276825931226e-14,4.8113589419182053e-24,7.3096205691464696e-23,7.730380627182868e-18,7.8498106564455326e-18,6.110687281748845e-28,1.7516921030531105e-23,1.7035239920472552e-36
2.2183632517762606e-12,0.9248091893139484,154.0,0.0,0.0,0.0,0.99999992084397415,1.0,18.999999999903782,1.4626553907933075e-08,2.9962173920324147e-08,2.9932986588817755e-08,6.2680562913349398e-11,1.3693817178715003e-14,1.5084408958394042e-09,1.5262363791682404e-09,3.939552994410344e-13,1.5030102456530993e-09,3.3496555303845407e-11,1.670079677572883e-18,2.9207974027110115e-14,5.6445697281137259e-19,7.7496032605114506e-15,1.0493829606232688e-17,1.0497169327930128e-17,2.615739509992179e-21,7.239814482725673e-22,2.0738284882423886e-15,9.4392157433176939e-40,9.0801607009482781e-40,9.0801610710786993e-40,3.0308196502557128e-20,1.3404104558894592e-14,5.3510864482776854e-24,7.9374903591779946e-23,8.7177235918681598e-18,8.8524058468288696e-18,7.3917242036158051e-28,2.0200567942253696e-23,2.1609141793376909e-36
2.321359966269896e-12,0.9248091893139028,154.0,0.0,0.0,0.0,0.99999991717019121,1.0,18.999999999895127,1.5305651877590226e-08,3.1352135884359137e-08,3.1319717071178611e-08,6.8622740782585557e-11,1.4329150212740371e-14,1.5196303016955761e-09,1.6260655422086793e-09,4.0031290019854636e-13,1.6013202178170306e-09,3.6207782780276961e-11,1.8284193057987562e-18,3.1980277349085352e-14,6.1014588351247311e-19,8.4848386527310099e-15,1.2023180426907001e-17,1.2027074385925691e-17,3.0359554001831976e-21,8.5800273206008484e-22,2.2708060071606678e-15,1.2966670993528796e-39,1.2473437577695043e-39,1.2473438109766567e-39,3.473525696505273e-20,1.4227787186378386e-14,5.9250530964077491e-24,8.5828053914731015e-23,9.7715475731601697e-18,9.9225087363178618e-18,8.8644690167757841e-28,2.3145040748258997e-23,2.711695153850843e-36
2.4243566807635312e-12,0.9248091893138551,154.0,0.0,0.0,0.0,0.9999999134964408,1.0,18.999999999886136,1.5984749806580619e-08,3.2742028429009143e-08,3.2706179682041639e-08,7.4832737630185829e-11,1.4964451512670469e-14,1.5294170816521705e-09,1.7265851536211134e-09,4.0616742787680245e-13,1.7003101312620345e-09,3.8988410509285376e-11,1.9938960606588009e-18,3.4878077459166913e-14,6.5700436076021482e-19,9.2532886750661132e-15,1.3694224294125332e-17,1.3698732640191702e-17,3.4993927750776082e-21,1.0089522365715397e-21,2.4767141312796941e-15,1.7568302594709354e-39,1.6900031485711369e-39,1.6900032238609266e-39,3.9574320722424893e-20,1.506932314253576e-14,6.534049749786401e-24,9.2447878856636963e-23,1.0892345287170286e-17,1.1060619612227186e-17,1.0547185136706755e-27,2.6362408233176462e-23,3.3694986440531824e-36
2.5273533952571666e-12,0.924809189313806,154.0,0.0,0.0,0.0,0.99999990982271891,1.0,18.99999999987681,1.6663847694904275e-08,3.4131854676254149e-08,3.4092374578000326e-08,8.1310396870320625e-11,1.5599722505674488e-14,1.5379770730124074e-09,1.8277086567051451e-09,4.1155869092772389e-13,1.7998947465014753e-09,4.1835316509996241e-11,2.1665057692863224e-18,3.7901360397387813e-14,7.0497979142634304e-19,1.0054940601681761e-14,1.5513218975726454e-17,1.5518405202595182e-17,4.0081921691474143e-21,1.1780334536824462e-21,2.6915524310450956e-15,2.3503831357109208e-39,2.2609784197305631e-39,2.26097852473879e-39,4.4843826228711574e-20,1.5928710882698176e-14,7.1788687952895144e-24,9.9226950529698811e-23,1.208054741317823e-17,1.2267175766084305e-17,1.2458972219194096e-27,2.9864735823942849e-23,4.1492246762780998e-36
2.630350109750802e-12,0.9248091893137548,154.0,0.0,0.0,0.0,0.99999990614902223,1.0,18.999999999867153,1.7342945542561221e-08,3.5521617607625754e-08,3.5478301915556578e-08,8.8055562008706904e-11,1.6234964554717569e-14,1.5454640554501001e-09,1.9293603527272878e-09,4.1652334719422123e-13,1.8999995167798545e-09,4.4745519250038254e-11,2.3462442612542539e-18,4.1050113099405004e-14,7.5402192928855046e-19,1.0889781713310284e-14,1.7486419821971586e-17,1.7492350786284569e-17,4.5644933462067971e-21,1.3664695048021121e-21,2.9153204964124706e-15,3.1080943592779759e-39,2.9898678564017509e-39,2.9898680009237943e-39,5.0562225239317523e-20,1.6805948882450464e-14,7.8603041435789875e-24,1.0615817520366104e-22,1.3336530405545909e-17,1.3542559426298924e-17,1.4619766814471345e-27,3.3664085617723231e-23,5.0670983522275504e-36
2.733346824244437e-12,0.9248091893137022,154.0,0.0,0.0,0.0,0.99999990247534731,1.0,18.99999999985717,1.802204334955148e-08,3.6911320070528273e-08,3.686396185112081e-08,9.5068076642554664e-11,1.6870178961450612e-14,1.5520125270362509e-09,2.0314740344094362e-09,4.2109515356960031e-13,2.000559242356752e-09,4.771617132426674e-11,2.5331073685737389e-18,4.4324323334952933e-14,8.0408278850127666e-19,1.1757799297198269e-14,1.9620079768185387e-17,1.962682570692464e-17,5.1704352787177999e-21,1.5755017555057999e-21,3.1480179359698258e-15,4.0661639109909729e-39,3.9114945068399811e-39,3.9114947033174918e-39,5.6747982793568045e-20,1.7701035636748062e-14,8.5791512294564396e-24,1.1323477826650259e-22,1.4660623318109581e-17,1.4887104688045763e-17,1.7050343020999769e-27,3.7772516408583808e-23,6.1407266700926887e-36
2.8363435387380725e-12,0.9248091893136475,154.0,0.0,0.0,0.0,0.99999989880169171,1.0,18.999999999846864,1.8701141115875059e-08,3.8300964784277701e-08,3.8249354541011955e-08,1.0234778446051354e-10,1.750536696897064e-14,1.5577401323722471e-09,2.1339917906694161e-09,4.2530519600146964e-13,2.1015168934367626e-09,5.0744553415952381e-11,2.7270909256927001e-18,4.7723979650720696e-14,8.551165418267524e-19,1.2658980647059689e-14,2.192044933728215e-17,2.1928083883919618e-17,5.8281561356790652e-21,1.8063885245554518e-21,3.3896443760992201e-15,5.266911204091924e-39,5.0665680945295267e-39,5.0665683586210808e-39,6.3419577197316546e-20,1.8613969659073689e-14,9.3362070121845261e-24,1.2045028985672429e-22,1.6053113773334885e-17,1.6301103574690035e-17,1.9772313138877139e-27,4.2202083712997252e-23,7.3891553883036833e-36
2.939340253231708e-12,0.9248091893135914,154.0,0.0,0.0,0.0,0.99999989512805276,1.0,18.999999999836231,1.9380238841531973e-08,3.9690554345862648e-08,3.9634480141457583e-08,1.0989452924261917e-10,1.8140529764454358e-14,1.5627497722709537e-09,2.2368629681210223e-09,4.2918210074092184e-13,2.2028225874733357e-09,5.3828068535773639e-11,2.9281907694944095e-18,5.12490713174665e-14,9.0707942354771251e-19,1.3593313063034761e-14,2.4393776642185868e-17,2.4402376841627061e-17,6.5397932765365888e-21,2.0604038838382886e-21,3.640199460176975e-15,6.7595194428073777e-39,6.5024010658547557e-39,6.5024014171009523e-39,7.0595500005610357e-20,1.9544749480632769e-14,1.0132269975776583e-23,1.2779853115633882e-22,1.7514253148611243e-17,1.7784811304250922e-17,2.2808128322859301e-27,4.696483979420292e-23,8.832925932869385e-36
3.042336967725343e-12,0.9248091893135335,154.0,0.0,0.0,0.0,0.99999989145442869,1.0,18.999999999825274,2.0059336526522234e-08,4.1080091235445805e-08,4.1019338808593884e-08,1.1770815486023998e-10,1.8775668481673313e-14,1.5671314474336275e-09,2.3400432635157874e-09,4.3275222882691371e-13,2.3044326954217163e-09,5.6964236520327927e-11,3.1364027392960727e-18,5.4899588280941594e-14,9.599296367536521e-19,1.4560783851653512e-14,2.7046307388159226e-17,2.7055953710565426e-17,7.3074832473527285e-21,2.338836540736056e-21,3.8996828478099184e-15,8.6008378240258385e-39,8.2736802810951635e-39,8.2736807436894035e-39,7.8294256005414472e-20,2.0493373649585112e-14,1.0968140129256805e-23,1.3527360130197325e-22,1.9044261108619862e-17,1.9338450891830382e-17,2.6181079234987105e-27,5.2072833685500631e-23,1.0494132347611378e-35
3.1453336822189785e-12,0.9248091893134739,154.0,0.0,0.0,0.0,0.99999988778081739,1.0,18.999999999814005,2.073843417084587e-08,4.2469577821618574e-08,4.2403930698465808e-08,1.2578850527602347e-10,1.9410784203395762e-14,1.5709638737324155e-09,2.4434939286129419e-09,4.360398552573144e-13,2.4063090587091268e-09,6.0150688777528983e-11,3.3517226768474088e-18,5.8675521116313212e-14,1.0136272647877345e-18,1.5561380325803488e-14,2.9884284875050063e-17,2.9895061228616087e-17,8.1333617777321935e-21,2.6429887967750048e-21,4.1680942141058998e-15,1.0856243722947123e-38,1.0443296408207542e-38,1.0443297011884633e-38,8.653436319838977e-20,2.1459840730311019e-14,1.1844619006892289e-23,1.428698648831336e-22,2.0643329576232777e-17,2.0962217181893819e-17,2.9915296696809825e-27,5.7538111212529386e-23,1.239647828723088e-35
3.2483303967126138e-12,0.9248091893134127,154.0,0.0,0.0,0.0,0.9999998841072173,1.0,18.999999999802423,2.1417531774502869e-08,4.3859016366420829e-08,4.3788255967027003e-08,1.3413542454384319e-10,2.0045877963681243e-14,1.5743158987709975e-09,2.5471810728710805e-09,4.3906733412279079e-13,2.5084183025380352e-09,6.3385163266901528e-11,3.5741464263292073e-18,6.2576860985811965e-14,1.0681341866522874e-18,1.659508980470098e-14,3.2913949999460621e-17,3.2925943742219837e-17,9.0195637786095313e-21,2.9741755770235266e-21,4.4454332489769069e-15,1.3600566904126842e-38,1.3083232983208047e-38,1.3083233764263592e-38,9.5334352783720557e-20,2.244414930271023e-14,1.2762509668398188e-23,1.505819399988307e-22,2.2311626214887739e-17,2.2656280384475147e-17,3.4035752341197416e-27,6.3372715014579125e-23,1.4565334053062643e-35
3.351327111206249e-12,0.9248091893133501,154.0,0.0,0.0,0.0,0.99999988043362709,1.0,18.999999999790528,2.2096629337493247e-08,4.524840903013471e-08,4.5172314770140001e-08,1.4274875680874519e-10,2.068095075007245e-14,1.5772477408570629e-09,2.6510750535584234e-09,4.4185525067694437e-13,2.6107312352776613e-09,6.6665499705651942e-11,3.8036698343519326e-18,6.6603599599393584e-14,1.1234139962191912e-18,1.7661899613865435e-14,3.6141541256843615e-17,3.6154843207567682e-17,9.9682233412601134e-21,3.3337235259881722e-21,4.7316996564735449e-15,1.6919078014968212e-38,1.6275517308396423e-38,1.6275518310850911e-38,1.0471276914098725e-19,2.3446297961532348e-14,1.3722616699116872e-23,1.5840468685199712e-22,2.4049297474392651e-17,2.4420789168062825e-17,3.8568259263733186e-27,6.9588684564971785e-23,1.7027793671635885e-35
3.4543238256998844e-12,0.9248091893132856,154.0,0.0,0.0,0.0,0.99999987676004554,1.0,18.999999999778325,2.2775726859817021e-08,4.6637757875862517e-08,4.6556107263576173e-08,1.5162834630689488e-10,2.1316003505687603e-14,1.5798120709635158e-09,2.7551499431525513e-09,4.4442256131765573e-13,2.7132223239687922e-09,6.9989634990920179e-11,4.0402887499543005e-18,7.0755729178204876e-14,1.1794319250834666e-18,1.8761797085096731e-14,3.9573294743530078e-17,3.9587999191786965e-17,1.0981473737236674e-20,3.7229701657022809e-21,5.0268931541495118e-15,2.0908543521809538e-38,2.0113235266448234e-38,2.0113236543370759e-38,1.1468816981308308e-19,2.4466285315737449e-14,1.4725746210172198e-23,1.663331968583019e-22,2.5856471250744281e-17,2.6255873360533745e-17,4.3539472673678871e-27,7.6198056190551958e-23,1.9812732016057198e-35
3.5573205401935197e-12,0.9248091893132193,154.0,0.0,0.0,0.0,0.99999987308647142,1.0,18.999999999765809,2.3454824341474187e-08,4.8027064873897945e-08,4.7939633603015801e-08,1.6077403736552344e-10,2.1951037131218545e-14,1.5820549578846892e-09,2.8593830640830302e-09,4.4678672244741134e-13,2.8158692361466631e-09,7.3355598828425246e-11,4.2839990246018285e-18,7.5033242420643827e-14,1.236154768895097e-18,1.9894769556454796e-14,4.3215444158695218e-17,4.323164887412324e-17,1.2061447418622343e-20,4.1432631117051564e-21,5.3310134724547245e-15,2.567834921532385e-38,2.4701612096242393e-38,2.4701613711249788e-38,1.2527912548917323e-19,2.5504109987885511e-14,1.5772705838599942e-23,1.7436278224533372e-22,2.7733259209635059e-17,2.8161646308576525e-17,4.8976890544505488e-27,8.3212863090327407e-23,2.2950861970184922e-35
3.660317254687155e-12,0.9248091893131516,154.0,0.0,0.0,0.0,0.99999986941290375,1.0,18.99999999975299,2.4133921782464761e-08,4.9416331905900923e-08,4.9322893944048203e-08,1.7018567440287507e-10,2.2586052486839739e-14,1.5840166951684681e-09,2.9637545816703692e-09,4.4896380914258993e-13,2.9186524389745361e-09,7.6761509557717197e-11,4.5347965121854528e-18,7.9436132470811452e-14,1.2935508170041487e-18,2.1060804372241469e-14,4.7074220806266996e-17,4.7092027047118871e-17,1.3210276018257114e-20,4.5959593427309711e-21,5.6440603541557496e-15,3.1351694372254414e-38,3.0159161138110237e-38,3.0159163167058543e-38,1.3650421998769444e-19,2.6559770613553283e-14,1.6864304747455621e-23,1.824889661200085e-22,2.967975881932598e-17,3.0138206941988254e-17,5.4908854263983654e-27,9.0645135353300618e-23,2.647479163551625e-35
3.76331396918079e-12,0.9248091893130821,154.0,0.0,0.0,0.0,0.99999986573934196,1.0,18.99999999973987,2.4813019182788749e-08,5.0805560768884732e-08,5.0705888442171668e-08,1.7986310192815327e-10,2.3221050394030621e-14,1.5857325251253882e-09,3.0682471477292969e-09,4.5096862445694953e-13,3.0215548482705974e-09,8.0205570164995599e-11,4.7926770690201049e-18,8.3964392889175532e-14,1.3515897852668823e-18,2.2259888882984131e-14,5.1155853596781564e-17,5.1175366117788332e-17,1.4430090349977973e-20,5.0824245203456562e-21,5.9660335537822691e-15,3.8066858683708093e-38,3.6618902578509448e-38,3.661890511139558e-38,1.4838205023939331e-19,2.7633265840777334e-14,1.800135362590055e-23,1.9070747298260603e-22,3.1696055130500505e-17,3.2185641581041227e-17,6.1364549283827626e-27,9.8506899975528026e-23,3.041908158073792e-35
3.866310683674426e-12,0.9248091893130113,154.0,0.0,0.0,0.0,0.99999986206578528,1.0,18.999999999726441,2.5492116542446154e-08,5.2194753179023983e-08,5.2088617252793606e-08,1.8980616454146803e-10,2.3856031637315992e-14,1.5872332724021734e-09,3.172845588689345e-09,4.5281480008870791e-13,3.1245615213747067e-09,8.3686064475156894e-11,5.057636553843268e-18,8.8618017625286207e-14,1.41024275187229e-18,2.3492010445420952e-14,5.5466569049189149e-17,5.5487896108790724e-17,1.5723020409009601e-20,5.6040323551577155e-21,6.2969328370984227e-15,4.5978544076241785e-38,4.4229654239532439e-38,4.4229657382625122e-38,1.6093122627040081e-19,2.8724594329522103e-14,1.9184664689267164e-23,1.9901421966647922e-22,3.3782222333798111e-17,3.4304025518092553e-17,6.8374005768888117e-27,1.0681018087644113e-22,3.4820302133916589e-35
3.969307398168061e-12,0.9248091893129388,154.0,0.0,0.0,0.0,0.99999985839223293,1.0,18.999999999712717,2.6171213861436979e-08,5.3583910775291192e-08,5.3471080531230578e-08,2.0001470693378249e-10,2.4490996965929172e-14,1.5885458979356093e-09,3.2775366329085766e-09,4.5451488907653914e-13,3.227659388611837e-09,8.7201353515186315e-11,5.3296708278135812e-18,9.3397000992396468e-14,1.4694820960562065e-18,2.4757156422487642e-14,6.0012591292613541e-17,6.0035844659599352e-17,1.7091195372508959e-20,6.162164016489578e-21,6.6367579805979406e-15,5.5259293555350302e-38,5.3157396461905007e-38,5.3157400340124949e-38,1.7417037118534185e-19,2.9833754751171937e-14,2.0415051679104387e-23,2.0740530668561409e-22,3.5938325121616181e-17,3.6493424400436717e-17,7.5968099245888483e-27,1.1556699891446191e-22,3.9717090717313426e-35
4.072304112661696e-12,0.9248091893128647,154.0,0.0,0.0,0.0,0.99999985471868469,1.0,18.999999999698694,2.6850311139761229e-08,5.4973035122929799e-08,5.4853278432708294e-08,2.1048857388685997e-10,2.5125947095399376e-14,1.5896939831840757e-09,3.3823086723084416e-09,4.5608045115100129e-13,3.33083701855436e-09,9.0749872041236285e-11,5.608775754509446e-18,9.8301337643849995e-14,1.5292814395739809e-18,2.6055314183305364e-14,6.4800142068068541e-17,6.482543702766912e-17,1.8536743600158135e-20,6.7582075825511865e-21,6.9855087710220084e-15,6.610098918854604e-38,6.3586713118187156e-38,6.3586717877757766e-38,1.8811812115047773e-19,3.0960745788045873e-14,2.1693329863204014e-23,2.1587700997227127e-22,3.8164419878511396e-17,3.8753895439108005e-17,8.4178551251699514e-27,1.2478937190194427e-22,4.515020922479541e-35
4.175300827155332e-12,0.924809189312789,154.0,0.0,0.0,0.0,0.99999985104513955,1.0,18.999999999684373,2.7529408377418918e-08,5.6362127716770658e-08,5.6235211112361744e-08,2.2122761027321072e-10,2.5760882709067146e-14,1.5906981535947662e-09,3.4871515539201429e-09,4.5752213132908155e-13,3.4340844127406415e-09,9.4330125221968541e-11,5.89494719992756e-18,1.0333102255110545e-13,1.5896155908065547e-18,2.7386471103169796e-14,6.9835440730134796e-17,6.9862896089601651e-17,2.006179263472492e-20,7.3935575283141289e-21,7.3431850048988067e-15,7.8716431335221326e-38,7.5722310783270471e-38,7.5722316594661527e-38,2.0279312537688085e-19,3.2105566132934345e-14,2.3020316035608832e-23,2.2442577298574216e-22,4.0460555722222355e-17,4.1085488465995072e-17,9.303792998114899e-27,1.344893146194719e-22,5.1162601441806326e-35
4.278297541648967e-12,0.9248091893127117,154.0,0.0,0.0,0.0,0.99999984737159753,1.0,18.999999999669754,2.8208505574410039e-08,5.7751189984399718e-08,5.7616878725235241e-08,2.3223166105603888e-10,2.639580445953333e-14,1.5915764490990555e-09,3.5920563975066313e-09,4.5884973229276785e-13,3.5373928260724504e-09,9.7940685471069679e-11,6.1881810324815226e-18,1.0848605098327709e-13,1.6504604913804592e-18,2.8750614563541128e-14,7.5124704248599404e-17,7.515444234230843e-17,2.166846920259254e-20,8.0696142484766518e-21,7.7097864881037725e-15,9.3341001227185694e-38,8.9790618086095149e-38,8.9790625147283074e-38,2.1821404610364062e-19,3.3268214488656599e-14,2.4396828516603435e-23,2.3304819917586483e-22,4.2826775414469768e-17,4.3488246858720235e-17,1.0257965093436119e-26,1.4467883882954185e-22,5.7799450507858779e-35
4.381294256142602e-12,0.924809189312633,154.0,0.0,0.0,0.0,0.99999984369805794,1.0,18.999999999654847,2.8887602730734605e-08,5.9140223289182879e-08,5.8998281426282384e-08,2.4350057128918972e-10,2.7030712970041865e-14,1.5923446482653426e-09,3.6970154359969116e-09,4.6007228104384258e-13,3.6407546096775347e-09,1.0158018942222124e-10,6.4884731230004757e-18,1.137664184880817e-13,1.7117931651885836e-18,3.0147731952034885e-14,8.0674147210061131e-17,8.0706293904172323e-17,2.3358899214294942e-20,8.787783613113536e-21,8.0853130354396455e-15,1.102344090047141e-37,1.0604146726741913e-37,1.0604147580748837e-37,2.3439955858109806e-19,3.4448689567638083e-14,2.5823687152688289e-23,2.4174104478628128e-22,4.5263116157831434e-17,4.5962208349832435e-17,1.1283797756362367e-26,1.5536995328966169e-22,6.5108236421513388e-35
4.4842909706362376e-12,0.9248091893125526,154.0,0.0,0.0,0.0,0.99999984002452069,1.0,18.999999999639641,2.9566699846392616e-08,6.0529228933155067e-08,6.037941937036624e-08,2.5503418611709623e-10,2.7665608835799198e-14,1.5930165518205361e-09,3.802021875921326e-09,4.6119809028480663e-13,3.7441630734687776e-09,1.0524733504014428e-10,6.7958193447276061e-18,1.1917212087409033e-13,1.7735916697040996e-18,3.1577810662413507e-14,8.6489981819503529e-17,8.6524666516207186e-17,2.5135207765071208e-20,9.5494765537841808e-21,8.4697644702353793e-15,1.2968252931242016e-37,1.2474985996797102e-37,1.2474987025108305e-37,2.5136835105410965e-19,3.5646990091506809e-14,2.7301713316537943e-23,2.5050121198099517e-22,4.776961029273191e-17,4.8507405734570866e-17,1.2384802191977716e-26,1.665746637648859e-22,7.3138793587813683e-35
4.587287685129873e-12,0.9248091893124707,154.0,0.0,0.0,0.0,0.99999983635098533,1.0,18.999999999624151,3.0245796921384076e-08,6.191820815977908e-08,6.1760292712259317e-08,2.6683235077472632e-10,2.8300492625236824e-14,1.5936042305804421e-09,3.9070697753667125e-09,4.622348149412607e-13,3.8476123659566296e-09,1.0894087886161667e-10,7.1102155733187527e-18,1.2470315419419172e-13,1.8358350494847236e-18,3.3040838094578558e-14,9.2578417901838109e-17,9.2615773543216124e-17,2.6999519135422778e-20,1.0356108678020806e-20,8.8631406239631242e-15,1.5199932655602713e-37,1.4621781926820311e-37,1.4621783159796026e-37,2.6913912474533745e-19,3.6863114790707851e-14,2.8831729906944038e-23,2.5932574227966111e-22,5.0346285906937449e-17,5.1123867489781409e-17,1.3564574529812588e-26,1.7830497303981756e-22,8.194336840814566e-35
4.690284399623508e-12,0.9248091893123873,154.0,0.0,0.0,0.0,0.99999983267745185,1.0,18.999999999608367,3.0924893955708991e-08,6.3307162156580636e-08,6.3140901606643628e-08,2.7889491058753037e-10,2.8935364881215978e-14,1.5941182422703139e-09,4.0121539372455062e-09,4.6318950421054933e-13,3.9510973691424397e-09,1.1265963336061497e-10,7.4316576868410909e-18,1.3035951473017981e-13,1.8985032917688475e-18,3.4536801654563431e-14,9.8945662903419562e-17,9.8985825974948257e-17,2.8953956791655394e-20,1.1209099910251273e-20,9.2654413358724193e-15,1.7752887191679062e-37,1.7077632999670654e-37,1.7077634472093922e-37,2.8773059383856731e-19,3.8097062404135135e-14,3.041456134874371e-23,2.6821181028903565e-22,5.2993167368572675e-17,5.3811618315172638e-17,1.482679588838648e-26,1.9057288093009825e-22,9.1576676912487522e-35
4.7932811141171435e-12,0.9248091893123023,154.0,0.0,0.0,0.0,0.9999998290039197,1.0,18.999999999592291,3.1603990949367365e-08,6.4696092057664562e-08,6.4521246208110759e-08,2.9122171097138748e-10,2.9570226122176162e-14,1.5945678211747435e-09,4.1172698159397445e-09,4.6406864949192298e-13,4.0546136065831382e-09,1.1640246443198584e-10,7.7601415657716029e-18,1.3614119897838418e-13,1.9615772840691618e-18,3.6065688754526685e-14,1.0559792189353518e-16,1.0564103242725414e-16,3.100064338640356e-20,1.2109874157340291e-20,9.6766664526408556e-15,2.0664745421680716e-37,1.9878736932096782e-37,1.9878738683697524e-37,3.0716148546205085e-19,3.9348831678779821e-14,3.2051033592734125e-23,2.7715671771632012e-22,5.5710275792342774e-17,5.6570679606744791e-17,1.6175232439702186e-26,2.0339038429341027e-22,1.0209596243401541e-34
4.999274543104414e-12,0.9248091893121279,154.0,0.0,0.0,0.0,0.99999982165685941,1.0,18.999999999559293,3.2962184814684474e-08,6.7473883856035265e-08,6.7281143150207921e-08,3.1666741556760639e-10,3.0839917517115628e-14,1.5953049238525102e-09,4.3275813441569406e-09,4.6562373735861727e-13,4.261724638657526e-09,1.2395607293492325e-10,8.4382181538057984e-18,1.4808052559217136e-13,2.0888703335204719e-18,3.92221832536116e-14,1.1978229023989433e-16,1.1983172999441829e-16,3.5379249936700168e-20,1.406048544106857e-20,1.0525889322656467e-14,2.7733155569293278e-37,2.6678297015839656e-37,2.6678299467695648e-37,3.486165094354065e-19,4.1905830238210259e-14,3.5488211919638917e-23,2.9521285974727514e-22,6.1355243987764088e-17,6.2302804958729605e-17,1.9146241462486139e-26,2.3072215014171837e-22,1.2603442082773068e-34
5.184668629192957e-12,0.9248091893119659,154.0,0.0,0.0,0.0,0.99999981504450863,1.0,18.999999999528612,3.418455915439033e-08,6.9973824433391262e-08,6.9764148065331634e-08,3.404707035189191e-10,3.1982606839948538e-14,1.5958189278679943e-09,4.5169352549083062e-09,4.6682014257736062e-13,4.4481969841791793e-09,1.3082629628538502e-10,9.0725286429680714e-18,1.5925449542965985e-13,2.2046470472193857e-18,4.2175500653481525e-14,1.3358517022978936e-16,1.3364082082608206e-16,3.96567650116251e-20,1.599380912657513e-20,1.1320709972776171e-14,3.5773658249749465e-37,3.4412977371596973e-37,3.4412980651707339e-37,3.8898499105810416e-19,4.4268066607120055e-14,3.8773441135086685e-23,3.1163995489176293e-22,6.6676050133897172e-17,6.7705760128269036e-17,2.2154531476421377e-26,2.5732064819954472e-22,1.5123712674512662e-34
