Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214)
2.0254726203132332e-11,0.8766279689461808,154.0,0.0,0.0,0.0,0.99994407992878576,0.99999999999023559,18.999999789181455,3.3321726847978162e-06,1.0277189399886125e-05,1.0088125077351253e-05,1.9936438429030074e-07,1.8325240498981646e-12,7.7501318182581631e-07,1.1948624345790843e-05,2.7780194801489654e-09,1.9283790772028511e-05,1.1346768498172989e-08,2.1805122507784475e-15,5.5367682299990945e-10,8.6101474102266653e-17,9.6279886461876779e-10,5.9688775646858406e-11,5.9704566635999085e-11,1.0042479810387486e-14,5.7481215553191539e-15,3.4880150856925933e-11,2.9784143683419942e-25,2.7867561220960859e-25,2.7868146296454089e-25,1.0054644127848438e-14,1.021764598395384e-10,3.225197889031407e-18,2.9881143901264974e-19,3.1048227355826419e-11,1.9232956145126785e-11,3.8777300678510286e-19,7.5007617304082433e-17,2.5101986982959072e-25,6.3665006373180585e-22,2.9829874006115505e-20,2.9128215195257197e-20,6.6902935064007983e-23,1.1028096626212789e-25,3.1314475850509928e-26,2.2503163333324864e-24,1.4582724924404892e-29,2.3382383001074624e-33,1.776458664652923e-32,5.3520438176118736e-31,1.166608561840773e-28,7.0381358329846345e-18,9.7270404975471642e-20,3.8265469379526562e-21,1.5281221688116572e-21,3.9277373665641475e-18,6.1189200354442933e-19,1.4618741369884927e-14,2.9857377994209943e-16,6.1192502538730682e-16,1.7039843905864929e-19,1.1149873278719109e-19,2.0323212818999793e-19,1.5002075002781619e-27,2.727179586981247e-26,5.31890474941719e-19,2.7558041877305282e-28,1.4636449225118379e-22,2.3372216859239601e-31,8.6125201354338364e-28,1.0939988918801213e-22,2.318311811330716e-27,2.6714591289508295e-29,4.2173494136377345e-13,9.3272954407605293e-12,1.5411973000529504e-14,6.182787350686463e-21,6.7349040373070274e-16,6.7351526751902773e-16,2.4863788325085385e-20,3.3754637605440357e-12,2.8114738946858062e-15
2.165664906946088e-11,0.876627968814868,154.0,0.0,0.0,0.0,0.99994021073058903,0.99999999998955946,18.99999976294238,3.5627942845297874e-06,1.0988442837651247e-05,1.0774641628221708e-05,2.2477194292144275e-07,1.9593480091690246e-12,7.7501049855391429e-07,1.2795766966567378e-05,2.7780088014325507e-09,2.0650998660065966e-05,1.2165144483326576e-08,2.4584031943015095e-15,6.2787515638895302e-10,9.2311471663561941e-17,1.0952869941446524e-09,7.2688375170193996e-11,7.2707654809669473e-11,1.2243836314585319e-14,7.0352915868877446e-15,3.9876053293483189e-11,4.7268112469508491e-25,4.4228818275210857e-25,4.4229811897847652e-25,1.2355260235244621e-14,1.1447404637176528e-10,3.9472305388352147e-18,3.219941574116847e-19,3.557721207436653e-11,2.2038028186370214e-11,5.1157095903133159e-19,9.1481603596488214e-17,3.535001421119165e-25,7.8314983898512244e-22,3.9169455445342739e-20,3.8294952112010879e-20,9.4020608093496157e-23,1.653633365054663e-25,4.7042153453727824e-26,3.1579101161553002e-24,2.3418827661960194e-29,3.8184082649283961e-33,2.6692130315439684e-32,8.4845518061554373e-31,1.7532813189939521e-28,8.0365253202051885e-18,1.1761122344010387e-19,4.3760692058432044e-21,1.8517426677734084e-21,4.7903308339997826e-18,6.9747334289751119e-19,1.6659518566955365e-14,3.4721324745653794e-16,7.4607498693759089e-16,2.0815614033506842e-19,1.3614528873107408e-19,2.5818602972141649e-19,1.8139255142472403e-27,3.4646039753325521e-26,6.4746720862953184e-19,3.3546245498348287e-28,1.7818943932488412e-22,3.9680227161982793e-31,1.0413539369678947e-27,1.427333533572087e-22,3.0254642337390678e-27,3.7363395255776875e-29,4.5103570795767435e-13,9.9719211896051553e-12,1.7615494540184927e-14,7.5709941338120542e-21,7.6989316936526999e-16,7.6992355983555854e-16,3.0390470288347399e-20,4.0825562103425197e-12,3.4030100354014289e-15
2.3058571935789428e-11,0.8766279686778227,154.0,0.0,0.0,0.0,0.99993634154946076,0.99999999998888311,18.999999735556482,3.7934141474834738e-06,1.1699690436863812e-05,1.1459996608775333e-05,2.5132556279076313e-07,2.0861709269400474e-12,7.7500781414486472e-07,1.3642905553241114e-05,2.777998065139586e-09,2.201820150548221e-05,1.2983513764677445e-08,2.748829009072791e-15,7.0669377614532734e-10,9.8521418355087627e-17,1.2356157095028711e-09,8.7412400636700112e-11,8.743563822650383e-11,1.4739021266009746e-14,8.4979049838274444e-15,4.5206291782957808e-11,7.2843078161931447e-25,6.816298618120224e-25,6.8164617803121777e-25,1.4989127090889985e-14,1.2745144772524526e-10,4.779569888876109e-18,3.4539605606839586e-19,4.0410788397713274e-11,2.5031665143636312e-11,6.6354921531874941e-19,1.1017745064178637e-16,4.8741929761146744e-25,9.5098498988442745e-22,5.0568742492564075e-20,4.9492087093648258e-20,1.2934265683335319e-22,2.4170634297840611e-25,6.8887041898887922e-26,4.3389605284817686e-24,3.6505418986123403e-29,6.0505084680176811e-33,3.9093916296334793e-32,1.3074938744313046e-30,2.5685373288484144e-28,9.0999910991156695e-18,1.4043597201305292e-19,4.9618327005824262e-21,2.2174716229853821e-21,5.7692275645928998e-18,7.8838854935339119e-19,1.8827253184633598e-14,3.994978918149927e-16,8.9828582416406738e-16,2.5104930686629043e-19,1.641362530443107e-19,3.2271891539754987e-19,2.1659534109355367e-27,4.3305676928550741e-26,7.783400667994494e-19,4.0326964231362533e-28,2.1422890642881798e-22,6.5138382842147865e-31,1.2434491246713192e-27,1.8311839760699369e-22,3.882366568875159e-27,5.1169120598943482e-29,4.8035389879543762e-13,1.0616438100715038e-11,1.9965689931488726e-14,9.1547869644785674e-21,8.7273501256112831e-16,8.7277169317218717e-16,3.6680611058902784e-20,4.8763090532945163e-12,4.0673581569090602e-15
2.4460494802117977e-11,0.8766279685353079,154.0,0.0,0.0,0.0,0.99993247238540162,0.99999999998820688,18.999999707076284,4.02403227366917e-06,1.2410932197534913e-05,1.21442425582178e-05,2.7897271647538689e-07,2.2129928031981907e-12,7.7500512954700558e-07,1.4490040105917273e-05,2.7779872834934589e-09,2.3385399308424641e-05,1.3801876343117356e-08,3.0512151843590213e-15,7.9013260868741593e-10,1.0473131418361094e-16,1.3836706053412347e-09,1.0395923714486638e-10,1.0398692915476888e-10,1.7544904602362668e-14,1.0146257396609924e-14,5.0870884458932232e-11,1.0938477182211855e-24,1.0236239635538745e-24,1.0236499736686715e-24,1.7980023656678922e-14,1.4110914525695121e-10,5.732463302924695e-18,3.6901714689169091e-19,4.5548256453221048e-11,2.8213422673634601e-11,8.4789660115669488e-19,1.3122857416606578e-16,6.5966866653671776e-25,1.1416861228707357e-21,6.4316068074311554e-20,6.3004719219998628e-20,1.7462056282396809e-22,3.4542969900014431e-25,9.8629975483202716e-26,5.8516753268964285e-24,5.5430626261445289e-29,9.3359746681009231e-33,5.5981882172311228e-32,1.9651031058899159e-30,3.6790930035039952e-28,1.0228364325096609e-17,1.6584998765587874e-19,5.5837427725509804e-21,2.6277497988433391e-21,6.8714165503242605e-18,8.8459281651994546e-19,2.1120878683771858e-14,4.553991279583292e-16,1.0696423384232743e-15,2.9938951454796558e-19,1.9567406608379733e-19,3.9766745870393163e-19,2.557915813896069e-27,5.3362979018119471e-26,9.2538125293598719e-19,4.7945388244825991e-28,2.5472336097992271e-22,1.0380649266319669e-30,1.4684702543406799e-27,2.3147310188653788e-22,4.9085345357141808e-27,6.878825085845115e-29,5.0968997131696854e-13,1.126084845043339e-11,2.2462470079549895e-14,1.0947541228678974e-20,9.820148080488753e-16,9.8205859159878349e-16,4.3783549907956175e-20,5.7604522104832628e-12,4.8076685269855201e-15
2.5862417668446525e-11,0.8766279683875757,154.0,0.0,0.0,0.0,0.99992860323841193,0.99999999998753042,18.999999677551912,4.2546486630971724e-06,1.312216811969849e-05,1.2827429609905924e-05,3.0766328187651629e-07,2.3398136379354661e-12,7.750024456811719e-07,1.5337170624710354e-05,2.7779765259573955e-09,2.4752592069055719e-05,1.4620232195959826e-08,3.3650135172947762e-15,8.7819158037889375e-10,1.1094115897698107e-16,1.5393394275470426e-09,1.2242583727528003e-10,1.2245850694928381e-10,2.0678110537704502e-14,1.1990494316314592e-14,5.6869849723418685e-11,1.6052113836216629e-24,1.5022392064993986e-24,1.5022795928067451e-24,2.135185002441658e-14,1.5544759785997578e-10,6.816594835981162e-18,3.9285744139025544e-19,5.0988917973866106e-11,3.1582857478061639e-11,1.0691396159546517e-18,1.547671903339698e-16,8.7812651816566863e-25,1.3567917976307652e-21,8.071967843986588e-20,7.9137621659765534e-20,2.3184318128653358e-22,4.8388968729602978e-25,1.3841836765773344e-25,7.7621469242253853e-24,8.2227885361628252e-29,1.4069195216170609e-32,7.8576370497226724e-32,2.8884288378666347e-30,5.1654557448561217e-28,1.1421482908489264e-17,1.9395358116458235e-19,6.2417085576854014e-21,3.0849971250110842e-21,8.103826781251212e-18,9.8604174408824366e-19,2.353933818343965e-14,5.1488790306846841e-16,1.2612202135917336e-15,3.534857202248338e-19,2.3095946658128507e-19,4.8386985625051535e-19,2.9913598275780346e-27,6.4930422014418574e-26,1.0894506432250129e-18,5.6446069011416208e-28,2.9990987172091429e-22,1.6113177586092066e-30,1.717305500837491e-27,2.8876887076591927e-22,6.1246184702576779e-27,9.0963038594574722e-29,5.3904436188779283e-13,1.1905154414448008e-11,2.5105746438312468e-14,1.2962718378813858e-20,1.0977314528048986e-15,1.0977832014221709e-15,5.1748617272513886e-20,6.7385441012705612e-12,5.6269465657284991e-15
2.7264340534775073e-11,0.8766279682348661,154.0,0.0,0.0,0.0,0.99992473410849159,0.99999999998685385,18.999999647031178,4.4852633157777762e-06,1.3833398203370708e-05,1.3509605601569866e-05,3.3734943202119969e-07,2.4666334311416528e-12,7.7499976185732829e-07,1.6184297110339044e-05,2.7779657962283083e-09,2.6119779788512995e-05,1.5438581317621257e-08,3.6897009076060421e-15,9.7087061764779824e-10,1.1715095269282762e-16,1.7025120135715068e-09,1.4290774791216582e-10,1.4294594488039352e-10,2.4155022166892184e-14,1.4040613896160751e-14,6.320320622922386e-11,2.3076627894633007e-24,2.1597451919770854e-24,2.1598064423456726e-24,2.5128610441273367e-14,1.7046724299197461e-10,8.0430851627023764e-18,4.1691695165565614e-19,5.6732076294486784e-11,3.5139527301096282e-11,1.3321502610778866e-18,1.8092432672950762e-16,1.1517343329619351e-24,1.5978474281355628e-21,1.0010782692112129e-19,9.82153210771756e-20,3.0325250925658161e-22,6.6583492930848064e-25,1.9081409982154048e-25,1.0144880062634348e-23,1.1946431707710311e-28,2.0758656829254201e-32,1.083333666765407e-31,4.1617502257119911e-30,7.1237401491658467e-28,1.2679191256382856e-17,2.2484227298658766e-19,6.9356428326259287e-21,3.5916128822335419e-21,9.4733277931691159e-18,1.0926913224432328e-18,2.6081584097764825e-14,5.7793497698907244e-16,1.47408609956317e-15,4.1364428579221623e-19,2.7019150728412544e-19,5.8216434262006836e-19,3.4677586743579947e-27,7.8120486992718189e-26,1.2713959682734803e-18,6.5872928723181553e-28,3.5002215883875084e-22,2.4429833282219004e-30,1.9908006241755123e-27,3.5602997520218365e-22,7.5523935753647321e-27,1.1852688984569597e-28,5.6841748676460966e-13,1.2549358072400284e-11,2.7895430987779654e-14,1.5213865825017719e-20,1.2198838650682318e-15,1.2199444902031542e-15,6.0625134922209448e-20,7.8139795005802122e-12,6.5280594816954805e-15
2.866626340110362e-11,0.876627968077408,154.0,0.0,0.0,0.0,0.9999208649956417,0.99999999998617739,18.99999961555972,4.7158762317212772e-06,1.454462244854959e-05,1.4190816180519023e-05,3.6798552987936058e-07,2.593452182804168e-12,7.7499707757127817e-07,1.7031419563451148e-05,2.7779550543844298e-09,2.7486962467819714e-05,1.6256923719996335e-08,4.0247782071873474e-15,1.0681696469651167e-09,1.2336069542141104e-16,1.8730802349838789e-09,1.6549913632952693e-10,1.6554343622733991e-10,2.7991785943659538e-14,1.6306469695364524e-14,6.9870972863346583e-11,3.2566806328107388e-24,3.048096234465421e-24,3.0481871827568084e-24,2.9334397677032106e-14,1.8616849765680278e-10,9.4234915180448291e-18,4.411956903597736e-19,6.2777036348194658e-11,3.8882990927001331e-11,1.6421537204805919e-18,2.0982983323032373e-16,1.490574664091078e-24,1.8664042702866657e-21,1.2282885413669172e-19,1.2058216333997711e-19,3.9135950041684809e-22,9.0157099500077615e-25,2.5884443641030925e-25,1.3083321790973051e-23,1.7034014023525785e-28,3.0051392421684757e-32,1.4697345890307381e-31,5.8895879587814623e-30,9.6676015883277815e-28,1.4001340025678792e-17,2.5860701823524144e-19,7.6654618761920849e-21,4.1499758811640061e-21,1.0986730194683244e-17,1.2044979225344053e-18,2.8746577896629959e-14,6.4451108192937145e-16,1.7092976923672562e-15,4.8016900127896488e-19,3.1356756994178098e-19,6.9338796635255479e-19,3.9885151649632053e-27,9.3045495865165353e-26,1.4720529852026707e-18,7.6269269207950015e-28,4.0529064142445918e-22,3.6263608123648889e-30,2.2897609618508537e-27,4.3433309846256844e-22,9.214750259074867e-27,1.5240976713201579e-28,5.9780974301690109e-13,1.3193461412284433e-11,3.0831436212272972e-14,1.7714616832119068e-20,1.348470983402136e-15,1.3485414458182552e-15,7.0462416118812655e-20,8.9899970385864353e-12,7.5137426060234902e-15
3.006818626743217e-11,0.8766279679154199,154.0,0.0,0.0,0.0,0.99991699589986227,0.99999999998550071,18.999999583181086,4.9464874109379711e-06,1.52558408552395e-05,1.4871104903919792e-05,3.9952802810787211e-07,2.7202698929123639e-12,7.7499439334088691e-07,1.7878537984309456e-05,2.7779442943077684e-09,2.8854140107377802e-05,1.7075259408045532e-08,4.3697691235677656e-15,1.1700885947698404e-09,1.2957038720037286e-16,2.0509379422214509e-09,1.9029281554945097e-10,1.9034381964359449e-10,3.2204316033642037e-14,1.8797773346132604e-14,7.6873168731387962e-11,4.5197004780277521e-24,4.2304495513792046e-24,4.2305820378830343e-24,3.3993378690886072e-14,2.0255175934017035e-10,1.0969807649538446e-17,4.6569367014821818e-19,6.9123104662748194e-11,4.2812808177702517e-11,2.0047358937104578e-18,2.4161239277425934e-16,1.9059505913937722e-24,2.1640184935785181e-21,1.4925125528895505e-19,1.4660236618780048e-19,4.9895991847458179e-22,1.2031339631395938e-24,3.4605603833051617e-25,1.6670393498495762e-23,2.3879997267338955e-28,4.2761070839214972e-32,1.9651256115456269e-31,8.2001754485137056e-30,1.2930290236397077e-27,1.5387785887234643e-17,2.9533442109311612e-19,8.4310853370753941e-21,4.7624446361044206e-21,1.2650786179094578e-17,1.3214182892260799e-18,3.1533289948304392e-14,7.1458700253084327e-16,1.9679038117783323e-15,5.5336110717728491e-19,3.6128337980804918e-19,8.1837559517118014e-19,4.5549650052372937e-27,1.0981747789586224e-25,1.6922456415736317e-18,8.7677780422551355e-28,4.6594248267753887e-22,5.2809576465842018e-30,2.6149533272180939e-27,5.2480688616402645e-22,1.1135684560540545e-26,1.93643611231966e-28,6.2722150940536889e-13,1.3837466334640685e-11,3.3913675079708057e-14,2.0478690422010811e-20,1.4834917657996088e-15,1.4835730755653776e-15,8.1309765768550562e-20,1.0269686349097246e-11,8.5866054298421017e-15
3.1470109133760715e-11,0.8766279677491104,154.0,0.0,0.0,0.0,0.99991312682115341,0.99999999998482392,18.999999549936806,5.1770968534381552e-06,1.5967053423455646e-05,1.5550513334476643e-05,4.3193537339030229e-07,2.84708656145831e-12,7.7499170943002993e-07,1.8725652373271131e-05,2.7779335396233646e-09,3.0221312707741558e-05,1.789358837528546e-08,4.7242191736414287e-15,1.2766273874728746e-09,1.3578002798051483e-16,2.2359809113947701e-09,2.1738026901451348e-10,2.1743860383609992e-10,3.6808298549553506e-14,2.1524097148232265e-14,8.4209813142905507e-11,6.1778793955273111e-24,5.7828201066894553e-24,5.7830097767945823e-24,3.9129781475317979e-14,2.1961740690242244e-10,1.2694463779629194e-17,4.9041090352128075e-19,7.5769589356833091e-11,4.6928539910310218e-11,2.4258507880681887e-18,2.7639953202147259e-16,2.4104667012944325e-24,2.4922503290713093e-21,1.7976373594838234e-19,1.766600602750101e-19,6.2915021689561833e-22,1.584472676731104e-24,4.5657203012086624e-25,2.1009024595292094e-23,3.2965659086741809e-28,5.9900033996487206e-32,2.5929437387326724e-31,1.1249310192392229e-29,1.7066824153017957e-27,1.6838391300345636e-17,3.3510693931944406e-19,9.2324361073331234e-21,5.4313575362547824e-21,1.4472190028519079e-17,1.4434095357494821e-18,3.444069938802517e-14,7.8813363113545699e-16,2.2509444776117234e-15,6.3351931638481173e-19,4.1353301989305012e-19,9.5795909831424434e-19,5.1683799502808447e-27,1.2854805998111424e-25,1.932786233375828e-18,1.001405486384459e-27,5.3220163347153284e-22,7.5579567252780814e-30,2.9671078202461098e-27,6.2863150019778127e-22,1.3340288658631548e-26,2.4336778113070831e-28,6.5665314722010661e-13,1.4481374656556256e-11,3.7142061021818947e-14,2.3519891280814121e-20,1.6249451888298745e-15,1.625038405310443e-15,9.3216480567724071e-20,1.1655994890260252e-11,9.749137364935084e-15
3.287203200008926e-11,0.8766279675786788,154.0,0.0,0.0,0.0,0.999909257759516,0.99999999998414724,18.999999515866559,5.4077045592321252e-06,1.6678260153210381e-05,1.6229081131743935e-05,4.6516791514497798e-07,2.9739021884342938e-12,7.7498902546323522e-07,1.9572762730932536e-05,2.7779227967105367e-09,3.1588480269851337e-05,1.8711910617548852e-08,5.0876946851757326e-15,1.3877859515025121e-09,1.4198961773021496e-16,2.428106793052819e-09,2.4685167460180476e-10,2.469179915859507e-10,4.1819195673246005e-14,2.449487659404566e-14,9.1880925597654557e-11,8.3280096916061705e-24,7.7958755652219937e-24,7.7961428261786381e-24,4.4767882991033319e-14,2.3736580143056377e-10,1.4610326577041204e-17,5.1534740316015748e-19,8.2715800136393868e-11,5.1229748014673503e-11,2.9118277737941501e-18,3.1431763191363627e-16,3.0181115537148298e-24,2.8526632878203425e-21,2.147752573604069e-19,2.1115931963864267e-19,7.8534343531566351e-22,2.0616395711942742e-24,5.9515211920779865e-25,2.6212687522520411e-23,4.4872784233238683e-28,8.2715618075729923e-32,3.3802458140620023e-31,1.5224605636584593e-29,2.225628168532211e-27,1.835302429705486e-17,3.7800307935269921e-19,1.0069440201397391e-20,6.159033015311891e-21,1.6457578612659284e-17,1.5704291384857873e-18,3.7467793994377362e-14,8.6512201603018813e-16,2.5594509851141143e-15,7.2093983588274865e-19,4.7050894504431343e-19,1.1129666712193507e-18,5.829970813539949e-27,1.4934837603141289e-25,2.1944755582060917e-18,1.1369906437815516e-27,6.0428887459214442e-22,1.0646464155743217e-29,3.346919555001175e-27,7.4703817645774334e-22,1.5854741461478722e-26,3.0283451185594009e-28,6.8610500108049613e-13,1.5125188115483611e-11,4.0516507915283658e-14,2.6852109670412935e-20,1.7728302468238251e-15,1.7729364786729674e-15,1.0623184914195102e-19,1.3151734453801236e-11,1.1003713241341684e-14
3.4273954866417805e-11,0.8766279674043147,154.0,0.0,0.0,0.0,0.99990538871494983,0.99999999998347033,18.99999948100815,5.6383105283301751e-06,1.7389461044508258e-05,1.6906846139283158e-05,4.9918781838673458e-07,3.1007167738318726e-12,7.7498634131404275e-07,2.0419869057795419e-05,2.7779120519638105e-09,3.2955642794494904e-05,1.9530226137948358e-08,5.4597818437499002e-15,1.5035642133071012e-09,1.4819915647309334e-16,2.627215062817863e-09,2.7879592800492853e-10,2.7887090313687078e-10,4.7252249669182375e-14,2.7719412826894397e-14,9.9886525772655187e-11,1.1084584842216478e-23,1.0376874326035739e-23,1.0377245483269994e-23,5.0931998110239604e-14,2.5579728705152366e-10,1.6730699136124265e-17,5.4050318203986633e-19,8.9961048291035113e-11,5.5715995410977744e-11,3.4693787062590462e-18,3.5549193813183097e-16,3.7443415967978834e-24,3.2468234444261996e-21,2.5471507219466762e-19,2.5052418252473436e-19,9.7128510437463488e-22,2.6529899328170172e-24,7.6725575720711808e-25,3.2405933819665657e-23,6.0298735749969206e-28,1.1273110280278213e-31,4.3580678049502919e-31,2.0350163308047501e-29,2.8704213114681306e-27,1.9931558275811668e-17,4.2409758247174114e-19,1.0942026640329797e-20,6.9477697191959588e-21,1.861353188163029e-17,1.702434932294549e-18,4.0613570078522001e-14,9.4552339771215271e-16,2.8944459793760129e-15,8.1591638812766796e-19,5.324019958426815e-19,1.2842222787108124e-18,6.5408903379899506e-27,1.7232899225492078e-25,2.478103064099456e-18,1.2839423012641016e-27,6.824218577752899e-22,1.4780599790548502e-29,3.75505030796052e-27,8.8130878634059652e-22,1.8706299276273676e-26,3.7341438986538645e-28,7.1557739969870903e-13,1.5768908372884982e-11,4.4036930063707143e-14,3.0489321343946283e-20,1.9271459510964963e-15,1.9272663562486762e-15,1.204051521793488e-19,1.4759587378099363e-11,1.235259855482293e-14
3.567587773274635e-11,0.8766279672261997,154.0,0.0,0.0,0.0,0.99990151968745566,0.99999999998279332,18.999999445397695,5.8689147607426014e-06,1.8100656097353489e-05,1.7583844467829276e-05,5.339589805786737e-07,3.2275303176431956e-12,7.7498365724555782e-07,2.1266971354214161e-05,2.7779012999587904e-09,3.4322800282222206e-05,2.0348534939440023e-08,5.8400857833337938e-15,1.6239620993277849e-09,1.5440864423158026e-16,2.8332069738217344e-09,3.1330066550345284e-10,3.1338499897097346e-10,5.3122486792670547e-14,3.1206875034700194e-14,1.0822663351004227e-10,1.4582021051410627e-23,1.3651749893834497e-23,1.3652258489957966e-23,5.764646950460462e-14,2.7491219170818666e-10,1.9069320963414765e-17,5.6587825324069311e-19,9.7504646690395137e-11,6.0386846047325807e-11,4.1056049178005695e-18,4.0004657145399109e-16,4.6061665025800106e-24,3.676298781882503e-21,3.0003275145592416e-19,2.9519866330272022e-19,1.1910691522759966e-21,3.379389499083428e-24,9.7910834995417607e-25,3.9724931030997196e-23,8.0072974727984972e-28,1.5179164923277305e-31,5.5618014362373305e-31,2.6891685978237883e-29,3.6645172112245726e-27,2.1573871804113397e-17,4.7346160236900089e-19,1.1850127341116699e-20,7.7998466716365228e-21,2.094657335210146e-17,1.8393851066379067e-18,4.3877032392167522e-14,1.0293092273948353e-15,3.256943528664885e-15,9.1874023212574614e-19,5.9940141229306742e-19,1.472545201336638e-18,7.3022359348661798e-27,1.9759984628221487e-25,2.7844469942574579e-18,1.442663678287418e-27,7.6681514561282242e-22,2.0247495584893978e-29,4.1921300902861371e-27,1.0327754020130839e-21,2.1923286559230795e-26,4.5660184579209228e-28,7.450706566082468e-13,1.6412537017710062e-11,4.7703242180427419e-14,3.4445587464946198e-20,2.0878913292051227e-15,2.0880271148676811e-15,1.3578566255789587e-19,1.6482112476769333e-11,1.3797954474049607e-14
3.7077800599074895e-11,0.8766279670445072,154.0,0.0,0.0,0.0,0.99989765067703373,0.99999999998211642,18.999999409069623,6.0995172564797024e-06,1.8811845311754201e-05,1.82601105746391e-05,5.6944695230105241e-07,3.3543428198617148e-12,7.7498097330778266e-07,2.2114069620622159e-05,2.7778905483081873e-09,3.5689952733710829e-05,2.1166837020589178e-08,6.228229718615792e-15,1.7489795359937872e-09,1.6061808099478958e-16,3.0459855108710669e-09,3.5045228614078919e-10,3.5054670199278561e-10,5.9444721096464915e-14,3.4966302781202257e-14,1.1690126880565992e-10,1.8977037367461502e-23,1.7767344391857938e-23,1.7768032773211014e-23,6.493565841414671e-14,2.9471082789980697e-10,2.164036797062777e-17,5.9147262983599947e-19,1.0534590978049201e-10,6.5241864897302641e-11,4.8280040821411429e-18,4.4810453801302661e-16,5.6222358928281607e-24,4.1426585933723661e-21,3.5119820327796919e-19,3.456467561999547e-19,1.4491538065967321e-21,4.2644302862194566e-24,1.2377705142586415e-24,4.8318000238368535e-23,1.0517509527464081e-27,2.0211559462580799e-31,7.0315881608897407e-31,3.516205208874837e-29,4.6345367234939988e-27,2.3279848429745089e-17,5.2616287450896438e-19,1.279367701078908e-20,8.7175234378739439e-21,2.3463170587506534e-17,1.9812382022684815e-18,4.7257194048820366e-14,1.1164511731066581e-15,3.6479491968088413e-15,1.0297001842289012e-18,6.7169484733536744e-19,1.6787496693231657e-18,8.115052295698431e-27,2.2527019804811719e-25,3.1142745281347544e-18,1.6135522620138902e-27,8.5768025045321902e-22,2.7396267234894439e-29,4.6587586473637037e-27,1.2028198654052513e-21,2.5535086744832804e-26,5.5402066431151508e-28,7.7458507085903785e-13,1.7056075569714e-11,5.1515359372109558e-14,3.8735054529806969e-20,2.2550654242412308e-15,2.2552178468866985e-15,1.5242264546722264e-19,1.8321750695076757e-11,1.5341842617922358e-14
3.847972346540344e-11,0.8766279668594013,154.0,0.0,0.0,0.0,0.99989378168368381,0.99999999998143929,18.999999372056834,6.3301180155517712e-06,1.9523028687718734e-05,1.8935677339198114e-05,6.0561886156094163e-07,3.4811542804814638e-12,7.749782893213065e-07,2.2961163857538001e-05,2.7778798011591247e-09,3.7057100149775823e-05,2.1985132379317709e-08,6.6238541171511115e-15,1.8786164497383822e-09,1.6682746674695252e-16,3.2654553462673758e-09,3.9033597333207764e-10,3.9044121914311828e-10,6.6233558139444256e-14,3.900660827701297e-14,1.2591045179835889e-10,2.4451196984863319e-23,2.2893793736104914e-23,2.2894714873406536e-23,7.2823936234740428e-14,3.151934933884529e-10,2.4458452473337533e-17,6.1728632497660811e-19,1.1348415358010647e-10,7.0280617957563111e-11,5.644476954394069e-18,4.9978773945686334e-16,6.8129274223906142e-24,4.6474729368484778e-21,4.0870168431865862e-19,4.0235243158485678e-19,1.7503774850593622e-21,5.3346545160921392e-24,1.551210375320037e-24,5.8346154012442604e-23,1.3675444131187276e-27,2.6635148279485152e-31,8.812730433477617e-31,4.5527371490503459e-29,5.8105433541934528e-27,2.5049376500222987e-17,5.8226587765269557e-19,1.3772613045145903e-20,9.7030402869162078e-21,2.6169735673596103e-17,2.1279531080805395e-18,5.0753076448885559e-14,1.2069211226146896e-15,4.0684601148417117e-15,1.1490826387170383e-18,7.4946838021668263e-19,1.9036445684771462e-18,8.9803338835214231e-27,2.5544859032788428e-25,3.4683419194220823e-18,1.7969998788040334e-27,9.5522567244589045e-22,3.6648025914524771e-29,5.1555068889778527e-27,1.3928733608745557e-21,2.9572133153184449e-26,6.6742951088058239e-28,8.04120927680633e-13,1.7699525482623124e-11,5.5473197123090916e-14,4.3371954293284177e-20,2.4286672941551909e-15,2.4288376595137164e-15,1.7036535852509074e-19,2.0280830506761918e-11,1.6986229613644759e-14
