Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214)
1.547813881752317e-12,0.8766279699918318,154.0,0.0,0.0,0.0,0.99999571208501303,0.99999999999925349,18.999999998082306,2.5464882885005411e-07,7.8576845947695663e-07,7.8484209165607328e-07,1.4167398688994052e-09,1.4011893992439408e-13,7.4384050563077405e-07,6.5590129013090424e-07,2.4399973810157436e-09,1.0585464122753206e-06,4.9797726646951106e-10,1.5494956515971454e-17,6.1160385298346928e-12,3.7787222245964487e-18,6.0193570153195887e-12,2.8046198395116472e-14,2.8051327835770341e-14,3.8336585932196571e-18,1.2957705884926992e-18,2.0376811029416108e-13,4.9654036395176042e-33,4.6426047141428549e-33,4.6426120864859874e-33,4.076655909976007e-18,2.8498285705971371e-12,5.3679178372071708e-21,1.2198246907168881e-20,1.0821230498226784e-13,6.7049807397044945e-14,1.1472158763064257e-23,3.4509326431995265e-20,5.8272614705311464e-31,2.1444549036544819e-25,9.3828645431185553e-25,7.2369002171760319e-25,1.2243536794677988e-28,1.5258492707067426e-32,4.2254929700771981e-33,5.4678629097001736e-30,1.4527989428880442e-37,1.7908327851958399e-41,2.3075111119073468e-39,1.8775909743673063e-38,1.5651530056375249e-35,4.187932076631139e-20,5.0597242380718974e-23,1.7191826862366669e-23,1.4975631138044394e-24,1.7186522148079966e-21,3.6130531571604917e-21,9.0135642660843985e-17,3.464162236068857e-19,2.8538130967123581e-19,5.6910701955057258e-23,3.995459998611894e-23,1.0831780157188765e-23,7.8033964381578539e-31,1.4537687513719923e-30,2.5401557129391929e-22,1.3160926929529481e-31,6.8393287363229098e-26,2.9572236398760375e-40,4.4798488914169515e-31,3.560262531910257e-27,7.1879616231425411e-32,6.2902339867540652e-35,3.2146437056757177e-14,7.1380043866381677e-13,9.0266072551993936e-17,2.6928968329540756e-24,3.9369879892124985e-18,3.9369990936258352e-18,1.1104413336343198e-23,1.747540372478653e-15,1.2667364565109912e-18
1.5711794094110566e-12,0.8766279699915598,154.0,0.0,0.0,0.0,0.99999564755693293,0.99999999999924227,18.999999998027917,2.5849294679525078e-07,7.9762613273357693e-07,7.9666845055650503e-07,1.4594594635798866e-09,1.4218039791853283e-13,7.4531769856056007e-07,6.6946635260260923e-07,2.450579066912288e-09,1.0804388130732573e-06,5.095899810364203e-10,1.5962189254144428e-17,6.2769215140359915e-12,3.866841646173462e-18,6.2019134376783876e-12,2.9333631987796469e-14,2.9339021843973124e-14,4.0224264040945255e-18,1.3674175894113243e-18,2.0996572760885376e-13,5.5138129728143795e-33,5.1553666767208056e-33,5.1553749870085896e-33,4.2647493978979216e-18,2.8991013331203642e-12,5.5434297775308328e-21,1.2484526186861982e-20,1.123193610172576e-13,6.9594574241781368e-14,1.2183163771788869e-23,3.609437121748339e-20,6.2815852271433182e-31,2.2498130109589213e-25,9.9636511748866797e-25,7.7122158689031509e-25,1.3252540115294642e-28,1.6773684639890961e-32,4.6452367015726255e-33,5.8938462729868524e-30,1.622000071494499e-37,2.0001764704456104e-41,2.5383160139202672e-39,2.0714891838550472e-38,1.7206415350930211e-35,4.3151913098205617e-20,5.291257236481484e-23,1.7791285542147502e-23,1.5533843355076014e-24,1.7993470300386086e-21,3.7251685029290202e-21,9.2867863706802454e-17,3.6173023903415889e-19,2.9847694588784282e-19,5.9814257044577508e-23,4.1954131109671246e-23,1.149321934506456e-23,8.1604840583109772e-31,1.5425395446510759e-30,2.6566318497093806e-22,1.3764407229346464e-31,7.1554410043360902e-26,3.3334386855893991e-40,4.684849052440388e-31,3.7849120523248806e-27,7.6475143231869915e-32,6.7904103778729555e-35,3.2631784042909334e-14,7.2457437318994698e-13,9.3011570762382488e-17,2.8167887559391735e-24,4.0567436331393095e-18,4.0567552480606831e-18,1.1614921372705685e-23,1.8275250395970164e-15,1.3275966868227773e-18
1.5945449370697962e-12,0.8766279699912839,154.0,0.0,0.0,0.0,0.99999558303044456,0.99999999999923106,18.999999997972854,2.6233706425782232e-07,8.094837471456388e-07,8.0849418181584481e-07,1.5028023225594372e-09,1.4435920520716453e-13,7.4672496719870379e-07,6.8305768463637299e-07,2.4608296254714267e-09,1.102373610181573e-06,5.212597981605062e-10,1.6436238851700029e-17,6.4394085586974975e-12,3.955394377692118e-18,6.3871804847717214e-12,3.0659813888376795e-14,3.0665473012928166e-14,4.2173187966153251e-18,1.4417928279676592e-18,2.1625617245362861e-13,6.1133198885811536e-33,5.715905367488996e-33,5.7159147184909777e-33,4.4585614068443662e-18,2.9485601402993329e-12,5.7221338715608666e-21,1.2772261993909948e-20,1.1651049806446761e-13,7.2191437249553844e-14,1.2926792087871615e-23,3.7727178104041743e-20,6.763845927259915e-31,2.3585938796546051e-25,1.0571030448430634e-24,8.21069456151579e-25,1.4327275670064544e-28,1.8412664216697793e-32,5.0992891425279384e-33,6.3459944172773373e-30,1.8078706707628822e-37,2.2302453343244757e-41,2.7881161782841869e-39,2.282075692506403e-38,1.8888406914181529e-35,4.4443515677063129e-20,5.5297153048456895e-23,1.8401319631397164e-23,1.610492125176085e-24,1.882526073850969e-21,3.8389867516463482e-21,9.5640609501815961e-17,3.7747135117142668e-19,3.119665029059949e-19,6.281624407243099e-23,4.4019806501496334e-23,1.2184269061191638e-23,8.5282521660530218e-31,1.6352841549255807e-30,2.7766063330711308e-22,1.4386012986547972e-31,7.4811230376339095e-26,3.7508727910755093e-40,4.8959807626144432e-31,4.0200269096358788e-27,8.128758334056204e-32,7.3219229881272137e-35,3.3117133208873291e-14,7.3534826441222781e-13,9.5798188186960258e-17,2.944426160064877e-24,4.1782932896881385e-18,4.1783054305287178e-18,1.2140840579914746e-23,1.9099029926873998e-15,1.3903725446599751e-18
1.6179104647285358e-12,0.8766279699910051,154.0,0.0,0.0,0.0,0.99999551850547752,0.99999999999921985,18.999999997917111,2.6618118123777508e-07,8.2134130451061749e-07,8.2031928592117022e-07,1.5467679589050046e-09,1.4646545948056735e-13,7.4806562139573189e-07,6.9667404271528089e-07,2.4707594183330046e-09,1.1243487967140538e-06,5.3298511030642965e-10,1.6917099982039847e-17,6.6034896401175771e-12,4.0443682194818723e-18,6.5751574383373149e-12,3.2025315097703397e-14,3.2031252497949355e-14,4.4184336896313303e-18,1.5189528523079924e-18,2.2263944444777065e-13,6.7678292428450859e-33,6.3278719241269524e-33,6.3278824281133852e-33,4.6581787368326353e-18,2.9982049961977859e-12,5.9040475044484264e-21,1.3061415038809758e-20,1.2078587199282921e-13,7.4840492949610386e-14,1.3704032256244594e-23,3.9408453482404146e-20,7.2753154490789232e-31,2.4708532214748828e-25,1.120580480527894e-24,8.7330827093383568e-25,1.5470920915470718e-28,2.0183424602753393e-32,5.5898672666761253e-33,6.8254963057926749e-30,2.0117621696576491e-37,2.482730986444821e-41,3.0581474660682909e-39,2.5105096810239842e-38,2.0705719518414824e-35,4.5754126991219106e-20,5.7751985866573206e-23,1.9021929703338369e-23,1.6688995446837891e-24,1.9682267827961444e-21,3.9545074405895125e-21,9.8453869097207595e-17,3.936444632781354e-19,3.2585577889636618e-19,6.5918329708082231e-23,4.6152709152809085e-23,1.2905783413949062e-23,8.9068552139662192e-31,1.7321171999042898e-30,2.9001304194708907e-22,1.502600976853026e-31,7.8165161632476748e-26,4.2133362272198834e-40,5.1133326911810701e-31,4.2659268027341643e-27,8.6323650526217632e-32,7.8862221779132797e-35,3.3602484558899726e-14,7.46122112351413e-13,9.8625924359323294e-17,3.0758649800738804e-24,4.3016369514207798e-18,4.3016496338208887e-18,1.2682400109035334e-23,1.9947088795640307e-15,1.4550932931863342e-18
1.6412759923872754e-12,0.8766279699907227,154.0,0.0,0.0,0.0,0.99999545398196565,0.99999999999920863,18.999999997860694,2.7002529773511446e-07,8.3319880638149446e-07,8.3214376335917657e-07,1.5913558860637755e-09,1.4850849559081056e-13,7.4934281432468197e-07,7.103142421864383e-07,2.48037848289479e-09,1.1463624607839124e-06,5.4476435519289992e-10,1.7404767323692988e-17,6.7691550482319788e-12,4.1337513167627111e-18,6.7658435803926944e-12,3.3430706465191385e-14,3.3436931303015116e-14,4.6258689760390509e-18,1.5989543318006561e-18,2.2911554322279125e-13,7.4814807985900601e-33,6.9951371335940452e-33,6.9951489130563956e-33,4.8636882376413574e-18,3.0480359048883144e-12,6.0891880953117585e-21,1.3351947138104372e-20,1.2514563113438586e-13,7.7541833201066049e-14,1.4515887902483253e-23,4.1138903633352012e-20,7.8173039092228872e-31,2.5866467804457247e-25,1.1868788778484764e-24,9.2801387760698846e-25,1.6686754877192641e-28,2.2094341782792774e-32,6.119294353784935e-33,7.3335765136146188e-30,2.2351126220076067e-37,2.7594345522740225e-41,3.3497054041582173e-39,2.7580123221679154e-38,2.2666961951092416e-35,4.7083745532401813e-20,6.0278071444030295e-23,1.9653116200362435e-23,1.7286196523992142e-24,2.0564865832124052e-21,4.0717301088666271e-21,1.0130763158716695e-16,4.1025444285065766e-19,3.4015057045491356e-19,6.9122180231665997e-23,4.8353921759456867e-23,1.3658627713123948e-23,9.2964475294978151e-31,1.8331548003703297e-30,3.0272553446160024e-22,1.5684663035151065e-31,8.1617616509436557e-26,4.7249281921805551e-40,5.3369934357845185e-31,4.5229362115684418e-27,9.1590160498110865e-32,8.4848023896755977e-35,3.4087838097236107e-14,7.5689591702823921e-13,1.014947788131502e-16,3.211161157570856e-24,4.426774610902486e-18,4.4267878507315977e-18,1.3239829110159632e-23,2.0819773209296553e-15,1.5217881726675747e-18
1.664641520046015e-12,0.8766279699904369,154.0,0.0,0.0,0.0,0.9999953894598449,0.99999999999919742,18.999999997803599,2.7386941374984618e-07,8.4505625406125942e-07,8.4396761461617828e-07,1.6365656178628835e-09,1.5070365866931176e-13,7.5055954988856443e-07,7.239771544779736e-07,2.4896965424526866e-09,1.1684127810123616e-06,5.5659601451937534e-10,1.7899235560095354e-17,6.9363953768058249e-12,4.2235321495688847e-18,6.9592381932343289e-12,3.4876558688889774e-14,3.4883080280827168e-14,4.8397225227869733e-18,1.681854051233519e-18,2.3568446842208596e-13,8.2586596469956985e-33,7.721801176890821e-33,7.721814365305298e-33,5.0751768087339854e-18,3.0980528704520137e-12,6.2775730972340605e-21,1.3643821183262187e-20,1.2958991664063131e-13,8.0295545413703255e-14,1.5363377746886594e-23,4.2919234727823754e-20,8.3911602411692812e-31,2.7060303328366743e-25,1.2560808999545404e-24,9.8526332815949969e-25,1.7978159776312528e-28,2.4154186672209855e-32,6.6900033608829932e-33,7.8714957604509798e-30,2.479450827711509e-37,3.0622719687071535e-41,3.664147090300358e-39,3.0258691489291408e-38,2.4781149516898301e-35,4.8432369795656265e-20,6.2876409596406098e-23,2.0294879446243911e-23,1.789665503194055e-24,2.1473428912650531e-21,4.1906542973932722e-21,1.0420188610833509e-16,4.2730612187595349e-19,3.548566726090272e-19,7.2429461527404811e-23,5.0624526722260519e-23,1.4443678432241373e-23,9.697183315126179e-31,1.9385145751260455e-30,3.1580323235393646e-22,1.636223813909087e-31,8.5170007134022752e-26,5.2900540622911494e-40,5.5670515225092215e-31,4.7913843958427275e-27,9.7094030678270124e-32,9.119202807306319e-35,3.4573193828126625e-14,7.6766967846342634e-13,1.0440475108220216e-16,3.3503706410219405e-24,4.5537062607019631e-18,4.5537200740586964e-18,1.3813356732407496e-23,2.1717429103967035e-15,1.5904864004892522e-18
1.6880070477047547e-12,0.8766279699901479,154.0,0.0,0.0,0.0,0.99999532493905485,0.99999999999918621,18.999999997745835,2.7771352928197532e-07,8.5691364924947012e-07,8.5579084017810842e-07,1.6823966685091076e-09,1.5282698192173073e-13,7.517186897967397e-07,7.3766170444043113e-07,2.4987230160378334e-09,1.1904980222379461e-06,5.6847861272700334e-10,1.8400499376927224e-17,7.1052015139185167e-12,4.3136995194055575e-18,7.1553405594368145e-12,3.6363442315545752e-14,3.637027013286941e-14,5.0600921708810369e-18,1.7677089052449798e-18,2.4234621970061572e-13,9.1040069234948654e-33,8.5122036495244206e-33,8.5122183921603833e-33,5.2927313991858447e-18,3.1482558969781592e-12,6.469219997265371e-21,1.3937001110394596e-20,1.3411886282292057e-13,8.3101712758903365e-14,1.6247535618565396e-23,4.4750152827021564e-20,8.9982727741832813e-31,2.8290596871120096e-25,1.3282704205311703e-24,1.0451348808784523e-24,1.9348622656388972e-28,2.6372137413480236e-32,7.304540345415679e-33,8.4405514436965447e-30,2.7464005804530518e-37,3.3932794474860874e-41,4.0028931276893168e-39,3.3154324777062312e-38,2.7057716732676572e-35,4.979999827926714e-20,6.5547999330758698e-23,2.0947219657342887e-23,1.8520501484555283e-24,2.2408331129856684e-21,4.3112795488750117e-21,1.071366218393878e-16,4.4480429708347193e-19,3.6997987882362172e-19,7.5841839077803465e-23,5.2965606147439694e-23,1.5261823171018727e-23,1.0109216649019145e-30,2.0483156359519363e-30,3.2925125506635604e-22,1.7059000326408313e-31,8.8823745063956001e-26,5.9134433870431233e-40,5.8035954056030666e-31,5.0716053937187722e-27,1.0284228017377912e-31,9.7910080155203446e-35,3.5058551755812177e-14,7.7844339667767815e-13,1.0735584070032279e-16,3.4935493857544391e-24,4.6824318933913655e-18,4.6824462966034887e-18,1.4403212123926874e-23,2.2640402145084473e-15,1.661217171174731e-18
1.7113725753634943e-12,0.8766279699898555,154.0,0.0,0.0,0.0,0.99999526041953701,0.99999999999917499,18.999999997687397,2.8155764433150706e-07,8.6877099342421207e-07,8.6761344053051834e-07,1.7288485525885784e-09,1.5483443209730224e-13,7.5282296030555716e-07,7.5136686781429915e-07,2.50746702794484e-09,1.2126165314294391e-06,5.8041071579469448e-10,1.8908553464984478e-17,7.2755646327478357e-12,4.4042425444946779e-18,7.354149961852085e-12,3.78919277406685e-14,3.7899071409466291e-14,5.2870757353910372e-18,1.8565758929920274e-18,2.4910079672456887e-13,1.0022430831567074e-32,9.3709338697587176e-33,9.3709503245339254e-33,5.5164390076112771e-18,3.1986449885638684e-12,6.6641463164243947e-21,1.4231451870829864e-20,1.3873259747673049e-13,8.5960414370570397e-14,1.7169410469524893e-23,4.6632363882515692e-20,9.6400698127705835e-31,2.9557906838821227e-25,1.4035325244887057e-24,1.107708001028543e-24,2.0801737011427793e-28,2.8757791864397258e-32,7.965567942182379e-33,9.0420781717996708e-30,3.0376850476261997e-37,3.7546191141780317e-41,4.3674295901519716e-39,3.6281238887107484e-38,2.9506530222146865e-35,5.1186629484691058e-20,6.8293838846390403e-23,2.1610136952771457e-23,1.9157866361006223e-24,2.3369946443108748e-21,4.4336054077933716e-21,1.101118280006396e-16,4.6275373019523646e-19,3.8552598100716901e-19,7.9360977958651971e-23,5.5378241847133316e-23,1.6113960617948601e-23,1.0532701484564757e-30,2.1626785825890936e-30,3.4307471998644316e-22,1.7775214736617813e-31,9.2580241289633495e-26,6.600168668435522e-40,6.046713467920892e-31,5.3639380205235143e-27,1.0884202974918674e-31,1.0501848659203472e-34,3.5543911884530424e-14,7.8921707169168172e-13,1.1034804720143824e-16,3.6407533539565277e-24,4.8129515015462909e-18,4.8129665111707248e-18,1.5009624431894295e-23,2.3589037727601405e-15,1.7340096564031079e-18
1.7347381030222339e-12,0.8766279699895596,154.0,0.0,0.0,0.0,0.99999519590123631,0.99999999999916378,18.999999997628294,2.8540175889844618e-07,8.8062828766380352e-07,8.7943541615858007e-07,1.775920785066481e-09,1.5704137352786208e-13,7.5387495863116385e-07,7.6509166882070784e-07,2.5159374169553793e-09,1.2347667337975172e-06,5.9239093006974856e-10,1.9423392520595361e-17,7.4474761826485242e-12,4.4951506514023851e-18,7.5556656836086469e-12,3.9462585208592688e-14,3.9470054509841255e-14,5.5207710054579932e-18,1.9485121130504565e-18,2.5594819917104179e-13,1.1019117980518442e-32,1.0302841480495487e-32,1.0302859818880223e-32,5.7463866820858272e-18,3.2492201493137744e-12,6.8623696096945213e-21,1.4527139402532209e-20,1.4343124219014978e-13,8.8871725536283032e-14,1.8130066388722346e-23,4.8566573736346224e-20,1.03180202166549e-30,3.0862791958550408e-25,1.481953508651594e-24,1.1730633615299968e-24,2.2341204414757322e-28,3.1321180279986077e-32,8.6758688945873631e-33,9.6774482979371234e-30,3.3551312853821647e-37,4.1485848267691338e-41,4.7593100182309206e-39,3.9654367644999573e-38,3.2137901812381936e-35,5.2592261916489241e-20,7.1114925535607278e-23,2.2283631363563003e-23,1.9808880105887155e-24,2.4358648711207745e-21,4.5576314203903024e-21,1.1312749385364849e-16,4.8115914817410798e-19,4.0150076951767191e-19,8.2988542834809286e-23,5.7863515340014002e-23,1.7001000513011032e-23,1.0967791650406758e-30,2.28172549773606e-30,3.5727874245340901e-22,1.8511146402991351e-31,9.6440906235874061e-26,7.3556649506372277e-40,6.2964940210430581e-31,5.6687258674615472e-27,1.1510050179902439e-31,1.1253402102731081e-34,3.6029274218515755e-14,7.9999070352610809e-13,1.133813701195569e-16,3.7920385146766454e-24,4.9452650777457916e-18,4.945280710568595e-18,1.5632822802515262e-23,2.4563680976201353e-15,1.8088930050270265e-18
1.7581036306809735e-12,0.8766279699892605,154.0,0.0,0.0,0.0,0.99999513138409946,0.99999999999915257,18.999999997568516,2.8924587298279727e-07,8.9248553357538743e-07,8.9125676754708505e-07,1.8236128812867587e-09,1.5919511183786199e-13,7.5487715905290791e-07,7.7883517786836778e-07,2.5241427452689984e-09,1.2569471290940371e-06,6.0441790113173313e-10,1.9945011241689046e-17,7.6209278805136664e-12,4.5864135605576401e-18,7.7598870081108519e-12,4.1075984812541491e-14,4.1083789682174902e-14,5.761275744302222e-18,2.043574758535418e-18,2.6288842672775518e-13,1.2099545039802391e-32,1.131304734717633e-32,1.1313067755148425e-32,5.9826615200740603e-18,3.2999813833397422e-12,7.0639074660261281e-21,1.4824030602336394e-20,1.4821491263748489e-13,9.1835717879223897e-14,1.9130582616140616e-23,5.0553488121122358e-20,1.1033633981277098e-30,3.2205811277881228e-25,1.5636208824461988e-24,1.2412828436354187e-24,2.3970836148801525e-28,3.4072778187075699e-32,9.4383496399305316e-33,1.034807245399495e-29,3.7006748902188314e-37,4.5776081760501272e-41,5.1801574460116128e-39,4.3289388871908736e-38,3.4962601831041068e-35,5.4016894082256944e-20,7.4012255984474361e-23,2.2967702840951429e-23,2.0473673129324315e-24,2.5374811692771038e-21,4.6833571346501995e-21,1.1618360870081463e-16,5.0002524347025377e-19,4.1791003316857874e-19,8.6726197956666425e-23,6.0422507851979143e-23,1.7923863610513824e-23,1.1414640851359619e-30,2.4055799420581222e-30,3.7186843576434046e-22,1.9267060253215175e-31,1.0040714976364893e-25,8.1857502391942671e-40,6.5530253048319841e-31,5.9863173003325107e-27,1.2162502032042859e-31,1.2047393089263897e-34,3.6514638761999313e-14,8.1076429220161082e-13,1.1645580898876957e-16,3.9474608438232176e-24,5.0793726145723495e-18,5.0793888876087313e-18,1.6273036381024713e-23,2.5564676745509929e-15,1.8858963430904529e-18
1.781469158339713e-12,0.8766279699889579,154.0,0.0,0.0,0.0,0.99999506686807615,0.99999999999914135,18.999999997508084,2.9308998658456474e-07,9.0434273261243338e-07,9.0307749518044468e-07,1.871924356971819e-09,1.6115849727719934e-13,7.5583191872919085e-07,7.925965093685438e-07,2.5320913071555553e-09,1.2791562880856681e-06,6.1649031268838832e-10,2.0473404331132185e-17,7.7959117024058583e-12,4.6780212830218069e-18,7.9668132190381998e-12,4.2732696494689428e-14,4.2740847023663128e-14,6.0086876892318802e-18,2.141821112428243e-18,2.69921479092741e-13,1.3269490711270366e-32,1.2406954753005838e-32,1.2406977432058769e-32,6.2253506683588495e-18,3.350928694760553e-12,7.2687775083404448e-21,1.5122093298961171e-20,1.5308371885903334e-13,9.4852459531537419e-14,2.0172053556862083e-23,5.259381266011942e-20,1.1788462818809775e-30,3.3587524164399331e-25,1.6486233685875869e-24,1.3124495376055947e-24,2.5694554835739399e-28,3.7023519449439545e-32,1.0256043948165575e-32,1.1055400084851402e-29,4.0763647879800546e-37,5.0442646692243091e-41,5.6316664583674865e-39,4.7202750943142947e-38,3.799187260224405e-35,5.546052449256363e-20,7.6986825973566866e-23,2.3662351263887405e-23,2.1152375807087392e-24,2.6418809046610407e-21,4.8107821002819022e-21,1.1928016188500257e-16,5.1935667426585227e-19,4.3475955923464335e-19,9.0575607157168584e-23,6.3056300316896632e-23,1.8883481642058841e-23,1.1873402667840562e-30,2.5343669492217764e-30,3.8684891118039401e-22,2.0043221109413307e-31,1.0448038117179659e-25,9.0966467667123031e-40,6.8163954879368213e-31,6.3170654582532995e-27,1.2842301088586701e-31,1.2885594400019701e-34,3.7000005519208967e-14,8.2153783773882842e-13,1.1957136334324918e-16,4.1070763241644997e-24,5.2152741046118922e-18,5.2152910351062055e-18,1.6930494311687467e-23,2.6592369620305682e-15,1.9650487738464686e-18
1.8048346859984527e-12,0.8766279699886522,154.0,0.0,0.0,0.0,0.99999500235311767,0.99999999999913014,18.999999997446988,2.9693409970375276e-07,9.1619988561418276e-07,9.1489759954269146e-07,1.9208547282222332e-09,1.6337155149103688e-13,7.5674148324164168e-07,8.0637481965210001e-07,2.539791137339554e-09,1.3013928491922523e-06,6.2860688550230754e-10,2.1008566498248688e-17,7.9724198754476562e-12,4.7699641144535037e-18,8.1764436003446563e-12,4.4433290046224574e-14,4.4441796480574912e-14,6.2631045516517951e-18,2.2433085430993238e-18,2.7704735597404258e-13,1.453504802303254e-32,1.3590260894938454e-32,1.3590286063144628e-32,6.4745413229614054e-18,3.4020620877016004e-12,7.4769973935227523e-21,1.5421296226774905e-20,1.5803776552778792e-13,9.7922015299589616e-14,2.1255588795099593e-23,5.4688252867373653e-20,1.2584100739685733e-30,3.5008490305221745e-25,1.7370509037652869e-24,1.3866477433842456e-24,2.7516396069046511e-28,4.0184809523064449e-32,1.1132116614014324e-32,1.1800919982960642e-29,4.4843681620686402e-37,5.5512800993737674e-41,6.1156052785598577e-39,5.1411699935186822e-38,4.1237442140682668e-35,5.692315166089415e-20,8.0039630478717224e-23,2.4367576445878675e-23,2.1845118480711031e-24,2.7491014332105973e-21,4.9399058687023143e-21,1.224171427891664e-16,5.3915806471805726e-19,4.5205513345772909e-19,9.4538433849316459e-23,6.5765973377392731e-23,1.9880797279633439e-23,1.2344230555679976e-30,2.6682130209436787e-30,4.0222527793293956e-22,2.0839893688350817e-31,1.086620091987238e-25,1.0095003127003922e-39,7.0866926680532622e-31,6.6613282523850657e-27,1.3550200061596703e-31,1.3769827513515504e-34,3.7485374494369341e-14,8.3231134015838207e-13,1.2272803271725097e-16,4.2709409453277935e-24,5.3529695404537835e-18,5.3529871458795229e-18,1.7605425737798644e-23,2.7647103915730816e-15,2.0463793777750825e-18
1.828200213657192e-12,0.8766279699883431,154.0,0.0,0.0,0.0,0.99999493783917781,0.99999999999911893,18.99999999738522,3.0077821234036552e-07,9.2805699408521492e-07,9.2671708111747815e-07,1.9704035115164486e-09,1.6557294589315436e-13,7.5760799187846098e-07,8.2016930498453608e-07,2.5472500191232183e-09,1.3236555152833128e-06,6.4076637634752905e-10,2.1550492453243716e-17,8.1504448699640288e-12,4.8622326188206321e-18,8.3887774362580031e-12,4.6178335107410798e-14,4.6187207848310196e-14,6.5246240170725822e-18,2.3480945000200653e-18,2.8426605708946393e-13,1.5902636950052571e-32,1.486896868522206e-32,1.4868996578353554e-32,6.7303207290692759e-18,3.4533815662946362e-12,7.6885848124245184e-21,1.5721609000297514e-20,1.6307715220359322e-13,1.0104444682145342e-13,2.2382313108253532e-23,5.6837514147774708e-20,1.3422184634641752e-30,3.6469269706517342e-25,1.8289946393280184e-24,1.4639629712717394e-24,2.94405100459206e-28,4.3568538902254941e-32,1.206986720264651e-32,1.2586160823237826e-29,4.9269755232777545e-37,6.1015371043248019e-41,6.6338178863116215e-39,5.5934307373630711e-38,4.4711538044756706e-35,5.8404774103583082e-20,8.3171663671758612e-23,2.5083378141205255e-23,2.2552031457617478e-24,2.859180100957644e-21,5.0707279930211251e-21,1.2559454083596131e-16,5.5943400520022602e-19,4.6980254005255753e-19,9.8616341024105782e-23,6.8552607385677526e-23,2.0916764098827012e-23,1.2827277847370664e-30,2.8072461220485262e-30,4.1800264322965195e-22,2.1657342602226821e-31,1.129534420240922e-25,1.1187917302844999e-39,7.3640048712639269e-31,7.0194683646649586e-27,1.4286961815244634e-31,1.4701963264790496e-34,3.7970745691701779e-14,8.4308479948087704e-13,1.2592581664511212e-16,4.4391107037991809e-24,5.4924589146908197e-18,5.4924772127506242e-18,1.8298059801684111e-23,2.8729223677501791e-15,2.1299172126010357e-18
1.8515657413159315e-12,0.8766279699880306,154.0,0.0,0.0,0.0,0.99999487332621273,0.99999999999910771,18.999999997322806,3.0462232449440672e-07,9.3991405940613256e-07,9.3853594038807971e-07,2.0205702237104571e-09,1.6759042793187538e-13,7.5843348315175403e-07,8.3397919949311549e-07,2.5544754930118478e-09,1.3459430503326931e-06,6.5296757689826238e-10,2.2099176911315136e-17,8.3299793911397741e-12,4.954817626394482e-18,8.6038140112791547e-12,4.7968401167655258e-14,4.7977650771462977e-14,6.7933437451209536e-18,2.456236509262089e-18,2.915775821662523e-13,1.7379018591170703e-32,1.6249400008394269e-32,1.6249430881109e-32,6.9927761809604774e-18,3.5048871346774554e-12,7.9035574898689357e-21,1.6023002087038219e-20,1.6820197359855885e-13,1.0421981273136793e-13,2.3553366482324167e-23,5.904230179716474e-20,1.4304394913170813e-30,3.797042269298168e-25,1.9245469420329977e-24,1.5444819426623002e-24,3.1471163357299253e-28,4.7187098064161062e-32,1.3072734213228291e-32,1.341269174959412e-29,5.4066064226391668e-37,6.6980825638380051e-41,7.1882263723746712e-39,6.078950128813592e-38,4.8426902940016124e-35,5.9905390339756096e-20,8.6383918921335331e-23,2.5809756051096365e-23,2.3273245011243739e-24,2.9721542440681073e-21,5.2032480280238719e-21,1.288123454873477e-16,5.8018905256441173e-19,4.8800756171295312e-19,1.0281099124870995e-22,7.141728240448686e-23,2.1992346538654146e-23,1.3322697751347777e-30,2.9515956750827385e-30,4.3418611226113268e-22,2.2495832358643649e-31,1.1735608727065195e-25,1.2382962901652234e-39,7.6484200526521309e-31,7.391853246421294e-27,1.505335936285563e-31,1.5683922567850082e-34,3.8456119115424391e-14,8.5385821572690219e-13,1.2916471466125196e-16,4.6116416029234332e-24,5.6337422199192269e-18,5.6337612285448724e-18,1.900862564470097e-23,2.9839072682139847e-15,2.2156913133132738e-18
