Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669)
1.8291217535802865e-08,0.6211830689296443,154.0,0.0,0.0,0.0,0.93293976853475813,1.0,18.99867821850777,0.0031782041184686811,0.013744243812500941,0.01137532276394871,0.0011423335848849757,3.3436943077105035e-09,9.0528068702046015e-07,0.013307620037185339,3.5313624616094886e-09,0.022047105058975884,2.1531875232852381e-05,1.2129596825601504e-11,0.00085650711094916593,1.5915967618314761e-13,1.3462091674504209e-05,0.0012360795613402672,0.0012405931680811852,2.9113966221537474e-07,1.7602500330735149e-07,9.9161776449587197e-05,1.0563390028296714e-07,2.1009224442318397e-07,2.1654182804107873e-07,2.9542277724300188e-05,0.00012544694758478346,2.3520244113979478e-06,9.6989133666618373e-14,2.2414340520836713e-06,1.32119923294542e-06,2.9816420288909732e-06,5.3243665364950403e-09,2.641010093117681e-10,2.2342865468875013e-12,9.1306489248658669e-08,2.7683263642152861e-08,5.8970529202791359e-08,3.6283770910020874e-09,7.4619578316369691e-09,8.4087418549558994e-09,8.8986517129226306e-10,4.2944602780444135e-11,4.3729373323972443e-15,6.9678993282242351e-10,2.0245252591951598e-10,2.9167096354836603e-11,2.92144069373235e-12,1.7423410148947315e-14,6.2937311819444278e-14,1.7362765777125957e-10,1.7616494203977249e-14,3.9898615124765813e-10,1.1014755225630609e-11,2.3418423619483211e-08,9.1467472600617862e-12,5.9048158858957465e-12,2.4362009385055512e-11,4.3679341245627773e-20,3.0354370167925342e-18,1.1312925008287026e-11,5.8373309282646581e-21
1.8706318980749384e-08,0.6211831760502347,154.0,0.0,0.0,0.0,0.93148000124893793,1.0,18.998648961787811,0.0032459155070777425,0.014030152302803309,0.011586825917308429,0.0011636110761582196,3.4132441699383732e-09,9.0399667558778788e-07,0.013597438077285483,3.5258369493547827e-09,0.022531517675487889,2.1979766049329684e-05,1.2355526794176611e-11,0.00089383193929636897,1.6247040302757971e-13,1.3714150152738616e-05,0.0012895616378179324,0.0012944801242428135,3.0373611747433336e-07,1.8364108707709728e-07,0.00010439278319991528,1.1613178398165076e-07,2.3392873722794837e-07,2.412791487921696e-07,3.144598070999979e-05,0.00013083528103324574,2.5616513037460531e-06,1.0207931918570774e-13,2.292312276801447e-06,1.3509095832459292e-06,3.2481414611332157e-06,5.6073873310349344e-09,2.8841919293147705e-10,2.3788839105935655e-12,9.9287108996867056e-08,2.9638738801037951e-08,6.4613484673431129e-08,3.9774156353358479e-09,8.2207051523197527e-09,9.3767232781735604e-09,9.8358655622805361e-10,4.9199021047365117e-11,4.8175869481440556e-15,7.9777711533449858e-10,2.2803101746581841e-10,3.0863923136516538e-11,3.0915774700774892e-12,1.8437043956417392e-14,6.6244067187280284e-14,1.8273913231308119e-10,1.7997733309381487e-14,4.0757119778920858e-10,1.1251806223570866e-11,2.4473717173026991e-08,9.5589111771826901e-12,6.1708935831108575e-12,2.5459926777649869e-11,4.6223107522591073e-20,3.1722343982049089e-18,1.181599552251188e-11,6.0969091602102213e-21
1.9121420425695904e-08,0.6211832871167,154.0,0.0,0.0,0.0,0.93002297129555467,1.0,18.998619718208708,0.003313437617009491,0.014314907063470937,0.011796409080918372,0.0011846952687537902,3.4825130963056728e-09,9.0271507960669541e-07,0.013886730204332164,3.5203217984317378e-09,0.023015242967001397,2.2425847693203331e-05,1.2579404266825271e-11,0.00093186419910297404,1.6576775679963726e-13,1.3963922545511324e-05,0.0013440116845066599,0.001349362127965312,3.1656052111069334e-07,1.9139499710589316e-07,0.00010978396142445433,1.2737236291831448e-07,2.598201321878807e-07,2.6817216607368384e-07,3.3422855277259706e-05,0.0001363182839129404,2.7844378375111013e-06,1.073247495806231e-13,2.3431182657912619e-06,1.3805660165812424e-06,3.531444298801162e-06,5.8991372841397129e-09,3.1431927448746724e-10,2.5290715776470417e-12,1.077520790580042e-07,3.167836933554552e-08,7.0639780324845882e-08,4.3502929300714935e-09,9.034571440603216e-09,1.0430214003570181e-08,1.0843764337001157e-09,5.6181660871994455e-11,5.2945380215592702e-15,9.1046181456474107e-10,2.5613418410379799e-10,3.2633344104890863e-11,3.268993731697542e-12,1.9494043416093745e-14,6.966988000420337e-14,1.9217788986955192e-10,1.8378012792651484e-14,4.1613140288735155e-10,1.148817131299301e-11,2.5550921194599748e-08,9.9796315656620393e-12,6.4424950044410156e-12,2.6580639586512026e-11,4.8875711580281267e-20,3.3118720235828144e-18,1.2329362184255442e-11,6.3618000783362791e-21
1.9536521870642423e-08,0.6211834020895673,154.0,0.0,0.0,0.0,0.92856867688132794,1.0,18.99859048670919,0.003380770874773295,0.014598508503256721,0.012004081907741769,0.0012055871361944641,3.5515011865509299e-09,9.014358977666898e-07,0.014175497401007497,3.5148170020527665e-09,0.023498282227772185,2.2870120806674793e-05,1.280123958066697e-11,0.0009705985204176644,1.6905174224635538e-13,1.4211420335962394e-05,0.0013994194745766979,0.0014052301361210965,3.2961046294186033e-07,1.9928527611746557e-07,0.00011533692320531791,1.3938661358368837e-07,2.8788853263949811e-07,2.9735154611501209e-07,3.5473723080205884e-05,0.00014189472291060713,3.0208636736735758e-06,1.1272698665529706e-13,2.3938521548234422e-06,1.4101686335511865e-06,3.832170558937328e-06,6.1997049239168292e-09,3.4186172542568351e-10,2.6849132522697185e-12,1.1671772806113299e-07,3.3803357713061412e-08,7.7064819400660521e-08,4.7479724619558767e-09,9.9059579532234055e-09,1.1574531152405117e-08,1.1925563312480173e-09,6.3956548663360273e-11,5.8051977660729819e-15,1.0358664986938454e-09,2.8694358396528984e-10,3.4478337635018352e-11,3.453987885142084e-12,2.059618771158624e-14,7.3218860411142117e-14,2.0195519743670197e-10,1.8757337259227071e-14,4.2466676729234894e-10,1.1723850514181324e-11,2.6649948803526205e-08,1.0408874439990262e-11,6.7195982101594843e-12,2.7724057271698951e-11,5.1641614985055078e-20,3.4543386119071307e-18,1.285298402652384e-11,6.6319825441751501e-21
1.9951623315588943e-08,0.6211835209295985,154.0,0.0,0.0,0.0,0.92711711616715997,1.0,18.998561266254338,0.0034479157062504168,0.014880957062549438,0.01220985404598059,0.0012262876514996888,3.6202085481236328e-09,9.0015912871275265e-07,0.014463740649193393,3.5093225532568429e-09,0.023980636751327788,2.3312586081602947e-05,1.3021043067476672e-11,0.0010100295554798786,1.7232236448182818e-13,1.4456655001681388e-05,0.0014557748040633864,0.0014620751511100821,3.4288353818044839e-07,2.0731047009761709e-07,0.00012105326257510526,1.5220579321851467e-07,3.1825995273792719e-07,3.2895236626392265e-07,3.7599377427071696e-05,0.0001475633632929568,3.2714121075674648e-06,1.1828757470096465e-13,2.4445140795954176e-06,1.4397175346757161e-06,4.1509457063843267e-06,6.5091777923262357e-09,3.7110759272394333e-10,2.8464704660392679e-12,1.2620043363490603e-07,3.6014871858545492e-08,8.3904160523916314e-08,5.1714275496124066e-09,1.0837295127656868e-08,1.2815182504000839e-08,1.308452041311708e-09,7.259152137240175e-11,6.3509904959905752e-15,1.1750740296051481e-09,3.2064903860467642e-10,3.6402036828202934e-11,3.6468738548976718e-12,2.1745348455627395e-14,7.6895349556998394e-14,2.1208295611252516e-10,1.9135711661924802e-14,4.3317729380193114e-10,1.1958843903943383e-11,2.7770713205246782e-08,1.0846605848260792e-11,7.0021812822324988e-12,2.8890089382759708e-11,5.4525511316626843e-20,3.5996228933091873e-18,1.3386820124301655e-11,6.9074354409194702e-21
2.0366724760535462e-08,0.621183643597786,154.0,0.0,0.0,0.0,0.92566828726847938,1.0,18.998532055835174,0.0035148725366912353,0.015162253213232653,0.012413735138645033,0.001246797787142517,3.6886352961500222e-09,8.9888477104566038e-07,0.014751460929957431,3.5038384449107627e-09,0.024462307830443789,2.3753244259284631e-05,1.3238825053227749e-11,0.0010501519787357251,1.7557962898558637e-13,1.4699638014194278e-05,0.0015130674921580848,0.0015198882208366544,3.5637734750297439e-07,2.1546912833575896e-07,0.00012693455546187573,1.6586141703741965e-07,3.5106431438296742e-07,3.6311412752435094e-07,3.9800583661500104e-05,0.00015332296919790136,3.5365698153364445e-06,1.240080404429225e-13,2.4951041757291934e-06,1.4692128203934417e-06,4.4884003663708784e-06,6.8276424421270101e-09,4.0211846999854211e-10,3.0138026069366961e-12,1.3621661298475333e-07,3.8314045569765433e-08,9.1173509168258633e-08,5.6216408070388548e-09,1.1831041156117678e-08,1.4157867691587831e-08,1.4323934232306556e-09,8.2158339375653989e-11,6.9333567908087774e-15,1.3292294253524294e-09,3.5744878234423594e-10,3.8407735201229266e-11,3.8479816551171247e-12,2.2943493088716175e-14,8.0703930181173354e-14,2.2257373023886051e-10,1.9513141314933357e-14,4.4166298731062271e-10,1.2193151616971582e-11,2.8913127696771674e-08,1.1292791874304597e-11,7.2902223256972419e-12,3.0078645564421444e-11,5.7532334716166074e-20,3.7477136097792372e-18,1.3930829597160474e-11,7.1881376747681278e-21
2.0781826205481982e-08,0.6211837700553537,154.0,0.0,0.0,0.0,0.92422218825558911,1.0,18.998502854468299,0.0035816417907125033,0.015442397458541791,0.012615734823126152,0.0012671185150068467,3.7567815533985518e-09,8.9761282332233841e-07,0.015038659223538786,3.4983646697105714e-09,0.024943296757120346,2.4192096130230761e-05,1.3454595857637662e-11,0.0010909604868527783,1.7882354160094157e-13,1.4940380838454095e-05,0.001571287381503678,0.0015786604386846086,3.7008949711962623e-07,2.2375980346709416e-07,0.00013298235963636799,1.8038523575174837e-07,3.8643544136658044e-07,3.9998076428720667e-07,4.2078079541141746e-05,0.00015917230392165614,3.8168266037824912e-06,1.29889892989474e-13,2.5456225787688783e-06,1.4986545910601845e-06,4.8451700410635993e-06,7.155184433946514e-09,4.3495646900454666e-10,3.1869669481906393e-12,1.467827136951184e-07,4.0701978930371145e-08,9.8888709239763763e-08,6.0996036140632262e-09,1.2889680576861483e-08,1.5608479282823064e-08,1.5647142075631693e-09,9.2732798207099542e-11,7.5537526696741212e-15,1.4995416032675612e-09,3.975496084010786e-10,4.0498892413687334e-11,4.0576579652126927e-12,2.4192688300519053e-14,8.4649437425553039e-14,2.3344077718085994e-10,1.9889631908118752e-14,4.5012385486021434e-10,1.2426773847236628e-11,3.007710567226308e-08,1.1747398639875169e-11,7.5836994700723237e-12,3.1289635562408718e-11,6.0667268492164565e-20,3.8985995158915286e-18,1.4484971611928711e-11,7.474068176304115e-21
2.11969276504285e-08,0.6211839002637548,154.0,0.0,0.0,0.0,0.92277881715401344,1.0,18.998473661195575,0.003648223892294637,0.015721390332919541,0.012815862730771654,0.0012872508063449721,3.8246474502449038e-09,8.9634328405617225e-07,0.015325336509334288,3.4929012201828146e-09,0.025423604822558843,2.4629142533941488e-05,1.3668365793717232e-11,0.0011324497987337603,1.8205410853332476e-13,1.5178894932335264e-05,0.0016304243384944633,0.0016383829434900813,3.8401759884506666e-07,2.3218105151542903e-07,0.00013919821466147646,1.9580921339658658e-07,4.245110508002541e-07,4.3970065130149596e-07,4.4432575613548082e-05,0.00016511013020167813,4.1126751636420106e-06,1.3593462378306227e-13,2.5960694241782213e-06,1.5280429469475452e-06,5.2218948300688138e-06,7.4918883334727843e-09,4.696841915282433e-10,3.3660186769181614e-12,1.5791520475462469e-07,4.3179738720709686e-08,1.0706573477021103e-07,6.6063155938085558e-09,1.4015722882981115e-08,1.7173103746345417e-08,1.7057518027556186e-09,1.0439483903550236e-10,8.2136487760920871e-15,1.6872851021084323e-09,4.4116701174891956e-10,4.2679140028293037e-11,4.2762667088088794e-12,2.5495103470985374e-14,8.873696986623254e-14,2.4469807771725626e-10,2.026518952162582e-14,4.5855990569133807e-10,1.2659710849411447e-11,3.1262560628748532e-08,1.2210392306884268e-11,7.882590870801173e-12,3.2522969229399624e-11,6.393575377653392e-20,4.0522693795464093e-18,1.5049205385423978e-11,7.7652059019042047e-21
2.161202909537502e-08,0.621184034184671,154.0,0.0,0.0,0.0,0.92133817194484802,1.0,18.998444475083691,0.0037146192647790257,0.015999232401869453,0.013014128486464821,0.0013071956317354449,3.8922331246364405e-09,8.9507615171732542e-07,0.015611493765884651,3.4874480886857944e-09,0.025903233317138768,2.5064384358678598e-05,1.3880145167323553e-11,0.0011746146555291128,1.8527133634860472e-13,1.5415191746131709e-05,0.0016904682535802411,0.0016990469195124805,3.9815927017022701e-07,2.4073143193658023e-07,0.00014558364184399721,2.1216550546655115e-07,4.6543274188129622e-07,4.8242660793384375e-07,4.6864755589359605e-05,0.00017113521049540766,4.4246108263218311e-06,1.4214370655360369e-13,2.6464448473381698e-06,1.557377988241472e-06,5.6192191548674652e-06,7.8378377087707995e-09,5.0636470167009063e-10,3.55101092256156e-12,1.6963056780195196e-07,4.5748358826291058e-08,1.1572068172252668e-07,7.1427840972122323e-09,1.5211701148862303e-08,1.885802230580131e-08,1.8558471041889399e-09,1.1722865778807597e-10,8.9145295729856652e-15,1.893801781705071e-09,4.8852532867080404e-10,4.4952287299152892e-11,4.5041896355227599e-12,2.6853014128154279e-14,9.2971900754995491e-14,2.5636036701391886e-10,2.0639820640762076e-14,4.6697115129609487e-10,1.2891962940323902e-11,3.2469406171968045e-08,1.2681739079689999e-11,8.1868747107291304e-12,3.3778556531121199e-11,6.7343498222979798e-20,4.2087119827297996e-18,1.5623490187249307e-11,8.0615298351816291e-21
2.202713054032154e-08,0.6211841717800117,154.0,0.0,0.0,0.0,0.91990025056510982,1.0,18.998415295223889,0.0037808283308653802,0.016275924261807812,0.013210541708206559,0.0013269539610412599,3.9595387220563522e-09,8.9381142473310708e-07,0.015897131970860717,3.482005267411035e-09,0.026382183530394721,2.5497822541232785e-05,1.4089944276715624e-11,0.0012174498206484711,1.8847523197136677e-13,1.5649282722058708e-05,0.0017514090415744019,0.0017606435964034354,4.125121343350416e-07,2.4940950766235019e-07,0.00015214014418865344,2.2948643736425913e-07,5.0934598205689719e-07,5.2831589976452554e-07,4.9375276712789029e-05,0.00017724630725478402,4.7531313241250525e-06,1.4851859727404452e-13,2.696748983544418e-06,1.5866598150408444e-06,6.0377914871659941e-06,8.1931151277232556e-09,5.4506149851650703e-10,3.741994785121005e-12,1.8194528859016546e-07,4.8408840643842815e-08,1.2486975990905398e-07,7.7100236946408938e-09,1.6480170674448704e-08,2.0669711682812942e-08,2.0153443056263608e-09,1.313228128251842e-10,9.657892548190611e-15,2.1205024986240031e-09,5.398578729613932e-10,4.7322326982935519e-11,4.7418269050740584e-12,2.8268805419649076e-14,9.7359889460395635e-14,2.6844316615271805e-10,2.1013532171151907e-14,4.7535760547168877e-10,1.3123530500437569e-11,3.3697556022357751e-08,1.3161405207438833e-11,8.4965292016152893e-12,3.5056307552586648e-11,7.0896484740207416e-20,4.3679161222903557e-18,1.6207785342654388e-11,8.363018988462839e-21
2.244223198526806e-08,0.6211843130119112,154.0,0.0,0.0,0.0,0.91846505090809061,1.0,18.99838612073156,0.0038468515126091102,0.016551466539913819,0.01340511200670062,0.001346526763368338,4.0265643954874224e-09,8.9254910148828766e-07,0.016182252101049881,3.4765727483845661e-09,0.026860456750993637,2.5929458066690575e-05,1.4297773412113478e-11,0.001260950079771044,1.9166580268318918e-13,1.5881179293758475e-05,0.001813236641965839,0.0018231642491737749,4.270738204020811e-07,2.5821384514505143e-07,0.00015886920635441038,2.4780448316475965e-07,5.5640009064403747e-07,5.7753023756763497e-07,5.1964770129399867e-05,0.00018344218319650717,5.0987365539948122e-06,1.550607341181359e-13,2.7469819680049949e-06,1.6158885273560597e-06,6.4782640811462613e-06,8.5578021555963535e-09,5.8583848919884767e-10,3.9390193631830649e-12,1.9487584866723221e-07,5.1162153484917215e-08,1.3452928502324603e-07,8.3090556746382898e-09,1.7823707647448639e-08,2.2614844730380921e-08,2.184590713083266e-09,1.4677033107482437e-10,1.0445247430465257e-14,2.3688687564359879e-09,5.9540706873965343e-10,4.9793441167972225e-11,4.9895976732413808e-12,2.9744975594886548e-14,1.0190689309819233e-13,2.8096281418743294e-10,2.1386331454146831e-14,4.8371928437501736e-10,1.3354413975359034e-11,3.4946924021172413e-08,1.3649356986461328e-11,8.8115325856791683e-12,3.6356132504477598e-11,7.4600980252729458e-20,4.5298706107346376e-18,1.6802050235463046e-11,8.6696524042978001e-21
2.285733343021458e-08,0.6211844578427302,154.0,0.0,0.0,0.0,0.91703257082370881,1.0,18.998356950745901,0.0039126892314187258,0.016825859893977967,0.013597848984941961,0.0013659150070243274,4.0933103053751324e-09,8.912891803254079e-07,0.016466855132342636,3.4711505234681402e-09,0.027338054266712163,2.6359291968198668e-05,1.4503642855261154e-11,0.0013051102408549067,1.9484305612090374e-13,1.6110892885809462e-05,0.001875941019234495,0.0018866001981585573,4.4184196333104569e-07,2.6714301440254449e-07,0.00016577229461308904,2.6715224469869619e-07,6.0674821996269641e-07,6.3023577372266721e-07,5.4633841251180042e-05,0.00018972160156801947,5.4619283448018663e-06,1.6177153742043411e-13,2.7971439358378673e-06,1.6450642251076457e-06,6.9412927095977914e-06,8.9319793527311711e-09,6.2875996233793867e-10,4.142131781744796e-12,2.0843871727044598e-07,5.4009234977024929e-08,1.4471567078532274e-07,8.9409075498400993e-09,1.9244907823604421e-08,2.4700290958236057e-08,2.3639365611381434e-09,1.6366881253959615e-10,1.1278115416085573e-14,2.6404543292357877e-09,6.5542457983507221e-10,5.2370007116412404e-11,5.2479406791509263e-12,3.1284139495081739e-14,1.0661917834079461e-13,2.939365006981653e-10,2.1758226282476901e-14,4.9205620657816776e-10,1.3584613877369809e-11,3.6217424136749342e-08,1.4145560762722882e-11,9.1318631371828425e-12,3.7677941729673299e-11,7.8463544481597662e-20,4.6945642770406571e-18,1.7406244311067843e-11,8.9814091570049526e-21
2.32724348751611e-08,0.6211846062350524,154.0,0.0,0.0,0.0,0.91560280811886519,1.0,18.998327784429598,0.0039783419080532748,0.017099105012248771,0.013788762237808224,0.0013851196594777231,4.1597766195905184e-09,8.9003165954516429e-07,0.016750942039719163,3.4657385843607522e-09,0.027814977364414271,2.6787325326722588e-05,1.47075628789923e-11,0.00134992513414521,1.9800700027480975e-13,1.633843491323946e-05,0.0019395121631703609,0.0019509428089801578,4.5681420405406709e-07,2.7619558906376579e-07,0.00017285085681028621,2.8756243095655811e-07,6.6054733403953382e-07,6.8660309610473258e-07,5.7383070118910484e-05,0.00019608332640918549,5.8432102281998223e-06,1.6865240963855451e-13,2.8472350220685714e-06,1.6741870081248782e-06,7.4275364039153356e-06,9.3157262723610214e-09,6.7389056187251445e-10,4.351377219833299e-12,2.2265034343244989e-07,5.6950991462271479e-08,1.554454212023784e-07,9.6066125700861797e-09,2.0746385225134998e-08,2.6933116951687909e-08,2.5537348317022354e-09,1.8212053309261053e-10,1.2158028406090238e-14,2.9368868571229987e-09,7.2017143571293651e-10,5.5056603114597097e-11,5.517314833409993e-12,3.2889032048165237e-14,1.1150333339525747e-13,3.0738229881542612e-10,2.2129224916131297e-14,5.0036839312477233e-10,1.3814130786982179e-11,3.7508970470915755e-08,1.4649982934331503e-11,9.4574991640497382e-12,3.9021645709928986e-11,8.2491038737764257e-20,4.8619859674900051e-18,1.8020327079492995e-11,9.2982683542521323e-21
2.368753632010762e-08,0.6211847581516843,154.0,0.0,0.0,0.0,0.91417576055779848,1.0,18.998298620968452,0.0040438099626198057,0.017371202613277795,0.013977861351654425,0.0014041416873172982,4.2259635133927118e-09,8.8877653740672752e-07,0.017034513797236143,3.4603369225999594e-09,0.02829122733002894,2.7213559270805172e-05,1.4909543746799128e-11,0.0013953896121813192,2.01157643486888e-13,1.6563816781042405e-05,0.002003940089195752,0.0020161834925094364,4.7198818955178185e-07,2.8537014641472832e-07,0.00018010632232860863,3.090678378160282e-07,7.1795818493907089e-07,7.4680721950070968e-07,6.0213011761829528e-05,0.00020252612280964908,6.243087213069525e-06,1.757047353176667e-13,2.8972553616278508e-06,1.7032569761444107e-06,7.9376571979444077e-06,9.7091214585552521e-09,7.2129526126986789e-10,4.5667989379209769e-12,2.3752714829650342e-07,5.9988298393474283e-08,1.6673512294337152e-07,1.0307209242757115e-08,2.2330770857453146e-08,2.9320586685553023e-08,2.754341075264085e-09,2.0223254548241752e-10,1.3086528254235326e-14,3.2598694124112847e-09,7.8991815390663127e-10,5.7858014326847008e-11,5.7981998066261723e-12,3.4562511765746204e-14,1.1656628013927842e-13,3.2131919868476818e-10,2.2499336098453525e-14,5.0865586758716697e-10,1.4042965354517623e-11,3.8821477265541782e-08,1.5162589954101808e-11,9.7884190095199791e-12,4.0387155072706185e-11,8.6690634721209182e-20,5.0321245465188263e-18,1.864425811852647e-11,9.6202091386724978e-21
2.4102637765054138e-08,0.6211849135556547,154.0,0.0,0.0,0.0,0.91275142586244151,1.0,18.998269459571052,0.0041090938145708694,0.01764215344576292,0.014165155903910754,0.0014229820562118398,4.2918711693907273e-09,8.8752381212804232e-07,0.017317571378013551,3.4549455295630415e-09,0.028766805448528165,2.7637994976323422e-05,1.5109595712405573e-11,0.001441498549802884,2.0429499444900653e-13,1.6787049883698982e-05,0.0020692148386906774,0.0020823137048249919,4.8736157293013601e-07,2.9466526744495643e-07,0.0001875401020532258,3.3170132809410995e-07,7.7914528677915738e-07,8.1102757459863335e-07,6.3124196554593159e-05,0.00020904875716184942,6.6620655635719927e-06,1.8292988105722998e-13,2.9472050893493165e-06,1.7322742288089144e-06,8.4723198756571573e-06,1.0112242444289769e-08,7.7103933811699842e-10,4.7884383051362193e-12,2.5308551763860841e-07,6.3122000727743988e-08,1.7860143782936902e-07,1.1043740860358543e-08,2.4000711444247004e-08,3.1870161734776414e-08,2.9661132346234751e-09,2.2411677847063784e-10,1.4065166025711106e-14,3.6111820353913478e-09,8.6494485892728463e-10,6.0779238647964833e-11,6.0910966178210455e-12,3.6307564239302712e-14,1.2181528640456431e-13,3.3576714134261944e-10,2.2868569072435275e-14,5.1691865612430794e-10,1.4271118301705463e-11,4.0154858909241071e-08,1.5683348332176132e-11,1.0124601053842504e-11,4.1774380598156554e-11,9.1069823318491484e-20,5.2049688975880306e-18,1.9277997076922114e-11,9.9472106895163643e-21
2.4517739210000658e-08,0.6211850724102129,154.0,0.0,0.0,0.0,0.91132980171278066,1.0,18.998240299468428,0.0041741938827020387,0.017911958288389991,0.014350655462683548,0.001441641730870209,4.3574997775050162e-09,8.862734818862253e-07,0.017600115754221709,3.4495643964685757e-09,0.029241713003905014,2.8060633666238434e-05,1.5307729019342844e-11,0.0014882468441548475,2.0741906220107031e-13,1.7008145604700941e-05,0.0021353264793211256,0.0021493249471705271,5.0293201349787153e-07,3.0407953689433462e-07,0.00019515358833974822,3.5549581192541798e-07,8.4427688748715218e-07,8.7944799459748998e-07,6.611713057153212e-05,0.00021564999740968102,7.1006525808272539e-06,1.9032919548000533e-13,2.9970843399671229e-06,1.7612388656657309e-06,9.0321917226407685e-06,1.0525165749644637e-08,8.2318834909052155e-10,5.0163348262694167e-12,2.6934179459408567e-07,6.6352913317519949e-08,1.9106109543936678e-07,1.1817255035373306e-08,2.5758868181005369e-08,3.4589501383383719e-08,3.189411471127614e-09,2.4789013402958949e-10,1.5095501266667309e-14,3.9926832385307377e-09,9.455413976233654e-10,6.382549254981661e-11,6.3965282222597851e-12,3.8127305632837133e-14,1.2725797839687921e-13,3.5074705297382369e-10,2.323693359719707e-14,5.2515678754038904e-10,1.4498590423301195e-11,4.1509029944220717e-08,1.621222463870538e-11,1.0466023716005553e-11,4.3183233226260708e-11,9.5636423391567679e-20,5.3805079240727849e-18,1.9921503677672614e-11,1.0279252224340681e-20
2.4932840654947177e-08,0.6211852346788274,154.0,0.0,0.0,0.0,0.90991088574721379,1.0,18.998211139913746,0.0042391105851494705,0.018180617949672743,0.014534369586359428,0.0014601216750017236,4.4228495349288405e-09,8.8502554481789863e-07,0.017882147897068323,3.4441935143778182e-09,0.029715951279151952,2.848147661034549e-05,1.5503953900528271e-11,0.001535629414691402,2.1052985612917191e-13,1.7227115316079242e-05,0.0022022651053700943,0.002217208765910336,5.1869717684465832e-07,3.1361154330035317e-07,0.00020294815498443462,3.8048422746775289e-07,9.1352493835283915e-07,9.5225669948443839e-07,6.9192295938206216e-05,0.00022232861329278425,7.5593563882344314e-06,1.9790400920332421e-13,3.0468932481136749e-06,1.7901509861655379e-06,9.6179422813804722e-06,1.0947966880128993e-08,8.7780810530359579e-10,5.2505261685747523e-12,2.8631227258617476e-07,6.9681821299053771e-08,2.0413088583195732e-07,1.2628803242398229e-08,2.7607915507056485e-08,3.7486462633423206e-08,3.4245979934209633e-09,2.7367458253076785e-10,1.6179101284588022e-14,4.4063114780508236e-09,1.0320074509650766e-09,6.7002216917394573e-11,6.7150400982614345e-12,4.0024986169256318e-14,1.3290235324206071e-13,3.6628087952130251e-10,2.3604439964641207e-14,5.3337029334411186e-10,1.4725382588723329e-11,4.2883905073282241e-08,1.6749185506588182e-11,1.0812665455505095e-11,4.4613624064124747e-11,1.0039859055136768e-19,5.5587305501715883e-18,2.0574737721354163e-11,1.0616313000734685e-20
2.5347942099893697e-08,0.6211854003251858,154.0,0.0,0.0,0.0,0.90849467556291097,1.0,18.998181980181943,0.0043038443393874871,0.018448133267791114,0.014716307823212618,0.0014784228512768366,4.4879206460887689e-09,8.8377999901946692e-07,0.018163668776785741,3.4388328741957735e-09,0.030189521556239333,2.8900525125023825e-05,1.5698280577848666e-11,0.001583641203178898,2.1362738596374602e-13,1.7443970377935905e-05,0.0022700208380711908,0.0022859567524829154,5.3465473491983591e-07,3.2325987904571477e-07,0.00021092515719673105,4.0669952193584945e-07,9.8706506143373851e-07,1.0296462780263336e-06,7.2350151180257424e-05,0.00022908337658645474,8.0386857204464335e-06,2.056556348126038e-13,3.0966319483173413e-06,1.8190106896610239e-06,1.0230243110319052e-05,1.1380720325133451e-08,9.3496464802810386e-10,5.4910481883675524e-12,3.0401318845420914e-07,7.310948047833604e-08,2.1782765238306524e-07,1.3479440367579416e-08,2.9550539896181415e-08,4.0569100115577946e-08,3.6720368887188516e-09,3.0159725585853241e-10,1.7317540439551993e-14,4.8540865918771744e-09,1.1246526422306125e-09,7.0315082869873666e-11,7.0472008325291835e-12,4.2003993607781354e-14,1.3875679164727318e-13,3.8239162161818581e-10,2.3971099016260088e-14,5.415592078085552e-10,1.4951495743706012e-11,4.4279399166975255e-08,1.7294197634268638e-11,1.1164504774151037e-11,4.6065464393435632e-11,1.053648259092453e-19,5.7396257218352144e-18,2.1237659089543356e-11,1.0958372318082319e-20
