Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669)
8.210321225545957e-12,0.6211829046848559,154.0,0.0,0.0,0.0,0.99996867345561835,1.0,18.999999906902204,1.5148148888347316e-06,6.6706237723942239e-06,6.5961363090110569e-06,8.3601582454939135e-08,1.6229258003715796e-12,9.6424204577738436e-07,5.8580035497054985e-06,3.7850372615184073e-09,9.625326624114396e-06,9.4444875802534567e-09,8.8769953630388797e-16,2.303587444556295e-10,6.9811858988413948e-17,3.0138124939217821e-10,7.9451551527545151e-12,7.9478914073468195e-12,1.7931349234033226e-15,9.4309028521047367e-16,1.3723650123175524e-11,2.9980680123017893e-27,2.801139912641225e-27,2.8011683510504628e-27,1.6792072885495743e-15,5.0110543729103486e-11,8.1023909959564503e-19,3.6475420352577405e-19,6.8645663222414653e-12,4.1773239266510251e-12,2.9383663144002519e-20,1.3670704386085815e-17,8.7354604309193572e-27,1.1670620108088477e-22,2.3622470467208884e-21,2.2434786600551958e-21,2.1152210470026709e-24,2.0087477339043138e-27,4.3708323898075334e-28,8.3656754224292315e-26,1.1536269103552989e-31,1.7139105742498471e-35,2.5420129486475384e-34,6.8083211857590377e-33,2.0797343744492907e-30,2.3507439600722932e-18,2.028499450385971e-20,1.3281768952027888e-21,2.6996496560905125e-22,6.0121367340287939e-19,2.1549645260501023e-19,4.9403367672860352e-15,6.8529162600998926e-17,8.7653837562225426e-17,3.1901740113656286e-20,2.0943196331035322e-20,2.1239696930216575e-20,3.0328529137761927e-28,2.6465160390598826e-27,1.0426179809695874e-19,5.3797812413862767e-29
8.4230720456461e-12,0.6211829046690922,154.0,0.0,0.0,0.0,0.99996786225984513,1.0,18.999999902458605,1.5540666030642826e-06,6.84344505760475e-06,6.7650408810475499e-06,8.7772344450818123e-08,1.6649726314873506e-12,9.6424134296782245e-07,6.0190820684593691e-06,3.7850451776988666e-09,9.8899968035521466e-06,9.7152553128718981e-09,9.3198569122635465e-16,2.4148210857075341e-10,7.181332445230527e-17,3.1692349688242261e-10,8.573227163331057e-12,8.5761863644649929e-12,1.936977589786366e-15,1.0221909127016409e-15,1.4444053327632932e-11,3.5818058785907649e-27,3.3465654737781217e-27,3.3466003343848298e-27,1.8197408929001439e-15,5.2141711702374166e-11,8.6958098741268889e-19,3.7553400354495954e-19,7.2449507893509582e-12,4.4087870043469691e-12,3.2631419891934889e-20,1.4755881021152728e-17,9.9480700124554672e-27,1.2659322692376026e-22,2.6248568592197125e-21,2.4959113077573224e-21,2.4138627144036579e-24,2.350911138727678e-27,5.1168977311907824e-28,9.5327604400530945e-26,1.3855300960428356e-31,2.0708770338101403e-35,2.9764845709400474e-34,8.1214588009209008e-33,2.434907490743951e-30,2.4734640910733535e-18,2.1860930161893306e-20,1.3994895322760289e-21,2.8995440126454567e-22,6.4902667788844607e-19,2.2670889899104538e-19,5.1963073780107372e-15,7.3109861380456683e-17,9.4595421353863051e-17,3.4489176834243033e-20,2.263240485229342e-20,2.3400726706943468e-20,3.2684749214759784e-28,2.9157823402225949e-27,1.1248614890048093e-19,5.8041476825358679e-29
8.848573685846387e-12,0.6211829046366005,154.0,0.0,0.0,0.0,0.9999662398704845,1.0,18.999999893299503,1.6325698667486926e-06,7.1890867268341282e-06,7.1025761166111789e-06,9.6385652578486441e-08,1.7490660743869965e-12,9.6423992583272159e-07,6.3412386417134874e-06,3.7850532309973618e-09,1.0419336550789509e-05,1.0256794153593895e-08,1.023443878156566e-15,2.6449470249761347e-10,7.5816280331352515e-17,3.491371847296274e-10,9.9260193783793561e-12,9.9294598965877361e-12,2.2471262102157615e-15,1.1933520577926644e-15,1.5940149077742412e-11,5.0454457598194714e-27,4.7141646553871667e-27,4.7142162560142523e-27,2.1248420893597696e-15,5.6315276789167049e-11,9.9729174732705139e-19,3.9714738027958211e-19,8.0364507709190311e-12,4.8904094884239596e-12,3.9940330175373606e-20,1.7094650129913508e-17,1.2780444165908424e-26,1.4807849823553511e-22,3.2163705833136302e-21,3.0652604802450639e-21,3.113306060618324e-24,3.182907129366575e-27,6.9319879261140073e-28,1.2261479896518555e-25,1.9717564822755302e-31,2.9824394546381153e-35,4.0337521641587475e-34,1.1411450952809609e-32,3.2991152809847122e-30,2.7281718005153157e-18,2.5246752612257595e-20,1.5476553531174182e-21,3.3281027425671446e-22,7.5207639722468643e-19,2.4996736080422398e-19,5.7271988856215978e-15,8.2767230504371845e-17,1.0955192576973668e-16,4.0073902114158929e-20,2.6276864457538645e-20,2.8193353577728526e-20,3.7746976193319035e-28,3.5129473533676256e-27,1.3019652773622736e-19,6.7179815665535292e-29
9.231525162026644e-12,0.6211829046062722,154.0,0.0,0.0,0.0,0.99996477972254827,1.0,18.999999884750199,1.7032226162218457e-06,7.5001632036732483e-06,7.4060494322938828e-06,1.0444360561701315e-07,1.8247499234158775e-12,9.6423864497313436e-07,6.6311790255491126e-06,3.7850549255869022e-09,1.0895741621362088e-05,1.0744181067892012e-08,1.109005178957483e-15,2.8607911585370829e-10,7.9418955093294347e-17,3.7941139896745409e-10,1.125788651326571e-11,1.126180218369895e-11,2.5528530457735502e-15,1.362769859743813e-15,1.73496662174286e-11,6.7730304803889021e-27,6.3284211207887838e-27,6.3284934055989037e-27,2.4281811202509435e-15,6.019831007691777e-11,1.1230191601648741e-18,4.1666065512765085e-19,8.7838131211895934e-12,5.3451704199774976e-12,4.7527667468067068e-20,1.9399003580981808e-17,1.5854429617746045e-26,1.6946318438113337e-22,3.8310660202589884e-21,3.6578319784291886e-21,3.8748068038177407e-24,4.1299913357411767e-27,8.9995268202067156e-28,1.5226473518666862e-25,2.6704723325279622e-31,4.0823548242201899e-35,5.2383911366915782e-34,1.5292960629421748e-32,4.2836785194623014e-30,2.967961607269845e-18,2.8569693829297637e-20,1.6873135771068178e-21,3.7477770234748086e-22,8.5361233482093996e-19,2.7184800828590402e-19,6.2265537595510201e-15,9.2027307483665494e-17,1.2428364753499035e-16,4.5585873430825619e-20,2.9872097441782301e-20,3.3079113130850741e-20,4.2715188727911528e-28,4.1217159326746395e-27,1.4762845192268247e-19,7.6174475313337826e-29
9.614476638206901e-12,0.6211829045749304,154.0,0.0,0.0,0.0,0.9999633195769666,1.0,18.999999875915115,1.7738751877390155e-06,7.8112387103762409e-06,7.7092347939297433e-06,1.1278722079434617e-07,1.9004335363276943e-12,9.6423736298555886e-07,6.9211189038165594e-06,3.7850536527606626e-09,1.1372146024505349e-05,1.1231568478409025e-08,1.1975997172126541e-15,3.0849064899725127e-10,8.3021633523321909e-17,4.1089412555643704e-10,1.270268395977201e-11,1.2707116283150701e-11,2.8848572347900504e-15,1.5474099774813346e-15,1.8818898149476157e-11,8.9832183568418708e-27,8.3936612160838369e-27,8.3937610909962265e-27,2.7602644145969907e-15,6.4201518711707213e-11,1.2595281968489771e-18,4.3623189321158429e-19,9.5643218557871988e-12,5.8200964674493683e-12,5.6166349125130508e-20,2.190055418178189e-17,1.9498702108221453e-26,1.9289672357860656e-22,4.5316022252938673e-21,4.334056087085591e-21,4.7801029780555248e-24,5.3024449724842799e-27,1.1560673923911087e-27,1.8745350063882278e-25,3.5724501053282771e-31,5.5187349719905658e-35,6.7309767418782817e-34,2.0258946740325765e-32,5.503484962638287e-30,3.2177357376986353e-18,3.216363773149159e-20,1.8329408289962416e-21,4.2009287338856477e-22,9.6383857862094304e-19,2.9462434697256278e-19,6.7462712829769067e-15,1.0182876247761475e-16,1.4027146137905815e-16,5.1578382796162439e-20,3.3779113809705915e-20,3.8547621884855069e-20,4.8088584949864871e-28,4.8030945957827363e-27,1.6653413996292215e-19,8.5929579082665214e-29
9.997428114387158e-12,0.6211829045425894,154.0,0.0,0.0,0.0,0.99996185943373894,1.0,18.999999866798248,1.8445275813005562e-06,8.1223132477386166e-06,8.0121362036190473e-06,1.2141249723911338e-07,1.9761169133133157e-12,9.6423608058403221e-07,7.211058276265235e-06,3.7850506843805529e-09,1.184854975980681e-05,1.1718955590414826e-08,1.2891850105933944e-15,3.3172929564277984e-10,8.6624309746883061e-17,4.4357970053852176e-10,1.4264821062364216e-11,1.4269813211707031e-11,3.2441789349629432e-15,1.7479044547432755e-15,2.0347846090973272e-11,1.1782977533875585e-26,1.1009856818089005e-26,1.1009993072054121e-26,3.1225666029402972e-15,6.8324927037427128e-11,1.4073738588221892e-18,4.5586106597688466e-19,1.0377954593187018e-11,6.3151736674734236e-12,6.5953018400379204e-20,2.4607220843457465e-17,2.3790496978062746e-26,2.1848532697846013e-22,5.3259470822895718e-21,5.1017752705503894e-21,5.8490442568310619e-24,6.7416520966294473e-27,1.4706505998207934e-27,2.2893813711336192e-25,4.7250697326567636e-31,7.37529817504293e-35,8.5647001306692486e-34,2.6552370561113742e-32,7.0019903774689528e-30,3.4774816977989864e-18,3.6037905864196394e-20,1.9845295865004101e-21,4.6888022491941946e-22,1.0831030617669839e-18,3.182940475676508e-19,7.2862985373736016e-15,1.121738581948635e-16,1.5756548260361066e-16,5.8071032532296015e-20,3.8010563931126287e-20,4.4638676842685067e-20,5.3881101791639171e-28,5.5620419569357515e-27,1.8697093293533965e-19,9.6474714268592545e-29
1e-11,0.6211829045092628,154.0,0.0,0.0,0.0,0.99996184962748769,1.0,18.999999866736079,1.8450020791297552e-06,8.1244024076517923e-06,8.0141695254807333e-06,1.2147136743701714e-07,1.9766251988147187e-12,9.6423607196899944e-07,7.2130054948877592e-06,3.7850506604829493e-09,1.1851749264508152e-05,1.1722228859069006e-08,1.2898101087663749e-15,3.3188816146164613e-10,8.6648505148984059e-17,4.4380326897443795e-10,1.4275718913633347e-11,1.4280714972459077e-11,3.2466868154653255e-15,1.7493059873203144e-15,2.0358316314033612e-11,1.1804045530814444e-26,1.1029543691334919e-26,1.102968022426288e-26,3.1251053303427096e-15,6.8353026063241606e-11,1.4084063848623014e-18,4.5599309046387652e-19,1.0383530841709091e-11,6.3185666746434273e-12,6.6022852777042246e-20,2.4626109973448205e-17,2.3821695790674657e-26,2.1866470663125806e-22,5.3316176884623316e-21,5.1072589498927755e-21,5.856824378173811e-24,6.7523223645938093e-27,1.4729836311983318e-27,2.2923985731895553e-25,4.7337792952053512e-31,7.3894038184446666e-35,8.5783008569309647e-34,2.6599743768689186e-32,7.0131045121414171e-30,3.4792598225709906e-18,3.6064893775773439e-20,1.9855677862706799e-21,4.6921989731195887e-22,1.083935376139917e-18,3.1845602706921869e-19,7.2899938760996201e-15,1.1224517759334883e-16,1.5768615728005619e-16,5.8116371866449534e-20,3.8040107475423465e-20,4.4681779832455372e-20,5.3921452107368678e-28,5.5674126002073231e-27,1.8711349073534434e-19,9.6548272349594737e-29
1.0380379590567416e-11,0.6211829045092628,154.0,0.0,0.0,0.0,0.99996039929286396,1.0,18.999999857403552,1.9151797969068215e-06,8.4333868162258809e-06,8.3147576074495844e-06,1.3031549007540511e-07,2.0518000544834032e-12,9.6423479725779525e-07,7.5009971430996934e-06,3.7850467050926794e-09,1.2324952827601835e-05,1.2206341939143826e-08,1.383719171345811e-15,3.5579505010689394e-10,9.0226980328488993e-17,4.7746249795641069e-10,1.5948686521116404e-11,1.5954283333904315e-11,3.6318534309157557e-15,1.9648823677332138e-15,2.1936511272929529e-11,1.5297318788248514e-26,1.4293845474024304e-26,1.4294029187159424e-26,3.5165805320336794e-15,7.2568559049612073e-11,1.5671241705542957e-18,4.7554815722761767e-19,1.1224688966881443e-11,6.8303880662890143e-12,7.6989147417744102e-20,2.7526902217299147e-17,2.8813990719997425e-26,2.4633653159999701e-22,6.2224694753137026e-21,5.9692299050862608e-21,7.1033014920666883e-24,8.4945418347521734e-27,1.8540398120657146e-27,2.7754455699248802e-25,6.184258908414158e-31,9.7522653579682516e-35,1.0799942905434222e-33,3.4458361426943203e-32,8.8285294455555052e-30,3.7471871544352476e-18,4.0201685278334147e-20,2.1420724241815125e-21,5.2126386857770793e-22,1.211752798015646e-18,3.4285480513721867e-19,7.846583153466893e-15,1.2306443912191364e-16,1.7621569603897963e-16,6.508337370157674e-20,4.2579065132171015e-20,5.1392771932267844e-20,6.0106475098881497e-28,6.4036034638290237e-27,2.0899591915229004e-19,1.0783933774201145e-28
1.0763331066747673e-11,0.6211829044749647,154.0,0.0,0.0,0.0,0.99995893915434164,1.0,18.999999847734905,1.9858318345581674e-06,8.7444594161160554e-06,8.6171028962807927e-06,1.3949230963885419e-07,2.1274829599030441e-12,9.6423351309504952e-07,7.7909355043018913e-06,3.7850420982901422e-09,1.2801355227860056e-05,1.2693727247297208e-08,1.4811608979670215e-15,3.8068790701517175e-10,9.3829643218382978e-17,5.1253692947257139e-10,1.7758648530015183e-11,1.7764896500408393e-11,4.0489111668782908e-15,2.198969845083973e-15,2.3584894939954997e-11,1.9671449487519233e-26,1.8381344489396948e-26,1.8381589508327099e-26,3.9438168404699813e-15,7.6932438400257601e-11,1.7393601738112217e-18,4.952931577949783e-19,1.2104502625467242e-11,7.36572571979357e-12,8.9381103319784661e-20,3.0667476748967014e-17,3.4660639336274392e-26,2.7655916951528752e-22,7.2299441540596127e-21,6.9450630874726978e-21,8.5664570927370732e-24,1.0614078531398992e-26,2.3179126656321199e-27,3.3417094451747349e-25,8.0156200929662994e-31,1.2768831346484578e-34,1.3504922667474292e-33,4.4309573879609037e-32,1.1038844846905189e-29,4.0268399332914348e-18,4.4664030446809713e-20,2.3055620122134851e-21,5.7736759332793178e-22,1.3501338908300046e-18,3.6830433687994947e-19,8.4270732610737045e-15,1.3450198035774512e-16,1.962719573805406e-16,7.2634906655601587e-20,4.7497202045313977e-20,5.8851055785838955e-20,6.6778242495722251e-28,7.3329061371078912e-27,2.3266593709651892e-19,1.2005277746479121e-28
1.1529234019108187e-11,0.6211829044035083,154.0,0.0,0.0,0.0,0.9999560188843547,1.0,18.999999827591065,2.1271353759975177e-06,9.3666017106620612e-06,9.2209804208413307e-06,1.5865214174884067e-07,2.2788480636163895e-12,9.6423094236884857e-07,8.3708107098279622e-06,3.7850316979197705e-09,1.3754158025793478e-05,1.3668494187675714e-08,1.6846047252302773e-15,4.3295490752603089e-10,1.0103494182643317e-16,5.8623852730816672e-10,2.1774233260342051e-11,2.1781929616539306e-11,4.9752741267333137e-15,2.720963387462575e-15,2.7060822773959816e-11,3.1695351068221346e-26,2.9617663127961491e-26,2.961808622241513e-26,4.9040856472874564e-15,8.6021032035661984e-11,2.1236784755803379e-18,5.3495687103445411e-19,1.3963278466988241e-11,8.4967150626045169e-12,1.1868283208579898e-19,3.7642718363852412e-17,4.9227695215465896e-26,3.445603700166775e-22,9.614906805942405e-21,9.2584788387620312e-21,1.2223903088487336e-23,1.6198288511906988e-26,3.5412340298601939e-27,4.7545851281542339e-25,1.3113376637594844e-30,2.1309837909510262e-34,2.064032008422923e-33,7.1452461702686673e-32,1.686924040064895e-29,4.6159395425151248e-18,5.4519984288843714e-20,2.6503525908595065e-21,7.0122884530496909e-22,1.6574700556983767e-18,4.2186069130405944e-19,9.6484647172439146e-15,1.5902223870815782e-16,2.4080140782280645e-16,8.9433298612918534e-20,5.843255988269347e-20,7.604782507778212e-20,8.1514135753216973e-28,9.4756219296223136e-27,2.8516718878946399e-19,1.4714278113389353e-28
1.2166787811403648e-11,0.621182904341181,154.0,0.0,0.0,0.0,0.99995358799712153,1.0,18.999999810020498,2.2447588851332971e-06,9.8844831415738696e-06,9.7228518106698862e-06,1.754032346764074e-07,2.4048468535978289e-12,9.6422880400478796e-07,8.8535095330966691e-06,3.7850226334594982e-09,1.4547289157840272e-05,1.4479906518347547e-08,1.8624719830300499e-15,4.7898625198955379e-10,1.0703275309247479e-16,6.5117601803921538e-10,2.5539702309072122e-11,2.554876063254788e-11,5.845032084150328e-15,3.2131431548461873e-15,3.0136452417768078e-11,4.6037873345683347e-26,4.3021187906636531e-26,4.3021836717302167e-26,5.818398638862522e-15,9.3953609373350689e-11,2.4870335120955686e-18,5.6815041745229149e-19,1.5611280767557897e-11,9.4994416357635887e-12,1.4823642552314301e-19,4.4191996134120217e-17,6.4810181032255792e-26,4.0938152880799218e-22,1.2023336338229884e-20,1.1598281941545508e-20,1.6150192877795713e-23,2.2554880298807825e-26,4.9353408406534018e-27,6.2683618159404778e-25,1.9280910908216102e-30,3.1845696151376016e-34,2.8774098807105323e-33,1.0393965843206859e-31,2.3515436682742929e-29,5.1365602000458244e-18,6.371260760039649e-20,2.9554423281905727e-21,8.1676748782855475e-22,1.9460242443989847e-18,4.6913373054567671e-19,1.0726368048848902e-14,1.8110969202197241e-16,2.8259511834247543e-16,1.0523248063344831e-19,6.8712329401606052e-20,9.2884050230750172e-20,9.5258268651322714e-28,1.1573410978612791e-26,3.3438529288814644e-19,1.7253872080587266e-28
1.2804341603699109e-11,0.6211829042763327,154.0,0.0,0.0,0.0,0.99995115711640747,1.0,18.999999791738951,2.3623819010360674e-06,1.0402361889093765e-05,1.022400621831219e-05,1.9286498223610595e-07,2.5308449904270018e-12,9.6422666759262499e-07,9.3362069535078045e-06,3.7850136083489778e-09,1.5340418437370997e-05,1.5291314704814357e-08,2.0478851629331855e-15,5.2731000980174151e-10,1.1303053372532558e-16,7.1934546797998295e-10,2.9710403851873143e-11,2.9720974146687552e-11,6.809378165284134e-15,3.7607335386881362e-15,3.3377620339839563e-11,6.5596227089643123e-26,6.1299641540312585e-26,6.1300614840733692e-26,6.8449507440325362e-15,1.022197697025353e-10,2.8929893311192045e-18,6.0150444002250464e-19,1.7350680475354928e-11,1.0557763893008951e-11,1.8310997235191408e-19,5.1454644359523349e-17,8.415530310492791e-26,4.8222822117175253e-22,1.4868163938930283e-20,1.4365525774133951e-20,2.1038917635170714e-23,3.0880874081819897e-26,6.763269512308968e-27,8.1502346569036409e-25,2.7798008443257886e-30,4.6651766869194649e-34,3.9441353880904713e-33,1.4840640305387073e-31,3.2232013082454027e-29,5.684600154103822e-18,7.3845082097244621e-20,3.2769233406675428e-21,9.4420588951125485e-22,2.265992718998416e-18,5.188413411250682e-19,1.1859619434934178e-14,2.0472178046268011e-16,3.2892589449063015e-16,1.2277643152435132e-19,8.0122711483290464e-20,1.1222516895429203e-19,1.1040759991709102e-27,1.3983306294487833e-26,3.8888879095579555e-19,2.0066185911547395e-28
1.344189539599457e-11,0.6211829042090219,154.0,0.0,0.0,0.0,0.99994872624221265,1.0,18.999999772762909,2.480004423707464e-06,1.0920237953286434e-05,1.0724460143394781e-05,2.1102088987357895e-07,2.6568424741089581e-12,9.6422453075719521e-07,9.8189029720117478e-06,3.7850046373621397e-09,1.6133545865943849e-05,1.6102718684976557e-08,2.2406691213237472e-15,5.7792615796305817e-10,1.1902828326592869e-16,7.9072209512454244e-10,3.4305940354735602e-11,3.4318180059231754e-11,7.8729364549938748e-15,4.3665441043938205e-15,3.6784332633436555e-11,9.1853813251678983e-26,8.5839701669206099e-26,8.5841133016774956e-26,7.9911658431526518e-15,1.1081961311451825e-10,3.344586837699422e-18,6.3501894232870493e-19,1.9181374867083679e-11,1.1671617756076849e-11,2.2393611939639595e-19,5.9466463762487191e-17,1.0792079713730362e-25,5.636356358454097e-22,1.8201558890155012e-20,1.761167908259449e-20,2.706091017338103e-23,4.1641783717814701e-26,9.1282230932028341e-27,1.0465082611618575e-24,3.9373274692806543e-30,6.7121777313481386e-34,5.324531635342277e-33,2.0835477857083693e-31,4.3512261312886942e-29,6.2600074298710436e-18,8.4955700647279848e-20,3.6147643352698158e-21,1.0841065867860293e-21,2.6189480664581213e-18,5.7097344224936217e-19,1.3047989748947679e-14,2.2985857344180902e-16,3.8002032232714376e-16,1.4215377353341894e-19,9.2720899461425555e-20,1.3427558846700273e-19,1.2701938240866863e-27,1.6730776487940557e-26,4.489332891444595e-19,2.3164408571066757e-28
1.407944918829003e-11,0.6211829041393061,154.0,0.0,0.0,0.0,0.9999462953745375,1.0,18.999999753108487,2.5976264531491249e-06,1.1438111334106378e-05,1.1224229702864261e-05,2.2985484559800133e-07,2.7828393046224621e-12,9.642223923813691e-07,1.0301597589091301e-05,3.7849955702995374e-09,1.692667144434877e-05,1.6914118506730052e-08,2.4406527767477649e-15,6.3083467364333335e-10,1.250260020683332e-16,8.6528138613389381e-10,3.9345764213985643e-11,3.9359838143842699e-11,9.0402956164767695e-15,5.0333628509840682e-15,4.0356595481927958e-11,1.2661088521137548e-25,1.183243140218197e-25,1.1832638138294499e-25,9.2645826278005373e-15,1.1975323731951542e-10,3.8449666534426383e-18,6.6869393215553981e-19,2.1103261334736111e-11,1.2840939220417265e-11,2.7138874002455371e-19,6.8263102849927611e-17,1.3684041576411722e-25,6.541473223190617e-22,2.20790563879874e-20,2.1391548781037536e-20,3.4407016660525573e-23,5.5382671967768035e-26,1.2151223210316936e-26,1.3285344589402815e-24,5.4879267222893193e-30,9.5007754342752393e-34,7.0893455971147618e-33,2.8807334492609191e-31,5.7934854332253789e-29,6.8627311643564787e-18,9.7081839247142473e-20,3.968934688246937e-21,1.2370297637452868e-21,3.0064562390355922e-18,6.2552004609714403e-19,1.4291251965096783e-14,2.5651898460765491e-16,4.361040485586351e-16,1.6345276085661632e-19,1.0656384924941618e-19,1.592428380135437e-19,1.4514949814147418e-27,1.9841679158248672e-26,5.1477260173110241e-19,2.6561636565380248e-28
1.4717002980585493e-11,0.6211829040672404,154.0,0.0,0.0,0.0,0.99994386451338224,1.0,18.99999973279143,2.7152479893626844e-06,1.195598203154021e-05,1.1723330639887286e-05,2.4935111108479636e-07,2.9088354819545789e-12,9.6422025358137113e-07,1.078429080439923e-05,3.7849863775305017e-09,1.7719795172011858e-05,1.7725514185672931e-08,2.6476690154395794e-15,6.8603553388910906e-10,1.3102369024787425e-16,9.4299909195581441e-10,4.4849179381890545e-11,4.4865259673796575e-11,1.0316009275362084e-14,5.7639564457689403e-15,4.4094415155818076e-11,1.7203129303981038e-25,1.6077641887437291e-25,1.607793562196205e-25,1.0672850057651402e-14,1.2902073770192716e-10,4.3973690589527956e-18,7.0252941616215558e-19,2.3116237385514574e-11,1.4065664355140886e-11,3.2618373436083745e-19,7.7880058587789549e-17,1.7172872155366034e-25,7.5431486092066944e-22,2.6559608387271264e-20,2.5763329902400102e-20,4.3289356231251615e-23,7.2736981009457847e-26,1.5973125954705717e-26,1.6691494737181045e-24,7.5379688957511072e-30,1.324888983110349e-33,9.3209283397042843e-33,3.9276417984748066e-31,7.6173549683779789e-29,7.4927215832216112e-18,1.1025997875766744e-19,4.3394044311559174e-21,1.4035332728069233e-21,3.4300766132452946e-18,6.8247124737480534e-19,1.558918092340459e-14,2.8470099838217259e-16,4.9740178919412477e-16,1.8676128314710154e-19,1.2170828158487523e-19,1.8733722333605261e-19,1.6485249078554042e-27,2.3342217841999726e-26,5.8665877404409938e-19,3.027087512513981e-28
1.5354556772880956e-11,0.6211829039928807,154.0,0.0,0.0,0.0,0.99994143365874655,1.0,18.999999711827101,2.8328690323497792e-06,1.2473850045624236e-05,1.2221778332505991e-05,2.6949431302284521e-07,3.0348310061043305e-12,9.6421811543516189e-07,1.1266982617602466e-05,3.784977146513819e-09,1.8512917048382488e-05,1.8536905687538554e-08,2.8615545994459799e-15,7.4352871562709935e-10,1.3702134755121399e-16,1.0238512235516323e-09,5.0835342961013248e-11,5.0853609016945538e-11,1.1704596396415029e-14,6.5610704545080449e-15,4.7997798009927761e-11,2.3069407270888755e-25,2.1560721398358219e-25,2.1561132518238352e-25,1.2223723006487571e-14,1.3862220737413826e-10,5.0051339395911512e-18,7.365253992280017e-19,2.5220200641581511e-11,1.5345729302860734e-11,3.8907981937595615e-19,8.835267707135731e-17,2.1348598381721782e-25,8.6469754664885438e-22,3.1705632060103912e-20,3.0788653127980827e-20,5.3942601882763972e-23,9.4435970935045837e-26,2.0756783326195131e-26,2.0772526065262516e-24,1.0216008927015627e-29,1.8225124555429005e-33,1.2114500526539498e-32,5.2868555773207993e-31,9.9007601244737226e-29,8.1499299782398459e-18,1.2452572603849068e-19,4.7261442372825855e-21,1.5841726526790648e-21,3.8913620412959255e-18,7.4181721522608717e-19,1.694155314769572e-14,3.1440184467494237e-16,5.64137337085391e-16,2.1216686856017944e-19,1.3821068397914343e-19,2.1877151623174459e-19,1.8618159726453904e-27,2.7258903333395187e-26,6.6484210323837508e-19,3.4305039277384346e-28
1.5992110565176418e-11,0.6211829039162794,154.0,0.0,0.0,0.0,0.99993900281063075,1.0,18.999999690230524,2.9504895821120464e-06,1.2991715376398324e-05,1.2719587802121006e-05,2.9026943463405607e-07,3.1608258770720475e-12,9.642159776852747e-07,1.1749673028864118e-05,3.7849679516045147e-09,1.930603707372531e-05,1.9348292974315469e-08,3.0821500765769797e-15,8.0331419579752201e-10,1.4301897369735494e-16,1.1078140476984762e-09,5.7323266776425942e-11,5.7343905208530641e-11,1.3210541655005157e-14,7.427429568362022e-15,5.2066750480670801e-11,3.0564894706358923e-25,2.8566808081192891e-25,2.8567375611005638e-25,1.3925058034344942e-14,1.4855773722927209e-10,5.6717007334118926e-18,7.7068188617063688e-19,2.7415048839861261e-11,1.6681070279565503e-11,4.6087931192625784e-19,9.97161541925105e-17,2.6310315012609319e-25,9.8586208213996328e-22,3.7583056606517071e-20,3.6532630645588717e-20,6.6625275815358569e-23,1.2131861283591658e-25,2.668931449894665e-26,2.5626439766776023e-24,1.3676143477905994e-29,2.4757703715813285e-33,1.5579482269623445e-32,7.0330796976408986e-31,1.273327065875481e-28,8.8343086852006056e-18,1.3991383465915788e-19,5.1291254083319446e-21,1.7795011449670685e-21,4.3918588987376262e-18,8.0354818631707849e-19,1.8348146690020725e-14,3.4561814771547072e-16,6.3653356890206e-16,2.3975668656322024e-19,1.5612731251739547e-19,2.5376066596156149e-19,2.0918877872158591e-27,3.161851772709207e-26,7.4957115788447946e-19,3.8676954856313614e-28
