Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436)
4.5261723741991994e-08,0.7504450015092723,154.0,0.0,0.0,0.0,0.73796394152177269,1.0,18.997521097869761,0.0098984045462458762,0.034011835221068834,0.021564739878134138,0.001419516172883643,6.0988305465598686e-09,1.5632783574244684e-06,0.063074947625023386,8.1925569478331271e-09,0.11440551593941456,3.8976847505985049e-05,1.3618768522181713e-11,0.0050263558154004578,2.6341377735672016e-13,3.3449482487116e-05,0.011094033997587844,0.011404517579076571,1.9794568368369465e-06,1.1764689372710251e-06,0.00091270932802799229,6.6197534552180161e-06,3.5411933928993572e-05,4.0305670111171184e-05,0.0002181154316163669,0.00072320998296221623,7.2014261674528161e-05,8.6389219617903538e-13,1.3800614637013081e-05,7.4291629361057048e-06,0.00014263696340060524,6.4474991788391897e-08,1.5977323249337348e-08,2.5107547606309453e-11,3.0801030136596881e-06,4.1286073087307742e-07,2.5781155822200845e-06,1.0266855153634958e-07,4.3076951980484371e-07,6.957081564392533e-07,3.2818820040527257e-08,6.6287521932858831e-09,2.7982671120543255e-13,1.6375933771449729e-07,2.5912474514343333e-08,7.7200335784249365e-10,5.0741903212966655e-11,5.8956375353856901e-13,1.8463053491887856e-12,4.6700914649508685e-09,1.0159314350347441e-13,1.9259745157288959e-09,4.9583169938499289e-11,3.4120197462504972e-07,9.7476483800974524e-11,6.1482904328078378e-11,2.6281764383363877e-10,6.8203220083591643e-19,2.5334740027475893e-17,1.2044660146399774e-10
4.5991106026633884e-08,0.7504461415647804,154.0,0.0,0.0,0.0,0.73447591970354598,1.0,18.997485346034491,0.010021558465102621,0.034376310425472109,0.021656268738717326,0.0014255459841382393,6.1641654349632375e-09,1.5566764817172374e-06,0.063918934559838117,8.1538343988888796e-09,0.11600650974608753,3.9394404096096926e-05,1.3676618235598444e-11,0.0051566051325290692,2.6623571308818099e-13,3.3592454104565745e-05,0.011360986389616601,0.011690012498978195,2.0270811733406214e-06,1.204774254426697e-06,0.00094611078638319988,6.9593792542561353e-06,3.7759163356354582e-05,4.3073609080636193e-05,0.00022575503369377673,0.00074075528520143328,7.5843367051183432e-05,8.9546283357878921e-13,1.3995904913377838e-05,7.5297094702016437e-06,0.00015019311710215492,6.6841647321810277e-08,1.6833449178544374e-08,2.5990880258375447e-11,3.2378782922180923e-06,4.2836298677791668e-07,2.7199040337347173e-06,1.0832478932782125e-07,4.5503607835933043e-07,7.4509369712191798e-07,3.4689071643528557e-08,7.1921817934560311e-09,2.9559020633956444e-13,1.7761372533219737e-07,2.7957056246054976e-08,8.1808898246272154e-10,5.3771327469055528e-11,6.247584874177348e-13,1.9480918868333646e-12,4.9272867717021211e-09,1.0296109143981248e-13,1.9500940134130189e-09,5.0204157519948428e-11,3.5113563902764897e-07,1.0031405954146094e-10,6.3272691809477733e-11,2.7046877660687069e-10,7.2275130599379823e-19,2.6072283583379129e-17,1.2393715946617651e-10
4.6720488311275775e-08,0.7504472867012458,154.0,0.0,0.0,0.0,0.73100805572641181,1.0,18.997449673892582,0.010143713562642057,0.034735974582259597,0.021742688942231494,0.0014312392236546004,6.2286371759251863e-09,1.5501128108619522e-06,0.064758111829577386,8.115335633998759e-09,0.11760074111959649,3.980644431535891e-05,1.3731238896285161e-11,0.0052876123839442624,2.6902036801906002e-13,3.3727477641641412e-05,0.01162838955028558,0.01197669109784816,2.0747856109520122e-06,1.2331271834611545e-06,0.00098015233653790104,7.3083845453202711e-06,4.0210649043667589e-05,4.5973198769711379e-05,0.00023348982098045135,0.0007583366927487611,7.9795995264904322e-05,9.2763776552803559e-13,1.4190369517432106e-05,7.6296829903411352e-06,0.00015799145265216246,6.9253820549700892e-08,1.7717398608943388e-08,2.6885368611945834e-11,3.4003699870330565e-06,4.4409813935594303e-07,2.8664561758203014e-06,1.1417143684447854e-07,4.8014220753824981e-07,7.9696777675252032e-07,3.6624929341063599e-08,7.7913172443798383e-09,3.1189908461716736e-13,1.9234021494068339e-07,3.0121665425983066e-08,8.6666109118173853e-10,5.696423916984729e-11,6.6185210798554676e-13,2.0553586069296004e-12,5.198329064613241e-09,1.0432705181001475e-13,1.9740457348177766e-09,5.0820825297676146e-11,3.6117745946736944e-07,1.0318251442152911e-10,6.5081956133526843e-11,2.7820317626116005e-10,7.6566787901726326e-19,2.6817853787534247e-17,1.2746548972558347e-10
4.7449870595917665e-08,0.7504484365902951,154.0,0.0,0.0,0.0,0.72756021471146104,1.0,18.997414080786356,0.010264876314014359,0.035090871592330299,0.021824108679676598,0.0014366030228836299,6.2922536523036269e-09,1.543587086168314e-06,0.065592507172871795,8.07705915579532e-09,0.11918824916387652,4.0213018542878261e-05,1.378269892302112e-11,0.0054193501015241431,2.7176808262199155e-13,3.385472133259716e-05,0.011896164482002026,0.012264486402096564,2.1225560542119635e-06,1.2615193467029082e-06,0.0010148331313071988,7.6667198267231581e-06,4.2768388757812212e-05,4.900762088513321e-05,0.00024131710734126972,0.00077594934406260562,8.3873100314244394e-05,9.604161879572381e-13,1.4384013226514332e-05,7.7290868028337807e-06,0.0001660337563685189,7.1711453180613313e-08,1.8629385772422892e-08,2.7790704410271355e-11,3.5675975210907322e-06,4.6006135589968255e-07,3.0178128175078847e-06,1.2021013319727513e-07,5.0609570854218315e-07,8.5140059465460829e-07,3.8627024857328613e-08,8.4276051924864746e-09,3.2875841368471196e-13,2.0797370501048552e-07,3.241082498818103e-08,9.1782760048038357e-10,6.0327737662190036e-11,7.0092702972166328e-13,2.1683704731036689e-12,5.4838887658770616e-09,1.0569151285692904e-13,1.9978328878596253e-09,5.1433255857721978e-11,3.7132622177718077e-07,1.0608150127602365e-10,6.6910478327850124e-11,2.8601990663377482e-10,8.1087734366560237e-19,2.7571360396990706e-17,1.3103116822446041e-10
4.8179252880559555e-08,0.7504495909105672,154.0,0.0,0.0,0.0,0.7241322625897878,1.0,18.997378566108587,0.010385053151544961,0.035441045113046694,0.021900634411084106,0.0014416443990873217,6.3550227032552579e-09,1.5370990504895145e-06,0.06642214814589556,8.0390034759035649e-09,0.12076907271793703,4.0614176878440979e-05,1.3831065639042946e-11,0.0055517913249447746,2.7447919548165343e-13,3.3974350721067907e-05,0.012164233922132776,0.012553332859460918,2.170378717471864e-06,1.2899425506159347e-06,0.0010501521716220086,8.0343274441534446e-06,4.5434325536574808e-05,5.2180023227550402e-05,0.0002492342037764486,0.00079358850570038859,8.8075577077086854e-05,9.9379715334288892e-13,1.4576840785613277e-05,7.8279241922481905e-06,0.00017432169403257031,7.4214476085981849e-08,1.9569610931706285e-08,2.87065789500048e-11,3.7395779050805248e-06,4.7624776729012625e-07,3.1740123607818491e-06,1.2644242113934691e-07,5.3290395056482533e-07,9.0846229315626157e-07,4.0695955863116744e-08,9.1025114791571979e-09,3.461729805579541e-13,2.245495308819208e-07,3.4829118277248414e-08,9.7169883663875041e-10,6.3869080977079033e-11,7.4206750746138264e-13,2.2874000332824065e-12,5.7846555390584813e-09,1.0705497419011743e-13,2.02145872122788e-09,5.2041532835834907e-11,3.8158073303856215e-07,1.0901067901835001e-10,6.875804325407631e-11,2.9391804795217827e-10,8.5847725660392146e-19,2.8332714748757016e-17,1.3463377841706506e-10
4.8908635165201446e-08,0.7504507493476162,154.0,0.0,0.0,0.0,0.72072406610385276,1.0,18.997343129299615,0.010504250465002024,0.0357865385568744,0.021972370886128471,0.0014463702567000566,6.4169521239696594e-09,1.5306484482177484e-06,0.067247062123477669,8.0011671149497067e-09,0.12234325035745125,4.1009969140973832e-05,1.387640528519892e-11,0.005684909593886572,2.7715404328518417e-13,3.4086528692086975e-05,0.01243252232838,0.012843166316227443,2.2182401222813529e-06,1.3183887842468533e-06,0.001086108309602781,8.4111418019526191e-06,4.8210345648243549e-05,5.5493516953546057e-05,0.00025723842094770878,0.0008112495707257684,9.2404261906688318e-05,1.0277795736145024e-12,1.4768856907561135e-05,7.9261984215438084e-06,0.000182856811872947,7.6762809518555853e-08,2.0538260486840913e-08,2.9632683375001455e-11,3.9163257826102015e-06,4.9265247357346908e-07,3.3350908180985053e-06,1.3286974776207211e-07,5.6057387338674356e-07,9.6822290961478719e-07,4.2832286160424574e-08,9.8175201453371869e-09,3.6414729330674981e-13,2.4210343998862246e-07,3.7381186776496023e-08,1.0283874879936132e-09,6.7595682688594753e-11,7.853595999329532e-13,2.4127273445515039e-12,6.1013381002656778e-09,1.084179466745713e-13,2.0449265239779485e-09,5.2645740907173628e-11,3.9193982175226604e-07,1.1196971268925193e-10,7.0624439638677299e-11,3.0189669696539486e-10,9.0856726518337641e-19,2.9101829772469396e-17,1.3827291128918618e-10
4.9638017449843336e-08,0.7504519115938195,154.0,0.0,0.0,0.0,0.71733549280865361,1.0,18.997307769844593,0.010622474601863515,0.036127395090071505,0.022039421164627121,0.0014507873886830096,6.478049665452285e-09,1.5242350253005589e-06,0.068067276300213322,7.9635486025861895e-09,0.12391082039634893,4.1400444866936749e-05,1.3918783032820086e-11,0.0058186789403418286,2.797929608104932e-13,3.4191415503931837e-05,0.01270095586390675,0.013133923994724314,2.2661270947244296e-06,1.346850217642093e-06,0.001122700251639758,8.7970895808354903e-06,5.1098276664620051e-05,5.895117392913467e-05,0.00026532707158000314,0.00082892805707288747,9.6859933275734189e-05,1.0623622230682715e-12,1.4960066273227031e-05,8.0239127322028597e-06,0.0001916405376489275,7.9356363331321906e-08,2.1535507093588015e-08,3.0568708955750977e-11,4.0978534766057492e-06,5.0927054929617379e-07,3.5010818320945348e-06,1.3949346527911211e-07,5.8911199039152137e-07,1.0307523295520348e-06,4.5036545901440817e-08,1.057413242707207e-08,3.8268558301442348e-13,2.606715669035565e-07,4.0071727811594643e-08,1.0880085546949506e-09,7.1515108606516777e-11,8.3089113138923812e-13,2.5446398887762919e-12,6.4346640058425783e-09,1.0978095230413647e-13,2.0682396250729302e-09,5.3245965774338558e-11,4.0240233800621046e-07,1.1495827350464104e-10,7.2509460103051365e-11,3.0995496707315407e-10,9.6124906298601782e-19,2.9878620002832726e-17,1.4194816541662025e-10
5.0367399734485226e-08,0.750453077348284,154.0,0.0,0.0,0.0,0.71396641107270631,1.0,18.997272487270841,0.010739731867583823,0.03646365763142722,0.022101886636926825,0.0014549024778713684,6.5383230342917227e-09,1.5178585292405463e-06,0.068882817691576365,7.9261464774985446e-09,0.12547182088841213,4.1785653308854769e-05,1.3958262996651263e-11,0.0059530738810224509,2.8239628091615842e-13,3.4289168819794566e-05,0.012969462382215004,0.013425544471085373,2.3140267627140446e-06,1.3753192002398115e-06,0.0011599265614776072,9.1920899613889761e-06,5.4099885647547167e-05,6.2556024176212697e-05,0.00027349747274307417,0.00084661960587155828,0.00010144331246494577,1.0975437412845407e-12,1.5150473531710976e-05,8.1210703443623565e-06,0.00020067418182732549,8.1995037196764472e-08,2.2561509793006565e-08,3.1514347354959478e-11,4.2841710367532867e-06,5.2609704860601154e-07,3.6720166973461202e-06,1.4631483189286968e-07,6.1852439197840993e-07,1.09612024093075e-06,4.7309231839841936e-08,1.1373865743869942e-08,4.0179180599462498e-13,2.8029040825390392e-07,4.2905492233143262e-08,1.1506792960769117e-09,7.5635073315760265e-11,8.7875165141728039e-13,2.6834324792537329e-12,6.7853794172780132e-09,1.1114452406203152e-13,2.0914013928745658e-09,5.3842294154232954e-11,4.1296715364022585e-07,1.1797603890253913e-10,7.4412901193126128e-11,3.1809198845251688e-10,1.0166263433107068e-18,3.0663001591828262e-17,1.4565914702251394e-10
5.182616430376901e-08,0.7504554182115198,154.0,0.0,0.0,0.0,0.70728619982436691,1.0,18.997202151072528,0.01097137079889577,0.037122571169326088,0.022213460498187537,0.0014622527165807282,6.6564278569107376e-09,1.5052153154437256e-06,0.070499989291146786,7.8519855890678025e-09,0.12857426415602247,4.2540463922986977e-05,1.4028780826355357e-11,0.0062236409908951991,2.8749745065705593e-13,3.446389282923328e-05,0.013506414139843161,0.014011134760100543,2.4098141895109772e-06,1.4322500978756078e-06,0.0012362758448319533,1.0008889134447846e-05,6.0450893404984953e-05,7.0219200928577622e-05,0.00029007282925684895,0.00088202506094341257,0.0001109957979844472,1.169697286264841e-12,1.552890016585414e-05,8.3137282477970743e-06,0.00021949588868153854,8.7407294190105286e-08,2.4700352436288744e-08,3.3433232687745516e-11,4.6712048808383078e-06,5.603554610582518e-07,4.0288315679622135e-06,1.605550810777508e-07,6.7999431949478518e-07,1.235649038913944e-06,5.2061704119690055e-08,1.310883996168312e-08,4.4172251871731071e-13,3.2282787981213331e-07,4.9021948198537161e-08,1.2856497987584695e-09,8.4508199122645063e-11,9.8182622453892931e-13,2.9828730675694959e-12,7.5420548114035069e-09,1.1387555188577764e-13,2.1372845955208812e-09,5.5023613301819257e-11,4.3439928012223078e-07,1.2409792458113993e-10,7.8274251229136497e-11,3.345988903551598e-10,1.1358918248981631e-18,3.2254211610829348e-17,1.531867561310221e-10
5.3139052416124404e-08,0.7504575341026565,154.0,0.0,0.0,0.0,0.70133936698688681,1.0,18.99713910746275,0.011176601543084093,0.037700307354095297,0.022299180616821093,0.0014678997796681455,6.7599799220092065e-09,1.4939602116258055e-06,0.071939730195947654,7.7859663591901845e-09,0.13134437173243391,4.3202267604164933e-05,1.4082958472680362e-11,0.0064690449352898857,2.9197005987802048e-13,3.4598277535224338e-05,0.01398923060912134,0.01454052753229943,2.4959432413108138e-06,1.4834405882283865e-06,0.0013071425177776392,1.0774012121068916e-05,6.6572009716372047e-05,7.7648916633483322e-05,0.00030524348480550311,0.00091389337710322781,0.00012003588725670555,1.2366673051729479e-12,1.586678692621394e-05,8.485248324073697e-06,0.0002373009374281337,9.2431428898483191e-08,2.6724978569790751e-08,3.5190028746461653e-11,5.0359726836137582e-06,5.9185097397318954e-07,4.3671396709262299e-06,1.7405799764254167e-07,7.383598874301198e-07,1.3716261141855731e-06,5.6577256959375e-08,1.4833308770297854e-08,4.7963664778294649e-13,3.6507770388973438e-07,5.5065256104576189e-08,1.4187737506524584e-09,9.3260162919526409e-11,1.0834906488800758e-12,3.2790032349559494e-12,8.2903916313663671e-09,1.1634097930630827e-13,2.1780964953133269e-09,5.6074364727063465e-11,4.5402719110843665e-07,1.2970439441904814e-10,8.1810505114714338e-11,3.4971605317772862e-10,1.2535287433650093e-18,3.3711455440331039e-17,1.600800004637197e-10
5.44519405284798e-08,0.7504596569789287,154.0,0.0,0.0,0.0,0.69545367691586457,1.0,18.99707630726957,0.011378795794573368,0.038263815044705045,0.022371548612510912,0.001472667262906648,6.860979467530879e-09,1.4828208950732731e-06,0.073364743351546163,7.7206259111695058e-09,0.13409377406852269,4.3847758140601495e-05,1.4128697472992438e-11,0.0067161008615542438,2.9633242141662324e-13,3.4711886392213779e-05,0.014471237127907747,0.01507182008814725,2.5819267402162274e-06,1.5345445803061038e-06,0.0013800360123326525,1.1566890443369593e-05,7.3085990737596084e-05,8.5600499233625679e-05,0.00032063770287446455,0.00094574167319036006,0.00012949843428570207,1.305550652909817e-12,1.6202145730650592e-05,8.6550138151503881e-06,0.00025593088344838988,9.75997501758234e-08,2.8844641411759556e-08,3.6973218305087338e-11,5.4163172319367562e-06,6.2394442132907332e-07,4.721847912026654e-06,1.8821667511972655e-07,7.996339582982911e-07,1.5178700784459366e-06,6.1320742379041871e-08,1.6721720524977325e-08,5.1944013378820051e-13,4.1131332300086141e-07,6.1648691163259886e-08,1.5636994958299374e-09,1.0278825283787805e-10,1.1941679258178144e-12,3.6023331058026375e-12,9.1074956807665082e-09,1.1881701475938698e-13,2.2184721967074497e-09,5.7113884871648812e-11,4.7397001776233485e-07,1.3540075975100325e-10,8.5403460078130599e-11,3.6507562224292042e-10,1.3815977302694183e-18,3.5192066419151027e-17,1.6708323311888729e-10
5.57648286408352e-08,0.7504617853169199,154.0,0.0,0.0,0.0,0.68962839141562216,1.0,18.99701374895357,0.011577988842219734,0.038813335447109333,0.022431098072224338,0.001476590333240959,6.9594698047319608e-09,1.4717959495260226e-06,0.074775179982016063,7.6559560498403948e-09,0.13682268389850194,4.4477212333961558e-05,1.4166335217486762e-11,0.0069646767129837453,3.0058640595888138e-13,3.480554916512714e-05,0.014952071977569707,0.015604700321899955,2.6677001579241459e-06,1.5855237214846344e-06,0.0014549432008169347,1.2386812610212802e-05,8.0000756226712821e-05,9.4089805122068488e-05,0.00033624025396104351,0.00097754875091448268,0.00013938568189572192,1.3763349087100936e-12,1.65350025696573e-05,8.8230427464613915e-06,0.00027538931273605349,1.0291133369798316e-07,3.1059796806301346e-08,3.8781047658602843e-11,5.8122214622063357e-06,6.5660681431711456e-07,5.0930574049697575e-06,2.0303519189371465e-07,8.6383733081541754e-07,1.6747746193190025e-06,6.6293893072504942e-08,1.8783375551320045e-08,5.6114648755315057e-13,4.6175735960772187e-07,6.8801585360127452e-08,1.7211848776332252e-09,1.1314233296796483e-10,1.3144368122123037e-12,3.9548317968231344e-12,9.9983526341774894e-09,1.2130714101138521e-13,2.2584326843301234e-09,5.8142713979737961e-11,4.9422198750438535e-07,1.4118537017482168e-10,8.9052075138524455e-11,3.8067314701517616e-10,1.5207690189508488e-18,3.6695615530594172e-17,1.7419444117003904e-10
5.7077716753190596e-08,0.7504639176565436,154.0,0.0,0.0,0.0,0.68386278084726948,1.0,18.99695143124465,0.011774215554812529,0.039349107085786511,0.022478346642301625,0.0014797031062355869,7.0554937632831992e-09,1.4608839751572657e-06,0.076171189519743554,7.5919486750697818e-09,0.13953131135357857,4.5090903907375595e-05,1.4196199009038543e-11,0.0072146449493467879,3.0473386338236646e-13,3.4880070838847264e-05,0.015431389896227256,0.016138868657865298,2.7532019043249797e-06,1.6363414054544563e-06,0.0015318497034760112,1.3233007555783041e-05,8.7323485036113776e-05,0.00010313208106654996,0.00035203609883287555,0.001009294561978433,0.00014969933945960148,1.4490064696334746e-12,1.6865383115783274e-05,8.9893529298962147e-06,0.00029567870024018941,1.083651657191423e-07,3.3370771179874882e-08,4.061178409669252e-11,6.2236484558780243e-06,6.8980928353980367e-07,5.4808469218674214e-06,2.1851673155508001e-07,9.309867471051358e-07,1.8427281235399822e-06,7.1498120292455537e-08,2.1027662792533851e-08,6.0476658474418772e-13,5.1663423685358343e-07,7.6553643910292478e-08,1.8920065640714917e-09,1.2437350726529096e-10,1.4448904413290382e-12,4.3385351568754984e-12,1.0968117645114099e-08,1.2381494084447701e-13,2.2979992999675773e-09,5.9161401491023633e-11,5.1477756785971904e-07,1.4705664395689775e-10,9.2755352627095526e-11,3.9650436211788094e-10,1.6717295080290134e-18,3.8221691606639817e-17,1.8141169605015777e-10
5.839060486554599e-08,0.7504660525996503,154.0,0.0,0.0,0.0,0.67815612411841764,1.0,18.996889353109015,0.011967510386008642,0.039871365788117744,0.022513796392818662,0.0014820386701380386,7.1490936883287778e-09,1.4500835885217552e-06,0.077552919626343711,7.5285957816021228e-09,0.1422198639922895,4.5689103487403748e-05,1.4218606294491564e-11,0.0074658824195839727,3.0877662263722193e-13,3.4936232184321979e-05,0.01590886175522787,0.016674037674696641,2.8383732696661424e-06,1.6869627378444685e-06,0.0016107399458375211,1.4104649335078122e-05,9.5060599516418986e-05,0.00011274193230436424,0.00036801041458361922,0.001040960172695988,0.00016044060088518265,1.5235506047918244e-12,1.7193312727325077e-05,9.1539619662847668e-06,0.00031680044338419194,1.1396014715275523e-07,3.5777765348946001e-08,4.2463718953584973e-11,6.6505424121148189e-06,7.2352314171931766e-07,5.8852735473133269e-06,2.3466360904003835e-07,1.0010950048494738e-06,2.0221130217556231e-06,7.6934522505522438e-08,2.3464040894302528e-08,6.5030873872661884e-13,5.7616971657762917e-07,8.4934900531990815e-08,2.0769587533026921e-09,1.36534034342178e-10,1.5861353342239569e-12,4.7555427469908297e-12,1.2022107709661793e-08,1.2634409251637117e-13,2.3371937257716477e-09,6.0170505609003155e-11,5.3563146882842026e-07,1.530130687070093e-10,9.6512338613030664e-11,4.1256518915261336e-10,1.8351816160998991e-18,3.9769901503338793e-17,1.887331543704759e-10
5.970349297790139e-08,0.7504681888082216,154.0,0.0,0.0,0.0,0.67250770866766663,1.0,18.996827513719069,0.01215790737924001,0.040380344670401858,0.022537934177395344,0.0014836291096391476,7.2403114378213419e-09,1.4393934224836255e-06,0.078920516213520281,7.4658894588403265e-09,0.14488854683081331,4.6272078587990059e-05,1.4233864893175783e-11,0.0077182702376322769,3.1271649164199125e-13,3.497479031761133e-05,0.016384174229118538,0.017209931738439637,2.9231583655618178e-06,1.7373545011598534e-06,0.0016915972155677568,1.5000861827630322e-05,0.00010321775348160428,0.00012293329396282209,0.00038414861783168567,0.0010725277283537438,0.00017161016315973975,1.5999515090984737e-12,1.7518816452015608e-05,9.3168872478763061e-06,0.00033875489705175967,1.1969509761771529e-07,3.8280858507519006e-08,4.4335170327762695e-11,7.0928296188882205e-06,7.5771994065946627e-07,6.306373362854054e-06,2.5147729799313122e-07,1.0741710755850808e-06,2.2133051771011981e-06,8.2603894556567975e-08,2.6102019578863855e-08,6.9777877740916038e-13,6.4059044571664273e-07,9.397567301186975e-08,2.2768518394679053e-09,1.4967723964190788e-10,1.7387903808434752e-12,5.2080146230124942e-12,1.3165793527595752e-08,1.2889836491984183e-13,2.3760379663181482e-09,6.117059283998109e-11,5.5677864506678087e-07,1.5905320199907269e-10,1.0032212329545109e-10,4.2885173837235218e-10,2.0118421012500694e-18,4.1339870262139578e-17,1.9615705867229129e-10
6.101638109025679e-08,0.7504703250028828,154.0,0.0,0.0,0.0,0.6669168304442169,1.0,18.996765912425779,0.012345440172593182,0.040876274125456365,0.022551231988437035,0.0014845055293335014,7.3291883804477791e-09,1.4288121262983201e-06,0.08027412346386012,7.4038218907160085e-09,0.14753756237323642,4.6840093595287918e-05,1.4242273220900968e-11,0.00797169366123965,3.1655525717325544e-13,3.4996479251853014e-05,0.016857029459777111,0.017746286644027876,3.0075040649111795e-06,1.7874851190763867e-06,0.0017744037187377504,1.5920723425989696e-05,0.00011179982354253161,0.0001337194056900536,0.00040043638533287845,0.0011039804174792379,0.00018320824529733179,1.6781923564613468e-12,1.7841919030708517e-05,9.4781459608109779e-06,0.00036154140973727194,1.2556875944298487e-07,4.0880012357202717e-08,4.6224485502469229e-11,7.5504194185265484e-06,7.9237152295246564e-07,6.7441621558471073e-06,2.6895845911217513e-07,1.1502202280020603e-06,2.4166733163423769e-06,8.850673725085091e-08,2.8951141376388762e-08,7.4718012333940294e-13,7.1012351266286982e-07,1.0370651920256369e-07,2.4925110471272179e-09,1.6385742554242355e-10,1.9034857971767086e-12,5.698167947097362e-12,1.4404790927509223e-08,1.3148161247081559e-13,2.4145543296645557e-09,6.2162237503875559e-11,5.7821429787445004e-07,1.6517567193551119e-10,1.0418384135861021e-10,4.4536031020509156e-10,2.2024408527432416e-18,4.2931241256691279e-17,2.0368173811020162e-10
6.232926920261219e-08,0.7504724599612649,154.0,0.0,0.0,0.0,0.6613827938826804,1.0,18.996704548733543,0.012530142003659013,0.041359381811822887,0.022554147307650731,0.0014846980768649992,7.4157653935813495e-09,1.4183383655361015e-06,0.08161388385155148,7.3423853553742107e-09,0.15016711064175939,4.7393409755211327e-05,1.4244120512371691e-11,0.0082260419737910425,3.2029468478380178e-13,3.5002010441896779e-05,0.017327144715052693,0.018282849265317952,3.0913599408818927e-06,1.8373246201743176e-06,0.0018591406354193721,1.6863271682237381e-05,0.00012081090376511853,0.00014511278951109905,0.00041685967208845163,0.0011353024361092938,0.00019523460760904472,1.7582553523358431e-12,1.8162644901055992e-05,9.6377550875827812e-06,0.00038515836071193339,1.3157980162519736e-07,4.3575075362063041e-08,4.813004307672292e-11,8.0232051643485339e-06,8.2745006859615719e-07,7.1986361491059407e-06,2.8710696933067833e-07,1.2292441555574677e-06,2.6325785041026256e-06,9.4643267297660703e-08,3.2020963767560231e-08,7.9851387660098002e-13,7.8499601486699491e-07,1.1415819356391563e-07,2.7247750381086722e-09,1.7912977964458431e-10,2.0808620613153001e-12,6.2282734415049699e-12,1.5744851890195081e-08,1.3409776976351037e-13,2.4527654074761483e-09,6.3146021223033878e-11,5.9993387697569675e-07,1.7137917765340715e-10,1.0809667229138758e-10,4.6208739661849274e-10,2.4077196583039118e-18,4.4543676324415236e-17,2.1130560906265545e-10
6.364215731496758e-08,0.7504745925164735,154.0,0.0,0.0,0.0,0.6559049118733995,1.0,18.99664342227732,0.01271204571435104,0.041829892644535994,0.022547123451811132,0.001484235965755726,7.5000828614097969e-09,1.407970821940009e-06,0.082939938163016064,7.2815722247614957e-09,0.15277738920682252,4.7932285163173708e-05,1.4239687041174178e-11,0.0084812083690395165,3.2393651874050877e-13,3.4992073321571938e-05,0.017794252042589987,0.01881937721341919,3.1746782050569324e-06,1.8868446011733169e-06,0.0019457881745285064,1.7827507886544138e-05,0.00013025430346192817,0.00015712523079636326,0.00043340472717765866,0.0011664789521955948,0.00020768857116528692,1.8401217855593966e-12,1.8481018201177427e-05,9.7957314094926233e-06,0.00040960319794620508,1.3772682373341488e-07,4.636578709890657e-08,5.0050254833132341e-11,8.5110651644881366e-06,8.6292813695322168e-07,7.66977274572477e-06,3.059219516124501e-07,1.3112411073468e-06,2.8613736590676052e-06,1.0101342752943157e-07,3.5321041796224072e-08,8.517788998266157e-13,8.6543463903590687e-07,1.2536160437755242e-07,2.974494498879585e-09,1.9555028177026595e-10,2.271568834621852e-12,6.8006517089964162e-12,1.7191855231918352e-08,1.3675084602458816e-13,2.4906940543558263e-09,6.4122532391565119e-11,6.2193308208870793e-07,1.7766248977034164e-10,1.1205984066920069e-10,4.7902968232087583e-10,2.6284309540590606e-18,4.6176855882336286e-17,2.1902717566773072e-10
6.495504542732298e-08,0.7504767215555352,154.0,0.0,0.0,0.0,0.65048250572848998,1.0,18.996582532801707,0.012891183755691147,0.042288028787436524,0.022530589913700425,0.0014831474979187386,7.5821806737765939e-09,1.3977081935108675e-06,0.084252425517444829,7.2213749643733759e-09,0.15536859321713381,4.8456974754227101e-05,1.4229244334374649e-11,0.0087370898386848802,3.2748248194778607e-13,3.4967335833470258e-05,0.018258097919409019,0.019355638503196999,3.2574136447540858e-06,1.9360181896832562e-06,0.0020343256278404832,1.8812401559165977e-05,0.00014013254796920786,0.00016976776226285524,0.00045005810747823013,0.0011974960702547169,0.00022056903735008282,1.9237720794079631e-12,1.8797062773316984e-05,9.9520915090903399e-06,0.00043487247658840914,1.4400835975540262e-07,4.92517826791363e-08,5.1983567360999625e-11,9.0138636096854951e-06,8.9877870434954457e-07,8.1575312846298035e-06,3.2540180518016552e-07,1.3962060213985826e-06,3.103403111451445e-06,1.076168973297868e-07,3.8860911201150348e-08,9.0697190478705153e-13,9.5166525505378065e-07,1.3734777174533524e-07,3.2425307149259387e-09,2.1317561010148213e-10,2.4762638730201363e-12,7.4176694397236242e-12,1.875179699786004e-08,1.3944491937836181e-13,2.528363366490331e-09,6.5092365623649172e-11,6.4420786427589775e-07,1.8402445076643094e-10,1.1607261639398473e-10,4.9618404579361824e-10,2.8653365629362455e-18,4.7830479026515061e-17,2.2684503028180194e-10
