Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620)
1.9158848137646332e-07,0.5206916023525111,154.0,0.0,0.0,0.0,0.9722889796514661,1.0,18.995706054960259,0.0025498344673763754,0.0098577111809991288,0.0059963149497938156,0.0032825106491060183,6.2203422636794021e-09,7.2083792840087492e-09,0.00093753911955162862,3.8987422133753264e-12,0.0010439765745954479,4.1386661369560273e-05,6.9669281594281793e-11,0.0022279160492923748,5.6806695557905644e-13,1.2994028689530686e-06,0.00036088656791466418,0.00036243800466683081,1.8162496464989856e-07,1.2238300025923707e-07,0.00072047109888116918,1.4774773547261664e-07,2.364193680725821e-07,2.395472900835722e-07,0.00068960868717420369,0.00024199167653631573,3.8137067025868062e-05
1.9625862605017326e-07,0.5206913385376962,154.0,0.0,0.0,0.0,0.97161115957269106,1.0,18.995588115262947,0.0026063043128204291,0.010054412007004587,0.0061024160367114857,0.0033406180081579613,6.3444268326360984e-09,7.2038095220737324e-09,0.00096002761252784151,3.8960242501579186e-12,0.0010690916454643964,4.221226038681148e-05,7.0902574764169582e-11,0.0023312605698949736,5.7939900085401891e-13,1.3224600766599122e-06,0.00037726578067821137,0.00037897887617058159,1.898671305283236e-07,1.2793678852386112e-07,0.00076639021159964486,1.6388857258005036e-07,2.6508001576101849e-07,2.686771983179598e-07,0.00073579280287836804,0.00025138491380695752,4.1552532006980229e-05
2.009287707238832e-07,0.5206910740178331,154.0,0.0,0.0,0.0,0.97093380393441686,1.0,18.995469430244821,0.002662517946614801,0.01024865291481322,0.0062063988688505611,0.0033975636796064503,6.4669575188262153e-09,7.1992428536975405e-09,0.00098249877711070223,3.8933081492548822e-12,0.0010941908951358965,4.3027520675338077e-05,7.2111211824955333e-11,0.0024365613747825816,5.9058913832664314e-13,1.3450574576598783e-06,0.00039391974525858771,0.00039580776491194295,1.9824746928744637e-07,1.3358368206505427e-07,0.00081395035062352059,1.8127420730883337e-07,2.9634876373091547e-07,3.0047127996169572e-07,0.00078366717220427985,0.00026080820685474889,4.516480504128578e-05
2.0559891539759313e-07,0.5206908087654569,154.0,0.0,0.0,0.0,0.97025693891196918,1.0,18.995350001006432,0.0027184763550012901,0.010440427519394396,0.0063082690026795745,0.003453350745372548,6.5879303068552288e-09,7.1946794729543981e-09,0.0010049526256206154,3.8905940156028754e-12,0.001119274334511996,4.3832415516229954e-05,7.3295258188899189e-11,0.0025437901738125631,6.0163700125515755e-13,1.3671961987015904e-06,0.00041084192269092031,0.00041291887626380107,2.0676268677289949e-07,1.393214611878184e-07,0.00086315617877201446,1.9995832792973334e-07,3.3038371761339887e-07,3.3509266691688093e-07,0.00083323180448918006,0.00027025318625725032,4.8978095970552581e-05
2.1026906007130307e-07,0.5206905427552035,154.0,0.0,0.0,0.0,0.96958058946456882,1.0,18.995229829318738,0.0027741805222851156,0.010629731100363334,0.0064080335050240448,0.003507983114623072,6.7073422322823298e-09,7.1901195640948899e-09,0.0010273891709703879,3.8878819493368589e-12,0.0011443419750652387,4.4626925182813508e-05,7.4454796824873103e-11,0.0026529186774584723,6.1254231887891836e-13,1.3888778150523702e-06,0.00042802577318671849,0.00043030643265655949,2.1540948847156353e-07,1.4514790595459496e-07,0.00091401107745552219,2.1999456056465659e-07,3.6734733482869212e-07,3.7270914231414823e-07,0.00088448518011372381,0.00027971171950287317,5.2996402054060399e-05
2.14939204745013e-07,0.5206902759637431,154.0,0.0,0.0,0.0,0.96890477935797981,1.0,18.995108917598372,0.0028296314307603484,0.010816560560560438,0.006505700897467632,0.0035614654932674449,6.8251913557439195e-09,7.1855633033498858e-09,0.0010498084266372268,3.8851720457356833e-12,0.0011693938288107877,4.5411036769126924e-05,7.5589927613244588e-11,0.0027639186140064865,6.2330491405080622e-13,1.4101041384406226e-06,0.00044546476080307778,0.00044796467764866594,2.2418458186359131e-07,1.5106079777110919e-07,0.00096651717813727822,2.4143637555895567e-07,4.0740631674935914e-07,4.1349304066846294e-07,0.00093742430296269537,0.00028917591832460133,5.7223503528338786e-05
2.1960934941872294e-07,0.5206900083697331,154.0,0.0,0.0,0.0,0.9682295311885355,1.0,18.994987268882785,0.0028848300606372098,0.01100091438310158,0.0066012810998763776,0.0036138033529768887,6.9414767357365042e-09,7.1810108585603251e-09,0.0010722104066352755,3.882464395366974e-12,0.0011944299082792241,4.6184744008634219e-05,7.6700766687538444e-11,0.0028767617462360263,6.3392470075358534e-13,1.4308773048049875e-06,0.00046315235797878717,0.00046588787984214072,2.3308467870774565e-07,1.5705792092598889e-07,0.0010206753950595996,2.6433699574172155e-07,4.5073149457892281e-07,4.5762114153930048e-07,0.00099204475380134803,0.00029863814502353642,6.1662960006431521e-05
2.2427949409243288e-07,0.5206897399537623,154.0,0.0,0.0,0.0,0.9675548664083814,1.0,18.994864886805033,0.0029397773899713189,0.011182792587107828,0.006694785373273112,0.003665002899850776,7.0561984004104933e-09,7.1764623879103254e-09,0.0010945951254887315,3.8797590843172278e-12,0.0012194502264900248,4.6948047085974678e-05,7.778744576738387e-11,0.0029914198875779386,6.4440168152758576e-13,1.4511997419028461e-06,0.00048108204993451271,0.0004840703366427353,2.4210649725844308e-07,1.6313706408380698e-07,0.0010764854590676713,2.887493067826917e-07,4.9749770945897238e-07,5.0527455719861989e-07,0.0010483407443475723,0.00030809101782473954,6.6318107678043522e-05
2.2894963876614282e-07,0.5206894706982934,154.0,0.0,0.0,0.0,0.96688080535179299,1.0,18.994741775568642,0.0029944743945949448,0.011362196682275104,0.0067862262622498566,0.0037150710428303186,7.1693573192390176e-09,7.1719180422171362e-09,0.0011169625982055586,3.8770561941115402e-12,0.0012444547969257514,4.7700952449276031e-05,7.8850111491059736e-11,0.0031078649177392584,6.547359448774628e-13,1.4710741568149872e-06,0.00049924733893337602,0.00050250637786296163,2.5124676441174281e-07,1.6929602173236486e-07,0.0011339459523982498,3.1472576983688874e-07,5.4788368719649067e-07,5.5663861468735685e-07,0.0011063051718611366,0.00031752741529515255,7.1192057282724386e-05
2.3361978343985275e-07,0.5206892005876076,154.0,0.0,0.0,0.0,0.96620736726244039,1.0,18.994617939922357,0.003048922048050344,0.011539129622461956,0.0068756175370994019,0.0037640153619608826,7.2809553736566209e-09,7.1673779648431112e-09,0.0011393128402518242,3.8743558018484329e-12,0.0012694436335069518,4.8443472614714044e-05,7.988892474144207e-11,0.0032260687977876102,6.6492766259229207e-13,1.4905035233855738e-06,0.00051764174839931973,0.00052119036916732989,2.6050221778007264e-07,1.7553259558055247e-07,0.0011930543442988594,3.4231833664731741e-07,6.020719080188184e-07,6.1190273265861828e-07,0.0011659296740741812,0.00032694047985898703,7.6287692823708922e-05
2.382899281135627e-07,0.520688929607745,154.0,0.0,0.0,0.0,0.96553457032148338,1.0,18.99449338513493,0.003103121321525217,0.011713595758441164,0.0069629741358233771,0.0038118440765904349,7.3909953268287917e-09,7.1628422896201286e-09,0.0011616458675266857,3.8716579805149942e-12,0.0012944167505678024,4.9175625964468399e-05,8.090405996785888e-11,0.003346003584687827,6.749770869906339e-13,1.5094910696359316e-06,0.00053625882689066983,0.00054011671535889765,2.6986960769439462e-07,1.8184459590610705e-07,0.0012538070273610121,3.7157836725675522e-07,6.6024847170741917e-07,6.7126029334962078e-07,0.0012272046843111607,0.0003363236204417412,8.1607670993745843e-05
2.429600727872726e-07,0.5206886577464463,154.0,0.0,0.0,0.0,0.96486243167637686,1.0,18.994368116970065,0.0031570731837903421,0.011885600789953436,0.0070483121061751895,0.0038585660135873529,7.4994807938176993e-09,7.1583111436620009e-09,0.001183961696338032,3.8689627988720279e-12,0.0013193741628324826,4.9897436549215587e-05,8.1895704515198004e-11,0.0034676414452857931,6.8488454818829281e-13,1.528040265183741e-06,0.00055509215192698681,0.00055927986350694497,2.793456991314839e-07,1.8822984285581805e-07,0.0013161993544489072,4.0255655046495577e-07,7.2260295847843863e-07,7.349085100421976e-07,0.0012901194866481102,0.0003456705142784535,8.7154421280547068e-05
2.4763021746098254e-07,0.5206883849930951,154.0,0.0,0.0,0.0,0.96419096747027488,1.0,18.994242141661438,0.0032107786011394113,0.012055151717220897,0.0071316485478879008,0.0039041905756614062,7.606416210999511e-09,7.1537846478184202e-09,0.0012062603433788057,3.866270321550673e-12,0.0013443158853923044,5.0608933884782434e-05,8.2864057951821591e-11,0.0035909546697359836,6.9465045130577056e-13,1.5461548086981551e-06,0.00057413533366772987,0.00057867430591602488,2.8892727356690151e-07,1.9468616769428326e-07,0.0013802256761062937,4.3530282715488254e-07,7.8932828598396272e-07,8.0304829037817451e-07,0.0013546622709658894,0.00035497510792416586,9.2930146717546145e-05
2.5230036213469247e-07,0.5206881113386568,154.0,0.0,0.0,0.0,0.96352019287191781,1.0,18.994115465888026,0.0032642385373311089,0.012222256792067449,0.0072130015552313853,0.0039487277098696023,7.7118068046085519e-09,7.1492629134808911e-09,0.0012285418257040196,3.863580609475013e-12,0.0013692419336835953,5.1310152741511891e-05,8.3809331396357059e-11,0.003715915684371031,7.0427527360461578e-13,1.5638386154267997e-06,0.00059338201844178135,0.0005982945829371626,2.9861113075354695e-07,2.0121141400031733e-07,0.0014458793783254399,4.6986631659784797e-07,8.6062056281360353e-07,8.7588409590241912e-07,0.0014208201877568155,0.00036423161750702481,9.8936825243679032e-05
2.569705068084024e-07,0.5206878367756202,154.0,0.0,0.0,0.0,0.96285012210589205,1.0,18.993988096749604,0.0033174539535334455,0.012386925468768057,0.0072923901600372423,0.0039921878763784701,7.815658560222991e-09,7.14474604587519e-09,0.0012508061607084647,3.8608937197117041e-12,0.0013941523234663343,5.200113294238821e-05,8.4731746859040108e-11,0.0038424970640129441,7.1375956169123772e-13,1.581095804823593e-06,0.00061282589212727603,0.00061813528562230198,3.083940904235226e-07,2.0780343881553862e-07,0.0015131529205679552,5.0629524583263999e-07,9.3667893886495945e-07,9.5362379819597166e-07,0.0014885794025538877,0.00037343452826473427,0.00010517621163578878
2.6164065148211234e-07,0.5206875612979379,154.0,0.0,0.0,0.0,0.96218076848316592,1.0,18.993860041742618,0.0033704258082703623,0.012549168354769468,0.0073698342753164532,0.004034582017552006,7.9179781918383642e-09,7.1402341454463616e-09,0.0012730533661051285,3.8582097054891825e-12,0.0014190470708035452,5.268191915777989e-05,8.5631536587182469e-11,0.0039706715437269231,7.2310392869082139e-13,1.5979306883010098e-06,0.00063246068338159637,0.00063819105822343148,3.1827299391474662e-07,2.1446011374115255e-07,0.0015820378739331263,5.4463688219898287e-07,1.0177054529399509e-06,1.0364785319508024e-06,0.0015579251498616538,0.00038257859340523875,0.00011164983997725927
2.663107961558223e-07,0.5206872849009674,154.0,0.0,0.0,0.0,0.96151214443180189,1.0,18.993731308736411,0.0034231550573706111,0.012708997161411736,0.0074453546395830085,0.0040759215274314949,8.0187731099043738e-09,7.1357273031884422e-09,0.0012952834599043309,3.8555286167547992e-12,0.0014439261920414471,5.3352560690867494e-05,8.6508942410548108e-11,0.0041004120300198793,7.3230905134171673e-13,1.6143477571354133e-06,0.00065228016672175151,0.00065845660053812842,3.2824470572337058e-07,2.2117932598110557e-07,0.0016525249593749485,5.849374690920733e-07,1.1039048779149709e-06,1.1246625453293423e-06,0.0016288417864767975,0.00039165883233269113,0.0001183590266264616
2.709809408295322e-07,0.5206870075814112,154.0,0.0,0.0,0.0,0.9608442615277526,1.0,18.993601905949795,0.0034756426539189113,0.012866424654746068,0.007518972761994684,0.0041162182216633253,8.1180513908481764e-09,7.1312256042700364e-09,0.0013174964603935681,3.8528504999978335e-12,0.0014687897037903527,5.4013111276107401e-05,8.7364215107927068e-11,0.0042316916114870842,7.413756672009545e-13,1.6303516705503174e-06,0.00067227816545572367,0.00067892667010357468,3.3830611497952044e-07,2.2795897933848703e-07,0.0017246040858731747,6.2724216499229408e-07,1.1954845638273166e-06,1.2183930479470939e-06,0.0017013128440940206,0.00040067052828019324,0.00012530487364835322
2.7565108550324215e-07,0.52068672933726,154.0,0.0,0.0,0.0,0.96017713052565856,1.0,18.993471841928141,0.0035278895482093943,0.013021464606574461,0.0075907108684114891,0.0041554843079292499,8.2158217466038652e-09,7.1267291309118259e-09,0.0013396923861180761,3.8501753981374755e-12,0.0014936376229063074,5.4663628877606276e-05,8.8197613783162702e-11,0.0043644835689114932,7.503045718560986e-13,1.6459472439951351e-06,0.00069244855446573626,0.00069959608424141986,3.4845413684840921e-07,2.3479699516125982e-07,0.0017982643884680994,6.7159498581206623e-07,1.2926542792140314e-06,1.3178900568109341e-06,0.0017753210811002308,0.00040960922539093873,0.00013248827267257332
2.803212301769521e-07,0.5206864501677343,154.0,0.0,0.0,0.0,0.95951076138956093,1.0,18.993341125520818,0.0035798966877012791,0.013174131745829615,0.0076605918484595583,0.0041937323569330633,8.3120934927428189e-09,7.122237955847299e-09,0.001361871255862109,3.8475033512452338e-12,0.0015184699664734795,5.5304175474476547e-05,8.9009405239869101e-11,0.0044987613848214104,7.5909661603397117e-13,1.6611394376412218e-06,0.00071278526284470635,0.00072045972195611567,3.5868571385931795e-07,2.4169131323374868e-07,0.0018734942660740778,7.1803875058988889e-07,1.3956260510306645e-06,1.4233762405377207e-06,0.0018508485334682231,0.00041847072528912211,0.00013990990914174368
2.8499137485066203e-07,0.5206861700732269,154.0,0.0,0.0,0.0,0.9588451633234546,1.0,18.993209765859245,0.0036316650169768228,0.01332444171036376,0.0077286392036864104,0.0042309752739860922,8.4068765186146433e-09,7.1177521459610566e-09,0.0013840330886309331,3.8448343963662986e-12,0.0015432867517872657,5.5934816863359062e-05,8.9799863383253504e-11,0.004634498752513109,7.6775270286137019e-13,1.675933345116289e-06,0.00073328227638743717,0.00074151252568959043,3.6899781715947391e-07,2.4863989262353882e-07,0.001950281418992056,7.6661503055006424e-07,1.5046140034670803e-06,1.5350767621680525e-06,0.0019278765646692064,0.00042725108318140997,0.00014757026691430381
2.8966151952437196e-07,0.5206858890552472,154.0,0.0,0.0,0.0,0.95818034480161252,1.0,18.993077772335383,0.0036831954777014758,0.013472410999251078,0.0077948769968840034,0.0042672262712305222,8.5001812580635889e-09,7.1132717674360313e-09,0.0014061779036335185,3.8421685672040679e-12,0.0015680879963381217,5.6555622465590007e-05,9.0569268637369333e-11,0.0047716695845459716,7.7627378517934312e-13,1.6903341824894949e-06,0.0007539336399383968,0.00076274950293533754,3.7938744769517901e-07,2.5564071248033308e-07,0.002028612886046608,8.1736410153564692e-07,1.619834195966922e-06,1.6532191208800836e-06,0.0020063859145314188,0.00043594660352904357,0.00015546963318695741
2.943316641980819e-07,0.5206856071163656,154.0,0.0,0.0,0.0,0.95751631359861289,1.0,18.992945154580813,0.0037344890085862399,0.013618056925712304,0.0078593298026407715,0.0043024988405419712,8.5920186581451501e-09,7.1087968769552113e-09,0.0014283057202659473,3.8395058950388531e-12,0.0015928737177961047,5.7166665115641594e-05,9.1317907357297681e-11,0.00491024802071855,7.8466086271285684e-13,1.7043472775216609e-06,0.00077473345959817766,0.00078416572771519753,3.8985163732443932e-07,2.626917727803291e-07,0.0021084750812785007,8.7032489981188432e-07,1.7415044607471125e-06,1.7780329928986274e-06,0.0020863567469798852,0.00044455383532980054,0.00016360810370266276
2.9900180887179184e-07,0.5206853242601592,154.0,0.0,0.0,0.0,0.95685307681901111,1.0,18.992811922446361,0.0037855465453521904,0.013761397570700986,0.007922022659184071,0.0043368067271408618,8.6824001503083272e-09,7.1043275247688064e-09,0.0014504165580955033,3.8368464085965837e-12,0.0016176439339961064,5.7768020870277477e-05,9.2046071273237345e-11,0.0050502084355346661,7.9291497942661186e-13,1.717978059197454e-06,0.0007956759047909502,0.00080575634192226939,4.0038744985738105e-07,2.6979109502892076e-07,0.002189853830128762,9.2553498122772165e-07,1.869844240103586e-06,1.9097500718851678e-06,0.0021677686965996326,0.00045306956704813458,0.00017198558821099493
3.036719535455018e-07,0.520685040491159,154.0,0.0,0.0,0.0,0.95619064092659756,1.0,18.992678085982298,0.0038363690206971316,0.013902451737233503,0.0079829810215679038,0.0043701639039370787,8.771337622961478e-09,7.0998637631476705e-09,0.0014725104368454509,3.8341901334354707e-12,0.0016423986629237632,5.8359768829307904e-05,9.2754056957418408e-11,0.0051915254451694766,8.0103722099905834e-13,1.7312320475479377e-06,0.00081675521019545843,0.0008275165565335581,4.1099198202662277e-07,2.7693672291952087e-07,0.002272734405054903,9.8303048371379709e-07,2.0050744237787838e-06,2.0486039090842263e-06,0.0022506009139714555,0.00046149082123076932,0.00018060181614872522
3.083420982192117e-07,0.5206847558147963,154.0,0.0,0.0,0.0,0.95552901177319394,1.0,18.992543655419173,0.0038869573642643456,0.014041238905567079,0.008042230716243718,0.0044025845466382002,8.858843391167218e-09,7.0954056350067776e-09,0.0014945873763804911,3.8315370930862572e-12,0.0016671379227020504,5.8941990929643127e-05,9.3442165279427678e-11,0.0053341739139460024,8.090287120904936e-13,1.7441148437712217e-06,0.00083796567754228994,0.00084944165269608776,4.2166236439409566e-07,2.841267229377496e-07,0.0023571015605255256,1.0428460930867394e-06,2.1474171866553319e-06,2.1948297534909479e-06,0.0023348321097365872,0.00046981484884376669,0.00018945634250965574
3.1301224289292165e-07,0.5206844702373535,154.0,0.0,0.0,0.0,0.95486819462694206,1.0,18.992408641149211,0.0039373125026133972,0.014177779189236026,0.0080997978970524954,0.0044340830096398316,8.9449301691136741e-09,7.0909531754337892e-09,0.0015166473966928813,3.8288873090518717e-12,0.0016918617315785159,5.951477176233639e-05,9.4110700896604229e-11,0.0054781289603331564,8.1689061381885398e-13,1.7566321206634558e-06,0.00085930167728031574,0.00087152698269032111,4.3239576218965228e-07,2.9135918492721302e-07,0.0024429395673444274,1.1050150121215236e-06,2.2970958270289302e-06,2.3486643922938515e-06,0.0024204405973532661,0.00047803912336580627,0.00019854855387396568
3.176823875666316e-07,0.5206841837659127,154.0,0.0,0.0,0.0,0.95420819420004011,1.0,18.992273053708342,0.0039874353591929411,0.014312093292001839,0.0081557090026745625,0.0044646738027088427,9.0296110451345598e-09,7.0865064247791174e-09,0.001538690517889196,3.826240799776642e-12,0.0017165701079131454,6.0078198411434502e-05,9.4759971777112049e-11,0.0056233659624769419,8.2462412144439254e-13,1.7687896133657088e-06,0.00088075765011535307,0.00089376797077482073,4.4318937608276068e-07,2.9863222261721997e-07,0.0025302322462595777,1.1695689328461617e-06,2.454334605702054e-06,2.5103459918357538e-06,0.0025074043345141585,0.00048616133467107399,0.00020787767456857242
3.223525322403415e-07,0.520683896408308,154.0,0.0,0.0,0.0,0.95354901467589448,1.0,18.992136903758873,0.0040373268543155115,0.014444202465823765,0.0082099907155537225,0.0044943715684795243,9.1128994526977012e-09,7.0820654145655011e-09,0.0015607167601777413,3.8235975820174717e-12,0.0017412630701668678,6.0632360255749438e-05,9.5390288702053484e-11,0.0057698605632767637,8.322304617664939e-13,1.7805931104286973e-06,0.00090232810842425068,0.00091616011391616216,4.5404044289663681e-07,3.0594397409555417e-07,0.0026189630008176764,1.2365380120061018e-06,2.6193585861287208e-06,2.6801139393249056e-06,0.0025957009631999736,0.00049417938273366017,0.00021744277293140666
3.2702267691405146e-07,0.520683608173079,154.0,0.0,0.0,0.0,0.9528906597356519,1.0,18.992000202072767,0.0040869879051341988,0.014574128469831939,0.008262669922313089,0.004523191060772664,9.1948091442158223e-09,7.0776301659732052e-09,0.0015827261438565853,3.8209576711061739e-12,0.0017659406368906508,6.1177348793528281e-05,9.6001964803258537e-11,0.0059175886750192433,8.397108907279051e-13,1.7920484452027522e-06,0.00092400763754768925,0.00093869898240816606,4.6494623625915476e-07,3.1329260224593949e-07,0.0027091148494296168,1.3059508496394131e-06,2.7923934758291261e-06,2.8582086855174301e-06,0.0026853078483504308,0.00050209137118391387,0.00022724276765384785
3.316928215877614e-07,0.5206833190694229,154.0,0.0,0.0,0.0,0.95223313258408648,1.0,18.991862959515551,0.0041364194256212176,0.014701893530327236,0.0083137736756835438,0.0045511471237357336,9.2753541690764144e-09,7.073200709204215e-09,0.0016047186893021891,3.8183210793554077e-12,0.0017906028267151745,6.1713257503671066e-05,9.6595315147362547e-11,0.0060665264835823391,8.4706669135515395e-13,1.8031614875564866e-06,0.00094579089696509233,0.00096138022038455833,4.7590406718997149e-07,3.2067629515512153e-07,0.0028006704566155994,1.3778344706979628e-06,2.973665469281525e-06,3.044871588581066e-06,0.0027762021151385521,0.00050989560074574819,0.00023727643417689051
3.3636296626147133e-07,0.5206830291071521,154.0,0.0,0.0,0.0,0.95157643597481134,1.0,18.991725187030873,0.0041856223265482806,0.014827520301925379,0.0083633291579442645,0.0045782546718151403,9.3545488461998539e-09,7.0687770669006536e-09,0.0016266944169586485,3.8156878176386869e-12,0.001815249658341092,6.2240181657221939e-05,9.7170656286840842e-11,0.0062166504522226948,8.5429917131015745e-13,1.813938135921797e-06,0.00096767262135515368,0.00098419954622919691,4.8691128463684226e-07,3.2809326646439689e-07,0.0028936121634037305,1.4522143096445846e-06,3.163401092487336e-06,3.2403447593392066e-06,0.0028683606848397712,0.00051759056258225428,0.00024754241111811764
3.4103311093518127e-07,0.5206827382966507,154.0,0.0,0.0,0.0,0.95092057223480531,1.0,18.991586895625694,0.0042345975154687221,0.014951031829802775,0.0084113636458734379,0.0046045286705644886,9.4324077390194237e-09,7.0643592473564953e-09,0.0016486533473275078,3.8130578961117886e-12,0.0018398811505298375,6.2758218147669807e-05,9.7728305843360439e-11,0.0063679373249593768,8.6140966061345868e-13,1.8243843096676665e-06,0.00098964762154551186,0.001007152752888012,4.9796527595467036e-07,3.3554175568810454e-07,0.0029879220168602953,1.5291141979514758e-06,3.3618270493940735e-06,3.4448709080832373e-06,0.0029617603092924462,0.00052517493157543127,0.00025803920670797328
3.5037340028260114e-07,0.5206821541751014,154.0,0.0,0.0,0.0,0.94961135067773261,1.0,18.991308800315057,0.0043318683713200563,0.015191803071949721,0.0085029790224012986,0.004654636030481267,9.5841775315667262e-09,7.0555411549626318e-09,0.0016925208984399412,3.8078081009573499e-12,0.0018890981918951897,6.3768023095220374e-05,9.8791803923950756e-11,0.0066739081792475032,8.752700881828678e-13,1.8443089728251954e-06,0.001033857078076864,0.0010534443542342823,5.2020332399424727e-07,3.5052637694457513e-07,0.0031805730509844449,1.690561384645159e-06,3.7856567678799254e-06,3.8820550757146987e-06,0.0031521890760513528,0.00054000746848318574,0.00027971867329963207
3.58779660695279e-07,0.5206816256791806,154.0,0.0,0.0,0.0,0.94843591512419678,1.0,18.991056851056921,0.0044186424046696133,0.015401500972453835,0.0085805054841698331,0.0046970324655252107,9.7163523260620248e-09,7.0476249237745506e-09,0.0017319444542367756,3.8030947689013101e-12,0.0019333412574127832,6.4647452184714348e-05,9.9691642338928543e-11,0.0069530316220654826,8.873409967513264e-13,1.8611705075754142e-06,0.0010739141210226253,0.0010955239950003167,5.4035212392481335e-07,3.6410320535543299e-07,0.0033584529132505789,1.8446883958226223e-06,4.1990970847309693e-06,4.3089238436518754e-06,0.0033275838159664223,0.00055296875275987866,0.00030000218439603756
3.671859211079569e-07,0.5206810946182858,154.0,0.0,0.0,0.0,0.94726319719616536,1.0,18.990803393134886,0.0045046926167546788,0.015604717984373141,0.0086535290677901573,0.0047369614273357567,9.8444345914501585e-09,7.0397277101927103e-09,0.0017713139073267535,3.7983923354062771e-12,0.001977534916847126,6.5499651551828282e-05,1.0053911012281905e-10,0.0072355743064955232,8.9903815445126276e-13,1.8770535830663124e-06,0.0011141962341893155,0.001137975403055108,5.6061363391050884e-07,3.7775598205527012e-07,0.0035404758615279063,2.0072769914954693e-06,4.644212139246853e-06,4.7689104941709587e-06,0.0035066336177939105,0.00056555878949333363,0.00032100506346502888
3.755921815206348e-07,0.5206805610685996,154.0,0.0,0.0,0.0,0.94609319800598546,1.0,18.990548491302498,0.0045900241822966256,0.015801598073996899,0.0087222081971477985,0.0047745098132318583,9.9685153114024258e-09,7.0318495640707712e-09,0.0018106293782059358,3.7937008014681506e-12,0.0020216792807855547,6.6325226567987813e-05,1.0133605167369518e-10,0.0075214110656480829,9.1036987019526185e-13,1.891992592041702e-06,0.00115467599553231,0.0011807767476554531,5.8097404972345636e-07,3.9147540535259463e-07,0.0037265301268092415,2.1784075368759392e-06,5.1223110809140278e-06,5.2634327162439116e-06,0.0036892008026711931,0.00057777560334692265,0.00034271473147826889
3.839984419333127e-07,0.5206800251091096,154.0,0.0,0.0,0.0,0.94492591589036878,1.0,18.990292210008061,0.0046746422413570408,0.015992286699489145,0.0087867000086754282,0.0048097638087717786,1.0088686398211544e-08,7.023990450125121e-09,0.0018498909873428443,3.7890201626541464e-12,0.0020657744598907152,6.7124788760482401e-05,1.0208429619127343e-10,0.0078104198246486262,9.2134453792260224e-13,1.9060216508412837e-06,0.0011953268236751897,0.0012239069760838438,6.014199910156669e-07,4.0525245914000738e-07,0.0039165028934947804,2.3581434872549394e-06,5.6346934961839456e-06,5.7939029958106737e-06,0.0038751481799933992,0.00058961861296822325,0.00036511773731286141
3.9240470234599057e-07,0.5206794868214875,154.0,0.0,0.0,0.0,0.94376134674937506,1.0,18.990034613215165,0.0047585518992509885,0.016176930295404152,0.0088471599344830086,0.0048428086595530932,1.0205040377552964e-08,7.0161503099158711e-09,0.0018890988550693169,3.7843504052191409e-12,0.0021098205648044576,6.7898953735856058e-05,1.0278565291825402e-10,0.0081024816077641792,9.3197060760303409e-13,1.919174508609007e-06,0.0012361229802057509,0.0012673458063773855,6.2193850244270562e-07,4.1907841368646285e-07,0.0041102807020923391,2.5465315683219808e-06,6.1826469449930283e-06,6.3617261144378687e-06,0.004064339468887998,0.00060108851017297467,0.00038819986682016045
4.0081096275866845e-07,0.520678946289215,154.0,0.0,0.0,0.0,0.94259948436034724,1.0,18.989775764241688,0.0048417582265012239,0.016355675796896563,0.0089037413308647312,0.0048737284678918207,1.0317670104251167e-08,7.0083291582278784e-09,0.0019282531014851957,3.7796914990545609e-12,0.0021538177060643152,6.8648339323346355e-05,1.0344190695771638e-10,0.0083974805363923408,9.4225655898503866e-13,1.9314844663621399e-06,0.0012770395694482709,0.001311073718082518,6.4251705350751706e-07,4.3294482558792037e-07,0.0043077498206342962,2.7436020238982159e-06,6.767444605605818e-06,6.9682967480720278e-06,0.0042566396768861517,0.00061218714300666699,0.00041194624728727725
4.0921722317134634e-07,0.5206784035973097,154.0,0.0,0.0,0.0,0.94144032066796302,1.0,18.989515725616322,0.0049242662588292367,0.016528670202336396,0.0089565951490645831,0.0049026060126679989,1.042666845734577e-08,7.0005269189936011e-09,0.0019673538463756525,3.7750434135194775e-12,0.0021977659940314248,6.9373563486252573e-05,1.0405481521377473e-10,0.0086953038188866474,9.5221087429529739e-13,1.9429843052409656e-06,0.0013180525359706775,0.0013550719412901728,6.6314353731241181e-07,4.4684353682823412e-07,0.004508796586143074,2.9493689244157526e-06,7.3903430297972692e-06,7.614997168464323e-06,0.0044519154386418259,0.00062291740323139496,0.00043634144691580534
