Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260)
1.0503052170852844e-05,0.49111720402194575,154.0,0.0,0.0,0.0,0.95302907177976115,0.99981251933869042,18.984639012755146,0.0026515032486962675,0.0029325879091679605,0.00041909860302043878,0.0018044440918824694,5.6153070608226215e-09,1.240701032874807e-11,7.3233424876897426e-05,5.8873835362918721e-16,4.9974309598818194e-05,3.8529061533392405e-05,9.9691215207771566e-11,0.01378394866571905,1.2571227813605213e-12,9.9049374156576107e-09,3.5671700622524241e-05,5.4298209512317794e-05,4.1608033760658799e-08,3.2192052335159858e-08,0.012886966668475872,1.0055405698568552e-07,2.5540075019935412e-07,2.5980058944160465e-07,0.011141238622046034,0.0001706976071253429,0.00088462241279488058,1.6788510771004532e-12,5.9427074535986127e-10,8.4502799138664067e-10,1.7321012025382218e-05,1.4312480755109225e-08,1.7595209431842703e-10,2.2063450778489298e-12,5.9667634026377e-06,8.252088674442088e-09,2.7020270082750595e-07,1.0077761781079195e-06,7.9397825079509531e-09,0.0011240012887677858,3.1317283452630641e-07,2.6758266757431801e-06,1.1490289508687446e-15,7.16433336719273e-07,1.1316474575560871e-06,1.1862276280989296e-07,5.1117179885611002e-07,1.8557331244980528e-12,1.1149596959747834e-11,1.098327040547293e-07,3.8188475226809025e-15,5.8759843316587767e-12,4.5351477067458976e-13,1.3882470141114978e-08,4.5591163388006043e-11,4.2641944380686456e-11,9.0002224806288037e-11,4.3024497122237437e-14,5.7727723764572883e-16,3.8470595816771764e-11,2.7288592891764377e-20,4.5988303224889687e-15,5.0164839401674053e-12,2.386262144435935e-14,9.8683378398766674e-07,4.6656358987985141e-12,2.5538976615448731e-06,4.7658837197240602e-06,1.6280474330868456e-07,2.8965140523813646e-05,0.00015354900238262077,6.4378231529672292e-10,3.7829940607075206e-08,3.7186158291778475e-08,4.5285685250583114e-07,3.4985737318110478e-11,3.5092334404898532e-07,0.0011238444682415503
1.0554361063711672e-05,0.49111703215875974,154.0,0.0,0.0,0.0,0.95281071406364404,0.99981153191405181,18.984565862422922,0.0026556730172303238,0.0029321291548526393,0.00041895890662306578,0.0018038365081165561,5.6144090113973804e-09,1.2404296966452431e-11,7.3582318886888291e-05,5.8860344018062924e-16,5.0212847977065715e-05,3.8522899484988264e-05,9.9657647617531066e-11,0.013858722816646097,1.2569217260065856e-12,9.9016362784386818e-09,3.577736621843031e-05,5.4578047285840315e-05,4.1731137591773235e-08,3.2287297571663266e-08,0.012959771099821969,1.013795968351357e-07,2.5859127336051972e-07,2.6307324137596483e-07,0.011202285486379001,0.00017071282044371823,0.00089038673401943189,1.6883294327125341e-12,5.9711323590986047e-10,8.4906196615778395e-10,1.7480386674701524e-05,1.4393348067344794e-08,1.775747661447142e-10,2.2184345273544307e-12,5.96581536721109e-06,8.2973467596370647e-09,2.7199962459021183e-07,1.0144792497770517e-06,8.0005709748058294e-09,0.0011298647699244536,3.1561776592018637e-07,2.7100172540335874e-06,1.1578261324480305e-15,7.2558417016852255e-07,1.1460930050548685e-06,1.1929278377635145e-07,5.1405773030280301e-07,1.8662149271217316e-12,1.1212820991169134e-11,1.1045554291364043e-07,3.8405045025774846e-15,5.9095628154958993e-12,4.561064097750629e-13,1.4042075697661e-08,4.6115159567720235e-11,4.3132044130058203e-11,9.1036650047558576e-11,4.3267401268179016e-14,5.8391207525617368e-16,3.8912381051094419e-11,2.7601967227382612e-20,4.6516419645663581e-15,5.0798178150033664e-12,2.3997343058086678e-14,9.9366596285269059e-07,4.6979376498161275e-12,2.5877881991344335e-06,4.7650835417336896e-06,1.6278867057509475e-07,2.8963444978498049e-05,0.00015453871492300837,6.4399873703533115e-10,3.8053834960720569e-08,3.7409836223685231e-08,4.5270443522787136e-07,3.4973962351258611e-11,3.5080519606052489e-07,0.0011296381809524426
1.06056699565705e-05,0.49111686037403524,154.0,0.0,0.0,0.0,0.95259249083344821,0.99981054464258068,18.984492742620585,0.0026598003972471171,0.0029316659481097469,0.00041882001903434,0.001803232416590113,5.6135023721129813e-09,1.2401587149993963e-11,7.3931130303493372e-05,5.8846865308921029e-16,5.0451334170573295e-05,3.8516678788166905e-05,9.9624273048293795e-11,0.013933467718422521,1.2567187582401562e-12,9.8983542620625283e-09,3.5882424990100132e-05,5.4857792049800265e-05,4.1853532819072517e-08,3.2381994552058597e-08,0.013032546270368506,1.0220433394388621e-07,2.6180007581424656e-07,2.6636519462438044e-07,0.011263300539823997,0.00017072768590579141,0.00089615053251143834,1.697803912374195e-12,5.9995510450261927e-10,8.5309498582755282e-10,1.7640202834562532e-05,1.4474182879010863e-08,1.7920194875504651e-10,2.2305176772534738e-12,5.9648783099369042e-06,8.3425812874958179e-09,2.7379663517121331e-07,1.021182613060004e-06,8.0613765801290416e-09,0.001135726671142856,3.1806344508596451e-07,2.7444283528189994e-06,1.1666257942712378e-15,7.3479401287726538e-07,1.1606339622674156e-06,1.1996258655015291e-07,5.169427018692182e-07,1.8766933174297267e-12,1.1276024703280249e-11,1.1107818163378551e-07,3.8621545394620637e-15,5.9431343689641229e-12,4.5869751398148384e-13,1.4202581672506553e-08,4.6642109169551032e-11,4.3624906249876919e-11,9.207690564225208e-11,4.351022462257653e-14,5.9058430894594244e-16,3.9356654190598777e-11,2.7917106324643435e-20,4.7047510144076155e-15,5.1435263264964734e-12,2.4132019862499417e-14,1.000499783388185e-06,4.7302471624616948e-12,2.6219065167054346e-06,4.7642930576083179e-06,1.6277296176841192e-07,2.8961818283282418e-05,0.00015552819540966636,6.4421646024910867e-10,3.8277707459746524e-08,3.7633490999497416e-08,4.5255289571286354e-07,3.4962254892764988e-11,3.5068772894500214e-07,0.0011354299483602249
1.0656978849429328e-05,0.49111668866779234,154.0,0.0,0.0,0.0,0.95237440175515142,0.9998095575224607,18.984419653340844,0.0026638857602203966,0.0029311983738214259,0.00041868192630670946,0.0018026317573155892,5.6125874610683197e-09,1.2398877263397961e-11,7.427985917657167e-05,5.8833390665201981e-16,5.0689768212702892e-05,3.8510401051606911e-05,9.959108802164288e-11,0.014008183274566145,1.2565139282516695e-12,9.8950910376594549e-09,3.598688080492092e-05,5.5137444339835038e-05,4.1975223954223675e-08,3.2476146787731191e-08,0.013105292156256382,1.0302823314524403e-07,2.6502709677224151e-07,2.6967639421512187e-07,0.011324283841259013,0.00017074221554101894,0.0009019137903460261,1.7072745131300301e-12,6.0279635153607936e-10,8.5712705097292105e-10,1.7800457467078988e-05,1.4554985163582008e-08,1.8083361111322149e-10,2.2425945391535747e-12,5.9639520321486319e-06,8.3877923014897857e-09,2.7559372613002735e-07,1.0278862438812047e-06,8.1221987014154437e-09,0.0011415870035716806,3.2050984484607958e-07,2.7790598633102762e-06,1.1754278462505073e-15,7.440628360040544e-07,1.1752703292670683e-06,1.2063216983050799e-07,5.1982670828793952e-07,1.8871682729272507e-12,1.1339207978989822e-11,1.1170061906208999e-07,3.883797593247791e-15,5.9766989302807598e-12,4.6128807853024443e-13,1.4363987775043463e-08,4.7172011210514081e-11,4.4120529820736184e-11,9.312298965002582e-11,4.3752966742051772e-14,5.9729392626926721e-16,3.9803414406426774e-11,2.8234009595596985e-20,4.758157372928391e-15,5.20760841044347e-12,2.426665161169622e-14,1.0073352311332346e-06,4.7625643683659125e-12,2.656252550996876e-06,4.763512092507424e-06,1.6275761672775167e-07,2.8960261098590621e-05,0.00015651744517337728,6.4443548746601405e-10,3.8501558604578469e-08,3.7857123117112458e-08,4.5240221887100996e-07,3.4950614378027968e-11,3.5057093099715454e-07,0.0011412197816109881
1.0708287742288157e-05,0.49111651704000464,154.0,0.0,0.0,0.0,0.95215644649599362,0.99980857055190731,18.984346594577179,0.0026679294743925377,0.0029307265161594149,0.00041854461481475317,0.0018020344713666459,5.6116642878146202e-09,1.2396170825877494e-11,7.462850555585543e-05,5.8819928406790533e-16,5.0928150136724556e-05,3.8504066901033191e-05,9.955808944229384e-11,0.014082869390799668,1.256307258698747e-12,9.8918462822175466e-09,3.6090737500520643e-05,5.541700468237214e-05,4.209621548837075e-08,3.2569757733264357e-08,0.013178008734615566,1.0385125987068515e-07,2.6827227520345292e-07,2.7300678491408774e-07,0.011385235448847428,0.00017075642096394376,0.00090767649012192878,1.7167412320158195e-12,6.0563697740711808e-10,8.6115816216944269e-10,1.7961147554805003e-05,1.4635754895636906e-08,1.8246972239266871e-10,2.254665124623576e-12,5.9630363389047132e-06,8.4329798445663344e-09,2.773908912258963e-07,1.0345901189082306e-06,8.183036733911599e-09,0.0011474457781647813,3.2295693879612186e-07,2.8139116758985075e-06,1.1842322008673606e-15,7.5339061048806672e-07,1.1900021057936455e-06,1.2130153242991825e-07,5.2270974416303454e-07,1.897639777129605e-12,1.1402370700819221e-11,1.1232285404083059e-07,3.9054336236754546e-15,6.0102564374821028e-12,4.6387809863418542e-13,1.4526293713005476e-08,4.7704864701851083e-11,4.4618913917848238e-11,9.4174900118795461e-11,4.3995627172465624e-14,6.040409147057523e-16,4.0252660865081124e-11,2.855267644902375e-20,4.8118609404926475e-15,5.272062997498383e-12,2.4401238053789787e-14,1.0141722917688134e-06,4.794889199829854e-12,2.6908262381844713e-06,4.7627404747742248e-06,1.6274263508031854e-07,2.8958774009185832e-05,0.00015750646558544196,6.4465582030651396e-10,3.8725388895273355e-08,3.8080733074966842e-08,4.5225238989690654e-07,3.4939039076678666e-11,3.5045479073073636e-07,0.0011470076916593509
1.0759596635146985e-05,0.49111634549068944,154.0,0.0,0.0,0.0,0.95193862472449819,0.99980758372916712,18.984273566321786,0.0026719319048026037,0.0029302504567149854,0.00041840807112992887,0.0018014405009781863,5.6107331566673676e-09,1.2393464395609804e-11,7.4977069490958774e-05,5.8806470376864244e-16,5.1166479975822255e-05,3.849767787772219e-05,9.9525273962505341e-11,0.014157525975002937,1.256098797682996e-12,9.88861967905173e-09,3.6193998884899603e-05,5.5696473594801366e-05,4.2216511864132081e-08,3.2662830845617315e-08,0.013250695983544692,1.0467338014358679e-07,2.7153554984252018e-07,2.763563112331783e-07,0.011446155420050043,0.00017077031338533745,0.0009134386149483619,1.7262040663275081e-12,6.0847698251155292e-10,8.6518831999125696e-10,1.8122270100723431e-05,1.4716492050826045e-08,1.8411025197485832e-10,2.2667294449928783e-12,5.9621310389106792e-06,8.4781439591568136e-09,2.7918812439980143e-07,1.0412942154930079e-06,8.2438900901014313e-09,0.0011533030056848357,3.2540470128346841e-07,2.8489836802208645e-06,1.1930387730974935e-15,7.6277730706675284e-07,1.2048292912642333e-06,1.2197067304770781e-07,5.2559180419724805e-07,1.9081078076479326e-12,1.1465512751062759e-11,1.1294488541081748e-07,3.927062590445203e-15,6.0438068284330011e-12,4.6646756950221903e-13,1.4689499192459978e-08,4.8240668649743784e-11,4.5120057611674041e-11,9.5232635086818479e-11,4.4238205467929694e-14,6.1082526167238697e-16,4.0704392728564968e-11,2.8873106290491892e-20,4.8658616169236455e-15,5.3368890133349117e-12,2.4535778941486086e-14,1.0210109510708692e-06,4.8272215896040682e-12,2.7256275139263237e-06,4.7619780358872708e-06,1.6272801625220809e-07,2.8957357527165043e-05,0.00015849525805530079,6.4487745953051814e-10,3.8949198831235787e-08,3.8304321371705278e-08,4.5210339426026375e-07,3.4927528438453756e-11,3.5033929687441846e-07,0.0011527936892720438
1.0810905528005813e-05,0.49111617401981916,154.0,0.0,0.0,0.0,0.95172093611047592,0.99980659705251862,18.984200568567605,0.002675893413314168,0.0029297702764026828,0.00041827228213102077,0.0018008497894141636,5.6097940782317181e-09,1.2390761321971318e-11,7.5325551031370219e-05,5.8793024492269294e-16,5.1404757763088962e-05,3.8491234588108956e-05,9.9492638600302866e-11,0.014232152937173257,1.2558885671249706e-12,9.8854109171538076e-09,3.6296668736904149e-05,5.5975851585644326e-05,4.233611750360057e-08,3.2755369526927338e-08,0.013323353882074576,1.054945605728776e-07,2.7481685919798666e-07,2.7972491743843528e-07,0.011507043811634842,0.00017078390362938381,0.00091920014842598928,1.7356630133517905e-12,6.1131636724414695e-10,8.692175250110941e-10,1.8283822127950831e-05,1.4797196605840535e-08,1.8575516944772255e-10,2.2787875115515522e-12,5.961235944471537e-06,8.5232846871842635e-09,2.8098541977999678e-07,1.0479985116841618e-06,8.3047581992449326e-09,0.0011591586967069085,3.278531073864229e-07,2.884275765152774e-06,1.2018474803447727e-15,7.7222289627368549e-07,1.2197518847822971e-06,1.2263959048721792e-07,5.2847288298381489e-07,1.9185723477526384e-12,1.1528634011808326e-11,1.1356671201009715e-07,3.9486844531508636e-15,6.0773500409101633e-12,4.6905648632740435e-13,1.4853603917808307e-08,4.8779422054557874e-11,4.5623959967252932e-11,9.6296192580552517e-11,4.4480701173391775e-14,6.1764695451112647e-16,4.1158609154224098e-11,2.9195298522286096e-20,4.9201593014906442e-15,5.4020853788060767e-12,2.4670274022391834e-14,1.0278511949365649e-06,4.8595614710117588e-12,2.7606563133357905e-06,4.7612246104144646e-06,1.6271375947999352e-07,2.8956012095990281e-05,0.00015948382402711003,6.45100405082399e-10,3.9172988910949437e-08,3.8527888505867045e-08,4.5195521770544439e-07,3.4916080803641863e-11,3.502244383684682e-07,0.0011585777850314281
1.0862214420864641e-05,0.49111600262740795,154.0,0.0,0.0,0.0,0.95150338032504311,0.99980561052027017,18.984127601306344,0.0026798143586428879,0.0029292860536810632,0.00041813723489059044,0.0018002622810562342,5.6088473437023226e-09,1.2388058328897515e-11,7.5673950226460917e-05,5.877958298967434e-16,5.1642983531532392e-05,3.8484738509328255e-05,9.94601801340593e-11,0.014306750189379925,1.2556766131385311e-12,9.8822196916083529e-09,3.6398750806358423e-05,5.6255139154720857e-05,4.2455036781743036e-08,3.2847377180856973e-08,0.013395982410149651,1.0631476834679766e-07,2.7811614156046257e-07,2.8311254755813576e-07,0.011567900679689097,0.00017079720214400855,0.00092496107463470225,1.7451180706215642e-12,6.1415513199861332e-10,8.7324577780028178e-10,1.844580067972239e-05,1.4877868538382329e-08,1.8740444460409517e-10,2.2908393353594052e-12,5.9603508714153239e-06,8.5684020700715551e-09,2.8278277166487479e-07,1.0547029861710721e-06,8.3656405068897807e-09,0.0011650128616219845,3.3030213289392505e-07,2.9197878188706e-06,1.2106582423698207e-15,7.817273484553618e-07,1.234769885147811e-06,1.2330828345097845e-07,5.3135297521186803e-07,1.929033375204103e-12,1.1591734365086569e-11,1.1418833267682549e-07,3.9702991713999236e-15,6.1108860126096937e-12,4.7164484430536925e-13,1.501860759177994e-08,4.9321123911596293e-11,4.6130620044871255e-11,9.7365570616767123e-11,4.4723113841819087e-14,6.2450598050115258e-16,4.1615309294887886e-11,2.9519252543467671e-20,4.9747538929203267e-15,5.4676510101012108e-12,2.4804723048577888e-14,1.0346930093402857e-06,4.8919087777416485e-12,2.7959125710248923e-06,4.7604800359640989e-06,1.6269986382061812e-07,2.895473809323603e-05,0.00016047216497759408,6.4532465613410138e-10,3.9396759631723258e-08,3.8751434975589163e-08,4.5180784624257228e-07,3.490469563623084e-11,3.5011020436069453e-07,0.0011643599893389593
1.091352331372347e-05,0.4911158313134279,154.0,0.0,0.0,0.0,0.95128595704062535,0.99980462413076054,18.984054664530401,0.0026836950963838517,0.0029287978663625372,0.00041800291677439338,0.0017996779212827996,5.6078929646846366e-09,1.2385358604118227e-11,7.6022267125477552e-05,5.8766153402381242e-16,5.1881157314070211e-05,3.8478190229412219e-05,9.9427895691289733e-11,0.014381317645726466,1.2554629569412761e-12,9.8790457029956462e-09,3.650024881452254e-05,5.6534336793312549e-05,4.2573274053015502e-08,3.2938857158144273e-08,0.013468581548594045,1.0713397122658462e-07,2.8143333501056073e-07,2.8651914539065908e-07,0.011628726079629264,0.00017081021901694396,0.00093072137811578773,1.7545692356602413e-12,6.1699327716762138e-10,8.7727307892874887e-10,1.8608202819106144e-05,1.4958507827135449e-08,1.8905804744016331e-10,2.3028849274365409e-12,5.9594756390453642e-06,8.6134961487491847e-09,2.8458017452842878e-07,1.0614076182962862e-06,8.4265364744338551e-09,0.0011708655106404129,3.3275175428574362e-07,2.9555197288435477e-06,1.2194709812274251e-15,7.9129063376898241e-07,1.2498832908657768e-06,1.2397675073712959e-07,5.3423207547815835e-07,1.9394908730947227e-12,1.1654813692884083e-11,1.1480974624808674e-07,3.9919067047528669e-15,6.1444146812228821e-12,4.7423263862282003e-13,1.5184509915435251e-08,4.9865773210321658e-11,4.664003689937012e-11,9.8440767200407802e-11,4.4965443018454085e-14,6.3140232684642474e-16,4.2074492298723416e-11,2.9844967749810081e-20,5.0296452893846538e-15,5.5335848189002465e-12,2.4939125767814773e-14,1.0415363803599057e-06,4.9242634439713355e-12,2.8313962210777757e-06,4.7597441531383932e-06,1.6268632816204138e-07,2.8953535834322122e-05,0.00016146028241290284,6.455502111264798e-10,3.9620511489451782e-08,3.8974961278325333e-08,4.5166126614680182e-07,3.489337134434658e-11,3.4999658420316343e-07,0.0011701403124185839
1.0964832206582298e-05,0.49111566007788987,154.0,0.0,0.0,0.0,0.95106866593097417,0.99980363788235715,18.983981758231039,0.0026875359790386731,0.002928305789920579,0.00041786931533843269,0.0017990966565474783,5.606931219877599e-09,1.2382659029338082e-11,7.6370501777550272e-05,5.8752728341537753e-16,5.2119279143535517e-05,3.8471591164418312e-05,9.9395782171988397e-11,0.014455855222307291,1.2552476427542547e-12,9.8758886577598759e-09,3.6601166454224249e-05,5.6813444984323497e-05,4.2690833626094976e-08,3.3029812810254993e-08,0.013541151279094646,1.0795213754026962e-07,2.8476837742678334e-07,2.8994465451230904e-07,0.011689520066213082,0.00017082296398530328,0.00093648104386054765,1.7640165062243838e-12,6.1983080314280084e-10,8.8129942896503264e-10,1.8771025628984568e-05,1.5039114451738433e-08,1.907159481539364e-10,2.3149242985817698e-12,5.9586100700654421e-06,8.6585669636634422e-09,2.8637762300392802e-07,1.0681123880022834e-06,8.4874455786616419e-09,0.0011767166537953167,3.3520194871321456e-07,2.9914713818933317e-06,1.2282856211987421e-15,8.0091272219844597e-07,1.2650921001557364e-06,1.2464499105417168e-07,5.3711017847274675e-07,1.9499448193725368e-12,1.1717871877282201e-11,1.1543095156248526e-07,4.0135070128324056e-15,6.1779359844418603e-12,4.7681986447483202e-13,1.5351310588161877e-08,5.0413368935144603e-11,4.7152209580848581e-11,9.9521780326730154e-11,4.5207688256343321e-14,6.3833598068814907e-16,4.2536157309377524e-11,3.0172443533861553e-20,5.0848333885126742e-15,5.5998857125254385e-12,2.5073481932216968e-14,1.0483812941355015e-06,4.9566254041729027e-12,2.86710719709201e-06,4.7590168054843482e-06,1.6267315123228985e-07,2.8952405575032187e-05,0.00016244817786667624,6.4577706780886948e-10,3.9844244978389084e-08,3.9198467910580236e-08,4.5151546394980823e-07,3.4882107406092277e-11,3.4988356744820508e-07,0.0011759187643200812
1.1016141099441126e-05,0.4911154889207653,154.0,0.0,0.0,0.0,0.95085150667116947,0.99980265177345684,18.983908882400137,0.002691337356042366,0.0029278098992103693,0.00041773641841842468,0.0017985184342683856,5.6059621218307383e-09,1.2379962638435501e-11,7.6718654231685787e-05,5.8739314975453172e-16,5.23573490526724e-05,3.8464941884785535e-05,9.9363836809383173e-11,0.014530362837171736,1.2550306911234567e-12,9.8727482676605858e-09,3.6701507390302123e-05,5.7092464202438012e-05,4.2807719789178223e-08,3.3120247437548703e-08,0.013613691584169491,1.087692361764062e-07,2.8812120649318916e-07,2.9338901828491842e-07,0.011750282693549524,0.00017083544645059951,0.00094224005729358947,1.773459880060993e-12,6.226677103147472e-10,8.8532482847628286e-10,1.8934266211777786e-05,1.5119688392757722e-08,1.9237811714372752e-10,2.3269574595540622e-12,5.9577539905322096e-06,8.7036145547842457e-09,2.8817511188930257e-07,1.0748172758439107e-06,8.548367311329573e-09,0.0011825663009459174,3.3765269398044231e-07,3.0276426641858532e-06,1.2371020887319788e-15,8.1059358355207229e-07,1.2803963109597366e-06,1.2531300319859083e-07,5.3998727880872793e-07,1.9603951970121312e-12,1.1780908800463578e-11,1.1605194745906845e-07,4.0351000552673832e-15,6.2114498600284813e-12,4.7940651705378485e-13,1.5519009307679663e-08,5.0963910064627052e-11,4.7667137133951816e-11,1.0060860797917185e-10,4.54498491021037e-14,6.4530692909231809e-16,4.3000303465841652e-11,3.0501679284886512e-20,5.1403180873794185e-15,5.6665525940905104e-12,2.5207791290317686e-14,1.0552277368955348e-06,4.9889945932359171e-12,2.9030454321526858e-06,4.7582978394471107e-06,1.6266033160923486e-07,2.8951347514969076e-05,0.00016343585289716183,6.4600522327702141e-10,4.0067960590935466e-08,3.9421955367658472e-08,4.5137042643883211e-07,3.4870902294696769e-11,3.4977114384517737e-07,0.0011816953549223439
1.1067449992299954e-05,0.4911153178420626,154.0,0.0,0.0,0.0,0.95063447893763486,0.9998016658024842,18.983836037028514,0.0026950995737899763,0.0029273102668583347,0.0004176042140364578,0.0017979432028974952,5.6049859373375689e-09,1.2377266463280285e-11,7.7066724536775205e-05,5.872590627166122e-16,5.2595367074141137e-05,3.845824374837726e-05,9.933205662067945e-11,0.01460484041028272,1.2548121444663885e-12,9.8696242500980459e-09,3.6801275259736888e-05,5.7371394914275567e-05,4.2923936785979534e-08,3.3210164340365125e-08,0.013686202447152315,1.0958523657790923e-07,2.9149175970701374e-07,2.9685217986340872e-07,0.011811014015110814,0.00017084767548761865,0.00094799840426222691,1.7828993551380051e-12,6.2550399907302707e-10,8.8934927802826905e-10,1.9097921689421915e-05,1.5200229631662169e-08,1.9404452500665064e-10,2.3389844208998373e-12,5.9569072297821616e-06,8.7486389616132975e-09,2.8997263613158818e-07,1.0815222629377239e-06,8.6093011787260855e-09,0.0011884144617808235,3.4010396852602274e-07,3.0640334612879996e-06,1.2459203123780507e-15,8.2033318747782675e-07,1.2957959209512601e-06,1.2598078588732065e-07,5.4286337119008121e-07,1.9708419841831431e-12,1.184392434484127e-11,1.1667273277966295e-07,4.0566857917921871e-15,6.2449562458182691e-12,4.8199259156558941e-13,1.568760577003902e-08,5.1517395572301905e-11,4.8184818598605191e-11,1.0170124813150389e-10,4.5691925109954449e-14,6.5231515906234958e-16,4.3466929902594654e-11,3.0832674388930444e-20,5.1960992825180451e-15,5.7335843626472737e-12,2.5342053594881427e-14,1.0620756949180661e-06,5.0213709462848271e-12,2.9392108588717497e-06,4.7575871043209745e-06,1.6264786772886635e-07,2.8950361799861201e-05,0.00016442330908547409,6.4623467400940396e-10,4.02916588174368e-08,3.9645424143427419e-08,4.5122614064854049e-07,3.4859755502202595e-11,3.4965930333654714e-07,0.0011874700939365976
1.1118758885158782e-05,0.4911151468417517,154.0,0.0,0.0,0.0,0.95041758240813889,0.99980067996789257,18.983763222107566,0.0026988229756629892,0.0029268069648980505,0.00041747269048148113,0.0017973709118192574,5.6040026798337438e-09,1.2374573391318783e-11,7.7414712741587336e-05,5.8712509051133316e-16,5.2833333240513892e-05,3.8451497308780848e-05,9.9300438941099102e-11,0.014679287863482446,1.2545920226863134e-12,9.8665163276091692e-09,3.6900473672080165e-05,5.7650237578542985e-05,4.3039488839778073e-08,3.329956676968045e-08,0.013758683852163046,1.1040010873583309e-07,2.9487997438607604e-07,3.0033408220313955e-07,0.011871714083742345,0.00017085965985846137,0.00095375607102081601,1.7923349294138595e-12,6.2833966980618331e-10,8.9337277818538501e-10,1.9261989203100862e-05,1.528073815079833e-08,1.9571514253712988e-10,2.3510051931257314e-12,5.9560696203844275e-06,8.7936402231918567e-09,2.9177019083222652e-07,1.0882273309744109e-06,8.6702467012787469e-09,0.001194261145821238,3.4255575140520877e-07,3.100643658159131e-06,1.2547402227343843e-15,8.3013150346099592e-07,1.311290927542671e-06,1.2664833791836216e-07,5.4573845025767764e-07,1.9812851637963951e-12,1.1906918393059385e-11,1.172933063678903e-07,4.0782641821947871e-15,6.2784550797829278e-12,4.8457808321903675e-13,1.5857099669627795e-08,5.2073824425859487e-11,4.8705253009285185e-11,1.0279969874571289e-10,4.5933915828849181e-14,6.5936065752663442e-16,4.3936035749477655e-11,3.1165428228766663e-20,5.25217686990968e-15,5.8009799133297891e-12,2.5476268595737777e-14,1.0689251545567673e-06,5.0537543988011847e-12,2.9756034093627646e-06,4.7568844522028729e-06,1.6263575789426699e-07,2.8949448524759956e-05,0.00016541054803295309,6.4646541590199206e-10,4.0515340145995537e-08,3.9868874730093568e-08,4.5108259385988675e-07,3.4848665564294859e-11,3.495480360547138e-07,0.0011932429909095646
1.117006777801761e-05,0.4911149759198389,154.0,0.0,0.0,0.0,0.9502008167618099,0.99979969426816151,18.983690437627672,0.0027025079020555022,0.0029263000632381696,0.00041734183622466834,0.0017968015114118087,5.6030126047651812e-09,1.2371880597348548e-11,7.7762618894776063e-05,5.8699116620570653e-16,5.3071247584279827e-05,3.8444703868381277e-05,9.9268980900743273e-11,0.014753705120452943,1.2543703664812268e-12,9.8634242281545545e-09,3.6999106209585298e-05,5.7928992646183633e-05,4.3154380130618495e-08,3.3388457975750672e-08,0.013831135784093687,1.1121382318325996e-07,2.9828578767614079e-07,3.0383466806721485e-07,0.011932382951674574,0.00017087140802076435,0.00095951304422088374,1.8017666010564807e-12,6.3117472290174022e-10,8.9739532951065464e-10,1.9426465913221723e-05,1.5361213933366925e-08,1.9738994072542473e-10,2.3630197865343305e-12,5.9552409980696753e-06,8.8386183781088534e-09,2.9356777123224406e-07,1.0949324621705777e-06,8.7312034131369823e-09,0.0012001063624241296,3.4500802227257495e-07,3.137473139205146e-06,1.2635617523838878e-15,8.3998850083868121e-07,1.3268813278936054e-06,1.2731565801926847e-07,5.4861251074098801e-07,1.9917247142729649e-12,1.1969890828113108e-11,1.1791366707127121e-07,4.0998351864072025e-15,6.3119463000327692e-12,4.8716298724102726e-13,1.6027490699171365e-08,5.2633195587994378e-11,4.9228439395780279e-11,1.0390395777416362e-10,4.6175820815153829e-14,6.6644341135130336e-16,4.4407620131836855e-11,3.1499940183962969e-20,5.3085507449958093e-15,5.8687381374960632e-12,2.561043604684152e-14,1.0757761022044435e-06,5.086144886451929e-12,3.0122230152784078e-06,4.7561897379437605e-06,1.626240002831708e-07,2.8948607736149773e-05,0.00016639757135960217,6.4669744430154797e-10,4.0739005062293208e-08,4.0092307617991686e-08,4.5093977359233036e-07,3.4837631986746831e-11,3.4943733231817416e-07,0.001199014055226567
