Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260)
1.4535314220697459e-09,0.49115402750904347,154.0,0.0,0.0,0.0,0.9999943673533207,0.99999999999983358,18.999998365799506,8.1105356898956686e-07,2.3705074397764247e-06,7.9854142201264935e-07,1.6029855807006878e-06,4.5423675185440584e-12,1.2991059999274643e-11,1.0380651884676756e-08,6.1775138134783786e-16,7.0677704231560655e-09,3.1059569030709272e-08,8.8561029053837423e-14,8.9911356196702976e-10,1.013408606240062e-15,7.2793967470124421e-12,2.4429226421785903e-12,2.4479671611649734e-12,2.8494752525520108e-15,2.1949206658554787e-15,5.8372399093475051e-11,7.5538499203935982e-26,7.4280009949145504e-26,7.4280090282789503e-26,9.4858959006266275e-13,8.4862559109663743e-11,3.0505126677651953e-17,3.2708235793686258e-20,2.8005954468911235e-15,4.1104977120942281e-15,1.2306750790217787e-19,2.2695846330034253e-17,1.9962444132426074e-26,1.8591134927419328e-22,6.3250744893314445e-13,4.1786638938058276e-20,1.7348063519565072e-21,3.3847687899688566e-22,5.505227152516136e-25,3.2397776301535884e-15,3.5234310347869176e-26,7.7099309856838638e-29,7.9666629002518959e-32,2.5160279606680997e-28,4.1720838982983867e-25,9.0380060867364692e-22,1.0972954876612568e-21,1.4096264956251652e-26,1.632041709525233e-26,1.5242128964489522e-22,1.3519609528684964e-23,3.2465848561394054e-18,2.3485464255388087e-19,8.8142527300575105e-19,2.8897325402543136e-21,2.6990727940306963e-21,5.4240927202059422e-21,9.2357441750343297e-29,3.4790034207764383e-26,1.0457252943306744e-20,7.4177098626328726e-30,1.2500232415342199e-24,1.7240526974315434e-32,5.1224068419596443e-29,4.1993895548338496e-25,1.9851612645031549e-30,1.0713982159028076e-30,1.4437137920032416e-14,1.3366612330190176e-13,2.0254442977144264e-14,6.75155242225221e-20,1.8567120210865792e-18,1.8620231568114302e-18,5.31113572485127e-21,5.8380193732683097e-11,4.479547217322833e-15,5.8632975651613305e-12,6.3574718251645429e-13
1.4839126464166601e-09,0.49115402739324593,154.0,0.0,0.0,0.0,0.99999424960556582,0.99999999999982647,18.999998324536872,8.2800375349840796e-07,2.4200512516180099e-06,8.0813016228771907e-07,1.6435901235686677e-06,4.637303426090882e-12,1.2991058546939266e-11,1.0597781294493963e-08,6.1775130860861541e-16,7.2156051877639223e-09,3.1710965665997797e-08,9.0804332781519858e-14,9.3709013497005937e-10,1.0346623175205681e-15,7.4747564134493625e-12,2.5660981604807502e-12,2.5713973505385065e-12,2.9931987374789469e-15,2.3058578420717759e-15,6.0848303712427473e-11,8.5237201804365605e-26,8.3817318503396514e-26,8.3817411189529436e-26,1.0037520399225329e-12,8.8219367505923473e-11,3.2766983336441742e-17,3.3557752900264996e-20,2.9176112203458243e-15,4.2821836350108987e-15,1.3347767938584153e-19,2.4004300814581808e-17,2.2101390420157588e-26,1.9673699773996537e-22,6.9140747573297405e-13,4.5122771952554168e-20,1.9072669751361815e-21,3.7993537714417867e-22,6.1763574152772662e-25,3.6212215426895887e-15,4.039727869774862e-26,8.9295116008005393e-29,8.9378709259078417e-32,2.8763931827498076e-28,4.687701859430425e-25,9.4276481595801624e-22,1.1602129606674876e-21,1.4704652967217106e-26,1.7284784824624447e-26,1.6159289784649638e-22,1.4026579832551694e-23,3.3682183727060553e-18,2.4401001462611827e-19,9.3454754453373516e-19,3.0640532740390898e-21,2.8619768675343743e-21,5.7607279780490345e-21,9.7653097986936932e-29,3.6949212796417754e-26,1.1054740327139805e-20,7.8415293959255608e-30,1.321446014172658e-24,1.988592759133804e-32,5.4161190647110515e-29,4.5474640233738417e-25,2.1497111082672465e-30,1.1862293479828079e-30,1.5160962813551777e-14,1.3893020137298874e-13,2.1461571445289538e-14,7.2987108416215453e-20,1.9672758932203711e-18,1.9730109066440375e-18,5.7350134236669849e-21,6.1109165429892135e-11,4.6890541471931248e-15,6.2655806232367947e-12,6.9502864966781756e-13
1.5142938707635744e-09,0.49115402727740454,154.0,0.0,0.0,0.0,0.99999413185715025,0.99999999999981903,18.999998283258538,8.4495384858179934e-07,2.4695950009106423e-06,8.1770324572100762e-07,1.6842102140545628e-06,4.7322392134102525e-12,1.2991057094595297e-11,1.0814910674378483e-08,6.1775123586898482e-16,7.3634399336078039e-09,3.2362361476413564e-08,9.3048495481733971e-14,9.7585220818272454e-10,1.0559160018871994e-15,7.6706357331703849e-12,2.6925399813214008e-12,2.6981006046430148e-12,3.1407347365632076e-15,2.4197440553576058e-15,6.3376079821727059e-11,9.5926612177400377e-26,9.4328876979293946e-26,9.4328983585779514e-26,1.0608812536686756e-12,9.1638714305191855e-11,3.5149098450579034e-17,3.4414046491273609e-20,3.036965289923214e-15,4.457296586208142e-15,1.4452910087815531e-19,2.5356971326215119e-17,2.4418531359898348e-26,2.0794919535492872e-22,7.5428992690420922e-13,4.864646175646734e-20,2.0925920437082972e-21,4.2541524742046967e-22,6.9121378779566357e-25,4.037762644491168e-15,4.6182085943472746e-26,1.0310913506693039e-28,1.0002636652774991e-31,3.2792151747157442e-28,5.2539951530036456e-25,9.8281148994127464e-22,1.2254744027249002e-21,1.5329951402388144e-26,1.8284633492881683e-26,1.7110595788946672e-22,1.4540570572771518e-23,3.4915343409843796e-18,2.5329875794400859e-19,9.8963911806153527e-19,3.2448424146307366e-21,3.0309289645625533e-21,6.1102114145743982e-21,1.0314604216936022e-28,3.919079984561688e-26,1.1671904183307207e-20,8.2793061667291132e-30,1.3952209280237196e-24,2.2866127495784239e-32,5.7207734416923351e-29,4.9162525772457954e-25,2.3240537459740511e-30,1.3106408029578743e-30,1.5906644831565386e-14,1.4428875334362208e-13,2.2715730543736448e-14,7.8789349064364764e-20,2.082140087293302e-18,2.0883239696548576e-18,6.1838823615560336e-21,6.3896306412206104e-11,4.9030337883401022e-15,6.6851279135563983e-12,7.58327638175011e-13
1.5446750951104886e-09,0.49115402716152423,154.0,0.0,0.0,0.0,0.99999401410807431,0.9999999999998116,18.999998241966242,8.6190385424019098e-07,2.519138687626563e-06,8.2726240103576193e-07,1.7248441234094757e-06,4.8271748804491633e-12,1.2991055642242738e-11,1.1032040024335197e-08,6.1775116312894629e-16,7.5112746606912557e-09,3.3013756461592923e-08,9.5293421644814689e-14,1.01539978043471e-09,1.0771696593280916e-15,7.8670202150026861e-12,2.8222566590784464e-12,2.8280854956196337e-12,3.2920932392136875e-15,2.5365870540455558e-15,6.5955754328917271e-11,1.0768276849327184e-25,1.0588946390013026e-25,1.0588958615322107e-25,1.120006229656207e-12,9.5120585077606717e-11,3.7655531203710507e-17,3.5277120074158923e-20,3.1586543304363534e-15,4.6358315430675037e-15,1.562472645045026e-19,2.6754261204199272e-17,2.6924649086851502e-26,2.1955365369347339e-22,8.2132261012596253e-13,5.2363991744684853e-20,2.2914299259409066e-21,4.7520684278149926e-22,7.7171846751088807e-25,4.4917451661037905e-15,5.2647908922832737e-26,1.1871644485713866e-28,1.1167640325979833e-31,3.7284569549412953e-28,5.8747014770845667e-25,1.02396314660267e-21,1.2931315766213918e-21,1.5972512046197218e-26,1.9320488791022903e-26,1.8096545448184089e-22,1.5061475544082407e-23,3.6165073087334253e-18,2.6271885483754147e-19,1.046726962737393e-18,3.4321886511074646e-21,3.2060120662780009e-21,6.4727237170429339e-21,1.088406310849802e-28,4.1515954291372407e-26,1.2308883913892671e-20,8.7311390580120343e-30,1.4713646479995896e-24,2.6214805039214771e-32,6.036611612806965e-29,5.3065178571145874e-25,2.5085497367510527e-30,1.4452134382041637e-30,1.6674574152478135e-14,1.4974100711940335e-13,2.4017752624461194e-14,8.4935594178753227e-20,2.2013802615858646e-18,2.2080389660536701e-18,6.6587044678062007e-21,6.6741183363805134e-11,5.1214531320030273e-15,7.1222145251919229e-12,8.2581429994046344e-13
1.575056319457403e-09,0.49115402704560923,154.0,0.0,0.0,0.0,0.99999389635833758,0.99999999999980382,18.999998200661533,8.7885377047403286e-07,2.5686823117380909e-06,8.368091658296625e-07,1.7654903140109601e-06,4.9221104271547418e-12,1.2991054189881589e-11,1.1249169344368977e-08,6.1775109038849963e-16,7.6591093690178139e-09,3.3665150621172928e-08,9.75390263204231e-14,1.0557328505552602e-09,1.0984232898314013e-15,8.0638962525408366e-12,2.955256513683748e-12,2.9613603606769113e-12,3.4472839609236543e-15,2.6563943733413846e-15,6.8587354129795446e-11,1.205856698647516e-25,1.1857775346341652e-25,1.1857789325978379e-25,1.181155930785891e-12,9.8664966977919308e-11,4.0290406556661848e-17,3.6146977154836947e-20,3.2826750214265146e-15,4.8177834903309675e-15,1.6865815466488262e-19,2.8196562558991139e-17,2.963094383130218e-26,2.3155607747578249e-22,8.9267589552325091e-13,5.6281719909703455e-20,2.5044462014234175e-21,5.2961440514274914e-22,8.5963300317422404e-25,4.9856108277637947e-15,5.9858097037055035e-26,1.3630693581263003e-28,1.2439874909422914e-31,4.2283577248070002e-28,6.5537448328110137e-25,1.0662427186194118e-21,1.3632372538526281e-21,1.6632693195431947e-26,2.0392872196461941e-26,1.9117632554256772e-22,1.5589190147468873e-23,3.7431122086521734e-18,2.7226831819202668e-19,1.105837644224053e-18,3.6261793456695781e-21,3.3873079123621947e-21,6.8484427598923423e-21,1.1474130642241566e-28,4.3925817028137041e-26,1.2965812353823317e-20,9.1971222944197864e-30,1.5498930539499088e-24,2.9968178890032311e-32,6.363879926825021e-29,5.7190335038654914e-25,2.7035648405829355e-30,1.5905506003490995e-30,1.7465156311143305e-14,1.5528619214989356e-13,2.536846317900813e-14,9.1439460206323834e-20,2.3250714295040797e-18,2.3322318878801606e-18,7.1604583760810037e-21,6.964336329034934e-11,5.3442791893439339e-15,7.5771094693214042e-12,8.9766144680209407e-13
1.6358187681512314e-09,0.4911540268136898,154.0,0.0,0.0,0.0,0.9999936608568829,0.99999999999978806,18.999998118020127,9.1275333466986752e-07,2.6677693720376074e-06,8.5587083708599949e-07,1.8468142256272803e-06,5.1119811593550327e-12,1.2991051285133524e-11,1.1683427894687178e-08,6.1775094490638248e-16,7.9547787294143222e-09,3.4967936462087375e-08,1.0203197765934898e-13,1.1387554797168503e-09,1.1409304699780463e-15,8.4590725108938346e-12,3.231137940367968e-12,3.237812266801626e-12,3.7691996467732874e-15,2.9049311214423953e-15,7.4006437142177965e-11,1.501721774399168e-25,1.4767227332621804e-25,1.4767245464476191e-25,1.3096452037964303e-12,1.0594121972203022e-10,4.5962313895128153e-17,3.7907055826246998e-20,3.5376980966037213e-15,5.1919183317756767e-15,1.9566451722743076e-19,3.1217713983814863e-17,3.5691001658293012e-26,2.5677761012509873e-22,1.0490382045723407e-12,6.4743572847320838e-20,2.9757625488087209e-21,6.5356578428589791e-22,1.0597354012264634e-24,6.103254535268398e-15,7.6786999924971903e-26,1.7827670965937466e-28,1.5335613119904933e-31,5.3985524802616662e-28,8.1034995616061901e-25,1.1542794598241148e-21,1.5110103533393701e-21,1.8007383331777666e-26,2.2649289080795735e-26,2.1267171745033964e-22,1.6664637742186923e-23,4.0011194261100883e-18,2.9174754562748468e-19,1.230231798707471e-18,4.0344370413689589e-21,3.7688586992748704e-21,7.6401987610136579e-21,1.2717911650310475e-28,4.9004142416501446e-26,1.4340014875388509e-20,1.0171894125823771e-29,1.7141636385678057e-24,3.884738078149386e-32,7.0537164154749913e-29,6.6139648613362461e-25,3.1266411473239039e-30,1.9160467206968879e-30,1.9115979875340671e-14,1.666522849322852e-13,2.8219217491913331e-14,1.0557585910262338e-19,2.5861035870863896e-18,2.5943523458862622e-18,8.2487587998719349e-21,7.561790365505206e-11,5.8030197396798252e-15,8.5413704030568199e-12,1.0551413904759736e-12
1.6905049719756772e-09,0.4911540266048782,154.0,0.0,0.0,0.0,0.99999344890331465,0.99999999999977307,18.999998043612592,9.4326263661867352e-07,2.7569475119239892e-06,8.7299617522307581e-07,1.9200355381235192e-06,5.2828644062675613e-12,1.2991048670830884e-11,1.207426048768585e-08,6.1775081397108111e-16,8.2208810896578284e-09,3.6140440891737612e-08,1.060772798107908e-13,1.2161622369188154e-09,1.1791868398652871e-15,8.8162910409854644e-12,3.4907388223641121e-12,3.4979499911606248e-12,4.0721223575900015e-15,3.1388238276607577e-15,7.9061465965513279e-11,1.8160949170296414e-25,1.7858698174182328e-25,1.785872088952271e-25,1.4325000630068915e-12,1.1270353304555377e-10,5.1549033173117664e-17,3.9514361336840125e-20,3.7751598946223616e-15,5.5402756335090673e-15,2.226101444982864e-19,3.409440496520237e-17,4.1950850495489376e-26,2.8089514514310485e-22,1.2063002333887269e-12,7.3109212003421083e-20,3.4554682759411369e-21,7.8425659262802808e-22,1.2704760234866031e-24,7.2720764343404313e-15,9.5296598705521692e-26,2.2507344908804755e-28,1.838530412329022e-31,6.6736270805492829e-28,9.7411447799456242e-25,1.2376088072720841e-21,1.6529307032028154e-21,1.9308597729792448e-26,2.4810140956253354e-26,2.3326790105378104e-22,1.7654812221197296e-23,4.2386633329584519e-18,3.0970195755201683e-19,1.3493630964469931e-18,4.425442959272955e-21,4.1342972369932981e-21,8.3996745943046724e-21,1.3912431086309508e-28,5.3875423527895544e-26,1.5646225818767012e-20,1.1098437057836081e-29,1.8703067346015885e-24,4.8642735789489057e-32,7.7162310324542586e-29,7.5034821864651479e-25,3.5471593050637071e-30,2.2523351792802358e-30,2.0683587197174954e-14,1.7719191502764771e-13,3.0959552519989789e-14,1.1966375512522921e-19,2.8369943267089512e-18,2.8463248172787764e-18,9.3304905698256301e-21,8.1186640461979977e-11,6.2306275449715486e-15,9.4726863333752324e-12,1.2135722321908852e-12
1.7433124409718665e-09,0.4911540264031793,154.0,0.0,0.0,0.0,0.99999324422934244,0.99999999999975819,18.999997971739369,9.7272352194375236e-07,2.8430617597306047e-06,8.8951133435763854e-07,1.9907628501233155e-06,5.4478766187659308e-12,1.2991046146315734e-11,1.245166600436559e-08,6.1775068753278408e-16,8.4778414929103465e-09,3.7272661595800633e-08,1.0998479441330036e-13,1.2933250462534492e-09,1.2161288359493005e-15,9.1625793233917387e-12,3.7516302162530844e-12,3.759380921039598e-12,4.3765545689973882e-15,3.373899052914066e-15,8.4102892572656765e-11,2.1685009720024674e-25,2.1324192256702298e-25,2.1324220289802212e-25,1.5577846475378067e-12,1.1942561050400268e-10,5.7402228897397192e-17,4.1087358520851677e-20,4.0115848417247256e-15,5.8870988577814667e-15,2.5116326894865936e-19,3.7015987730232405e-17,4.8794521691998855e-26,3.0549145919718303e-22,1.3740532834823953e-12,8.1899651007795899e-20,3.9728174883029856e-21,9.2975208543532581e-22,1.5048392361036993e-24,8.5636013738577431e-15,1.1658917017935493e-25,2.7988287954091742e-28,2.177684866535533e-31,8.1361603179049732e-28,1.1568080612768953e-24,1.3218992526520099e-21,1.7983251152650622e-21,2.0624846855774284e-26,2.7016576766804972e-26,2.5430766396293564e-22,1.8630438193389856e-23,4.4727121595196794e-18,3.2740940812172895e-19,1.4709954289545305e-18,4.8246760681435025e-21,4.5074347494264367e-21,9.1761661998506701e-21,1.5136191134444369e-28,5.885584459961896e-26,1.69705896080601e-20,1.2037856463737053e-29,2.0286199318359488e-24,6.0000713693189064e-32,8.3949633320017952e-29,8.4426920711918356e-25,3.9911707687587661e-30,2.6200445493583409e-30,2.2273645829093183e-14,1.8764401331445404e-13,3.3767297074518437e-14,1.3457892424494101e-19,3.0940272239504556e-18,3.1045001842339134e-18,1.0472960283457743e-20,8.6733949328294885e-11,6.656613796432603e-15,1.0430465353589528e-11,1.3826167977457523e-12
1.7961199099680557e-09,0.49115402620143184,154.0,0.0,0.0,0.0,0.9999930395533746,0.99999999999974276,18.999997899848569,1.0021841371078445e-06,2.929175817855591e-06,9.0600902351442841e-07,2.0615073015172832e-06,5.6128884666786009e-12,1.299104362177463e-11,1.2829071430737706e-08,6.1775056109325445e-16,8.7348018395634496e-09,3.8404879798460574e-08,1.1389325593060675e-13,1.3728609823385008e-09,1.2530707504177578e-15,9.5101342734698439e-12,4.0225901878072603e-12,4.0309012747434711e-12,4.6927391841810685e-15,3.6180653908771535e-15,8.9301726691925718e-11,2.5745651952225716e-25,2.5317369407040447e-25,2.5317403771650807e-25,1.6897564883527798e-12,1.2633637943700118e-10,6.3729890983057183e-17,4.2680919201183641e-20,4.2549889459209584e-15,6.2441469921716079e-15,2.8235956834580553e-19,4.0080532838463661e-17,5.6497198113381135e-26,3.314024181638476e-22,1.5584043227958547e-12,9.1426010437919121e-20,4.5474484602133229e-21,1.0963137914908993e-21,1.7728550918542115e-24,1.0031465375496589e-14,1.4173755540384326e-25,3.4575395736061429e-28,2.5655395436164687e-31,9.8590630147634492e-28,1.3663800238760123e-24,1.4100830185703683e-21,1.9522388135540621e-21,2.200191899254526e-26,2.9343389106359775e-26,2.7650334263942019e-22,1.9624686587163918e-23,4.7112238582589554e-18,3.4547063948855493e-19,1.5992349491556833e-18,5.2456138483921695e-21,4.9008677070917643e-21,9.9958700483549769e-21,1.6431656587482962e-28,6.4113429924108233e-26,1.8357389842165912e-20,1.3021564310920979e-29,2.1943968471612956e-24,7.351619635467619e-32,9.1134655018693519e-29,9.4652102045281917e-25,4.4745674249048132e-30,3.0339650887946336e-30,2.3941368030861977e-14,1.9836188369469777e-13,3.6737936246116034e-14,1.5086348891316518e-19,3.3659413787851345e-18,3.3776587278479301e-18,1.1717349062796052e-20,9.2445917551691266e-11,7.0952684296263041e-15,1.1446919574168903e-11,1.5684356907668851e-12
1.848927378964245e-09,0.49115402599964436,154.0,0.0,0.0,0.0,0.99999283487541113,0.999999999999727,18.9999978279434,1.0316444821133133e-06,3.015289686156958e-06,9.2249244799891155e-07,2.1322656868904308e-06,5.7778999497339607e-12,1.2991041097207573e-11,1.3206476766827474e-08,6.1775043465249213e-16,8.9917621296352698e-09,3.953709549785264e-08,1.1780248727041369e-13,1.4547700390079246e-09,1.2900125832098144e-15,9.8589086439810288e-12,4.3036548027564466e-12,4.3125471929164391e-12,5.0207183150487307e-15,3.8713554870261639e-15,9.465810921432198e-11,3.0403424216339943e-25,2.9897777295838258e-25,2.989781915747958e-25,1.8285667552014578e-12,1.334358127579603e-10,7.0556414899994376e-17,4.4295061743258526e-20,4.5053549654333533e-15,6.6113940034780313e-15,3.1635605030765174e-19,4.3289691724336587e-17,6.5136480583025032e-26,3.5865780299357766e-22,1.7603434458413165e-12,1.0172469052767277e-19,5.1835781995576945e-21,1.2861759898724457e-21,2.0780450932457218e-24,1.1692795903198858e-14,1.7128535157489048e-25,4.2448574418342404e-28,3.0071906082243938e-31,1.1878604112253563e-27,1.6057562255805305e-24,1.5022991693834059e-21,2.1149941744236157e-21,2.3441986842413215e-26,3.1793169653697471e-26,2.9987919074449498e-22,2.0637070452980767e-23,4.9540817310231687e-18,3.6387640078576654e-19,1.7342054930141342e-18,5.6886635393127262e-21,5.314977139901065e-21,1.0859611290780439e-20,1.7801540833352911e-28,6.9653472056355871e-26,1.9807081578426316e-20,1.4049883388112497e-29,2.3676918812150516e-24,8.9510494077828033e-32,9.8732424647058258e-29,1.0575538366798628e-24,4.9994776215263737e-30,3.498272776752666e-30,2.5689573418543987e-14,2.0934163114850852e-13,3.9875525085512195e-14,1.6859997871333011e-19,3.6531044155038739e-18,3.6661738788163727e-18,1.3069463312499672e-20,9.8320334451105973e-11,7.5464228626702235e-15,1.2523221912931026e-11,1.772036133187549e-12
1.9017348479604345e-09,0.49115402579782463,154.0,0.0,0.0,0.0,0.99999263019545204,0.99999999999971056,18.999997756026481,1.061104556962522e-06,3.101403364493528e-06,9.3896422232448715e-07,2.2030353916218294e-06,5.9429110676618768e-12,1.2991038572614558e-11,1.3583882012660115e-08,6.1775030821049662e-16,9.2487223631438576e-09,4.0669308692122404e-08,1.2171234398052836e-13,1.5390522100917704e-09,1.3269543342649649e-15,1.0208858523923611e-11,4.5948588051065831e-12,4.6043534917406984e-12,5.3605325297415525e-15,4.133800787915802e-15,1.0017218098040611e-10,3.572344790633899e-25,3.5129461556578678e-25,3.5129512249397474e-25,1.9743665020310505e-12,1.407238882778987e-10,7.7906797383575263e-17,4.5929804505930587e-20,4.7626657010758616e-15,6.9888139247752781e-15,3.533142666506844e-19,4.6645038560728378e-17,7.4794433011455062e-26,3.8728737307938733e-22,1.9808792563565089e-12,1.1283273532055716e-19,5.8855839107848347e-21,1.5017267731060807e-21,2.4241668923182739e-24,1.3565721971027054e-14,2.0583198923550915e-25,5.1810341718763592e-28,3.5080759732812536e-31,1.4234776473775071e-27,1.8780743993961148e-24,1.5986912601194059e-21,2.2869243703593162e-21,2.4947293250483243e-26,3.4368484421988511e-26,3.2445915459281563e-22,2.1667115571708173e-23,5.2011721305181464e-18,3.8261768306036933e-19,1.8760276935445397e-18,6.1542218471740791e-21,5.7501342226361553e-21,1.1768192881055129e-20,1.9248648129223344e-28,7.5481121178690525e-26,2.1320073119836222e-20,1.5123103319477359e-29,2.5485538454398089e-24,1.0834030179460217e-31,1.067584954184422e-28,1.1778271210823406e-24,5.5680736162167256e-30,4.0173823232650673e-30,2.7521243912262507e-14,2.205794067714419e-13,4.3184058791344372e-14,1.8787331772520652e-19,3.9558783368530257e-18,3.970413586889232e-18,1.4535250036206864e-20,1.0435501058931064e-10,8.0099101041584116e-15,1.3660495692819854e-11,1.994444857715688e-12
1.954542316956624e-09,0.4911540255959786,154.0,0.0,0.0,0.0,0.99999242551349732,0.99999999999969358,18.999997684099945,1.0905643616578337e-06,3.1875168527249544e-06,9.5542648158976153e-07,2.2738142805067585e-06,6.1079218201937659e-12,1.299103604799559e-11,1.3961287168260771e-08,6.1775018176726852e-16,9.5056825401071843e-09,4.1801519379426008e-08,1.2562270809547417e-13,1.6257074894162054e-09,1.3638960035230477e-15,1.0559942868492869e-11,4.8962357085337999e-12,4.9063537545205971e-12,5.7122209594505152e-15,4.4054316244604223e-15,1.0584408278738088e-10,4.1775600673496548e-25,4.1081146043411182e-25,4.1081207088290098e-25,2.1273066876697528e-12,1.4820058778195986e-10,8.5806636476978231e-17,4.7585165842409559e-20,5.0269039961488779e-15,7.3763808552451243e-15,3.9340032241513047e-19,5.014807425906319e-17,8.5557703367551054e-26,4.1732087033305113e-22,2.2210380154657895e-12,1.2478782649410473e-19,6.6580035027234582e-21,1.7455130104618618e-21,2.8152213141317181e-24,1.5669392299685989e-14,2.4603639788166472e-25,6.2887873717581123e-28,4.0739854642543633e-31,1.6971549339650691e-27,2.1866920747294055e-24,1.699407503772257e-21,2.4683737058026282e-21,2.6520153815310148e-26,3.7071876151598056e-26,3.5026689509981103e-22,2.2714360121810885e-23,5.4523843805482322e-18,4.0168571285906322e-19,2.0248190636605652e-18,6.6426752176690356e-21,6.2067005298629519e-21,1.2722396174167767e-20,2.0775876428079645e-28,8.1601388936981951e-26,2.2896728202833443e-20,1.6241482116501332e-29,2.7370262236191936e-24,1.3040028849396922e-31,1.1522894021000914e-28,1.3078095116520995e-24,6.1825710345694901e-30,4.5959534077359414e-30,2.9439527070204804e-14,2.3207141044477288e-13,4.6667473438763589e-14,2.0877081396609907e-19,4.2746195928621798e-18,4.2907403875450015e-18,1.6120794682822337e-20,1.1054777932746956e-10,8.4855648732607081e-15,1.4859815788602037e-11,2.2367072741515604e-12
2.0073497859528135e-09,0.4911540253941109,154.0,0.0,0.0,0.0,0.99999222082954697,0.99999999999967626,18.999997612165533,1.1200238962016124e-06,3.2736301507117361e-06,9.718809685303419e-07,2.3446006107044653e-06,6.272932207062603e-12,1.2991033523350666e-11,1.4338692233654526e-08,6.1775005532280762e-16,9.7626426605431503e-09,4.2933727557930261e-08,1.2953348332704135e-13,1.7147358708035336e-09,1.4008375909242491e-15,1.091212312630643e-11,5.2078178731729934e-12,5.2185804086308877e-12,6.0758213881562829e-15,4.6862772818711282e-15,1.1167395539513512e-10,4.8634700809809105e-25,4.782641424477187e-25,4.7826487368745553e-25,2.287538192193882e-12,1.5586589630762396e-10,9.4282131549929809e-17,4.9261164101048626e-20,5.2980527363342908e-15,7.7740689600083121e-15,4.3678488468914076e-19,5.3800230249003873e-17,9.7517644559947388e-26,4.4878802240817369e-22,2.4818628110028432e-12,1.3762827738025733e-19,7.5055360766236883e-21,2.0202452755158109e-21,3.2554592906321818e-24,1.8023992583043724e-14,2.9262078317642458e-25,7.5935173696204178e-28,4.7110708537348447e-31,2.0137129937808553e-27,2.5351945276877313e-24,1.804600949266198e-21,2.6596979683691821e-21,2.8162959667075697e-26,3.9905866704782928e-26,3.7732580962578662e-22,2.3778354355474994e-23,5.7076106983984505e-18,4.2107194605168395e-19,2.1806940767635379e-18,7.1544001009331359e-21,6.6850282838938667e-21,1.3722981507178547e-20,2.2386220334868639e-28,8.8019152167264997e-26,2.4537368096260803e-20,1.7405247666860379e-29,2.9331474227949843e-24,1.5612578976433982e-31,1.2416036795838311e-28,1.4479787134196869e-24,6.845228370540329e-30,5.2388969138906934e-30,3.1447739193021255e-14,2.4381389273656771e-13,5.0329646752492397e-14,2.3138214884864508e-19,4.6096791537330095e-18,4.627511472753279e-18,1.7832319020269149e-20,1.1689649794633574e-10,8.9732236865907345e-15,1.6122209775466053e-11,2.4998866559769582e-12
