Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199)
1.2473345747137068e-18,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999999950895,1.0,19.0,4.4747002807261713e-14,1.7989112303888575e-13,1.798909395984821e-13,5.0216623655077547e-22,4.9941541226816861e-22,8.6400062896306365e-14,5.1047458657554229e-20,6.0118308758056969e-17,6.5064199554788773e-20,3.2691977629676604e-22,9.7902453057017384e-32,5.1291271097021466e-25,1.2469442467852817e-31,2.516822351784579e-25,7.5737356075371172e-34,7.573735619968742e-34,1.1014671859540938e-42,1.4169517717116386e-43,3.5668335350510804e-26,8.9967482229467525e-78,8.5256053549421376e-78,8.5256053549488617e-78,9.0355711128747461e-37,1.8376439224943598e-19,2.334020307531752e-34,5.7598745978128828e-37,1.6647574357990209e-33,1.3061197549399381e-33
2.495752845843325e-18,0.5703450176715947,154.0,0.0,0.0,0.0,0.99999999999901756,1.0,19.0,8.9532882245859151e-14,3.5993853559241901e-13,3.5993816918973069e-13,2.0099736074156536e-21,1.9880603809317053e-21,1.7287495375394149e-13,2.0432262779292958e-19,1.202887431384863e-16,2.6042605406589812e-19,1.3085303652150851e-21,7.7523942734670608e-31,2.0529874523554091e-24,9.6672218728722731e-31,1.0073848380584791e-24,6.0635936007226164e-33,6.0635936206293433e-33,1.7637759259949867e-41,2.2689672714985866e-42,1.4276629539346499e-25,1.1539223337293352e-75,1.0934935805882629e-75,1.0934935805899879e-75,7.2339509961873579e-36,3.6768858358807881e-19,9.3421672916672772e-34,4.6108049312825764e-36,1.3328167285408816e-32,1.0456888321431099e-32
4.992589388102561e-18,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999999803468,1.0,19.0,1.7910464112268946e-13,7.200333558309446e-13,7.2003262535286989e-13,8.0425123674205059e-21,7.8689005007410027e-21,3.4582402340132305e-13,8.1755473026796538e-19,2.4062929451472453e-16,1.042040985310747e-18,5.2358201594622897e-21,6.0712844899536042e-30,8.2146233047459149e-24,7.2749330308748127e-30,4.0308514878192603e-24,4.852717665164456e-32,4.8527176970279627e-32,2.8231687571138174e-40,3.6318197989414464e-41,5.7125114031728903e-25,1.4785190937764449e-73,1.4010918158636955e-73,1.4010918158681157e-73,5.7893594869030882e-35,7.3553739484261144e-19,3.7380865344608507e-33,3.6890900622906254e-35,1.0666561099409181e-31,8.3686703354828066e-32
9.986262472621033e-18,0.5703450176715947,154.0,0.0,0.0,0.0,0.99999999999606903,1.0,19.0,3.5824815887489173e-13,1.4402229772650582e-12,1.4402215256017163e-12,3.2175285047613494e-20,3.0813585531244445e-20,6.9171931444798541e-13,3.2707358907281903e-18,4.813091277354159e-16,4.1688228617421971e-18,2.0946644072983232e-20,4.6578662532380773e-29,3.2863837110910421e-23,5.1973153270789328e-29,1.6126030332627379e-23,3.8829113251212231e-31,3.8829113761125071e-31,4.5179207339325769e-39,5.8120765150364362e-40,2.2853765142096931e-24,3.3149635274361028e-71,3.1413650918346533e-71,3.1413650918544408e-71,4.6323674261940186e-34,1.4712367316606419e-18,1.49548021904115e-32,2.9503050855941154e-34,8.5348320065436063e-31,6.6961783430142292e-31
1.9973608641657977e-17,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999999213773,1.0,19.0,7.165351943734628e-13,2.8806021471643729e-12,2.8805992777896893e-12,1.2871160376164578e-19,1.1823237944732925e-19,1.3834985037365324e-12,1.3083885224564185e-17,9.6266371610322914e-16,1.6676491672478206e-17,8.379302818339235e-20,3.4420413043484881e-28,1.3146600621671797e-22,3.4190438375337096e-28,6.4509368357659055e-23,3.1066238433883365e-30,3.1066239249804442e-30,7.2291896061246177e-38,9.3002122048346019e-39,9.1422498791621469e-24,4.2581796814308236e-69,4.035186782268588e-69,4.0351867823195086e-69,3.7062461900618927e-33,2.9426422625323927e-18,5.9824252975772323e-32,2.3580276569236209e-33,6.8284539216510062e-30,5.3574042497017403e-30
3.9948300979731864e-17,0.5703450176715947,154.0,0.0,0.0,0.0,0.99999999998427513,1.0,19.0,1.4331092653472709e-12,5.7613602172865017e-12,5.761354588926814e-12,5.1486727650233134e-19,4.369904350283114e-19,2.7670113125954787e-12,5.2336685492190406e-17,1.9253525809731388e-15,6.6707425569430701e-17,3.3518281469208058e-19,2.3867808886371381e-27,5.2588509655800626e-22,2.0112585201510282e-27,2.5804795098354417e-22,2.485416793674125e-29,2.4854169242209519e-29,1.156659104551909e-36,1.4880916341490153e-37,3.6570486173390039e-23,5.4511325805787667e-67,5.1656669739204028e-67,5.1656669740507755e-67,2.9651383032835037e-32,5.8854807532173328e-18,2.3930815477729678e-31,1.8826183251902302e-32,5.4629264740464984e-29,4.2860515481902557e-29
7.989768565587964e-17,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999996854982,1.0,19.0,2.8662574072015516e-12,1.152287541455477e-11,1.1522864438246244e-11,2.0595103002838188e-18,1.5144738121951256e-18,5.5338546634476696e-12,2.0934312115425578e-16,3.8506490666784449e-15,2.6682508725136045e-16,1.3407350599482652e-18,1.5043234270146043e-26,2.1035805927790775e-21,1.0468912722859847e-26,1.0322126244119871e-21,1.9883802027529143e-28,1.9883804116101555e-28,1.8504774557907463e-35,2.3809495448593078e-36,1.4628491036828841e-22,6.9777819959065522e-65,6.6123686249528612e-65,6.6123686252866305e-65,2.3721678973460622e-31,1.1771267450342962e-17,9.5726333801348564e-31,1.4999379475609477e-31,4.3702913176449962e-28,3.4288021173877827e-28
1.1984707033202741e-16,0.5703450176715946,154.0,0.0,0.0,0.0,0.99999999995282451,1.0,19.0,4.2994055489624966e-12,1.7284389772582897e-11,1.728437351461131e-11,4.3764845405318632e-18,2.9282039914860441e-18,8.3005157594402717e-12,4.4484522101076708e-16,5.7758643117774424e-15,5.6699195204158801e-16,2.8490445865615953e-18,3.7936447601700578e-26,4.4701317251523368e-21,2.4297344818095969e-26,2.1934646878929305e-21,5.6855585989851688e-28,5.685559367682179e-28,6.8106277873357953e-35,8.7634231689767165e-36,3.1085727997494351e-22,3.6002836536498162e-64,3.4117435448721658e-64,3.4117435450770832e-64,6.7829612363016097e-31,1.765716386321478e-17,2.0342135085783326e-30,4.2787861689293302e-31,1.2496125628747269e-27,9.8040928835127674e-28
1.597964550081752e-16,0.5703450176715946,154.0,0.0,0.0,0.0,0.9999999999370992,1.0,19.0,5.7325536906301059e-12,2.3045903370655077e-11,2.304588181802247e-11,7.4657895360816047e-18,4.5989121673930159e-18,1.1066994612578595e-11,7.5883781446997227e-16,7.7009983196981927e-15,9.6720142959452742e-16,4.8600960112067349e-18,7.206345801933379e-26,7.62553682470122e-21,4.357981868628338e-26,3.7418040233023039e-21,1.1992528836080239e-27,1.1992530785575457e-27,1.7272374332517141e-34,2.2225778512638848e-35,5.3028758913994725e-22,1.9640993012346578e-63,1.8612431012297448e-63,1.8612431013438189e-63,1.430728372788048e-30,2.3543169991823567e-17,3.4701662742006899e-30,9.0059270916397403e-31,2.6357554282140221e-27,2.0679362387471652e-27
2.3969522436047076e-16,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999990564858,1.0,19.0,8.5988499737462711e-12,3.456892895954476e-11,3.4568896610770738e-11,1.5457011095203441e-17,8.3671724328466932e-18,1.659952464327186e-11,1.571019346281367e-15,1.155107568748947e-14,2.0023938299765577e-15,1.006205561708609e-17,1.6833850475195689e-25,1.5787733840041352e-20,9.5015150061949934e-26,7.746952455698699e-21,3.2755422581406873e-27,3.2755429398359893e-27,6.0397177962247792e-34,7.7723522685131854e-35,1.0978964158107796e-21,2.727821781781692e-62,2.584970867490403e-62,2.5849708676706087e-62,3.9077802237856447e-30,3.5315439745130894e-17,7.1846532636291354e-30,2.4510675278971074e-30,7.1988708164339404e-27,5.648022451322699e-27
3.195939937127663e-16,0.5703450176715946,154.0,0.0,0.0,0.0,0.99999999987419796,1.0,19.0,1.146514625651921e-11,4.6091952174564618e-11,4.609190856109565e-11,2.6288364472406246e-17,1.2659800931816489e-17,2.2131384601709585e-11,2.6717954695936224e-15,1.5400854345677656e-14,3.4054238580505513e-15,1.7112648772347021e-17,3.0956451532681292e-25,2.6850814480140949e-20,1.6664179846339286e-25,1.3175557863090087e-20,6.8535427911994362e-27,6.8535444944603516e-27,1.5090534365945451e-33,1.9420747760978072e-34,1.8672374064641328e-21,1.2539449695271651e-61,1.1882782220402202e-61,1.1882782221336656e-61,8.1764071196419735e-30,4.7088112962260663e-17,1.2219385526252801e-29,5.1123153669343068e-30,1.5062068728240912e-26,1.1817256412335423e-26
3.9949276306506186e-16,0.5703450176715946,154.0,0.0,0.0,0.0,0.99999999984274734,1.0,19.0,1.4331442538924403e-11,5.761497306474025e-11,5.7614917465970042e-11,4.0162713149037948e-17,1.7295767498494986e-17,2.7662526705815531e-11,4.0817455303730513e-15,1.9250312980772993e-14,5.2025215888885325e-15,2.6143818005075449e-17,5.002097599031511e-25,4.1021973695702689e-20,2.5991671605562504e-25,2.0129294954134228e-20,1.2476628269547484e-26,1.247663188296231e-26,3.2013879900732437e-33,4.1202683337546237e-34,2.8527199666167269e-21,4.6295983950471079e-61,4.3871550067302531e-61,4.3871550071051402e-61,1.4884870997088e-29,5.8861218462000084e-17,1.8668717306281252e-29,9.2770305010848661e-30,2.7419204780650043e-26,2.1512302145928092e-26
5.59290301769653e-16,0.5703450176715946,154.0,0.0,0.0,0.0,0.99999999977984633,1.0,19.0,2.0064035102608452e-11,8.066100840146284e-11,8.0660925948090617e-11,7.7231518833675349e-17,2.6943040117601e-17,3.8722612803183785e-11,7.848353854947222e-15,2.6948250234937767e-14,1.0003374797371186e-14,5.0271597105822011e-17,1.0348796796317995e-24,7.8883684936980377e-20,5.1276863182684616e-25,3.8707958745251522e-20,3.2942028893077963e-26,3.2942042128618641e-26,1.1726071786251724e-32,1.5094688940948125e-33,5.4856863283075645e-21,5.675548319490459e-60,5.378330507854315e-60,5.3783305086248171e-60,3.9300609837848122e-29,8.2408753462412284e-17,3.5900381073767703e-29,2.4282503070824841e-29,7.2389492581019801e-26,5.6794668111709365e-26
8.788853791788352e-16,0.5703450176715947,154.0,0.0,0.0,0.0,0.99999999965404451,1.0,19.0,3.1529220225498782e-11,1.2675305437848956e-10,1.2675290583013351e-10,1.8842143295737975e-16,4.6813271940262382e-17,6.0834049429375616e-11,1.9143907795827722e-14,4.2340229539982897e-14,2.4400490639123698e-14,1.226365624583804e-16,2.714378906816654e-24,1.924513688777097e-19,1.2820084909662172e-24,9.4435735982652496e-20,1.2738172157393058e-25,1.2738180546536335e-25,7.4319919166937616e-32,9.5715135939771747e-33,1.3383427257916699e-20,1.5867330304277021e-58,1.5036388085800915e-58,1.5036388089928872e-58,1.5197015660857261e-28,1.2950908707385667e-16,8.7591670789650391e-29,9.207361766943173e-29,2.7987106822996183e-25,2.1957861340975355e-25
1.1984804565880173e-15,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999952824281,1.0,19.0,4.2994405342413607e-11,1.7284506793710175e-10,1.7284483622689659e-10,3.4905673195018499e-16,6.6918680035611574e-17,8.2933832825510477e-11,3.5458411766535198e-14,5.7727011977629412e-14,4.5194672562370148e-14,2.2716965358823575e-16,5.2083496349556753e-24,3.565208781826757e-19,2.4028698385850569e-24,1.7494536010714582e-19,3.1612967715715571e-25,3.161299503566558e-25,2.420202432209342e-31,3.117925690862864e-32,2.4793261179396222e-20,1.0598505647113802e-57,1.0043481878238474e-57,1.0043481881479531e-57,3.7715365746475489e-28,1.76616444864043e-16,1.6227599704186738e-28,2.2496560539597364e-28,6.944750254514147e-25,5.4486469032663126e-25
1.8376706114063816e-15,0.5703450176715946,154.0,0.0,0.0,0.0,0.99999999927664018,1.0,19.0,6.5924775558322176e-11,2.6502899867103959e-10,2.6502854861053423e-10,8.1861757011083429e-16,1.0703255809928018e-16,1.270984820004537e-10,8.3126149366511441e-14,8.8484999960662853e-14,1.0595113866948042e-13,5.3267073674906181e-16,1.2638853988905501e-23,8.3611541487853975e-19,5.6986961346006416e-24,4.1028743299023485e-19,1.1481852563690866e-24,1.1481868189829828e-24,1.3841390341965747e-30,1.7847486186935635e-31,5.814602025948633e-20,2.6035610392944285e-56,2.4672174781510229e-56,2.4672174795174149e-56,1.3698382780175395e-27,2.7085222660876417e-16,3.8062299612400202e-28,7.8762955186064637e-28,2.5215020851960493e-24,1.9782964077851385e-24
3.1160509210431104e-15,0.5703450176715946,154.0,0.0,0.0,0.0,0.9999999987734377,1.0,18.999999999999996,1.1178551591845624e-10,4.4939647455953866e-10,4.4939537975600717e-10,2.3508824646223328e-15,1.871854939962796e-16,2.1528831522664049e-10,2.385281025168035e-13,1.4993872744216025e-13,3.0402375498111877e-13,1.5291458085229532e-15,3.7269518645124963e-23,2.4010887239774674e-18,1.6503848962320744e-23,1.1782558939938363e-18,5.737652434573064e-24,5.7376664445830005e-24,1.2407027885609484e-29,1.6029820507184187e-30,1.6698311757613293e-19,1.2622013645105505e-54,1.1961022965318734e-54,1.1961022978317265e-54,6.8454248442218383e-27,4.5940805320683491e-16,1.093354877936706e-27,3.648207587581403e-27,1.2591207873846954e-23,9.8786914626197632e-24
4.394431230679839e-15,0.5703450176715945,154.0,0.0,0.0,0.0,0.99999999827023933,1.0,18.999999999999993,1.5764625618301426e-10,6.3376343662954704e-10,6.3376141942600946e-10,4.6739847280336208e-15,2.6730155204489805e-16,3.0329246525233518e-10,4.7390227787935718e-13,2.1130953463803096e-13,6.0402756950155317e-13,3.0392345312642354e-15,7.4926031631706321e-23,4.7737276319253121e-18,3.2923173945391507e-23,2.3425958136658174e-18,1.5691006620660118e-23,1.5691057519325781e-23,4.5068661155414253e-29,5.8300045095323564e-30,3.3199484234183722e-19,9.7425012909449494e-54,9.2323052262263679e-54,9.2323052378577835e-54,1.8720789867213829e-26,6.4807622902344735e-16,2.1743033370091055e-27,9.4421842230849813e-27,3.4415192388058486e-23,2.7001147845380987e-23
5.672811540316568e-15,0.5703450176715944,154.0,0.0,0.0,0.0,0.99999999776704451,1.0,18.999999999999989,2.0350699635199686e-10,8.181298853227408e-10,8.1812666763932269e-10,7.7879055852620391e-15,3.4741990346514218e-16,3.9111130541655878e-10,7.8908788137134969e-13,2.7259752856195882e-13,1.005757636912168e-12,5.0624560604440614e-15,1.2560808062331291e-22,7.9539767945387997e-18,5.4951415112971538e-23,3.9033012930867834e-18,3.3044310788860881e-23,3.3044442818481583e-23,1.1689156716620906e-28,1.5138053534316941e-29,5.5318073394756711e-19,4.9192787035724131e-53,4.6616655612097661e-53,4.6616655677175293e-53,3.942549227993612e-26,8.368567531786349e-16,3.6237038135629854e-27,1.8910773330409903e-26,7.2439674949620061e-23,5.6834038322198301e-23
6.951191849953297e-15,0.5703450176715944,154.0,0.0,0.0,0.0,0.99999999726385369,1.0,18.999999999999979,2.4936773642540449e-10,1.0024958211340135e-09,1.0024911244122614e-09,1.1692628726245956e-14,4.2754008637130938e-16,4.7874522004912153e-10,1.183919385266228e-12,3.3380281933684619e-13,1.5090029784750716e-12,7.5983159664213663e-15,1.8931539947804912e-22,1.1941782242227904e-17,8.2583167985588898e-23,5.8603677858003907e-18,5.9901477777920073e-23,5.9901761431148248e-23,2.5109847838996202e-28,3.2554749781091024e-29,8.305405362361146e-19,1.8786376211366762e-52,1.7802570013409879e-52,1.7802570040794726e-52,7.1470211274287712e-26,1.0257496252022831e-15,5.4418010567975887e-27,3.2671787561288206e-26,1.3125042791681598e-22,1.0297522479310975e-22
9.507952469226755e-15,0.5703450176715944,154.0,0.0,0.0,0.0,0.99999999625748348,1.0,18.999999999999961,3.4108921628549536e-10,1.3712261559438203e-09,1.3712176636928828e-09,2.1874426004370845e-14,5.8778041385182851e-16,6.5345969226262518e-10,2.2119087084730781e-12,4.5596569844175002e-13,2.8192602224479293e-12,1.4206123422961534e-14,3.5580492794421053e-22,2.233986698319059e-17,1.546372330909733e-22,1.0963569266802459e-17,1.4992701877913126e-22,1.499279476650988e-22,8.2206540340301794e-28,1.0682056411988029e-28,1.5537812520292789e-18,1.6324024646608029e-51,1.5469167286927828e-51,1.5469167316534382e-51,1.7888823173082331e-25,1.4038724117676705e-15,1.0184995478573244e-26,7.4701811740110508e-26,3.2818146424619007e-22,2.5748152023149059e-22
1.2064713088500213e-14,0.5703450176715944,154.0,0.0,0.0,0.0,0.99999999525112859,1.0,18.99999999999994,4.3281069576328843e-10,1.7399544450111639e-09,1.7399410373888549e-09,3.5219255607846618e-14,7.48020907797122e-16,8.2743894826641686e-10,3.5565495853174112e-12,5.7779905156660887e-13,4.5331160085589574e-12,2.2858706343157513e-14,5.7439262334453409e-22,3.5967560261371623e-17,2.4904218678361934e-22,1.7652168728189887e-17,3.0263874694736167e-22,3.0264104939442597e-22,2.0371873486099162e-27,2.6525971561123812e-28,2.5017156383570335e-18,7.5915709235900604e-51,7.1940152235553557e-51,7.1940152390901021e-51,3.6111078371950247e-25,1.7824445863491097e-15,1.6405854300026436e-26,1.3859480470230235e-25,6.6182335259789582e-22,5.1924712342876311e-22
1.462147370777367e-14,0.5703450176715944,154.0,0.0,0.0,0.0,0.99999999424478891,1.0,18.999999999999915,5.245321748587854e-10,2.1086806924914339e-09,2.1086612456263471e-09,5.1726991395087362e-14,9.0825720408201716e-16,1.0006862038003703e-09,5.2164570227635654e-12,6.9930380238567515e-13,6.6488050489695399e-12,3.3551913715136113e-14,8.4507641187720761e-22,5.2824420507435098e-17,3.6575265546817177e-22,2.5926133576950886e-17,5.3579793181586952e-22,5.3580276477008768e-22,4.2751598782954792e-27,5.5779433989309497e-28,3.6743423607746736e-18,2.6935926889153831e-50,2.552534542080336e-50,2.5525345482129553e-50,6.3933874256821232e-25,2.161466146622811e-15,2.4106450024535898e-26,2.2634168159182957e-25,1.1705779868303707e-21,9.184010265065787e-22
1.7178234327047126e-14,0.5703450176715943,154.0,0.0,0.0,0.0,0.99999999323846434,1.0,18.999999999999879,6.1625365357198751e-10,2.4774049024829667e-09,2.4773782885293312e-09,7.1397509420284142e-14,1.0684967202104652e-15,1.1732046313334116e-09,7.1902646642214569e-12,8.2048086373890527e-13,9.1645858095278296e-12,4.6281639798151037e-14,1.1678542450179395e-21,7.2910012406188361e-17,5.0472376041089188e-22,3.5785432061345106e-17,8.6701539161518721e-22,8.670244609684729e-22,8.0206673215823352e-27,1.0486859641237481e-27,5.0716601800886023e-18,8.0366226743992034e-50,7.6157606584275446e-50,7.6157606789180226e-50,1.0345966562372114e-24,2.5409370904474762e-15,3.3288838679536502e-26,3.3879953003241348e-25,1.8923336116426635e-21,1.484669226085238e-21
2.229175556559404e-14,0.5703450176715941,154.0,0.0,0.0,0.0,0.9999999912258607,1.0,18.999999999999797,7.9969660985151295e-10,3.2148472257045956e-09,3.2148028788066651e-09,1.2022641739477492e-13,1.3889672413998787e-15,1.5160670644388009e-09,1.2074385535668763e-11,1.0618554001034633e-12,1.5389801005219936e-11,7.7834961537874336e-14,1.969684245549655e-21,1.2276573125621171e-16,8.4927641349372251e-22,6.0259908494273872e-17,1.8911927571249011e-21,1.8912183690777102e-21,2.2636955416328008e-26,2.9749973931196129e-27,8.5403644304671706e-18,5.6045312661377953e-49,5.3110333815645498e-49,5.3110334033599095e-49,2.2568908823122218e-24,3.3012271206599716e-15,5.6106887491734911e-26,6.3851553827428391e-25,4.118904302406585e-21,3.2315709508538828e-21
