Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199)
2.9204146999630838e-12,0.5703450176626115,154.0,0.0,0.0,0.0,0.99999885380096976,1.0,18.99999999724297,1.047669939842866e-07,4.2046053247760452e-07,4.1914731623772382e-07,2.0340456498748843e-09,1.8271216025705006e-13,4.1666352965659114e-08,6.9179600367354874e-08,4.354190831237349e-11,8.8175121333130788e-08,7.221078839715106e-10,3.3501290546385787e-17,2.050289342031573e-12,7.8929674846894709e-18,1.0267035036588477e-12,4.2228762423546263e-15,4.2247031339712027e-15,1.327846720911519e-18,4.9904489566599834e-19,1.4639211518308896e-13,3.2656628739840009e-34,3.0947069400332409e-34,3.0947083634633534e-34,5.2248909507576495e-18,7.230061184980454e-13,1.4842493463544357e-21,9.2219613390713594e-21,3.896725069293421e-15,3.057212614295575e-15
2.974691718324092e-12,0.5703450176622995,154.0,0.0,0.0,0.0,0.99999883251427757,1.0,18.999999997147189,1.0671412371197867e-07,4.2826834859807715e-07,4.2689935634117935e-07,2.1097900541705644e-09,1.8610598688074097e-13,4.1695488612569417e-08,7.0786301249193747e-08,4.3658195427718137e-11,9.022299469435971e-08,7.4211948466253678e-10,3.4748847562211434e-17,2.1266526405033922e-12,8.1117051936997574e-18,1.0650763696176049e-12,4.4622642299674067e-15,4.464204236228364e-15,1.407310203751595e-18,5.3269605720521526e-19,1.5188205467464134e-13,3.714269535845424e-34,3.5198305364873214e-34,3.5198321855767654e-34,5.5246884749142962e-18,7.4197924155546954e-13,1.5506413778550603e-21,9.4788640637807957e-21,4.0702713457589713e-15,3.193369080185334e-15
3.0289687366851005e-12,0.5703450176619825,154.0,0.0,0.0,0.0,0.99999881122764234,1.0,18.999999997049951,1.0866125326753436e-07,4.3607606887352946e-07,4.3465003151009663e-07,2.1868982513916787e-09,1.8949839296051225e-13,4.1722129810083801e-08,7.2394076427656814e-08,4.3768002995946736e-11,9.2272237346081178e-08,7.6222649752888031e-10,3.6018867554068962e-17,2.204402831431409e-12,8.3314858274385118e-18,1.1041478753113019e-12,4.7105151544089507e-15,4.7125729333689838e-15,1.4898869865255946e-18,5.678919735074567e-19,1.5747300597775517e-13,4.2146669214175421e-34,3.9940339825964218e-34,3.9940358880371669e-34,5.8358517909874176e-18,7.6115418387523138e-13,1.6188695609410443e-21,9.7370380237690271e-21,4.2478004556508332e-15,3.3326502349119077e-15
3.083245755046109e-12,0.5703450176616609,154.0,0.0,0.0,0.0,0.99999878994105884,1.0,18.999999996951257,1.1060838265095384e-07,4.43883697182026e-07,4.4239934284816542e-07,2.2653691379819997e-09,1.9289104019948802e-13,4.1746490114717437e-08,7.4002833925688288e-08,4.3871692056027864e-11,9.4322732055952559e-08,7.8242504284612406e-10,3.731133234245258e-17,2.2835397327846093e-12,8.5522669776903798e-18,1.1439177358746726e-12,4.9677888780676367e-15,4.9699691850402184e-15,1.5756366785379903e-18,6.0467029404498671e-19,1.6316496800422842e-13,4.7717406782468187e-34,4.521947223369597e-34,4.5219494193625927e-34,6.158600341605418e-18,7.805309362701302e-13,1.6889576805794865e-21,9.9964337755383105e-21,4.4293148128341265e-15,3.4750579694832524e-15
3.1375227734071172e-12,0.5703450176613348,154.0,0.0,0.0,0.0,0.99999876865452353,1.0,18.99999999685112,1.1255551186223715e-07,4.5169123724441081e-07,4.5014729145818226e-07,2.345201611278136e-09,1.9628505257765648e-13,4.1768764799835483e-08,7.5612489640636485e-08,4.3969603529916161e-11,9.6374371628208731e-08,8.027113986481853e-10,3.8626223764996856e-17,2.3640631724177499e-12,8.7740079606476711e-18,1.1843856666097666e-12,5.2342451980816002e-15,5.2365528856727064e-15,1.6646188647425815e-18,6.4306872636580385e-19,1.6895793971479908e-13,5.3907378964984733e-34,5.1085427323471402e-34,5.1085452569301946e-34,6.4931539899885936e-18,8.0010948960856963e-13,1.7609296065764086e-21,1.0257003885388144e-20,4.6148166127448353e-15,3.6205940035326982e-15
3.1917997917681256e-12,0.5703450176610038,154.0,0.0,0.0,0.0,0.99999874736803196,1.0,18.999999996749533,1.1450264090138443e-07,4.5949869263442103e-07,4.5789387844205158e-07,2.4263945695088051e-09,1.9967731728530826e-13,4.1789132420926955e-08,7.7222966670103168e-08,4.4062059343468552e-11,9.8427058044401332e-08,8.2308199431250559e-10,3.9963523678425313e-17,2.4459729875306611e-12,8.9966697467943557e-18,1.225551382985725e-12,5.510043846381525e-15,5.512483864518858e-15,1.75689310575882e-18,6.8312503157489823e-19,1.7485192011716633e-13,6.0772867478573849e-34,5.7591541230740598e-34,5.7591570184737403e-34,6.8397330193512626e-18,8.1988983481255386e-13,1.8348092935628241e-21,1.0518702848625143e-20,4.80430785109057e-15,3.7692598999911672e-15
3.246076810129134e-12,0.570345017660668,154.0,0.0,0.0,0.0,0.99999872608158069,1.0,18.999999996646505,1.1644976976839575e-07,4.6730606677581801e-07,4.6563910490078646e-07,2.5089469117941115e-09,2.0306950767696666e-13,4.1807756246867999e-08,7.8834194695510061e-08,4.4149363484902883e-11,1.0048070167770344e-07,8.4353340440608282e-10,4.1323213946863486e-17,2.5292690241572779e-12,9.2202148936532069e-18,1.2674146006385624e-12,5.7953444897331094e-15,5.7979218856910885e-15,1.8525189378880104e-18,7.2487702009271284e-19,1.8084690826409287e-13,6.8374168183758003e-34,6.4794954182348487e-34,6.4794987312437158e-34,7.1985581323042058e-18,8.3987196285576295e-13,1.9106207809805021e-21,1.0781487011371643e-20,4.9977903409502605e-15,3.9210570785032299e-15
3.3003538284901423e-12,0.5703450176603275,154.0,0.0,0.0,0.0,0.99999870479516662,1.0,18.999999996542041,1.1839689846327122e-07,4.7511336295259061e-07,4.7338297193450874e-07,2.5928575381448327e-09,2.0646378382116312e-13,4.1824785568648316e-08,8.0446109418441002e-08,4.4231803004279172e-11,1.0253522057448125e-07,8.6406234278173695e-10,4.270527645087725e-17,2.6139511366827399e-12,9.4446074812362778e-18,1.3099750353709556e-12,6.0903067297792151e-15,6.0930266482000183e-15,1.951555873129393e-18,7.6836254767384324e-19,1.8694290325158364e-13,7.6775801469783549e-34,7.2756809875487234e-34,7.2756847699292269e-34,7.5698504502576056e-18,8.6005586476170991e-13,1.9883881930675095e-21,1.1045314494234462e-20,5.195265728409873e-15,4.0759868276945524e-15
3.3546308468511507e-12,0.5703450176599826,154.0,0.0,0.0,0.0,0.9999986835087864,1.0,18.999999996436145,1.2034402698601091e-07,4.8292058432140314e-07,4.8112548064245039e-07,2.6781253494616861e-09,2.0985600763010907e-13,4.184035689605401e-08,8.2058652045240416e-08,4.4309648957289903e-11,1.0459053979737223e-07,8.8466565691443259e-10,4.4109693092843044e-17,2.7000191873870139e-12,9.6698130501361417e-18,1.3532324031520451e-12,6.3950901030817423e-15,6.3979577859926078e-15,2.0540633991960966e-18,8.1361951167003659e-19,1.9313990421713889e-13,8.6046729813177784e-34,8.1542461655083498e-34,8.1542504744247695e-34,7.9538315128258576e-18,8.8044153160196899e-13,2.0681357388439069e-21,1.1310145120633323e-20,5.3967355068595142e-15,4.2340503163890896e-15
3.4631848835731674e-12,0.5703450176592785,154.0,0.0,0.0,0.0,0.99999864093611635,1.0,18.999999996220076,1.2423828351508327e-07,4.9853481460186693e-07,4.9660642747347337e-07,2.8527281350420903e-09,2.1664140201761531e-13,4.1867613940081826e-08,8.5285410672446133e-08,4.4452569588878417e-11,1.0870331112836894e-07,9.2608343863460211e-10,4.6985516438342908e-17,2.8763125894209361e-12,1.0122532249353944e-17,1.441836802568043e-12,7.0347580705474548e-15,7.0379373981267817e-15,2.2697280533221012e-18,9.0959952600610033e-19,2.0583692083010478e-13,1.0749590699398855e-33,1.0186891814401562e-33,1.0186897371831819e-33,8.7607481177166588e-18,9.2181812460208102e-13,2.2336684913665241e-21,1.1842663208611439e-20,5.8116635213516173e-15,4.5595826470588853e-15
3.5608835166229825e-12,0.570345017658629,154.0,0.0,0.0,0.0,0.99999860262080376,1.0,18.999999996020758,1.2774311380254471e-07,5.1258739508123076e-07,5.1053464515652027e-07,3.0145012066803369e-09,2.2274863202112121e-13,4.1888303398079047e-08,8.8191147958912542e-08,4.4567910343528751e-11,1.1240691418808716e-07,9.635847297219824e-10,4.9650027277834815e-17,3.0397153251243808e-12,1.0532442085923208e-17,1.5239614270728865e-12,7.6456466567637428e-15,7.6491253694804694e-15,2.4762919467104307e-18,1.002420770017286e-18,2.1760966836599511e-13,1.3056405505496235e-33,1.2372962052271143e-33,1.2372968992977172e-33,9.5325995955695456e-18,9.5974700573306494e-13,2.3896646260844366e-21,1.2324989670476991e-20,6.1987718451451007e-15,4.8632887503635217e-15
3.6585821496727975e-12,0.5703450176579645,154.0,0.0,0.0,0.0,0.99999856430556378,1.0,18.999999995816864,1.3124794353228725e-07,5.2663977665338305e-07,5.2445847891868628e-07,3.1806545050163421e-09,2.2885082017816206e-13,4.1905914012281651e-08,9.1098211140809034e-08,4.4671941464266139e-11,1.1611220724603317e-07,1.0012835260958222e-09,5.238668464937909e-17,3.2076066763896885e-12,1.0944510799447804e-17,1.6083397049959601e-12,8.2908338571476509e-15,8.2946304541467337e-15,2.69502459893972e-18,1.1015724001424906e-18,2.2970966358372246e-13,1.5774883586878877e-33,1.4949149996300056e-33,1.4949158612527006e-33,1.0349027041502921e-17,9.9832946842066715e-13,2.5524567660899236e-21,1.2810012301010753e-20,6.59883951105678e-15,5.177161867358513e-15
3.7562807827226126e-12,0.5703450176572852,154.0,0.0,0.0,0.0,0.9999985259903863,1.0,18.999999995608405,1.3475277270431119e-07,5.4069197352609001e-07,5.3837793513860319e-07,3.3511816521873949e-09,2.3496095658670531e-13,4.192090408071613e-08,9.4006402832899915e-08,4.4765771975151145e-11,1.1981893871844663e-07,1.0391656070057951e-09,5.5195383481417441e-17,3.3799860738550186e-12,1.135858294678152e-17,1.6949699858640825e-12,8.971247741129426e-15,8.9753812897181906e-15,2.9262720662695559e-18,1.2072765224958923e-18,2.4213690274792691e-13,1.8964445810379082e-33,1.7971766944866922e-33,1.7971777580227077e-33,1.1211337517909548e-17,1.0375654621236774e-12,2.7221891620174901e-21,1.3297549869456788e-20,7.0118711925949862e-15,5.5012056481180785e-15
3.853979415772428e-12,0.5703450176565912,154.0,0.0,0.0,0.0,0.99999848767526223,1.0,18.999999995395413,1.3825760131861682e-07,5.5474399890319801e-07,5.5229302018561486e-07,3.5260762796158001e-09,2.4107181347957368e-13,4.1933663580679684e-08,9.6915555075132596e-08,4.4850402095799359e-11,1.2352689452638948e-07,1.0772177758391487e-09,5.8076018891217936e-17,3.5568530023561394e-12,1.1774514279287729e-17,1.7838506209375226e-12,9.6878156982009251e-15,9.6923058338037081e-15,3.1703801512503573e-18,1.3197554515378328e-18,2.5489138244207821e-13,2.2691174731959054e-33,2.1503437337042911e-33,2.150345039382427e-33,1.2120842430070594e-17,1.0774549366870299e-12,2.8990069533148321e-21,1.3787434195654834e-20,7.437870747070861e-15,5.8354231023476736e-15
3.951678048822243e-12,0.5703450176558825,154.0,0.0,0.0,0.0,0.99999844936018389,1.0,18.999999995177905,1.4176242937520435e-07,5.687958650424932e-07,5.6620374041979344e-07,3.7053320279953636e-09,2.4717195791984725e-13,4.1944524394243031e-08,9.9825524928596387e-08,4.4926733940649224e-11,1.2723589248243251e-07,1.1154277862471984e-09,6.1028486152525023e-17,3.7382069957115067e-12,1.2192170935408461e-17,1.874979963207053e-12,1.0441464438669443e-14,1.0446331364742365e-14,3.4276944030086117e-18,1.4392316699159059e-18,2.6797309954568775e-13,2.7028357200590212e-33,2.5613612975727033e-33,2.5613628923008463e-33,1.3078857515037088e-17,1.1179978423186882e-12,3.0830561679526068e-21,1.4279509208960052e-20,7.876841337765259e-15,6.1798166952335298e-15
4.049376681872058e-12,0.5703450176551591,154.0,0.0,0.0,0.0,0.99999841104514475,1.0,18.999999994955889,1.45267256874074e-07,5.8284758328963516e-07,5.8011010219195161e-07,3.8889425472778909e-09,2.532803085211014e-13,4.1953769002364243e-08,1.0273619073103847e-07,4.4995581157841578e-11,1.3094577751800144e-07,1.1537842736563001e-09,6.4052680641312915e-17,3.924047632015918e-12,1.2611428692112036e-17,1.96835636739112e-12,1.1233119994405995e-14,1.1238384482316209e-14,3.6985601175296222e-18,1.5659277926849298e-18,2.8138205121318233e-13,3.2057055846567325e-33,3.0379114625403565e-33,3.0379134008042439e-33,1.4086702830534122e-17,1.1591941295682043e-12,3.2744837221304519e-21,1.4773630078266366e-20,8.3287855377997299e-15,6.5343884289376051e-15
4.147075314921873e-12,0.5703450176544211,154.0,0.0,0.0,0.0,0.99999837273013914,1.0,18.999999994729393,1.4877208381522597e-07,5.9689916419519164e-07,5.9401211184365577e-07,4.0769014966597147e-09,2.5939268940811549e-13,4.196163788231618e-08,1.0564744891085199e-07,4.5057677627254439e-11,1.3465641762254231e-07,1.1922766916791184e-09,6.7148497928300667e-17,4.1143745293858871e-12,1.3032172269665446e-17,2.0639781899330944e-12,1.2063707719588553e-14,1.2069391108461868e-14,3.983322337938038e-18,1.7000665353772218e-18,2.951182348542874e-13,3.7866709584069789e-33,3.5884701107615987e-33,3.5884724556176121e-33,1.5145702743892401e-17,1.2010437493068041e-12,3.4734374199808008e-21,1.5269662398882617e-20,8.7937054185156256e-15,6.8991399119379326e-15
4.244773947971688e-12,0.5703450176536685,154.0,0.0,0.0,0.0,0.99999833441516217,1.0,18.999999994498424,1.5227691019866043e-07,6.1095061756460534e-07,6.0790977570724046e-07,4.2692025445682276e-09,2.6549074992065841e-13,4.196833574458105e-08,1.0855921130089617e-07,4.5113685276760119e-11,1.3836770041976341e-07,1.2308952532268916e-09,7.0315833755711452e-17,4.3091873421289227e-12,1.3454294687997819e-17,2.1618437889986188e-12,1.2934152291440607e-14,1.2940276487981034e-14,4.2823258547762721e-18,1.8418706856509217e-18,3.0918164811586027e-13,4.4555764353662758e-33,4.2223667055858252e-33,4.2223695297550512e-33,1.6257185921010409e-17,1.2435466527089399e-12,3.6800659532712775e-21,1.5767481441096643e-20,9.2716026239880009e-15,7.2740724174906451e-15
4.342472581021503e-12,0.5703450176529014,154.0,0.0,0.0,0.0,0.99999829610021007,1.0,18.999999994263,1.5578173602437761e-07,6.250019524569488e-07,6.2180310010582051e-07,4.4658393686484496e-09,2.7159784852552955e-13,4.1974036834652536e-08,1.1147140285505331e-07,4.5164201129126969e-11,1.4207953025719896e-07,1.2696308758718328e-09,7.3554583947147318e-17,4.5084857572832702e-12,1.3877696669613135e-17,2.2619515244730106e-12,1.3845377710965559e-14,1.3851965189249858e-14,4.5959152062810738e-18,1.9915630780178468e-18,3.2357228886503644e-13,5.2232334462176561e-33,4.9498469668724957e-33,4.9498503539435584e-33,1.7422485315335903e-17,1.2867027912351677e-12,3.8945189011035163e-21,1.6266971457548581e-20,9.7624784343677109e-15,7.6591869333267971e-15
4.440171214071318e-12,0.5703450176521198,154.0,0.0,0.0,0.0,0.99999825778527895,1.0,18.999999994023138,1.5928656129237752e-07,6.3905317730118917e-07,6.3569209135330656e-07,4.666805655749609e-09,2.7771350607106023e-13,4.197888945866747e-08,1.1438395969907592e-07,4.5209763662236395e-11,1.4579182572185308e-07,1.3084751311291388e-09,7.6864644523639854e-17,4.7122694914888065e-12,1.4302286085006183e-17,2.3642997579587298e-12,1.4798307303677344e-14,1.4805381104927286e-14,4.9244346786583997e-18,2.1493665712857806e-18,3.3829015517358075e-13,6.1014895219445945e-33,5.7821385124329269e-33,5.7821425581815063e-33,1.8642938156874918e-17,1.3305121166162452e-12,4.1169467296105234e-21,1.6768025034972842e-20,1.0266333819950365e-14,8.0544842040737597e-15
4.537869847121133e-12,0.5703450176513237,154.0,0.0,0.0,0.0,0.99999821947036549,1.0,18.999999993778854,1.6279138600266047e-07,6.5310429994706274e-07,6.4957675575441662e-07,4.8720951019117396e-09,2.8380962757837823e-13,4.1983019851858794e-08,1.172968274644755e-07,4.5250858553096291e-11,1.495045175166036e-07,1.3474201973602464e-09,8.024591169880038e-17,4.920538288155582e-12,1.4727977437884194e-17,2.4688868527728873e-12,1.5793863720327595e-14,1.5801447452662364e-14,5.2682283063567923e-18,2.315504028410648e-18,3.5333524530335802e-13,7.1033007506266317e-33,6.731519525727664e-33,6.7315243395609395e-33,1.9919885941236326e-17,1.3749745808383558e-12,4.3475007916545826e-21,1.727054249158007e-20,1.0783169487393826e-14,8.4599647675164302e-15
4.635568480170948e-12,0.5703450176505134,154.0,0.0,0.0,0.0,0.99999818115546768,1.0,18.99999999353016,1.662962101552264e-07,6.671553276250022e-07,6.6345709960468983e-07,5.0817014123523042e-09,2.8991428169293797e-13,4.1986535471090368e-08,1.2020995987045447e-07,4.5287923858817869e-11,1.5321754665275759e-07,1.3864588160660317e-09,8.3698281740860364e-17,5.1332919149047256e-12,1.5154691387640762e-17,2.5757111739448055e-12,1.6832968937629667e-14,1.6841086775800534e-14,5.6276398723393297e-18,2.4901982985320454e-18,3.6870755769284922e-13,8.2428075040338521e-33,7.811390522497759e-33,7.8113962290323936e-33,2.1254674418689138e-17,1.420090136129397e-12,4.5863333265207593e-21,1.7774431324026171e-20,1.1312985919055008e-14,8.8756289854600649e-15
4.733267113220763e-12,0.5703450176496886,154.0,0.0,0.0,0.0,0.99999814284058275,1.0,18.999999993277061,1.6980103375007556e-07,6.8120626706411871e-07,6.7733312919050042e-07,5.2956183014528342e-09,2.9603426787575041e-13,4.1989527789763123e-08,1.2312331752016303e-07,4.532135468654346e-11,1.5693086291578089e-07,1.4255842513382462e-09,8.7221651113375172e-17,5.3505301612567725e-12,1.5582354305884223e-17,2.6847710882136059e-12,1.7916544258979616e-14,1.7925220944088948e-14,6.0030129083543087e-18,2.6736722009720274e-18,3.8440709094463943e-13,9.535413505083584e-33,9.0363492836883847e-33,9.0363560244710936e-33,2.2648653583245048e-17,1.4658587349462427e-12,4.8335974596089399e-21,1.8279605690059234e-20,1.1855783406381406e-14,9.301477069928554e-15
4.830965746270578e-12,0.5703450176488496,154.0,0.0,0.0,0.0,0.99999810452570914,1.0,18.999999993019582,1.7330585678720795e-07,6.9525712455623578e-07,6.9120485078907044e-07,5.513839492745578e-09,3.0212870139354362e-13,4.1992074671812536e-08,1.260368668782374e-07,4.5351507403120036e-11,1.6064442356208687e-07,1.4647902522400381e-09,9.0815916505029681e-17,5.5722528365432915e-12,1.6010897865200767e-17,2.796064964025839e-12,1.9045510315174546e-14,1.9054771154380739e-14,6.3946906952046975e-18,2.8661485109826023e-18,4.0043384381381099e-13,1.0997868305309302e-32,1.0422269020210201e-32,1.0422276955590325e-32,2.4103177661786427e-17,1.5122803299629268e-12,5.0894472021291066e-21,1.8785985925304754e-20,1.2411562078273886e-14,9.7375091054172689e-15
4.928664379320393e-12,0.5703450176479963,154.0,0.0,0.0,0.0,0.9999980662108453,1.0,18.999999992757733,1.7681067926662382e-07,7.0930790587047555e-07,7.0507227066848394e-07,5.7363587189001938e-09,3.0822933935550199e-13,4.1994242393790133e-08,1.2895057939990602e-07,4.5378703432341544e-11,1.6435819220901031e-07,1.504071017894087e-09,9.4480974627697151e-17,5.7984597680190114e-12,1.6440258657871546e-17,2.9095911715331312e-12,2.0220787065128317e-14,2.0230657931338371e-14,6.803016263016544e-18,3.0678499470417747e-18,4.1678781519717186e-13,1.2648353238996616e-32,1.1986379832719956e-32,1.1986389143883803e-32,2.5619605103199275e-17,1.5593548740596675e-12,5.3540374507909826e-21,1.9293498102013459e-20,1.298032192524505e-14,1.0183725067847183e-14
5.026363012370208e-12,0.570345017647129,154.0,0.0,0.0,0.0,0.99999802789598891,1.0,18.999999992491514,1.8031550118832314e-07,7.2335861637126941e-07,7.1893539508769901e-07,5.9631697217104393e-09,3.1435497295887228e-13,4.1996087369398194e-08,1.3186443078824623e-07,4.5403232681203873e-11,1.6807213788811965e-07,1.5434211650791837e-09,9.8216722377610346e-17,6.0291507991544292e-12,1.6870377841390693e-17,3.0253480825898667e-12,2.1443293796584985e-14,2.1453801128136021e-14,7.2283323915063209e-18,3.2789991595271937e-18,4.3346900412325589e-13,1.4506570921941297e-32,1.3747353530833751e-32,1.3747364422011004e-32,2.719929856752525e-17,1.6070823203126726e-12,5.6275239874913521e-21,1.9802073617231017e-20,1.3562062820022742e-14,1.0640124840729934e-14
5.124061645420023e-12,0.5703450176462471,154.0,0.0,0.0,0.0,0.99999798958113983,1.0,18.999999992220946,1.8382032255230608e-07,7.3740926111139929e-07,7.3279423029656225e-07,6.1942662520808866e-09,3.2044846012205217e-13,4.1997657618759225e-08,1.347784003613822e-07,4.5425356630880294e-11,1.7178623423865847e-07,1.5828356981570141e-09,1.0202305692322836e-16,6.2643257880919408e-12,1.7301200809624382e-17,3.1433340707508798e-12,2.2713949126830097e-14,2.2725119927160963e-14,7.6709816102473907e-18,3.4998187206224865e-18,4.5047740974304245e-13,1.6593838363724229e-32,1.5725391877077966e-32,1.5725404577930718e-32,2.8843624915175652e-17,1.6554626219846714e-12,5.9100634790086507e-21,2.031164880470586e-20,1.4156784535103789e-14,1.110670822894015e-14
5.2217602784698384e-12,0.5703450176453516,154.0,0.0,0.0,0.0,0.9999979512662962,1.0,18.999999991946044,1.8732514335857267e-07,7.5145984469379023e-07,7.4664878253582162e-07,6.4296420700136667e-09,3.2654283936785502e-13,4.1998994018090145e-08,1.3769247051426004e-07,4.5445311124310773e-11,1.7550045882153376e-07,1.622309981165269e-09,1.0589987542123626e-16,6.5039846062502298e-12,1.773267688823849e-17,3.2635475112691746e-12,2.4033671003399818e-14,2.4045532840714079e-14,8.1313061989355634e-18,3.7305311153281978e-18,4.6781303132134578e-13,1.8933183762635415e-32,1.79423183211077e-32,1.7942333089313255e-32,3.05539551961412e-17,1.7044957325161243e-12,6.2018134766903049e-21,2.0822164581903727e-20,1.4764486757684218e-14,1.1583474970429335e-14
5.3194589115196535e-12,0.5703450176444417,154.0,0.0,0.0,0.0,0.99999791295145757,1.0,18.999999991666808,1.9082996360712298e-07,7.6551037138325599e-07,7.6049905803713936e-07,6.6692909445952202e-09,3.3267548007750699e-13,4.2000131362170077e-08,1.4060662626105172e-07,4.5463308879938542e-11,1.7921479253607198e-07,1.6618397119219563e-09,1.0984707518732886e-16,6.7481271370625485e-12,1.8164759051322502e-17,3.3859867810936485e-12,2.5403376704788246e-14,2.5415957711709362e-14,8.6096481876538628e-18,3.9713587334594927e-18,4.854758682288221e-13,2.1549447051655473e-32,2.042167328903732e-32,2.0421690413076194e-32,3.2331664639207102e-17,1.754181605517057e-12,6.5029324161351621e-21,2.1333566123040953e-20,1.5385169102352834e-14,1.2070424746185018e-14
5.4171575445694685e-12,0.5703450176435177,154.0,0.0,0.0,0.0,0.99999787463662271,1.0,18.999999991383252,1.9433478329795721e-07,7.7956084524912888e-07,7.7434506302310561e-07,6.9132066539830675e-09,3.3876948332491712e-13,4.2001099268489283e-08,1.4352085484574549e-07,4.5479541758814194e-11,1.8292921912368418e-07,1.7014208979948463e-09,1.1386455387495452e-16,6.9967532748358902e-12,1.859740365845457e-17,3.5106502588668454e-12,2.6823982841152869e-14,2.6837311714372529e-14,9.1063493571365062e-18,4.2225238625227867e-18,5.0346591993455146e-13,2.4469384263294119e-32,2.3188813092150857e-32,2.3188832894311945e-32,3.4178132641256021e-17,1.8045201947594748e-12,6.8135796168890418e-21,2.1845802547535354e-20,1.6018831121893367e-14,1.2567557188705844e-14
5.5148561776192836e-12,0.5703450176425796,154.0,0.0,0.0,0.0,0.99999783632179151,1.0,18.999999991095393,1.9783960243107533e-07,7.9361126996667383e-07,7.8818680370725124e-07,7.1613829853926117e-09,3.448545683494902e-13,4.2001922947402807e-08,1.4643514541044691e-07,4.5494182809588665e-11,1.866437247450885e-07,1.7410498344005386e-09,1.1795220909033017e-16,7.2498629237193936e-12,1.903057021158344e-17,3.6375363249227113e-12,2.8296405355018281e-14,2.8310511354938685e-14,9.6217512390322128e-18,4.4842486813753151e-18,5.2178318599915868e-13,2.7721775780863742e-32,2.6271012519050499e-32,2.6271035358665795e-32,3.6094742756558583e-17,1.8555114541703192e-12,7.1339152821316968e-21,2.2358826636767964e-20,1.666547231648566e-14,1.3074871889220653e-14
5.612554810669099e-12,0.5703450176416277,154.0,0.0,0.0,0.0,0.99999779800696298,1.0,18.999999990803232,2.0134442100647752e-07,8.0766164890939852e-07,8.0202428629406201e-07,7.4138137350839471e-09,3.5099545871589475e-13,4.2002623858132081e-08,1.4934948871284434e-07,4.5507388113181273e-11,1.9035829762019653e-07,1.7807230829083405e-09,1.2210993855131063e-16,7.507455996771225e-12,1.9464221128490304e-17,3.7666433612843572e-12,2.982155952197834e-14,2.9836472472349103e-14,1.015619511616679e-17,4.7567552545834204e-18,5.4042766606842153e-13,3.1337538543807059e-32,2.9697571175340615e-32,2.9697597452262369e-32,3.808288268604233e-17,1.9071553378249247e-12,7.4641004983532949e-21,2.2872594575236422e-20,1.7325092141543129e-14,1.3592368403837603e-14
5.710253443718914e-12,0.5703450176406617,154.0,0.0,0.0,0.0,0.99999775969213656,1.0,18.999999990506783,2.0484923902416371e-07,8.2171198536762677e-07,8.1585751697899035e-07,7.6704927083486926e-09,3.5709251596673594e-13,4.2003220267140149e-08,1.5226387688572112e-07,4.5519298446595398e-11,1.9407292772159194e-07,1.8204374528340651e-09,1.2633764040127488e-16,7.7695324151145698e-12,1.9898321532368096e-17,3.8979697516618479e-12,3.1400359951396786e-14,3.1416110238947003e-14,1.0710022022805131e-17,5.0402655274052527e-18,5.5939935986734104e-13,3.5349842274663465e-32,3.3499923634912571e-32,3.349995379324609e-32,4.0143944266686374e-17,1.9594517999409345e-12,7.804297235052451e-21,2.3387065700821088e-20,1.7997690014383836e-14,1.4120046258778099e-14
5.807952076768729e-12,0.5703450176396818,154.0,0.0,0.0,0.0,0.99999772137731202,1.0,18.999999990206046,2.0835405648413413e-07,8.3576228228370678e-07,8.2968650194846951e-07,7.9314137194968385e-09,3.631643527143718e-13,4.2003727723183607e-08,1.5517830323235482e-07,4.5530040783507991e-11,1.9778760651374981e-07,1.8601899832170928e-09,1.3063521270599686e-16,8.0360921071744912e-12,2.033283905786338e-17,4.0315138814499807e-12,3.3033720587106288e-14,3.3050339161172535e-14,1.1283572744912569e-17,5.3350013213311969e-18,5.7869826719464353e-13,3.9794229795063936e-32,3.7711753466711005e-32,3.7711787998816992e-32,4.227932346090091e-17,2.012400794872655e-12,8.1546683444253199e-21,2.3902202276357737e-20,1.8683265319906035e-14,1.4657904954829742e-14
5.905650709818544e-12,0.570345017638688,154.0,0.0,0.0,0.0,0.99999768306248893,1.0,18.999999989901042,2.1185887338638875e-07,8.4981254230207309e-07,8.4351124737992666e-07,8.1965705918436312e-09,3.6931431203690233e-13,4.2004159461549277e-08,1.5809276205241561e-07,4.553972964766155e-11,2.0150232673112961e-07,1.8999779262808111e-09,1.3500255356334221e-16,8.3071350079875311e-12,2.0767743670032408e-17,4.1672741377260851e-12,3.4722554708106221e-14,3.4740073080256744e-14,1.187718782041571e-17,5.6411843301219598e-18,5.9832438791767191e-13,4.4708741497882036e-32,4.2369111200614622e-32,4.2369150651395216e-32,4.449042034583693e-17,2.066002277105808e-12,8.5153775610342129e-21,2.4417969285211878e-20,1.938181741541769e-14,1.5205943971135463e-14
