Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999)
1.9767804389356243e-12,0.4985829288077472,154.0,0.0,0.0,0.0,0.99994965323684781,1.0,18.999999966069552,1.0655659845343536e-06,6.5061061072218579e-06,6.4850711124452515e-06,2.7297794803285033e-08,1.4509853384491076e-12,7.3350206834370011e-06,9.7945660739543515e-06,6.5711806126541571e-08,1.9060207592278512e-05,6.5677064056078209e-09,2.2199750292596338e-16,3.7025157067191473e-10,3.8389135882372959e-17,2.5392915448097713e-10,2.7548338447960291e-12,2.755612402570948e-12,5.5535404684025581e-16,2.2319782979084068e-16,6.9047141678920418e-12,1.077088803323388e-28,9.9676302916342816e-29,9.9677223773945025e-29,2.6814595079875265e-16,6.3481315811108105e-11,5.4521196782293607e-19,6.6156049858871025e-19,8.586110188728903e-12,4.411981341071103e-12,5.898285156070617e-21,4.8820889794967459e-18,1.244844331208154e-27,5.1682874366174147e-23,4.4333583646395302e-22,3.9151473154808033e-22,1.1346062761088372e-25,3.3086973615170396e-29,1.3882779185082096e-29,5.5189400481955164e-27
2.00955370486456e-12,0.49858292880479016,154.0,0.0,0.0,0.0,0.99994882140395136,1.0,18.999999965030234,1.083231588357942e-06,6.6139281382455012e-06,6.5921391487672679e-06,2.81891116969387e-08,1.4750550944122499e-12,7.339093663605699e-06,9.9961992664201273e-06,6.5847099333809036e-08,1.9452586575549054e-05,6.714398163409133e-09,2.2924611391358593e-16,3.7968115268617782e-10,3.9246567955019498e-17,2.6235959642433891e-10,2.8936418331414056e-12,2.8944625641715471e-12,5.8463270956072931e-16,2.3609201596902336e-16,7.1355207233334684e-12,1.2081127992645552e-28,1.1180208687600975e-28,1.1180313691591333e-28,2.8213795426978746e-16,6.4767238451864465e-11,5.6663665291438332e-19,6.7650912792872459e-19,8.925317619781299e-12,4.5862792969153511e-12,6.3046093654910962e-21,5.128521370748701e-18,1.3524537010509999e-27,5.4460859381844182e-23,4.7407667951811086e-22,4.1946625067776068e-22,1.2360279520492051e-25,3.6647260656768098e-29,1.5378160510300999e-29,5.9983473727069193e-27
2.042326970793496e-12,0.4985829288017935,154.0,0.0,0.0,0.0,0.99994798958423625,1.0,18.999999963977018,1.1008971747561023e-06,6.7217497264897093e-06,6.6991932325996555e-06,2.9094057312098204e-08,1.4991071690813137e-12,7.3428444509876433e-06,1.0197939873752874e-05,6.5975215254925967e-08,1.9845174636643363e-05,6.8613492934756153e-09,2.3660556017853335e-16,3.8917701556812179e-10,4.010551863524494e-17,2.7092577208114629e-10,3.0370195695374738e-12,3.0378839829582884e-12,6.1492159892686493e-16,2.4948509013379735e-16,7.3701213144603208e-12,1.3525546694450795e-28,1.2516971618018854e-28,1.2517091097949362e-28,2.9662192647989411e-16,6.6060786386773657e-11,5.8858131342480504e-19,6.9149067841143015e-19,9.2714202605750112e-12,4.7641200380245017e-12,6.7317514235096158e-21,5.3830958421403054e-18,1.4674112246126905e-27,5.7339446806397032e-23,5.064084117769751e-22,4.4890730616367625e-22,1.3446273217018609e-25,4.052253633517647e-29,1.7006031832013225e-29,6.5107190100049175e-27
2.0751002367224317e-12,0.49858292879875754,154.0,0.0,0.0,0.0,0.99994715777691245,1.0,18.999999962909953,1.1185627437290623e-06,6.8295708864112128e-06,6.806233395598269e-06,3.001260001364401e-08,1.5231218975451018e-12,7.3462984962022392e-06,1.0399779396087567e-05,6.6096534484269002e-08,2.0237955234918064e-05,7.0085453616315821e-09,2.4407558408339029e-16,3.9873850644431119e-10,4.0965905352357309e-17,2.7962759009737111e-10,3.1850400140417232e-12,3.1859496457260131e-12,6.4623765937922351e-16,2.6338684448284582e-16,7.6085159401240674e-12,1.5115387575400897e-28,1.398832589497523e-28,1.3988461566710299e-28,3.1160721295938532e-16,6.7361960119480224e-11,6.1105202369578615e-19,7.065037286353154e-19,9.6244208779643487e-12,4.9455049761295486e-12,7.1804248858309206e-21,5.6459438245497891e-18,1.5900900814895261e-27,6.0320602566290928e-23,5.4038652716402645e-22,4.798913881692466e-22,1.4607836059421576e-25,4.4734852058993481e-29,1.8775688039539336e-29,7.0577470663246576e-27
2.1078735026513675e-12,0.4985829287956823,154.0,0.0,0.0,0.0,0.99994632598124211,1.0,18.999999961829086,1.1362282952770376e-06,6.9373916315492946e-06,6.9132596693454341e-06,3.0944708239781954e-08,1.5471944351070763e-12,7.3494792394894405e-06,1.0601710004975295e-05,6.6211417434243643e-08,2.063091313629814e-05,7.1559727361720144e-09,2.5165593121960921e-16,4.0836500705227091e-10,4.182763674108839e-17,2.8846495921023641e-10,3.3377760776108204e-12,3.338732490154646e-12,6.7859782394365768e-16,2.7780706852291062e-16,7.8507045996818637e-12,1.6862633518714987e-28,1.560536283754946e-28,1.5605516588249113e-28,3.2710319852812296e-16,6.8670760152895179e-11,6.3405488904936364e-19,7.215469145573417e-19,9.9843219579909617e-12,5.1304353786556507e-12,7.6513562451775002e-21,5.9171967067961729e-18,1.7208761269874382e-27,6.3406300980535978e-23,5.7606756602259329e-22,5.1247302357351497e-22,1.5848895285555185e-25,4.9307410304370991e-29,2.0696910885556015e-29,7.6411822117589176e-27
2.1406467685803033e-12,0.4985829287925679,154.0,0.0,0.0,0.0,0.99994549419653678,1.0,18.99999996073446,1.1538938294002305e-06,7.0452119748495066e-06,7.0202720853501251e-06,3.1890350501873303e-08,1.5712556455939597e-12,7.3524082694831039e-06,1.0803724490356969e-05,6.6320205405401725e-08,2.102403431008831e-05,7.3036185432527643e-09,2.5934634372072535e-16,4.1805593190527588e-10,4.2690646847981475e-17,2.9743778824802157e-10,3.4953006221499454e-12,3.4963054048582238e-12,7.1201901424304207e-16,2.9275554874702344e-16,8.0966872929698117e-12,1.8780042554503435e-28,1.7379891326489191e-28,1.7380065228607429e-28,3.4311930715435662e-16,6.9987186989171308e-11,6.5759604578754527e-19,7.3661894514337191e-19,1.0351125728068549e-11,5.3189123801227269e-12,8.1452849747507722e-21,6.1969858356701077e-18,1.8601681195554688e-27,6.6598524730594218e-23,6.1350911949714086e-22,5.4670778035753425e-22,1.7173515757196454e-25,5.4264604984076156e-29,2.2779986173729082e-29,8.2628347766183355e-27
2.173420034509239e-12,0.4985829287894143,154.0,0.0,0.0,0.0,0.99994466242215341,1.0,18.999999959626113,1.1715593460988316e-06,7.1530319285207691e-06,7.1272706750481479e-06,3.2849495384265166e-08,1.5952571541420063e-12,7.3551054694737179e-06,1.1005816211715239e-05,6.6423221599893502e-08,2.1417305833915222e-05,7.4514706247572389e-09,2.6714656507837682e-16,4.2781072655432073e-10,4.3554869762604851e-17,3.0654598612987153e-10,3.6576864605620098e-12,3.6587412294338251e-12,7.4651814050889337e-16,3.0824206833909545e-16,8.3464640202776896e-12,2.0881184675986425e-28,1.9324471892421016e-28,1.9324668218602389e-28,3.5966500181405665e-16,7.1311241129680242e-11,6.8168166119186175e-19,7.517186240530156e-19,1.0724834177419533e-11,5.5109369926477508e-12,8.6629635716500873e-21,6.4854425159637724e-18,2.0083779489595306e-27,6.9899264830371864e-23,6.5276983389881242e-22,5.8265227197480932e-22,1.8585902565712876e-25,5.9632062571910589e-29,2.5035721273568942e-29,8.9245758523640667e-27
2.206193300438175e-12,0.49858292878622196,154.0,0.0,0.0,0.0,0.99994383065749137,1.0,18.999999958504095,1.1892248453730206e-06,7.2608515039159088e-06,7.234255469802316e-06,3.3822111544121275e-08,1.6193306138238542e-12,7.357589152133174e-06,1.120797905307982e-05,6.652077208122519e-08,2.1810715806168279e-05,7.5995174985033857e-09,2.7505634358308713e-16,4.3762886594217498e-10,4.4420221917037282e-17,3.1578946186561072e-10,3.8250063567967379e-12,3.8261127545103967e-12,7.8211210159280337e-16,3.2427640690362132e-16,8.6000347823251621e-12,2.3180479787907359e-28,2.145245185280632e-28,2.1452673091723041e-28,3.7674978435056217e-16,7.2642923074990755e-11,7.0631793352270136e-19,7.6684480885775632e-19,1.1105449075899562e-11,5.706510115618572e-12,9.2051576002463443e-21,6.7826980104999231e-18,2.1659308651957238e-27,7.3310520596305475e-23,6.9390941505527405e-22,6.2036416170584214e-22,2.0090403648537165e-25,6.5436683985280519e-29,2.7475462963900106e-29,9.6283383970971507e-27
2.2389665663671107e-12,0.4985829287829909,154.0,0.0,0.0,0.0,0.99994299890198957,1.0,18.999999957368445,1.206890327222967e-06,7.3686707119507483e-06,7.3412265009026315e-06,3.4808167711253242e-08,1.643406199322693e-12,7.3598761835900653e-06,1.1410207381589465e-05,6.6613146683107193e-08,2.2204253265361763e-05,7.7477483206635757e-09,2.8307542304458105e-16,4.4750985284474645e-10,4.5286649804053506e-17,3.2516812455555901e-10,3.99733302589963e-12,3.9984927217974764e-12,8.1881778497779107e-16,3.4086834021846118e-16,8.8573995802392291e-12,2.5693236803669204e-28,2.3778001512972797e-28,2.3778250386145971e-28,3.9438319533480024e-16,7.398223332484855e-11,7.3151109201879953e-19,7.8199640683655336e-19,1.1492971991334025e-11,5.9056325446030468e-12,9.7726457355150929e-21,7.0888835401600879e-18,2.3332657081426466e-27,7.683429961754744e-23,7.3698863264490457e-22,6.5990216699682101e-22,2.1691512416413325e-25,7.1706687228849225e-29,3.0111115606396886e-29,1.0376118345590011e-26
2.2717398322960465e-12,0.4985829287797209,154.0,0.0,0.0,0.0,0.99994216715512352,1.0,18.999999956219206,1.2245557916488301e-06,7.4764895629605112e-06,7.4481837995664587e-06,3.5807632687952133e-08,1.6673917046145203e-12,7.3619820976918893e-06,1.1612496009331249e-05,6.6700619870076178e-08,2.2597908115874474e-05,7.8961528502753915e-09,2.9120354770205793e-16,4.5745321639515008e-10,4.615410398292878e-17,3.3468188339035269e-10,4.1747391340608079e-12,4.1759538241338304e-12,8.5665206678968602e-16,3.5802764000878579e-16,9.1185584155329734e-12,2.8435693907474287e-28,2.6316151446323585e-28,2.6316430925973561e-28,4.1257481392604776e-16,7.5329172378157366e-11,7.5726739689684832e-19,7.9717240749405957e-19,1.1887404305483409e-11,6.1083049795535559e-12,1.0366219806328748e-20,7.4041302839119948e-18,2.5108351379519448e-27,8.0472617726253294e-23,7.8206932451538411e-22,7.0132606378250203e-22,2.3393870391375278e-25,7.8471650802015012e-29,3.2955159650557688e-29,1.1169975723844378e-26
2.3045130982249823e-12,0.49858292877641236,154.0,0.0,0.0,0.0,0.99994133541640329,1.0,18.99999995505642,1.2422212386507615e-06,7.5843080664433792e-06,7.555127396938702e-06,3.6820475348820401e-08,1.6914625075443147e-12,7.3639212012377885e-06,1.1814840158195512e-05,6.6783451552468509e-08,2.299167105955779e-05,8.0447214157260145e-09,2.9944046874475866e-16,4.674585106860654e-10,4.7022505579867046e-17,3.4433064765076776e-10,4.3572972986637451e-12,4.3585687055359839e-12,8.9563181180854053e-16,3.757640737404024e-16,9.3835112900854166e-12,3.1425059997536775e-28,2.9082830868630383e-28,2.9083144196602408e-28,4.3133425773290908e-16,7.6683740732960903e-11,7.8359313935074766e-19,8.1237185553993687e-19,1.2288747228747014e-11,6.3145280323631654e-12,1.0986684838701638e-20,7.7285693788362475e-18,2.6991058661761895e-27,8.4227498967966223e-23,8.2921440098673202e-22,7.4469669079333687e-22,2.5202269855417022e-25,8.5762557872795133e-29,3.6020670471421845e-29,1.2012035768158832e-26
2.337286364153918e-12,0.4985829287730654,154.0,0.0,0.0,0.0,0.99994050368537091,1.0,18.999999953880117,1.2598866682289038e-06,7.6921262315942694e-06,7.6620573240919764e-06,3.7846664640604368e-08,1.7155594417814393e-12,7.3657066709029078e-06,1.2017235427505529e-05,6.6861887858187094e-08,2.3385533532743444e-05,8.1934448830992795e-09,3.0778593188896615e-16,4.7752531344618963e-10,4.7891810434402424e-17,3.5411432670754585e-10,4.5450800883338767e-12,4.5464099612466515e-12,9.3577387348000931e-16,3.940874044308258e-16,9.6522582061226181e-12,3.4679557326376485e-28,3.2094907121262339e-28,3.2095257829075112e-28,4.5067118267488254e-16,7.8045938886426479e-11,8.1049464155104873e-19,8.2759382860413409e-19,1.269700181370579e-11,6.5243022338252102e-12,1.1634859098995272e-20,8.0623319201523146e-18,2.8985588876331535e-27,8.8100975572096965e-23,8.7848784913884596e-22,7.9007595384690624e-22,2.7121656509813084e-25,9.3611841220661466e-29,3.9321337541318568e-29,1.2904490048689125e-26
2.370059630082854e-12,0.4985829287696802,154.0,0.0,0.0,0.0,0.99993967196159805,1.0,18.999999952690349,1.2775520803833905e-06,7.7999440671970024e-06,7.7689736120267909e-06,3.8886169582026916e-08,1.7395265511698137e-12,7.3673506425108958e-06,1.2219677764202766e-05,6.6936161863555092e-08,2.3779487648224309e-05,8.3423146262821061e-09,3.1623968161111301e-16,4.8765322478685764e-10,4.8761986390624886e-17,3.6403283002122326e-10,4.7381600229871154e-12,4.7395501377830973e-12,9.7709509392667717e-16,4.1300739047661591e-16,9.9247991661997065e-12,3.8218465354248464e-28,3.5370226278244352e-28,3.5370618208310567e-28,4.7059528284457253e-16,7.941576733482931e-11,8.3797825664466931e-19,8.4283747006077146e-19,1.3112168967595974e-11,6.7376280400434361e-12,1.2311574137085163e-20,8.4055489612438658e-18,3.1096897130056268e-27,9.2095087922500607e-23,9.2995473708359642e-22,8.3752683012370878e-22,2.9157132145049229e-25,1.0205342895093142e-28,4.2871483936963735e-29,1.3849597597485002e-26
2.4028328960117897e-12,0.49858292876625676,154.0,0.0,0.0,0.0,0.99993884024468438,1.0,18.999999951487151,1.2952174751143504e-06,7.907761581175015e-06,7.8758762916717123e-06,3.9938959263620669e-08,1.7635885957243526e-12,7.368864293255138e-06,1.2422163435387061e-05,6.7006494285416582e-08,2.4173526141817892e-05,8.491322498732842e-09,3.2480147217975911e-16,4.9784186601512095e-10,4.9632956562474845e-17,3.7408606714196284e-10,4.936609573878249e-12,4.9380617329853846e-12,1.0196123039593317e-15,4.3253378549563495e-16,1.0201134173183887e-11,4.2062165831779683e-28,3.8927654892055692e-28,3.8928092220124744e-28,4.9111629036997286e-16,8.0793226573537996e-11,8.6605036875405552e-19,8.5810198082354431e-19,1.3534249463797514e-11,6.954505838335843e-12,1.301767482947773e-20,8.7583515136834497e-18,3.3330086021759849e-27,9.6211884528149058e-23,9.8368121822152527e-22,8.8711337242735294e-22,3.13139573213247e-25,1.1112279098335305e-28,4.6686086183235738e-29,1.484968604098767e-26
2.4356061619407255e-12,0.49858292876279514,154.0,0.0,0.0,0.0,0.99993800853425541,1.0,18.999999950270563,1.3128828524219027e-06,8.0155787812532662e-06,7.9827653938835428e-06,4.1005002847561532e-08,1.7877158248197364e-12,7.3702579174231693e-06,1.2624689003026545e-05,6.7073094136531922e-08,2.456764232315216e-05,8.6404608068191095e-09,3.3347105162523193e-16,5.0809087850977678e-10,5.0504682420280499e-17,3.8427394770938729e-10,5.140501163649239e-12,5.1420171960645363e-12,1.063342323088228e-15,4.5267633818298646e-16,1.0481263230238545e-11,4.6232189127839293e-28,4.2787122893038059e-28,4.2787610151912821e-28,5.1224397527733558e-16,8.2178317097000845e-11,8.9471739297653759e-19,8.7338658555690591e-19,1.3963243952414719e-11,7.1749359526720064e-12,1.3754019422387678e-20,9.1208705472566234e-18,3.5690407982946899e-27,1.004534219939e-22,1.039734535483195e-21,9.3890071342920552e-22,3.3597554059587002e-25,1.208569863175057e-28,5.0780794434955558e-29,1.5907152736972055e-26
2.4683794278696613e-12,0.4985829287592956,154.0,0.0,0.0,0.0,0.99993717682996042,1.0,18.999999949040614,1.3305482123061628e-06,8.1233956749441065e-06,8.0896409494474831e-06,4.2084269567502629e-08,1.8116632803813356e-12,7.3715409961380847e-06,1.2827251300665806e-05,6.7136159346215182e-08,2.4961830030339847e-05,8.7897222846382953e-09,3.4224816400033936e-16,5.1839992265700292e-10,5.1377150980071357e-17,3.9459638145241538e-10,5.3499071663774202e-12,5.3514889276506215e-12,1.1083019595343326e-15,4.7344479217949349e-16,1.0765186340808079e-11,5.0751261818595942e-28,4.6969667657215748e-28,4.6970209761796433e-28,5.33988145354865e-16,8.3571039398733368e-11,9.2398577538421665e-19,8.8869055625087312e-19,1.4399152970020899e-11,7.3989186486808208e-12,1.4521479574781174e-20,9.4932369899855034e-18,3.818326762581927e-27,1.0482176499136326e-22,1.0981830255552451e-21,9.9295506989754553e-22,3.6013508543059974e-25,1.312947110775958e-28,5.5171952997978982e-29,1.7024465915917829e-26
2.501152693798597e-12,0.49858292875575805,154.0,0.0,0.0,0.0,0.999936345131472,1.0,18.999999947797352,1.3482135547672385e-06,8.2312122688349332e-06,8.1965029890773205e-06,4.3176728728408626e-08,1.8357069413460852e-12,7.3727222615910544e-06,1.3029847411973819e-05,6.7195877348060561e-08,2.5356083588232977e-05,8.9391000702380535e-09,3.5113256676504061e-16,5.2876867684243906e-10,5.2250285235925663e-17,4.0505327818909965e-10,5.5648999076235956e-12,5.5665492798407344e-12,1.1545080102405535e-15,4.9484888595166833e-16,1.105290350860359e-11,5.5643355553658649e-28,5.1497479257278102e-28,5.1498081530988036e-28,5.5635864601629392e-16,8.4971393971306198e-11,9.5386199302304419e-19,9.0401322261384227e-19,1.4841976948633313e-11,7.6264541382626533e-12,1.5320940401365106e-20,9.8755817281517878e-18,4.081422409861502e-27,1.0931898622986205e-22,1.1590961230912018e-21,1.0493437469112738e-21,3.8567573829225858e-25,1.4247634733919766e-28,5.9876621190897001e-29,1.8204165826793169e-26
2.533925959727533e-12,0.4985829287521827,154.0,0.0,0.0,0.0,0.99993551343848319,1.0,18.999999946540811,1.3658788798052321e-06,8.3390285693788972e-06,8.3033515434155815e-06,4.4282349706390427e-08,1.8598754675768502e-12,7.3738097562008432e-06,1.3232474650986158e-05,6.7252425636505137e-08,2.5750397769974449e-05,9.0885876831583997e-09,3.6012401092292746e-16,5.3919683649670683e-10,5.3124047520511535e-17,4.1564454782646696e-10,5.7855516644800303e-12,5.7872705562469025e-12,1.2019772608829359e-15,5.1689835268221117e-16,1.1344414737589435e-11,6.0933737215165214e-28,5.6393946911445065e-28,5.6394615114094248e-28,5.793653601649822e-16,8.6379381306334192e-11,9.8435255391201018e-19,9.1935393598079675e-19,1.529171622397926e-11,7.857542583837268e-12,1.6153300515536011e-20,1.0268035606319285e-17,4.3588993448261681e-27,1.1394716642748762e-22,1.2225443649070899e-21,1.1081351420582356e-21,4.1265672572222257e-25,1.544440127404803e-28,6.4912594548637833e-29,1.9448865887235284e-26
2.5666992256564687e-12,0.49858292874856985,154.0,0.0,0.0,0.0,0.99993468175070688,1.0,18.999999945271025,1.3835441874202406e-06,8.4468445830620365e-06,8.4101866430337097e-06,4.5401101948540231e-08,1.883804287531345e-12,7.374810887100649e-06,1.3435130543907784e-05,6.7305972293879654e-08,2.6144767761586395e-05,9.2381790032224249e-09,3.692222392789019e-16,5.4968411319154592e-10,5.3998447012932451e-17,4.2637010036035909e-10,6.011934665618372e-12,6.0137250120439044e-12,1.2507264858818297e-15,5.3960292017016321e-16,1.1639720031970513e-11,6.6649020385655217e-28,6.1683706644912136e-28,6.1684447002056151e-28,6.0301820805914393e-16,8.7795001894466171e-11,1.0154639970432902e-18,9.3471207748441377e-19,1.5748371043109297e-11,8.0921841022561742e-12,1.7019472072301669e-20,1.0670729427355982e-17,4.6513450990335704e-27,1.1870839428225119e-22,1.2885993941619025e-21,1.1693987496181988e-21,4.4113899755615056e-25,1.672416108804593e-28,7.0298426369263778e-29,2.0761253838111869e-26
2.5994724915854045e-12,0.4985829287449192,154.0,0.0,0.0,0.0,0.99993385006787405,1.0,18.99999994398804,1.4012094776123563e-06,8.5546603153437054e-06,8.5170083184322331e-06,4.6532954972767063e-08,1.9078151966039025e-12,7.3757324763207291e-06,1.3637812812353292e-05,6.7356676489510863e-08,2.653918912935598e-05,9.3878682505065038e-09,3.7842701244940006e-16,5.6023023378388005e-10,5.4873405438481403e-17,4.3722984587527711e-10,6.2441210913374481e-12,6.2459848540169902e-12,1.3007724484130365e-15,5.6297231073991025e-16,1.1938819396180133e-11,7.2817218140530476e-28,6.7392690178540045e-28,6.7393509412393442e-28,6.2732714717671484e-16,8.9218256225375276e-11,1.0472028923812634e-18,9.5008708203958919e-19,1.6211941571408981e-11,8.3303787684059876e-12,1.7920380811143675e-20,1.1083793952455659e-17,4.9593633686319859e-27,1.2360476644333002e-22,1.3573339645229739e-21,1.2332051647305419e-21,4.7118525435508738e-25,1.8091488250680153e-28,7.6053449605252179e-29,2.2144092902447732e-26
2.6322457575143403e-12,0.4985829287412311,154.0,0.0,0.0,0.0,0.99993301838973314,1.0,18.999999942691886,1.4188747503816681e-06,8.6624757715539841e-06,8.6238166000409341e-06,4.7677878367632521e-08,1.9320378798456498e-12,7.3765808070066943e-06,1.3840519357911159e-05,6.740468895235667e-08,2.6933657789797533e-05,9.537649966423576e-09,3.8773808541525492e-16,5.7083493960527248e-10,5.5748879643781216e-17,4.4822369454422534e-10,6.4821830736109948e-12,6.484122240609549e-12,1.3521319004189352e-15,5.87016241158297e-16,1.2241712834868701e-11,7.9467797180862599e-28,7.3548175059415072e-28,7.3549080421379789e-28,6.5230217208057811e-16,9.0649144787750168e-11,1.0795758408614159e-18,9.6547840908904201e-19,1.6682427899056849e-11,8.5721266185270902e-12,1.8856966098836424e-20,1.1507359901159074e-17,5.2835742528150147e-27,1.2863838748240614e-22,1.4288219443163031e-21,1.2996260875467012e-21,5.0285997493955533e-25,1.9551145749569514e-28,8.2197799100544756e-29,2.3600222948700814e-26
2.665019023443276e-12,0.49858292873750554,154.0,0.0,0.0,0.0,0.99993218671604833,1.0,18.999999941382583,1.4365400057282583e-06,8.7702909573469665e-06,8.7306115182190202e-06,4.8835841792171457e-08,1.9559761960713515e-12,7.3773616701009265e-06,1.4043248246553353e-05,6.7450152461732556e-08,2.7328169979313824e-05,9.6875189941353533e-09,3.9715519956443544e-16,5.8149798562035654e-10,5.6624900611273932e-17,4.5935155662854354e-10,6.726192696139851e-12,6.7282092819752159e-12,1.4048215826206513e-15,6.1174442255187732e-16,1.2548400352891982e-11,8.6631738571946532e-28,8.0178840909531262e-28,8.0179840214562202e-28,6.7795331427247451e-16,9.2087668069285953e-11,1.1125894743907507e-18,9.8088553441387043e-19,1.7159830047546879e-11,8.8174276535655263e-12,1.9830180976356767e-20,1.1941557951376763e-17,5.624614515947292e-27,1.3381136986235473e-22,1.5031383210587894e-21,1.368734327764525e-21,5.3622944667705124e-25,2.110809126828861e-28,8.8752436338483065e-29,2.5132561770364387e-26
2.697792289372212e-12,0.4985829287337429,154.0,0.0,0.0,0.0,0.99993135504659858,1.0,18.999999940060189,1.454205243652207e-06,8.8781058772121104e-06,8.8373931032552868e-06,5.0006814975760236e-08,1.9800100385371603e-12,7.3780803945565502e-06,1.4245997698544598e-05,6.7493202179149784e-08,2.7722722234559644e-05,9.8374704653632943e-09,4.0667811824197474e-16,5.9221913985775166e-10,5.7501390492813974e-17,4.7061334247778404e-10,6.9762219943902395e-12,6.9783180400161269e-12,1.458858224526982e-15,6.3716656035440068e-16,1.2858881955303054e-11,9.434158413347899e-28,8.7314812387520717e-28,8.7315914049920448e-28,7.0429064208535216e-16,9.3533826556678294e-11,1.1462504558470109e-18,9.9630797873609251e-19,1.7644147973910262e-11,9.0662818413425224e-12,2.0840992193311666e-20,1.2386518739405349e-17,5.9831377812208369e-27,1.3912583391434789e-22,1.5803592047729646e-21,1.4406038079443133e-21,5.7136178788043022e-25,2.2767481536721208e-28,9.5739168067347349e-29,2.6744106032265244e-26
2.7305655553011477e-12,0.49858292872994314,154.0,0.0,0.0,0.0,0.99993052338117749,1.0,18.999999938724731,1.4718704641535896e-06,8.9859205358107718e-06,8.9441613853682593e-06,5.1190767717946556e-08,2.0040757451817122e-12,7.3787418861126807e-06,1.444876607549244e-05,6.753396607486241e-08,2.8117311367241339e-05,9.9874997834384702e-09,4.1630659407805843e-16,6.0299818267855976e-10,5.8378331695860379e-17,4.8200896252955408e-10,7.2323429556433581e-12,7.2345205284324369e-12,1.5142585444459526e-15,6.6329235423948942e-16,1.317315764734217e-11,1.0263149695539519e-27,9.4987715232200256e-28,9.498892830328119e-28,7.313242605436177e-16,9.4987620735615812e-11,1.1805654790771874e-18,1.0117452870785052e-18,1.813538157613321e-11,9.3186891193386984e-12,2.1890380252534318e-20,1.2842372859948611e-17,6.3598147817751699e-27,1.4458390780817215e-22,1.6605618322794303e-21,1.5153095678029392e-21,6.0832697685613828e-25,2.4534677986371975e-28,1.0318067051473176e-28,2.8437932497808679e-26
2.7633388212300835e-12,0.498582928726106,154.0,0.0,0.0,0.0,0.99992969171959079,1.0,18.999999937376238,1.4895356672324781e-06,9.0937349375496107e-06,9.0509163947063882e-06,5.2387669888275328e-08,2.0281090901909524e-12,7.3793506639003379e-06,1.4651551868121779e-05,6.7572565341794724e-08,2.8511934440326198e-05,1.0137602606897406e-08,4.2604038053254811e-16,6.1383490606650213e-10,5.9255706566215803e-17,4.935383273093546e-10,7.494627519046049e-12,7.4968887127729567e-12,1.5710392494966272e-15,6.9013149805793288e-16,1.3491227434426891e-11,1.1153732477549878e-27,1.0323073495718027e-27,1.0323206916490825e-27,7.5906431122206956e-16,9.6449051090772928e-11,1.215541268898127e-18,1.0271970250196045e-18,1.8633530698271797e-11,9.5746493973225224e-12,2.2979339455732197e-20,1.3309250866138703e-17,6.7553336185409619e-27,1.5018772752195668e-22,1.7438245715757276e-21,1.5929277685942205e-21,6.4719688174859803e-25,2.6415252623727254e-28,1.1110051454326811e-28,3.0217199289860327e-26
2.7961120871590193e-12,0.49858292872223203,154.0,0.0,0.0,0.0,0.99992886006165704,1.0,18.999999936014753,1.5072008528889417e-06,9.2015490864836858e-06,9.1576581613482167e-06,5.3597491426123847e-08,2.05215668385441e-12,7.3799108915973336e-06,1.4854353685869924e-05,6.7609114761640217e-08,2.8906588747794553e-05,1.0287774835026801e-08,4.3587923428297088e-16,6.2472911300008134e-10,6.0133485207202961e-17,5.0520134743042949e-10,7.7631475756588295e-12,7.7654945104831293e-12,1.6292170356203028e-15,7.1769367978538256e-16,1.3813091322143332e-11,1.2109666194362643e-27,1.1207867423741245e-27,1.1208014002801926e-27,7.8752097211115631e-16,9.7918118105803724e-11,1.2511845810953631e-18,1.0426627842153934e-18,1.9138595134805031e-11,9.8341625595873695e-12,2.4108877946771832e-20,1.3787283269555877e-17,7.1704000061232503e-27,1.5593943681353822e-22,1.8302269259770445e-21,1.6735356972508116e-21,6.8804528902265466e-25,2.8414993713435658e-28,1.1952319000138615e-28,3.208514709408856e-26
