Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344)
6.962838316644795e-08,0.9409317819010762,154.0,0.0,0.0,0.0,0.97906977497041592,1.0,18.999035065345222,0.0025114338955153372,0.0062902822749854028,0.0051023728111552332,0.00086513277417248286,1.6263407371126599e-09,4.6310209188240069e-08,0.0023106707286855164,5.2538814891013766e-11,0.0029834022182865707,1.0712212048593428e-05,1.4014246394129733e-11,0.00044583902365236388,1.1535694796715541e-13,2.1063370915270523e-06,0.00032628142668454218,0.00032748001579212575,7.2630586885399229e-08,4.6978734964646822e-08,5.5902842327124589e-05,2.3014219509898803e-08,3.7336355662570805e-08,3.7931722351723519e-08,2.4511363983987671e-05,6.3104019178632502e-05,1.3202706423047408e-06,1.9063953637040037e-14,1.6964944266990883e-07,1.2810417613481797e-07,8.8237164071475504e-07,1.0660226470444355e-09,4.3549970335212154e-11,3.6875172812032546e-13,2.5081552137408919e-08,3.6889527165074312e-09,2.0702829765593613e-08,2.3841839989476343e-09,1.849976400841399e-09,4.6569310539921964e-09,6.159059106171311e-10,3.2449783293687322e-11,7.2797219682643099e-16,2.814930220187032e-10,1.6171036890007291e-10,4.4796515606044808e-12,7.5737150913401367e-13,1.0100294110556425e-15,3.6086927454705107e-15,1.3974150434768569e-11,4.091724060669971e-16,1.7413352065726564e-11,6.3502670719776863e-13,1.9503799938280291e-09,8.2862396830108693e-13,5.8788944928593959e-13,2.076797394956874e-12,1.7634734099619129e-20
7.0905046213641e-08,0.9409317598158559,154.0,0.0,0.0,0.0,0.97868840161221993,1.0,18.999016850364949,0.0025549255924231088,0.0064011181629006937,0.0051870249006795519,0.00087950285456511257,1.6549956011845336e-09,4.6294878910839495e-08,0.0023524918167606088,5.2518349646130144e-11,0.0030376041754563957,1.0900956597522659e-05,1.4247026671935297e-11,0.00046202127840888521,1.1738948756004188e-13,2.1414112127804947e-06,0.0003379809697066593,0.0003392666022004564,7.5234853668120843e-08,4.866323753171904e-08,5.838109936584961e-05,2.4951030357059856e-08,4.080470884873457e-08,4.1467568475447547e-08,2.5833158658128981e-05,6.5335034695180252e-05,1.416872312698117e-06,1.9906689651746262e-14,1.7280129973624791e-07,1.3047399541542425e-07,9.4724097008463392e-07,1.1134393597870447e-09,4.6817150088417991e-11,3.8866026534978754e-13,2.6845723165243851e-08,3.8955018325740232e-09,2.2259157663556017e-08,2.5641102191060906e-09,1.9956757671564131e-09,5.085350966518561e-09,6.6625105898750903e-10,3.6183965729447911e-11,7.8530541806322861e-16,3.1377695690716696e-10,1.7749219353157782e-10,4.7684640317440209e-12,8.0623724575900707e-13,1.0751483671695434e-15,3.8435064144441819e-15,1.4883543607090461e-11,4.1665708190972396e-16,1.772607909941113e-11,6.4643234455951492e-13,2.0220427190354254e-09,8.5906940266172792e-13,6.0948976930018803e-13,2.1531171145986481e-12,1.8772530097927108e-20
7.218170926083405e-08,0.9409317388315402,154.0,0.0,0.0,0.0,0.97830714029979626,1.0,18.998998607326428,0.0025983281142180851,0.0065117698185520757,0.0052713500579001536,0.00089381737134309179,1.6836027743788998e-09,4.6279552676483959e-08,0.0023942933373594212,5.2497890413793014e-11,0.0030917881892353794,1.1089387017424012e-05,1.4478906877277927e-11,0.00047847957926471548,1.1941864438139938e-13,2.1763499605312855e-06,0.00034987002106136219,0.00035124745824522167,7.7881300272163634e-08,5.037502332933851e-08,6.0926053053472842e-05,2.7007987143871503e-08,4.4522275051286904e-08,4.5258832261281601e-08,2.7199641440411286e-05,6.7600019578364703e-05,1.5185529305049715e-06,2.0772057815658578e-14,1.7595211347277491e-07,1.3284270608450672e-07,1.0155524100104289e-06,1.1621362150502234e-09,5.0261334614063322e-11,4.0924281940420166e-13,2.8696637806429409e-08,4.1093401226539374e-09,2.3899613909475116e-08,2.7538003211008433e-09,2.1496595331064623e-09,5.5441558564032423e-09,7.1957341990440342e-10,4.0265421836798726e-11,8.4589858073445747e-16,3.4905269250241449e-10,1.9448049358225267e-10,5.0723676323001613e-12,8.5765762527360498e-13,1.1436699508243627e-15,4.090911414872355e-15,1.5841717240080594e-11,4.2414398717766034e-16,1.8038468809906614e-11,6.5782567963179073e-13,2.0949639865833464e-09,8.9004947677872501e-13,6.3146940350883997e-13,2.230777297667433e-12,1.9969808724728988e-20
7.34583723080271e-08,0.9409317189409051,154.0,0.0,0.0,0.0,0.97792599232921151,1.0,18.998980335790261,0.0026416416112250663,0.0066222361570758082,0.0053553480642497629,0.00090807628779270575,1.7121619760874582e-09,4.6264230546685272e-08,0.0024360752968183227,5.2477437263552089e-11,0.0031459542644960733,1.1277501459970769e-05,1.4709886415433823e-11,0.00049521323890616199,1.214443985270916e-13,2.2111532436583703e-06,0.0003619476548998937,0.00036342183241071864,8.0569720461389953e-08,5.2113958958127717e-08,6.353842293799722e-05,2.9189864730070828e-08,4.8501819525332115e-08,4.9318720054318929e-08,2.861141216472404e-05,6.989868510279966e-05,1.6254753175088939e-06,2.1660302162766635e-14,1.7910188415776707e-07,1.3521030849727823e-07,1.0874191343110135e-06,1.2121270662465038e-09,5.3888474996269415e-11,4.305084590234731e-13,3.0636693739773916e-08,4.3305725052216275e-09,2.5626980461322885e-08,2.9535784856330507e-09,2.3122181935497833e-09,6.0348711015420502e-09,7.7598207329210787e-10,4.4718958624798043e-11,9.0986599564681197e-16,3.8753312345493293e-10,2.1274272920330422e-10,5.392023885881471e-12,9.117446614213708e-13,1.2157433173206964e-15,4.3514762712943765e-15,1.6850874695008734e-11,4.3163353907877566e-16,1.8350519526348759e-11,6.6920665146051351e-13,2.1691418454394377e-09,9.2156335998159984e-13,6.53827762570888e-13,2.3097758615757116e-12,2.1229178122212803e-20
7.60116984024132e-08,0.9409316824118866,154.0,0.0,0.0,0.0,0.97716404156630099,1.0,18.998943705496114,0.0027280021312675188,0.0068426085792710114,0.0055223618030155229,0.00093642718183847905,1.7691353519206864e-09,4.6233598845336625e-08,0.002519580557936519,5.243654948586604e-11,0.003254232619306921,1.1652775080994969e-05,1.5169141256862153e-11,0.00052950387483360656,1.2548561983507249e-13,2.280353073490112e-06,0.00038666494862896829,0.00038834812659780668,8.607165264284283e-08,5.5672743519197698e-08,6.8968272028458239e-05,3.394785776527577e-08,5.7299855294577916e-08,5.8299256395745314e-08,3.1573180677283794e-05,7.4595892935838768e-05,1.8557049196896246e-06,2.350638961069257e-14,1.8539829750690591e-07,1.3994218999034747e-07,1.2422779179687488e-06,1.3160458350222575e-09,6.171579637754945e-11,4.7512472585561414e-13,3.4793856561011263e-08,4.7956334620244824e-09,2.9353723028136546e-08,3.3847133917180732e-09,2.664239659599571e-09,7.1183578079251574e-09,8.9850163496940134e-10,5.4847747947428881e-11,1.0483877047543172e-15,4.7501300033882892e-10,2.5337094124126079e-10,6.081370203424027e-12,1.0283887378791633e-12,1.3711712766908487e-15,4.9144740844082127e-15,1.9031398154839332e-11,4.4662235284668082e-16,1.897359769571689e-11,6.919312762338565e-13,2.3212595039488388e-09,9.8618921860760802e-13,6.9967828912524595e-13,2.4717797705662138e-12,2.3945133566514889e-20
7.830969188736068e-08,0.9409316532041258,154.0,0.0,0.0,0.0,0.97647868638133528,1.0,18.998910636478939,0.0028054236388761191,0.0070402992391820031,0.0056715533359315189,0.00096175250181853829,1.8202445508684436e-09,4.6206044962755122e-08,0.0025946684585325475,5.2399771977487083e-11,0.003351621839231868,1.1989422406840271e-05,1.5579384961797988e-11,0.00056130023651720115,1.29110884895719e-13,2.3421688069519345e-06,0.00040954610364168757,0.00041143607439124381,9.116485598396649e-08,5.8967153226218724e-08,7.4092846156046348e-05,3.8706705045111505e-08,6.6250137071568575e-08,6.744140948282489e-08,3.4399526912378794e-05,7.893562997995617e-05,2.0825050415999225e-06,2.5248528566209408e-14,1.9106150516097292e-07,1.4419709672480986e-07,1.3949727898549659e-06,1.4141357897036771e-09,6.9447292089386046e-11,5.1770426975472803e-13,3.8864358988797343e-08,5.2405050787748274e-09,3.3033541858081492e-08,3.8105595124818324e-09,3.0133700343545611e-09,8.2188506140272471e-09,1.0204471987170427e-09,6.5510989554308757e-11,1.1857717612237899e-15,5.6706235922865384e-10,2.9501986809071336e-10,6.7628326975846081e-12,1.143703621418837e-12,1.5248216932127397e-15,5.4723594889962105e-15,2.1192188210576257e-11,4.6012594421564269e-16,1.95331935979409e-11,7.1234060570038606e-13,2.4624432509965345e-09,1.0461697361000275e-12,7.4223305494803277e-13,2.6221395355413645e-12,2.6630139914690347e-20
8.060768537230817e-08,0.9409316274285301,154.0,0.0,0.0,0.0,0.97579371828991757,1.0,18.998877468557932,0.0028825590357337348,0.0072373729311184087,0.0058196819841584476,0.00098689718778750585,1.8711940438710649e-09,4.6178505322033103e-08,0.0026696930820750264,5.2363015241151586e-11,0.003448953017354657,1.2325017785294509e-05,1.5986702584615563e-11,0.00059397797717690968,1.3272482181611515e-13,2.4035444181143485e-06,0.0004330237044393339,0.00043513931222676318,9.6390810146358391e-08,6.2347430337072705e-08,7.9446877443314917e-05,4.3947912031822878e-08,7.626574233227875e-08,7.7678339542935124e-08,3.7381605187303984e-05,8.3379911371147091e-05,2.3288935397594123e-06,2.7068526631345775e-14,1.9672133784380968e-07,1.4844841837513698e-07,1.5610076917096688e-06,1.5166306358886699e-09,7.7867422040551957e-11,5.6263308142442188e-13,4.3261254961772733e-08,5.7109126120719434e-09,3.703955279450254e-08,4.2742894304374155e-09,3.3949563307117968e-09,9.4485134651351689e-09,1.1541516135770583e-09,7.7824440133151173e-11,1.3359273415128117e-15,6.7330861212721089e-10,3.419578795327056e-10,7.5068508329974687e-12,1.2696087010753519e-12,1.6925766623865713e-15,6.0828119387724642e-15,2.3556648399869239e-11,4.7364556051568432e-16,2.009166896948953e-11,7.3270906869976532e-13,2.6076677637620901e-09,1.1078667708962065e-12,7.8600564898133436e-13,2.776803001248412e-12,2.9561729730122623e-20
8.290567885725565e-08,0.9409316050437568,154.0,0.0,0.0,0.0,0.97510914461884857,1.0,18.998844199377103,0.0029594091919760927,0.0074338235924588537,0.0059667468546076652,0.0010118610903954268,1.9219822627797005e-09,4.6150980271099553e-08,0.0027446544674792754,5.2326279670031353e-11,0.0035462261846217072,1.2659550887179851e-05,1.6391091706001746e-11,0.00062753301487523516,1.3632731936410621e-13,2.4644795336317799e-06,0.00045709222464032341,0.00045945344174312441,1.0174828412723947e-07,6.5812778604137631e-08,8.5034432376417479e-05,4.9701905646806485e-08,8.7435485135889761e-08,8.9102305671524962e-08,4.0522653533717434e-05,8.7926984285085333e-05,2.5958753232934549e-06,2.896776287906118e-14,2.023777973261752e-07,1.5269615712463721e-07,1.7410896337136142e-06,1.6236086733895699e-09,8.70134474509498e-11,6.0996012774424603e-13,4.7998713200140223e-08,6.2074263267211341e-09,4.1389000710833452e-08,4.7779134083072636e-09,3.8108116366746924e-09,1.0817881912880521e-08,1.3002991823855703e-09,9.1981031603537105e-11,1.4995679025062882e-15,7.9540537097230914e-10,3.9466903033608303e-10,8.3182965129091396e-12,1.4069289969742246e-12,1.8755346643918418e-15,6.7500477801029098e-15,2.6141120916931764e-11,4.8718443071726276e-16,2.0649017185165601e-11,7.5303642349501682e-13,2.7569214851130867e-09,1.1712754023419079e-12,8.3099258013773314e-13,2.9357578308977157e-12,3.275911288587721e-20
8.520367234220314e-08,0.9409315860086963,154.0,0.0,0.0,0.0,0.97442497262586869,1.0,18.998810826639787,0.0030359749758339881,0.0076296452391557169,0.006112747164276117,0.0010366440789758655,1.9726076597691874e-09,4.6123470154662307e-08,0.002819552654218392,5.228956565359255e-11,0.0036434413726990226,1.2993011517185965e-05,1.6792550209296883e-11,0.0006619612473219654,1.3991826774912053e-13,2.5249738257624607e-06,0.00048174610267400511,0.00048437406107746555,1.0723603909079078e-07,6.9362396713116552e-08,9.0859538050469323e-05,5.5999795119619782e-08,9.9852458446276798e-08,1.0181012785470701e-07,4.382583489290591e-05,9.2575078243379563e-05,2.8844693919342838e-06,3.0947603001818671e-14,2.0803088542092736e-07,1.5694031518840721e-07,1.9359382814964403e-06,1.7351474459222134e-09,9.6923318679921735e-11,6.5973324360353532e-13,5.3090921535851737e-08,6.7306044286338343e-09,4.6099394247788492e-08,5.3234726417100828e-09,4.262780046584367e-09,1.2337976380900314e-08,1.4595868292282261e-09,1.0818916074648108e-10,1.6774191022024785e-15,9.3513818546641325e-10,4.5366512832415603e-10,9.2023727433441842e-12,1.5565456252044658e-12,2.0748688341739699e-15,7.478580894628654e-15,2.8963101702710225e-11,5.0074604621727906e-16,2.1205232629157329e-11,7.7332246515745372e-13,2.9101928216063107e-09,1.2363906942813621e-12,8.7719034633186325e-13,3.0989916487918995e-12,3.6242805400536812e-20
8.750166582715062e-08,0.9409315702824724,154.0,0.0,0.0,0.0,0.97374120949890475,1.0,18.998777348108227,0.0031122572536327765,0.007824831966531675,0.0062576822398793972,0.0010612460414835085,2.0230687075447497e-09,4.6095975314172501e-08,0.0028943876823178134,5.2252873577554931e-11,0.0037405986139653091,1.3325389615231603e-05,1.7191076279484078e-11,0.00069725855232934055,1.4349755863683205e-13,2.5850270122172847e-06,0.00050697974255154853,0.00050989676532012349,1.1285282853990324e-07,7.2995478394129552e-08,9.6926181431058762e-05,6.2873341066676028e-08,1.1361407554055653e-07,1.1590324165578223e-07,4.7294237351572415e-05,9.7322406188114503e-05,3.1957079414731849e-06,3.300939906103616e-14,2.1368060398260116e-07,1.6118089481301034e-07,2.1462855094632723e-06,1.8513237268727749e-09,1.0763565139174922e-10,7.1199913538973392e-13,5.8552072045076371e-08,7.2809930810069896e-09,5.1188491100289994e-08,5.9130375384270287e-09,4.7527350649429917e-09,1.4020305320037692e-08,1.6327234829442118e-09,1.266733501953237e-10,1.8702181716114841e-15,1.0944301375764432e-09,5.1948636232954383e-10,1.0164631028079765e-11,1.7193987479649231e-12,2.2918308835653466e-15,8.2732400158249232e-15,3.2041307670632311e-11,5.1433417591699317e-16,2.17603107447236e-11,7.9356702737862482e-13,3.067470151191985e-09,1.3032076983305213e-12,9.2459543680271149e-13,3.2664920485304883e-12,4.0034698129782301e-20
8.979965931209811e-08,0.9409315578244424,154.0,0.0,0.0,0.0,0.9730578623553463,1.0,18.998743761603279,0.0031882568897918136,0.0080193779500517589,0.0064015515174568804,0.0010856668844270348,2.0733638995423908e-09,4.6068496087790371e-08,0.0029691595923498244,5.2216203823852865e-11,0.0038376979415050173,1.3656675257784577e-05,1.758666840210163e-11,0.0007334207882689212,1.4706508516337586e-13,2.6446388559970891e-06,0.00053278751465226282,0.00053601714696786167,1.1859739849137026e-07,7.6711212535033145e-08,0.00010323830862970959,7.0354924319655437e-08,1.2882210699507112e-07,1.3148774859752577e-07,5.0930874395024379e-05,0.00010216716555230784,3.5306354724494967e-06,3.5154489241278365e-14,2.1932695490701366e-07,1.6541789827617679e-07,2.3728749550451241e-06,1.9722135053319794e-09,1.1918970276506193e-10,7.6680338473957355e-13,6.439634671712639e-08,7.859126423475131e-09,5.6674283366532778e-08,6.5487060049257466e-09,5.2825780151555167e-09,1.5876867863714405e-08,1.8204294620477325e-09,1.4767490731301364e-10,2.0787132885891404e-15,1.2753474154650561e-09,5.9270191305456258e-10,1.1210989118466925e-11,1.8964905841439401e-12,2.5277551034174192e-15,9.1391865457901972e-15,3.5395745880446987e-11,5.2795288173453129e-16,2.2314248085218888e-11,8.1376998433112728e-13,3.2287418312917218e-09,1.3717214573091532e-12,9.7320433454861413e-13,3.438246601612706e-12,4.4158126865110849e-20
9.209765279704559e-08,0.9409315485942013,154.0,0.0,0.0,0.0,0.97237493824134524,1.0,18.998710065004012,0.0032639747468238222,0.0082132774460711936,0.0065443545419496957,0.0011099065327973803,2.1234917501229817e-09,4.6041032810351264e-08,0.0030438684254280048,5.2179556770598334e-11,0.0039347393891013193,1.3986858659140204e-05,1.7979325362081124e-11,0.00077044379452998152,1.5062074194911393e-13,2.7038091652186768e-06,0.00055916375652453269,0.00056273079637542893,1.2446848765434038e-07,8.0508783296848219e-08,0.00010979982419342367,7.8477514553854999e-08,1.4558271337846648e-07,1.4867446235402704e-07,5.4738685177162955e-05,0.00010710753932546659,3.8903079028035123e-06,3.7384197609231297e-14,2.2496994013087435e-07,1.6965132788650366e-07,2.6164615740245335e-06,2.0978919723994991e-09,1.3162534775439663e-10,8.2419045254412181e-13,7.0637903641183327e-08,8.4655265941511523e-09,6.2574982968661946e-08,7.2326017412500047e-09,5.8542364542433314e-09,1.7920156003940253e-08,2.023435861467085e-09,1.7145257987658995e-10,2.30366295402085e-15,1.4801048577862896e-09,6.739105467773103e-10,1.2347749084095399e-11,2.0888884743931127e-12,2.7840624380754855e-15,1.0081932836333222e-14,3.9047784520574102e-11,5.4160653452085108e-16,2.286704236636133e-11,8.3393125257475321e-13,3.3939962072508697e-09,1.4419270088320269e-12,1.0230135188751104e-12,3.6142428664391247e-12,4.8637943701401385e-20
9.439564628199308e-08,0.9409315425515787,154.0,0.0,0.0,0.0,0.97169244413114131,1.0,18.998676256247368,0.0033394116853342117,0.0084065247925580924,0.0066860909667510937,0.0011339649299913009,2.1734507947598377e-09,4.6013585813333742e-08,0.0031185142232016275,5.2142932792044358e-11,0.0040317229912290196,1.4315930172656775e-05,1.8369046242509198e-11,0.00080832339197935827,1.5416442511193994e-13,2.7625377929294091e-06,0.00058610277370131495,0.0005900333022053108,1.3046482761201458e-07,8.4387370231286229e-08,0.00011661459040893239,8.7274638749267547e-08,1.6400647358231452e-07,1.6757895067301897e-07,5.8720534807487961e-05,0.00011214169711347989,4.2757916851547631e-06,3.9699833877672219e-14,2.3060956163137586e-07,1.7388118598313627e-07,2.8778111970878259e-06,2.2284335077704857e-09,1.4498305541225243e-10,8.8420368321096535e-13,7.7290863715551986e-08,9.1007037546054775e-09,6.8909007154670609e-08,7.9668725453981074e-09,6.4696625946186237e-09,2.0163156286457103e-08,2.2424839415240295e-09,1.9828320769264742e-10,2.5458353707838497e-15,1.7110714608880556e-09,7.637411912126316e-10,1.3581615693107633e-11,2.2977279988367266e-12,3.0622646296721535e-15,1.1107360923415472e-14,4.302022565649182e-11,5.5529983036965421e-16,2.3418692519713959e-11,8.5405079300689538e-13,3.5632216211815545e-09,1.5138193890661004e-12,1.0740194680605777e-12,3.7944683977294336e-12,5.3500589630055887e-20
9.669363976694056e-08,0.9409315396566431,154.0,0.0,0.0,0.0,0.9710103869264165,1.0,18.998642333327727,0.0034145685640203302,0.0085991144097911833,0.0068267605532298424,0.0011578420377303439,2.2232395902198223e-09,4.5986155424829234e-08,0.0031930970278500064,5.2106332258549916e-11,0.0041286487830474042,1.4643880291948602e-05,1.8755830423314931e-11,0.0008470553834225849,1.5769603228012835e-13,2.8208246369106034e-06,0.00061359884052944978,0.00061792025187557453,1.3658514300642463e-07,8.8346148400269042e-08,0.00012368642662185622,9.6780349535030749e-08,1.8420840889421832e-07,1.8832157311725434e-07,6.2879214654622289e-05,0.00011726779619203811,4.6881629294233148e-06,4.2102693174504987e-14,2.3624582142577085e-07,1.7810747493544214e-07,3.1577000877596889e-06,2.3639116666079103e-09,1.5930386527992762e-10,9.4688530917608249e-13,8.4369297862779155e-08,9.7651561177162551e-09,7.5694964091152093e-08,8.7536886283174895e-09,7.1308317340270369e-09,2.2619351043987564e-08,2.4783245196069768e-09,2.2846236909584852e-10,2.8060078259237589e-15,1.9707758401144886e-09,8.6285349338717578e-10,1.4919715070087397e-11,2.5242161421292514e-12,3.3639684250093235e-15,1.2221741680442812e-14,4.733737961109575e-11,5.6903780729132181e-16,2.3969198747286218e-11,8.7412861285382988e-13,3.7364064211999633e-09,1.5873936366552422e-12,1.1262186621407432e-12,3.9789107563602266e-12,5.8774168234599138e-20
9.899163325188805e-08,0.940931539869702,154.0,0.0,0.0,0.0,0.97032877345567159,1.0,18.99860829429656,0.0034894462396706724,0.0087910408010321676,0.0069663631702268167,0.001181537835975298,2.2728567147378846e-09,4.595874196951157e-08,0.0032676168820767971,5.2069755536547488e-11,0.0042255168003930213,1.4970699652035671e-05,1.9139677579884007e-11,0.00088663555406617823,1.6121546260471249e-13,2.8786696394698396e-06,0.00064164620101230419,0.00064638723200569537,1.4282815172618615e-07,9.2384288497372864e-08,0.00013101910857112324,1.0702919345744629e-07,2.0630800285478325e-07,2.1102751465237918e-07,6.721744266611934e-05,0.0001224839825528006,5.1285065314775379e-06,4.4594055816978929e-14,2.4187872157095268e-07,1.8233019714268992e-07,3.4569145018746359e-06,2.5043991667077885e-09,1.7462936385526768e-10,1.0122764556619014e-12,9.188721474180741e-08,1.0459369978365799e-08,8.2951638556412116e-08,9.595240940626218e-09,7.839740694721803e-09,2.5302719179100337e-08,2.7317173649662617e-09,2.6230502136698414e-10,3.0849660764636802e-15,2.2619116370857413e-09,9.7193835919720156e-10,1.6369613605076518e-11,2.7696345012017908e-12,3.6908798390638743e-15,1.3431754364149239e-14,5.2025140875098157e-11,5.8282586222813871e-16,2.4518562577185151e-11,8.9416476770026996e-13,3.9135389710658399e-09,1.6626447968158696e-12,1.1796075858144302e-12,4.1675575196312519e-12,6.4488520380253159e-20
9.999999999999998e-08,0.9409315431513028,154.0,0.0,0.0,0.0,0.97002982113915903,1.0,18.998593320721824,0.0035222148804228462,0.0088750479469600595,0.0070272844100320291,0.0011918783904282058,2.2945743121566305e-09,4.594671828729914e-08,0.0033002965669762232,5.2053713166092873e-11,0.0042680045615490726,1.5113749687181111e-05,1.9307183750516849e-11,0.00090427012120011005,1.6275593019356533e-13,2.9039127243959975e-06,0.00065412601709295909,0.00065906060099813184,1.4560600435594212e-07,9.418107590648956e-08,0.00013432001425406511,1.1176997556310245e-07,2.1663606847723678e-07,2.2164392083297132e-07,6.9178431066206622e-05,0.0001248008217810037,5.3308410565633605e-06,4.5715537159194026e-14,2.4434939579745152e-07,1.8418201557806717e-07,3.5945152129791118e-06,2.5676453233837806e-09,1.816821846225441e-10,1.0418359359173513e-12,9.5328413153878908e-08,1.0773510350066009e-08,8.6289340939313615e-08,9.9823621300883301e-09,8.1663993464838579e-09,2.6555599575942793e-08,2.8486445956572902e-09,2.783969831348411e-10,3.2135074430387246e-15,2.4003137784855492e-09,1.0231375371830578e-09,1.7043168495615465e-11,2.8836466399402424e-12,3.8427475737263084e-15,1.3994708448485321e-14,5.4206146710020028e-11,5.8889337995176093e-16,2.4759265217305348e-11,9.0294356799476908e-13,3.9925085173069927e-09,1.6961933331570695e-12,1.2034094811520863e-12,4.2516603569731506e-12,6.7143193454021914e-20
1.0128962673683553e-07,0.9409315431513028,154.0,0.0,0.0,0.0,0.96964761047363135,1.0,18.998574137261993,0.0035640455671640319,0.0089822985531726306,0.0071048987935251988,0.0012050523228361288,2.322300768184976e-09,4.5931345768608658e-08,0.003342073829104248,5.2033202988510637e-11,0.0043223270797724204,1.5296379030449534e-05,1.9520587681599901e-11,0.00092705967198094294,1.6472261677139453e-13,2.9360727872223074e-06,0.00067023906966523592,0.00067542982886025394,1.4919256509710774e-07,9.6500956971118653e-08,0.00013861636773895812,1.1805617920643834e-07,2.3042921694994911e-07,2.3582681511930862e-07,7.1737863704274558e-05,0.0001277883919415634,5.5979153084682587e-06,4.7175187091194538e-14,2.4750826416304053e-07,1.8654935503373023e-07,3.7762502487371449e-06,2.6499678759632748e-09,1.9100166114546282e-10,1.0804171456773637e-12,9.9858548947633643e-08,1.1183819746951165e-08,9.0697977743027061e-08,1.0493739512124053e-08,8.5984062728818621e-09,2.8227736508691074e-08,3.0034305970269131e-09,3.0014613413616173e-10,3.3835037392443821e-15,2.5873428650912907e-09,1.0917184743699274e-09,1.7939337086775721e-11,3.0353425310886116e-12,4.0448084690413492e-15,1.4744506525491543e-14,5.7111065440360984e-11,5.966697683868845e-16,2.5066786920241995e-11,9.141593635545073e-13,4.0946076602304841e-09,1.7395679256061199e-12,1.2341827314724333e-12,4.3603962919667201e-12,7.0675299790172989e-20
1.0358762022178302e-07,0.9409315494622327,154.0,0.0,0.0,0.0,0.96896690466067514,1.0,18.99853986038838,0.0036383673994686084,0.0091728823373550938,0.0072423675052943233,0.0012283855144774431,2.3715703722292816e-09,4.5903967139876081e-08,0.0034164679126674081,5.1996674972922722e-11,0.0044190796583548179,1.562090934829559e-05,1.9898560990312293e-11,0.00096832348856617145,1.6821739701198611e-13,2.9930341108612557e-06,0.00069937163238348581,0.00070504362879039392,1.5567708807557077e-07,1.0069531615005592e-07,0.00014648189071680344,1.298967458293552e-07,2.5670050216423464e-07,2.6285439460449137e-07,7.644304989776852e-05,0.00013317915088771392,6.0974891414749203e-06,4.9847337037023145e-14,2.5313445133695806e-07,1.9076495106667053e-07,4.116512254119098e-06,2.8006888001343786e-09,2.0846336731295444e-10,1.1513463052574174e-12,1.0829714969229838e-07,1.1938967985693787e-08,9.8953077178576423e-08,1.1451411805114847e-08,9.4088636992534509e-09,3.1409375678813882e-08,3.294240087599374e-09,3.4234131490074003e-10,3.7024216851810109e-15,2.9501091852659277e-09,1.2229488064853376e-09,1.9637390036623123e-11,3.3227808250923891e-12,4.4276718537252553e-15,1.6167554261128498e-14,6.2624449461284496e-11,6.1057569286759364e-16,2.5613876127548082e-11,9.3411255894674451e-13,4.2796009143008653e-09,1.8181580943718517e-12,1.2899406023518675e-12,4.5574147160598961e-12,7.736804942123018e-20
1.058856137067305e-07,0.9409315587635225,154.0,0.0,0.0,0.0,0.96828666262229457,1.0,18.998505461895913,0.0037124125876410656,0.0093627869095680265,0.0073787694935074713,0.0012515374450195432,2.4206641704907112e-09,4.5876606397570254e-08,0.0034907991770082958,5.1960171844249151e-11,0.0045157745739647284,1.5944281671270596e-05,2.0273598058734374e-11,0.0010104227390146151,1.7169970711536365e-13,3.0495536849176117e-06,0.00072903804732205339,0.00073522421867293494,1.6228041944458468e-07,1.0496652436957686e-07,0.00015461931858749421,1.4258673096096799e-07,2.8525480643325683e-07,2.9225007473393832e-07,8.133550100891863e-05,0.00013865437772428042,6.628334126073387e-06,5.2611740238547522e-14,2.5875728526600415e-07,1.949769877285433e-07,4.4785141252416448e-06,2.9566320709296735e-09,2.2705756942235959e-10,1.2251017689386474e-12,1.1721676995954488e-07,1.2725265447724159e-08,1.0773616677301739e-07,1.2470501082529535e-08,1.0273165111974083e-08,3.4863105659998619e-08,3.6049288673694743e-09,3.8926742580489393e-10,4.0425274383135001e-15,3.3534311063759648e-09,1.3664170877689619e-09,2.1472775219807658e-11,3.6334744250726772e-12,4.841499872721471e-15,1.7708922779264289e-14,6.8596409142361056e-11,6.2455021456576325e-16,2.6159836048829104e-11,9.540245670579833e-13,4.4685072059262464e-09,1.898410394372166e-12,1.3468777158178563e-12,4.7586004844677799e-12,8.4602278541188354e-20
